date,savings accounts_unscaled,savings accounts_monthly,isPartial,scale,savings accounts
2008-09-20,18,63.0,,0.63,11.34
2008-09-21,43,63.0,,0.63,27.09
2008-09-22,34,63.0,,0.63,21.42
2008-09-23,74,63.0,,0.63,46.62
2008-09-24,52,63.0,,0.63,32.76
2008-09-25,75,63.0,,0.63,47.25
2008-09-26,43,63.0,,0.63,27.09
2008-09-27,26,63.0,,0.63,16.38
2008-09-28,67,63.0,,0.63,42.21
2008-09-29,33,63.0,,0.63,20.79
2008-09-30,61,63.0,,0.63,38.43
2008-10-01,52,55.0,False,0.55,28.6
2008-10-02,68,55.0,,0.55,37.400000000000006
2008-10-03,63,55.0,,0.55,34.650000000000006
2008-10-04,67,55.0,,0.55,36.85
2008-10-05,44,55.0,,0.55,24.200000000000003
2008-10-06,86,55.0,,0.55,47.300000000000004
2008-10-07,78,55.0,,0.55,42.900000000000006
2008-10-08,100,55.0,,0.55,55.00000000000001
2008-10-09,79,55.0,,0.55,43.45
2008-10-10,69,55.0,,0.55,37.95
2008-10-11,35,55.0,,0.55,19.25
2008-10-12,46,55.0,,0.55,25.3
2008-10-13,45,55.0,,0.55,24.750000000000004
2008-10-14,64,55.0,,0.55,35.2
2008-10-15,50,55.0,,0.55,27.500000000000004
2008-10-16,66,55.0,,0.55,36.300000000000004
2008-10-17,79,55.0,,0.55,43.45
2008-10-18,56,55.0,,0.55,30.800000000000004
2008-10-19,55,55.0,,0.55,30.250000000000004
2008-10-20,80,55.0,,0.55,44.0
2008-10-21,71,55.0,,0.55,39.050000000000004
2008-10-22,65,55.0,,0.55,35.75
2008-10-23,22,55.0,,0.55,12.100000000000001
2008-10-24,47,55.0,,0.55,25.85
2008-10-25,55,55.0,,0.55,30.250000000000004
2008-10-26,44,55.0,,0.55,24.200000000000003
2008-10-27,43,55.0,,0.55,23.650000000000002
2008-10-28,57,55.0,,0.55,31.35
2008-10-29,77,55.0,,0.55,42.35
2008-10-30,44,55.0,,0.55,24.200000000000003
2008-10-31,73,55.0,,0.55,40.150000000000006
2008-11-01,27,49.0,False,0.49,13.23
2008-11-02,50,49.0,,0.49,24.5
2008-11-03,58,49.0,,0.49,28.419999999999998
2008-11-04,24,49.0,,0.49,11.76
2008-11-05,31,49.0,,0.49,15.19
2008-11-06,65,49.0,,0.49,31.849999999999998
2008-11-07,51,49.0,,0.49,24.99
2008-11-08,48,49.0,,0.49,23.52
2008-11-09,37,49.0,,0.49,18.13
2008-11-10,49,49.0,,0.49,24.009999999999998
2008-11-11,33,49.0,,0.49,16.169999999999998
2008-11-12,64,49.0,,0.49,31.36
2008-11-13,56,49.0,,0.49,27.439999999999998
2008-11-14,77,49.0,,0.49,37.73
2008-11-15,48,49.0,,0.49,23.52
2008-11-16,48,49.0,,0.49,23.52
2008-11-17,40,49.0,,0.49,19.6
2008-11-18,81,49.0,,0.49,39.69
2008-11-19,67,49.0,,0.49,32.83
2008-11-20,100,49.0,,0.49,49.0
2008-11-21,77,49.0,,0.49,37.73
2008-11-22,24,49.0,,0.49,11.76
2008-11-23,48,49.0,,0.49,23.52
2008-11-24,81,49.0,,0.49,39.69
2008-11-25,49,49.0,,0.49,24.009999999999998
2008-11-26,54,49.0,,0.49,26.46
2008-11-27,52,49.0,,0.49,25.48
2008-11-28,47,49.0,,0.49,23.03
2008-11-29,25,49.0,,0.49,12.25
2008-11-30,24,49.0,,0.49,11.76
2008-12-01,72,46.0,False,0.46,33.120000000000005
2008-12-02,42,46.0,,0.46,19.32
2008-12-03,43,46.0,,0.46,19.78
2008-12-04,50,46.0,,0.46,23.0
2008-12-05,31,46.0,,0.46,14.26
2008-12-06,43,46.0,,0.46,19.78
2008-12-07,65,46.0,,0.46,29.900000000000002
2008-12-08,58,46.0,,0.46,26.68
2008-12-09,63,46.0,,0.46,28.98
2008-12-10,36,46.0,,0.46,16.560000000000002
2008-12-11,51,46.0,,0.46,23.46
2008-12-12,70,46.0,,0.46,32.2
2008-12-13,43,46.0,,0.46,19.78
2008-12-14,44,46.0,,0.46,20.240000000000002
2008-12-15,15,46.0,,0.46,6.9
2008-12-16,29,46.0,,0.46,13.34
2008-12-17,22,46.0,,0.46,10.120000000000001
2008-12-18,39,46.0,,0.46,17.94
2008-12-19,25,46.0,,0.46,11.5
2008-12-20,47,46.0,,0.46,21.62
2008-12-21,24,46.0,,0.46,11.040000000000001
2008-12-22,68,46.0,,0.46,31.28
2008-12-23,71,46.0,,0.46,32.660000000000004
2008-12-24,33,46.0,,0.46,15.180000000000001
2008-12-25,31,46.0,,0.46,14.26
2008-12-26,47,46.0,,0.46,21.62
2008-12-27,100,46.0,,0.46,46.0
2008-12-28,25,46.0,,0.46,11.5
2008-12-29,79,46.0,,0.46,36.34
2008-12-30,60,46.0,,0.46,27.6
2008-12-31,56,46.0,,0.46,25.76
2009-01-01,81,58.0,False,0.58,46.98
2009-01-02,85,58.0,,0.58,49.3
2009-01-03,33,58.0,,0.58,19.139999999999997
2009-01-04,34,58.0,,0.58,19.72
2009-01-05,69,58.0,,0.58,40.019999999999996
2009-01-06,81,58.0,,0.58,46.98
2009-01-07,51,58.0,,0.58,29.58
2009-01-08,37,58.0,,0.58,21.459999999999997
2009-01-09,78,58.0,,0.58,45.239999999999995
2009-01-10,43,58.0,,0.58,24.939999999999998
2009-01-11,66,58.0,,0.58,38.279999999999994
2009-01-12,66,58.0,,0.58,38.279999999999994
2009-01-13,58,58.0,,0.58,33.64
2009-01-14,58,58.0,,0.58,33.64
2009-01-15,51,58.0,,0.58,29.58
2009-01-16,100,58.0,,0.58,57.99999999999999
2009-01-17,22,58.0,,0.58,12.76
2009-01-18,56,58.0,,0.58,32.48
2009-01-19,49,58.0,,0.58,28.419999999999998
2009-01-20,72,58.0,,0.58,41.76
2009-01-21,51,58.0,,0.58,29.58
2009-01-22,80,58.0,,0.58,46.4
2009-01-23,68,58.0,,0.58,39.44
2009-01-24,52,58.0,,0.58,30.159999999999997
2009-01-25,84,58.0,,0.58,48.72
2009-01-26,57,58.0,,0.58,33.059999999999995
2009-01-27,42,58.0,,0.58,24.36
2009-01-28,63,58.0,,0.58,36.54
2009-01-29,79,58.0,,0.58,45.82
2009-01-30,68,58.0,,0.58,39.44
2009-01-31,52,58.0,,0.58,30.159999999999997
2009-02-01,49,71.0,False,0.71,34.79
2009-02-02,56,71.0,,0.71,39.76
2009-02-03,62,71.0,,0.71,44.019999999999996
2009-02-04,53,71.0,,0.71,37.629999999999995
2009-02-05,64,71.0,,0.71,45.44
2009-02-06,34,71.0,,0.71,24.14
2009-02-07,48,71.0,,0.71,34.08
2009-02-08,16,71.0,,0.71,11.36
2009-02-09,53,71.0,,0.71,37.629999999999995
2009-02-10,63,71.0,,0.71,44.73
2009-02-11,11,71.0,,0.71,7.81
2009-02-12,43,71.0,,0.71,30.529999999999998
2009-02-13,34,71.0,,0.71,24.14
2009-02-14,16,71.0,,0.71,11.36
2009-02-15,17,71.0,,0.71,12.07
2009-02-16,24,71.0,,0.71,17.04
2009-02-17,53,71.0,,0.71,37.629999999999995
2009-02-18,42,71.0,,0.71,29.82
2009-02-19,32,71.0,,0.71,22.72
2009-02-20,100,71.0,,0.71,71.0
2009-02-21,47,71.0,,0.71,33.37
2009-02-22,63,71.0,,0.71,44.73
2009-02-23,53,71.0,,0.71,37.629999999999995
2009-02-24,31,71.0,,0.71,22.009999999999998
2009-02-25,74,71.0,,0.71,52.54
2009-02-26,42,71.0,,0.71,29.82
2009-02-27,22,71.0,,0.71,15.62
2009-02-28,78,71.0,,0.71,55.379999999999995
2009-03-01,64,57.0,False,0.57,36.48
2009-03-02,62,57.0,,0.57,35.339999999999996
2009-03-03,43,57.0,,0.57,24.509999999999998
2009-03-04,81,57.0,,0.57,46.169999999999995
2009-03-05,44,57.0,,0.57,25.08
2009-03-06,33,57.0,,0.57,18.81
2009-03-07,29,57.0,,0.57,16.529999999999998
2009-03-08,95,57.0,,0.57,54.15
2009-03-09,68,57.0,,0.57,38.76
2009-03-10,49,57.0,,0.57,27.929999999999996
2009-03-11,50,57.0,,0.57,28.499999999999996
2009-03-12,50,57.0,,0.57,28.499999999999996
2009-03-13,60,57.0,,0.57,34.199999999999996
2009-03-14,66,57.0,,0.57,37.62
2009-03-15,38,57.0,,0.57,21.659999999999997
2009-03-16,63,57.0,,0.57,35.91
2009-03-17,51,57.0,,0.57,29.069999999999997
2009-03-18,58,57.0,,0.57,33.059999999999995
2009-03-19,31,57.0,,0.57,17.669999999999998
2009-03-20,61,57.0,,0.57,34.769999999999996
2009-03-21,29,57.0,,0.57,16.529999999999998
2009-03-22,29,57.0,,0.57,16.529999999999998
2009-03-23,43,57.0,,0.57,24.509999999999998
2009-03-24,55,57.0,,0.57,31.349999999999998
2009-03-25,50,57.0,,0.57,28.499999999999996
2009-03-26,100,57.0,,0.57,56.99999999999999
2009-03-27,46,57.0,,0.57,26.22
2009-03-28,83,57.0,,0.57,47.309999999999995
2009-03-29,18,57.0,,0.57,10.26
2009-03-30,18,57.0,,0.57,10.26
2009-03-31,18,57.0,,0.57,10.26
2009-04-01,29,46.0,False,0.46,13.34
2009-04-02,67,46.0,,0.46,30.82
2009-04-03,79,46.0,,0.46,36.34
2009-04-04,69,46.0,,0.46,31.740000000000002
2009-04-05,57,46.0,,0.46,26.220000000000002
2009-04-06,37,46.0,,0.46,17.02
2009-04-07,74,46.0,,0.46,34.04
2009-04-08,38,46.0,,0.46,17.48
2009-04-09,79,46.0,,0.46,36.34
2009-04-10,62,46.0,,0.46,28.52
2009-04-11,47,46.0,,0.46,21.62
2009-04-12,100,46.0,,0.46,46.0
2009-04-13,61,46.0,,0.46,28.060000000000002
2009-04-14,50,46.0,,0.46,23.0
2009-04-15,29,46.0,,0.46,13.34
2009-04-16,68,46.0,,0.46,31.28
2009-04-17,32,46.0,,0.46,14.72
2009-04-18,35,46.0,,0.46,16.1
2009-04-19,23,46.0,,0.46,10.58
2009-04-20,73,46.0,,0.46,33.58
2009-04-21,71,46.0,,0.46,32.660000000000004
2009-04-22,51,46.0,,0.46,23.46
2009-04-23,45,46.0,,0.46,20.7
2009-04-24,40,46.0,,0.46,18.400000000000002
2009-04-25,35,46.0,,0.46,16.1
2009-04-26,47,46.0,,0.46,21.62
2009-04-27,43,46.0,,0.46,19.78
2009-04-28,29,46.0,,0.46,13.34
2009-04-29,72,46.0,,0.46,33.120000000000005
2009-04-30,44,46.0,,0.46,20.240000000000002
2009-05-01,59,36.0,False,0.36,21.24
2009-05-02,84,36.0,,0.36,30.24
2009-05-03,28,36.0,,0.36,10.08
2009-05-04,36,36.0,,0.36,12.959999999999999
2009-05-05,44,36.0,,0.36,15.84
2009-05-06,72,36.0,,0.36,25.919999999999998
2009-05-07,28,36.0,,0.36,10.08
2009-05-08,50,36.0,,0.36,18.0
2009-05-09,87,36.0,,0.36,31.32
2009-05-10,61,36.0,,0.36,21.96
2009-05-11,47,36.0,,0.36,16.919999999999998
2009-05-12,27,36.0,,0.36,9.719999999999999
2009-05-13,45,36.0,,0.36,16.2
2009-05-14,55,36.0,,0.36,19.8
2009-05-15,39,36.0,,0.36,14.04
2009-05-16,28,36.0,,0.36,10.08
2009-05-17,86,36.0,,0.36,30.959999999999997
2009-05-18,73,36.0,,0.36,26.279999999999998
2009-05-19,72,36.0,,0.36,25.919999999999998
2009-05-20,55,36.0,,0.36,19.8
2009-05-21,38,36.0,,0.36,13.68
2009-05-22,52,36.0,,0.36,18.72
2009-05-23,30,36.0,,0.36,10.799999999999999
2009-05-24,48,36.0,,0.36,17.28
2009-05-25,68,36.0,,0.36,24.48
2009-05-26,100,36.0,,0.36,36.0
2009-05-27,81,36.0,,0.36,29.16
2009-05-28,83,36.0,,0.36,29.88
2009-05-29,100,36.0,,0.36,36.0
2009-05-30,59,36.0,,0.36,21.24
2009-05-31,30,36.0,,0.36,10.799999999999999
2009-06-01,24,38.0,False,0.38,9.120000000000001
2009-06-02,47,38.0,,0.38,17.86
2009-06-03,32,38.0,,0.38,12.16
2009-06-04,33,38.0,,0.38,12.540000000000001
2009-06-05,70,38.0,,0.38,26.6
2009-06-06,25,38.0,,0.38,9.5
2009-06-07,26,38.0,,0.38,9.88
2009-06-08,40,38.0,,0.38,15.2
2009-06-09,32,38.0,,0.38,12.16
2009-06-10,33,38.0,,0.38,12.540000000000001
2009-06-11,100,38.0,,0.38,38.0
2009-06-12,35,38.0,,0.38,13.3
2009-06-13,77,38.0,,0.38,29.26
2009-06-14,53,38.0,,0.38,20.14
2009-06-15,90,38.0,,0.38,34.2
2009-06-16,57,38.0,,0.38,21.66
2009-06-17,25,38.0,,0.38,9.5
2009-06-18,99,38.0,,0.38,37.62
2009-06-19,35,38.0,,0.38,13.3
2009-06-20,50,38.0,,0.38,19.0
2009-06-21,0,38.0,,0.38,0.0
2009-06-22,49,38.0,,0.38,18.62
2009-06-23,49,38.0,,0.38,18.62
2009-06-24,33,38.0,,0.38,12.540000000000001
2009-06-25,50,38.0,,0.38,19.0
2009-06-26,44,38.0,,0.38,16.72
2009-06-27,65,38.0,,0.38,24.7
2009-06-28,26,38.0,,0.38,9.88
2009-06-29,42,38.0,,0.38,15.96
2009-06-30,49,38.0,,0.38,18.62
2009-07-01,27,42.0,False,0.42,11.34
2009-07-02,40,42.0,,0.42,16.8
2009-07-03,30,42.0,,0.42,12.6
2009-07-04,56,42.0,,0.42,23.52
2009-07-05,38,42.0,,0.42,15.959999999999999
2009-07-06,100,42.0,,0.42,42.0
2009-07-07,27,42.0,,0.42,11.34
2009-07-08,27,42.0,,0.42,11.34
2009-07-09,38,42.0,,0.42,15.959999999999999
2009-07-10,29,42.0,,0.42,12.18
2009-07-11,82,42.0,,0.42,34.44
2009-07-12,26,42.0,,0.42,10.92
2009-07-13,49,42.0,,0.42,20.58
2009-07-14,21,42.0,,0.42,8.82
2009-07-15,33,42.0,,0.42,13.86
2009-07-16,33,42.0,,0.42,13.86
2009-07-17,52,42.0,,0.42,21.84
2009-07-18,17,42.0,,0.42,7.14
2009-07-19,35,42.0,,0.42,14.7
2009-07-20,59,42.0,,0.42,24.779999999999998
2009-07-21,52,42.0,,0.42,21.84
2009-07-22,58,42.0,,0.42,24.36
2009-07-23,27,42.0,,0.42,11.34
2009-07-24,23,42.0,,0.42,9.66
2009-07-25,50,42.0,,0.42,21.0
2009-07-26,50,42.0,,0.42,21.0
2009-07-27,75,42.0,,0.42,31.5
2009-07-28,47,42.0,,0.42,19.74
2009-07-29,32,42.0,,0.42,13.44
2009-07-30,16,42.0,,0.42,6.72
2009-07-31,69,42.0,,0.42,28.98
2009-08-01,58,41.0,False,0.41,23.779999999999998
2009-08-02,44,41.0,,0.41,18.04
2009-08-03,47,41.0,,0.41,19.27
2009-08-04,83,41.0,,0.41,34.03
2009-08-05,38,41.0,,0.41,15.579999999999998
2009-08-06,77,41.0,,0.41,31.569999999999997
2009-08-07,61,41.0,,0.41,25.009999999999998
2009-08-08,29,41.0,,0.41,11.889999999999999
2009-08-09,73,41.0,,0.41,29.93
2009-08-10,66,41.0,,0.41,27.06
2009-08-11,74,41.0,,0.41,30.34
2009-08-12,38,41.0,,0.41,15.579999999999998
2009-08-13,57,41.0,,0.41,23.369999999999997
2009-08-14,41,41.0,,0.41,16.81
2009-08-15,29,41.0,,0.41,11.889999999999999
2009-08-16,73,41.0,,0.41,29.93
2009-08-17,66,41.0,,0.41,27.06
2009-08-18,55,41.0,,0.41,22.549999999999997
2009-08-19,75,41.0,,0.41,30.749999999999996
2009-08-20,28,41.0,,0.41,11.479999999999999
2009-08-21,59,41.0,,0.41,24.189999999999998
2009-08-22,55,41.0,,0.41,22.549999999999997
2009-08-23,42,41.0,,0.41,17.22
2009-08-24,75,41.0,,0.41,30.749999999999996
2009-08-25,82,41.0,,0.41,33.62
2009-08-26,64,41.0,,0.41,26.24
2009-08-27,46,41.0,,0.41,18.86
2009-08-28,39,41.0,,0.41,15.989999999999998
2009-08-29,53,41.0,,0.41,21.73
2009-08-30,28,41.0,,0.41,11.479999999999999
2009-08-31,100,41.0,,0.41,41.0
2009-09-01,57,40.0,False,0.4,22.8
2009-09-02,59,40.0,,0.4,23.6
2009-09-03,15,40.0,,0.4,6.0
2009-09-04,48,40.0,,0.4,19.200000000000003
2009-09-05,45,40.0,,0.4,18.0
2009-09-06,47,40.0,,0.4,18.8
2009-09-07,40,40.0,,0.4,16.0
2009-09-08,100,40.0,,0.4,40.0
2009-09-09,64,40.0,,0.4,25.6
2009-09-10,78,40.0,,0.4,31.200000000000003
2009-09-11,60,40.0,,0.4,24.0
2009-09-12,31,40.0,,0.4,12.4
2009-09-13,32,40.0,,0.4,12.8
2009-09-14,55,40.0,,0.4,22.0
2009-09-15,41,40.0,,0.4,16.400000000000002
2009-09-16,77,40.0,,0.4,30.8
2009-09-17,36,40.0,,0.4,14.4
2009-09-18,99,40.0,,0.4,39.6
2009-09-19,21,40.0,,0.4,8.4
2009-09-20,21,40.0,,0.4,8.4
2009-09-21,42,40.0,,0.4,16.8
2009-09-22,89,40.0,,0.4,35.6
2009-09-23,56,40.0,,0.4,22.400000000000002
2009-09-24,28,40.0,,0.4,11.200000000000001
2009-09-25,38,40.0,,0.4,15.200000000000001
2009-09-26,43,40.0,,0.4,17.2
2009-09-27,42,40.0,,0.4,16.8
2009-09-28,56,40.0,,0.4,22.400000000000002
2009-09-29,28,40.0,,0.4,11.200000000000001
2009-09-30,62,40.0,,0.4,24.8
2009-10-01,49,44.0,False,0.44,21.56
2009-10-02,22,44.0,,0.44,9.68
2009-10-03,31,44.0,,0.44,13.64
2009-10-04,20,44.0,,0.44,8.8
2009-10-05,27,44.0,,0.44,11.88
2009-10-06,73,44.0,,0.44,32.12
2009-10-07,47,44.0,,0.44,20.68
2009-10-08,21,44.0,,0.44,9.24
2009-10-09,29,44.0,,0.44,12.76
2009-10-10,62,44.0,,0.44,27.28
2009-10-11,21,44.0,,0.44,9.24
2009-10-12,77,44.0,,0.44,33.88
2009-10-13,53,44.0,,0.44,23.32
2009-10-14,46,44.0,,0.44,20.24
2009-10-15,54,44.0,,0.44,23.76
2009-10-16,50,44.0,,0.44,22.0
2009-10-17,30,44.0,,0.44,13.2
2009-10-18,30,44.0,,0.44,13.2
2009-10-19,94,44.0,,0.44,41.36
2009-10-20,40,44.0,,0.44,17.6
2009-10-21,46,44.0,,0.44,20.24
2009-10-22,60,44.0,,0.44,26.4
2009-10-23,79,44.0,,0.44,34.76
2009-10-24,20,44.0,,0.44,8.8
2009-10-25,100,44.0,,0.44,44.0
2009-10-26,52,44.0,,0.44,22.88
2009-10-27,13,44.0,,0.44,5.72
2009-10-28,39,44.0,,0.44,17.16
2009-10-29,80,44.0,,0.44,35.2
2009-10-30,58,44.0,,0.44,25.52
2009-10-31,0,44.0,,0.44,0.0
2009-11-01,0,37.0,False,0.37,0.0
2009-11-02,61,37.0,,0.37,22.57
2009-11-03,74,37.0,,0.37,27.38
2009-11-04,87,37.0,,0.37,32.19
2009-11-05,37,37.0,,0.37,13.69
2009-11-06,47,37.0,,0.37,17.39
2009-11-07,45,37.0,,0.37,16.65
2009-11-08,56,37.0,,0.37,20.72
2009-11-09,88,37.0,,0.37,32.56
2009-11-10,57,37.0,,0.37,21.09
2009-11-11,53,37.0,,0.37,19.61
2009-11-12,59,37.0,,0.37,21.83
2009-11-13,78,37.0,,0.37,28.86
2009-11-14,54,37.0,,0.37,19.98
2009-11-15,55,37.0,,0.37,20.35
2009-11-16,66,37.0,,0.37,24.419999999999998
2009-11-17,100,37.0,,0.37,37.0
2009-11-18,36,37.0,,0.37,13.32
2009-11-19,66,37.0,,0.37,24.419999999999998
2009-11-20,62,37.0,,0.37,22.94
2009-11-21,33,37.0,,0.37,12.209999999999999
2009-11-22,22,37.0,,0.37,8.14
2009-11-23,66,37.0,,0.37,24.419999999999998
2009-11-24,52,37.0,,0.37,19.24
2009-11-25,57,37.0,,0.37,21.09
2009-11-26,23,37.0,,0.37,8.51
2009-11-27,42,37.0,,0.37,15.54
2009-11-28,45,37.0,,0.37,16.65
2009-11-29,33,37.0,,0.37,12.209999999999999
2009-11-30,70,37.0,,0.37,25.9
2009-12-01,36,43.0,False,0.43,15.48
2009-12-02,43,43.0,,0.43,18.49
2009-12-03,50,43.0,,0.43,21.5
2009-12-04,20,43.0,,0.43,8.6
2009-12-05,27,43.0,,0.43,11.61
2009-12-06,28,43.0,,0.43,12.04
2009-12-07,25,43.0,,0.43,10.75
2009-12-08,37,43.0,,0.43,15.91
2009-12-09,55,43.0,,0.43,23.65
2009-12-10,51,43.0,,0.43,21.93
2009-12-11,47,43.0,,0.43,20.21
2009-12-12,36,43.0,,0.43,15.48
2009-12-13,37,43.0,,0.43,15.91
2009-12-14,38,43.0,,0.43,16.34
2009-12-15,50,43.0,,0.43,21.5
2009-12-16,38,43.0,,0.43,16.34
2009-12-17,53,43.0,,0.43,22.79
2009-12-18,36,43.0,,0.43,15.48
2009-12-19,39,43.0,,0.43,16.77
2009-12-20,50,43.0,,0.43,21.5
2009-12-21,35,43.0,,0.43,15.049999999999999
2009-12-22,58,43.0,,0.43,24.94
2009-12-23,62,43.0,,0.43,26.66
2009-12-24,19,43.0,,0.43,8.17
2009-12-25,52,43.0,,0.43,22.36
2009-12-26,44,43.0,,0.43,18.919999999999998
2009-12-27,65,43.0,,0.43,27.95
2009-12-28,69,43.0,,0.43,29.669999999999998
2009-12-29,67,43.0,,0.43,28.81
2009-12-30,68,43.0,,0.43,29.24
2009-12-31,100,43.0,,0.43,43.0
2010-01-01,60,44.0,False,0.44,26.4
2010-01-02,100,44.0,,0.44,44.0
2010-01-03,40,44.0,,0.44,17.6
2010-01-04,75,44.0,,0.44,33.0
2010-01-05,80,44.0,,0.44,35.2
2010-01-06,47,44.0,,0.44,20.68
2010-01-07,27,44.0,,0.44,11.88
2010-01-08,34,44.0,,0.44,14.96
2010-01-09,75,44.0,,0.44,33.0
2010-01-10,19,44.0,,0.44,8.36
2010-01-11,59,44.0,,0.44,25.96
2010-01-12,71,44.0,,0.44,31.24
2010-01-13,65,44.0,,0.44,28.6
2010-01-14,45,44.0,,0.44,19.8
2010-01-15,34,44.0,,0.44,14.96
2010-01-16,57,44.0,,0.44,25.080000000000002
2010-01-17,38,44.0,,0.44,16.72
2010-01-18,29,44.0,,0.44,12.76
2010-01-19,32,44.0,,0.44,14.08
2010-01-20,63,44.0,,0.44,27.72
2010-01-21,57,44.0,,0.44,25.080000000000002
2010-01-22,73,44.0,,0.44,32.12
2010-01-23,55,44.0,,0.44,24.2
2010-01-24,37,44.0,,0.44,16.28
2010-01-25,63,44.0,,0.44,27.72
2010-01-26,93,44.0,,0.44,40.92
2010-01-27,31,44.0,,0.44,13.64
2010-01-28,50,44.0,,0.44,22.0
2010-01-29,33,44.0,,0.44,14.52
2010-01-30,44,44.0,,0.44,19.36
2010-01-31,54,44.0,,0.44,23.76
2010-02-01,68,42.0,False,0.42,28.56
2010-02-02,84,42.0,,0.42,35.28
2010-02-03,67,42.0,,0.42,28.14
2010-02-04,42,42.0,,0.42,17.64
2010-02-05,63,42.0,,0.42,26.459999999999997
2010-02-06,72,42.0,,0.42,30.24
2010-02-07,50,42.0,,0.42,21.0
2010-02-08,44,42.0,,0.42,18.48
2010-02-09,100,42.0,,0.42,42.0
2010-02-10,59,42.0,,0.42,24.779999999999998
2010-02-11,69,42.0,,0.42,28.98
2010-02-12,65,42.0,,0.42,27.3
2010-02-13,50,42.0,,0.42,21.0
2010-02-14,79,42.0,,0.42,33.18
2010-02-15,97,42.0,,0.42,40.74
2010-02-16,94,42.0,,0.42,39.48
2010-02-17,94,42.0,,0.42,39.48
2010-02-18,86,42.0,,0.42,36.12
2010-02-19,54,42.0,,0.42,22.68
2010-02-20,62,42.0,,0.42,26.04
2010-02-21,63,42.0,,0.42,26.459999999999997
2010-02-22,51,42.0,,0.42,21.419999999999998
2010-02-23,82,42.0,,0.42,34.44
2010-02-24,83,42.0,,0.42,34.86
2010-02-25,50,42.0,,0.42,21.0
2010-02-26,18,42.0,,0.42,7.56
2010-02-27,72,42.0,,0.42,30.24
2010-02-28,63,42.0,,0.42,26.459999999999997
2010-03-01,48,52.0,False,0.52,24.96
2010-03-02,69,52.0,,0.52,35.88
2010-03-03,76,52.0,,0.52,39.52
2010-03-04,30,52.0,,0.52,15.600000000000001
2010-03-05,69,52.0,,0.52,35.88
2010-03-06,45,52.0,,0.52,23.400000000000002
2010-03-07,54,52.0,,0.52,28.080000000000002
2010-03-08,48,52.0,,0.52,24.96
2010-03-09,71,52.0,,0.52,36.92
2010-03-10,59,52.0,,0.52,30.68
2010-03-11,48,52.0,,0.52,24.96
2010-03-12,56,52.0,,0.52,29.12
2010-03-13,51,52.0,,0.52,26.52
2010-03-14,53,52.0,,0.52,27.560000000000002
2010-03-15,60,52.0,,0.52,31.200000000000003
2010-03-16,48,52.0,,0.52,24.96
2010-03-17,74,52.0,,0.52,38.480000000000004
2010-03-18,56,52.0,,0.52,29.12
2010-03-19,33,52.0,,0.52,17.16
2010-03-20,37,52.0,,0.52,19.240000000000002
2010-03-21,36,52.0,,0.52,18.72
2010-03-22,100,52.0,,0.52,52.0
2010-03-23,77,52.0,,0.52,40.04
2010-03-24,36,52.0,,0.52,18.72
2010-03-25,60,52.0,,0.52,31.200000000000003
2010-03-26,76,52.0,,0.52,39.52
2010-03-27,72,52.0,,0.52,37.44
2010-03-28,36,52.0,,0.52,18.72
2010-03-29,36,52.0,,0.52,18.72
2010-03-30,30,52.0,,0.52,15.600000000000001
2010-03-31,37,52.0,,0.52,19.240000000000002
2010-04-01,68,44.0,False,0.44,29.92
2010-04-02,100,44.0,,0.44,44.0
2010-04-03,77,44.0,,0.44,33.88
2010-04-04,27,44.0,,0.44,11.88
2010-04-05,42,44.0,,0.44,18.48
2010-04-06,96,44.0,,0.44,42.24
2010-04-07,56,44.0,,0.44,24.64
2010-04-08,49,44.0,,0.44,21.56
2010-04-09,69,44.0,,0.44,30.36
2010-04-10,61,44.0,,0.44,26.84
2010-04-11,73,44.0,,0.44,32.12
2010-04-12,48,44.0,,0.44,21.12
2010-04-13,78,44.0,,0.44,34.32
2010-04-14,71,44.0,,0.44,31.24
2010-04-15,72,44.0,,0.44,31.68
2010-04-16,42,44.0,,0.44,18.48
2010-04-17,84,44.0,,0.44,36.96
2010-04-18,24,44.0,,0.44,10.56
2010-04-19,71,44.0,,0.44,31.24
2010-04-20,46,44.0,,0.44,20.24
2010-04-21,79,44.0,,0.44,34.76
2010-04-22,40,44.0,,0.44,17.6
2010-04-23,42,44.0,,0.44,18.48
2010-04-24,35,44.0,,0.44,15.4
2010-04-25,23,44.0,,0.44,10.12
2010-04-26,46,44.0,,0.44,20.24
2010-04-27,92,44.0,,0.44,40.48
2010-04-28,24,44.0,,0.44,10.56
2010-04-29,50,44.0,,0.44,22.0
2010-04-30,61,44.0,,0.44,26.84
2010-05-01,60,33.0,False,0.33,19.8
2010-05-02,45,33.0,,0.33,14.850000000000001
2010-05-03,88,33.0,,0.33,29.040000000000003
2010-05-04,57,33.0,,0.33,18.810000000000002
2010-05-05,59,33.0,,0.33,19.470000000000002
2010-05-06,40,33.0,,0.33,13.200000000000001
2010-05-07,53,33.0,,0.33,17.490000000000002
2010-05-08,31,33.0,,0.33,10.23
2010-05-09,95,33.0,,0.33,31.35
2010-05-10,89,33.0,,0.33,29.37
2010-05-11,58,33.0,,0.33,19.14
2010-05-12,98,33.0,,0.33,32.34
2010-05-13,100,33.0,,0.33,33.0
2010-05-14,32,33.0,,0.33,10.56
2010-05-15,93,33.0,,0.33,30.69
2010-05-16,62,33.0,,0.33,20.46
2010-05-17,68,33.0,,0.33,22.44
2010-05-18,87,33.0,,0.33,28.71
