date,savings accounts_unscaled,savings accounts_monthly,isPartial,scale,savings accounts
2005-01-01,0,88.0,False,0.88,0.0
2005-01-02,39,88.0,,0.88,34.32
2005-01-03,58,88.0,,0.88,51.04
2005-01-04,33,88.0,,0.88,29.04
2005-01-05,22,88.0,,0.88,19.36
2005-01-06,44,88.0,,0.88,38.72
2005-01-07,35,88.0,,0.88,30.8
2005-01-08,72,88.0,,0.88,63.36
2005-01-09,72,88.0,,0.88,63.36
2005-01-10,32,88.0,,0.88,28.16
2005-01-11,84,88.0,,0.88,73.92
2005-01-12,53,88.0,,0.88,46.64
2005-01-13,44,88.0,,0.88,38.72
2005-01-14,22,88.0,,0.88,19.36
2005-01-15,54,88.0,,0.88,47.52
2005-01-16,37,88.0,,0.88,32.56
2005-01-17,25,88.0,,0.88,22.0
2005-01-18,21,88.0,,0.88,18.48
2005-01-19,65,88.0,,0.88,57.2
2005-01-20,44,88.0,,0.88,38.72
2005-01-21,90,88.0,,0.88,79.2
2005-01-22,34,88.0,,0.88,29.92
2005-01-23,0,88.0,,0.88,0.0
2005-01-24,42,88.0,,0.88,36.96
2005-01-25,31,88.0,,0.88,27.28
2005-01-26,84,88.0,,0.88,73.92
2005-01-27,32,88.0,,0.88,28.16
2005-01-28,66,88.0,,0.88,58.08
2005-01-29,34,88.0,,0.88,29.92
2005-01-30,100,88.0,,0.88,88.0
2005-01-31,41,88.0,,0.88,36.08
2005-02-01,45,99.0,False,0.99,44.55
2005-02-02,81,99.0,,0.99,80.19
2005-02-03,70,99.0,,0.99,69.3
2005-02-04,37,99.0,,0.99,36.63
2005-02-05,0,99.0,,0.99,0.0
2005-02-06,0,99.0,,0.99,0.0
2005-02-07,59,99.0,,0.99,58.41
2005-02-08,88,99.0,,0.99,87.12
2005-02-09,23,99.0,,0.99,22.77
2005-02-10,92,99.0,,0.99,91.08
2005-02-11,96,99.0,,0.99,95.03999999999999
2005-02-12,76,99.0,,0.99,75.24
2005-02-13,94,99.0,,0.99,93.06
2005-02-14,68,99.0,,0.99,67.32
2005-02-15,23,99.0,,0.99,22.77
2005-02-16,45,99.0,,0.99,44.55
2005-02-17,23,99.0,,0.99,22.77
2005-02-18,36,99.0,,0.99,35.64
2005-02-19,0,99.0,,0.99,0.0
2005-02-20,77,99.0,,0.99,76.23
2005-02-21,38,99.0,,0.99,37.62
2005-02-22,44,99.0,,0.99,43.56
2005-02-23,88,99.0,,0.99,87.12
2005-02-24,67,99.0,,0.99,66.33
2005-02-25,83,99.0,,0.99,82.17
2005-02-26,100,99.0,,0.99,99.0
2005-02-27,0,99.0,,0.99,0.0
2005-02-28,66,99.0,,0.99,65.34
2005-03-01,23,92.0,False,0.92,21.16
2005-03-02,0,92.0,,0.92,0.0
2005-03-03,38,92.0,,0.92,34.96
2005-03-04,26,92.0,,0.92,23.92
2005-03-05,0,92.0,,0.92,0.0
2005-03-06,40,92.0,,0.92,36.800000000000004
2005-03-07,71,92.0,,0.92,65.32000000000001
2005-03-08,68,92.0,,0.92,62.56
2005-03-09,35,92.0,,0.92,32.2
2005-03-10,0,92.0,,0.92,0.0
2005-03-11,38,92.0,,0.92,34.96
2005-03-12,78,92.0,,0.92,71.76
2005-03-13,59,92.0,,0.92,54.28
2005-03-14,59,92.0,,0.92,54.28
2005-03-15,58,92.0,,0.92,53.36
2005-03-16,47,92.0,,0.92,43.24
2005-03-17,36,92.0,,0.92,33.120000000000005
2005-03-18,52,92.0,,0.92,47.84
2005-03-19,39,92.0,,0.92,35.88
2005-03-20,61,92.0,,0.92,56.120000000000005
2005-03-21,60,92.0,,0.92,55.2
2005-03-22,47,92.0,,0.92,43.24
2005-03-23,71,92.0,,0.92,65.32000000000001
2005-03-24,25,92.0,,0.92,23.0
2005-03-25,29,92.0,,0.92,26.68
2005-03-26,42,92.0,,0.92,38.64
2005-03-27,27,92.0,,0.92,24.84
2005-03-28,30,92.0,,0.92,27.6
2005-03-29,36,92.0,,0.92,33.120000000000005
2005-03-30,61,92.0,,0.92,56.120000000000005
2005-03-31,100,92.0,,0.92,92.0
2005-04-01,33,61.0,False,0.61,20.13
2005-04-02,38,61.0,,0.61,23.18
2005-04-03,49,61.0,,0.61,29.89
2005-04-04,63,61.0,,0.61,38.43
2005-04-05,0,61.0,,0.61,0.0
2005-04-06,20,61.0,,0.61,12.2
2005-04-07,31,61.0,,0.61,18.91
2005-04-08,25,61.0,,0.61,15.25
2005-04-09,27,61.0,,0.61,16.47
2005-04-10,54,61.0,,0.61,32.94
2005-04-11,23,61.0,,0.61,14.03
2005-04-12,57,61.0,,0.61,34.769999999999996
2005-04-13,58,61.0,,0.61,35.38
2005-04-14,15,61.0,,0.61,9.15
2005-04-15,48,61.0,,0.61,29.28
2005-04-16,27,61.0,,0.61,16.47
2005-04-17,27,61.0,,0.61,16.47
2005-04-18,15,61.0,,0.61,9.15
2005-04-19,29,61.0,,0.61,17.69
2005-04-20,37,61.0,,0.61,22.57
2005-04-21,63,61.0,,0.61,38.43
2005-04-22,16,61.0,,0.61,9.76
2005-04-23,100,61.0,,0.61,61.0
2005-04-24,37,61.0,,0.61,22.57
2005-04-25,29,61.0,,0.61,17.69
2005-04-26,29,61.0,,0.61,17.69
2005-04-27,0,61.0,,0.61,0.0
2005-04-28,14,61.0,,0.61,8.54
2005-04-29,24,61.0,,0.61,14.64
2005-04-30,24,61.0,,0.61,14.64
2005-05-01,83,68.0,False,0.68,56.440000000000005
2005-05-02,73,68.0,,0.68,49.64
2005-05-03,72,68.0,,0.68,48.96
2005-05-04,37,68.0,,0.68,25.16
2005-05-05,50,68.0,,0.68,34.0
2005-05-06,54,68.0,,0.68,36.720000000000006
2005-05-07,45,68.0,,0.68,30.6
2005-05-08,0,68.0,,0.68,0.0
2005-05-09,49,68.0,,0.68,33.32
2005-05-10,37,68.0,,0.68,25.16
2005-05-11,25,68.0,,0.68,17.0
2005-05-12,38,68.0,,0.68,25.840000000000003
2005-05-13,55,68.0,,0.68,37.400000000000006
2005-05-14,44,68.0,,0.68,29.92
2005-05-15,87,68.0,,0.68,59.160000000000004
2005-05-16,50,68.0,,0.68,34.0
2005-05-17,37,68.0,,0.68,25.16
2005-05-18,50,68.0,,0.68,34.0
2005-05-19,64,68.0,,0.68,43.52
2005-05-20,55,68.0,,0.68,37.400000000000006
2005-05-21,68,68.0,,0.68,46.24
2005-05-22,0,68.0,,0.68,0.0
2005-05-23,25,68.0,,0.68,17.0
2005-05-24,49,68.0,,0.68,33.32
2005-05-25,50,68.0,,0.68,34.0
2005-05-26,52,68.0,,0.68,35.36
2005-05-27,0,68.0,,0.68,0.0
2005-05-28,0,68.0,,0.68,0.0
2005-05-29,100,68.0,,0.68,68.0
2005-05-30,62,68.0,,0.68,42.160000000000004
2005-05-31,76,68.0,,0.68,51.68000000000001
2005-06-01,49,51.0,False,0.51,24.990000000000002
2005-06-02,50,51.0,,0.51,25.5
2005-06-03,53,51.0,,0.51,27.03
2005-06-04,86,51.0,,0.51,43.86
2005-06-05,44,51.0,,0.51,22.44
2005-06-06,74,51.0,,0.51,37.74
2005-06-07,100,51.0,,0.51,51.0
2005-06-08,25,51.0,,0.51,12.75
2005-06-09,0,51.0,,0.51,0.0
2005-06-10,82,51.0,,0.51,41.82
2005-06-11,85,51.0,,0.51,43.35
2005-06-12,43,51.0,,0.51,21.93
2005-06-13,0,51.0,,0.51,0.0
2005-06-14,25,51.0,,0.51,12.75
2005-06-15,51,51.0,,0.51,26.01
2005-06-16,78,51.0,,0.51,39.78
2005-06-17,28,51.0,,0.51,14.280000000000001
2005-06-18,0,51.0,,0.51,0.0
2005-06-19,46,51.0,,0.51,23.46
2005-06-20,76,51.0,,0.51,38.76
2005-06-21,75,51.0,,0.51,38.25
2005-06-22,65,51.0,,0.51,33.15
2005-06-23,26,51.0,,0.51,13.26
2005-06-24,28,51.0,,0.51,14.280000000000001
2005-06-25,44,51.0,,0.51,22.44
2005-06-26,0,51.0,,0.51,0.0
2005-06-27,50,51.0,,0.51,25.5
2005-06-28,0,51.0,,0.51,0.0
2005-06-29,25,51.0,,0.51,12.75
2005-06-30,52,51.0,,0.51,26.52
2005-07-01,24,58.0,False,0.58,13.919999999999998
2005-07-02,0,58.0,,0.58,0.0
2005-07-03,40,58.0,,0.58,23.2
2005-07-04,0,58.0,,0.58,0.0
2005-07-05,66,58.0,,0.58,38.279999999999994
2005-07-06,50,58.0,,0.58,28.999999999999996
2005-07-07,0,58.0,,0.58,0.0
2005-07-08,0,58.0,,0.58,0.0
2005-07-09,0,58.0,,0.58,0.0
2005-07-10,34,58.0,,0.58,19.72
2005-07-11,20,58.0,,0.58,11.6
2005-07-12,39,58.0,,0.58,22.619999999999997
2005-07-13,30,58.0,,0.58,17.4
2005-07-14,80,58.0,,0.58,46.4
2005-07-15,22,58.0,,0.58,12.76
2005-07-16,66,58.0,,0.58,38.279999999999994
2005-07-17,0,58.0,,0.58,0.0
2005-07-18,29,58.0,,0.58,16.82
2005-07-19,29,58.0,,0.58,16.82
2005-07-20,20,58.0,,0.58,11.6
2005-07-21,31,58.0,,0.58,17.98
2005-07-22,21,58.0,,0.58,12.18
2005-07-23,100,58.0,,0.58,57.99999999999999
2005-07-24,35,58.0,,0.58,20.299999999999997
2005-07-25,49,58.0,,0.58,28.419999999999998
2005-07-26,19,58.0,,0.58,11.02
2005-07-27,20,58.0,,0.58,11.6
2005-07-28,31,58.0,,0.58,17.98
2005-07-29,22,58.0,,0.58,12.76
2005-07-30,34,58.0,,0.58,19.72
2005-07-31,34,58.0,,0.58,19.72
2005-08-01,67,57.0,False,0.57,38.19
2005-08-02,66,57.0,,0.57,37.62
2005-08-03,34,57.0,,0.57,19.38
2005-08-04,0,57.0,,0.57,0.0
2005-08-05,0,57.0,,0.57,0.0
2005-08-06,0,57.0,,0.57,0.0
2005-08-07,0,57.0,,0.57,0.0
2005-08-08,100,57.0,,0.57,56.99999999999999
2005-08-09,97,57.0,,0.57,55.28999999999999
2005-08-10,100,57.0,,0.57,56.99999999999999
2005-08-11,68,57.0,,0.57,38.76
2005-08-12,0,57.0,,0.57,0.0
2005-08-13,55,57.0,,0.57,31.349999999999998
2005-08-14,0,57.0,,0.57,0.0
2005-08-15,33,57.0,,0.57,18.81
2005-08-16,96,57.0,,0.57,54.72
2005-08-17,67,57.0,,0.57,38.19
2005-08-18,68,57.0,,0.57,38.76
2005-08-19,0,57.0,,0.57,0.0
2005-08-20,53,57.0,,0.57,30.209999999999997
2005-08-21,0,57.0,,0.57,0.0
2005-08-22,33,57.0,,0.57,18.81
2005-08-23,32,57.0,,0.57,18.24
2005-08-24,0,57.0,,0.57,0.0
2005-08-25,43,57.0,,0.57,24.509999999999998
2005-08-26,69,57.0,,0.57,39.33
2005-08-27,51,57.0,,0.57,29.069999999999997
2005-08-28,0,57.0,,0.57,0.0
2005-08-29,63,57.0,,0.57,35.91
2005-08-30,31,57.0,,0.57,17.669999999999998
2005-08-31,64,57.0,,0.57,36.48
2005-09-01,84,51.0,False,0.51,42.84
2005-09-02,37,51.0,,0.51,18.87
2005-09-03,56,51.0,,0.51,28.560000000000002
2005-09-04,0,51.0,,0.51,0.0
2005-09-05,49,51.0,,0.51,24.990000000000002
2005-09-06,98,51.0,,0.51,49.980000000000004
2005-09-07,95,51.0,,0.51,48.45
2005-09-08,32,51.0,,0.51,16.32
2005-09-09,34,51.0,,0.51,17.34
2005-09-10,52,51.0,,0.51,26.52
2005-09-11,51,51.0,,0.51,26.01
2005-09-12,47,51.0,,0.51,23.97
2005-09-13,92,51.0,,0.51,46.92
2005-09-14,61,51.0,,0.51,31.11
2005-09-15,31,51.0,,0.51,15.81
2005-09-16,50,51.0,,0.51,25.5
2005-09-17,51,51.0,,0.51,26.01
2005-09-18,100,51.0,,0.51,51.0
2005-09-19,61,51.0,,0.51,31.11
2005-09-20,60,51.0,,0.51,30.6
2005-09-21,46,51.0,,0.51,23.46
2005-09-22,31,51.0,,0.51,15.81
2005-09-23,50,51.0,,0.51,25.5
2005-09-24,0,51.0,,0.51,0.0
2005-09-25,99,51.0,,0.51,50.49
2005-09-26,30,51.0,,0.51,15.3
2005-09-27,30,51.0,,0.51,15.3
2005-09-28,31,51.0,,0.51,15.81
2005-09-29,0,51.0,,0.51,0.0
2005-09-30,34,51.0,,0.51,17.34
2005-10-01,0,62.0,False,0.62,0.0
2005-10-02,86,62.0,,0.62,53.32
2005-10-03,52,62.0,,0.62,32.24
2005-10-04,50,62.0,,0.62,31.0
2005-10-05,63,62.0,,0.62,39.06
2005-10-06,77,62.0,,0.62,47.74
2005-10-07,55,62.0,,0.62,34.1
2005-10-08,83,62.0,,0.62,51.46
2005-10-09,0,62.0,,0.62,0.0
2005-10-10,26,62.0,,0.62,16.12
2005-10-11,50,62.0,,0.62,31.0
2005-10-12,51,62.0,,0.62,31.62
2005-10-13,65,62.0,,0.62,40.3
2005-10-14,55,62.0,,0.62,34.1
2005-10-15,0,62.0,,0.62,0.0
2005-10-16,0,62.0,,0.62,0.0
2005-10-17,25,62.0,,0.62,15.5
2005-10-18,100,62.0,,0.62,62.0
2005-10-19,38,62.0,,0.62,23.56
2005-10-20,38,62.0,,0.62,23.56
2005-10-21,81,62.0,,0.62,50.22
2005-10-22,83,62.0,,0.62,51.46
2005-10-23,0,62.0,,0.62,0.0
2005-10-24,37,62.0,,0.62,22.94
2005-10-25,86,62.0,,0.62,53.32
2005-10-26,50,62.0,,0.62,31.0
2005-10-27,76,62.0,,0.62,47.12
2005-10-28,41,62.0,,0.62,25.419999999999998
2005-10-29,42,62.0,,0.62,26.04
2005-10-30,84,62.0,,0.62,52.08
2005-10-31,51,62.0,,0.62,31.62
2005-11-01,42,58.0,False,0.58,24.36
2005-11-02,71,58.0,,0.58,41.18
2005-11-03,21,58.0,,0.58,12.18
2005-11-04,33,58.0,,0.58,19.139999999999997
2005-11-05,67,58.0,,0.58,38.86
2005-11-06,67,58.0,,0.58,38.86
2005-11-07,40,58.0,,0.58,23.2
2005-11-08,29,58.0,,0.58,16.82
2005-11-09,100,58.0,,0.58,57.99999999999999
2005-11-10,0,58.0,,0.58,0.0
2005-11-11,23,58.0,,0.58,13.34
2005-11-12,33,58.0,,0.58,19.139999999999997
2005-11-13,0,58.0,,0.58,0.0
2005-11-14,40,58.0,,0.58,23.2
2005-11-15,86,58.0,,0.58,49.879999999999995
2005-11-16,59,58.0,,0.58,34.22
2005-11-17,40,58.0,,0.58,23.2
2005-11-18,32,58.0,,0.58,18.56
2005-11-19,32,58.0,,0.58,18.56
2005-11-20,0,58.0,,0.58,0.0
2005-11-21,40,58.0,,0.58,23.2
2005-11-22,59,58.0,,0.58,34.22
2005-11-23,34,58.0,,0.58,19.72
2005-11-24,0,58.0,,0.58,0.0
2005-11-25,32,58.0,,0.58,18.56
2005-11-26,0,58.0,,0.58,0.0
2005-11-27,0,58.0,,0.58,0.0
2005-11-28,38,58.0,,0.58,22.04
2005-11-29,46,58.0,,0.58,26.68
2005-11-30,38,58.0,,0.58,22.04
2005-12-01,100,68.0,False,0.68,68.0
2005-12-02,35,68.0,,0.68,23.8
2005-12-03,26,68.0,,0.68,17.68
2005-12-04,26,68.0,,0.68,17.68
2005-12-05,16,68.0,,0.68,10.88
2005-12-06,40,68.0,,0.68,27.200000000000003
2005-12-07,24,68.0,,0.68,16.32
2005-12-08,33,68.0,,0.68,22.44
2005-12-09,72,68.0,,0.68,48.96
2005-12-10,39,68.0,,0.68,26.520000000000003
2005-12-11,0,68.0,,0.68,0.0
2005-12-12,25,68.0,,0.68,17.0
2005-12-13,24,68.0,,0.68,16.32
2005-12-14,42,68.0,,0.68,28.560000000000002
2005-12-15,43,68.0,,0.68,29.240000000000002
2005-12-16,37,68.0,,0.68,25.16
2005-12-17,96,68.0,,0.68,65.28
2005-12-18,29,68.0,,0.68,19.720000000000002
2005-12-19,36,68.0,,0.68,24.48
2005-12-20,18,68.0,,0.68,12.24
2005-12-21,19,68.0,,0.68,12.920000000000002
2005-12-22,39,68.0,,0.68,26.520000000000003
2005-12-23,48,68.0,,0.68,32.64
2005-12-24,33,68.0,,0.68,22.44
2005-12-25,0,68.0,,0.68,0.0
2005-12-26,90,68.0,,0.68,61.2
2005-12-27,21,68.0,,0.68,14.280000000000001
2005-12-28,20,68.0,,0.68,13.600000000000001
2005-12-29,70,68.0,,0.68,47.6
2005-12-30,77,68.0,,0.68,52.36000000000001
2005-12-31,28,68.0,,0.68,19.040000000000003
2006-01-01,32,74.0,False,0.74,23.68
2006-01-02,55,74.0,,0.74,40.7
2006-01-03,92,74.0,,0.74,68.08
2006-01-04,32,74.0,,0.74,23.68
2006-01-05,33,74.0,,0.74,24.419999999999998
2006-01-06,51,74.0,,0.74,37.74
2006-01-07,100,74.0,,0.74,74.0
2006-01-08,25,74.0,,0.74,18.5
2006-01-09,64,74.0,,0.74,47.36
2006-01-10,54,74.0,,0.74,39.96
2006-01-11,62,74.0,,0.74,45.88
2006-01-12,24,74.0,,0.74,17.759999999999998
2006-01-13,33,74.0,,0.74,24.419999999999998
2006-01-14,0,74.0,,0.74,0.0
2006-01-15,25,74.0,,0.74,18.5
2006-01-16,35,74.0,,0.74,25.9
2006-01-17,62,74.0,,0.74,45.88
2006-01-18,31,74.0,,0.74,22.94
2006-01-19,16,74.0,,0.74,11.84
2006-01-20,24,74.0,,0.74,17.759999999999998
2006-01-21,0,74.0,,0.74,0.0
2006-01-22,71,74.0,,0.74,52.54
2006-01-23,30,74.0,,0.74,22.2
2006-01-24,45,74.0,,0.74,33.3
2006-01-25,30,74.0,,0.74,22.2
2006-01-26,23,74.0,,0.74,17.02
2006-01-27,64,74.0,,0.74,47.36
2006-01-28,23,74.0,,0.74,17.02
2006-01-29,23,74.0,,0.74,17.02
2006-01-30,30,74.0,,0.74,22.2
2006-01-31,58,74.0,,0.74,42.92
2006-02-01,100,100.0,False,1.0,100.0
2006-02-02,62,100.0,,1.0,62.0
2006-02-03,13,100.0,,1.0,13.0
2006-02-04,48,100.0,,1.0,48.0
2006-02-05,20,100.0,,1.0,20.0
2006-02-06,45,100.0,,1.0,45.0
2006-02-07,42,100.0,,1.0,42.0
2006-02-08,43,100.0,,1.0,43.0
2006-02-09,44,100.0,,1.0,44.0
2006-02-10,39,100.0,,1.0,39.0
2006-02-11,38,100.0,,1.0,38.0
2006-02-12,19,100.0,,1.0,19.0
2006-02-13,61,100.0,,1.0,61.0
2006-02-14,43,100.0,,1.0,43.0
2006-02-15,25,100.0,,1.0,25.0
2006-02-16,25,100.0,,1.0,25.0
2006-02-17,33,100.0,,1.0,33.0
2006-02-18,38,100.0,,1.0,38.0
2006-02-19,20,100.0,,1.0,20.0
2006-02-20,41,100.0,,1.0,41.0
2006-02-21,24,100.0,,1.0,24.0
2006-02-22,30,100.0,,1.0,30.0
2006-02-23,25,100.0,,1.0,25.0
2006-02-24,26,100.0,,1.0,26.0
2006-02-25,20,100.0,,1.0,20.0
2006-02-26,20,100.0,,1.0,20.0
2006-02-27,36,100.0,,1.0,36.0
2006-02-28,41,100.0,,1.0,41.0
2006-03-01,55,81.0,False,0.81,44.550000000000004
2006-03-02,37,81.0,,0.81,29.970000000000002
2006-03-03,39,81.0,,0.81,31.590000000000003
2006-03-04,29,81.0,,0.81,23.490000000000002
2006-03-05,58,81.0,,0.81,46.980000000000004
2006-03-06,44,81.0,,0.81,35.64
2006-03-07,48,81.0,,0.81,38.88
2006-03-08,74,81.0,,0.81,59.940000000000005
2006-03-09,44,81.0,,0.81,35.64
2006-03-10,26,81.0,,0.81,21.060000000000002
2006-03-11,100,81.0,,0.81,81.0
2006-03-12,20,81.0,,0.81,16.200000000000003
2006-03-13,12,81.0,,0.81,9.72
2006-03-14,24,81.0,,0.81,19.44
2006-03-15,56,81.0,,0.81,45.36
2006-03-16,44,81.0,,0.81,35.64
2006-03-17,20,81.0,,0.81,16.200000000000003
2006-03-18,40,81.0,,0.81,32.400000000000006
2006-03-19,77,81.0,,0.81,62.370000000000005
2006-03-20,18,81.0,,0.81,14.580000000000002
2006-03-21,30,81.0,,0.81,24.3
2006-03-22,0,81.0,,0.81,0.0
2006-03-23,19,81.0,,0.81,15.39
2006-03-24,40,81.0,,0.81,32.400000000000006
2006-03-25,29,81.0,,0.81,23.490000000000002
2006-03-26,0,81.0,,0.81,0.0
2006-03-27,25,81.0,,0.81,20.25
2006-03-28,12,81.0,,0.81,9.72
2006-03-29,18,81.0,,0.81,14.580000000000002
2006-03-30,37,81.0,,0.81,29.970000000000002
2006-03-31,40,81.0,,0.81,32.400000000000006
2006-04-01,65,79.0,False,0.79,51.35
2006-04-02,44,79.0,,0.79,34.760000000000005
2006-04-03,41,79.0,,0.79,32.39
2006-04-04,40,79.0,,0.79,31.6
2006-04-05,33,79.0,,0.79,26.07
2006-04-06,47,79.0,,0.79,37.13
2006-04-07,22,79.0,,0.79,17.380000000000003
2006-04-08,32,79.0,,0.79,25.28
2006-04-09,22,79.0,,0.79,17.380000000000003
2006-04-10,34,79.0,,0.79,26.86
2006-04-11,100,79.0,,0.79,79.0
2006-04-12,68,79.0,,0.79,53.72
2006-04-13,14,79.0,,0.79,11.06
2006-04-14,33,79.0,,0.79,26.07
2006-04-15,34,79.0,,0.79,26.86
2006-04-16,24,79.0,,0.79,18.96
2006-04-17,34,79.0,,0.79,26.86
2006-04-18,67,79.0,,0.79,52.93
2006-04-19,13,79.0,,0.79,10.27
2006-04-20,20,79.0,,0.79,15.8
2006-04-21,29,79.0,,0.79,22.91
2006-04-22,43,79.0,,0.79,33.97
2006-04-23,42,79.0,,0.79,33.18
2006-04-24,20,79.0,,0.79,15.8
2006-04-25,39,79.0,,0.79,30.810000000000002
2006-04-26,26,79.0,,0.79,20.54
2006-04-27,13,79.0,,0.79,10.27
2006-04-28,29,79.0,,0.79,22.91
2006-04-29,22,79.0,,0.79,17.380000000000003
2006-04-30,75,79.0,,0.79,59.25
2006-05-01,38,51.0,False,0.51,19.38
2006-05-02,74,51.0,,0.51,37.74
2006-05-03,19,51.0,,0.51,9.69
2006-05-04,58,51.0,,0.51,29.580000000000002
2006-05-05,41,51.0,,0.51,20.91
2006-05-06,0,51.0,,0.51,0.0
2006-05-07,0,51.0,,0.51,0.0
2006-05-08,57,51.0,,0.51,29.07
2006-05-09,75,51.0,,0.51,38.25
2006-05-10,76,51.0,,0.51,38.76
2006-05-11,57,51.0,,0.51,29.07
2006-05-12,21,51.0,,0.51,10.71
2006-05-13,32,51.0,,0.51,16.32
2006-05-14,0,51.0,,0.51,0.0
2006-05-15,39,51.0,,0.51,19.89
2006-05-16,19,51.0,,0.51,9.69
2006-05-17,19,51.0,,0.51,9.69
2006-05-18,20,51.0,,0.51,10.2
2006-05-19,42,51.0,,0.51,21.42
2006-05-20,34,51.0,,0.51,17.34
2006-05-21,33,51.0,,0.51,16.830000000000002
2006-05-22,0,51.0,,0.51,0.0
2006-05-23,39,51.0,,0.51,19.89
2006-05-24,20,51.0,,0.51,10.2
2006-05-25,41,51.0,,0.51,20.91
2006-05-26,0,51.0,,0.51,0.0
2006-05-27,70,51.0,,0.51,35.7
2006-05-28,0,51.0,,0.51,0.0
2006-05-29,32,51.0,,0.51,16.32
2006-05-30,100,51.0,,0.51,51.0
2006-05-31,59,51.0,,0.51,30.09
2006-06-01,42,71.0,False,0.71,29.82
2006-06-02,53,71.0,,0.71,37.629999999999995
2006-06-03,27,71.0,,0.71,19.169999999999998
2006-06-04,40,71.0,,0.71,28.4
2006-06-05,0,71.0,,0.71,0.0
2006-06-06,16,71.0,,0.71,11.36
2006-06-07,33,71.0,,0.71,23.43
2006-06-08,34,71.0,,0.71,24.14
2006-06-09,35,71.0,,0.71,24.849999999999998
2006-06-10,54,71.0,,0.71,38.339999999999996
2006-06-11,55,71.0,,0.71,39.05
2006-06-12,25,71.0,,0.71,17.75
2006-06-13,33,71.0,,0.71,23.43
2006-06-14,33,71.0,,0.71,23.43
2006-06-15,17,71.0,,0.71,12.07
2006-06-16,28,71.0,,0.71,19.88
2006-06-17,0,71.0,,0.71,0.0
2006-06-18,59,71.0,,0.71,41.89
2006-06-19,85,71.0,,0.71,60.349999999999994
2006-06-20,100,71.0,,0.71,71.0
2006-06-21,34,71.0,,0.71,24.14
2006-06-22,68,71.0,,0.71,48.28
2006-06-23,0,71.0,,0.71,0.0
2006-06-24,40,71.0,,0.71,28.4
2006-06-25,26,71.0,,0.71,18.46
2006-06-26,41,71.0,,0.71,29.11
2006-06-27,16,71.0,,0.71,11.36
2006-06-28,41,71.0,,0.71,29.11
2006-06-29,42,71.0,,0.71,29.82
2006-06-30,46,71.0,,0.71,32.66
2006-07-01,52,67.0,False,0.67,34.84
2006-07-02,0,67.0,,0.67,0.0
2006-07-03,65,67.0,,0.67,43.550000000000004
2006-07-04,63,67.0,,0.67,42.21
2006-07-05,67,67.0,,0.67,44.89
2006-07-06,41,67.0,,0.67,27.470000000000002
2006-07-07,66,67.0,,0.67,44.220000000000006
2006-07-08,32,67.0,,0.67,21.44
2006-07-09,33,67.0,,0.67,22.110000000000003
2006-07-10,51,67.0,,0.67,34.17
2006-07-11,89,67.0,,0.67,59.63
2006-07-12,60,67.0,,0.67,40.2
2006-07-13,82,67.0,,0.67,54.940000000000005
2006-07-14,43,67.0,,0.67,28.810000000000002
2006-07-15,64,67.0,,0.67,42.88
2006-07-16,100,67.0,,0.67,67.0
2006-07-17,31,67.0,,0.67,20.77
2006-07-18,100,67.0,,0.67,67.0
2006-07-19,51,67.0,,0.67,34.17
2006-07-20,41,67.0,,0.67,27.470000000000002
2006-07-21,22,67.0,,0.67,14.74
2006-07-22,31,67.0,,0.67,20.77
2006-07-23,64,67.0,,0.67,42.88
2006-07-24,49,67.0,,0.67,32.830000000000005
2006-07-25,39,67.0,,0.67,26.130000000000003
2006-07-26,49,67.0,,0.67,32.830000000000005
2006-07-27,20,67.0,,0.67,13.4
2006-07-28,43,67.0,,0.67,28.810000000000002
2006-07-29,0,67.0,,0.67,0.0
2006-07-30,81,67.0,,0.67,54.27
2006-07-31,30,67.0,,0.67,20.1
2006-08-01,52,60.0,False,0.6,31.2
2006-08-02,35,60.0,,0.6,21.0
2006-08-03,54,60.0,,0.6,32.4
2006-08-04,48,60.0,,0.6,28.799999999999997
2006-08-05,28,60.0,,0.6,16.8
2006-08-06,29,60.0,,0.6,17.4
2006-08-07,27,60.0,,0.6,16.2
2006-08-08,60,60.0,,0.6,36.0
2006-08-09,61,60.0,,0.6,36.6
2006-08-10,53,60.0,,0.6,31.799999999999997
2006-08-11,66,60.0,,0.6,39.6
2006-08-12,84,60.0,,0.6,50.4
2006-08-13,29,60.0,,0.6,17.4
2006-08-14,0,60.0,,0.6,0.0
2006-08-15,34,60.0,,0.6,20.4
2006-08-16,35,60.0,,0.6,21.0
2006-08-17,62,60.0,,0.6,37.199999999999996
2006-08-18,66,60.0,,0.6,39.6
2006-08-19,82,60.0,,0.6,49.199999999999996
2006-08-20,55,60.0,,0.6,33.0
2006-08-21,35,60.0,,0.6,21.0
2006-08-22,60,60.0,,0.6,36.0
2006-08-23,51,60.0,,0.6,30.599999999999998
2006-08-24,35,60.0,,0.6,21.0
2006-08-25,54,60.0,,0.6,32.4
2006-08-26,39,60.0,,0.6,23.4
2006-08-27,26,60.0,,0.6,15.6
2006-08-28,58,60.0,,0.6,34.8
2006-08-29,33,60.0,,0.6,19.8
2006-08-30,100,60.0,,0.6,60.0
2006-08-31,34,60.0,,0.6,20.4
2006-09-01,88,55.0,False,0.55,48.400000000000006
2006-09-02,42,55.0,,0.55,23.1
2006-09-03,45,55.0,,0.55,24.750000000000004
2006-09-04,73,55.0,,0.55,40.150000000000006
2006-09-05,39,55.0,,0.55,21.450000000000003
2006-09-06,52,55.0,,0.55,28.6
