date,entrepreneurs_unscaled,entrepreneurs_monthly,isPartial,scale,entrepreneurs
2012-08-29,32,51.0,,0.51,16.32
2012-08-30,91,51.0,,0.51,46.410000000000004
2012-08-31,72,51.0,,0.51,36.72
2012-09-01,22,78.0,False,0.78,17.16
2012-09-02,23,78.0,,0.78,17.94
2012-09-03,35,78.0,,0.78,27.3
2012-09-04,48,78.0,,0.78,37.44
2012-09-05,35,78.0,,0.78,27.3
2012-09-06,52,78.0,,0.78,40.56
2012-09-07,62,78.0,,0.78,48.36
2012-09-08,15,78.0,,0.78,11.700000000000001
2012-09-09,24,78.0,,0.78,18.72
2012-09-10,50,78.0,,0.78,39.0
2012-09-11,32,78.0,,0.78,24.96
2012-09-12,54,78.0,,0.78,42.120000000000005
2012-09-13,52,78.0,,0.78,40.56
2012-09-14,20,78.0,,0.78,15.600000000000001
2012-09-15,22,78.0,,0.78,17.16
2012-09-16,15,78.0,,0.78,11.700000000000001
2012-09-17,59,78.0,,0.78,46.02
2012-09-18,55,78.0,,0.78,42.9
2012-09-19,49,78.0,,0.78,38.22
2012-09-20,45,78.0,,0.78,35.1
2012-09-21,54,78.0,,0.78,42.120000000000005
2012-09-22,22,78.0,,0.78,17.16
2012-09-23,40,78.0,,0.78,31.200000000000003
2012-09-24,32,78.0,,0.78,24.96
2012-09-25,100,78.0,,0.78,78.0
2012-09-26,49,78.0,,0.78,38.22
2012-09-27,57,78.0,,0.78,44.46
2012-09-28,31,78.0,,0.78,24.18
2012-09-29,27,78.0,,0.78,21.060000000000002
2012-09-30,9,78.0,,0.78,7.0200000000000005
2012-10-01,65,67.0,False,0.67,43.550000000000004
2012-10-02,82,67.0,,0.67,54.940000000000005
2012-10-03,55,67.0,,0.67,36.85
2012-10-04,62,67.0,,0.67,41.54
2012-10-05,50,67.0,,0.67,33.5
2012-10-06,26,67.0,,0.67,17.42
2012-10-07,46,67.0,,0.67,30.82
2012-10-08,54,67.0,,0.67,36.18
2012-10-09,74,67.0,,0.67,49.580000000000005
2012-10-10,61,67.0,,0.67,40.870000000000005
2012-10-11,51,67.0,,0.67,34.17
2012-10-12,39,67.0,,0.67,26.130000000000003
2012-10-13,30,67.0,,0.67,20.1
2012-10-14,20,67.0,,0.67,13.4
2012-10-15,56,67.0,,0.67,37.52
2012-10-16,50,67.0,,0.67,33.5
2012-10-17,40,67.0,,0.67,26.8
2012-10-18,74,67.0,,0.67,49.580000000000005
2012-10-19,42,67.0,,0.67,28.14
2012-10-20,30,67.0,,0.67,20.1
2012-10-21,38,67.0,,0.67,25.46
2012-10-22,100,67.0,,0.67,67.0
2012-10-23,62,67.0,,0.67,41.54
2012-10-24,70,67.0,,0.67,46.900000000000006
2012-10-25,56,67.0,,0.67,37.52
2012-10-26,42,67.0,,0.67,28.14
2012-10-27,21,67.0,,0.67,14.07
2012-10-28,12,67.0,,0.67,8.040000000000001
2012-10-29,35,67.0,,0.67,23.450000000000003
2012-10-30,42,67.0,,0.67,28.14
2012-10-31,48,67.0,,0.67,32.160000000000004
2012-11-01,85,55.0,False,0.55,46.75000000000001
2012-11-02,77,55.0,,0.55,42.35
2012-11-03,40,55.0,,0.55,22.0
2012-11-04,28,55.0,,0.55,15.400000000000002
2012-11-05,74,55.0,,0.55,40.7
2012-11-06,71,55.0,,0.55,39.050000000000004
2012-11-07,59,55.0,,0.55,32.45
2012-11-08,70,55.0,,0.55,38.5
2012-11-09,88,55.0,,0.55,48.400000000000006
2012-11-10,29,55.0,,0.55,15.950000000000001
2012-11-11,35,55.0,,0.55,19.25
2012-11-12,85,55.0,,0.55,46.75000000000001
2012-11-13,55,55.0,,0.55,30.250000000000004
2012-11-14,97,55.0,,0.55,53.35
2012-11-15,100,55.0,,0.55,55.00000000000001
2012-11-16,78,55.0,,0.55,42.900000000000006
2012-11-17,34,55.0,,0.55,18.700000000000003
2012-11-18,45,55.0,,0.55,24.750000000000004
2012-11-19,60,55.0,,0.55,33.0
2012-11-20,47,55.0,,0.55,25.85
2012-11-21,35,55.0,,0.55,19.25
2012-11-22,30,55.0,,0.55,16.5
2012-11-23,44,55.0,,0.55,24.200000000000003
2012-11-24,17,55.0,,0.55,9.350000000000001
2012-11-25,55,55.0,,0.55,30.250000000000004
2012-11-26,22,55.0,,0.55,12.100000000000001
2012-11-27,87,55.0,,0.55,47.85
2012-11-28,92,55.0,,0.55,50.6
2012-11-29,57,55.0,,0.55,31.35
2012-11-30,59,55.0,,0.55,32.45
2012-12-01,45,49.0,False,0.49,22.05
2012-12-02,30,49.0,,0.49,14.7
2012-12-03,89,49.0,,0.49,43.61
2012-12-04,84,49.0,,0.49,41.16
2012-12-05,69,49.0,,0.49,33.81
2012-12-06,66,49.0,,0.49,32.339999999999996
2012-12-07,77,49.0,,0.49,37.73
2012-12-08,35,49.0,,0.49,17.15
2012-12-09,34,49.0,,0.49,16.66
2012-12-10,100,49.0,,0.49,49.0
2012-12-11,52,49.0,,0.49,25.48
2012-12-12,77,49.0,,0.49,37.73
2012-12-13,41,49.0,,0.49,20.09
2012-12-14,41,49.0,,0.49,20.09
2012-12-15,25,49.0,,0.49,12.25
2012-12-16,30,49.0,,0.49,14.7
2012-12-17,46,49.0,,0.49,22.54
2012-12-18,41,49.0,,0.49,20.09
2012-12-19,51,49.0,,0.49,24.99
2012-12-20,43,49.0,,0.49,21.07
2012-12-21,63,49.0,,0.49,30.87
2012-12-22,22,49.0,,0.49,10.78
2012-12-23,17,49.0,,0.49,8.33
2012-12-24,26,49.0,,0.49,12.74
2012-12-25,18,49.0,,0.49,8.82
2012-12-26,19,49.0,,0.49,9.31
2012-12-27,45,49.0,,0.49,22.05
2012-12-28,32,49.0,,0.49,15.68
2012-12-29,40,49.0,,0.49,19.6
2012-12-30,31,49.0,,0.49,15.19
2012-12-31,14,49.0,,0.49,6.859999999999999
2013-01-01,15,65.0,False,0.65,9.75
2013-01-02,60,65.0,,0.65,39.0
2013-01-03,59,65.0,,0.65,38.35
2013-01-04,44,65.0,,0.65,28.6
2013-01-05,23,65.0,,0.65,14.950000000000001
2013-01-06,37,65.0,,0.65,24.05
2013-01-07,59,65.0,,0.65,38.35
2013-01-08,76,65.0,,0.65,49.4
2013-01-09,54,65.0,,0.65,35.1
2013-01-10,74,65.0,,0.65,48.1
2013-01-11,44,65.0,,0.65,28.6
2013-01-12,23,65.0,,0.65,14.950000000000001
2013-01-13,37,65.0,,0.65,24.05
2013-01-14,87,65.0,,0.65,56.550000000000004
2013-01-15,60,65.0,,0.65,39.0
2013-01-16,76,65.0,,0.65,49.4
2013-01-17,65,65.0,,0.65,42.25
2013-01-18,52,65.0,,0.65,33.800000000000004
2013-01-19,33,65.0,,0.65,21.45
2013-01-20,51,65.0,,0.65,33.15
2013-01-21,63,65.0,,0.65,40.95
2013-01-22,63,65.0,,0.65,40.95
2013-01-23,90,65.0,,0.65,58.5
2013-01-24,84,65.0,,0.65,54.6
2013-01-25,55,65.0,,0.65,35.75
2013-01-26,32,65.0,,0.65,20.8
2013-01-27,41,65.0,,0.65,26.650000000000002
2013-01-28,79,65.0,,0.65,51.35
2013-01-29,93,65.0,,0.65,60.45
2013-01-30,100,65.0,,0.65,65.0
2013-01-31,68,65.0,,0.65,44.2
2013-02-01,53,67.0,False,0.67,35.510000000000005
2013-02-02,65,67.0,,0.67,43.550000000000004
2013-02-03,39,67.0,,0.67,26.130000000000003
2013-02-04,83,67.0,,0.67,55.61000000000001
2013-02-05,100,67.0,,0.67,67.0
2013-02-06,82,67.0,,0.67,54.940000000000005
2013-02-07,83,67.0,,0.67,55.61000000000001
2013-02-08,59,67.0,,0.67,39.53
2013-02-09,9,67.0,,0.67,6.03
2013-02-10,35,67.0,,0.67,23.450000000000003
2013-02-11,80,67.0,,0.67,53.6
2013-02-12,53,67.0,,0.67,35.510000000000005
2013-02-13,50,67.0,,0.67,33.5
2013-02-14,93,67.0,,0.67,62.31
2013-02-15,53,67.0,,0.67,35.510000000000005
2013-02-16,39,67.0,,0.67,26.130000000000003
2013-02-17,44,67.0,,0.67,29.48
2013-02-18,66,67.0,,0.67,44.220000000000006
2013-02-19,67,67.0,,0.67,44.89
2013-02-20,78,67.0,,0.67,52.260000000000005
2013-02-21,28,67.0,,0.67,18.76
2013-02-22,84,67.0,,0.67,56.28
2013-02-23,22,67.0,,0.67,14.74
2013-02-24,51,67.0,,0.67,34.17
2013-02-25,52,67.0,,0.67,34.84
2013-02-26,56,67.0,,0.67,37.52
2013-02-27,67,67.0,,0.67,44.89
2013-02-28,61,67.0,,0.67,40.870000000000005
2013-03-01,60,60.0,False,0.6,36.0
2013-03-02,35,60.0,,0.6,21.0
2013-03-03,50,60.0,,0.6,30.0
2013-03-04,58,60.0,,0.6,34.8
2013-03-05,65,60.0,,0.6,39.0
2013-03-06,58,60.0,,0.6,34.8
2013-03-07,67,60.0,,0.6,40.199999999999996
2013-03-08,60,60.0,,0.6,36.0
2013-03-09,25,60.0,,0.6,15.0
2013-03-10,30,60.0,,0.6,18.0
2013-03-11,79,60.0,,0.6,47.4
2013-03-12,78,60.0,,0.6,46.8
2013-03-13,50,60.0,,0.6,30.0
2013-03-14,55,60.0,,0.6,33.0
2013-03-15,40,60.0,,0.6,24.0
2013-03-16,36,60.0,,0.6,21.599999999999998
2013-03-17,61,60.0,,0.6,36.6
2013-03-18,90,60.0,,0.6,54.0
2013-03-19,70,60.0,,0.6,42.0
2013-03-20,100,60.0,,0.6,60.0
2013-03-21,70,60.0,,0.6,42.0
2013-03-22,56,60.0,,0.6,33.6
2013-03-23,51,60.0,,0.6,30.599999999999998
2013-03-24,40,60.0,,0.6,24.0
2013-03-25,62,60.0,,0.6,37.199999999999996
2013-03-26,85,60.0,,0.6,51.0
2013-03-27,47,60.0,,0.6,28.2
2013-03-28,70,60.0,,0.6,42.0
2013-03-29,33,60.0,,0.6,19.8
2013-03-30,54,60.0,,0.6,32.4
2013-03-31,39,60.0,,0.6,23.4
2013-04-01,32,68.0,False,0.68,21.76
2013-04-02,60,68.0,,0.68,40.800000000000004
2013-04-03,72,68.0,,0.68,48.96
2013-04-04,81,68.0,,0.68,55.080000000000005
2013-04-05,67,68.0,,0.68,45.56
2013-04-06,25,68.0,,0.68,17.0
2013-04-07,65,68.0,,0.68,44.2
2013-04-08,80,68.0,,0.68,54.400000000000006
2013-04-09,75,68.0,,0.68,51.00000000000001
2013-04-10,100,68.0,,0.68,68.0
2013-04-11,63,68.0,,0.68,42.84
2013-04-12,49,68.0,,0.68,33.32
2013-04-13,40,68.0,,0.68,27.200000000000003
2013-04-14,35,68.0,,0.68,23.8
2013-04-15,78,68.0,,0.68,53.040000000000006
2013-04-16,89,68.0,,0.68,60.52
2013-04-17,89,68.0,,0.68,60.52
2013-04-18,60,68.0,,0.68,40.800000000000004
2013-04-19,41,68.0,,0.68,27.880000000000003
2013-04-20,51,68.0,,0.68,34.68
2013-04-21,35,68.0,,0.68,23.8
2013-04-22,52,68.0,,0.68,35.36
2013-04-23,72,68.0,,0.68,48.96
2013-04-24,40,68.0,,0.68,27.200000000000003
2013-04-25,86,68.0,,0.68,58.480000000000004
2013-04-26,68,68.0,,0.68,46.24
2013-04-27,41,68.0,,0.68,27.880000000000003
2013-04-28,30,68.0,,0.68,20.400000000000002
2013-04-29,88,68.0,,0.68,59.84
2013-04-30,56,68.0,,0.68,38.080000000000005
2013-05-01,76,62.0,False,0.62,47.12
2013-05-02,70,62.0,,0.62,43.4
2013-05-03,40,62.0,,0.62,24.8
2013-05-04,30,62.0,,0.62,18.6
2013-05-05,48,62.0,,0.62,29.759999999999998
2013-05-06,47,62.0,,0.62,29.14
2013-05-07,75,62.0,,0.62,46.5
2013-05-08,51,62.0,,0.62,31.62
2013-05-09,95,62.0,,0.62,58.9
2013-05-10,90,62.0,,0.62,55.8
2013-05-11,30,62.0,,0.62,18.6
2013-05-12,37,62.0,,0.62,22.94
2013-05-13,68,62.0,,0.62,42.16
2013-05-14,43,62.0,,0.62,26.66
2013-05-15,61,62.0,,0.62,37.82
2013-05-16,67,62.0,,0.62,41.54
2013-05-17,56,62.0,,0.62,34.72
2013-05-18,55,62.0,,0.62,34.1
2013-05-19,47,62.0,,0.62,29.14
2013-05-20,61,62.0,,0.62,37.82
2013-05-21,59,62.0,,0.62,36.58
2013-05-22,67,62.0,,0.62,41.54
2013-05-23,77,62.0,,0.62,47.74
2013-05-24,56,62.0,,0.62,34.72
2013-05-25,44,62.0,,0.62,27.28
2013-05-26,65,62.0,,0.62,40.3
2013-05-27,65,62.0,,0.62,40.3
2013-05-28,72,62.0,,0.62,44.64
2013-05-29,100,62.0,,0.62,62.0
2013-05-30,58,62.0,,0.62,35.96
2013-05-31,36,62.0,,0.62,22.32
2013-06-01,58,48.0,False,0.48,27.84
2013-06-02,57,48.0,,0.48,27.36
2013-06-03,92,48.0,,0.48,44.16
2013-06-04,100,48.0,,0.48,48.0
2013-06-05,55,48.0,,0.48,26.4
2013-06-06,79,48.0,,0.48,37.92
2013-06-07,24,48.0,,0.48,11.52
2013-06-08,41,48.0,,0.48,19.68
2013-06-09,52,48.0,,0.48,24.96
2013-06-10,49,48.0,,0.48,23.52
2013-06-11,69,48.0,,0.48,33.12
2013-06-12,60,48.0,,0.48,28.799999999999997
2013-06-13,51,48.0,,0.48,24.48
2013-06-14,64,48.0,,0.48,30.72
2013-06-15,60,48.0,,0.48,28.799999999999997
2013-06-16,54,48.0,,0.48,25.919999999999998
2013-06-17,37,48.0,,0.48,17.759999999999998
2013-06-18,41,48.0,,0.48,19.68
2013-06-19,23,48.0,,0.48,11.04
2013-06-20,42,48.0,,0.48,20.16
2013-06-21,54,48.0,,0.48,25.919999999999998
2013-06-22,18,48.0,,0.48,8.64
2013-06-23,59,48.0,,0.48,28.32
2013-06-24,51,48.0,,0.48,24.48
2013-06-25,37,48.0,,0.48,17.759999999999998
2013-06-26,79,48.0,,0.48,37.92
2013-06-27,47,48.0,,0.48,22.56
2013-06-28,39,48.0,,0.48,18.72
2013-06-29,35,48.0,,0.48,16.8
2013-06-30,35,48.0,,0.48,16.8
2013-07-01,45,44.0,False,0.44,19.8
2013-07-02,57,44.0,,0.44,25.080000000000002
2013-07-03,59,44.0,,0.44,25.96
2013-07-04,43,44.0,,0.44,18.92
2013-07-05,48,44.0,,0.44,21.12
2013-07-06,43,44.0,,0.44,18.92
2013-07-07,14,44.0,,0.44,6.16
2013-07-08,96,44.0,,0.44,42.24
2013-07-09,83,44.0,,0.44,36.52
2013-07-10,51,44.0,,0.44,22.44
2013-07-11,68,44.0,,0.44,29.92
2013-07-12,47,44.0,,0.44,20.68
2013-07-13,35,44.0,,0.44,15.4
2013-07-14,41,44.0,,0.44,18.04
2013-07-15,56,44.0,,0.44,24.64
2013-07-16,82,44.0,,0.44,36.08
2013-07-17,85,44.0,,0.44,37.4
2013-07-18,69,44.0,,0.44,30.36
2013-07-19,53,44.0,,0.44,23.32
2013-07-20,42,44.0,,0.44,18.48
2013-07-21,92,44.0,,0.44,40.48
2013-07-22,72,44.0,,0.44,31.68
2013-07-23,93,44.0,,0.44,40.92
2013-07-24,84,44.0,,0.44,36.96
2013-07-25,87,44.0,,0.44,38.28
2013-07-26,24,44.0,,0.44,10.56
2013-07-27,7,44.0,,0.44,3.08
2013-07-28,42,44.0,,0.44,18.48
2013-07-29,39,44.0,,0.44,17.16
2013-07-30,100,44.0,,0.44,44.0
2013-07-31,73,44.0,,0.44,32.12
2013-08-01,37,53.0,False,0.53,19.61
2013-08-02,44,53.0,,0.53,23.32
2013-08-03,15,53.0,,0.53,7.95
2013-08-04,42,53.0,,0.53,22.26
2013-08-05,50,53.0,,0.53,26.5
2013-08-06,45,53.0,,0.53,23.85
2013-08-07,33,53.0,,0.53,17.490000000000002
2013-08-08,70,53.0,,0.53,37.1
2013-08-09,34,53.0,,0.53,18.02
2013-08-10,62,53.0,,0.53,32.86
2013-08-11,41,53.0,,0.53,21.73
2013-08-12,50,53.0,,0.53,26.5
2013-08-13,85,53.0,,0.53,45.050000000000004
2013-08-14,58,53.0,,0.53,30.740000000000002
2013-08-15,47,53.0,,0.53,24.91
2013-08-16,73,53.0,,0.53,38.690000000000005
2013-08-17,47,53.0,,0.53,24.91
2013-08-18,36,53.0,,0.53,19.080000000000002
2013-08-19,74,53.0,,0.53,39.22
2013-08-20,58,53.0,,0.53,30.740000000000002
2013-08-21,54,53.0,,0.53,28.62
2013-08-22,100,53.0,,0.53,53.0
2013-08-23,17,53.0,,0.53,9.01
2013-08-24,25,53.0,,0.53,13.25
2013-08-25,36,53.0,,0.53,19.080000000000002
2013-08-26,79,53.0,,0.53,41.870000000000005
2013-08-27,95,53.0,,0.53,50.35
2013-08-28,84,53.0,,0.53,44.52
2013-08-29,69,53.0,,0.53,36.57
2013-08-30,68,53.0,,0.53,36.04
2013-08-31,70,53.0,,0.53,37.1
2013-09-01,30,81.0,False,0.81,24.3
2013-09-02,43,81.0,,0.81,34.830000000000005
2013-09-03,85,81.0,,0.81,68.85000000000001
2013-09-04,94,81.0,,0.81,76.14
2013-09-05,91,81.0,,0.81,73.71000000000001
2013-09-06,91,81.0,,0.81,73.71000000000001
2013-09-07,37,81.0,,0.81,29.970000000000002
2013-09-08,32,81.0,,0.81,25.92
2013-09-09,60,81.0,,0.81,48.6
2013-09-10,97,81.0,,0.81,78.57000000000001
2013-09-11,98,81.0,,0.81,79.38000000000001
2013-09-12,57,81.0,,0.81,46.17
2013-09-13,66,81.0,,0.81,53.46
2013-09-14,50,81.0,,0.81,40.5
2013-09-15,52,81.0,,0.81,42.120000000000005
2013-09-16,75,81.0,,0.81,60.75000000000001
2013-09-17,69,81.0,,0.81,55.89
2013-09-18,79,81.0,,0.81,63.99
2013-09-19,70,81.0,,0.81,56.7
2013-09-20,60,81.0,,0.81,48.6
2013-09-21,33,81.0,,0.81,26.73
2013-09-22,45,81.0,,0.81,36.45
2013-09-23,81,81.0,,0.81,65.61
2013-09-24,74,81.0,,0.81,59.940000000000005
2013-09-25,91,81.0,,0.81,73.71000000000001
2013-09-26,100,81.0,,0.81,81.0
2013-09-27,55,81.0,,0.81,44.550000000000004
2013-09-28,65,81.0,,0.81,52.650000000000006
2013-09-29,54,81.0,,0.81,43.74
2013-09-30,60,81.0,,0.81,48.6
2013-10-01,95,80.0,False,0.8,76.0
2013-10-02,98,80.0,,0.8,78.4
2013-10-03,35,80.0,,0.8,28.0
2013-10-04,54,80.0,,0.8,43.2
2013-10-05,18,80.0,,0.8,14.4
2013-10-06,60,80.0,,0.8,48.0
2013-10-07,80,80.0,,0.8,64.0
2013-10-08,63,80.0,,0.8,50.400000000000006
2013-10-09,71,80.0,,0.8,56.800000000000004
2013-10-10,53,80.0,,0.8,42.400000000000006
2013-10-11,67,80.0,,0.8,53.6
2013-10-12,39,80.0,,0.8,31.200000000000003
2013-10-13,48,80.0,,0.8,38.400000000000006
2013-10-14,85,80.0,,0.8,68.0
2013-10-15,83,80.0,,0.8,66.4
2013-10-16,60,80.0,,0.8,48.0
2013-10-17,57,80.0,,0.8,45.6
2013-10-18,73,80.0,,0.8,58.400000000000006
2013-10-19,53,80.0,,0.8,42.400000000000006
2013-10-20,61,80.0,,0.8,48.800000000000004
2013-10-21,74,80.0,,0.8,59.2
2013-10-22,75,80.0,,0.8,60.0
2013-10-23,69,80.0,,0.8,55.2
2013-10-24,92,80.0,,0.8,73.60000000000001
2013-10-25,93,80.0,,0.8,74.4
2013-10-26,40,80.0,,0.8,32.0
2013-10-27,43,80.0,,0.8,34.4
2013-10-28,58,80.0,,0.8,46.400000000000006
2013-10-29,41,80.0,,0.8,32.800000000000004
2013-10-30,100,80.0,,0.8,80.0
2013-10-31,67,80.0,,0.8,53.6
2013-11-01,53,67.0,False,0.67,35.510000000000005
2013-11-02,37,67.0,,0.67,24.790000000000003
2013-11-03,45,67.0,,0.67,30.150000000000002
2013-11-04,55,67.0,,0.67,36.85
2013-11-05,91,67.0,,0.67,60.970000000000006
2013-11-06,55,67.0,,0.67,36.85
2013-11-07,55,67.0,,0.67,36.85
2013-11-08,69,67.0,,0.67,46.230000000000004
2013-11-09,41,67.0,,0.67,27.470000000000002
2013-11-10,27,67.0,,0.67,18.09
2013-11-11,89,67.0,,0.67,59.63
2013-11-12,86,67.0,,0.67,57.620000000000005
2013-11-13,73,67.0,,0.67,48.910000000000004
2013-11-14,100,67.0,,0.67,67.0
2013-11-15,72,67.0,,0.67,48.24
2013-11-16,27,67.0,,0.67,18.09
2013-11-17,57,67.0,,0.67,38.190000000000005
2013-11-18,82,67.0,,0.67,54.940000000000005
2013-11-19,96,67.0,,0.67,64.32000000000001
2013-11-20,71,67.0,,0.67,47.57
2013-11-21,77,67.0,,0.67,51.59
2013-11-22,63,67.0,,0.67,42.21
2013-11-23,18,67.0,,0.67,12.06
2013-11-24,53,67.0,,0.67,35.510000000000005
2013-11-25,94,67.0,,0.67,62.980000000000004
2013-11-26,62,67.0,,0.67,41.54
2013-11-27,39,67.0,,0.67,26.130000000000003
2013-11-28,14,67.0,,0.67,9.38
2013-11-29,26,67.0,,0.67,17.42
2013-11-30,22,67.0,,0.67,14.74
2013-12-01,38,48.0,False,0.48,18.24
2013-12-02,79,48.0,,0.48,37.92
2013-12-03,85,48.0,,0.48,40.8
2013-12-04,100,48.0,,0.48,48.0
2013-12-05,87,48.0,,0.48,41.76
2013-12-06,59,48.0,,0.48,28.32
2013-12-07,36,48.0,,0.48,17.28
2013-12-08,46,48.0,,0.48,22.08
2013-12-09,95,48.0,,0.48,45.6
2013-12-10,70,48.0,,0.48,33.6
2013-12-11,67,48.0,,0.48,32.16
2013-12-12,52,48.0,,0.48,24.96
2013-12-13,45,48.0,,0.48,21.599999999999998
2013-12-14,32,48.0,,0.48,15.36
2013-12-15,27,48.0,,0.48,12.959999999999999
2013-12-16,82,48.0,,0.48,39.36
2013-12-17,52,48.0,,0.48,24.96
2013-12-18,69,48.0,,0.48,33.12
2013-12-19,55,48.0,,0.48,26.4
2013-12-20,70,48.0,,0.48,33.6
2013-12-21,90,48.0,,0.48,43.199999999999996
2013-12-22,34,48.0,,0.48,16.32
2013-12-23,39,48.0,,0.48,18.72
2013-12-24,38,48.0,,0.48,18.24
2013-12-25,6,48.0,,0.48,2.88
2013-12-26,36,48.0,,0.48,17.28
2013-12-27,24,48.0,,0.48,11.52
2013-12-28,60,48.0,,0.48,28.799999999999997
2013-12-29,27,48.0,,0.48,12.959999999999999
2013-12-30,27,48.0,,0.48,12.959999999999999
2013-12-31,48,48.0,,0.48,23.04
2014-01-01,20,72.0,False,0.72,14.399999999999999
2014-01-02,45,72.0,,0.72,32.4
2014-01-03,29,72.0,,0.72,20.88
2014-01-04,11,72.0,,0.72,7.92
2014-01-05,48,72.0,,0.72,34.56
2014-01-06,37,72.0,,0.72,26.64
2014-01-07,61,72.0,,0.72,43.92
2014-01-08,47,72.0,,0.72,33.839999999999996
2014-01-09,63,72.0,,0.72,45.36
2014-01-10,54,72.0,,0.72,38.879999999999995
2014-01-11,26,72.0,,0.72,18.72
2014-01-12,23,72.0,,0.72,16.56
2014-01-13,53,72.0,,0.72,38.16
2014-01-14,64,72.0,,0.72,46.08
2014-01-15,68,72.0,,0.72,48.96
2014-01-16,53,72.0,,0.72,38.16
2014-01-17,67,72.0,,0.72,48.239999999999995
2014-01-18,35,72.0,,0.72,25.2
2014-01-19,38,72.0,,0.72,27.36
2014-01-20,74,72.0,,0.72,53.28
2014-01-21,75,72.0,,0.72,54.0
2014-01-22,81,72.0,,0.72,58.32
2014-01-23,52,72.0,,0.72,37.44
2014-01-24,72,72.0,,0.72,51.839999999999996
2014-01-25,37,72.0,,0.72,26.64
2014-01-26,29,72.0,,0.72,20.88
2014-01-27,97,72.0,,0.72,69.84
2014-01-28,53,72.0,,0.72,38.16
2014-01-29,100,72.0,,0.72,72.0
2014-01-30,91,72.0,,0.72,65.52
2014-01-31,51,72.0,,0.72,36.72
2014-02-01,22,80.0,False,0.8,17.6
2014-02-02,28,80.0,,0.8,22.400000000000002
2014-02-03,57,80.0,,0.8,45.6
2014-02-04,84,80.0,,0.8,67.2
2014-02-05,56,80.0,,0.8,44.800000000000004
2014-02-06,100,80.0,,0.8,80.0
2014-02-07,84,80.0,,0.8,67.2
2014-02-08,39,80.0,,0.8,31.200000000000003
2014-02-09,42,80.0,,0.8,33.6
2014-02-10,82,80.0,,0.8,65.60000000000001
2014-02-11,71,80.0,,0.8,56.800000000000004
2014-02-12,54,80.0,,0.8,43.2
2014-02-13,85,80.0,,0.8,68.0
2014-02-14,49,80.0,,0.8,39.2
2014-02-15,33,80.0,,0.8,26.400000000000002
2014-02-16,15,80.0,,0.8,12.0
2014-02-17,49,80.0,,0.8,39.2
2014-02-18,76,80.0,,0.8,60.800000000000004
2014-02-19,88,80.0,,0.8,70.4
2014-02-20,80,80.0,,0.8,64.0
2014-02-21,69,80.0,,0.8,55.2
2014-02-22,37,80.0,,0.8,29.6
2014-02-23,36,80.0,,0.8,28.8
2014-02-24,57,80.0,,0.8,45.6
2014-02-25,71,80.0,,0.8,56.800000000000004
2014-02-26,94,80.0,,0.8,75.2
2014-02-27,58,80.0,,0.8,46.400000000000006
2014-02-28,57,80.0,,0.8,45.6
2014-03-01,31,61.0,False,0.61,18.91
2014-03-02,49,61.0,,0.61,29.89
2014-03-03,54,61.0,,0.61,32.94
2014-03-04,100,61.0,,0.61,61.0
2014-03-05,85,61.0,,0.61,51.85
2014-03-06,60,61.0,,0.61,36.6
2014-03-07,67,61.0,,0.61,40.87
2014-03-08,52,61.0,,0.61,31.72
2014-03-09,32,61.0,,0.61,19.52
2014-03-10,52,61.0,,0.61,31.72
2014-03-11,49,61.0,,0.61,29.89
2014-03-12,83,61.0,,0.61,50.629999999999995
2014-03-13,52,61.0,,0.61,31.72
2014-03-14,37,61.0,,0.61,22.57
2014-03-15,28,61.0,,0.61,17.08
2014-03-16,16,61.0,,0.61,9.76
2014-03-17,57,61.0,,0.61,34.769999999999996
2014-03-18,51,61.0,,0.61,31.11
2014-03-19,65,61.0,,0.61,39.65
2014-03-20,43,61.0,,0.61,26.23
2014-03-21,38,61.0,,0.61,23.18
2014-03-22,24,61.0,,0.61,14.64
2014-03-23,20,61.0,,0.61,12.2
2014-03-24,45,61.0,,0.61,27.45
2014-03-25,35,61.0,,0.61,21.349999999999998
2014-03-26,77,61.0,,0.61,46.97
2014-03-27,91,61.0,,0.61,55.51
2014-03-28,40,61.0,,0.61,24.4
2014-03-29,43,61.0,,0.61,26.23
2014-03-30,16,61.0,,0.61,9.76
2014-03-31,73,61.0,,0.61,44.53
2014-04-01,44,63.0,False,0.63,27.72
2014-04-02,62,63.0,,0.63,39.06
2014-04-03,39,63.0,,0.63,24.57
2014-04-04,53,63.0,,0.63,33.39
2014-04-05,45,63.0,,0.63,28.35
2014-04-06,44,63.0,,0.63,27.72
2014-04-07,57,63.0,,0.63,35.910000000000004
2014-04-08,73,63.0,,0.63,45.99
2014-04-09,75,63.0,,0.63,47.25
2014-04-10,47,63.0,,0.63,29.61
2014-04-11,59,63.0,,0.63,37.17
2014-04-12,34,63.0,,0.63,21.42
2014-04-13,37,63.0,,0.63,23.31
2014-04-14,73,63.0,,0.63,45.99
2014-04-15,100,63.0,,0.63,63.0
2014-04-16,65,63.0,,0.63,40.95
2014-04-17,60,63.0,,0.63,37.8
2014-04-18,25,63.0,,0.63,15.75
2014-04-19,63,63.0,,0.63,39.69
2014-04-20,18,63.0,,0.63,11.34
2014-04-21,60,63.0,,0.63,37.8
2014-04-22,38,63.0,,0.63,23.94
2014-04-23,55,63.0,,0.63,34.65
2014-04-24,62,63.0,,0.63,39.06
2014-04-25,51,63.0,,0.63,32.13
2014-04-26,33,63.0,,0.63,20.79
