date,entrepreneurs_unscaled,entrepreneurs_monthly,isPartial,scale,entrepreneurs
2008-10-05,40,65.0,,0.65,26.0
2008-10-06,52,65.0,,0.65,33.800000000000004
2008-10-07,60,65.0,,0.65,39.0
2008-10-08,60,65.0,,0.65,39.0
2008-10-09,35,65.0,,0.65,22.75
2008-10-10,18,65.0,,0.65,11.700000000000001
2008-10-11,42,65.0,,0.65,27.3
2008-10-12,28,65.0,,0.65,18.2
2008-10-13,54,65.0,,0.65,35.1
2008-10-14,17,65.0,,0.65,11.05
2008-10-15,43,65.0,,0.65,27.95
2008-10-16,63,65.0,,0.65,40.95
2008-10-17,38,65.0,,0.65,24.7
2008-10-18,27,65.0,,0.65,17.55
2008-10-19,26,65.0,,0.65,16.900000000000002
2008-10-20,35,65.0,,0.65,22.75
2008-10-21,79,65.0,,0.65,51.35
2008-10-22,70,65.0,,0.65,45.5
2008-10-23,71,65.0,,0.65,46.15
2008-10-24,47,65.0,,0.65,30.55
2008-10-25,27,65.0,,0.65,17.55
2008-10-26,0,65.0,,0.65,0.0
2008-10-27,35,65.0,,0.65,22.75
2008-10-28,53,65.0,,0.65,34.45
2008-10-29,50,65.0,,0.65,32.5
2008-10-30,81,65.0,,0.65,52.65
2008-10-31,40,65.0,,0.65,26.0
2008-11-01,13,59.0,False,0.59,7.67
2008-11-02,12,59.0,,0.59,7.08
2008-11-03,22,59.0,,0.59,12.979999999999999
2008-11-04,31,59.0,,0.59,18.29
2008-11-05,89,59.0,,0.59,52.51
2008-11-06,46,59.0,,0.59,27.139999999999997
2008-11-07,41,59.0,,0.59,24.189999999999998
2008-11-08,0,59.0,,0.59,0.0
2008-11-09,12,59.0,,0.59,7.08
2008-11-10,100,59.0,,0.59,59.0
2008-11-11,31,59.0,,0.59,18.29
2008-11-12,76,59.0,,0.59,44.839999999999996
2008-11-13,54,59.0,,0.59,31.86
2008-11-14,24,59.0,,0.59,14.16
2008-11-15,46,59.0,,0.59,27.139999999999997
2008-11-16,46,59.0,,0.59,27.139999999999997
2008-11-17,31,59.0,,0.59,18.29
2008-11-18,62,59.0,,0.59,36.58
2008-11-19,32,59.0,,0.59,18.88
2008-11-20,16,59.0,,0.59,9.44
2008-11-21,65,59.0,,0.59,38.35
2008-11-22,34,59.0,,0.59,20.06
2008-11-23,35,59.0,,0.59,20.65
2008-11-24,46,59.0,,0.59,27.139999999999997
2008-11-25,15,59.0,,0.59,8.85
2008-11-26,43,59.0,,0.59,25.369999999999997
2008-11-27,0,59.0,,0.59,0.0
2008-11-28,22,59.0,,0.59,12.979999999999999
2008-11-29,0,59.0,,0.59,0.0
2008-11-30,34,59.0,,0.59,20.06
2008-12-01,64,42.0,False,0.42,26.88
2008-12-02,54,42.0,,0.42,22.68
2008-12-03,100,42.0,,0.42,42.0
2008-12-04,56,42.0,,0.42,23.52
2008-12-05,30,42.0,,0.42,12.6
2008-12-06,27,42.0,,0.42,11.34
2008-12-07,55,42.0,,0.42,23.099999999999998
2008-12-08,37,42.0,,0.42,15.54
2008-12-09,54,42.0,,0.42,22.68
2008-12-10,73,42.0,,0.42,30.66
2008-12-11,56,42.0,,0.42,23.52
2008-12-12,30,42.0,,0.42,12.6
2008-12-13,28,42.0,,0.42,11.76
2008-12-14,70,42.0,,0.42,29.4
2008-12-15,75,42.0,,0.42,31.5
2008-12-16,55,42.0,,0.42,23.099999999999998
2008-12-17,10,42.0,,0.42,4.2
2008-12-18,39,42.0,,0.42,16.38
2008-12-19,22,42.0,,0.42,9.24
2008-12-20,0,42.0,,0.42,0.0
2008-12-21,15,42.0,,0.42,6.3
2008-12-22,11,42.0,,0.42,4.62
2008-12-23,11,42.0,,0.42,4.62
2008-12-24,14,42.0,,0.42,5.88
2008-12-25,20,42.0,,0.42,8.4
2008-12-26,30,42.0,,0.42,12.6
2008-12-27,0,42.0,,0.42,0.0
2008-12-28,0,42.0,,0.42,0.0
2008-12-29,22,42.0,,0.42,9.24
2008-12-30,11,42.0,,0.42,4.62
2008-12-31,36,42.0,,0.42,15.12
2009-01-01,16,64.0,False,0.64,10.24
2009-01-02,67,64.0,,0.64,42.88
2009-01-03,66,64.0,,0.64,42.24
2009-01-04,13,64.0,,0.64,8.32
2009-01-05,36,64.0,,0.64,23.04
2009-01-06,70,64.0,,0.64,44.800000000000004
2009-01-07,43,64.0,,0.64,27.52
2009-01-08,62,64.0,,0.64,39.68
2009-01-09,55,64.0,,0.64,35.2
2009-01-10,0,64.0,,0.64,0.0
2009-01-11,39,64.0,,0.64,24.96
2009-01-12,17,64.0,,0.64,10.88
2009-01-13,51,64.0,,0.64,32.64
2009-01-14,52,64.0,,0.64,33.28
2009-01-15,34,64.0,,0.64,21.76
2009-01-16,100,64.0,,0.64,64.0
2009-01-17,39,64.0,,0.64,24.96
2009-01-18,40,64.0,,0.64,25.6
2009-01-19,39,64.0,,0.64,24.96
2009-01-20,17,64.0,,0.64,10.88
2009-01-21,26,64.0,,0.64,16.64
2009-01-22,77,64.0,,0.64,49.28
2009-01-23,90,64.0,,0.64,57.6
2009-01-24,12,64.0,,0.64,7.68
2009-01-25,38,64.0,,0.64,24.32
2009-01-26,59,64.0,,0.64,37.76
2009-01-27,50,64.0,,0.64,32.0
2009-01-28,33,64.0,,0.64,21.12
2009-01-29,86,64.0,,0.64,55.04
2009-01-30,99,64.0,,0.64,63.36
2009-01-31,25,64.0,,0.64,16.0
2009-02-01,19,72.0,False,0.72,13.68
2009-02-02,59,72.0,,0.72,42.48
2009-02-03,86,72.0,,0.72,61.919999999999995
2009-02-04,12,72.0,,0.72,8.64
2009-02-05,63,72.0,,0.72,45.36
2009-02-06,27,72.0,,0.72,19.439999999999998
2009-02-07,28,72.0,,0.72,20.16
2009-02-08,10,72.0,,0.72,7.199999999999999
2009-02-09,100,72.0,,0.72,72.0
2009-02-10,74,72.0,,0.72,53.28
2009-02-11,37,72.0,,0.72,26.64
2009-02-12,70,72.0,,0.72,50.4
2009-02-13,27,72.0,,0.72,19.439999999999998
2009-02-14,29,72.0,,0.72,20.88
2009-02-15,50,72.0,,0.72,36.0
2009-02-16,21,72.0,,0.72,15.12
2009-02-17,51,72.0,,0.72,36.72
2009-02-18,44,72.0,,0.72,31.68
2009-02-19,51,72.0,,0.72,36.72
2009-02-20,13,72.0,,0.72,9.36
2009-02-21,28,72.0,,0.72,20.16
2009-02-22,38,72.0,,0.72,27.36
2009-02-23,52,72.0,,0.72,37.44
2009-02-24,62,72.0,,0.72,44.64
2009-02-25,44,72.0,,0.72,31.68
2009-02-26,38,72.0,,0.72,27.36
2009-02-27,26,72.0,,0.72,18.72
2009-02-28,27,72.0,,0.72,19.439999999999998
2009-03-01,14,62.0,False,0.62,8.68
2009-03-02,89,62.0,,0.62,55.18
2009-03-03,39,62.0,,0.62,24.18
2009-03-04,59,62.0,,0.62,36.58
2009-03-05,40,62.0,,0.62,24.8
2009-03-06,53,62.0,,0.62,32.86
2009-03-07,45,62.0,,0.62,27.9
2009-03-08,76,62.0,,0.62,47.12
2009-03-09,80,62.0,,0.62,49.6
2009-03-10,49,62.0,,0.62,30.38
2009-03-11,70,62.0,,0.62,43.4
2009-03-12,51,62.0,,0.62,31.62
2009-03-13,95,62.0,,0.62,58.9
2009-03-14,0,62.0,,0.62,0.0
2009-03-15,45,62.0,,0.62,27.9
2009-03-16,100,62.0,,0.62,62.0
2009-03-17,61,62.0,,0.62,37.82
2009-03-18,81,62.0,,0.62,50.22
2009-03-19,50,62.0,,0.62,31.0
2009-03-20,65,62.0,,0.62,40.3
2009-03-21,61,62.0,,0.62,37.82
2009-03-22,61,62.0,,0.62,37.82
2009-03-23,80,62.0,,0.62,49.6
2009-03-24,67,62.0,,0.62,41.54
2009-03-25,49,62.0,,0.62,30.38
2009-03-26,40,62.0,,0.62,24.8
2009-03-27,63,62.0,,0.62,39.06
2009-03-28,44,62.0,,0.62,27.28
2009-03-29,29,62.0,,0.62,17.98
2009-03-30,29,62.0,,0.62,17.98
2009-03-31,29,62.0,,0.62,17.98
2009-04-01,55,64.0,False,0.64,35.2
2009-04-02,47,64.0,,0.64,30.080000000000002
2009-04-03,69,64.0,,0.64,44.160000000000004
2009-04-04,14,64.0,,0.64,8.96
2009-04-05,28,64.0,,0.64,17.92
2009-04-06,100,64.0,,0.64,64.0
2009-04-07,45,64.0,,0.64,28.8
2009-04-08,46,64.0,,0.64,29.44
2009-04-09,68,64.0,,0.64,43.52
2009-04-10,55,64.0,,0.64,35.2
2009-04-11,57,64.0,,0.64,36.480000000000004
2009-04-12,31,64.0,,0.64,19.84
2009-04-13,65,64.0,,0.64,41.6
2009-04-14,80,64.0,,0.64,51.2
2009-04-15,45,64.0,,0.64,28.8
2009-04-16,56,64.0,,0.64,35.84
2009-04-17,41,64.0,,0.64,26.240000000000002
2009-04-18,44,64.0,,0.64,28.16
2009-04-19,28,64.0,,0.64,17.92
2009-04-20,55,64.0,,0.64,35.2
2009-04-21,44,64.0,,0.64,28.16
2009-04-22,63,64.0,,0.64,40.32
2009-04-23,28,64.0,,0.64,17.92
2009-04-24,60,64.0,,0.64,38.4
2009-04-25,30,64.0,,0.64,19.2
2009-04-26,87,64.0,,0.64,55.68
2009-04-27,54,64.0,,0.64,34.56
2009-04-28,36,64.0,,0.64,23.04
2009-04-29,45,64.0,,0.64,28.8
2009-04-30,27,64.0,,0.64,17.28
2009-05-01,57,49.0,False,0.49,27.93
2009-05-02,16,49.0,,0.49,7.84
2009-05-03,32,49.0,,0.49,15.68
2009-05-04,20,49.0,,0.49,9.8
2009-05-05,100,49.0,,0.49,49.0
2009-05-06,51,49.0,,0.49,24.99
2009-05-07,42,49.0,,0.49,20.58
2009-05-08,23,49.0,,0.49,11.27
2009-05-09,33,49.0,,0.49,16.169999999999998
2009-05-10,0,49.0,,0.49,0.0
2009-05-11,32,49.0,,0.49,15.68
2009-05-12,70,49.0,,0.49,34.3
2009-05-13,92,49.0,,0.49,45.08
2009-05-14,41,49.0,,0.49,20.09
2009-05-15,34,49.0,,0.49,16.66
2009-05-16,16,49.0,,0.49,7.84
2009-05-17,16,49.0,,0.49,7.84
2009-05-18,52,49.0,,0.49,25.48
2009-05-19,10,49.0,,0.49,4.9
2009-05-20,63,49.0,,0.49,30.87
2009-05-21,32,49.0,,0.49,15.68
2009-05-22,0,49.0,,0.49,0.0
2009-05-23,53,49.0,,0.49,25.97
2009-05-24,36,49.0,,0.49,17.64
2009-05-25,46,49.0,,0.49,22.54
2009-05-26,31,49.0,,0.49,15.19
2009-05-27,51,49.0,,0.49,24.99
2009-05-28,53,49.0,,0.49,25.97
2009-05-29,57,49.0,,0.49,27.93
2009-05-30,17,49.0,,0.49,8.33
2009-05-31,17,49.0,,0.49,8.33
2009-06-01,49,42.0,False,0.42,20.58
2009-06-02,72,42.0,,0.42,30.24
2009-06-03,49,42.0,,0.42,20.58
2009-06-04,63,42.0,,0.42,26.459999999999997
2009-06-05,54,42.0,,0.42,22.68
2009-06-06,0,42.0,,0.42,0.0
2009-06-07,0,42.0,,0.42,0.0
2009-06-08,12,42.0,,0.42,5.04
2009-06-09,61,42.0,,0.42,25.619999999999997
2009-06-10,74,42.0,,0.42,31.08
2009-06-11,75,42.0,,0.42,31.5
2009-06-12,54,42.0,,0.42,22.68
2009-06-13,59,42.0,,0.42,24.779999999999998
2009-06-14,40,42.0,,0.42,16.8
2009-06-15,100,42.0,,0.42,42.0
2009-06-16,12,42.0,,0.42,5.04
2009-06-17,62,42.0,,0.42,26.04
2009-06-18,13,42.0,,0.42,5.46
2009-06-19,14,42.0,,0.42,5.88
2009-06-20,19,42.0,,0.42,7.9799999999999995
2009-06-21,0,42.0,,0.42,0.0
2009-06-22,63,42.0,,0.42,26.459999999999997
2009-06-23,37,42.0,,0.42,15.54
2009-06-24,25,42.0,,0.42,10.5
2009-06-25,38,42.0,,0.42,15.959999999999999
2009-06-26,27,42.0,,0.42,11.34
2009-06-27,19,42.0,,0.42,7.9799999999999995
2009-06-28,20,42.0,,0.42,8.4
2009-06-29,88,42.0,,0.42,36.96
2009-06-30,13,42.0,,0.42,5.46
2009-07-01,29,40.0,False,0.4,11.600000000000001
2009-07-02,30,40.0,,0.4,12.0
2009-07-03,39,40.0,,0.4,15.600000000000001
2009-07-04,0,40.0,,0.4,0.0
2009-07-05,25,40.0,,0.4,10.0
2009-07-06,58,40.0,,0.4,23.200000000000003
2009-07-07,84,40.0,,0.4,33.6
2009-07-08,28,40.0,,0.4,11.200000000000001
2009-07-09,58,40.0,,0.4,23.200000000000003
2009-07-10,78,40.0,,0.4,31.200000000000003
2009-07-11,44,40.0,,0.4,17.6
2009-07-12,67,40.0,,0.4,26.8
2009-07-13,100,40.0,,0.4,40.0
2009-07-14,70,40.0,,0.4,28.0
2009-07-15,29,40.0,,0.4,11.600000000000001
2009-07-16,72,40.0,,0.4,28.8
2009-07-17,0,40.0,,0.4,0.0
2009-07-18,0,40.0,,0.4,0.0
2009-07-19,23,40.0,,0.4,9.200000000000001
2009-07-20,57,40.0,,0.4,22.8
2009-07-21,82,40.0,,0.4,32.800000000000004
2009-07-22,28,40.0,,0.4,11.200000000000001
2009-07-23,57,40.0,,0.4,22.8
2009-07-24,15,40.0,,0.4,6.0
2009-07-25,22,40.0,,0.4,8.8
2009-07-26,44,40.0,,0.4,17.6
2009-07-27,84,40.0,,0.4,33.6
2009-07-28,69,40.0,,0.4,27.6
2009-07-29,70,40.0,,0.4,28.0
2009-07-30,86,40.0,,0.4,34.4
2009-07-31,45,40.0,,0.4,18.0
2009-08-01,32,55.0,False,0.55,17.6
2009-08-02,0,55.0,,0.55,0.0
2009-08-03,63,55.0,,0.55,34.650000000000006
2009-08-04,51,55.0,,0.55,28.05
2009-08-05,21,55.0,,0.55,11.55
2009-08-06,32,55.0,,0.55,17.6
2009-08-07,22,55.0,,0.55,12.100000000000001
2009-08-08,63,55.0,,0.55,34.650000000000006
2009-08-09,48,55.0,,0.55,26.400000000000002
2009-08-10,21,55.0,,0.55,11.55
2009-08-11,61,55.0,,0.55,33.550000000000004
2009-08-12,52,55.0,,0.55,28.6
2009-08-13,52,55.0,,0.55,28.6
2009-08-14,67,55.0,,0.55,36.85
2009-08-15,80,55.0,,0.55,44.0
2009-08-16,32,55.0,,0.55,17.6
2009-08-17,41,55.0,,0.55,22.55
2009-08-18,61,55.0,,0.55,33.550000000000004
2009-08-19,30,55.0,,0.55,16.5
2009-08-20,73,55.0,,0.55,40.150000000000006
2009-08-21,33,55.0,,0.55,18.150000000000002
2009-08-22,0,55.0,,0.55,0.0
2009-08-23,46,55.0,,0.55,25.3
2009-08-24,62,55.0,,0.55,34.1
2009-08-25,70,55.0,,0.55,38.5
2009-08-26,81,55.0,,0.55,44.550000000000004
2009-08-27,61,55.0,,0.55,33.550000000000004
2009-08-28,75,55.0,,0.55,41.25
2009-08-29,15,55.0,,0.55,8.25
2009-08-30,0,55.0,,0.55,0.0
2009-08-31,100,55.0,,0.55,55.00000000000001
2009-09-01,66,82.0,False,0.82,54.12
2009-09-02,59,82.0,,0.82,48.379999999999995
2009-09-03,98,82.0,,0.82,80.36
2009-09-04,33,82.0,,0.82,27.06
2009-09-05,23,82.0,,0.82,18.86
2009-09-06,60,82.0,,0.82,49.199999999999996
2009-09-07,61,82.0,,0.82,50.019999999999996
2009-09-08,51,82.0,,0.82,41.82
2009-09-09,43,82.0,,0.82,35.26
2009-09-10,94,82.0,,0.82,77.08
2009-09-11,45,82.0,,0.82,36.9
2009-09-12,32,82.0,,0.82,26.24
2009-09-13,21,82.0,,0.82,17.22
2009-09-14,71,82.0,,0.82,58.22
2009-09-15,98,82.0,,0.82,80.36
2009-09-16,64,82.0,,0.82,52.48
2009-09-17,93,82.0,,0.82,76.25999999999999
2009-09-18,38,82.0,,0.82,31.159999999999997
2009-09-19,11,82.0,,0.82,9.02
2009-09-20,11,82.0,,0.82,9.02
2009-09-21,57,82.0,,0.82,46.739999999999995
2009-09-22,28,82.0,,0.82,22.959999999999997
2009-09-23,50,82.0,,0.82,41.0
2009-09-24,51,82.0,,0.82,41.82
2009-09-25,61,82.0,,0.82,50.019999999999996
2009-09-26,22,82.0,,0.82,18.04
2009-09-27,42,82.0,,0.82,34.44
2009-09-28,100,82.0,,0.82,82.0
2009-09-29,35,82.0,,0.82,28.7
2009-09-30,57,82.0,,0.82,46.739999999999995
2009-10-01,43,76.0,False,0.76,32.68
2009-10-02,37,76.0,,0.76,28.12
2009-10-03,13,76.0,,0.76,9.88
2009-10-04,13,76.0,,0.76,9.88
2009-10-05,67,76.0,,0.76,50.92
2009-10-06,66,76.0,,0.76,50.160000000000004
2009-10-07,68,76.0,,0.76,51.68
2009-10-08,26,76.0,,0.76,19.76
2009-10-09,54,76.0,,0.76,41.04
2009-10-10,26,76.0,,0.76,19.76
2009-10-11,51,76.0,,0.76,38.76
2009-10-12,62,76.0,,0.76,47.12
2009-10-13,74,76.0,,0.76,56.24
2009-10-14,93,76.0,,0.76,70.68
2009-10-15,100,76.0,,0.76,76.0
2009-10-16,72,76.0,,0.76,54.72
2009-10-17,38,76.0,,0.76,28.88
2009-10-18,38,76.0,,0.76,28.88
2009-10-19,92,76.0,,0.76,69.92
2009-10-20,74,76.0,,0.76,56.24
2009-10-21,66,76.0,,0.76,50.160000000000004
2009-10-22,33,76.0,,0.76,25.080000000000002
2009-10-23,71,76.0,,0.76,53.96
2009-10-24,49,76.0,,0.76,37.24
2009-10-25,50,76.0,,0.76,38.0
2009-10-26,74,76.0,,0.76,56.24
2009-10-27,89,76.0,,0.76,67.64
2009-10-28,73,76.0,,0.76,55.480000000000004
2009-10-29,25,76.0,,0.76,19.0
2009-10-30,45,76.0,,0.76,34.2
2009-10-31,39,76.0,,0.76,29.64
2009-11-01,45,59.0,False,0.59,26.549999999999997
2009-11-02,56,59.0,,0.59,33.04
2009-11-03,47,59.0,,0.59,27.729999999999997
2009-11-04,67,59.0,,0.59,39.53
2009-11-05,41,59.0,,0.59,24.189999999999998
2009-11-06,29,59.0,,0.59,17.11
2009-11-07,41,59.0,,0.59,24.189999999999998
2009-11-08,21,59.0,,0.59,12.389999999999999
2009-11-09,47,59.0,,0.59,27.729999999999997
2009-11-10,93,59.0,,0.59,54.87
2009-11-11,28,59.0,,0.59,16.52
2009-11-12,41,59.0,,0.59,24.189999999999998
2009-11-13,28,59.0,,0.59,16.52
2009-11-14,10,59.0,,0.59,5.8999999999999995
2009-11-15,60,59.0,,0.59,35.4
2009-11-16,68,59.0,,0.59,40.12
2009-11-17,33,59.0,,0.59,19.47
2009-11-18,100,59.0,,0.59,59.0
2009-11-19,34,59.0,,0.59,20.06
2009-11-20,71,59.0,,0.59,41.89
2009-11-21,30,59.0,,0.59,17.7
2009-11-22,0,59.0,,0.59,0.0
2009-11-23,20,59.0,,0.59,11.799999999999999
2009-11-24,47,59.0,,0.59,27.729999999999997
2009-11-25,30,59.0,,0.59,17.7
2009-11-26,21,59.0,,0.59,12.389999999999999
2009-11-27,49,59.0,,0.59,28.91
2009-11-28,31,59.0,,0.59,18.29
2009-11-29,20,59.0,,0.59,11.799999999999999
2009-11-30,40,59.0,,0.59,23.599999999999998
2009-12-01,100,54.0,False,0.54,54.0
2009-12-02,58,54.0,,0.54,31.32
2009-12-03,80,54.0,,0.54,43.2
2009-12-04,62,54.0,,0.54,33.480000000000004
2009-12-05,21,54.0,,0.54,11.34
2009-12-06,11,54.0,,0.54,5.94
2009-12-07,64,54.0,,0.54,34.56
2009-12-08,64,54.0,,0.54,34.56
2009-12-09,36,54.0,,0.54,19.44
2009-12-10,15,54.0,,0.54,8.100000000000001
2009-12-11,31,54.0,,0.54,16.740000000000002
2009-12-12,54,54.0,,0.54,29.160000000000004
2009-12-13,22,54.0,,0.54,11.88
2009-12-14,74,54.0,,0.54,39.96
2009-12-15,29,54.0,,0.54,15.66
2009-12-16,38,54.0,,0.54,20.520000000000003
2009-12-17,55,54.0,,0.54,29.700000000000003
2009-12-18,42,54.0,,0.54,22.68
2009-12-19,11,54.0,,0.54,5.94
2009-12-20,23,54.0,,0.54,12.420000000000002
2009-12-21,25,54.0,,0.54,13.5
2009-12-22,51,54.0,,0.54,27.540000000000003
2009-12-23,82,54.0,,0.54,44.28
2009-12-24,23,54.0,,0.54,12.420000000000002
2009-12-25,0,54.0,,0.54,0.0
2009-12-26,13,54.0,,0.54,7.0200000000000005
2009-12-27,25,54.0,,0.54,13.5
2009-12-28,27,54.0,,0.54,14.580000000000002
2009-12-29,26,54.0,,0.54,14.040000000000001
2009-12-30,26,54.0,,0.54,14.040000000000001
2009-12-31,10,54.0,,0.54,5.4
2010-01-01,34,69.0,False,0.69,23.459999999999997
2010-01-02,0,69.0,,0.69,0.0
2010-01-03,29,69.0,,0.69,20.009999999999998
2010-01-04,79,69.0,,0.69,54.51
2010-01-05,6,69.0,,0.69,4.14
2010-01-06,64,69.0,,0.69,44.16
2010-01-07,45,69.0,,0.69,31.049999999999997
2010-01-08,20,69.0,,0.69,13.799999999999999
2010-01-09,18,69.0,,0.69,12.419999999999998
2010-01-10,18,69.0,,0.69,12.419999999999998
2010-01-11,38,69.0,,0.69,26.22
2010-01-12,56,69.0,,0.69,38.64
2010-01-13,100,69.0,,0.69,69.0
2010-01-14,44,69.0,,0.69,30.36
2010-01-15,32,69.0,,0.69,22.08
2010-01-16,28,69.0,,0.69,19.32
2010-01-17,9,69.0,,0.69,6.209999999999999
2010-01-18,63,69.0,,0.69,43.47
2010-01-19,25,69.0,,0.69,17.25
2010-01-20,55,69.0,,0.69,37.949999999999996
2010-01-21,61,69.0,,0.69,42.089999999999996
2010-01-22,51,69.0,,0.69,35.19
2010-01-23,44,69.0,,0.69,30.36
2010-01-24,18,69.0,,0.69,12.419999999999998
2010-01-25,61,69.0,,0.69,42.089999999999996
2010-01-26,54,69.0,,0.69,37.26
2010-01-27,42,69.0,,0.69,28.979999999999997
2010-01-28,66,69.0,,0.69,45.54
2010-01-29,25,69.0,,0.69,17.25
2010-01-30,43,69.0,,0.69,29.669999999999998
2010-01-31,44,69.0,,0.69,30.36
2010-02-01,50,77.0,False,0.77,38.5
2010-02-02,42,77.0,,0.77,32.34
2010-02-03,43,77.0,,0.77,33.11
2010-02-04,100,77.0,,0.77,77.0
2010-02-05,45,77.0,,0.77,34.65
2010-02-06,53,77.0,,0.77,40.81
2010-02-07,46,77.0,,0.77,35.42
2010-02-08,65,77.0,,0.77,50.050000000000004
2010-02-09,55,77.0,,0.77,42.35
2010-02-10,86,77.0,,0.77,66.22
2010-02-11,57,77.0,,0.77,43.89
2010-02-12,54,77.0,,0.77,41.58
2010-02-13,73,77.0,,0.77,56.21
2010-02-14,38,77.0,,0.77,29.26
2010-02-15,50,77.0,,0.77,38.5
2010-02-16,56,77.0,,0.77,43.120000000000005
2010-02-17,82,77.0,,0.77,63.14
2010-02-18,38,77.0,,0.77,29.26
2010-02-19,46,77.0,,0.77,35.42
2010-02-20,37,77.0,,0.77,28.490000000000002
2010-02-21,9,77.0,,0.77,6.93
2010-02-22,62,77.0,,0.77,47.74
2010-02-23,72,77.0,,0.77,55.44
2010-02-24,98,77.0,,0.77,75.46000000000001
2010-02-25,93,77.0,,0.77,71.61
2010-02-26,58,77.0,,0.77,44.660000000000004
2010-02-27,9,77.0,,0.77,6.93
2010-02-28,63,77.0,,0.77,48.51
2010-03-01,61,70.0,False,0.7,42.699999999999996
2010-03-02,74,70.0,,0.7,51.8
2010-03-03,68,70.0,,0.7,47.599999999999994
2010-03-04,85,70.0,,0.7,59.49999999999999
2010-03-05,24,70.0,,0.7,16.799999999999997
2010-03-06,11,70.0,,0.7,7.699999999999999
2010-03-07,70,70.0,,0.7,49.0
2010-03-08,62,70.0,,0.7,43.4
2010-03-09,76,70.0,,0.7,53.199999999999996
2010-03-10,68,70.0,,0.7,47.599999999999994
2010-03-11,70,70.0,,0.7,49.0
2010-03-12,56,70.0,,0.7,39.199999999999996
2010-03-13,67,70.0,,0.7,46.9
2010-03-14,11,70.0,,0.7,7.699999999999999
2010-03-15,55,70.0,,0.7,38.5
2010-03-16,54,70.0,,0.7,37.8
2010-03-17,79,70.0,,0.7,55.3
2010-03-18,64,70.0,,0.7,44.8
2010-03-19,42,70.0,,0.7,29.4
2010-03-20,24,70.0,,0.7,16.799999999999997
2010-03-21,34,70.0,,0.7,23.799999999999997
2010-03-22,68,70.0,,0.7,47.599999999999994
2010-03-23,91,70.0,,0.7,63.699999999999996
2010-03-24,100,70.0,,0.7,70.0
2010-03-25,85,70.0,,0.7,59.49999999999999
2010-03-26,41,70.0,,0.7,28.7
2010-03-27,23,70.0,,0.7,16.099999999999998
2010-03-28,23,70.0,,0.7,16.099999999999998
2010-03-29,61,70.0,,0.7,42.699999999999996
2010-03-30,69,70.0,,0.7,48.3
2010-03-31,16,70.0,,0.7,11.2
2010-04-01,47,70.0,False,0.7,32.9
2010-04-02,54,70.0,,0.7,37.8
2010-04-03,20,70.0,,0.7,14.0
2010-04-04,41,70.0,,0.7,28.7
2010-04-05,19,70.0,,0.7,13.299999999999999
2010-04-06,100,70.0,,0.7,70.0
2010-04-07,49,70.0,,0.7,34.3
2010-04-08,44,70.0,,0.7,30.799999999999997
2010-04-09,27,70.0,,0.7,18.9
2010-04-10,28,70.0,,0.7,19.599999999999998
2010-04-11,28,70.0,,0.7,19.599999999999998
2010-04-12,79,70.0,,0.7,55.3
2010-04-13,60,70.0,,0.7,42.0
2010-04-14,79,70.0,,0.7,55.3
2010-04-15,37,70.0,,0.7,25.9
2010-04-16,13,70.0,,0.7,9.1
2010-04-17,37,70.0,,0.7,25.9
2010-04-18,37,70.0,,0.7,25.9
2010-04-19,37,70.0,,0.7,25.9
2010-04-20,84,70.0,,0.7,58.8
2010-04-21,18,70.0,,0.7,12.6
2010-04-22,19,70.0,,0.7,13.299999999999999
2010-04-23,33,70.0,,0.7,23.099999999999998
2010-04-24,27,70.0,,0.7,18.9
2010-04-25,0,70.0,,0.7,0.0
2010-04-26,30,70.0,,0.7,21.0
2010-04-27,48,70.0,,0.7,33.599999999999994
2010-04-28,37,70.0,,0.7,25.9
2010-04-29,70,70.0,,0.7,49.0
2010-04-30,34,70.0,,0.7,23.799999999999997
2010-05-01,62,62.0,False,0.62,38.44
2010-05-02,78,62.0,,0.62,48.36
2010-05-03,82,62.0,,0.62,50.839999999999996
2010-05-04,89,62.0,,0.62,55.18
2010-05-05,40,62.0,,0.62,24.8
2010-05-06,93,62.0,,0.62,57.66
2010-05-07,100,62.0,,0.62,62.0
2010-05-08,47,62.0,,0.62,29.14
2010-05-09,65,62.0,,0.62,40.3
2010-05-10,82,62.0,,0.62,50.839999999999996
2010-05-11,90,62.0,,0.62,55.8
2010-05-12,61,62.0,,0.62,37.82
2010-05-13,72,62.0,,0.62,44.64
2010-05-14,33,62.0,,0.62,20.46
2010-05-15,16,62.0,,0.62,9.92
2010-05-16,49,62.0,,0.62,30.38
2010-05-17,61,62.0,,0.62,37.82
2010-05-18,30,62.0,,0.62,18.6
2010-05-19,41,62.0,,0.62,25.419999999999998
2010-05-20,63,62.0,,0.62,39.06
2010-05-21,67,62.0,,0.62,41.54
2010-05-22,32,62.0,,0.62,19.84
2010-05-23,33,62.0,,0.62,20.46
2010-05-24,73,62.0,,0.62,45.26
2010-05-25,83,62.0,,0.62,51.46
2010-05-26,53,62.0,,0.62,32.86
2010-05-27,54,62.0,,0.62,33.48
2010-05-28,24,62.0,,0.62,14.879999999999999
2010-05-29,83,62.0,,0.62,51.46
2010-05-30,18,62.0,,0.62,11.16
2010-05-31,30,62.0,,0.62,18.6
2010-06-01,46,51.0,False,0.51,23.46
2010-06-02,37,51.0,,0.51,18.87
2010-06-03,18,51.0,,0.51,9.18
