date,live gold_unscaled,live gold_monthly,isPartial,scale,live gold
2008-12-18,33,33,False,0.33,10.89
2008-12-19,59,59,False,0.59,34.809999999999995
2008-12-20,67,67,False,0.67,44.89
2008-12-21,51,51,False,0.51,26.01
2008-12-22,42,42,False,0.42,17.64
2008-12-23,38,38,False,0.38,14.44
2008-12-24,78,78,False,0.78,60.84
2008-12-25,100,100,False,1.0,100.0
2008-12-26,58,58,False,0.58,33.64
2008-12-27,79,79,False,0.79,62.410000000000004
2008-12-28,81,81,False,0.81,65.61
2008-12-29,62,62,False,0.62,38.44
2008-12-30,56,56,False,0.56,31.360000000000003
2008-12-31,73,73,False,0.73,53.29
2009-01-01,89,89,False,0.89,79.21000000000001
2009-01-02,53,53,False,0.53,28.09
2009-01-03,83,83,False,0.83,68.89
2009-01-04,52,52,False,0.52,27.04
2009-01-05,50,50,False,0.5,25.0
2009-01-06,41,41,False,0.41,16.81
2009-01-07,14,14,False,0.14,1.9600000000000002
2009-01-08,35,35,False,0.35,12.25
2009-01-09,36,36,False,0.36,12.959999999999999
2009-01-10,100,100,False,1.0,100.0
2009-01-11,62,62,False,0.62,38.44
2009-01-12,41,41,False,0.41,16.81
2009-01-13,27,27,False,0.27,7.290000000000001
2009-01-14,41,41,False,0.41,16.81
2009-01-15,14,14,False,0.14,1.9600000000000002
2009-01-16,36,36,False,0.36,12.959999999999999
2009-01-17,61,61,False,0.61,37.21
2009-01-18,42,42,False,0.42,17.64
2009-01-19,45,45,False,0.45,20.25
2009-01-20,34,34,False,0.34,11.56
2009-01-21,40,40,False,0.4,16.0
2009-01-22,27,27,False,0.27,7.290000000000001
2009-01-23,28,28,False,0.28,7.840000000000001
2009-01-24,39,39,False,0.39,15.21
2009-01-25,49,49,False,0.49,24.009999999999998
2009-01-26,67,67,False,0.67,44.89
2009-01-27,33,33,False,0.33,10.89
2009-01-28,52,52,False,0.52,27.04
2009-01-29,81,81,False,0.81,65.61
2009-01-30,49,49,False,0.49,24.009999999999998
2009-01-31,49,49,False,0.49,24.009999999999998
2009-02-01,73,73,False,0.73,53.29
2009-02-02,100,100,False,1.0,100.0
2009-02-03,31,31,False,0.31,9.61
2009-02-04,32,32,False,0.32,10.24
2009-02-05,56,56,False,0.56,31.360000000000003
2009-02-06,25,25,False,0.25,6.25
2009-02-07,72,72,False,0.72,51.839999999999996
2009-02-08,60,60,False,0.6,36.0
2009-02-09,79,79,False,0.79,62.410000000000004
2009-02-10,55,55,False,0.55,30.250000000000004
2009-02-11,63,63,False,0.63,39.69
2009-02-12,57,57,False,0.57,32.489999999999995
2009-02-13,43,43,False,0.43,18.49
2009-02-14,73,73,False,0.73,53.29
2009-02-15,51,51,False,0.51,26.01
2009-02-16,79,79,False,0.79,62.410000000000004
2009-02-17,88,88,False,0.88,77.44
2009-02-18,47,47,False,0.47,22.09
2009-02-19,32,32,False,0.32,10.24
2009-02-20,51,51,False,0.51,26.01
2009-02-21,48,48,False,0.48,23.04
2009-02-22,94,94,False,0.94,88.36
2009-02-23,73,73,False,0.73,53.29
2009-02-24,72,72,False,0.72,51.839999999999996
2009-02-25,32,32,False,0.32,10.24
2009-02-26,16,16,False,0.16,2.56
2009-02-27,58,58,False,0.58,33.64
2009-02-28,70,70,False,0.7,49.0
2009-03-01,59,59,False,0.59,34.809999999999995
2009-03-02,40,40,False,0.4,16.0
2009-03-03,94,94,False,0.94,88.36
2009-03-04,67,67,False,0.67,44.89
2009-03-05,34,34,False,0.34,11.56
2009-03-06,29,29,False,0.29,8.41
2009-03-07,20,20,False,0.2,4.0
2009-03-08,82,82,False,0.82,67.24
2009-03-09,67,67,False,0.67,44.89
2009-03-10,33,33,False,0.33,10.89
2009-03-11,61,61,False,0.61,37.21
2009-03-12,48,48,False,0.48,23.04
2009-03-13,51,51,False,0.51,26.01
2009-03-14,92,92,False,0.92,84.64
2009-03-15,51,51,False,0.51,26.01
2009-03-16,34,34,False,0.34,11.56
2009-03-17,34,34,False,0.34,11.56
2009-03-18,42,42,False,0.42,17.64
2009-03-19,47,47,False,0.47,22.09
2009-03-20,44,44,False,0.44,19.36
2009-03-21,62,62,False,0.62,38.44
2009-03-22,62,62,False,0.62,38.44
2009-03-23,7,7,False,0.07,0.49000000000000005
2009-03-24,60,60,False,0.6,36.0
2009-03-25,33,33,False,0.33,10.89
2009-03-26,27,27,False,0.27,7.290000000000001
2009-03-27,36,36,False,0.36,12.959999999999999
2009-03-28,99,99,False,0.99,98.01
2009-03-29,100,100,False,1.0,100.0
2009-03-30,46,46,False,0.46,21.16
2009-03-31,46,46,False,0.46,21.16
2009-04-01,41,41,False,0.41,16.81
2009-04-02,42,42,False,0.42,17.64
2009-04-03,26,26,False,0.26,6.76
2009-04-04,89,89,False,0.89,79.21000000000001
2009-04-05,63,63,False,0.63,39.69
2009-04-06,57,57,False,0.57,32.489999999999995
2009-04-07,8,8,False,0.08,0.64
2009-04-08,17,17,False,0.17,2.89
2009-04-09,35,35,False,0.35,12.25
2009-04-10,30,30,False,0.3,9.0
2009-04-11,65,65,False,0.65,42.25
2009-04-12,28,28,False,0.28,7.840000000000001
2009-04-13,83,83,False,0.83,68.89
2009-04-14,32,32,False,0.32,10.24
2009-04-15,56,56,False,0.56,31.360000000000003
2009-04-16,25,25,False,0.25,6.25
2009-04-17,45,45,False,0.45,20.25
2009-04-18,13,13,False,0.13,1.69
2009-04-19,100,100,False,1.0,100.0
2009-04-20,24,24,False,0.24,5.76
2009-04-21,40,40,False,0.4,16.0
2009-04-22,40,40,False,0.4,16.0
2009-04-23,58,58,False,0.58,33.64
2009-04-24,18,18,False,0.18,3.2399999999999998
2009-04-25,79,79,False,0.79,62.410000000000004
2009-04-26,78,78,False,0.78,60.84
2009-04-27,24,24,False,0.24,5.76
2009-04-28,47,47,False,0.47,22.09
2009-04-29,32,32,False,0.32,10.24
2009-04-30,32,32,False,0.32,10.24
2009-05-01,18,18,False,0.18,3.2399999999999998
2009-05-02,100,100,False,1.0,100.0
2009-05-03,98,98,False,0.98,96.03999999999999
2009-05-04,32,32,False,0.32,10.24
2009-05-05,31,31,False,0.31,9.61
2009-05-06,40,40,False,0.4,16.0
2009-05-07,24,24,False,0.24,5.76
2009-05-08,18,18,False,0.18,3.2399999999999998
2009-05-09,53,53,False,0.53,28.09
2009-05-10,27,27,False,0.27,7.290000000000001
2009-05-11,50,50,False,0.5,25.0
2009-05-12,32,32,False,0.32,10.24
2009-05-13,16,16,False,0.16,2.56
2009-05-14,49,49,False,0.49,24.009999999999998
2009-05-15,52,52,False,0.52,27.04
2009-05-16,13,13,False,0.13,1.69
2009-05-17,25,25,False,0.25,6.25
2009-05-18,57,57,False,0.57,32.489999999999995
2009-05-19,24,24,False,0.24,5.76
2009-05-20,33,33,False,0.33,10.89
2009-05-21,84,84,False,0.84,70.56
2009-05-22,28,28,False,0.28,7.840000000000001
2009-05-23,55,55,False,0.55,30.250000000000004
2009-05-24,28,28,False,0.28,7.840000000000001
2009-05-25,36,36,False,0.36,12.959999999999999
2009-05-26,41,41,False,0.41,16.81
2009-05-27,24,24,False,0.24,5.76
2009-05-28,41,41,False,0.41,16.81
2009-05-29,36,36,False,0.36,12.959999999999999
2009-05-30,13,13,False,0.13,1.69
2009-05-31,67,67,False,0.67,44.89
2009-06-01,8,8,False,0.08,0.64
2009-06-02,61,61,False,0.61,37.21
2009-06-03,23,23,False,0.23,5.29
2009-06-04,71,71,False,0.71,50.41
2009-06-05,67,67,False,0.67,44.89
2009-06-06,37,37,False,0.37,13.69
2009-06-07,73,73,False,0.73,53.29
2009-06-08,100,100,False,1.0,100.0
2009-06-09,46,46,False,0.46,21.16
2009-06-10,39,39,False,0.39,15.21
2009-06-11,55,55,False,0.55,30.250000000000004
2009-06-12,76,76,False,0.76,57.76
2009-06-13,25,25,False,0.25,6.25
2009-06-14,50,50,False,0.5,25.0
2009-06-15,79,79,False,0.79,62.410000000000004
2009-06-16,39,39,False,0.39,15.21
2009-06-17,39,39,False,0.39,15.21
2009-06-18,48,48,False,0.48,23.04
2009-06-19,94,94,False,0.94,88.36
2009-06-20,24,24,False,0.24,5.76
2009-06-21,51,51,False,0.51,26.01
2009-06-22,87,87,False,0.87,75.69
2009-06-23,47,47,False,0.47,22.09
2009-06-24,16,16,False,0.16,2.56
2009-06-25,80,80,False,0.8,64.0
2009-06-26,33,33,False,0.33,10.89
2009-06-27,37,37,False,0.37,13.69
2009-06-28,75,75,False,0.75,56.25
2009-06-29,56,56,False,0.56,31.360000000000003
2009-06-30,24,24,False,0.24,5.76
2009-07-01,41,41,False,0.41,16.81
2009-07-02,44,44,False,0.44,19.36
2009-07-03,32,32,False,0.32,10.24
2009-07-04,10,10,False,0.1,1.0
2009-07-05,52,52,False,0.52,27.04
2009-07-06,18,18,False,0.18,3.2399999999999998
2009-07-07,23,23,False,0.23,5.29
2009-07-08,35,35,False,0.35,12.25
2009-07-09,18,18,False,0.18,3.2399999999999998
2009-07-10,44,44,False,0.44,19.36
2009-07-11,27,27,False,0.27,7.290000000000001
2009-07-12,37,37,False,0.37,13.69
2009-07-13,35,35,False,0.35,12.25
2009-07-14,17,17,False,0.17,2.89
2009-07-15,30,30,False,0.3,9.0
2009-07-16,18,18,False,0.18,3.2399999999999998
2009-07-17,38,38,False,0.38,14.44
2009-07-18,36,36,False,0.36,12.959999999999999
2009-07-19,56,56,False,0.56,31.360000000000003
2009-07-20,29,29,False,0.29,8.41
2009-07-21,34,34,False,0.34,11.56
2009-07-22,40,40,False,0.4,16.0
2009-07-23,48,48,False,0.48,23.04
2009-07-24,50,50,False,0.5,25.0
2009-07-25,36,36,False,0.36,12.959999999999999
2009-07-26,100,100,False,1.0,100.0
2009-07-27,46,46,False,0.46,21.16
2009-07-28,45,45,False,0.45,20.25
2009-07-29,17,17,False,0.17,2.89
2009-07-30,47,47,False,0.47,22.09
2009-07-31,19,19,False,0.19,3.61
2009-08-01,35,35,False,0.35,12.25
2009-08-02,48,48,False,0.48,23.04
2009-08-03,62,62,False,0.62,38.44
2009-08-04,22,22,False,0.22,4.84
2009-08-05,30,30,False,0.3,9.0
2009-08-06,47,47,False,0.47,22.09
2009-08-07,82,82,False,0.82,67.24
2009-08-08,58,58,False,0.58,33.64
2009-08-09,48,48,False,0.48,23.04
2009-08-10,54,54,False,0.54,29.160000000000004
2009-08-11,75,75,False,0.75,56.25
2009-08-12,61,61,False,0.61,37.21
2009-08-13,23,23,False,0.23,5.29
2009-08-14,58,58,False,0.58,33.64
2009-08-15,82,82,False,0.82,67.24
2009-08-16,48,48,False,0.48,23.04
2009-08-17,46,46,False,0.46,21.16
2009-08-18,45,45,False,0.45,20.25
2009-08-19,15,15,False,0.15,2.25
2009-08-20,31,31,False,0.31,9.61
2009-08-21,41,41,False,0.41,16.81
2009-08-22,90,90,False,0.9,81.0
2009-08-23,34,34,False,0.34,11.56
2009-08-24,38,38,False,0.38,14.44
2009-08-25,7,7,False,0.07,0.49000000000000005
2009-08-26,52,52,False,0.52,27.04
2009-08-27,37,37,False,0.37,13.69
2009-08-28,63,63,False,0.63,39.69
2009-08-29,43,43,False,0.43,18.49
2009-08-30,100,100,False,1.0,100.0
2009-08-31,30,30,False,0.3,9.0
2009-09-01,26,26,False,0.26,6.76
2009-09-02,33,33,False,0.33,10.89
2009-09-03,33,33,False,0.33,10.89
2009-09-04,43,43,False,0.43,18.49
2009-09-05,51,51,False,0.51,26.01
2009-09-06,74,74,False,0.74,54.76
2009-09-07,100,100,False,1.0,100.0
2009-09-08,51,51,False,0.51,26.01
2009-09-09,63,63,False,0.63,39.69
2009-09-10,39,39,False,0.39,15.21
2009-09-11,67,67,False,0.67,44.89
2009-09-12,19,19,False,0.19,3.61
2009-09-13,57,57,False,0.57,32.489999999999995
2009-09-14,32,32,False,0.32,10.24
2009-09-15,43,43,False,0.43,18.49
2009-09-16,25,25,False,0.25,6.25
2009-09-17,19,19,False,0.19,3.61
2009-09-18,48,48,False,0.48,23.04
2009-09-19,67,67,False,0.67,44.89
2009-09-20,77,77,False,0.77,59.29
2009-09-21,57,57,False,0.57,32.489999999999995
2009-09-22,37,37,False,0.37,13.69
2009-09-23,43,43,False,0.43,18.49
2009-09-24,38,38,False,0.38,14.44
2009-09-25,34,34,False,0.34,11.56
2009-09-26,48,48,False,0.48,23.04
2009-09-27,28,28,False,0.28,7.840000000000001
2009-09-28,6,6,False,0.06,0.36
2009-09-29,49,49,False,0.49,24.009999999999998
2009-09-30,31,31,False,0.31,9.61
2009-10-01,46,46,False,0.46,21.16
2009-10-02,33,33,False,0.33,10.89
2009-10-03,34,34,False,0.34,11.56
2009-10-04,67,67,False,0.67,44.89
2009-10-05,45,45,False,0.45,20.25
2009-10-06,88,88,False,0.88,77.44
2009-10-07,52,52,False,0.52,27.04
2009-10-08,53,53,False,0.53,28.09
2009-10-09,55,55,False,0.55,30.250000000000004
2009-10-10,90,90,False,0.9,81.0
2009-10-11,57,57,False,0.57,32.489999999999995
2009-10-12,62,62,False,0.62,38.44
2009-10-13,22,22,False,0.22,4.84
2009-10-14,30,30,False,0.3,9.0
2009-10-15,22,22,False,0.22,4.84
2009-10-16,32,32,False,0.32,10.24
2009-10-17,68,68,False,0.68,46.24
2009-10-18,100,100,False,1.0,100.0
2009-10-19,37,37,False,0.37,13.69
2009-10-20,58,58,False,0.58,33.64
2009-10-21,36,36,False,0.36,12.959999999999999
2009-10-22,81,81,False,0.81,65.61
2009-10-23,63,63,False,0.63,39.69
2009-10-24,77,77,False,0.77,59.29
2009-10-25,33,33,False,0.33,10.89
2009-10-26,43,43,False,0.43,18.49
2009-10-27,35,35,False,0.35,12.25
2009-10-28,72,72,False,0.72,51.839999999999996
2009-10-29,58,58,False,0.58,33.64
2009-10-30,40,40,False,0.4,16.0
2009-10-31,79,79,False,0.79,62.410000000000004
2009-11-01,33,33,False,0.33,10.89
2009-11-02,41,41,False,0.41,16.81
2009-11-03,54,54,False,0.54,29.160000000000004
2009-11-04,49,49,False,0.49,24.009999999999998
2009-11-05,25,25,False,0.25,6.25
2009-11-06,27,27,False,0.27,7.290000000000001
2009-11-07,53,53,False,0.53,28.09
2009-11-08,38,38,False,0.38,14.44
2009-11-09,35,35,False,0.35,12.25
2009-11-10,44,44,False,0.44,19.36
2009-11-11,51,51,False,0.51,26.01
2009-11-12,20,20,False,0.2,4.0
2009-11-13,47,47,False,0.47,22.09
2009-11-14,44,44,False,0.44,19.36
2009-11-15,44,44,False,0.44,19.36
2009-11-16,49,49,False,0.49,24.009999999999998
2009-11-17,24,24,False,0.24,5.76
2009-11-18,63,63,False,0.63,39.69
2009-11-19,25,25,False,0.25,6.25
2009-11-20,42,42,False,0.42,17.64
2009-11-21,66,66,False,0.66,43.56
2009-11-22,29,29,False,0.29,8.41
2009-11-23,49,49,False,0.49,24.009999999999998
2009-11-24,20,20,False,0.2,4.0
2009-11-25,78,78,False,0.78,60.84
2009-11-26,23,23,False,0.23,5.29
2009-11-27,100,100,False,1.0,100.0
2009-11-28,98,98,False,0.98,96.03999999999999
2009-11-29,45,45,False,0.45,20.25
2009-11-30,63,63,False,0.63,39.69
2009-12-01,46,46,False,0.46,21.16
2009-12-02,42,42,False,0.42,17.64
2009-12-03,43,43,False,0.43,18.49
2009-12-04,37,37,False,0.37,13.69
2009-12-05,74,74,False,0.74,54.76
2009-12-06,64,64,False,0.64,40.96
2009-12-07,35,35,False,0.35,12.25
2009-12-08,49,49,False,0.49,24.009999999999998
2009-12-09,50,50,False,0.5,25.0
2009-12-10,28,28,False,0.28,7.840000000000001
2009-12-11,33,33,False,0.33,10.89
2009-12-12,40,40,False,0.4,16.0
2009-12-13,35,35,False,0.35,12.25
2009-12-14,48,48,False,0.48,23.04
2009-12-15,31,31,False,0.31,9.61
2009-12-16,45,45,False,0.45,20.25
2009-12-17,33,33,False,0.33,10.89
2009-12-18,22,22,False,0.22,4.84
2009-12-19,37,37,False,0.37,13.69
2009-12-20,75,75,False,0.75,56.25
2009-12-21,27,27,False,0.27,7.290000000000001
2009-12-22,54,54,False,0.54,29.160000000000004
2009-12-23,59,59,False,0.59,34.809999999999995
2009-12-24,54,54,False,0.54,29.160000000000004
2009-12-25,48,48,False,0.48,23.04
2009-12-26,69,69,False,0.69,47.61
2009-12-27,47,47,False,0.47,22.09
2009-12-28,100,100,False,1.0,100.0
2009-12-29,46,46,False,0.46,21.16
2009-12-30,71,71,False,0.71,50.41
2009-12-31,68,68,False,0.68,46.24
2010-01-01,80,80,False,0.8,64.0
2010-01-02,68,68,False,0.68,46.24
2010-01-03,100,100,False,1.0,100.0
2010-01-04,57,57,False,0.57,32.489999999999995
2010-01-05,56,56,False,0.56,31.360000000000003
2010-01-06,34,34,False,0.34,11.56
2010-01-07,45,45,False,0.45,20.25
2010-01-08,63,63,False,0.63,39.69
2010-01-09,63,63,False,0.63,39.69
2010-01-10,73,73,False,0.73,53.29
2010-01-11,39,39,False,0.39,15.21
2010-01-12,65,65,False,0.65,42.25
2010-01-13,22,22,False,0.22,4.84
2010-01-14,66,66,False,0.66,43.56
2010-01-15,69,69,False,0.69,47.61
2010-01-16,80,80,False,0.8,64.0
2010-01-17,65,65,False,0.65,42.25
2010-01-18,37,37,False,0.37,13.69
2010-01-19,37,37,False,0.37,13.69
2010-01-20,48,48,False,0.48,23.04
2010-01-21,43,43,False,0.43,18.49
2010-01-22,39,39,False,0.39,15.21
2010-01-23,39,39,False,0.39,15.21
2010-01-24,62,62,False,0.62,38.44
2010-01-25,27,27,False,0.27,7.290000000000001
2010-01-26,37,37,False,0.37,13.69
2010-01-27,74,74,False,0.74,54.76
2010-01-28,48,48,False,0.48,23.04
2010-01-29,44,44,False,0.44,19.36
2010-01-30,45,45,False,0.45,20.25
2010-01-31,15,15,False,0.15,2.25
2010-02-01,6,6,False,0.06,0.36
2010-02-02,13,13,False,0.13,1.69
2010-02-03,10,10,False,0.1,1.0
2010-02-04,11,11,False,0.11,1.21
2010-02-05,7,7,False,0.07,0.49000000000000005
2010-02-06,7,7,False,0.07,0.49000000000000005
2010-02-07,15,15,False,0.15,2.25
2010-02-08,9,9,False,0.09,0.8099999999999999
2010-02-09,10,10,False,0.1,1.0
2010-02-10,12,12,False,0.12,1.44
2010-02-11,11,11,False,0.11,1.21
2010-02-12,11,11,False,0.11,1.21
2010-02-13,20,20,False,0.2,4.0
2010-02-14,19,19,False,0.19,3.61
2010-02-15,17,17,False,0.17,2.89
2010-02-16,11,11,False,0.11,1.21
2010-02-17,9,9,False,0.09,0.8099999999999999
2010-02-18,9,9,False,0.09,0.8099999999999999
2010-02-19,7,7,False,0.07,0.49000000000000005
2010-02-20,13,13,False,0.13,1.69
2010-02-21,15,15,False,0.15,2.25
2010-02-22,15,15,False,0.15,2.25
2010-02-23,10,10,False,0.1,1.0
2010-02-24,7,7,False,0.07,0.49000000000000005
2010-02-25,7,7,False,0.07,0.49000000000000005
2010-02-26,10,10,False,0.1,1.0
2010-02-27,9,9,False,0.09,0.8099999999999999
2010-02-28,100,100,False,1.0,100.0
2010-03-01,36,36,False,0.36,12.959999999999999
2010-03-02,41,41,False,0.41,16.81
2010-03-03,53,53,False,0.53,28.09
2010-03-04,55,55,False,0.55,30.250000000000004
2010-03-05,38,38,False,0.38,14.44
2010-03-06,72,72,False,0.72,51.839999999999996
2010-03-07,91,91,False,0.91,82.81
2010-03-08,30,30,False,0.3,9.0
2010-03-09,42,42,False,0.42,17.64
2010-03-10,24,24,False,0.24,5.76
2010-03-11,54,54,False,0.54,29.160000000000004
2010-03-12,69,69,False,0.69,47.61
2010-03-13,35,35,False,0.35,12.25
2010-03-14,35,35,False,0.35,12.25
2010-03-15,31,31,False,0.31,9.61
2010-03-16,30,30,False,0.3,9.0
2010-03-17,19,19,False,0.19,3.61
2010-03-18,38,38,False,0.38,14.44
2010-03-19,46,46,False,0.46,21.16
2010-03-20,74,74,False,0.74,54.76
2010-03-21,36,36,False,0.36,12.959999999999999
2010-03-22,42,42,False,0.42,17.64
2010-03-23,36,36,False,0.36,12.959999999999999
2010-03-24,36,36,False,0.36,12.959999999999999
2010-03-25,55,55,False,0.55,30.250000000000004
2010-03-26,64,64,False,0.64,40.96
2010-03-27,27,27,False,0.27,7.290000000000001
2010-03-28,100,100,False,1.0,100.0
2010-03-29,48,48,False,0.48,23.04
2010-03-30,66,66,False,0.66,43.56
2010-03-31,86,86,False,0.86,73.96
2010-04-01,31,31,False,0.31,9.61
2010-04-02,100,100,False,1.0,100.0
2010-04-03,54,54,False,0.54,29.160000000000004
2010-04-04,48,48,False,0.48,23.04
2010-04-05,42,42,False,0.42,17.64
2010-04-06,29,29,False,0.29,8.41
2010-04-07,29,29,False,0.29,8.41
2010-04-08,23,23,False,0.23,5.29
2010-04-09,25,25,False,0.25,6.25
2010-04-10,52,52,False,0.52,27.04
2010-04-11,70,70,False,0.7,49.0
2010-04-12,40,40,False,0.4,16.0
2010-04-13,28,28,False,0.28,7.840000000000001
2010-04-14,39,39,False,0.39,15.21
2010-04-15,29,29,False,0.29,8.41
2010-04-16,42,42,False,0.42,17.64
2010-04-17,43,43,False,0.43,18.49
2010-04-18,68,68,False,0.68,46.24
2010-04-19,28,28,False,0.28,7.840000000000001
2010-04-20,72,72,False,0.72,51.839999999999996
2010-04-21,40,40,False,0.4,16.0
2010-04-22,51,51,False,0.51,26.01
2010-04-23,43,43,False,0.43,18.49
2010-04-24,51,51,False,0.51,26.01
2010-04-25,85,85,False,0.85,72.25
2010-04-26,22,22,False,0.22,4.84
2010-04-27,38,38,False,0.38,14.44
2010-04-28,40,40,False,0.4,16.0
2010-04-29,64,64,False,0.64,40.96
2010-04-30,69,69,False,0.69,47.61
2010-05-01,37,37,False,0.37,13.69
2010-05-02,73,73,False,0.73,53.29
2010-05-03,48,48,False,0.48,23.04
2010-05-04,47,47,False,0.47,22.09
2010-05-05,64,64,False,0.64,40.96
2010-05-06,50,50,False,0.5,25.0
2010-05-07,35,35,False,0.35,12.25
2010-05-08,74,74,False,0.74,54.76
2010-05-09,64,64,False,0.64,40.96
2010-05-10,73,73,False,0.73,53.29
2010-05-11,88,88,False,0.88,77.44
2010-05-12,81,81,False,0.81,65.61
2010-05-13,82,82,False,0.82,67.24
2010-05-14,18,18,False,0.18,3.2399999999999998
2010-05-15,65,65,False,0.65,42.25
2010-05-16,65,65,False,0.65,42.25
2010-05-17,97,97,False,0.97,94.09
2010-05-18,55,55,False,0.55,30.250000000000004
2010-05-19,97,97,False,0.97,94.09
2010-05-20,34,34,False,0.34,11.56
2010-05-21,53,53,False,0.53,28.09
2010-05-22,51,51,False,0.51,26.01
2010-05-23,52,52,False,0.52,27.04
2010-05-24,74,74,False,0.74,54.76
2010-05-25,50,50,False,0.5,25.0
2010-05-26,67,67,False,0.67,44.89
2010-05-27,60,60,False,0.6,36.0
2010-05-28,46,46,False,0.46,21.16
2010-05-29,40,40,False,0.4,16.0
2010-05-30,100,100,False,1.0,100.0
2010-05-31,48,48,False,0.48,23.04
2010-06-01,31,31,False,0.31,9.61
2010-06-02,61,61,False,0.61,37.21
2010-06-03,23,23,False,0.23,5.29
2010-06-04,24,24,False,0.24,5.76
2010-06-05,69,69,False,0.69,47.61
2010-06-06,57,57,False,0.57,32.489999999999995
2010-06-07,31,31,False,0.31,9.61
2010-06-08,30,30,False,0.3,9.0
2010-06-09,31,31,False,0.31,9.61
2010-06-10,31,31,False,0.31,9.61
2010-06-11,100,100,False,1.0,100.0
2010-06-12,59,59,False,0.59,34.809999999999995
2010-06-13,36,36,False,0.36,12.959999999999999
2010-06-14,62,62,False,0.62,38.44
2010-06-15,69,69,False,0.69,47.61
2010-06-16,39,39,False,0.39,15.21
2010-06-17,65,65,False,0.65,42.25
2010-06-18,43,43,False,0.43,18.49
2010-06-19,61,61,False,0.61,37.21
2010-06-20,50,50,False,0.5,25.0
2010-06-21,71,71,False,0.71,50.41
2010-06-22,91,91,False,0.91,82.81
2010-06-23,47,47,False,0.47,22.09
2010-06-24,93,93,False,0.93,86.49000000000001
2010-06-25,76,76,False,0.76,57.76
2010-06-26,12,12,False,0.12,1.44
2010-06-27,84,84,False,0.84,70.56
2010-06-28,54,54,False,0.54,29.160000000000004
2010-06-29,46,46,False,0.46,21.16
2010-06-30,79,79,False,0.79,62.410000000000004
2010-07-01,42,42,False,0.42,17.64
2010-07-02,51,51,False,0.51,26.01
2010-07-03,54,54,False,0.54,29.160000000000004
2010-07-04,11,11,False,0.11,1.21
2010-07-05,69,69,False,0.69,47.61
2010-07-06,43,43,False,0.43,18.49
2010-07-07,35,35,False,0.35,12.25
2010-07-08,100,100,False,1.0,100.0
2010-07-09,60,60,False,0.6,36.0
2010-07-10,30,30,False,0.3,9.0
2010-07-11,91,91,False,0.91,82.81
2010-07-12,29,29,False,0.29,8.41
2010-07-13,21,21,False,0.21,4.41
2010-07-14,71,71,False,0.71,50.41
2010-07-15,93,93,False,0.93,86.49000000000001
2010-07-16,68,68,False,0.68,46.24
2010-07-17,50,50,False,0.5,25.0
2010-07-18,82,82,False,0.82,67.24
2010-07-19,50,50,False,0.5,25.0
2010-07-20,42,42,False,0.42,17.64
2010-07-21,36,36,False,0.36,12.959999999999999
2010-07-22,78,78,False,0.78,60.84
2010-07-23,53,53,False,0.53,28.09
2010-07-24,39,39,False,0.39,15.21
2010-07-25,61,61,False,0.61,37.21
2010-07-26,70,70,False,0.7,49.0
2010-07-27,90,90,False,0.9,81.0
2010-07-28,14,14,False,0.14,1.9600000000000002
2010-07-29,50,50,False,0.5,25.0
2010-07-30,23,23,False,0.23,5.29
2010-07-31,40,40,False,0.4,16.0
2010-08-01,23,23,False,0.23,5.29
2010-08-02,57,57,False,0.57,32.489999999999995
2010-08-03,32,32,False,0.32,10.24
2010-08-04,57,57,False,0.57,32.489999999999995
2010-08-05,99,99,False,0.99,98.01
2010-08-06,52,52,False,0.52,27.04
2010-08-07,35,35,False,0.35,12.25
2010-08-08,70,70,False,0.7,49.0
2010-08-09,89,89,False,0.89,79.21000000000001
2010-08-10,95,95,False,0.95,90.25
2010-08-11,33,33,False,0.33,10.89
2010-08-12,66,66,False,0.66,43.56
2010-08-13,61,61,False,0.61,37.21
2010-08-14,45,45,False,0.45,20.25
2010-08-15,58,58,False,0.58,33.64
2010-08-16,98,98,False,0.98,96.03999999999999
2010-08-17,72,72,False,0.72,51.839999999999996
2010-08-18,48,48,False,0.48,23.04
2010-08-19,66,66,False,0.66,43.56
2010-08-20,52,52,False,0.52,27.04
2010-08-21,67,67,False,0.67,44.89
2010-08-22,66,66,False,0.66,43.56
2010-08-23,56,56,False,0.56,31.360000000000003
2010-08-24,46,46,False,0.46,21.16
2010-08-25,32,32,False,0.32,10.24
2010-08-26,65,65,False,0.65,42.25
2010-08-27,42,42,False,0.42,17.64
2010-08-28,100,100,False,1.0,100.0
2010-08-29,67,67,False,0.67,44.89
2010-08-30,86,86,False,0.86,73.96
2010-08-31,85,85,False,0.85,72.25
2010-09-01,61,61,False,0.61,37.21
2010-09-02,28,28,False,0.28,7.840000000000001
2010-09-03,70,70,False,0.7,49.0
2010-09-04,8,8,False,0.08,0.64
2010-09-05,40,40,False,0.4,16.0
2010-09-06,56,56,False,0.56,31.360000000000003
2010-09-07,67,67,False,0.67,44.89
2010-09-08,16,16,False,0.16,2.56
2010-09-09,49,49,False,0.49,24.009999999999998
2010-09-10,39,39,False,0.39,15.21
2010-09-11,59,59,False,0.59,34.809999999999995
2010-09-12,58,58,False,0.58,33.64
2010-09-13,43,43,False,0.43,18.49
2010-09-14,53,53,False,0.53,28.09
2010-09-15,65,65,False,0.65,42.25
2010-09-16,67,67,False,0.67,44.89
2010-09-17,92,92,False,0.92,84.64
2010-09-18,100,100,False,1.0,100.0
