date,SOCIAL SECURITY CARD_unscaled,SOCIAL SECURITY CARD_monthly,isPartial,scale,SOCIAL SECURITY CARD
2008-10-02,76,80.0,,0.8,60.800000000000004
2008-10-03,52,80.0,,0.8,41.6
2008-10-04,27,80.0,,0.8,21.6
2008-10-05,26,80.0,,0.8,20.8
2008-10-06,89,80.0,,0.8,71.2
2008-10-07,96,80.0,,0.8,76.80000000000001
2008-10-08,34,80.0,,0.8,27.200000000000003
2008-10-09,64,80.0,,0.8,51.2
2008-10-10,63,80.0,,0.8,50.400000000000006
2008-10-11,62,80.0,,0.8,49.6
2008-10-12,27,80.0,,0.8,21.6
2008-10-13,63,80.0,,0.8,50.400000000000006
2008-10-14,55,80.0,,0.8,44.0
2008-10-15,89,80.0,,0.8,71.2
2008-10-16,83,80.0,,0.8,66.4
2008-10-17,79,80.0,,0.8,63.2
2008-10-18,47,80.0,,0.8,37.6
2008-10-19,59,80.0,,0.8,47.2
2008-10-20,79,80.0,,0.8,63.2
2008-10-21,73,80.0,,0.8,58.400000000000006
2008-10-22,47,80.0,,0.8,37.6
2008-10-23,100,80.0,,0.8,80.0
2008-10-24,70,80.0,,0.8,56.0
2008-10-25,66,80.0,,0.8,52.800000000000004
2008-10-26,20,80.0,,0.8,16.0
2008-10-27,88,80.0,,0.8,70.4
2008-10-28,63,80.0,,0.8,50.400000000000006
2008-10-29,78,80.0,,0.8,62.400000000000006
2008-10-30,75,80.0,,0.8,60.0
2008-10-31,48,80.0,,0.8,38.400000000000006
2008-11-01,59,62.0,False,0.62,36.58
2008-11-02,22,62.0,,0.62,13.64
2008-11-03,93,62.0,,0.62,57.66
2008-11-04,50,62.0,,0.62,31.0
2008-11-05,96,62.0,,0.62,59.519999999999996
2008-11-06,56,62.0,,0.62,34.72
2008-11-07,69,62.0,,0.62,42.78
2008-11-08,30,62.0,,0.62,18.6
2008-11-09,45,62.0,,0.62,27.9
2008-11-10,100,62.0,,0.62,62.0
2008-11-11,90,62.0,,0.62,55.8
2008-11-12,59,62.0,,0.62,36.58
2008-11-13,65,62.0,,0.62,40.3
2008-11-14,63,62.0,,0.62,39.06
2008-11-15,37,62.0,,0.62,22.94
2008-11-16,30,62.0,,0.62,18.6
2008-11-17,60,62.0,,0.62,37.2
2008-11-18,71,62.0,,0.62,44.02
2008-11-19,87,62.0,,0.62,53.94
2008-11-20,72,62.0,,0.62,44.64
2008-11-21,48,62.0,,0.62,29.759999999999998
2008-11-22,15,62.0,,0.62,9.3
2008-11-23,38,62.0,,0.62,23.56
2008-11-24,95,62.0,,0.62,58.9
2008-11-25,55,62.0,,0.62,34.1
2008-11-26,44,62.0,,0.62,27.28
2008-11-27,24,62.0,,0.62,14.879999999999999
2008-11-28,44,62.0,,0.62,27.28
2008-11-29,23,62.0,,0.62,14.26
2008-11-30,7,62.0,,0.62,4.34
2008-12-01,50,59.0,False,0.59,29.5
2008-12-02,70,59.0,,0.59,41.3
2008-12-03,53,59.0,,0.59,31.27
2008-12-04,83,59.0,,0.59,48.97
2008-12-05,45,59.0,,0.59,26.549999999999997
2008-12-06,5,59.0,,0.59,2.9499999999999997
2008-12-07,26,59.0,,0.59,15.34
2008-12-08,75,59.0,,0.59,44.25
2008-12-09,38,59.0,,0.59,22.419999999999998
2008-12-10,36,59.0,,0.59,21.24
2008-12-11,65,59.0,,0.59,38.35
2008-12-12,50,59.0,,0.59,29.5
2008-12-13,32,59.0,,0.59,18.88
2008-12-14,22,59.0,,0.59,12.979999999999999
2008-12-15,54,59.0,,0.59,31.86
2008-12-16,100,59.0,,0.59,59.0
2008-12-17,26,59.0,,0.59,15.34
2008-12-18,34,59.0,,0.59,20.06
2008-12-19,25,59.0,,0.59,14.75
2008-12-20,17,59.0,,0.59,10.03
2008-12-21,30,59.0,,0.59,17.7
2008-12-22,60,59.0,,0.59,35.4
2008-12-23,22,59.0,,0.59,12.979999999999999
2008-12-24,11,59.0,,0.59,6.489999999999999
2008-12-25,8,59.0,,0.59,4.72
2008-12-26,46,59.0,,0.59,27.139999999999997
2008-12-27,43,59.0,,0.59,25.369999999999997
2008-12-28,32,59.0,,0.59,18.88
2008-12-29,52,59.0,,0.59,30.68
2008-12-30,73,59.0,,0.59,43.07
2008-12-31,51,59.0,,0.59,30.09
2009-01-01,40,74.0,False,0.74,29.6
2009-01-02,47,74.0,,0.74,34.78
2009-01-03,33,74.0,,0.74,24.419999999999998
2009-01-04,33,74.0,,0.74,24.419999999999998
2009-01-05,57,74.0,,0.74,42.18
2009-01-06,51,74.0,,0.74,37.74
2009-01-07,48,74.0,,0.74,35.519999999999996
2009-01-08,67,74.0,,0.74,49.58
2009-01-09,55,74.0,,0.74,40.7
2009-01-10,37,74.0,,0.74,27.38
2009-01-11,33,74.0,,0.74,24.419999999999998
2009-01-12,78,74.0,,0.74,57.72
2009-01-13,69,74.0,,0.74,51.06
2009-01-14,70,74.0,,0.74,51.8
2009-01-15,95,74.0,,0.74,70.3
2009-01-16,66,74.0,,0.74,48.839999999999996
2009-01-17,38,74.0,,0.74,28.12
2009-01-18,28,74.0,,0.74,20.72
2009-01-19,52,74.0,,0.74,38.48
2009-01-20,66,74.0,,0.74,48.839999999999996
2009-01-21,43,74.0,,0.74,31.82
2009-01-22,47,74.0,,0.74,34.78
2009-01-23,98,74.0,,0.74,72.52
2009-01-24,42,74.0,,0.74,31.08
2009-01-25,21,74.0,,0.74,15.54
2009-01-26,100,74.0,,0.74,74.0
2009-01-27,70,74.0,,0.74,51.8
2009-01-28,70,74.0,,0.74,51.8
2009-01-29,61,74.0,,0.74,45.14
2009-01-30,52,74.0,,0.74,38.48
2009-01-31,42,74.0,,0.74,31.08
2009-02-01,6,69.0,False,0.69,4.14
2009-02-02,94,69.0,,0.69,64.86
2009-02-03,84,69.0,,0.69,57.959999999999994
2009-02-04,69,69.0,,0.69,47.61
2009-02-05,88,69.0,,0.69,60.72
2009-02-06,78,69.0,,0.69,53.81999999999999
2009-02-07,43,69.0,,0.69,29.669999999999998
2009-02-08,49,69.0,,0.69,33.809999999999995
2009-02-09,77,69.0,,0.69,53.129999999999995
2009-02-10,56,69.0,,0.69,38.64
2009-02-11,90,69.0,,0.69,62.099999999999994
2009-02-12,54,69.0,,0.69,37.26
2009-02-13,62,69.0,,0.69,42.779999999999994
2009-02-14,45,69.0,,0.69,31.049999999999997
2009-02-15,46,69.0,,0.69,31.74
2009-02-16,99,69.0,,0.69,68.30999999999999
2009-02-17,100,69.0,,0.69,69.0
2009-02-18,65,69.0,,0.69,44.849999999999994
2009-02-19,58,69.0,,0.69,40.019999999999996
2009-02-20,60,69.0,,0.69,41.4
2009-02-21,18,69.0,,0.69,12.419999999999998
2009-02-22,43,69.0,,0.69,29.669999999999998
2009-02-23,62,69.0,,0.69,42.779999999999994
2009-02-24,77,69.0,,0.69,53.129999999999995
2009-02-25,62,69.0,,0.69,42.779999999999994
2009-02-26,66,69.0,,0.69,45.54
2009-02-27,86,69.0,,0.69,59.339999999999996
2009-02-28,24,69.0,,0.69,16.56
2009-03-01,45,62.0,False,0.62,27.9
2009-03-02,57,62.0,,0.62,35.339999999999996
2009-03-03,83,62.0,,0.62,51.46
2009-03-04,57,62.0,,0.62,35.339999999999996
2009-03-05,75,62.0,,0.62,46.5
2009-03-06,56,62.0,,0.62,34.72
2009-03-07,40,62.0,,0.62,24.8
2009-03-08,27,62.0,,0.62,16.74
2009-03-09,79,62.0,,0.62,48.98
2009-03-10,70,62.0,,0.62,43.4
2009-03-11,87,62.0,,0.62,53.94
2009-03-12,58,62.0,,0.62,35.96
2009-03-13,33,62.0,,0.62,20.46
2009-03-14,59,62.0,,0.62,36.58
2009-03-15,40,62.0,,0.62,24.8
2009-03-16,40,62.0,,0.62,24.8
2009-03-17,71,62.0,,0.62,44.02
2009-03-18,54,62.0,,0.62,33.48
2009-03-19,57,62.0,,0.62,35.339999999999996
2009-03-20,47,62.0,,0.62,29.14
2009-03-21,41,62.0,,0.62,25.419999999999998
2009-03-22,47,62.0,,0.62,29.14
2009-03-23,100,62.0,,0.62,62.0
2009-03-24,85,62.0,,0.62,52.7
2009-03-25,57,62.0,,0.62,35.339999999999996
2009-03-26,83,62.0,,0.62,51.46
2009-03-27,79,62.0,,0.62,48.98
2009-03-28,26,62.0,,0.62,16.12
2009-03-29,52,62.0,,0.62,32.24
2009-03-30,69,62.0,,0.62,42.78
2009-03-31,84,62.0,,0.62,52.08
2009-04-01,96,67.0,False,0.67,64.32000000000001
2009-04-02,77,67.0,,0.67,51.59
2009-04-03,76,67.0,,0.67,50.92
2009-04-04,42,67.0,,0.67,28.14
2009-04-05,15,67.0,,0.67,10.05
2009-04-06,100,67.0,,0.67,67.0
2009-04-07,64,67.0,,0.67,42.88
2009-04-08,93,67.0,,0.67,62.31
2009-04-09,68,67.0,,0.67,45.56
2009-04-10,50,67.0,,0.67,33.5
2009-04-11,31,67.0,,0.67,20.77
2009-04-12,66,67.0,,0.67,44.220000000000006
2009-04-13,77,67.0,,0.67,51.59
2009-04-14,88,67.0,,0.67,58.96
2009-04-15,72,67.0,,0.67,48.24
2009-04-16,92,67.0,,0.67,61.64
2009-04-17,51,67.0,,0.67,34.17
2009-04-18,47,67.0,,0.67,31.490000000000002
2009-04-19,34,67.0,,0.67,22.78
2009-04-20,97,67.0,,0.67,64.99000000000001
2009-04-21,57,67.0,,0.67,38.190000000000005
2009-04-22,67,67.0,,0.67,44.89
2009-04-23,89,67.0,,0.67,59.63
2009-04-24,75,67.0,,0.67,50.25
2009-04-25,39,67.0,,0.67,26.130000000000003
2009-04-26,15,67.0,,0.67,10.05
2009-04-27,94,67.0,,0.67,62.980000000000004
2009-04-28,76,67.0,,0.67,50.92
2009-04-29,58,67.0,,0.67,38.86
2009-04-30,66,67.0,,0.67,44.220000000000006
2009-05-01,58,70.0,False,0.7,40.599999999999994
2009-05-02,25,70.0,,0.7,17.5
2009-05-03,19,70.0,,0.7,13.299999999999999
2009-05-04,65,70.0,,0.7,45.5
2009-05-05,53,70.0,,0.7,37.099999999999994
2009-05-06,54,70.0,,0.7,37.8
2009-05-07,55,70.0,,0.7,38.5
2009-05-08,38,70.0,,0.7,26.599999999999998
2009-05-09,15,70.0,,0.7,10.5
2009-05-10,31,70.0,,0.7,21.7
2009-05-11,67,70.0,,0.7,46.9
2009-05-12,71,70.0,,0.7,49.699999999999996
2009-05-13,59,70.0,,0.7,41.3
2009-05-14,55,70.0,,0.7,38.5
2009-05-15,64,70.0,,0.7,44.8
2009-05-16,34,70.0,,0.7,23.799999999999997
2009-05-17,37,70.0,,0.7,25.9
2009-05-18,100,70.0,,0.7,70.0
2009-05-19,72,70.0,,0.7,50.4
2009-05-20,77,70.0,,0.7,53.9
2009-05-21,62,70.0,,0.7,43.4
2009-05-22,23,70.0,,0.7,16.099999999999998
2009-05-23,0,70.0,,0.7,0.0
2009-05-24,32,70.0,,0.7,22.4
2009-05-25,27,70.0,,0.7,18.9
2009-05-26,98,70.0,,0.7,68.6
2009-05-27,74,70.0,,0.7,51.8
2009-05-28,61,70.0,,0.7,42.699999999999996
2009-05-29,78,70.0,,0.7,54.599999999999994
2009-05-30,38,70.0,,0.7,26.599999999999998
2009-05-31,33,70.0,,0.7,23.099999999999998
2009-06-01,74,75.0,False,0.75,55.5
2009-06-02,62,75.0,,0.75,46.5
2009-06-03,48,75.0,,0.75,36.0
2009-06-04,46,75.0,,0.75,34.5
2009-06-05,36,75.0,,0.75,27.0
2009-06-06,29,75.0,,0.75,21.75
2009-06-07,29,75.0,,0.75,21.75
2009-06-08,100,75.0,,0.75,75.0
2009-06-09,68,75.0,,0.75,51.0
2009-06-10,67,75.0,,0.75,50.25
2009-06-11,56,75.0,,0.75,42.0
2009-06-12,64,75.0,,0.75,48.0
2009-06-13,24,75.0,,0.75,18.0
2009-06-14,39,75.0,,0.75,29.25
2009-06-15,81,75.0,,0.75,60.75
2009-06-16,58,75.0,,0.75,43.5
2009-06-17,59,75.0,,0.75,44.25
2009-06-18,37,75.0,,0.75,27.75
2009-06-19,37,75.0,,0.75,27.75
2009-06-20,38,75.0,,0.75,28.5
2009-06-21,40,75.0,,0.75,30.0
2009-06-22,81,75.0,,0.75,60.75
2009-06-23,61,75.0,,0.75,45.75
2009-06-24,56,75.0,,0.75,42.0
2009-06-25,28,75.0,,0.75,21.0
2009-06-26,73,75.0,,0.75,54.75
2009-06-27,24,75.0,,0.75,18.0
2009-06-28,24,75.0,,0.75,18.0
2009-06-29,72,75.0,,0.75,54.0
2009-06-30,81,75.0,,0.75,60.75
2009-07-01,52,71.0,False,0.71,36.92
2009-07-02,63,71.0,,0.71,44.73
2009-07-03,51,71.0,,0.71,36.21
2009-07-04,32,71.0,,0.71,22.72
2009-07-05,46,71.0,,0.71,32.66
2009-07-06,79,71.0,,0.71,56.089999999999996
2009-07-07,58,71.0,,0.71,41.18
2009-07-08,70,71.0,,0.71,49.699999999999996
2009-07-09,57,71.0,,0.71,40.47
2009-07-10,88,71.0,,0.71,62.48
2009-07-11,23,71.0,,0.71,16.33
2009-07-12,29,71.0,,0.71,20.59
2009-07-13,48,71.0,,0.71,34.08
2009-07-14,77,71.0,,0.71,54.669999999999995
2009-07-15,48,71.0,,0.71,34.08
2009-07-16,71,71.0,,0.71,50.41
2009-07-17,48,71.0,,0.71,34.08
2009-07-18,57,71.0,,0.71,40.47
2009-07-19,48,71.0,,0.71,34.08
2009-07-20,55,71.0,,0.71,39.05
2009-07-21,100,71.0,,0.71,71.0
2009-07-22,54,71.0,,0.71,38.339999999999996
2009-07-23,56,71.0,,0.71,39.76
2009-07-24,75,71.0,,0.71,53.25
2009-07-25,45,71.0,,0.71,31.95
2009-07-26,40,71.0,,0.71,28.4
2009-07-27,95,71.0,,0.71,67.45
2009-07-28,57,71.0,,0.71,40.47
2009-07-29,51,71.0,,0.71,36.21
2009-07-30,30,71.0,,0.71,21.299999999999997
2009-07-31,83,71.0,,0.71,58.93
2009-08-01,16,77.0,False,0.77,12.32
2009-08-02,37,77.0,,0.77,28.490000000000002
2009-08-03,100,77.0,,0.77,77.0
2009-08-04,60,77.0,,0.77,46.2
2009-08-05,65,77.0,,0.77,50.050000000000004
2009-08-06,72,77.0,,0.77,55.44
2009-08-07,56,77.0,,0.77,43.120000000000005
2009-08-08,21,77.0,,0.77,16.17
2009-08-09,27,77.0,,0.77,20.79
2009-08-10,61,77.0,,0.77,46.97
2009-08-11,63,77.0,,0.77,48.51
2009-08-12,77,77.0,,0.77,59.29
2009-08-13,61,77.0,,0.77,46.97
2009-08-14,62,77.0,,0.77,47.74
2009-08-15,31,77.0,,0.77,23.87
2009-08-16,47,77.0,,0.77,36.19
2009-08-17,78,77.0,,0.77,60.06
2009-08-18,70,77.0,,0.77,53.9
2009-08-19,71,77.0,,0.77,54.67
2009-08-20,55,77.0,,0.77,42.35
2009-08-21,61,77.0,,0.77,46.97
2009-08-22,5,77.0,,0.77,3.85
2009-08-23,20,77.0,,0.77,15.4
2009-08-24,100,77.0,,0.77,77.0
2009-08-25,71,77.0,,0.77,54.67
2009-08-26,72,77.0,,0.77,55.44
2009-08-27,53,77.0,,0.77,40.81
2009-08-28,62,77.0,,0.77,47.74
2009-08-29,52,77.0,,0.77,40.04
2009-08-30,39,77.0,,0.77,30.03
2009-08-31,52,77.0,,0.77,40.04
2009-09-01,77,74.0,False,0.74,56.98
2009-09-02,73,74.0,,0.74,54.019999999999996
2009-09-03,96,74.0,,0.74,71.03999999999999
2009-09-04,66,74.0,,0.74,48.839999999999996
2009-09-05,47,74.0,,0.74,34.78
2009-09-06,45,74.0,,0.74,33.3
2009-09-07,29,74.0,,0.74,21.46
2009-09-08,66,74.0,,0.74,48.839999999999996
2009-09-09,84,74.0,,0.74,62.16
2009-09-10,100,74.0,,0.74,74.0
2009-09-11,73,74.0,,0.74,54.019999999999996
2009-09-12,46,74.0,,0.74,34.04
2009-09-13,37,74.0,,0.74,27.38
2009-09-14,52,74.0,,0.74,38.48
2009-09-15,96,74.0,,0.74,71.03999999999999
2009-09-16,70,74.0,,0.74,51.8
2009-09-17,86,74.0,,0.74,63.64
2009-09-18,65,74.0,,0.74,48.1
2009-09-19,47,74.0,,0.74,34.78
2009-09-20,38,74.0,,0.74,28.12
2009-09-21,82,74.0,,0.74,60.68
2009-09-22,69,74.0,,0.74,51.06
2009-09-23,74,74.0,,0.74,54.76
2009-09-24,80,74.0,,0.74,59.2
2009-09-25,51,74.0,,0.74,37.74
2009-09-26,38,74.0,,0.74,28.12
2009-09-27,46,74.0,,0.74,34.04
2009-09-28,64,74.0,,0.74,47.36
2009-09-29,68,74.0,,0.74,50.32
2009-09-30,80,74.0,,0.74,59.2
2009-10-01,58,57.0,False,0.57,33.059999999999995
2009-10-02,47,57.0,,0.57,26.79
2009-10-03,22,57.0,,0.57,12.54
2009-10-04,37,57.0,,0.57,21.09
2009-10-05,100,57.0,,0.57,56.99999999999999
2009-10-06,68,57.0,,0.57,38.76
2009-10-07,71,57.0,,0.57,40.47
2009-10-08,63,57.0,,0.57,35.91
2009-10-09,70,57.0,,0.57,39.9
2009-10-10,38,57.0,,0.57,21.659999999999997
2009-10-11,54,57.0,,0.57,30.779999999999998
2009-10-12,71,57.0,,0.57,40.47
2009-10-13,66,57.0,,0.57,37.62
2009-10-14,76,57.0,,0.57,43.31999999999999
2009-10-15,71,57.0,,0.57,40.47
2009-10-16,65,57.0,,0.57,37.05
2009-10-17,40,57.0,,0.57,22.799999999999997
2009-10-18,58,57.0,,0.57,33.059999999999995
2009-10-19,67,57.0,,0.57,38.19
2009-10-20,76,57.0,,0.57,43.31999999999999
2009-10-21,90,57.0,,0.57,51.3
2009-10-22,64,57.0,,0.57,36.48
2009-10-23,54,57.0,,0.57,30.779999999999998
2009-10-24,39,57.0,,0.57,22.229999999999997
2009-10-25,30,57.0,,0.57,17.099999999999998
2009-10-26,76,57.0,,0.57,43.31999999999999
2009-10-27,54,57.0,,0.57,30.779999999999998
2009-10-28,65,57.0,,0.57,37.05
2009-10-29,62,57.0,,0.57,35.339999999999996
2009-10-30,65,57.0,,0.57,37.05
2009-10-31,19,57.0,,0.57,10.829999999999998
2009-11-01,23,66.0,False,0.66,15.180000000000001
2009-11-02,68,66.0,,0.66,44.88
2009-11-03,83,66.0,,0.66,54.78
2009-11-04,59,66.0,,0.66,38.940000000000005
2009-11-05,46,66.0,,0.66,30.360000000000003
2009-11-06,60,66.0,,0.66,39.6
2009-11-07,16,66.0,,0.66,10.56
2009-11-08,54,66.0,,0.66,35.64
2009-11-09,70,66.0,,0.66,46.2
2009-11-10,62,66.0,,0.66,40.92
2009-11-11,33,66.0,,0.66,21.78
2009-11-12,95,66.0,,0.66,62.7
2009-11-13,44,66.0,,0.66,29.040000000000003
2009-11-14,10,66.0,,0.66,6.6000000000000005
2009-11-15,57,66.0,,0.66,37.620000000000005
2009-11-16,100,66.0,,0.66,66.0
2009-11-17,54,66.0,,0.66,35.64
2009-11-18,76,66.0,,0.66,50.160000000000004
2009-11-19,52,66.0,,0.66,34.32
2009-11-20,77,66.0,,0.66,50.82
2009-11-21,31,66.0,,0.66,20.46
2009-11-22,26,66.0,,0.66,17.16
2009-11-23,59,66.0,,0.66,38.940000000000005
2009-11-24,56,66.0,,0.66,36.96
2009-11-25,73,66.0,,0.66,48.18
2009-11-26,16,66.0,,0.66,10.56
2009-11-27,40,66.0,,0.66,26.400000000000002
2009-11-28,11,66.0,,0.66,7.260000000000001
2009-11-29,15,66.0,,0.66,9.9
2009-11-30,88,66.0,,0.66,58.080000000000005
2009-12-01,63,63.0,False,0.63,39.69
2009-12-02,100,63.0,,0.63,63.0
2009-12-03,68,63.0,,0.63,42.84
2009-12-04,89,63.0,,0.63,56.07
2009-12-05,49,63.0,,0.63,30.87
2009-12-06,13,63.0,,0.63,8.19
2009-12-07,83,63.0,,0.63,52.29
2009-12-08,66,63.0,,0.63,41.58
2009-12-09,91,63.0,,0.63,57.33
2009-12-10,60,63.0,,0.63,37.8
2009-12-11,72,63.0,,0.63,45.36
2009-12-12,50,63.0,,0.63,31.5
2009-12-13,0,63.0,,0.63,0.0
2009-12-14,73,63.0,,0.63,45.99
2009-12-15,83,63.0,,0.63,52.29
2009-12-16,57,63.0,,0.63,35.910000000000004
2009-12-17,62,63.0,,0.63,39.06
2009-12-18,62,63.0,,0.63,39.06
2009-12-19,26,63.0,,0.63,16.38
2009-12-20,20,63.0,,0.63,12.6
2009-12-21,85,63.0,,0.63,53.55
2009-12-22,78,63.0,,0.63,49.14
2009-12-23,47,63.0,,0.63,29.61
2009-12-24,59,63.0,,0.63,37.17
2009-12-25,17,63.0,,0.63,10.71
2009-12-26,60,63.0,,0.63,37.8
2009-12-27,59,63.0,,0.63,37.17
2009-12-28,52,63.0,,0.63,32.76
2009-12-29,85,63.0,,0.63,53.55
2009-12-30,93,63.0,,0.63,58.59
2009-12-31,57,63.0,,0.63,35.910000000000004
2010-01-01,42,85.0,False,0.85,35.699999999999996
2010-01-02,20,85.0,,0.85,17.0
2010-01-03,31,85.0,,0.85,26.349999999999998
2010-01-04,78,85.0,,0.85,66.3
2010-01-05,100,85.0,,0.85,85.0
2010-01-06,69,85.0,,0.85,58.65
2010-01-07,66,85.0,,0.85,56.1
2010-01-08,54,85.0,,0.85,45.9
2010-01-09,26,85.0,,0.85,22.099999999999998
2010-01-10,23,85.0,,0.85,19.55
2010-01-11,66,85.0,,0.85,56.1
2010-01-12,76,85.0,,0.85,64.6
2010-01-13,73,85.0,,0.85,62.05
2010-01-14,67,85.0,,0.85,56.949999999999996
2010-01-15,51,85.0,,0.85,43.35
2010-01-16,34,85.0,,0.85,28.9
2010-01-17,42,85.0,,0.85,35.699999999999996
2010-01-18,68,85.0,,0.85,57.8
2010-01-19,70,85.0,,0.85,59.5
2010-01-20,67,85.0,,0.85,56.949999999999996
2010-01-21,88,85.0,,0.85,74.8
2010-01-22,32,85.0,,0.85,27.2
2010-01-23,33,85.0,,0.85,28.05
2010-01-24,51,85.0,,0.85,43.35
2010-01-25,67,85.0,,0.85,56.949999999999996
2010-01-26,71,85.0,,0.85,60.35
2010-01-27,71,85.0,,0.85,60.35
2010-01-28,55,85.0,,0.85,46.75
2010-01-29,37,85.0,,0.85,31.45
2010-01-30,49,85.0,,0.85,41.65
2010-01-31,21,85.0,,0.85,17.849999999999998
2010-02-01,78,76.0,False,0.76,59.28
2010-02-02,88,76.0,,0.76,66.88
2010-02-03,95,76.0,,0.76,72.2
2010-02-04,100,76.0,,0.76,76.0
2010-02-05,68,76.0,,0.76,51.68
2010-02-06,46,76.0,,0.76,34.96
2010-02-07,43,76.0,,0.76,32.68
2010-02-08,57,76.0,,0.76,43.32
2010-02-09,72,76.0,,0.76,54.72
2010-02-10,61,76.0,,0.76,46.36
2010-02-11,62,76.0,,0.76,47.12
2010-02-12,42,76.0,,0.76,31.92
2010-02-13,29,76.0,,0.76,22.04
2010-02-14,46,76.0,,0.76,34.96
2010-02-15,44,76.0,,0.76,33.44
2010-02-16,85,76.0,,0.76,64.6
2010-02-17,81,76.0,,0.76,61.56
2010-02-18,75,76.0,,0.76,57.0
2010-02-19,44,76.0,,0.76,33.44
2010-02-20,38,76.0,,0.76,28.88
2010-02-21,42,76.0,,0.76,31.92
2010-02-22,68,76.0,,0.76,51.68
2010-02-23,82,76.0,,0.76,62.32
2010-02-24,82,76.0,,0.76,62.32
2010-02-25,61,76.0,,0.76,46.36
2010-02-26,67,76.0,,0.76,50.92
2010-02-27,33,76.0,,0.76,25.080000000000002
2010-02-28,52,76.0,,0.76,39.52
2010-03-01,86,74.0,False,0.74,63.64
2010-03-02,49,74.0,,0.74,36.26
2010-03-03,81,74.0,,0.74,59.94
2010-03-04,48,74.0,,0.74,35.519999999999996
2010-03-05,50,74.0,,0.74,37.0
2010-03-06,28,74.0,,0.74,20.72
2010-03-07,48,74.0,,0.74,35.519999999999996
2010-03-08,96,74.0,,0.74,71.03999999999999
2010-03-09,66,74.0,,0.74,48.839999999999996
2010-03-10,67,74.0,,0.74,49.58
2010-03-11,45,74.0,,0.74,33.3
2010-03-12,86,74.0,,0.74,63.64
2010-03-13,32,74.0,,0.74,23.68
2010-03-14,52,74.0,,0.74,38.48
2010-03-15,97,74.0,,0.74,71.78
2010-03-16,71,74.0,,0.74,52.54
2010-03-17,62,74.0,,0.74,45.88
2010-03-18,77,74.0,,0.74,56.98
2010-03-19,64,74.0,,0.74,47.36
2010-03-20,15,74.0,,0.74,11.1
2010-03-21,9,74.0,,0.74,6.66
2010-03-22,100,74.0,,0.74,74.0
2010-03-23,60,74.0,,0.74,44.4
2010-03-24,51,74.0,,0.74,37.74
2010-03-25,51,74.0,,0.74,37.74
2010-03-26,61,74.0,,0.74,45.14
2010-03-27,29,74.0,,0.74,21.46
2010-03-28,19,74.0,,0.74,14.06
2010-03-29,54,74.0,,0.74,39.96
2010-03-30,63,74.0,,0.74,46.62
2010-03-31,72,74.0,,0.74,53.28
2010-04-01,75,74.0,False,0.74,55.5
2010-04-02,44,74.0,,0.74,32.56
2010-04-03,42,74.0,,0.74,31.08
2010-04-04,44,74.0,,0.74,32.56
2010-04-05,67,74.0,,0.74,49.58
2010-04-06,82,74.0,,0.74,60.68
2010-04-07,77,74.0,,0.74,56.98
2010-04-08,71,74.0,,0.74,52.54
2010-04-09,71,74.0,,0.74,52.54
2010-04-10,32,74.0,,0.74,23.68
2010-04-11,48,74.0,,0.74,35.519999999999996
2010-04-12,85,74.0,,0.74,62.9
2010-04-13,73,74.0,,0.74,54.019999999999996
2010-04-14,65,74.0,,0.74,48.1
2010-04-15,82,74.0,,0.74,60.68
2010-04-16,75,74.0,,0.74,55.5
2010-04-17,31,74.0,,0.74,22.94
2010-04-18,34,74.0,,0.74,25.16
2010-04-19,79,74.0,,0.74,58.46
2010-04-20,61,74.0,,0.74,45.14
2010-04-21,91,74.0,,0.74,67.34
2010-04-22,59,74.0,,0.74,43.66
2010-04-23,54,74.0,,0.74,39.96
2010-04-24,43,74.0,,0.74,31.82
2010-04-25,23,74.0,,0.74,17.02
2010-04-26,72,74.0,,0.74,53.28
2010-04-27,100,74.0,,0.74,74.0
2010-04-28,52,74.0,,0.74,38.48
2010-04-29,81,74.0,,0.74,59.94
2010-04-30,71,74.0,,0.74,52.54
2010-05-01,44,76.0,False,0.76,33.44
2010-05-02,46,76.0,,0.76,34.96
2010-05-03,83,76.0,,0.76,63.08
2010-05-04,100,76.0,,0.76,76.0
2010-05-05,61,76.0,,0.76,46.36
2010-05-06,63,76.0,,0.76,47.88
2010-05-07,78,76.0,,0.76,59.28
2010-05-08,47,76.0,,0.76,35.72
2010-05-09,30,76.0,,0.76,22.8
2010-05-10,89,76.0,,0.76,67.64
2010-05-11,99,76.0,,0.76,75.24
2010-05-12,82,76.0,,0.76,62.32
2010-05-13,73,76.0,,0.76,55.480000000000004
2010-05-14,56,76.0,,0.76,42.56
2010-05-15,40,76.0,,0.76,30.4
2010-05-16,32,76.0,,0.76,24.32
2010-05-17,94,76.0,,0.76,71.44
2010-05-18,79,76.0,,0.76,60.04
2010-05-19,80,76.0,,0.76,60.8
2010-05-20,55,76.0,,0.76,41.8
2010-05-21,68,76.0,,0.76,51.68
2010-05-22,30,76.0,,0.76,22.8
2010-05-23,30,76.0,,0.76,22.8
2010-05-24,100,76.0,,0.76,76.0
2010-05-25,73,76.0,,0.76,55.480000000000004
2010-05-26,78,76.0,,0.76,59.28
2010-05-27,81,76.0,,0.76,61.56
2010-05-28,59,76.0,,0.76,44.84
2010-05-29,22,76.0,,0.76,16.72
2010-05-30,57,76.0,,0.76,43.32
2010-05-31,50,76.0,,0.76,38.0
2010-06-01,63,90.0,False,0.9,56.7
2010-06-02,80,90.0,,0.9,72.0
