date,SOCIAL SECURITY CARD_unscaled,SOCIAL SECURITY CARD_monthly,isPartial,scale,SOCIAL SECURITY CARD
2005-01-01,34,66.0,False,0.66,22.44
2005-01-02,0,66.0,,0.66,0.0
2005-01-03,36,66.0,,0.66,23.76
2005-01-04,90,66.0,,0.66,59.400000000000006
2005-01-05,34,66.0,,0.66,22.44
2005-01-06,81,66.0,,0.66,53.46
2005-01-07,36,66.0,,0.66,23.76
2005-01-08,19,66.0,,0.66,12.540000000000001
2005-01-09,37,66.0,,0.66,24.42
2005-01-10,45,66.0,,0.66,29.700000000000003
2005-01-11,75,66.0,,0.66,49.5
2005-01-12,55,66.0,,0.66,36.300000000000004
2005-01-13,22,66.0,,0.66,14.520000000000001
2005-01-14,82,66.0,,0.66,54.120000000000005
2005-01-15,19,66.0,,0.66,12.540000000000001
2005-01-16,19,66.0,,0.66,12.540000000000001
2005-01-17,51,66.0,,0.66,33.660000000000004
2005-01-18,76,66.0,,0.66,50.160000000000004
2005-01-19,100,66.0,,0.66,66.0
2005-01-20,34,66.0,,0.66,22.44
2005-01-21,11,66.0,,0.66,7.260000000000001
2005-01-22,18,66.0,,0.66,11.88
2005-01-23,35,66.0,,0.66,23.1
2005-01-24,44,66.0,,0.66,29.040000000000003
2005-01-25,63,66.0,,0.66,41.580000000000005
2005-01-26,32,66.0,,0.66,21.12
2005-01-27,76,66.0,,0.66,50.160000000000004
2005-01-28,23,66.0,,0.66,15.180000000000001
2005-01-29,35,66.0,,0.66,23.1
2005-01-30,35,66.0,,0.66,23.1
2005-01-31,85,66.0,,0.66,56.1
2005-02-01,34,69.0,False,0.69,23.459999999999997
2005-02-02,77,69.0,,0.69,53.129999999999995
2005-02-03,50,69.0,,0.69,34.5
2005-02-04,59,69.0,,0.69,40.709999999999994
2005-02-05,47,69.0,,0.69,32.43
2005-02-06,47,69.0,,0.69,32.43
2005-02-07,100,69.0,,0.69,69.0
2005-02-08,54,69.0,,0.69,37.26
2005-02-09,62,69.0,,0.69,42.779999999999994
2005-02-10,55,69.0,,0.69,37.949999999999996
2005-02-11,95,69.0,,0.69,65.55
2005-02-12,23,69.0,,0.69,15.87
2005-02-13,23,69.0,,0.69,15.87
2005-02-14,55,69.0,,0.69,37.949999999999996
2005-02-15,97,69.0,,0.69,66.92999999999999
2005-02-16,76,69.0,,0.69,52.44
2005-02-17,35,69.0,,0.69,24.15
2005-02-18,44,69.0,,0.69,30.36
2005-02-19,58,69.0,,0.69,40.019999999999996
2005-02-20,0,69.0,,0.69,0.0
2005-02-21,23,69.0,,0.69,15.87
2005-02-22,47,69.0,,0.69,32.43
2005-02-23,67,69.0,,0.69,46.23
2005-02-24,55,69.0,,0.69,37.949999999999996
2005-02-25,65,69.0,,0.69,44.849999999999994
2005-02-26,0,69.0,,0.69,0.0
2005-02-27,67,69.0,,0.69,46.23
2005-02-28,47,69.0,,0.69,32.43
2005-03-01,34,74.0,False,0.74,25.16
2005-03-02,99,74.0,,0.74,73.26
2005-03-03,60,74.0,,0.74,44.4
2005-03-04,46,74.0,,0.74,34.04
2005-03-05,24,74.0,,0.74,17.759999999999998
2005-03-06,23,74.0,,0.74,17.02
2005-03-07,98,74.0,,0.74,72.52
2005-03-08,81,74.0,,0.74,59.94
2005-03-09,85,74.0,,0.74,62.9
2005-03-10,98,74.0,,0.74,72.52
2005-03-11,22,74.0,,0.74,16.28
2005-03-12,58,74.0,,0.74,42.92
2005-03-13,35,74.0,,0.74,25.9
2005-03-14,69,74.0,,0.74,51.06
2005-03-15,82,74.0,,0.74,60.68
2005-03-16,97,74.0,,0.74,71.78
2005-03-17,42,74.0,,0.74,31.08
2005-03-18,54,74.0,,0.74,39.96
2005-03-19,47,74.0,,0.74,34.78
2005-03-20,49,74.0,,0.74,36.26
2005-03-21,64,74.0,,0.74,47.36
2005-03-22,62,74.0,,0.74,45.88
2005-03-23,42,74.0,,0.74,31.08
2005-03-24,60,74.0,,0.74,44.4
2005-03-25,52,74.0,,0.74,38.48
2005-03-26,49,74.0,,0.74,36.26
2005-03-27,16,74.0,,0.74,11.84
2005-03-28,59,74.0,,0.74,43.66
2005-03-29,49,74.0,,0.74,36.26
2005-03-30,100,74.0,,0.74,74.0
2005-03-31,66,74.0,,0.74,48.839999999999996
2005-04-01,73,59.0,False,0.59,43.07
2005-04-02,49,59.0,,0.59,28.91
2005-04-03,24,59.0,,0.59,14.16
2005-04-04,61,59.0,,0.59,35.989999999999995
2005-04-05,0,59.0,,0.59,0.0
2005-04-06,100,59.0,,0.59,59.0
2005-04-07,98,59.0,,0.59,57.82
2005-04-08,73,59.0,,0.59,43.07
2005-04-09,40,59.0,,0.59,23.599999999999998
2005-04-10,39,59.0,,0.59,23.009999999999998
2005-04-11,66,59.0,,0.59,38.94
2005-04-12,49,59.0,,0.59,28.91
2005-04-13,65,59.0,,0.59,38.35
2005-04-14,68,59.0,,0.59,40.12
2005-04-15,88,59.0,,0.59,51.919999999999995
2005-04-16,26,59.0,,0.59,15.34
2005-04-17,26,59.0,,0.59,15.34
2005-04-18,36,59.0,,0.59,21.24
2005-04-19,50,59.0,,0.59,29.5
2005-04-20,81,59.0,,0.59,47.79
2005-04-21,76,59.0,,0.59,44.839999999999996
2005-04-22,88,59.0,,0.59,51.919999999999995
2005-04-23,48,59.0,,0.59,28.32
2005-04-24,36,59.0,,0.59,21.24
2005-04-25,50,59.0,,0.59,29.5
2005-04-26,56,59.0,,0.59,33.04
2005-04-27,64,59.0,,0.59,37.76
2005-04-28,43,59.0,,0.59,25.369999999999997
2005-04-29,76,59.0,,0.59,44.839999999999996
2005-04-30,35,59.0,,0.59,20.65
2005-05-01,18,84.0,False,0.84,15.12
2005-05-02,53,84.0,,0.84,44.519999999999996
2005-05-03,83,84.0,,0.84,69.72
2005-05-04,53,84.0,,0.84,44.519999999999996
2005-05-05,43,84.0,,0.84,36.12
2005-05-06,59,84.0,,0.84,49.559999999999995
2005-05-07,0,84.0,,0.84,0.0
2005-05-08,40,84.0,,0.84,33.6
2005-05-09,64,84.0,,0.84,53.76
2005-05-10,32,84.0,,0.84,26.88
2005-05-11,65,84.0,,0.84,54.6
2005-05-12,77,84.0,,0.84,64.67999999999999
2005-05-13,60,84.0,,0.84,50.4
2005-05-14,97,84.0,,0.84,81.48
2005-05-15,38,84.0,,0.84,31.919999999999998
2005-05-16,44,84.0,,0.84,36.96
2005-05-17,21,84.0,,0.84,17.64
2005-05-18,11,84.0,,0.84,9.24
2005-05-19,22,84.0,,0.84,18.48
2005-05-20,61,84.0,,0.84,51.239999999999995
2005-05-21,20,84.0,,0.84,16.8
2005-05-22,0,84.0,,0.84,0.0
2005-05-23,100,84.0,,0.84,84.0
2005-05-24,85,84.0,,0.84,71.39999999999999
2005-05-25,33,84.0,,0.84,27.72
2005-05-26,45,84.0,,0.84,37.8
2005-05-27,51,84.0,,0.84,42.839999999999996
2005-05-28,21,84.0,,0.84,17.64
2005-05-29,43,84.0,,0.84,36.12
2005-05-30,91,84.0,,0.84,76.44
2005-05-31,44,84.0,,0.84,36.96
2005-06-01,29,82.0,False,0.82,23.779999999999998
2005-06-02,59,82.0,,0.82,48.379999999999995
2005-06-03,32,82.0,,0.82,26.24
2005-06-04,17,82.0,,0.82,13.94
2005-06-05,35,82.0,,0.82,28.7
2005-06-06,70,82.0,,0.82,57.4
2005-06-07,50,82.0,,0.82,41.0
2005-06-08,20,82.0,,0.82,16.4
2005-06-09,71,82.0,,0.82,58.22
2005-06-10,44,82.0,,0.82,36.08
2005-06-11,85,82.0,,0.82,69.7
2005-06-12,18,82.0,,0.82,14.76
2005-06-13,60,82.0,,0.82,49.199999999999996
2005-06-14,99,82.0,,0.82,81.17999999999999
2005-06-15,40,82.0,,0.82,32.8
2005-06-16,72,82.0,,0.82,59.04
2005-06-17,78,82.0,,0.82,63.959999999999994
2005-06-18,36,82.0,,0.82,29.52
2005-06-19,36,82.0,,0.82,29.52
2005-06-20,82,82.0,,0.82,67.24
2005-06-21,30,82.0,,0.82,24.599999999999998
2005-06-22,82,82.0,,0.82,67.24
2005-06-23,42,82.0,,0.82,34.44
2005-06-24,79,82.0,,0.82,64.78
2005-06-25,35,82.0,,0.82,28.7
2005-06-26,36,82.0,,0.82,29.52
2005-06-27,100,82.0,,0.82,82.0
2005-06-28,49,82.0,,0.82,40.18
2005-06-29,70,82.0,,0.82,57.4
2005-06-30,42,82.0,,0.82,34.44
2005-07-01,45,83.0,False,0.83,37.35
2005-07-02,28,83.0,,0.83,23.24
2005-07-03,30,83.0,,0.83,24.9
2005-07-04,0,83.0,,0.83,0.0
2005-07-05,41,83.0,,0.83,34.03
2005-07-06,45,83.0,,0.83,37.35
2005-07-07,23,83.0,,0.83,19.09
2005-07-08,65,83.0,,0.83,53.949999999999996
2005-07-09,12,83.0,,0.83,9.959999999999999
2005-07-10,0,83.0,,0.83,0.0
2005-07-11,30,83.0,,0.83,24.9
2005-07-12,29,83.0,,0.83,24.07
2005-07-13,67,83.0,,0.83,55.61
2005-07-14,31,83.0,,0.83,25.73
2005-07-15,24,83.0,,0.83,19.919999999999998
2005-07-16,13,83.0,,0.83,10.79
2005-07-17,26,83.0,,0.83,21.58
2005-07-18,45,83.0,,0.83,37.35
2005-07-19,37,83.0,,0.83,30.709999999999997
2005-07-20,52,83.0,,0.83,43.16
2005-07-21,100,83.0,,0.83,83.0
2005-07-22,57,83.0,,0.83,47.309999999999995
2005-07-23,25,83.0,,0.83,20.75
2005-07-24,13,83.0,,0.83,10.79
2005-07-25,45,83.0,,0.83,37.35
2005-07-26,22,83.0,,0.83,18.259999999999998
2005-07-27,37,83.0,,0.83,30.709999999999997
2005-07-28,31,83.0,,0.83,25.73
2005-07-29,58,83.0,,0.83,48.14
2005-07-30,25,83.0,,0.83,20.75
2005-07-31,26,83.0,,0.83,21.58
2005-08-01,92,84.0,False,0.84,77.28
2005-08-02,100,84.0,,0.84,84.0
2005-08-03,71,84.0,,0.84,59.64
2005-08-04,72,84.0,,0.84,60.48
2005-08-05,44,84.0,,0.84,36.96
2005-08-06,34,84.0,,0.84,28.56
2005-08-07,0,84.0,,0.84,0.0
2005-08-08,79,84.0,,0.84,66.36
2005-08-09,58,84.0,,0.84,48.72
2005-08-10,50,84.0,,0.84,42.0
2005-08-11,61,84.0,,0.84,51.239999999999995
2005-08-12,65,84.0,,0.84,54.6
2005-08-13,33,84.0,,0.84,27.72
2005-08-14,34,84.0,,0.84,28.56
2005-08-15,80,84.0,,0.84,67.2
2005-08-16,30,84.0,,0.84,25.2
2005-08-17,69,84.0,,0.84,57.96
2005-08-18,61,84.0,,0.84,51.239999999999995
2005-08-19,42,84.0,,0.84,35.28
2005-08-20,32,84.0,,0.84,26.88
2005-08-21,16,84.0,,0.84,13.44
2005-08-22,78,84.0,,0.84,65.52
2005-08-23,87,84.0,,0.84,73.08
2005-08-24,80,84.0,,0.84,67.2
2005-08-25,65,84.0,,0.84,54.6
2005-08-26,41,84.0,,0.84,34.44
2005-08-27,47,84.0,,0.84,39.48
2005-08-28,31,84.0,,0.84,26.04
2005-08-29,19,84.0,,0.84,15.959999999999999
2005-08-30,56,84.0,,0.84,47.04
2005-08-31,57,84.0,,0.84,47.879999999999995
2005-09-01,56,66.0,False,0.66,36.96
2005-09-02,41,66.0,,0.66,27.060000000000002
2005-09-03,31,66.0,,0.66,20.46
2005-09-04,32,66.0,,0.66,21.12
2005-09-05,40,66.0,,0.66,26.400000000000002
2005-09-06,53,66.0,,0.66,34.980000000000004
2005-09-07,52,66.0,,0.66,34.32
2005-09-08,27,66.0,,0.66,17.82
2005-09-09,56,66.0,,0.66,36.96
2005-09-10,0,66.0,,0.66,0.0
2005-09-11,0,66.0,,0.66,0.0
2005-09-12,68,66.0,,0.66,44.88
2005-09-13,25,66.0,,0.66,16.5
2005-09-14,50,66.0,,0.66,33.0
2005-09-15,43,66.0,,0.66,28.380000000000003
2005-09-16,72,66.0,,0.66,47.52
2005-09-17,14,66.0,,0.66,9.24
2005-09-18,14,66.0,,0.66,9.24
2005-09-19,100,66.0,,0.66,66.0
2005-09-20,41,66.0,,0.66,27.060000000000002
2005-09-21,25,66.0,,0.66,16.5
2005-09-22,58,66.0,,0.66,38.28
2005-09-23,73,66.0,,0.66,48.18
2005-09-24,0,66.0,,0.66,0.0
2005-09-25,14,66.0,,0.66,9.24
2005-09-26,74,66.0,,0.66,48.84
2005-09-27,65,66.0,,0.66,42.9
2005-09-28,33,66.0,,0.66,21.78
2005-09-29,51,66.0,,0.66,33.660000000000004
2005-09-30,18,66.0,,0.66,11.88
2005-10-01,42,71.0,False,0.71,29.82
2005-10-02,32,71.0,,0.71,22.72
2005-10-03,100,71.0,,0.71,71.0
2005-10-04,47,71.0,,0.71,33.37
2005-10-05,61,71.0,,0.71,43.309999999999995
2005-10-06,53,71.0,,0.71,37.629999999999995
2005-10-07,26,71.0,,0.71,18.46
2005-10-08,54,71.0,,0.71,38.339999999999996
2005-10-09,31,71.0,,0.71,22.009999999999998
2005-10-10,49,71.0,,0.71,34.79
2005-10-11,46,71.0,,0.71,32.66
2005-10-12,66,71.0,,0.71,46.86
2005-10-13,67,71.0,,0.71,47.57
2005-10-14,41,71.0,,0.71,29.11
2005-10-15,16,71.0,,0.71,11.36
2005-10-16,23,71.0,,0.71,16.33
2005-10-17,60,71.0,,0.71,42.599999999999994
2005-10-18,83,71.0,,0.71,58.93
2005-10-19,32,71.0,,0.71,22.72
2005-10-20,56,71.0,,0.71,39.76
2005-10-21,50,71.0,,0.71,35.5
2005-10-22,54,71.0,,0.71,38.339999999999996
2005-10-23,37,71.0,,0.71,26.27
2005-10-24,69,71.0,,0.71,48.989999999999995
2005-10-25,45,71.0,,0.71,31.95
2005-10-26,33,71.0,,0.71,23.43
2005-10-27,33,71.0,,0.71,23.43
2005-10-28,30,71.0,,0.71,21.299999999999997
2005-10-29,16,71.0,,0.71,11.36
2005-10-30,55,71.0,,0.71,39.05
2005-10-31,67,71.0,,0.71,47.57
2005-11-01,27,63.0,False,0.63,17.01
2005-11-02,54,63.0,,0.63,34.02
2005-11-03,100,63.0,,0.63,63.0
2005-11-04,38,63.0,,0.63,23.94
2005-11-05,44,63.0,,0.63,27.72
2005-11-06,29,63.0,,0.63,18.27
2005-11-07,35,63.0,,0.63,22.05
2005-11-08,75,63.0,,0.63,47.25
2005-11-09,0,63.0,,0.63,0.0
2005-11-10,63,63.0,,0.63,39.69
2005-11-11,50,63.0,,0.63,31.5
2005-11-12,29,63.0,,0.63,18.27
2005-11-13,14,63.0,,0.63,8.82
2005-11-14,44,63.0,,0.63,27.72
2005-11-15,76,63.0,,0.63,47.88
2005-11-16,17,63.0,,0.63,10.71
2005-11-17,35,63.0,,0.63,22.05
2005-11-18,19,63.0,,0.63,11.97
2005-11-19,0,63.0,,0.63,0.0
2005-11-20,57,63.0,,0.63,35.910000000000004
2005-11-21,35,63.0,,0.63,22.05
2005-11-22,34,63.0,,0.63,21.42
2005-11-23,30,63.0,,0.63,18.9
2005-11-24,16,63.0,,0.63,10.08
2005-11-25,42,63.0,,0.63,26.46
2005-11-26,0,63.0,,0.63,0.0
2005-11-27,14,63.0,,0.63,8.82
2005-11-28,75,63.0,,0.63,47.25
2005-11-29,48,63.0,,0.63,30.240000000000002
2005-11-30,33,63.0,,0.63,20.79
2005-12-01,82,60.0,False,0.6,49.199999999999996
2005-12-02,24,60.0,,0.6,14.399999999999999
2005-12-03,47,60.0,,0.6,28.2
2005-12-04,0,60.0,,0.6,0.0
2005-12-05,30,60.0,,0.6,18.0
2005-12-06,14,60.0,,0.6,8.4
2005-12-07,22,60.0,,0.6,13.2
2005-12-08,30,60.0,,0.6,18.0
2005-12-09,40,60.0,,0.6,24.0
2005-12-10,24,60.0,,0.6,14.399999999999999
2005-12-11,73,60.0,,0.6,43.8
2005-12-12,68,60.0,,0.6,40.8
2005-12-13,59,60.0,,0.6,35.4
2005-12-14,8,60.0,,0.6,4.8
2005-12-15,47,60.0,,0.6,28.2
2005-12-16,8,60.0,,0.6,4.8
2005-12-17,12,60.0,,0.6,7.199999999999999
2005-12-18,13,60.0,,0.6,7.8
2005-12-19,73,60.0,,0.6,43.8
2005-12-20,40,60.0,,0.6,24.0
2005-12-21,34,60.0,,0.6,20.4
2005-12-22,18,60.0,,0.6,10.799999999999999
2005-12-23,32,60.0,,0.6,19.2
2005-12-24,31,60.0,,0.6,18.599999999999998
2005-12-25,18,60.0,,0.6,10.799999999999999
2005-12-26,56,60.0,,0.6,33.6
2005-12-27,96,60.0,,0.6,57.599999999999994
2005-12-28,100,60.0,,0.6,60.0
2005-12-29,46,60.0,,0.6,27.599999999999998
2005-12-30,70,60.0,,0.6,42.0
2005-12-31,0,60.0,,0.6,0.0
2006-01-01,30,71.0,False,0.71,21.299999999999997
2006-01-02,48,71.0,,0.71,34.08
2006-01-03,77,71.0,,0.71,54.669999999999995
2006-01-04,85,71.0,,0.71,60.349999999999994
2006-01-05,35,71.0,,0.71,24.849999999999998
2006-01-06,47,71.0,,0.71,33.37
2006-01-07,31,71.0,,0.71,22.009999999999998
2006-01-08,39,71.0,,0.71,27.689999999999998
2006-01-09,55,71.0,,0.71,39.05
2006-01-10,76,71.0,,0.71,53.959999999999994
2006-01-11,63,71.0,,0.71,44.73
2006-01-12,64,71.0,,0.71,45.44
2006-01-13,66,71.0,,0.71,46.86
2006-01-14,45,71.0,,0.71,31.95
2006-01-15,47,71.0,,0.71,33.37
2006-01-16,49,71.0,,0.71,34.79
2006-01-17,100,71.0,,0.71,71.0
2006-01-18,86,71.0,,0.71,61.059999999999995
2006-01-19,68,71.0,,0.71,48.28
2006-01-20,55,71.0,,0.71,39.05
2006-01-21,74,71.0,,0.71,52.54
2006-01-22,29,71.0,,0.71,20.59
2006-01-23,80,71.0,,0.71,56.8
2006-01-24,69,71.0,,0.71,48.989999999999995
2006-01-25,37,71.0,,0.71,26.27
2006-01-26,85,71.0,,0.71,60.349999999999994
2006-01-27,50,71.0,,0.71,35.5
2006-01-28,58,71.0,,0.71,41.18
2006-01-29,28,71.0,,0.71,19.88
2006-01-30,65,71.0,,0.71,46.15
2006-01-31,76,71.0,,0.71,53.959999999999994
2006-02-01,100,62.0,False,0.62,62.0
2006-02-02,71,62.0,,0.62,44.02
2006-02-03,80,62.0,,0.62,49.6
2006-02-04,31,62.0,,0.62,19.22
2006-02-05,24,62.0,,0.62,14.879999999999999
2006-02-06,74,62.0,,0.62,45.88
2006-02-07,78,62.0,,0.62,48.36
2006-02-08,70,62.0,,0.62,43.4
2006-02-09,76,62.0,,0.62,47.12
2006-02-10,80,62.0,,0.62,49.6
2006-02-11,31,62.0,,0.62,19.22
2006-02-12,38,62.0,,0.62,23.56
2006-02-13,75,62.0,,0.62,46.5
2006-02-14,89,62.0,,0.62,55.18
2006-02-15,62,62.0,,0.62,38.44
2006-02-16,20,62.0,,0.62,12.4
2006-02-17,70,62.0,,0.62,43.4
2006-02-18,16,62.0,,0.62,9.92
2006-02-19,48,62.0,,0.62,29.759999999999998
2006-02-20,34,62.0,,0.62,21.08
2006-02-21,69,62.0,,0.62,42.78
2006-02-22,94,62.0,,0.62,58.28
2006-02-23,75,62.0,,0.62,46.5
2006-02-24,63,62.0,,0.62,39.06
2006-02-25,41,62.0,,0.62,25.419999999999998
2006-02-26,31,62.0,,0.62,19.22
2006-02-27,64,62.0,,0.62,39.68
2006-02-28,77,62.0,,0.62,47.74
2006-03-01,54,59.0,False,0.59,31.86
2006-03-02,48,59.0,,0.59,28.32
2006-03-03,43,59.0,,0.59,25.369999999999997
2006-03-04,35,59.0,,0.59,20.65
2006-03-05,29,59.0,,0.59,17.11
2006-03-06,55,59.0,,0.59,32.449999999999996
2006-03-07,58,59.0,,0.59,34.22
2006-03-08,50,59.0,,0.59,29.5
2006-03-09,100,59.0,,0.59,59.0
2006-03-10,31,59.0,,0.59,18.29
2006-03-11,18,59.0,,0.59,10.62
2006-03-12,17,59.0,,0.59,10.03
2006-03-13,30,59.0,,0.59,17.7
2006-03-14,43,59.0,,0.59,25.369999999999997
2006-03-15,56,59.0,,0.59,33.04
2006-03-16,56,59.0,,0.59,33.04
2006-03-17,44,59.0,,0.59,25.959999999999997
2006-03-18,23,59.0,,0.59,13.569999999999999
2006-03-19,34,59.0,,0.59,20.06
2006-03-20,51,59.0,,0.59,30.09
2006-03-21,67,59.0,,0.59,39.53
2006-03-22,47,59.0,,0.59,27.729999999999997
2006-03-23,40,59.0,,0.59,23.599999999999998
2006-03-24,31,59.0,,0.59,18.29
2006-03-25,40,59.0,,0.59,23.599999999999998
2006-03-26,35,59.0,,0.59,20.65
2006-03-27,47,59.0,,0.59,27.729999999999997
2006-03-28,56,59.0,,0.59,33.04
2006-03-29,58,59.0,,0.59,34.22
2006-03-30,26,59.0,,0.59,15.34
2006-03-31,28,59.0,,0.59,16.52
2006-04-01,0,78.0,False,0.78,0.0
2006-04-02,12,78.0,,0.78,9.36
2006-04-03,68,78.0,,0.78,53.04
2006-04-04,81,78.0,,0.78,63.18
2006-04-05,45,78.0,,0.78,35.1
2006-04-06,22,78.0,,0.78,17.16
2006-04-07,40,78.0,,0.78,31.200000000000003
2006-04-08,35,78.0,,0.78,27.3
2006-04-09,0,78.0,,0.78,0.0
2006-04-10,69,78.0,,0.78,53.82
2006-04-11,45,78.0,,0.78,35.1
2006-04-12,61,78.0,,0.78,47.58
2006-04-13,24,78.0,,0.78,18.72
2006-04-14,64,78.0,,0.78,49.92
2006-04-15,50,78.0,,0.78,39.0
2006-04-16,13,78.0,,0.78,10.14
2006-04-17,53,78.0,,0.78,41.34
2006-04-18,73,78.0,,0.78,56.940000000000005
2006-04-19,45,78.0,,0.78,35.1
2006-04-20,45,78.0,,0.78,35.1
2006-04-21,56,78.0,,0.78,43.68
2006-04-22,24,78.0,,0.78,18.72
2006-04-23,23,78.0,,0.78,17.94
2006-04-24,58,78.0,,0.78,45.24
2006-04-25,100,78.0,,0.78,78.0
2006-04-26,87,78.0,,0.78,67.86
2006-04-27,60,78.0,,0.78,46.800000000000004
2006-04-28,40,78.0,,0.78,31.200000000000003
2006-04-29,0,78.0,,0.78,0.0
2006-04-30,12,78.0,,0.78,9.36
2006-05-01,100,71.0,False,0.71,71.0
2006-05-02,46,71.0,,0.71,32.66
2006-05-03,39,71.0,,0.71,27.689999999999998
2006-05-04,47,71.0,,0.71,33.37
2006-05-05,51,71.0,,0.71,36.21
2006-05-06,26,71.0,,0.71,18.46
2006-05-07,26,71.0,,0.71,18.46
2006-05-08,70,71.0,,0.71,49.699999999999996
2006-05-09,62,71.0,,0.71,44.019999999999996
2006-05-10,23,71.0,,0.71,16.33
2006-05-11,86,71.0,,0.71,61.059999999999995
2006-05-12,51,71.0,,0.71,36.21
2006-05-13,39,71.0,,0.71,27.689999999999998
2006-05-14,27,71.0,,0.71,19.169999999999998
2006-05-15,62,71.0,,0.71,44.019999999999996
2006-05-16,39,71.0,,0.71,27.689999999999998
2006-05-17,39,71.0,,0.71,27.689999999999998
2006-05-18,96,71.0,,0.71,68.16
2006-05-19,34,71.0,,0.71,24.14
2006-05-20,27,71.0,,0.71,19.169999999999998
2006-05-21,40,71.0,,0.71,28.4
2006-05-22,80,71.0,,0.71,56.8
2006-05-23,39,71.0,,0.71,27.689999999999998
2006-05-24,57,71.0,,0.71,40.47
2006-05-25,33,71.0,,0.71,23.43
2006-05-26,45,71.0,,0.71,31.95
2006-05-27,29,71.0,,0.71,20.59
2006-05-28,15,71.0,,0.71,10.649999999999999
2006-05-29,26,71.0,,0.71,18.46
2006-05-30,49,71.0,,0.71,34.79
2006-05-31,40,71.0,,0.71,28.4
2006-06-01,60,89.0,False,0.89,53.4
2006-06-02,57,89.0,,0.89,50.730000000000004
2006-06-03,32,89.0,,0.89,28.48
2006-06-04,27,89.0,,0.89,24.03
2006-06-05,63,89.0,,0.89,56.07
2006-06-06,49,89.0,,0.89,43.61
2006-06-07,56,89.0,,0.89,49.84
2006-06-08,68,89.0,,0.89,60.52
2006-06-09,36,89.0,,0.89,32.04
2006-06-10,22,89.0,,0.89,19.580000000000002
2006-06-11,44,89.0,,0.89,39.160000000000004
2006-06-12,63,89.0,,0.89,56.07
2006-06-13,100,89.0,,0.89,89.0
2006-06-14,57,89.0,,0.89,50.730000000000004
2006-06-15,74,89.0,,0.89,65.86
2006-06-16,56,89.0,,0.89,49.84
2006-06-17,40,89.0,,0.89,35.6
2006-06-18,53,89.0,,0.89,47.17
2006-06-19,51,89.0,,0.89,45.39
2006-06-20,40,89.0,,0.89,35.6
2006-06-21,42,89.0,,0.89,37.38
2006-06-22,69,89.0,,0.89,61.410000000000004
2006-06-23,44,89.0,,0.89,39.160000000000004
2006-06-24,32,89.0,,0.89,28.48
2006-06-25,48,89.0,,0.89,42.72
2006-06-26,49,89.0,,0.89,43.61
2006-06-27,49,89.0,,0.89,43.61
2006-06-28,56,89.0,,0.89,49.84
2006-06-29,34,89.0,,0.89,30.26
2006-06-30,30,89.0,,0.89,26.7
2006-07-01,64,89.0,False,0.89,56.96
2006-07-02,45,89.0,,0.89,40.05
2006-07-03,62,89.0,,0.89,55.18
2006-07-04,39,89.0,,0.89,34.71
2006-07-05,85,89.0,,0.89,75.65
2006-07-06,96,89.0,,0.89,85.44
2006-07-07,53,89.0,,0.89,47.17
2006-07-08,26,89.0,,0.89,23.14
2006-07-09,54,89.0,,0.89,48.06
2006-07-10,73,89.0,,0.89,64.97
2006-07-11,80,89.0,,0.89,71.2
2006-07-12,77,89.0,,0.89,68.53
2006-07-13,87,89.0,,0.89,77.43
2006-07-14,62,89.0,,0.89,55.18
2006-07-15,39,89.0,,0.89,34.71
2006-07-16,47,89.0,,0.89,41.83
2006-07-17,90,89.0,,0.89,80.1
2006-07-18,100,89.0,,0.89,89.0
2006-07-19,77,89.0,,0.89,68.53
2006-07-20,99,89.0,,0.89,88.11
2006-07-21,70,89.0,,0.89,62.300000000000004
2006-07-22,19,89.0,,0.89,16.91
2006-07-23,52,89.0,,0.89,46.28
2006-07-24,80,89.0,,0.89,71.2
2006-07-25,71,89.0,,0.89,63.19
2006-07-26,56,89.0,,0.89,49.84
2006-07-27,65,89.0,,0.89,57.85
2006-07-28,52,89.0,,0.89,46.28
2006-07-29,39,89.0,,0.89,34.71
2006-07-30,52,89.0,,0.89,46.28
2006-07-31,64,89.0,,0.89,56.96
2006-08-01,58,81.0,False,0.81,46.980000000000004
2006-08-02,59,81.0,,0.81,47.790000000000006
2006-08-03,61,81.0,,0.81,49.410000000000004
2006-08-04,27,81.0,,0.81,21.87
2006-08-05,34,81.0,,0.81,27.540000000000003
2006-08-06,23,81.0,,0.81,18.630000000000003
2006-08-07,53,81.0,,0.81,42.93
2006-08-08,73,81.0,,0.81,59.13
2006-08-09,73,81.0,,0.81,59.13
2006-08-10,70,81.0,,0.81,56.7
2006-08-11,75,81.0,,0.81,60.75000000000001
2006-08-12,39,81.0,,0.81,31.590000000000003
2006-08-13,35,81.0,,0.81,28.35
2006-08-14,67,81.0,,0.81,54.27
2006-08-15,83,81.0,,0.81,67.23
2006-08-16,59,81.0,,0.81,47.790000000000006
2006-08-17,43,81.0,,0.81,34.830000000000005
2006-08-18,75,81.0,,0.81,60.75000000000001
2006-08-19,38,81.0,,0.81,30.78
2006-08-20,44,81.0,,0.81,35.64
2006-08-21,80,81.0,,0.81,64.80000000000001
2006-08-22,57,81.0,,0.81,46.17
2006-08-23,69,81.0,,0.81,55.89
2006-08-24,76,81.0,,0.81,61.56
2006-08-25,58,81.0,,0.81,46.980000000000004
2006-08-26,31,81.0,,0.81,25.110000000000003
2006-08-27,52,81.0,,0.81,42.120000000000005
2006-08-28,100,81.0,,0.81,81.0
2006-08-29,42,81.0,,0.81,34.02
