date,limited partnership_unscaled,limited partnership_monthly,isPartial,scale,limited partnership
2012-08-31,30,32.0,,0.32,9.6
2012-09-01,38,30.0,False,0.3,11.4
2012-09-02,20,30.0,,0.3,6.0
2012-09-03,29,30.0,,0.3,8.7
2012-09-04,50,30.0,,0.3,15.0
2012-09-05,66,30.0,,0.3,19.8
2012-09-06,62,30.0,,0.3,18.599999999999998
2012-09-07,52,30.0,,0.3,15.6
2012-09-08,43,30.0,,0.3,12.9
2012-09-09,12,30.0,,0.3,3.5999999999999996
2012-09-10,46,30.0,,0.3,13.799999999999999
2012-09-11,100,30.0,,0.3,30.0
2012-09-12,55,30.0,,0.3,16.5
2012-09-13,46,30.0,,0.3,13.799999999999999
2012-09-14,79,30.0,,0.3,23.7
2012-09-15,25,30.0,,0.3,7.5
2012-09-16,19,30.0,,0.3,5.7
2012-09-17,65,30.0,,0.3,19.5
2012-09-18,58,30.0,,0.3,17.4
2012-09-19,65,30.0,,0.3,19.5
2012-09-20,51,30.0,,0.3,15.299999999999999
2012-09-21,74,30.0,,0.3,22.2
2012-09-22,32,30.0,,0.3,9.6
2012-09-23,37,30.0,,0.3,11.1
2012-09-24,90,30.0,,0.3,27.0
2012-09-25,50,30.0,,0.3,15.0
2012-09-26,45,30.0,,0.3,13.5
2012-09-27,56,30.0,,0.3,16.8
2012-09-28,42,30.0,,0.3,12.6
2012-09-29,37,30.0,,0.3,11.1
2012-09-30,18,30.0,,0.3,5.3999999999999995
2012-10-01,57,31.0,False,0.31,17.669999999999998
2012-10-02,32,31.0,,0.31,9.92
2012-10-03,41,31.0,,0.31,12.709999999999999
2012-10-04,24,31.0,,0.31,7.4399999999999995
2012-10-05,43,31.0,,0.31,13.33
2012-10-06,20,31.0,,0.31,6.2
2012-10-07,10,31.0,,0.31,3.1
2012-10-08,65,31.0,,0.31,20.15
2012-10-09,48,31.0,,0.31,14.879999999999999
2012-10-10,56,31.0,,0.31,17.36
2012-10-11,41,31.0,,0.31,12.709999999999999
2012-10-12,25,31.0,,0.31,7.75
2012-10-13,0,31.0,,0.31,0.0
2012-10-14,29,31.0,,0.31,8.99
2012-10-15,47,31.0,,0.31,14.57
2012-10-16,62,31.0,,0.31,19.22
2012-10-17,72,31.0,,0.31,22.32
2012-10-18,56,31.0,,0.31,17.36
2012-10-19,41,31.0,,0.31,12.709999999999999
2012-10-20,31,31.0,,0.31,9.61
2012-10-21,30,31.0,,0.31,9.3
2012-10-22,48,31.0,,0.31,14.879999999999999
2012-10-23,100,31.0,,0.31,31.0
2012-10-24,55,31.0,,0.31,17.05
2012-10-25,48,31.0,,0.31,14.879999999999999
2012-10-26,42,31.0,,0.31,13.02
2012-10-27,30,31.0,,0.31,9.3
2012-10-28,10,31.0,,0.31,3.1
2012-10-29,23,31.0,,0.31,7.13
2012-10-30,31,31.0,,0.31,9.61
2012-10-31,16,31.0,,0.31,4.96
2012-11-01,39,33.0,False,0.33,12.870000000000001
2012-11-02,68,33.0,,0.33,22.44
2012-11-03,18,33.0,,0.33,5.94
2012-11-04,18,33.0,,0.33,5.94
2012-11-05,36,33.0,,0.33,11.88
2012-11-06,35,33.0,,0.33,11.55
2012-11-07,46,33.0,,0.33,15.180000000000001
2012-11-08,96,33.0,,0.33,31.68
2012-11-09,30,33.0,,0.33,9.9
2012-11-10,9,33.0,,0.33,2.97
2012-11-11,45,33.0,,0.33,14.850000000000001
2012-11-12,30,33.0,,0.33,9.9
2012-11-13,100,33.0,,0.33,33.0
2012-11-14,51,33.0,,0.33,16.830000000000002
2012-11-15,44,33.0,,0.33,14.520000000000001
2012-11-16,45,33.0,,0.33,14.850000000000001
2012-11-17,27,33.0,,0.33,8.91
2012-11-18,35,33.0,,0.33,11.55
2012-11-19,36,33.0,,0.33,11.88
2012-11-20,15,33.0,,0.33,4.95
2012-11-21,54,33.0,,0.33,17.82
2012-11-22,0,33.0,,0.33,0.0
2012-11-23,0,33.0,,0.33,0.0
2012-11-24,9,33.0,,0.33,2.97
2012-11-25,9,33.0,,0.33,2.97
2012-11-26,34,33.0,,0.33,11.22
2012-11-27,82,33.0,,0.33,27.060000000000002
2012-11-28,62,33.0,,0.33,20.46
2012-11-29,55,33.0,,0.33,18.150000000000002
2012-11-30,57,33.0,,0.33,18.810000000000002
2012-12-01,41,28.0,False,0.28,11.48
2012-12-02,51,28.0,,0.28,14.280000000000001
2012-12-03,92,28.0,,0.28,25.76
2012-12-04,33,28.0,,0.28,9.24
2012-12-05,67,28.0,,0.28,18.76
2012-12-06,68,28.0,,0.28,19.040000000000003
2012-12-07,44,28.0,,0.28,12.32
2012-12-08,52,28.0,,0.28,14.560000000000002
2012-12-09,30,28.0,,0.28,8.4
2012-12-10,57,28.0,,0.28,15.96
2012-12-11,41,28.0,,0.28,11.48
2012-12-12,100,28.0,,0.28,28.000000000000004
2012-12-13,77,28.0,,0.28,21.560000000000002
2012-12-14,69,28.0,,0.28,19.32
2012-12-15,52,28.0,,0.28,14.560000000000002
2012-12-16,10,28.0,,0.28,2.8000000000000003
2012-12-17,51,28.0,,0.28,14.280000000000001
2012-12-18,52,28.0,,0.28,14.560000000000002
2012-12-19,17,28.0,,0.28,4.760000000000001
2012-12-20,80,28.0,,0.28,22.400000000000002
2012-12-21,28,28.0,,0.28,7.840000000000001
2012-12-22,22,28.0,,0.28,6.16
2012-12-23,34,28.0,,0.28,9.520000000000001
2012-12-24,43,28.0,,0.28,12.040000000000001
2012-12-25,12,28.0,,0.28,3.3600000000000003
2012-12-26,20,28.0,,0.28,5.6000000000000005
2012-12-27,56,28.0,,0.28,15.680000000000001
2012-12-28,0,28.0,,0.28,0.0
2012-12-29,10,28.0,,0.28,2.8000000000000003
2012-12-30,21,28.0,,0.28,5.880000000000001
2012-12-31,56,28.0,,0.28,15.680000000000001
2013-01-01,12,32.0,False,0.32,3.84
2013-01-02,28,32.0,,0.32,8.96
2013-01-03,18,32.0,,0.32,5.76
2013-01-04,38,32.0,,0.32,12.16
2013-01-05,21,32.0,,0.32,6.72
2013-01-06,16,32.0,,0.32,5.12
2013-01-07,64,32.0,,0.32,20.48
2013-01-08,67,32.0,,0.32,21.44
2013-01-09,54,32.0,,0.32,17.28
2013-01-10,59,32.0,,0.32,18.88
2013-01-11,32,32.0,,0.32,10.24
2013-01-12,32,32.0,,0.32,10.24
2013-01-13,27,32.0,,0.32,8.64
2013-01-14,53,32.0,,0.32,16.96
2013-01-15,44,32.0,,0.32,14.08
2013-01-16,57,32.0,,0.32,18.240000000000002
2013-01-17,58,32.0,,0.32,18.56
2013-01-18,46,32.0,,0.32,14.72
2013-01-19,33,32.0,,0.32,10.56
2013-01-20,22,32.0,,0.32,7.04
2013-01-21,37,32.0,,0.32,11.84
2013-01-22,70,32.0,,0.32,22.400000000000002
2013-01-23,53,32.0,,0.32,16.96
2013-01-24,58,32.0,,0.32,18.56
2013-01-25,23,32.0,,0.32,7.36
2013-01-26,37,32.0,,0.32,11.84
2013-01-27,37,32.0,,0.32,11.84
2013-01-28,65,32.0,,0.32,20.8
2013-01-29,100,32.0,,0.32,32.0
2013-01-30,61,32.0,,0.32,19.52
2013-01-31,74,32.0,,0.32,23.68
2013-02-01,57,39.0,False,0.39,22.23
2013-02-02,19,39.0,,0.39,7.41
2013-02-03,28,39.0,,0.39,10.92
2013-02-04,70,39.0,,0.39,27.3
2013-02-05,39,39.0,,0.39,15.21
2013-02-06,46,39.0,,0.39,17.94
2013-02-07,31,39.0,,0.39,12.09
2013-02-08,24,39.0,,0.39,9.36
2013-02-09,28,39.0,,0.39,10.92
2013-02-10,19,39.0,,0.39,7.41
2013-02-11,45,39.0,,0.39,17.55
2013-02-12,99,39.0,,0.39,38.61
2013-02-13,91,39.0,,0.39,35.49
2013-02-14,80,39.0,,0.39,31.200000000000003
2013-02-15,66,39.0,,0.39,25.740000000000002
2013-02-16,57,39.0,,0.39,22.23
2013-02-17,10,39.0,,0.39,3.9000000000000004
2013-02-18,32,39.0,,0.39,12.48
2013-02-19,61,39.0,,0.39,23.79
2013-02-20,31,39.0,,0.39,12.09
2013-02-21,100,39.0,,0.39,39.0
2013-02-22,32,39.0,,0.39,12.48
2013-02-23,9,39.0,,0.39,3.5100000000000002
2013-02-24,28,39.0,,0.39,10.92
2013-02-25,75,39.0,,0.39,29.25
2013-02-26,60,39.0,,0.39,23.400000000000002
2013-02-27,31,39.0,,0.39,12.09
2013-02-28,94,39.0,,0.39,36.660000000000004
2013-03-01,75,38.0,False,0.38,28.5
2013-03-02,35,38.0,,0.38,13.3
2013-03-03,18,38.0,,0.38,6.84
2013-03-04,50,38.0,,0.38,19.0
2013-03-05,100,38.0,,0.38,38.0
2013-03-06,50,38.0,,0.38,19.0
2013-03-07,51,38.0,,0.38,19.38
2013-03-08,30,38.0,,0.38,11.4
2013-03-09,26,38.0,,0.38,9.88
2013-03-10,44,38.0,,0.38,16.72
2013-03-11,58,38.0,,0.38,22.04
2013-03-12,57,38.0,,0.38,21.66
2013-03-13,79,38.0,,0.38,30.02
2013-03-14,29,38.0,,0.38,11.02
2013-03-15,54,38.0,,0.38,20.52
2013-03-16,27,38.0,,0.38,10.26
2013-03-17,18,38.0,,0.38,6.84
2013-03-18,21,38.0,,0.38,7.98
2013-03-19,50,38.0,,0.38,19.0
2013-03-20,44,38.0,,0.38,16.72
2013-03-21,29,38.0,,0.38,11.02
2013-03-22,53,38.0,,0.38,20.14
2013-03-23,53,38.0,,0.38,20.14
2013-03-24,35,38.0,,0.38,13.3
2013-03-25,43,38.0,,0.38,16.34
2013-03-26,59,38.0,,0.38,22.42
2013-03-27,45,38.0,,0.38,17.1
2013-03-28,30,38.0,,0.38,11.4
2013-03-29,24,38.0,,0.38,9.120000000000001
2013-03-30,19,38.0,,0.38,7.22
2013-03-31,10,38.0,,0.38,3.8
2013-04-01,100,31.0,False,0.31,31.0
2013-04-02,62,31.0,,0.31,19.22
2013-04-03,87,31.0,,0.31,26.97
2013-04-04,34,31.0,,0.31,10.54
2013-04-05,52,31.0,,0.31,16.12
2013-04-06,16,31.0,,0.31,4.96
2013-04-07,31,31.0,,0.31,9.61
2013-04-08,29,31.0,,0.31,8.99
2013-04-09,70,31.0,,0.31,21.7
2013-04-10,74,31.0,,0.31,22.94
2013-04-11,66,31.0,,0.31,20.46
2013-04-12,56,31.0,,0.31,17.36
2013-04-13,10,31.0,,0.31,3.1
2013-04-14,36,31.0,,0.31,11.16
2013-04-15,72,31.0,,0.31,22.32
2013-04-16,53,31.0,,0.31,16.43
2013-04-17,82,31.0,,0.31,25.419999999999998
2013-04-18,45,31.0,,0.31,13.95
2013-04-19,30,31.0,,0.31,9.3
2013-04-20,10,31.0,,0.31,3.1
2013-04-21,16,31.0,,0.31,4.96
2013-04-22,75,31.0,,0.31,23.25
2013-04-23,78,31.0,,0.31,24.18
2013-04-24,74,31.0,,0.31,22.94
2013-04-25,51,31.0,,0.31,15.81
2013-04-26,48,31.0,,0.31,14.879999999999999
2013-04-27,16,31.0,,0.31,4.96
2013-04-28,31,31.0,,0.31,9.61
2013-04-29,61,31.0,,0.31,18.91
2013-04-30,37,31.0,,0.31,11.47
2013-05-01,55,28.0,False,0.28,15.400000000000002
2013-05-02,37,28.0,,0.28,10.360000000000001
2013-05-03,58,28.0,,0.28,16.240000000000002
2013-05-04,35,28.0,,0.28,9.8
2013-05-05,23,28.0,,0.28,6.44
2013-05-06,64,28.0,,0.28,17.92
2013-05-07,54,28.0,,0.28,15.120000000000001
2013-05-08,54,28.0,,0.28,15.120000000000001
2013-05-09,55,28.0,,0.28,15.400000000000002
2013-05-10,69,28.0,,0.28,19.32
2013-05-11,23,28.0,,0.28,6.44
2013-05-12,36,28.0,,0.28,10.080000000000002
2013-05-13,37,28.0,,0.28,10.360000000000001
2013-05-14,92,28.0,,0.28,25.76
2013-05-15,74,28.0,,0.28,20.720000000000002
2013-05-16,56,28.0,,0.28,15.680000000000001
2013-05-17,20,28.0,,0.28,5.6000000000000005
2013-05-18,36,28.0,,0.28,10.080000000000002
2013-05-19,11,28.0,,0.28,3.08
2013-05-20,64,28.0,,0.28,17.92
2013-05-21,100,28.0,,0.28,28.000000000000004
2013-05-22,46,28.0,,0.28,12.88
2013-05-23,57,28.0,,0.28,15.96
2013-05-24,49,28.0,,0.28,13.72
2013-05-25,36,28.0,,0.28,10.080000000000002
2013-05-26,0,28.0,,0.28,0.0
2013-05-27,23,28.0,,0.28,6.44
2013-05-28,27,28.0,,0.28,7.5600000000000005
2013-05-29,18,28.0,,0.28,5.040000000000001
2013-05-30,66,28.0,,0.28,18.48
2013-05-31,30,28.0,,0.28,8.4
2013-06-01,51,27.0,False,0.27,13.770000000000001
2013-06-02,13,27.0,,0.27,3.5100000000000002
2013-06-03,31,27.0,,0.27,8.370000000000001
2013-06-04,50,27.0,,0.27,13.5
2013-06-05,31,27.0,,0.27,8.370000000000001
2013-06-06,41,27.0,,0.27,11.07
2013-06-07,63,27.0,,0.27,17.01
2013-06-08,25,27.0,,0.27,6.75
2013-06-09,13,27.0,,0.27,3.5100000000000002
2013-06-10,70,27.0,,0.27,18.900000000000002
2013-06-11,100,27.0,,0.27,27.0
2013-06-12,41,27.0,,0.27,11.07
2013-06-13,81,27.0,,0.27,21.87
2013-06-14,33,27.0,,0.27,8.91
2013-06-15,13,27.0,,0.27,3.5100000000000002
2013-06-16,40,27.0,,0.27,10.8
2013-06-17,61,27.0,,0.27,16.470000000000002
2013-06-18,60,27.0,,0.27,16.200000000000003
2013-06-19,51,27.0,,0.27,13.770000000000001
2013-06-20,52,27.0,,0.27,14.040000000000001
2013-06-21,21,27.0,,0.27,5.67
2013-06-22,39,27.0,,0.27,10.530000000000001
2013-06-23,13,27.0,,0.27,3.5100000000000002
2013-06-24,51,27.0,,0.27,13.770000000000001
2013-06-25,61,27.0,,0.27,16.470000000000002
2013-06-26,31,27.0,,0.27,8.370000000000001
2013-06-27,42,27.0,,0.27,11.34
2013-06-28,86,27.0,,0.27,23.220000000000002
2013-06-29,38,27.0,,0.27,10.260000000000002
2013-06-30,13,27.0,,0.27,3.5100000000000002
2013-07-01,11,24.0,False,0.24,2.6399999999999997
2013-07-02,55,24.0,,0.24,13.2
2013-07-03,57,24.0,,0.24,13.68
2013-07-04,14,24.0,,0.24,3.36
2013-07-05,0,24.0,,0.24,0.0
2013-07-06,0,24.0,,0.24,0.0
2013-07-07,0,24.0,,0.24,0.0
2013-07-08,33,24.0,,0.24,7.92
2013-07-09,87,24.0,,0.24,20.88
2013-07-10,78,24.0,,0.24,18.72
2013-07-11,45,24.0,,0.24,10.799999999999999
2013-07-12,23,24.0,,0.24,5.52
2013-07-13,0,24.0,,0.24,0.0
2013-07-14,40,24.0,,0.24,9.6
2013-07-15,33,24.0,,0.24,7.92
2013-07-16,75,24.0,,0.24,18.0
2013-07-17,44,24.0,,0.24,10.559999999999999
2013-07-18,100,24.0,,0.24,24.0
2013-07-19,34,24.0,,0.24,8.16
2013-07-20,14,24.0,,0.24,3.36
2013-07-21,42,24.0,,0.24,10.08
2013-07-22,76,24.0,,0.24,18.24
2013-07-23,75,24.0,,0.24,18.0
2013-07-24,65,24.0,,0.24,15.6
2013-07-25,45,24.0,,0.24,10.799999999999999
2013-07-26,58,24.0,,0.24,13.92
2013-07-27,27,24.0,,0.24,6.4799999999999995
2013-07-28,14,24.0,,0.24,3.36
2013-07-29,33,24.0,,0.24,7.92
2013-07-30,76,24.0,,0.24,18.24
2013-07-31,77,24.0,,0.24,18.48
2013-08-01,45,23.0,False,0.23,10.35
2013-08-02,47,23.0,,0.23,10.81
2013-08-03,0,23.0,,0.23,0.0
2013-08-04,42,23.0,,0.23,9.66
2013-08-05,0,23.0,,0.23,0.0
2013-08-06,33,23.0,,0.23,7.590000000000001
2013-08-07,68,23.0,,0.23,15.64
2013-08-08,90,23.0,,0.23,20.7
2013-08-09,70,23.0,,0.23,16.1
2013-08-10,83,23.0,,0.23,19.09
2013-08-11,70,23.0,,0.23,16.1
2013-08-12,78,23.0,,0.23,17.94
2013-08-13,11,23.0,,0.23,2.5300000000000002
2013-08-14,34,23.0,,0.23,7.82
2013-08-15,80,23.0,,0.23,18.400000000000002
2013-08-16,59,23.0,,0.23,13.57
2013-08-17,14,23.0,,0.23,3.22
2013-08-18,28,23.0,,0.23,6.44
2013-08-19,100,23.0,,0.23,23.0
2013-08-20,100,23.0,,0.23,23.0
2013-08-21,45,23.0,,0.23,10.35
2013-08-22,11,23.0,,0.23,2.5300000000000002
2013-08-23,59,23.0,,0.23,13.57
2013-08-24,0,23.0,,0.23,0.0
2013-08-25,28,23.0,,0.23,6.44
2013-08-26,54,23.0,,0.23,12.42
2013-08-27,32,23.0,,0.23,7.36
2013-08-28,76,23.0,,0.23,17.48
2013-08-29,44,23.0,,0.23,10.120000000000001
2013-08-30,46,23.0,,0.23,10.58
2013-08-31,0,23.0,,0.23,0.0
2013-09-01,8,32.0,False,0.32,2.56
2013-09-02,14,32.0,,0.32,4.48
2013-09-03,41,32.0,,0.32,13.120000000000001
2013-09-04,29,32.0,,0.32,9.28
2013-09-05,30,32.0,,0.32,9.6
2013-09-06,43,32.0,,0.32,13.76
2013-09-07,36,32.0,,0.32,11.52
2013-09-08,7,32.0,,0.32,2.24
2013-09-09,23,32.0,,0.32,7.36
2013-09-10,57,32.0,,0.32,18.240000000000002
2013-09-11,40,32.0,,0.32,12.8
2013-09-12,29,32.0,,0.32,9.28
2013-09-13,42,32.0,,0.32,13.44
2013-09-14,0,32.0,,0.32,0.0
2013-09-15,7,32.0,,0.32,2.24
2013-09-16,40,32.0,,0.32,12.8
2013-09-17,40,32.0,,0.32,12.8
2013-09-18,46,32.0,,0.32,14.72
2013-09-19,82,32.0,,0.32,26.240000000000002
2013-09-20,74,32.0,,0.32,23.68
2013-09-21,14,32.0,,0.32,4.48
2013-09-22,7,32.0,,0.32,2.24
2013-09-23,18,32.0,,0.32,5.76
2013-09-24,100,32.0,,0.32,32.0
2013-09-25,41,32.0,,0.32,13.120000000000001
2013-09-26,43,32.0,,0.32,13.76
2013-09-27,38,32.0,,0.32,12.16
2013-09-28,30,32.0,,0.32,9.6
2013-09-29,22,32.0,,0.32,7.04
2013-09-30,29,32.0,,0.32,9.28
2013-10-01,47,33.0,False,0.33,15.510000000000002
2013-10-02,64,33.0,,0.33,21.12
2013-10-03,98,33.0,,0.33,32.34
2013-10-04,34,33.0,,0.33,11.22
2013-10-05,27,33.0,,0.33,8.91
2013-10-06,13,33.0,,0.33,4.29
2013-10-07,69,33.0,,0.33,22.77
2013-10-08,86,33.0,,0.33,28.380000000000003
2013-10-09,98,33.0,,0.33,32.34
2013-10-10,77,33.0,,0.33,25.41
2013-10-11,63,33.0,,0.33,20.790000000000003
2013-10-12,47,33.0,,0.33,15.510000000000002
2013-10-13,20,33.0,,0.33,6.6000000000000005
2013-10-14,93,33.0,,0.33,30.69
2013-10-15,69,33.0,,0.33,22.77
2013-10-16,76,33.0,,0.33,25.080000000000002
2013-10-17,60,33.0,,0.33,19.8
2013-10-18,51,33.0,,0.33,16.830000000000002
2013-10-19,34,33.0,,0.33,11.22
2013-10-20,13,33.0,,0.33,4.29
2013-10-21,64,33.0,,0.33,21.12
2013-10-22,100,33.0,,0.33,33.0
2013-10-23,59,33.0,,0.33,19.470000000000002
2013-10-24,70,33.0,,0.33,23.1
2013-10-25,85,33.0,,0.33,28.05
2013-10-26,14,33.0,,0.33,4.62
2013-10-27,27,33.0,,0.33,8.91
2013-10-28,58,33.0,,0.33,19.14
2013-10-29,84,33.0,,0.33,27.720000000000002
2013-10-30,69,33.0,,0.33,22.77
2013-10-31,60,33.0,,0.33,19.8
2013-11-01,64,36.0,False,0.36,23.04
2013-11-02,31,36.0,,0.36,11.16
2013-11-03,10,36.0,,0.36,3.5999999999999996
2013-11-04,75,36.0,,0.36,27.0
2013-11-05,65,36.0,,0.36,23.4
2013-11-06,41,36.0,,0.36,14.76
2013-11-07,75,36.0,,0.36,27.0
2013-11-08,87,36.0,,0.36,31.32
2013-11-09,42,36.0,,0.36,15.12
2013-11-10,10,36.0,,0.36,3.5999999999999996
2013-11-11,51,36.0,,0.36,18.36
2013-11-12,57,36.0,,0.36,20.52
2013-11-13,100,36.0,,0.36,36.0
2013-11-14,85,36.0,,0.36,30.599999999999998
2013-11-15,70,36.0,,0.36,25.2
2013-11-16,10,36.0,,0.36,3.5999999999999996
2013-11-17,20,36.0,,0.36,7.199999999999999
2013-11-18,89,36.0,,0.36,32.04
2013-11-19,32,36.0,,0.36,11.52
2013-11-20,73,36.0,,0.36,26.279999999999998
2013-11-21,66,36.0,,0.36,23.759999999999998
2013-11-22,42,36.0,,0.36,15.12
2013-11-23,40,36.0,,0.36,14.399999999999999
2013-11-24,30,36.0,,0.36,10.799999999999999
2013-11-25,66,36.0,,0.36,23.759999999999998
2013-11-26,33,36.0,,0.36,11.879999999999999
2013-11-27,35,36.0,,0.36,12.6
2013-11-28,43,36.0,,0.36,15.479999999999999
2013-11-29,40,36.0,,0.36,14.399999999999999
2013-11-30,31,36.0,,0.36,11.16
2013-12-01,0,25.0,False,0.25,0.0
2013-12-02,85,25.0,,0.25,21.25
2013-12-03,97,25.0,,0.25,24.25
2013-12-04,100,25.0,,0.25,25.0
2013-12-05,30,25.0,,0.25,7.5
2013-12-06,40,25.0,,0.25,10.0
2013-12-07,49,25.0,,0.25,12.25
2013-12-08,36,25.0,,0.25,9.0
2013-12-09,70,25.0,,0.25,17.5
2013-12-10,60,25.0,,0.25,15.0
2013-12-11,30,25.0,,0.25,7.5
2013-12-12,83,25.0,,0.25,20.75
2013-12-13,43,25.0,,0.25,10.75
2013-12-14,25,25.0,,0.25,6.25
2013-12-15,13,25.0,,0.25,3.25
2013-12-16,62,25.0,,0.25,15.5
2013-12-17,41,25.0,,0.25,10.25
2013-12-18,73,25.0,,0.25,18.25
2013-12-19,64,25.0,,0.25,16.0
2013-12-20,57,25.0,,0.25,14.25
2013-12-21,13,25.0,,0.25,3.25
2013-12-22,13,25.0,,0.25,3.25
2013-12-23,46,25.0,,0.25,11.5
2013-12-24,26,25.0,,0.25,6.5
2013-12-25,31,25.0,,0.25,7.75
2013-12-26,37,25.0,,0.25,9.25
2013-12-27,35,25.0,,0.25,8.75
2013-12-28,13,25.0,,0.25,3.25
2013-12-29,13,25.0,,0.25,3.25
2013-12-30,33,25.0,,0.25,8.25
2013-12-31,23,25.0,,0.25,5.75
2014-01-01,12,27.0,False,0.27,3.24
2014-01-02,48,27.0,,0.27,12.96
2014-01-03,38,27.0,,0.27,10.260000000000002
2014-01-04,11,27.0,,0.27,2.97
2014-01-05,27,27.0,,0.27,7.290000000000001
2014-01-06,60,27.0,,0.27,16.200000000000003
2014-01-07,68,27.0,,0.27,18.36
2014-01-08,70,27.0,,0.27,18.900000000000002
2014-01-09,66,27.0,,0.27,17.82
2014-01-10,71,27.0,,0.27,19.17
2014-01-11,17,27.0,,0.27,4.59
2014-01-12,22,27.0,,0.27,5.94
2014-01-13,32,27.0,,0.27,8.64
2014-01-14,50,27.0,,0.27,13.5
2014-01-15,32,27.0,,0.27,8.64
2014-01-16,83,27.0,,0.27,22.41
2014-01-17,75,27.0,,0.27,20.25
2014-01-18,23,27.0,,0.27,6.210000000000001
2014-01-19,34,27.0,,0.27,9.18
2014-01-20,38,27.0,,0.27,10.260000000000002
2014-01-21,40,27.0,,0.27,10.8
2014-01-22,36,27.0,,0.27,9.72
2014-01-23,72,27.0,,0.27,19.44
2014-01-24,51,27.0,,0.27,13.770000000000001
2014-01-25,33,27.0,,0.27,8.91
2014-01-26,17,27.0,,0.27,4.59
2014-01-27,65,27.0,,0.27,17.55
2014-01-28,49,27.0,,0.27,13.23
2014-01-29,94,27.0,,0.27,25.380000000000003
2014-01-30,100,27.0,,0.27,27.0
2014-01-31,75,27.0,,0.27,20.25
2014-02-01,19,32.0,False,0.32,6.08
2014-02-02,28,32.0,,0.32,8.96
2014-02-03,46,32.0,,0.32,14.72
2014-02-04,62,32.0,,0.32,19.84
2014-02-05,24,32.0,,0.32,7.68
2014-02-06,81,32.0,,0.32,25.92
2014-02-07,65,32.0,,0.32,20.8
2014-02-08,9,32.0,,0.32,2.88
2014-02-09,28,32.0,,0.32,8.96
2014-02-10,15,32.0,,0.32,4.8
2014-02-11,97,32.0,,0.32,31.04
2014-02-12,23,32.0,,0.32,7.36
2014-02-13,55,32.0,,0.32,17.6
2014-02-14,49,32.0,,0.32,15.68
2014-02-15,39,32.0,,0.32,12.48
2014-02-16,19,32.0,,0.32,6.08
2014-02-17,73,32.0,,0.32,23.36
2014-02-18,31,32.0,,0.32,9.92
2014-02-19,93,32.0,,0.32,29.76
2014-02-20,16,32.0,,0.32,5.12
2014-02-21,73,32.0,,0.32,23.36
2014-02-22,39,32.0,,0.32,12.48
2014-02-23,58,32.0,,0.32,18.56
2014-02-24,61,32.0,,0.32,19.52
2014-02-25,100,32.0,,0.32,32.0
2014-02-26,61,32.0,,0.32,19.52
2014-02-27,55,32.0,,0.32,17.6
2014-02-28,40,32.0,,0.32,12.8
2014-03-01,28,37.0,False,0.37,10.36
2014-03-02,9,37.0,,0.37,3.33
2014-03-03,59,37.0,,0.37,21.83
2014-03-04,60,37.0,,0.37,22.2
2014-03-05,69,37.0,,0.37,25.53
2014-03-06,39,37.0,,0.37,14.43
2014-03-07,58,37.0,,0.37,21.46
2014-03-08,19,37.0,,0.37,7.03
2014-03-09,10,37.0,,0.37,3.7
2014-03-10,56,37.0,,0.37,20.72
2014-03-11,71,37.0,,0.37,26.27
2014-03-12,54,37.0,,0.37,19.98
2014-03-13,55,37.0,,0.37,20.35
2014-03-14,41,37.0,,0.37,15.17
2014-03-15,39,37.0,,0.37,14.43
2014-03-16,47,37.0,,0.37,17.39
2014-03-17,93,37.0,,0.37,34.41
2014-03-18,55,37.0,,0.37,20.35
2014-03-19,78,37.0,,0.37,28.86
2014-03-20,55,37.0,,0.37,20.35
2014-03-21,33,37.0,,0.37,12.209999999999999
2014-03-22,10,37.0,,0.37,3.7
2014-03-23,29,37.0,,0.37,10.73
2014-03-24,46,37.0,,0.37,17.02
2014-03-25,100,37.0,,0.37,37.0
2014-03-26,62,37.0,,0.37,22.94
2014-03-27,87,37.0,,0.37,32.19
2014-03-28,57,37.0,,0.37,21.09
2014-03-29,37,37.0,,0.37,13.69
2014-03-30,9,37.0,,0.37,3.33
2014-03-31,46,37.0,,0.37,17.02
2014-04-01,100,30.0,False,0.3,30.0
2014-04-02,43,30.0,,0.3,12.9
2014-04-03,36,30.0,,0.3,10.799999999999999
2014-04-04,60,30.0,,0.3,18.0
2014-04-05,27,30.0,,0.3,8.1
2014-04-06,36,30.0,,0.3,10.799999999999999
2014-04-07,57,30.0,,0.3,17.099999999999998
2014-04-08,36,30.0,,0.3,10.799999999999999
2014-04-09,44,30.0,,0.3,13.2
2014-04-10,52,30.0,,0.3,15.6
2014-04-11,62,30.0,,0.3,18.599999999999998
2014-04-12,38,30.0,,0.3,11.4
2014-04-13,27,30.0,,0.3,8.1
2014-04-14,72,30.0,,0.3,21.599999999999998
2014-04-15,56,30.0,,0.3,16.8
2014-04-16,51,30.0,,0.3,15.299999999999999
2014-04-17,30,30.0,,0.3,9.0
2014-04-18,40,30.0,,0.3,12.0
2014-04-19,19,30.0,,0.3,5.7
2014-04-20,10,30.0,,0.3,3.0
2014-04-21,23,30.0,,0.3,6.8999999999999995
2014-04-22,58,30.0,,0.3,17.4
2014-04-23,51,30.0,,0.3,15.299999999999999
2014-04-24,37,30.0,,0.3,11.1
2014-04-25,31,30.0,,0.3,9.299999999999999
2014-04-26,9,30.0,,0.3,2.6999999999999997
2014-04-27,37,30.0,,0.3,11.1
2014-04-28,64,30.0,,0.3,19.2
