date,limited partnership_unscaled,limited partnership_monthly,isPartial,scale,limited partnership
2008-10-12,58,43.0,,0.43,24.94
2008-10-13,58,43.0,,0.43,24.94
2008-10-14,36,43.0,,0.43,15.48
2008-10-15,73,43.0,,0.43,31.39
2008-10-16,95,43.0,,0.43,40.85
2008-10-17,61,43.0,,0.43,26.23
2008-10-18,86,43.0,,0.43,36.98
2008-10-19,28,43.0,,0.43,12.04
2008-10-20,57,43.0,,0.43,24.509999999999998
2008-10-21,18,43.0,,0.43,7.74
2008-10-22,37,43.0,,0.43,15.91
2008-10-23,38,43.0,,0.43,16.34
2008-10-24,100,43.0,,0.43,43.0
2008-10-25,57,43.0,,0.43,24.509999999999998
2008-10-26,0,43.0,,0.43,0.0
2008-10-27,37,43.0,,0.43,15.91
2008-10-28,33,43.0,,0.43,14.19
2008-10-29,15,43.0,,0.43,6.45
2008-10-30,38,43.0,,0.43,16.34
2008-10-31,42,43.0,,0.43,18.06
2008-11-01,20,51.0,False,0.51,10.2
2008-11-02,0,51.0,,0.51,0.0
2008-11-03,100,51.0,,0.51,51.0
2008-11-04,23,51.0,,0.51,11.73
2008-11-05,33,51.0,,0.51,16.830000000000002
2008-11-06,35,51.0,,0.51,17.85
2008-11-07,61,51.0,,0.51,31.11
2008-11-08,0,51.0,,0.51,0.0
2008-11-09,17,51.0,,0.51,8.67
2008-11-10,23,51.0,,0.51,11.73
2008-11-11,35,51.0,,0.51,17.85
2008-11-12,34,51.0,,0.51,17.34
2008-11-13,58,51.0,,0.51,29.580000000000002
2008-11-14,24,51.0,,0.51,12.24
2008-11-15,34,51.0,,0.51,17.34
2008-11-16,34,51.0,,0.51,17.34
2008-11-17,23,51.0,,0.51,11.73
2008-11-18,35,51.0,,0.51,17.85
2008-11-19,47,51.0,,0.51,23.97
2008-11-20,35,51.0,,0.51,17.85
2008-11-21,24,51.0,,0.51,12.24
2008-11-22,17,51.0,,0.51,8.67
2008-11-23,35,51.0,,0.51,17.85
2008-11-24,69,51.0,,0.51,35.19
2008-11-25,82,51.0,,0.51,41.82
2008-11-26,39,51.0,,0.51,19.89
2008-11-27,37,51.0,,0.51,18.87
2008-11-28,17,51.0,,0.51,8.67
2008-11-29,35,51.0,,0.51,17.85
2008-11-30,34,51.0,,0.51,17.34
2008-12-01,44,43.0,False,0.43,18.919999999999998
2008-12-02,43,43.0,,0.43,18.49
2008-12-03,100,43.0,,0.43,43.0
2008-12-04,11,43.0,,0.43,4.7299999999999995
2008-12-05,36,43.0,,0.43,15.48
2008-12-06,17,43.0,,0.43,7.31
2008-12-07,33,43.0,,0.43,14.19
2008-12-08,22,43.0,,0.43,9.459999999999999
2008-12-09,33,43.0,,0.43,14.19
2008-12-10,11,43.0,,0.43,4.7299999999999995
2008-12-11,34,43.0,,0.43,14.62
2008-12-12,24,43.0,,0.43,10.32
2008-12-13,0,43.0,,0.43,0.0
2008-12-14,0,43.0,,0.43,0.0
2008-12-15,57,43.0,,0.43,24.509999999999998
2008-12-16,22,43.0,,0.43,9.459999999999999
2008-12-17,23,43.0,,0.43,9.89
2008-12-18,84,43.0,,0.43,36.12
2008-12-19,64,43.0,,0.43,27.52
2008-12-20,55,43.0,,0.43,23.65
2008-12-21,37,43.0,,0.43,15.91
2008-12-22,40,43.0,,0.43,17.2
2008-12-23,27,43.0,,0.43,11.61
2008-12-24,51,43.0,,0.43,21.93
2008-12-25,0,43.0,,0.43,0.0
2008-12-26,0,43.0,,0.43,0.0
2008-12-27,19,43.0,,0.43,8.17
2008-12-28,0,43.0,,0.43,0.0
2008-12-29,82,43.0,,0.43,35.26
2008-12-30,27,43.0,,0.43,11.61
2008-12-31,14,43.0,,0.43,6.02
2009-01-01,0,30.0,False,0.3,0.0
2009-01-02,0,30.0,,0.3,0.0
2009-01-03,25,30.0,,0.3,7.5
2009-01-04,25,30.0,,0.3,7.5
2009-01-05,17,30.0,,0.3,5.1
2009-01-06,100,30.0,,0.3,30.0
2009-01-07,16,30.0,,0.3,4.8
2009-01-08,51,30.0,,0.3,15.299999999999999
2009-01-09,35,30.0,,0.3,10.5
2009-01-10,0,30.0,,0.3,0.0
2009-01-11,0,30.0,,0.3,0.0
2009-01-12,33,30.0,,0.3,9.9
2009-01-13,49,30.0,,0.3,14.7
2009-01-14,33,30.0,,0.3,9.9
2009-01-15,33,30.0,,0.3,9.9
2009-01-16,52,30.0,,0.3,15.6
2009-01-17,25,30.0,,0.3,7.5
2009-01-18,0,30.0,,0.3,0.0
2009-01-19,55,30.0,,0.3,16.5
2009-01-20,67,30.0,,0.3,20.099999999999998
2009-01-21,16,30.0,,0.3,4.8
2009-01-22,65,30.0,,0.3,19.5
2009-01-23,86,30.0,,0.3,25.8
2009-01-24,94,30.0,,0.3,28.2
2009-01-25,24,30.0,,0.3,7.199999999999999
2009-01-26,32,30.0,,0.3,9.6
2009-01-27,64,30.0,,0.3,19.2
2009-01-28,79,30.0,,0.3,23.7
2009-01-29,49,30.0,,0.3,14.7
2009-01-30,34,30.0,,0.3,10.2
2009-01-31,0,30.0,,0.3,0.0
2009-02-01,39,48.0,False,0.48,18.72
2009-02-02,26,48.0,,0.48,12.48
2009-02-03,98,48.0,,0.48,47.04
2009-02-04,25,48.0,,0.48,12.0
2009-02-05,51,48.0,,0.48,24.48
2009-02-06,13,48.0,,0.48,6.24
2009-02-07,57,48.0,,0.48,27.36
2009-02-08,19,48.0,,0.48,9.12
2009-02-09,62,48.0,,0.48,29.759999999999998
2009-02-10,62,48.0,,0.48,29.759999999999998
2009-02-11,13,48.0,,0.48,6.24
2009-02-12,13,48.0,,0.48,6.24
2009-02-13,27,48.0,,0.48,12.959999999999999
2009-02-14,19,48.0,,0.48,9.12
2009-02-15,20,48.0,,0.48,9.6
2009-02-16,14,48.0,,0.48,6.72
2009-02-17,51,48.0,,0.48,24.48
2009-02-18,100,48.0,,0.48,48.0
2009-02-19,63,48.0,,0.48,30.24
2009-02-20,53,48.0,,0.48,25.439999999999998
2009-02-21,38,48.0,,0.48,18.24
2009-02-22,0,48.0,,0.48,0.0
2009-02-23,77,48.0,,0.48,36.96
2009-02-24,25,48.0,,0.48,12.0
2009-02-25,51,48.0,,0.48,24.48
2009-02-26,13,48.0,,0.48,6.24
2009-02-27,66,48.0,,0.48,31.68
2009-02-28,0,48.0,,0.48,0.0
2009-03-01,15,53.0,False,0.53,7.95
2009-03-02,10,53.0,,0.53,5.300000000000001
2009-03-03,100,53.0,,0.53,53.0
2009-03-04,30,53.0,,0.53,15.9
2009-03-05,52,53.0,,0.53,27.560000000000002
2009-03-06,43,53.0,,0.53,22.790000000000003
2009-03-07,30,53.0,,0.53,15.9
2009-03-08,31,53.0,,0.53,16.43
2009-03-09,40,53.0,,0.53,21.200000000000003
2009-03-10,30,53.0,,0.53,15.9
2009-03-11,41,53.0,,0.53,21.73
2009-03-12,20,53.0,,0.53,10.600000000000001
2009-03-13,33,53.0,,0.53,17.490000000000002
2009-03-14,30,53.0,,0.53,15.9
2009-03-15,15,53.0,,0.53,7.95
2009-03-16,20,53.0,,0.53,10.600000000000001
2009-03-17,72,53.0,,0.53,38.160000000000004
2009-03-18,52,53.0,,0.53,27.560000000000002
2009-03-19,61,53.0,,0.53,32.33
2009-03-20,22,53.0,,0.53,11.66
2009-03-21,0,53.0,,0.53,0.0
2009-03-22,31,53.0,,0.53,16.43
2009-03-23,30,53.0,,0.53,15.9
2009-03-24,60,53.0,,0.53,31.8
2009-03-25,20,53.0,,0.53,10.600000000000001
2009-03-26,60,53.0,,0.53,31.8
2009-03-27,43,53.0,,0.53,22.790000000000003
2009-03-28,30,53.0,,0.53,15.9
2009-03-29,0,53.0,,0.53,0.0
2009-03-30,30,53.0,,0.53,15.9
2009-03-31,10,53.0,,0.53,5.300000000000001
2009-04-01,50,49.0,False,0.49,24.5
2009-04-02,85,49.0,,0.49,41.65
2009-04-03,18,49.0,,0.49,8.82
2009-04-04,26,49.0,,0.49,12.74
2009-04-05,51,49.0,,0.49,24.99
2009-04-06,50,49.0,,0.49,24.5
2009-04-07,100,49.0,,0.49,49.0
2009-04-08,17,49.0,,0.49,8.33
2009-04-09,54,49.0,,0.49,26.46
2009-04-10,40,49.0,,0.49,19.6
2009-04-11,26,49.0,,0.49,12.74
2009-04-12,84,49.0,,0.49,41.16
2009-04-13,34,49.0,,0.49,16.66
2009-04-14,98,49.0,,0.49,48.019999999999996
2009-04-15,16,49.0,,0.49,7.84
2009-04-16,50,49.0,,0.49,24.5
2009-04-17,73,49.0,,0.49,35.769999999999996
2009-04-18,27,49.0,,0.49,13.23
2009-04-19,25,49.0,,0.49,12.25
2009-04-20,98,49.0,,0.49,48.019999999999996
2009-04-21,32,49.0,,0.49,15.68
2009-04-22,49,49.0,,0.49,24.009999999999998
2009-04-23,50,49.0,,0.49,24.5
2009-04-24,18,49.0,,0.49,8.82
2009-04-25,53,49.0,,0.49,25.97
2009-04-26,26,49.0,,0.49,12.74
2009-04-27,49,49.0,,0.49,24.009999999999998
2009-04-28,49,49.0,,0.49,24.009999999999998
2009-04-29,33,49.0,,0.49,16.169999999999998
2009-04-30,0,49.0,,0.49,0.0
2009-05-01,59,44.0,False,0.44,25.96
2009-05-02,36,44.0,,0.44,15.84
2009-05-03,24,44.0,,0.44,10.56
2009-05-04,46,44.0,,0.44,20.24
2009-05-05,68,44.0,,0.44,29.92
2009-05-06,61,44.0,,0.44,26.84
2009-05-07,62,44.0,,0.44,27.28
2009-05-08,42,44.0,,0.44,18.48
2009-05-09,25,44.0,,0.44,11.0
2009-05-10,0,44.0,,0.44,0.0
2009-05-11,40,44.0,,0.44,17.6
2009-05-12,15,44.0,,0.44,6.6
2009-05-13,69,44.0,,0.44,30.36
2009-05-14,47,44.0,,0.44,20.68
2009-05-15,17,44.0,,0.44,7.48
2009-05-16,0,44.0,,0.44,0.0
2009-05-17,24,44.0,,0.44,10.56
2009-05-18,62,44.0,,0.44,27.28
2009-05-19,46,44.0,,0.44,20.24
2009-05-20,70,44.0,,0.44,30.8
2009-05-21,24,44.0,,0.44,10.56
2009-05-22,89,44.0,,0.44,39.160000000000004
2009-05-23,0,44.0,,0.44,0.0
2009-05-24,0,44.0,,0.44,0.0
2009-05-25,23,44.0,,0.44,10.12
2009-05-26,62,44.0,,0.44,27.28
2009-05-27,100,44.0,,0.44,44.0
2009-05-28,70,44.0,,0.44,30.8
2009-05-29,59,44.0,,0.44,25.96
2009-05-30,25,44.0,,0.44,11.0
2009-05-31,25,44.0,,0.44,11.0
2009-06-01,59,47.0,False,0.47,27.729999999999997
2009-06-02,38,47.0,,0.47,17.86
2009-06-03,68,47.0,,0.47,31.959999999999997
2009-06-04,80,47.0,,0.47,37.599999999999994
2009-06-05,74,47.0,,0.47,34.78
2009-06-06,63,47.0,,0.47,29.61
2009-06-07,0,47.0,,0.47,0.0
2009-06-08,39,47.0,,0.47,18.33
2009-06-09,67,47.0,,0.47,31.49
2009-06-10,49,47.0,,0.47,23.029999999999998
2009-06-11,80,47.0,,0.47,37.599999999999994
2009-06-12,87,47.0,,0.47,40.89
2009-06-13,0,47.0,,0.47,0.0
2009-06-14,32,47.0,,0.47,15.04
2009-06-15,60,47.0,,0.47,28.2
2009-06-16,80,47.0,,0.47,37.599999999999994
2009-06-17,60,47.0,,0.47,28.2
2009-06-18,71,47.0,,0.47,33.37
2009-06-19,43,47.0,,0.47,20.209999999999997
2009-06-20,31,47.0,,0.47,14.569999999999999
2009-06-21,0,47.0,,0.47,0.0
2009-06-22,81,47.0,,0.47,38.07
2009-06-23,99,47.0,,0.47,46.529999999999994
2009-06-24,71,47.0,,0.47,33.37
2009-06-25,81,47.0,,0.47,38.07
2009-06-26,32,47.0,,0.47,15.04
2009-06-27,31,47.0,,0.47,14.569999999999999
2009-06-28,48,47.0,,0.47,22.56
2009-06-29,41,47.0,,0.47,19.27
2009-06-30,100,47.0,,0.47,47.0
2009-07-01,82,52.0,False,0.52,42.64
2009-07-02,67,52.0,,0.52,34.84
2009-07-03,38,52.0,,0.52,19.76
2009-07-04,31,52.0,,0.52,16.12
2009-07-05,64,52.0,,0.52,33.28
2009-07-06,36,52.0,,0.52,18.72
2009-07-07,53,52.0,,0.52,27.560000000000002
2009-07-08,54,52.0,,0.52,28.080000000000002
2009-07-09,37,52.0,,0.52,19.240000000000002
2009-07-10,69,52.0,,0.52,35.88
2009-07-11,56,52.0,,0.52,29.12
2009-07-12,0,52.0,,0.52,0.0
2009-07-13,36,52.0,,0.52,18.72
2009-07-14,72,52.0,,0.52,37.44
2009-07-15,54,52.0,,0.52,28.080000000000002
2009-07-16,73,52.0,,0.52,37.96
2009-07-17,58,52.0,,0.52,30.16
2009-07-18,0,52.0,,0.52,0.0
2009-07-19,29,52.0,,0.52,15.08
2009-07-20,45,52.0,,0.52,23.400000000000002
2009-07-21,35,52.0,,0.52,18.2
2009-07-22,53,52.0,,0.52,27.560000000000002
2009-07-23,100,52.0,,0.52,52.0
2009-07-24,77,52.0,,0.52,40.04
2009-07-25,41,52.0,,0.52,21.32
2009-07-26,42,52.0,,0.52,21.84
2009-07-27,63,52.0,,0.52,32.76
2009-07-28,18,52.0,,0.52,9.36
2009-07-29,27,52.0,,0.52,14.040000000000001
2009-07-30,45,52.0,,0.52,23.400000000000002
2009-07-31,77,52.0,,0.52,40.04
2009-08-01,72,33.0,False,0.33,23.76
2009-08-02,24,33.0,,0.33,7.92
2009-08-03,31,33.0,,0.33,10.23
2009-08-04,31,33.0,,0.33,10.23
2009-08-05,23,33.0,,0.33,7.590000000000001
2009-08-06,72,33.0,,0.33,23.76
2009-08-07,42,33.0,,0.33,13.860000000000001
2009-08-08,0,33.0,,0.33,0.0
2009-08-09,24,33.0,,0.33,7.92
2009-08-10,54,33.0,,0.33,17.82
2009-08-11,46,33.0,,0.33,15.180000000000001
2009-08-12,39,33.0,,0.33,12.870000000000001
2009-08-13,47,33.0,,0.33,15.510000000000002
2009-08-14,100,33.0,,0.33,33.0
2009-08-15,0,33.0,,0.33,0.0
2009-08-16,0,33.0,,0.33,0.0
2009-08-17,47,33.0,,0.33,15.510000000000002
2009-08-18,30,33.0,,0.33,9.9
2009-08-19,61,33.0,,0.33,20.130000000000003
2009-08-20,77,33.0,,0.33,25.41
2009-08-21,82,33.0,,0.33,27.060000000000002
2009-08-22,46,33.0,,0.33,15.180000000000001
2009-08-23,35,33.0,,0.33,11.55
2009-08-24,46,33.0,,0.33,15.180000000000001
2009-08-25,38,33.0,,0.33,12.540000000000001
2009-08-26,45,33.0,,0.33,14.850000000000001
2009-08-27,84,33.0,,0.33,27.720000000000002
2009-08-28,32,33.0,,0.33,10.56
2009-08-29,22,33.0,,0.33,7.260000000000001
2009-08-30,34,33.0,,0.33,11.22
2009-08-31,37,33.0,,0.33,12.21
2009-09-01,16,36.0,False,0.36,5.76
2009-09-02,32,36.0,,0.36,11.52
2009-09-03,98,36.0,,0.36,35.28
2009-09-04,35,36.0,,0.36,12.6
2009-09-05,25,36.0,,0.36,9.0
2009-09-06,26,36.0,,0.36,9.36
2009-09-07,22,36.0,,0.36,7.92
2009-09-08,31,36.0,,0.36,11.16
2009-09-09,31,36.0,,0.36,11.16
2009-09-10,47,36.0,,0.36,16.919999999999998
2009-09-11,66,36.0,,0.36,23.759999999999998
2009-09-12,23,36.0,,0.36,8.28
2009-09-13,0,36.0,,0.36,0.0
2009-09-14,93,36.0,,0.36,33.48
2009-09-15,15,36.0,,0.36,5.3999999999999995
2009-09-16,15,36.0,,0.36,5.3999999999999995
2009-09-17,78,36.0,,0.36,28.08
2009-09-18,67,36.0,,0.36,24.119999999999997
2009-09-19,0,36.0,,0.36,0.0
2009-09-20,0,36.0,,0.36,0.0
2009-09-21,31,36.0,,0.36,11.16
2009-09-22,30,36.0,,0.36,10.799999999999999
2009-09-23,45,36.0,,0.36,16.2
2009-09-24,47,36.0,,0.36,16.919999999999998
2009-09-25,100,36.0,,0.36,36.0
2009-09-26,0,36.0,,0.36,0.0
2009-09-27,0,36.0,,0.36,0.0
2009-09-28,46,36.0,,0.36,16.56
2009-09-29,45,36.0,,0.36,16.2
2009-09-30,46,36.0,,0.36,16.56
2009-10-01,0,41.0,False,0.41,0.0
2009-10-02,49,41.0,,0.41,20.09
2009-10-03,17,41.0,,0.41,6.97
2009-10-04,17,41.0,,0.41,6.97
2009-10-05,45,41.0,,0.41,18.45
2009-10-06,100,41.0,,0.41,41.0
2009-10-07,34,41.0,,0.41,13.94
2009-10-08,57,41.0,,0.41,23.369999999999997
2009-10-09,12,41.0,,0.41,4.92
2009-10-10,51,41.0,,0.41,20.91
2009-10-11,35,41.0,,0.41,14.35
2009-10-12,47,41.0,,0.41,19.27
2009-10-13,33,41.0,,0.41,13.53
2009-10-14,33,41.0,,0.41,13.53
2009-10-15,34,41.0,,0.41,13.94
2009-10-16,48,41.0,,0.41,19.68
2009-10-17,0,41.0,,0.41,0.0
2009-10-18,34,41.0,,0.41,13.94
2009-10-19,23,41.0,,0.41,9.43
2009-10-20,22,41.0,,0.41,9.02
2009-10-21,22,41.0,,0.41,9.02
2009-10-22,22,41.0,,0.41,9.02
2009-10-23,35,41.0,,0.41,14.35
2009-10-24,0,41.0,,0.41,0.0
2009-10-25,50,41.0,,0.41,20.5
2009-10-26,33,41.0,,0.41,13.53
2009-10-27,22,41.0,,0.41,9.02
2009-10-28,54,41.0,,0.41,22.139999999999997
2009-10-29,89,41.0,,0.41,36.489999999999995
2009-10-30,48,41.0,,0.41,19.68
2009-10-31,34,41.0,,0.41,13.94
2009-11-01,0,38.0,False,0.38,0.0
2009-11-02,30,38.0,,0.38,11.4
2009-11-03,100,38.0,,0.38,38.0
2009-11-04,28,38.0,,0.38,10.64
2009-11-05,87,38.0,,0.38,33.06
2009-11-06,15,38.0,,0.38,5.7
2009-11-07,0,38.0,,0.38,0.0
2009-11-08,0,38.0,,0.38,0.0
2009-11-09,43,38.0,,0.38,16.34
2009-11-10,85,38.0,,0.38,32.3
2009-11-11,74,38.0,,0.38,28.12
2009-11-12,14,38.0,,0.38,5.32
2009-11-13,46,38.0,,0.38,17.48
2009-11-14,21,38.0,,0.38,7.98
2009-11-15,42,38.0,,0.38,15.96
2009-11-16,28,38.0,,0.38,10.64
2009-11-17,70,38.0,,0.38,26.6
2009-11-18,42,38.0,,0.38,15.96
2009-11-19,29,38.0,,0.38,11.02
2009-11-20,61,38.0,,0.38,23.18
2009-11-21,21,38.0,,0.38,7.98
2009-11-22,0,38.0,,0.38,0.0
2009-11-23,29,38.0,,0.38,11.02
2009-11-24,57,38.0,,0.38,21.66
2009-11-25,32,38.0,,0.38,12.16
2009-11-26,22,38.0,,0.38,8.36
2009-11-27,0,38.0,,0.38,0.0
2009-11-28,66,38.0,,0.38,25.080000000000002
2009-11-29,43,38.0,,0.38,16.34
2009-11-30,42,38.0,,0.38,15.96
2009-12-01,57,37.0,False,0.37,21.09
2009-12-02,28,37.0,,0.37,10.36
2009-12-03,51,37.0,,0.37,18.87
2009-12-04,31,37.0,,0.37,11.47
2009-12-05,0,37.0,,0.37,0.0
2009-12-06,21,37.0,,0.37,7.77
2009-12-07,43,37.0,,0.37,15.91
2009-12-08,64,37.0,,0.37,23.68
2009-12-09,50,37.0,,0.37,18.5
2009-12-10,52,37.0,,0.37,19.24
2009-12-11,100,37.0,,0.37,37.0
2009-12-12,21,37.0,,0.37,7.77
2009-12-13,32,37.0,,0.37,11.84
2009-12-14,15,37.0,,0.37,5.55
2009-12-15,65,37.0,,0.37,24.05
2009-12-16,89,37.0,,0.37,32.93
2009-12-17,46,37.0,,0.37,17.02
2009-12-18,50,37.0,,0.37,18.5
2009-12-19,0,37.0,,0.37,0.0
2009-12-20,23,37.0,,0.37,8.51
2009-12-21,25,37.0,,0.37,9.25
2009-12-22,51,37.0,,0.37,18.87
2009-12-23,55,37.0,,0.37,20.35
2009-12-24,45,37.0,,0.37,16.65
2009-12-25,30,37.0,,0.37,11.1
2009-12-26,26,37.0,,0.37,9.62
2009-12-27,0,37.0,,0.37,0.0
2009-12-28,18,37.0,,0.37,6.66
2009-12-29,26,37.0,,0.37,9.62
2009-12-30,44,37.0,,0.37,16.28
2009-12-31,29,37.0,,0.37,10.73
2010-01-01,0,43.0,False,0.43,0.0
2010-01-02,0,43.0,,0.43,0.0
2010-01-03,26,43.0,,0.43,11.18
2010-01-04,0,43.0,,0.43,0.0
2010-01-05,51,43.0,,0.43,21.93
2010-01-06,34,43.0,,0.43,14.62
2010-01-07,17,43.0,,0.43,7.31
2010-01-08,53,43.0,,0.43,22.79
2010-01-09,24,43.0,,0.43,10.32
2010-01-10,74,43.0,,0.43,31.82
2010-01-11,34,43.0,,0.43,14.62
2010-01-12,16,43.0,,0.43,6.88
2010-01-13,100,43.0,,0.43,43.0
2010-01-14,85,43.0,,0.43,36.55
2010-01-15,53,43.0,,0.43,22.79
2010-01-16,24,43.0,,0.43,10.32
2010-01-17,75,43.0,,0.43,32.25
2010-01-18,19,43.0,,0.43,8.17
2010-01-19,16,43.0,,0.43,6.88
2010-01-20,48,43.0,,0.43,20.64
2010-01-21,33,43.0,,0.43,14.19
2010-01-22,68,43.0,,0.43,29.24
2010-01-23,47,43.0,,0.43,20.21
2010-01-24,24,43.0,,0.43,10.32
2010-01-25,65,43.0,,0.43,27.95
2010-01-26,32,43.0,,0.43,13.76
2010-01-27,48,43.0,,0.43,20.64
2010-01-28,65,43.0,,0.43,27.95
2010-01-29,68,43.0,,0.43,29.24
2010-01-30,45,43.0,,0.43,19.35
2010-01-31,46,43.0,,0.43,19.78
2010-02-01,64,52.0,False,0.52,33.28
2010-02-02,56,52.0,,0.52,29.12
2010-02-03,88,52.0,,0.52,45.760000000000005
2010-02-04,44,52.0,,0.52,22.880000000000003
2010-02-05,53,52.0,,0.52,27.560000000000002
2010-02-06,36,52.0,,0.52,18.72
2010-02-07,18,52.0,,0.52,9.36
2010-02-08,53,52.0,,0.52,27.560000000000002
2010-02-09,37,52.0,,0.52,19.240000000000002
2010-02-10,44,52.0,,0.52,22.880000000000003
2010-02-11,39,52.0,,0.52,20.28
2010-02-12,48,52.0,,0.52,24.96
2010-02-13,0,52.0,,0.52,0.0
2010-02-14,59,52.0,,0.52,30.68
2010-02-15,29,52.0,,0.52,15.08
2010-02-16,64,52.0,,0.52,33.28
2010-02-17,38,52.0,,0.52,19.76
2010-02-18,39,52.0,,0.52,20.28
2010-02-19,54,52.0,,0.52,28.080000000000002
2010-02-20,28,52.0,,0.52,14.56
2010-02-21,19,52.0,,0.52,9.88
2010-02-22,51,52.0,,0.52,26.52
2010-02-23,68,52.0,,0.52,35.36
2010-02-24,100,52.0,,0.52,52.0
2010-02-25,76,52.0,,0.52,39.52
2010-02-26,26,52.0,,0.52,13.52
2010-02-27,72,52.0,,0.52,37.44
2010-02-28,28,52.0,,0.52,14.56
2010-03-01,50,49.0,False,0.49,24.5
2010-03-02,12,49.0,,0.49,5.88
2010-03-03,12,49.0,,0.49,5.88
2010-03-04,100,49.0,,0.49,49.0
2010-03-05,66,49.0,,0.49,32.339999999999996
2010-03-06,56,49.0,,0.49,27.439999999999998
2010-03-07,38,49.0,,0.49,18.62
2010-03-08,25,49.0,,0.49,12.25
2010-03-09,98,49.0,,0.49,48.019999999999996
2010-03-10,49,49.0,,0.49,24.009999999999998
2010-03-11,62,49.0,,0.49,30.38
2010-03-12,78,49.0,,0.49,38.22
2010-03-13,18,49.0,,0.49,8.82
2010-03-14,0,49.0,,0.49,0.0
2010-03-15,26,49.0,,0.49,12.74
2010-03-16,75,49.0,,0.49,36.75
2010-03-17,77,49.0,,0.49,37.73
2010-03-18,40,49.0,,0.49,19.6
2010-03-19,55,49.0,,0.49,26.95
2010-03-20,0,49.0,,0.49,0.0
2010-03-21,0,49.0,,0.49,0.0
2010-03-22,37,49.0,,0.49,18.13
2010-03-23,0,49.0,,0.49,0.0
2010-03-24,50,49.0,,0.49,24.5
2010-03-25,25,49.0,,0.49,12.25
2010-03-26,40,49.0,,0.49,19.6
2010-03-27,19,49.0,,0.49,9.31
2010-03-28,0,49.0,,0.49,0.0
2010-03-29,62,49.0,,0.49,30.38
2010-03-30,62,49.0,,0.49,30.38
2010-03-31,13,49.0,,0.49,6.37
2010-04-01,47,40.0,False,0.4,18.8
2010-04-02,27,40.0,,0.4,10.8
2010-04-03,0,40.0,,0.4,0.0
2010-04-04,55,40.0,,0.4,22.0
2010-04-05,23,40.0,,0.4,9.200000000000001
2010-04-06,66,40.0,,0.4,26.400000000000002
2010-04-07,33,40.0,,0.4,13.200000000000001
2010-04-08,56,40.0,,0.4,22.400000000000002
2010-04-09,35,40.0,,0.4,14.0
2010-04-10,0,40.0,,0.4,0.0
2010-04-11,100,40.0,,0.4,40.0
2010-04-12,22,40.0,,0.4,8.8
2010-04-13,21,40.0,,0.4,8.4
2010-04-14,43,40.0,,0.4,17.2
2010-04-15,66,40.0,,0.4,26.400000000000002
2010-04-16,46,40.0,,0.4,18.400000000000002
2010-04-17,0,40.0,,0.4,0.0
2010-04-18,16,40.0,,0.4,6.4
2010-04-19,64,40.0,,0.4,25.6
2010-04-20,53,40.0,,0.4,21.200000000000003
2010-04-21,75,40.0,,0.4,30.0
2010-04-22,65,40.0,,0.4,26.0
2010-04-23,23,40.0,,0.4,9.200000000000001
2010-04-24,0,40.0,,0.4,0.0
2010-04-25,32,40.0,,0.4,12.8
2010-04-26,42,40.0,,0.4,16.8
2010-04-27,31,40.0,,0.4,12.4
2010-04-28,33,40.0,,0.4,13.200000000000001
2010-04-29,45,40.0,,0.4,18.0
2010-04-30,48,40.0,,0.4,19.200000000000003
2010-05-01,0,37.0,False,0.37,0.0
2010-05-02,0,37.0,,0.37,0.0
2010-05-03,34,37.0,,0.37,12.58
2010-05-04,50,37.0,,0.37,18.5
2010-05-05,62,37.0,,0.37,22.94
2010-05-06,53,37.0,,0.37,19.61
2010-05-07,56,37.0,,0.37,20.72
2010-05-08,0,37.0,,0.37,0.0
2010-05-09,18,37.0,,0.37,6.66
2010-05-10,23,37.0,,0.37,8.51
2010-05-11,28,37.0,,0.37,10.36
2010-05-12,28,37.0,,0.37,10.36
2010-05-13,47,37.0,,0.37,17.39
2010-05-14,100,37.0,,0.37,37.0
2010-05-15,0,37.0,,0.37,0.0
2010-05-16,0,37.0,,0.37,0.0
2010-05-17,52,37.0,,0.37,19.24
2010-05-18,45,37.0,,0.37,16.65
2010-05-19,52,37.0,,0.37,19.24
2010-05-20,42,37.0,,0.37,15.54
2010-05-21,32,37.0,,0.37,11.84
2010-05-22,18,37.0,,0.37,6.66
2010-05-23,18,37.0,,0.37,6.66
2010-05-24,29,37.0,,0.37,10.73
2010-05-25,46,37.0,,0.37,17.02
2010-05-26,71,37.0,,0.37,26.27
2010-05-27,48,37.0,,0.37,17.759999999999998
2010-05-28,46,37.0,,0.37,17.02
2010-05-29,38,37.0,,0.37,14.06
2010-05-30,20,37.0,,0.37,7.4
2010-05-31,0,37.0,,0.37,0.0
2010-06-01,67,41.0,False,0.41,27.47
2010-06-02,100,41.0,,0.41,41.0
2010-06-03,34,41.0,,0.41,13.94
2010-06-04,18,41.0,,0.41,7.38
2010-06-05,0,41.0,,0.41,0.0
2010-06-06,0,41.0,,0.41,0.0
2010-06-07,50,41.0,,0.41,20.5
2010-06-08,49,41.0,,0.41,20.09
2010-06-09,68,41.0,,0.41,27.88
2010-06-10,34,41.0,,0.41,13.94
2010-06-11,18,41.0,,0.41,7.38
2010-06-12,26,41.0,,0.41,10.66
2010-06-13,26,41.0,,0.41,10.66
2010-06-14,68,41.0,,0.41,27.88
2010-06-15,51,41.0,,0.41,20.91
2010-06-16,34,41.0,,0.41,13.94
2010-06-17,89,41.0,,0.41,36.489999999999995
