date,early intervention_unscaled,early intervention_monthly,isPartial,scale,early intervention
2005-01-01,0,88.0,False,0.88,0.0
2005-01-02,0,88.0,,0.88,0.0
2005-01-03,51,88.0,,0.88,44.88
2005-01-04,38,88.0,,0.88,33.44
2005-01-05,29,88.0,,0.88,25.52
2005-01-06,48,88.0,,0.88,42.24
2005-01-07,20,88.0,,0.88,17.6
2005-01-08,31,88.0,,0.88,27.28
2005-01-09,0,88.0,,0.88,0.0
2005-01-10,38,88.0,,0.88,33.44
2005-01-11,18,88.0,,0.88,15.84
2005-01-12,19,88.0,,0.88,16.72
2005-01-13,28,88.0,,0.88,24.64
2005-01-14,100,88.0,,0.88,88.0
2005-01-15,32,88.0,,0.88,28.16
2005-01-16,32,88.0,,0.88,28.16
2005-01-17,43,88.0,,0.88,37.84
2005-01-18,55,88.0,,0.88,48.4
2005-01-19,47,88.0,,0.88,41.36
2005-01-20,38,88.0,,0.88,33.44
2005-01-21,19,88.0,,0.88,16.72
2005-01-22,30,88.0,,0.88,26.4
2005-01-23,57,88.0,,0.88,50.160000000000004
2005-01-24,18,88.0,,0.88,15.84
2005-01-25,71,88.0,,0.88,62.48
2005-01-26,46,88.0,,0.88,40.48
2005-01-27,18,88.0,,0.88,15.84
2005-01-28,38,88.0,,0.88,33.44
2005-01-29,30,88.0,,0.88,26.4
2005-01-30,0,88.0,,0.88,0.0
2005-01-31,45,88.0,,0.88,39.6
2005-02-01,19,97.0,False,0.97,18.43
2005-02-02,68,97.0,,0.97,65.96
2005-02-03,58,97.0,,0.97,56.26
2005-02-04,62,97.0,,0.97,60.14
2005-02-05,32,97.0,,0.97,31.04
2005-02-06,49,97.0,,0.97,47.53
2005-02-07,20,97.0,,0.97,19.4
2005-02-08,46,97.0,,0.97,44.62
2005-02-09,19,97.0,,0.97,18.43
2005-02-10,19,97.0,,0.97,18.43
2005-02-11,100,97.0,,0.97,97.0
2005-02-12,31,97.0,,0.97,30.07
2005-02-13,31,97.0,,0.97,30.07
2005-02-14,48,97.0,,0.97,46.56
2005-02-15,0,97.0,,0.97,0.0
2005-02-16,47,97.0,,0.97,45.589999999999996
2005-02-17,48,97.0,,0.97,46.56
2005-02-18,50,97.0,,0.97,48.5
2005-02-19,31,97.0,,0.97,30.07
2005-02-20,32,97.0,,0.97,31.04
2005-02-21,21,97.0,,0.97,20.37
2005-02-22,18,97.0,,0.97,17.46
2005-02-23,74,97.0,,0.97,71.78
2005-02-24,28,97.0,,0.97,27.16
2005-02-25,0,97.0,,0.97,0.0
2005-02-26,83,97.0,,0.97,80.50999999999999
2005-02-27,0,97.0,,0.97,0.0
2005-02-28,28,97.0,,0.97,27.16
2005-03-01,29,91.0,False,0.91,26.39
2005-03-02,30,91.0,,0.91,27.3
2005-03-03,21,91.0,,0.91,19.11
2005-03-04,43,91.0,,0.91,39.13
2005-03-05,68,91.0,,0.91,61.88
2005-03-06,34,91.0,,0.91,30.94
2005-03-07,41,91.0,,0.91,37.31
2005-03-08,57,91.0,,0.91,51.870000000000005
2005-03-09,60,91.0,,0.91,54.6
2005-03-10,100,91.0,,0.91,91.0
2005-03-11,32,91.0,,0.91,29.12
2005-03-12,0,91.0,,0.91,0.0
2005-03-13,67,91.0,,0.91,60.97
2005-03-14,30,91.0,,0.91,27.3
2005-03-15,29,91.0,,0.91,26.39
2005-03-16,79,91.0,,0.91,71.89
2005-03-17,72,91.0,,0.91,65.52
2005-03-18,45,91.0,,0.91,40.95
2005-03-19,34,91.0,,0.91,30.94
2005-03-20,34,91.0,,0.91,30.94
2005-03-21,99,91.0,,0.91,90.09
2005-03-22,40,91.0,,0.91,36.4
2005-03-23,30,91.0,,0.91,27.3
2005-03-24,42,91.0,,0.91,38.22
2005-03-25,37,91.0,,0.91,33.67
2005-03-26,35,91.0,,0.91,31.85
2005-03-27,23,91.0,,0.91,20.93
2005-03-28,67,91.0,,0.91,60.97
2005-03-29,41,91.0,,0.91,37.31
2005-03-30,20,91.0,,0.91,18.2
2005-03-31,63,91.0,,0.91,57.330000000000005
2005-04-01,23,82.0,False,0.82,18.86
2005-04-02,0,82.0,,0.82,0.0
2005-04-03,65,82.0,,0.82,53.3
2005-04-04,0,82.0,,0.82,0.0
2005-04-05,0,82.0,,0.82,0.0
2005-04-06,28,82.0,,0.82,22.959999999999997
2005-04-07,41,82.0,,0.82,33.62
2005-04-08,33,82.0,,0.82,27.06
2005-04-09,0,82.0,,0.82,0.0
2005-04-10,72,82.0,,0.82,59.04
2005-04-11,40,82.0,,0.82,32.8
2005-04-12,38,82.0,,0.82,31.159999999999997
2005-04-13,59,82.0,,0.82,48.379999999999995
2005-04-14,31,82.0,,0.82,25.419999999999998
2005-04-15,44,82.0,,0.82,36.08
2005-04-16,74,82.0,,0.82,60.68
2005-04-17,0,82.0,,0.82,0.0
2005-04-18,100,82.0,,0.82,82.0
2005-04-19,0,82.0,,0.82,0.0
2005-04-20,40,82.0,,0.82,32.8
2005-04-21,42,82.0,,0.82,34.44
2005-04-22,22,82.0,,0.82,18.04
2005-04-23,33,82.0,,0.82,27.06
2005-04-24,33,82.0,,0.82,27.06
2005-04-25,38,82.0,,0.82,31.159999999999997
2005-04-26,38,82.0,,0.82,31.159999999999997
2005-04-27,29,82.0,,0.82,23.779999999999998
2005-04-28,19,82.0,,0.82,15.579999999999998
2005-04-29,21,82.0,,0.82,17.22
2005-04-30,32,82.0,,0.82,26.24
2005-05-01,63,78.0,False,0.78,49.14
2005-05-02,73,78.0,,0.78,56.940000000000005
2005-05-03,24,78.0,,0.78,18.72
2005-05-04,85,78.0,,0.78,66.3
2005-05-05,100,78.0,,0.78,78.0
2005-05-06,40,78.0,,0.78,31.200000000000003
2005-05-07,0,78.0,,0.78,0.0
2005-05-08,45,78.0,,0.78,35.1
2005-05-09,25,78.0,,0.78,19.5
2005-05-10,49,78.0,,0.78,38.22
2005-05-11,100,78.0,,0.78,78.0
2005-05-12,62,78.0,,0.78,48.36
2005-05-13,54,78.0,,0.78,42.120000000000005
2005-05-14,67,78.0,,0.78,52.260000000000005
2005-05-15,43,78.0,,0.78,33.54
2005-05-16,62,78.0,,0.78,48.36
2005-05-17,24,78.0,,0.78,18.72
2005-05-18,37,78.0,,0.78,28.86
2005-05-19,52,78.0,,0.78,40.56
2005-05-20,83,78.0,,0.78,64.74000000000001
2005-05-21,0,78.0,,0.78,0.0
2005-05-22,0,78.0,,0.78,0.0
2005-05-23,50,78.0,,0.78,39.0
2005-05-24,61,78.0,,0.78,47.58
2005-05-25,50,78.0,,0.78,39.0
2005-05-26,26,78.0,,0.78,20.28
2005-05-27,72,78.0,,0.78,56.160000000000004
2005-05-28,47,78.0,,0.78,36.660000000000004
2005-05-29,0,78.0,,0.78,0.0
2005-05-30,42,78.0,,0.78,32.76
2005-05-31,50,78.0,,0.78,39.0
2005-06-01,62,85.0,False,0.85,52.699999999999996
2005-06-02,48,85.0,,0.85,40.8
2005-06-03,34,85.0,,0.85,28.9
2005-06-04,0,85.0,,0.85,0.0
2005-06-05,56,85.0,,0.85,47.6
2005-06-06,32,85.0,,0.85,27.2
2005-06-07,48,85.0,,0.85,40.8
2005-06-08,79,85.0,,0.85,67.14999999999999
2005-06-09,82,85.0,,0.85,69.7
2005-06-10,70,85.0,,0.85,59.5
2005-06-11,0,85.0,,0.85,0.0
2005-06-12,56,85.0,,0.85,47.6
2005-06-13,0,85.0,,0.85,0.0
2005-06-14,32,85.0,,0.85,27.2
2005-06-15,33,85.0,,0.85,28.05
2005-06-16,67,85.0,,0.85,56.949999999999996
2005-06-17,36,85.0,,0.85,30.599999999999998
2005-06-18,0,85.0,,0.85,0.0
2005-06-19,0,85.0,,0.85,0.0
2005-06-20,0,85.0,,0.85,0.0
2005-06-21,80,85.0,,0.85,68.0
2005-06-22,66,85.0,,0.85,56.1
2005-06-23,68,85.0,,0.85,57.8
2005-06-24,73,85.0,,0.85,62.05
2005-06-25,0,85.0,,0.85,0.0
2005-06-26,0,85.0,,0.85,0.0
2005-06-27,33,85.0,,0.85,28.05
2005-06-28,80,85.0,,0.85,68.0
2005-06-29,81,85.0,,0.85,68.85
2005-06-30,100,85.0,,0.85,85.0
2005-07-01,46,73.0,False,0.73,33.58
2005-07-02,0,73.0,,0.73,0.0
2005-07-03,41,73.0,,0.73,29.93
2005-07-04,0,73.0,,0.73,0.0
2005-07-05,42,73.0,,0.73,30.66
2005-07-06,29,73.0,,0.73,21.169999999999998
2005-07-07,20,73.0,,0.73,14.6
2005-07-08,32,73.0,,0.73,23.36
2005-07-09,100,73.0,,0.73,73.0
2005-07-10,0,73.0,,0.73,0.0
2005-07-11,60,73.0,,0.73,43.8
2005-07-12,48,73.0,,0.73,35.04
2005-07-13,60,73.0,,0.73,43.8
2005-07-14,69,73.0,,0.73,50.37
2005-07-15,21,73.0,,0.73,15.33
2005-07-16,32,73.0,,0.73,23.36
2005-07-17,0,73.0,,0.73,0.0
2005-07-18,39,73.0,,0.73,28.47
2005-07-19,38,73.0,,0.73,27.74
2005-07-20,29,73.0,,0.73,21.169999999999998
2005-07-21,30,73.0,,0.73,21.9
2005-07-22,43,73.0,,0.73,31.39
2005-07-23,32,73.0,,0.73,23.36
2005-07-24,69,73.0,,0.73,50.37
2005-07-25,57,73.0,,0.73,41.61
2005-07-26,48,73.0,,0.73,35.04
2005-07-27,49,73.0,,0.73,35.769999999999996
2005-07-28,50,73.0,,0.73,36.5
2005-07-29,43,73.0,,0.73,31.39
2005-07-30,0,73.0,,0.73,0.0
2005-07-31,34,73.0,,0.73,24.82
2005-08-01,48,86.0,False,0.86,41.28
2005-08-02,46,86.0,,0.86,39.56
2005-08-03,46,86.0,,0.86,39.56
2005-08-04,36,86.0,,0.86,30.96
2005-08-05,78,86.0,,0.86,67.08
2005-08-06,39,86.0,,0.86,33.54
2005-08-07,40,86.0,,0.86,34.4
2005-08-08,23,86.0,,0.86,19.78
2005-08-09,56,86.0,,0.86,48.16
2005-08-10,58,86.0,,0.86,49.88
2005-08-11,59,86.0,,0.86,50.74
2005-08-12,76,86.0,,0.86,65.36
2005-08-13,57,86.0,,0.86,49.019999999999996
2005-08-14,0,86.0,,0.86,0.0
2005-08-15,45,86.0,,0.86,38.7
2005-08-16,45,86.0,,0.86,38.7
2005-08-17,58,86.0,,0.86,49.88
2005-08-18,35,86.0,,0.86,30.099999999999998
2005-08-19,100,86.0,,0.86,86.0
2005-08-20,37,86.0,,0.86,31.82
2005-08-21,37,86.0,,0.86,31.82
2005-08-22,23,86.0,,0.86,19.78
2005-08-23,44,86.0,,0.86,37.839999999999996
2005-08-24,94,86.0,,0.86,80.84
2005-08-25,29,86.0,,0.86,24.94
2005-08-26,24,86.0,,0.86,20.64
2005-08-27,54,86.0,,0.86,46.44
2005-08-28,36,86.0,,0.86,30.96
2005-08-29,54,86.0,,0.86,46.44
2005-08-30,32,86.0,,0.86,27.52
2005-08-31,43,86.0,,0.86,36.98
2005-09-01,20,72.0,False,0.72,14.399999999999999
2005-09-02,22,72.0,,0.72,15.84
2005-09-03,67,72.0,,0.72,48.239999999999995
2005-09-04,0,72.0,,0.72,0.0
2005-09-05,0,72.0,,0.72,0.0
2005-09-06,0,72.0,,0.72,0.0
2005-09-07,0,72.0,,0.72,0.0
2005-09-08,38,72.0,,0.72,27.36
2005-09-09,100,72.0,,0.72,72.0
2005-09-10,0,72.0,,0.72,0.0
2005-09-11,0,72.0,,0.72,0.0
2005-09-12,0,72.0,,0.72,0.0
2005-09-13,36,72.0,,0.72,25.919999999999998
2005-09-14,72,72.0,,0.72,51.839999999999996
2005-09-15,19,72.0,,0.72,13.68
2005-09-16,20,72.0,,0.72,14.399999999999999
2005-09-17,0,72.0,,0.72,0.0
2005-09-18,0,72.0,,0.72,0.0
2005-09-19,18,72.0,,0.72,12.959999999999999
2005-09-20,0,72.0,,0.72,0.0
2005-09-21,54,72.0,,0.72,38.879999999999995
2005-09-22,37,72.0,,0.72,26.64
2005-09-23,40,72.0,,0.72,28.799999999999997
2005-09-24,31,72.0,,0.72,22.32
2005-09-25,30,72.0,,0.72,21.599999999999998
2005-09-26,18,72.0,,0.72,12.959999999999999
2005-09-27,70,72.0,,0.72,50.4
2005-09-28,73,72.0,,0.72,52.559999999999995
2005-09-29,37,72.0,,0.72,26.64
2005-09-30,20,72.0,,0.72,14.399999999999999
2005-10-01,37,93.0,False,0.93,34.410000000000004
2005-10-02,52,93.0,,0.93,48.36
2005-10-03,74,93.0,,0.93,68.82000000000001
2005-10-04,83,93.0,,0.93,77.19
2005-10-05,63,93.0,,0.93,58.59
2005-10-06,32,93.0,,0.93,29.76
2005-10-07,23,93.0,,0.93,21.39
2005-10-08,35,93.0,,0.93,32.550000000000004
2005-10-09,71,93.0,,0.93,66.03
2005-10-10,32,93.0,,0.93,29.76
2005-10-11,61,93.0,,0.93,56.730000000000004
2005-10-12,63,93.0,,0.93,58.59
2005-10-13,31,93.0,,0.93,28.830000000000002
2005-10-14,45,93.0,,0.93,41.85
2005-10-15,0,93.0,,0.93,0.0
2005-10-16,34,93.0,,0.93,31.62
2005-10-17,31,93.0,,0.93,28.830000000000002
2005-10-18,52,93.0,,0.93,48.36
2005-10-19,42,93.0,,0.93,39.06
2005-10-20,41,93.0,,0.93,38.13
2005-10-21,22,93.0,,0.93,20.46
2005-10-22,0,93.0,,0.93,0.0
2005-10-23,95,93.0,,0.93,88.35000000000001
2005-10-24,41,93.0,,0.93,38.13
2005-10-25,20,93.0,,0.93,18.6
2005-10-26,39,93.0,,0.93,36.27
2005-10-27,41,93.0,,0.93,38.13
2005-10-28,22,93.0,,0.93,20.46
2005-10-29,51,93.0,,0.93,47.43
2005-10-30,100,93.0,,0.93,93.0
2005-10-31,41,93.0,,0.93,38.13
2005-11-01,41,78.0,False,0.78,31.98
2005-11-02,50,78.0,,0.78,39.0
2005-11-03,30,78.0,,0.78,23.400000000000002
2005-11-04,62,78.0,,0.78,48.36
2005-11-05,63,78.0,,0.78,49.14
2005-11-06,0,78.0,,0.78,0.0
2005-11-07,60,78.0,,0.78,46.800000000000004
2005-11-08,38,78.0,,0.78,29.64
2005-11-09,0,78.0,,0.78,0.0
2005-11-10,100,78.0,,0.78,78.0
2005-11-11,86,78.0,,0.78,67.08
2005-11-12,31,78.0,,0.78,24.18
2005-11-13,32,78.0,,0.78,24.96
2005-11-14,80,78.0,,0.78,62.400000000000006
2005-11-15,59,78.0,,0.78,46.02
2005-11-16,18,78.0,,0.78,14.040000000000001
2005-11-17,19,78.0,,0.78,14.82
2005-11-18,31,78.0,,0.78,24.18
2005-11-19,32,78.0,,0.78,24.96
2005-11-20,31,78.0,,0.78,24.18
2005-11-21,19,78.0,,0.78,14.82
2005-11-22,28,78.0,,0.78,21.84
2005-11-23,44,78.0,,0.78,34.32
2005-11-24,72,78.0,,0.78,56.160000000000004
2005-11-25,30,78.0,,0.78,23.400000000000002
2005-11-26,31,78.0,,0.78,24.18
2005-11-27,30,78.0,,0.78,23.400000000000002
2005-11-28,46,78.0,,0.78,35.88
2005-11-29,36,78.0,,0.78,28.080000000000002
2005-11-30,46,78.0,,0.78,35.88
2005-12-01,37,67.0,False,0.67,24.790000000000003
2005-12-02,54,67.0,,0.67,36.18
2005-12-03,40,67.0,,0.67,26.8
2005-12-04,80,67.0,,0.67,53.6
2005-12-05,50,67.0,,0.67,33.5
2005-12-06,73,67.0,,0.67,48.910000000000004
2005-12-07,49,67.0,,0.67,32.830000000000005
2005-12-08,74,67.0,,0.67,49.580000000000005
2005-12-09,53,67.0,,0.67,35.510000000000005
2005-12-10,40,67.0,,0.67,26.8
2005-12-11,80,67.0,,0.67,53.6
2005-12-12,25,67.0,,0.67,16.75
2005-12-13,61,67.0,,0.67,40.870000000000005
2005-12-14,63,67.0,,0.67,42.21
2005-12-15,26,67.0,,0.67,17.42
2005-12-16,70,67.0,,0.67,46.900000000000006
2005-12-17,43,67.0,,0.67,28.810000000000002
2005-12-18,0,67.0,,0.67,0.0
2005-12-19,53,67.0,,0.67,35.510000000000005
2005-12-20,0,67.0,,0.67,0.0
2005-12-21,57,67.0,,0.67,38.190000000000005
2005-12-22,62,67.0,,0.67,41.54
2005-12-23,36,67.0,,0.67,24.12
2005-12-24,100,67.0,,0.67,67.0
2005-12-25,0,67.0,,0.67,0.0
2005-12-26,45,67.0,,0.67,30.150000000000002
2005-12-27,64,67.0,,0.67,42.88
2005-12-28,31,67.0,,0.67,20.77
2005-12-29,31,67.0,,0.67,20.77
2005-12-30,33,67.0,,0.67,22.110000000000003
2005-12-31,42,67.0,,0.67,28.14
2006-01-01,31,75.0,False,0.75,23.25
2006-01-02,21,75.0,,0.75,15.75
2006-01-03,0,75.0,,0.75,0.0
2006-01-04,16,75.0,,0.75,12.0
2006-01-05,0,75.0,,0.75,0.0
2006-01-06,0,75.0,,0.75,0.0
2006-01-07,48,75.0,,0.75,36.0
2006-01-08,25,75.0,,0.75,18.75
2006-01-09,15,75.0,,0.75,11.25
2006-01-10,45,75.0,,0.75,33.75
2006-01-11,60,75.0,,0.75,45.0
2006-01-12,46,75.0,,0.75,34.5
2006-01-13,96,75.0,,0.75,72.0
2006-01-14,47,75.0,,0.75,35.25
2006-01-15,0,75.0,,0.75,0.0
2006-01-16,34,75.0,,0.75,25.5
2006-01-17,30,75.0,,0.75,22.5
2006-01-18,44,75.0,,0.75,33.0
2006-01-19,30,75.0,,0.75,22.5
2006-01-20,47,75.0,,0.75,35.25
2006-01-21,23,75.0,,0.75,17.25
2006-01-22,0,75.0,,0.75,0.0
2006-01-23,29,75.0,,0.75,21.75
2006-01-24,100,75.0,,0.75,75.0
2006-01-25,58,75.0,,0.75,43.5
2006-01-26,15,75.0,,0.75,11.25
2006-01-27,31,75.0,,0.75,23.25
2006-01-28,0,75.0,,0.75,0.0
2006-01-29,22,75.0,,0.75,16.5
2006-01-30,29,75.0,,0.75,21.75
2006-01-31,71,75.0,,0.75,53.25
2006-02-01,100,91.0,False,0.91,91.0
2006-02-02,20,91.0,,0.91,18.2
2006-02-03,0,91.0,,0.91,0.0
2006-02-04,91,91.0,,0.91,82.81
2006-02-05,31,91.0,,0.91,28.21
2006-02-06,42,91.0,,0.91,38.22
2006-02-07,0,91.0,,0.91,0.0
2006-02-08,79,91.0,,0.91,71.89
2006-02-09,20,91.0,,0.91,18.2
2006-02-10,0,91.0,,0.91,0.0
2006-02-11,61,91.0,,0.91,55.510000000000005
2006-02-12,60,91.0,,0.91,54.6
2006-02-13,20,91.0,,0.91,18.2
2006-02-14,0,91.0,,0.91,0.0
2006-02-15,0,91.0,,0.91,0.0
2006-02-16,0,91.0,,0.91,0.0
2006-02-17,42,91.0,,0.91,38.22
2006-02-18,0,91.0,,0.91,0.0
2006-02-19,95,91.0,,0.91,86.45
2006-02-20,44,91.0,,0.91,40.04
2006-02-21,0,91.0,,0.91,0.0
2006-02-22,20,91.0,,0.91,18.2
2006-02-23,60,91.0,,0.91,54.6
2006-02-24,0,91.0,,0.91,0.0
2006-02-25,0,91.0,,0.91,0.0
2006-02-26,0,91.0,,0.91,0.0
2006-02-27,78,91.0,,0.91,70.98
2006-02-28,76,91.0,,0.91,69.16
2006-03-01,49,100.0,False,1.0,49.0
2006-03-02,33,100.0,,1.0,33.0
2006-03-03,17,100.0,,1.0,17.0
2006-03-04,26,100.0,,1.0,26.0
2006-03-05,26,100.0,,1.0,26.0
2006-03-06,33,100.0,,1.0,33.0
2006-03-07,48,100.0,,1.0,48.0
2006-03-08,16,100.0,,1.0,16.0
2006-03-09,66,100.0,,1.0,66.0
2006-03-10,0,100.0,,1.0,0.0
2006-03-11,53,100.0,,1.0,53.0
2006-03-12,26,100.0,,1.0,26.0
2006-03-13,100,100.0,,1.0,100.0
2006-03-14,49,100.0,,1.0,49.0
2006-03-15,66,100.0,,1.0,66.0
2006-03-16,100,100.0,,1.0,100.0
2006-03-17,0,100.0,,1.0,0.0
2006-03-18,0,100.0,,1.0,0.0
2006-03-19,0,100.0,,1.0,0.0
2006-03-20,16,100.0,,1.0,16.0
2006-03-21,63,100.0,,1.0,63.0
2006-03-22,65,100.0,,1.0,65.0
2006-03-23,0,100.0,,1.0,0.0
2006-03-24,52,100.0,,1.0,52.0
2006-03-25,26,100.0,,1.0,26.0
2006-03-26,51,100.0,,1.0,51.0
2006-03-27,66,100.0,,1.0,66.0
2006-03-28,32,100.0,,1.0,32.0
2006-03-29,49,100.0,,1.0,49.0
2006-03-30,50,100.0,,1.0,50.0
2006-03-31,35,100.0,,1.0,35.0
2006-04-01,72,92.0,False,0.92,66.24000000000001
2006-04-02,36,92.0,,0.92,33.120000000000005
2006-04-03,56,92.0,,0.92,51.52
2006-04-04,44,92.0,,0.92,40.480000000000004
2006-04-05,89,92.0,,0.92,81.88000000000001
2006-04-06,34,92.0,,0.92,31.28
2006-04-07,60,92.0,,0.92,55.2
2006-04-08,0,92.0,,0.92,0.0
2006-04-09,91,92.0,,0.92,83.72
2006-04-10,68,92.0,,0.92,62.56
2006-04-11,89,92.0,,0.92,81.88000000000001
2006-04-12,45,92.0,,0.92,41.4
2006-04-13,48,92.0,,0.92,44.160000000000004
2006-04-14,27,92.0,,0.92,24.84
2006-04-15,0,92.0,,0.92,0.0
2006-04-16,0,92.0,,0.92,0.0
2006-04-17,79,92.0,,0.92,72.68
2006-04-18,55,92.0,,0.92,50.6
2006-04-19,100,92.0,,0.92,92.0
2006-04-20,56,92.0,,0.92,51.52
2006-04-21,36,92.0,,0.92,33.120000000000005
2006-04-22,36,92.0,,0.92,33.120000000000005
2006-04-23,35,92.0,,0.92,32.2
2006-04-24,54,92.0,,0.92,49.68
2006-04-25,53,92.0,,0.92,48.760000000000005
2006-04-26,86,92.0,,0.92,79.12
2006-04-27,56,92.0,,0.92,51.52
2006-04-28,48,92.0,,0.92,44.160000000000004
2006-04-29,73,92.0,,0.92,67.16
2006-04-30,36,92.0,,0.92,33.120000000000005
2006-05-01,76,69.0,False,0.69,52.44
2006-05-02,39,69.0,,0.69,26.909999999999997
2006-05-03,100,69.0,,0.69,69.0
2006-05-04,29,69.0,,0.69,20.009999999999998
2006-05-05,43,69.0,,0.69,29.669999999999998
2006-05-06,32,69.0,,0.69,22.08
2006-05-07,67,69.0,,0.69,46.23
2006-05-08,49,69.0,,0.69,33.809999999999995
2006-05-09,76,69.0,,0.69,52.44
2006-05-10,48,69.0,,0.69,33.12
2006-05-11,37,69.0,,0.69,25.529999999999998
2006-05-12,42,69.0,,0.69,28.979999999999997
2006-05-13,32,69.0,,0.69,22.08
2006-05-14,49,69.0,,0.69,33.809999999999995
2006-05-15,38,69.0,,0.69,26.22
2006-05-16,47,69.0,,0.69,32.43
2006-05-17,20,69.0,,0.69,13.799999999999999
2006-05-18,20,69.0,,0.69,13.799999999999999
2006-05-19,42,69.0,,0.69,28.979999999999997
2006-05-20,32,69.0,,0.69,22.08
2006-05-21,32,69.0,,0.69,22.08
2006-05-22,68,69.0,,0.69,46.919999999999995
2006-05-23,19,69.0,,0.69,13.11
2006-05-24,70,69.0,,0.69,48.3
2006-05-25,30,69.0,,0.69,20.7
2006-05-26,57,69.0,,0.69,39.33
2006-05-27,73,69.0,,0.69,50.37
2006-05-28,0,69.0,,0.69,0.0
2006-05-29,49,69.0,,0.69,33.809999999999995
2006-05-30,59,69.0,,0.69,40.709999999999994
2006-05-31,50,69.0,,0.69,34.5
2006-06-01,42,95.0,False,0.95,39.9
2006-06-02,71,95.0,,0.95,67.45
2006-06-03,27,95.0,,0.95,25.65
2006-06-04,41,95.0,,0.95,38.949999999999996
2006-06-05,16,95.0,,0.95,15.2
2006-06-06,16,95.0,,0.95,15.2
2006-06-07,57,95.0,,0.95,54.15
2006-06-08,25,95.0,,0.95,23.75
2006-06-09,18,95.0,,0.95,17.099999999999998
2006-06-10,68,95.0,,0.95,64.6
2006-06-11,27,95.0,,0.95,25.65
2006-06-12,50,95.0,,0.95,47.5
2006-06-13,58,95.0,,0.95,55.099999999999994
2006-06-14,43,95.0,,0.95,40.85
2006-06-15,17,95.0,,0.95,16.15
2006-06-16,38,95.0,,0.95,36.1
2006-06-17,0,95.0,,0.95,0.0
2006-06-18,30,95.0,,0.95,28.5
2006-06-19,42,95.0,,0.95,39.9
2006-06-20,50,95.0,,0.95,47.5
2006-06-21,26,95.0,,0.95,24.7
2006-06-22,0,95.0,,0.95,0.0
2006-06-23,0,95.0,,0.95,0.0
2006-06-24,0,95.0,,0.95,0.0
2006-06-25,54,95.0,,0.95,51.3
2006-06-26,49,95.0,,0.95,46.55
2006-06-27,16,95.0,,0.95,15.2
2006-06-28,100,95.0,,0.95,95.0
2006-06-29,60,95.0,,0.95,57.0
2006-06-30,47,95.0,,0.95,44.65
2006-07-01,0,67.0,False,0.67,0.0
2006-07-02,0,67.0,,0.67,0.0
2006-07-03,30,67.0,,0.67,20.1
2006-07-04,0,67.0,,0.67,0.0
2006-07-05,100,67.0,,0.67,67.0
2006-07-06,68,67.0,,0.67,45.56
2006-07-07,37,67.0,,0.67,24.790000000000003
2006-07-08,36,67.0,,0.67,24.12
2006-07-09,76,67.0,,0.67,50.92
2006-07-10,57,67.0,,0.67,38.190000000000005
2006-07-11,77,67.0,,0.67,51.59
2006-07-12,23,67.0,,0.67,15.41
2006-07-13,94,67.0,,0.67,62.980000000000004
2006-07-14,25,67.0,,0.67,16.75
2006-07-15,35,67.0,,0.67,23.450000000000003
2006-07-16,36,67.0,,0.67,24.12
2006-07-17,80,67.0,,0.67,53.6
2006-07-18,46,67.0,,0.67,30.82
2006-07-19,56,67.0,,0.67,37.52
2006-07-20,46,67.0,,0.67,30.82
2006-07-21,36,67.0,,0.67,24.12
2006-07-22,69,67.0,,0.67,46.230000000000004
2006-07-23,55,67.0,,0.67,36.85
2006-07-24,56,67.0,,0.67,37.52
2006-07-25,67,67.0,,0.67,44.89
2006-07-26,78,67.0,,0.67,52.260000000000005
2006-07-27,58,67.0,,0.67,38.86
2006-07-28,49,67.0,,0.67,32.830000000000005
2006-07-29,0,67.0,,0.67,0.0
2006-07-30,0,67.0,,0.67,0.0
2006-07-31,44,67.0,,0.67,29.48
2006-08-01,40,72.0,False,0.72,28.799999999999997
2006-08-02,40,72.0,,0.72,28.799999999999997
2006-08-03,42,72.0,,0.72,30.24
2006-08-04,67,72.0,,0.72,48.239999999999995
2006-08-05,0,72.0,,0.72,0.0
2006-08-06,33,72.0,,0.72,23.759999999999998
2006-08-07,20,72.0,,0.72,14.399999999999999
2006-08-08,80,72.0,,0.72,57.599999999999994
2006-08-09,80,72.0,,0.72,57.599999999999994
2006-08-10,62,72.0,,0.72,44.64
2006-08-11,45,72.0,,0.72,32.4
2006-08-12,32,72.0,,0.72,23.04
2006-08-13,32,72.0,,0.72,23.04
2006-08-14,41,72.0,,0.72,29.52
2006-08-15,40,72.0,,0.72,28.799999999999997
2006-08-16,60,72.0,,0.72,43.199999999999996
2006-08-17,62,72.0,,0.72,44.64
2006-08-18,44,72.0,,0.72,31.68
2006-08-19,0,72.0,,0.72,0.0
2006-08-20,0,72.0,,0.72,0.0
2006-08-21,20,72.0,,0.72,14.399999999999999
2006-08-22,20,72.0,,0.72,14.399999999999999
2006-08-23,70,72.0,,0.72,50.4
2006-08-24,100,72.0,,0.72,72.0
2006-08-25,22,72.0,,0.72,15.84
2006-08-26,0,72.0,,0.72,0.0
2006-08-27,31,72.0,,0.72,22.32
2006-08-28,48,72.0,,0.72,34.56
2006-08-29,56,72.0,,0.72,40.32
2006-08-30,20,72.0,,0.72,14.399999999999999
2006-08-31,70,72.0,,0.72,50.4
2006-09-01,64,95.0,False,0.95,60.8
2006-09-02,0,95.0,,0.95,0.0
2006-09-03,0,95.0,,0.95,0.0
2006-09-04,81,95.0,,0.95,76.95
