date,early intervention_unscaled,early intervention_monthly,isPartial,scale,early intervention
2012-08-18,7,58.0,,0.58,4.06
2012-08-19,29,58.0,,0.58,16.82
2012-08-20,50,58.0,,0.58,28.999999999999996
2012-08-21,100,58.0,,0.58,57.99999999999999
2012-08-22,50,58.0,,0.58,28.999999999999996
2012-08-23,79,58.0,,0.58,45.82
2012-08-24,35,58.0,,0.58,20.299999999999997
2012-08-25,20,58.0,,0.58,11.6
2012-08-26,14,58.0,,0.58,8.12
2012-08-27,38,58.0,,0.58,22.04
2012-08-28,86,58.0,,0.58,49.879999999999995
2012-08-29,61,58.0,,0.58,35.379999999999995
2012-08-30,61,58.0,,0.58,35.379999999999995
2012-08-31,41,58.0,,0.58,23.779999999999998
2012-09-01,37,63.0,False,0.63,23.31
2012-09-02,19,63.0,,0.63,11.97
2012-09-03,0,63.0,,0.63,0.0
2012-09-04,53,63.0,,0.63,33.39
2012-09-05,67,63.0,,0.63,42.21
2012-09-06,43,63.0,,0.63,27.09
2012-09-07,65,63.0,,0.63,40.95
2012-09-08,41,63.0,,0.63,25.830000000000002
2012-09-09,12,63.0,,0.63,7.5600000000000005
2012-09-10,72,63.0,,0.63,45.36
2012-09-11,57,63.0,,0.63,35.910000000000004
2012-09-12,53,63.0,,0.63,33.39
2012-09-13,63,63.0,,0.63,39.69
2012-09-14,54,63.0,,0.63,34.02
2012-09-15,12,63.0,,0.63,7.5600000000000005
2012-09-16,12,63.0,,0.63,7.5600000000000005
2012-09-17,67,63.0,,0.63,42.21
2012-09-18,51,63.0,,0.63,32.13
2012-09-19,100,63.0,,0.63,63.0
2012-09-20,19,63.0,,0.63,11.97
2012-09-21,50,63.0,,0.63,31.5
2012-09-22,30,63.0,,0.63,18.9
2012-09-23,12,63.0,,0.63,7.5600000000000005
2012-09-24,38,63.0,,0.63,23.94
2012-09-25,52,63.0,,0.63,32.76
2012-09-26,38,63.0,,0.63,23.94
2012-09-27,72,63.0,,0.63,45.36
2012-09-28,40,63.0,,0.63,25.2
2012-09-29,6,63.0,,0.63,3.7800000000000002
2012-09-30,35,63.0,,0.63,22.05
2012-10-01,83,68.0,False,0.68,56.440000000000005
2012-10-02,88,68.0,,0.68,59.84
2012-10-03,82,68.0,,0.68,55.760000000000005
2012-10-04,80,68.0,,0.68,54.400000000000006
2012-10-05,67,68.0,,0.68,45.56
2012-10-06,24,68.0,,0.68,16.32
2012-10-07,16,68.0,,0.68,10.88
2012-10-08,96,68.0,,0.68,65.28
2012-10-09,94,68.0,,0.68,63.92
2012-10-10,84,68.0,,0.68,57.120000000000005
2012-10-11,70,68.0,,0.68,47.6
2012-10-12,56,68.0,,0.68,38.080000000000005
2012-10-13,39,68.0,,0.68,26.520000000000003
2012-10-14,49,68.0,,0.68,33.32
2012-10-15,61,68.0,,0.68,41.480000000000004
2012-10-16,82,68.0,,0.68,55.760000000000005
2012-10-17,100,68.0,,0.68,68.0
2012-10-18,82,68.0,,0.68,55.760000000000005
2012-10-19,62,68.0,,0.68,42.160000000000004
2012-10-20,23,68.0,,0.68,15.64
2012-10-21,35,68.0,,0.68,23.8
2012-10-22,86,68.0,,0.68,58.480000000000004
2012-10-23,81,68.0,,0.68,55.080000000000005
2012-10-24,93,68.0,,0.68,63.24
2012-10-25,37,68.0,,0.68,25.16
2012-10-26,64,68.0,,0.68,43.52
2012-10-27,35,68.0,,0.68,23.8
2012-10-28,37,68.0,,0.68,25.16
2012-10-29,74,68.0,,0.68,50.32
2012-10-30,79,68.0,,0.68,53.720000000000006
2012-10-31,48,68.0,,0.68,32.64
2012-11-01,67,58.0,False,0.58,38.86
2012-11-02,53,58.0,,0.58,30.74
2012-11-03,39,58.0,,0.58,22.619999999999997
2012-11-04,46,58.0,,0.58,26.68
2012-11-05,69,58.0,,0.58,40.019999999999996
2012-11-06,36,58.0,,0.58,20.88
2012-11-07,46,58.0,,0.58,26.68
2012-11-08,64,58.0,,0.58,37.12
2012-11-09,73,58.0,,0.58,42.339999999999996
2012-11-10,40,58.0,,0.58,23.2
2012-11-11,63,58.0,,0.58,36.54
2012-11-12,32,58.0,,0.58,18.56
2012-11-13,75,58.0,,0.58,43.5
2012-11-14,50,58.0,,0.58,28.999999999999996
2012-11-15,51,58.0,,0.58,29.58
2012-11-16,39,58.0,,0.58,22.619999999999997
2012-11-17,39,58.0,,0.58,22.619999999999997
2012-11-18,53,58.0,,0.58,30.74
2012-11-19,68,58.0,,0.58,39.44
2012-11-20,32,58.0,,0.58,18.56
2012-11-21,47,58.0,,0.58,27.259999999999998
2012-11-22,32,58.0,,0.58,18.56
2012-11-23,45,58.0,,0.58,26.099999999999998
2012-11-24,8,58.0,,0.58,4.64
2012-11-25,30,58.0,,0.58,17.4
2012-11-26,48,58.0,,0.58,27.839999999999996
2012-11-27,47,58.0,,0.58,27.259999999999998
2012-11-28,72,58.0,,0.58,41.76
2012-11-29,59,58.0,,0.58,34.22
2012-11-30,100,58.0,,0.58,57.99999999999999
2012-12-01,17,48.0,False,0.48,8.16
2012-12-02,44,48.0,,0.48,21.119999999999997
2012-12-03,99,48.0,,0.48,47.519999999999996
2012-12-04,21,48.0,,0.48,10.08
2012-12-05,71,48.0,,0.48,34.08
2012-12-06,100,48.0,,0.48,48.0
2012-12-07,89,48.0,,0.48,42.72
2012-12-08,26,48.0,,0.48,12.48
2012-12-09,34,48.0,,0.48,16.32
2012-12-10,76,48.0,,0.48,36.48
2012-12-11,91,48.0,,0.48,43.68
2012-12-12,71,48.0,,0.48,34.08
2012-12-13,58,48.0,,0.48,27.84
2012-12-14,22,48.0,,0.48,10.559999999999999
2012-12-15,17,48.0,,0.48,8.16
2012-12-16,27,48.0,,0.48,12.959999999999999
2012-12-17,72,48.0,,0.48,34.56
2012-12-18,80,48.0,,0.48,38.4
2012-12-19,7,48.0,,0.48,3.36
2012-12-20,45,48.0,,0.48,21.599999999999998
2012-12-21,39,48.0,,0.48,18.72
2012-12-22,9,48.0,,0.48,4.32
2012-12-23,10,48.0,,0.48,4.8
2012-12-24,27,48.0,,0.48,12.959999999999999
2012-12-25,21,48.0,,0.48,10.08
2012-12-26,42,48.0,,0.48,20.16
2012-12-27,54,48.0,,0.48,25.919999999999998
2012-12-28,16,48.0,,0.48,7.68
2012-12-29,18,48.0,,0.48,8.64
2012-12-30,45,48.0,,0.48,21.599999999999998
2012-12-31,40,48.0,,0.48,19.2
2013-01-01,0,59.0,False,0.59,0.0
2013-01-02,98,59.0,,0.59,57.82
2013-01-03,32,59.0,,0.59,18.88
2013-01-04,55,59.0,,0.59,32.449999999999996
2013-01-05,31,59.0,,0.59,18.29
2013-01-06,19,59.0,,0.59,11.209999999999999
2013-01-07,21,59.0,,0.59,12.389999999999999
2013-01-08,62,59.0,,0.59,36.58
2013-01-09,68,59.0,,0.59,40.12
2013-01-10,100,59.0,,0.59,59.0
2013-01-11,38,59.0,,0.59,22.419999999999998
2013-01-12,56,59.0,,0.59,33.04
2013-01-13,37,59.0,,0.59,21.83
2013-01-14,57,59.0,,0.59,33.629999999999995
2013-01-15,26,59.0,,0.59,15.34
2013-01-16,77,59.0,,0.59,45.43
2013-01-17,52,59.0,,0.59,30.68
2013-01-18,27,59.0,,0.59,15.93
2013-01-19,25,59.0,,0.59,14.75
2013-01-20,26,59.0,,0.59,15.34
2013-01-21,32,59.0,,0.59,18.88
2013-01-22,66,59.0,,0.59,38.94
2013-01-23,25,59.0,,0.59,14.75
2013-01-24,83,59.0,,0.59,48.97
2013-01-25,75,59.0,,0.59,44.25
2013-01-26,31,59.0,,0.59,18.29
2013-01-27,43,59.0,,0.59,25.369999999999997
2013-01-28,60,59.0,,0.59,35.4
2013-01-29,81,59.0,,0.59,47.79
2013-01-30,40,59.0,,0.59,23.599999999999998
2013-01-31,61,59.0,,0.59,35.989999999999995
2013-02-01,94,64.0,False,0.64,60.160000000000004
2013-02-02,41,64.0,,0.64,26.240000000000002
2013-02-03,47,64.0,,0.64,30.080000000000002
2013-02-04,56,64.0,,0.64,35.84
2013-02-05,56,64.0,,0.64,35.84
2013-02-06,39,64.0,,0.64,24.96
2013-02-07,56,64.0,,0.64,35.84
2013-02-08,46,64.0,,0.64,29.44
2013-02-09,41,64.0,,0.64,26.240000000000002
2013-02-10,27,64.0,,0.64,17.28
2013-02-11,75,64.0,,0.64,48.0
2013-02-12,94,64.0,,0.64,60.160000000000004
2013-02-13,83,64.0,,0.64,53.120000000000005
2013-02-14,52,64.0,,0.64,33.28
2013-02-15,36,64.0,,0.64,23.04
2013-02-16,55,64.0,,0.64,35.2
2013-02-17,7,64.0,,0.64,4.48
2013-02-18,69,64.0,,0.64,44.160000000000004
2013-02-19,71,64.0,,0.64,45.44
2013-02-20,100,64.0,,0.64,64.0
2013-02-21,83,64.0,,0.64,53.120000000000005
2013-02-22,92,64.0,,0.64,58.88
2013-02-23,7,64.0,,0.64,4.48
2013-02-24,20,64.0,,0.64,12.8
2013-02-25,65,64.0,,0.64,41.6
2013-02-26,82,64.0,,0.64,52.480000000000004
2013-02-27,94,64.0,,0.64,60.160000000000004
2013-02-28,79,64.0,,0.64,50.56
2013-03-01,38,59.0,False,0.59,22.419999999999998
2013-03-02,22,59.0,,0.59,12.979999999999999
2013-03-03,90,59.0,,0.59,53.099999999999994
2013-03-04,67,59.0,,0.59,39.53
2013-03-05,96,59.0,,0.59,56.64
2013-03-06,98,59.0,,0.59,57.82
2013-03-07,75,59.0,,0.59,44.25
2013-03-08,44,59.0,,0.59,25.959999999999997
2013-03-09,37,59.0,,0.59,21.83
2013-03-10,45,59.0,,0.59,26.549999999999997
2013-03-11,68,59.0,,0.59,40.12
2013-03-12,54,59.0,,0.59,31.86
2013-03-13,98,59.0,,0.59,57.82
2013-03-14,100,59.0,,0.59,59.0
2013-03-15,91,59.0,,0.59,53.69
2013-03-16,45,59.0,,0.59,26.549999999999997
2013-03-17,22,59.0,,0.59,12.979999999999999
2013-03-18,48,59.0,,0.59,28.32
2013-03-19,72,59.0,,0.59,42.48
2013-03-20,81,59.0,,0.59,47.79
2013-03-21,79,59.0,,0.59,46.61
2013-03-22,44,59.0,,0.59,25.959999999999997
2013-03-23,8,59.0,,0.59,4.72
2013-03-24,30,59.0,,0.59,17.7
2013-03-25,60,59.0,,0.59,35.4
2013-03-26,86,59.0,,0.59,50.739999999999995
2013-03-27,81,59.0,,0.59,47.79
2013-03-28,64,59.0,,0.59,37.76
2013-03-29,48,59.0,,0.59,28.32
2013-03-30,39,59.0,,0.59,23.009999999999998
2013-03-31,24,59.0,,0.59,14.16
2013-04-01,42,69.0,False,0.69,28.979999999999997
2013-04-02,61,69.0,,0.69,42.089999999999996
2013-04-03,100,69.0,,0.69,69.0
2013-04-04,57,69.0,,0.69,39.33
2013-04-05,85,69.0,,0.69,58.65
2013-04-06,53,69.0,,0.69,36.57
2013-04-07,30,69.0,,0.69,20.7
2013-04-08,61,69.0,,0.69,42.089999999999996
2013-04-09,47,69.0,,0.69,32.43
2013-04-10,42,69.0,,0.69,28.979999999999997
2013-04-11,52,69.0,,0.69,35.879999999999995
2013-04-12,74,69.0,,0.69,51.059999999999995
2013-04-13,18,69.0,,0.69,12.419999999999998
2013-04-14,53,69.0,,0.69,36.57
2013-04-15,96,69.0,,0.69,66.24
2013-04-16,46,69.0,,0.69,31.74
2013-04-17,47,69.0,,0.69,32.43
2013-04-18,51,69.0,,0.69,35.19
2013-04-19,48,69.0,,0.69,33.12
2013-04-20,29,69.0,,0.69,20.009999999999998
2013-04-21,24,69.0,,0.69,16.56
2013-04-22,52,69.0,,0.69,35.879999999999995
2013-04-23,28,69.0,,0.69,19.32
2013-04-24,70,69.0,,0.69,48.3
2013-04-25,73,69.0,,0.69,50.37
2013-04-26,60,69.0,,0.69,41.4
2013-04-27,18,69.0,,0.69,12.419999999999998
2013-04-28,41,69.0,,0.69,28.29
2013-04-29,61,69.0,,0.69,42.089999999999996
2013-04-30,79,69.0,,0.69,54.51
2013-05-01,28,67.0,False,0.67,18.76
2013-05-02,64,67.0,,0.67,42.88
2013-05-03,49,67.0,,0.67,32.830000000000005
2013-05-04,47,67.0,,0.67,31.490000000000002
2013-05-05,30,67.0,,0.67,20.1
2013-05-06,65,67.0,,0.67,43.550000000000004
2013-05-07,51,67.0,,0.67,34.17
2013-05-08,55,67.0,,0.67,36.85
2013-05-09,81,67.0,,0.67,54.27
2013-05-10,54,67.0,,0.67,36.18
2013-05-11,30,67.0,,0.67,20.1
2013-05-12,12,67.0,,0.67,8.040000000000001
2013-05-13,24,67.0,,0.67,16.080000000000002
2013-05-14,70,67.0,,0.67,46.900000000000006
2013-05-15,56,67.0,,0.67,37.52
2013-05-16,100,67.0,,0.67,67.0
2013-05-17,44,67.0,,0.67,29.48
2013-05-18,18,67.0,,0.67,12.06
2013-05-19,35,67.0,,0.67,23.450000000000003
2013-05-20,74,67.0,,0.67,49.580000000000005
2013-05-21,64,67.0,,0.67,42.88
2013-05-22,61,67.0,,0.67,40.870000000000005
2013-05-23,33,67.0,,0.67,22.110000000000003
2013-05-24,50,67.0,,0.67,33.5
2013-05-25,25,67.0,,0.67,16.75
2013-05-26,13,67.0,,0.67,8.71
2013-05-27,23,67.0,,0.67,15.41
2013-05-28,70,67.0,,0.67,46.900000000000006
2013-05-29,61,67.0,,0.67,40.870000000000005
2013-05-30,66,67.0,,0.67,44.220000000000006
2013-05-31,55,67.0,,0.67,36.85
2013-06-01,15,57.0,False,0.57,8.549999999999999
2013-06-02,25,57.0,,0.57,14.249999999999998
2013-06-03,41,57.0,,0.57,23.369999999999997
2013-06-04,36,57.0,,0.57,20.52
2013-06-05,37,57.0,,0.57,21.09
2013-06-06,37,57.0,,0.57,21.09
2013-06-07,50,57.0,,0.57,28.499999999999996
2013-06-08,15,57.0,,0.57,8.549999999999999
2013-06-09,20,57.0,,0.57,11.399999999999999
2013-06-10,60,57.0,,0.57,34.199999999999996
2013-06-11,100,57.0,,0.57,56.99999999999999
2013-06-12,24,57.0,,0.57,13.68
2013-06-13,24,57.0,,0.57,13.68
2013-06-14,39,57.0,,0.57,22.229999999999997
2013-06-15,32,57.0,,0.57,18.24
2013-06-16,16,57.0,,0.57,9.12
2013-06-17,45,57.0,,0.57,25.65
2013-06-18,36,57.0,,0.57,20.52
2013-06-19,58,57.0,,0.57,33.059999999999995
2013-06-20,62,57.0,,0.57,35.339999999999996
2013-06-21,56,57.0,,0.57,31.919999999999998
2013-06-22,10,57.0,,0.57,5.699999999999999
2013-06-23,11,57.0,,0.57,6.27
2013-06-24,37,57.0,,0.57,21.09
2013-06-25,57,57.0,,0.57,32.489999999999995
2013-06-26,37,57.0,,0.57,21.09
2013-06-27,58,57.0,,0.57,33.059999999999995
2013-06-28,17,57.0,,0.57,9.69
2013-06-29,10,57.0,,0.57,5.699999999999999
2013-06-30,21,57.0,,0.57,11.969999999999999
2013-07-01,46,60.0,False,0.6,27.599999999999998
2013-07-02,99,60.0,,0.6,59.4
2013-07-03,41,60.0,,0.6,24.599999999999998
2013-07-04,0,60.0,,0.6,0.0
2013-07-05,71,60.0,,0.6,42.6
2013-07-06,17,60.0,,0.6,10.2
2013-07-07,41,60.0,,0.6,24.599999999999998
2013-07-08,52,60.0,,0.6,31.2
2013-07-09,52,60.0,,0.6,31.2
2013-07-10,33,60.0,,0.6,19.8
2013-07-11,60,60.0,,0.6,36.0
2013-07-12,68,60.0,,0.6,40.8
2013-07-13,32,60.0,,0.6,19.2
2013-07-14,48,60.0,,0.6,28.799999999999997
2013-07-15,52,60.0,,0.6,31.2
2013-07-16,76,60.0,,0.6,45.6
2013-07-17,72,60.0,,0.6,43.199999999999996
2013-07-18,40,60.0,,0.6,24.0
2013-07-19,48,60.0,,0.6,28.799999999999997
2013-07-20,40,60.0,,0.6,24.0
2013-07-21,58,60.0,,0.6,34.8
2013-07-22,45,60.0,,0.6,27.0
2013-07-23,64,60.0,,0.6,38.4
2013-07-24,52,60.0,,0.6,31.2
2013-07-25,100,60.0,,0.6,60.0
2013-07-26,82,60.0,,0.6,49.199999999999996
2013-07-27,33,60.0,,0.6,19.8
2013-07-28,33,60.0,,0.6,19.8
2013-07-29,65,60.0,,0.6,39.0
2013-07-30,64,60.0,,0.6,38.4
2013-07-31,91,60.0,,0.6,54.6
2013-08-01,90,56.0,False,0.56,50.400000000000006
2013-08-02,47,56.0,,0.56,26.320000000000004
2013-08-03,16,56.0,,0.56,8.96
2013-08-04,32,56.0,,0.56,17.92
2013-08-05,89,56.0,,0.56,49.84
2013-08-06,51,56.0,,0.56,28.560000000000002
2013-08-07,64,56.0,,0.56,35.84
2013-08-08,64,56.0,,0.56,35.84
2013-08-09,66,56.0,,0.56,36.96
2013-08-10,24,56.0,,0.56,13.440000000000001
2013-08-11,24,56.0,,0.56,13.440000000000001
2013-08-12,51,56.0,,0.56,28.560000000000002
2013-08-13,100,56.0,,0.56,56.00000000000001
2013-08-14,58,56.0,,0.56,32.480000000000004
2013-08-15,72,56.0,,0.56,40.32000000000001
2013-08-16,60,56.0,,0.56,33.6
2013-08-17,16,56.0,,0.56,8.96
2013-08-18,31,56.0,,0.56,17.360000000000003
2013-08-19,82,56.0,,0.56,45.92
2013-08-20,82,56.0,,0.56,45.92
2013-08-21,64,56.0,,0.56,35.84
2013-08-22,58,56.0,,0.56,32.480000000000004
2013-08-23,67,56.0,,0.56,37.52
2013-08-24,39,56.0,,0.56,21.840000000000003
2013-08-25,16,56.0,,0.56,8.96
2013-08-26,55,56.0,,0.56,30.800000000000004
2013-08-27,79,56.0,,0.56,44.24
2013-08-28,86,56.0,,0.56,48.160000000000004
2013-08-29,63,56.0,,0.56,35.28
2013-08-30,33,56.0,,0.56,18.48
2013-08-31,38,56.0,,0.56,21.28
2013-09-01,32,62.0,False,0.62,19.84
2013-09-02,29,62.0,,0.62,17.98
2013-09-03,56,62.0,,0.62,34.72
2013-09-04,75,62.0,,0.62,46.5
2013-09-05,55,62.0,,0.62,34.1
2013-09-06,31,62.0,,0.62,19.22
2013-09-07,18,62.0,,0.62,11.16
2013-09-08,24,62.0,,0.62,14.879999999999999
2013-09-09,89,62.0,,0.62,55.18
2013-09-10,82,62.0,,0.62,50.839999999999996
2013-09-11,59,62.0,,0.62,36.58
2013-09-12,79,62.0,,0.62,48.98
2013-09-13,36,62.0,,0.62,22.32
2013-09-14,43,62.0,,0.62,26.66
2013-09-15,41,62.0,,0.62,25.419999999999998
2013-09-16,88,62.0,,0.62,54.56
2013-09-17,58,62.0,,0.62,35.96
2013-09-18,74,62.0,,0.62,45.88
2013-09-19,54,62.0,,0.62,33.48
2013-09-20,52,62.0,,0.62,32.24
2013-09-21,43,62.0,,0.62,26.66
2013-09-22,31,62.0,,0.62,19.22
2013-09-23,100,62.0,,0.62,62.0
2013-09-24,69,62.0,,0.62,42.78
2013-09-25,65,62.0,,0.62,40.3
2013-09-26,62,62.0,,0.62,38.44
2013-09-27,65,62.0,,0.62,40.3
2013-09-28,26,62.0,,0.62,16.12
2013-09-29,12,62.0,,0.62,7.4399999999999995
2013-09-30,54,62.0,,0.62,33.48
2013-10-01,81,65.0,False,0.65,52.65
2013-10-02,73,65.0,,0.65,47.45
2013-10-03,84,65.0,,0.65,54.6
2013-10-04,51,65.0,,0.65,33.15
2013-10-05,37,65.0,,0.65,24.05
2013-10-06,24,65.0,,0.65,15.600000000000001
2013-10-07,58,65.0,,0.65,37.7
2013-10-08,98,65.0,,0.65,63.7
2013-10-09,100,65.0,,0.65,65.0
2013-10-10,60,65.0,,0.65,39.0
2013-10-11,57,65.0,,0.65,37.050000000000004
2013-10-12,37,65.0,,0.65,24.05
2013-10-13,18,65.0,,0.65,11.700000000000001
2013-10-14,39,65.0,,0.65,25.35
2013-10-15,63,65.0,,0.65,40.95
2013-10-16,69,65.0,,0.65,44.85
2013-10-17,59,65.0,,0.65,38.35
2013-10-18,31,65.0,,0.65,20.150000000000002
2013-10-19,31,65.0,,0.65,20.150000000000002
2013-10-20,37,65.0,,0.65,24.05
2013-10-21,64,65.0,,0.65,41.6
2013-10-22,33,65.0,,0.65,21.45
2013-10-23,82,65.0,,0.65,53.300000000000004
2013-10-24,74,65.0,,0.65,48.1
2013-10-25,78,65.0,,0.65,50.7
2013-10-26,19,65.0,,0.65,12.35
2013-10-27,36,65.0,,0.65,23.400000000000002
2013-10-28,67,65.0,,0.65,43.550000000000004
2013-10-29,62,65.0,,0.65,40.300000000000004
2013-10-30,34,65.0,,0.65,22.1
2013-10-31,45,65.0,,0.65,29.25
2013-11-01,43,60.0,False,0.6,25.8
2013-11-02,28,60.0,,0.6,16.8
2013-11-03,49,60.0,,0.6,29.4
2013-11-04,73,60.0,,0.6,43.8
2013-11-05,77,60.0,,0.6,46.199999999999996
2013-11-06,100,60.0,,0.6,60.0
2013-11-07,62,60.0,,0.6,37.199999999999996
2013-11-08,53,60.0,,0.6,31.799999999999997
2013-11-09,57,60.0,,0.6,34.199999999999996
2013-11-10,21,60.0,,0.6,12.6
2013-11-11,80,60.0,,0.6,48.0
2013-11-12,72,60.0,,0.6,43.199999999999996
2013-11-13,73,60.0,,0.6,43.8
2013-11-14,97,60.0,,0.6,58.199999999999996
2013-11-15,53,60.0,,0.6,31.799999999999997
2013-11-16,69,60.0,,0.6,41.4
2013-11-17,54,60.0,,0.6,32.4
2013-11-18,54,60.0,,0.6,32.4
2013-11-19,87,60.0,,0.6,52.199999999999996
2013-11-20,88,60.0,,0.6,52.8
2013-11-21,62,60.0,,0.6,37.199999999999996
2013-11-22,57,60.0,,0.6,34.199999999999996
2013-11-23,48,60.0,,0.6,28.799999999999997
2013-11-24,34,60.0,,0.6,20.4
2013-11-25,95,60.0,,0.6,57.0
2013-11-26,50,60.0,,0.6,30.0
2013-11-27,54,60.0,,0.6,32.4
2013-11-28,0,60.0,,0.6,0.0
2013-11-29,33,60.0,,0.6,19.8
2013-11-30,14,60.0,,0.6,8.4
2013-12-01,0,45.0,False,0.45,0.0
2013-12-02,18,45.0,,0.45,8.1
2013-12-03,97,45.0,,0.45,43.65
2013-12-04,56,45.0,,0.45,25.2
2013-12-05,100,45.0,,0.45,45.0
2013-12-06,32,45.0,,0.45,14.4
2013-12-07,31,45.0,,0.45,13.950000000000001
2013-12-08,15,45.0,,0.45,6.75
2013-12-09,56,45.0,,0.45,25.2
2013-12-10,62,45.0,,0.45,27.900000000000002
2013-12-11,57,45.0,,0.45,25.650000000000002
2013-12-12,78,45.0,,0.45,35.1
2013-12-13,60,45.0,,0.45,27.0
2013-12-14,40,45.0,,0.45,18.0
2013-12-15,48,45.0,,0.45,21.6
2013-12-16,91,45.0,,0.45,40.95
2013-12-17,45,45.0,,0.45,20.25
2013-12-18,85,45.0,,0.45,38.25
2013-12-19,40,45.0,,0.45,18.0
2013-12-20,14,45.0,,0.45,6.3
2013-12-21,25,45.0,,0.45,11.25
2013-12-22,34,45.0,,0.45,15.3
2013-12-23,29,45.0,,0.45,13.05
2013-12-24,8,45.0,,0.45,3.6
2013-12-25,10,45.0,,0.45,4.5
2013-12-26,15,45.0,,0.45,6.75
2013-12-27,37,45.0,,0.45,16.650000000000002
2013-12-28,33,45.0,,0.45,14.85
2013-12-29,32,45.0,,0.45,14.4
2013-12-30,41,45.0,,0.45,18.45
2013-12-31,58,45.0,,0.45,26.1
2014-01-01,26,60.0,False,0.6,15.6
2014-01-02,41,60.0,,0.6,24.599999999999998
2014-01-03,61,60.0,,0.6,36.6
2014-01-04,15,60.0,,0.6,9.0
2014-01-05,31,60.0,,0.6,18.599999999999998
2014-01-06,84,60.0,,0.6,50.4
2014-01-07,57,60.0,,0.6,34.199999999999996
2014-01-08,78,60.0,,0.6,46.8
2014-01-09,92,60.0,,0.6,55.199999999999996
2014-01-10,100,60.0,,0.6,60.0
2014-01-11,23,60.0,,0.6,13.799999999999999
2014-01-12,55,60.0,,0.6,33.0
2014-01-13,45,60.0,,0.6,27.0
2014-01-14,83,60.0,,0.6,49.8
2014-01-15,70,60.0,,0.6,42.0
2014-01-16,70,60.0,,0.6,42.0
2014-01-17,85,60.0,,0.6,51.0
2014-01-18,24,60.0,,0.6,14.399999999999999
2014-01-19,32,60.0,,0.6,19.2
2014-01-20,40,60.0,,0.6,24.0
2014-01-21,75,60.0,,0.6,45.0
2014-01-22,50,60.0,,0.6,30.0
2014-01-23,95,60.0,,0.6,57.0
2014-01-24,85,60.0,,0.6,51.0
2014-01-25,46,60.0,,0.6,27.599999999999998
2014-01-26,31,60.0,,0.6,18.599999999999998
2014-01-27,36,60.0,,0.6,21.599999999999998
2014-01-28,68,60.0,,0.6,40.8
2014-01-29,82,60.0,,0.6,49.199999999999996
2014-01-30,89,60.0,,0.6,53.4
2014-01-31,59,60.0,,0.6,35.4
2014-02-01,41,67.0,False,0.67,27.470000000000002
2014-02-02,59,67.0,,0.67,39.53
2014-02-03,49,67.0,,0.67,32.830000000000005
2014-02-04,71,67.0,,0.67,47.57
2014-02-05,56,67.0,,0.67,37.52
2014-02-06,57,67.0,,0.67,38.190000000000005
2014-02-07,60,67.0,,0.67,40.2
2014-02-08,14,67.0,,0.67,9.38
2014-02-09,47,67.0,,0.67,31.490000000000002
2014-02-10,98,67.0,,0.67,65.66000000000001
2014-02-11,81,67.0,,0.67,54.27
2014-02-12,60,67.0,,0.67,40.2
2014-02-13,78,67.0,,0.67,52.260000000000005
2014-02-14,41,67.0,,0.67,27.470000000000002
2014-02-15,35,67.0,,0.67,23.450000000000003
2014-02-16,28,67.0,,0.67,18.76
2014-02-17,47,67.0,,0.67,31.490000000000002
2014-02-18,98,67.0,,0.67,65.66000000000001
2014-02-19,100,67.0,,0.67,67.0
2014-02-20,78,67.0,,0.67,52.260000000000005
2014-02-21,69,67.0,,0.67,46.230000000000004
2014-02-22,21,67.0,,0.67,14.07
2014-02-23,69,67.0,,0.67,46.230000000000004
2014-02-24,49,67.0,,0.67,32.830000000000005
2014-02-25,60,67.0,,0.67,40.2
2014-02-26,59,67.0,,0.67,39.53
2014-02-27,61,67.0,,0.67,40.870000000000005
2014-02-28,80,67.0,,0.67,53.6
2014-03-01,29,66.0,False,0.66,19.14
2014-03-02,28,66.0,,0.66,18.48
2014-03-03,86,66.0,,0.66,56.760000000000005
2014-03-04,70,66.0,,0.66,46.2
2014-03-05,42,66.0,,0.66,27.720000000000002
2014-03-06,48,66.0,,0.66,31.68
2014-03-07,56,66.0,,0.66,36.96
2014-03-08,48,66.0,,0.66,31.68
2014-03-09,41,66.0,,0.66,27.060000000000002
2014-03-10,78,66.0,,0.66,51.480000000000004
2014-03-11,92,66.0,,0.66,60.720000000000006
2014-03-12,38,66.0,,0.66,25.080000000000002
2014-03-13,77,66.0,,0.66,50.82
2014-03-14,50,66.0,,0.66,33.0
2014-03-15,54,66.0,,0.66,35.64
2014-03-16,0,66.0,,0.66,0.0
2014-03-17,100,66.0,,0.66,66.0
2014-03-18,92,66.0,,0.66,60.720000000000006
2014-03-19,76,66.0,,0.66,50.160000000000004
2014-03-20,39,66.0,,0.66,25.740000000000002
2014-03-21,66,66.0,,0.66,43.56
2014-03-22,61,66.0,,0.66,40.260000000000005
2014-03-23,35,66.0,,0.66,23.1
2014-03-24,85,66.0,,0.66,56.1
2014-03-25,61,66.0,,0.66,40.260000000000005
2014-03-26,62,66.0,,0.66,40.92
2014-03-27,83,66.0,,0.66,54.78
2014-03-28,95,66.0,,0.66,62.7
2014-03-29,17,66.0,,0.66,11.22
2014-03-30,23,66.0,,0.66,15.180000000000001
2014-03-31,67,66.0,,0.66,44.22
2014-04-01,81,63.0,False,0.63,51.03
2014-04-02,95,63.0,,0.63,59.85
2014-04-03,44,63.0,,0.63,27.72
2014-04-04,54,63.0,,0.63,34.02
2014-04-05,22,63.0,,0.63,13.86
