date,guide tv_unscaled,guide tv_monthly,isPartial,scale,guide tv
2005-01-01,49,69.0,False,0.69,33.809999999999995
2005-01-02,100,69.0,,0.69,69.0
2005-01-03,48,69.0,,0.69,33.12
2005-01-04,48,69.0,,0.69,33.12
2005-01-05,43,69.0,,0.69,29.669999999999998
2005-01-06,49,69.0,,0.69,33.809999999999995
2005-01-07,30,69.0,,0.69,20.7
2005-01-08,44,69.0,,0.69,30.36
2005-01-09,34,69.0,,0.69,23.459999999999997
2005-01-10,37,69.0,,0.69,25.529999999999998
2005-01-11,44,69.0,,0.69,30.36
2005-01-12,32,69.0,,0.69,22.08
2005-01-13,37,69.0,,0.69,25.529999999999998
2005-01-14,37,69.0,,0.69,25.529999999999998
2005-01-15,59,69.0,,0.69,40.709999999999994
2005-01-16,70,69.0,,0.69,48.3
2005-01-17,49,69.0,,0.69,33.809999999999995
2005-01-18,55,69.0,,0.69,37.949999999999996
2005-01-19,54,69.0,,0.69,37.26
2005-01-20,47,69.0,,0.69,32.43
2005-01-21,45,69.0,,0.69,31.049999999999997
2005-01-22,40,69.0,,0.69,27.599999999999998
2005-01-23,73,69.0,,0.69,50.37
2005-01-24,47,69.0,,0.69,32.43
2005-01-25,41,69.0,,0.69,28.29
2005-01-26,42,69.0,,0.69,28.979999999999997
2005-01-27,49,69.0,,0.69,33.809999999999995
2005-01-28,27,69.0,,0.69,18.63
2005-01-29,46,69.0,,0.69,31.74
2005-01-30,46,69.0,,0.69,31.74
2005-01-31,38,69.0,,0.69,26.22
2005-02-01,43,59.0,False,0.59,25.369999999999997
2005-02-02,60,59.0,,0.59,35.4
2005-02-03,52,59.0,,0.59,30.68
2005-02-04,43,59.0,,0.59,25.369999999999997
2005-02-05,55,59.0,,0.59,32.449999999999996
2005-02-06,100,59.0,,0.59,59.0
2005-02-07,57,59.0,,0.59,33.629999999999995
2005-02-08,41,59.0,,0.59,24.189999999999998
2005-02-09,40,59.0,,0.59,23.599999999999998
2005-02-10,35,59.0,,0.59,20.65
2005-02-11,48,59.0,,0.59,28.32
2005-02-12,47,59.0,,0.59,27.729999999999997
2005-02-13,55,59.0,,0.59,32.449999999999996
2005-02-14,50,59.0,,0.59,29.5
2005-02-15,35,59.0,,0.59,20.65
2005-02-16,28,59.0,,0.59,16.52
2005-02-17,38,59.0,,0.59,22.419999999999998
2005-02-18,37,59.0,,0.59,21.83
2005-02-19,40,59.0,,0.59,23.599999999999998
2005-02-20,61,59.0,,0.59,35.989999999999995
2005-02-21,47,59.0,,0.59,27.729999999999997
2005-02-22,38,59.0,,0.59,22.419999999999998
2005-02-23,51,59.0,,0.59,30.09
2005-02-24,41,59.0,,0.59,24.189999999999998
2005-02-25,29,59.0,,0.59,17.11
2005-02-26,40,59.0,,0.59,23.599999999999998
2005-02-27,93,59.0,,0.59,54.87
2005-02-28,62,59.0,,0.59,36.58
2005-03-01,53,55.0,False,0.55,29.150000000000002
2005-03-02,46,55.0,,0.55,25.3
2005-03-03,51,55.0,,0.55,28.05
2005-03-04,57,55.0,,0.55,31.35
2005-03-05,79,55.0,,0.55,43.45
2005-03-06,100,55.0,,0.55,55.00000000000001
2005-03-07,68,55.0,,0.55,37.400000000000006
2005-03-08,39,55.0,,0.55,21.450000000000003
2005-03-09,63,55.0,,0.55,34.650000000000006
2005-03-10,45,55.0,,0.55,24.750000000000004
2005-03-11,45,55.0,,0.55,24.750000000000004
2005-03-12,59,55.0,,0.55,32.45
2005-03-13,91,55.0,,0.55,50.050000000000004
2005-03-14,64,55.0,,0.55,35.2
2005-03-15,57,55.0,,0.55,31.35
2005-03-16,70,55.0,,0.55,38.5
2005-03-17,71,55.0,,0.55,39.050000000000004
2005-03-18,59,55.0,,0.55,32.45
2005-03-19,54,55.0,,0.55,29.700000000000003
2005-03-20,76,55.0,,0.55,41.800000000000004
2005-03-21,55,55.0,,0.55,30.250000000000004
2005-03-22,52,55.0,,0.55,28.6
2005-03-23,58,55.0,,0.55,31.900000000000002
2005-03-24,68,55.0,,0.55,37.400000000000006
2005-03-25,49,55.0,,0.55,26.950000000000003
2005-03-26,74,55.0,,0.55,40.7
2005-03-27,94,55.0,,0.55,51.7
2005-03-28,78,55.0,,0.55,42.900000000000006
2005-03-29,71,55.0,,0.55,39.050000000000004
2005-03-30,64,55.0,,0.55,35.2
2005-03-31,44,55.0,,0.55,24.200000000000003
2005-04-01,57,50.0,False,0.5,28.5
2005-04-02,88,50.0,,0.5,44.0
2005-04-03,100,50.0,,0.5,50.0
2005-04-04,85,50.0,,0.5,42.5
2005-04-05,0,50.0,,0.5,0.0
2005-04-06,39,50.0,,0.5,19.5
2005-04-07,41,50.0,,0.5,20.5
2005-04-08,58,50.0,,0.5,29.0
2005-04-09,73,50.0,,0.5,36.5
2005-04-10,68,50.0,,0.5,34.0
2005-04-11,53,50.0,,0.5,26.5
2005-04-12,64,50.0,,0.5,32.0
2005-04-13,62,50.0,,0.5,31.0
2005-04-14,44,50.0,,0.5,22.0
2005-04-15,52,50.0,,0.5,26.0
2005-04-16,58,50.0,,0.5,29.0
2005-04-17,84,50.0,,0.5,42.0
2005-04-18,68,50.0,,0.5,34.0
2005-04-19,33,50.0,,0.5,16.5
2005-04-20,57,50.0,,0.5,28.5
2005-04-21,40,50.0,,0.5,20.0
2005-04-22,47,50.0,,0.5,23.5
2005-04-23,79,50.0,,0.5,39.5
2005-04-24,97,50.0,,0.5,48.5
2005-04-25,58,50.0,,0.5,29.0
2005-04-26,52,50.0,,0.5,26.0
2005-04-27,52,50.0,,0.5,26.0
2005-04-28,64,50.0,,0.5,32.0
2005-04-29,60,50.0,,0.5,30.0
2005-04-30,91,50.0,,0.5,45.5
2005-05-01,92,54.0,False,0.54,49.68000000000001
2005-05-02,58,54.0,,0.54,31.32
2005-05-03,43,54.0,,0.54,23.220000000000002
2005-05-04,44,54.0,,0.54,23.76
2005-05-05,41,54.0,,0.54,22.14
2005-05-06,28,54.0,,0.54,15.120000000000001
2005-05-07,51,54.0,,0.54,27.540000000000003
2005-05-08,100,54.0,,0.54,54.0
2005-05-09,44,54.0,,0.54,23.76
2005-05-10,39,54.0,,0.54,21.060000000000002
2005-05-11,40,54.0,,0.54,21.6
2005-05-12,43,54.0,,0.54,23.220000000000002
2005-05-13,49,54.0,,0.54,26.46
2005-05-14,42,54.0,,0.54,22.68
2005-05-15,71,54.0,,0.54,38.34
2005-05-16,45,54.0,,0.54,24.3
2005-05-17,39,54.0,,0.54,21.060000000000002
2005-05-18,43,54.0,,0.54,23.220000000000002
2005-05-19,44,54.0,,0.54,23.76
2005-05-20,44,54.0,,0.54,23.76
2005-05-21,53,54.0,,0.54,28.62
2005-05-22,59,54.0,,0.54,31.860000000000003
2005-05-23,50,54.0,,0.54,27.0
2005-05-24,64,54.0,,0.54,34.56
2005-05-25,66,54.0,,0.54,35.64
2005-05-26,36,54.0,,0.54,19.44
2005-05-27,20,54.0,,0.54,10.8
2005-05-28,53,54.0,,0.54,28.62
2005-05-29,34,54.0,,0.54,18.36
2005-05-30,71,54.0,,0.54,38.34
2005-05-31,45,54.0,,0.54,24.3
2005-06-01,45,46.0,False,0.46,20.7
2005-06-02,47,46.0,,0.46,21.62
2005-06-03,38,46.0,,0.46,17.48
2005-06-04,61,46.0,,0.46,28.060000000000002
2005-06-05,94,46.0,,0.46,43.24
2005-06-06,58,46.0,,0.46,26.68
2005-06-07,53,46.0,,0.46,24.380000000000003
2005-06-08,52,46.0,,0.46,23.92
2005-06-09,49,46.0,,0.46,22.540000000000003
2005-06-10,45,46.0,,0.46,20.7
2005-06-11,55,46.0,,0.46,25.3
2005-06-12,76,46.0,,0.46,34.96
2005-06-13,47,46.0,,0.46,21.62
2005-06-14,46,46.0,,0.46,21.16
2005-06-15,54,46.0,,0.46,24.84
2005-06-16,37,46.0,,0.46,17.02
2005-06-17,46,46.0,,0.46,21.16
2005-06-18,53,46.0,,0.46,24.380000000000003
2005-06-19,100,46.0,,0.46,46.0
2005-06-20,38,46.0,,0.46,17.48
2005-06-21,57,46.0,,0.46,26.220000000000002
2005-06-22,48,46.0,,0.46,22.080000000000002
2005-06-23,39,46.0,,0.46,17.94
2005-06-24,39,46.0,,0.46,17.94
2005-06-25,45,46.0,,0.46,20.7
2005-06-26,71,46.0,,0.46,32.660000000000004
2005-06-27,61,46.0,,0.46,28.060000000000002
2005-06-28,65,46.0,,0.46,29.900000000000002
2005-06-29,49,46.0,,0.46,22.540000000000003
2005-06-30,59,46.0,,0.46,27.14
2005-07-01,55,49.0,False,0.49,26.95
2005-07-02,76,49.0,,0.49,37.24
2005-07-03,73,49.0,,0.49,35.769999999999996
2005-07-04,75,49.0,,0.49,36.75
2005-07-05,50,49.0,,0.49,24.5
2005-07-06,45,49.0,,0.49,22.05
2005-07-07,36,49.0,,0.49,17.64
2005-07-08,57,49.0,,0.49,27.93
2005-07-09,74,49.0,,0.49,36.26
2005-07-10,76,49.0,,0.49,37.24
2005-07-11,48,49.0,,0.49,23.52
2005-07-12,56,49.0,,0.49,27.439999999999998
2005-07-13,45,49.0,,0.49,22.05
2005-07-14,38,49.0,,0.49,18.62
2005-07-15,41,49.0,,0.49,20.09
2005-07-16,59,49.0,,0.49,28.91
2005-07-17,94,49.0,,0.49,46.06
2005-07-18,58,49.0,,0.49,28.419999999999998
2005-07-19,51,49.0,,0.49,24.99
2005-07-20,43,49.0,,0.49,21.07
2005-07-21,51,49.0,,0.49,24.99
2005-07-22,48,49.0,,0.49,23.52
2005-07-23,56,49.0,,0.49,27.439999999999998
2005-07-24,100,49.0,,0.49,49.0
2005-07-25,49,49.0,,0.49,24.009999999999998
2005-07-26,51,49.0,,0.49,24.99
2005-07-27,66,49.0,,0.49,32.339999999999996
2005-07-28,56,49.0,,0.49,27.439999999999998
2005-07-29,38,49.0,,0.49,18.62
2005-07-30,76,49.0,,0.49,37.24
2005-07-31,82,49.0,,0.49,40.18
2005-08-01,69,54.0,False,0.54,37.260000000000005
2005-08-02,73,54.0,,0.54,39.42
2005-08-03,36,54.0,,0.54,19.44
2005-08-04,51,54.0,,0.54,27.540000000000003
2005-08-05,57,54.0,,0.54,30.78
2005-08-06,58,54.0,,0.54,31.32
2005-08-07,64,54.0,,0.54,34.56
2005-08-08,54,54.0,,0.54,29.160000000000004
2005-08-09,50,54.0,,0.54,27.0
2005-08-10,58,54.0,,0.54,31.32
2005-08-11,59,54.0,,0.54,31.860000000000003
2005-08-12,51,54.0,,0.54,27.540000000000003
2005-08-13,77,54.0,,0.54,41.580000000000005
2005-08-14,90,54.0,,0.54,48.6
2005-08-15,75,54.0,,0.54,40.5
2005-08-16,52,54.0,,0.54,28.080000000000002
2005-08-17,52,54.0,,0.54,28.080000000000002
2005-08-18,43,54.0,,0.54,23.220000000000002
2005-08-19,59,54.0,,0.54,31.860000000000003
2005-08-20,94,54.0,,0.54,50.760000000000005
2005-08-21,100,54.0,,0.54,54.0
2005-08-22,78,54.0,,0.54,42.120000000000005
2005-08-23,47,54.0,,0.54,25.380000000000003
2005-08-24,52,54.0,,0.54,28.080000000000002
2005-08-25,53,54.0,,0.54,28.62
2005-08-26,54,54.0,,0.54,29.160000000000004
2005-08-27,94,54.0,,0.54,50.760000000000005
2005-08-28,73,54.0,,0.54,39.42
2005-08-29,71,54.0,,0.54,38.34
2005-08-30,64,54.0,,0.54,34.56
2005-08-31,62,54.0,,0.54,33.480000000000004
2005-09-01,36,76.0,False,0.76,27.36
2005-09-02,40,76.0,,0.76,30.4
2005-09-03,58,76.0,,0.76,44.08
2005-09-04,50,76.0,,0.76,38.0
2005-09-05,64,76.0,,0.76,48.64
2005-09-06,42,76.0,,0.76,31.92
2005-09-07,41,76.0,,0.76,31.16
2005-09-08,43,76.0,,0.76,32.68
2005-09-09,46,76.0,,0.76,34.96
2005-09-10,87,76.0,,0.76,66.12
2005-09-11,100,76.0,,0.76,76.0
2005-09-12,56,76.0,,0.76,42.56
2005-09-13,56,76.0,,0.76,42.56
2005-09-14,48,76.0,,0.76,36.480000000000004
2005-09-15,56,76.0,,0.76,42.56
2005-09-16,52,76.0,,0.76,39.52
2005-09-17,57,76.0,,0.76,43.32
2005-09-18,94,76.0,,0.76,71.44
2005-09-19,76,76.0,,0.76,57.76
2005-09-20,80,76.0,,0.76,60.8
2005-09-21,90,76.0,,0.76,68.4
2005-09-22,63,76.0,,0.76,47.88
2005-09-23,42,76.0,,0.76,31.92
2005-09-24,74,76.0,,0.76,56.24
2005-09-25,100,76.0,,0.76,76.0
2005-09-26,77,76.0,,0.76,58.52
2005-09-27,51,76.0,,0.76,38.76
2005-09-28,64,76.0,,0.76,48.64
2005-09-29,53,76.0,,0.76,40.28
2005-09-30,49,76.0,,0.76,37.24
2005-10-01,79,69.0,False,0.69,54.51
2005-10-02,96,69.0,,0.69,66.24
2005-10-03,53,69.0,,0.69,36.57
2005-10-04,66,69.0,,0.69,45.54
2005-10-05,87,69.0,,0.69,60.029999999999994
2005-10-06,62,69.0,,0.69,42.779999999999994
2005-10-07,70,69.0,,0.69,48.3
2005-10-08,81,69.0,,0.69,55.88999999999999
2005-10-09,68,69.0,,0.69,46.919999999999995
2005-10-10,64,69.0,,0.69,44.16
2005-10-11,76,69.0,,0.69,52.44
2005-10-12,65,69.0,,0.69,44.849999999999994
2005-10-13,62,69.0,,0.69,42.779999999999994
2005-10-14,45,69.0,,0.69,31.049999999999997
2005-10-15,77,69.0,,0.69,53.129999999999995
2005-10-16,89,69.0,,0.69,61.41
2005-10-17,54,69.0,,0.69,37.26
2005-10-18,64,69.0,,0.69,44.16
2005-10-19,52,69.0,,0.69,35.879999999999995
2005-10-20,57,69.0,,0.69,39.33
2005-10-21,66,69.0,,0.69,45.54
2005-10-22,83,69.0,,0.69,57.269999999999996
2005-10-23,100,69.0,,0.69,69.0
2005-10-24,72,69.0,,0.69,49.67999999999999
2005-10-25,51,69.0,,0.69,35.19
2005-10-26,60,69.0,,0.69,41.4
2005-10-27,51,69.0,,0.69,35.19
2005-10-28,58,69.0,,0.69,40.019999999999996
2005-10-29,89,69.0,,0.69,61.41
2005-10-30,87,69.0,,0.69,60.029999999999994
2005-10-31,76,69.0,,0.69,52.44
2005-11-01,39,69.0,False,0.69,26.909999999999997
2005-11-02,56,69.0,,0.69,38.64
2005-11-03,30,69.0,,0.69,20.7
2005-11-04,44,69.0,,0.69,30.36
2005-11-05,56,69.0,,0.69,38.64
2005-11-06,89,69.0,,0.69,61.41
2005-11-07,49,69.0,,0.69,33.809999999999995
2005-11-08,47,69.0,,0.69,32.43
2005-11-09,77,69.0,,0.69,53.129999999999995
2005-11-10,31,69.0,,0.69,21.389999999999997
2005-11-11,34,69.0,,0.69,23.459999999999997
2005-11-12,61,69.0,,0.69,42.089999999999996
2005-11-13,75,69.0,,0.69,51.74999999999999
2005-11-14,50,69.0,,0.69,34.5
2005-11-15,44,69.0,,0.69,30.36
2005-11-16,49,69.0,,0.69,33.809999999999995
2005-11-17,31,69.0,,0.69,21.389999999999997
2005-11-18,30,69.0,,0.69,20.7
2005-11-19,54,69.0,,0.69,37.26
2005-11-20,92,69.0,,0.69,63.48
2005-11-21,38,69.0,,0.69,26.22
2005-11-22,41,69.0,,0.69,28.29
2005-11-23,53,69.0,,0.69,36.57
2005-11-24,100,69.0,,0.69,69.0
2005-11-25,66,69.0,,0.69,45.54
2005-11-26,49,69.0,,0.69,33.809999999999995
2005-11-27,86,69.0,,0.69,59.339999999999996
2005-11-28,44,69.0,,0.69,30.36
2005-11-29,43,69.0,,0.69,29.669999999999998
2005-11-30,55,69.0,,0.69,37.949999999999996
2005-12-01,53,69.0,False,0.69,36.57
2005-12-02,52,69.0,,0.69,35.879999999999995
2005-12-03,96,69.0,,0.69,66.24
2005-12-04,84,69.0,,0.69,57.959999999999994
2005-12-05,64,69.0,,0.69,44.16
2005-12-06,73,69.0,,0.69,50.37
2005-12-07,67,69.0,,0.69,46.23
2005-12-08,49,69.0,,0.69,33.809999999999995
2005-12-09,48,69.0,,0.69,33.12
2005-12-10,67,69.0,,0.69,46.23
2005-12-11,100,69.0,,0.69,69.0
2005-12-12,74,69.0,,0.69,51.059999999999995
2005-12-13,53,69.0,,0.69,36.57
2005-12-14,57,69.0,,0.69,39.33
2005-12-15,55,69.0,,0.69,37.949999999999996
2005-12-16,50,69.0,,0.69,34.5
2005-12-17,61,69.0,,0.69,42.089999999999996
2005-12-18,60,69.0,,0.69,41.4
2005-12-19,59,69.0,,0.69,40.709999999999994
2005-12-20,55,69.0,,0.69,37.949999999999996
2005-12-21,67,69.0,,0.69,46.23
2005-12-22,53,69.0,,0.69,36.57
2005-12-23,47,69.0,,0.69,32.43
2005-12-24,91,69.0,,0.69,62.78999999999999
2005-12-25,89,69.0,,0.69,61.41
2005-12-26,54,69.0,,0.69,37.26
2005-12-27,61,69.0,,0.69,42.089999999999996
2005-12-28,58,69.0,,0.69,40.019999999999996
2005-12-29,57,69.0,,0.69,39.33
2005-12-30,60,69.0,,0.69,41.4
2005-12-31,62,69.0,,0.69,42.779999999999994
2006-01-01,97,80.0,False,0.8,77.60000000000001
2006-01-02,78,80.0,,0.8,62.400000000000006
2006-01-03,74,80.0,,0.8,59.2
2006-01-04,62,80.0,,0.8,49.6
2006-01-05,51,80.0,,0.8,40.800000000000004
2006-01-06,76,80.0,,0.8,60.800000000000004
2006-01-07,60,80.0,,0.8,48.0
2006-01-08,86,80.0,,0.8,68.8
2006-01-09,60,80.0,,0.8,48.0
2006-01-10,67,80.0,,0.8,53.6
2006-01-11,66,80.0,,0.8,52.800000000000004
2006-01-12,62,80.0,,0.8,49.6
2006-01-13,46,80.0,,0.8,36.800000000000004
2006-01-14,59,80.0,,0.8,47.2
2006-01-15,88,80.0,,0.8,70.4
2006-01-16,85,80.0,,0.8,68.0
2006-01-17,70,80.0,,0.8,56.0
2006-01-18,77,80.0,,0.8,61.6
2006-01-19,66,80.0,,0.8,52.800000000000004
2006-01-20,50,80.0,,0.8,40.0
2006-01-21,74,80.0,,0.8,59.2
2006-01-22,100,80.0,,0.8,80.0
2006-01-23,59,80.0,,0.8,47.2
2006-01-24,61,80.0,,0.8,48.800000000000004
2006-01-25,55,80.0,,0.8,44.0
2006-01-26,66,80.0,,0.8,52.800000000000004
2006-01-27,54,80.0,,0.8,43.2
2006-01-28,80,80.0,,0.8,64.0
2006-01-29,99,80.0,,0.8,79.2
2006-01-30,67,80.0,,0.8,53.6
2006-01-31,84,80.0,,0.8,67.2
2006-02-01,59,73.0,False,0.73,43.07
2006-02-02,45,73.0,,0.73,32.85
2006-02-03,48,73.0,,0.73,35.04
2006-02-04,65,73.0,,0.73,47.449999999999996
2006-02-05,100,73.0,,0.73,73.0
2006-02-06,46,73.0,,0.73,33.58
2006-02-07,64,73.0,,0.73,46.72
2006-02-08,60,73.0,,0.73,43.8
2006-02-09,50,73.0,,0.73,36.5
2006-02-10,50,73.0,,0.73,36.5
2006-02-11,74,73.0,,0.73,54.019999999999996
2006-02-12,56,73.0,,0.73,40.879999999999995
2006-02-13,47,73.0,,0.73,34.31
2006-02-14,49,73.0,,0.73,35.769999999999996
2006-02-15,43,73.0,,0.73,31.39
2006-02-16,48,73.0,,0.73,35.04
2006-02-17,36,73.0,,0.73,26.28
2006-02-18,57,73.0,,0.73,41.61
2006-02-19,65,73.0,,0.73,47.449999999999996
2006-02-20,61,73.0,,0.73,44.53
2006-02-21,62,73.0,,0.73,45.26
2006-02-22,59,73.0,,0.73,43.07
2006-02-23,41,73.0,,0.73,29.93
2006-02-24,41,73.0,,0.73,29.93
2006-02-25,63,73.0,,0.73,45.99
2006-02-26,83,73.0,,0.73,60.589999999999996
2006-02-27,59,73.0,,0.73,43.07
2006-02-28,52,73.0,,0.73,37.96
2006-03-01,46,73.0,False,0.73,33.58
2006-03-02,49,73.0,,0.73,35.769999999999996
2006-03-03,44,73.0,,0.73,32.12
2006-03-04,60,73.0,,0.73,43.8
2006-03-05,100,73.0,,0.73,73.0
2006-03-06,69,73.0,,0.73,50.37
2006-03-07,67,73.0,,0.73,48.91
2006-03-08,49,73.0,,0.73,35.769999999999996
2006-03-09,57,73.0,,0.73,41.61
2006-03-10,29,73.0,,0.73,21.169999999999998
2006-03-11,65,73.0,,0.73,47.449999999999996
2006-03-12,68,73.0,,0.73,49.64
2006-03-13,36,73.0,,0.73,26.28
2006-03-14,47,73.0,,0.73,34.31
2006-03-15,60,73.0,,0.73,43.8
2006-03-16,58,73.0,,0.73,42.339999999999996
2006-03-17,53,73.0,,0.73,38.69
2006-03-18,35,73.0,,0.73,25.55
2006-03-19,75,73.0,,0.73,54.75
2006-03-20,59,73.0,,0.73,43.07
2006-03-21,57,73.0,,0.73,41.61
2006-03-22,36,73.0,,0.73,26.28
2006-03-23,49,73.0,,0.73,35.769999999999996
2006-03-24,49,73.0,,0.73,35.769999999999996
2006-03-25,58,73.0,,0.73,42.339999999999996
2006-03-26,55,73.0,,0.73,40.15
2006-03-27,52,73.0,,0.73,37.96
2006-03-28,43,73.0,,0.73,31.39
2006-03-29,36,73.0,,0.73,26.28
2006-03-30,35,73.0,,0.73,25.55
2006-03-31,38,73.0,,0.73,27.74
2006-04-01,90,66.0,False,0.66,59.400000000000006
2006-04-02,83,66.0,,0.66,54.78
2006-04-03,71,66.0,,0.66,46.86
2006-04-04,74,66.0,,0.66,48.84
2006-04-05,77,66.0,,0.66,50.82
2006-04-06,65,66.0,,0.66,42.9
2006-04-07,62,66.0,,0.66,40.92
2006-04-08,83,66.0,,0.66,54.78
2006-04-09,100,66.0,,0.66,66.0
2006-04-10,94,66.0,,0.66,62.040000000000006
2006-04-11,61,66.0,,0.66,40.260000000000005
2006-04-12,56,66.0,,0.66,36.96
2006-04-13,79,66.0,,0.66,52.14
2006-04-14,61,66.0,,0.66,40.260000000000005
2006-04-15,84,66.0,,0.66,55.440000000000005
2006-04-16,79,66.0,,0.66,52.14
2006-04-17,82,66.0,,0.66,54.120000000000005
2006-04-18,58,66.0,,0.66,38.28
2006-04-19,84,66.0,,0.66,55.440000000000005
2006-04-20,66,66.0,,0.66,43.56
2006-04-21,60,66.0,,0.66,39.6
2006-04-22,85,66.0,,0.66,56.1
2006-04-23,98,66.0,,0.66,64.68
2006-04-24,75,66.0,,0.66,49.5
2006-04-25,60,66.0,,0.66,39.6
2006-04-26,72,66.0,,0.66,47.52
2006-04-27,60,66.0,,0.66,39.6
2006-04-28,51,66.0,,0.66,33.660000000000004
2006-04-29,77,66.0,,0.66,50.82
2006-04-30,84,66.0,,0.66,55.440000000000005
2006-05-01,48,62.0,False,0.62,29.759999999999998
2006-05-02,62,62.0,,0.62,38.44
2006-05-03,74,62.0,,0.62,45.88
2006-05-04,56,62.0,,0.62,34.72
2006-05-05,51,62.0,,0.62,31.62
2006-05-06,79,62.0,,0.62,48.98
2006-05-07,91,62.0,,0.62,56.42
2006-05-08,82,62.0,,0.62,50.839999999999996
2006-05-09,62,62.0,,0.62,38.44
2006-05-10,67,62.0,,0.62,41.54
2006-05-11,71,62.0,,0.62,44.02
2006-05-12,68,62.0,,0.62,42.16
2006-05-13,78,62.0,,0.62,48.36
2006-05-14,75,62.0,,0.62,46.5
2006-05-15,95,62.0,,0.62,58.9
2006-05-16,88,62.0,,0.62,54.56
2006-05-17,74,62.0,,0.62,45.88
2006-05-18,78,62.0,,0.62,48.36
2006-05-19,87,62.0,,0.62,53.94
2006-05-20,61,62.0,,0.62,37.82
2006-05-21,100,62.0,,0.62,62.0
2006-05-22,67,62.0,,0.62,41.54
2006-05-23,90,62.0,,0.62,55.8
2006-05-24,98,62.0,,0.62,60.76
2006-05-25,64,62.0,,0.62,39.68
2006-05-26,44,62.0,,0.62,27.28
2006-05-27,61,62.0,,0.62,37.82
2006-05-28,97,62.0,,0.62,60.14
2006-05-29,92,62.0,,0.62,57.04
2006-05-30,66,62.0,,0.62,40.92
2006-05-31,63,62.0,,0.62,39.06
2006-06-01,53,57.0,False,0.57,30.209999999999997
2006-06-02,41,57.0,,0.57,23.369999999999997
2006-06-03,69,57.0,,0.57,39.33
2006-06-04,72,57.0,,0.57,41.04
2006-06-05,54,57.0,,0.57,30.779999999999998
2006-06-06,64,57.0,,0.57,36.48
2006-06-07,50,57.0,,0.57,28.499999999999996
2006-06-08,55,57.0,,0.57,31.349999999999998
2006-06-09,63,57.0,,0.57,35.91
2006-06-10,82,57.0,,0.57,46.739999999999995
2006-06-11,100,57.0,,0.57,56.99999999999999
2006-06-12,58,57.0,,0.57,33.059999999999995
2006-06-13,49,57.0,,0.57,27.929999999999996
2006-06-14,55,57.0,,0.57,31.349999999999998
2006-06-15,50,57.0,,0.57,28.499999999999996
2006-06-16,49,57.0,,0.57,27.929999999999996
2006-06-17,64,57.0,,0.57,36.48
2006-06-18,80,57.0,,0.57,45.599999999999994
2006-06-19,62,57.0,,0.57,35.339999999999996
2006-06-20,57,57.0,,0.57,32.489999999999995
2006-06-21,48,57.0,,0.57,27.36
2006-06-22,55,57.0,,0.57,31.349999999999998
2006-06-23,42,57.0,,0.57,23.939999999999998
2006-06-24,55,57.0,,0.57,31.349999999999998
2006-06-25,95,57.0,,0.57,54.15
2006-06-26,54,57.0,,0.57,30.779999999999998
2006-06-27,45,57.0,,0.57,25.65
2006-06-28,53,57.0,,0.57,30.209999999999997
2006-06-29,46,57.0,,0.57,26.22
2006-06-30,56,57.0,,0.57,31.919999999999998
2006-07-01,56,57.0,False,0.57,31.919999999999998
2006-07-02,85,57.0,,0.57,48.449999999999996
2006-07-03,55,57.0,,0.57,31.349999999999998
2006-07-04,71,57.0,,0.57,40.47
2006-07-05,60,57.0,,0.57,34.199999999999996
2006-07-06,62,57.0,,0.57,35.339999999999996
2006-07-07,50,57.0,,0.57,28.499999999999996
2006-07-08,56,57.0,,0.57,31.919999999999998
2006-07-09,92,57.0,,0.57,52.44
2006-07-10,52,57.0,,0.57,29.639999999999997
2006-07-11,46,57.0,,0.57,26.22
2006-07-12,64,57.0,,0.57,36.48
2006-07-13,47,57.0,,0.57,26.79
2006-07-14,44,57.0,,0.57,25.08
2006-07-15,52,57.0,,0.57,29.639999999999997
2006-07-16,100,57.0,,0.57,56.99999999999999
2006-07-17,65,57.0,,0.57,37.05
2006-07-18,42,57.0,,0.57,23.939999999999998
2006-07-19,60,57.0,,0.57,34.199999999999996
2006-07-20,50,57.0,,0.57,28.499999999999996
2006-07-21,49,57.0,,0.57,27.929999999999996
2006-07-22,86,57.0,,0.57,49.019999999999996
2006-07-23,81,57.0,,0.57,46.169999999999995
2006-07-24,70,57.0,,0.57,39.9
2006-07-25,72,57.0,,0.57,41.04
2006-07-26,53,57.0,,0.57,30.209999999999997
2006-07-27,57,57.0,,0.57,32.489999999999995
2006-07-28,49,57.0,,0.57,27.929999999999996
2006-07-29,68,57.0,,0.57,38.76
2006-07-30,78,57.0,,0.57,44.459999999999994
2006-07-31,54,57.0,,0.57,30.779999999999998
2006-08-01,39,63.0,False,0.63,24.57
2006-08-02,49,63.0,,0.63,30.87
2006-08-03,33,63.0,,0.63,20.79
2006-08-04,31,63.0,,0.63,19.53
2006-08-05,61,63.0,,0.63,38.43
2006-08-06,74,63.0,,0.63,46.62
2006-08-07,51,63.0,,0.63,32.13
2006-08-08,49,63.0,,0.63,30.87
2006-08-09,48,63.0,,0.63,30.240000000000002
2006-08-10,51,63.0,,0.63,32.13
2006-08-11,48,63.0,,0.63,30.240000000000002
2006-08-12,74,63.0,,0.63,46.62
2006-08-13,98,63.0,,0.63,61.74
2006-08-14,44,63.0,,0.63,27.72
2006-08-15,41,63.0,,0.63,25.830000000000002
2006-08-16,50,63.0,,0.63,31.5
2006-08-17,43,63.0,,0.63,27.09
2006-08-18,48,63.0,,0.63,30.240000000000002
