date,guide tv_unscaled,guide tv_monthly,isPartial,scale,guide tv
2008-10-05,90,82.0,,0.82,73.8
2008-10-06,55,82.0,,0.82,45.099999999999994
2008-10-07,62,82.0,,0.82,50.839999999999996
2008-10-08,60,82.0,,0.82,49.199999999999996
2008-10-09,62,82.0,,0.82,50.839999999999996
2008-10-10,55,82.0,,0.82,45.099999999999994
2008-10-11,78,82.0,,0.82,63.959999999999994
2008-10-12,88,82.0,,0.82,72.16
2008-10-13,60,82.0,,0.82,49.199999999999996
2008-10-14,58,82.0,,0.82,47.559999999999995
2008-10-15,59,82.0,,0.82,48.379999999999995
2008-10-16,56,82.0,,0.82,45.919999999999995
2008-10-17,52,82.0,,0.82,42.64
2008-10-18,77,82.0,,0.82,63.13999999999999
2008-10-19,100,82.0,,0.82,82.0
2008-10-20,50,82.0,,0.82,41.0
2008-10-21,56,82.0,,0.82,45.919999999999995
2008-10-22,52,82.0,,0.82,42.64
2008-10-23,51,82.0,,0.82,41.82
2008-10-24,50,82.0,,0.82,41.0
2008-10-25,72,82.0,,0.82,59.04
2008-10-26,84,82.0,,0.82,68.88
2008-10-27,52,82.0,,0.82,42.64
2008-10-28,53,82.0,,0.82,43.46
2008-10-29,63,82.0,,0.82,51.66
2008-10-30,52,82.0,,0.82,42.64
2008-10-31,53,82.0,,0.82,43.46
2008-11-01,86,81.0,False,0.81,69.66000000000001
2008-11-02,94,81.0,,0.81,76.14
2008-11-03,67,81.0,,0.81,54.27
2008-11-04,58,81.0,,0.81,46.980000000000004
2008-11-05,50,81.0,,0.81,40.5
2008-11-06,55,81.0,,0.81,44.550000000000004
2008-11-07,56,81.0,,0.81,45.36
2008-11-08,83,81.0,,0.81,67.23
2008-11-09,80,81.0,,0.81,64.80000000000001
2008-11-10,55,81.0,,0.81,44.550000000000004
2008-11-11,49,81.0,,0.81,39.690000000000005
2008-11-12,60,81.0,,0.81,48.6
2008-11-13,61,81.0,,0.81,49.410000000000004
2008-11-14,58,81.0,,0.81,46.980000000000004
2008-11-15,79,81.0,,0.81,63.99
2008-11-16,88,81.0,,0.81,71.28
2008-11-17,50,81.0,,0.81,40.5
2008-11-18,62,81.0,,0.81,50.220000000000006
2008-11-19,56,81.0,,0.81,45.36
2008-11-20,55,81.0,,0.81,44.550000000000004
2008-11-21,56,81.0,,0.81,45.36
2008-11-22,80,81.0,,0.81,64.80000000000001
2008-11-23,89,81.0,,0.81,72.09
2008-11-24,60,81.0,,0.81,48.6
2008-11-25,62,81.0,,0.81,50.220000000000006
2008-11-26,68,81.0,,0.81,55.080000000000005
2008-11-27,100,81.0,,0.81,81.0
2008-11-28,84,81.0,,0.81,68.04
2008-11-29,89,81.0,,0.81,72.09
2008-11-30,94,81.0,,0.81,76.14
2008-12-01,66,82.0,False,0.82,54.12
2008-12-02,53,82.0,,0.82,43.46
2008-12-03,58,82.0,,0.82,47.559999999999995
2008-12-04,74,82.0,,0.82,60.68
2008-12-05,52,82.0,,0.82,42.64
2008-12-06,82,82.0,,0.82,67.24
2008-12-07,94,82.0,,0.82,77.08
2008-12-08,68,82.0,,0.82,55.76
2008-12-09,55,82.0,,0.82,45.099999999999994
2008-12-10,58,82.0,,0.82,47.559999999999995
2008-12-11,55,82.0,,0.82,45.099999999999994
2008-12-12,62,82.0,,0.82,50.839999999999996
2008-12-13,74,82.0,,0.82,60.68
2008-12-14,96,82.0,,0.82,78.72
2008-12-15,65,82.0,,0.82,53.3
2008-12-16,56,82.0,,0.82,45.919999999999995
2008-12-17,59,82.0,,0.82,48.379999999999995
2008-12-18,56,82.0,,0.82,45.919999999999995
2008-12-19,61,82.0,,0.82,50.019999999999996
2008-12-20,84,82.0,,0.82,68.88
2008-12-21,100,82.0,,0.82,82.0
2008-12-22,62,82.0,,0.82,50.839999999999996
2008-12-23,58,82.0,,0.82,47.559999999999995
2008-12-24,69,82.0,,0.82,56.58
2008-12-25,93,82.0,,0.82,76.25999999999999
2008-12-26,56,82.0,,0.82,45.919999999999995
2008-12-27,69,82.0,,0.82,56.58
2008-12-28,83,82.0,,0.82,68.06
2008-12-29,55,82.0,,0.82,45.099999999999994
2008-12-30,60,82.0,,0.82,49.199999999999996
2008-12-31,60,82.0,,0.82,49.199999999999996
2009-01-01,81,94.0,False,0.94,76.14
2009-01-02,59,94.0,,0.94,55.459999999999994
2009-01-03,57,94.0,,0.94,53.58
2009-01-04,90,94.0,,0.94,84.6
2009-01-05,69,94.0,,0.94,64.86
2009-01-06,72,94.0,,0.94,67.67999999999999
2009-01-07,60,94.0,,0.94,56.4
2009-01-08,62,94.0,,0.94,58.279999999999994
2009-01-09,46,94.0,,0.94,43.239999999999995
2009-01-10,67,94.0,,0.94,62.98
2009-01-11,82,94.0,,0.94,77.08
2009-01-12,66,94.0,,0.94,62.04
2009-01-13,71,94.0,,0.94,66.74
2009-01-14,60,94.0,,0.94,56.4
2009-01-15,64,94.0,,0.94,60.16
2009-01-16,60,94.0,,0.94,56.4
2009-01-17,71,94.0,,0.94,66.74
2009-01-18,88,94.0,,0.94,82.72
2009-01-19,72,94.0,,0.94,67.67999999999999
2009-01-20,82,94.0,,0.94,77.08
2009-01-21,67,94.0,,0.94,62.98
2009-01-22,63,94.0,,0.94,59.22
2009-01-23,48,94.0,,0.94,45.12
2009-01-24,68,94.0,,0.94,63.919999999999995
2009-01-25,100,94.0,,0.94,94.0
2009-01-26,72,94.0,,0.94,67.67999999999999
2009-01-27,56,94.0,,0.94,52.64
2009-01-28,68,94.0,,0.94,63.919999999999995
2009-01-29,63,94.0,,0.94,59.22
2009-01-30,58,94.0,,0.94,54.519999999999996
2009-01-31,74,94.0,,0.94,69.56
2009-02-01,100,85.0,False,0.85,85.0
2009-02-02,46,85.0,,0.85,39.1
2009-02-03,55,85.0,,0.85,46.75
2009-02-04,52,85.0,,0.85,44.199999999999996
2009-02-05,54,85.0,,0.85,45.9
2009-02-06,52,85.0,,0.85,44.199999999999996
2009-02-07,61,85.0,,0.85,51.85
2009-02-08,84,85.0,,0.85,71.39999999999999
2009-02-09,61,85.0,,0.85,51.85
2009-02-10,62,85.0,,0.85,52.699999999999996
2009-02-11,50,85.0,,0.85,42.5
2009-02-12,52,85.0,,0.85,44.199999999999996
2009-02-13,45,85.0,,0.85,38.25
2009-02-14,57,85.0,,0.85,48.449999999999996
2009-02-15,65,85.0,,0.85,55.25
2009-02-16,62,85.0,,0.85,52.699999999999996
2009-02-17,56,85.0,,0.85,47.6
2009-02-18,56,85.0,,0.85,47.6
2009-02-19,47,85.0,,0.85,39.949999999999996
2009-02-20,45,85.0,,0.85,38.25
2009-02-21,59,85.0,,0.85,50.15
2009-02-22,85,85.0,,0.85,72.25
2009-02-23,73,85.0,,0.85,62.05
2009-02-24,52,85.0,,0.85,44.199999999999996
2009-02-25,61,85.0,,0.85,51.85
2009-02-26,52,85.0,,0.85,44.199999999999996
2009-02-27,42,85.0,,0.85,35.699999999999996
2009-02-28,53,85.0,,0.85,45.05
2009-03-01,80,83.0,False,0.83,66.39999999999999
2009-03-02,88,83.0,,0.83,73.03999999999999
2009-03-03,89,83.0,,0.83,73.86999999999999
2009-03-04,74,83.0,,0.83,61.419999999999995
2009-03-05,62,83.0,,0.83,51.46
2009-03-06,61,83.0,,0.83,50.629999999999995
2009-03-07,82,83.0,,0.83,68.06
2009-03-08,100,83.0,,0.83,83.0
2009-03-09,89,83.0,,0.83,73.86999999999999
2009-03-10,79,83.0,,0.83,65.57
2009-03-11,73,83.0,,0.83,60.589999999999996
2009-03-12,72,83.0,,0.83,59.76
2009-03-13,67,83.0,,0.83,55.61
2009-03-14,72,83.0,,0.83,59.76
2009-03-15,93,83.0,,0.83,77.19
2009-03-16,68,83.0,,0.83,56.44
2009-03-17,68,83.0,,0.83,56.44
2009-03-18,77,83.0,,0.83,63.91
2009-03-19,66,83.0,,0.83,54.779999999999994
2009-03-20,57,83.0,,0.83,47.309999999999995
2009-03-21,72,83.0,,0.83,59.76
2009-03-22,81,83.0,,0.83,67.22999999999999
2009-03-23,65,83.0,,0.83,53.949999999999996
2009-03-24,66,83.0,,0.83,54.779999999999994
2009-03-25,68,83.0,,0.83,56.44
2009-03-26,87,83.0,,0.83,72.21
2009-03-27,72,83.0,,0.83,59.76
2009-03-28,92,83.0,,0.83,76.36
2009-03-29,90,83.0,,0.83,74.7
2009-03-30,68,83.0,,0.83,56.44
2009-03-31,64,83.0,,0.83,53.12
2009-04-01,70,76.0,False,0.76,53.2
2009-04-02,66,76.0,,0.76,50.160000000000004
2009-04-03,55,76.0,,0.76,41.8
2009-04-04,80,76.0,,0.76,60.8
2009-04-05,90,76.0,,0.76,68.4
2009-04-06,80,76.0,,0.76,60.8
2009-04-07,69,76.0,,0.76,52.44
2009-04-08,71,76.0,,0.76,53.96
2009-04-09,66,76.0,,0.76,50.160000000000004
2009-04-10,66,76.0,,0.76,50.160000000000004
2009-04-11,87,76.0,,0.76,66.12
2009-04-12,90,76.0,,0.76,68.4
2009-04-13,70,76.0,,0.76,53.2
2009-04-14,66,76.0,,0.76,50.160000000000004
2009-04-15,68,76.0,,0.76,51.68
2009-04-16,67,76.0,,0.76,50.92
2009-04-17,58,76.0,,0.76,44.08
2009-04-18,80,76.0,,0.76,60.8
2009-04-19,100,76.0,,0.76,76.0
2009-04-20,72,76.0,,0.76,54.72
2009-04-21,70,76.0,,0.76,53.2
2009-04-22,63,76.0,,0.76,47.88
2009-04-23,63,76.0,,0.76,47.88
2009-04-24,49,76.0,,0.76,37.24
2009-04-25,76,76.0,,0.76,57.76
2009-04-26,79,76.0,,0.76,60.04
2009-04-27,53,76.0,,0.76,40.28
2009-04-28,64,76.0,,0.76,48.64
2009-04-29,56,76.0,,0.76,42.56
2009-04-30,60,76.0,,0.76,45.6
2009-05-01,53,68.0,False,0.68,36.04
2009-05-02,87,68.0,,0.68,59.160000000000004
2009-05-03,94,68.0,,0.68,63.92
2009-05-04,65,68.0,,0.68,44.2
2009-05-05,61,68.0,,0.68,41.480000000000004
2009-05-06,55,68.0,,0.68,37.400000000000006
2009-05-07,49,68.0,,0.68,33.32
2009-05-08,53,68.0,,0.68,36.04
2009-05-09,70,68.0,,0.68,47.6
2009-05-10,79,68.0,,0.68,53.720000000000006
2009-05-11,64,68.0,,0.68,43.52
2009-05-12,52,68.0,,0.68,35.36
2009-05-13,66,68.0,,0.68,44.88
2009-05-14,66,68.0,,0.68,44.88
2009-05-15,58,68.0,,0.68,39.440000000000005
2009-05-16,79,68.0,,0.68,53.720000000000006
2009-05-17,100,68.0,,0.68,68.0
2009-05-18,75,68.0,,0.68,51.00000000000001
2009-05-19,78,68.0,,0.68,53.040000000000006
2009-05-20,59,68.0,,0.68,40.120000000000005
2009-05-21,62,68.0,,0.68,42.160000000000004
2009-05-22,53,68.0,,0.68,36.04
2009-05-23,71,68.0,,0.68,48.28
2009-05-24,80,68.0,,0.68,54.400000000000006
2009-05-25,76,68.0,,0.68,51.68000000000001
2009-05-26,74,68.0,,0.68,50.32
2009-05-27,65,68.0,,0.68,44.2
2009-05-28,52,68.0,,0.68,35.36
2009-05-29,52,68.0,,0.68,35.36
2009-05-30,67,68.0,,0.68,45.56
2009-05-31,78,68.0,,0.68,53.040000000000006
2009-06-01,66,62.0,False,0.62,40.92
2009-06-02,63,62.0,,0.62,39.06
2009-06-03,59,62.0,,0.62,36.58
2009-06-04,52,62.0,,0.62,32.24
2009-06-05,61,62.0,,0.62,37.82
2009-06-06,69,62.0,,0.62,42.78
2009-06-07,85,62.0,,0.62,52.7
2009-06-08,60,62.0,,0.62,37.2
2009-06-09,58,62.0,,0.62,35.96
2009-06-10,57,62.0,,0.62,35.339999999999996
2009-06-11,54,62.0,,0.62,33.48
2009-06-12,46,62.0,,0.62,28.52
2009-06-13,59,62.0,,0.62,36.58
2009-06-14,93,62.0,,0.62,57.66
2009-06-15,65,62.0,,0.62,40.3
2009-06-16,55,62.0,,0.62,34.1
2009-06-17,52,62.0,,0.62,32.24
2009-06-18,50,62.0,,0.62,31.0
2009-06-19,46,62.0,,0.62,28.52
2009-06-20,69,62.0,,0.62,42.78
2009-06-21,92,62.0,,0.62,57.04
2009-06-22,65,62.0,,0.62,40.3
2009-06-23,61,62.0,,0.62,37.82
2009-06-24,57,62.0,,0.62,35.339999999999996
2009-06-25,49,62.0,,0.62,30.38
2009-06-26,55,62.0,,0.62,34.1
2009-06-27,60,62.0,,0.62,37.2
2009-06-28,100,62.0,,0.62,62.0
2009-06-29,56,62.0,,0.62,34.72
2009-06-30,53,62.0,,0.62,32.86
2009-07-01,54,59.0,False,0.59,31.86
2009-07-02,57,59.0,,0.59,33.629999999999995
2009-07-03,59,59.0,,0.59,34.809999999999995
2009-07-04,79,59.0,,0.59,46.61
2009-07-05,98,59.0,,0.59,57.82
2009-07-06,68,59.0,,0.59,40.12
2009-07-07,80,59.0,,0.59,47.199999999999996
2009-07-08,59,59.0,,0.59,34.809999999999995
2009-07-09,53,59.0,,0.59,31.27
2009-07-10,51,59.0,,0.59,30.09
2009-07-11,90,59.0,,0.59,53.099999999999994
2009-07-12,100,59.0,,0.59,59.0
2009-07-13,72,59.0,,0.59,42.48
2009-07-14,69,59.0,,0.59,40.71
2009-07-15,52,59.0,,0.59,30.68
2009-07-16,57,59.0,,0.59,33.629999999999995
2009-07-17,49,59.0,,0.59,28.91
2009-07-18,74,59.0,,0.59,43.66
2009-07-19,89,59.0,,0.59,52.51
2009-07-20,71,59.0,,0.59,41.89
2009-07-21,61,59.0,,0.59,35.989999999999995
2009-07-22,64,59.0,,0.59,37.76
2009-07-23,55,59.0,,0.59,32.449999999999996
2009-07-24,55,59.0,,0.59,32.449999999999996
2009-07-25,65,59.0,,0.59,38.35
2009-07-26,86,59.0,,0.59,50.739999999999995
2009-07-27,67,59.0,,0.59,39.53
2009-07-28,63,59.0,,0.59,37.169999999999995
2009-07-29,63,59.0,,0.59,37.169999999999995
2009-07-30,55,59.0,,0.59,32.449999999999996
2009-07-31,50,59.0,,0.59,29.5
2009-08-01,59,68.0,False,0.68,40.120000000000005
2009-08-02,90,68.0,,0.68,61.2
2009-08-03,63,68.0,,0.68,42.84
2009-08-04,54,68.0,,0.68,36.720000000000006
2009-08-05,49,68.0,,0.68,33.32
2009-08-06,51,68.0,,0.68,34.68
2009-08-07,51,68.0,,0.68,34.68
2009-08-08,64,68.0,,0.68,43.52
2009-08-09,89,68.0,,0.68,60.52
2009-08-10,59,68.0,,0.68,40.120000000000005
2009-08-11,56,68.0,,0.68,38.080000000000005
2009-08-12,60,68.0,,0.68,40.800000000000004
2009-08-13,69,68.0,,0.68,46.92
2009-08-14,51,68.0,,0.68,34.68
2009-08-15,82,68.0,,0.68,55.760000000000005
2009-08-16,95,68.0,,0.68,64.60000000000001
2009-08-17,63,68.0,,0.68,42.84
2009-08-18,53,68.0,,0.68,36.04
2009-08-19,58,68.0,,0.68,39.440000000000005
2009-08-20,57,68.0,,0.68,38.760000000000005
2009-08-21,70,68.0,,0.68,47.6
2009-08-22,78,68.0,,0.68,53.040000000000006
2009-08-23,100,68.0,,0.68,68.0
2009-08-24,61,68.0,,0.68,41.480000000000004
2009-08-25,62,68.0,,0.68,42.160000000000004
2009-08-26,53,68.0,,0.68,36.04
2009-08-27,77,68.0,,0.68,52.36000000000001
2009-08-28,54,68.0,,0.68,36.720000000000006
2009-08-29,100,68.0,,0.68,68.0
2009-08-30,100,68.0,,0.68,68.0
2009-08-31,63,68.0,,0.68,42.84
2009-09-01,45,94.0,False,0.94,42.3
2009-09-02,54,94.0,,0.94,50.76
2009-09-03,46,94.0,,0.94,43.239999999999995
2009-09-04,37,94.0,,0.94,34.78
2009-09-05,66,94.0,,0.94,62.04
2009-09-06,67,94.0,,0.94,62.98
2009-09-07,69,94.0,,0.94,64.86
2009-09-08,52,94.0,,0.94,48.879999999999995
2009-09-09,61,94.0,,0.94,57.339999999999996
2009-09-10,56,94.0,,0.94,52.64
2009-09-11,52,94.0,,0.94,48.879999999999995
2009-09-12,90,94.0,,0.94,84.6
2009-09-13,98,94.0,,0.94,92.11999999999999
2009-09-14,72,94.0,,0.94,67.67999999999999
2009-09-15,65,94.0,,0.94,61.099999999999994
2009-09-16,54,94.0,,0.94,50.76
2009-09-17,60,94.0,,0.94,56.4
2009-09-18,58,94.0,,0.94,54.519999999999996
2009-09-19,80,94.0,,0.94,75.19999999999999
2009-09-20,97,94.0,,0.94,91.17999999999999
2009-09-21,74,94.0,,0.94,69.56
2009-09-22,67,94.0,,0.94,62.98
2009-09-23,72,94.0,,0.94,67.67999999999999
2009-09-24,72,94.0,,0.94,67.67999999999999
2009-09-25,67,94.0,,0.94,62.98
2009-09-26,75,94.0,,0.94,70.5
2009-09-27,100,94.0,,0.94,94.0
2009-09-28,65,94.0,,0.94,61.099999999999994
2009-09-29,64,94.0,,0.94,60.16
2009-09-30,51,94.0,,0.94,47.94
2009-10-01,63,79.0,False,0.79,49.77
2009-10-02,65,79.0,,0.79,51.35
2009-10-03,88,79.0,,0.79,69.52000000000001
2009-10-04,100,79.0,,0.79,79.0
2009-10-05,61,79.0,,0.79,48.190000000000005
2009-10-06,69,79.0,,0.79,54.510000000000005
2009-10-07,58,79.0,,0.79,45.82
2009-10-08,52,79.0,,0.79,41.08
2009-10-09,45,79.0,,0.79,35.550000000000004
2009-10-10,97,79.0,,0.79,76.63000000000001
2009-10-11,90,79.0,,0.79,71.10000000000001
2009-10-12,54,79.0,,0.79,42.660000000000004
2009-10-13,51,79.0,,0.79,40.29
2009-10-14,58,79.0,,0.79,45.82
2009-10-15,52,79.0,,0.79,41.08
2009-10-16,52,79.0,,0.79,41.08
2009-10-17,73,79.0,,0.79,57.67
2009-10-18,96,79.0,,0.79,75.84
2009-10-19,50,79.0,,0.79,39.5
2009-10-20,58,79.0,,0.79,45.82
2009-10-21,52,79.0,,0.79,41.08
2009-10-22,60,79.0,,0.79,47.400000000000006
2009-10-23,55,79.0,,0.79,43.45
2009-10-24,82,79.0,,0.79,64.78
2009-10-25,99,79.0,,0.79,78.21000000000001
2009-10-26,49,79.0,,0.79,38.71
2009-10-27,67,79.0,,0.79,52.93
2009-10-28,60,79.0,,0.79,47.400000000000006
2009-10-29,65,79.0,,0.79,51.35
2009-10-30,59,79.0,,0.79,46.61
2009-10-31,88,79.0,,0.79,69.52000000000001
2009-11-01,86,76.0,False,0.76,65.36
2009-11-02,54,76.0,,0.76,41.04
2009-11-03,53,76.0,,0.76,40.28
2009-11-04,62,76.0,,0.76,47.12
2009-11-05,49,76.0,,0.76,37.24
2009-11-06,49,76.0,,0.76,37.24
2009-11-07,71,76.0,,0.76,53.96
2009-11-08,88,76.0,,0.76,66.88
2009-11-09,48,76.0,,0.76,36.480000000000004
2009-11-10,52,76.0,,0.76,39.52
2009-11-11,64,76.0,,0.76,48.64
2009-11-12,53,76.0,,0.76,40.28
2009-11-13,61,76.0,,0.76,46.36
2009-11-14,83,76.0,,0.76,63.08
2009-11-15,81,76.0,,0.76,61.56
2009-11-16,48,76.0,,0.76,36.480000000000004
2009-11-17,51,76.0,,0.76,38.76
2009-11-18,50,76.0,,0.76,38.0
2009-11-19,45,76.0,,0.76,34.2
2009-11-20,48,76.0,,0.76,36.480000000000004
2009-11-21,64,76.0,,0.76,48.64
2009-11-22,86,76.0,,0.76,65.36
2009-11-23,53,76.0,,0.76,40.28
2009-11-24,49,76.0,,0.76,37.24
2009-11-25,57,76.0,,0.76,43.32
2009-11-26,84,76.0,,0.76,63.84
2009-11-27,75,76.0,,0.76,57.0
2009-11-28,70,76.0,,0.76,53.2
2009-11-29,100,76.0,,0.76,76.0
2009-11-30,55,76.0,,0.76,41.8
2009-12-01,51,78.0,False,0.78,39.78
2009-12-02,62,78.0,,0.78,48.36
2009-12-03,54,78.0,,0.78,42.120000000000005
2009-12-04,46,78.0,,0.78,35.88
2009-12-05,73,78.0,,0.78,56.940000000000005
2009-12-06,74,78.0,,0.78,57.72
2009-12-07,55,78.0,,0.78,42.9
2009-12-08,58,78.0,,0.78,45.24
2009-12-09,54,78.0,,0.78,42.120000000000005
2009-12-10,57,78.0,,0.78,44.46
2009-12-11,51,78.0,,0.78,39.78
2009-12-12,66,78.0,,0.78,51.480000000000004
2009-12-13,100,78.0,,0.78,78.0
2009-12-14,53,78.0,,0.78,41.34
2009-12-15,52,78.0,,0.78,40.56
2009-12-16,49,78.0,,0.78,38.22
2009-12-17,44,78.0,,0.78,34.32
2009-12-18,48,78.0,,0.78,37.44
2009-12-19,70,78.0,,0.78,54.6
2009-12-20,92,78.0,,0.78,71.76
2009-12-21,50,78.0,,0.78,39.0
2009-12-22,52,78.0,,0.78,40.56
2009-12-23,51,78.0,,0.78,39.78
2009-12-24,66,78.0,,0.78,51.480000000000004
2009-12-25,91,78.0,,0.78,70.98
2009-12-26,73,78.0,,0.78,56.940000000000005
2009-12-27,66,78.0,,0.78,51.480000000000004
2009-12-28,47,78.0,,0.78,36.660000000000004
2009-12-29,58,78.0,,0.78,45.24
2009-12-30,47,78.0,,0.78,36.660000000000004
2009-12-31,63,78.0,,0.78,49.14
2010-01-01,89,85.0,False,0.85,75.64999999999999
2010-01-02,81,85.0,,0.85,68.85
2010-01-03,92,85.0,,0.85,78.2
2010-01-04,64,85.0,,0.85,54.4
2010-01-05,54,85.0,,0.85,45.9
2010-01-06,59,85.0,,0.85,50.15
2010-01-07,63,85.0,,0.85,53.55
2010-01-08,57,85.0,,0.85,48.449999999999996
2010-01-09,73,85.0,,0.85,62.05
2010-01-10,78,85.0,,0.85,66.3
2010-01-11,61,85.0,,0.85,51.85
2010-01-12,64,85.0,,0.85,54.4
2010-01-13,56,85.0,,0.85,47.6
2010-01-14,56,85.0,,0.85,47.6
2010-01-15,57,85.0,,0.85,48.449999999999996
2010-01-16,75,85.0,,0.85,63.75
2010-01-17,79,85.0,,0.85,67.14999999999999
2010-01-18,84,85.0,,0.85,71.39999999999999
2010-01-19,64,85.0,,0.85,54.4
2010-01-20,63,85.0,,0.85,53.55
2010-01-21,62,85.0,,0.85,52.699999999999996
2010-01-22,54,85.0,,0.85,45.9
2010-01-23,72,85.0,,0.85,61.199999999999996
2010-01-24,100,85.0,,0.85,85.0
2010-01-25,58,85.0,,0.85,49.3
2010-01-26,55,85.0,,0.85,46.75
2010-01-27,58,85.0,,0.85,49.3
2010-01-28,53,85.0,,0.85,45.05
2010-01-29,51,85.0,,0.85,43.35
2010-01-30,80,85.0,,0.85,68.0
2010-01-31,97,85.0,,0.85,82.45
2010-02-01,79,77.0,False,0.77,60.83
2010-02-02,61,77.0,,0.77,46.97
2010-02-03,57,77.0,,0.77,43.89
2010-02-04,60,77.0,,0.77,46.2
2010-02-05,51,77.0,,0.77,39.27
2010-02-06,71,77.0,,0.77,54.67
2010-02-07,100,77.0,,0.77,77.0
2010-02-08,55,77.0,,0.77,42.35
2010-02-09,57,77.0,,0.77,43.89
2010-02-10,55,77.0,,0.77,42.35
2010-02-11,56,77.0,,0.77,43.120000000000005
2010-02-12,62,77.0,,0.77,47.74
2010-02-13,84,77.0,,0.77,64.68
2010-02-14,80,77.0,,0.77,61.6
2010-02-15,63,77.0,,0.77,48.51
2010-02-16,73,77.0,,0.77,56.21
2010-02-17,62,77.0,,0.77,47.74
2010-02-18,54,77.0,,0.77,41.58
2010-02-19,48,77.0,,0.77,36.96
2010-02-20,54,77.0,,0.77,41.58
2010-02-21,67,77.0,,0.77,51.59
2010-02-22,62,77.0,,0.77,47.74
2010-02-23,56,77.0,,0.77,43.120000000000005
2010-02-24,47,77.0,,0.77,36.19
2010-02-25,53,77.0,,0.77,40.81
2010-02-26,51,77.0,,0.77,39.27
2010-02-27,53,77.0,,0.77,40.81
2010-02-28,69,77.0,,0.77,53.13
2010-03-01,66,66.0,False,0.66,43.56
2010-03-02,62,66.0,,0.66,40.92
2010-03-03,65,66.0,,0.66,42.9
2010-03-04,59,66.0,,0.66,38.940000000000005
2010-03-05,50,66.0,,0.66,33.0
2010-03-06,74,66.0,,0.66,48.84
2010-03-07,100,66.0,,0.66,66.0
2010-03-08,62,66.0,,0.66,40.92
2010-03-09,51,66.0,,0.66,33.660000000000004
2010-03-10,55,66.0,,0.66,36.300000000000004
2010-03-11,62,66.0,,0.66,40.92
2010-03-12,53,66.0,,0.66,34.980000000000004
2010-03-13,69,66.0,,0.66,45.54
2010-03-14,77,66.0,,0.66,50.82
2010-03-15,61,66.0,,0.66,40.260000000000005
2010-03-16,64,66.0,,0.66,42.24
2010-03-17,51,66.0,,0.66,33.660000000000004
2010-03-18,69,66.0,,0.66,45.54
2010-03-19,59,66.0,,0.66,38.940000000000005
2010-03-20,65,66.0,,0.66,42.9
2010-03-21,86,66.0,,0.66,56.760000000000005
2010-03-22,70,66.0,,0.66,46.2
2010-03-23,66,66.0,,0.66,43.56
2010-03-24,64,66.0,,0.66,42.24
2010-03-25,64,66.0,,0.66,42.24
2010-03-26,59,66.0,,0.66,38.940000000000005
2010-03-27,74,66.0,,0.66,48.84
2010-03-28,84,66.0,,0.66,55.440000000000005
2010-03-29,62,66.0,,0.66,40.92
2010-03-30,60,66.0,,0.66,39.6
2010-03-31,66,66.0,,0.66,43.56
2010-04-01,69,71.0,False,0.71,48.989999999999995
2010-04-02,61,71.0,,0.71,43.309999999999995
2010-04-03,77,71.0,,0.71,54.669999999999995
2010-04-04,95,71.0,,0.71,67.45
2010-04-05,80,71.0,,0.71,56.8
2010-04-06,65,71.0,,0.71,46.15
2010-04-07,59,71.0,,0.71,41.89
2010-04-08,71,71.0,,0.71,50.41
2010-04-09,63,71.0,,0.71,44.73
2010-04-10,79,71.0,,0.71,56.089999999999996
2010-04-11,95,71.0,,0.71,67.45
2010-04-12,73,71.0,,0.71,51.83
2010-04-13,70,71.0,,0.71,49.699999999999996
2010-04-14,63,71.0,,0.71,44.73
2010-04-15,67,71.0,,0.71,47.57
2010-04-16,51,71.0,,0.71,36.21
2010-04-17,76,71.0,,0.71,53.959999999999994
2010-04-18,100,71.0,,0.71,71.0
2010-04-19,68,71.0,,0.71,48.28
2010-04-20,69,71.0,,0.71,48.989999999999995
2010-04-21,67,71.0,,0.71,47.57
2010-04-22,70,71.0,,0.71,49.699999999999996
2010-04-23,52,71.0,,0.71,36.92
2010-04-24,61,71.0,,0.71,43.309999999999995
2010-04-25,88,71.0,,0.71,62.48
2010-04-26,72,71.0,,0.71,51.12
2010-04-27,71,71.0,,0.71,50.41
2010-04-28,75,71.0,,0.71,53.25
2010-04-29,56,71.0,,0.71,39.76
2010-04-30,53,71.0,,0.71,37.629999999999995
2010-05-01,81,62.0,False,0.62,50.22
2010-05-02,94,62.0,,0.62,58.28
2010-05-03,64,62.0,,0.62,39.68
2010-05-04,60,62.0,,0.62,37.2
2010-05-05,53,62.0,,0.62,32.86
2010-05-06,49,62.0,,0.62,30.38
2010-05-07,57,62.0,,0.62,35.339999999999996
2010-05-08,72,62.0,,0.62,44.64
2010-05-09,85,62.0,,0.62,52.7
2010-05-10,68,62.0,,0.62,42.16
2010-05-11,60,62.0,,0.62,37.2
2010-05-12,61,62.0,,0.62,37.82
2010-05-13,61,62.0,,0.62,37.82
2010-05-14,47,62.0,,0.62,29.14
2010-05-15,80,62.0,,0.62,49.6
2010-05-16,96,62.0,,0.62,59.519999999999996
2010-05-17,67,62.0,,0.62,41.54
2010-05-18,66,62.0,,0.62,40.92
2010-05-19,64,62.0,,0.62,39.68
2010-05-20,55,62.0,,0.62,34.1
2010-05-21,58,62.0,,0.62,35.96
2010-05-22,76,62.0,,0.62,47.12
2010-05-23,100,62.0,,0.62,62.0
2010-05-24,82,62.0,,0.62,50.839999999999996
2010-05-25,59,62.0,,0.62,36.58
2010-05-26,58,62.0,,0.62,35.96
