date,privilege_unscaled,privilege_monthly,isPartial,scale,privilege
2016-06-25,56,73.0,,0.73,40.879999999999995
2016-06-26,37,73.0,,0.73,27.009999999999998
2016-06-27,73,73.0,,0.73,53.29
2016-06-28,66,73.0,,0.73,48.18
2016-06-29,76,73.0,,0.73,55.48
2016-06-30,75,73.0,,0.73,54.75
2016-07-01,36,86.0,False,0.86,30.96
2016-07-02,27,86.0,,0.86,23.22
2016-07-03,46,86.0,,0.86,39.56
2016-07-04,25,86.0,,0.86,21.5
2016-07-05,32,86.0,,0.86,27.52
2016-07-06,33,86.0,,0.86,28.38
2016-07-07,71,86.0,,0.86,61.06
2016-07-08,88,86.0,,0.86,75.67999999999999
2016-07-09,50,86.0,,0.86,43.0
2016-07-10,43,86.0,,0.86,36.98
2016-07-11,58,86.0,,0.86,49.88
2016-07-12,56,86.0,,0.86,48.16
2016-07-13,61,86.0,,0.86,52.46
2016-07-14,100,86.0,,0.86,86.0
2016-07-15,57,86.0,,0.86,49.019999999999996
2016-07-16,37,86.0,,0.86,31.82
2016-07-17,50,86.0,,0.86,43.0
2016-07-18,56,86.0,,0.86,48.16
2016-07-19,51,86.0,,0.86,43.86
2016-07-20,50,86.0,,0.86,43.0
2016-07-21,51,86.0,,0.86,43.86
2016-07-22,43,86.0,,0.86,36.98
2016-07-23,40,86.0,,0.86,34.4
2016-07-24,42,86.0,,0.86,36.12
2016-07-25,41,86.0,,0.86,35.26
2016-07-26,39,86.0,,0.86,33.54
2016-07-27,41,86.0,,0.86,35.26
2016-07-28,43,86.0,,0.86,36.98
2016-07-29,32,86.0,,0.86,27.52
2016-07-30,33,86.0,,0.86,28.38
2016-07-31,28,86.0,,0.86,24.08
2016-08-01,72,63.0,False,0.63,45.36
2016-08-02,82,63.0,,0.63,51.660000000000004
2016-08-03,80,63.0,,0.63,50.4
2016-08-04,63,63.0,,0.63,39.69
2016-08-05,75,63.0,,0.63,47.25
2016-08-06,47,63.0,,0.63,29.61
2016-08-07,39,63.0,,0.63,24.57
2016-08-08,61,63.0,,0.63,38.43
2016-08-09,67,63.0,,0.63,42.21
2016-08-10,62,63.0,,0.63,39.06
2016-08-11,49,63.0,,0.63,30.87
2016-08-12,51,63.0,,0.63,32.13
2016-08-13,42,63.0,,0.63,26.46
2016-08-14,42,63.0,,0.63,26.46
2016-08-15,72,63.0,,0.63,45.36
2016-08-16,72,63.0,,0.63,45.36
2016-08-17,56,63.0,,0.63,35.28
2016-08-18,74,63.0,,0.63,46.62
2016-08-19,75,63.0,,0.63,47.25
2016-08-20,40,63.0,,0.63,25.2
2016-08-21,56,63.0,,0.63,35.28
2016-08-22,62,63.0,,0.63,39.06
2016-08-23,79,63.0,,0.63,49.77
2016-08-24,70,63.0,,0.63,44.1
2016-08-25,83,63.0,,0.63,52.29
2016-08-26,61,63.0,,0.63,38.43
2016-08-27,62,63.0,,0.63,39.06
2016-08-28,60,63.0,,0.63,37.8
2016-08-29,65,63.0,,0.63,40.95
2016-08-30,75,63.0,,0.63,47.25
2016-08-31,100,63.0,,0.63,63.0
2016-09-01,61,71.0,False,0.71,43.309999999999995
2016-09-02,58,71.0,,0.71,41.18
2016-09-03,43,71.0,,0.71,30.529999999999998
2016-09-04,47,71.0,,0.71,33.37
2016-09-05,50,71.0,,0.71,35.5
2016-09-06,80,71.0,,0.71,56.8
2016-09-07,59,71.0,,0.71,41.89
2016-09-08,61,71.0,,0.71,43.309999999999995
2016-09-09,58,71.0,,0.71,41.18
2016-09-10,42,71.0,,0.71,29.82
2016-09-11,21,71.0,,0.71,14.91
2016-09-12,73,71.0,,0.71,51.83
2016-09-13,69,71.0,,0.71,48.989999999999995
2016-09-14,71,71.0,,0.71,50.41
2016-09-15,92,71.0,,0.71,65.32
2016-09-16,73,71.0,,0.71,51.83
2016-09-17,38,71.0,,0.71,26.979999999999997
2016-09-18,40,71.0,,0.71,28.4
2016-09-19,76,71.0,,0.71,53.959999999999994
2016-09-20,57,71.0,,0.71,40.47
2016-09-21,72,71.0,,0.71,51.12
2016-09-22,71,71.0,,0.71,50.41
2016-09-23,79,71.0,,0.71,56.089999999999996
2016-09-24,72,71.0,,0.71,51.12
2016-09-25,73,71.0,,0.71,51.83
2016-09-26,100,71.0,,0.71,71.0
2016-09-27,78,71.0,,0.71,55.379999999999995
2016-09-28,75,71.0,,0.71,53.25
2016-09-29,75,71.0,,0.71,53.25
2016-09-30,77,71.0,,0.71,54.669999999999995
2016-10-01,55,71.0,False,0.71,39.05
2016-10-02,47,71.0,,0.71,33.37
2016-10-03,71,71.0,,0.71,50.41
2016-10-04,46,71.0,,0.71,32.66
2016-10-05,59,71.0,,0.71,41.89
2016-10-06,66,71.0,,0.71,46.86
2016-10-07,57,71.0,,0.71,40.47
2016-10-08,44,71.0,,0.71,31.24
2016-10-09,44,71.0,,0.71,31.24
2016-10-10,68,71.0,,0.71,48.28
2016-10-11,81,71.0,,0.71,57.51
2016-10-12,74,71.0,,0.71,52.54
2016-10-13,91,71.0,,0.71,64.61
2016-10-14,78,71.0,,0.71,55.379999999999995
2016-10-15,59,71.0,,0.71,41.89
2016-10-16,44,71.0,,0.71,31.24
2016-10-17,71,71.0,,0.71,50.41
2016-10-18,80,71.0,,0.71,56.8
2016-10-19,64,71.0,,0.71,45.44
2016-10-20,69,71.0,,0.71,48.989999999999995
2016-10-21,64,71.0,,0.71,45.44
2016-10-22,42,71.0,,0.71,29.82
2016-10-23,28,71.0,,0.71,19.88
2016-10-24,67,71.0,,0.71,47.57
2016-10-25,100,71.0,,0.71,71.0
2016-10-26,51,71.0,,0.71,36.21
2016-10-27,72,71.0,,0.71,51.12
2016-10-28,67,71.0,,0.71,47.57
2016-10-29,41,71.0,,0.71,29.11
2016-10-30,40,71.0,,0.71,28.4
2016-10-31,90,71.0,,0.71,63.9
2016-11-01,74,82.0,False,0.82,60.68
2016-11-02,78,82.0,,0.82,63.959999999999994
2016-11-03,70,82.0,,0.82,57.4
2016-11-04,53,82.0,,0.82,43.46
2016-11-05,44,82.0,,0.82,36.08
2016-11-06,54,82.0,,0.82,44.279999999999994
2016-11-07,76,82.0,,0.82,62.31999999999999
2016-11-08,75,82.0,,0.82,61.49999999999999
2016-11-09,75,82.0,,0.82,61.49999999999999
2016-11-10,100,82.0,,0.82,82.0
2016-11-11,96,82.0,,0.82,78.72
2016-11-12,63,82.0,,0.82,51.66
2016-11-13,46,82.0,,0.82,37.72
2016-11-14,86,82.0,,0.82,70.52
2016-11-15,72,82.0,,0.82,59.04
2016-11-16,91,82.0,,0.82,74.61999999999999
2016-11-17,86,82.0,,0.82,70.52
2016-11-18,62,82.0,,0.82,50.839999999999996
2016-11-19,50,82.0,,0.82,41.0
2016-11-20,47,82.0,,0.82,38.54
2016-11-21,56,82.0,,0.82,45.919999999999995
2016-11-22,56,82.0,,0.82,45.919999999999995
2016-11-23,53,82.0,,0.82,43.46
2016-11-24,47,82.0,,0.82,38.54
2016-11-25,37,82.0,,0.82,30.34
2016-11-26,36,82.0,,0.82,29.52
2016-11-27,40,82.0,,0.82,32.8
2016-11-28,60,82.0,,0.82,49.199999999999996
2016-11-29,58,82.0,,0.82,47.559999999999995
2016-11-30,57,82.0,,0.82,46.739999999999995
2016-12-01,100,63.0,False,0.63,63.0
2016-12-02,87,63.0,,0.63,54.81
2016-12-03,61,63.0,,0.63,38.43
2016-12-04,59,63.0,,0.63,37.17
2016-12-05,86,63.0,,0.63,54.18
2016-12-06,92,63.0,,0.63,57.96
2016-12-07,89,63.0,,0.63,56.07
2016-12-08,83,63.0,,0.63,52.29
2016-12-09,70,63.0,,0.63,44.1
2016-12-10,50,63.0,,0.63,31.5
2016-12-11,45,63.0,,0.63,28.35
2016-12-12,83,63.0,,0.63,52.29
2016-12-13,80,63.0,,0.63,50.4
2016-12-14,88,63.0,,0.63,55.44
2016-12-15,76,63.0,,0.63,47.88
2016-12-16,60,63.0,,0.63,37.8
2016-12-17,57,63.0,,0.63,35.910000000000004
2016-12-18,59,63.0,,0.63,37.17
2016-12-19,61,63.0,,0.63,38.43
2016-12-20,63,63.0,,0.63,39.69
2016-12-21,86,63.0,,0.63,54.18
2016-12-22,95,63.0,,0.63,59.85
2016-12-23,66,63.0,,0.63,41.58
2016-12-24,54,63.0,,0.63,34.02
2016-12-25,43,63.0,,0.63,27.09
2016-12-26,42,63.0,,0.63,26.46
2016-12-27,37,63.0,,0.63,23.31
2016-12-28,44,63.0,,0.63,27.72
2016-12-29,55,63.0,,0.63,34.65
2016-12-30,55,63.0,,0.63,34.65
2016-12-31,44,63.0,,0.63,27.72
2017-01-01,30,78.0,False,0.78,23.400000000000002
2017-01-02,35,78.0,,0.78,27.3
2017-01-03,54,78.0,,0.78,42.120000000000005
2017-01-04,45,78.0,,0.78,35.1
2017-01-05,78,78.0,,0.78,60.84
2017-01-06,56,78.0,,0.78,43.68
2017-01-07,43,78.0,,0.78,33.54
2017-01-08,45,78.0,,0.78,35.1
2017-01-09,62,78.0,,0.78,48.36
2017-01-10,62,78.0,,0.78,48.36
2017-01-11,74,78.0,,0.78,57.72
2017-01-12,58,78.0,,0.78,45.24
2017-01-13,69,78.0,,0.78,53.82
2017-01-14,42,78.0,,0.78,32.76
2017-01-15,41,78.0,,0.78,31.98
2017-01-16,63,78.0,,0.78,49.14
2017-01-17,82,78.0,,0.78,63.96
2017-01-18,76,78.0,,0.78,59.28
2017-01-19,74,78.0,,0.78,57.72
2017-01-20,60,78.0,,0.78,46.800000000000004
2017-01-21,49,78.0,,0.78,38.22
2017-01-22,75,78.0,,0.78,58.5
2017-01-23,91,78.0,,0.78,70.98
2017-01-24,97,78.0,,0.78,75.66
2017-01-25,100,78.0,,0.78,78.0
2017-01-26,91,78.0,,0.78,70.98
2017-01-27,87,78.0,,0.78,67.86
2017-01-28,47,78.0,,0.78,36.660000000000004
2017-01-29,75,78.0,,0.78,58.5
2017-01-30,86,78.0,,0.78,67.08
2017-01-31,97,78.0,,0.78,75.66
2017-02-01,92,80.0,False,0.8,73.60000000000001
2017-02-02,76,80.0,,0.8,60.800000000000004
2017-02-03,91,80.0,,0.8,72.8
2017-02-04,55,80.0,,0.8,44.0
2017-02-05,56,80.0,,0.8,44.800000000000004
2017-02-06,76,80.0,,0.8,60.800000000000004
2017-02-07,88,80.0,,0.8,70.4
2017-02-08,82,80.0,,0.8,65.60000000000001
2017-02-09,67,80.0,,0.8,53.6
2017-02-10,89,80.0,,0.8,71.2
2017-02-11,58,80.0,,0.8,46.400000000000006
2017-02-12,56,80.0,,0.8,44.800000000000004
2017-02-13,86,80.0,,0.8,68.8
2017-02-14,82,80.0,,0.8,65.60000000000001
2017-02-15,84,80.0,,0.8,67.2
2017-02-16,83,80.0,,0.8,66.4
2017-02-17,47,80.0,,0.8,37.6
2017-02-18,56,80.0,,0.8,44.800000000000004
2017-02-19,58,80.0,,0.8,46.400000000000006
2017-02-20,56,80.0,,0.8,44.800000000000004
2017-02-21,87,80.0,,0.8,69.60000000000001
2017-02-22,76,80.0,,0.8,60.800000000000004
2017-02-23,85,80.0,,0.8,68.0
2017-02-24,66,80.0,,0.8,52.800000000000004
2017-02-25,56,80.0,,0.8,44.800000000000004
2017-02-26,65,80.0,,0.8,52.0
2017-02-27,76,80.0,,0.8,60.800000000000004
2017-02-28,100,80.0,,0.8,80.0
2017-03-01,83,77.0,False,0.77,63.910000000000004
2017-03-02,69,77.0,,0.77,53.13
2017-03-03,80,77.0,,0.77,61.6
2017-03-04,56,77.0,,0.77,43.120000000000005
2017-03-05,60,77.0,,0.77,46.2
2017-03-06,86,77.0,,0.77,66.22
2017-03-07,76,77.0,,0.77,58.52
2017-03-08,100,77.0,,0.77,77.0
2017-03-09,84,77.0,,0.77,64.68
2017-03-10,80,77.0,,0.77,61.6
2017-03-11,52,77.0,,0.77,40.04
2017-03-12,51,77.0,,0.77,39.27
2017-03-13,61,77.0,,0.77,46.97
2017-03-14,86,77.0,,0.77,66.22
2017-03-15,78,77.0,,0.77,60.06
2017-03-16,88,77.0,,0.77,67.76
2017-03-17,66,77.0,,0.77,50.82
2017-03-18,57,77.0,,0.77,43.89
2017-03-19,56,77.0,,0.77,43.120000000000005
2017-03-20,88,77.0,,0.77,67.76
2017-03-21,69,77.0,,0.77,53.13
2017-03-22,97,77.0,,0.77,74.69
2017-03-23,85,77.0,,0.77,65.45
2017-03-24,77,77.0,,0.77,59.29
2017-03-25,56,77.0,,0.77,43.120000000000005
2017-03-26,51,77.0,,0.77,39.27
2017-03-27,87,77.0,,0.77,66.99
2017-03-28,81,77.0,,0.77,62.370000000000005
2017-03-29,90,77.0,,0.77,69.3
2017-03-30,63,77.0,,0.77,48.51
2017-03-31,59,77.0,,0.77,45.43
2017-04-01,37,78.0,False,0.78,28.86
2017-04-02,42,78.0,,0.78,32.76
2017-04-03,82,78.0,,0.78,63.96
2017-04-04,83,78.0,,0.78,64.74000000000001
2017-04-05,84,78.0,,0.78,65.52
2017-04-06,80,78.0,,0.78,62.400000000000006
2017-04-07,61,78.0,,0.78,47.58
2017-04-08,49,78.0,,0.78,38.22
2017-04-09,47,78.0,,0.78,36.660000000000004
2017-04-10,69,78.0,,0.78,53.82
2017-04-11,64,78.0,,0.78,49.92
2017-04-12,84,78.0,,0.78,65.52
2017-04-13,68,78.0,,0.78,53.04
2017-04-14,55,78.0,,0.78,42.9
2017-04-15,54,78.0,,0.78,42.120000000000005
2017-04-16,57,78.0,,0.78,44.46
2017-04-17,70,78.0,,0.78,54.6
2017-04-18,85,78.0,,0.78,66.3
2017-04-19,90,78.0,,0.78,70.2
2017-04-20,86,78.0,,0.78,67.08
2017-04-21,79,78.0,,0.78,61.620000000000005
2017-04-22,36,78.0,,0.78,28.080000000000002
2017-04-23,62,78.0,,0.78,48.36
2017-04-24,75,78.0,,0.78,58.5
2017-04-25,84,78.0,,0.78,65.52
2017-04-26,100,78.0,,0.78,78.0
2017-04-27,72,78.0,,0.78,56.160000000000004
2017-04-28,68,78.0,,0.78,53.04
2017-04-29,59,78.0,,0.78,46.02
2017-04-30,71,78.0,,0.78,55.38
2017-05-01,80,78.0,False,0.78,62.400000000000006
2017-05-02,81,78.0,,0.78,63.18
2017-05-03,84,78.0,,0.78,65.52
2017-05-04,74,78.0,,0.78,57.72
2017-05-05,73,78.0,,0.78,56.940000000000005
2017-05-06,67,78.0,,0.78,52.260000000000005
2017-05-07,63,78.0,,0.78,49.14
2017-05-08,79,78.0,,0.78,61.620000000000005
2017-05-09,92,78.0,,0.78,71.76
2017-05-10,87,78.0,,0.78,67.86
2017-05-11,86,78.0,,0.78,67.08
2017-05-12,71,78.0,,0.78,55.38
2017-05-13,41,78.0,,0.78,31.98
2017-05-14,57,78.0,,0.78,44.46
2017-05-15,93,78.0,,0.78,72.54
2017-05-16,100,78.0,,0.78,78.0
2017-05-17,72,78.0,,0.78,56.160000000000004
2017-05-18,62,78.0,,0.78,48.36
2017-05-19,71,78.0,,0.78,55.38
2017-05-20,55,78.0,,0.78,42.9
2017-05-21,47,78.0,,0.78,36.660000000000004
2017-05-22,64,78.0,,0.78,49.92
2017-05-23,80,78.0,,0.78,62.400000000000006
2017-05-24,72,78.0,,0.78,56.160000000000004
2017-05-25,63,78.0,,0.78,49.14
2017-05-26,64,78.0,,0.78,49.92
2017-05-27,51,78.0,,0.78,39.78
2017-05-28,39,78.0,,0.78,30.42
2017-05-29,42,78.0,,0.78,32.76
2017-05-30,72,78.0,,0.78,56.160000000000004
2017-05-31,80,78.0,,0.78,62.400000000000006
2017-06-01,77,79.0,False,0.79,60.830000000000005
2017-06-02,96,79.0,,0.79,75.84
2017-06-03,82,79.0,,0.79,64.78
2017-06-04,44,79.0,,0.79,34.760000000000005
2017-06-05,85,79.0,,0.79,67.15
2017-06-06,87,79.0,,0.79,68.73
2017-06-07,69,79.0,,0.79,54.510000000000005
2017-06-08,65,79.0,,0.79,51.35
2017-06-09,48,79.0,,0.79,37.92
2017-06-10,45,79.0,,0.79,35.550000000000004
2017-06-11,47,79.0,,0.79,37.13
2017-06-12,65,79.0,,0.79,51.35
2017-06-13,100,79.0,,0.79,79.0
2017-06-14,82,79.0,,0.79,64.78
2017-06-15,67,79.0,,0.79,52.93
2017-06-16,60,79.0,,0.79,47.400000000000006
2017-06-17,47,79.0,,0.79,37.13
2017-06-18,39,79.0,,0.79,30.810000000000002
2017-06-19,44,79.0,,0.79,34.760000000000005
2017-06-20,55,79.0,,0.79,43.45
2017-06-21,79,79.0,,0.79,62.410000000000004
2017-06-22,54,79.0,,0.79,42.660000000000004
2017-06-23,65,79.0,,0.79,51.35
2017-06-24,49,79.0,,0.79,38.71
2017-06-25,48,79.0,,0.79,37.92
2017-06-26,48,79.0,,0.79,37.92
2017-06-27,57,79.0,,0.79,45.03
2017-06-28,63,79.0,,0.79,49.77
2017-06-29,50,79.0,,0.79,39.5
2017-06-30,59,79.0,,0.79,46.61
2017-07-01,66,57.0,False,0.57,37.62
2017-07-02,50,57.0,,0.57,28.499999999999996
2017-07-03,68,57.0,,0.57,38.76
2017-07-04,60,57.0,,0.57,34.199999999999996
2017-07-05,72,57.0,,0.57,41.04
2017-07-06,84,57.0,,0.57,47.879999999999995
2017-07-07,71,57.0,,0.57,40.47
2017-07-08,61,57.0,,0.57,34.769999999999996
2017-07-09,64,57.0,,0.57,36.48
2017-07-10,76,57.0,,0.57,43.31999999999999
2017-07-11,91,57.0,,0.57,51.87
2017-07-12,79,57.0,,0.57,45.029999999999994
2017-07-13,66,57.0,,0.57,37.62
2017-07-14,89,57.0,,0.57,50.73
2017-07-15,62,57.0,,0.57,35.339999999999996
2017-07-16,53,57.0,,0.57,30.209999999999997
2017-07-17,73,57.0,,0.57,41.61
2017-07-18,90,57.0,,0.57,51.3
2017-07-19,78,57.0,,0.57,44.459999999999994
2017-07-20,100,57.0,,0.57,56.99999999999999
2017-07-21,64,57.0,,0.57,36.48
2017-07-22,64,57.0,,0.57,36.48
2017-07-23,65,57.0,,0.57,37.05
2017-07-24,65,57.0,,0.57,37.05
2017-07-25,91,57.0,,0.57,51.87
2017-07-26,75,57.0,,0.57,42.74999999999999
2017-07-27,94,57.0,,0.57,53.58
2017-07-28,88,57.0,,0.57,50.16
2017-07-29,55,57.0,,0.57,31.349999999999998
2017-07-30,49,57.0,,0.57,27.929999999999996
2017-07-31,78,57.0,,0.57,44.459999999999994
2017-08-01,81,65.0,False,0.65,52.65
2017-08-02,82,65.0,,0.65,53.300000000000004
2017-08-03,56,65.0,,0.65,36.4
2017-08-04,77,65.0,,0.65,50.050000000000004
2017-08-05,47,65.0,,0.65,30.55
2017-08-06,45,65.0,,0.65,29.25
2017-08-07,52,65.0,,0.65,33.800000000000004
2017-08-08,69,65.0,,0.65,44.85
2017-08-09,63,65.0,,0.65,40.95
2017-08-10,52,65.0,,0.65,33.800000000000004
2017-08-11,40,65.0,,0.65,26.0
2017-08-12,64,65.0,,0.65,41.6
2017-08-13,79,65.0,,0.65,51.35
2017-08-14,93,65.0,,0.65,60.45
2017-08-15,100,65.0,,0.65,65.0
2017-08-16,96,65.0,,0.65,62.400000000000006
2017-08-17,92,65.0,,0.65,59.800000000000004
2017-08-18,82,65.0,,0.65,53.300000000000004
2017-08-19,77,65.0,,0.65,50.050000000000004
2017-08-20,55,65.0,,0.65,35.75
2017-08-21,52,65.0,,0.65,33.800000000000004
2017-08-22,95,65.0,,0.65,61.75
2017-08-23,98,65.0,,0.65,63.7
2017-08-24,84,65.0,,0.65,54.6
2017-08-25,53,65.0,,0.65,34.45
2017-08-26,28,65.0,,0.65,18.2
2017-08-27,59,65.0,,0.65,38.35
2017-08-28,84,65.0,,0.65,54.6
2017-08-29,94,65.0,,0.65,61.1
2017-08-30,95,65.0,,0.65,61.75
2017-08-31,72,65.0,,0.65,46.800000000000004
2017-09-01,49,73.0,False,0.73,35.769999999999996
2017-09-02,29,73.0,,0.73,21.169999999999998
2017-09-03,33,73.0,,0.73,24.09
2017-09-04,32,73.0,,0.73,23.36
2017-09-05,47,73.0,,0.73,34.31
2017-09-06,57,73.0,,0.73,41.61
2017-09-07,62,73.0,,0.73,45.26
2017-09-08,52,73.0,,0.73,37.96
2017-09-09,36,73.0,,0.73,26.28
2017-09-10,32,73.0,,0.73,23.36
2017-09-11,48,73.0,,0.73,35.04
2017-09-12,60,73.0,,0.73,43.8
2017-09-13,71,73.0,,0.73,51.83
2017-09-14,66,73.0,,0.73,48.18
2017-09-15,50,73.0,,0.73,36.5
2017-09-16,41,73.0,,0.73,29.93
2017-09-17,50,73.0,,0.73,36.5
2017-09-18,57,73.0,,0.73,41.61
2017-09-19,64,73.0,,0.73,46.72
2017-09-20,63,73.0,,0.73,45.99
2017-09-21,78,73.0,,0.73,56.94
2017-09-22,53,73.0,,0.73,38.69
2017-09-23,33,73.0,,0.73,24.09
2017-09-24,49,73.0,,0.73,35.769999999999996
2017-09-25,81,73.0,,0.73,59.129999999999995
2017-09-26,100,73.0,,0.73,73.0
2017-09-27,83,73.0,,0.73,60.589999999999996
2017-09-28,77,73.0,,0.73,56.21
2017-09-29,71,73.0,,0.73,51.83
2017-09-30,53,73.0,,0.73,38.69
2017-10-01,51,87.0,False,0.87,44.37
2017-10-02,65,87.0,,0.87,56.55
2017-10-03,82,87.0,,0.87,71.34
2017-10-04,74,87.0,,0.87,64.38
2017-10-05,55,87.0,,0.87,47.85
2017-10-06,53,87.0,,0.87,46.11
2017-10-07,29,87.0,,0.87,25.23
2017-10-08,56,87.0,,0.87,48.72
2017-10-09,43,87.0,,0.87,37.41
2017-10-10,65,87.0,,0.87,56.55
2017-10-11,64,87.0,,0.87,55.68
2017-10-12,73,87.0,,0.87,63.51
2017-10-13,59,87.0,,0.87,51.33
2017-10-14,73,87.0,,0.87,63.51
2017-10-15,53,87.0,,0.87,46.11
2017-10-16,84,87.0,,0.87,73.08
2017-10-17,81,87.0,,0.87,70.47
2017-10-18,91,87.0,,0.87,79.17
2017-10-19,79,87.0,,0.87,68.73
2017-10-20,51,87.0,,0.87,44.37
2017-10-21,44,87.0,,0.87,38.28
2017-10-22,58,87.0,,0.87,50.46
2017-10-23,71,87.0,,0.87,61.77
2017-10-24,88,87.0,,0.87,76.56
2017-10-25,100,87.0,,0.87,87.0
2017-10-26,91,87.0,,0.87,79.17
2017-10-27,72,87.0,,0.87,62.64
2017-10-28,31,87.0,,0.87,26.97
2017-10-29,47,87.0,,0.87,40.89
2017-10-30,75,87.0,,0.87,65.25
2017-10-31,74,87.0,,0.87,64.38
2017-11-01,100,72.0,False,0.72,72.0
2017-11-02,85,72.0,,0.72,61.199999999999996
2017-11-03,76,72.0,,0.72,54.72
2017-11-04,49,72.0,,0.72,35.28
2017-11-05,57,72.0,,0.72,41.04
2017-11-06,81,72.0,,0.72,58.32
2017-11-07,92,72.0,,0.72,66.24
2017-11-08,93,72.0,,0.72,66.96
2017-11-09,77,72.0,,0.72,55.44
2017-11-10,72,72.0,,0.72,51.839999999999996
2017-11-11,64,72.0,,0.72,46.08
2017-11-12,44,72.0,,0.72,31.68
2017-11-13,64,72.0,,0.72,46.08
2017-11-14,78,72.0,,0.72,56.16
2017-11-15,75,72.0,,0.72,54.0
2017-11-16,83,72.0,,0.72,59.76
2017-11-17,73,72.0,,0.72,52.559999999999995
2017-11-18,53,72.0,,0.72,38.16
2017-11-19,62,72.0,,0.72,44.64
2017-11-20,59,72.0,,0.72,42.48
2017-11-21,63,72.0,,0.72,45.36
2017-11-22,52,72.0,,0.72,37.44
2017-11-23,29,72.0,,0.72,20.88
2017-11-24,29,72.0,,0.72,20.88
2017-11-25,31,72.0,,0.72,22.32
2017-11-26,42,72.0,,0.72,30.24
2017-11-27,51,72.0,,0.72,36.72
2017-11-28,77,72.0,,0.72,55.44
2017-11-29,71,72.0,,0.72,51.12
2017-11-30,91,72.0,,0.72,65.52
2017-12-01,68,66.0,False,0.66,44.88
2017-12-02,36,66.0,,0.66,23.76
2017-12-03,45,66.0,,0.66,29.700000000000003
2017-12-04,57,66.0,,0.66,37.620000000000005
2017-12-05,74,66.0,,0.66,48.84
2017-12-06,74,66.0,,0.66,48.84
2017-12-07,100,66.0,,0.66,66.0
2017-12-08,75,66.0,,0.66,49.5
2017-12-09,40,66.0,,0.66,26.400000000000002
2017-12-10,44,66.0,,0.66,29.040000000000003
2017-12-11,78,66.0,,0.66,51.480000000000004
2017-12-12,84,66.0,,0.66,55.440000000000005
2017-12-13,57,66.0,,0.66,37.620000000000005
2017-12-14,62,66.0,,0.66,40.92
2017-12-15,52,66.0,,0.66,34.32
2017-12-16,31,66.0,,0.66,20.46
2017-12-17,35,66.0,,0.66,23.1
2017-12-18,56,66.0,,0.66,36.96
2017-12-19,65,66.0,,0.66,42.9
2017-12-20,59,66.0,,0.66,38.940000000000005
2017-12-21,58,66.0,,0.66,38.28
2017-12-22,48,66.0,,0.66,31.68
2017-12-23,33,66.0,,0.66,21.78
2017-12-24,25,66.0,,0.66,16.5
2017-12-25,26,66.0,,0.66,17.16
2017-12-26,30,66.0,,0.66,19.8
2017-12-27,27,66.0,,0.66,17.82
2017-12-28,50,66.0,,0.66,33.0
2017-12-29,42,66.0,,0.66,27.720000000000002
2017-12-30,37,66.0,,0.66,24.42
2017-12-31,36,66.0,,0.66,23.76
2018-01-01,46,65.0,False,0.65,29.900000000000002
2018-01-02,51,65.0,,0.65,33.15
2018-01-03,46,65.0,,0.65,29.900000000000002
2018-01-04,58,65.0,,0.65,37.7
2018-01-05,59,65.0,,0.65,38.35
2018-01-06,64,65.0,,0.65,41.6
2018-01-07,39,65.0,,0.65,25.35
2018-01-08,51,65.0,,0.65,33.15
2018-01-09,81,65.0,,0.65,52.65
2018-01-10,88,65.0,,0.65,57.2
2018-01-11,84,65.0,,0.65,54.6
2018-01-12,69,65.0,,0.65,44.85
2018-01-13,40,65.0,,0.65,26.0
2018-01-14,65,65.0,,0.65,42.25
2018-01-15,44,65.0,,0.65,28.6
2018-01-16,65,65.0,,0.65,42.25
2018-01-17,100,65.0,,0.65,65.0
2018-01-18,85,65.0,,0.65,55.25
2018-01-19,69,65.0,,0.65,44.85
2018-01-20,53,65.0,,0.65,34.45
2018-01-21,44,65.0,,0.65,28.6
2018-01-22,62,65.0,,0.65,40.300000000000004
2018-01-23,90,65.0,,0.65,58.5
2018-01-24,82,65.0,,0.65,53.300000000000004
2018-01-25,87,65.0,,0.65,56.550000000000004
2018-01-26,76,65.0,,0.65,49.4
2018-01-27,63,65.0,,0.65,40.95
2018-01-28,67,65.0,,0.65,43.550000000000004
2018-01-29,82,65.0,,0.65,53.300000000000004
2018-01-30,93,65.0,,0.65,60.45
2018-01-31,89,65.0,,0.65,57.85
2018-02-01,82,74.0,False,0.74,60.68
2018-02-02,68,74.0,,0.74,50.32
2018-02-03,52,74.0,,0.74,38.48
2018-02-04,57,74.0,,0.74,42.18
2018-02-05,80,74.0,,0.74,59.2
2018-02-06,84,74.0,,0.74,62.16
2018-02-07,91,74.0,,0.74,67.34
2018-02-08,88,74.0,,0.74,65.12
2018-02-09,77,74.0,,0.74,56.98
2018-02-10,53,74.0,,0.74,39.22
2018-02-11,42,74.0,,0.74,31.08
2018-02-12,89,74.0,,0.74,65.86
2018-02-13,72,74.0,,0.74,53.28
2018-02-14,69,74.0,,0.74,51.06
2018-02-15,100,74.0,,0.74,74.0
2018-02-16,94,74.0,,0.74,69.56
2018-02-17,44,74.0,,0.74,32.56
2018-02-18,53,74.0,,0.74,39.22
2018-02-19,86,74.0,,0.74,63.64
2018-02-20,71,74.0,,0.74,52.54
2018-02-21,90,74.0,,0.74,66.6
2018-02-22,93,74.0,,0.74,68.82
2018-02-23,86,74.0,,0.74,63.64
2018-02-24,55,74.0,,0.74,40.7
