date,privilege_unscaled,privilege_monthly,isPartial,scale,privilege
2005-01-01,0,40.0,False,0.4,0.0
2005-01-02,0,40.0,,0.4,0.0
2005-01-03,84,40.0,,0.4,33.6
2005-01-04,40,40.0,,0.4,16.0
2005-01-05,39,40.0,,0.4,15.600000000000001
2005-01-06,40,40.0,,0.4,16.0
2005-01-07,0,40.0,,0.4,0.0
2005-01-08,64,40.0,,0.4,25.6
2005-01-09,32,40.0,,0.4,12.8
2005-01-10,58,40.0,,0.4,23.200000000000003
2005-01-11,38,40.0,,0.4,15.200000000000001
2005-01-12,58,40.0,,0.4,23.200000000000003
2005-01-13,97,40.0,,0.4,38.800000000000004
2005-01-14,0,40.0,,0.4,0.0
2005-01-15,65,40.0,,0.4,26.0
2005-01-16,100,40.0,,0.4,40.0
2005-01-17,89,40.0,,0.4,35.6
2005-01-18,38,40.0,,0.4,15.200000000000001
2005-01-19,59,40.0,,0.4,23.6
2005-01-20,39,40.0,,0.4,15.600000000000001
2005-01-21,20,40.0,,0.4,8.0
2005-01-22,0,40.0,,0.4,0.0
2005-01-23,30,40.0,,0.4,12.0
2005-01-24,76,40.0,,0.4,30.400000000000002
2005-01-25,18,40.0,,0.4,7.2
2005-01-26,56,40.0,,0.4,22.400000000000002
2005-01-27,19,40.0,,0.4,7.6000000000000005
2005-01-28,79,40.0,,0.4,31.6
2005-01-29,62,40.0,,0.4,24.8
2005-01-30,0,40.0,,0.4,0.0
2005-01-31,92,40.0,,0.4,36.800000000000004
2005-02-01,19,38.0,False,0.38,7.22
2005-02-02,59,38.0,,0.38,22.42
2005-02-03,79,38.0,,0.38,30.02
2005-02-04,63,38.0,,0.38,23.94
2005-02-05,100,38.0,,0.38,38.0
2005-02-06,0,38.0,,0.38,0.0
2005-02-07,20,38.0,,0.38,7.6
2005-02-08,38,38.0,,0.38,14.44
2005-02-09,38,38.0,,0.38,14.44
2005-02-10,39,38.0,,0.38,14.82
2005-02-11,82,38.0,,0.38,31.16
2005-02-12,32,38.0,,0.38,12.16
2005-02-13,0,38.0,,0.38,0.0
2005-02-14,19,38.0,,0.38,7.22
2005-02-15,39,38.0,,0.38,14.82
2005-02-16,77,38.0,,0.38,29.26
2005-02-17,59,38.0,,0.38,22.42
2005-02-18,21,38.0,,0.38,7.98
2005-02-19,0,38.0,,0.38,0.0
2005-02-20,66,38.0,,0.38,25.080000000000002
2005-02-21,22,38.0,,0.38,8.36
2005-02-22,56,38.0,,0.38,21.28
2005-02-23,0,38.0,,0.38,0.0
2005-02-24,19,38.0,,0.38,7.22
2005-02-25,82,38.0,,0.38,31.16
2005-02-26,0,38.0,,0.38,0.0
2005-02-27,46,38.0,,0.38,17.48
2005-02-28,94,38.0,,0.38,35.72
2005-03-01,65,38.0,False,0.38,24.7
2005-03-02,67,38.0,,0.38,25.46
2005-03-03,71,38.0,,0.38,26.98
2005-03-04,73,38.0,,0.38,27.740000000000002
2005-03-05,56,38.0,,0.38,21.28
2005-03-06,28,38.0,,0.38,10.64
2005-03-07,100,38.0,,0.38,38.0
2005-03-08,16,38.0,,0.38,6.08
2005-03-09,17,38.0,,0.38,6.46
2005-03-10,84,38.0,,0.38,31.92
2005-03-11,35,38.0,,0.38,13.3
2005-03-12,55,38.0,,0.38,20.9
2005-03-13,0,38.0,,0.38,0.0
2005-03-14,17,38.0,,0.38,6.46
2005-03-15,98,38.0,,0.38,37.24
2005-03-16,50,38.0,,0.38,19.0
2005-03-17,17,38.0,,0.38,6.46
2005-03-18,0,38.0,,0.38,0.0
2005-03-19,0,38.0,,0.38,0.0
2005-03-20,56,38.0,,0.38,21.28
2005-03-21,50,38.0,,0.38,19.0
2005-03-22,65,38.0,,0.38,24.7
2005-03-23,82,38.0,,0.38,31.16
2005-03-24,53,38.0,,0.38,20.14
2005-03-25,21,38.0,,0.38,7.98
2005-03-26,0,38.0,,0.38,0.0
2005-03-27,57,38.0,,0.38,21.66
2005-03-28,69,38.0,,0.38,26.22
2005-03-29,17,38.0,,0.38,6.46
2005-03-30,17,38.0,,0.38,6.46
2005-03-31,87,38.0,,0.38,33.06
2005-04-01,31,52.0,False,0.52,16.12
2005-04-02,24,52.0,,0.52,12.48
2005-04-03,0,52.0,,0.52,0.0
2005-04-04,0,52.0,,0.52,0.0
2005-04-05,0,52.0,,0.52,0.0
2005-04-06,38,52.0,,0.52,19.76
2005-04-07,29,52.0,,0.52,15.08
2005-04-08,78,52.0,,0.52,40.56
2005-04-09,51,52.0,,0.52,26.52
2005-04-10,100,52.0,,0.52,52.0
2005-04-11,42,52.0,,0.52,21.84
2005-04-12,54,52.0,,0.52,28.080000000000002
2005-04-13,96,52.0,,0.52,49.92
2005-04-14,86,52.0,,0.52,44.72
2005-04-15,61,52.0,,0.52,31.720000000000002
2005-04-16,0,52.0,,0.52,0.0
2005-04-17,76,52.0,,0.52,39.52
2005-04-18,28,52.0,,0.52,14.56
2005-04-19,68,52.0,,0.52,35.36
2005-04-20,28,52.0,,0.52,14.56
2005-04-21,29,52.0,,0.52,15.08
2005-04-22,46,52.0,,0.52,23.92
2005-04-23,23,52.0,,0.52,11.96
2005-04-24,23,52.0,,0.52,11.96
2005-04-25,41,52.0,,0.52,21.32
2005-04-26,67,52.0,,0.52,34.84
2005-04-27,41,52.0,,0.52,21.32
2005-04-28,14,52.0,,0.52,7.28
2005-04-29,44,52.0,,0.52,22.880000000000003
2005-04-30,0,52.0,,0.52,0.0
2005-05-01,77,43.0,False,0.43,33.11
2005-05-02,15,43.0,,0.43,6.45
2005-05-03,30,43.0,,0.43,12.9
2005-05-04,45,43.0,,0.43,19.35
2005-05-05,62,43.0,,0.43,26.66
2005-05-06,34,43.0,,0.43,14.62
2005-05-07,28,43.0,,0.43,12.04
2005-05-08,84,43.0,,0.43,36.12
2005-05-09,91,43.0,,0.43,39.13
2005-05-10,60,43.0,,0.43,25.8
2005-05-11,61,43.0,,0.43,26.23
2005-05-12,46,43.0,,0.43,19.78
2005-05-13,100,43.0,,0.43,43.0
2005-05-14,27,43.0,,0.43,11.61
2005-05-15,53,43.0,,0.43,22.79
2005-05-16,31,43.0,,0.43,13.33
2005-05-17,30,43.0,,0.43,12.9
2005-05-18,0,43.0,,0.43,0.0
2005-05-19,95,43.0,,0.43,40.85
2005-05-20,68,43.0,,0.43,29.24
2005-05-21,28,43.0,,0.43,12.04
2005-05-22,0,43.0,,0.43,0.0
2005-05-23,15,43.0,,0.43,6.45
2005-05-24,91,43.0,,0.43,39.13
2005-05-25,15,43.0,,0.43,6.45
2005-05-26,16,43.0,,0.43,6.88
2005-05-27,18,43.0,,0.43,7.74
2005-05-28,0,43.0,,0.43,0.0
2005-05-29,30,43.0,,0.43,12.9
2005-05-30,0,43.0,,0.43,0.0
2005-05-31,47,43.0,,0.43,20.21
2005-06-01,100,49.0,False,0.49,49.0
2005-06-02,29,49.0,,0.49,14.209999999999999
2005-06-03,63,49.0,,0.49,30.87
2005-06-04,0,49.0,,0.49,0.0
2005-06-05,26,49.0,,0.49,12.74
2005-06-06,15,49.0,,0.49,7.35
2005-06-07,59,49.0,,0.49,28.91
2005-06-08,58,49.0,,0.49,28.419999999999998
2005-06-09,30,49.0,,0.49,14.7
2005-06-10,32,49.0,,0.49,15.68
2005-06-11,0,49.0,,0.49,0.0
2005-06-12,26,49.0,,0.49,12.74
2005-06-13,30,49.0,,0.49,14.7
2005-06-14,15,49.0,,0.49,7.35
2005-06-15,15,49.0,,0.49,7.35
2005-06-16,92,49.0,,0.49,45.08
2005-06-17,65,49.0,,0.49,31.849999999999998
2005-06-18,26,49.0,,0.49,12.74
2005-06-19,27,49.0,,0.49,13.23
2005-06-20,30,49.0,,0.49,14.7
2005-06-21,15,49.0,,0.49,7.35
2005-06-22,46,49.0,,0.49,22.54
2005-06-23,31,49.0,,0.49,15.19
2005-06-24,83,49.0,,0.49,40.67
2005-06-25,26,49.0,,0.49,12.74
2005-06-26,0,49.0,,0.49,0.0
2005-06-27,15,49.0,,0.49,7.35
2005-06-28,43,49.0,,0.49,21.07
2005-06-29,59,49.0,,0.49,28.91
2005-06-30,46,49.0,,0.49,22.54
2005-07-01,35,27.0,False,0.27,9.450000000000001
2005-07-02,0,27.0,,0.27,0.0
2005-07-03,0,27.0,,0.27,0.0
2005-07-04,78,27.0,,0.27,21.060000000000002
2005-07-05,81,27.0,,0.27,21.87
2005-07-06,44,27.0,,0.27,11.88
2005-07-07,45,27.0,,0.27,12.15
2005-07-08,47,27.0,,0.27,12.690000000000001
2005-07-09,73,27.0,,0.27,19.71
2005-07-10,0,27.0,,0.27,0.0
2005-07-11,0,27.0,,0.27,0.0
2005-07-12,14,27.0,,0.27,3.7800000000000002
2005-07-13,87,27.0,,0.27,23.490000000000002
2005-07-14,45,27.0,,0.27,12.15
2005-07-15,64,27.0,,0.27,17.28
2005-07-16,100,27.0,,0.27,27.0
2005-07-17,25,27.0,,0.27,6.75
2005-07-18,15,27.0,,0.27,4.050000000000001
2005-07-19,57,27.0,,0.27,15.39
2005-07-20,29,27.0,,0.27,7.83
2005-07-21,91,27.0,,0.27,24.57
2005-07-22,48,27.0,,0.27,12.96
2005-07-23,25,27.0,,0.27,6.75
2005-07-24,51,27.0,,0.27,13.770000000000001
2005-07-25,43,27.0,,0.27,11.610000000000001
2005-07-26,0,27.0,,0.27,0.0
2005-07-27,44,27.0,,0.27,11.88
2005-07-28,75,27.0,,0.27,20.25
2005-07-29,32,27.0,,0.27,8.64
2005-07-30,24,27.0,,0.27,6.48
2005-07-31,0,27.0,,0.27,0.0
2005-08-01,44,41.0,False,0.41,18.04
2005-08-02,100,41.0,,0.41,41.0
2005-08-03,14,41.0,,0.41,5.739999999999999
2005-08-04,15,41.0,,0.41,6.1499999999999995
2005-08-05,47,41.0,,0.41,19.27
2005-08-06,24,41.0,,0.41,9.84
2005-08-07,0,41.0,,0.41,0.0
2005-08-08,42,41.0,,0.41,17.22
2005-08-09,42,41.0,,0.41,17.22
2005-08-10,86,41.0,,0.41,35.26
2005-08-11,58,41.0,,0.41,23.779999999999998
2005-08-12,78,41.0,,0.41,31.979999999999997
2005-08-13,94,41.0,,0.41,38.54
2005-08-14,0,41.0,,0.41,0.0
2005-08-15,43,41.0,,0.41,17.63
2005-08-16,28,41.0,,0.41,11.479999999999999
2005-08-17,58,41.0,,0.41,23.779999999999998
2005-08-18,15,41.0,,0.41,6.1499999999999995
2005-08-19,46,41.0,,0.41,18.86
2005-08-20,46,41.0,,0.41,18.86
2005-08-21,23,41.0,,0.41,9.43
2005-08-22,99,41.0,,0.41,40.589999999999996
2005-08-23,41,41.0,,0.41,16.81
2005-08-24,57,41.0,,0.41,23.369999999999997
2005-08-25,38,41.0,,0.41,15.579999999999998
2005-08-26,90,41.0,,0.41,36.9
2005-08-27,22,41.0,,0.41,9.02
2005-08-28,0,41.0,,0.41,0.0
2005-08-29,82,41.0,,0.41,33.62
2005-08-30,40,41.0,,0.41,16.4
2005-08-31,41,41.0,,0.41,16.81
2005-09-01,56,39.0,False,0.39,21.84
2005-09-02,41,39.0,,0.39,15.99
2005-09-03,94,39.0,,0.39,36.660000000000004
2005-09-04,66,39.0,,0.39,25.740000000000002
2005-09-05,27,39.0,,0.39,10.530000000000001
2005-09-06,55,39.0,,0.39,21.45
2005-09-07,35,39.0,,0.39,13.65
2005-09-08,71,39.0,,0.39,27.69
2005-09-09,37,39.0,,0.39,14.43
2005-09-10,28,39.0,,0.39,10.92
2005-09-11,0,39.0,,0.39,0.0
2005-09-12,34,39.0,,0.39,13.26
2005-09-13,51,39.0,,0.39,19.89
2005-09-14,34,39.0,,0.39,13.26
2005-09-15,52,39.0,,0.39,20.28
2005-09-16,91,39.0,,0.39,35.49
2005-09-17,0,39.0,,0.39,0.0
2005-09-18,0,39.0,,0.39,0.0
2005-09-19,17,39.0,,0.39,6.63
2005-09-20,67,39.0,,0.39,26.130000000000003
2005-09-21,68,39.0,,0.39,26.52
2005-09-22,52,39.0,,0.39,20.28
2005-09-23,92,39.0,,0.39,35.88
2005-09-24,28,39.0,,0.39,10.92
2005-09-25,55,39.0,,0.39,21.45
2005-09-26,100,39.0,,0.39,39.0
2005-09-27,66,39.0,,0.39,25.740000000000002
2005-09-28,84,39.0,,0.39,32.76
2005-09-29,68,39.0,,0.39,26.52
2005-09-30,37,39.0,,0.39,14.43
2005-10-01,50,40.0,False,0.4,20.0
2005-10-02,47,40.0,,0.4,18.8
2005-10-03,57,40.0,,0.4,22.8
2005-10-04,28,40.0,,0.4,11.200000000000001
2005-10-05,56,40.0,,0.4,22.400000000000002
2005-10-06,43,40.0,,0.4,17.2
2005-10-07,30,40.0,,0.4,12.0
2005-10-08,23,40.0,,0.4,9.200000000000001
2005-10-09,23,40.0,,0.4,9.200000000000001
2005-10-10,0,40.0,,0.4,0.0
2005-10-11,28,40.0,,0.4,11.200000000000001
2005-10-12,56,40.0,,0.4,22.400000000000002
2005-10-13,100,40.0,,0.4,40.0
2005-10-14,77,40.0,,0.4,30.8
2005-10-15,0,40.0,,0.4,0.0
2005-10-16,0,40.0,,0.4,0.0
2005-10-17,28,40.0,,0.4,11.200000000000001
2005-10-18,55,40.0,,0.4,22.0
2005-10-19,14,40.0,,0.4,5.6000000000000005
2005-10-20,56,40.0,,0.4,22.400000000000002
2005-10-21,0,40.0,,0.4,0.0
2005-10-22,0,40.0,,0.4,0.0
2005-10-23,45,40.0,,0.4,18.0
2005-10-24,41,40.0,,0.4,16.400000000000002
2005-10-25,95,40.0,,0.4,38.0
2005-10-26,97,40.0,,0.4,38.800000000000004
2005-10-27,42,40.0,,0.4,16.8
2005-10-28,91,40.0,,0.4,36.4
2005-10-29,23,40.0,,0.4,9.200000000000001
2005-10-30,47,40.0,,0.4,18.8
2005-10-31,29,40.0,,0.4,11.600000000000001
2005-11-01,43,42.0,False,0.42,18.06
2005-11-02,52,42.0,,0.42,21.84
2005-11-03,53,42.0,,0.42,22.259999999999998
2005-11-04,55,42.0,,0.42,23.099999999999998
2005-11-05,51,42.0,,0.42,21.419999999999998
2005-11-06,17,42.0,,0.42,7.14
2005-11-07,51,42.0,,0.42,21.419999999999998
2005-11-08,10,42.0,,0.42,4.2
2005-11-09,100,42.0,,0.42,42.0
2005-11-10,29,42.0,,0.42,12.18
2005-11-11,58,42.0,,0.42,24.36
2005-11-12,0,42.0,,0.42,0.0
2005-11-13,33,42.0,,0.42,13.86
2005-11-14,51,42.0,,0.42,21.419999999999998
2005-11-15,0,42.0,,0.42,0.0
2005-11-16,20,42.0,,0.42,8.4
2005-11-17,51,42.0,,0.42,21.419999999999998
2005-11-18,55,42.0,,0.42,23.099999999999998
2005-11-19,50,42.0,,0.42,21.0
2005-11-20,17,42.0,,0.42,7.14
2005-11-21,30,42.0,,0.42,12.6
2005-11-22,40,42.0,,0.42,16.8
2005-11-23,46,42.0,,0.42,19.32
2005-11-24,18,42.0,,0.42,7.56
2005-11-25,32,42.0,,0.42,13.44
2005-11-26,34,42.0,,0.42,14.28
2005-11-27,16,42.0,,0.42,6.72
2005-11-28,58,42.0,,0.42,24.36
2005-11-29,56,42.0,,0.42,23.52
2005-11-30,29,42.0,,0.42,12.18
2005-12-01,43,40.0,False,0.4,17.2
2005-12-02,30,40.0,,0.4,12.0
2005-12-03,44,40.0,,0.4,17.6
2005-12-04,89,40.0,,0.4,35.6
2005-12-05,70,40.0,,0.4,28.0
2005-12-06,27,40.0,,0.4,10.8
2005-12-07,84,40.0,,0.4,33.6
2005-12-08,57,40.0,,0.4,22.8
2005-12-09,91,40.0,,0.4,36.4
2005-12-10,44,40.0,,0.4,17.6
2005-12-11,23,40.0,,0.4,9.200000000000001
2005-12-12,71,40.0,,0.4,28.400000000000002
2005-12-13,69,40.0,,0.4,27.6
2005-12-14,100,40.0,,0.4,40.0
2005-12-15,44,40.0,,0.4,17.6
2005-12-16,63,40.0,,0.4,25.200000000000003
2005-12-17,47,40.0,,0.4,18.8
2005-12-18,74,40.0,,0.4,29.6
2005-12-19,62,40.0,,0.4,24.8
2005-12-20,75,40.0,,0.4,30.0
2005-12-21,16,40.0,,0.4,6.4
2005-12-22,17,40.0,,0.4,6.800000000000001
2005-12-23,0,40.0,,0.4,0.0
2005-12-24,0,40.0,,0.4,0.0
2005-12-25,34,40.0,,0.4,13.600000000000001
2005-12-26,52,40.0,,0.4,20.8
2005-12-27,36,40.0,,0.4,14.4
2005-12-28,35,40.0,,0.4,14.0
2005-12-29,17,40.0,,0.4,6.800000000000001
2005-12-30,38,40.0,,0.4,15.200000000000001
2005-12-31,24,40.0,,0.4,9.600000000000001
2006-01-01,85,45.0,False,0.45,38.25
2006-01-02,96,45.0,,0.45,43.2
2006-01-03,29,45.0,,0.45,13.05
2006-01-04,42,45.0,,0.45,18.900000000000002
2006-01-05,28,45.0,,0.45,12.6
2006-01-06,58,45.0,,0.45,26.1
2006-01-07,22,45.0,,0.45,9.9
2006-01-08,66,45.0,,0.45,29.7
2006-01-09,42,45.0,,0.45,18.900000000000002
2006-01-10,82,45.0,,0.45,36.9
2006-01-11,14,45.0,,0.45,6.3
2006-01-12,55,45.0,,0.45,24.75
2006-01-13,100,45.0,,0.45,45.0
2006-01-14,21,45.0,,0.45,9.450000000000001
2006-01-15,22,45.0,,0.45,9.9
2006-01-16,31,45.0,,0.45,13.950000000000001
2006-01-17,40,45.0,,0.45,18.0
2006-01-18,93,45.0,,0.45,41.85
2006-01-19,67,45.0,,0.45,30.150000000000002
2006-01-20,71,45.0,,0.45,31.95
2006-01-21,41,45.0,,0.45,18.45
2006-01-22,83,45.0,,0.45,37.35
2006-01-23,40,45.0,,0.45,18.0
2006-01-24,77,45.0,,0.45,34.65
2006-01-25,39,45.0,,0.45,17.55
2006-01-26,0,45.0,,0.45,0.0
2006-01-27,70,45.0,,0.45,31.5
2006-01-28,41,45.0,,0.45,18.45
2006-01-29,20,45.0,,0.45,9.0
2006-01-30,52,45.0,,0.45,23.400000000000002
2006-01-31,76,45.0,,0.45,34.2
2006-02-01,76,43.0,False,0.43,32.68
2006-02-02,38,43.0,,0.43,16.34
2006-02-03,13,43.0,,0.43,5.59
2006-02-04,39,43.0,,0.43,16.77
2006-02-05,40,43.0,,0.43,17.2
2006-02-06,79,43.0,,0.43,33.97
2006-02-07,37,43.0,,0.43,15.91
2006-02-08,37,43.0,,0.43,15.91
2006-02-09,77,43.0,,0.43,33.11
2006-02-10,26,43.0,,0.43,11.18
2006-02-11,19,43.0,,0.43,8.17
2006-02-12,76,43.0,,0.43,32.68
2006-02-13,100,43.0,,0.43,43.0
2006-02-14,38,43.0,,0.43,16.34
2006-02-15,90,43.0,,0.43,38.7
2006-02-16,50,43.0,,0.43,21.5
2006-02-17,53,43.0,,0.43,22.79
2006-02-18,58,43.0,,0.43,24.94
2006-02-19,40,43.0,,0.43,17.2
2006-02-20,56,43.0,,0.43,24.08
2006-02-21,74,43.0,,0.43,31.82
2006-02-22,62,43.0,,0.43,26.66
2006-02-23,75,43.0,,0.43,32.25
2006-02-24,53,43.0,,0.43,22.79
2006-02-25,81,43.0,,0.43,34.83
2006-02-26,98,43.0,,0.43,42.14
2006-02-27,72,43.0,,0.43,30.96
2006-02-28,72,43.0,,0.43,30.96
2006-03-01,43,51.0,False,0.51,21.93
2006-03-02,52,51.0,,0.51,26.52
2006-03-03,45,51.0,,0.51,22.95
2006-03-04,54,51.0,,0.51,27.54
2006-03-05,14,51.0,,0.51,7.140000000000001
2006-03-06,26,51.0,,0.51,13.26
2006-03-07,34,51.0,,0.51,17.34
2006-03-08,76,51.0,,0.51,38.76
2006-03-09,17,51.0,,0.51,8.67
2006-03-10,19,51.0,,0.51,9.69
2006-03-11,28,51.0,,0.51,14.280000000000001
2006-03-12,41,51.0,,0.51,20.91
2006-03-13,18,51.0,,0.51,9.18
2006-03-14,60,51.0,,0.51,30.6
2006-03-15,43,51.0,,0.51,21.93
2006-03-16,26,51.0,,0.51,13.26
2006-03-17,28,51.0,,0.51,14.280000000000001
2006-03-18,28,51.0,,0.51,14.280000000000001
2006-03-19,27,51.0,,0.51,13.77
2006-03-20,34,51.0,,0.51,17.34
2006-03-21,100,51.0,,0.51,51.0
2006-03-22,34,51.0,,0.51,17.34
2006-03-23,60,51.0,,0.51,30.6
2006-03-24,9,51.0,,0.51,4.59
2006-03-25,13,51.0,,0.51,6.63
2006-03-26,82,51.0,,0.51,41.82
2006-03-27,17,51.0,,0.51,8.67
2006-03-28,42,51.0,,0.51,21.42
2006-03-29,60,51.0,,0.51,30.6
2006-03-30,53,51.0,,0.51,27.03
2006-03-31,74,51.0,,0.51,37.74
2006-04-01,0,40.0,False,0.4,0.0
2006-04-02,18,40.0,,0.4,7.2
2006-04-03,76,40.0,,0.4,30.400000000000002
2006-04-04,94,40.0,,0.4,37.6
2006-04-05,21,40.0,,0.4,8.4
2006-04-06,64,40.0,,0.4,25.6
2006-04-07,46,40.0,,0.4,18.400000000000002
2006-04-08,17,40.0,,0.4,6.800000000000001
2006-04-09,35,40.0,,0.4,14.0
2006-04-10,76,40.0,,0.4,30.400000000000002
2006-04-11,53,40.0,,0.4,21.200000000000003
2006-04-12,65,40.0,,0.4,26.0
2006-04-13,68,40.0,,0.4,27.200000000000003
2006-04-14,13,40.0,,0.4,5.2
2006-04-15,0,40.0,,0.4,0.0
2006-04-16,57,40.0,,0.4,22.8
2006-04-17,22,40.0,,0.4,8.8
2006-04-18,74,40.0,,0.4,29.6
2006-04-19,74,40.0,,0.4,29.6
2006-04-20,76,40.0,,0.4,30.400000000000002
2006-04-21,34,40.0,,0.4,13.600000000000001
2006-04-22,34,40.0,,0.4,13.600000000000001
2006-04-23,100,40.0,,0.4,40.0
2006-04-24,21,40.0,,0.4,8.4
2006-04-25,51,40.0,,0.4,20.400000000000002
2006-04-26,53,40.0,,0.4,21.200000000000003
2006-04-27,64,40.0,,0.4,25.6
2006-04-28,81,40.0,,0.4,32.4
2006-04-29,35,40.0,,0.4,14.0
2006-04-30,34,40.0,,0.4,13.600000000000001
2006-05-01,55,37.0,False,0.37,20.35
2006-05-02,36,37.0,,0.37,13.32
2006-05-03,63,37.0,,0.37,23.31
2006-05-04,47,37.0,,0.37,17.39
2006-05-05,10,37.0,,0.37,3.7
2006-05-06,16,37.0,,0.37,5.92
2006-05-07,15,37.0,,0.37,5.55
2006-05-08,9,37.0,,0.37,3.33
2006-05-09,54,37.0,,0.37,19.98
2006-05-10,18,37.0,,0.37,6.66
2006-05-11,46,37.0,,0.37,17.02
2006-05-12,30,37.0,,0.37,11.1
2006-05-13,47,37.0,,0.37,17.39
2006-05-14,48,37.0,,0.37,17.759999999999998
2006-05-15,18,37.0,,0.37,6.66
2006-05-16,37,37.0,,0.37,13.69
2006-05-17,83,37.0,,0.37,30.71
2006-05-18,19,37.0,,0.37,7.03
2006-05-19,100,37.0,,0.37,37.0
2006-05-20,48,37.0,,0.37,17.759999999999998
2006-05-21,16,37.0,,0.37,5.92
2006-05-22,47,37.0,,0.37,17.39
2006-05-23,9,37.0,,0.37,3.33
2006-05-24,85,37.0,,0.37,31.45
2006-05-25,39,37.0,,0.37,14.43
2006-05-26,22,37.0,,0.37,8.14
2006-05-27,17,37.0,,0.37,6.29
2006-05-28,18,37.0,,0.37,6.66
2006-05-29,30,37.0,,0.37,11.1
2006-05-30,57,37.0,,0.37,21.09
2006-05-31,66,37.0,,0.37,24.419999999999998
2006-06-01,58,33.0,False,0.33,19.14
2006-06-02,61,33.0,,0.33,20.130000000000003
2006-06-03,37,33.0,,0.33,12.21
2006-06-04,0,33.0,,0.33,0.0
2006-06-05,23,33.0,,0.33,7.590000000000001
2006-06-06,11,33.0,,0.33,3.6300000000000003
2006-06-07,34,33.0,,0.33,11.22
2006-06-08,35,33.0,,0.33,11.55
2006-06-09,62,33.0,,0.33,20.46
2006-06-10,37,33.0,,0.33,12.21
2006-06-11,0,33.0,,0.33,0.0
2006-06-12,23,33.0,,0.33,7.590000000000001
2006-06-13,23,33.0,,0.33,7.590000000000001
2006-06-14,35,33.0,,0.33,11.55
2006-06-15,24,33.0,,0.33,7.92
2006-06-16,13,33.0,,0.33,4.29
2006-06-17,39,33.0,,0.33,12.870000000000001
2006-06-18,100,33.0,,0.33,33.0
2006-06-19,59,33.0,,0.33,19.470000000000002
2006-06-20,92,33.0,,0.33,30.360000000000003
2006-06-21,36,33.0,,0.33,11.88
2006-06-22,70,33.0,,0.33,23.1
2006-06-23,50,33.0,,0.33,16.5
2006-06-24,0,33.0,,0.33,0.0
2006-06-25,0,33.0,,0.33,0.0
2006-06-26,22,33.0,,0.33,7.260000000000001
2006-06-27,45,33.0,,0.33,14.850000000000001
2006-06-28,34,33.0,,0.33,11.22
2006-06-29,47,33.0,,0.33,15.510000000000002
2006-06-30,64,33.0,,0.33,21.12
2006-07-01,18,33.0,False,0.33,5.94
2006-07-02,0,33.0,,0.33,0.0
2006-07-03,39,33.0,,0.33,12.870000000000001
2006-07-04,32,33.0,,0.33,10.56
2006-07-05,45,33.0,,0.33,14.850000000000001
2006-07-06,21,33.0,,0.33,6.930000000000001
2006-07-07,33,33.0,,0.33,10.89
2006-07-08,32,33.0,,0.33,10.56
2006-07-09,17,33.0,,0.33,5.61
2006-07-10,62,33.0,,0.33,20.46
2006-07-11,100,33.0,,0.33,33.0
2006-07-12,61,33.0,,0.33,20.130000000000003
2006-07-13,42,33.0,,0.33,13.860000000000001
2006-07-14,33,33.0,,0.33,10.89
2006-07-15,16,33.0,,0.33,5.28
2006-07-16,17,33.0,,0.33,5.61
2006-07-17,10,33.0,,0.33,3.3000000000000003
2006-07-18,30,33.0,,0.33,9.9
2006-07-19,51,33.0,,0.33,16.830000000000002
2006-07-20,41,33.0,,0.33,13.530000000000001
2006-07-21,33,33.0,,0.33,10.89
2006-07-22,48,33.0,,0.33,15.84
2006-07-23,16,33.0,,0.33,5.28
2006-07-24,0,33.0,,0.33,0.0
2006-07-25,39,33.0,,0.33,12.870000000000001
2006-07-26,40,33.0,,0.33,13.200000000000001
2006-07-27,82,33.0,,0.33,27.060000000000002
2006-07-28,32,33.0,,0.33,10.56
2006-07-29,32,33.0,,0.33,10.56
2006-07-30,16,33.0,,0.33,5.28
2006-07-31,30,33.0,,0.33,9.9
2006-08-01,38,39.0,False,0.39,14.82
2006-08-02,64,39.0,,0.39,24.96
2006-08-03,66,39.0,,0.39,25.740000000000002
2006-08-04,28,39.0,,0.39,10.92
2006-08-05,21,39.0,,0.39,8.19
2006-08-06,21,39.0,,0.39,8.19
2006-08-07,65,39.0,,0.39,25.35
2006-08-08,64,39.0,,0.39,24.96
2006-08-09,64,39.0,,0.39,24.96
2006-08-10,65,39.0,,0.39,25.35
2006-08-11,55,39.0,,0.39,21.45
2006-08-12,82,39.0,,0.39,31.98
2006-08-13,64,39.0,,0.39,24.96
2006-08-14,52,39.0,,0.39,20.28
2006-08-15,76,39.0,,0.39,29.64
2006-08-16,52,39.0,,0.39,20.28
2006-08-17,40,39.0,,0.39,15.600000000000001
2006-08-18,83,39.0,,0.39,32.370000000000005
2006-08-19,100,39.0,,0.39,39.0
2006-08-20,20,39.0,,0.39,7.800000000000001
2006-08-21,51,39.0,,0.39,19.89
2006-08-22,25,39.0,,0.39,9.75
2006-08-23,63,39.0,,0.39,24.57
2006-08-24,64,39.0,,0.39,24.96
2006-08-25,94,39.0,,0.39,36.660000000000004
2006-08-26,19,39.0,,0.39,7.41
2006-08-27,58,39.0,,0.39,22.62
2006-08-28,49,39.0,,0.39,19.11
2006-08-29,72,39.0,,0.39,28.080000000000002
2006-08-30,49,39.0,,0.39,19.11
2006-08-31,88,39.0,,0.39,34.32
2006-09-01,46,42.0,False,0.42,19.32
2006-09-02,16,42.0,,0.42,6.72
2006-09-03,0,42.0,,0.42,0.0
