date,FRUGAL_unscaled,FRUGAL_monthly,isPartial,scale,FRUGAL
2012-07-28,69,78.0,,0.78,53.82
2012-07-29,50,78.0,,0.78,39.0
2012-07-30,79,78.0,,0.78,61.620000000000005
2012-07-31,80,78.0,,0.78,62.400000000000006
2012-08-01,37,73.0,False,0.73,27.009999999999998
2012-08-02,58,73.0,,0.73,42.339999999999996
2012-08-03,79,73.0,,0.73,57.67
2012-08-04,28,73.0,,0.73,20.439999999999998
2012-08-05,91,73.0,,0.73,66.42999999999999
2012-08-06,60,73.0,,0.73,43.8
2012-08-07,59,73.0,,0.73,43.07
2012-08-08,32,73.0,,0.73,23.36
2012-08-09,47,73.0,,0.73,34.31
2012-08-10,65,73.0,,0.73,47.449999999999996
2012-08-11,86,73.0,,0.73,62.78
2012-08-12,47,73.0,,0.73,34.31
2012-08-13,75,73.0,,0.73,54.75
2012-08-14,53,73.0,,0.73,38.69
2012-08-15,57,73.0,,0.73,41.61
2012-08-16,54,73.0,,0.73,39.42
2012-08-17,50,73.0,,0.73,36.5
2012-08-18,36,73.0,,0.73,26.28
2012-08-19,100,73.0,,0.73,73.0
2012-08-20,72,73.0,,0.73,52.56
2012-08-21,75,73.0,,0.73,54.75
2012-08-22,54,73.0,,0.73,39.42
2012-08-23,74,73.0,,0.73,54.019999999999996
2012-08-24,42,73.0,,0.73,30.66
2012-08-25,89,73.0,,0.73,64.97
2012-08-26,84,73.0,,0.73,61.32
2012-08-27,74,73.0,,0.73,54.019999999999996
2012-08-28,58,73.0,,0.73,42.339999999999996
2012-08-29,44,73.0,,0.73,32.12
2012-08-30,44,73.0,,0.73,32.12
2012-08-31,71,73.0,,0.73,51.83
2012-09-01,82,72.0,False,0.72,59.04
2012-09-02,74,72.0,,0.72,53.28
2012-09-03,85,72.0,,0.72,61.199999999999996
2012-09-04,60,72.0,,0.72,43.199999999999996
2012-09-05,66,72.0,,0.72,47.519999999999996
2012-09-06,73,72.0,,0.72,52.559999999999995
2012-09-07,61,72.0,,0.72,43.92
2012-09-08,62,72.0,,0.72,44.64
2012-09-09,67,72.0,,0.72,48.239999999999995
2012-09-10,76,72.0,,0.72,54.72
2012-09-11,68,72.0,,0.72,48.96
2012-09-12,70,72.0,,0.72,50.4
2012-09-13,59,72.0,,0.72,42.48
2012-09-14,59,72.0,,0.72,42.48
2012-09-15,100,72.0,,0.72,72.0
2012-09-16,82,72.0,,0.72,59.04
2012-09-17,63,72.0,,0.72,45.36
2012-09-18,78,72.0,,0.72,56.16
2012-09-19,78,72.0,,0.72,56.16
2012-09-20,61,72.0,,0.72,43.92
2012-09-21,66,72.0,,0.72,47.519999999999996
2012-09-22,51,72.0,,0.72,36.72
2012-09-23,55,72.0,,0.72,39.6
2012-09-24,58,72.0,,0.72,41.76
2012-09-25,60,72.0,,0.72,43.199999999999996
2012-09-26,86,72.0,,0.72,61.919999999999995
2012-09-27,81,72.0,,0.72,58.32
2012-09-28,63,72.0,,0.72,45.36
2012-09-29,64,72.0,,0.72,46.08
2012-09-30,88,72.0,,0.72,63.36
2012-10-01,45,76.0,False,0.76,34.2
2012-10-02,50,76.0,,0.76,38.0
2012-10-03,71,76.0,,0.76,53.96
2012-10-04,76,76.0,,0.76,57.76
2012-10-05,60,76.0,,0.76,45.6
2012-10-06,86,76.0,,0.76,65.36
2012-10-07,74,76.0,,0.76,56.24
2012-10-08,100,76.0,,0.76,76.0
2012-10-09,60,76.0,,0.76,45.6
2012-10-10,69,76.0,,0.76,52.44
2012-10-11,65,76.0,,0.76,49.4
2012-10-12,55,76.0,,0.76,41.8
2012-10-13,38,76.0,,0.76,28.88
2012-10-14,57,76.0,,0.76,43.32
2012-10-15,67,76.0,,0.76,50.92
2012-10-16,63,76.0,,0.76,47.88
2012-10-17,56,76.0,,0.76,42.56
2012-10-18,68,76.0,,0.76,51.68
2012-10-19,39,76.0,,0.76,29.64
2012-10-20,58,76.0,,0.76,44.08
2012-10-21,62,76.0,,0.76,47.12
2012-10-22,48,76.0,,0.76,36.480000000000004
2012-10-23,68,76.0,,0.76,51.68
2012-10-24,56,76.0,,0.76,42.56
2012-10-25,55,76.0,,0.76,41.8
2012-10-26,52,76.0,,0.76,39.52
2012-10-27,59,76.0,,0.76,44.84
2012-10-28,56,76.0,,0.76,42.56
2012-10-29,59,76.0,,0.76,44.84
2012-10-30,64,76.0,,0.76,48.64
2012-10-31,59,76.0,,0.76,44.84
2012-11-01,70,72.0,False,0.72,50.4
2012-11-02,84,72.0,,0.72,60.48
2012-11-03,73,72.0,,0.72,52.559999999999995
2012-11-04,60,72.0,,0.72,43.199999999999996
2012-11-05,49,72.0,,0.72,35.28
2012-11-06,57,72.0,,0.72,41.04
2012-11-07,58,72.0,,0.72,41.76
2012-11-08,61,72.0,,0.72,43.92
2012-11-09,70,72.0,,0.72,50.4
2012-11-10,78,72.0,,0.72,56.16
2012-11-11,81,72.0,,0.72,58.32
2012-11-12,64,72.0,,0.72,46.08
2012-11-13,69,72.0,,0.72,49.68
2012-11-14,67,72.0,,0.72,48.239999999999995
2012-11-15,66,72.0,,0.72,47.519999999999996
2012-11-16,46,72.0,,0.72,33.12
2012-11-17,73,72.0,,0.72,52.559999999999995
2012-11-18,72,72.0,,0.72,51.839999999999996
2012-11-19,66,72.0,,0.72,47.519999999999996
2012-11-20,64,72.0,,0.72,46.08
2012-11-21,76,72.0,,0.72,54.72
2012-11-22,82,72.0,,0.72,59.04
2012-11-23,68,72.0,,0.72,48.96
2012-11-24,59,72.0,,0.72,42.48
2012-11-25,81,72.0,,0.72,58.32
2012-11-26,75,72.0,,0.72,54.0
2012-11-27,58,72.0,,0.72,41.76
2012-11-28,66,72.0,,0.72,47.519999999999996
2012-11-29,46,72.0,,0.72,33.12
2012-11-30,100,72.0,,0.72,72.0
2012-12-01,58,80.0,False,0.8,46.400000000000006
2012-12-02,82,80.0,,0.8,65.60000000000001
2012-12-03,90,80.0,,0.8,72.0
2012-12-04,70,80.0,,0.8,56.0
2012-12-05,58,80.0,,0.8,46.400000000000006
2012-12-06,63,80.0,,0.8,50.400000000000006
2012-12-07,58,80.0,,0.8,46.400000000000006
2012-12-08,72,80.0,,0.8,57.6
2012-12-09,59,80.0,,0.8,47.2
2012-12-10,69,80.0,,0.8,55.2
2012-12-11,44,80.0,,0.8,35.2
2012-12-12,54,80.0,,0.8,43.2
2012-12-13,64,80.0,,0.8,51.2
2012-12-14,41,80.0,,0.8,32.800000000000004
2012-12-15,61,80.0,,0.8,48.800000000000004
2012-12-16,53,80.0,,0.8,42.400000000000006
2012-12-17,46,80.0,,0.8,36.800000000000004
2012-12-18,50,80.0,,0.8,40.0
2012-12-19,60,80.0,,0.8,48.0
2012-12-20,59,80.0,,0.8,47.2
2012-12-21,57,80.0,,0.8,45.6
2012-12-22,62,80.0,,0.8,49.6
2012-12-23,53,80.0,,0.8,42.400000000000006
2012-12-24,48,80.0,,0.8,38.400000000000006
2012-12-25,49,80.0,,0.8,39.2
2012-12-26,47,80.0,,0.8,37.6
2012-12-27,53,80.0,,0.8,42.400000000000006
2012-12-28,55,80.0,,0.8,44.0
2012-12-29,100,80.0,,0.8,80.0
2012-12-30,82,80.0,,0.8,65.60000000000001
2012-12-31,67,80.0,,0.8,53.6
2013-01-01,86,73.0,False,0.73,62.78
2013-01-02,75,73.0,,0.73,54.75
2013-01-03,72,73.0,,0.73,52.56
2013-01-04,75,73.0,,0.73,54.75
2013-01-05,100,73.0,,0.73,73.0
2013-01-06,85,73.0,,0.73,62.05
2013-01-07,96,73.0,,0.73,70.08
2013-01-08,80,73.0,,0.73,58.4
2013-01-09,63,73.0,,0.73,45.99
2013-01-10,84,73.0,,0.73,61.32
2013-01-11,87,73.0,,0.73,63.51
2013-01-12,73,73.0,,0.73,53.29
2013-01-13,78,73.0,,0.73,56.94
2013-01-14,63,73.0,,0.73,45.99
2013-01-15,69,73.0,,0.73,50.37
2013-01-16,66,73.0,,0.73,48.18
2013-01-17,65,73.0,,0.73,47.449999999999996
2013-01-18,70,73.0,,0.73,51.1
2013-01-19,95,73.0,,0.73,69.35
2013-01-20,98,73.0,,0.73,71.53999999999999
2013-01-21,56,73.0,,0.73,40.879999999999995
2013-01-22,56,73.0,,0.73,40.879999999999995
2013-01-23,81,73.0,,0.73,59.129999999999995
2013-01-24,68,73.0,,0.73,49.64
2013-01-25,89,73.0,,0.73,64.97
2013-01-26,48,73.0,,0.73,35.04
2013-01-27,83,73.0,,0.73,60.589999999999996
2013-01-28,65,73.0,,0.73,47.449999999999996
2013-01-29,83,73.0,,0.73,60.589999999999996
2013-01-30,81,73.0,,0.73,59.129999999999995
2013-01-31,59,73.0,,0.73,43.07
2013-02-01,84,68.0,False,0.68,57.120000000000005
2013-02-02,100,68.0,,0.68,68.0
2013-02-03,71,68.0,,0.68,48.28
2013-02-04,65,68.0,,0.68,44.2
2013-02-05,77,68.0,,0.68,52.36000000000001
2013-02-06,60,68.0,,0.68,40.800000000000004
2013-02-07,61,68.0,,0.68,41.480000000000004
2013-02-08,70,68.0,,0.68,47.6
2013-02-09,82,68.0,,0.68,55.760000000000005
2013-02-10,93,68.0,,0.68,63.24
2013-02-11,78,68.0,,0.68,53.040000000000006
2013-02-12,60,68.0,,0.68,40.800000000000004
2013-02-13,68,68.0,,0.68,46.24
2013-02-14,66,68.0,,0.68,44.88
2013-02-15,66,68.0,,0.68,44.88
2013-02-16,94,68.0,,0.68,63.92
2013-02-17,53,68.0,,0.68,36.04
2013-02-18,78,68.0,,0.68,53.040000000000006
2013-02-19,61,68.0,,0.68,41.480000000000004
2013-02-20,62,68.0,,0.68,42.160000000000004
2013-02-21,65,68.0,,0.68,44.2
2013-02-22,87,68.0,,0.68,59.160000000000004
2013-02-23,76,68.0,,0.68,51.68000000000001
2013-02-24,73,68.0,,0.68,49.64
2013-02-25,48,68.0,,0.68,32.64
2013-02-26,68,68.0,,0.68,46.24
2013-02-27,70,68.0,,0.68,47.6
2013-02-28,83,68.0,,0.68,56.440000000000005
2013-03-01,73,76.0,False,0.76,55.480000000000004
2013-03-02,65,76.0,,0.76,49.4
2013-03-03,76,76.0,,0.76,57.76
2013-03-04,61,76.0,,0.76,46.36
2013-03-05,64,76.0,,0.76,48.64
2013-03-06,84,76.0,,0.76,63.84
2013-03-07,65,76.0,,0.76,49.4
2013-03-08,87,76.0,,0.76,66.12
2013-03-09,78,76.0,,0.76,59.28
2013-03-10,68,76.0,,0.76,51.68
2013-03-11,65,76.0,,0.76,49.4
2013-03-12,65,76.0,,0.76,49.4
2013-03-13,82,76.0,,0.76,62.32
2013-03-14,67,76.0,,0.76,50.92
2013-03-15,54,76.0,,0.76,41.04
2013-03-16,71,76.0,,0.76,53.96
2013-03-17,62,76.0,,0.76,47.12
2013-03-18,64,76.0,,0.76,48.64
2013-03-19,57,76.0,,0.76,43.32
2013-03-20,67,76.0,,0.76,50.92
2013-03-21,60,76.0,,0.76,45.6
2013-03-22,63,76.0,,0.76,47.88
2013-03-23,55,76.0,,0.76,41.8
2013-03-24,71,76.0,,0.76,53.96
2013-03-25,60,76.0,,0.76,45.6
2013-03-26,66,76.0,,0.76,50.160000000000004
2013-03-27,87,76.0,,0.76,66.12
2013-03-28,50,76.0,,0.76,38.0
2013-03-29,100,76.0,,0.76,76.0
2013-03-30,60,76.0,,0.76,45.6
2013-03-31,44,76.0,,0.76,33.44
2013-04-01,63,76.0,False,0.76,47.88
2013-04-02,72,76.0,,0.76,54.72
2013-04-03,100,76.0,,0.76,76.0
2013-04-04,86,76.0,,0.76,65.36
2013-04-05,99,76.0,,0.76,75.24
2013-04-06,94,76.0,,0.76,71.44
2013-04-07,69,76.0,,0.76,52.44
2013-04-08,72,76.0,,0.76,54.72
2013-04-09,90,76.0,,0.76,68.4
2013-04-10,81,76.0,,0.76,61.56
2013-04-11,79,76.0,,0.76,60.04
2013-04-12,69,76.0,,0.76,52.44
2013-04-13,91,76.0,,0.76,69.16
2013-04-14,88,76.0,,0.76,66.88
2013-04-15,88,76.0,,0.76,66.88
2013-04-16,59,76.0,,0.76,44.84
2013-04-17,72,76.0,,0.76,54.72
2013-04-18,94,76.0,,0.76,71.44
2013-04-19,80,76.0,,0.76,60.8
2013-04-20,71,76.0,,0.76,53.96
2013-04-21,79,76.0,,0.76,60.04
2013-04-22,60,76.0,,0.76,45.6
2013-04-23,60,76.0,,0.76,45.6
2013-04-24,91,76.0,,0.76,69.16
2013-04-25,71,76.0,,0.76,53.96
2013-04-26,68,76.0,,0.76,51.68
2013-04-27,56,76.0,,0.76,42.56
2013-04-28,74,76.0,,0.76,56.24
2013-04-29,88,76.0,,0.76,66.88
2013-04-30,66,76.0,,0.76,50.160000000000004
2013-05-01,56,67.0,False,0.67,37.52
2013-05-02,56,67.0,,0.67,37.52
2013-05-03,61,67.0,,0.67,40.870000000000005
2013-05-04,59,67.0,,0.67,39.53
2013-05-05,75,67.0,,0.67,50.25
2013-05-06,72,67.0,,0.67,48.24
2013-05-07,48,67.0,,0.67,32.160000000000004
2013-05-08,63,67.0,,0.67,42.21
2013-05-09,49,67.0,,0.67,32.830000000000005
2013-05-10,78,67.0,,0.67,52.260000000000005
2013-05-11,74,67.0,,0.67,49.580000000000005
2013-05-12,64,67.0,,0.67,42.88
2013-05-13,60,67.0,,0.67,40.2
2013-05-14,60,67.0,,0.67,40.2
2013-05-15,57,67.0,,0.67,38.190000000000005
2013-05-16,58,67.0,,0.67,38.86
2013-05-17,91,67.0,,0.67,60.970000000000006
2013-05-18,73,67.0,,0.67,48.910000000000004
2013-05-19,60,67.0,,0.67,40.2
2013-05-20,70,67.0,,0.67,46.900000000000006
2013-05-21,70,67.0,,0.67,46.900000000000006
2013-05-22,100,67.0,,0.67,67.0
2013-05-23,67,67.0,,0.67,44.89
2013-05-24,56,67.0,,0.67,37.52
2013-05-25,66,67.0,,0.67,44.220000000000006
2013-05-26,83,67.0,,0.67,55.61000000000001
2013-05-27,72,67.0,,0.67,48.24
2013-05-28,65,67.0,,0.67,43.550000000000004
2013-05-29,76,67.0,,0.67,50.92
2013-05-30,51,67.0,,0.67,34.17
2013-05-31,54,67.0,,0.67,36.18
2013-06-01,92,68.0,False,0.68,62.56
2013-06-02,66,68.0,,0.68,44.88
2013-06-03,89,68.0,,0.68,60.52
2013-06-04,62,68.0,,0.68,42.160000000000004
2013-06-05,53,68.0,,0.68,36.04
2013-06-06,67,68.0,,0.68,45.56
2013-06-07,50,68.0,,0.68,34.0
2013-06-08,42,68.0,,0.68,28.560000000000002
2013-06-09,97,68.0,,0.68,65.96000000000001
2013-06-10,68,68.0,,0.68,46.24
2013-06-11,49,68.0,,0.68,33.32
2013-06-12,49,68.0,,0.68,33.32
2013-06-13,70,68.0,,0.68,47.6
2013-06-14,56,68.0,,0.68,38.080000000000005
2013-06-15,56,68.0,,0.68,38.080000000000005
2013-06-16,69,68.0,,0.68,46.92
2013-06-17,37,68.0,,0.68,25.16
2013-06-18,81,68.0,,0.68,55.080000000000005
2013-06-19,79,68.0,,0.68,53.720000000000006
2013-06-20,37,68.0,,0.68,25.16
2013-06-21,63,68.0,,0.68,42.84
2013-06-22,55,68.0,,0.68,37.400000000000006
2013-06-23,68,68.0,,0.68,46.24
2013-06-24,100,68.0,,0.68,68.0
2013-06-25,70,68.0,,0.68,47.6
2013-06-26,46,68.0,,0.68,31.28
2013-06-27,61,68.0,,0.68,41.480000000000004
2013-06-28,59,68.0,,0.68,40.120000000000005
2013-06-29,80,68.0,,0.68,54.400000000000006
2013-06-30,80,68.0,,0.68,54.400000000000006
2013-07-01,55,68.0,False,0.68,37.400000000000006
2013-07-02,67,68.0,,0.68,45.56
2013-07-03,73,68.0,,0.68,49.64
2013-07-04,96,68.0,,0.68,65.28
2013-07-05,68,68.0,,0.68,46.24
2013-07-06,100,68.0,,0.68,68.0
2013-07-07,50,68.0,,0.68,34.0
2013-07-08,86,68.0,,0.68,58.480000000000004
2013-07-09,83,68.0,,0.68,56.440000000000005
2013-07-10,72,68.0,,0.68,48.96
2013-07-11,67,68.0,,0.68,45.56
2013-07-12,66,68.0,,0.68,44.88
2013-07-13,85,68.0,,0.68,57.800000000000004
2013-07-14,62,68.0,,0.68,42.160000000000004
2013-07-15,60,68.0,,0.68,40.800000000000004
2013-07-16,52,68.0,,0.68,35.36
2013-07-17,63,68.0,,0.68,42.84
2013-07-18,62,68.0,,0.68,42.160000000000004
2013-07-19,78,68.0,,0.68,53.040000000000006
2013-07-20,74,68.0,,0.68,50.32
2013-07-21,55,68.0,,0.68,37.400000000000006
2013-07-22,55,68.0,,0.68,37.400000000000006
2013-07-23,60,68.0,,0.68,40.800000000000004
2013-07-24,63,68.0,,0.68,42.84
2013-07-25,79,68.0,,0.68,53.720000000000006
2013-07-26,79,68.0,,0.68,53.720000000000006
2013-07-27,74,68.0,,0.68,50.32
2013-07-28,61,68.0,,0.68,41.480000000000004
2013-07-29,61,68.0,,0.68,41.480000000000004
2013-07-30,66,68.0,,0.68,44.88
2013-07-31,72,68.0,,0.68,48.96
2013-08-01,100,72.0,False,0.72,72.0
2013-08-02,50,72.0,,0.72,36.0
2013-08-03,51,72.0,,0.72,36.72
2013-08-04,47,72.0,,0.72,33.839999999999996
2013-08-05,31,72.0,,0.72,22.32
2013-08-06,31,72.0,,0.72,22.32
2013-08-07,48,72.0,,0.72,34.56
2013-08-08,41,72.0,,0.72,29.52
2013-08-09,55,72.0,,0.72,39.6
2013-08-10,57,72.0,,0.72,41.04
2013-08-11,64,72.0,,0.72,46.08
2013-08-12,41,72.0,,0.72,29.52
2013-08-13,37,72.0,,0.72,26.64
2013-08-14,52,72.0,,0.72,37.44
2013-08-15,42,72.0,,0.72,30.24
2013-08-16,34,72.0,,0.72,24.48
2013-08-17,52,72.0,,0.72,37.44
2013-08-18,55,72.0,,0.72,39.6
2013-08-19,44,72.0,,0.72,31.68
2013-08-20,56,72.0,,0.72,40.32
2013-08-21,36,72.0,,0.72,25.919999999999998
2013-08-22,52,72.0,,0.72,37.44
2013-08-23,43,72.0,,0.72,30.959999999999997
2013-08-24,49,72.0,,0.72,35.28
2013-08-25,49,72.0,,0.72,35.28
2013-08-26,40,72.0,,0.72,28.799999999999997
2013-08-27,52,72.0,,0.72,37.44
2013-08-28,63,72.0,,0.72,45.36
2013-08-29,59,72.0,,0.72,42.48
2013-08-30,46,72.0,,0.72,33.12
2013-08-31,45,72.0,,0.72,32.4
2013-09-01,52,72.0,False,0.72,37.44
2013-09-02,81,72.0,,0.72,58.32
2013-09-03,71,72.0,,0.72,51.12
2013-09-04,90,72.0,,0.72,64.8
2013-09-05,61,72.0,,0.72,43.92
2013-09-06,83,72.0,,0.72,59.76
2013-09-07,82,72.0,,0.72,59.04
2013-09-08,98,72.0,,0.72,70.56
2013-09-09,60,72.0,,0.72,43.199999999999996
2013-09-10,67,72.0,,0.72,48.239999999999995
2013-09-11,70,72.0,,0.72,50.4
2013-09-12,62,72.0,,0.72,44.64
2013-09-13,67,72.0,,0.72,48.239999999999995
2013-09-14,54,72.0,,0.72,38.879999999999995
2013-09-15,55,72.0,,0.72,39.6
2013-09-16,69,72.0,,0.72,49.68
2013-09-17,61,72.0,,0.72,43.92
2013-09-18,72,72.0,,0.72,51.839999999999996
2013-09-19,65,72.0,,0.72,46.8
2013-09-20,72,72.0,,0.72,51.839999999999996
2013-09-21,60,72.0,,0.72,43.199999999999996
2013-09-22,98,72.0,,0.72,70.56
2013-09-23,76,72.0,,0.72,54.72
2013-09-24,76,72.0,,0.72,54.72
2013-09-25,79,72.0,,0.72,56.879999999999995
2013-09-26,60,72.0,,0.72,43.199999999999996
2013-09-27,82,72.0,,0.72,59.04
2013-09-28,84,72.0,,0.72,60.48
2013-09-29,100,72.0,,0.72,72.0
2013-09-30,71,72.0,,0.72,51.12
2013-10-01,87,72.0,False,0.72,62.64
2013-10-02,68,72.0,,0.72,48.96
2013-10-03,72,72.0,,0.72,51.839999999999996
2013-10-04,86,72.0,,0.72,61.919999999999995
2013-10-05,74,72.0,,0.72,53.28
2013-10-06,84,72.0,,0.72,60.48
2013-10-07,64,72.0,,0.72,46.08
2013-10-08,90,72.0,,0.72,64.8
2013-10-09,56,72.0,,0.72,40.32
2013-10-10,67,72.0,,0.72,48.239999999999995
2013-10-11,73,72.0,,0.72,52.559999999999995
2013-10-12,65,72.0,,0.72,46.8
2013-10-13,69,72.0,,0.72,49.68
2013-10-14,81,72.0,,0.72,58.32
2013-10-15,86,72.0,,0.72,61.919999999999995
2013-10-16,100,72.0,,0.72,72.0
2013-10-17,94,72.0,,0.72,67.67999999999999
2013-10-18,54,72.0,,0.72,38.879999999999995
2013-10-19,91,72.0,,0.72,65.52
2013-10-20,47,72.0,,0.72,33.839999999999996
2013-10-21,69,72.0,,0.72,49.68
2013-10-22,73,72.0,,0.72,52.559999999999995
2013-10-23,69,72.0,,0.72,49.68
2013-10-24,76,72.0,,0.72,54.72
2013-10-25,84,72.0,,0.72,60.48
2013-10-26,75,72.0,,0.72,54.0
2013-10-27,93,72.0,,0.72,66.96
2013-10-28,71,72.0,,0.72,51.12
2013-10-29,86,72.0,,0.72,61.919999999999995
2013-10-30,93,72.0,,0.72,66.96
2013-10-31,60,72.0,,0.72,43.199999999999996
2013-11-01,63,77.0,False,0.77,48.51
2013-11-02,83,77.0,,0.77,63.910000000000004
2013-11-03,67,77.0,,0.77,51.59
2013-11-04,90,77.0,,0.77,69.3
2013-11-05,68,77.0,,0.77,52.36
2013-11-06,39,77.0,,0.77,30.03
2013-11-07,66,77.0,,0.77,50.82
2013-11-08,72,77.0,,0.77,55.44
2013-11-09,83,77.0,,0.77,63.910000000000004
2013-11-10,87,77.0,,0.77,66.99
2013-11-11,91,77.0,,0.77,70.07000000000001
2013-11-12,71,77.0,,0.77,54.67
2013-11-13,63,77.0,,0.77,48.51
2013-11-14,64,77.0,,0.77,49.28
2013-11-15,96,77.0,,0.77,73.92
2013-11-16,81,77.0,,0.77,62.370000000000005
2013-11-17,91,77.0,,0.77,70.07000000000001
2013-11-18,70,77.0,,0.77,53.9
2013-11-19,53,77.0,,0.77,40.81
2013-11-20,80,77.0,,0.77,61.6
2013-11-21,57,77.0,,0.77,43.89
2013-11-22,65,77.0,,0.77,50.050000000000004
2013-11-23,76,77.0,,0.77,58.52
2013-11-24,73,77.0,,0.77,56.21
2013-11-25,50,77.0,,0.77,38.5
2013-11-26,100,77.0,,0.77,77.0
2013-11-27,64,77.0,,0.77,49.28
2013-11-28,61,77.0,,0.77,46.97
2013-11-29,61,77.0,,0.77,46.97
2013-11-30,45,77.0,,0.77,34.65
2013-12-01,58,72.0,False,0.72,41.76
2013-12-02,97,72.0,,0.72,69.84
2013-12-03,87,72.0,,0.72,62.64
2013-12-04,81,72.0,,0.72,58.32
2013-12-05,69,72.0,,0.72,49.68
2013-12-06,57,72.0,,0.72,41.04
2013-12-07,79,72.0,,0.72,56.879999999999995
2013-12-08,55,72.0,,0.72,39.6
2013-12-09,75,72.0,,0.72,54.0
2013-12-10,62,72.0,,0.72,44.64
2013-12-11,63,72.0,,0.72,45.36
2013-12-12,75,72.0,,0.72,54.0
2013-12-13,79,72.0,,0.72,56.879999999999995
2013-12-14,66,72.0,,0.72,47.519999999999996
2013-12-15,72,72.0,,0.72,51.839999999999996
2013-12-16,84,72.0,,0.72,60.48
2013-12-17,68,72.0,,0.72,48.96
2013-12-18,64,72.0,,0.72,46.08
2013-12-19,85,72.0,,0.72,61.199999999999996
2013-12-20,71,72.0,,0.72,51.12
2013-12-21,49,72.0,,0.72,35.28
2013-12-22,52,72.0,,0.72,37.44
2013-12-23,55,72.0,,0.72,39.6
2013-12-24,80,72.0,,0.72,57.599999999999994
2013-12-25,54,72.0,,0.72,38.879999999999995
2013-12-26,80,72.0,,0.72,57.599999999999994
2013-12-27,77,72.0,,0.72,55.44
2013-12-28,86,72.0,,0.72,61.919999999999995
2013-12-29,81,72.0,,0.72,58.32
2013-12-30,86,72.0,,0.72,61.919999999999995
2013-12-31,100,72.0,,0.72,72.0
2014-01-01,78,70.0,False,0.7,54.599999999999994
2014-01-02,74,70.0,,0.7,51.8
2014-01-03,68,70.0,,0.7,47.599999999999994
2014-01-04,84,70.0,,0.7,58.8
2014-01-05,89,70.0,,0.7,62.3
2014-01-06,59,70.0,,0.7,41.3
2014-01-07,60,70.0,,0.7,42.0
2014-01-08,67,70.0,,0.7,46.9
2014-01-09,78,70.0,,0.7,54.599999999999994
2014-01-10,65,70.0,,0.7,45.5
2014-01-11,82,70.0,,0.7,57.4
2014-01-12,90,70.0,,0.7,62.99999999999999
2014-01-13,63,70.0,,0.7,44.099999999999994
2014-01-14,81,70.0,,0.7,56.699999999999996
2014-01-15,82,70.0,,0.7,57.4
2014-01-16,95,70.0,,0.7,66.5
2014-01-17,79,70.0,,0.7,55.3
2014-01-18,100,70.0,,0.7,70.0
2014-01-19,74,70.0,,0.7,51.8
2014-01-20,66,70.0,,0.7,46.199999999999996
2014-01-21,75,70.0,,0.7,52.5
2014-01-22,72,70.0,,0.7,50.4
2014-01-23,66,70.0,,0.7,46.199999999999996
2014-01-24,87,70.0,,0.7,60.9
2014-01-25,77,70.0,,0.7,53.9
2014-01-26,59,70.0,,0.7,41.3
2014-01-27,54,70.0,,0.7,37.8
2014-01-28,63,70.0,,0.7,44.099999999999994
2014-01-29,66,70.0,,0.7,46.199999999999996
2014-01-30,82,70.0,,0.7,57.4
2014-01-31,59,70.0,,0.7,41.3
2014-02-01,69,66.0,False,0.66,45.54
2014-02-02,54,66.0,,0.66,35.64
2014-02-03,77,66.0,,0.66,50.82
2014-02-04,55,66.0,,0.66,36.300000000000004
2014-02-05,63,66.0,,0.66,41.580000000000005
2014-02-06,58,66.0,,0.66,38.28
2014-02-07,47,66.0,,0.66,31.020000000000003
2014-02-08,69,66.0,,0.66,45.54
2014-02-09,71,66.0,,0.66,46.86
2014-02-10,53,66.0,,0.66,34.980000000000004
2014-02-11,63,66.0,,0.66,41.580000000000005
2014-02-12,64,66.0,,0.66,42.24
2014-02-13,64,66.0,,0.66,42.24
2014-02-14,59,66.0,,0.66,38.940000000000005
2014-02-15,56,66.0,,0.66,36.96
2014-02-16,53,66.0,,0.66,34.980000000000004
2014-02-17,47,66.0,,0.66,31.020000000000003
2014-02-18,64,66.0,,0.66,42.24
2014-02-19,45,66.0,,0.66,29.700000000000003
2014-02-20,70,66.0,,0.66,46.2
2014-02-21,54,66.0,,0.66,35.64
2014-02-22,49,66.0,,0.66,32.34
2014-02-23,100,66.0,,0.66,66.0
2014-02-24,61,66.0,,0.66,40.260000000000005
2014-02-25,69,66.0,,0.66,45.54
2014-02-26,57,66.0,,0.66,37.620000000000005
2014-02-27,62,66.0,,0.66,40.92
2014-02-28,55,66.0,,0.66,36.300000000000004
2014-03-01,66,65.0,False,0.65,42.9
2014-03-02,55,65.0,,0.65,35.75
2014-03-03,61,65.0,,0.65,39.65
2014-03-04,61,65.0,,0.65,39.65
2014-03-05,62,65.0,,0.65,40.300000000000004
2014-03-06,79,65.0,,0.65,51.35
2014-03-07,72,65.0,,0.65,46.800000000000004
2014-03-08,61,65.0,,0.65,39.65
2014-03-09,100,65.0,,0.65,65.0
2014-03-10,70,65.0,,0.65,45.5
2014-03-11,71,65.0,,0.65,46.15
2014-03-12,53,65.0,,0.65,34.45
2014-03-13,63,65.0,,0.65,40.95
2014-03-14,88,65.0,,0.65,57.2
2014-03-15,79,65.0,,0.65,51.35
2014-03-16,83,65.0,,0.65,53.95
2014-03-17,80,65.0,,0.65,52.0
2014-03-18,73,65.0,,0.65,47.45
2014-03-19,91,65.0,,0.65,59.15
2014-03-20,67,65.0,,0.65,43.550000000000004
2014-03-21,68,65.0,,0.65,44.2
