date,FRUGAL_unscaled,FRUGAL_monthly,isPartial,scale,FRUGAL
2005-01-01,61,65.0,False,0.65,39.65
2005-01-02,36,65.0,,0.65,23.400000000000002
2005-01-03,32,65.0,,0.65,20.8
2005-01-04,20,65.0,,0.65,13.0
2005-01-05,82,65.0,,0.65,53.300000000000004
2005-01-06,31,65.0,,0.65,20.150000000000002
2005-01-07,53,65.0,,0.65,34.45
2005-01-08,100,65.0,,0.65,65.0
2005-01-09,50,65.0,,0.65,32.5
2005-01-10,60,65.0,,0.65,39.0
2005-01-11,59,65.0,,0.65,38.35
2005-01-12,59,65.0,,0.65,38.35
2005-01-13,30,65.0,,0.65,19.5
2005-01-14,63,65.0,,0.65,40.95
2005-01-15,33,65.0,,0.65,21.45
2005-01-16,34,65.0,,0.65,22.1
2005-01-17,45,65.0,,0.65,29.25
2005-01-18,59,65.0,,0.65,38.35
2005-01-19,100,65.0,,0.65,65.0
2005-01-20,30,65.0,,0.65,19.5
2005-01-21,42,65.0,,0.65,27.3
2005-01-22,63,65.0,,0.65,40.95
2005-01-23,92,65.0,,0.65,59.800000000000004
2005-01-24,49,65.0,,0.65,31.85
2005-01-25,38,65.0,,0.65,24.7
2005-01-26,39,65.0,,0.65,25.35
2005-01-27,30,65.0,,0.65,19.5
2005-01-28,41,65.0,,0.65,26.650000000000002
2005-01-29,47,65.0,,0.65,30.55
2005-01-30,62,65.0,,0.65,40.300000000000004
2005-01-31,38,65.0,,0.65,24.7
2005-02-01,84,56.0,False,0.56,47.040000000000006
2005-02-02,26,56.0,,0.56,14.560000000000002
2005-02-03,17,56.0,,0.56,9.520000000000001
2005-02-04,45,56.0,,0.56,25.200000000000003
2005-02-05,29,56.0,,0.56,16.240000000000002
2005-02-06,100,56.0,,0.56,56.00000000000001
2005-02-07,44,56.0,,0.56,24.64
2005-02-08,73,56.0,,0.56,40.88
2005-02-09,51,56.0,,0.56,28.560000000000002
2005-02-10,51,56.0,,0.56,28.560000000000002
2005-02-11,36,56.0,,0.56,20.160000000000004
2005-02-12,0,56.0,,0.56,0.0
2005-02-13,28,56.0,,0.56,15.680000000000001
2005-02-14,17,56.0,,0.56,9.520000000000001
2005-02-15,17,56.0,,0.56,9.520000000000001
2005-02-16,17,56.0,,0.56,9.520000000000001
2005-02-17,25,56.0,,0.56,14.000000000000002
2005-02-18,18,56.0,,0.56,10.080000000000002
2005-02-19,71,56.0,,0.56,39.760000000000005
2005-02-20,0,56.0,,0.56,0.0
2005-02-21,28,56.0,,0.56,15.680000000000001
2005-02-22,50,56.0,,0.56,28.000000000000004
2005-02-23,41,56.0,,0.56,22.96
2005-02-24,33,56.0,,0.56,18.48
2005-02-25,70,56.0,,0.56,39.2
2005-02-26,74,56.0,,0.56,41.440000000000005
2005-02-27,41,56.0,,0.56,22.96
2005-02-28,16,56.0,,0.56,8.96
2005-03-01,37,60.0,False,0.6,22.2
2005-03-02,0,60.0,,0.6,0.0
2005-03-03,40,60.0,,0.6,24.0
2005-03-04,20,60.0,,0.6,12.0
2005-03-05,31,60.0,,0.6,18.599999999999998
2005-03-06,0,60.0,,0.6,0.0
2005-03-07,75,60.0,,0.6,45.0
2005-03-08,54,60.0,,0.6,32.4
2005-03-09,19,60.0,,0.6,11.4
2005-03-10,38,60.0,,0.6,22.8
2005-03-11,20,60.0,,0.6,12.0
2005-03-12,31,60.0,,0.6,18.599999999999998
2005-03-13,31,60.0,,0.6,18.599999999999998
2005-03-14,0,60.0,,0.6,0.0
2005-03-15,18,60.0,,0.6,10.799999999999999
2005-03-16,19,60.0,,0.6,11.4
2005-03-17,39,60.0,,0.6,23.4
2005-03-18,41,60.0,,0.6,24.599999999999998
2005-03-19,32,60.0,,0.6,19.2
2005-03-20,64,60.0,,0.6,38.4
2005-03-21,38,60.0,,0.6,22.8
2005-03-22,19,60.0,,0.6,11.4
2005-03-23,19,60.0,,0.6,11.4
2005-03-24,20,60.0,,0.6,12.0
2005-03-25,23,60.0,,0.6,13.799999999999999
2005-03-26,100,60.0,,0.6,60.0
2005-03-27,43,60.0,,0.6,25.8
2005-03-28,32,60.0,,0.6,19.2
2005-03-29,19,60.0,,0.6,11.4
2005-03-30,39,60.0,,0.6,23.4
2005-03-31,78,60.0,,0.6,46.8
2005-04-01,33,52.0,False,0.52,17.16
2005-04-02,67,52.0,,0.52,34.84
2005-04-03,49,52.0,,0.52,25.48
2005-04-04,0,52.0,,0.52,0.0
2005-04-05,0,52.0,,0.52,0.0
2005-04-06,68,52.0,,0.52,35.36
2005-04-07,21,52.0,,0.52,10.92
2005-04-08,45,52.0,,0.52,23.400000000000002
2005-04-09,36,52.0,,0.52,18.72
2005-04-10,0,52.0,,0.52,0.0
2005-04-11,100,52.0,,0.52,52.0
2005-04-12,38,52.0,,0.52,19.76
2005-04-13,69,52.0,,0.52,35.88
2005-04-14,31,52.0,,0.52,16.12
2005-04-15,44,52.0,,0.52,22.880000000000003
2005-04-16,36,52.0,,0.52,18.72
2005-04-17,36,52.0,,0.52,18.72
2005-04-18,40,52.0,,0.52,20.8
2005-04-19,29,52.0,,0.52,15.08
2005-04-20,50,52.0,,0.52,26.0
2005-04-21,42,52.0,,0.52,21.84
2005-04-22,33,52.0,,0.52,17.16
2005-04-23,0,52.0,,0.52,0.0
2005-04-24,49,52.0,,0.52,25.48
2005-04-25,48,52.0,,0.52,24.96
2005-04-26,38,52.0,,0.52,19.76
2005-04-27,58,52.0,,0.52,30.16
2005-04-28,39,52.0,,0.52,20.28
2005-04-29,84,52.0,,0.52,43.68
2005-04-30,49,52.0,,0.52,25.48
2005-05-01,100,52.0,False,0.52,52.0
2005-05-02,33,52.0,,0.52,17.16
2005-05-03,49,52.0,,0.52,25.48
2005-05-04,17,52.0,,0.52,8.84
2005-05-05,17,52.0,,0.52,8.84
2005-05-06,56,52.0,,0.52,29.12
2005-05-07,32,52.0,,0.52,16.64
2005-05-08,78,52.0,,0.52,40.56
2005-05-09,34,52.0,,0.52,17.68
2005-05-10,25,52.0,,0.52,13.0
2005-05-11,76,52.0,,0.52,39.52
2005-05-12,17,52.0,,0.52,8.84
2005-05-13,47,52.0,,0.52,24.44
2005-05-14,91,52.0,,0.52,47.32
2005-05-15,30,52.0,,0.52,15.600000000000001
2005-05-16,69,52.0,,0.52,35.88
2005-05-17,50,52.0,,0.52,26.0
2005-05-18,77,52.0,,0.52,40.04
2005-05-19,26,52.0,,0.52,13.52
2005-05-20,38,52.0,,0.52,19.76
2005-05-21,31,52.0,,0.52,16.12
2005-05-22,30,52.0,,0.52,15.600000000000001
2005-05-23,34,52.0,,0.52,17.68
2005-05-24,42,52.0,,0.52,21.84
2005-05-25,52,52.0,,0.52,27.04
2005-05-26,45,52.0,,0.52,23.400000000000002
2005-05-27,40,52.0,,0.52,20.8
2005-05-28,33,52.0,,0.52,17.16
2005-05-29,0,52.0,,0.52,0.0
2005-05-30,57,52.0,,0.52,29.64
2005-05-31,43,52.0,,0.52,22.36
2005-06-01,19,61.0,False,0.61,11.59
2005-06-02,0,61.0,,0.61,0.0
2005-06-03,0,61.0,,0.61,0.0
2005-06-04,0,61.0,,0.61,0.0
2005-06-05,100,61.0,,0.61,61.0
2005-06-06,57,61.0,,0.61,34.769999999999996
2005-06-07,0,61.0,,0.61,0.0
2005-06-08,19,61.0,,0.61,11.59
2005-06-09,20,61.0,,0.61,12.2
2005-06-10,43,61.0,,0.61,26.23
2005-06-11,33,61.0,,0.61,20.13
2005-06-12,34,61.0,,0.61,20.74
2005-06-13,39,61.0,,0.61,23.79
2005-06-14,19,61.0,,0.61,11.59
2005-06-15,78,61.0,,0.61,47.58
2005-06-16,0,61.0,,0.61,0.0
2005-06-17,21,61.0,,0.61,12.81
2005-06-18,35,61.0,,0.61,21.349999999999998
2005-06-19,36,61.0,,0.61,21.96
2005-06-20,40,61.0,,0.61,24.4
2005-06-21,58,61.0,,0.61,35.38
2005-06-22,20,61.0,,0.61,12.2
2005-06-23,61,61.0,,0.61,37.21
2005-06-24,0,61.0,,0.61,0.0
2005-06-25,0,61.0,,0.61,0.0
2005-06-26,70,61.0,,0.61,42.699999999999996
2005-06-27,19,61.0,,0.61,11.59
2005-06-28,38,61.0,,0.61,23.18
2005-06-29,19,61.0,,0.61,11.59
2005-06-30,40,61.0,,0.61,24.4
2005-07-01,70,68.0,False,0.68,47.6
2005-07-02,28,68.0,,0.68,19.040000000000003
2005-07-03,74,68.0,,0.68,50.32
2005-07-04,39,68.0,,0.68,26.520000000000003
2005-07-05,48,68.0,,0.68,32.64
2005-07-06,29,68.0,,0.68,19.720000000000002
2005-07-07,37,68.0,,0.68,25.16
2005-07-08,24,68.0,,0.68,16.32
2005-07-09,25,68.0,,0.68,17.0
2005-07-10,51,68.0,,0.68,34.68
2005-07-11,15,68.0,,0.68,10.200000000000001
2005-07-12,36,68.0,,0.68,24.48
2005-07-13,44,68.0,,0.68,29.92
2005-07-14,23,68.0,,0.68,15.64
2005-07-15,40,68.0,,0.68,27.200000000000003
2005-07-16,49,68.0,,0.68,33.32
2005-07-17,51,68.0,,0.68,34.68
2005-07-18,44,68.0,,0.68,29.92
2005-07-19,57,68.0,,0.68,38.760000000000005
2005-07-20,15,68.0,,0.68,10.200000000000001
2005-07-21,38,68.0,,0.68,25.840000000000003
2005-07-22,32,68.0,,0.68,21.76
2005-07-23,75,68.0,,0.68,51.00000000000001
2005-07-24,25,68.0,,0.68,17.0
2005-07-25,22,68.0,,0.68,14.96
2005-07-26,21,68.0,,0.68,14.280000000000001
2005-07-27,22,68.0,,0.68,14.96
2005-07-28,23,68.0,,0.68,15.64
2005-07-29,32,68.0,,0.68,21.76
2005-07-30,49,68.0,,0.68,33.32
2005-07-31,100,68.0,,0.68,68.0
2005-08-01,16,72.0,False,0.72,11.52
2005-08-02,47,72.0,,0.72,33.839999999999996
2005-08-03,31,72.0,,0.72,22.32
2005-08-04,32,72.0,,0.72,23.04
2005-08-05,51,72.0,,0.72,36.72
2005-08-06,79,72.0,,0.72,56.879999999999995
2005-08-07,27,72.0,,0.72,19.439999999999998
2005-08-08,46,72.0,,0.72,33.12
2005-08-09,60,72.0,,0.72,43.199999999999996
2005-08-10,62,72.0,,0.72,44.64
2005-08-11,32,72.0,,0.72,23.04
2005-08-12,68,72.0,,0.72,48.96
2005-08-13,51,72.0,,0.72,36.72
2005-08-14,26,72.0,,0.72,18.72
2005-08-15,31,72.0,,0.72,22.32
2005-08-16,0,72.0,,0.72,0.0
2005-08-17,47,72.0,,0.72,33.839999999999996
2005-08-18,48,72.0,,0.72,34.56
2005-08-19,17,72.0,,0.72,12.24
2005-08-20,100,72.0,,0.72,72.0
2005-08-21,76,72.0,,0.72,54.72
2005-08-22,30,72.0,,0.72,21.599999999999998
2005-08-23,0,72.0,,0.72,0.0
2005-08-24,0,72.0,,0.72,0.0
2005-08-25,61,72.0,,0.72,43.92
2005-08-26,32,72.0,,0.72,23.04
2005-08-27,24,72.0,,0.72,17.28
2005-08-28,24,72.0,,0.72,17.28
2005-08-29,45,72.0,,0.72,32.4
2005-08-30,57,72.0,,0.72,41.04
2005-08-31,29,72.0,,0.72,20.88
2005-09-01,35,69.0,False,0.69,24.15
2005-09-02,38,69.0,,0.69,26.22
2005-09-03,100,69.0,,0.69,69.0
2005-09-04,90,69.0,,0.69,62.099999999999994
2005-09-05,62,69.0,,0.69,42.779999999999994
2005-09-06,33,69.0,,0.69,22.77
2005-09-07,40,69.0,,0.69,27.599999999999998
2005-09-08,33,69.0,,0.69,22.77
2005-09-09,52,69.0,,0.69,35.879999999999995
2005-09-10,65,69.0,,0.69,44.849999999999994
2005-09-11,39,69.0,,0.69,26.909999999999997
2005-09-12,47,69.0,,0.69,32.43
2005-09-13,39,69.0,,0.69,26.909999999999997
2005-09-14,16,69.0,,0.69,11.04
2005-09-15,24,69.0,,0.69,16.56
2005-09-16,34,69.0,,0.69,23.459999999999997
2005-09-17,78,69.0,,0.69,53.81999999999999
2005-09-18,38,69.0,,0.69,26.22
2005-09-19,55,69.0,,0.69,37.949999999999996
2005-09-20,15,69.0,,0.69,10.35
2005-09-21,38,69.0,,0.69,26.22
2005-09-22,47,69.0,,0.69,32.43
2005-09-23,67,69.0,,0.69,46.23
2005-09-24,26,69.0,,0.69,17.939999999999998
2005-09-25,63,69.0,,0.69,43.47
2005-09-26,38,69.0,,0.69,26.22
2005-09-27,46,69.0,,0.69,31.74
2005-09-28,46,69.0,,0.69,31.74
2005-09-29,46,69.0,,0.69,31.74
2005-09-30,34,69.0,,0.69,23.459999999999997
2005-10-01,52,61.0,False,0.61,31.72
2005-10-02,33,61.0,,0.61,20.13
2005-10-03,61,61.0,,0.61,37.21
2005-10-04,79,61.0,,0.61,48.19
2005-10-05,30,61.0,,0.61,18.3
2005-10-06,40,61.0,,0.61,24.4
2005-10-07,86,61.0,,0.61,52.46
2005-10-08,33,61.0,,0.61,20.13
2005-10-09,67,61.0,,0.61,40.87
2005-10-10,62,61.0,,0.61,37.82
2005-10-11,20,61.0,,0.61,12.2
2005-10-12,100,61.0,,0.61,61.0
2005-10-13,40,61.0,,0.61,24.4
2005-10-14,22,61.0,,0.61,13.42
2005-10-15,51,61.0,,0.61,31.11
2005-10-16,81,61.0,,0.61,49.41
2005-10-17,50,61.0,,0.61,30.5
2005-10-18,29,61.0,,0.61,17.69
2005-10-19,39,61.0,,0.61,23.79
2005-10-20,50,61.0,,0.61,30.5
2005-10-21,21,61.0,,0.61,12.81
2005-10-22,32,61.0,,0.61,19.52
2005-10-23,31,61.0,,0.61,18.91
2005-10-24,68,61.0,,0.61,41.48
2005-10-25,39,61.0,,0.61,23.79
2005-10-26,99,61.0,,0.61,60.39
2005-10-27,70,61.0,,0.61,42.699999999999996
2005-10-28,43,61.0,,0.61,26.23
2005-10-29,100,61.0,,0.61,61.0
2005-10-30,66,61.0,,0.61,40.26
2005-10-31,30,61.0,,0.61,18.3
2005-11-01,21,79.0,False,0.79,16.59
2005-11-02,20,79.0,,0.79,15.8
2005-11-03,28,79.0,,0.79,22.12
2005-11-04,13,79.0,,0.79,10.27
2005-11-05,0,79.0,,0.79,0.0
2005-11-06,26,79.0,,0.79,20.54
2005-11-07,23,79.0,,0.79,18.17
2005-11-08,15,79.0,,0.79,11.850000000000001
2005-11-09,52,79.0,,0.79,41.08
2005-11-10,28,79.0,,0.79,22.12
2005-11-11,27,79.0,,0.79,21.330000000000002
2005-11-12,19,79.0,,0.79,15.010000000000002
2005-11-13,13,79.0,,0.79,10.27
2005-11-14,23,79.0,,0.79,18.17
2005-11-15,23,79.0,,0.79,18.17
2005-11-16,19,79.0,,0.79,15.010000000000002
2005-11-17,8,79.0,,0.79,6.32
2005-11-18,21,79.0,,0.79,16.59
2005-11-19,45,79.0,,0.79,35.550000000000004
2005-11-20,32,79.0,,0.79,25.28
2005-11-21,19,79.0,,0.79,15.010000000000002
2005-11-22,46,79.0,,0.79,36.34
2005-11-23,31,79.0,,0.79,24.490000000000002
2005-11-24,35,79.0,,0.79,27.650000000000002
2005-11-25,50,79.0,,0.79,39.5
2005-11-26,32,79.0,,0.79,25.28
2005-11-27,18,79.0,,0.79,14.22
2005-11-28,100,79.0,,0.79,79.0
2005-11-29,43,79.0,,0.79,33.97
2005-11-30,37,79.0,,0.79,29.23
2005-12-01,100,65.0,False,0.65,65.0
2005-12-02,45,65.0,,0.65,29.25
2005-12-03,67,65.0,,0.65,43.550000000000004
2005-12-04,44,65.0,,0.65,28.6
2005-12-05,14,65.0,,0.65,9.1
2005-12-06,27,65.0,,0.65,17.55
2005-12-07,70,65.0,,0.65,45.5
2005-12-08,29,65.0,,0.65,18.85
2005-12-09,30,65.0,,0.65,19.5
2005-12-10,67,65.0,,0.65,43.550000000000004
2005-12-11,69,65.0,,0.65,44.85
2005-12-12,29,65.0,,0.65,18.85
2005-12-13,56,65.0,,0.65,36.4
2005-12-14,43,65.0,,0.65,27.95
2005-12-15,59,65.0,,0.65,38.35
2005-12-16,63,65.0,,0.65,40.95
2005-12-17,71,65.0,,0.65,46.15
2005-12-18,0,65.0,,0.65,0.0
2005-12-19,94,65.0,,0.65,61.1
2005-12-20,0,65.0,,0.65,0.0
2005-12-21,80,65.0,,0.65,52.0
2005-12-22,68,65.0,,0.65,44.2
2005-12-23,61,65.0,,0.65,39.65
2005-12-24,29,65.0,,0.65,18.85
2005-12-25,0,65.0,,0.65,0.0
2005-12-26,52,65.0,,0.65,33.800000000000004
2005-12-27,0,65.0,,0.65,0.0
2005-12-28,52,65.0,,0.65,33.800000000000004
2005-12-29,35,65.0,,0.65,22.75
2005-12-30,19,65.0,,0.65,12.35
2005-12-31,73,65.0,,0.65,47.45
2006-01-01,84,62.0,False,0.62,52.08
2006-01-02,87,62.0,,0.62,53.94
2006-01-03,44,62.0,,0.62,27.28
2006-01-04,42,62.0,,0.62,26.04
2006-01-05,97,62.0,,0.62,60.14
2006-01-06,55,62.0,,0.62,34.1
2006-01-07,33,62.0,,0.62,20.46
2006-01-08,0,62.0,,0.62,0.0
2006-01-09,42,62.0,,0.62,26.04
2006-01-10,41,62.0,,0.62,25.419999999999998
2006-01-11,31,62.0,,0.62,19.22
2006-01-12,93,62.0,,0.62,57.66
2006-01-13,75,62.0,,0.62,46.5
2006-01-14,80,62.0,,0.62,49.6
2006-01-15,100,62.0,,0.62,62.0
2006-01-16,58,62.0,,0.62,35.96
2006-01-17,71,62.0,,0.62,44.02
2006-01-18,40,62.0,,0.62,24.8
2006-01-19,41,62.0,,0.62,25.419999999999998
2006-01-20,32,62.0,,0.62,19.84
2006-01-21,78,62.0,,0.62,48.36
2006-01-22,31,62.0,,0.62,19.22
2006-01-23,90,62.0,,0.62,55.8
2006-01-24,78,62.0,,0.62,48.36
2006-01-25,40,62.0,,0.62,24.8
2006-01-26,40,62.0,,0.62,24.8
2006-01-27,53,62.0,,0.62,32.86
2006-01-28,31,62.0,,0.62,19.22
2006-01-29,91,62.0,,0.62,56.42
2006-01-30,30,62.0,,0.62,18.6
2006-01-31,48,62.0,,0.62,29.759999999999998
2006-02-01,66,48.0,False,0.48,31.68
2006-02-02,50,48.0,,0.48,24.0
2006-02-03,52,48.0,,0.48,24.96
2006-02-04,51,48.0,,0.48,24.48
2006-02-05,26,48.0,,0.48,12.48
2006-02-06,0,48.0,,0.48,0.0
2006-02-07,32,48.0,,0.48,15.36
2006-02-08,16,48.0,,0.48,7.68
2006-02-09,17,48.0,,0.48,8.16
2006-02-10,34,48.0,,0.48,16.32
2006-02-11,0,48.0,,0.48,0.0
2006-02-12,0,48.0,,0.48,0.0
2006-02-13,16,48.0,,0.48,7.68
2006-02-14,81,48.0,,0.48,38.879999999999995
2006-02-15,34,48.0,,0.48,16.32
2006-02-16,50,48.0,,0.48,24.0
2006-02-17,34,48.0,,0.48,16.32
2006-02-18,100,48.0,,0.48,48.0
2006-02-19,52,48.0,,0.48,24.96
2006-02-20,36,48.0,,0.48,17.28
2006-02-21,32,48.0,,0.48,15.36
2006-02-22,65,48.0,,0.48,31.2
2006-02-23,49,48.0,,0.48,23.52
2006-02-24,0,48.0,,0.48,0.0
2006-02-25,26,48.0,,0.48,12.48
2006-02-26,25,48.0,,0.48,12.0
2006-02-27,16,48.0,,0.48,7.68
2006-02-28,16,48.0,,0.48,7.68
2006-03-01,38,57.0,False,0.57,21.659999999999997
2006-03-02,38,57.0,,0.57,21.659999999999997
2006-03-03,13,57.0,,0.57,7.409999999999999
2006-03-04,0,57.0,,0.57,0.0
2006-03-05,20,57.0,,0.57,11.399999999999999
2006-03-06,25,57.0,,0.57,14.249999999999998
2006-03-07,25,57.0,,0.57,14.249999999999998
2006-03-08,49,57.0,,0.57,27.929999999999996
2006-03-09,64,57.0,,0.57,36.48
2006-03-10,41,57.0,,0.57,23.369999999999997
2006-03-11,20,57.0,,0.57,11.399999999999999
2006-03-12,0,57.0,,0.57,0.0
2006-03-13,38,57.0,,0.57,21.659999999999997
2006-03-14,25,57.0,,0.57,14.249999999999998
2006-03-15,25,57.0,,0.57,14.249999999999998
2006-03-16,26,57.0,,0.57,14.819999999999999
2006-03-17,54,57.0,,0.57,30.779999999999998
2006-03-18,40,57.0,,0.57,22.799999999999997
2006-03-19,39,57.0,,0.57,22.229999999999997
2006-03-20,50,57.0,,0.57,28.499999999999996
2006-03-21,24,57.0,,0.57,13.68
2006-03-22,25,57.0,,0.57,14.249999999999998
2006-03-23,50,57.0,,0.57,28.499999999999996
2006-03-24,13,57.0,,0.57,7.409999999999999
2006-03-25,39,57.0,,0.57,22.229999999999997
2006-03-26,100,57.0,,0.57,56.99999999999999
2006-03-27,25,57.0,,0.57,14.249999999999998
2006-03-28,24,57.0,,0.57,13.68
2006-03-29,50,57.0,,0.57,28.499999999999996
2006-03-30,25,57.0,,0.57,14.249999999999998
2006-03-31,40,57.0,,0.57,22.799999999999997
2006-04-01,17,62.0,False,0.62,10.54
2006-04-02,34,62.0,,0.62,21.08
2006-04-03,42,62.0,,0.62,26.04
2006-04-04,31,62.0,,0.62,19.22
2006-04-05,10,62.0,,0.62,6.2
2006-04-06,42,62.0,,0.62,26.04
2006-04-07,34,62.0,,0.62,21.08
2006-04-08,50,62.0,,0.62,31.0
2006-04-09,0,62.0,,0.62,0.0
2006-04-10,21,62.0,,0.62,13.02
2006-04-11,10,62.0,,0.62,6.2
2006-04-12,11,62.0,,0.62,6.82
2006-04-13,33,62.0,,0.62,20.46
2006-04-14,76,62.0,,0.62,47.12
2006-04-15,36,62.0,,0.62,22.32
2006-04-16,37,62.0,,0.62,22.94
2006-04-17,21,62.0,,0.62,13.02
2006-04-18,42,62.0,,0.62,26.04
2006-04-19,53,62.0,,0.62,32.86
2006-04-20,32,62.0,,0.62,19.84
2006-04-21,56,62.0,,0.62,34.72
2006-04-22,17,62.0,,0.62,10.54
2006-04-23,33,62.0,,0.62,20.46
2006-04-24,20,62.0,,0.62,12.4
2006-04-25,10,62.0,,0.62,6.2
2006-04-26,10,62.0,,0.62,6.2
2006-04-27,10,62.0,,0.62,6.2
2006-04-28,46,62.0,,0.62,28.52
2006-04-29,17,62.0,,0.62,10.54
2006-04-30,100,62.0,,0.62,62.0
2006-05-01,12,44.0,False,0.44,5.28
2006-05-02,11,44.0,,0.44,4.84
2006-05-03,23,44.0,,0.44,10.12
2006-05-04,24,44.0,,0.44,10.56
2006-05-05,13,44.0,,0.44,5.72
2006-05-06,100,44.0,,0.44,44.0
2006-05-07,39,44.0,,0.44,17.16
2006-05-08,23,44.0,,0.44,10.12
2006-05-09,23,44.0,,0.44,10.12
2006-05-10,35,44.0,,0.44,15.4
2006-05-11,35,44.0,,0.44,15.4
2006-05-12,25,44.0,,0.44,11.0
2006-05-13,0,44.0,,0.44,0.0
2006-05-14,40,44.0,,0.44,17.6
2006-05-15,12,44.0,,0.44,5.28
2006-05-16,12,44.0,,0.44,5.28
2006-05-17,36,44.0,,0.44,15.84
2006-05-18,12,44.0,,0.44,5.28
2006-05-19,26,44.0,,0.44,11.44
2006-05-20,20,44.0,,0.44,8.8
2006-05-21,60,44.0,,0.44,26.4
2006-05-22,12,44.0,,0.44,5.28
2006-05-23,24,44.0,,0.44,10.56
2006-05-24,12,44.0,,0.44,5.28
2006-05-25,0,44.0,,0.44,0.0
2006-05-26,41,44.0,,0.44,18.04
2006-05-27,0,44.0,,0.44,0.0
2006-05-28,0,44.0,,0.44,0.0
2006-05-29,19,44.0,,0.44,8.36
2006-05-30,49,44.0,,0.44,21.56
2006-05-31,12,44.0,,0.44,5.28
2006-06-01,50,56.0,False,0.56,28.000000000000004
2006-06-02,32,56.0,,0.56,17.92
2006-06-03,79,56.0,,0.56,44.24
2006-06-04,48,56.0,,0.56,26.880000000000003
2006-06-05,98,56.0,,0.56,54.88
2006-06-06,29,56.0,,0.56,16.240000000000002
2006-06-07,58,56.0,,0.56,32.480000000000004
2006-06-08,40,56.0,,0.56,22.400000000000002
2006-06-09,53,56.0,,0.56,29.680000000000003
2006-06-10,80,56.0,,0.56,44.800000000000004
2006-06-11,81,56.0,,0.56,45.36000000000001
2006-06-12,98,56.0,,0.56,54.88
2006-06-13,100,56.0,,0.56,56.00000000000001
2006-06-14,100,56.0,,0.56,56.00000000000001
2006-06-15,62,56.0,,0.56,34.720000000000006
2006-06-16,67,56.0,,0.56,37.52
2006-06-17,85,56.0,,0.56,47.6
2006-06-18,70,56.0,,0.56,39.2
2006-06-19,40,56.0,,0.56,22.400000000000002
2006-06-20,40,56.0,,0.56,22.400000000000002
2006-06-21,41,56.0,,0.56,22.96
2006-06-22,91,56.0,,0.56,50.96000000000001
2006-06-23,43,56.0,,0.56,24.080000000000002
2006-06-24,79,56.0,,0.56,44.24
2006-06-25,64,56.0,,0.56,35.84
2006-06-26,58,56.0,,0.56,32.480000000000004
2006-06-27,97,56.0,,0.56,54.32000000000001
2006-06-28,98,56.0,,0.56,54.88
2006-06-29,50,56.0,,0.56,28.000000000000004
2006-06-30,88,56.0,,0.56,49.28
2006-07-01,94,60.0,False,0.6,56.4
2006-07-02,83,60.0,,0.6,49.8
2006-07-03,47,60.0,,0.6,28.2
2006-07-04,100,60.0,,0.6,60.0
2006-07-05,50,60.0,,0.6,30.0
2006-07-06,56,60.0,,0.6,33.6
2006-07-07,89,60.0,,0.6,53.4
2006-07-08,73,60.0,,0.6,43.8
2006-07-09,61,60.0,,0.6,36.6
2006-07-10,18,60.0,,0.6,10.799999999999999
2006-07-11,54,60.0,,0.6,32.4
2006-07-12,72,60.0,,0.6,43.199999999999996
2006-07-13,56,60.0,,0.6,33.6
2006-07-14,60,60.0,,0.6,36.0
2006-07-15,89,60.0,,0.6,53.4
2006-07-16,75,60.0,,0.6,45.0
2006-07-17,64,60.0,,0.6,38.4
2006-07-18,45,60.0,,0.6,27.0
2006-07-19,64,60.0,,0.6,38.4
2006-07-20,56,60.0,,0.6,33.6
2006-07-21,39,60.0,,0.6,23.4
2006-07-22,0,60.0,,0.6,0.0
2006-07-23,73,60.0,,0.6,43.8
2006-07-24,90,60.0,,0.6,54.0
2006-07-25,53,60.0,,0.6,31.799999999999997
2006-07-26,72,60.0,,0.6,43.199999999999996
2006-07-27,56,60.0,,0.6,33.6
2006-07-28,48,60.0,,0.6,28.799999999999997
2006-07-29,87,60.0,,0.6,52.199999999999996
2006-07-30,88,60.0,,0.6,52.8
2006-07-31,36,60.0,,0.6,21.599999999999998
2006-08-01,38,61.0,False,0.61,23.18
2006-08-02,23,61.0,,0.61,14.03
2006-08-03,63,61.0,,0.61,38.43
2006-08-04,42,61.0,,0.61,25.62
2006-08-05,100,61.0,,0.61,61.0
2006-08-06,64,61.0,,0.61,39.04
2006-08-07,63,61.0,,0.61,38.43
2006-08-08,54,61.0,,0.61,32.94
2006-08-09,38,61.0,,0.61,23.18
2006-08-10,70,61.0,,0.61,42.699999999999996
2006-08-11,59,61.0,,0.61,35.99
2006-08-12,37,61.0,,0.61,22.57
2006-08-13,64,61.0,,0.61,39.04
2006-08-14,94,61.0,,0.61,57.339999999999996
2006-08-15,60,61.0,,0.61,36.6
2006-08-16,39,61.0,,0.61,23.79
2006-08-17,48,61.0,,0.61,29.28
2006-08-18,75,61.0,,0.61,45.75
2006-08-19,84,61.0,,0.61,51.24
2006-08-20,24,61.0,,0.61,14.64
2006-08-21,31,61.0,,0.61,18.91
2006-08-22,60,61.0,,0.61,36.6
2006-08-23,53,61.0,,0.61,32.33
2006-08-24,23,61.0,,0.61,14.03
2006-08-25,40,61.0,,0.61,24.4
2006-08-26,70,61.0,,0.61,42.699999999999996
2006-08-27,57,61.0,,0.61,34.769999999999996
2006-08-28,59,61.0,,0.61,35.99
2006-08-29,22,61.0,,0.61,13.42
2006-08-30,44,61.0,,0.61,26.84
2006-08-31,23,61.0,,0.61,14.03
