date,prosperity_unscaled,prosperity_monthly,isPartial,scale,prosperity
2005-01-01,0,31.0,False,0.31,0.0
2005-01-02,41,31.0,,0.31,12.709999999999999
2005-01-03,100,31.0,,0.31,31.0
2005-01-04,0,31.0,,0.31,0.0
2005-01-05,47,31.0,,0.31,14.57
2005-01-06,72,31.0,,0.31,22.32
2005-01-07,98,31.0,,0.31,30.38
2005-01-08,0,31.0,,0.31,0.0
2005-01-09,0,31.0,,0.31,0.0
2005-01-10,93,31.0,,0.31,28.83
2005-01-11,23,31.0,,0.31,7.13
2005-01-12,0,31.0,,0.31,0.0
2005-01-13,23,31.0,,0.31,7.13
2005-01-14,73,31.0,,0.31,22.63
2005-01-15,39,31.0,,0.31,12.09
2005-01-16,40,31.0,,0.31,12.4
2005-01-17,0,31.0,,0.31,0.0
2005-01-18,23,31.0,,0.31,7.13
2005-01-19,70,31.0,,0.31,21.7
2005-01-20,71,31.0,,0.31,22.01
2005-01-21,24,31.0,,0.31,7.4399999999999995
2005-01-22,0,31.0,,0.31,0.0
2005-01-23,36,31.0,,0.31,11.16
2005-01-24,23,31.0,,0.31,7.13
2005-01-25,0,31.0,,0.31,0.0
2005-01-26,68,31.0,,0.31,21.08
2005-01-27,92,31.0,,0.31,28.52
2005-01-28,70,31.0,,0.31,21.7
2005-01-29,73,31.0,,0.31,22.63
2005-01-30,36,31.0,,0.31,11.16
2005-01-31,45,31.0,,0.31,13.95
2005-02-01,25,39.0,False,0.39,9.75
2005-02-02,26,39.0,,0.39,10.14
2005-02-03,13,39.0,,0.39,5.07
2005-02-04,28,39.0,,0.39,10.92
2005-02-05,22,39.0,,0.39,8.58
2005-02-06,22,39.0,,0.39,8.58
2005-02-07,13,39.0,,0.39,5.07
2005-02-08,37,39.0,,0.39,14.43
2005-02-09,13,39.0,,0.39,5.07
2005-02-10,13,39.0,,0.39,5.07
2005-02-11,27,39.0,,0.39,10.530000000000001
2005-02-12,22,39.0,,0.39,8.58
2005-02-13,21,39.0,,0.39,8.19
2005-02-14,26,39.0,,0.39,10.14
2005-02-15,51,39.0,,0.39,19.89
2005-02-16,25,39.0,,0.39,9.75
2005-02-17,13,39.0,,0.39,5.07
2005-02-18,14,39.0,,0.39,5.46
2005-02-19,21,39.0,,0.39,8.19
2005-02-20,0,39.0,,0.39,0.0
2005-02-21,14,39.0,,0.39,5.46
2005-02-22,100,39.0,,0.39,39.0
2005-02-23,25,39.0,,0.39,9.75
2005-02-24,25,39.0,,0.39,9.75
2005-02-25,14,39.0,,0.39,5.46
2005-02-26,57,39.0,,0.39,22.23
2005-02-27,31,39.0,,0.39,12.09
2005-02-28,25,39.0,,0.39,9.75
2005-03-01,37,41.0,False,0.41,15.17
2005-03-02,19,41.0,,0.41,7.789999999999999
2005-03-03,60,41.0,,0.41,24.599999999999998
2005-03-04,41,41.0,,0.41,16.81
2005-03-05,32,41.0,,0.41,13.12
2005-03-06,32,41.0,,0.41,13.12
2005-03-07,37,41.0,,0.41,15.17
2005-03-08,18,41.0,,0.41,7.38
2005-03-09,19,41.0,,0.41,7.789999999999999
2005-03-10,19,41.0,,0.41,7.789999999999999
2005-03-11,40,41.0,,0.41,16.4
2005-03-12,31,41.0,,0.41,12.709999999999999
2005-03-13,31,41.0,,0.41,12.709999999999999
2005-03-14,56,41.0,,0.41,22.959999999999997
2005-03-15,0,41.0,,0.41,0.0
2005-03-16,0,41.0,,0.41,0.0
2005-03-17,39,41.0,,0.41,15.989999999999998
2005-03-18,0,41.0,,0.41,0.0
2005-03-19,31,41.0,,0.41,12.709999999999999
2005-03-20,32,41.0,,0.41,13.12
2005-03-21,38,41.0,,0.41,15.579999999999998
2005-03-22,0,41.0,,0.41,0.0
2005-03-23,19,41.0,,0.41,7.789999999999999
2005-03-24,40,41.0,,0.41,16.4
2005-03-25,24,41.0,,0.41,9.84
2005-03-26,100,41.0,,0.41,41.0
2005-03-27,22,41.0,,0.41,9.02
2005-03-28,94,41.0,,0.41,38.54
2005-03-29,19,41.0,,0.41,7.789999999999999
2005-03-30,0,41.0,,0.41,0.0
2005-03-31,20,41.0,,0.41,8.2
2005-04-01,100,32.0,False,0.32,32.0
2005-04-02,30,32.0,,0.32,9.6
2005-04-03,59,32.0,,0.32,18.88
2005-04-04,75,32.0,,0.32,24.0
2005-04-05,0,32.0,,0.32,0.0
2005-04-06,0,32.0,,0.32,0.0
2005-04-07,73,32.0,,0.32,23.36
2005-04-08,60,32.0,,0.32,19.2
2005-04-09,0,32.0,,0.32,0.0
2005-04-10,32,32.0,,0.32,10.24
2005-04-11,71,32.0,,0.32,22.72
2005-04-12,0,32.0,,0.32,0.0
2005-04-13,52,32.0,,0.32,16.64
2005-04-14,18,32.0,,0.32,5.76
2005-04-15,0,32.0,,0.32,0.0
2005-04-16,32,32.0,,0.32,10.24
2005-04-17,64,32.0,,0.32,20.48
2005-04-18,72,32.0,,0.32,23.04
2005-04-19,52,32.0,,0.32,16.64
2005-04-20,35,32.0,,0.32,11.200000000000001
2005-04-21,94,32.0,,0.32,30.080000000000002
2005-04-22,20,32.0,,0.32,6.4
2005-04-23,30,32.0,,0.32,9.6
2005-04-24,88,32.0,,0.32,28.16
2005-04-25,52,32.0,,0.32,16.64
2005-04-26,34,32.0,,0.32,10.88
2005-04-27,35,32.0,,0.32,11.200000000000001
2005-04-28,34,32.0,,0.32,10.88
2005-04-29,19,32.0,,0.32,6.08
2005-04-30,0,32.0,,0.32,0.0
2005-05-01,23,39.0,False,0.39,8.97
2005-05-02,0,39.0,,0.39,0.0
2005-05-03,40,39.0,,0.39,15.600000000000001
2005-05-04,13,39.0,,0.39,5.07
2005-05-05,28,39.0,,0.39,10.92
2005-05-06,15,39.0,,0.39,5.8500000000000005
2005-05-07,0,39.0,,0.39,0.0
2005-05-08,100,39.0,,0.39,39.0
2005-05-09,27,39.0,,0.39,10.530000000000001
2005-05-10,13,39.0,,0.39,5.07
2005-05-11,41,39.0,,0.39,15.99
2005-05-12,0,39.0,,0.39,0.0
2005-05-13,30,39.0,,0.39,11.700000000000001
2005-05-14,49,39.0,,0.39,19.11
2005-05-15,48,39.0,,0.39,18.72
2005-05-16,14,39.0,,0.39,5.46
2005-05-17,41,39.0,,0.39,15.99
2005-05-18,41,39.0,,0.39,15.99
2005-05-19,28,39.0,,0.39,10.92
2005-05-20,30,39.0,,0.39,11.700000000000001
2005-05-21,0,39.0,,0.39,0.0
2005-05-22,24,39.0,,0.39,9.36
2005-05-23,41,39.0,,0.39,15.99
2005-05-24,13,39.0,,0.39,5.07
2005-05-25,14,39.0,,0.39,5.46
2005-05-26,43,39.0,,0.39,16.77
2005-05-27,32,39.0,,0.39,12.48
2005-05-28,0,39.0,,0.39,0.0
2005-05-29,0,39.0,,0.39,0.0
2005-05-30,23,39.0,,0.39,8.97
2005-05-31,28,39.0,,0.39,10.92
2005-06-01,28,35.0,False,0.35,9.799999999999999
2005-06-02,14,35.0,,0.35,4.8999999999999995
2005-06-03,61,35.0,,0.35,21.349999999999998
2005-06-04,48,35.0,,0.35,16.799999999999997
2005-06-05,25,35.0,,0.35,8.75
2005-06-06,42,35.0,,0.35,14.7
2005-06-07,71,35.0,,0.35,24.849999999999998
2005-06-08,56,35.0,,0.35,19.599999999999998
2005-06-09,29,35.0,,0.35,10.149999999999999
2005-06-10,15,35.0,,0.35,5.25
2005-06-11,24,35.0,,0.35,8.399999999999999
2005-06-12,100,35.0,,0.35,35.0
2005-06-13,14,35.0,,0.35,4.8999999999999995
2005-06-14,0,35.0,,0.35,0.0
2005-06-15,14,35.0,,0.35,4.8999999999999995
2005-06-16,15,35.0,,0.35,5.25
2005-06-17,32,35.0,,0.35,11.2
2005-06-18,0,35.0,,0.35,0.0
2005-06-19,52,35.0,,0.35,18.2
2005-06-20,43,35.0,,0.35,15.049999999999999
2005-06-21,57,35.0,,0.35,19.95
2005-06-22,29,35.0,,0.35,10.149999999999999
2005-06-23,45,35.0,,0.35,15.749999999999998
2005-06-24,64,35.0,,0.35,22.4
2005-06-25,25,35.0,,0.35,8.75
2005-06-26,51,35.0,,0.35,17.849999999999998
2005-06-27,57,35.0,,0.35,19.95
2005-06-28,0,35.0,,0.35,0.0
2005-06-29,43,35.0,,0.35,15.049999999999999
2005-06-30,29,35.0,,0.35,10.149999999999999
2005-07-01,0,36.0,False,0.36,0.0
2005-07-02,0,36.0,,0.36,0.0
2005-07-03,0,36.0,,0.36,0.0
2005-07-04,29,36.0,,0.36,10.44
2005-07-05,0,36.0,,0.36,0.0
2005-07-06,0,36.0,,0.36,0.0
2005-07-07,17,36.0,,0.36,6.12
2005-07-08,35,36.0,,0.36,12.6
2005-07-09,81,36.0,,0.36,29.16
2005-07-10,0,36.0,,0.36,0.0
2005-07-11,32,36.0,,0.36,11.52
2005-07-12,48,36.0,,0.36,17.28
2005-07-13,80,36.0,,0.36,28.799999999999997
2005-07-14,0,36.0,,0.36,0.0
2005-07-15,0,36.0,,0.36,0.0
2005-07-16,55,36.0,,0.36,19.8
2005-07-17,28,36.0,,0.36,10.08
2005-07-18,48,36.0,,0.36,17.28
2005-07-19,95,36.0,,0.36,34.199999999999996
2005-07-20,32,36.0,,0.36,11.52
2005-07-21,0,36.0,,0.36,0.0
2005-07-22,0,36.0,,0.36,0.0
2005-07-23,28,36.0,,0.36,10.08
2005-07-24,28,36.0,,0.36,10.08
2005-07-25,64,36.0,,0.36,23.04
2005-07-26,31,36.0,,0.36,11.16
2005-07-27,49,36.0,,0.36,17.64
2005-07-28,100,36.0,,0.36,36.0
2005-07-29,36,36.0,,0.36,12.959999999999999
2005-07-30,27,36.0,,0.36,9.719999999999999
2005-07-31,0,36.0,,0.36,0.0
2005-08-01,13,40.0,False,0.4,5.2
2005-08-02,12,40.0,,0.4,4.800000000000001
2005-08-03,25,40.0,,0.4,10.0
2005-08-04,13,40.0,,0.4,5.2
2005-08-05,54,40.0,,0.4,21.6
2005-08-06,0,40.0,,0.4,0.0
2005-08-07,0,40.0,,0.4,0.0
2005-08-08,12,40.0,,0.4,4.800000000000001
2005-08-09,36,40.0,,0.4,14.4
2005-08-10,75,40.0,,0.4,30.0
2005-08-11,25,40.0,,0.4,10.0
2005-08-12,13,40.0,,0.4,5.2
2005-08-13,41,40.0,,0.4,16.400000000000002
2005-08-14,21,40.0,,0.4,8.4
2005-08-15,37,40.0,,0.4,14.8
2005-08-16,61,40.0,,0.4,24.400000000000002
2005-08-17,12,40.0,,0.4,4.800000000000001
2005-08-18,51,40.0,,0.4,20.400000000000002
2005-08-19,13,40.0,,0.4,5.2
2005-08-20,20,40.0,,0.4,8.0
2005-08-21,0,40.0,,0.4,0.0
2005-08-22,12,40.0,,0.4,4.800000000000001
2005-08-23,59,40.0,,0.4,23.6
2005-08-24,100,40.0,,0.4,40.0
2005-08-25,16,40.0,,0.4,6.4
2005-08-26,26,40.0,,0.4,10.4
2005-08-27,19,40.0,,0.4,7.6000000000000005
2005-08-28,39,40.0,,0.4,15.600000000000001
2005-08-29,0,40.0,,0.4,0.0
2005-08-30,46,40.0,,0.4,18.400000000000002
2005-08-31,24,40.0,,0.4,9.600000000000001
2005-09-01,61,37.0,False,0.37,22.57
2005-09-02,22,37.0,,0.37,8.14
2005-09-03,0,37.0,,0.37,0.0
2005-09-04,0,37.0,,0.37,0.0
2005-09-05,29,37.0,,0.37,10.73
2005-09-06,78,37.0,,0.37,28.86
2005-09-07,19,37.0,,0.37,7.03
2005-09-08,19,37.0,,0.37,7.03
2005-09-09,100,37.0,,0.37,37.0
2005-09-10,0,37.0,,0.37,0.0
2005-09-11,30,37.0,,0.37,11.1
2005-09-12,19,37.0,,0.37,7.03
2005-09-13,37,37.0,,0.37,13.69
2005-09-14,54,37.0,,0.37,19.98
2005-09-15,37,37.0,,0.37,13.69
2005-09-16,59,37.0,,0.37,21.83
2005-09-17,91,37.0,,0.37,33.67
2005-09-18,60,37.0,,0.37,22.2
2005-09-19,37,37.0,,0.37,13.69
2005-09-20,54,37.0,,0.37,19.98
2005-09-21,36,37.0,,0.37,13.32
2005-09-22,73,37.0,,0.37,27.009999999999998
2005-09-23,0,37.0,,0.37,0.0
2005-09-24,31,37.0,,0.37,11.47
2005-09-25,30,37.0,,0.37,11.1
2005-09-26,90,37.0,,0.37,33.3
2005-09-27,35,37.0,,0.37,12.95
2005-09-28,18,37.0,,0.37,6.66
2005-09-29,18,37.0,,0.37,6.66
2005-09-30,59,37.0,,0.37,21.83
2005-10-01,0,40.0,False,0.4,0.0
2005-10-02,0,40.0,,0.4,0.0
2005-10-03,0,40.0,,0.4,0.0
2005-10-04,17,40.0,,0.4,6.800000000000001
2005-10-05,0,40.0,,0.4,0.0
2005-10-06,34,40.0,,0.4,13.600000000000001
2005-10-07,55,40.0,,0.4,22.0
2005-10-08,56,40.0,,0.4,22.400000000000002
2005-10-09,28,40.0,,0.4,11.200000000000001
2005-10-10,53,40.0,,0.4,21.200000000000003
2005-10-11,33,40.0,,0.4,13.200000000000001
2005-10-12,51,40.0,,0.4,20.400000000000002
2005-10-13,68,40.0,,0.4,27.200000000000003
2005-10-14,37,40.0,,0.4,14.8
2005-10-15,0,40.0,,0.4,0.0
2005-10-16,55,40.0,,0.4,22.0
2005-10-17,33,40.0,,0.4,13.200000000000001
2005-10-18,33,40.0,,0.4,13.200000000000001
2005-10-19,100,40.0,,0.4,40.0
2005-10-20,33,40.0,,0.4,13.200000000000001
2005-10-21,18,40.0,,0.4,7.2
2005-10-22,55,40.0,,0.4,22.0
2005-10-23,0,40.0,,0.4,0.0
2005-10-24,16,40.0,,0.4,6.4
2005-10-25,33,40.0,,0.4,13.200000000000001
2005-10-26,17,40.0,,0.4,6.800000000000001
2005-10-27,33,40.0,,0.4,13.200000000000001
2005-10-28,36,40.0,,0.4,14.4
2005-10-29,56,40.0,,0.4,22.400000000000002
2005-10-30,56,40.0,,0.4,22.400000000000002
2005-10-31,34,40.0,,0.4,13.600000000000001
2005-11-01,49,41.0,False,0.41,20.09
2005-11-02,47,41.0,,0.41,19.27
2005-11-03,32,41.0,,0.41,13.12
2005-11-04,33,41.0,,0.41,13.53
2005-11-05,77,41.0,,0.41,31.569999999999997
2005-11-06,25,41.0,,0.41,10.25
2005-11-07,30,41.0,,0.41,12.299999999999999
2005-11-08,44,41.0,,0.41,18.04
2005-11-09,100,41.0,,0.41,41.0
2005-11-10,89,41.0,,0.41,36.489999999999995
2005-11-11,70,41.0,,0.41,28.7
2005-11-12,25,41.0,,0.41,10.25
2005-11-13,25,41.0,,0.41,10.25
2005-11-14,46,41.0,,0.41,18.86
2005-11-15,74,41.0,,0.41,30.34
2005-11-16,44,41.0,,0.41,18.04
2005-11-17,15,41.0,,0.41,6.1499999999999995
2005-11-18,16,41.0,,0.41,6.56
2005-11-19,0,41.0,,0.41,0.0
2005-11-20,25,41.0,,0.41,10.25
2005-11-21,61,41.0,,0.41,25.009999999999998
2005-11-22,15,41.0,,0.41,6.1499999999999995
2005-11-23,17,41.0,,0.41,6.97
2005-11-24,27,41.0,,0.41,11.069999999999999
2005-11-25,48,41.0,,0.41,19.68
2005-11-26,51,41.0,,0.41,20.91
2005-11-27,49,41.0,,0.41,20.09
2005-11-28,0,41.0,,0.41,0.0
2005-11-29,14,41.0,,0.41,5.739999999999999
2005-11-30,86,41.0,,0.41,35.26
2005-12-01,74,39.0,False,0.39,28.86
2005-12-02,31,39.0,,0.39,12.09
2005-12-03,46,39.0,,0.39,17.94
2005-12-04,23,39.0,,0.39,8.97
2005-12-05,43,39.0,,0.39,16.77
2005-12-06,28,39.0,,0.39,10.92
2005-12-07,14,39.0,,0.39,5.46
2005-12-08,59,39.0,,0.39,23.01
2005-12-09,47,39.0,,0.39,18.330000000000002
2005-12-10,23,39.0,,0.39,8.97
2005-12-11,0,39.0,,0.39,0.0
2005-12-12,44,39.0,,0.39,17.16
2005-12-13,100,39.0,,0.39,39.0
2005-12-14,44,39.0,,0.39,17.16
2005-12-15,61,39.0,,0.39,23.79
2005-12-16,49,39.0,,0.39,19.11
2005-12-17,24,39.0,,0.39,9.36
2005-12-18,26,39.0,,0.39,10.14
2005-12-19,48,39.0,,0.39,18.72
2005-12-20,79,39.0,,0.39,30.810000000000002
2005-12-21,16,39.0,,0.39,6.24
2005-12-22,71,39.0,,0.39,27.69
2005-12-23,21,39.0,,0.39,8.19
2005-12-24,60,39.0,,0.39,23.400000000000002
2005-12-25,36,39.0,,0.39,14.040000000000001
2005-12-26,27,39.0,,0.39,10.530000000000001
2005-12-27,38,39.0,,0.39,14.82
2005-12-28,54,39.0,,0.39,21.060000000000002
2005-12-29,18,39.0,,0.39,7.0200000000000005
2005-12-30,59,39.0,,0.39,23.01
2005-12-31,50,39.0,,0.39,19.5
2006-01-01,0,33.0,False,0.33,0.0
2006-01-02,0,33.0,,0.33,0.0
2006-01-03,43,33.0,,0.33,14.190000000000001
2006-01-04,21,33.0,,0.33,6.930000000000001
2006-01-05,0,33.0,,0.33,0.0
2006-01-06,22,33.0,,0.33,7.260000000000001
2006-01-07,32,33.0,,0.33,10.56
2006-01-08,65,33.0,,0.33,21.45
2006-01-09,42,33.0,,0.33,13.860000000000001
2006-01-10,100,33.0,,0.33,33.0
2006-01-11,60,33.0,,0.33,19.8
2006-01-12,82,33.0,,0.33,27.060000000000002
2006-01-13,85,33.0,,0.33,28.05
2006-01-14,31,33.0,,0.33,10.23
2006-01-15,33,33.0,,0.33,10.89
2006-01-16,92,33.0,,0.33,30.360000000000003
2006-01-17,20,33.0,,0.33,6.6000000000000005
2006-01-18,60,33.0,,0.33,19.8
2006-01-19,40,33.0,,0.33,13.200000000000001
2006-01-20,63,33.0,,0.33,20.790000000000003
2006-01-21,92,33.0,,0.33,30.360000000000003
2006-01-22,61,33.0,,0.33,20.130000000000003
2006-01-23,78,33.0,,0.33,25.740000000000002
2006-01-24,19,33.0,,0.33,6.2700000000000005
2006-01-25,96,33.0,,0.33,31.68
2006-01-26,98,33.0,,0.33,32.34
2006-01-27,21,33.0,,0.33,6.930000000000001
2006-01-28,30,33.0,,0.33,9.9
2006-01-29,30,33.0,,0.33,9.9
2006-01-30,77,33.0,,0.33,25.41
2006-01-31,19,33.0,,0.33,6.2700000000000005
2006-02-01,0,35.0,False,0.35,0.0
2006-02-02,48,35.0,,0.35,16.799999999999997
2006-02-03,100,35.0,,0.35,35.0
2006-02-04,36,35.0,,0.35,12.6
2006-02-05,0,35.0,,0.35,0.0
2006-02-06,0,35.0,,0.35,0.0
2006-02-07,23,35.0,,0.35,8.049999999999999
2006-02-08,23,35.0,,0.35,8.049999999999999
2006-02-09,71,35.0,,0.35,24.849999999999998
2006-02-10,12,35.0,,0.35,4.199999999999999
2006-02-11,18,35.0,,0.35,6.3
2006-02-12,36,35.0,,0.35,12.6
2006-02-13,47,35.0,,0.35,16.45
2006-02-14,24,35.0,,0.35,8.399999999999999
2006-02-15,48,35.0,,0.35,16.799999999999997
2006-02-16,48,35.0,,0.35,16.799999999999997
2006-02-17,38,35.0,,0.35,13.299999999999999
2006-02-18,18,35.0,,0.35,6.3
2006-02-19,19,35.0,,0.35,6.6499999999999995
2006-02-20,52,35.0,,0.35,18.2
2006-02-21,69,35.0,,0.35,24.15
2006-02-22,35,35.0,,0.35,12.25
2006-02-23,59,35.0,,0.35,20.65
2006-02-24,0,35.0,,0.35,0.0
2006-02-25,0,35.0,,0.35,0.0
2006-02-26,55,35.0,,0.35,19.25
2006-02-27,23,35.0,,0.35,8.049999999999999
2006-02-28,45,35.0,,0.35,15.749999999999998
2006-03-01,28,40.0,False,0.4,11.200000000000001
2006-03-02,100,40.0,,0.4,40.0
2006-03-03,30,40.0,,0.4,12.0
2006-03-04,44,40.0,,0.4,17.6
2006-03-05,22,40.0,,0.4,8.8
2006-03-06,85,40.0,,0.4,34.0
2006-03-07,84,40.0,,0.4,33.6
2006-03-08,42,40.0,,0.4,16.8
2006-03-09,57,40.0,,0.4,22.8
2006-03-10,0,40.0,,0.4,0.0
2006-03-11,23,40.0,,0.4,9.200000000000001
2006-03-12,23,40.0,,0.4,9.200000000000001
2006-03-13,14,40.0,,0.4,5.6000000000000005
2006-03-14,70,40.0,,0.4,28.0
2006-03-15,71,40.0,,0.4,28.400000000000002
2006-03-16,14,40.0,,0.4,5.6000000000000005
2006-03-17,77,40.0,,0.4,30.8
2006-03-18,68,40.0,,0.4,27.200000000000003
2006-03-19,0,40.0,,0.4,0.0
2006-03-20,56,40.0,,0.4,22.400000000000002
2006-03-21,54,40.0,,0.4,21.6
2006-03-22,55,40.0,,0.4,22.0
2006-03-23,29,40.0,,0.4,11.600000000000001
2006-03-24,45,40.0,,0.4,18.0
2006-03-25,88,40.0,,0.4,35.2
2006-03-26,67,40.0,,0.4,26.8
2006-03-27,14,40.0,,0.4,5.6000000000000005
2006-03-28,41,40.0,,0.4,16.400000000000002
2006-03-29,56,40.0,,0.4,22.400000000000002
2006-03-30,58,40.0,,0.4,23.200000000000003
2006-03-31,30,40.0,,0.4,12.0
2006-04-01,17,37.0,False,0.37,6.29
2006-04-02,52,37.0,,0.37,19.24
2006-04-03,63,37.0,,0.37,23.31
2006-04-04,52,37.0,,0.37,19.24
2006-04-05,42,37.0,,0.37,15.54
2006-04-06,42,37.0,,0.37,15.54
2006-04-07,34,37.0,,0.37,12.58
2006-04-08,50,37.0,,0.37,18.5
2006-04-09,17,37.0,,0.37,6.29
2006-04-10,21,37.0,,0.37,7.77
2006-04-11,10,37.0,,0.37,3.7
2006-04-12,43,37.0,,0.37,15.91
2006-04-13,44,37.0,,0.37,16.28
2006-04-14,51,37.0,,0.37,18.87
2006-04-15,18,37.0,,0.37,6.66
2006-04-16,19,37.0,,0.37,7.03
2006-04-17,53,37.0,,0.37,19.61
2006-04-18,20,37.0,,0.37,7.4
2006-04-19,73,37.0,,0.37,27.009999999999998
2006-04-20,0,37.0,,0.37,0.0
2006-04-21,45,37.0,,0.37,16.65
2006-04-22,100,37.0,,0.37,37.0
2006-04-23,33,37.0,,0.37,12.209999999999999
2006-04-24,30,37.0,,0.37,11.1
2006-04-25,30,37.0,,0.37,11.1
2006-04-26,31,37.0,,0.37,11.47
2006-04-27,31,37.0,,0.37,11.47
2006-04-28,11,37.0,,0.37,4.07
2006-04-29,0,37.0,,0.37,0.0
2006-04-30,33,37.0,,0.37,12.209999999999999
2006-05-01,39,42.0,False,0.42,16.38
2006-05-02,0,42.0,,0.42,0.0
2006-05-03,10,42.0,,0.42,4.2
2006-05-04,40,42.0,,0.42,16.8
2006-05-05,21,42.0,,0.42,8.82
2006-05-06,17,42.0,,0.42,7.14
2006-05-07,33,42.0,,0.42,13.86
2006-05-08,48,42.0,,0.42,20.16
2006-05-09,38,42.0,,0.42,15.959999999999999
2006-05-10,49,42.0,,0.42,20.58
2006-05-11,39,42.0,,0.42,16.38
2006-05-12,22,42.0,,0.42,9.24
2006-05-13,66,42.0,,0.42,27.72
2006-05-14,0,42.0,,0.42,0.0
2006-05-15,49,42.0,,0.42,20.58
2006-05-16,29,42.0,,0.42,12.18
2006-05-17,10,42.0,,0.42,4.2
2006-05-18,41,42.0,,0.42,17.22
2006-05-19,43,42.0,,0.42,18.06
2006-05-20,17,42.0,,0.42,7.14
2006-05-21,17,42.0,,0.42,7.14
2006-05-22,100,42.0,,0.42,42.0
2006-05-23,30,42.0,,0.42,12.6
2006-05-24,31,42.0,,0.42,13.02
2006-05-25,32,42.0,,0.42,13.44
2006-05-26,23,42.0,,0.42,9.66
2006-05-27,18,42.0,,0.42,7.56
2006-05-28,19,42.0,,0.42,7.9799999999999995
2006-05-29,65,42.0,,0.42,27.3
2006-05-30,10,42.0,,0.42,4.2
2006-05-31,50,42.0,,0.42,21.0
2006-06-01,21,39.0,False,0.39,8.19
2006-06-02,66,39.0,,0.39,25.740000000000002
2006-06-03,16,39.0,,0.39,6.24
2006-06-04,17,39.0,,0.39,6.63
2006-06-05,31,39.0,,0.39,12.09
2006-06-06,0,39.0,,0.39,0.0
2006-06-07,20,39.0,,0.39,7.800000000000001
2006-06-08,21,39.0,,0.39,8.19
2006-06-09,88,39.0,,0.39,34.32
2006-06-10,0,39.0,,0.39,0.0
2006-06-11,34,39.0,,0.39,13.26
2006-06-12,10,39.0,,0.39,3.9000000000000004
2006-06-13,31,39.0,,0.39,12.09
2006-06-14,63,39.0,,0.39,24.57
2006-06-15,22,39.0,,0.39,8.58
2006-06-16,35,39.0,,0.39,13.65
2006-06-17,18,39.0,,0.39,7.0200000000000005
2006-06-18,18,39.0,,0.39,7.0200000000000005
2006-06-19,63,39.0,,0.39,24.57
2006-06-20,51,39.0,,0.39,19.89
2006-06-21,42,39.0,,0.39,16.38
2006-06-22,0,39.0,,0.39,0.0
2006-06-23,22,39.0,,0.39,8.58
2006-06-24,0,39.0,,0.39,0.0
2006-06-25,0,39.0,,0.39,0.0
2006-06-26,20,39.0,,0.39,7.800000000000001
2006-06-27,100,39.0,,0.39,39.0
2006-06-28,10,39.0,,0.39,3.9000000000000004
2006-06-29,31,39.0,,0.39,12.09
2006-06-30,57,39.0,,0.39,22.23
2006-07-01,43,47.0,False,0.47,20.209999999999997
2006-07-02,23,47.0,,0.47,10.809999999999999
2006-07-03,63,47.0,,0.47,29.61
2006-07-04,58,47.0,,0.47,27.259999999999998
2006-07-05,68,47.0,,0.47,31.959999999999997
2006-07-06,100,47.0,,0.47,47.0
2006-07-07,54,47.0,,0.47,25.38
2006-07-08,80,47.0,,0.47,37.599999999999994
2006-07-09,21,47.0,,0.47,9.87
2006-07-10,38,47.0,,0.47,17.86
2006-07-11,48,47.0,,0.47,22.56
2006-07-12,86,47.0,,0.47,40.419999999999995
2006-07-13,38,47.0,,0.47,17.86
2006-07-14,81,47.0,,0.47,38.07
2006-07-15,40,47.0,,0.47,18.799999999999997
2006-07-16,20,47.0,,0.47,9.399999999999999
2006-07-17,25,47.0,,0.47,11.75
2006-07-18,73,47.0,,0.47,34.309999999999995
2006-07-19,87,47.0,,0.47,40.89
2006-07-20,63,47.0,,0.47,29.61
2006-07-21,53,47.0,,0.47,24.91
2006-07-22,39,47.0,,0.47,18.33
2006-07-23,98,47.0,,0.47,46.059999999999995
2006-07-24,61,47.0,,0.47,28.669999999999998
2006-07-25,60,47.0,,0.47,28.2
2006-07-26,61,47.0,,0.47,28.669999999999998
2006-07-27,63,47.0,,0.47,29.61
2006-07-28,39,47.0,,0.47,18.33
2006-07-29,78,47.0,,0.47,36.66
2006-07-30,20,47.0,,0.47,9.399999999999999
2006-07-31,12,47.0,,0.47,5.64
2006-08-01,61,41.0,False,0.41,25.009999999999998
2006-08-02,18,41.0,,0.41,7.38
2006-08-03,100,41.0,,0.41,41.0
2006-08-04,19,41.0,,0.41,7.789999999999999
2006-08-05,43,41.0,,0.41,17.63
2006-08-06,30,41.0,,0.41,12.299999999999999
2006-08-07,90,41.0,,0.41,36.9
2006-08-08,35,41.0,,0.41,14.35
2006-08-09,18,41.0,,0.41,7.38
2006-08-10,72,41.0,,0.41,29.52
2006-08-11,19,41.0,,0.41,7.789999999999999
2006-08-12,28,41.0,,0.41,11.479999999999999
2006-08-13,29,41.0,,0.41,11.889999999999999
2006-08-14,63,41.0,,0.41,25.83
2006-08-15,26,41.0,,0.41,10.66
2006-08-16,36,41.0,,0.41,14.76
2006-08-17,45,41.0,,0.41,18.45
2006-08-18,38,41.0,,0.41,15.579999999999998
2006-08-19,41,41.0,,0.41,16.81
2006-08-20,14,41.0,,0.41,5.739999999999999
2006-08-21,17,41.0,,0.41,6.97
2006-08-22,60,41.0,,0.41,24.599999999999998
2006-08-23,43,41.0,,0.41,17.63
2006-08-24,53,41.0,,0.41,21.73
2006-08-25,28,41.0,,0.41,11.479999999999999
2006-08-26,67,41.0,,0.41,27.47
