date,prosperity_unscaled,prosperity_monthly,isPartial,scale,prosperity
2008-09-22,72,58.0,,0.58,41.76
2008-09-23,65,58.0,,0.58,37.699999999999996
2008-09-24,73,58.0,,0.58,42.339999999999996
2008-09-25,80,58.0,,0.58,46.4
2008-09-26,100,58.0,,0.58,57.99999999999999
2008-09-27,0,58.0,,0.58,0.0
2008-09-28,39,58.0,,0.58,22.619999999999997
2008-09-29,46,58.0,,0.58,26.68
2008-09-30,71,58.0,,0.58,41.18
2008-10-01,87,59.0,False,0.59,51.33
2008-10-02,65,59.0,,0.59,38.35
2008-10-03,44,59.0,,0.59,25.959999999999997
2008-10-04,45,59.0,,0.59,26.549999999999997
2008-10-05,95,59.0,,0.59,56.05
2008-10-06,90,59.0,,0.59,53.099999999999994
2008-10-07,78,59.0,,0.59,46.019999999999996
2008-10-08,67,59.0,,0.59,39.53
2008-10-09,57,59.0,,0.59,33.629999999999995
2008-10-10,54,59.0,,0.59,31.86
2008-10-11,36,59.0,,0.59,21.24
2008-10-12,100,59.0,,0.59,59.0
2008-10-13,88,59.0,,0.59,51.919999999999995
2008-10-14,84,59.0,,0.59,49.559999999999995
2008-10-15,34,59.0,,0.59,20.06
2008-10-16,93,59.0,,0.59,54.87
2008-10-17,75,59.0,,0.59,44.25
2008-10-18,71,59.0,,0.59,41.89
2008-10-19,43,59.0,,0.59,25.369999999999997
2008-10-20,57,59.0,,0.59,33.629999999999995
2008-10-21,68,59.0,,0.59,40.12
2008-10-22,56,59.0,,0.59,33.04
2008-10-23,34,59.0,,0.59,20.06
2008-10-24,55,59.0,,0.59,32.449999999999996
2008-10-25,35,59.0,,0.59,20.65
2008-10-26,44,59.0,,0.59,25.959999999999997
2008-10-27,96,59.0,,0.59,56.64
2008-10-28,100,59.0,,0.59,59.0
2008-10-29,75,59.0,,0.59,44.25
2008-10-30,64,59.0,,0.59,37.76
2008-10-31,71,59.0,,0.59,41.89
2008-11-01,40,61.0,False,0.61,24.4
2008-11-02,80,61.0,,0.61,48.8
2008-11-03,61,61.0,,0.61,37.21
2008-11-04,62,61.0,,0.61,37.82
2008-11-05,46,61.0,,0.61,28.06
2008-11-06,53,61.0,,0.61,32.33
2008-11-07,56,61.0,,0.61,34.16
2008-11-08,100,61.0,,0.61,61.0
2008-11-09,36,61.0,,0.61,21.96
2008-11-10,67,61.0,,0.61,40.87
2008-11-11,43,61.0,,0.61,26.23
2008-11-12,66,61.0,,0.61,40.26
2008-11-13,52,61.0,,0.61,31.72
2008-11-14,75,61.0,,0.61,45.75
2008-11-15,57,61.0,,0.61,34.769999999999996
2008-11-16,50,61.0,,0.61,30.5
2008-11-17,57,61.0,,0.61,34.769999999999996
2008-11-18,57,61.0,,0.61,34.769999999999996
2008-11-19,29,61.0,,0.61,17.69
2008-11-20,44,61.0,,0.61,26.84
2008-11-21,56,61.0,,0.61,34.16
2008-11-22,42,61.0,,0.61,25.62
2008-11-23,29,61.0,,0.61,17.69
2008-11-24,63,61.0,,0.61,38.43
2008-11-25,38,61.0,,0.61,23.18
2008-11-26,48,61.0,,0.61,29.28
2008-11-27,69,61.0,,0.61,42.089999999999996
2008-11-28,28,61.0,,0.61,17.08
2008-11-29,44,61.0,,0.61,26.84
2008-11-30,49,61.0,,0.61,29.89
2008-12-01,46,54.0,False,0.54,24.840000000000003
2008-12-02,56,54.0,,0.54,30.240000000000002
2008-12-03,31,54.0,,0.54,16.740000000000002
2008-12-04,73,54.0,,0.54,39.42
2008-12-05,55,54.0,,0.54,29.700000000000003
2008-12-06,31,54.0,,0.54,16.740000000000002
2008-12-07,23,54.0,,0.54,12.420000000000002
2008-12-08,47,54.0,,0.54,25.380000000000003
2008-12-09,61,54.0,,0.54,32.940000000000005
2008-12-10,87,54.0,,0.54,46.980000000000004
2008-12-11,89,54.0,,0.54,48.06
2008-12-12,78,54.0,,0.54,42.120000000000005
2008-12-13,55,54.0,,0.54,29.700000000000003
2008-12-14,63,54.0,,0.54,34.02
2008-12-15,53,54.0,,0.54,28.62
2008-12-16,72,54.0,,0.54,38.88
2008-12-17,65,54.0,,0.54,35.1
2008-12-18,61,54.0,,0.54,32.940000000000005
2008-12-19,43,54.0,,0.54,23.220000000000002
2008-12-20,50,54.0,,0.54,27.0
2008-12-21,26,54.0,,0.54,14.040000000000001
2008-12-22,24,54.0,,0.54,12.96
2008-12-23,57,54.0,,0.54,30.78
2008-12-24,63,54.0,,0.54,34.02
2008-12-25,34,54.0,,0.54,18.36
2008-12-26,67,54.0,,0.54,36.18
2008-12-27,53,54.0,,0.54,28.62
2008-12-28,45,54.0,,0.54,24.3
2008-12-29,50,54.0,,0.54,27.0
2008-12-30,43,54.0,,0.54,23.220000000000002
2008-12-31,100,54.0,,0.54,54.0
2009-01-01,92,54.0,False,0.54,49.68000000000001
2009-01-02,77,54.0,,0.54,41.580000000000005
2009-01-03,38,54.0,,0.54,20.520000000000003
2009-01-04,38,54.0,,0.54,20.520000000000003
2009-01-05,42,54.0,,0.54,22.68
2009-01-06,66,54.0,,0.54,35.64
2009-01-07,55,54.0,,0.54,29.700000000000003
2009-01-08,61,54.0,,0.54,32.940000000000005
2009-01-09,32,54.0,,0.54,17.28
2009-01-10,59,54.0,,0.54,31.860000000000003
2009-01-11,74,54.0,,0.54,39.96
2009-01-12,100,54.0,,0.54,54.0
2009-01-13,59,54.0,,0.54,31.860000000000003
2009-01-14,35,54.0,,0.54,18.900000000000002
2009-01-15,50,54.0,,0.54,27.0
2009-01-16,68,54.0,,0.54,36.72
2009-01-17,37,54.0,,0.54,19.98
2009-01-18,62,54.0,,0.54,33.480000000000004
2009-01-19,39,54.0,,0.54,21.060000000000002
2009-01-20,50,54.0,,0.54,27.0
2009-01-21,84,54.0,,0.54,45.36
2009-01-22,74,54.0,,0.54,39.96
2009-01-23,26,54.0,,0.54,14.040000000000001
2009-01-24,64,54.0,,0.54,34.56
2009-01-25,22,54.0,,0.54,11.88
2009-01-26,58,54.0,,0.54,31.32
2009-01-27,72,54.0,,0.54,38.88
2009-01-28,58,54.0,,0.54,31.32
2009-01-29,70,54.0,,0.54,37.800000000000004
2009-01-30,31,54.0,,0.54,16.740000000000002
2009-01-31,43,54.0,,0.54,23.220000000000002
2009-02-01,10,62.0,False,0.62,6.2
2009-02-02,42,62.0,,0.62,26.04
2009-02-03,72,62.0,,0.62,44.64
2009-02-04,30,62.0,,0.62,18.6
2009-02-05,37,62.0,,0.62,22.94
2009-02-06,35,62.0,,0.62,21.7
2009-02-07,40,62.0,,0.62,24.8
2009-02-08,25,62.0,,0.62,15.5
2009-02-09,100,62.0,,0.62,62.0
2009-02-10,40,62.0,,0.62,24.8
2009-02-11,53,62.0,,0.62,32.86
2009-02-12,44,62.0,,0.62,27.28
2009-02-13,76,62.0,,0.62,47.12
2009-02-14,57,62.0,,0.62,35.339999999999996
2009-02-15,27,62.0,,0.62,16.74
2009-02-16,19,62.0,,0.62,11.78
2009-02-17,61,62.0,,0.62,37.82
2009-02-18,40,62.0,,0.62,24.8
2009-02-19,27,62.0,,0.62,16.74
2009-02-20,56,62.0,,0.62,34.72
2009-02-21,45,62.0,,0.62,27.9
2009-02-22,46,62.0,,0.62,28.52
2009-02-23,38,62.0,,0.62,23.56
2009-02-24,23,62.0,,0.62,14.26
2009-02-25,47,62.0,,0.62,29.14
2009-02-26,44,62.0,,0.62,27.28
2009-02-27,24,62.0,,0.62,14.879999999999999
2009-02-28,44,62.0,,0.62,27.28
2009-03-01,86,59.0,False,0.59,50.739999999999995
2009-03-02,86,59.0,,0.59,50.739999999999995
2009-03-03,64,59.0,,0.59,37.76
2009-03-04,59,59.0,,0.59,34.809999999999995
2009-03-05,71,59.0,,0.59,41.89
2009-03-06,86,59.0,,0.59,50.739999999999995
2009-03-07,49,59.0,,0.59,28.91
2009-03-08,41,59.0,,0.59,24.189999999999998
2009-03-09,71,59.0,,0.59,41.89
2009-03-10,75,59.0,,0.59,44.25
2009-03-11,71,59.0,,0.59,41.89
2009-03-12,66,59.0,,0.59,38.94
2009-03-13,92,59.0,,0.59,54.279999999999994
2009-03-14,49,59.0,,0.59,28.91
2009-03-15,41,59.0,,0.59,24.189999999999998
2009-03-16,87,59.0,,0.59,51.33
2009-03-17,61,59.0,,0.59,35.989999999999995
2009-03-18,44,59.0,,0.59,25.959999999999997
2009-03-19,38,59.0,,0.59,22.419999999999998
2009-03-20,100,59.0,,0.59,59.0
2009-03-21,58,59.0,,0.59,34.22
2009-03-22,66,59.0,,0.59,38.94
2009-03-23,87,59.0,,0.59,51.33
2009-03-24,53,59.0,,0.59,31.27
2009-03-25,81,59.0,,0.59,47.79
2009-03-26,54,59.0,,0.59,31.86
2009-03-27,75,59.0,,0.59,44.25
2009-03-28,32,59.0,,0.59,18.88
2009-03-29,32,59.0,,0.59,18.88
2009-03-30,91,59.0,,0.59,53.69
2009-03-31,69,59.0,,0.59,40.71
2009-04-01,100,57.0,False,0.57,56.99999999999999
2009-04-02,51,57.0,,0.57,29.069999999999997
2009-04-03,84,57.0,,0.57,47.879999999999995
2009-04-04,26,57.0,,0.57,14.819999999999999
2009-04-05,26,57.0,,0.57,14.819999999999999
2009-04-06,66,57.0,,0.57,37.62
2009-04-07,39,57.0,,0.57,22.229999999999997
2009-04-08,62,57.0,,0.57,35.339999999999996
2009-04-09,59,57.0,,0.57,33.629999999999995
2009-04-10,81,57.0,,0.57,46.169999999999995
2009-04-11,79,57.0,,0.57,45.029999999999994
2009-04-12,9,57.0,,0.57,5.13
2009-04-13,74,57.0,,0.57,42.18
2009-04-14,54,57.0,,0.57,30.779999999999998
2009-04-15,65,57.0,,0.57,37.05
2009-04-16,96,57.0,,0.57,54.72
2009-04-17,68,57.0,,0.57,38.76
2009-04-18,44,57.0,,0.57,25.08
2009-04-19,69,57.0,,0.57,39.33
2009-04-20,39,57.0,,0.57,22.229999999999997
2009-04-21,91,57.0,,0.57,51.87
2009-04-22,55,57.0,,0.57,31.349999999999998
2009-04-23,84,57.0,,0.57,47.879999999999995
2009-04-24,24,57.0,,0.57,13.68
2009-04-25,27,57.0,,0.57,15.389999999999999
2009-04-26,53,57.0,,0.57,30.209999999999997
2009-04-27,77,57.0,,0.57,43.88999999999999
2009-04-28,65,57.0,,0.57,37.05
2009-04-29,60,57.0,,0.57,34.199999999999996
2009-04-30,50,57.0,,0.57,28.499999999999996
2009-05-01,99,51.0,False,0.51,50.49
2009-05-02,46,51.0,,0.51,23.46
2009-05-03,55,51.0,,0.51,28.05
2009-05-04,35,51.0,,0.51,17.85
2009-05-05,58,51.0,,0.51,29.580000000000002
2009-05-06,100,51.0,,0.51,51.0
2009-05-07,97,51.0,,0.51,49.47
2009-05-08,59,51.0,,0.51,30.09
2009-05-09,48,51.0,,0.51,24.48
2009-05-10,80,51.0,,0.51,40.8
2009-05-11,31,51.0,,0.51,15.81
2009-05-12,70,51.0,,0.51,35.7
2009-05-13,89,51.0,,0.51,45.39
2009-05-14,90,51.0,,0.51,45.9
2009-05-15,71,51.0,,0.51,36.21
2009-05-16,65,51.0,,0.51,33.15
2009-05-17,28,51.0,,0.51,14.280000000000001
2009-05-18,54,51.0,,0.51,27.54
2009-05-19,53,51.0,,0.51,27.03
2009-05-20,42,51.0,,0.51,21.42
2009-05-21,37,51.0,,0.51,18.87
2009-05-22,69,51.0,,0.51,35.19
2009-05-23,51,51.0,,0.51,26.01
2009-05-24,73,51.0,,0.51,37.230000000000004
2009-05-25,98,51.0,,0.51,49.980000000000004
2009-05-26,79,51.0,,0.51,40.29
2009-05-27,77,51.0,,0.51,39.27
2009-05-28,85,51.0,,0.51,43.35
2009-05-29,93,51.0,,0.51,47.43
2009-05-30,68,51.0,,0.51,34.68
2009-05-31,79,51.0,,0.51,40.29
2009-06-01,63,60.0,False,0.6,37.8
2009-06-02,46,60.0,,0.6,27.599999999999998
2009-06-03,57,60.0,,0.6,34.199999999999996
2009-06-04,32,60.0,,0.6,19.2
2009-06-05,80,60.0,,0.6,48.0
2009-06-06,41,60.0,,0.6,24.599999999999998
2009-06-07,58,60.0,,0.6,34.8
2009-06-08,94,60.0,,0.6,56.4
2009-06-09,57,60.0,,0.6,34.199999999999996
2009-06-10,100,60.0,,0.6,60.0
2009-06-11,58,60.0,,0.6,34.8
2009-06-12,74,60.0,,0.6,44.4
2009-06-13,66,60.0,,0.6,39.6
2009-06-14,34,60.0,,0.6,20.4
2009-06-15,48,60.0,,0.6,28.799999999999997
2009-06-16,69,60.0,,0.6,41.4
2009-06-17,84,60.0,,0.6,50.4
2009-06-18,27,60.0,,0.6,16.2
2009-06-19,46,60.0,,0.6,27.599999999999998
2009-06-20,33,60.0,,0.6,19.8
2009-06-21,43,60.0,,0.6,25.8
2009-06-22,86,60.0,,0.6,51.6
2009-06-23,84,60.0,,0.6,50.4
2009-06-24,75,60.0,,0.6,45.0
2009-06-25,43,60.0,,0.6,25.8
2009-06-26,85,60.0,,0.6,51.0
2009-06-27,66,60.0,,0.6,39.6
2009-06-28,17,60.0,,0.6,10.2
2009-06-29,53,60.0,,0.6,31.799999999999997
2009-06-30,74,60.0,,0.6,44.4
2009-07-01,75,58.0,False,0.58,43.5
2009-07-02,65,58.0,,0.58,37.699999999999996
2009-07-03,36,58.0,,0.58,20.88
2009-07-04,15,58.0,,0.58,8.7
2009-07-05,8,58.0,,0.58,4.64
2009-07-06,40,58.0,,0.58,23.2
2009-07-07,43,58.0,,0.58,24.939999999999998
2009-07-08,48,58.0,,0.58,27.839999999999996
2009-07-09,48,58.0,,0.58,27.839999999999996
2009-07-10,62,58.0,,0.58,35.96
2009-07-11,27,58.0,,0.58,15.659999999999998
2009-07-12,34,58.0,,0.58,19.72
2009-07-13,43,58.0,,0.58,24.939999999999998
2009-07-14,68,58.0,,0.58,39.44
2009-07-15,40,58.0,,0.58,23.2
2009-07-16,40,58.0,,0.58,23.2
2009-07-17,52,58.0,,0.58,30.159999999999997
2009-07-18,68,58.0,,0.58,39.44
2009-07-19,42,58.0,,0.58,24.36
2009-07-20,48,58.0,,0.58,27.839999999999996
2009-07-21,42,58.0,,0.58,24.36
2009-07-22,68,58.0,,0.58,39.44
2009-07-23,70,58.0,,0.58,40.599999999999994
2009-07-24,18,58.0,,0.58,10.44
2009-07-25,27,58.0,,0.58,15.659999999999998
2009-07-26,27,58.0,,0.58,15.659999999999998
2009-07-27,47,58.0,,0.58,27.259999999999998
2009-07-28,100,58.0,,0.58,57.99999999999999
2009-07-29,26,58.0,,0.58,15.079999999999998
2009-07-30,79,58.0,,0.58,45.82
2009-07-31,60,58.0,,0.58,34.8
2009-08-01,72,66.0,False,0.66,47.52
2009-08-02,15,66.0,,0.66,9.9
2009-08-03,86,66.0,,0.66,56.760000000000005
2009-08-04,69,66.0,,0.66,45.54
2009-08-05,61,66.0,,0.66,40.260000000000005
2009-08-06,86,66.0,,0.66,56.760000000000005
2009-08-07,77,66.0,,0.66,50.82
2009-08-08,43,66.0,,0.66,28.380000000000003
2009-08-09,44,66.0,,0.66,29.040000000000003
2009-08-10,52,66.0,,0.66,34.32
2009-08-11,79,66.0,,0.66,52.14
2009-08-12,85,66.0,,0.66,56.1
2009-08-13,100,66.0,,0.66,66.0
2009-08-14,60,66.0,,0.66,39.6
2009-08-15,87,66.0,,0.66,57.42
2009-08-16,29,66.0,,0.66,19.14
2009-08-17,79,66.0,,0.66,52.14
2009-08-18,55,66.0,,0.66,36.300000000000004
2009-08-19,46,66.0,,0.66,30.360000000000003
2009-08-20,81,66.0,,0.66,53.46
2009-08-21,64,66.0,,0.66,42.24
2009-08-22,55,66.0,,0.66,36.300000000000004
2009-08-23,35,66.0,,0.66,23.1
2009-08-24,61,66.0,,0.66,40.260000000000005
2009-08-25,50,66.0,,0.66,33.0
2009-08-26,60,66.0,,0.66,39.6
2009-08-27,27,66.0,,0.66,17.82
2009-08-28,29,66.0,,0.66,19.14
2009-08-29,46,66.0,,0.66,30.360000000000003
2009-08-30,89,66.0,,0.66,58.74
2009-08-31,100,66.0,,0.66,66.0
2009-09-01,64,65.0,False,0.65,41.6
2009-09-02,77,65.0,,0.65,50.050000000000004
2009-09-03,57,65.0,,0.65,37.050000000000004
2009-09-04,48,65.0,,0.65,31.200000000000003
2009-09-05,40,65.0,,0.65,26.0
2009-09-06,70,65.0,,0.65,45.5
2009-09-07,42,65.0,,0.65,27.3
2009-09-08,51,65.0,,0.65,33.15
2009-09-09,58,65.0,,0.65,37.7
2009-09-10,25,65.0,,0.65,16.25
2009-09-11,58,65.0,,0.65,37.7
2009-09-12,31,65.0,,0.65,20.150000000000002
2009-09-13,13,65.0,,0.65,8.450000000000001
2009-09-14,100,65.0,,0.65,65.0
2009-09-15,86,65.0,,0.65,55.9
2009-09-16,41,65.0,,0.65,26.650000000000002
2009-09-17,63,65.0,,0.65,40.95
2009-09-18,67,65.0,,0.65,43.550000000000004
2009-09-19,19,65.0,,0.65,12.35
2009-09-20,57,65.0,,0.65,37.050000000000004
2009-09-21,100,65.0,,0.65,65.0
2009-09-22,57,65.0,,0.65,37.050000000000004
2009-09-23,37,65.0,,0.65,24.05
2009-09-24,55,65.0,,0.65,35.75
2009-09-25,40,65.0,,0.65,26.0
2009-09-26,38,65.0,,0.65,24.7
2009-09-27,49,65.0,,0.65,31.85
2009-09-28,50,65.0,,0.65,32.5
2009-09-29,37,65.0,,0.65,24.05
2009-09-30,50,65.0,,0.65,32.5
2009-10-01,45,62.0,False,0.62,27.9
2009-10-02,74,62.0,,0.62,45.88
2009-10-03,60,62.0,,0.62,37.2
2009-10-04,58,62.0,,0.62,35.96
2009-10-05,73,62.0,,0.62,45.26
2009-10-06,81,62.0,,0.62,50.22
2009-10-07,73,62.0,,0.62,45.26
2009-10-08,70,62.0,,0.62,43.4
2009-10-09,47,62.0,,0.62,29.14
2009-10-10,45,62.0,,0.62,27.9
2009-10-11,22,62.0,,0.62,13.64
2009-10-12,46,62.0,,0.62,28.52
2009-10-13,90,62.0,,0.62,55.8
2009-10-14,44,62.0,,0.62,27.28
2009-10-15,67,62.0,,0.62,41.54
2009-10-16,72,62.0,,0.62,44.64
2009-10-17,51,62.0,,0.62,31.62
2009-10-18,58,62.0,,0.62,35.96
2009-10-19,63,62.0,,0.62,39.06
2009-10-20,85,62.0,,0.62,52.7
2009-10-21,33,62.0,,0.62,20.46
2009-10-22,48,62.0,,0.62,29.759999999999998
2009-10-23,61,62.0,,0.62,37.82
2009-10-24,57,62.0,,0.62,35.339999999999996
2009-10-25,93,62.0,,0.62,57.66
2009-10-26,38,62.0,,0.62,23.56
2009-10-27,88,62.0,,0.62,54.56
2009-10-28,89,62.0,,0.62,55.18
2009-10-29,100,62.0,,0.62,62.0
2009-10-30,57,62.0,,0.62,35.339999999999996
2009-10-31,30,62.0,,0.62,18.6
2009-11-01,57,59.0,False,0.59,33.629999999999995
2009-11-02,100,59.0,,0.59,59.0
2009-11-03,70,59.0,,0.59,41.3
2009-11-04,61,59.0,,0.59,35.989999999999995
2009-11-05,79,59.0,,0.59,46.61
2009-11-06,66,59.0,,0.59,38.94
2009-11-07,40,59.0,,0.59,23.599999999999998
2009-11-08,47,59.0,,0.59,27.729999999999997
2009-11-09,26,59.0,,0.59,15.34
2009-11-10,64,59.0,,0.59,37.76
2009-11-11,81,59.0,,0.59,47.79
2009-11-12,84,59.0,,0.59,49.559999999999995
2009-11-13,60,59.0,,0.59,35.4
2009-11-14,52,59.0,,0.59,30.68
2009-11-15,58,59.0,,0.59,34.22
2009-11-16,48,59.0,,0.59,28.32
2009-11-17,55,59.0,,0.59,32.449999999999996
2009-11-18,90,59.0,,0.59,53.099999999999994
2009-11-19,56,59.0,,0.59,33.04
2009-11-20,64,59.0,,0.59,37.76
2009-11-21,52,59.0,,0.59,30.68
2009-11-22,26,59.0,,0.59,15.34
2009-11-23,74,59.0,,0.59,43.66
2009-11-24,17,59.0,,0.59,10.03
2009-11-25,49,59.0,,0.59,28.91
2009-11-26,34,59.0,,0.59,20.06
2009-11-27,13,59.0,,0.59,7.67
2009-11-28,53,59.0,,0.59,31.27
2009-11-29,52,59.0,,0.59,30.68
2009-11-30,55,59.0,,0.59,32.449999999999996
2009-12-01,53,70.0,False,0.7,37.099999999999994
2009-12-02,68,70.0,,0.7,47.599999999999994
2009-12-03,44,70.0,,0.7,30.799999999999997
2009-12-04,47,70.0,,0.7,32.9
2009-12-05,69,70.0,,0.7,48.3
2009-12-06,43,70.0,,0.7,30.099999999999998
2009-12-07,40,70.0,,0.7,28.0
2009-12-08,64,70.0,,0.7,44.8
2009-12-09,100,70.0,,0.7,70.0
2009-12-10,59,70.0,,0.7,41.3
2009-12-11,31,70.0,,0.7,21.7
2009-12-12,86,70.0,,0.7,60.199999999999996
2009-12-13,59,70.0,,0.7,41.3
2009-12-14,37,70.0,,0.7,25.9
2009-12-15,40,70.0,,0.7,28.0
2009-12-16,49,70.0,,0.7,34.3
2009-12-17,73,70.0,,0.7,51.099999999999994
2009-12-18,50,70.0,,0.7,35.0
2009-12-19,39,70.0,,0.7,27.299999999999997
2009-12-20,29,70.0,,0.7,20.299999999999997
2009-12-21,29,70.0,,0.7,20.299999999999997
2009-12-22,71,70.0,,0.7,49.699999999999996
2009-12-23,87,70.0,,0.7,60.9
2009-12-24,45,70.0,,0.7,31.499999999999996
2009-12-25,23,70.0,,0.7,16.099999999999998
2009-12-26,26,70.0,,0.7,18.2
2009-12-27,31,70.0,,0.7,21.7
2009-12-28,63,70.0,,0.7,44.099999999999994
2009-12-29,78,70.0,,0.7,54.599999999999994
2009-12-30,69,70.0,,0.7,48.3
2009-12-31,92,70.0,,0.7,64.39999999999999
2010-01-01,92,65.0,False,0.65,59.800000000000004
2010-01-02,100,65.0,,0.65,65.0
2010-01-03,23,65.0,,0.65,14.950000000000001
2010-01-04,69,65.0,,0.65,44.85
2010-01-05,55,65.0,,0.65,35.75
2010-01-06,40,65.0,,0.65,26.0
2010-01-07,55,65.0,,0.65,35.75
2010-01-08,65,65.0,,0.65,42.25
2010-01-09,17,65.0,,0.65,11.05
2010-01-10,68,65.0,,0.65,44.2
2010-01-11,51,65.0,,0.65,33.15
2010-01-12,53,65.0,,0.65,34.45
2010-01-13,35,65.0,,0.65,22.75
2010-01-14,58,65.0,,0.65,37.7
2010-01-15,80,65.0,,0.65,52.0
2010-01-16,34,65.0,,0.65,22.1
2010-01-17,34,65.0,,0.65,22.1
2010-01-18,60,65.0,,0.65,39.0
2010-01-19,45,65.0,,0.65,29.25
2010-01-20,75,65.0,,0.65,48.75
2010-01-21,38,65.0,,0.65,24.7
2010-01-22,36,65.0,,0.65,23.400000000000002
2010-01-23,60,65.0,,0.65,39.0
2010-01-24,27,65.0,,0.65,17.55
2010-01-25,56,65.0,,0.65,36.4
2010-01-26,66,65.0,,0.65,42.9
2010-01-27,48,65.0,,0.65,31.200000000000003
2010-01-28,71,65.0,,0.65,46.15
2010-01-29,43,65.0,,0.65,27.95
2010-01-30,26,65.0,,0.65,16.900000000000002
2010-01-31,49,65.0,,0.65,31.85
2010-02-01,78,59.0,False,0.59,46.019999999999996
2010-02-02,72,59.0,,0.59,42.48
2010-02-03,100,59.0,,0.59,59.0
2010-02-04,69,59.0,,0.59,40.71
2010-02-05,77,59.0,,0.59,45.43
2010-02-06,32,59.0,,0.59,18.88
2010-02-07,61,59.0,,0.59,35.989999999999995
2010-02-08,81,59.0,,0.59,47.79
2010-02-09,54,59.0,,0.59,31.86
2010-02-10,87,59.0,,0.59,51.33
2010-02-11,65,59.0,,0.59,38.35
2010-02-12,85,59.0,,0.59,50.15
2010-02-13,41,59.0,,0.59,24.189999999999998
2010-02-14,50,59.0,,0.59,29.5
2010-02-15,47,59.0,,0.59,27.729999999999997
2010-02-16,56,59.0,,0.59,33.04
2010-02-17,55,59.0,,0.59,32.449999999999996
2010-02-18,61,59.0,,0.59,35.989999999999995
2010-02-19,74,59.0,,0.59,43.66
2010-02-20,48,59.0,,0.59,28.32
2010-02-21,54,59.0,,0.59,31.86
2010-02-22,91,59.0,,0.59,53.69
2010-02-23,54,59.0,,0.59,31.86
2010-02-24,40,59.0,,0.59,23.599999999999998
2010-02-25,55,59.0,,0.59,32.449999999999996
2010-02-26,57,59.0,,0.59,33.629999999999995
2010-02-27,52,59.0,,0.59,30.68
2010-02-28,54,59.0,,0.59,31.86
2010-03-01,80,63.0,False,0.63,50.4
2010-03-02,46,63.0,,0.63,28.98
2010-03-03,29,63.0,,0.63,18.27
2010-03-04,41,63.0,,0.63,25.830000000000002
2010-03-05,54,63.0,,0.63,34.02
2010-03-06,16,63.0,,0.63,10.08
2010-03-07,100,63.0,,0.63,63.0
2010-03-08,52,63.0,,0.63,32.76
2010-03-09,47,63.0,,0.63,29.61
2010-03-10,40,63.0,,0.63,25.2
2010-03-11,33,63.0,,0.63,20.79
2010-03-12,53,63.0,,0.63,33.39
2010-03-13,69,63.0,,0.63,43.47
2010-03-14,32,63.0,,0.63,20.16
2010-03-15,52,63.0,,0.63,32.76
2010-03-16,48,63.0,,0.63,30.240000000000002
2010-03-17,42,63.0,,0.63,26.46
2010-03-18,93,63.0,,0.63,58.59
2010-03-19,56,63.0,,0.63,35.28
2010-03-20,51,63.0,,0.63,32.13
2010-03-21,49,63.0,,0.63,30.87
2010-03-22,18,63.0,,0.63,11.34
2010-03-23,73,63.0,,0.63,45.99
2010-03-24,62,63.0,,0.63,39.06
2010-03-25,40,63.0,,0.63,25.2
2010-03-26,59,63.0,,0.63,37.17
2010-03-27,28,63.0,,0.63,17.64
2010-03-28,16,63.0,,0.63,10.08
2010-03-29,51,63.0,,0.63,32.13
2010-03-30,55,63.0,,0.63,34.65
2010-03-31,45,63.0,,0.63,28.35
2010-04-01,69,61.0,False,0.61,42.089999999999996
2010-04-02,64,61.0,,0.61,39.04
2010-04-03,67,61.0,,0.61,40.87
2010-04-04,43,61.0,,0.61,26.23
2010-04-05,80,61.0,,0.61,48.8
2010-04-06,56,61.0,,0.61,34.16
2010-04-07,76,61.0,,0.61,46.36
2010-04-08,100,61.0,,0.61,61.0
2010-04-09,84,61.0,,0.61,51.24
2010-04-10,64,61.0,,0.61,39.04
2010-04-11,45,61.0,,0.61,27.45
2010-04-12,79,61.0,,0.61,48.19
2010-04-13,74,61.0,,0.61,45.14
2010-04-14,67,61.0,,0.61,40.87
2010-04-15,89,61.0,,0.61,54.29
2010-04-16,94,61.0,,0.61,57.339999999999996
2010-04-17,51,61.0,,0.61,31.11
2010-04-18,38,61.0,,0.61,23.18
2010-04-19,75,61.0,,0.61,45.75
2010-04-20,37,61.0,,0.61,22.57
2010-04-21,59,61.0,,0.61,35.99
2010-04-22,93,61.0,,0.61,56.73
2010-04-23,85,61.0,,0.61,51.85
2010-04-24,12,61.0,,0.61,7.32
2010-04-25,37,61.0,,0.61,22.57
2010-04-26,57,61.0,,0.61,34.769999999999996
2010-04-27,49,61.0,,0.61,29.89
2010-04-28,54,61.0,,0.61,32.94
2010-04-29,74,61.0,,0.61,45.14
2010-04-30,84,61.0,,0.61,51.24
2010-05-01,38,54.0,False,0.54,20.520000000000003
2010-05-02,60,54.0,,0.54,32.400000000000006
2010-05-03,50,54.0,,0.54,27.0
2010-05-04,63,54.0,,0.54,34.02
2010-05-05,69,54.0,,0.54,37.260000000000005
2010-05-06,50,54.0,,0.54,27.0
2010-05-07,87,54.0,,0.54,46.980000000000004
2010-05-08,53,54.0,,0.54,28.62
2010-05-09,0,54.0,,0.54,0.0
2010-05-10,100,54.0,,0.54,54.0
2010-05-11,88,54.0,,0.54,47.52
2010-05-12,70,54.0,,0.54,37.800000000000004
2010-05-13,55,54.0,,0.54,29.700000000000003
2010-05-14,97,54.0,,0.54,52.38
2010-05-15,87,54.0,,0.54,46.980000000000004
