date,deficit fiscal_unscaled,deficit fiscal_monthly,isPartial,scale,deficit fiscal
2016-07-24,0,16.0,,0.16,0.0
2016-07-25,42,16.0,,0.16,6.72
2016-07-26,43,16.0,,0.16,6.88
2016-07-27,43,16.0,,0.16,6.88
2016-07-28,85,16.0,,0.16,13.6
2016-07-29,44,16.0,,0.16,7.04
2016-07-30,0,16.0,,0.16,0.0
2016-07-31,49,16.0,,0.16,7.84
2016-08-01,40,11.0,False,0.11,4.4
2016-08-02,82,11.0,,0.11,9.02
2016-08-03,41,11.0,,0.11,4.51
2016-08-04,0,11.0,,0.11,0.0
2016-08-05,44,11.0,,0.11,4.84
2016-08-06,0,11.0,,0.11,0.0
2016-08-07,0,11.0,,0.11,0.0
2016-08-08,42,11.0,,0.11,4.62
2016-08-09,42,11.0,,0.11,4.62
2016-08-10,0,11.0,,0.11,0.0
2016-08-11,0,11.0,,0.11,0.0
2016-08-12,0,11.0,,0.11,0.0
2016-08-13,100,11.0,,0.11,11.0
2016-08-14,50,11.0,,0.11,5.5
2016-08-15,43,11.0,,0.11,4.73
2016-08-16,43,11.0,,0.11,4.73
2016-08-17,0,11.0,,0.11,0.0
2016-08-18,0,11.0,,0.11,0.0
2016-08-19,45,11.0,,0.11,4.95
2016-08-20,0,11.0,,0.11,0.0
2016-08-21,51,11.0,,0.11,5.61
2016-08-22,0,11.0,,0.11,0.0
2016-08-23,0,11.0,,0.11,0.0
2016-08-24,0,11.0,,0.11,0.0
2016-08-25,40,11.0,,0.11,4.4
2016-08-26,61,11.0,,0.11,6.71
2016-08-27,0,11.0,,0.11,0.0
2016-08-28,47,11.0,,0.11,5.17
2016-08-29,0,11.0,,0.11,0.0
2016-08-30,0,11.0,,0.11,0.0
2016-08-31,0,11.0,,0.11,0.0
2016-09-01,53,15.0,False,0.15,7.949999999999999
2016-09-02,53,15.0,,0.15,7.949999999999999
2016-09-03,0,15.0,,0.15,0.0
2016-09-04,0,15.0,,0.15,0.0
2016-09-05,59,15.0,,0.15,8.85
2016-09-06,52,15.0,,0.15,7.8
2016-09-07,0,15.0,,0.15,0.0
2016-09-08,0,15.0,,0.15,0.0
2016-09-09,0,15.0,,0.15,0.0
2016-09-10,0,15.0,,0.15,0.0
2016-09-11,59,15.0,,0.15,8.85
2016-09-12,50,15.0,,0.15,7.5
2016-09-13,0,15.0,,0.15,0.0
2016-09-14,51,15.0,,0.15,7.6499999999999995
2016-09-15,52,15.0,,0.15,7.8
2016-09-16,53,15.0,,0.15,7.949999999999999
2016-09-17,0,15.0,,0.15,0.0
2016-09-18,58,15.0,,0.15,8.7
2016-09-19,0,15.0,,0.15,0.0
2016-09-20,100,15.0,,0.15,15.0
2016-09-21,100,15.0,,0.15,15.0
2016-09-22,51,15.0,,0.15,7.6499999999999995
2016-09-23,0,15.0,,0.15,0.0
2016-09-24,0,15.0,,0.15,0.0
2016-09-25,0,15.0,,0.15,0.0
2016-09-26,50,15.0,,0.15,7.5
2016-09-27,50,15.0,,0.15,7.5
2016-09-28,51,15.0,,0.15,7.6499999999999995
2016-09-29,51,15.0,,0.15,7.6499999999999995
2016-09-30,53,15.0,,0.15,7.949999999999999
2016-10-01,0,31.0,False,0.31,0.0
2016-10-02,0,31.0,,0.31,0.0
2016-10-03,20,31.0,,0.31,6.2
2016-10-04,39,31.0,,0.31,12.09
2016-10-05,20,31.0,,0.31,6.2
2016-10-06,20,31.0,,0.31,6.2
2016-10-07,0,31.0,,0.31,0.0
2016-10-08,24,31.0,,0.31,7.4399999999999995
2016-10-09,0,31.0,,0.31,0.0
2016-10-10,21,31.0,,0.31,6.51
2016-10-11,20,31.0,,0.31,6.2
2016-10-12,20,31.0,,0.31,6.2
2016-10-13,20,31.0,,0.31,6.2
2016-10-14,0,31.0,,0.31,0.0
2016-10-15,25,31.0,,0.31,7.75
2016-10-16,0,31.0,,0.31,0.0
2016-10-17,20,31.0,,0.31,6.2
2016-10-18,20,31.0,,0.31,6.2
2016-10-19,20,31.0,,0.31,6.2
2016-10-20,0,31.0,,0.31,0.0
2016-10-21,31,31.0,,0.31,9.61
2016-10-22,0,31.0,,0.31,0.0
2016-10-23,48,31.0,,0.31,14.879999999999999
2016-10-24,40,31.0,,0.31,12.4
2016-10-25,20,31.0,,0.31,6.2
2016-10-26,100,31.0,,0.31,31.0
2016-10-27,40,31.0,,0.31,12.4
2016-10-28,42,31.0,,0.31,13.02
2016-10-29,0,31.0,,0.31,0.0
2016-10-30,23,31.0,,0.31,7.13
2016-10-31,40,31.0,,0.31,12.4
2016-11-01,0,47.0,False,0.47,0.0
2016-11-02,45,47.0,,0.47,21.15
2016-11-03,29,47.0,,0.47,13.629999999999999
2016-11-04,63,47.0,,0.47,29.61
2016-11-05,0,47.0,,0.47,0.0
2016-11-06,0,47.0,,0.47,0.0
2016-11-07,0,47.0,,0.47,0.0
2016-11-08,44,47.0,,0.47,20.68
2016-11-09,24,47.0,,0.47,11.28
2016-11-10,92,47.0,,0.47,43.239999999999995
2016-11-11,95,47.0,,0.47,44.65
2016-11-12,74,47.0,,0.47,34.78
2016-11-13,36,47.0,,0.47,16.919999999999998
2016-11-14,30,47.0,,0.47,14.1
2016-11-15,45,47.0,,0.47,21.15
2016-11-16,60,47.0,,0.47,28.2
2016-11-17,45,47.0,,0.47,21.15
2016-11-18,32,47.0,,0.47,15.04
2016-11-19,36,47.0,,0.47,16.919999999999998
2016-11-20,71,47.0,,0.47,33.37
2016-11-21,30,47.0,,0.47,14.1
2016-11-22,31,47.0,,0.47,14.569999999999999
2016-11-23,49,47.0,,0.47,23.029999999999998
2016-11-24,54,47.0,,0.47,25.38
2016-11-25,0,47.0,,0.47,0.0
2016-11-26,0,47.0,,0.47,0.0
2016-11-27,34,47.0,,0.47,15.979999999999999
2016-11-28,97,47.0,,0.47,45.589999999999996
2016-11-29,56,47.0,,0.47,26.32
2016-11-30,100,47.0,,0.47,47.0
2016-12-01,0,45.0,False,0.45,0.0
2016-12-02,51,45.0,,0.45,22.95
2016-12-03,30,45.0,,0.45,13.5
2016-12-04,28,45.0,,0.45,12.6
2016-12-05,91,45.0,,0.45,40.95
2016-12-06,24,45.0,,0.45,10.8
2016-12-07,50,45.0,,0.45,22.5
2016-12-08,100,45.0,,0.45,45.0
2016-12-09,52,45.0,,0.45,23.400000000000002
2016-12-10,77,45.0,,0.45,34.65
2016-12-11,30,45.0,,0.45,13.5
2016-12-12,49,45.0,,0.45,22.05
2016-12-13,74,45.0,,0.45,33.300000000000004
2016-12-14,50,45.0,,0.45,22.5
2016-12-15,26,45.0,,0.45,11.700000000000001
2016-12-16,67,45.0,,0.45,30.150000000000002
2016-12-17,31,45.0,,0.45,13.950000000000001
2016-12-18,31,45.0,,0.45,13.950000000000001
2016-12-19,26,45.0,,0.45,11.700000000000001
2016-12-20,54,45.0,,0.45,24.3
2016-12-21,28,45.0,,0.45,12.6
2016-12-22,0,45.0,,0.45,0.0
2016-12-23,0,45.0,,0.45,0.0
2016-12-24,0,45.0,,0.45,0.0
2016-12-25,0,45.0,,0.45,0.0
2016-12-26,0,45.0,,0.45,0.0
2016-12-27,0,45.0,,0.45,0.0
2016-12-28,0,45.0,,0.45,0.0
2016-12-29,0,45.0,,0.45,0.0
2016-12-30,28,45.0,,0.45,12.6
2016-12-31,0,45.0,,0.45,0.0
2017-01-01,42,22.0,False,0.22,9.24
2017-01-02,37,22.0,,0.22,8.14
2017-01-03,35,22.0,,0.22,7.7
2017-01-04,35,22.0,,0.22,7.7
2017-01-05,0,22.0,,0.22,0.0
2017-01-06,35,22.0,,0.22,7.7
2017-01-07,0,22.0,,0.22,0.0
2017-01-08,0,22.0,,0.22,0.0
2017-01-09,67,22.0,,0.22,14.74
2017-01-10,33,22.0,,0.22,7.26
2017-01-11,33,22.0,,0.22,7.26
2017-01-12,34,22.0,,0.22,7.48
2017-01-13,0,22.0,,0.22,0.0
2017-01-14,0,22.0,,0.22,0.0
2017-01-15,0,22.0,,0.22,0.0
2017-01-16,0,22.0,,0.22,0.0
2017-01-17,33,22.0,,0.22,7.26
2017-01-18,100,22.0,,0.22,22.0
2017-01-19,0,22.0,,0.22,0.0
2017-01-20,33,22.0,,0.22,7.26
2017-01-21,0,22.0,,0.22,0.0
2017-01-22,38,22.0,,0.22,8.36
2017-01-23,64,22.0,,0.22,14.08
2017-01-24,66,22.0,,0.22,14.52
2017-01-25,99,22.0,,0.22,21.78
2017-01-26,0,22.0,,0.22,0.0
2017-01-27,34,22.0,,0.22,7.48
2017-01-28,0,22.0,,0.22,0.0
2017-01-29,0,22.0,,0.22,0.0
2017-01-30,32,22.0,,0.22,7.04
2017-01-31,32,22.0,,0.22,7.04
2017-02-01,100,31.0,False,0.31,31.0
2017-02-02,25,31.0,,0.31,7.75
2017-02-03,27,31.0,,0.31,8.37
2017-02-04,0,31.0,,0.31,0.0
2017-02-05,0,31.0,,0.31,0.0
2017-02-06,25,31.0,,0.31,7.75
2017-02-07,0,31.0,,0.31,0.0
2017-02-08,0,31.0,,0.31,0.0
2017-02-09,0,31.0,,0.31,0.0
2017-02-10,53,31.0,,0.31,16.43
2017-02-11,31,31.0,,0.31,9.61
2017-02-12,0,31.0,,0.31,0.0
2017-02-13,0,31.0,,0.31,0.0
2017-02-14,26,31.0,,0.31,8.06
2017-02-15,0,31.0,,0.31,0.0
2017-02-16,51,31.0,,0.31,15.81
2017-02-17,51,31.0,,0.31,15.81
2017-02-18,0,31.0,,0.31,0.0
2017-02-19,95,31.0,,0.31,29.45
2017-02-20,0,31.0,,0.31,0.0
2017-02-21,0,31.0,,0.31,0.0
2017-02-22,26,31.0,,0.31,8.06
2017-02-23,0,31.0,,0.31,0.0
2017-02-24,78,31.0,,0.31,24.18
2017-02-25,0,31.0,,0.31,0.0
2017-02-26,29,31.0,,0.31,8.99
2017-02-27,24,31.0,,0.31,7.4399999999999995
2017-02-28,48,31.0,,0.31,14.879999999999999
2017-03-01,47,38.0,False,0.38,17.86
2017-03-02,47,38.0,,0.38,17.86
2017-03-03,50,38.0,,0.38,19.0
2017-03-04,89,38.0,,0.38,33.82
2017-03-05,0,38.0,,0.38,0.0
2017-03-06,47,38.0,,0.38,17.86
2017-03-07,23,38.0,,0.38,8.74
2017-03-08,24,38.0,,0.38,9.120000000000001
2017-03-09,0,38.0,,0.38,0.0
2017-03-10,50,38.0,,0.38,19.0
2017-03-11,0,38.0,,0.38,0.0
2017-03-12,56,38.0,,0.38,21.28
2017-03-13,92,38.0,,0.38,34.96
2017-03-14,49,38.0,,0.38,18.62
2017-03-15,25,38.0,,0.38,9.5
2017-03-16,0,38.0,,0.38,0.0
2017-03-17,0,38.0,,0.38,0.0
2017-03-18,30,38.0,,0.38,11.4
2017-03-19,59,38.0,,0.38,22.42
2017-03-20,98,38.0,,0.38,37.24
2017-03-21,100,38.0,,0.38,38.0
2017-03-22,0,38.0,,0.38,0.0
2017-03-23,25,38.0,,0.38,9.5
2017-03-24,0,38.0,,0.38,0.0
2017-03-25,0,38.0,,0.38,0.0
2017-03-26,30,38.0,,0.38,11.4
2017-03-27,0,38.0,,0.38,0.0
2017-03-28,49,38.0,,0.38,18.62
2017-03-29,0,38.0,,0.38,0.0
2017-03-30,76,38.0,,0.38,28.88
2017-03-31,0,38.0,,0.38,0.0
2017-04-01,25,65.0,False,0.65,16.25
2017-04-02,0,65.0,,0.65,0.0
2017-04-03,40,65.0,,0.65,26.0
2017-04-04,50,65.0,,0.65,32.5
2017-04-05,31,65.0,,0.65,20.150000000000002
2017-04-06,60,65.0,,0.65,39.0
2017-04-07,21,65.0,,0.65,13.65
2017-04-08,0,65.0,,0.65,0.0
2017-04-09,25,65.0,,0.65,16.25
2017-04-10,72,65.0,,0.65,46.800000000000004
2017-04-11,31,65.0,,0.65,20.150000000000002
2017-04-12,42,65.0,,0.65,27.3
2017-04-13,42,65.0,,0.65,27.3
2017-04-14,46,65.0,,0.65,29.900000000000002
2017-04-15,0,65.0,,0.65,0.0
2017-04-16,79,65.0,,0.65,51.35
2017-04-17,21,65.0,,0.65,13.65
2017-04-18,51,65.0,,0.65,33.15
2017-04-19,41,65.0,,0.65,26.650000000000002
2017-04-20,52,65.0,,0.65,33.800000000000004
2017-04-21,53,65.0,,0.65,34.45
2017-04-22,100,65.0,,0.65,65.0
2017-04-23,25,65.0,,0.65,16.25
2017-04-24,80,65.0,,0.65,52.0
2017-04-25,60,65.0,,0.65,39.0
2017-04-26,50,65.0,,0.65,32.5
2017-04-27,71,65.0,,0.65,46.15
2017-04-28,31,65.0,,0.65,20.150000000000002
2017-04-29,25,65.0,,0.65,16.25
2017-04-30,37,65.0,,0.65,24.05
2017-05-01,86,38.0,False,0.38,32.68
2017-05-02,100,38.0,,0.38,38.0
2017-05-03,72,38.0,,0.38,27.36
2017-05-04,43,38.0,,0.38,16.34
2017-05-05,45,38.0,,0.38,17.1
2017-05-06,0,38.0,,0.38,0.0
2017-05-07,36,38.0,,0.38,13.68
2017-05-08,58,38.0,,0.38,22.04
2017-05-09,58,38.0,,0.38,22.04
2017-05-10,88,38.0,,0.38,33.44
2017-05-11,30,38.0,,0.38,11.4
2017-05-12,62,38.0,,0.38,23.56
2017-05-13,0,38.0,,0.38,0.0
2017-05-14,38,38.0,,0.38,14.44
2017-05-15,31,38.0,,0.38,11.78
2017-05-16,0,38.0,,0.38,0.0
2017-05-17,32,38.0,,0.38,12.16
2017-05-18,0,38.0,,0.38,0.0
2017-05-19,32,38.0,,0.38,12.16
2017-05-20,0,38.0,,0.38,0.0
2017-05-21,0,38.0,,0.38,0.0
2017-05-22,63,38.0,,0.38,23.94
2017-05-23,0,38.0,,0.38,0.0
2017-05-24,32,38.0,,0.38,12.16
2017-05-25,62,38.0,,0.38,23.56
2017-05-26,0,38.0,,0.38,0.0
2017-05-27,40,38.0,,0.38,15.2
2017-05-28,0,38.0,,0.38,0.0
2017-05-29,0,38.0,,0.38,0.0
2017-05-30,31,38.0,,0.38,11.78
2017-05-31,30,38.0,,0.38,11.4
2017-06-01,48,13.0,False,0.13,6.24
2017-06-02,0,13.0,,0.13,0.0
2017-06-03,0,13.0,,0.13,0.0
2017-06-04,0,13.0,,0.13,0.0
2017-06-05,47,13.0,,0.13,6.11
2017-06-06,46,13.0,,0.13,5.98
2017-06-07,47,13.0,,0.13,6.11
2017-06-08,0,13.0,,0.13,0.0
2017-06-09,48,13.0,,0.13,6.24
2017-06-10,0,13.0,,0.13,0.0
2017-06-11,59,13.0,,0.13,7.67
2017-06-12,0,13.0,,0.13,0.0
2017-06-13,46,13.0,,0.13,5.98
2017-06-14,0,13.0,,0.13,0.0
2017-06-15,48,13.0,,0.13,6.24
2017-06-16,0,13.0,,0.13,0.0
2017-06-17,0,13.0,,0.13,0.0
2017-06-18,0,13.0,,0.13,0.0
2017-06-19,0,13.0,,0.13,0.0
2017-06-20,0,13.0,,0.13,0.0
2017-06-21,45,13.0,,0.13,5.8500000000000005
2017-06-22,92,13.0,,0.13,11.96
2017-06-23,0,13.0,,0.13,0.0
2017-06-24,0,13.0,,0.13,0.0
2017-06-25,58,13.0,,0.13,7.54
2017-06-26,0,13.0,,0.13,0.0
2017-06-27,0,13.0,,0.13,0.0
2017-06-28,100,13.0,,0.13,13.0
2017-06-29,0,13.0,,0.13,0.0
2017-06-30,0,13.0,,0.13,0.0
2017-07-01,98,16.0,False,0.16,15.68
2017-07-02,0,16.0,,0.16,0.0
2017-07-03,0,16.0,,0.16,0.0
2017-07-04,0,16.0,,0.16,0.0
2017-07-05,0,16.0,,0.16,0.0
2017-07-06,84,16.0,,0.16,13.44
2017-07-07,0,16.0,,0.16,0.0
2017-07-08,0,16.0,,0.16,0.0
2017-07-09,0,16.0,,0.16,0.0
2017-07-10,83,16.0,,0.16,13.280000000000001
2017-07-11,0,16.0,,0.16,0.0
2017-07-12,0,16.0,,0.16,0.0
2017-07-13,84,16.0,,0.16,13.44
2017-07-14,86,16.0,,0.16,13.76
2017-07-15,0,16.0,,0.16,0.0
2017-07-16,100,16.0,,0.16,16.0
2017-07-17,84,16.0,,0.16,13.44
2017-07-18,83,16.0,,0.16,13.280000000000001
2017-07-19,0,16.0,,0.16,0.0
2017-07-20,0,16.0,,0.16,0.0
2017-07-21,0,16.0,,0.16,0.0
2017-07-22,97,16.0,,0.16,15.52
2017-07-23,97,16.0,,0.16,15.52
2017-07-24,0,16.0,,0.16,0.0
2017-07-25,0,16.0,,0.16,0.0
2017-07-26,0,16.0,,0.16,0.0
2017-07-27,82,16.0,,0.16,13.120000000000001
2017-07-28,0,16.0,,0.16,0.0
2017-07-29,0,16.0,,0.16,0.0
2017-07-30,98,16.0,,0.16,15.68
2017-07-31,0,16.0,,0.16,0.0
2017-08-01,0,11.0,False,0.11,0.0
2017-08-02,0,11.0,,0.11,0.0
2017-08-03,0,11.0,,0.11,0.0
2017-08-04,0,11.0,,0.11,0.0
2017-08-05,0,11.0,,0.11,0.0
2017-08-06,54,11.0,,0.11,5.94
2017-08-07,0,11.0,,0.11,0.0
2017-08-08,0,11.0,,0.11,0.0
2017-08-09,0,11.0,,0.11,0.0
2017-08-10,46,11.0,,0.11,5.06
2017-08-11,47,11.0,,0.11,5.17
2017-08-12,53,11.0,,0.11,5.83
2017-08-13,53,11.0,,0.11,5.83
2017-08-14,45,11.0,,0.11,4.95
2017-08-15,45,11.0,,0.11,4.95
2017-08-16,0,11.0,,0.11,0.0
2017-08-17,45,11.0,,0.11,4.95
2017-08-18,46,11.0,,0.11,5.06
2017-08-19,0,11.0,,0.11,0.0
2017-08-20,53,11.0,,0.11,5.83
2017-08-21,0,11.0,,0.11,0.0
2017-08-22,45,11.0,,0.11,4.95
2017-08-23,0,11.0,,0.11,0.0
2017-08-24,0,11.0,,0.11,0.0
2017-08-25,0,11.0,,0.11,0.0
2017-08-26,0,11.0,,0.11,0.0
2017-08-27,100,11.0,,0.11,11.0
2017-08-28,0,11.0,,0.11,0.0
2017-08-29,44,11.0,,0.11,4.84
2017-08-30,45,11.0,,0.11,4.95
2017-08-31,0,11.0,,0.11,0.0
2017-09-01,0,16.0,False,0.16,0.0
2017-09-02,0,16.0,,0.16,0.0
2017-09-03,0,16.0,,0.16,0.0
2017-09-04,0,16.0,,0.16,0.0
2017-09-05,0,16.0,,0.16,0.0
2017-09-06,0,16.0,,0.16,0.0
2017-09-07,100,16.0,,0.16,16.0
2017-09-08,33,16.0,,0.16,5.28
2017-09-09,0,16.0,,0.16,0.0
2017-09-10,39,16.0,,0.16,6.24
2017-09-11,66,16.0,,0.16,10.56
2017-09-12,99,16.0,,0.16,15.84
2017-09-13,33,16.0,,0.16,5.28
2017-09-14,34,16.0,,0.16,5.44
2017-09-15,35,16.0,,0.16,5.6000000000000005
2017-09-16,0,16.0,,0.16,0.0
2017-09-17,39,16.0,,0.16,6.24
2017-09-18,0,16.0,,0.16,0.0
2017-09-19,0,16.0,,0.16,0.0
2017-09-20,0,16.0,,0.16,0.0
2017-09-21,0,16.0,,0.16,0.0
2017-09-22,52,16.0,,0.16,8.32
2017-09-23,41,16.0,,0.16,6.5600000000000005
2017-09-24,0,16.0,,0.16,0.0
2017-09-25,0,16.0,,0.16,0.0
2017-09-26,0,16.0,,0.16,0.0
2017-09-27,34,16.0,,0.16,5.44
2017-09-28,68,16.0,,0.16,10.88
2017-09-29,34,16.0,,0.16,5.44
2017-09-30,0,16.0,,0.16,0.0
2017-10-01,17,26.0,False,0.26,4.42
2017-10-02,0,26.0,,0.26,0.0
2017-10-03,28,26.0,,0.26,7.28
2017-10-04,14,26.0,,0.26,3.64
2017-10-05,0,26.0,,0.26,0.0
2017-10-06,0,26.0,,0.26,0.0
2017-10-07,17,26.0,,0.26,4.42
2017-10-08,16,26.0,,0.26,4.16
2017-10-09,14,26.0,,0.26,3.64
2017-10-10,0,26.0,,0.26,0.0
2017-10-11,14,26.0,,0.26,3.64
2017-10-12,0,26.0,,0.26,0.0
2017-10-13,14,26.0,,0.26,3.64
2017-10-14,17,26.0,,0.26,4.42
2017-10-15,16,26.0,,0.26,4.16
2017-10-16,14,26.0,,0.26,3.64
2017-10-17,28,26.0,,0.26,7.28
2017-10-18,14,26.0,,0.26,3.64
2017-10-19,0,26.0,,0.26,0.0
2017-10-20,15,26.0,,0.26,3.9000000000000004
2017-10-21,17,26.0,,0.26,4.42
2017-10-22,17,26.0,,0.26,4.42
2017-10-23,21,26.0,,0.26,5.46
2017-10-24,21,26.0,,0.26,5.46
2017-10-25,28,26.0,,0.26,7.28
2017-10-26,14,26.0,,0.26,3.64
2017-10-27,15,26.0,,0.26,3.9000000000000004
2017-10-28,17,26.0,,0.26,4.42
2017-10-29,100,26.0,,0.26,26.0
2017-10-30,34,26.0,,0.26,8.84
2017-10-31,28,26.0,,0.26,7.28
2017-11-01,29,46.0,False,0.46,13.34
2017-11-02,27,46.0,,0.46,12.42
2017-11-03,57,46.0,,0.46,26.220000000000002
2017-11-04,33,46.0,,0.46,15.180000000000001
2017-11-05,65,46.0,,0.46,29.900000000000002
2017-11-06,27,46.0,,0.46,12.42
2017-11-07,82,46.0,,0.46,37.72
2017-11-08,28,46.0,,0.46,12.88
2017-11-09,42,46.0,,0.46,19.32
2017-11-10,29,46.0,,0.46,13.34
2017-11-11,33,46.0,,0.46,15.180000000000001
2017-11-12,65,46.0,,0.46,29.900000000000002
2017-11-13,41,46.0,,0.46,18.86
2017-11-14,41,46.0,,0.46,18.86
2017-11-15,55,46.0,,0.46,25.3
2017-11-16,41,46.0,,0.46,18.86
2017-11-17,29,46.0,,0.46,13.34
2017-11-18,100,46.0,,0.46,46.0
2017-11-19,83,46.0,,0.46,38.18
2017-11-20,56,46.0,,0.46,25.76
2017-11-21,44,46.0,,0.46,20.240000000000002
2017-11-22,30,46.0,,0.46,13.8
2017-11-23,0,46.0,,0.46,0.0
2017-11-24,0,46.0,,0.46,0.0
2017-11-25,32,46.0,,0.46,14.72
2017-11-26,65,46.0,,0.46,29.900000000000002
2017-11-27,65,46.0,,0.46,29.900000000000002
2017-11-28,81,46.0,,0.46,37.260000000000005
2017-11-29,55,46.0,,0.46,25.3
2017-11-30,82,46.0,,0.46,37.72
2017-12-01,51,43.0,False,0.43,21.93
2017-12-02,0,43.0,,0.43,0.0
2017-12-03,0,43.0,,0.43,0.0
2017-12-04,50,43.0,,0.43,21.5
2017-12-05,62,43.0,,0.43,26.66
2017-12-06,38,43.0,,0.43,16.34
2017-12-07,100,43.0,,0.43,43.0
2017-12-08,26,43.0,,0.43,11.18
2017-12-09,45,43.0,,0.43,19.35
2017-12-10,45,43.0,,0.43,19.35
2017-12-11,37,43.0,,0.43,15.91
2017-12-12,25,43.0,,0.43,10.75
2017-12-13,88,43.0,,0.43,37.839999999999996
2017-12-14,38,43.0,,0.43,16.34
2017-12-15,53,43.0,,0.43,22.79
2017-12-16,0,43.0,,0.43,0.0
2017-12-17,0,43.0,,0.43,0.0
2017-12-18,26,43.0,,0.43,11.18
2017-12-19,39,43.0,,0.43,16.77
2017-12-20,40,43.0,,0.43,17.2
2017-12-21,56,43.0,,0.43,24.08
2017-12-22,0,43.0,,0.43,0.0
2017-12-23,32,43.0,,0.43,13.76
2017-12-24,0,43.0,,0.43,0.0
2017-12-25,0,43.0,,0.43,0.0
2017-12-26,30,43.0,,0.43,12.9
2017-12-27,0,43.0,,0.43,0.0
2017-12-28,28,43.0,,0.43,12.04
2017-12-29,29,43.0,,0.43,12.47
2017-12-30,0,43.0,,0.43,0.0
2017-12-31,30,43.0,,0.43,12.9
2018-01-01,0,24.0,False,0.24,0.0
2018-01-02,0,24.0,,0.24,0.0
2018-01-03,29,24.0,,0.24,6.96
2018-01-04,0,24.0,,0.24,0.0
2018-01-05,59,24.0,,0.24,14.16
2018-01-06,0,24.0,,0.24,0.0
2018-01-07,0,24.0,,0.24,0.0
2018-01-08,0,24.0,,0.24,0.0
2018-01-09,28,24.0,,0.24,6.72
2018-01-10,0,24.0,,0.24,0.0
2018-01-11,0,24.0,,0.24,0.0
2018-01-12,29,24.0,,0.24,6.96
2018-01-13,0,24.0,,0.24,0.0
2018-01-14,33,24.0,,0.24,7.92
2018-01-15,0,24.0,,0.24,0.0
2018-01-16,28,24.0,,0.24,6.72
2018-01-17,28,24.0,,0.24,6.72
2018-01-18,100,24.0,,0.24,24.0
2018-01-19,29,24.0,,0.24,6.96
2018-01-20,34,24.0,,0.24,8.16
2018-01-21,33,24.0,,0.24,7.92
2018-01-22,27,24.0,,0.24,6.4799999999999995
2018-01-23,0,24.0,,0.24,0.0
2018-01-24,28,24.0,,0.24,6.72
2018-01-25,0,24.0,,0.24,0.0
2018-01-26,29,24.0,,0.24,6.96
2018-01-27,0,24.0,,0.24,0.0
2018-01-28,0,24.0,,0.24,0.0
2018-01-29,28,24.0,,0.24,6.72
2018-01-30,28,24.0,,0.24,6.72
2018-01-31,28,24.0,,0.24,6.72
2018-02-01,66,26.0,False,0.26,17.16
2018-02-02,100,26.0,,0.26,26.0
2018-02-03,0,26.0,,0.26,0.0
2018-02-04,38,26.0,,0.26,9.88
2018-02-05,32,26.0,,0.26,8.32
2018-02-06,65,26.0,,0.26,16.900000000000002
2018-02-07,49,26.0,,0.26,12.74
2018-02-08,65,26.0,,0.26,16.900000000000002
2018-02-09,100,26.0,,0.26,26.0
2018-02-10,39,26.0,,0.26,10.14
2018-02-11,77,26.0,,0.26,20.02
2018-02-12,65,26.0,,0.26,16.900000000000002
2018-02-13,49,26.0,,0.26,12.74
2018-02-14,0,26.0,,0.26,0.0
2018-02-15,0,26.0,,0.26,0.0
2018-02-16,0,26.0,,0.26,0.0
2018-02-17,0,26.0,,0.26,0.0
2018-02-18,0,26.0,,0.26,0.0
2018-02-19,34,26.0,,0.26,8.84
2018-02-20,33,26.0,,0.26,8.58
2018-02-21,65,26.0,,0.26,16.900000000000002
2018-02-22,33,26.0,,0.26,8.58
2018-02-23,33,26.0,,0.26,8.58
2018-02-24,0,26.0,,0.26,0.0
2018-02-25,39,26.0,,0.26,10.14
2018-02-26,32,26.0,,0.26,8.32
2018-02-27,49,26.0,,0.26,12.74
2018-02-28,66,26.0,,0.26,17.16
2018-03-01,20,32.0,False,0.32,6.4
2018-03-02,0,32.0,,0.32,0.0
2018-03-03,49,32.0,,0.32,15.68
2018-03-04,0,32.0,,0.32,0.0
2018-03-05,40,32.0,,0.32,12.8
2018-03-06,20,32.0,,0.32,6.4
2018-03-07,31,32.0,,0.32,9.92
2018-03-08,52,32.0,,0.32,16.64
2018-03-09,21,32.0,,0.32,6.72
2018-03-10,0,32.0,,0.32,0.0
2018-03-11,24,32.0,,0.32,7.68
2018-03-12,62,32.0,,0.32,19.84
2018-03-13,31,32.0,,0.32,9.92
2018-03-14,41,32.0,,0.32,13.120000000000001
2018-03-15,0,32.0,,0.32,0.0
2018-03-16,21,32.0,,0.32,6.72
2018-03-17,25,32.0,,0.32,8.0
2018-03-18,0,32.0,,0.32,0.0
2018-03-19,41,32.0,,0.32,13.120000000000001
2018-03-20,20,32.0,,0.32,6.4
2018-03-21,21,32.0,,0.32,6.72
2018-03-22,52,32.0,,0.32,16.64
2018-03-23,22,32.0,,0.32,7.04
2018-03-24,0,32.0,,0.32,0.0
2018-03-25,100,32.0,,0.32,32.0
2018-03-26,21,32.0,,0.32,6.72
2018-03-27,21,32.0,,0.32,6.72
2018-03-28,32,32.0,,0.32,10.24
2018-03-29,43,32.0,,0.32,13.76
2018-03-30,23,32.0,,0.32,7.36
2018-03-31,38,32.0,,0.32,12.16
2018-04-01,0,61.0,False,0.61,0.0
2018-04-02,67,61.0,,0.61,40.87
2018-04-03,32,61.0,,0.61,19.52
2018-04-04,33,61.0,,0.61,20.13
2018-04-05,66,61.0,,0.61,40.26
2018-04-06,66,61.0,,0.61,40.26
