date,deficit fiscal_unscaled,deficit fiscal_monthly,isPartial,scale,deficit fiscal
2014-11-16,0,43.0,,0.43,0.0
2014-11-17,79,43.0,,0.43,33.97
2014-11-18,87,43.0,,0.43,37.41
2014-11-19,0,43.0,,0.43,0.0
2014-11-20,28,43.0,,0.43,12.04
2014-11-21,0,43.0,,0.43,0.0
2014-11-22,0,43.0,,0.43,0.0
2014-11-23,0,43.0,,0.43,0.0
2014-11-24,81,43.0,,0.43,34.83
2014-11-25,56,43.0,,0.43,24.08
2014-11-26,30,43.0,,0.43,12.9
2014-11-27,36,43.0,,0.43,15.48
2014-11-28,100,43.0,,0.43,43.0
2014-11-29,0,43.0,,0.43,0.0
2014-11-30,0,43.0,,0.43,0.0
2014-12-01,61,47.0,False,0.47,28.669999999999998
2014-12-02,49,47.0,,0.47,23.029999999999998
2014-12-03,0,47.0,,0.47,0.0
2014-12-04,76,47.0,,0.47,35.72
2014-12-05,52,47.0,,0.47,24.439999999999998
2014-12-06,48,47.0,,0.47,22.56
2014-12-07,32,47.0,,0.47,15.04
2014-12-08,51,47.0,,0.47,23.97
2014-12-09,100,47.0,,0.47,47.0
2014-12-10,77,47.0,,0.47,36.19
2014-12-11,78,47.0,,0.47,36.66
2014-12-12,27,47.0,,0.47,12.69
2014-12-13,0,47.0,,0.47,0.0
2014-12-14,33,47.0,,0.47,15.51
2014-12-15,53,47.0,,0.47,24.91
2014-12-16,40,47.0,,0.47,18.799999999999997
2014-12-17,41,47.0,,0.47,19.27
2014-12-18,28,47.0,,0.47,13.16
2014-12-19,29,47.0,,0.47,13.629999999999999
2014-12-20,35,47.0,,0.47,16.45
2014-12-21,0,47.0,,0.47,0.0
2014-12-22,0,47.0,,0.47,0.0
2014-12-23,0,47.0,,0.47,0.0
2014-12-24,34,47.0,,0.47,15.979999999999999
2014-12-25,0,47.0,,0.47,0.0
2014-12-26,33,47.0,,0.47,15.51
2014-12-27,0,47.0,,0.47,0.0
2014-12-28,0,47.0,,0.47,0.0
2014-12-29,0,47.0,,0.47,0.0
2014-12-30,29,47.0,,0.47,13.629999999999999
2014-12-31,30,47.0,,0.47,14.1
2015-01-01,33,27.0,False,0.27,8.91
2015-01-02,28,27.0,,0.27,7.5600000000000005
2015-01-03,0,27.0,,0.27,0.0
2015-01-04,0,27.0,,0.27,0.0
2015-01-05,0,27.0,,0.27,0.0
2015-01-06,25,27.0,,0.27,6.75
2015-01-07,25,27.0,,0.27,6.75
2015-01-08,25,27.0,,0.27,6.75
2015-01-09,0,27.0,,0.27,0.0
2015-01-10,31,27.0,,0.27,8.370000000000001
2015-01-11,0,27.0,,0.27,0.0
2015-01-12,25,27.0,,0.27,6.75
2015-01-13,37,27.0,,0.27,9.99
2015-01-14,25,27.0,,0.27,6.75
2015-01-15,0,27.0,,0.27,0.0
2015-01-16,26,27.0,,0.27,7.0200000000000005
2015-01-17,0,27.0,,0.27,0.0
2015-01-18,0,27.0,,0.27,0.0
2015-01-19,0,27.0,,0.27,0.0
2015-01-20,49,27.0,,0.27,13.23
2015-01-21,24,27.0,,0.27,6.48
2015-01-22,37,27.0,,0.27,9.99
2015-01-23,25,27.0,,0.27,6.75
2015-01-24,0,27.0,,0.27,0.0
2015-01-25,0,27.0,,0.27,0.0
2015-01-26,24,27.0,,0.27,6.48
2015-01-27,24,27.0,,0.27,6.48
2015-01-28,25,27.0,,0.27,6.75
2015-01-29,49,27.0,,0.27,13.23
2015-01-30,100,27.0,,0.27,27.0
2015-01-31,30,27.0,,0.27,8.100000000000001
2015-02-01,0,26.0,False,0.26,0.0
2015-02-02,25,26.0,,0.26,6.5
2015-02-03,25,26.0,,0.26,6.5
2015-02-04,100,26.0,,0.26,26.0
2015-02-05,25,26.0,,0.26,6.5
2015-02-06,39,26.0,,0.26,10.14
2015-02-07,32,26.0,,0.26,8.32
2015-02-08,31,26.0,,0.26,8.06
2015-02-09,0,26.0,,0.26,0.0
2015-02-10,24,26.0,,0.26,6.24
2015-02-11,37,26.0,,0.26,9.620000000000001
2015-02-12,25,26.0,,0.26,6.5
2015-02-13,39,26.0,,0.26,10.14
2015-02-14,0,26.0,,0.26,0.0
2015-02-15,32,26.0,,0.26,8.32
2015-02-16,27,26.0,,0.26,7.0200000000000005
2015-02-17,25,26.0,,0.26,6.5
2015-02-18,25,26.0,,0.26,6.5
2015-02-19,25,26.0,,0.26,6.5
2015-02-20,26,26.0,,0.26,6.76
2015-02-21,62,26.0,,0.26,16.12
2015-02-22,32,26.0,,0.26,8.32
2015-02-23,49,26.0,,0.26,12.74
2015-02-24,50,26.0,,0.26,13.0
2015-02-25,25,26.0,,0.26,6.5
2015-02-26,50,26.0,,0.26,13.0
2015-02-27,26,26.0,,0.26,6.76
2015-02-28,31,26.0,,0.26,8.06
2015-03-01,0,46.0,False,0.46,0.0
2015-03-02,78,46.0,,0.46,35.88
2015-03-03,0,46.0,,0.46,0.0
2015-03-04,0,46.0,,0.46,0.0
2015-03-05,39,46.0,,0.46,17.94
2015-03-06,40,46.0,,0.46,18.400000000000002
2015-03-07,100,46.0,,0.46,46.0
2015-03-08,0,46.0,,0.46,0.0
2015-03-09,40,46.0,,0.46,18.400000000000002
2015-03-10,0,46.0,,0.46,0.0
2015-03-11,79,46.0,,0.46,36.34
2015-03-12,40,46.0,,0.46,18.400000000000002
2015-03-13,0,46.0,,0.46,0.0
2015-03-14,0,46.0,,0.46,0.0
2015-03-15,51,46.0,,0.46,23.46
2015-03-16,81,46.0,,0.46,37.260000000000005
2015-03-17,0,46.0,,0.46,0.0
2015-03-18,0,46.0,,0.46,0.0
2015-03-19,80,46.0,,0.46,36.800000000000004
2015-03-20,41,46.0,,0.46,18.86
2015-03-21,0,46.0,,0.46,0.0
2015-03-22,50,46.0,,0.46,23.0
2015-03-23,0,46.0,,0.46,0.0
2015-03-24,80,46.0,,0.46,36.800000000000004
2015-03-25,0,46.0,,0.46,0.0
2015-03-26,48,46.0,,0.46,22.080000000000002
2015-03-27,83,46.0,,0.46,38.18
2015-03-28,56,46.0,,0.46,25.76
2015-03-29,55,46.0,,0.46,25.3
2015-03-30,0,46.0,,0.46,0.0
2015-03-31,0,46.0,,0.46,0.0
2015-04-01,34,65.0,False,0.65,22.1
2015-04-02,23,65.0,,0.65,14.950000000000001
2015-04-03,0,65.0,,0.65,0.0
2015-04-04,0,65.0,,0.65,0.0
2015-04-05,30,65.0,,0.65,19.5
2015-04-06,57,65.0,,0.65,37.050000000000004
2015-04-07,54,65.0,,0.65,35.1
2015-04-08,22,65.0,,0.65,14.3
2015-04-09,33,65.0,,0.65,21.45
2015-04-10,23,65.0,,0.65,14.950000000000001
2015-04-11,29,65.0,,0.65,18.85
2015-04-12,0,65.0,,0.65,0.0
2015-04-13,22,65.0,,0.65,14.3
2015-04-14,22,65.0,,0.65,14.3
2015-04-15,76,65.0,,0.65,49.4
2015-04-16,44,65.0,,0.65,28.6
2015-04-17,23,65.0,,0.65,14.950000000000001
2015-04-18,29,65.0,,0.65,18.85
2015-04-19,57,65.0,,0.65,37.050000000000004
2015-04-20,33,65.0,,0.65,21.45
2015-04-21,55,65.0,,0.65,35.75
2015-04-22,22,65.0,,0.65,14.3
2015-04-23,100,65.0,,0.65,65.0
2015-04-24,23,65.0,,0.65,14.950000000000001
2015-04-25,57,65.0,,0.65,37.050000000000004
2015-04-26,29,65.0,,0.65,18.85
2015-04-27,77,65.0,,0.65,50.050000000000004
2015-04-28,43,65.0,,0.65,27.95
2015-04-29,44,65.0,,0.65,28.6
2015-04-30,22,65.0,,0.65,14.3
2015-05-01,25,31.0,False,0.31,7.75
2015-05-02,0,31.0,,0.31,0.0
2015-05-03,32,31.0,,0.31,9.92
2015-05-04,74,31.0,,0.31,22.94
2015-05-05,73,31.0,,0.31,22.63
2015-05-06,61,31.0,,0.31,18.91
2015-05-07,49,31.0,,0.31,15.19
2015-05-08,0,31.0,,0.31,0.0
2015-05-09,0,31.0,,0.31,0.0
2015-05-10,100,31.0,,0.31,31.0
2015-05-11,25,31.0,,0.31,7.75
2015-05-12,37,31.0,,0.31,11.47
2015-05-13,24,31.0,,0.31,7.4399999999999995
2015-05-14,50,31.0,,0.31,15.5
2015-05-15,26,31.0,,0.31,8.06
2015-05-16,33,31.0,,0.31,10.23
2015-05-17,66,31.0,,0.31,20.46
2015-05-18,74,31.0,,0.31,22.94
2015-05-19,25,31.0,,0.31,7.75
2015-05-20,50,31.0,,0.31,15.5
2015-05-21,52,31.0,,0.31,16.12
2015-05-22,41,31.0,,0.31,12.709999999999999
2015-05-23,0,31.0,,0.31,0.0
2015-05-24,0,31.0,,0.31,0.0
2015-05-25,0,31.0,,0.31,0.0
2015-05-26,74,31.0,,0.31,22.94
2015-05-27,0,31.0,,0.31,0.0
2015-05-28,25,31.0,,0.31,7.75
2015-05-29,26,31.0,,0.31,8.06
2015-05-30,33,31.0,,0.31,10.23
2015-05-31,0,31.0,,0.31,0.0
2015-06-01,0,16.0,False,0.16,0.0
2015-06-02,0,16.0,,0.16,0.0
2015-06-03,0,16.0,,0.16,0.0
2015-06-04,49,16.0,,0.16,7.84
2015-06-05,100,16.0,,0.16,16.0
2015-06-06,63,16.0,,0.16,10.08
2015-06-07,0,16.0,,0.16,0.0
2015-06-08,49,16.0,,0.16,7.84
2015-06-09,47,16.0,,0.16,7.5200000000000005
2015-06-10,49,16.0,,0.16,7.84
2015-06-11,99,16.0,,0.16,15.84
2015-06-12,51,16.0,,0.16,8.16
2015-06-13,0,16.0,,0.16,0.0
2015-06-14,0,16.0,,0.16,0.0
2015-06-15,0,16.0,,0.16,0.0
2015-06-16,72,16.0,,0.16,11.52
2015-06-17,48,16.0,,0.16,7.68
2015-06-18,97,16.0,,0.16,15.52
2015-06-19,0,16.0,,0.16,0.0
2015-06-20,61,16.0,,0.16,9.76
2015-06-21,0,16.0,,0.16,0.0
2015-06-22,0,16.0,,0.16,0.0
2015-06-23,95,16.0,,0.16,15.200000000000001
2015-06-24,0,16.0,,0.16,0.0
2015-06-25,0,16.0,,0.16,0.0
2015-06-26,0,16.0,,0.16,0.0
2015-06-27,0,16.0,,0.16,0.0
2015-06-28,0,16.0,,0.16,0.0
2015-06-29,48,16.0,,0.16,7.68
2015-06-30,0,16.0,,0.16,0.0
2015-07-01,0,18.0,False,0.18,0.0
2015-07-02,0,18.0,,0.18,0.0
2015-07-03,47,18.0,,0.18,8.459999999999999
2015-07-04,0,18.0,,0.18,0.0
2015-07-05,55,18.0,,0.18,9.9
2015-07-06,0,18.0,,0.18,0.0
2015-07-07,77,18.0,,0.18,13.86
2015-07-08,77,18.0,,0.18,13.86
2015-07-09,0,18.0,,0.18,0.0
2015-07-10,41,18.0,,0.18,7.38
2015-07-11,100,18.0,,0.18,18.0
2015-07-12,51,18.0,,0.18,9.18
2015-07-13,0,18.0,,0.18,0.0
2015-07-14,0,18.0,,0.18,0.0
2015-07-15,38,18.0,,0.18,6.84
2015-07-16,39,18.0,,0.18,7.02
2015-07-17,0,18.0,,0.18,0.0
2015-07-18,51,18.0,,0.18,9.18
2015-07-19,0,18.0,,0.18,0.0
2015-07-20,82,18.0,,0.18,14.76
2015-07-21,39,18.0,,0.18,7.02
2015-07-22,0,18.0,,0.18,0.0
2015-07-23,40,18.0,,0.18,7.199999999999999
2015-07-24,41,18.0,,0.18,7.38
2015-07-25,0,18.0,,0.18,0.0
2015-07-26,0,18.0,,0.18,0.0
2015-07-27,0,18.0,,0.18,0.0
2015-07-28,39,18.0,,0.18,7.02
2015-07-29,0,18.0,,0.18,0.0
2015-07-30,0,18.0,,0.18,0.0
2015-07-31,41,18.0,,0.18,7.38
2015-08-01,0,14.0,False,0.14,0.0
2015-08-02,0,14.0,,0.14,0.0
2015-08-03,0,14.0,,0.14,0.0
2015-08-04,0,14.0,,0.14,0.0
2015-08-05,0,14.0,,0.14,0.0
2015-08-06,51,14.0,,0.14,7.140000000000001
2015-08-07,0,14.0,,0.14,0.0
2015-08-08,0,14.0,,0.14,0.0
2015-08-09,0,14.0,,0.14,0.0
2015-08-10,51,14.0,,0.14,7.140000000000001
2015-08-11,0,14.0,,0.14,0.0
2015-08-12,0,14.0,,0.14,0.0
2015-08-13,0,14.0,,0.14,0.0
2015-08-14,53,14.0,,0.14,7.420000000000001
2015-08-15,0,14.0,,0.14,0.0
2015-08-16,65,14.0,,0.14,9.100000000000001
2015-08-17,100,14.0,,0.14,14.000000000000002
2015-08-18,50,14.0,,0.14,7.000000000000001
2015-08-19,0,14.0,,0.14,0.0
2015-08-20,0,14.0,,0.14,0.0
2015-08-21,0,14.0,,0.14,0.0
2015-08-22,0,14.0,,0.14,0.0
2015-08-23,0,14.0,,0.14,0.0
2015-08-24,49,14.0,,0.14,6.86
2015-08-25,0,14.0,,0.14,0.0
2015-08-26,0,14.0,,0.14,0.0
2015-08-27,49,14.0,,0.14,6.86
2015-08-28,0,14.0,,0.14,0.0
2015-08-29,0,14.0,,0.14,0.0
2015-08-30,62,14.0,,0.14,8.680000000000001
2015-08-31,0,14.0,,0.14,0.0
2015-09-01,0,14.0,False,0.14,0.0
2015-09-02,52,14.0,,0.14,7.280000000000001
2015-09-03,0,14.0,,0.14,0.0
2015-09-04,0,14.0,,0.14,0.0
2015-09-05,0,14.0,,0.14,0.0
2015-09-06,0,14.0,,0.14,0.0
2015-09-07,63,14.0,,0.14,8.82
2015-09-08,0,14.0,,0.14,0.0
2015-09-09,0,14.0,,0.14,0.0
2015-09-10,0,14.0,,0.14,0.0
2015-09-11,52,14.0,,0.14,7.280000000000001
2015-09-12,0,14.0,,0.14,0.0
2015-09-13,0,14.0,,0.14,0.0
2015-09-14,100,14.0,,0.14,14.000000000000002
2015-09-15,0,14.0,,0.14,0.0
2015-09-16,0,14.0,,0.14,0.0
2015-09-17,0,14.0,,0.14,0.0
2015-09-18,52,14.0,,0.14,7.280000000000001
2015-09-19,67,14.0,,0.14,9.38
2015-09-20,0,14.0,,0.14,0.0
2015-09-21,49,14.0,,0.14,6.86
2015-09-22,0,14.0,,0.14,0.0
2015-09-23,50,14.0,,0.14,7.000000000000001
2015-09-24,51,14.0,,0.14,7.140000000000001
2015-09-25,52,14.0,,0.14,7.280000000000001
2015-09-26,0,14.0,,0.14,0.0
2015-09-27,0,14.0,,0.14,0.0
2015-09-28,0,14.0,,0.14,0.0
2015-09-29,49,14.0,,0.14,6.86
2015-09-30,74,14.0,,0.14,10.360000000000001
2015-10-01,0,34.0,False,0.34,0.0
2015-10-02,0,34.0,,0.34,0.0
2015-10-03,0,34.0,,0.34,0.0
2015-10-04,0,34.0,,0.34,0.0
2015-10-05,35,34.0,,0.34,11.9
2015-10-06,0,34.0,,0.34,0.0
2015-10-07,0,34.0,,0.34,0.0
2015-10-08,0,34.0,,0.34,0.0
2015-10-09,36,34.0,,0.34,12.24
2015-10-10,0,34.0,,0.34,0.0
2015-10-11,0,34.0,,0.34,0.0
2015-10-12,0,34.0,,0.34,0.0
2015-10-13,35,34.0,,0.34,11.9
2015-10-14,69,34.0,,0.34,23.46
2015-10-15,0,34.0,,0.34,0.0
2015-10-16,0,34.0,,0.34,0.0
2015-10-17,0,34.0,,0.34,0.0
2015-10-18,0,34.0,,0.34,0.0
2015-10-19,34,34.0,,0.34,11.56
2015-10-20,34,34.0,,0.34,11.56
2015-10-21,0,34.0,,0.34,0.0
2015-10-22,35,34.0,,0.34,11.9
2015-10-23,71,34.0,,0.34,24.14
2015-10-24,0,34.0,,0.34,0.0
2015-10-25,0,34.0,,0.34,0.0
2015-10-26,34,34.0,,0.34,11.56
2015-10-27,100,34.0,,0.34,34.0
2015-10-28,0,34.0,,0.34,0.0
2015-10-29,34,34.0,,0.34,11.56
2015-10-30,36,34.0,,0.34,12.24
2015-10-31,0,34.0,,0.34,0.0
2015-11-01,0,59.0,False,0.59,0.0
2015-11-02,100,59.0,,0.59,59.0
2015-11-03,67,59.0,,0.59,39.53
2015-11-04,67,59.0,,0.59,39.53
2015-11-05,34,59.0,,0.59,20.06
2015-11-06,0,59.0,,0.59,0.0
2015-11-07,44,59.0,,0.59,25.959999999999997
2015-11-08,44,59.0,,0.59,25.959999999999997
2015-11-09,84,59.0,,0.59,49.559999999999995
2015-11-10,67,59.0,,0.59,39.53
2015-11-11,70,59.0,,0.59,41.3
2015-11-12,0,59.0,,0.59,0.0
2015-11-13,53,59.0,,0.59,31.27
2015-11-14,86,59.0,,0.59,50.739999999999995
2015-11-15,86,59.0,,0.59,50.739999999999995
2015-11-16,34,59.0,,0.59,20.06
2015-11-17,83,59.0,,0.59,48.97
2015-11-18,68,59.0,,0.59,40.12
2015-11-19,34,59.0,,0.59,20.06
2015-11-20,70,59.0,,0.59,41.3
2015-11-21,0,59.0,,0.59,0.0
2015-11-22,86,59.0,,0.59,50.739999999999995
2015-11-23,0,59.0,,0.59,0.0
2015-11-24,35,59.0,,0.59,20.65
2015-11-25,38,59.0,,0.59,22.419999999999998
2015-11-26,45,59.0,,0.59,26.549999999999997
2015-11-27,42,59.0,,0.59,24.779999999999998
2015-11-28,0,59.0,,0.59,0.0
2015-11-29,87,59.0,,0.59,51.33
2015-11-30,48,59.0,,0.59,28.32
2015-12-01,100,46.0,False,0.46,46.0
2015-12-02,23,46.0,,0.46,10.58
2015-12-03,12,46.0,,0.46,5.5200000000000005
2015-12-04,24,46.0,,0.46,11.040000000000001
2015-12-05,23,46.0,,0.46,10.58
2015-12-06,30,46.0,,0.46,13.8
2015-12-07,46,46.0,,0.46,21.16
2015-12-08,17,46.0,,0.46,7.82
2015-12-09,12,46.0,,0.46,5.5200000000000005
2015-12-10,46,46.0,,0.46,21.16
2015-12-11,24,46.0,,0.46,11.040000000000001
2015-12-12,23,46.0,,0.46,10.58
2015-12-13,15,46.0,,0.46,6.9
2015-12-14,23,46.0,,0.46,10.58
2015-12-15,12,46.0,,0.46,5.5200000000000005
2015-12-16,18,46.0,,0.46,8.280000000000001
2015-12-17,0,46.0,,0.46,0.0
2015-12-18,26,46.0,,0.46,11.96
2015-12-19,32,46.0,,0.46,14.72
2015-12-20,16,46.0,,0.46,7.36
2015-12-21,0,46.0,,0.46,0.0
2015-12-22,0,46.0,,0.46,0.0
2015-12-23,14,46.0,,0.46,6.44
2015-12-24,0,46.0,,0.46,0.0
2015-12-25,0,46.0,,0.46,0.0
2015-12-26,0,46.0,,0.46,0.0
2015-12-27,0,46.0,,0.46,0.0
2015-12-28,0,46.0,,0.46,0.0
2015-12-29,0,46.0,,0.46,0.0
2015-12-30,0,46.0,,0.46,0.0
2015-12-31,0,46.0,,0.46,0.0
2016-01-01,0,26.0,False,0.26,0.0
2016-01-02,0,26.0,,0.26,0.0
2016-01-03,48,26.0,,0.26,12.48
2016-01-04,82,26.0,,0.26,21.32
2016-01-05,41,26.0,,0.26,10.66
2016-01-06,42,26.0,,0.26,10.92
2016-01-07,41,26.0,,0.26,10.66
2016-01-08,0,26.0,,0.26,0.0
2016-01-09,48,26.0,,0.26,12.48
2016-01-10,0,26.0,,0.26,0.0
2016-01-11,40,26.0,,0.26,10.4
2016-01-12,40,26.0,,0.26,10.4
2016-01-13,40,26.0,,0.26,10.4
2016-01-14,38,26.0,,0.26,9.88
2016-01-15,41,26.0,,0.26,10.66
2016-01-16,48,26.0,,0.26,12.48
2016-01-17,47,26.0,,0.26,12.22
2016-01-18,43,26.0,,0.26,11.18
2016-01-19,60,26.0,,0.26,15.600000000000001
2016-01-20,40,26.0,,0.26,10.4
2016-01-21,40,26.0,,0.26,10.4
2016-01-22,0,26.0,,0.26,0.0
2016-01-23,0,26.0,,0.26,0.0
2016-01-24,0,26.0,,0.26,0.0
2016-01-25,100,26.0,,0.26,26.0
2016-01-26,40,26.0,,0.26,10.4
2016-01-27,0,26.0,,0.26,0.0
2016-01-28,0,26.0,,0.26,0.0
2016-01-29,0,26.0,,0.26,0.0
2016-01-30,0,26.0,,0.26,0.0
2016-01-31,0,26.0,,0.26,0.0
2016-02-01,66,26.0,False,0.26,17.16
2016-02-02,98,26.0,,0.26,25.48
2016-02-03,0,26.0,,0.26,0.0
2016-02-04,33,26.0,,0.26,8.58
2016-02-05,0,26.0,,0.26,0.0
2016-02-06,40,26.0,,0.26,10.4
2016-02-07,0,26.0,,0.26,0.0
2016-02-08,0,26.0,,0.26,0.0
2016-02-09,49,26.0,,0.26,12.74
2016-02-10,0,26.0,,0.26,0.0
2016-02-11,33,26.0,,0.26,8.58
2016-02-12,35,26.0,,0.26,9.1
2016-02-13,40,26.0,,0.26,10.4
2016-02-14,0,26.0,,0.26,0.0
2016-02-15,34,26.0,,0.26,8.84
2016-02-16,0,26.0,,0.26,0.0
2016-02-17,33,26.0,,0.26,8.58
2016-02-18,100,26.0,,0.26,26.0
2016-02-19,68,26.0,,0.26,17.68
2016-02-20,41,26.0,,0.26,10.66
2016-02-21,0,26.0,,0.26,0.0
2016-02-22,49,26.0,,0.26,12.74
2016-02-23,33,26.0,,0.26,8.58
2016-02-24,32,26.0,,0.26,8.32
2016-02-25,67,26.0,,0.26,17.42
2016-02-26,34,26.0,,0.26,8.84
2016-02-27,0,26.0,,0.26,0.0
2016-02-28,40,26.0,,0.26,10.4
2016-02-29,95,26.0,,0.26,24.7
2016-03-01,57,39.0,False,0.39,22.23
2016-03-02,38,39.0,,0.39,14.82
2016-03-03,59,39.0,,0.39,23.01
2016-03-04,60,39.0,,0.39,23.400000000000002
2016-03-05,93,39.0,,0.39,36.27
2016-03-06,93,39.0,,0.39,36.27
2016-03-07,39,39.0,,0.39,15.21
2016-03-08,39,39.0,,0.39,15.21
2016-03-09,39,39.0,,0.39,15.21
2016-03-10,79,39.0,,0.39,30.810000000000002
2016-03-11,40,39.0,,0.39,15.600000000000001
2016-03-12,48,39.0,,0.39,18.72
2016-03-13,46,39.0,,0.39,17.94
2016-03-14,39,39.0,,0.39,15.21
2016-03-15,39,39.0,,0.39,15.21
2016-03-16,79,39.0,,0.39,30.810000000000002
2016-03-17,40,39.0,,0.39,15.600000000000001
2016-03-18,41,39.0,,0.39,15.99
2016-03-19,48,39.0,,0.39,18.72
2016-03-20,95,39.0,,0.39,37.050000000000004
2016-03-21,40,39.0,,0.39,15.600000000000001
2016-03-22,40,39.0,,0.39,15.600000000000001
2016-03-23,100,39.0,,0.39,39.0
2016-03-24,41,39.0,,0.39,15.99
2016-03-25,0,39.0,,0.39,0.0
2016-03-26,0,39.0,,0.39,0.0
2016-03-27,50,39.0,,0.39,19.5
2016-03-28,60,39.0,,0.39,23.400000000000002
2016-03-29,80,39.0,,0.39,31.200000000000003
2016-03-30,80,39.0,,0.39,31.200000000000003
2016-03-31,80,39.0,,0.39,31.200000000000003
2016-04-01,20,60.0,False,0.6,12.0
2016-04-02,0,60.0,,0.6,0.0
2016-04-03,23,60.0,,0.6,13.799999999999999
2016-04-04,66,60.0,,0.6,39.6
2016-04-05,57,60.0,,0.6,34.199999999999996
2016-04-06,38,60.0,,0.6,22.8
2016-04-07,48,60.0,,0.6,28.799999999999997
2016-04-08,100,60.0,,0.6,60.0
2016-04-09,23,60.0,,0.6,13.799999999999999
2016-04-10,45,60.0,,0.6,27.0
2016-04-11,38,60.0,,0.6,22.8
2016-04-12,29,60.0,,0.6,17.4
2016-04-13,19,60.0,,0.6,11.4
2016-04-14,19,60.0,,0.6,11.4
2016-04-15,80,60.0,,0.6,48.0
2016-04-16,24,60.0,,0.6,14.399999999999999
2016-04-17,0,60.0,,0.6,0.0
2016-04-18,38,60.0,,0.6,22.8
2016-04-19,29,60.0,,0.6,17.4
2016-04-20,58,60.0,,0.6,34.8
2016-04-21,19,60.0,,0.6,11.4
2016-04-22,39,60.0,,0.6,23.4
2016-04-23,48,60.0,,0.6,28.799999999999997
2016-04-24,23,60.0,,0.6,13.799999999999999
2016-04-25,57,60.0,,0.6,34.199999999999996
2016-04-26,47,60.0,,0.6,28.2
2016-04-27,29,60.0,,0.6,17.4
2016-04-28,29,60.0,,0.6,17.4
2016-04-29,59,60.0,,0.6,35.4
2016-04-30,0,60.0,,0.6,0.0
2016-05-01,85,36.0,False,0.36,30.599999999999998
2016-05-02,82,36.0,,0.36,29.52
2016-05-03,93,36.0,,0.36,33.48
2016-05-04,23,36.0,,0.36,8.28
2016-05-05,48,36.0,,0.36,17.28
2016-05-06,100,36.0,,0.36,36.0
2016-05-07,0,36.0,,0.36,0.0
2016-05-08,0,36.0,,0.36,0.0
2016-05-09,85,36.0,,0.36,30.599999999999998
2016-05-10,48,36.0,,0.36,17.28
2016-05-11,61,36.0,,0.36,21.96
2016-05-12,24,36.0,,0.36,8.64
2016-05-13,25,36.0,,0.36,9.0
2016-05-14,0,36.0,,0.36,0.0
2016-05-15,29,36.0,,0.36,10.44
2016-05-16,48,36.0,,0.36,17.28
2016-05-17,36,36.0,,0.36,12.959999999999999
2016-05-18,24,36.0,,0.36,8.64
2016-05-19,37,36.0,,0.36,13.32
2016-05-20,38,36.0,,0.36,13.68
2016-05-21,0,36.0,,0.36,0.0
2016-05-22,30,36.0,,0.36,10.799999999999999
2016-05-23,24,36.0,,0.36,8.64
2016-05-24,25,36.0,,0.36,9.0
2016-05-25,74,36.0,,0.36,26.64
2016-05-26,25,36.0,,0.36,9.0
2016-05-27,26,36.0,,0.36,9.36
2016-05-28,0,36.0,,0.36,0.0
2016-05-29,31,36.0,,0.36,11.16
2016-05-30,29,36.0,,0.36,10.44
2016-05-31,25,36.0,,0.36,9.0
2016-06-01,99,16.0,False,0.16,15.84
2016-06-02,0,16.0,,0.16,0.0
2016-06-03,50,16.0,,0.16,8.0
2016-06-04,58,16.0,,0.16,9.28
2016-06-05,0,16.0,,0.16,0.0
2016-06-06,0,16.0,,0.16,0.0
2016-06-07,98,16.0,,0.16,15.68
2016-06-08,49,16.0,,0.16,7.84
2016-06-09,0,16.0,,0.16,0.0
2016-06-10,0,16.0,,0.16,0.0
2016-06-11,0,16.0,,0.16,0.0
2016-06-12,0,16.0,,0.16,0.0
2016-06-13,0,16.0,,0.16,0.0
2016-06-14,0,16.0,,0.16,0.0
2016-06-15,100,16.0,,0.16,16.0
2016-06-16,0,16.0,,0.16,0.0
2016-06-17,0,16.0,,0.16,0.0
2016-06-18,0,16.0,,0.16,0.0
2016-06-19,0,16.0,,0.16,0.0
2016-06-20,50,16.0,,0.16,8.0
2016-06-21,50,16.0,,0.16,8.0
2016-06-22,0,16.0,,0.16,0.0
2016-06-23,0,16.0,,0.16,0.0
2016-06-24,0,16.0,,0.16,0.0
2016-06-25,0,16.0,,0.16,0.0
2016-06-26,0,16.0,,0.16,0.0
2016-06-27,50,16.0,,0.16,8.0
2016-06-28,0,16.0,,0.16,0.0
2016-06-29,0,16.0,,0.16,0.0
2016-06-30,0,16.0,,0.16,0.0
2016-07-01,88,16.0,False,0.16,14.08
2016-07-02,0,16.0,,0.16,0.0
2016-07-03,52,16.0,,0.16,8.32
2016-07-04,0,16.0,,0.16,0.0
2016-07-05,0,16.0,,0.16,0.0
2016-07-06,43,16.0,,0.16,6.88
2016-07-07,43,16.0,,0.16,6.88
2016-07-08,0,16.0,,0.16,0.0
2016-07-09,50,16.0,,0.16,8.0
2016-07-10,51,16.0,,0.16,8.16
2016-07-11,44,16.0,,0.16,7.04
2016-07-12,0,16.0,,0.16,0.0
2016-07-13,44,16.0,,0.16,7.04
2016-07-14,42,16.0,,0.16,6.72
2016-07-15,0,16.0,,0.16,0.0
2016-07-16,0,16.0,,0.16,0.0
2016-07-17,0,16.0,,0.16,0.0
2016-07-18,0,16.0,,0.16,0.0
2016-07-19,0,16.0,,0.16,0.0
2016-07-20,0,16.0,,0.16,0.0
2016-07-21,44,16.0,,0.16,7.04
2016-07-22,44,16.0,,0.16,7.04
2016-07-23,100,16.0,,0.16,16.0
