date,profit_unscaled,profit_monthly,isPartial,scale,profit
2008-10-04,58,58,False,0.58,33.64
2008-10-05,45,45,False,0.45,20.25
2008-10-06,85,85,False,0.85,72.25
2008-10-07,88,88,False,0.88,77.44
2008-10-08,100,100,False,1.0,100.0
2008-10-09,73,73,False,0.73,53.29
2008-10-10,80,80,False,0.8,64.0
2008-10-11,55,55,False,0.55,30.250000000000004
2008-10-12,45,45,False,0.45,20.25
2008-10-13,96,96,False,0.96,92.16
2008-10-14,66,66,False,0.66,43.56
2008-10-15,86,86,False,0.86,73.96
2008-10-16,70,70,False,0.7,49.0
2008-10-17,89,89,False,0.89,79.21000000000001
2008-10-18,42,42,False,0.42,17.64
2008-10-19,59,59,False,0.59,34.809999999999995
2008-10-20,84,84,False,0.84,70.56
2008-10-21,78,78,False,0.78,60.84
2008-10-22,86,86,False,0.86,73.96
2008-10-23,83,83,False,0.83,68.89
2008-10-24,64,64,False,0.64,40.96
2008-10-25,54,54,False,0.54,29.160000000000004
2008-10-26,77,77,False,0.77,59.29
2008-10-27,80,80,False,0.8,64.0
2008-10-28,92,92,False,0.92,84.64
2008-10-29,71,71,False,0.71,50.41
2008-10-30,84,84,False,0.84,70.56
2008-10-31,59,59,False,0.59,34.809999999999995
2008-11-01,74,74,False,0.74,54.76
2008-11-02,51,51,False,0.51,26.01
2008-11-03,86,86,False,0.86,73.96
2008-11-04,68,68,False,0.68,46.24
2008-11-05,67,67,False,0.67,44.89
2008-11-06,56,56,False,0.56,31.360000000000003
2008-11-07,86,86,False,0.86,73.96
2008-11-08,54,54,False,0.54,29.160000000000004
2008-11-09,67,67,False,0.67,44.89
2008-11-10,76,76,False,0.76,57.76
2008-11-11,80,80,False,0.8,64.0
2008-11-12,95,95,False,0.95,90.25
2008-11-13,100,100,False,1.0,100.0
2008-11-14,67,67,False,0.67,44.89
2008-11-15,45,45,False,0.45,20.25
2008-11-16,62,62,False,0.62,38.44
2008-11-17,81,81,False,0.81,65.61
2008-11-18,90,90,False,0.9,81.0
2008-11-19,93,93,False,0.93,86.49000000000001
2008-11-20,91,91,False,0.91,82.81
2008-11-21,70,70,False,0.7,49.0
2008-11-22,43,43,False,0.43,18.49
2008-11-23,48,48,False,0.48,23.04
2008-11-24,71,71,False,0.71,50.41
2008-11-25,64,64,False,0.64,40.96
2008-11-26,61,61,False,0.61,37.21
2008-11-27,36,36,False,0.36,12.959999999999999
2008-11-28,51,51,False,0.51,26.01
2008-11-29,41,41,False,0.41,16.81
2008-11-30,78,78,False,0.78,60.84
2008-12-01,88,88,False,0.88,77.44
2008-12-02,100,100,False,1.0,100.0
2008-12-03,100,100,False,1.0,100.0
2008-12-04,93,93,False,0.93,86.49000000000001
2008-12-05,92,92,False,0.92,84.64
2008-12-06,74,74,False,0.74,54.76
2008-12-07,94,94,False,0.94,88.36
2008-12-08,87,87,False,0.87,75.69
2008-12-09,100,100,False,1.0,100.0
2008-12-10,98,98,False,0.98,96.03999999999999
2008-12-11,100,100,False,1.0,100.0
2008-12-12,96,96,False,0.96,92.16
2008-12-13,68,68,False,0.68,46.24
2008-12-14,64,64,False,0.64,40.96
2008-12-15,79,79,False,0.79,62.410000000000004
2008-12-16,91,91,False,0.91,82.81
2008-12-17,90,90,False,0.9,81.0
2008-12-18,83,83,False,0.83,68.89
2008-12-19,58,58,False,0.58,33.64
2008-12-20,32,32,False,0.32,10.24
2008-12-21,28,28,False,0.28,7.840000000000001
2008-12-22,62,62,False,0.62,38.44
2008-12-23,52,52,False,0.52,27.04
2008-12-24,38,38,False,0.38,14.44
2008-12-25,35,35,False,0.35,12.25
2008-12-26,43,43,False,0.43,18.49
2008-12-27,41,41,False,0.41,16.81
2008-12-28,60,60,False,0.6,36.0
2008-12-29,80,80,False,0.8,64.0
2008-12-30,77,77,False,0.77,59.29
2008-12-31,55,55,False,0.55,30.250000000000004
2009-01-01,52,52,False,0.52,27.04
2009-01-02,55,55,False,0.55,30.250000000000004
2009-01-03,42,42,False,0.42,17.64
2009-01-04,56,56,False,0.56,31.360000000000003
2009-01-05,71,71,False,0.71,50.41
2009-01-06,71,71,False,0.71,50.41
2009-01-07,72,72,False,0.72,51.839999999999996
2009-01-08,77,77,False,0.77,59.29
2009-01-09,61,61,False,0.61,37.21
2009-01-10,40,40,False,0.4,16.0
2009-01-11,43,43,False,0.43,18.49
2009-01-12,75,75,False,0.75,56.25
2009-01-13,64,64,False,0.64,40.96
2009-01-14,77,77,False,0.77,59.29
2009-01-15,65,65,False,0.65,42.25
2009-01-16,55,55,False,0.55,30.250000000000004
2009-01-17,56,56,False,0.56,31.360000000000003
2009-01-18,66,66,False,0.66,43.56
2009-01-19,75,75,False,0.75,56.25
2009-01-20,64,64,False,0.64,40.96
2009-01-21,88,88,False,0.88,77.44
2009-01-22,100,100,False,1.0,100.0
2009-01-23,68,68,False,0.68,46.24
2009-01-24,66,66,False,0.66,43.56
2009-01-25,75,75,False,0.75,56.25
2009-01-26,75,75,False,0.75,56.25
2009-01-27,85,85,False,0.85,72.25
2009-01-28,72,72,False,0.72,51.839999999999996
2009-01-29,85,85,False,0.85,72.25
2009-01-30,74,74,False,0.74,54.76
2009-01-31,59,59,False,0.59,34.809999999999995
2009-02-01,59,59,False,0.59,34.809999999999995
2009-02-02,68,68,False,0.68,46.24
2009-02-03,89,89,False,0.89,79.21000000000001
2009-02-04,83,83,False,0.83,68.89
2009-02-05,73,73,False,0.73,53.29
2009-02-06,78,78,False,0.78,60.84
2009-02-07,69,69,False,0.69,47.61
2009-02-08,55,55,False,0.55,30.250000000000004
2009-02-09,91,91,False,0.91,82.81
2009-02-10,83,83,False,0.83,68.89
2009-02-11,76,76,False,0.76,57.76
2009-02-12,78,78,False,0.78,60.84
2009-02-13,59,59,False,0.59,34.809999999999995
2009-02-14,50,50,False,0.5,25.0
2009-02-15,54,54,False,0.54,29.160000000000004
2009-02-16,70,70,False,0.7,49.0
2009-02-17,92,92,False,0.92,84.64
2009-02-18,90,90,False,0.9,81.0
2009-02-19,84,84,False,0.84,70.56
2009-02-20,70,70,False,0.7,49.0
2009-02-21,60,60,False,0.6,36.0
2009-02-22,65,65,False,0.65,42.25
2009-02-23,77,77,False,0.77,59.29
2009-02-24,81,81,False,0.81,65.61
2009-02-25,100,100,False,1.0,100.0
2009-02-26,81,81,False,0.81,65.61
2009-02-27,60,60,False,0.6,36.0
2009-02-28,52,52,False,0.52,27.04
2009-03-01,59,59,False,0.59,34.809999999999995
2009-03-02,82,82,False,0.82,67.24
2009-03-03,91,91,False,0.91,82.81
2009-03-04,98,98,False,0.98,96.03999999999999
2009-03-05,82,82,False,0.82,67.24
2009-03-06,75,75,False,0.75,56.25
2009-03-07,42,42,False,0.42,17.64
2009-03-08,66,66,False,0.66,43.56
2009-03-09,87,87,False,0.87,75.69
2009-03-10,77,77,False,0.77,59.29
2009-03-11,100,100,False,1.0,100.0
2009-03-12,94,94,False,0.94,88.36
2009-03-13,80,80,False,0.8,64.0
2009-03-14,54,54,False,0.54,29.160000000000004
2009-03-15,66,66,False,0.66,43.56
2009-03-16,71,71,False,0.71,50.41
2009-03-17,90,90,False,0.9,81.0
2009-03-18,80,80,False,0.8,64.0
2009-03-19,77,77,False,0.77,59.29
2009-03-20,78,78,False,0.78,60.84
2009-03-21,58,58,False,0.58,33.64
2009-03-22,56,56,False,0.56,31.360000000000003
2009-03-23,73,73,False,0.73,53.29
2009-03-24,92,92,False,0.92,84.64
2009-03-25,76,76,False,0.76,57.76
2009-03-26,98,98,False,0.98,96.03999999999999
2009-03-27,79,79,False,0.79,62.410000000000004
2009-03-28,47,47,False,0.47,22.09
2009-03-29,55,55,False,0.55,30.250000000000004
2009-03-30,83,83,False,0.83,68.89
2009-03-31,69,69,False,0.69,47.61
2009-04-01,83,83,False,0.83,68.89
2009-04-02,84,84,False,0.84,70.56
2009-04-03,65,65,False,0.65,42.25
2009-04-04,48,48,False,0.48,23.04
2009-04-05,55,55,False,0.55,30.250000000000004
2009-04-06,81,81,False,0.81,65.61
2009-04-07,98,98,False,0.98,96.03999999999999
2009-04-08,84,84,False,0.84,70.56
2009-04-09,81,81,False,0.81,65.61
2009-04-10,66,66,False,0.66,43.56
2009-04-11,68,68,False,0.68,46.24
2009-04-12,54,54,False,0.54,29.160000000000004
2009-04-13,78,78,False,0.78,60.84
2009-04-14,80,80,False,0.8,64.0
2009-04-15,82,82,False,0.82,67.24
2009-04-16,73,73,False,0.73,53.29
2009-04-17,64,64,False,0.64,40.96
2009-04-18,41,41,False,0.41,16.81
2009-04-19,73,73,False,0.73,53.29
2009-04-20,79,79,False,0.79,62.410000000000004
2009-04-21,95,95,False,0.95,90.25
2009-04-22,93,93,False,0.93,86.49000000000001
2009-04-23,86,86,False,0.86,73.96
2009-04-24,82,82,False,0.82,67.24
2009-04-25,69,69,False,0.69,47.61
2009-04-26,58,58,False,0.58,33.64
2009-04-27,93,93,False,0.93,86.49000000000001
2009-04-28,100,100,False,1.0,100.0
2009-04-29,74,74,False,0.74,54.76
2009-04-30,78,78,False,0.78,60.84
2009-05-01,77,77,False,0.77,59.29
2009-05-02,56,56,False,0.56,31.360000000000003
2009-05-03,54,54,False,0.54,29.160000000000004
2009-05-04,85,85,False,0.85,72.25
2009-05-05,77,77,False,0.77,59.29
2009-05-06,72,72,False,0.72,51.839999999999996
2009-05-07,83,83,False,0.83,68.89
2009-05-08,74,74,False,0.74,54.76
2009-05-09,55,55,False,0.55,30.250000000000004
2009-05-10,48,48,False,0.48,23.04
2009-05-11,79,79,False,0.79,62.410000000000004
2009-05-12,79,79,False,0.79,62.410000000000004
2009-05-13,67,67,False,0.67,44.89
2009-05-14,73,73,False,0.73,53.29
2009-05-15,56,56,False,0.56,31.360000000000003
2009-05-16,49,49,False,0.49,24.009999999999998
2009-05-17,52,52,False,0.52,27.04
2009-05-18,91,91,False,0.91,82.81
2009-05-19,74,74,False,0.74,54.76
2009-05-20,70,70,False,0.7,49.0
2009-05-21,67,67,False,0.67,44.89
2009-05-22,73,73,False,0.73,53.29
2009-05-23,68,68,False,0.68,46.24
2009-05-24,46,46,False,0.46,21.16
2009-05-25,56,56,False,0.56,31.360000000000003
2009-05-26,86,86,False,0.86,73.96
2009-05-27,87,87,False,0.87,75.69
2009-05-28,100,100,False,1.0,100.0
2009-05-29,61,61,False,0.61,37.21
2009-05-30,39,39,False,0.39,15.21
2009-05-31,60,60,False,0.6,36.0
2009-06-01,95,95,False,0.95,90.25
2009-06-02,90,90,False,0.9,81.0
2009-06-03,92,92,False,0.92,84.64
2009-06-04,81,81,False,0.81,65.61
2009-06-05,82,82,False,0.82,67.24
2009-06-06,64,64,False,0.64,40.96
2009-06-07,53,53,False,0.53,28.09
2009-06-08,88,88,False,0.88,77.44
2009-06-09,96,96,False,0.96,92.16
2009-06-10,100,100,False,1.0,100.0
2009-06-11,71,71,False,0.71,50.41
2009-06-12,71,71,False,0.71,50.41
2009-06-13,51,51,False,0.51,26.01
2009-06-14,69,69,False,0.69,47.61
2009-06-15,98,98,False,0.98,96.03999999999999
2009-06-16,69,69,False,0.69,47.61
2009-06-17,92,92,False,0.92,84.64
2009-06-18,66,66,False,0.66,43.56
2009-06-19,64,64,False,0.64,40.96
2009-06-20,43,43,False,0.43,18.49
2009-06-21,65,65,False,0.65,42.25
2009-06-22,75,75,False,0.75,56.25
2009-06-23,85,85,False,0.85,72.25
2009-06-24,70,70,False,0.7,49.0
2009-06-25,83,83,False,0.83,68.89
2009-06-26,71,71,False,0.71,50.41
2009-06-27,64,64,False,0.64,40.96
2009-06-28,49,49,False,0.49,24.009999999999998
2009-06-29,80,80,False,0.8,64.0
2009-06-30,93,93,False,0.93,86.49000000000001
2009-07-01,75,75,False,0.75,56.25
2009-07-02,52,52,False,0.52,27.04
2009-07-03,47,47,False,0.47,22.09
2009-07-04,51,51,False,0.51,26.01
2009-07-05,48,48,False,0.48,23.04
2009-07-06,91,91,False,0.91,82.81
2009-07-07,68,68,False,0.68,46.24
2009-07-08,83,83,False,0.83,68.89
2009-07-09,77,77,False,0.77,59.29
2009-07-10,64,64,False,0.64,40.96
2009-07-11,46,46,False,0.46,21.16
2009-07-12,46,46,False,0.46,21.16
2009-07-13,75,75,False,0.75,56.25
2009-07-14,65,65,False,0.65,42.25
2009-07-15,100,100,False,1.0,100.0
2009-07-16,81,81,False,0.81,65.61
2009-07-17,75,75,False,0.75,56.25
2009-07-18,50,50,False,0.5,25.0
2009-07-19,59,59,False,0.59,34.809999999999995
2009-07-20,73,73,False,0.73,53.29
2009-07-21,82,82,False,0.82,67.24
2009-07-22,84,84,False,0.84,70.56
2009-07-23,84,84,False,0.84,70.56
2009-07-24,74,74,False,0.74,54.76
2009-07-25,65,65,False,0.65,42.25
2009-07-26,54,54,False,0.54,29.160000000000004
2009-07-27,87,87,False,0.87,75.69
2009-07-28,83,83,False,0.83,68.89
2009-07-29,90,90,False,0.9,81.0
2009-07-30,73,73,False,0.73,53.29
2009-07-31,75,75,False,0.75,56.25
2009-08-01,41,41,False,0.41,16.81
2009-08-02,59,59,False,0.59,34.809999999999995
2009-08-03,69,69,False,0.69,47.61
2009-08-04,74,74,False,0.74,54.76
2009-08-05,89,89,False,0.89,79.21000000000001
2009-08-06,60,60,False,0.6,36.0
2009-08-07,73,73,False,0.73,53.29
2009-08-08,39,39,False,0.39,15.21
2009-08-09,72,72,False,0.72,51.839999999999996
2009-08-10,100,100,False,1.0,100.0
2009-08-11,77,77,False,0.77,59.29
2009-08-12,68,68,False,0.68,46.24
2009-08-13,73,73,False,0.73,53.29
2009-08-14,78,78,False,0.78,60.84
2009-08-15,51,51,False,0.51,26.01
2009-08-16,71,71,False,0.71,50.41
2009-08-17,81,81,False,0.81,65.61
2009-08-18,94,94,False,0.94,88.36
2009-08-19,75,75,False,0.75,56.25
2009-08-20,80,80,False,0.8,64.0
2009-08-21,67,67,False,0.67,44.89
2009-08-22,49,49,False,0.49,24.009999999999998
2009-08-23,52,52,False,0.52,27.04
2009-08-24,80,80,False,0.8,64.0
2009-08-25,81,81,False,0.81,65.61
2009-08-26,81,81,False,0.81,65.61
2009-08-27,72,72,False,0.72,51.839999999999996
2009-08-28,76,76,False,0.76,57.76
2009-08-29,59,59,False,0.59,34.809999999999995
2009-08-30,58,58,False,0.58,33.64
2009-08-31,84,84,False,0.84,70.56
2009-09-01,90,90,False,0.9,81.0
2009-09-02,78,78,False,0.78,60.84
2009-09-03,93,93,False,0.93,86.49000000000001
2009-09-04,80,80,False,0.8,64.0
2009-09-05,46,46,False,0.46,21.16
2009-09-06,65,65,False,0.65,42.25
2009-09-07,73,73,False,0.73,53.29
2009-09-08,86,86,False,0.86,73.96
2009-09-09,78,78,False,0.78,60.84
2009-09-10,77,77,False,0.77,59.29
2009-09-11,76,76,False,0.76,57.76
2009-09-12,60,60,False,0.6,36.0
2009-09-13,67,67,False,0.67,44.89
2009-09-14,95,95,False,0.95,90.25
2009-09-15,96,96,False,0.96,92.16
2009-09-16,93,93,False,0.93,86.49000000000001
2009-09-17,85,85,False,0.85,72.25
2009-09-18,77,77,False,0.77,59.29
2009-09-19,77,77,False,0.77,59.29
2009-09-20,55,55,False,0.55,30.250000000000004
2009-09-21,80,80,False,0.8,64.0
2009-09-22,100,100,False,1.0,100.0
2009-09-23,97,97,False,0.97,94.09
2009-09-24,82,82,False,0.82,67.24
2009-09-25,99,99,False,0.99,98.01
2009-09-26,38,38,False,0.38,14.44
2009-09-27,62,62,False,0.62,38.44
2009-09-28,94,94,False,0.94,88.36
2009-09-29,96,96,False,0.96,92.16
2009-09-30,84,84,False,0.84,70.56
2009-10-01,69,69,False,0.69,47.61
2009-10-02,71,71,False,0.71,50.41
2009-10-03,52,52,False,0.52,27.04
2009-10-04,69,69,False,0.69,47.61
2009-10-05,99,99,False,0.99,98.01
2009-10-06,81,81,False,0.81,65.61
2009-10-07,80,80,False,0.8,64.0
2009-10-08,80,80,False,0.8,64.0
2009-10-09,65,65,False,0.65,42.25
2009-10-10,45,45,False,0.45,20.25
2009-10-11,39,39,False,0.39,15.21
2009-10-12,82,82,False,0.82,67.24
2009-10-13,86,86,False,0.86,73.96
2009-10-14,96,96,False,0.96,92.16
2009-10-15,90,90,False,0.9,81.0
2009-10-16,80,80,False,0.8,64.0
2009-10-17,43,43,False,0.43,18.49
2009-10-18,55,55,False,0.55,30.250000000000004
2009-10-19,87,87,False,0.87,75.69
2009-10-20,80,80,False,0.8,64.0
2009-10-21,93,93,False,0.93,86.49000000000001
2009-10-22,100,100,False,1.0,100.0
2009-10-23,84,84,False,0.84,70.56
2009-10-24,58,58,False,0.58,33.64
2009-10-25,69,69,False,0.69,47.61
2009-10-26,88,88,False,0.88,77.44
2009-10-27,93,93,False,0.93,86.49000000000001
2009-10-28,72,72,False,0.72,51.839999999999996
2009-10-29,73,73,False,0.73,53.29
2009-10-30,76,76,False,0.76,57.76
2009-10-31,61,61,False,0.61,37.21
2009-11-01,55,55,False,0.55,30.250000000000004
2009-11-02,92,92,False,0.92,84.64
2009-11-03,99,99,False,0.99,98.01
2009-11-04,79,79,False,0.79,62.410000000000004
2009-11-05,91,91,False,0.91,82.81
2009-11-06,71,71,False,0.71,50.41
2009-11-07,64,64,False,0.64,40.96
2009-11-08,51,51,False,0.51,26.01
2009-11-09,92,92,False,0.92,84.64
2009-11-10,96,96,False,0.96,92.16
2009-11-11,94,94,False,0.94,88.36
2009-11-12,85,85,False,0.85,72.25
2009-11-13,85,85,False,0.85,72.25
2009-11-14,43,43,False,0.43,18.49
2009-11-15,73,73,False,0.73,53.29
2009-11-16,90,90,False,0.9,81.0
2009-11-17,100,100,False,1.0,100.0
2009-11-18,85,85,False,0.85,72.25
2009-11-19,82,82,False,0.82,67.24
2009-11-20,75,75,False,0.75,56.25
2009-11-21,67,67,False,0.67,44.89
2009-11-22,72,72,False,0.72,51.839999999999996
2009-11-23,80,80,False,0.8,64.0
2009-11-24,85,85,False,0.85,72.25
2009-11-25,55,55,False,0.55,30.250000000000004
2009-11-26,30,30,False,0.3,9.0
2009-11-27,30,30,False,0.3,9.0
2009-11-28,39,39,False,0.39,15.21
2009-11-29,62,62,False,0.62,38.44
2009-11-30,74,74,False,0.74,54.76
2009-12-01,96,96,False,0.96,92.16
2009-12-02,99,99,False,0.99,98.01
2009-12-03,93,93,False,0.93,86.49000000000001
2009-12-04,81,81,False,0.81,65.61
2009-12-05,55,55,False,0.55,30.250000000000004
2009-12-06,55,55,False,0.55,30.250000000000004
2009-12-07,92,92,False,0.92,84.64
2009-12-08,93,93,False,0.93,86.49000000000001
2009-12-09,100,100,False,1.0,100.0
2009-12-10,93,93,False,0.93,86.49000000000001
2009-12-11,71,71,False,0.71,50.41
2009-12-12,46,46,False,0.46,21.16
2009-12-13,60,60,False,0.6,36.0
2009-12-14,90,90,False,0.9,81.0
2009-12-15,88,88,False,0.88,77.44
2009-12-16,75,75,False,0.75,56.25
2009-12-17,88,88,False,0.88,77.44
2009-12-18,75,75,False,0.75,56.25
2009-12-19,34,34,False,0.34,11.56
2009-12-20,46,46,False,0.46,21.16
2009-12-21,66,66,False,0.66,43.56
2009-12-22,65,65,False,0.65,42.25
2009-12-23,49,49,False,0.49,24.009999999999998
2009-12-24,35,35,False,0.35,12.25
2009-12-25,30,30,False,0.3,9.0
2009-12-26,43,43,False,0.43,18.49
2009-12-27,56,56,False,0.56,31.360000000000003
2009-12-28,70,70,False,0.7,49.0
2009-12-29,64,64,False,0.64,40.96
2009-12-30,60,60,False,0.6,36.0
2009-12-31,55,55,False,0.55,30.250000000000004
2010-01-01,42,42,False,0.42,17.64
2010-01-02,38,38,False,0.38,14.44
2010-01-03,55,55,False,0.55,30.250000000000004
2010-01-04,81,81,False,0.81,65.61
2010-01-05,82,82,False,0.82,67.24
2010-01-06,81,81,False,0.81,65.61
2010-01-07,71,71,False,0.71,50.41
2010-01-08,67,67,False,0.67,44.89
2010-01-09,49,49,False,0.49,24.009999999999998
2010-01-10,58,58,False,0.58,33.64
2010-01-11,77,77,False,0.77,59.29
2010-01-12,89,89,False,0.89,79.21000000000001
2010-01-13,92,92,False,0.92,84.64
2010-01-14,93,93,False,0.93,86.49000000000001
2010-01-15,71,71,False,0.71,50.41
2010-01-16,57,57,False,0.57,32.489999999999995
2010-01-17,69,69,False,0.69,47.61
2010-01-18,66,66,False,0.66,43.56
2010-01-19,82,82,False,0.82,67.24
2010-01-20,100,100,False,1.0,100.0
2010-01-21,92,92,False,0.92,84.64
2010-01-22,77,77,False,0.77,59.29
2010-01-23,71,71,False,0.71,50.41
2010-01-24,65,65,False,0.65,42.25
2010-01-25,87,87,False,0.87,75.69
2010-01-26,99,99,False,0.99,98.01
2010-01-27,82,82,False,0.82,67.24
2010-01-28,87,87,False,0.87,75.69
2010-01-29,78,78,False,0.78,60.84
2010-01-30,67,67,False,0.67,44.89
2010-01-31,62,62,False,0.62,38.44
2010-02-01,92,92,False,0.92,84.64
2010-02-02,90,90,False,0.9,81.0
2010-02-03,87,87,False,0.87,75.69
2010-02-04,81,81,False,0.81,65.61
2010-02-05,59,59,False,0.59,34.809999999999995
2010-02-06,48,48,False,0.48,23.04
2010-02-07,45,45,False,0.45,20.25
2010-02-08,89,89,False,0.89,79.21000000000001
2010-02-09,90,90,False,0.9,81.0
2010-02-10,75,75,False,0.75,56.25
2010-02-11,83,83,False,0.83,68.89
2010-02-12,78,78,False,0.78,60.84
2010-02-13,58,58,False,0.58,33.64
2010-02-14,39,39,False,0.39,15.21
2010-02-15,77,77,False,0.77,59.29
2010-02-16,91,91,False,0.91,82.81
2010-02-17,85,85,False,0.85,72.25
2010-02-18,86,86,False,0.86,73.96
2010-02-19,76,76,False,0.76,57.76
2010-02-20,57,57,False,0.57,32.489999999999995
2010-02-21,62,62,False,0.62,38.44
2010-02-22,100,100,False,1.0,100.0
2010-02-23,88,88,False,0.88,77.44
2010-02-24,88,88,False,0.88,77.44
2010-02-25,82,82,False,0.82,67.24
2010-02-26,86,86,False,0.86,73.96
2010-02-27,59,59,False,0.59,34.809999999999995
2010-02-28,60,60,False,0.6,36.0
2010-03-01,87,87,False,0.87,75.69
2010-03-02,90,90,False,0.9,81.0
2010-03-03,95,95,False,0.95,90.25
2010-03-04,84,84,False,0.84,70.56
2010-03-05,73,73,False,0.73,53.29
2010-03-06,67,67,False,0.67,44.89
2010-03-07,58,58,False,0.58,33.64
2010-03-08,78,78,False,0.78,60.84
2010-03-09,96,96,False,0.96,92.16
2010-03-10,100,100,False,1.0,100.0
2010-03-11,89,89,False,0.89,79.21000000000001
2010-03-12,86,86,False,0.86,73.96
2010-03-13,72,72,False,0.72,51.839999999999996
2010-03-14,68,68,False,0.68,46.24
2010-03-15,88,88,False,0.88,77.44
2010-03-16,85,85,False,0.85,72.25
2010-03-17,82,82,False,0.82,67.24
2010-03-18,83,83,False,0.83,68.89
2010-03-19,86,86,False,0.86,73.96
2010-03-20,59,59,False,0.59,34.809999999999995
2010-03-21,85,85,False,0.85,72.25
2010-03-22,98,98,False,0.98,96.03999999999999
2010-03-23,80,80,False,0.8,64.0
2010-03-24,98,98,False,0.98,96.03999999999999
2010-03-25,98,98,False,0.98,96.03999999999999
2010-03-26,81,81,False,0.81,65.61
2010-03-27,49,49,False,0.49,24.009999999999998
2010-03-28,77,77,False,0.77,59.29
2010-03-29,94,94,False,0.94,88.36
2010-03-30,90,90,False,0.9,81.0
2010-03-31,75,75,False,0.75,56.25
2010-04-01,65,65,False,0.65,42.25
2010-04-02,62,62,False,0.62,38.44
2010-04-03,56,56,False,0.56,31.360000000000003
2010-04-04,59,59,False,0.59,34.809999999999995
2010-04-05,85,85,False,0.85,72.25
2010-04-06,82,82,False,0.82,67.24
2010-04-07,85,85,False,0.85,72.25
2010-04-08,80,80,False,0.8,64.0
2010-04-09,83,83,False,0.83,68.89
2010-04-10,55,55,False,0.55,30.250000000000004
2010-04-11,68,68,False,0.68,46.24
2010-04-12,84,84,False,0.84,70.56
2010-04-13,95,95,False,0.95,90.25
2010-04-14,98,98,False,0.98,96.03999999999999
2010-04-15,80,80,False,0.8,64.0
2010-04-16,70,70,False,0.7,49.0
2010-04-17,67,67,False,0.67,44.89
2010-04-18,51,51,False,0.51,26.01
2010-04-19,74,74,False,0.74,54.76
2010-04-20,95,95,False,0.95,90.25
2010-04-21,87,87,False,0.87,75.69
2010-04-22,100,100,False,1.0,100.0
2010-04-23,80,80,False,0.8,64.0
2010-04-24,39,39,False,0.39,15.21
2010-04-25,67,67,False,0.67,44.89
2010-04-26,72,72,False,0.72,51.839999999999996
2010-04-27,87,87,False,0.87,75.69
2010-04-28,86,86,False,0.86,73.96
2010-04-29,84,84,False,0.84,70.56
2010-04-30,74,74,False,0.74,54.76
2010-05-01,41,41,False,0.41,16.81
2010-05-02,62,62,False,0.62,38.44
2010-05-03,100,100,False,1.0,100.0
2010-05-04,73,73,False,0.73,53.29
2010-05-05,80,80,False,0.8,64.0
2010-05-06,84,84,False,0.84,70.56
2010-05-07,61,61,False,0.61,37.21
2010-05-08,40,40,False,0.4,16.0
2010-05-09,51,51,False,0.51,26.01
2010-05-10,91,91,False,0.91,82.81
2010-05-11,85,85,False,0.85,72.25
2010-05-12,89,89,False,0.89,79.21000000000001
2010-05-13,75,75,False,0.75,56.25
2010-05-14,75,75,False,0.75,56.25
2010-05-15,64,64,False,0.64,40.96
2010-05-16,60,60,False,0.6,36.0
2010-05-17,92,92,False,0.92,84.64
2010-05-18,73,73,False,0.73,53.29
2010-05-19,68,68,False,0.68,46.24
2010-05-20,75,75,False,0.75,56.25
2010-05-21,52,52,False,0.52,27.04
2010-05-22,52,52,False,0.52,27.04
2010-05-23,60,60,False,0.6,36.0
2010-05-24,76,76,False,0.76,57.76
2010-05-25,84,84,False,0.84,70.56
2010-05-26,94,94,False,0.94,88.36
2010-05-27,73,73,False,0.73,53.29
2010-05-28,62,62,False,0.62,38.44
2010-05-29,41,41,False,0.41,16.81
2010-05-30,46,46,False,0.46,21.16
2010-05-31,44,44,False,0.44,19.36
2010-06-01,82,82,False,0.82,67.24
2010-06-02,92,92,False,0.92,84.64
2010-06-03,93,93,False,0.93,86.49000000000001
2010-06-04,76,76,False,0.76,57.76
2010-06-05,53,53,False,0.53,28.09
2010-06-06,47,47,False,0.47,22.09
2010-06-07,87,87,False,0.87,75.69
2010-06-08,76,76,False,0.76,57.76
2010-06-09,86,86,False,0.86,73.96
2010-06-10,87,87,False,0.87,75.69
2010-06-11,81,81,False,0.81,65.61
2010-06-12,45,45,False,0.45,20.25
2010-06-13,66,66,False,0.66,43.56
2010-06-14,94,94,False,0.94,88.36
2010-06-15,88,88,False,0.88,77.44
2010-06-16,87,87,False,0.87,75.69
2010-06-17,80,80,False,0.8,64.0
2010-06-18,85,85,False,0.85,72.25
2010-06-19,63,63,False,0.63,39.69
2010-06-20,39,39,False,0.39,15.21
2010-06-21,85,85,False,0.85,72.25
2010-06-22,69,69,False,0.69,47.61
2010-06-23,88,88,False,0.88,77.44
2010-06-24,81,81,False,0.81,65.61
2010-06-25,76,76,False,0.76,57.76
2010-06-26,50,50,False,0.5,25.0
2010-06-27,58,58,False,0.58,33.64
2010-06-28,80,80,False,0.8,64.0
2010-06-29,100,100,False,1.0,100.0
2010-06-30,76,76,False,0.76,57.76
2010-07-01,80,80,False,0.8,64.0
2010-07-02,55,55,False,0.55,30.250000000000004
2010-07-03,48,48,False,0.48,23.04
2010-07-04,47,47,False,0.47,22.09
2010-07-05,51,51,False,0.51,26.01
2010-07-06,91,91,False,0.91,82.81
2010-07-07,77,77,False,0.77,59.29
2010-07-08,66,66,False,0.66,43.56
2010-07-09,79,79,False,0.79,62.410000000000004
2010-07-10,57,57,False,0.57,32.489999999999995
