date,loan_unscaled,loan_monthly,isPartial,scale,loan
2008-09-06,65,66.0,,0.66,42.9
2008-09-07,54,66.0,,0.66,35.64
2008-09-08,93,66.0,,0.66,61.38
2008-09-09,95,66.0,,0.66,62.7
2008-09-10,93,66.0,,0.66,61.38
2008-09-11,78,66.0,,0.66,51.480000000000004
2008-09-12,75,66.0,,0.66,49.5
2008-09-13,58,66.0,,0.66,38.28
2008-09-14,52,66.0,,0.66,34.32
2008-09-15,87,66.0,,0.66,57.42
2008-09-16,90,66.0,,0.66,59.400000000000006
2008-09-17,92,66.0,,0.66,60.720000000000006
2008-09-18,100,66.0,,0.66,66.0
2008-09-19,91,66.0,,0.66,60.06
2008-09-20,68,66.0,,0.66,44.88
2008-09-21,61,66.0,,0.66,40.260000000000005
2008-09-22,92,66.0,,0.66,60.720000000000006
2008-09-23,88,66.0,,0.66,58.080000000000005
2008-09-24,100,66.0,,0.66,66.0
2008-09-25,85,66.0,,0.66,56.1
2008-09-26,72,66.0,,0.66,47.52
2008-09-27,64,66.0,,0.66,42.24
2008-09-28,56,66.0,,0.66,36.96
2008-09-29,90,66.0,,0.66,59.400000000000006
2008-09-30,87,66.0,,0.66,57.42
2008-10-01,97,63.0,False,0.63,61.11
2008-10-02,91,63.0,,0.63,57.33
2008-10-03,83,63.0,,0.63,52.29
2008-10-04,62,63.0,,0.63,39.06
2008-10-05,58,63.0,,0.63,36.54
2008-10-06,93,63.0,,0.63,58.59
2008-10-07,100,63.0,,0.63,63.0
2008-10-08,100,63.0,,0.63,63.0
2008-10-09,90,63.0,,0.63,56.7
2008-10-10,88,63.0,,0.63,55.44
2008-10-11,65,63.0,,0.63,40.95
2008-10-12,62,63.0,,0.63,39.06
2008-10-13,85,63.0,,0.63,53.55
2008-10-14,93,63.0,,0.63,58.59
2008-10-15,97,63.0,,0.63,61.11
2008-10-16,89,63.0,,0.63,56.07
2008-10-17,76,63.0,,0.63,47.88
2008-10-18,63,63.0,,0.63,39.69
2008-10-19,51,63.0,,0.63,32.13
2008-10-20,86,63.0,,0.63,54.18
2008-10-21,85,63.0,,0.63,53.55
2008-10-22,90,63.0,,0.63,56.7
2008-10-23,91,63.0,,0.63,57.33
2008-10-24,87,63.0,,0.63,54.81
2008-10-25,63,63.0,,0.63,39.69
2008-10-26,56,63.0,,0.63,35.28
2008-10-27,79,63.0,,0.63,49.77
2008-10-28,90,63.0,,0.63,56.7
2008-10-29,91,63.0,,0.63,57.33
2008-10-30,85,63.0,,0.63,53.55
2008-10-31,77,63.0,,0.63,48.51
2008-11-01,71,57.0,False,0.57,40.47
2008-11-02,65,57.0,,0.57,37.05
2008-11-03,78,57.0,,0.57,44.459999999999994
2008-11-04,76,57.0,,0.57,43.31999999999999
2008-11-05,78,57.0,,0.57,44.459999999999994
2008-11-06,86,57.0,,0.57,49.019999999999996
2008-11-07,89,57.0,,0.57,50.73
2008-11-08,65,57.0,,0.57,37.05
2008-11-09,68,57.0,,0.57,38.76
2008-11-10,90,57.0,,0.57,51.3
2008-11-11,100,57.0,,0.57,56.99999999999999
2008-11-12,92,57.0,,0.57,52.44
2008-11-13,88,57.0,,0.57,50.16
2008-11-14,97,57.0,,0.57,55.28999999999999
2008-11-15,66,57.0,,0.57,37.62
2008-11-16,59,57.0,,0.57,33.629999999999995
2008-11-17,97,57.0,,0.57,55.28999999999999
2008-11-18,93,57.0,,0.57,53.01
2008-11-19,90,57.0,,0.57,51.3
2008-11-20,94,57.0,,0.57,53.58
2008-11-21,90,57.0,,0.57,51.3
2008-11-22,72,57.0,,0.57,41.04
2008-11-23,54,57.0,,0.57,30.779999999999998
2008-11-24,85,57.0,,0.57,48.449999999999996
2008-11-25,94,57.0,,0.57,53.58
2008-11-26,86,57.0,,0.57,49.019999999999996
2008-11-27,59,57.0,,0.57,33.629999999999995
2008-11-28,71,57.0,,0.57,40.47
2008-11-29,72,57.0,,0.57,41.04
2008-11-30,63,57.0,,0.57,35.91
2008-12-01,81,66.0,False,0.66,53.46
2008-12-02,87,66.0,,0.66,57.42
2008-12-03,83,66.0,,0.66,54.78
2008-12-04,83,66.0,,0.66,54.78
2008-12-05,78,66.0,,0.66,51.480000000000004
2008-12-06,64,66.0,,0.66,42.24
2008-12-07,57,66.0,,0.66,37.620000000000005
2008-12-08,83,66.0,,0.66,54.78
2008-12-09,82,66.0,,0.66,54.120000000000005
2008-12-10,74,66.0,,0.66,48.84
2008-12-11,77,66.0,,0.66,50.82
2008-12-12,83,66.0,,0.66,54.78
2008-12-13,59,66.0,,0.66,38.940000000000005
2008-12-14,50,66.0,,0.66,33.0
2008-12-15,83,66.0,,0.66,54.78
2008-12-16,95,66.0,,0.66,62.7
2008-12-17,90,66.0,,0.66,59.400000000000006
2008-12-18,97,66.0,,0.66,64.02
2008-12-19,87,66.0,,0.66,57.42
2008-12-20,58,66.0,,0.66,38.28
2008-12-21,56,66.0,,0.66,36.96
2008-12-22,82,66.0,,0.66,54.120000000000005
2008-12-23,83,66.0,,0.66,54.78
2008-12-24,64,66.0,,0.66,42.24
2008-12-25,41,66.0,,0.66,27.060000000000002
2008-12-26,69,66.0,,0.66,45.54
2008-12-27,63,66.0,,0.66,41.580000000000005
2008-12-28,58,66.0,,0.66,38.28
2008-12-29,99,66.0,,0.66,65.34
2008-12-30,100,66.0,,0.66,66.0
2008-12-31,93,66.0,,0.66,61.38
2009-01-01,58,77.0,False,0.77,44.660000000000004
2009-01-02,84,77.0,,0.77,64.68
2009-01-03,64,77.0,,0.77,49.28
2009-01-04,61,77.0,,0.77,46.97
2009-01-05,93,77.0,,0.77,71.61
2009-01-06,99,77.0,,0.77,76.23
2009-01-07,97,77.0,,0.77,74.69
2009-01-08,95,77.0,,0.77,73.15
2009-01-09,86,77.0,,0.77,66.22
2009-01-10,67,77.0,,0.77,51.59
2009-01-11,61,77.0,,0.77,46.97
2009-01-12,93,77.0,,0.77,71.61
2009-01-13,100,77.0,,0.77,77.0
2009-01-14,84,77.0,,0.77,64.68
2009-01-15,96,77.0,,0.77,73.92
2009-01-16,81,77.0,,0.77,62.370000000000005
2009-01-17,73,77.0,,0.77,56.21
2009-01-18,58,77.0,,0.77,44.660000000000004
2009-01-19,69,77.0,,0.77,53.13
2009-01-20,80,77.0,,0.77,61.6
2009-01-21,94,77.0,,0.77,72.38
2009-01-22,80,77.0,,0.77,61.6
2009-01-23,95,77.0,,0.77,73.15
2009-01-24,74,77.0,,0.77,56.980000000000004
2009-01-25,60,77.0,,0.77,46.2
2009-01-26,96,77.0,,0.77,73.92
2009-01-27,88,77.0,,0.77,67.76
2009-01-28,74,77.0,,0.77,56.980000000000004
2009-01-29,90,77.0,,0.77,69.3
2009-01-30,91,77.0,,0.77,70.07000000000001
2009-01-31,71,77.0,,0.77,54.67
2009-02-01,67,75.0,False,0.75,50.25
2009-02-02,94,75.0,,0.75,70.5
2009-02-03,95,75.0,,0.75,71.25
2009-02-04,91,75.0,,0.75,68.25
2009-02-05,88,75.0,,0.75,66.0
2009-02-06,91,75.0,,0.75,68.25
2009-02-07,71,75.0,,0.75,53.25
2009-02-08,71,75.0,,0.75,53.25
2009-02-09,91,75.0,,0.75,68.25
2009-02-10,93,75.0,,0.75,69.75
2009-02-11,88,75.0,,0.75,66.0
2009-02-12,83,75.0,,0.75,62.25
2009-02-13,93,75.0,,0.75,69.75
2009-02-14,67,75.0,,0.75,50.25
2009-02-15,61,75.0,,0.75,45.75
2009-02-16,85,75.0,,0.75,63.75
2009-02-17,94,75.0,,0.75,70.5
2009-02-18,100,75.0,,0.75,75.0
2009-02-19,98,75.0,,0.75,73.5
2009-02-20,99,75.0,,0.75,74.25
2009-02-21,82,75.0,,0.75,61.5
2009-02-22,72,75.0,,0.75,54.0
2009-02-23,94,75.0,,0.75,70.5
2009-02-24,96,75.0,,0.75,72.0
2009-02-25,94,75.0,,0.75,70.5
2009-02-26,90,75.0,,0.75,67.5
2009-02-27,89,75.0,,0.75,66.75
2009-02-28,67,75.0,,0.75,50.25
2009-03-01,55,78.0,False,0.78,42.9
2009-03-02,83,78.0,,0.78,64.74000000000001
2009-03-03,100,78.0,,0.78,78.0
2009-03-04,96,78.0,,0.78,74.88
2009-03-05,91,78.0,,0.78,70.98
2009-03-06,79,78.0,,0.78,61.620000000000005
2009-03-07,71,78.0,,0.78,55.38
2009-03-08,65,78.0,,0.78,50.7
2009-03-09,87,78.0,,0.78,67.86
2009-03-10,92,78.0,,0.78,71.76
2009-03-11,83,78.0,,0.78,64.74000000000001
2009-03-12,81,78.0,,0.78,63.18
2009-03-13,83,78.0,,0.78,64.74000000000001
2009-03-14,73,78.0,,0.78,56.940000000000005
2009-03-15,66,78.0,,0.78,51.480000000000004
2009-03-16,91,78.0,,0.78,70.98
2009-03-17,91,78.0,,0.78,70.98
2009-03-18,92,78.0,,0.78,71.76
2009-03-19,88,78.0,,0.78,68.64
2009-03-20,90,78.0,,0.78,70.2
2009-03-21,71,78.0,,0.78,55.38
2009-03-22,66,78.0,,0.78,51.480000000000004
2009-03-23,93,78.0,,0.78,72.54
2009-03-24,99,78.0,,0.78,77.22
2009-03-25,97,78.0,,0.78,75.66
2009-03-26,92,78.0,,0.78,71.76
2009-03-27,85,78.0,,0.78,66.3
2009-03-28,69,78.0,,0.78,53.82
2009-03-29,60,78.0,,0.78,46.800000000000004
2009-03-30,89,78.0,,0.78,69.42
2009-03-31,96,78.0,,0.78,74.88
2009-04-01,86,78.0,False,0.78,67.08
2009-04-02,89,78.0,,0.78,69.42
2009-04-03,86,78.0,,0.78,67.08
2009-04-04,69,78.0,,0.78,53.82
2009-04-05,56,78.0,,0.78,43.68
2009-04-06,97,78.0,,0.78,75.66
2009-04-07,91,78.0,,0.78,70.98
2009-04-08,86,78.0,,0.78,67.08
2009-04-09,85,78.0,,0.78,66.3
2009-04-10,85,78.0,,0.78,66.3
2009-04-11,69,78.0,,0.78,53.82
2009-04-12,64,78.0,,0.78,49.92
2009-04-13,93,78.0,,0.78,72.54
2009-04-14,90,78.0,,0.78,70.2
2009-04-15,100,78.0,,0.78,78.0
2009-04-16,89,78.0,,0.78,69.42
2009-04-17,81,78.0,,0.78,63.18
2009-04-18,62,78.0,,0.78,48.36
2009-04-19,54,78.0,,0.78,42.120000000000005
2009-04-20,93,78.0,,0.78,72.54
2009-04-21,83,78.0,,0.78,64.74000000000001
2009-04-22,81,78.0,,0.78,63.18
2009-04-23,84,78.0,,0.78,65.52
2009-04-24,81,78.0,,0.78,63.18
2009-04-25,62,78.0,,0.78,48.36
2009-04-26,52,78.0,,0.78,40.56
2009-04-27,80,78.0,,0.78,62.400000000000006
2009-04-28,90,78.0,,0.78,70.2
2009-04-29,89,78.0,,0.78,69.42
2009-04-30,78,78.0,,0.78,60.84
2009-05-01,87,71.0,False,0.71,61.769999999999996
2009-05-02,71,71.0,,0.71,50.41
2009-05-03,67,71.0,,0.71,47.57
2009-05-04,98,71.0,,0.71,69.58
2009-05-05,100,71.0,,0.71,71.0
2009-05-06,90,71.0,,0.71,63.9
2009-05-07,93,71.0,,0.71,66.03
2009-05-08,86,71.0,,0.71,61.059999999999995
2009-05-09,63,71.0,,0.71,44.73
2009-05-10,56,71.0,,0.71,39.76
2009-05-11,94,71.0,,0.71,66.74
2009-05-12,92,71.0,,0.71,65.32
2009-05-13,97,71.0,,0.71,68.86999999999999
2009-05-14,90,71.0,,0.71,63.9
2009-05-15,91,71.0,,0.71,64.61
2009-05-16,67,71.0,,0.71,47.57
2009-05-17,70,71.0,,0.71,49.699999999999996
2009-05-18,96,71.0,,0.71,68.16
2009-05-19,100,71.0,,0.71,71.0
2009-05-20,91,71.0,,0.71,64.61
2009-05-21,90,71.0,,0.71,63.9
2009-05-22,91,71.0,,0.71,64.61
2009-05-23,70,71.0,,0.71,49.699999999999996
2009-05-24,60,71.0,,0.71,42.599999999999994
2009-05-25,63,71.0,,0.71,44.73
2009-05-26,91,71.0,,0.71,64.61
2009-05-27,96,71.0,,0.71,68.16
2009-05-28,95,71.0,,0.71,67.45
2009-05-29,97,71.0,,0.71,68.86999999999999
2009-05-30,67,71.0,,0.71,47.57
2009-05-31,59,71.0,,0.71,41.89
2009-06-01,90,74.0,False,0.74,66.6
2009-06-02,100,74.0,,0.74,74.0
2009-06-03,88,74.0,,0.74,65.12
2009-06-04,88,74.0,,0.74,65.12
2009-06-05,85,74.0,,0.74,62.9
2009-06-06,61,74.0,,0.74,45.14
2009-06-07,62,74.0,,0.74,45.88
2009-06-08,83,74.0,,0.74,61.42
2009-06-09,99,74.0,,0.74,73.26
2009-06-10,88,74.0,,0.74,65.12
2009-06-11,80,74.0,,0.74,59.2
2009-06-12,83,74.0,,0.74,61.42
2009-06-13,61,74.0,,0.74,45.14
2009-06-14,54,74.0,,0.74,39.96
2009-06-15,94,74.0,,0.74,69.56
2009-06-16,95,74.0,,0.74,70.3
2009-06-17,91,74.0,,0.74,67.34
2009-06-18,82,74.0,,0.74,60.68
2009-06-19,80,74.0,,0.74,59.2
2009-06-20,63,74.0,,0.74,46.62
2009-06-21,51,74.0,,0.74,37.74
2009-06-22,91,74.0,,0.74,67.34
2009-06-23,89,74.0,,0.74,65.86
2009-06-24,87,74.0,,0.74,64.38
2009-06-25,86,74.0,,0.74,63.64
2009-06-26,68,74.0,,0.74,50.32
2009-06-27,65,74.0,,0.74,48.1
2009-06-28,59,74.0,,0.74,43.66
2009-06-29,93,74.0,,0.74,68.82
2009-06-30,99,74.0,,0.74,73.26
2009-07-01,92,81.0,False,0.81,74.52000000000001
2009-07-02,93,81.0,,0.81,75.33
2009-07-03,80,81.0,,0.81,64.80000000000001
2009-07-04,61,81.0,,0.81,49.410000000000004
2009-07-05,62,81.0,,0.81,50.220000000000006
2009-07-06,100,81.0,,0.81,81.0
2009-07-07,99,81.0,,0.81,80.19000000000001
2009-07-08,89,81.0,,0.81,72.09
2009-07-09,96,81.0,,0.81,77.76
2009-07-10,84,81.0,,0.81,68.04
2009-07-11,59,81.0,,0.81,47.790000000000006
2009-07-12,67,81.0,,0.81,54.27
2009-07-13,89,81.0,,0.81,72.09
2009-07-14,91,81.0,,0.81,73.71000000000001
2009-07-15,92,81.0,,0.81,74.52000000000001
2009-07-16,89,81.0,,0.81,72.09
2009-07-17,84,81.0,,0.81,68.04
2009-07-18,66,81.0,,0.81,53.46
2009-07-19,58,81.0,,0.81,46.980000000000004
2009-07-20,93,81.0,,0.81,75.33
2009-07-21,97,81.0,,0.81,78.57000000000001
2009-07-22,88,81.0,,0.81,71.28
2009-07-23,88,81.0,,0.81,71.28
2009-07-24,87,81.0,,0.81,70.47
2009-07-25,66,81.0,,0.81,53.46
2009-07-26,57,81.0,,0.81,46.17
2009-07-27,92,81.0,,0.81,74.52000000000001
2009-07-28,98,81.0,,0.81,79.38000000000001
2009-07-29,93,81.0,,0.81,75.33
2009-07-30,89,81.0,,0.81,72.09
2009-07-31,90,81.0,,0.81,72.9
2009-08-01,68,78.0,False,0.78,53.04
2009-08-02,64,78.0,,0.78,49.92
2009-08-03,91,78.0,,0.78,70.98
2009-08-04,100,78.0,,0.78,78.0
2009-08-05,90,78.0,,0.78,70.2
2009-08-06,83,78.0,,0.78,64.74000000000001
2009-08-07,81,78.0,,0.78,63.18
2009-08-08,71,78.0,,0.78,55.38
2009-08-09,57,78.0,,0.78,44.46
2009-08-10,91,78.0,,0.78,70.98
2009-08-11,93,78.0,,0.78,72.54
2009-08-12,84,78.0,,0.78,65.52
2009-08-13,84,78.0,,0.78,65.52
2009-08-14,80,78.0,,0.78,62.400000000000006
2009-08-15,63,78.0,,0.78,49.14
2009-08-16,60,78.0,,0.78,46.800000000000004
2009-08-17,87,78.0,,0.78,67.86
2009-08-18,85,78.0,,0.78,66.3
2009-08-19,87,78.0,,0.78,67.86
2009-08-20,82,78.0,,0.78,63.96
2009-08-21,76,78.0,,0.78,59.28
2009-08-22,63,78.0,,0.78,49.14
2009-08-23,51,78.0,,0.78,39.78
2009-08-24,89,78.0,,0.78,69.42
2009-08-25,85,78.0,,0.78,66.3
2009-08-26,76,78.0,,0.78,59.28
2009-08-27,79,78.0,,0.78,61.620000000000005
2009-08-28,71,78.0,,0.78,55.38
2009-08-29,53,78.0,,0.78,41.34
2009-08-30,51,78.0,,0.78,39.78
2009-08-31,82,78.0,,0.78,63.96
2009-09-01,81,65.0,False,0.65,52.65
2009-09-02,100,65.0,,0.65,65.0
2009-09-03,86,65.0,,0.65,55.9
2009-09-04,78,65.0,,0.65,50.7
2009-09-05,64,65.0,,0.65,41.6
2009-09-06,50,65.0,,0.65,32.5
2009-09-07,52,65.0,,0.65,33.800000000000004
2009-09-08,85,65.0,,0.65,55.25
2009-09-09,91,65.0,,0.65,59.15
2009-09-10,83,65.0,,0.65,53.95
2009-09-11,81,65.0,,0.65,52.65
2009-09-12,61,65.0,,0.65,39.65
2009-09-13,48,65.0,,0.65,31.200000000000003
2009-09-14,84,65.0,,0.65,54.6
2009-09-15,92,65.0,,0.65,59.800000000000004
2009-09-16,80,65.0,,0.65,52.0
2009-09-17,91,65.0,,0.65,59.15
2009-09-18,87,65.0,,0.65,56.550000000000004
2009-09-19,62,65.0,,0.65,40.300000000000004
2009-09-20,45,65.0,,0.65,29.25
2009-09-21,88,65.0,,0.65,57.2
2009-09-22,85,65.0,,0.65,55.25
2009-09-23,97,65.0,,0.65,63.050000000000004
2009-09-24,79,65.0,,0.65,51.35
2009-09-25,87,65.0,,0.65,56.550000000000004
2009-09-26,53,65.0,,0.65,34.45
2009-09-27,56,65.0,,0.65,36.4
2009-09-28,82,65.0,,0.65,53.300000000000004
2009-09-29,82,65.0,,0.65,53.300000000000004
2009-09-30,88,65.0,,0.65,57.2
2009-10-01,91,62.0,False,0.62,56.42
2009-10-02,87,62.0,,0.62,53.94
2009-10-03,66,62.0,,0.62,40.92
2009-10-04,54,62.0,,0.62,33.48
2009-10-05,92,62.0,,0.62,57.04
2009-10-06,100,62.0,,0.62,62.0
2009-10-07,93,62.0,,0.62,57.66
2009-10-08,91,62.0,,0.62,56.42
2009-10-09,79,62.0,,0.62,48.98
2009-10-10,63,62.0,,0.62,39.06
2009-10-11,51,62.0,,0.62,31.62
2009-10-12,76,62.0,,0.62,47.12
2009-10-13,89,62.0,,0.62,55.18
2009-10-14,92,62.0,,0.62,57.04
2009-10-15,92,62.0,,0.62,57.04
2009-10-16,86,62.0,,0.62,53.32
2009-10-17,61,62.0,,0.62,37.82
2009-10-18,59,62.0,,0.62,36.58
2009-10-19,86,62.0,,0.62,53.32
2009-10-20,95,62.0,,0.62,58.9
2009-10-21,93,62.0,,0.62,57.66
2009-10-22,84,62.0,,0.62,52.08
2009-10-23,75,62.0,,0.62,46.5
2009-10-24,55,62.0,,0.62,34.1
2009-10-25,55,62.0,,0.62,34.1
2009-10-26,86,62.0,,0.62,53.32
2009-10-27,88,62.0,,0.62,54.56
2009-10-28,82,62.0,,0.62,50.839999999999996
2009-10-29,80,62.0,,0.62,49.6
2009-10-30,78,62.0,,0.62,48.36
2009-10-31,61,62.0,,0.62,37.82
2009-11-01,53,57.0,False,0.57,30.209999999999997
2009-11-02,97,57.0,,0.57,55.28999999999999
2009-11-03,90,57.0,,0.57,51.3
2009-11-04,89,57.0,,0.57,50.73
2009-11-05,85,57.0,,0.57,48.449999999999996
2009-11-06,82,57.0,,0.57,46.739999999999995
2009-11-07,62,57.0,,0.57,35.339999999999996
2009-11-08,55,57.0,,0.57,31.349999999999998
2009-11-09,91,57.0,,0.57,51.87
2009-11-10,93,57.0,,0.57,53.01
2009-11-11,86,57.0,,0.57,49.019999999999996
2009-11-12,85,57.0,,0.57,48.449999999999996
2009-11-13,88,57.0,,0.57,50.16
2009-11-14,69,57.0,,0.57,39.33
2009-11-15,61,57.0,,0.57,34.769999999999996
2009-11-16,90,57.0,,0.57,51.3
2009-11-17,100,57.0,,0.57,56.99999999999999
2009-11-18,88,57.0,,0.57,50.16
2009-11-19,84,57.0,,0.57,47.879999999999995
2009-11-20,80,57.0,,0.57,45.599999999999994
2009-11-21,61,57.0,,0.57,34.769999999999996
2009-11-22,58,57.0,,0.57,33.059999999999995
2009-11-23,90,57.0,,0.57,51.3
2009-11-24,87,57.0,,0.57,49.589999999999996
2009-11-25,75,57.0,,0.57,42.74999999999999
2009-11-26,39,57.0,,0.57,22.229999999999997
2009-11-27,57,57.0,,0.57,32.489999999999995
2009-11-28,57,57.0,,0.57,32.489999999999995
2009-11-29,49,57.0,,0.57,27.929999999999996
2009-11-30,90,57.0,,0.57,51.3
2009-12-01,83,58.0,False,0.58,48.13999999999999
2009-12-02,80,58.0,,0.58,46.4
2009-12-03,77,58.0,,0.58,44.66
2009-12-04,76,58.0,,0.58,44.08
2009-12-05,59,58.0,,0.58,34.22
2009-12-06,46,58.0,,0.58,26.68
2009-12-07,76,58.0,,0.58,44.08
2009-12-08,74,58.0,,0.58,42.919999999999995
2009-12-09,74,58.0,,0.58,42.919999999999995
2009-12-10,72,58.0,,0.58,41.76
2009-12-11,74,58.0,,0.58,42.919999999999995
2009-12-12,49,58.0,,0.58,28.419999999999998
2009-12-13,46,58.0,,0.58,26.68
2009-12-14,83,58.0,,0.58,48.13999999999999
2009-12-15,85,58.0,,0.58,49.3
2009-12-16,80,58.0,,0.58,46.4
2009-12-17,70,58.0,,0.58,40.599999999999994
2009-12-18,71,58.0,,0.58,41.18
2009-12-19,48,58.0,,0.58,27.839999999999996
2009-12-20,44,58.0,,0.58,25.52
2009-12-21,68,58.0,,0.58,39.44
2009-12-22,76,58.0,,0.58,44.08
2009-12-23,64,58.0,,0.58,37.12
2009-12-24,49,58.0,,0.58,28.419999999999998
2009-12-25,34,58.0,,0.58,19.72
2009-12-26,44,58.0,,0.58,25.52
2009-12-27,45,58.0,,0.58,26.099999999999998
2009-12-28,87,58.0,,0.58,50.459999999999994
2009-12-29,100,58.0,,0.58,57.99999999999999
2009-12-30,80,58.0,,0.58,46.4
2009-12-31,73,58.0,,0.58,42.339999999999996
2010-01-01,50,67.0,False,0.67,33.5
2010-01-02,66,67.0,,0.67,44.220000000000006
2010-01-03,58,67.0,,0.67,38.86
2010-01-04,93,67.0,,0.67,62.31
2010-01-05,99,67.0,,0.67,66.33
2010-01-06,90,67.0,,0.67,60.300000000000004
2010-01-07,86,67.0,,0.67,57.620000000000005
2010-01-08,85,67.0,,0.67,56.95
2010-01-09,68,67.0,,0.67,45.56
2010-01-10,51,67.0,,0.67,34.17
2010-01-11,82,67.0,,0.67,54.940000000000005
2010-01-12,99,67.0,,0.67,66.33
2010-01-13,94,67.0,,0.67,62.980000000000004
2010-01-14,88,67.0,,0.67,58.96
2010-01-15,86,67.0,,0.67,57.620000000000005
2010-01-16,71,67.0,,0.67,47.57
2010-01-17,66,67.0,,0.67,44.220000000000006
2010-01-18,73,67.0,,0.67,48.910000000000004
2010-01-19,87,67.0,,0.67,58.290000000000006
2010-01-20,96,67.0,,0.67,64.32000000000001
2010-01-21,95,67.0,,0.67,63.650000000000006
2010-01-22,90,67.0,,0.67,60.300000000000004
2010-01-23,63,67.0,,0.67,42.21
2010-01-24,65,67.0,,0.67,43.550000000000004
2010-01-25,88,67.0,,0.67,58.96
2010-01-26,100,67.0,,0.67,67.0
2010-01-27,85,67.0,,0.67,56.95
2010-01-28,91,67.0,,0.67,60.970000000000006
2010-01-29,89,67.0,,0.67,59.63
2010-01-30,68,67.0,,0.67,45.56
2010-01-31,65,67.0,,0.67,43.550000000000004
2010-02-01,96,64.0,False,0.64,61.44
2010-02-02,100,64.0,,0.64,64.0
2010-02-03,87,64.0,,0.64,55.68
2010-02-04,83,64.0,,0.64,53.120000000000005
2010-02-05,81,64.0,,0.64,51.84
2010-02-06,66,64.0,,0.64,42.24
2010-02-07,58,64.0,,0.64,37.12
2010-02-08,82,64.0,,0.64,52.480000000000004
2010-02-09,84,64.0,,0.64,53.76
2010-02-10,87,64.0,,0.64,55.68
2010-02-11,81,64.0,,0.64,51.84
2010-02-12,81,64.0,,0.64,51.84
2010-02-13,64,64.0,,0.64,40.96
2010-02-14,60,64.0,,0.64,38.4
2010-02-15,78,64.0,,0.64,49.92
2010-02-16,93,64.0,,0.64,59.52
2010-02-17,93,64.0,,0.64,59.52
2010-02-18,89,64.0,,0.64,56.96
2010-02-19,84,64.0,,0.64,53.76
2010-02-20,53,64.0,,0.64,33.92
2010-02-21,67,64.0,,0.64,42.88
2010-02-22,86,64.0,,0.64,55.04
2010-02-23,84,64.0,,0.64,53.76
2010-02-24,85,64.0,,0.64,54.4
2010-02-25,85,64.0,,0.64,54.4
2010-02-26,78,64.0,,0.64,49.92
2010-02-27,68,64.0,,0.64,43.52
2010-02-28,68,64.0,,0.64,43.52
2010-03-01,78,69.0,False,0.69,53.81999999999999
2010-03-02,91,69.0,,0.69,62.78999999999999
2010-03-03,80,69.0,,0.69,55.199999999999996
2010-03-04,79,69.0,,0.69,54.51
2010-03-05,79,69.0,,0.69,54.51
2010-03-06,60,69.0,,0.69,41.4
2010-03-07,56,69.0,,0.69,38.64
2010-03-08,82,69.0,,0.69,56.58
2010-03-09,80,69.0,,0.69,55.199999999999996
2010-03-10,84,69.0,,0.69,57.959999999999994
2010-03-11,77,69.0,,0.69,53.129999999999995
2010-03-12,82,69.0,,0.69,56.58
2010-03-13,60,69.0,,0.69,41.4
2010-03-14,53,69.0,,0.69,36.57
2010-03-15,90,69.0,,0.69,62.099999999999994
2010-03-16,89,69.0,,0.69,61.41
2010-03-17,81,69.0,,0.69,55.88999999999999
2010-03-18,72,69.0,,0.69,49.67999999999999
2010-03-19,80,69.0,,0.69,55.199999999999996
2010-03-20,58,69.0,,0.69,40.019999999999996
2010-03-21,65,69.0,,0.69,44.849999999999994
2010-03-22,86,69.0,,0.69,59.339999999999996
2010-03-23,90,69.0,,0.69,62.099999999999994
2010-03-24,87,69.0,,0.69,60.029999999999994
2010-03-25,78,69.0,,0.69,53.81999999999999
2010-03-26,86,69.0,,0.69,59.339999999999996
2010-03-27,67,69.0,,0.69,46.23
2010-03-28,54,69.0,,0.69,37.26
2010-03-29,100,69.0,,0.69,69.0
2010-03-30,88,69.0,,0.69,60.72
2010-03-31,98,69.0,,0.69,67.61999999999999
2010-04-01,90,67.0,False,0.67,60.300000000000004
2010-04-02,76,67.0,,0.67,50.92
2010-04-03,63,67.0,,0.67,42.21
2010-04-04,66,67.0,,0.67,44.220000000000006
2010-04-05,97,67.0,,0.67,64.99000000000001
2010-04-06,95,67.0,,0.67,63.650000000000006
2010-04-07,94,67.0,,0.67,62.980000000000004
2010-04-08,87,67.0,,0.67,58.290000000000006
2010-04-09,86,67.0,,0.67,57.620000000000005
2010-04-10,69,67.0,,0.67,46.230000000000004
2010-04-11,63,67.0,,0.67,42.21
2010-04-12,96,67.0,,0.67,64.32000000000001
2010-04-13,100,67.0,,0.67,67.0
2010-04-14,97,67.0,,0.67,64.99000000000001
2010-04-15,94,67.0,,0.67,62.980000000000004
2010-04-16,88,67.0,,0.67,58.96
2010-04-17,65,67.0,,0.67,43.550000000000004
2010-04-18,61,67.0,,0.67,40.870000000000005
2010-04-19,91,67.0,,0.67,60.970000000000006
2010-04-20,88,67.0,,0.67,58.96
2010-04-21,93,67.0,,0.67,62.31
2010-04-22,92,67.0,,0.67,61.64
2010-04-23,89,67.0,,0.67,59.63
2010-04-24,63,67.0,,0.67,42.21
2010-04-25,62,67.0,,0.67,41.54
2010-04-26,91,67.0,,0.67,60.970000000000006
2010-04-27,94,67.0,,0.67,62.980000000000004
2010-04-28,93,67.0,,0.67,62.31
2010-04-29,83,67.0,,0.67,55.61000000000001
2010-04-30,81,67.0,,0.67,54.27
2010-05-01,58,63.0,False,0.63,36.54
2010-05-02,48,63.0,,0.63,30.240000000000002
