date,poverty line_unscaled,poverty line_monthly,isPartial,scale,poverty line
2008-11-20,100,100,False,1.0,100.0
2008-11-21,30,30,False,0.3,9.0
2008-11-22,0,0,False,0.0,0.0
2008-11-23,28,28,False,0.28,7.840000000000001
2008-11-24,57,57,False,0.57,32.489999999999995
2008-11-25,66,66,False,0.66,43.56
2008-11-26,31,31,False,0.31,9.61
2008-11-27,0,0,False,0.0,0.0
2008-11-28,84,84,False,0.84,70.56
2008-11-29,29,29,False,0.29,8.41
2008-11-30,27,27,False,0.27,7.290000000000001
2008-12-01,89,89,False,0.89,79.21000000000001
2008-12-02,100,100,False,1.0,100.0
2008-12-03,77,77,False,0.77,59.29
2008-12-04,77,77,False,0.77,59.29
2008-12-05,69,69,False,0.69,47.61
2008-12-06,77,77,False,0.77,59.29
2008-12-07,77,77,False,0.77,59.29
2008-12-08,26,26,False,0.26,6.76
2008-12-09,76,76,False,0.76,57.76
2008-12-10,64,64,False,0.64,40.96
2008-12-11,78,78,False,0.78,60.84
2008-12-12,28,28,False,0.28,7.840000000000001
2008-12-13,39,39,False,0.39,15.21
2008-12-14,39,39,False,0.39,15.21
2008-12-15,39,39,False,0.39,15.21
2008-12-16,51,51,False,0.51,26.01
2008-12-17,27,27,False,0.27,7.290000000000001
2008-12-18,84,84,False,0.84,70.56
2008-12-19,30,30,False,0.3,9.0
2008-12-20,42,42,False,0.42,17.64
2008-12-21,0,0,False,0.0,0.0
2008-12-22,46,46,False,0.46,21.16
2008-12-23,0,0,False,0.0,0.0
2008-12-24,39,39,False,0.39,15.21
2008-12-25,0,0,False,0.0,0.0
2008-12-26,42,42,False,0.42,17.64
2008-12-27,44,44,False,0.44,19.36
2008-12-28,45,45,False,0.45,20.25
2008-12-29,32,32,False,0.32,10.24
2008-12-30,0,0,False,0.0,0.0
2008-12-31,0,0,False,0.0,0.0
2009-01-01,0,0,False,0.0,0.0
2009-01-02,25,25,False,0.25,6.25
2009-01-03,0,0,False,0.0,0.0
2009-01-04,29,29,False,0.29,8.41
2009-01-05,100,100,False,1.0,100.0
2009-01-06,19,19,False,0.19,3.61
2009-01-07,19,19,False,0.19,3.61
2009-01-08,20,20,False,0.2,4.0
2009-01-09,40,40,False,0.4,16.0
2009-01-10,28,28,False,0.28,7.840000000000001
2009-01-11,28,28,False,0.28,7.840000000000001
2009-01-12,0,0,False,0.0,0.0
2009-01-13,38,38,False,0.38,14.44
2009-01-14,0,0,False,0.0,0.0
2009-01-15,0,0,False,0.0,0.0
2009-01-16,20,20,False,0.2,4.0
2009-01-17,28,28,False,0.28,7.840000000000001
2009-01-18,29,29,False,0.29,8.41
2009-01-19,21,21,False,0.21,4.41
2009-01-20,38,38,False,0.38,14.44
2009-01-21,38,38,False,0.38,14.44
2009-01-22,38,38,False,0.38,14.44
2009-01-23,39,39,False,0.39,15.21
2009-01-24,27,27,False,0.27,7.290000000000001
2009-01-25,0,0,False,0.0,0.0
2009-01-26,19,19,False,0.19,3.61
2009-01-27,54,54,False,0.54,29.160000000000004
2009-01-28,55,55,False,0.55,30.250000000000004
2009-01-29,57,57,False,0.57,32.489999999999995
2009-01-30,39,39,False,0.39,15.21
2009-01-31,27,27,False,0.27,7.290000000000001
2009-02-01,35,35,False,0.35,12.25
2009-02-02,48,48,False,0.48,23.04
2009-02-03,68,68,False,0.68,46.24
2009-02-04,91,91,False,0.91,82.81
2009-02-05,58,58,False,0.58,33.64
2009-02-06,48,48,False,0.48,23.04
2009-02-07,51,51,False,0.51,26.01
2009-02-08,69,69,False,0.69,47.61
2009-02-09,80,80,False,0.8,64.0
2009-02-10,78,78,False,0.78,60.84
2009-02-11,80,80,False,0.8,64.0
2009-02-12,35,35,False,0.35,12.25
2009-02-13,87,87,False,0.87,75.69
2009-02-14,52,52,False,0.52,27.04
2009-02-15,73,73,False,0.73,53.29
2009-02-16,50,50,False,0.5,25.0
2009-02-17,80,80,False,0.8,64.0
2009-02-18,56,56,False,0.56,31.360000000000003
2009-02-19,69,69,False,0.69,47.61
2009-02-20,60,60,False,0.6,36.0
2009-02-21,69,69,False,0.69,47.61
2009-02-22,68,68,False,0.68,46.24
2009-02-23,70,70,False,0.7,49.0
2009-02-24,90,90,False,0.9,81.0
2009-02-25,46,46,False,0.46,21.16
2009-02-26,69,69,False,0.69,47.61
2009-02-27,60,60,False,0.6,36.0
2009-02-28,100,100,False,1.0,100.0
2009-03-01,33,33,False,0.33,10.89
2009-03-02,67,67,False,0.67,44.89
2009-03-03,44,44,False,0.44,19.36
2009-03-04,44,44,False,0.44,19.36
2009-03-05,68,68,False,0.68,46.24
2009-03-06,23,23,False,0.23,5.29
2009-03-07,67,67,False,0.67,44.89
2009-03-08,51,51,False,0.51,26.01
2009-03-09,100,100,False,1.0,100.0
2009-03-10,45,45,False,0.45,20.25
2009-03-11,67,67,False,0.67,44.89
2009-03-12,78,78,False,0.78,60.84
2009-03-13,71,71,False,0.71,50.41
2009-03-14,68,68,False,0.68,46.24
2009-03-15,67,67,False,0.67,44.89
2009-03-16,22,22,False,0.22,4.84
2009-03-17,91,91,False,0.91,82.81
2009-03-18,57,57,False,0.57,32.489999999999995
2009-03-19,46,46,False,0.46,21.16
2009-03-20,97,97,False,0.97,94.09
2009-03-21,35,35,False,0.35,12.25
2009-03-22,0,0,False,0.0,0.0
2009-03-23,55,55,False,0.55,30.250000000000004
2009-03-24,88,88,False,0.88,77.44
2009-03-25,44,44,False,0.44,19.36
2009-03-26,89,89,False,0.89,79.21000000000001
2009-03-27,36,36,False,0.36,12.959999999999999
2009-03-28,66,66,False,0.66,43.56
2009-03-29,49,49,False,0.49,24.009999999999998
2009-03-30,44,44,False,0.44,19.36
2009-03-31,43,43,False,0.43,18.49
2009-04-01,39,39,False,0.39,15.21
2009-04-02,56,56,False,0.56,31.360000000000003
2009-04-03,41,41,False,0.41,16.81
2009-04-04,72,72,False,0.72,51.839999999999996
2009-04-05,49,49,False,0.49,24.009999999999998
2009-04-06,46,46,False,0.46,21.16
2009-04-07,31,31,False,0.31,9.61
2009-04-08,48,48,False,0.48,23.04
2009-04-09,42,42,False,0.42,17.64
2009-04-10,0,0,False,0.0,0.0
2009-04-11,61,61,False,0.61,37.21
2009-04-12,40,40,False,0.4,16.0
2009-04-13,24,24,False,0.24,5.76
2009-04-14,68,68,False,0.68,46.24
2009-04-15,53,53,False,0.53,28.09
2009-04-16,47,47,False,0.47,22.09
2009-04-17,26,26,False,0.26,6.76
2009-04-18,25,25,False,0.25,6.25
2009-04-19,72,72,False,0.72,51.839999999999996
2009-04-20,38,38,False,0.38,14.44
2009-04-21,53,53,False,0.53,28.09
2009-04-22,100,100,False,1.0,100.0
2009-04-23,63,63,False,0.63,39.69
2009-04-24,25,25,False,0.25,6.25
2009-04-25,38,38,False,0.38,14.44
2009-04-26,49,49,False,0.49,24.009999999999998
2009-04-27,46,46,False,0.46,21.16
2009-04-28,53,53,False,0.53,28.09
2009-04-29,38,38,False,0.38,14.44
2009-04-30,46,46,False,0.46,21.16
2009-05-01,26,26,False,0.26,6.76
2009-05-02,0,0,False,0.0,0.0
2009-05-03,73,73,False,0.73,53.29
2009-05-04,36,36,False,0.36,12.959999999999999
2009-05-05,47,47,False,0.47,22.09
2009-05-06,83,83,False,0.83,68.89
2009-05-07,61,61,False,0.61,37.21
2009-05-08,66,66,False,0.66,43.56
2009-05-09,38,38,False,0.38,14.44
2009-05-10,40,40,False,0.4,16.0
2009-05-11,49,49,False,0.49,24.009999999999998
2009-05-12,24,24,False,0.24,5.76
2009-05-13,47,47,False,0.47,22.09
2009-05-14,84,84,False,0.84,70.56
2009-05-15,26,26,False,0.26,6.76
2009-05-16,37,37,False,0.37,13.69
2009-05-17,95,95,False,0.95,90.25
2009-05-18,48,48,False,0.48,23.04
2009-05-19,48,48,False,0.48,23.04
2009-05-20,61,61,False,0.61,37.21
2009-05-21,100,100,False,1.0,100.0
2009-05-22,41,41,False,0.41,16.81
2009-05-23,0,0,False,0.0,0.0
2009-05-24,0,0,False,0.0,0.0
2009-05-25,36,36,False,0.36,12.959999999999999
2009-05-26,85,85,False,0.85,72.25
2009-05-27,83,83,False,0.83,68.89
2009-05-28,0,0,False,0.0,0.0
2009-05-29,26,26,False,0.26,6.76
2009-05-30,77,77,False,0.77,59.29
2009-05-31,78,78,False,0.78,60.84
2009-06-01,68,68,False,0.68,46.24
2009-06-02,33,33,False,0.33,10.89
2009-06-03,45,45,False,0.45,20.25
2009-06-04,58,58,False,0.58,33.64
2009-06-05,0,0,False,0.0,0.0
2009-06-06,53,53,False,0.53,28.09
2009-06-07,36,36,False,0.36,12.959999999999999
2009-06-08,45,45,False,0.45,20.25
2009-06-09,44,44,False,0.44,19.36
2009-06-10,79,79,False,0.79,62.410000000000004
2009-06-11,46,46,False,0.46,21.16
2009-06-12,25,25,False,0.25,6.25
2009-06-13,0,0,False,0.0,0.0
2009-06-14,74,74,False,0.74,54.76
2009-06-15,46,46,False,0.46,21.16
2009-06-16,46,46,False,0.46,21.16
2009-06-17,0,0,False,0.0,0.0
2009-06-18,0,0,False,0.0,0.0
2009-06-19,25,25,False,0.25,6.25
2009-06-20,35,35,False,0.35,12.25
2009-06-21,74,74,False,0.74,54.76
2009-06-22,34,34,False,0.34,11.56
2009-06-23,46,46,False,0.46,21.16
2009-06-24,58,58,False,0.58,33.64
2009-06-25,0,0,False,0.0,0.0
2009-06-26,100,100,False,1.0,100.0
2009-06-27,36,36,False,0.36,12.959999999999999
2009-06-28,37,37,False,0.37,13.69
2009-06-29,23,23,False,0.23,5.29
2009-06-30,23,23,False,0.23,5.29
2009-07-01,55,55,False,0.55,30.250000000000004
2009-07-02,46,46,False,0.46,21.16
2009-07-03,60,60,False,0.6,36.0
2009-07-04,38,38,False,0.38,14.44
2009-07-05,58,58,False,0.58,33.64
2009-07-06,44,44,False,0.44,19.36
2009-07-07,74,74,False,0.74,54.76
2009-07-08,21,21,False,0.21,4.41
2009-07-09,22,22,False,0.22,4.84
2009-07-10,47,47,False,0.47,22.09
2009-07-11,33,33,False,0.33,10.89
2009-07-12,34,34,False,0.34,11.56
2009-07-13,22,22,False,0.22,4.84
2009-07-14,53,53,False,0.53,28.09
2009-07-15,44,44,False,0.44,19.36
2009-07-16,22,22,False,0.22,4.84
2009-07-17,23,23,False,0.23,5.29
2009-07-18,34,34,False,0.34,11.56
2009-07-19,35,35,False,0.35,12.25
2009-07-20,44,44,False,0.44,19.36
2009-07-21,62,62,False,0.62,38.44
2009-07-22,64,64,False,0.64,40.96
2009-07-23,22,22,False,0.22,4.84
2009-07-24,35,35,False,0.35,12.25
2009-07-25,100,100,False,1.0,100.0
2009-07-26,50,50,False,0.5,25.0
2009-07-27,75,75,False,0.75,56.25
2009-07-28,32,32,False,0.32,10.24
2009-07-29,53,53,False,0.53,28.09
2009-07-30,33,33,False,0.33,10.89
2009-07-31,23,23,False,0.23,5.29
2009-08-01,0,0,False,0.0,0.0
2009-08-02,66,66,False,0.66,43.56
2009-08-03,43,43,False,0.43,18.49
2009-08-04,53,53,False,0.53,28.09
2009-08-05,64,64,False,0.64,40.96
2009-08-06,44,44,False,0.44,19.36
2009-08-07,47,47,False,0.47,22.09
2009-08-08,67,67,False,0.67,44.89
2009-08-09,0,0,False,0.0,0.0
2009-08-10,43,43,False,0.43,18.49
2009-08-11,43,43,False,0.43,18.49
2009-08-12,43,43,False,0.43,18.49
2009-08-13,76,76,False,0.76,57.76
2009-08-14,47,47,False,0.47,22.09
2009-08-15,100,100,False,1.0,100.0
2009-08-16,68,68,False,0.68,46.24
2009-08-17,87,87,False,0.87,75.69
2009-08-18,95,95,False,0.95,90.25
2009-08-19,21,21,False,0.21,4.41
2009-08-20,22,22,False,0.22,4.84
2009-08-21,23,23,False,0.23,5.29
2009-08-22,0,0,False,0.0,0.0
2009-08-23,32,32,False,0.32,10.24
2009-08-24,42,42,False,0.42,17.64
2009-08-25,21,21,False,0.21,4.41
2009-08-26,21,21,False,0.21,4.41
2009-08-27,85,85,False,0.85,72.25
2009-08-28,22,22,False,0.22,4.84
2009-08-29,0,0,False,0.0,0.0
2009-08-30,31,31,False,0.31,9.61
2009-08-31,41,41,False,0.41,16.81
2009-09-01,46,46,False,0.46,21.16
2009-09-02,46,46,False,0.46,21.16
2009-09-03,59,59,False,0.59,34.809999999999995
2009-09-04,51,51,False,0.51,26.01
2009-09-05,72,72,False,0.72,51.839999999999996
2009-09-06,56,56,False,0.56,31.360000000000003
2009-09-07,48,48,False,0.48,23.04
2009-09-08,57,57,False,0.57,32.489999999999995
2009-09-09,45,45,False,0.45,20.25
2009-09-10,45,45,False,0.45,20.25
2009-09-11,48,48,False,0.48,23.04
2009-09-12,34,34,False,0.34,11.56
2009-09-13,34,34,False,0.34,11.56
2009-09-14,79,79,False,0.79,62.410000000000004
2009-09-15,66,66,False,0.66,43.56
2009-09-16,78,78,False,0.78,60.84
2009-09-17,79,79,False,0.79,62.410000000000004
2009-09-18,36,36,False,0.36,12.959999999999999
2009-09-19,0,0,False,0.0,0.0
2009-09-20,67,67,False,0.67,44.89
2009-09-21,45,45,False,0.45,20.25
2009-09-22,87,87,False,0.87,75.69
2009-09-23,79,79,False,0.79,62.410000000000004
2009-09-24,91,91,False,0.91,82.81
2009-09-25,48,48,False,0.48,23.04
2009-09-26,51,51,False,0.51,26.01
2009-09-27,100,100,False,1.0,100.0
2009-09-28,45,45,False,0.45,20.25
2009-09-29,77,77,False,0.77,59.29
2009-09-30,89,89,False,0.89,79.21000000000001
2009-10-01,48,48,False,0.48,23.04
2009-10-02,30,30,False,0.3,9.0
2009-10-03,41,41,False,0.41,16.81
2009-10-04,21,21,False,0.21,4.41
2009-10-05,41,41,False,0.41,16.81
2009-10-06,13,13,False,0.13,1.69
2009-10-07,40,40,False,0.4,16.0
2009-10-08,14,14,False,0.14,1.9600000000000002
2009-10-09,22,22,False,0.22,4.84
2009-10-10,21,21,False,0.21,4.41
2009-10-11,21,21,False,0.21,4.41
2009-10-12,21,21,False,0.21,4.41
2009-10-13,47,47,False,0.47,22.09
2009-10-14,40,40,False,0.4,16.0
2009-10-15,41,41,False,0.41,16.81
2009-10-16,15,15,False,0.15,2.25
2009-10-17,20,20,False,0.2,4.0
2009-10-18,61,61,False,0.61,37.21
2009-10-19,40,40,False,0.4,16.0
2009-10-20,33,33,False,0.33,10.89
2009-10-21,100,100,False,1.0,100.0
2009-10-22,40,40,False,0.4,16.0
2009-10-23,29,29,False,0.29,8.41
2009-10-24,40,40,False,0.4,16.0
2009-10-25,100,100,False,1.0,100.0
2009-10-26,46,46,False,0.46,21.16
2009-10-27,0,0,False,0.0,0.0
2009-10-28,72,72,False,0.72,51.839999999999996
2009-10-29,47,47,False,0.47,22.09
2009-10-30,36,36,False,0.36,12.959999999999999
2009-10-31,31,31,False,0.31,9.61
2009-11-01,0,0,False,0.0,0.0
2009-11-02,40,40,False,0.4,16.0
2009-11-03,69,69,False,0.69,47.61
2009-11-04,46,46,False,0.46,21.16
2009-11-05,47,47,False,0.47,22.09
2009-11-06,58,58,False,0.58,33.64
2009-11-07,0,0,False,0.0,0.0
2009-11-08,24,24,False,0.24,5.76
2009-11-09,39,39,False,0.39,15.21
2009-11-10,76,76,False,0.76,57.76
2009-11-11,56,56,False,0.56,31.360000000000003
2009-11-12,31,31,False,0.31,9.61
2009-11-13,41,41,False,0.41,16.81
2009-11-14,35,35,False,0.35,12.25
2009-11-15,57,57,False,0.57,32.489999999999995
2009-11-16,85,85,False,0.85,72.25
2009-11-17,30,30,False,0.3,9.0
2009-11-18,45,45,False,0.45,20.25
2009-11-19,100,100,False,1.0,100.0
2009-11-20,41,41,False,0.41,16.81
2009-11-21,0,0,False,0.0,0.0
2009-11-22,46,46,False,0.46,21.16
2009-11-23,15,15,False,0.15,2.25
2009-11-24,31,31,False,0.31,9.61
2009-11-25,35,35,False,0.35,12.25
2009-11-26,24,24,False,0.24,5.76
2009-11-27,33,33,False,0.33,10.89
2009-11-28,0,0,False,0.0,0.0
2009-11-29,57,57,False,0.57,32.489999999999995
2009-11-30,59,59,False,0.59,34.809999999999995
2009-12-01,80,80,False,0.8,64.0
2009-12-02,100,100,False,1.0,100.0
2009-12-03,62,62,False,0.62,38.44
2009-12-04,43,43,False,0.43,18.49
2009-12-05,30,30,False,0.3,9.0
2009-12-06,61,61,False,0.61,37.21
2009-12-07,41,41,False,0.41,16.81
2009-12-08,50,50,False,0.5,25.0
2009-12-09,70,70,False,0.7,49.0
2009-12-10,41,41,False,0.41,16.81
2009-12-11,76,76,False,0.76,57.76
2009-12-12,30,30,False,0.3,9.0
2009-12-13,45,45,False,0.45,20.25
2009-12-14,41,41,False,0.41,16.81
2009-12-15,61,61,False,0.61,37.21
2009-12-16,42,42,False,0.42,17.64
2009-12-17,32,32,False,0.32,10.24
2009-12-18,47,47,False,0.47,22.09
2009-12-19,32,32,False,0.32,10.24
2009-12-20,33,33,False,0.33,10.89
2009-12-21,35,35,False,0.35,12.25
2009-12-22,35,35,False,0.35,12.25
2009-12-23,51,51,False,0.51,26.01
2009-12-24,65,65,False,0.65,42.25
2009-12-25,42,42,False,0.42,17.64
2009-12-26,71,71,False,0.71,50.41
2009-12-27,0,0,False,0.0,0.0
2009-12-28,50,50,False,0.5,25.0
2009-12-29,48,48,False,0.48,23.04
2009-12-30,61,61,False,0.61,37.21
2009-12-31,40,40,False,0.4,16.0
2010-01-01,0,0,False,0.0,0.0
2010-01-02,96,96,False,0.96,92.16
2010-01-03,0,0,False,0.0,0.0
2010-01-04,43,43,False,0.43,18.49
2010-01-05,21,21,False,0.21,4.41
2010-01-06,42,42,False,0.42,17.64
2010-01-07,21,21,False,0.21,4.41
2010-01-08,22,22,False,0.22,4.84
2010-01-09,30,30,False,0.3,9.0
2010-01-10,31,31,False,0.31,9.61
2010-01-11,84,84,False,0.84,70.56
2010-01-12,41,41,False,0.41,16.81
2010-01-13,61,61,False,0.61,37.21
2010-01-14,41,41,False,0.41,16.81
2010-01-15,87,87,False,0.87,75.69
2010-01-16,30,30,False,0.3,9.0
2010-01-17,30,30,False,0.3,9.0
2010-01-18,68,68,False,0.68,46.24
2010-01-19,81,81,False,0.81,65.61
2010-01-20,100,100,False,1.0,100.0
2010-01-21,100,100,False,1.0,100.0
2010-01-22,63,63,False,0.63,39.69
2010-01-23,58,58,False,0.58,33.64
2010-01-24,30,30,False,0.3,9.0
2010-01-25,20,20,False,0.2,4.0
2010-01-26,40,40,False,0.4,16.0
2010-01-27,60,60,False,0.6,36.0
2010-01-28,40,40,False,0.4,16.0
2010-01-29,62,62,False,0.62,38.44
2010-01-30,0,0,False,0.0,0.0
2010-01-31,58,58,False,0.58,33.64
2010-02-01,25,25,False,0.25,6.25
2010-02-02,25,25,False,0.25,6.25
2010-02-03,100,100,False,1.0,100.0
2010-02-04,13,13,False,0.13,1.69
2010-02-05,40,40,False,0.4,16.0
2010-02-06,36,36,False,0.36,12.959999999999999
2010-02-07,0,0,False,0.0,0.0
2010-02-08,52,52,False,0.52,27.04
2010-02-09,62,62,False,0.62,38.44
2010-02-10,13,13,False,0.13,1.69
2010-02-11,13,13,False,0.13,1.69
2010-02-12,41,41,False,0.41,16.81
2010-02-13,37,37,False,0.37,13.69
2010-02-14,39,39,False,0.39,15.21
2010-02-15,44,44,False,0.44,19.36
2010-02-16,26,26,False,0.26,6.76
2010-02-17,13,13,False,0.13,1.69
2010-02-18,26,26,False,0.26,6.76
2010-02-19,0,0,False,0.0,0.0
2010-02-20,19,19,False,0.19,3.61
2010-02-21,56,56,False,0.56,31.360000000000003
2010-02-22,38,38,False,0.38,14.44
2010-02-23,49,49,False,0.49,24.009999999999998
2010-02-24,62,62,False,0.62,38.44
2010-02-25,50,50,False,0.5,25.0
2010-02-26,13,13,False,0.13,1.69
2010-02-27,36,36,False,0.36,12.959999999999999
2010-02-28,38,38,False,0.38,14.44
2010-03-01,19,19,False,0.19,3.61
2010-03-02,14,14,False,0.14,1.9600000000000002
2010-03-03,24,24,False,0.24,5.76
2010-03-04,43,43,False,0.43,18.49
2010-03-05,15,15,False,0.15,2.25
2010-03-06,29,29,False,0.29,8.41
2010-03-07,22,22,False,0.22,4.84
2010-03-08,34,34,False,0.34,11.56
2010-03-09,33,33,False,0.33,10.89
2010-03-10,19,19,False,0.19,3.61
2010-03-11,14,14,False,0.14,1.9600000000000002
2010-03-12,35,35,False,0.35,12.25
2010-03-13,14,14,False,0.14,1.9600000000000002
2010-03-14,28,28,False,0.28,7.840000000000001
2010-03-15,39,39,False,0.39,15.21
2010-03-16,15,15,False,0.15,2.25
2010-03-17,45,45,False,0.45,20.25
2010-03-18,40,40,False,0.4,16.0
2010-03-19,11,11,False,0.11,1.21
2010-03-20,37,37,False,0.37,13.69
2010-03-21,28,28,False,0.28,7.840000000000001
2010-03-22,100,100,False,1.0,100.0
2010-03-23,42,42,False,0.42,17.64
2010-03-24,29,29,False,0.29,8.41
2010-03-25,24,24,False,0.24,5.76
2010-03-26,51,51,False,0.51,26.01
2010-03-27,15,15,False,0.15,2.25
2010-03-28,57,57,False,0.57,32.489999999999995
2010-03-29,38,38,False,0.38,14.44
2010-03-30,48,48,False,0.48,23.04
2010-03-31,39,39,False,0.39,15.21
2010-04-01,88,88,False,0.88,77.44
2010-04-02,51,51,False,0.51,26.01
2010-04-03,65,65,False,0.65,42.25
2010-04-04,68,68,False,0.68,46.24
2010-04-05,21,21,False,0.21,4.41
2010-04-06,72,72,False,0.72,51.839999999999996
2010-04-07,72,72,False,0.72,51.839999999999996
2010-04-08,41,41,False,0.41,16.81
2010-04-09,88,88,False,0.88,77.44
2010-04-10,62,62,False,0.62,38.44
2010-04-11,31,31,False,0.31,9.61
2010-04-12,60,60,False,0.6,36.0
2010-04-13,50,50,False,0.5,25.0
2010-04-14,80,80,False,0.8,64.0
2010-04-15,92,92,False,0.92,84.64
2010-04-16,75,75,False,0.75,56.25
2010-04-17,61,61,False,0.61,37.21
2010-04-18,30,30,False,0.3,9.0
2010-04-19,60,60,False,0.6,36.0
2010-04-20,59,59,False,0.59,34.809999999999995
2010-04-21,100,100,False,1.0,100.0
2010-04-22,81,81,False,0.81,65.61
2010-04-23,65,65,False,0.65,42.25
2010-04-24,30,30,False,0.3,9.0
2010-04-25,45,45,False,0.45,20.25
2010-04-26,87,87,False,0.87,75.69
2010-04-27,78,78,False,0.78,60.84
2010-04-28,30,30,False,0.3,9.0
2010-04-29,73,73,False,0.73,53.29
2010-04-30,55,55,False,0.55,30.250000000000004
2010-05-01,32,32,False,0.32,10.24
2010-05-02,31,31,False,0.31,9.61
2010-05-03,42,42,False,0.42,17.64
2010-05-04,51,51,False,0.51,26.01
2010-05-05,41,41,False,0.41,16.81
2010-05-06,64,64,False,0.64,40.96
2010-05-07,34,34,False,0.34,11.56
2010-05-08,32,32,False,0.32,10.24
2010-05-09,34,34,False,0.34,11.56
2010-05-10,64,64,False,0.64,40.96
2010-05-11,93,93,False,0.93,86.49000000000001
2010-05-12,42,42,False,0.42,17.64
2010-05-13,75,75,False,0.75,56.25
2010-05-14,46,46,False,0.46,21.16
2010-05-15,33,33,False,0.33,10.89
2010-05-16,100,100,False,1.0,100.0
2010-05-17,85,85,False,0.85,72.25
2010-05-18,51,51,False,0.51,26.01
2010-05-19,53,53,False,0.53,28.09
2010-05-20,65,65,False,0.65,42.25
2010-05-21,47,47,False,0.47,22.09
2010-05-22,33,33,False,0.33,10.89
2010-05-23,34,34,False,0.34,11.56
2010-05-24,65,65,False,0.65,42.25
2010-05-25,32,32,False,0.32,10.24
2010-05-26,43,43,False,0.43,18.49
2010-05-27,44,44,False,0.44,19.36
2010-05-28,48,48,False,0.48,23.04
2010-05-29,35,35,False,0.35,12.25
2010-05-30,55,55,False,0.55,30.250000000000004
2010-05-31,31,31,False,0.31,9.61
2010-06-01,44,44,False,0.44,19.36
2010-06-02,54,54,False,0.54,29.160000000000004
2010-06-03,100,100,False,1.0,100.0
2010-06-04,24,24,False,0.24,5.76
2010-06-05,0,0,False,0.0,0.0
2010-06-06,50,50,False,0.5,25.0
2010-06-07,0,0,False,0.0,0.0
2010-06-08,65,65,False,0.65,42.25
2010-06-09,89,89,False,0.89,79.21000000000001
2010-06-10,23,23,False,0.23,5.29
2010-06-11,48,48,False,0.48,23.04
2010-06-12,35,35,False,0.35,12.25
2010-06-13,34,34,False,0.34,11.56
2010-06-14,56,56,False,0.56,31.360000000000003
2010-06-15,56,56,False,0.56,31.360000000000003
2010-06-16,34,34,False,0.34,11.56
2010-06-17,23,23,False,0.23,5.29
2010-06-18,25,25,False,0.25,6.25
2010-06-19,0,0,False,0.0,0.0
2010-06-20,0,0,False,0.0,0.0
2010-06-21,45,45,False,0.45,20.25
2010-06-22,65,65,False,0.65,42.25
2010-06-23,33,33,False,0.33,10.89
2010-06-24,0,0,False,0.0,0.0
2010-06-25,24,24,False,0.24,5.76
2010-06-26,34,34,False,0.34,11.56
2010-06-27,35,35,False,0.35,12.25
2010-06-28,44,44,False,0.44,19.36
2010-06-29,22,22,False,0.22,4.84
2010-06-30,22,22,False,0.22,4.84
2010-07-01,34,34,False,0.34,11.56
2010-07-02,68,68,False,0.68,46.24
2010-07-03,43,43,False,0.43,18.49
2010-07-04,46,46,False,0.46,21.16
2010-07-05,80,80,False,0.8,64.0
2010-07-06,58,58,False,0.58,33.64
2010-07-07,71,71,False,0.71,50.41
2010-07-08,72,72,False,0.72,51.839999999999996
2010-07-09,30,30,False,0.3,9.0
2010-07-10,0,0,False,0.0,0.0
2010-07-11,41,41,False,0.41,16.81
2010-07-12,100,100,False,1.0,100.0
2010-07-13,28,28,False,0.28,7.840000000000001
2010-07-14,57,57,False,0.57,32.489999999999995
2010-07-15,29,29,False,0.29,8.41
2010-07-16,62,62,False,0.62,38.44
2010-07-17,61,61,False,0.61,37.21
2010-07-18,41,41,False,0.41,16.81
2010-07-19,71,71,False,0.71,50.41
2010-07-20,70,70,False,0.7,49.0
2010-07-21,72,72,False,0.72,51.839999999999996
2010-07-22,71,71,False,0.71,50.41
2010-07-23,45,45,False,0.45,20.25
2010-07-24,79,79,False,0.79,62.410000000000004
2010-07-25,61,61,False,0.61,37.21
2010-07-26,71,71,False,0.71,50.41
2010-07-27,70,70,False,0.7,49.0
2010-07-28,43,43,False,0.43,18.49
2010-07-29,58,58,False,0.58,33.64
2010-07-30,46,46,False,0.46,21.16
2010-07-31,40,40,False,0.4,16.0
2010-08-01,0,0,False,0.0,0.0
2010-08-02,51,51,False,0.51,26.01
2010-08-03,37,37,False,0.37,13.69
2010-08-04,25,25,False,0.25,6.25
2010-08-05,51,51,False,0.51,26.01
2010-08-06,54,54,False,0.54,29.160000000000004
2010-08-07,0,0,False,0.0,0.0
2010-08-08,36,36,False,0.36,12.959999999999999
2010-08-09,75,75,False,0.75,56.25
2010-08-10,25,25,False,0.25,6.25
2010-08-11,38,38,False,0.38,14.44
2010-08-12,51,51,False,0.51,26.01
2010-08-13,27,27,False,0.27,7.290000000000001
2010-08-14,71,71,False,0.71,50.41
2010-08-15,71,71,False,0.71,50.41
2010-08-16,26,26,False,0.26,6.76
2010-08-17,25,25,False,0.25,6.25
2010-08-18,25,25,False,0.25,6.25
2010-08-19,38,38,False,0.38,14.44
2010-08-20,66,66,False,0.66,43.56
2010-08-21,35,35,False,0.35,12.25
2010-08-22,34,34,False,0.34,11.56
2010-08-23,25,25,False,0.25,6.25
2010-08-24,36,36,False,0.36,12.959999999999999
2010-08-25,49,49,False,0.49,24.009999999999998
2010-08-26,100,100,False,1.0,100.0
2010-08-27,0,0,False,0.0,0.0
2010-08-28,34,34,False,0.34,11.56
2010-08-29,34,34,False,0.34,11.56
2010-08-30,73,73,False,0.73,53.29
2010-08-31,47,47,False,0.47,22.09
