date,cost center_unscaled,cost center_monthly,isPartial,scale,cost center
2016-05-03,88,89.0,,0.89,78.32000000000001
2016-05-04,80,89.0,,0.89,71.2
2016-05-05,85,89.0,,0.89,75.65
2016-05-06,71,89.0,,0.89,63.19
2016-05-07,56,89.0,,0.89,49.84
2016-05-08,85,89.0,,0.89,75.65
2016-05-09,100,89.0,,0.89,89.0
2016-05-10,77,89.0,,0.89,68.53
2016-05-11,78,89.0,,0.89,69.42
2016-05-12,65,89.0,,0.89,57.85
2016-05-13,58,89.0,,0.89,51.62
2016-05-14,65,89.0,,0.89,57.85
2016-05-15,80,89.0,,0.89,71.2
2016-05-16,80,89.0,,0.89,71.2
2016-05-17,86,89.0,,0.89,76.54
2016-05-18,83,89.0,,0.89,73.87
2016-05-19,92,89.0,,0.89,81.88
2016-05-20,73,89.0,,0.89,64.97
2016-05-21,84,89.0,,0.89,74.76
2016-05-22,71,89.0,,0.89,63.19
2016-05-23,88,89.0,,0.89,78.32000000000001
2016-05-24,90,89.0,,0.89,80.1
2016-05-25,81,89.0,,0.89,72.09
2016-05-26,62,89.0,,0.89,55.18
2016-05-27,97,89.0,,0.89,86.33
2016-05-28,50,89.0,,0.89,44.5
2016-05-29,85,89.0,,0.89,75.65
2016-05-30,69,89.0,,0.89,61.410000000000004
2016-05-31,82,89.0,,0.89,72.98
2016-06-01,65,89.0,False,0.89,57.85
2016-06-02,83,89.0,,0.89,73.87
2016-06-03,60,89.0,,0.89,53.4
2016-06-04,75,89.0,,0.89,66.75
2016-06-05,67,89.0,,0.89,59.63
2016-06-06,98,89.0,,0.89,87.22
2016-06-07,79,89.0,,0.89,70.31
2016-06-08,69,89.0,,0.89,61.410000000000004
2016-06-09,67,89.0,,0.89,59.63
2016-06-10,93,89.0,,0.89,82.77
2016-06-11,50,89.0,,0.89,44.5
2016-06-12,72,89.0,,0.89,64.08
2016-06-13,71,89.0,,0.89,63.19
2016-06-14,85,89.0,,0.89,75.65
2016-06-15,90,89.0,,0.89,80.1
2016-06-16,60,89.0,,0.89,53.4
2016-06-17,70,89.0,,0.89,62.300000000000004
2016-06-18,76,89.0,,0.89,67.64
2016-06-19,65,89.0,,0.89,57.85
2016-06-20,79,89.0,,0.89,70.31
2016-06-21,80,89.0,,0.89,71.2
2016-06-22,79,89.0,,0.89,70.31
2016-06-23,83,89.0,,0.89,73.87
2016-06-24,80,89.0,,0.89,71.2
2016-06-25,76,89.0,,0.89,67.64
2016-06-26,50,89.0,,0.89,44.5
2016-06-27,100,89.0,,0.89,89.0
2016-06-28,94,89.0,,0.89,83.66
2016-06-29,74,89.0,,0.89,65.86
2016-06-30,89,89.0,,0.89,79.21000000000001
2016-07-01,81,87.0,False,0.87,70.47
2016-07-02,60,87.0,,0.87,52.2
2016-07-03,62,87.0,,0.87,53.94
2016-07-04,50,87.0,,0.87,43.5
2016-07-05,68,87.0,,0.87,59.16
2016-07-06,86,87.0,,0.87,74.82
2016-07-07,70,87.0,,0.87,60.9
2016-07-08,100,87.0,,0.87,87.0
2016-07-09,55,87.0,,0.87,47.85
2016-07-10,77,87.0,,0.87,66.99
2016-07-11,86,87.0,,0.87,74.82
2016-07-12,71,87.0,,0.87,61.77
2016-07-13,74,87.0,,0.87,64.38
2016-07-14,71,87.0,,0.87,61.77
2016-07-15,84,87.0,,0.87,73.08
2016-07-16,63,87.0,,0.87,54.81
2016-07-17,78,87.0,,0.87,67.86
2016-07-18,64,87.0,,0.87,55.68
2016-07-19,91,87.0,,0.87,79.17
2016-07-20,79,87.0,,0.87,68.73
2016-07-21,86,87.0,,0.87,74.82
2016-07-22,68,87.0,,0.87,59.16
2016-07-23,71,87.0,,0.87,61.77
2016-07-24,72,87.0,,0.87,62.64
2016-07-25,78,87.0,,0.87,67.86
2016-07-26,75,87.0,,0.87,65.25
2016-07-27,74,87.0,,0.87,64.38
2016-07-28,64,87.0,,0.87,55.68
2016-07-29,68,87.0,,0.87,59.16
2016-07-30,70,87.0,,0.87,60.9
2016-07-31,47,87.0,,0.87,40.89
2016-08-01,60,81.0,False,0.81,48.6
2016-08-02,87,81.0,,0.81,70.47
2016-08-03,60,81.0,,0.81,48.6
2016-08-04,62,81.0,,0.81,50.220000000000006
2016-08-05,58,81.0,,0.81,46.980000000000004
2016-08-06,74,81.0,,0.81,59.940000000000005
2016-08-07,46,81.0,,0.81,37.260000000000005
2016-08-08,86,81.0,,0.81,69.66000000000001
2016-08-09,100,81.0,,0.81,81.0
2016-08-10,53,81.0,,0.81,42.93
2016-08-11,43,81.0,,0.81,34.830000000000005
2016-08-12,79,81.0,,0.81,63.99
2016-08-13,62,81.0,,0.81,50.220000000000006
2016-08-14,45,81.0,,0.81,36.45
2016-08-15,64,81.0,,0.81,51.84
2016-08-16,47,81.0,,0.81,38.07
2016-08-17,93,81.0,,0.81,75.33
2016-08-18,32,81.0,,0.81,25.92
2016-08-19,63,81.0,,0.81,51.03
2016-08-20,55,81.0,,0.81,44.550000000000004
2016-08-21,71,81.0,,0.81,57.510000000000005
2016-08-22,57,81.0,,0.81,46.17
2016-08-23,84,81.0,,0.81,68.04
2016-08-24,45,81.0,,0.81,36.45
2016-08-25,62,81.0,,0.81,50.220000000000006
2016-08-26,71,81.0,,0.81,57.510000000000005
2016-08-27,66,81.0,,0.81,53.46
2016-08-28,66,81.0,,0.81,53.46
2016-08-29,65,81.0,,0.81,52.650000000000006
2016-08-30,65,81.0,,0.81,52.650000000000006
2016-08-31,71,81.0,,0.81,57.510000000000005
2016-09-01,75,82.0,False,0.82,61.49999999999999
2016-09-02,66,82.0,,0.82,54.12
2016-09-03,61,82.0,,0.82,50.019999999999996
2016-09-04,73,82.0,,0.82,59.86
2016-09-05,95,82.0,,0.82,77.89999999999999
2016-09-06,92,82.0,,0.82,75.44
2016-09-07,88,82.0,,0.82,72.16
2016-09-08,96,82.0,,0.82,78.72
2016-09-09,88,82.0,,0.82,72.16
2016-09-10,64,82.0,,0.82,52.48
2016-09-11,54,82.0,,0.82,44.279999999999994
2016-09-12,51,82.0,,0.82,41.82
2016-09-13,99,82.0,,0.82,81.17999999999999
2016-09-14,60,82.0,,0.82,49.199999999999996
2016-09-15,75,82.0,,0.82,61.49999999999999
2016-09-16,87,82.0,,0.82,71.33999999999999
2016-09-17,56,82.0,,0.82,45.919999999999995
2016-09-18,93,82.0,,0.82,76.25999999999999
2016-09-19,74,82.0,,0.82,60.68
2016-09-20,100,82.0,,0.82,82.0
2016-09-21,84,82.0,,0.82,68.88
2016-09-22,85,82.0,,0.82,69.7
2016-09-23,75,82.0,,0.82,61.49999999999999
2016-09-24,70,82.0,,0.82,57.4
2016-09-25,67,82.0,,0.82,54.94
2016-09-26,72,82.0,,0.82,59.04
2016-09-27,81,82.0,,0.82,66.42
2016-09-28,63,82.0,,0.82,51.66
2016-09-29,82,82.0,,0.82,67.24
2016-09-30,68,82.0,,0.82,55.76
2016-10-01,60,81.0,False,0.81,48.6
2016-10-02,49,81.0,,0.81,39.690000000000005
2016-10-03,89,81.0,,0.81,72.09
2016-10-04,78,81.0,,0.81,63.18000000000001
2016-10-05,83,81.0,,0.81,67.23
2016-10-06,100,81.0,,0.81,81.0
2016-10-07,54,81.0,,0.81,43.74
2016-10-08,87,81.0,,0.81,70.47
2016-10-09,70,81.0,,0.81,56.7
2016-10-10,89,81.0,,0.81,72.09
2016-10-11,79,81.0,,0.81,63.99
2016-10-12,82,81.0,,0.81,66.42
2016-10-13,79,81.0,,0.81,63.99
2016-10-14,62,81.0,,0.81,50.220000000000006
2016-10-15,87,81.0,,0.81,70.47
2016-10-16,67,81.0,,0.81,54.27
2016-10-17,88,81.0,,0.81,71.28
2016-10-18,84,81.0,,0.81,68.04
2016-10-19,96,81.0,,0.81,77.76
2016-10-20,77,81.0,,0.81,62.370000000000005
2016-10-21,78,81.0,,0.81,63.18000000000001
2016-10-22,63,81.0,,0.81,51.03
2016-10-23,71,81.0,,0.81,57.510000000000005
2016-10-24,73,81.0,,0.81,59.13
2016-10-25,78,81.0,,0.81,63.18000000000001
2016-10-26,68,81.0,,0.81,55.080000000000005
2016-10-27,98,81.0,,0.81,79.38000000000001
2016-10-28,80,81.0,,0.81,64.80000000000001
2016-10-29,67,81.0,,0.81,54.27
2016-10-30,60,81.0,,0.81,48.6
2016-10-31,70,81.0,,0.81,56.7
2016-11-01,100,78.0,False,0.78,78.0
2016-11-02,68,78.0,,0.78,53.04
2016-11-03,81,78.0,,0.78,63.18
2016-11-04,64,78.0,,0.78,49.92
2016-11-05,63,78.0,,0.78,49.14
2016-11-06,59,78.0,,0.78,46.02
2016-11-07,83,78.0,,0.78,64.74000000000001
2016-11-08,64,78.0,,0.78,49.92
2016-11-09,47,78.0,,0.78,36.660000000000004
2016-11-10,63,78.0,,0.78,49.14
2016-11-11,60,78.0,,0.78,46.800000000000004
2016-11-12,56,78.0,,0.78,43.68
2016-11-13,64,78.0,,0.78,49.92
2016-11-14,93,78.0,,0.78,72.54
2016-11-15,74,78.0,,0.78,57.72
2016-11-16,81,78.0,,0.78,63.18
2016-11-17,66,78.0,,0.78,51.480000000000004
2016-11-18,58,78.0,,0.78,45.24
2016-11-19,68,78.0,,0.78,53.04
2016-11-20,58,78.0,,0.78,45.24
2016-11-21,64,78.0,,0.78,49.92
2016-11-22,74,78.0,,0.78,57.72
2016-11-23,73,78.0,,0.78,56.940000000000005
2016-11-24,38,78.0,,0.78,29.64
2016-11-25,41,78.0,,0.78,31.98
2016-11-26,47,78.0,,0.78,36.660000000000004
2016-11-27,76,78.0,,0.78,59.28
2016-11-28,70,78.0,,0.78,54.6
2016-11-29,84,78.0,,0.78,65.52
2016-11-30,86,78.0,,0.78,67.08
2016-12-01,70,81.0,False,0.81,56.7
2016-12-02,55,81.0,,0.81,44.550000000000004
2016-12-03,73,81.0,,0.81,59.13
2016-12-04,64,81.0,,0.81,51.84
2016-12-05,81,81.0,,0.81,65.61
2016-12-06,77,81.0,,0.81,62.370000000000005
2016-12-07,68,81.0,,0.81,55.080000000000005
2016-12-08,84,81.0,,0.81,68.04
2016-12-09,80,81.0,,0.81,64.80000000000001
2016-12-10,62,81.0,,0.81,50.220000000000006
2016-12-11,69,81.0,,0.81,55.89
2016-12-12,70,81.0,,0.81,56.7
2016-12-13,87,81.0,,0.81,70.47
2016-12-14,53,81.0,,0.81,42.93
2016-12-15,86,81.0,,0.81,69.66000000000001
2016-12-16,51,81.0,,0.81,41.31
2016-12-17,59,81.0,,0.81,47.790000000000006
2016-12-18,52,81.0,,0.81,42.120000000000005
2016-12-19,100,81.0,,0.81,81.0
2016-12-20,57,81.0,,0.81,46.17
2016-12-21,63,81.0,,0.81,51.03
2016-12-22,57,81.0,,0.81,46.17
2016-12-23,40,81.0,,0.81,32.400000000000006
2016-12-24,39,81.0,,0.81,31.590000000000003
2016-12-25,48,81.0,,0.81,38.88
2016-12-26,64,81.0,,0.81,51.84
2016-12-27,71,81.0,,0.81,57.510000000000005
2016-12-28,89,81.0,,0.81,72.09
2016-12-29,75,81.0,,0.81,60.75000000000001
2016-12-30,61,81.0,,0.81,49.410000000000004
2016-12-31,54,81.0,,0.81,43.74
2017-01-01,53,97.0,False,0.97,51.41
2017-01-02,83,97.0,,0.97,80.50999999999999
2017-01-03,52,97.0,,0.97,50.44
2017-01-04,57,97.0,,0.97,55.29
2017-01-05,81,97.0,,0.97,78.57
2017-01-06,60,97.0,,0.97,58.199999999999996
2017-01-07,87,97.0,,0.97,84.39
2017-01-08,75,97.0,,0.97,72.75
2017-01-09,78,97.0,,0.97,75.66
2017-01-10,65,97.0,,0.97,63.05
2017-01-11,57,97.0,,0.97,55.29
2017-01-12,58,97.0,,0.97,56.26
2017-01-13,75,97.0,,0.97,72.75
2017-01-14,77,97.0,,0.97,74.69
2017-01-15,75,97.0,,0.97,72.75
2017-01-16,89,97.0,,0.97,86.33
2017-01-17,79,97.0,,0.97,76.63
2017-01-18,64,97.0,,0.97,62.08
2017-01-19,69,97.0,,0.97,66.92999999999999
2017-01-20,72,97.0,,0.97,69.84
2017-01-21,68,97.0,,0.97,65.96
2017-01-22,65,97.0,,0.97,63.05
2017-01-23,78,97.0,,0.97,75.66
2017-01-24,69,97.0,,0.97,66.92999999999999
2017-01-25,64,97.0,,0.97,62.08
2017-01-26,83,97.0,,0.97,80.50999999999999
2017-01-27,63,97.0,,0.97,61.11
2017-01-28,63,97.0,,0.97,61.11
2017-01-29,41,97.0,,0.97,39.769999999999996
2017-01-30,100,97.0,,0.97,97.0
2017-01-31,100,97.0,,0.97,97.0
2017-02-01,99,97.0,False,0.97,96.03
2017-02-02,93,97.0,,0.97,90.21
2017-02-03,63,97.0,,0.97,61.11
2017-02-04,62,97.0,,0.97,60.14
2017-02-05,56,97.0,,0.97,54.32
2017-02-06,67,97.0,,0.97,64.99
2017-02-07,89,97.0,,0.97,86.33
2017-02-08,81,97.0,,0.97,78.57
2017-02-09,80,97.0,,0.97,77.6
2017-02-10,78,97.0,,0.97,75.66
2017-02-11,75,97.0,,0.97,72.75
2017-02-12,79,97.0,,0.97,76.63
2017-02-13,71,97.0,,0.97,68.87
2017-02-14,74,97.0,,0.97,71.78
2017-02-15,88,97.0,,0.97,85.36
2017-02-16,85,97.0,,0.97,82.45
2017-02-17,54,97.0,,0.97,52.379999999999995
2017-02-18,61,97.0,,0.97,59.17
2017-02-19,94,97.0,,0.97,91.17999999999999
2017-02-20,85,97.0,,0.97,82.45
2017-02-21,98,97.0,,0.97,95.06
2017-02-22,54,97.0,,0.97,52.379999999999995
2017-02-23,99,97.0,,0.97,96.03
2017-02-24,73,97.0,,0.97,70.81
2017-02-25,67,97.0,,0.97,64.99
2017-02-26,100,97.0,,0.97,97.0
2017-02-27,85,97.0,,0.97,82.45
2017-02-28,75,97.0,,0.97,72.75
2017-03-01,60,98.0,False,0.98,58.8
2017-03-02,76,98.0,,0.98,74.48
2017-03-03,76,98.0,,0.98,74.48
2017-03-04,66,98.0,,0.98,64.67999999999999
2017-03-05,91,98.0,,0.98,89.17999999999999
2017-03-06,82,98.0,,0.98,80.36
2017-03-07,97,98.0,,0.98,95.06
2017-03-08,79,98.0,,0.98,77.42
2017-03-09,84,98.0,,0.98,82.32
2017-03-10,77,98.0,,0.98,75.46
2017-03-11,79,98.0,,0.98,77.42
2017-03-12,80,98.0,,0.98,78.4
2017-03-13,87,98.0,,0.98,85.26
2017-03-14,93,98.0,,0.98,91.14
2017-03-15,64,98.0,,0.98,62.72
2017-03-16,83,98.0,,0.98,81.34
2017-03-17,87,98.0,,0.98,85.26
2017-03-18,68,98.0,,0.98,66.64
2017-03-19,87,98.0,,0.98,85.26
2017-03-20,61,98.0,,0.98,59.78
2017-03-21,72,98.0,,0.98,70.56
2017-03-22,75,98.0,,0.98,73.5
2017-03-23,87,98.0,,0.98,85.26
2017-03-24,54,98.0,,0.98,52.92
2017-03-25,94,98.0,,0.98,92.12
2017-03-26,50,98.0,,0.98,49.0
2017-03-27,93,98.0,,0.98,91.14
2017-03-28,100,98.0,,0.98,98.0
2017-03-29,90,98.0,,0.98,88.2
2017-03-30,83,98.0,,0.98,81.34
2017-03-31,88,98.0,,0.98,86.24
2017-04-01,60,99.0,False,0.99,59.4
2017-04-02,64,99.0,,0.99,63.36
2017-04-03,81,99.0,,0.99,80.19
2017-04-04,71,99.0,,0.99,70.29
2017-04-05,68,99.0,,0.99,67.32
2017-04-06,59,99.0,,0.99,58.41
2017-04-07,64,99.0,,0.99,63.36
2017-04-08,72,99.0,,0.99,71.28
2017-04-09,60,99.0,,0.99,59.4
2017-04-10,78,99.0,,0.99,77.22
2017-04-11,92,99.0,,0.99,91.08
2017-04-12,80,99.0,,0.99,79.2
2017-04-13,76,99.0,,0.99,75.24
2017-04-14,76,99.0,,0.99,75.24
2017-04-15,59,99.0,,0.99,58.41
2017-04-16,48,99.0,,0.99,47.519999999999996
2017-04-17,69,99.0,,0.99,68.31
2017-04-18,69,99.0,,0.99,68.31
2017-04-19,84,99.0,,0.99,83.16
2017-04-20,64,99.0,,0.99,63.36
2017-04-21,61,99.0,,0.99,60.39
2017-04-22,68,99.0,,0.99,67.32
2017-04-23,69,99.0,,0.99,68.31
2017-04-24,91,99.0,,0.99,90.09
2017-04-25,71,99.0,,0.99,70.29
2017-04-26,100,99.0,,0.99,99.0
2017-04-27,68,99.0,,0.99,67.32
2017-04-28,77,99.0,,0.99,76.23
2017-04-29,75,99.0,,0.99,74.25
2017-04-30,59,99.0,,0.99,58.41
2017-05-01,76,91.0,False,0.91,69.16
2017-05-02,60,91.0,,0.91,54.6
2017-05-03,95,91.0,,0.91,86.45
2017-05-04,88,91.0,,0.91,80.08
2017-05-05,83,91.0,,0.91,75.53
2017-05-06,71,91.0,,0.91,64.61
2017-05-07,71,91.0,,0.91,64.61
2017-05-08,99,91.0,,0.91,90.09
2017-05-09,91,91.0,,0.91,82.81
2017-05-10,87,91.0,,0.91,79.17
2017-05-11,66,91.0,,0.91,60.06
2017-05-12,74,91.0,,0.91,67.34
2017-05-13,78,91.0,,0.91,70.98
2017-05-14,70,91.0,,0.91,63.7
2017-05-15,55,91.0,,0.91,50.050000000000004
2017-05-16,100,91.0,,0.91,91.0
2017-05-17,100,91.0,,0.91,91.0
2017-05-18,75,91.0,,0.91,68.25
2017-05-19,88,91.0,,0.91,80.08
2017-05-20,75,91.0,,0.91,68.25
2017-05-21,75,91.0,,0.91,68.25
2017-05-22,99,91.0,,0.91,90.09
2017-05-23,70,91.0,,0.91,63.7
2017-05-24,73,91.0,,0.91,66.43
2017-05-25,56,91.0,,0.91,50.96
2017-05-26,74,91.0,,0.91,67.34
2017-05-27,60,91.0,,0.91,54.6
2017-05-28,79,91.0,,0.91,71.89
2017-05-29,63,91.0,,0.91,57.330000000000005
2017-05-30,64,91.0,,0.91,58.24
2017-05-31,91,91.0,,0.91,82.81
2017-06-01,54,99.0,False,0.99,53.46
2017-06-02,62,99.0,,0.99,61.38
2017-06-03,75,99.0,,0.99,74.25
2017-06-04,65,99.0,,0.99,64.35
2017-06-05,63,99.0,,0.99,62.37
2017-06-06,100,99.0,,0.99,99.0
2017-06-07,67,99.0,,0.99,66.33
2017-06-08,67,99.0,,0.99,66.33
2017-06-09,84,99.0,,0.99,83.16
2017-06-10,62,99.0,,0.99,61.38
2017-06-11,60,99.0,,0.99,59.4
2017-06-12,83,99.0,,0.99,82.17
2017-06-13,85,99.0,,0.99,84.15
2017-06-14,64,99.0,,0.99,63.36
2017-06-15,63,99.0,,0.99,62.37
2017-06-16,58,99.0,,0.99,57.42
2017-06-17,41,99.0,,0.99,40.589999999999996
2017-06-18,82,99.0,,0.99,81.17999999999999
2017-06-19,82,99.0,,0.99,81.17999999999999
2017-06-20,54,99.0,,0.99,53.46
2017-06-21,65,99.0,,0.99,64.35
2017-06-22,60,99.0,,0.99,59.4
2017-06-23,71,99.0,,0.99,70.29
2017-06-24,70,99.0,,0.99,69.3
2017-06-25,52,99.0,,0.99,51.48
2017-06-26,85,99.0,,0.99,84.15
2017-06-27,78,99.0,,0.99,77.22
2017-06-28,63,99.0,,0.99,62.37
2017-06-29,62,99.0,,0.99,61.38
2017-06-30,54,99.0,,0.99,53.46
2017-07-01,62,98.0,False,0.98,60.76
2017-07-02,68,98.0,,0.98,66.64
2017-07-03,78,98.0,,0.98,76.44
2017-07-04,68,98.0,,0.98,66.64
2017-07-05,74,98.0,,0.98,72.52
2017-07-06,87,98.0,,0.98,85.26
2017-07-07,58,98.0,,0.98,56.839999999999996
2017-07-08,66,98.0,,0.98,64.67999999999999
2017-07-09,85,98.0,,0.98,83.3
2017-07-10,99,98.0,,0.98,97.02
2017-07-11,87,98.0,,0.98,85.26
2017-07-12,90,98.0,,0.98,88.2
2017-07-13,92,98.0,,0.98,90.16
2017-07-14,73,98.0,,0.98,71.53999999999999
2017-07-15,79,98.0,,0.98,77.42
2017-07-16,77,98.0,,0.98,75.46
2017-07-17,94,98.0,,0.98,92.12
2017-07-18,91,98.0,,0.98,89.17999999999999
2017-07-19,67,98.0,,0.98,65.66
2017-07-20,100,98.0,,0.98,98.0
2017-07-21,63,98.0,,0.98,61.74
2017-07-22,99,98.0,,0.98,97.02
2017-07-23,75,98.0,,0.98,73.5
2017-07-24,84,98.0,,0.98,82.32
2017-07-25,66,98.0,,0.98,64.67999999999999
2017-07-26,89,98.0,,0.98,87.22
2017-07-27,88,98.0,,0.98,86.24
2017-07-28,59,98.0,,0.98,57.82
2017-07-29,83,98.0,,0.98,81.34
2017-07-30,66,98.0,,0.98,64.67999999999999
2017-07-31,89,98.0,,0.98,87.22
2017-08-01,83,91.0,False,0.91,75.53
2017-08-02,99,91.0,,0.91,90.09
2017-08-03,96,91.0,,0.91,87.36
2017-08-04,95,91.0,,0.91,86.45
2017-08-05,71,91.0,,0.91,64.61
2017-08-06,70,91.0,,0.91,63.7
2017-08-07,100,91.0,,0.91,91.0
2017-08-08,89,91.0,,0.91,80.99000000000001
2017-08-09,68,91.0,,0.91,61.88
2017-08-10,92,91.0,,0.91,83.72
2017-08-11,62,91.0,,0.91,56.42
2017-08-12,59,91.0,,0.91,53.690000000000005
2017-08-13,86,91.0,,0.91,78.26
2017-08-14,76,91.0,,0.91,69.16
2017-08-15,94,91.0,,0.91,85.54
2017-08-16,89,91.0,,0.91,80.99000000000001
2017-08-17,59,91.0,,0.91,53.690000000000005
2017-08-18,73,91.0,,0.91,66.43
2017-08-19,81,91.0,,0.91,73.71000000000001
2017-08-20,74,91.0,,0.91,67.34
2017-08-21,86,91.0,,0.91,78.26
2017-08-22,91,91.0,,0.91,82.81
2017-08-23,79,91.0,,0.91,71.89
2017-08-24,91,91.0,,0.91,82.81
2017-08-25,82,91.0,,0.91,74.62
2017-08-26,62,91.0,,0.91,56.42
2017-08-27,55,91.0,,0.91,50.050000000000004
2017-08-28,62,91.0,,0.91,56.42
2017-08-29,81,91.0,,0.91,73.71000000000001
2017-08-30,88,91.0,,0.91,80.08
2017-08-31,62,91.0,,0.91,56.42
2017-09-01,69,89.0,False,0.89,61.410000000000004
2017-09-02,74,89.0,,0.89,65.86
2017-09-03,47,89.0,,0.89,41.83
2017-09-04,62,89.0,,0.89,55.18
2017-09-05,70,89.0,,0.89,62.300000000000004
2017-09-06,71,89.0,,0.89,63.19
2017-09-07,61,89.0,,0.89,54.29
2017-09-08,60,89.0,,0.89,53.4
2017-09-09,66,89.0,,0.89,58.74
2017-09-10,82,89.0,,0.89,72.98
2017-09-11,82,89.0,,0.89,72.98
2017-09-12,75,89.0,,0.89,66.75
2017-09-13,99,89.0,,0.89,88.11
2017-09-14,88,89.0,,0.89,78.32000000000001
2017-09-15,85,89.0,,0.89,75.65
2017-09-16,91,89.0,,0.89,80.99
2017-09-17,55,89.0,,0.89,48.95
2017-09-18,76,89.0,,0.89,67.64
2017-09-19,97,89.0,,0.89,86.33
2017-09-20,86,89.0,,0.89,76.54
2017-09-21,72,89.0,,0.89,64.08
2017-09-22,66,89.0,,0.89,58.74
2017-09-23,69,89.0,,0.89,61.410000000000004
2017-09-24,70,89.0,,0.89,62.300000000000004
2017-09-25,92,89.0,,0.89,81.88
2017-09-26,100,89.0,,0.89,89.0
2017-09-27,84,89.0,,0.89,74.76
2017-09-28,66,89.0,,0.89,58.74
2017-09-29,69,89.0,,0.89,61.410000000000004
2017-09-30,52,89.0,,0.89,46.28
2017-10-01,40,92.0,False,0.92,36.800000000000004
2017-10-02,55,92.0,,0.92,50.6
2017-10-03,72,92.0,,0.92,66.24000000000001
2017-10-04,63,92.0,,0.92,57.96
2017-10-05,70,92.0,,0.92,64.4
2017-10-06,66,92.0,,0.92,60.720000000000006
2017-10-07,89,92.0,,0.92,81.88000000000001
2017-10-08,82,92.0,,0.92,75.44
2017-10-09,98,92.0,,0.92,90.16000000000001
2017-10-10,80,92.0,,0.92,73.60000000000001
2017-10-11,100,92.0,,0.92,92.0
2017-10-12,85,92.0,,0.92,78.2
2017-10-13,81,92.0,,0.92,74.52000000000001
2017-10-14,74,92.0,,0.92,68.08
2017-10-15,52,92.0,,0.92,47.84
2017-10-16,97,92.0,,0.92,89.24000000000001
2017-10-17,95,92.0,,0.92,87.4
2017-10-18,95,92.0,,0.92,87.4
2017-10-19,95,92.0,,0.92,87.4
2017-10-20,64,92.0,,0.92,58.88
2017-10-21,72,92.0,,0.92,66.24000000000001
2017-10-22,74,92.0,,0.92,68.08
2017-10-23,73,92.0,,0.92,67.16
2017-10-24,82,92.0,,0.92,75.44
2017-10-25,67,92.0,,0.92,61.64
2017-10-26,79,92.0,,0.92,72.68
2017-10-27,57,92.0,,0.92,52.440000000000005
2017-10-28,81,92.0,,0.92,74.52000000000001
2017-10-29,68,92.0,,0.92,62.56
2017-10-30,81,92.0,,0.92,74.52000000000001
2017-10-31,81,92.0,,0.92,74.52000000000001
2017-11-01,64,86.0,False,0.86,55.04
2017-11-02,58,86.0,,0.86,49.88
2017-11-03,71,86.0,,0.86,61.06
2017-11-04,41,86.0,,0.86,35.26
2017-11-05,52,86.0,,0.86,44.72
2017-11-06,60,86.0,,0.86,51.6
2017-11-07,58,86.0,,0.86,49.88
2017-11-08,86,86.0,,0.86,73.96
2017-11-09,54,86.0,,0.86,46.44
2017-11-10,85,86.0,,0.86,73.1
2017-11-11,68,86.0,,0.86,58.48
2017-11-12,70,86.0,,0.86,60.199999999999996
2017-11-13,90,86.0,,0.86,77.4
2017-11-14,73,86.0,,0.86,62.78
2017-11-15,55,86.0,,0.86,47.3
2017-11-16,100,86.0,,0.86,86.0
2017-11-17,76,86.0,,0.86,65.36
2017-11-18,71,86.0,,0.86,61.06
2017-11-19,88,86.0,,0.86,75.67999999999999
2017-11-20,72,86.0,,0.86,61.92
2017-11-21,78,86.0,,0.86,67.08
2017-11-22,44,86.0,,0.86,37.839999999999996
2017-11-23,27,86.0,,0.86,23.22
2017-11-24,66,86.0,,0.86,56.76
2017-11-25,35,86.0,,0.86,30.099999999999998
2017-11-26,78,86.0,,0.86,67.08
2017-11-27,67,86.0,,0.86,57.62
2017-11-28,57,86.0,,0.86,49.019999999999996
2017-11-29,65,86.0,,0.86,55.9
2017-11-30,81,86.0,,0.86,69.66
2017-12-01,86,82.0,False,0.82,70.52
2017-12-02,53,82.0,,0.82,43.46
2017-12-03,49,82.0,,0.82,40.18
2017-12-04,58,82.0,,0.82,47.559999999999995
2017-12-05,87,82.0,,0.82,71.33999999999999
2017-12-06,73,82.0,,0.82,59.86
2017-12-07,58,82.0,,0.82,47.559999999999995
2017-12-08,68,82.0,,0.82,55.76
2017-12-09,64,82.0,,0.82,52.48
2017-12-10,49,82.0,,0.82,40.18
2017-12-11,63,82.0,,0.82,51.66
2017-12-12,81,82.0,,0.82,66.42
2017-12-13,74,82.0,,0.82,60.68
2017-12-14,85,82.0,,0.82,69.7
2017-12-15,75,82.0,,0.82,61.49999999999999
2017-12-16,60,82.0,,0.82,49.199999999999996
2017-12-17,69,82.0,,0.82,56.58
2017-12-18,100,82.0,,0.82,82.0
2017-12-19,72,82.0,,0.82,59.04
2017-12-20,52,82.0,,0.82,42.64
2017-12-21,54,82.0,,0.82,44.279999999999994
2017-12-22,39,82.0,,0.82,31.979999999999997
2017-12-23,30,82.0,,0.82,24.599999999999998
2017-12-24,40,82.0,,0.82,32.8
2017-12-25,22,82.0,,0.82,18.04
2017-12-26,67,82.0,,0.82,54.94
2017-12-27,72,82.0,,0.82,59.04
2017-12-28,78,82.0,,0.82,63.959999999999994
2017-12-29,49,82.0,,0.82,40.18
2017-12-30,78,82.0,,0.82,63.959999999999994
2017-12-31,62,82.0,,0.82,50.839999999999996
2018-01-01,67,95.0,False,0.95,63.65
2018-01-02,83,95.0,,0.95,78.85
2018-01-03,100,95.0,,0.95,95.0
