date,cost center_unscaled,cost center_monthly,isPartial,scale,cost center
2005-01-01,61,49.0,False,0.49,29.89
2005-01-02,0,49.0,,0.49,0.0
2005-01-03,21,49.0,,0.49,10.29
2005-01-04,0,49.0,,0.49,0.0
2005-01-05,41,49.0,,0.49,20.09
2005-01-06,0,49.0,,0.49,0.0
2005-01-07,21,49.0,,0.49,10.29
2005-01-08,100,49.0,,0.49,49.0
2005-01-09,0,49.0,,0.49,0.0
2005-01-10,98,49.0,,0.49,48.019999999999996
2005-01-11,20,49.0,,0.49,9.8
2005-01-12,39,49.0,,0.49,19.11
2005-01-13,0,49.0,,0.49,0.0
2005-01-14,31,49.0,,0.49,15.19
2005-01-15,65,49.0,,0.49,31.849999999999998
2005-01-16,0,49.0,,0.49,0.0
2005-01-17,23,49.0,,0.49,11.27
2005-01-18,20,49.0,,0.49,9.8
2005-01-19,0,49.0,,0.49,0.0
2005-01-20,40,49.0,,0.49,19.6
2005-01-21,21,49.0,,0.49,10.29
2005-01-22,48,49.0,,0.49,23.52
2005-01-23,0,49.0,,0.49,0.0
2005-01-24,19,49.0,,0.49,9.31
2005-01-25,38,49.0,,0.49,18.62
2005-01-26,19,49.0,,0.49,9.31
2005-01-27,20,49.0,,0.49,9.8
2005-01-28,0,49.0,,0.49,0.0
2005-01-29,0,49.0,,0.49,0.0
2005-01-30,31,49.0,,0.49,15.19
2005-01-31,19,49.0,,0.49,9.31
2005-02-01,29,43.0,False,0.43,12.47
2005-02-02,30,43.0,,0.43,12.9
2005-02-03,89,43.0,,0.43,38.269999999999996
2005-02-04,32,43.0,,0.43,13.76
2005-02-05,0,43.0,,0.43,0.0
2005-02-06,100,43.0,,0.43,43.0
2005-02-07,45,43.0,,0.43,19.35
2005-02-08,28,43.0,,0.43,12.04
2005-02-09,44,43.0,,0.43,18.919999999999998
2005-02-10,29,43.0,,0.43,12.47
2005-02-11,31,43.0,,0.43,13.33
2005-02-12,48,43.0,,0.43,20.64
2005-02-13,49,43.0,,0.43,21.07
2005-02-14,29,43.0,,0.43,12.47
2005-02-15,0,43.0,,0.43,0.0
2005-02-16,44,43.0,,0.43,18.919999999999998
2005-02-17,29,43.0,,0.43,12.47
2005-02-18,77,43.0,,0.43,33.11
2005-02-19,0,43.0,,0.43,0.0
2005-02-20,50,43.0,,0.43,21.5
2005-02-21,32,43.0,,0.43,13.76
2005-02-22,0,43.0,,0.43,0.0
2005-02-23,28,43.0,,0.43,12.04
2005-02-24,29,43.0,,0.43,12.47
2005-02-25,30,43.0,,0.43,12.9
2005-02-26,0,43.0,,0.43,0.0
2005-02-27,0,43.0,,0.43,0.0
2005-02-28,57,43.0,,0.43,24.509999999999998
2005-03-01,29,44.0,False,0.44,12.76
2005-03-02,29,44.0,,0.44,12.76
2005-03-03,0,44.0,,0.44,0.0
2005-03-04,32,44.0,,0.44,14.08
2005-03-05,0,44.0,,0.44,0.0
2005-03-06,0,44.0,,0.44,0.0
2005-03-07,29,44.0,,0.44,12.76
2005-03-08,56,44.0,,0.44,24.64
2005-03-09,29,44.0,,0.44,12.76
2005-03-10,30,44.0,,0.44,13.2
2005-03-11,0,44.0,,0.44,0.0
2005-03-12,0,44.0,,0.44,0.0
2005-03-13,49,44.0,,0.44,21.56
2005-03-14,59,44.0,,0.44,25.96
2005-03-15,85,44.0,,0.44,37.4
2005-03-16,29,44.0,,0.44,12.76
2005-03-17,45,44.0,,0.44,19.8
2005-03-18,81,44.0,,0.44,35.64
2005-03-19,49,44.0,,0.44,21.56
2005-03-20,100,44.0,,0.44,44.0
2005-03-21,59,44.0,,0.44,25.96
2005-03-22,44,44.0,,0.44,19.36
2005-03-23,59,44.0,,0.44,25.96
2005-03-24,31,44.0,,0.44,13.64
2005-03-25,73,44.0,,0.44,32.12
2005-03-26,52,44.0,,0.44,22.88
2005-03-27,34,44.0,,0.44,14.96
2005-03-28,24,44.0,,0.44,10.56
2005-03-29,74,44.0,,0.44,32.56
2005-03-30,91,44.0,,0.44,40.04
2005-03-31,46,44.0,,0.44,20.24
2005-04-01,0,47.0,False,0.47,0.0
2005-04-02,49,47.0,,0.47,23.029999999999998
2005-04-03,48,47.0,,0.47,22.56
2005-04-04,0,47.0,,0.47,0.0
2005-04-05,0,47.0,,0.47,0.0
2005-04-06,41,47.0,,0.47,19.27
2005-04-07,45,47.0,,0.47,21.15
2005-04-08,33,47.0,,0.47,15.51
2005-04-09,53,47.0,,0.47,24.91
2005-04-10,0,47.0,,0.47,0.0
2005-04-11,29,47.0,,0.47,13.629999999999999
2005-04-12,28,47.0,,0.47,13.16
2005-04-13,43,47.0,,0.47,20.209999999999997
2005-04-14,46,47.0,,0.47,21.619999999999997
2005-04-15,32,47.0,,0.47,15.04
2005-04-16,53,47.0,,0.47,24.91
2005-04-17,54,47.0,,0.47,25.38
2005-04-18,30,47.0,,0.47,14.1
2005-04-19,29,47.0,,0.47,13.629999999999999
2005-04-20,59,47.0,,0.47,27.729999999999997
2005-04-21,0,47.0,,0.47,0.0
2005-04-22,64,47.0,,0.47,30.08
2005-04-23,49,47.0,,0.47,23.029999999999998
2005-04-24,48,47.0,,0.47,22.56
2005-04-25,28,47.0,,0.47,13.16
2005-04-26,28,47.0,,0.47,13.16
2005-04-27,85,47.0,,0.47,39.949999999999996
2005-04-28,100,47.0,,0.47,47.0
2005-04-29,31,47.0,,0.47,14.569999999999999
2005-04-30,0,47.0,,0.47,0.0
2005-05-01,39,51.0,False,0.51,19.89
2005-05-02,57,51.0,,0.51,29.07
2005-05-03,23,51.0,,0.51,11.73
2005-05-04,0,51.0,,0.51,0.0
2005-05-05,0,51.0,,0.51,0.0
2005-05-06,38,51.0,,0.51,19.38
2005-05-07,0,51.0,,0.51,0.0
2005-05-08,0,51.0,,0.51,0.0
2005-05-09,23,51.0,,0.51,11.73
2005-05-10,0,51.0,,0.51,0.0
2005-05-11,24,51.0,,0.51,12.24
2005-05-12,83,51.0,,0.51,42.33
2005-05-13,39,51.0,,0.51,19.89
2005-05-14,42,51.0,,0.51,21.42
2005-05-15,82,51.0,,0.51,41.82
2005-05-16,59,51.0,,0.51,30.09
2005-05-17,35,51.0,,0.51,17.85
2005-05-18,36,51.0,,0.51,18.36
2005-05-19,74,51.0,,0.51,37.74
2005-05-20,40,51.0,,0.51,20.4
2005-05-21,0,51.0,,0.51,0.0
2005-05-22,63,51.0,,0.51,32.13
2005-05-23,24,51.0,,0.51,12.24
2005-05-24,70,51.0,,0.51,35.7
2005-05-25,47,51.0,,0.51,23.97
2005-05-26,100,51.0,,0.51,51.0
2005-05-27,27,51.0,,0.51,13.77
2005-05-28,45,51.0,,0.51,22.95
2005-05-29,71,51.0,,0.51,36.21
2005-05-30,0,51.0,,0.51,0.0
2005-05-31,24,51.0,,0.51,12.24
2005-06-01,0,45.0,False,0.45,0.0
2005-06-02,41,45.0,,0.45,18.45
2005-06-03,0,45.0,,0.45,0.0
2005-06-04,47,45.0,,0.45,21.150000000000002
2005-06-05,48,45.0,,0.45,21.6
2005-06-06,41,45.0,,0.45,18.45
2005-06-07,27,45.0,,0.45,12.15
2005-06-08,27,45.0,,0.45,12.15
2005-06-09,28,45.0,,0.45,12.6
2005-06-10,0,45.0,,0.45,0.0
2005-06-11,0,45.0,,0.45,0.0
2005-06-12,72,45.0,,0.45,32.4
2005-06-13,55,45.0,,0.45,24.75
2005-06-14,82,45.0,,0.45,36.9
2005-06-15,28,45.0,,0.45,12.6
2005-06-16,57,45.0,,0.45,25.650000000000002
2005-06-17,30,45.0,,0.45,13.5
2005-06-18,49,45.0,,0.45,22.05
2005-06-19,51,45.0,,0.45,22.95
2005-06-20,0,45.0,,0.45,0.0
2005-06-21,55,45.0,,0.45,24.75
2005-06-22,28,45.0,,0.45,12.6
2005-06-23,0,45.0,,0.45,0.0
2005-06-24,31,45.0,,0.45,13.950000000000001
2005-06-25,49,45.0,,0.45,22.05
2005-06-26,100,45.0,,0.45,45.0
2005-06-27,28,45.0,,0.45,12.6
2005-06-28,41,45.0,,0.45,18.45
2005-06-29,0,45.0,,0.45,0.0
2005-06-30,0,45.0,,0.45,0.0
2005-07-01,0,47.0,False,0.47,0.0
2005-07-02,0,47.0,,0.47,0.0
2005-07-03,0,47.0,,0.47,0.0
2005-07-04,0,47.0,,0.47,0.0
2005-07-05,67,47.0,,0.47,31.49
2005-07-06,0,47.0,,0.47,0.0
2005-07-07,31,47.0,,0.47,14.569999999999999
2005-07-08,65,47.0,,0.47,30.549999999999997
2005-07-09,0,47.0,,0.47,0.0
2005-07-10,53,47.0,,0.47,24.91
2005-07-11,0,47.0,,0.47,0.0
2005-07-12,0,47.0,,0.47,0.0
2005-07-13,91,47.0,,0.47,42.769999999999996
2005-07-14,31,47.0,,0.47,14.569999999999999
2005-07-15,33,47.0,,0.47,15.51
2005-07-16,52,47.0,,0.47,24.439999999999998
2005-07-17,0,47.0,,0.47,0.0
2005-07-18,0,47.0,,0.47,0.0
2005-07-19,89,47.0,,0.47,41.83
2005-07-20,61,47.0,,0.47,28.669999999999998
2005-07-21,31,47.0,,0.47,14.569999999999999
2005-07-22,100,47.0,,0.47,47.0
2005-07-23,0,47.0,,0.47,0.0
2005-07-24,53,47.0,,0.47,24.91
2005-07-25,30,47.0,,0.47,14.1
2005-07-26,29,47.0,,0.47,13.629999999999999
2005-07-27,30,47.0,,0.47,14.1
2005-07-28,32,47.0,,0.47,15.04
2005-07-29,0,47.0,,0.47,0.0
2005-07-30,0,47.0,,0.47,0.0
2005-07-31,52,47.0,,0.47,24.439999999999998
2005-08-01,25,34.0,False,0.34,8.5
2005-08-02,25,34.0,,0.34,8.5
2005-08-03,100,34.0,,0.34,34.0
2005-08-04,26,34.0,,0.34,8.84
2005-08-05,55,34.0,,0.34,18.700000000000003
2005-08-06,42,34.0,,0.34,14.280000000000001
2005-08-07,0,34.0,,0.34,0.0
2005-08-08,37,34.0,,0.34,12.58
2005-08-09,97,34.0,,0.34,32.980000000000004
2005-08-10,37,34.0,,0.34,12.58
2005-08-11,51,34.0,,0.34,17.34
2005-08-12,27,34.0,,0.34,9.180000000000001
2005-08-13,41,34.0,,0.34,13.940000000000001
2005-08-14,0,34.0,,0.34,0.0
2005-08-15,0,34.0,,0.34,0.0
2005-08-16,49,34.0,,0.34,16.66
2005-08-17,0,34.0,,0.34,0.0
2005-08-18,51,34.0,,0.34,17.34
2005-08-19,0,34.0,,0.34,0.0
2005-08-20,81,34.0,,0.34,27.540000000000003
2005-08-21,41,34.0,,0.34,13.940000000000001
2005-08-22,25,34.0,,0.34,8.5
2005-08-23,24,34.0,,0.34,8.16
2005-08-24,0,34.0,,0.34,0.0
2005-08-25,65,34.0,,0.34,22.1
2005-08-26,26,34.0,,0.34,8.84
2005-08-27,0,34.0,,0.34,0.0
2005-08-28,58,34.0,,0.34,19.720000000000002
2005-08-29,24,34.0,,0.34,8.16
2005-08-30,0,34.0,,0.34,0.0
2005-08-31,35,34.0,,0.34,11.9
2005-09-01,30,37.0,False,0.37,11.1
2005-09-02,0,37.0,,0.37,0.0
2005-09-03,100,37.0,,0.37,37.0
2005-09-04,52,37.0,,0.37,19.24
2005-09-05,0,37.0,,0.37,0.0
2005-09-06,29,37.0,,0.37,10.73
2005-09-07,86,37.0,,0.37,31.82
2005-09-08,58,37.0,,0.37,21.46
2005-09-09,0,37.0,,0.37,0.0
2005-09-10,0,37.0,,0.37,0.0
2005-09-11,91,37.0,,0.37,33.67
2005-09-12,83,37.0,,0.37,30.71
2005-09-13,55,37.0,,0.37,20.35
2005-09-14,28,37.0,,0.37,10.36
2005-09-15,28,37.0,,0.37,10.36
2005-09-16,0,37.0,,0.37,0.0
2005-09-17,46,37.0,,0.37,17.02
2005-09-18,90,37.0,,0.37,33.3
2005-09-19,28,37.0,,0.37,10.36
2005-09-20,0,37.0,,0.37,0.0
2005-09-21,0,37.0,,0.37,0.0
2005-09-22,57,37.0,,0.37,21.09
2005-09-23,60,37.0,,0.37,22.2
2005-09-24,46,37.0,,0.37,17.02
2005-09-25,0,37.0,,0.37,0.0
2005-09-26,27,37.0,,0.37,9.99
2005-09-27,0,37.0,,0.37,0.0
2005-09-28,0,37.0,,0.37,0.0
2005-09-29,27,37.0,,0.37,9.99
2005-09-30,0,37.0,,0.37,0.0
2005-10-01,56,44.0,False,0.44,24.64
2005-10-02,80,44.0,,0.44,35.2
2005-10-03,32,44.0,,0.44,14.08
2005-10-04,32,44.0,,0.44,14.08
2005-10-05,32,44.0,,0.44,14.08
2005-10-06,96,44.0,,0.44,42.24
2005-10-07,35,44.0,,0.44,15.4
2005-10-08,0,44.0,,0.44,0.0
2005-10-09,53,44.0,,0.44,23.32
2005-10-10,100,44.0,,0.44,44.0
2005-10-11,63,44.0,,0.44,27.72
2005-10-12,95,44.0,,0.44,41.8
2005-10-13,32,44.0,,0.44,14.08
2005-10-14,34,44.0,,0.44,14.96
2005-10-15,54,44.0,,0.44,23.76
2005-10-16,0,44.0,,0.44,0.0
2005-10-17,32,44.0,,0.44,14.08
2005-10-18,31,44.0,,0.44,13.64
2005-10-19,47,44.0,,0.44,20.68
2005-10-20,63,44.0,,0.44,27.72
2005-10-21,68,44.0,,0.44,29.92
2005-10-22,0,44.0,,0.44,0.0
2005-10-23,50,44.0,,0.44,22.0
2005-10-24,93,44.0,,0.44,40.92
2005-10-25,31,44.0,,0.44,13.64
2005-10-26,78,44.0,,0.44,34.32
2005-10-27,48,44.0,,0.44,21.12
2005-10-28,34,44.0,,0.44,14.96
2005-10-29,0,44.0,,0.44,0.0
2005-10-30,53,44.0,,0.44,23.32
2005-10-31,32,44.0,,0.44,14.08
2005-11-01,46,43.0,False,0.43,19.78
2005-11-02,44,43.0,,0.43,18.919999999999998
2005-11-03,30,43.0,,0.43,12.9
2005-11-04,32,43.0,,0.43,13.76
2005-11-05,97,43.0,,0.43,41.71
2005-11-06,0,43.0,,0.43,0.0
2005-11-07,44,43.0,,0.43,18.919999999999998
2005-11-08,28,43.0,,0.43,12.04
2005-11-09,0,43.0,,0.43,0.0
2005-11-10,0,43.0,,0.43,0.0
2005-11-11,100,43.0,,0.43,43.0
2005-11-12,49,43.0,,0.43,21.07
2005-11-13,48,43.0,,0.43,20.64
2005-11-14,0,43.0,,0.43,0.0
2005-11-15,28,43.0,,0.43,12.04
2005-11-16,71,43.0,,0.43,30.53
2005-11-17,58,43.0,,0.43,24.94
2005-11-18,94,43.0,,0.43,40.42
2005-11-19,47,43.0,,0.43,20.21
2005-11-20,71,43.0,,0.43,30.53
2005-11-21,43,43.0,,0.43,18.49
2005-11-22,57,43.0,,0.43,24.509999999999998
2005-11-23,33,43.0,,0.43,14.19
2005-11-24,52,43.0,,0.43,22.36
2005-11-25,47,43.0,,0.43,20.21
2005-11-26,97,43.0,,0.43,41.71
2005-11-27,46,43.0,,0.43,19.78
2005-11-28,28,43.0,,0.43,12.04
2005-11-29,53,43.0,,0.43,22.79
2005-11-30,68,43.0,,0.43,29.24
2005-12-01,54,33.0,False,0.33,17.82
2005-12-02,0,33.0,,0.33,0.0
2005-12-03,0,33.0,,0.33,0.0
2005-12-04,43,33.0,,0.33,14.190000000000001
2005-12-05,27,33.0,,0.33,8.91
2005-12-06,26,33.0,,0.33,8.58
2005-12-07,27,33.0,,0.33,8.91
2005-12-08,27,33.0,,0.33,8.91
2005-12-09,29,33.0,,0.33,9.57
2005-12-10,43,33.0,,0.33,14.190000000000001
2005-12-11,44,33.0,,0.33,14.520000000000001
2005-12-12,68,33.0,,0.33,22.44
2005-12-13,40,33.0,,0.33,13.200000000000001
2005-12-14,28,33.0,,0.33,9.24
2005-12-15,57,33.0,,0.33,18.810000000000002
2005-12-16,61,33.0,,0.33,20.130000000000003
2005-12-17,0,33.0,,0.33,0.0
2005-12-18,47,33.0,,0.33,15.510000000000002
2005-12-19,30,33.0,,0.33,9.9
2005-12-20,0,33.0,,0.33,0.0
2005-12-21,0,33.0,,0.33,0.0
2005-12-22,33,33.0,,0.33,10.89
2005-12-23,40,33.0,,0.33,13.200000000000001
2005-12-24,0,33.0,,0.33,0.0
2005-12-25,0,33.0,,0.33,0.0
2005-12-26,100,33.0,,0.33,33.0
2005-12-27,0,33.0,,0.33,0.0
2005-12-28,83,33.0,,0.33,27.39
2005-12-29,33,33.0,,0.33,10.89
2005-12-30,36,33.0,,0.33,11.88
2005-12-31,47,33.0,,0.33,15.510000000000002
2006-01-01,65,40.0,False,0.4,26.0
2006-01-02,0,40.0,,0.4,0.0
2006-01-03,68,40.0,,0.4,27.200000000000003
2006-01-04,33,40.0,,0.4,13.200000000000001
2006-01-05,100,40.0,,0.4,40.0
2006-01-06,52,40.0,,0.4,20.8
2006-01-07,50,40.0,,0.4,20.0
2006-01-08,51,40.0,,0.4,20.400000000000002
2006-01-09,32,40.0,,0.4,12.8
2006-01-10,32,40.0,,0.4,12.8
2006-01-11,32,40.0,,0.4,12.8
2006-01-12,48,40.0,,0.4,19.200000000000003
2006-01-13,33,40.0,,0.4,13.200000000000001
2006-01-14,100,40.0,,0.4,40.0
2006-01-15,0,40.0,,0.4,0.0
2006-01-16,0,40.0,,0.4,0.0
2006-01-17,62,40.0,,0.4,24.8
2006-01-18,31,40.0,,0.4,12.4
2006-01-19,63,40.0,,0.4,25.200000000000003
2006-01-20,33,40.0,,0.4,13.200000000000001
2006-01-21,48,40.0,,0.4,19.200000000000003
2006-01-22,48,40.0,,0.4,19.200000000000003
2006-01-23,77,40.0,,0.4,30.8
2006-01-24,30,40.0,,0.4,12.0
2006-01-25,31,40.0,,0.4,12.4
2006-01-26,47,40.0,,0.4,18.8
2006-01-27,0,40.0,,0.4,0.0
2006-01-28,0,40.0,,0.4,0.0
2006-01-29,47,40.0,,0.4,18.8
2006-01-30,30,40.0,,0.4,12.0
2006-01-31,88,40.0,,0.4,35.2
2006-02-01,46,38.0,False,0.38,17.48
2006-02-02,71,38.0,,0.38,26.98
2006-02-03,25,38.0,,0.38,9.5
2006-02-04,37,38.0,,0.38,14.06
2006-02-05,73,38.0,,0.38,27.740000000000002
2006-02-06,48,38.0,,0.38,18.240000000000002
2006-02-07,46,38.0,,0.38,17.48
2006-02-08,23,38.0,,0.38,8.74
2006-02-09,0,38.0,,0.38,0.0
2006-02-10,0,38.0,,0.38,0.0
2006-02-11,0,38.0,,0.38,0.0
2006-02-12,0,38.0,,0.38,0.0
2006-02-13,46,38.0,,0.38,17.48
2006-02-14,23,38.0,,0.38,8.74
2006-02-15,48,38.0,,0.38,18.240000000000002
2006-02-16,0,38.0,,0.38,0.0
2006-02-17,100,38.0,,0.38,38.0
2006-02-18,36,38.0,,0.38,13.68
2006-02-19,74,38.0,,0.38,28.12
2006-02-20,0,38.0,,0.38,0.0
2006-02-21,23,38.0,,0.38,8.74
2006-02-22,0,38.0,,0.38,0.0
2006-02-23,70,38.0,,0.38,26.6
2006-02-24,74,38.0,,0.38,28.12
2006-02-25,76,38.0,,0.38,28.88
2006-02-26,37,38.0,,0.38,14.06
2006-02-27,46,38.0,,0.38,17.48
2006-02-28,89,38.0,,0.38,33.82
2006-03-01,20,36.0,False,0.36,7.199999999999999
2006-03-02,20,36.0,,0.36,7.199999999999999
2006-03-03,21,36.0,,0.36,7.56
2006-03-04,32,36.0,,0.36,11.52
2006-03-05,48,36.0,,0.36,17.28
2006-03-06,40,36.0,,0.36,14.399999999999999
2006-03-07,20,36.0,,0.36,7.199999999999999
2006-03-08,100,36.0,,0.36,36.0
2006-03-09,31,36.0,,0.36,11.16
2006-03-10,0,36.0,,0.36,0.0
2006-03-11,98,36.0,,0.36,35.28
2006-03-12,65,36.0,,0.36,23.4
2006-03-13,31,36.0,,0.36,11.16
2006-03-14,20,36.0,,0.36,7.199999999999999
2006-03-15,21,36.0,,0.36,7.56
2006-03-16,21,36.0,,0.36,7.56
2006-03-17,44,36.0,,0.36,15.84
2006-03-18,49,36.0,,0.36,17.64
2006-03-19,96,36.0,,0.36,34.56
2006-03-20,40,36.0,,0.36,14.399999999999999
2006-03-21,39,36.0,,0.36,14.04
2006-03-22,0,36.0,,0.36,0.0
2006-03-23,50,36.0,,0.36,18.0
2006-03-24,43,36.0,,0.36,15.479999999999999
2006-03-25,32,36.0,,0.36,11.52
2006-03-26,0,36.0,,0.36,0.0
2006-03-27,0,36.0,,0.36,0.0
2006-03-28,78,36.0,,0.36,28.08
2006-03-29,20,36.0,,0.36,7.199999999999999
2006-03-30,31,36.0,,0.36,11.16
2006-03-31,33,36.0,,0.36,11.879999999999999
2006-04-01,98,50.0,False,0.5,49.0
2006-04-02,100,50.0,,0.5,50.0
2006-04-03,62,50.0,,0.5,31.0
2006-04-04,75,50.0,,0.5,37.5
2006-04-05,77,50.0,,0.5,38.5
2006-04-06,46,50.0,,0.5,23.0
2006-04-07,66,50.0,,0.5,33.0
2006-04-08,73,50.0,,0.5,36.5
2006-04-09,0,50.0,,0.5,0.0
2006-04-10,46,50.0,,0.5,23.0
2006-04-11,61,50.0,,0.5,30.5
2006-04-12,47,50.0,,0.5,23.5
2006-04-13,65,50.0,,0.5,32.5
2006-04-14,37,50.0,,0.5,18.5
2006-04-15,0,50.0,,0.5,0.0
2006-04-16,54,50.0,,0.5,27.0
2006-04-17,31,50.0,,0.5,15.5
2006-04-18,45,50.0,,0.5,22.5
2006-04-19,76,50.0,,0.5,38.0
2006-04-20,0,50.0,,0.5,0.0
2006-04-21,66,50.0,,0.5,33.0
2006-04-22,48,50.0,,0.5,24.0
2006-04-23,47,50.0,,0.5,23.5
2006-04-24,44,50.0,,0.5,22.0
2006-04-25,44,50.0,,0.5,22.0
2006-04-26,59,50.0,,0.5,29.5
2006-04-27,76,50.0,,0.5,38.0
2006-04-28,66,50.0,,0.5,33.0
2006-04-29,0,50.0,,0.5,0.0
2006-04-30,49,50.0,,0.5,24.5
2006-05-01,52,45.0,False,0.45,23.400000000000002
2006-05-02,100,45.0,,0.45,45.0
2006-05-03,26,45.0,,0.45,11.700000000000001
2006-05-04,52,45.0,,0.45,23.400000000000002
2006-05-05,28,45.0,,0.45,12.6
2006-05-06,0,45.0,,0.45,0.0
2006-05-07,86,45.0,,0.45,38.7
2006-05-08,39,45.0,,0.45,17.55
2006-05-09,25,45.0,,0.45,11.25
2006-05-10,26,45.0,,0.45,11.700000000000001
2006-05-11,65,45.0,,0.45,29.25
2006-05-12,28,45.0,,0.45,12.6
2006-05-13,43,45.0,,0.45,19.35
2006-05-14,44,45.0,,0.45,19.8
2006-05-15,65,45.0,,0.45,29.25
2006-05-16,51,45.0,,0.45,22.95
2006-05-17,52,45.0,,0.45,23.400000000000002
2006-05-18,26,45.0,,0.45,11.700000000000001
2006-05-19,57,45.0,,0.45,25.650000000000002
2006-05-20,44,45.0,,0.45,19.8
2006-05-21,44,45.0,,0.45,19.8
2006-05-22,40,45.0,,0.45,18.0
2006-05-23,79,45.0,,0.45,35.550000000000004
2006-05-24,53,45.0,,0.45,23.85
2006-05-25,27,45.0,,0.45,12.15
2006-05-26,30,45.0,,0.45,13.5
2006-05-27,71,45.0,,0.45,31.95
2006-05-28,51,45.0,,0.45,22.95
2006-05-29,43,45.0,,0.45,19.35
2006-05-30,40,45.0,,0.45,18.0
2006-05-31,27,45.0,,0.45,12.15
2006-06-01,48,39.0,False,0.39,18.72
2006-06-02,0,39.0,,0.39,0.0
2006-06-03,0,39.0,,0.39,0.0
2006-06-04,0,39.0,,0.39,0.0
2006-06-05,48,39.0,,0.39,18.72
2006-06-06,0,39.0,,0.39,0.0
2006-06-07,95,39.0,,0.39,37.050000000000004
2006-06-08,49,39.0,,0.39,19.11
2006-06-09,26,39.0,,0.39,10.14
2006-06-10,0,39.0,,0.39,0.0
2006-06-11,39,39.0,,0.39,15.21
2006-06-12,0,39.0,,0.39,0.0
2006-06-13,24,39.0,,0.39,9.36
2006-06-14,25,39.0,,0.39,9.75
2006-06-15,50,39.0,,0.39,19.5
2006-06-16,0,39.0,,0.39,0.0
2006-06-17,41,39.0,,0.39,15.99
2006-06-18,0,39.0,,0.39,0.0
2006-06-19,49,39.0,,0.39,19.11
2006-06-20,48,39.0,,0.39,18.72
2006-06-21,100,39.0,,0.39,39.0
2006-06-22,25,39.0,,0.39,9.75
2006-06-23,0,39.0,,0.39,0.0
2006-06-24,0,39.0,,0.39,0.0
2006-06-25,38,39.0,,0.39,14.82
2006-06-26,47,39.0,,0.39,18.330000000000002
2006-06-27,23,39.0,,0.39,8.97
2006-06-28,24,39.0,,0.39,9.36
2006-06-29,74,39.0,,0.39,28.86
2006-06-30,53,39.0,,0.39,20.67
2006-07-01,0,38.0,False,0.38,0.0
2006-07-02,0,38.0,,0.38,0.0
2006-07-03,29,38.0,,0.38,11.02
2006-07-04,0,38.0,,0.38,0.0
2006-07-05,100,38.0,,0.38,38.0
2006-07-06,23,38.0,,0.38,8.74
2006-07-07,73,38.0,,0.38,27.740000000000002
2006-07-08,0,38.0,,0.38,0.0
2006-07-09,37,38.0,,0.38,14.06
2006-07-10,23,38.0,,0.38,8.74
2006-07-11,22,38.0,,0.38,8.36
2006-07-12,45,38.0,,0.38,17.1
2006-07-13,46,38.0,,0.38,17.48
2006-07-14,50,38.0,,0.38,19.0
2006-07-15,36,38.0,,0.38,13.68
2006-07-16,0,38.0,,0.38,0.0
2006-07-17,0,38.0,,0.38,0.0
2006-07-18,0,38.0,,0.38,0.0
2006-07-19,45,38.0,,0.38,17.1
2006-07-20,45,38.0,,0.38,17.1
2006-07-21,72,38.0,,0.38,27.36
2006-07-22,35,38.0,,0.38,13.3
2006-07-23,0,38.0,,0.38,0.0
2006-07-24,0,38.0,,0.38,0.0
2006-07-25,22,38.0,,0.38,8.36
2006-07-26,22,38.0,,0.38,8.36
2006-07-27,23,38.0,,0.38,8.74
2006-07-28,0,38.0,,0.38,0.0
2006-07-29,0,38.0,,0.38,0.0
2006-07-30,0,38.0,,0.38,0.0
2006-07-31,0,38.0,,0.38,0.0
2006-08-01,26,45.0,False,0.45,11.700000000000001
2006-08-02,26,45.0,,0.45,11.700000000000001
2006-08-03,27,45.0,,0.45,12.15
2006-08-04,44,45.0,,0.45,19.8
2006-08-05,87,45.0,,0.45,39.15
2006-08-06,0,45.0,,0.45,0.0
2006-08-07,54,45.0,,0.45,24.3
2006-08-08,26,45.0,,0.45,11.700000000000001
2006-08-09,39,45.0,,0.45,17.55
2006-08-10,40,45.0,,0.45,18.0
2006-08-11,87,45.0,,0.45,39.15
2006-08-12,43,45.0,,0.45,19.35
2006-08-13,44,45.0,,0.45,19.8
2006-08-14,54,45.0,,0.45,24.3
2006-08-15,39,45.0,,0.45,17.55
2006-08-16,27,45.0,,0.45,12.15
2006-08-17,68,45.0,,0.45,30.6
2006-08-18,0,45.0,,0.45,0.0
2006-08-19,0,45.0,,0.45,0.0
2006-08-20,42,45.0,,0.45,18.900000000000002
2006-08-21,92,45.0,,0.45,41.4
2006-08-22,51,45.0,,0.45,22.95
2006-08-23,26,45.0,,0.45,11.700000000000001
2006-08-24,53,45.0,,0.45,23.85
2006-08-25,55,45.0,,0.45,24.75
2006-08-26,100,45.0,,0.45,45.0
2006-08-27,79,45.0,,0.45,35.550000000000004
2006-08-28,76,45.0,,0.45,34.2
2006-08-29,37,45.0,,0.45,16.650000000000002
2006-08-30,0,45.0,,0.45,0.0
2006-08-31,52,45.0,,0.45,23.400000000000002
2006-09-01,23,32.0,False,0.32,7.36
2006-09-02,100,32.0,,0.32,32.0
2006-09-03,0,32.0,,0.32,0.0
2006-09-04,0,32.0,,0.32,0.0
2006-09-05,21,32.0,,0.32,6.72
2006-09-06,21,32.0,,0.32,6.72
2006-09-07,0,32.0,,0.32,0.0
2006-09-08,22,32.0,,0.32,7.04
2006-09-09,0,32.0,,0.32,0.0
2006-09-10,93,32.0,,0.32,29.76
