date,prosperity bank_unscaled,prosperity bank_monthly,isPartial,scale,prosperity bank
2016-06-21,60,60.0,,0.6,36.0
2016-06-22,69,60.0,,0.6,41.4
2016-06-23,82,60.0,,0.6,49.199999999999996
2016-06-24,85,60.0,,0.6,51.0
2016-06-25,57,60.0,,0.6,34.199999999999996
2016-06-26,32,60.0,,0.6,19.2
2016-06-27,74,60.0,,0.6,44.4
2016-06-28,62,60.0,,0.6,37.199999999999996
2016-06-29,84,60.0,,0.6,50.4
2016-06-30,58,60.0,,0.6,34.8
2016-07-01,80,68.0,False,0.68,54.400000000000006
2016-07-02,61,68.0,,0.68,41.480000000000004
2016-07-03,32,68.0,,0.68,21.76
2016-07-04,60,68.0,,0.68,40.800000000000004
2016-07-05,94,68.0,,0.68,63.92
2016-07-06,85,68.0,,0.68,57.800000000000004
2016-07-07,77,68.0,,0.68,52.36000000000001
2016-07-08,81,68.0,,0.68,55.080000000000005
2016-07-09,86,68.0,,0.68,58.480000000000004
2016-07-10,43,68.0,,0.68,29.240000000000002
2016-07-11,78,68.0,,0.68,53.040000000000006
2016-07-12,69,68.0,,0.68,46.92
2016-07-13,64,68.0,,0.68,43.52
2016-07-14,69,68.0,,0.68,46.92
2016-07-15,79,68.0,,0.68,53.720000000000006
2016-07-16,47,68.0,,0.68,31.96
2016-07-17,37,68.0,,0.68,25.16
2016-07-18,99,68.0,,0.68,67.32000000000001
2016-07-19,70,68.0,,0.68,47.6
2016-07-20,58,68.0,,0.68,39.440000000000005
2016-07-21,89,68.0,,0.68,60.52
2016-07-22,79,68.0,,0.68,53.720000000000006
2016-07-23,53,68.0,,0.68,36.04
2016-07-24,44,68.0,,0.68,29.92
2016-07-25,98,68.0,,0.68,66.64
2016-07-26,62,68.0,,0.68,42.160000000000004
2016-07-27,87,68.0,,0.68,59.160000000000004
2016-07-28,59,68.0,,0.68,40.120000000000005
2016-07-29,100,68.0,,0.68,68.0
2016-07-30,46,68.0,,0.68,31.28
2016-07-31,16,68.0,,0.68,10.88
2016-08-01,100,71.0,False,0.71,71.0
2016-08-02,54,71.0,,0.71,38.339999999999996
2016-08-03,73,71.0,,0.71,51.83
2016-08-04,76,71.0,,0.71,53.959999999999994
2016-08-05,53,71.0,,0.71,37.629999999999995
2016-08-06,55,71.0,,0.71,39.05
2016-08-07,12,71.0,,0.71,8.52
2016-08-08,76,71.0,,0.71,53.959999999999994
2016-08-09,94,71.0,,0.71,66.74
2016-08-10,52,71.0,,0.71,36.92
2016-08-11,40,71.0,,0.71,28.4
2016-08-12,67,71.0,,0.71,47.57
2016-08-13,36,71.0,,0.71,25.56
2016-08-14,18,71.0,,0.71,12.78
2016-08-15,47,71.0,,0.71,33.37
2016-08-16,60,71.0,,0.71,42.599999999999994
2016-08-17,61,71.0,,0.71,43.309999999999995
2016-08-18,62,71.0,,0.71,44.019999999999996
2016-08-19,63,71.0,,0.71,44.73
2016-08-20,66,71.0,,0.71,46.86
2016-08-21,59,71.0,,0.71,41.89
2016-08-22,70,71.0,,0.71,49.699999999999996
2016-08-23,76,71.0,,0.71,53.959999999999994
2016-08-24,69,71.0,,0.71,48.989999999999995
2016-08-25,88,71.0,,0.71,62.48
2016-08-26,67,71.0,,0.71,47.57
2016-08-27,63,71.0,,0.71,44.73
2016-08-28,26,71.0,,0.71,18.46
2016-08-29,53,71.0,,0.71,37.629999999999995
2016-08-30,65,71.0,,0.71,46.15
2016-08-31,71,71.0,,0.71,50.41
2016-09-01,78,66.0,False,0.66,51.480000000000004
2016-09-02,86,66.0,,0.66,56.760000000000005
2016-09-03,49,66.0,,0.66,32.34
2016-09-04,28,66.0,,0.66,18.48
2016-09-05,32,66.0,,0.66,21.12
2016-09-06,48,66.0,,0.66,31.68
2016-09-07,98,66.0,,0.66,64.68
2016-09-08,77,66.0,,0.66,50.82
2016-09-09,78,66.0,,0.66,51.480000000000004
2016-09-10,57,66.0,,0.66,37.620000000000005
2016-09-11,23,66.0,,0.66,15.180000000000001
2016-09-12,68,66.0,,0.66,44.88
2016-09-13,73,66.0,,0.66,48.18
2016-09-14,76,66.0,,0.66,50.160000000000004
2016-09-15,82,66.0,,0.66,54.120000000000005
2016-09-16,68,66.0,,0.66,44.88
2016-09-17,57,66.0,,0.66,37.620000000000005
2016-09-18,23,66.0,,0.66,15.180000000000001
2016-09-19,62,66.0,,0.66,40.92
2016-09-20,100,66.0,,0.66,66.0
2016-09-21,63,66.0,,0.66,41.580000000000005
2016-09-22,75,66.0,,0.66,49.5
2016-09-23,50,66.0,,0.66,33.0
2016-09-24,34,66.0,,0.66,22.44
2016-09-25,27,66.0,,0.66,17.82
2016-09-26,70,66.0,,0.66,46.2
2016-09-27,38,66.0,,0.66,25.080000000000002
2016-09-28,53,66.0,,0.66,34.980000000000004
2016-09-29,71,66.0,,0.66,46.86
2016-09-30,84,66.0,,0.66,55.440000000000005
2016-10-01,65,61.0,False,0.61,39.65
2016-10-02,51,61.0,,0.61,31.11
2016-10-03,62,61.0,,0.61,37.82
2016-10-04,69,61.0,,0.61,42.089999999999996
2016-10-05,62,61.0,,0.61,37.82
2016-10-06,62,61.0,,0.61,37.82
2016-10-07,69,61.0,,0.61,42.089999999999996
2016-10-08,62,61.0,,0.61,37.82
2016-10-09,41,61.0,,0.61,25.009999999999998
2016-10-10,66,61.0,,0.61,40.26
2016-10-11,90,61.0,,0.61,54.9
2016-10-12,74,61.0,,0.61,45.14
2016-10-13,86,61.0,,0.61,52.46
2016-10-14,51,61.0,,0.61,31.11
2016-10-15,74,61.0,,0.61,45.14
2016-10-16,26,61.0,,0.61,15.86
2016-10-17,100,61.0,,0.61,61.0
2016-10-18,54,61.0,,0.61,32.94
2016-10-19,74,61.0,,0.61,45.14
2016-10-20,79,61.0,,0.61,48.19
2016-10-21,65,61.0,,0.61,39.65
2016-10-22,51,61.0,,0.61,31.11
2016-10-23,33,61.0,,0.61,20.13
2016-10-24,62,61.0,,0.61,37.82
2016-10-25,80,61.0,,0.61,48.8
2016-10-26,53,61.0,,0.61,32.33
2016-10-27,56,61.0,,0.61,34.16
2016-10-28,65,61.0,,0.61,39.65
2016-10-29,69,61.0,,0.61,42.089999999999996
2016-10-30,22,61.0,,0.61,13.42
2016-10-31,62,61.0,,0.61,37.82
2016-11-01,77,58.0,False,0.58,44.66
2016-11-02,82,58.0,,0.58,47.559999999999995
2016-11-03,60,58.0,,0.58,34.8
2016-11-04,82,58.0,,0.58,47.559999999999995
2016-11-05,87,58.0,,0.58,50.459999999999994
2016-11-06,23,58.0,,0.58,13.34
2016-11-07,80,58.0,,0.58,46.4
2016-11-08,65,58.0,,0.58,37.699999999999996
2016-11-09,60,58.0,,0.58,34.8
2016-11-10,72,58.0,,0.58,41.76
2016-11-11,86,58.0,,0.58,49.879999999999995
2016-11-12,86,58.0,,0.58,49.879999999999995
2016-11-13,32,58.0,,0.58,18.56
2016-11-14,80,58.0,,0.58,46.4
2016-11-15,67,58.0,,0.58,38.86
2016-11-16,78,58.0,,0.58,45.239999999999995
2016-11-17,69,58.0,,0.58,40.019999999999996
2016-11-18,73,58.0,,0.58,42.339999999999996
2016-11-19,72,58.0,,0.58,41.76
2016-11-20,32,58.0,,0.58,18.56
2016-11-21,74,58.0,,0.58,42.919999999999995
2016-11-22,64,58.0,,0.58,37.12
2016-11-23,80,58.0,,0.58,46.4
2016-11-24,23,58.0,,0.58,13.34
2016-11-25,61,58.0,,0.58,35.379999999999995
2016-11-26,66,58.0,,0.58,38.279999999999994
2016-11-27,12,58.0,,0.58,6.959999999999999
2016-11-28,64,58.0,,0.58,37.12
2016-11-29,82,58.0,,0.58,47.559999999999995
2016-11-30,100,58.0,,0.58,57.99999999999999
2016-12-01,76,63.0,False,0.63,47.88
2016-12-02,100,63.0,,0.63,63.0
2016-12-03,56,63.0,,0.63,35.28
2016-12-04,25,63.0,,0.63,15.75
2016-12-05,58,63.0,,0.63,36.54
2016-12-06,42,63.0,,0.63,26.46
2016-12-07,53,63.0,,0.63,33.39
2016-12-08,78,63.0,,0.63,49.14
2016-12-09,71,63.0,,0.63,44.73
2016-12-10,38,63.0,,0.63,23.94
2016-12-11,29,63.0,,0.63,18.27
2016-12-12,48,63.0,,0.63,30.240000000000002
2016-12-13,59,63.0,,0.63,37.17
2016-12-14,60,63.0,,0.63,37.8
2016-12-15,61,63.0,,0.63,38.43
2016-12-16,73,63.0,,0.63,45.99
2016-12-17,57,63.0,,0.63,35.910000000000004
2016-12-18,27,63.0,,0.63,17.01
2016-12-19,67,63.0,,0.63,42.21
2016-12-20,72,63.0,,0.63,45.36
2016-12-21,49,63.0,,0.63,30.87
2016-12-22,63,63.0,,0.63,39.69
2016-12-23,70,63.0,,0.63,44.1
2016-12-24,43,63.0,,0.63,27.09
2016-12-25,25,63.0,,0.63,15.75
2016-12-26,79,63.0,,0.63,49.77
2016-12-27,56,63.0,,0.63,35.28
2016-12-28,71,63.0,,0.63,44.73
2016-12-29,66,63.0,,0.63,41.58
2016-12-30,45,63.0,,0.63,28.35
2016-12-31,58,63.0,,0.63,36.54
2017-01-01,27,61.0,False,0.61,16.47
2017-01-02,100,61.0,,0.61,61.0
2017-01-03,70,61.0,,0.61,42.699999999999996
2017-01-04,84,61.0,,0.61,51.24
2017-01-05,55,61.0,,0.61,33.55
2017-01-06,89,61.0,,0.61,54.29
2017-01-07,48,61.0,,0.61,29.28
2017-01-08,25,61.0,,0.61,15.25
2017-01-09,57,61.0,,0.61,34.769999999999996
2017-01-10,61,61.0,,0.61,37.21
2017-01-11,44,61.0,,0.61,26.84
2017-01-12,34,61.0,,0.61,20.74
2017-01-13,72,61.0,,0.61,43.92
2017-01-14,31,61.0,,0.61,18.91
2017-01-15,32,61.0,,0.61,19.52
2017-01-16,37,61.0,,0.61,22.57
2017-01-17,63,61.0,,0.61,38.43
2017-01-18,61,61.0,,0.61,37.21
2017-01-19,72,61.0,,0.61,43.92
2017-01-20,55,61.0,,0.61,33.55
2017-01-21,44,61.0,,0.61,26.84
2017-01-22,14,61.0,,0.61,8.54
2017-01-23,58,61.0,,0.61,35.38
2017-01-24,44,61.0,,0.61,26.84
2017-01-25,59,61.0,,0.61,35.99
2017-01-26,43,61.0,,0.61,26.23
2017-01-27,56,61.0,,0.61,34.16
2017-01-28,40,61.0,,0.61,24.4
2017-01-29,35,61.0,,0.61,21.349999999999998
2017-01-30,47,61.0,,0.61,28.669999999999998
2017-01-31,70,61.0,,0.61,42.699999999999996
2017-02-01,43,63.0,False,0.63,27.09
2017-02-02,44,63.0,,0.63,27.72
2017-02-03,37,63.0,,0.63,23.31
2017-02-04,94,63.0,,0.63,59.22
2017-02-05,19,63.0,,0.63,11.97
2017-02-06,58,63.0,,0.63,36.54
2017-02-07,55,63.0,,0.63,34.65
2017-02-08,28,63.0,,0.63,17.64
2017-02-09,61,63.0,,0.63,38.43
2017-02-10,58,63.0,,0.63,36.54
2017-02-11,59,63.0,,0.63,37.17
2017-02-12,15,63.0,,0.63,9.45
2017-02-13,51,63.0,,0.63,32.13
2017-02-14,69,63.0,,0.63,43.47
2017-02-15,25,63.0,,0.63,15.75
2017-02-16,56,63.0,,0.63,35.28
2017-02-17,44,63.0,,0.63,27.72
2017-02-18,44,63.0,,0.63,27.72
2017-02-19,15,63.0,,0.63,9.45
2017-02-20,38,63.0,,0.63,23.94
2017-02-21,100,63.0,,0.63,63.0
2017-02-22,68,63.0,,0.63,42.84
2017-02-23,77,63.0,,0.63,48.51
2017-02-24,82,63.0,,0.63,51.660000000000004
2017-02-25,38,63.0,,0.63,23.94
2017-02-26,23,63.0,,0.63,14.49
2017-02-27,56,63.0,,0.63,35.28
2017-02-28,45,63.0,,0.63,28.35
2017-03-01,66,62.0,False,0.62,40.92
2017-03-02,53,62.0,,0.62,32.86
2017-03-03,84,62.0,,0.62,52.08
2017-03-04,28,62.0,,0.62,17.36
2017-03-05,28,62.0,,0.62,17.36
2017-03-06,49,62.0,,0.62,30.38
2017-03-07,56,62.0,,0.62,34.72
2017-03-08,69,62.0,,0.62,42.78
2017-03-09,63,62.0,,0.62,39.06
2017-03-10,57,62.0,,0.62,35.339999999999996
2017-03-11,27,62.0,,0.62,16.74
2017-03-12,26,62.0,,0.62,16.12
2017-03-13,52,62.0,,0.62,32.24
2017-03-14,51,62.0,,0.62,31.62
2017-03-15,47,62.0,,0.62,29.14
2017-03-16,51,62.0,,0.62,31.62
2017-03-17,82,62.0,,0.62,50.839999999999996
2017-03-18,62,62.0,,0.62,38.44
2017-03-19,44,62.0,,0.62,27.28
2017-03-20,70,62.0,,0.62,43.4
2017-03-21,52,62.0,,0.62,32.24
2017-03-22,47,62.0,,0.62,29.14
2017-03-23,76,62.0,,0.62,47.12
2017-03-24,100,62.0,,0.62,62.0
2017-03-25,45,62.0,,0.62,27.9
2017-03-26,17,62.0,,0.62,10.54
2017-03-27,51,62.0,,0.62,31.62
2017-03-28,42,62.0,,0.62,26.04
2017-03-29,28,62.0,,0.62,17.36
2017-03-30,60,62.0,,0.62,37.2
2017-03-31,81,62.0,,0.62,50.22
2017-04-01,81,67.0,False,0.67,54.27
2017-04-02,33,67.0,,0.67,22.110000000000003
2017-04-03,80,67.0,,0.67,53.6
2017-04-04,75,67.0,,0.67,50.25
2017-04-05,72,67.0,,0.67,48.24
2017-04-06,74,67.0,,0.67,49.580000000000005
2017-04-07,100,67.0,,0.67,67.0
2017-04-08,64,67.0,,0.67,42.88
2017-04-09,34,67.0,,0.67,22.78
2017-04-10,68,67.0,,0.67,45.56
2017-04-11,63,67.0,,0.67,42.21
2017-04-12,86,67.0,,0.67,57.620000000000005
2017-04-13,79,67.0,,0.67,52.93
2017-04-14,91,67.0,,0.67,60.970000000000006
2017-04-15,44,67.0,,0.67,29.48
2017-04-16,26,67.0,,0.67,17.42
2017-04-17,60,67.0,,0.67,40.2
2017-04-18,74,67.0,,0.67,49.580000000000005
2017-04-19,67,67.0,,0.67,44.89
2017-04-20,95,67.0,,0.67,63.650000000000006
2017-04-21,88,67.0,,0.67,58.96
2017-04-22,52,67.0,,0.67,34.84
2017-04-23,21,67.0,,0.67,14.07
2017-04-24,84,67.0,,0.67,56.28
2017-04-25,51,67.0,,0.67,34.17
2017-04-26,39,67.0,,0.67,26.130000000000003
2017-04-27,60,67.0,,0.67,40.2
2017-04-28,71,67.0,,0.67,47.57
2017-04-29,81,67.0,,0.67,54.27
2017-04-30,51,67.0,,0.67,34.17
2017-05-01,71,65.0,False,0.65,46.15
2017-05-02,69,65.0,,0.65,44.85
2017-05-03,69,65.0,,0.65,44.85
2017-05-04,74,65.0,,0.65,48.1
2017-05-05,47,65.0,,0.65,30.55
2017-05-06,59,65.0,,0.65,38.35
2017-05-07,13,65.0,,0.65,8.450000000000001
2017-05-08,81,65.0,,0.65,52.65
2017-05-09,96,65.0,,0.65,62.400000000000006
2017-05-10,46,65.0,,0.65,29.900000000000002
2017-05-11,60,65.0,,0.65,39.0
2017-05-12,74,65.0,,0.65,48.1
2017-05-13,63,65.0,,0.65,40.95
2017-05-14,28,65.0,,0.65,18.2
2017-05-15,58,65.0,,0.65,37.7
2017-05-16,49,65.0,,0.65,31.85
2017-05-17,75,65.0,,0.65,48.75
2017-05-18,82,65.0,,0.65,53.300000000000004
2017-05-19,100,65.0,,0.65,65.0
2017-05-20,34,65.0,,0.65,22.1
2017-05-21,28,65.0,,0.65,18.2
2017-05-22,65,65.0,,0.65,42.25
2017-05-23,72,65.0,,0.65,46.800000000000004
2017-05-24,52,65.0,,0.65,33.800000000000004
2017-05-25,52,65.0,,0.65,33.800000000000004
2017-05-26,70,65.0,,0.65,45.5
2017-05-27,42,65.0,,0.65,27.3
2017-05-28,21,65.0,,0.65,13.65
2017-05-29,36,65.0,,0.65,23.400000000000002
2017-05-30,35,65.0,,0.65,22.75
2017-05-31,74,65.0,,0.65,48.1
2017-06-01,90,69.0,False,0.69,62.099999999999994
2017-06-02,92,69.0,,0.69,63.48
2017-06-03,42,69.0,,0.69,28.979999999999997
2017-06-04,19,69.0,,0.69,13.11
2017-06-05,75,69.0,,0.69,51.74999999999999
2017-06-06,79,69.0,,0.69,54.51
2017-06-07,80,69.0,,0.69,55.199999999999996
2017-06-08,66,69.0,,0.69,45.54
2017-06-09,97,69.0,,0.69,66.92999999999999
2017-06-10,70,69.0,,0.69,48.3
2017-06-11,35,69.0,,0.69,24.15
2017-06-12,73,69.0,,0.69,50.37
2017-06-13,63,69.0,,0.69,43.47
2017-06-14,95,69.0,,0.69,65.55
2017-06-15,94,69.0,,0.69,64.86
2017-06-16,100,69.0,,0.69,69.0
2017-06-17,38,69.0,,0.69,26.22
2017-06-18,13,69.0,,0.69,8.969999999999999
2017-06-19,90,69.0,,0.69,62.099999999999994
2017-06-20,90,69.0,,0.69,62.099999999999994
2017-06-21,61,69.0,,0.69,42.089999999999996
2017-06-22,54,69.0,,0.69,37.26
2017-06-23,90,69.0,,0.69,62.099999999999994
2017-06-24,43,69.0,,0.69,29.669999999999998
2017-06-25,29,69.0,,0.69,20.009999999999998
2017-06-26,96,69.0,,0.69,66.24
2017-06-27,83,69.0,,0.69,57.269999999999996
2017-06-28,81,69.0,,0.69,55.88999999999999
2017-06-29,86,69.0,,0.69,59.339999999999996
2017-06-30,85,69.0,,0.69,58.65
2017-07-01,47,69.0,False,0.69,32.43
2017-07-02,49,69.0,,0.69,33.809999999999995
2017-07-03,87,69.0,,0.69,60.029999999999994
2017-07-04,59,69.0,,0.69,40.709999999999994
2017-07-05,68,69.0,,0.69,46.919999999999995
2017-07-06,65,69.0,,0.69,44.849999999999994
2017-07-07,46,69.0,,0.69,31.74
2017-07-08,52,69.0,,0.69,35.879999999999995
2017-07-09,29,69.0,,0.69,20.009999999999998
2017-07-10,45,69.0,,0.69,31.049999999999997
2017-07-11,91,69.0,,0.69,62.78999999999999
2017-07-12,65,69.0,,0.69,44.849999999999994
2017-07-13,90,69.0,,0.69,62.099999999999994
2017-07-14,81,69.0,,0.69,55.88999999999999
2017-07-15,53,69.0,,0.69,36.57
2017-07-16,24,69.0,,0.69,16.56
2017-07-17,70,69.0,,0.69,48.3
2017-07-18,100,69.0,,0.69,69.0
2017-07-19,80,69.0,,0.69,55.199999999999996
2017-07-20,55,69.0,,0.69,37.949999999999996
2017-07-21,97,69.0,,0.69,66.92999999999999
2017-07-22,23,69.0,,0.69,15.87
2017-07-23,29,69.0,,0.69,20.009999999999998
2017-07-24,94,69.0,,0.69,64.86
2017-07-25,55,69.0,,0.69,37.949999999999996
2017-07-26,75,69.0,,0.69,51.74999999999999
2017-07-27,69,69.0,,0.69,47.61
2017-07-28,96,69.0,,0.69,66.24
2017-07-29,58,69.0,,0.69,40.019999999999996
2017-07-30,35,69.0,,0.69,24.15
2017-07-31,65,69.0,,0.69,44.849999999999994
2017-08-01,98,67.0,False,0.67,65.66000000000001
2017-08-02,69,67.0,,0.67,46.230000000000004
2017-08-03,73,67.0,,0.67,48.910000000000004
2017-08-04,63,67.0,,0.67,42.21
2017-08-05,59,67.0,,0.67,39.53
2017-08-06,40,67.0,,0.67,26.8
2017-08-07,79,67.0,,0.67,52.93
2017-08-08,87,67.0,,0.67,58.290000000000006
2017-08-09,63,67.0,,0.67,42.21
2017-08-10,70,67.0,,0.67,46.900000000000006
2017-08-11,76,67.0,,0.67,50.92
2017-08-12,38,67.0,,0.67,25.46
2017-08-13,14,67.0,,0.67,9.38
2017-08-14,62,67.0,,0.67,41.54
2017-08-15,71,67.0,,0.67,47.57
2017-08-16,55,67.0,,0.67,36.85
2017-08-17,75,67.0,,0.67,50.25
2017-08-18,100,67.0,,0.67,67.0
2017-08-19,64,67.0,,0.67,42.88
2017-08-20,41,67.0,,0.67,27.470000000000002
2017-08-21,53,67.0,,0.67,35.510000000000005
2017-08-22,68,67.0,,0.67,45.56
2017-08-23,80,67.0,,0.67,53.6
2017-08-24,60,67.0,,0.67,40.2
2017-08-25,70,67.0,,0.67,46.900000000000006
2017-08-26,51,67.0,,0.67,34.17
2017-08-27,16,67.0,,0.67,10.72
2017-08-28,60,67.0,,0.67,40.2
2017-08-29,85,67.0,,0.67,56.95
2017-08-30,62,67.0,,0.67,41.54
2017-08-31,56,67.0,,0.67,37.52
2017-09-01,75,67.0,False,0.67,50.25
2017-09-02,50,67.0,,0.67,33.5
2017-09-03,41,67.0,,0.67,27.470000000000002
2017-09-04,67,67.0,,0.67,44.89
2017-09-05,75,67.0,,0.67,50.25
2017-09-06,60,67.0,,0.67,40.2
2017-09-07,79,67.0,,0.67,52.93
2017-09-08,67,67.0,,0.67,44.89
2017-09-09,30,67.0,,0.67,20.1
2017-09-10,19,67.0,,0.67,12.73
2017-09-11,50,67.0,,0.67,33.5
2017-09-12,54,67.0,,0.67,36.18
2017-09-13,72,67.0,,0.67,48.24
2017-09-14,71,67.0,,0.67,47.57
2017-09-15,95,67.0,,0.67,63.650000000000006
2017-09-16,36,67.0,,0.67,24.12
2017-09-17,15,67.0,,0.67,10.05
2017-09-18,80,67.0,,0.67,53.6
2017-09-19,29,67.0,,0.67,19.43
2017-09-20,67,67.0,,0.67,44.89
2017-09-21,55,67.0,,0.67,36.85
2017-09-22,60,67.0,,0.67,40.2
2017-09-23,57,67.0,,0.67,38.190000000000005
2017-09-24,20,67.0,,0.67,13.4
2017-09-25,72,67.0,,0.67,48.24
2017-09-26,38,67.0,,0.67,25.46
2017-09-27,42,67.0,,0.67,28.14
2017-09-28,55,67.0,,0.67,36.85
2017-09-29,100,67.0,,0.67,67.0
2017-09-30,79,67.0,,0.67,52.93
2017-10-01,25,59.0,False,0.59,14.75
2017-10-02,70,59.0,,0.59,41.3
2017-10-03,85,59.0,,0.59,50.15
2017-10-04,76,59.0,,0.59,44.839999999999996
2017-10-05,81,59.0,,0.59,47.79
2017-10-06,96,59.0,,0.59,56.64
2017-10-07,71,59.0,,0.59,41.89
2017-10-08,12,59.0,,0.59,7.08
2017-10-09,76,59.0,,0.59,44.839999999999996
2017-10-10,79,59.0,,0.59,46.61
2017-10-11,96,59.0,,0.59,56.64
2017-10-12,85,59.0,,0.59,50.15
2017-10-13,71,59.0,,0.59,41.89
2017-10-14,31,59.0,,0.59,18.29
2017-10-15,43,59.0,,0.59,25.369999999999997
2017-10-16,70,59.0,,0.59,41.3
2017-10-17,91,59.0,,0.59,53.69
2017-10-18,78,59.0,,0.59,46.019999999999996
2017-10-19,43,59.0,,0.59,25.369999999999997
2017-10-20,69,59.0,,0.59,40.71
2017-10-21,38,59.0,,0.59,22.419999999999998
2017-10-22,24,59.0,,0.59,14.16
2017-10-23,100,59.0,,0.59,59.0
2017-10-24,69,59.0,,0.59,40.71
2017-10-25,57,59.0,,0.59,33.629999999999995
2017-10-26,60,59.0,,0.59,35.4
2017-10-27,57,59.0,,0.59,33.629999999999995
2017-10-28,53,59.0,,0.59,31.27
2017-10-29,19,59.0,,0.59,11.209999999999999
2017-10-30,70,59.0,,0.59,41.3
2017-10-31,80,59.0,,0.59,47.199999999999996
2017-11-01,63,64.0,False,0.64,40.32
2017-11-02,70,64.0,,0.64,44.800000000000004
2017-11-03,78,64.0,,0.64,49.92
2017-11-04,81,64.0,,0.64,51.84
2017-11-05,22,64.0,,0.64,14.08
2017-11-06,78,64.0,,0.64,49.92
2017-11-07,38,64.0,,0.64,24.32
2017-11-08,82,64.0,,0.64,52.480000000000004
2017-11-09,78,64.0,,0.64,49.92
2017-11-10,100,64.0,,0.64,64.0
2017-11-11,61,64.0,,0.64,39.04
2017-11-12,34,64.0,,0.64,21.76
2017-11-13,70,64.0,,0.64,44.800000000000004
2017-11-14,74,64.0,,0.64,47.36
2017-11-15,85,64.0,,0.64,54.4
2017-11-16,68,64.0,,0.64,43.52
2017-11-17,68,64.0,,0.64,43.52
2017-11-18,73,64.0,,0.64,46.72
2017-11-19,46,64.0,,0.64,29.44
2017-11-20,42,64.0,,0.64,26.88
2017-11-21,74,64.0,,0.64,47.36
2017-11-22,72,64.0,,0.64,46.08
2017-11-23,30,64.0,,0.64,19.2
2017-11-24,72,64.0,,0.64,46.08
2017-11-25,57,64.0,,0.64,36.480000000000004
2017-11-26,46,64.0,,0.64,29.44
2017-11-27,96,64.0,,0.64,61.44
2017-11-28,84,64.0,,0.64,53.76
2017-11-29,57,64.0,,0.64,36.480000000000004
2017-11-30,99,64.0,,0.64,63.36
2017-12-01,100,65.0,False,0.65,65.0
2017-12-02,52,65.0,,0.65,33.800000000000004
2017-12-03,30,65.0,,0.65,19.5
2017-12-04,48,65.0,,0.65,31.200000000000003
2017-12-05,58,65.0,,0.65,37.7
2017-12-06,68,65.0,,0.65,44.2
2017-12-07,59,65.0,,0.65,38.35
2017-12-08,70,65.0,,0.65,45.5
2017-12-09,54,65.0,,0.65,35.1
2017-12-10,21,65.0,,0.65,13.65
2017-12-11,57,65.0,,0.65,37.050000000000004
2017-12-12,59,65.0,,0.65,38.35
2017-12-13,71,65.0,,0.65,46.15
2017-12-14,70,65.0,,0.65,45.5
2017-12-15,65,65.0,,0.65,42.25
2017-12-16,50,65.0,,0.65,32.5
2017-12-17,36,65.0,,0.65,23.400000000000002
2017-12-18,87,65.0,,0.65,56.550000000000004
2017-12-19,65,65.0,,0.65,42.25
2017-12-20,48,65.0,,0.65,31.200000000000003
2017-12-21,61,65.0,,0.65,39.65
2017-12-22,45,65.0,,0.65,29.25
2017-12-23,65,65.0,,0.65,42.25
2017-12-24,23,65.0,,0.65,14.950000000000001
2017-12-25,42,65.0,,0.65,27.3
2017-12-26,95,65.0,,0.65,61.75
2017-12-27,72,65.0,,0.65,46.800000000000004
2017-12-28,60,65.0,,0.65,39.0
2017-12-29,91,65.0,,0.65,59.15
2017-12-30,57,65.0,,0.65,37.050000000000004
2017-12-31,34,65.0,,0.65,22.1
2018-01-01,27,70.0,False,0.7,18.9
2018-01-02,52,70.0,,0.7,36.4
2018-01-03,62,70.0,,0.7,43.4
2018-01-04,59,70.0,,0.7,41.3
2018-01-05,56,70.0,,0.7,39.199999999999996
2018-01-06,41,70.0,,0.7,28.7
2018-01-07,15,70.0,,0.7,10.5
2018-01-08,66,70.0,,0.7,46.199999999999996
2018-01-09,44,70.0,,0.7,30.799999999999997
2018-01-10,63,70.0,,0.7,44.099999999999994
2018-01-11,50,70.0,,0.7,35.0
2018-01-12,54,70.0,,0.7,37.8
2018-01-13,73,70.0,,0.7,51.099999999999994
2018-01-14,17,70.0,,0.7,11.899999999999999
2018-01-15,27,70.0,,0.7,18.9
2018-01-16,56,70.0,,0.7,39.199999999999996
2018-01-17,68,70.0,,0.7,47.599999999999994
2018-01-18,100,70.0,,0.7,70.0
2018-01-19,73,70.0,,0.7,51.099999999999994
2018-01-20,39,70.0,,0.7,27.299999999999997
2018-01-21,23,70.0,,0.7,16.099999999999998
2018-01-22,55,70.0,,0.7,38.5
2018-01-23,66,70.0,,0.7,46.199999999999996
2018-01-24,53,70.0,,0.7,37.099999999999994
2018-01-25,60,70.0,,0.7,42.0
2018-01-26,52,70.0,,0.7,36.4
2018-01-27,50,70.0,,0.7,35.0
2018-01-28,21,70.0,,0.7,14.7
2018-01-29,50,70.0,,0.7,35.0
2018-01-30,36,70.0,,0.7,25.2
2018-01-31,68,70.0,,0.7,47.599999999999994
2018-02-01,84,67.0,False,0.67,56.28
2018-02-02,85,67.0,,0.67,56.95
2018-02-03,86,67.0,,0.67,57.620000000000005
2018-02-04,27,67.0,,0.67,18.09
2018-02-05,67,67.0,,0.67,44.89
2018-02-06,80,67.0,,0.67,53.6
2018-02-07,68,67.0,,0.67,45.56
2018-02-08,87,67.0,,0.67,58.290000000000006
2018-02-09,61,67.0,,0.67,40.870000000000005
2018-02-10,66,67.0,,0.67,44.220000000000006
2018-02-11,16,67.0,,0.67,10.72
