date,savings bonds_unscaled,savings bonds_monthly,isPartial,scale,savings bonds
2012-07-06,72,37.0,,0.37,26.64
2012-07-07,57,37.0,,0.37,21.09
2012-07-08,60,37.0,,0.37,22.2
2012-07-09,85,37.0,,0.37,31.45
2012-07-10,56,37.0,,0.37,20.72
2012-07-11,41,37.0,,0.37,15.17
2012-07-12,75,37.0,,0.37,27.75
2012-07-13,43,37.0,,0.37,15.91
2012-07-14,100,37.0,,0.37,37.0
2012-07-15,64,37.0,,0.37,23.68
2012-07-16,52,37.0,,0.37,19.24
2012-07-17,54,37.0,,0.37,19.98
2012-07-18,59,37.0,,0.37,21.83
2012-07-19,72,37.0,,0.37,26.64
2012-07-20,59,37.0,,0.37,21.83
2012-07-21,39,37.0,,0.37,14.43
2012-07-22,24,37.0,,0.37,8.879999999999999
2012-07-23,43,37.0,,0.37,15.91
2012-07-24,56,37.0,,0.37,20.72
2012-07-25,71,37.0,,0.37,26.27
2012-07-26,94,37.0,,0.37,34.78
2012-07-27,61,37.0,,0.37,22.57
2012-07-28,33,37.0,,0.37,12.209999999999999
2012-07-29,66,37.0,,0.37,24.419999999999998
2012-07-30,69,37.0,,0.37,25.53
2012-07-31,65,37.0,,0.37,24.05
2012-08-01,71,33.0,False,0.33,23.43
2012-08-02,70,33.0,,0.33,23.1
2012-08-03,55,33.0,,0.33,18.150000000000002
2012-08-04,75,33.0,,0.33,24.75
2012-08-05,68,33.0,,0.33,22.44
2012-08-06,99,33.0,,0.33,32.67
2012-08-07,83,33.0,,0.33,27.39
2012-08-08,100,33.0,,0.33,33.0
2012-08-09,79,33.0,,0.33,26.07
2012-08-10,80,33.0,,0.33,26.400000000000002
2012-08-11,82,33.0,,0.33,27.060000000000002
2012-08-12,76,33.0,,0.33,25.080000000000002
2012-08-13,86,33.0,,0.33,28.380000000000003
2012-08-14,85,33.0,,0.33,28.05
2012-08-15,78,33.0,,0.33,25.740000000000002
2012-08-16,91,33.0,,0.33,30.03
2012-08-17,70,33.0,,0.33,23.1
2012-08-18,83,33.0,,0.33,27.39
2012-08-19,58,33.0,,0.33,19.14
2012-08-20,64,33.0,,0.33,21.12
2012-08-21,84,33.0,,0.33,27.720000000000002
2012-08-22,51,33.0,,0.33,16.830000000000002
2012-08-23,95,33.0,,0.33,31.35
2012-08-24,44,33.0,,0.33,14.520000000000001
2012-08-25,60,33.0,,0.33,19.8
2012-08-26,66,33.0,,0.33,21.78
2012-08-27,79,33.0,,0.33,26.07
2012-08-28,75,33.0,,0.33,24.75
2012-08-29,90,33.0,,0.33,29.700000000000003
2012-08-30,72,33.0,,0.33,23.76
2012-08-31,72,33.0,,0.33,23.76
2012-09-01,70,31.0,False,0.31,21.7
2012-09-02,80,31.0,,0.31,24.8
2012-09-03,49,31.0,,0.31,15.19
2012-09-04,100,31.0,,0.31,31.0
2012-09-05,65,31.0,,0.31,20.15
2012-09-06,77,31.0,,0.31,23.87
2012-09-07,79,31.0,,0.31,24.49
2012-09-08,54,31.0,,0.31,16.74
2012-09-09,87,31.0,,0.31,26.97
2012-09-10,96,31.0,,0.31,29.759999999999998
2012-09-11,93,31.0,,0.31,28.83
2012-09-12,90,31.0,,0.31,27.9
2012-09-13,61,31.0,,0.31,18.91
2012-09-14,50,31.0,,0.31,15.5
2012-09-15,64,31.0,,0.31,19.84
2012-09-16,44,31.0,,0.31,13.64
2012-09-17,76,31.0,,0.31,23.56
2012-09-18,84,31.0,,0.31,26.04
2012-09-19,57,31.0,,0.31,17.669999999999998
2012-09-20,52,31.0,,0.31,16.12
2012-09-21,71,31.0,,0.31,22.01
2012-09-22,60,31.0,,0.31,18.6
2012-09-23,47,31.0,,0.31,14.57
2012-09-24,89,31.0,,0.31,27.59
2012-09-25,64,31.0,,0.31,19.84
2012-09-26,66,31.0,,0.31,20.46
2012-09-27,81,31.0,,0.31,25.11
2012-09-28,77,31.0,,0.31,23.87
2012-09-29,76,31.0,,0.31,23.56
2012-09-30,63,31.0,,0.31,19.53
2012-10-01,86,25.0,False,0.25,21.5
2012-10-02,85,25.0,,0.25,21.25
2012-10-03,67,25.0,,0.25,16.75
2012-10-04,68,25.0,,0.25,17.0
2012-10-05,78,25.0,,0.25,19.5
2012-10-06,94,25.0,,0.25,23.5
2012-10-07,100,25.0,,0.25,25.0
2012-10-08,90,25.0,,0.25,22.5
2012-10-09,51,25.0,,0.25,12.75
2012-10-10,76,25.0,,0.25,19.0
2012-10-11,93,25.0,,0.25,23.25
2012-10-12,92,25.0,,0.25,23.0
2012-10-13,79,25.0,,0.25,19.75
2012-10-14,62,25.0,,0.25,15.5
2012-10-15,72,25.0,,0.25,18.0
2012-10-16,50,25.0,,0.25,12.5
2012-10-17,98,25.0,,0.25,24.5
2012-10-18,80,25.0,,0.25,20.0
2012-10-19,72,25.0,,0.25,18.0
2012-10-20,65,25.0,,0.25,16.25
2012-10-21,69,25.0,,0.25,17.25
2012-10-22,57,25.0,,0.25,14.25
2012-10-23,84,25.0,,0.25,21.0
2012-10-24,36,25.0,,0.25,9.0
2012-10-25,43,25.0,,0.25,10.75
2012-10-26,53,25.0,,0.25,13.25
2012-10-27,55,25.0,,0.25,13.75
2012-10-28,79,25.0,,0.25,19.75
2012-10-29,63,25.0,,0.25,15.75
2012-10-30,70,25.0,,0.25,17.5
2012-10-31,79,25.0,,0.25,19.75
2012-11-01,71,30.0,False,0.3,21.3
2012-11-02,56,30.0,,0.3,16.8
2012-11-03,62,30.0,,0.3,18.599999999999998
2012-11-04,58,30.0,,0.3,17.4
2012-11-05,77,30.0,,0.3,23.099999999999998
2012-11-06,45,30.0,,0.3,13.5
2012-11-07,64,30.0,,0.3,19.2
2012-11-08,54,30.0,,0.3,16.2
2012-11-09,67,30.0,,0.3,20.099999999999998
2012-11-10,77,30.0,,0.3,23.099999999999998
2012-11-11,70,30.0,,0.3,21.0
2012-11-12,51,30.0,,0.3,15.299999999999999
2012-11-13,100,30.0,,0.3,30.0
2012-11-14,50,30.0,,0.3,15.0
2012-11-15,79,30.0,,0.3,23.7
2012-11-16,88,30.0,,0.3,26.4
2012-11-17,65,30.0,,0.3,19.5
2012-11-18,55,30.0,,0.3,16.5
2012-11-19,81,30.0,,0.3,24.3
2012-11-20,80,30.0,,0.3,24.0
2012-11-21,50,30.0,,0.3,15.0
2012-11-22,57,30.0,,0.3,17.099999999999998
2012-11-23,70,30.0,,0.3,21.0
2012-11-24,64,30.0,,0.3,19.2
2012-11-25,60,30.0,,0.3,18.0
2012-11-26,61,30.0,,0.3,18.3
2012-11-27,63,30.0,,0.3,18.9
2012-11-28,82,30.0,,0.3,24.599999999999998
2012-11-29,63,30.0,,0.3,18.9
2012-11-30,74,30.0,,0.3,22.2
2012-12-01,64,41.0,False,0.41,26.24
2012-12-02,51,41.0,,0.41,20.91
2012-12-03,77,41.0,,0.41,31.569999999999997
2012-12-04,65,41.0,,0.41,26.65
2012-12-05,61,41.0,,0.41,25.009999999999998
2012-12-06,58,41.0,,0.41,23.779999999999998
2012-12-07,75,41.0,,0.41,30.749999999999996
2012-12-08,54,41.0,,0.41,22.139999999999997
2012-12-09,36,41.0,,0.41,14.76
2012-12-10,84,41.0,,0.41,34.44
2012-12-11,75,41.0,,0.41,30.749999999999996
2012-12-12,55,41.0,,0.41,22.549999999999997
2012-12-13,65,41.0,,0.41,26.65
2012-12-14,47,41.0,,0.41,19.27
2012-12-15,72,41.0,,0.41,29.52
2012-12-16,57,41.0,,0.41,23.369999999999997
2012-12-17,84,41.0,,0.41,34.44
2012-12-18,81,41.0,,0.41,33.21
2012-12-19,55,41.0,,0.41,22.549999999999997
2012-12-20,73,41.0,,0.41,29.93
2012-12-21,91,41.0,,0.41,37.309999999999995
2012-12-22,76,41.0,,0.41,31.159999999999997
2012-12-23,59,41.0,,0.41,24.189999999999998
2012-12-24,89,41.0,,0.41,36.489999999999995
2012-12-25,74,41.0,,0.41,30.34
2012-12-26,65,41.0,,0.41,26.65
2012-12-27,66,41.0,,0.41,27.06
2012-12-28,100,41.0,,0.41,41.0
2012-12-29,74,41.0,,0.41,30.34
2012-12-30,55,41.0,,0.41,22.549999999999997
2012-12-31,69,41.0,,0.41,28.29
2013-01-01,80,34.0,False,0.34,27.200000000000003
2013-01-02,74,34.0,,0.34,25.16
2013-01-03,76,34.0,,0.34,25.840000000000003
2013-01-04,86,34.0,,0.34,29.240000000000002
2013-01-05,100,34.0,,0.34,34.0
2013-01-06,42,34.0,,0.34,14.280000000000001
2013-01-07,63,34.0,,0.34,21.42
2013-01-08,66,34.0,,0.34,22.44
2013-01-09,52,34.0,,0.34,17.68
2013-01-10,63,34.0,,0.34,21.42
2013-01-11,57,34.0,,0.34,19.380000000000003
2013-01-12,97,34.0,,0.34,32.980000000000004
2013-01-13,63,34.0,,0.34,21.42
2013-01-14,69,34.0,,0.34,23.46
2013-01-15,82,34.0,,0.34,27.880000000000003
2013-01-16,67,34.0,,0.34,22.78
2013-01-17,56,34.0,,0.34,19.040000000000003
2013-01-18,87,34.0,,0.34,29.580000000000002
2013-01-19,77,34.0,,0.34,26.180000000000003
2013-01-20,34,34.0,,0.34,11.56
2013-01-21,32,34.0,,0.34,10.88
2013-01-22,74,34.0,,0.34,25.16
2013-01-23,76,34.0,,0.34,25.840000000000003
2013-01-24,71,34.0,,0.34,24.14
2013-01-25,40,34.0,,0.34,13.600000000000001
2013-01-26,57,34.0,,0.34,19.380000000000003
2013-01-27,56,34.0,,0.34,19.040000000000003
2013-01-28,56,34.0,,0.34,19.040000000000003
2013-01-29,75,34.0,,0.34,25.500000000000004
2013-01-30,81,34.0,,0.34,27.540000000000003
2013-01-31,63,34.0,,0.34,21.42
2013-02-01,90,29.0,False,0.29,26.099999999999998
2013-02-02,92,29.0,,0.29,26.68
2013-02-03,39,29.0,,0.29,11.309999999999999
2013-02-04,75,29.0,,0.29,21.75
2013-02-05,46,29.0,,0.29,13.34
2013-02-06,35,29.0,,0.29,10.149999999999999
2013-02-07,85,29.0,,0.29,24.65
2013-02-08,75,29.0,,0.29,21.75
2013-02-09,66,29.0,,0.29,19.139999999999997
2013-02-10,63,29.0,,0.29,18.27
2013-02-11,72,29.0,,0.29,20.88
2013-02-12,63,29.0,,0.29,18.27
2013-02-13,61,29.0,,0.29,17.689999999999998
2013-02-14,73,29.0,,0.29,21.169999999999998
2013-02-15,61,29.0,,0.29,17.689999999999998
2013-02-16,100,29.0,,0.29,28.999999999999996
2013-02-17,34,29.0,,0.29,9.86
2013-02-18,61,29.0,,0.29,17.689999999999998
2013-02-19,54,29.0,,0.29,15.659999999999998
2013-02-20,48,29.0,,0.29,13.919999999999998
2013-02-21,65,29.0,,0.29,18.849999999999998
2013-02-22,67,29.0,,0.29,19.43
2013-02-23,49,29.0,,0.29,14.209999999999999
2013-02-24,78,29.0,,0.29,22.619999999999997
2013-02-25,74,29.0,,0.29,21.459999999999997
2013-02-26,76,29.0,,0.29,22.04
2013-02-27,91,29.0,,0.29,26.389999999999997
2013-02-28,65,29.0,,0.29,18.849999999999998
2013-03-01,80,30.0,False,0.3,24.0
2013-03-02,75,30.0,,0.3,22.5
2013-03-03,52,30.0,,0.3,15.6
2013-03-04,79,30.0,,0.3,23.7
2013-03-05,80,30.0,,0.3,24.0
2013-03-06,66,30.0,,0.3,19.8
2013-03-07,70,30.0,,0.3,21.0
2013-03-08,64,30.0,,0.3,19.2
2013-03-09,100,30.0,,0.3,30.0
2013-03-10,79,30.0,,0.3,23.7
2013-03-11,77,30.0,,0.3,23.099999999999998
2013-03-12,55,30.0,,0.3,16.5
2013-03-13,65,30.0,,0.3,19.5
2013-03-14,46,30.0,,0.3,13.799999999999999
2013-03-15,89,30.0,,0.3,26.7
2013-03-16,69,30.0,,0.3,20.7
2013-03-17,50,30.0,,0.3,15.0
2013-03-18,64,30.0,,0.3,19.2
2013-03-19,91,30.0,,0.3,27.3
2013-03-20,64,30.0,,0.3,19.2
2013-03-21,68,30.0,,0.3,20.4
2013-03-22,62,30.0,,0.3,18.599999999999998
2013-03-23,72,30.0,,0.3,21.599999999999998
2013-03-24,59,30.0,,0.3,17.7
2013-03-25,86,30.0,,0.3,25.8
2013-03-26,65,30.0,,0.3,19.5
2013-03-27,66,30.0,,0.3,19.8
2013-03-28,74,30.0,,0.3,22.2
2013-03-29,78,30.0,,0.3,23.4
2013-03-30,55,30.0,,0.3,16.5
2013-03-31,49,30.0,,0.3,14.7
2013-04-01,69,29.0,False,0.29,20.009999999999998
2013-04-02,58,29.0,,0.29,16.82
2013-04-03,59,29.0,,0.29,17.11
2013-04-04,65,29.0,,0.29,18.849999999999998
2013-04-05,69,29.0,,0.29,20.009999999999998
2013-04-06,54,29.0,,0.29,15.659999999999998
2013-04-07,85,29.0,,0.29,24.65
2013-04-08,63,29.0,,0.29,18.27
2013-04-09,100,29.0,,0.29,28.999999999999996
2013-04-10,61,29.0,,0.29,17.689999999999998
2013-04-11,61,29.0,,0.29,17.689999999999998
2013-04-12,66,29.0,,0.29,19.139999999999997
2013-04-13,56,29.0,,0.29,16.24
2013-04-14,73,29.0,,0.29,21.169999999999998
2013-04-15,77,29.0,,0.29,22.33
2013-04-16,64,29.0,,0.29,18.56
2013-04-17,66,29.0,,0.29,19.139999999999997
2013-04-18,51,29.0,,0.29,14.79
2013-04-19,41,29.0,,0.29,11.889999999999999
2013-04-20,56,29.0,,0.29,16.24
2013-04-21,54,29.0,,0.29,15.659999999999998
2013-04-22,47,29.0,,0.29,13.629999999999999
2013-04-23,60,29.0,,0.29,17.4
2013-04-24,52,29.0,,0.29,15.079999999999998
2013-04-25,67,29.0,,0.29,19.43
2013-04-26,50,29.0,,0.29,14.499999999999998
2013-04-27,42,29.0,,0.29,12.18
2013-04-28,41,29.0,,0.29,11.889999999999999
2013-04-29,37,29.0,,0.29,10.729999999999999
2013-04-30,77,29.0,,0.29,22.33
2013-05-01,45,25.0,False,0.25,11.25
2013-05-02,64,25.0,,0.25,16.0
2013-05-03,86,25.0,,0.25,21.5
2013-05-04,86,25.0,,0.25,21.5
2013-05-05,63,25.0,,0.25,15.75
2013-05-06,50,25.0,,0.25,12.5
2013-05-07,47,25.0,,0.25,11.75
2013-05-08,47,25.0,,0.25,11.75
2013-05-09,80,25.0,,0.25,20.0
2013-05-10,62,25.0,,0.25,15.5
2013-05-11,75,25.0,,0.25,18.75
2013-05-12,37,25.0,,0.25,9.25
2013-05-13,71,25.0,,0.25,17.75
2013-05-14,71,25.0,,0.25,17.75
2013-05-15,74,25.0,,0.25,18.5
2013-05-16,49,25.0,,0.25,12.25
2013-05-17,57,25.0,,0.25,14.25
2013-05-18,73,25.0,,0.25,18.25
2013-05-19,77,25.0,,0.25,19.25
2013-05-20,62,25.0,,0.25,15.5
2013-05-21,55,25.0,,0.25,13.75
2013-05-22,67,25.0,,0.25,16.75
2013-05-23,57,25.0,,0.25,14.25
2013-05-24,70,25.0,,0.25,17.5
2013-05-25,29,25.0,,0.25,7.25
2013-05-26,42,25.0,,0.25,10.5
2013-05-27,60,25.0,,0.25,15.0
2013-05-28,73,25.0,,0.25,18.25
2013-05-29,50,25.0,,0.25,12.5
2013-05-30,69,25.0,,0.25,17.25
2013-05-31,100,25.0,,0.25,25.0
2013-06-01,58,26.0,False,0.26,15.08
2013-06-02,86,26.0,,0.26,22.36
2013-06-03,59,26.0,,0.26,15.34
2013-06-04,80,26.0,,0.26,20.8
2013-06-05,69,26.0,,0.26,17.94
2013-06-06,67,26.0,,0.26,17.42
2013-06-07,63,26.0,,0.26,16.38
2013-06-08,65,26.0,,0.26,16.900000000000002
2013-06-09,37,26.0,,0.26,9.620000000000001
2013-06-10,77,26.0,,0.26,20.02
2013-06-11,61,26.0,,0.26,15.860000000000001
2013-06-12,78,26.0,,0.26,20.28
2013-06-13,66,26.0,,0.26,17.16
2013-06-14,63,26.0,,0.26,16.38
2013-06-15,48,26.0,,0.26,12.48
2013-06-16,34,26.0,,0.26,8.84
2013-06-17,85,26.0,,0.26,22.1
2013-06-18,68,26.0,,0.26,17.68
2013-06-19,49,26.0,,0.26,12.74
2013-06-20,50,26.0,,0.26,13.0
2013-06-21,58,26.0,,0.26,15.08
2013-06-22,100,26.0,,0.26,26.0
2013-06-23,78,26.0,,0.26,20.28
2013-06-24,44,26.0,,0.26,11.440000000000001
2013-06-25,66,26.0,,0.26,17.16
2013-06-26,72,26.0,,0.26,18.72
2013-06-27,56,26.0,,0.26,14.56
2013-06-28,54,26.0,,0.26,14.040000000000001
2013-06-29,72,26.0,,0.26,18.72
2013-06-30,51,26.0,,0.26,13.26
2013-07-01,77,27.0,False,0.27,20.790000000000003
2013-07-02,75,27.0,,0.27,20.25
2013-07-03,65,27.0,,0.27,17.55
2013-07-04,41,27.0,,0.27,11.07
2013-07-05,71,27.0,,0.27,19.17
2013-07-06,83,27.0,,0.27,22.41
2013-07-07,71,27.0,,0.27,19.17
2013-07-08,79,27.0,,0.27,21.330000000000002
2013-07-09,80,27.0,,0.27,21.6
2013-07-10,76,27.0,,0.27,20.520000000000003
2013-07-11,97,27.0,,0.27,26.19
2013-07-12,75,27.0,,0.27,20.25
2013-07-13,62,27.0,,0.27,16.740000000000002
2013-07-14,62,27.0,,0.27,16.740000000000002
2013-07-15,62,27.0,,0.27,16.740000000000002
2013-07-16,79,27.0,,0.27,21.330000000000002
2013-07-17,68,27.0,,0.27,18.36
2013-07-18,63,27.0,,0.27,17.01
2013-07-19,87,27.0,,0.27,23.490000000000002
2013-07-20,40,27.0,,0.27,10.8
2013-07-21,48,27.0,,0.27,12.96
2013-07-22,81,27.0,,0.27,21.87
2013-07-23,55,27.0,,0.27,14.850000000000001
2013-07-24,59,27.0,,0.27,15.930000000000001
2013-07-25,61,27.0,,0.27,16.470000000000002
2013-07-26,84,27.0,,0.27,22.68
2013-07-27,71,27.0,,0.27,19.17
2013-07-28,48,27.0,,0.27,12.96
2013-07-29,62,27.0,,0.27,16.740000000000002
2013-07-30,70,27.0,,0.27,18.900000000000002
2013-07-31,100,27.0,,0.27,27.0
2013-08-01,70,26.0,False,0.26,18.2
2013-08-02,70,26.0,,0.26,18.2
2013-08-03,70,26.0,,0.26,18.2
2013-08-04,32,26.0,,0.26,8.32
2013-08-05,63,26.0,,0.26,16.38
2013-08-06,45,26.0,,0.26,11.700000000000001
2013-08-07,100,26.0,,0.26,26.0
2013-08-08,68,26.0,,0.26,17.68
2013-08-09,73,26.0,,0.26,18.98
2013-08-10,49,26.0,,0.26,12.74
2013-08-11,32,26.0,,0.26,8.32
2013-08-12,66,26.0,,0.26,17.16
2013-08-13,49,26.0,,0.26,12.74
2013-08-14,57,26.0,,0.26,14.82
2013-08-15,58,26.0,,0.26,15.08
2013-08-16,63,26.0,,0.26,16.38
2013-08-17,75,26.0,,0.26,19.5
2013-08-18,31,26.0,,0.26,8.06
2013-08-19,60,26.0,,0.26,15.600000000000001
2013-08-20,64,26.0,,0.26,16.64
2013-08-21,72,26.0,,0.26,18.72
2013-08-22,53,26.0,,0.26,13.780000000000001
2013-08-23,55,26.0,,0.26,14.3
2013-08-24,37,26.0,,0.26,9.620000000000001
2013-08-25,42,26.0,,0.26,10.92
2013-08-26,51,26.0,,0.26,13.26
2013-08-27,46,26.0,,0.26,11.96
2013-08-28,39,26.0,,0.26,10.14
2013-08-29,47,26.0,,0.26,12.22
2013-08-30,66,26.0,,0.26,17.16
2013-08-31,33,26.0,,0.26,8.58
2013-09-01,42,24.0,False,0.24,10.08
2013-09-02,64,24.0,,0.24,15.36
2013-09-03,75,24.0,,0.24,18.0
2013-09-04,59,24.0,,0.24,14.16
2013-09-05,63,24.0,,0.24,15.12
2013-09-06,100,24.0,,0.24,24.0
2013-09-07,76,24.0,,0.24,18.24
2013-09-08,28,24.0,,0.24,6.72
2013-09-09,61,24.0,,0.24,14.639999999999999
2013-09-10,79,24.0,,0.24,18.96
2013-09-11,67,24.0,,0.24,16.08
2013-09-12,52,24.0,,0.24,12.48
2013-09-13,77,24.0,,0.24,18.48
2013-09-14,65,24.0,,0.24,15.6
2013-09-15,31,24.0,,0.24,7.4399999999999995
2013-09-16,51,24.0,,0.24,12.24
2013-09-17,45,24.0,,0.24,10.799999999999999
2013-09-18,69,24.0,,0.24,16.56
2013-09-19,39,24.0,,0.24,9.36
2013-09-20,54,24.0,,0.24,12.959999999999999
2013-09-21,52,24.0,,0.24,12.48
2013-09-22,56,24.0,,0.24,13.44
2013-09-23,60,24.0,,0.24,14.399999999999999
2013-09-24,66,24.0,,0.24,15.84
2013-09-25,70,24.0,,0.24,16.8
2013-09-26,82,24.0,,0.24,19.68
2013-09-27,60,24.0,,0.24,14.399999999999999
2013-09-28,38,24.0,,0.24,9.12
2013-09-29,45,24.0,,0.24,10.799999999999999
2013-09-30,60,24.0,,0.24,14.399999999999999
2013-10-01,65,24.0,False,0.24,15.6
2013-10-02,42,24.0,,0.24,10.08
2013-10-03,60,24.0,,0.24,14.399999999999999
2013-10-04,73,24.0,,0.24,17.52
2013-10-05,56,24.0,,0.24,13.44
2013-10-06,64,24.0,,0.24,15.36
2013-10-07,77,24.0,,0.24,18.48
2013-10-08,81,24.0,,0.24,19.439999999999998
2013-10-09,78,24.0,,0.24,18.72
2013-10-10,61,24.0,,0.24,14.639999999999999
2013-10-11,63,24.0,,0.24,15.12
2013-10-12,53,24.0,,0.24,12.719999999999999
2013-10-13,84,24.0,,0.24,20.16
2013-10-14,71,24.0,,0.24,17.04
2013-10-15,70,24.0,,0.24,16.8
2013-10-16,88,24.0,,0.24,21.119999999999997
2013-10-17,74,24.0,,0.24,17.759999999999998
2013-10-18,62,24.0,,0.24,14.879999999999999
2013-10-19,35,24.0,,0.24,8.4
2013-10-20,74,24.0,,0.24,17.759999999999998
2013-10-21,90,24.0,,0.24,21.599999999999998
2013-10-22,37,24.0,,0.24,8.879999999999999
2013-10-23,70,24.0,,0.24,16.8
2013-10-24,71,24.0,,0.24,17.04
2013-10-25,55,24.0,,0.24,13.2
2013-10-26,71,24.0,,0.24,17.04
2013-10-27,96,24.0,,0.24,23.04
2013-10-28,78,24.0,,0.24,18.72
2013-10-29,68,24.0,,0.24,16.32
2013-10-30,100,24.0,,0.24,24.0
2013-10-31,57,24.0,,0.24,13.68
2013-11-01,76,23.0,False,0.23,17.48
2013-11-02,49,23.0,,0.23,11.270000000000001
2013-11-03,58,23.0,,0.23,13.34
2013-11-04,74,23.0,,0.23,17.02
2013-11-05,60,23.0,,0.23,13.8
2013-11-06,77,23.0,,0.23,17.71
2013-11-07,36,23.0,,0.23,8.280000000000001
2013-11-08,66,23.0,,0.23,15.180000000000001
2013-11-09,52,23.0,,0.23,11.96
2013-11-10,91,23.0,,0.23,20.93
2013-11-11,72,23.0,,0.23,16.560000000000002
2013-11-12,54,23.0,,0.23,12.42
2013-11-13,46,23.0,,0.23,10.58
2013-11-14,72,23.0,,0.23,16.560000000000002
2013-11-15,40,23.0,,0.23,9.200000000000001
2013-11-16,64,23.0,,0.23,14.72
2013-11-17,39,23.0,,0.23,8.97
2013-11-18,61,23.0,,0.23,14.030000000000001
2013-11-19,59,23.0,,0.23,13.57
2013-11-20,51,23.0,,0.23,11.73
2013-11-21,44,23.0,,0.23,10.120000000000001
2013-11-22,70,23.0,,0.23,16.1
2013-11-23,40,23.0,,0.23,9.200000000000001
2013-11-24,56,23.0,,0.23,12.88
2013-11-25,51,23.0,,0.23,11.73
2013-11-26,53,23.0,,0.23,12.190000000000001
2013-11-27,52,23.0,,0.23,11.96
2013-11-28,25,23.0,,0.23,5.75
2013-11-29,92,23.0,,0.23,21.16
2013-11-30,100,23.0,,0.23,23.0
2013-12-01,58,30.0,False,0.3,17.4
2013-12-02,50,30.0,,0.3,15.0
2013-12-03,96,30.0,,0.3,28.799999999999997
2013-12-04,65,30.0,,0.3,19.5
2013-12-05,67,30.0,,0.3,20.099999999999998
2013-12-06,62,30.0,,0.3,18.599999999999998
2013-12-07,58,30.0,,0.3,17.4
2013-12-08,45,30.0,,0.3,13.5
2013-12-09,70,30.0,,0.3,21.0
2013-12-10,76,30.0,,0.3,22.8
2013-12-11,63,30.0,,0.3,18.9
2013-12-12,66,30.0,,0.3,19.8
2013-12-13,71,30.0,,0.3,21.3
2013-12-14,57,30.0,,0.3,17.099999999999998
2013-12-15,51,30.0,,0.3,15.299999999999999
2013-12-16,55,30.0,,0.3,16.5
2013-12-17,57,30.0,,0.3,17.099999999999998
2013-12-18,52,30.0,,0.3,15.6
2013-12-19,49,30.0,,0.3,14.7
2013-12-20,75,30.0,,0.3,22.5
2013-12-21,80,30.0,,0.3,24.0
2013-12-22,64,30.0,,0.3,19.2
2013-12-23,90,30.0,,0.3,27.0
2013-12-24,100,30.0,,0.3,30.0
2013-12-25,77,30.0,,0.3,23.099999999999998
2013-12-26,94,30.0,,0.3,28.2
2013-12-27,81,30.0,,0.3,24.3
2013-12-28,80,30.0,,0.3,24.0
2013-12-29,64,30.0,,0.3,19.2
2013-12-30,78,30.0,,0.3,23.4
2013-12-31,100,30.0,,0.3,30.0
2014-01-01,63,27.0,False,0.27,17.01
2014-01-02,85,27.0,,0.27,22.950000000000003
2014-01-03,62,27.0,,0.27,16.740000000000002
2014-01-04,99,27.0,,0.27,26.73
2014-01-05,78,27.0,,0.27,21.060000000000002
2014-01-06,92,27.0,,0.27,24.840000000000003
2014-01-07,94,27.0,,0.27,25.380000000000003
2014-01-08,60,27.0,,0.27,16.200000000000003
2014-01-09,100,27.0,,0.27,27.0
2014-01-10,86,27.0,,0.27,23.220000000000002
2014-01-11,65,27.0,,0.27,17.55
2014-01-12,61,27.0,,0.27,16.470000000000002
2014-01-13,83,27.0,,0.27,22.41
2014-01-14,71,27.0,,0.27,19.17
2014-01-15,85,27.0,,0.27,22.950000000000003
2014-01-16,78,27.0,,0.27,21.060000000000002
2014-01-17,44,27.0,,0.27,11.88
2014-01-18,70,27.0,,0.27,18.900000000000002
2014-01-19,51,27.0,,0.27,13.770000000000001
2014-01-20,91,27.0,,0.27,24.57
2014-01-21,87,27.0,,0.27,23.490000000000002
2014-01-22,59,27.0,,0.27,15.930000000000001
2014-01-23,65,27.0,,0.27,17.55
2014-01-24,84,27.0,,0.27,22.68
2014-01-25,68,27.0,,0.27,18.36
2014-01-26,65,27.0,,0.27,17.55
2014-01-27,68,27.0,,0.27,18.36
2014-01-28,71,27.0,,0.27,19.17
2014-01-29,70,27.0,,0.27,18.900000000000002
2014-01-30,98,27.0,,0.27,26.46
2014-01-31,79,27.0,,0.27,21.330000000000002
2014-02-01,87,26.0,False,0.26,22.62
2014-02-02,86,26.0,,0.26,22.36
2014-02-03,78,26.0,,0.26,20.28
2014-02-04,73,26.0,,0.26,18.98
2014-02-05,78,26.0,,0.26,20.28
2014-02-06,73,26.0,,0.26,18.98
2014-02-07,50,26.0,,0.26,13.0
2014-02-08,66,26.0,,0.26,17.16
2014-02-09,100,26.0,,0.26,26.0
2014-02-10,77,26.0,,0.26,20.02
2014-02-11,69,26.0,,0.26,17.94
2014-02-12,49,26.0,,0.26,12.74
2014-02-13,44,26.0,,0.26,11.440000000000001
2014-02-14,52,26.0,,0.26,13.52
2014-02-15,62,26.0,,0.26,16.12
2014-02-16,65,26.0,,0.26,16.900000000000002
2014-02-17,43,26.0,,0.26,11.18
2014-02-18,60,26.0,,0.26,15.600000000000001
2014-02-19,60,26.0,,0.26,15.600000000000001
2014-02-20,52,26.0,,0.26,13.52
2014-02-21,64,26.0,,0.26,16.64
2014-02-22,35,26.0,,0.26,9.1
2014-02-23,51,26.0,,0.26,13.26
2014-02-24,49,26.0,,0.26,12.74
2014-02-25,48,26.0,,0.26,12.48
2014-02-26,60,26.0,,0.26,15.600000000000001
2014-02-27,71,26.0,,0.26,18.46
2014-02-28,77,26.0,,0.26,20.02
