date,savings bonds_unscaled,savings bonds_monthly,isPartial,scale,savings bonds
2008-08-28,59,49.0,,0.49,28.91
2008-08-29,63,49.0,,0.49,30.87
2008-08-30,27,49.0,,0.49,13.23
2008-08-31,29,49.0,,0.49,14.209999999999999
2008-09-01,63,43.0,False,0.43,27.09
2008-09-02,50,43.0,,0.43,21.5
2008-09-03,100,43.0,,0.43,43.0
2008-09-04,70,43.0,,0.43,30.099999999999998
2008-09-05,53,43.0,,0.43,22.79
2008-09-06,56,43.0,,0.43,24.08
2008-09-07,22,43.0,,0.43,9.459999999999999
2008-09-08,78,43.0,,0.43,33.54
2008-09-09,57,43.0,,0.43,24.509999999999998
2008-09-10,73,43.0,,0.43,31.39
2008-09-11,45,43.0,,0.43,19.35
2008-09-12,52,43.0,,0.43,22.36
2008-09-13,51,43.0,,0.43,21.93
2008-09-14,51,43.0,,0.43,21.93
2008-09-15,70,43.0,,0.43,30.099999999999998
2008-09-16,84,43.0,,0.43,36.12
2008-09-17,98,43.0,,0.43,42.14
2008-09-18,55,43.0,,0.43,23.65
2008-09-19,69,43.0,,0.43,29.669999999999998
2008-09-20,61,43.0,,0.43,26.23
2008-09-21,60,43.0,,0.43,25.8
2008-09-22,53,43.0,,0.43,22.79
2008-09-23,82,43.0,,0.43,35.26
2008-09-24,58,43.0,,0.43,24.94
2008-09-25,44,43.0,,0.43,18.919999999999998
2008-09-26,53,43.0,,0.43,22.79
2008-09-27,88,43.0,,0.43,37.839999999999996
2008-09-28,50,43.0,,0.43,21.5
2008-09-29,90,43.0,,0.43,38.7
2008-09-30,66,43.0,,0.43,28.38
2008-10-01,25,46.0,False,0.46,11.5
2008-10-02,56,46.0,,0.46,25.76
2008-10-03,55,46.0,,0.46,25.3
2008-10-04,58,46.0,,0.46,26.68
2008-10-05,57,46.0,,0.46,26.220000000000002
2008-10-06,78,46.0,,0.46,35.88
2008-10-07,74,46.0,,0.46,34.04
2008-10-08,57,46.0,,0.46,26.220000000000002
2008-10-09,75,46.0,,0.46,34.5
2008-10-10,62,46.0,,0.46,28.52
2008-10-11,100,46.0,,0.46,46.0
2008-10-12,39,46.0,,0.46,17.94
2008-10-13,65,46.0,,0.46,29.900000000000002
2008-10-14,57,46.0,,0.46,26.220000000000002
2008-10-15,69,46.0,,0.46,31.740000000000002
2008-10-16,42,46.0,,0.46,19.32
2008-10-17,63,46.0,,0.46,28.98
2008-10-18,78,46.0,,0.46,35.88
2008-10-19,56,46.0,,0.46,25.76
2008-10-20,71,46.0,,0.46,32.660000000000004
2008-10-21,63,46.0,,0.46,28.98
2008-10-22,63,46.0,,0.46,28.98
2008-10-23,34,46.0,,0.46,15.64
2008-10-24,68,46.0,,0.46,31.28
2008-10-25,51,46.0,,0.46,23.46
2008-10-26,63,46.0,,0.46,28.98
2008-10-27,74,46.0,,0.46,34.04
2008-10-28,53,46.0,,0.46,24.380000000000003
2008-10-29,45,46.0,,0.46,20.7
2008-10-30,64,46.0,,0.46,29.44
2008-10-31,51,46.0,,0.46,23.46
2008-11-01,54,48.0,False,0.48,25.919999999999998
2008-11-02,35,48.0,,0.48,16.8
2008-11-03,84,48.0,,0.48,40.32
2008-11-04,64,48.0,,0.48,30.72
2008-11-05,66,48.0,,0.48,31.68
2008-11-06,50,48.0,,0.48,24.0
2008-11-07,29,48.0,,0.48,13.92
2008-11-08,34,48.0,,0.48,16.32
2008-11-09,62,48.0,,0.48,29.759999999999998
2008-11-10,97,48.0,,0.48,46.559999999999995
2008-11-11,73,48.0,,0.48,35.04
2008-11-12,55,48.0,,0.48,26.4
2008-11-13,50,48.0,,0.48,24.0
2008-11-14,77,48.0,,0.48,36.96
2008-11-15,54,48.0,,0.48,25.919999999999998
2008-11-16,69,48.0,,0.48,33.12
2008-11-17,78,48.0,,0.48,37.44
2008-11-18,77,48.0,,0.48,36.96
2008-11-19,62,48.0,,0.48,29.759999999999998
2008-11-20,57,48.0,,0.48,27.36
2008-11-21,77,48.0,,0.48,36.96
2008-11-22,89,48.0,,0.48,42.72
2008-11-23,61,48.0,,0.48,29.279999999999998
2008-11-24,69,48.0,,0.48,33.12
2008-11-25,78,48.0,,0.48,37.44
2008-11-26,46,48.0,,0.48,22.08
2008-11-27,15,48.0,,0.48,7.199999999999999
2008-11-28,100,48.0,,0.48,48.0
2008-11-29,71,48.0,,0.48,34.08
2008-11-30,98,48.0,,0.48,47.04
2008-12-01,91,58.0,False,0.58,52.779999999999994
2008-12-02,80,58.0,,0.58,46.4
2008-12-03,26,58.0,,0.58,15.079999999999998
2008-12-04,13,58.0,,0.58,7.539999999999999
2008-12-05,89,58.0,,0.58,51.62
2008-12-06,58,58.0,,0.58,33.64
2008-12-07,68,58.0,,0.58,39.44
2008-12-08,55,58.0,,0.58,31.9
2008-12-09,58,58.0,,0.58,33.64
2008-12-10,56,58.0,,0.58,32.48
2008-12-11,56,58.0,,0.58,32.48
2008-12-12,46,58.0,,0.58,26.68
2008-12-13,54,58.0,,0.58,31.319999999999997
2008-12-14,50,58.0,,0.58,28.999999999999996
2008-12-15,50,58.0,,0.58,28.999999999999996
2008-12-16,69,58.0,,0.58,40.019999999999996
2008-12-17,44,58.0,,0.58,25.52
2008-12-18,61,58.0,,0.58,35.379999999999995
2008-12-19,49,58.0,,0.58,28.419999999999998
2008-12-20,100,58.0,,0.58,57.99999999999999
2008-12-21,44,58.0,,0.58,25.52
2008-12-22,55,58.0,,0.58,31.9
2008-12-23,40,58.0,,0.58,23.2
2008-12-24,74,58.0,,0.58,42.919999999999995
2008-12-25,49,58.0,,0.58,28.419999999999998
2008-12-26,54,58.0,,0.58,31.319999999999997
2008-12-27,56,58.0,,0.58,32.48
2008-12-28,46,58.0,,0.58,26.68
2008-12-29,97,58.0,,0.58,56.26
2008-12-30,78,58.0,,0.58,45.239999999999995
2008-12-31,59,58.0,,0.58,34.22
2009-01-01,57,57.0,False,0.57,32.489999999999995
2009-01-02,80,57.0,,0.57,45.599999999999994
2009-01-03,77,57.0,,0.57,43.88999999999999
2009-01-04,64,57.0,,0.57,36.48
2009-01-05,100,57.0,,0.57,56.99999999999999
2009-01-06,43,57.0,,0.57,24.509999999999998
2009-01-07,54,57.0,,0.57,30.779999999999998
2009-01-08,75,57.0,,0.57,42.74999999999999
2009-01-09,54,57.0,,0.57,30.779999999999998
2009-01-10,75,57.0,,0.57,42.74999999999999
2009-01-11,63,57.0,,0.57,35.91
2009-01-12,48,57.0,,0.57,27.36
2009-01-13,47,57.0,,0.57,26.79
2009-01-14,48,57.0,,0.57,27.36
2009-01-15,55,57.0,,0.57,31.349999999999998
2009-01-16,42,57.0,,0.57,23.939999999999998
2009-01-17,29,57.0,,0.57,16.529999999999998
2009-01-18,30,57.0,,0.57,17.099999999999998
2009-01-19,35,57.0,,0.57,19.95
2009-01-20,51,57.0,,0.57,29.069999999999997
2009-01-21,36,57.0,,0.57,20.52
2009-01-22,51,57.0,,0.57,29.069999999999997
2009-01-23,15,57.0,,0.57,8.549999999999999
2009-01-24,32,57.0,,0.57,18.24
2009-01-25,61,57.0,,0.57,34.769999999999996
2009-01-26,39,57.0,,0.57,22.229999999999997
2009-01-27,40,57.0,,0.57,22.799999999999997
2009-01-28,46,57.0,,0.57,26.22
2009-01-29,45,57.0,,0.57,25.65
2009-01-30,35,57.0,,0.57,19.95
2009-01-31,72,57.0,,0.57,41.04
2009-02-01,22,46.0,False,0.46,10.120000000000001
2009-02-02,69,46.0,,0.46,31.740000000000002
2009-02-03,65,46.0,,0.46,29.900000000000002
2009-02-04,44,46.0,,0.46,20.240000000000002
2009-02-05,34,46.0,,0.46,15.64
2009-02-06,62,46.0,,0.46,28.52
2009-02-07,55,46.0,,0.46,25.3
2009-02-08,60,46.0,,0.46,27.6
2009-02-09,66,46.0,,0.46,30.360000000000003
2009-02-10,64,46.0,,0.46,29.44
2009-02-11,70,46.0,,0.46,32.2
2009-02-12,22,46.0,,0.46,10.120000000000001
2009-02-13,44,46.0,,0.46,20.240000000000002
2009-02-14,62,46.0,,0.46,28.52
2009-02-15,12,46.0,,0.46,5.5200000000000005
2009-02-16,73,46.0,,0.46,33.58
2009-02-17,70,46.0,,0.46,32.2
2009-02-18,58,46.0,,0.46,26.68
2009-02-19,70,46.0,,0.46,32.2
2009-02-20,100,46.0,,0.46,46.0
2009-02-21,38,46.0,,0.46,17.48
2009-02-22,60,46.0,,0.46,27.6
2009-02-23,70,46.0,,0.46,32.2
2009-02-24,68,46.0,,0.46,31.28
2009-02-25,40,46.0,,0.46,18.400000000000002
2009-02-26,48,46.0,,0.46,22.080000000000002
2009-02-27,73,46.0,,0.46,33.58
2009-02-28,90,46.0,,0.46,41.4
2009-03-01,39,46.0,False,0.46,17.94
2009-03-02,69,46.0,,0.46,31.740000000000002
2009-03-03,72,46.0,,0.46,33.120000000000005
2009-03-04,42,46.0,,0.46,19.32
2009-03-05,39,46.0,,0.46,17.94
2009-03-06,62,46.0,,0.46,28.52
2009-03-07,76,46.0,,0.46,34.96
2009-03-08,100,46.0,,0.46,46.0
2009-03-09,62,46.0,,0.46,28.52
2009-03-10,54,46.0,,0.46,24.84
2009-03-11,66,46.0,,0.46,30.360000000000003
2009-03-12,55,46.0,,0.46,25.3
2009-03-13,58,46.0,,0.46,26.68
2009-03-14,71,46.0,,0.46,32.660000000000004
2009-03-15,41,46.0,,0.46,18.86
2009-03-16,79,46.0,,0.46,36.34
2009-03-17,59,46.0,,0.46,27.14
2009-03-18,72,46.0,,0.46,33.120000000000005
2009-03-19,43,46.0,,0.46,19.78
2009-03-20,46,46.0,,0.46,21.16
2009-03-21,65,46.0,,0.46,29.900000000000002
2009-03-22,35,46.0,,0.46,16.1
2009-03-23,61,46.0,,0.46,28.060000000000002
2009-03-24,68,46.0,,0.46,31.28
2009-03-25,46,46.0,,0.46,21.16
2009-03-26,39,46.0,,0.46,17.94
2009-03-27,41,46.0,,0.46,18.86
2009-03-28,86,46.0,,0.46,39.56
2009-03-29,46,46.0,,0.46,21.16
2009-03-30,46,46.0,,0.46,21.16
2009-03-31,45,46.0,,0.46,20.7
2009-04-01,80,43.0,False,0.43,34.4
2009-04-02,59,43.0,,0.43,25.37
2009-04-03,57,43.0,,0.43,24.509999999999998
2009-04-04,69,43.0,,0.43,29.669999999999998
2009-04-05,56,43.0,,0.43,24.08
2009-04-06,40,43.0,,0.43,17.2
2009-04-07,88,43.0,,0.43,37.839999999999996
2009-04-08,55,43.0,,0.43,23.65
2009-04-09,53,43.0,,0.43,22.79
2009-04-10,65,43.0,,0.43,27.95
2009-04-11,92,43.0,,0.43,39.56
2009-04-12,68,43.0,,0.43,29.24
2009-04-13,74,43.0,,0.43,31.82
2009-04-14,96,43.0,,0.43,41.28
2009-04-15,61,43.0,,0.43,26.23
2009-04-16,32,43.0,,0.43,13.76
2009-04-17,64,43.0,,0.43,27.52
2009-04-18,71,43.0,,0.43,30.53
2009-04-19,49,43.0,,0.43,21.07
2009-04-20,75,43.0,,0.43,32.25
2009-04-21,57,43.0,,0.43,24.509999999999998
2009-04-22,52,43.0,,0.43,22.36
2009-04-23,73,43.0,,0.43,31.39
2009-04-24,39,43.0,,0.43,16.77
2009-04-25,100,43.0,,0.43,43.0
2009-04-26,28,43.0,,0.43,12.04
2009-04-27,57,43.0,,0.43,24.509999999999998
2009-04-28,48,43.0,,0.43,20.64
2009-04-29,39,43.0,,0.43,16.77
2009-04-30,67,43.0,,0.43,28.81
2009-05-01,64,43.0,False,0.43,27.52
2009-05-02,64,43.0,,0.43,27.52
2009-05-03,71,43.0,,0.43,30.53
2009-05-04,93,43.0,,0.43,39.99
2009-05-05,85,43.0,,0.43,36.55
2009-05-06,59,43.0,,0.43,25.37
2009-05-07,64,43.0,,0.43,27.52
2009-05-08,60,43.0,,0.43,25.8
2009-05-09,74,43.0,,0.43,31.82
2009-05-10,50,43.0,,0.43,21.5
2009-05-11,69,43.0,,0.43,29.669999999999998
2009-05-12,58,43.0,,0.43,24.94
2009-05-13,95,43.0,,0.43,40.85
2009-05-14,38,43.0,,0.43,16.34
2009-05-15,100,43.0,,0.43,43.0
2009-05-16,46,43.0,,0.43,19.78
2009-05-17,47,43.0,,0.43,20.21
2009-05-18,59,43.0,,0.43,25.37
2009-05-19,46,43.0,,0.43,19.78
2009-05-20,47,43.0,,0.43,20.21
2009-05-21,84,43.0,,0.43,36.12
2009-05-22,57,43.0,,0.43,24.509999999999998
2009-05-23,14,43.0,,0.43,6.02
2009-05-24,52,43.0,,0.43,22.36
2009-05-25,38,43.0,,0.43,16.34
2009-05-26,73,43.0,,0.43,31.39
2009-05-27,50,43.0,,0.43,21.5
2009-05-28,69,43.0,,0.43,29.669999999999998
2009-05-29,51,43.0,,0.43,21.93
2009-05-30,54,43.0,,0.43,23.22
2009-05-31,54,43.0,,0.43,23.22
2009-06-01,67,45.0,False,0.45,30.150000000000002
2009-06-02,89,45.0,,0.45,40.050000000000004
2009-06-03,69,45.0,,0.45,31.05
2009-06-04,50,45.0,,0.45,22.5
2009-06-05,71,45.0,,0.45,31.95
2009-06-06,78,45.0,,0.45,35.1
2009-06-07,53,45.0,,0.45,23.85
2009-06-08,49,45.0,,0.45,22.05
2009-06-09,32,45.0,,0.45,14.4
2009-06-10,37,45.0,,0.45,16.650000000000002
2009-06-11,46,45.0,,0.45,20.7
2009-06-12,68,45.0,,0.45,30.6
2009-06-13,52,45.0,,0.45,23.400000000000002
2009-06-14,100,45.0,,0.45,45.0
2009-06-15,54,45.0,,0.45,24.3
2009-06-16,75,45.0,,0.45,33.75
2009-06-17,50,45.0,,0.45,22.5
2009-06-18,63,45.0,,0.45,28.35
2009-06-19,96,45.0,,0.45,43.2
2009-06-20,38,45.0,,0.45,17.1
2009-06-21,34,45.0,,0.45,15.3
2009-06-22,68,45.0,,0.45,30.6
2009-06-23,37,45.0,,0.45,16.650000000000002
2009-06-24,54,45.0,,0.45,24.3
2009-06-25,33,45.0,,0.45,14.85
2009-06-26,76,45.0,,0.45,34.2
2009-06-27,72,45.0,,0.45,32.4
2009-06-28,66,45.0,,0.45,29.7
2009-06-29,47,45.0,,0.45,21.150000000000002
2009-06-30,76,45.0,,0.45,34.2
2009-07-01,47,44.0,False,0.44,20.68
2009-07-02,75,44.0,,0.44,33.0
2009-07-03,43,44.0,,0.44,18.92
2009-07-04,13,44.0,,0.44,5.72
2009-07-05,27,44.0,,0.44,11.88
2009-07-06,52,44.0,,0.44,22.88
2009-07-07,54,44.0,,0.44,23.76
2009-07-08,74,44.0,,0.44,32.56
2009-07-09,47,44.0,,0.44,20.68
2009-07-10,100,44.0,,0.44,44.0
2009-07-11,60,44.0,,0.44,26.4
2009-07-12,55,44.0,,0.44,24.2
2009-07-13,62,44.0,,0.44,27.28
2009-07-14,65,44.0,,0.44,28.6
2009-07-15,94,44.0,,0.44,41.36
2009-07-16,52,44.0,,0.44,22.88
2009-07-17,79,44.0,,0.44,34.76
2009-07-18,66,44.0,,0.44,29.04
2009-07-19,19,44.0,,0.44,8.36
2009-07-20,82,44.0,,0.44,36.08
2009-07-21,67,44.0,,0.44,29.48
2009-07-22,34,44.0,,0.44,14.96
2009-07-23,39,44.0,,0.44,17.16
2009-07-24,42,44.0,,0.44,18.48
2009-07-25,48,44.0,,0.44,21.12
2009-07-26,36,44.0,,0.44,15.84
2009-07-27,69,44.0,,0.44,30.36
2009-07-28,68,44.0,,0.44,29.92
2009-07-29,73,44.0,,0.44,32.12
2009-07-30,66,44.0,,0.44,29.04
2009-07-31,62,44.0,,0.44,27.28
2009-08-01,32,44.0,False,0.44,14.08
2009-08-02,85,44.0,,0.44,37.4
2009-08-03,51,44.0,,0.44,22.44
2009-08-04,66,44.0,,0.44,29.04
2009-08-05,55,44.0,,0.44,24.2
2009-08-06,87,44.0,,0.44,38.28
2009-08-07,41,44.0,,0.44,18.04
2009-08-08,51,44.0,,0.44,22.44
2009-08-09,26,44.0,,0.44,11.44
2009-08-10,50,44.0,,0.44,22.0
2009-08-11,61,44.0,,0.44,26.84
2009-08-12,71,44.0,,0.44,31.24
2009-08-13,38,44.0,,0.44,16.72
2009-08-14,63,44.0,,0.44,27.72
2009-08-15,51,44.0,,0.44,22.44
2009-08-16,72,44.0,,0.44,31.68
2009-08-17,55,44.0,,0.44,24.2
2009-08-18,60,44.0,,0.44,26.4
2009-08-19,70,44.0,,0.44,30.8
2009-08-20,66,44.0,,0.44,29.04
2009-08-21,88,44.0,,0.44,38.72
2009-08-22,61,44.0,,0.44,26.84
2009-08-23,31,44.0,,0.44,13.64
2009-08-24,74,44.0,,0.44,32.56
2009-08-25,80,44.0,,0.44,35.2
2009-08-26,60,44.0,,0.44,26.4
2009-08-27,66,44.0,,0.44,29.04
2009-08-28,56,44.0,,0.44,24.64
2009-08-29,100,44.0,,0.44,44.0
2009-08-30,36,44.0,,0.44,15.84
2009-08-31,80,44.0,,0.44,35.2
2009-09-01,58,39.0,False,0.39,22.62
2009-09-02,69,39.0,,0.39,26.91
2009-09-03,74,39.0,,0.39,28.86
2009-09-04,55,39.0,,0.39,21.45
2009-09-05,64,39.0,,0.39,24.96
2009-09-06,30,39.0,,0.39,11.700000000000001
2009-09-07,82,39.0,,0.39,31.98
2009-09-08,82,39.0,,0.39,31.98
2009-09-09,40,39.0,,0.39,15.600000000000001
2009-09-10,72,39.0,,0.39,28.080000000000002
2009-09-11,100,39.0,,0.39,39.0
2009-09-12,46,39.0,,0.39,17.94
2009-09-13,53,39.0,,0.39,20.67
2009-09-14,40,39.0,,0.39,15.600000000000001
2009-09-15,53,39.0,,0.39,20.67
2009-09-16,40,39.0,,0.39,15.600000000000001
2009-09-17,36,39.0,,0.39,14.040000000000001
2009-09-18,81,39.0,,0.39,31.59
2009-09-19,48,39.0,,0.39,18.72
2009-09-20,47,39.0,,0.39,18.330000000000002
2009-09-21,35,39.0,,0.39,13.65
2009-09-22,66,39.0,,0.39,25.740000000000002
2009-09-23,58,39.0,,0.39,22.62
2009-09-24,41,39.0,,0.39,15.99
2009-09-25,81,39.0,,0.39,31.59
2009-09-26,14,39.0,,0.39,5.46
2009-09-27,59,39.0,,0.39,23.01
2009-09-28,53,39.0,,0.39,20.67
2009-09-29,57,39.0,,0.39,22.23
2009-09-30,53,39.0,,0.39,20.67
2009-10-01,39,39.0,False,0.39,15.21
2009-10-02,45,39.0,,0.39,17.55
2009-10-03,31,39.0,,0.39,12.09
2009-10-04,22,39.0,,0.39,8.58
2009-10-05,35,39.0,,0.39,13.65
2009-10-06,46,39.0,,0.39,17.94
2009-10-07,32,39.0,,0.39,12.48
2009-10-08,53,39.0,,0.39,20.67
2009-10-09,73,39.0,,0.39,28.470000000000002
2009-10-10,32,39.0,,0.39,12.48
2009-10-11,32,39.0,,0.39,12.48
2009-10-12,18,39.0,,0.39,7.0200000000000005
2009-10-13,43,39.0,,0.39,16.77
2009-10-14,37,39.0,,0.39,14.43
2009-10-15,47,39.0,,0.39,18.330000000000002
2009-10-16,63,39.0,,0.39,24.57
2009-10-17,0,39.0,,0.39,0.0
2009-10-18,26,39.0,,0.39,10.14
2009-10-19,100,39.0,,0.39,39.0
2009-10-20,37,39.0,,0.39,14.43
2009-10-21,41,39.0,,0.39,15.99
2009-10-22,61,39.0,,0.39,23.79
2009-10-23,31,39.0,,0.39,12.09
2009-10-24,47,39.0,,0.39,18.330000000000002
2009-10-25,21,39.0,,0.39,8.19
2009-10-26,45,39.0,,0.39,17.55
2009-10-27,37,39.0,,0.39,14.43
2009-10-28,20,39.0,,0.39,7.800000000000001
2009-10-29,41,39.0,,0.39,15.99
2009-10-30,28,39.0,,0.39,10.92
2009-10-31,31,39.0,,0.39,12.09
2009-11-01,59,45.0,False,0.45,26.55
2009-11-02,84,45.0,,0.45,37.800000000000004
2009-11-03,50,45.0,,0.45,22.5
2009-11-04,46,45.0,,0.45,20.7
2009-11-05,43,45.0,,0.45,19.35
2009-11-06,65,45.0,,0.45,29.25
2009-11-07,44,45.0,,0.45,19.8
2009-11-08,27,45.0,,0.45,12.15
2009-11-09,61,45.0,,0.45,27.45
2009-11-10,73,45.0,,0.45,32.85
2009-11-11,44,45.0,,0.45,19.8
2009-11-12,51,45.0,,0.45,22.95
2009-11-13,83,45.0,,0.45,37.35
2009-11-14,59,45.0,,0.45,26.55
2009-11-15,37,45.0,,0.45,16.650000000000002
2009-11-16,89,45.0,,0.45,40.050000000000004
2009-11-17,56,45.0,,0.45,25.2
2009-11-18,53,45.0,,0.45,23.85
2009-11-19,57,45.0,,0.45,25.650000000000002
2009-11-20,65,45.0,,0.45,29.25
2009-11-21,100,45.0,,0.45,45.0
2009-11-22,26,45.0,,0.45,11.700000000000001
2009-11-23,43,45.0,,0.45,19.35
2009-11-24,57,45.0,,0.45,25.650000000000002
2009-11-25,28,45.0,,0.45,12.6
2009-11-26,28,45.0,,0.45,12.6
2009-11-27,77,45.0,,0.45,34.65
2009-11-28,49,45.0,,0.45,22.05
2009-11-29,58,45.0,,0.45,26.1
2009-11-30,41,45.0,,0.45,18.45
2009-12-01,53,50.0,False,0.5,26.5
2009-12-02,91,50.0,,0.5,45.5
2009-12-03,65,50.0,,0.5,32.5
2009-12-04,39,50.0,,0.5,19.5
2009-12-05,50,50.0,,0.5,25.0
2009-12-06,50,50.0,,0.5,25.0
2009-12-07,61,50.0,,0.5,30.5
2009-12-08,63,50.0,,0.5,31.5
2009-12-09,70,50.0,,0.5,35.0
2009-12-10,48,50.0,,0.5,24.0
2009-12-11,72,50.0,,0.5,36.0
2009-12-12,60,50.0,,0.5,30.0
2009-12-13,35,50.0,,0.5,17.5
2009-12-14,69,50.0,,0.5,34.5
2009-12-15,75,50.0,,0.5,37.5
2009-12-16,84,50.0,,0.5,42.0
2009-12-17,47,50.0,,0.5,23.5
2009-12-18,71,50.0,,0.5,35.5
2009-12-19,100,50.0,,0.5,50.0
2009-12-20,70,50.0,,0.5,35.0
2009-12-21,50,50.0,,0.5,25.0
2009-12-22,98,50.0,,0.5,49.0
2009-12-23,63,50.0,,0.5,31.5
2009-12-24,68,50.0,,0.5,34.0
2009-12-25,64,50.0,,0.5,32.0
2009-12-26,24,50.0,,0.5,12.0
2009-12-27,77,50.0,,0.5,38.5
2009-12-28,91,50.0,,0.5,45.5
2009-12-29,88,50.0,,0.5,44.0
2009-12-30,78,50.0,,0.5,39.0
2009-12-31,74,50.0,,0.5,37.0
2010-01-01,59,51.0,False,0.51,30.09
2010-01-02,100,51.0,,0.51,51.0
2010-01-03,49,51.0,,0.51,24.990000000000002
2010-01-04,88,51.0,,0.51,44.88
2010-01-05,65,51.0,,0.51,33.15
2010-01-06,63,51.0,,0.51,32.13
2010-01-07,56,51.0,,0.51,28.560000000000002
2010-01-08,87,51.0,,0.51,44.37
2010-01-09,55,51.0,,0.51,28.05
2010-01-10,43,51.0,,0.51,21.93
2010-01-11,59,51.0,,0.51,30.09
2010-01-12,73,51.0,,0.51,37.230000000000004
2010-01-13,51,51.0,,0.51,26.01
2010-01-14,42,51.0,,0.51,21.42
2010-01-15,57,51.0,,0.51,29.07
2010-01-16,69,51.0,,0.51,35.19
2010-01-17,75,51.0,,0.51,38.25
2010-01-18,39,51.0,,0.51,19.89
2010-01-19,60,51.0,,0.51,30.6
2010-01-20,56,51.0,,0.51,28.560000000000002
2010-01-21,47,51.0,,0.51,23.97
2010-01-22,69,51.0,,0.51,35.19
2010-01-23,54,51.0,,0.51,27.54
2010-01-24,37,51.0,,0.51,18.87
2010-01-25,53,51.0,,0.51,27.03
2010-01-26,49,51.0,,0.51,24.990000000000002
2010-01-27,68,51.0,,0.51,34.68
2010-01-28,63,51.0,,0.51,32.13
2010-01-29,26,51.0,,0.51,13.26
2010-01-30,93,51.0,,0.51,47.43
2010-01-31,62,51.0,,0.51,31.62
2010-02-01,83,43.0,False,0.43,35.69
2010-02-02,81,43.0,,0.43,34.83
2010-02-03,69,43.0,,0.43,29.669999999999998
2010-02-04,74,43.0,,0.43,31.82
2010-02-05,74,43.0,,0.43,31.82
2010-02-06,75,43.0,,0.43,32.25
2010-02-07,54,43.0,,0.43,23.22
2010-02-08,85,43.0,,0.43,36.55
2010-02-09,52,43.0,,0.43,22.36
2010-02-10,57,43.0,,0.43,24.509999999999998
2010-02-11,100,43.0,,0.43,43.0
2010-02-12,35,43.0,,0.43,15.049999999999999
2010-02-13,43,43.0,,0.43,18.49
2010-02-14,51,43.0,,0.43,21.93
2010-02-15,42,43.0,,0.43,18.06
2010-02-16,62,43.0,,0.43,26.66
2010-02-17,79,43.0,,0.43,33.97
2010-02-18,62,43.0,,0.43,26.66
2010-02-19,100,43.0,,0.43,43.0
2010-02-20,77,43.0,,0.43,33.11
2010-02-21,55,43.0,,0.43,23.65
2010-02-22,61,43.0,,0.43,26.23
2010-02-23,59,43.0,,0.43,25.37
2010-02-24,64,43.0,,0.43,27.52
2010-02-25,57,43.0,,0.43,24.509999999999998
2010-02-26,69,43.0,,0.43,29.669999999999998
2010-02-27,70,43.0,,0.43,30.099999999999998
2010-02-28,60,43.0,,0.43,25.8
2010-03-01,100,42.0,False,0.42,42.0
2010-03-02,84,42.0,,0.42,35.28
2010-03-03,64,42.0,,0.42,26.88
2010-03-04,66,42.0,,0.42,27.72
2010-03-05,83,42.0,,0.42,34.86
2010-03-06,92,42.0,,0.42,38.64
2010-03-07,59,42.0,,0.42,24.779999999999998
2010-03-08,49,42.0,,0.42,20.58
2010-03-09,47,42.0,,0.42,19.74
2010-03-10,82,42.0,,0.42,34.44
2010-03-11,57,42.0,,0.42,23.939999999999998
2010-03-12,78,42.0,,0.42,32.76
2010-03-13,94,42.0,,0.42,39.48
2010-03-14,39,42.0,,0.42,16.38
2010-03-15,62,42.0,,0.42,26.04
2010-03-16,44,42.0,,0.42,18.48
2010-03-17,72,42.0,,0.42,30.24
2010-03-18,96,42.0,,0.42,40.32
2010-03-19,97,42.0,,0.42,40.74
2010-03-20,34,42.0,,0.42,14.28
2010-03-21,52,42.0,,0.42,21.84
2010-03-22,64,42.0,,0.42,26.88
2010-03-23,60,42.0,,0.42,25.2
2010-03-24,70,42.0,,0.42,29.4
2010-03-25,70,42.0,,0.42,29.4
2010-03-26,80,42.0,,0.42,33.6
2010-03-27,59,42.0,,0.42,24.779999999999998
2010-03-28,51,42.0,,0.42,21.419999999999998
2010-03-29,82,42.0,,0.42,34.44
2010-03-30,64,42.0,,0.42,26.88
2010-03-31,59,42.0,,0.42,24.779999999999998
2010-04-01,60,40.0,False,0.4,24.0
2010-04-02,100,40.0,,0.4,40.0
2010-04-03,70,40.0,,0.4,28.0
2010-04-04,67,40.0,,0.4,26.8
2010-04-05,66,40.0,,0.4,26.400000000000002
2010-04-06,40,40.0,,0.4,16.0
2010-04-07,89,40.0,,0.4,35.6
2010-04-08,61,40.0,,0.4,24.400000000000002
2010-04-09,65,40.0,,0.4,26.0
2010-04-10,18,40.0,,0.4,7.2
2010-04-11,48,40.0,,0.4,19.200000000000003
2010-04-12,59,40.0,,0.4,23.6
2010-04-13,54,40.0,,0.4,21.6
2010-04-14,78,40.0,,0.4,31.200000000000003
2010-04-15,44,40.0,,0.4,17.6
2010-04-16,33,40.0,,0.4,13.200000000000001
2010-04-17,72,40.0,,0.4,28.8
2010-04-18,83,40.0,,0.4,33.2
2010-04-19,67,40.0,,0.4,26.8
2010-04-20,43,40.0,,0.4,17.2
2010-04-21,59,40.0,,0.4,23.6
2010-04-22,48,40.0,,0.4,19.200000000000003
2010-04-23,46,40.0,,0.4,18.400000000000002
2010-04-24,64,40.0,,0.4,25.6
2010-04-25,46,40.0,,0.4,18.400000000000002
2010-04-26,49,40.0,,0.4,19.6
2010-04-27,65,40.0,,0.4,26.0
2010-04-28,63,40.0,,0.4,25.200000000000003
2010-04-29,45,40.0,,0.4,18.0
