date,GOLD PRICE_unscaled,GOLD PRICE_monthly,isPartial,scale,GOLD PRICE
2005-01-01,100,10.0,False,0.1,10.0
2005-01-02,0,10.0,,0.1,0.0
2005-01-03,12,10.0,,0.1,1.2000000000000002
2005-01-04,17,10.0,,0.1,1.7000000000000002
2005-01-05,11,10.0,,0.1,1.1
2005-01-06,34,10.0,,0.1,3.4000000000000004
2005-01-07,24,10.0,,0.1,2.4000000000000004
2005-01-08,18,10.0,,0.1,1.8
2005-01-09,36,10.0,,0.1,3.6
2005-01-10,28,10.0,,0.1,2.8000000000000003
2005-01-11,22,10.0,,0.1,2.2
2005-01-12,27,10.0,,0.1,2.7
2005-01-13,11,10.0,,0.1,1.1
2005-01-14,17,10.0,,0.1,1.7000000000000002
2005-01-15,46,10.0,,0.1,4.6000000000000005
2005-01-16,38,10.0,,0.1,3.8000000000000003
2005-01-17,25,10.0,,0.1,2.5
2005-01-18,22,10.0,,0.1,2.2
2005-01-19,16,10.0,,0.1,1.6
2005-01-20,28,10.0,,0.1,2.8000000000000003
2005-01-21,40,10.0,,0.1,4.0
2005-01-22,69,10.0,,0.1,6.9
2005-01-23,17,10.0,,0.1,1.7000000000000002
2005-01-24,54,10.0,,0.1,5.4
2005-01-25,16,10.0,,0.1,1.6
2005-01-26,22,10.0,,0.1,2.2
2005-01-27,27,10.0,,0.1,2.7
2005-01-28,17,10.0,,0.1,1.7000000000000002
2005-01-29,17,10.0,,0.1,1.7000000000000002
2005-01-30,51,10.0,,0.1,5.1000000000000005
2005-01-31,31,10.0,,0.1,3.1
2005-02-01,52,10.0,False,0.1,5.2
2005-02-02,43,10.0,,0.1,4.3
2005-02-03,53,10.0,,0.1,5.300000000000001
2005-02-04,67,10.0,,0.1,6.7
2005-02-05,54,10.0,,0.1,5.4
2005-02-06,71,10.0,,0.1,7.1000000000000005
2005-02-07,43,10.0,,0.1,4.3
2005-02-08,51,10.0,,0.1,5.1000000000000005
2005-02-09,31,10.0,,0.1,3.1
2005-02-10,31,10.0,,0.1,3.1
2005-02-11,77,10.0,,0.1,7.7
2005-02-12,0,10.0,,0.1,0.0
2005-02-13,70,10.0,,0.1,7.0
2005-02-14,62,10.0,,0.1,6.2
2005-02-15,94,10.0,,0.1,9.4
2005-02-16,31,10.0,,0.1,3.1
2005-02-17,63,10.0,,0.1,6.300000000000001
2005-02-18,33,10.0,,0.1,3.3000000000000003
2005-02-19,69,10.0,,0.1,6.9
2005-02-20,53,10.0,,0.1,5.300000000000001
2005-02-21,93,10.0,,0.1,9.3
2005-02-22,40,10.0,,0.1,4.0
2005-02-23,61,10.0,,0.1,6.1000000000000005
2005-02-24,41,10.0,,0.1,4.1000000000000005
2005-02-25,55,10.0,,0.1,5.5
2005-02-26,0,10.0,,0.1,0.0
2005-02-27,100,10.0,,0.1,10.0
2005-02-28,81,10.0,,0.1,8.1
2005-03-01,27,10.0,False,0.1,2.7
2005-03-02,37,10.0,,0.1,3.7
2005-03-03,20,10.0,,0.1,2.0
2005-03-04,30,10.0,,0.1,3.0
2005-03-05,61,10.0,,0.1,6.1000000000000005
2005-03-06,46,10.0,,0.1,4.6000000000000005
2005-03-07,55,10.0,,0.1,5.5
2005-03-08,88,10.0,,0.1,8.8
2005-03-09,72,10.0,,0.1,7.2
2005-03-10,18,10.0,,0.1,1.8
2005-03-11,39,10.0,,0.1,3.9000000000000004
2005-03-12,30,10.0,,0.1,3.0
2005-03-13,60,10.0,,0.1,6.0
2005-03-14,36,10.0,,0.1,3.6
2005-03-15,71,10.0,,0.1,7.1000000000000005
2005-03-16,27,10.0,,0.1,2.7
2005-03-17,37,10.0,,0.1,3.7
2005-03-18,100,10.0,,0.1,10.0
2005-03-19,30,10.0,,0.1,3.0
2005-03-20,0,10.0,,0.1,0.0
2005-03-21,55,10.0,,0.1,5.5
2005-03-22,54,10.0,,0.1,5.4
2005-03-23,81,10.0,,0.1,8.1
2005-03-24,57,10.0,,0.1,5.7
2005-03-25,45,10.0,,0.1,4.5
2005-03-26,64,10.0,,0.1,6.4
2005-03-27,42,10.0,,0.1,4.2
2005-03-28,23,10.0,,0.1,2.3000000000000003
2005-03-29,18,10.0,,0.1,1.8
2005-03-30,56,10.0,,0.1,5.6000000000000005
2005-03-31,28,10.0,,0.1,2.8000000000000003
2005-04-01,44,10.0,False,0.1,4.4
2005-04-02,34,10.0,,0.1,3.4000000000000004
2005-04-03,16,10.0,,0.1,1.6
2005-04-04,85,10.0,,0.1,8.5
2005-04-05,0,10.0,,0.1,0.0
2005-04-06,14,10.0,,0.1,1.4000000000000001
2005-04-07,21,10.0,,0.1,2.1
2005-04-08,34,10.0,,0.1,3.4000000000000004
2005-04-09,36,10.0,,0.1,3.6
2005-04-10,36,10.0,,0.1,3.6
2005-04-11,30,10.0,,0.1,3.0
2005-04-12,47,10.0,,0.1,4.7
2005-04-13,20,10.0,,0.1,2.0
2005-04-14,21,10.0,,0.1,2.1
2005-04-15,22,10.0,,0.1,2.2
2005-04-16,18,10.0,,0.1,1.8
2005-04-17,36,10.0,,0.1,3.6
2005-04-18,40,10.0,,0.1,4.0
2005-04-19,10,10.0,,0.1,1.0
2005-04-20,10,10.0,,0.1,1.0
2005-04-21,21,10.0,,0.1,2.1
2005-04-22,22,10.0,,0.1,2.2
2005-04-23,100,10.0,,0.1,10.0
2005-04-24,65,10.0,,0.1,6.5
2005-04-25,19,10.0,,0.1,1.9000000000000001
2005-04-26,10,10.0,,0.1,1.0
2005-04-27,10,10.0,,0.1,1.0
2005-04-28,29,10.0,,0.1,2.9000000000000004
2005-04-29,42,10.0,,0.1,4.2
2005-04-30,32,10.0,,0.1,3.2
2005-05-01,19,10.0,False,0.1,1.9000000000000001
2005-05-02,17,10.0,,0.1,1.7000000000000002
2005-05-03,32,10.0,,0.1,3.2
2005-05-04,17,10.0,,0.1,1.7000000000000002
2005-05-05,17,10.0,,0.1,1.7000000000000002
2005-05-06,31,10.0,,0.1,3.1
2005-05-07,42,10.0,,0.1,4.2
2005-05-08,41,10.0,,0.1,4.1000000000000005
2005-05-09,28,10.0,,0.1,2.8000000000000003
2005-05-10,28,10.0,,0.1,2.8000000000000003
2005-05-11,28,10.0,,0.1,2.8000000000000003
2005-05-12,23,10.0,,0.1,2.3000000000000003
2005-05-13,43,10.0,,0.1,4.3
2005-05-14,30,10.0,,0.1,3.0
2005-05-15,59,10.0,,0.1,5.9
2005-05-16,34,10.0,,0.1,3.4000000000000004
2005-05-17,39,10.0,,0.1,3.9000000000000004
2005-05-18,23,10.0,,0.1,2.3000000000000003
2005-05-19,17,10.0,,0.1,1.7000000000000002
2005-05-20,31,10.0,,0.1,3.1
2005-05-21,31,10.0,,0.1,3.1
2005-05-22,100,10.0,,0.1,10.0
2005-05-23,23,10.0,,0.1,2.3000000000000003
2005-05-24,39,10.0,,0.1,3.9000000000000004
2005-05-25,23,10.0,,0.1,2.3000000000000003
2005-05-26,18,10.0,,0.1,1.8
2005-05-27,13,10.0,,0.1,1.3
2005-05-28,22,10.0,,0.1,2.2
2005-05-29,23,10.0,,0.1,2.3000000000000003
2005-05-30,19,10.0,,0.1,1.9000000000000001
2005-05-31,29,10.0,,0.1,2.9000000000000004
2005-06-01,100,10.0,False,0.1,10.0
2005-06-02,26,10.0,,0.1,2.6
2005-06-03,37,10.0,,0.1,3.7
2005-06-04,29,10.0,,0.1,2.9000000000000004
2005-06-05,60,10.0,,0.1,6.0
2005-06-06,35,10.0,,0.1,3.5
2005-06-07,60,10.0,,0.1,6.0
2005-06-08,52,10.0,,0.1,5.2
2005-06-09,45,10.0,,0.1,4.5
2005-06-10,76,10.0,,0.1,7.6000000000000005
2005-06-11,30,10.0,,0.1,3.0
2005-06-12,91,10.0,,0.1,9.1
2005-06-13,35,10.0,,0.1,3.5
2005-06-14,17,10.0,,0.1,1.7000000000000002
2005-06-15,61,10.0,,0.1,6.1000000000000005
2005-06-16,54,10.0,,0.1,5.4
2005-06-17,58,10.0,,0.1,5.800000000000001
2005-06-18,62,10.0,,0.1,6.2
2005-06-19,48,10.0,,0.1,4.800000000000001
2005-06-20,27,10.0,,0.1,2.7
2005-06-21,52,10.0,,0.1,5.2
2005-06-22,44,10.0,,0.1,4.4
2005-06-23,37,10.0,,0.1,3.7
2005-06-24,88,10.0,,0.1,8.8
2005-06-25,31,10.0,,0.1,3.1
2005-06-26,93,10.0,,0.1,9.3
2005-06-27,35,10.0,,0.1,3.5
2005-06-28,43,10.0,,0.1,4.3
2005-06-29,26,10.0,,0.1,2.6
2005-06-30,54,10.0,,0.1,5.4
2005-07-01,40,9.0,False,0.09,3.5999999999999996
2005-07-02,21,9.0,,0.09,1.89
2005-07-03,0,9.0,,0.09,0.0
2005-07-04,100,9.0,,0.09,9.0
2005-07-05,12,9.0,,0.09,1.08
2005-07-06,34,9.0,,0.09,3.06
2005-07-07,45,9.0,,0.09,4.05
2005-07-08,12,9.0,,0.09,1.08
2005-07-09,0,9.0,,0.09,0.0
2005-07-10,0,9.0,,0.09,0.0
2005-07-11,34,9.0,,0.09,3.06
2005-07-12,22,9.0,,0.09,1.98
2005-07-13,11,9.0,,0.09,0.99
2005-07-14,23,9.0,,0.09,2.07
2005-07-15,49,9.0,,0.09,4.41
2005-07-16,19,9.0,,0.09,1.71
2005-07-17,19,9.0,,0.09,1.71
2005-07-18,44,9.0,,0.09,3.96
2005-07-19,22,9.0,,0.09,1.98
2005-07-20,56,9.0,,0.09,5.04
2005-07-21,34,9.0,,0.09,3.06
2005-07-22,12,9.0,,0.09,1.08
2005-07-23,19,9.0,,0.09,1.71
2005-07-24,0,9.0,,0.09,0.0
2005-07-25,22,9.0,,0.09,1.98
2005-07-26,11,9.0,,0.09,0.99
2005-07-27,55,9.0,,0.09,4.95
2005-07-28,11,9.0,,0.09,0.99
2005-07-29,24,9.0,,0.09,2.16
2005-07-30,57,9.0,,0.09,5.13
2005-07-31,0,9.0,,0.09,0.0
2005-08-01,51,11.0,False,0.11,5.61
2005-08-02,17,11.0,,0.11,1.87
2005-08-03,68,11.0,,0.11,7.48
2005-08-04,52,11.0,,0.11,5.72
2005-08-05,73,11.0,,0.11,8.03
2005-08-06,57,11.0,,0.11,6.2700000000000005
2005-08-07,29,11.0,,0.11,3.19
2005-08-08,100,11.0,,0.11,11.0
2005-08-09,98,11.0,,0.11,10.78
2005-08-10,66,11.0,,0.11,7.26
2005-08-11,17,11.0,,0.11,1.87
2005-08-12,72,11.0,,0.11,7.92
2005-08-13,28,11.0,,0.11,3.08
2005-08-14,56,11.0,,0.11,6.16
2005-08-15,17,11.0,,0.11,1.87
2005-08-16,33,11.0,,0.11,3.63
2005-08-17,17,11.0,,0.11,1.87
2005-08-18,34,11.0,,0.11,3.74
2005-08-19,35,11.0,,0.11,3.85
2005-08-20,0,11.0,,0.11,0.0
2005-08-21,28,11.0,,0.11,3.08
2005-08-22,97,11.0,,0.11,10.67
2005-08-23,49,11.0,,0.11,5.39
2005-08-24,67,11.0,,0.11,7.37
2005-08-25,22,11.0,,0.11,2.42
2005-08-26,70,11.0,,0.11,7.7
2005-08-27,0,11.0,,0.11,0.0
2005-08-28,77,11.0,,0.11,8.47
2005-08-29,48,11.0,,0.11,5.28
2005-08-30,46,11.0,,0.11,5.06
2005-08-31,47,11.0,,0.11,5.17
2005-09-01,22,14.0,False,0.14,3.08
2005-09-02,24,14.0,,0.14,3.3600000000000003
2005-09-03,37,14.0,,0.14,5.180000000000001
2005-09-04,19,14.0,,0.14,2.66
2005-09-05,64,14.0,,0.14,8.96
2005-09-06,43,14.0,,0.14,6.0200000000000005
2005-09-07,21,14.0,,0.14,2.9400000000000004
2005-09-08,11,14.0,,0.14,1.54
2005-09-09,45,14.0,,0.14,6.300000000000001
2005-09-10,50,14.0,,0.14,7.000000000000001
2005-09-11,33,14.0,,0.14,4.62
2005-09-12,61,14.0,,0.14,8.540000000000001
2005-09-13,0,14.0,,0.14,0.0
2005-09-14,50,14.0,,0.14,7.000000000000001
2005-09-15,20,14.0,,0.14,2.8000000000000003
2005-09-16,55,14.0,,0.14,7.700000000000001
2005-09-17,100,14.0,,0.14,14.000000000000002
2005-09-18,17,14.0,,0.14,2.3800000000000003
2005-09-19,91,14.0,,0.14,12.740000000000002
2005-09-20,20,14.0,,0.14,2.8000000000000003
2005-09-21,79,14.0,,0.14,11.06
2005-09-22,41,14.0,,0.14,5.74
2005-09-23,11,14.0,,0.14,1.54
2005-09-24,34,14.0,,0.14,4.760000000000001
2005-09-25,64,14.0,,0.14,8.96
2005-09-26,40,14.0,,0.14,5.6000000000000005
2005-09-27,39,14.0,,0.14,5.460000000000001
2005-09-28,60,14.0,,0.14,8.4
2005-09-29,50,14.0,,0.14,7.000000000000001
2005-09-30,44,14.0,,0.14,6.16
2005-10-01,24,12.0,False,0.12,2.88
2005-10-02,30,12.0,,0.12,3.5999999999999996
2005-10-03,27,12.0,,0.12,3.2399999999999998
2005-10-04,35,12.0,,0.12,4.2
2005-10-05,45,12.0,,0.12,5.3999999999999995
2005-10-06,49,12.0,,0.12,5.88
2005-10-07,19,12.0,,0.12,2.28
2005-10-08,44,12.0,,0.12,5.279999999999999
2005-10-09,15,12.0,,0.12,1.7999999999999998
2005-10-10,42,12.0,,0.12,5.04
2005-10-11,71,12.0,,0.12,8.52
2005-10-12,18,12.0,,0.12,2.16
2005-10-13,23,12.0,,0.12,2.76
2005-10-14,29,12.0,,0.12,3.48
2005-10-15,23,12.0,,0.12,2.76
2005-10-16,29,12.0,,0.12,3.48
2005-10-17,31,12.0,,0.12,3.7199999999999998
2005-10-18,35,12.0,,0.12,4.2
2005-10-19,13,12.0,,0.12,1.56
2005-10-20,40,12.0,,0.12,4.8
2005-10-21,24,12.0,,0.12,2.88
2005-10-22,51,12.0,,0.12,6.12
2005-10-23,100,12.0,,0.12,12.0
2005-10-24,35,12.0,,0.12,4.2
2005-10-25,69,12.0,,0.12,8.28
2005-10-26,27,12.0,,0.12,3.2399999999999998
2005-10-27,32,12.0,,0.12,3.84
2005-10-28,34,12.0,,0.12,4.08
2005-10-29,22,12.0,,0.12,2.6399999999999997
2005-10-30,45,12.0,,0.12,5.3999999999999995
2005-10-31,32,12.0,,0.12,3.84
2005-11-01,16,14.0,False,0.14,2.24
2005-11-02,63,14.0,,0.14,8.82
2005-11-03,38,14.0,,0.14,5.32
2005-11-04,28,14.0,,0.14,3.9200000000000004
2005-11-05,52,14.0,,0.14,7.280000000000001
2005-11-06,51,14.0,,0.14,7.140000000000001
2005-11-07,31,14.0,,0.14,4.340000000000001
2005-11-08,50,14.0,,0.14,7.000000000000001
2005-11-09,0,14.0,,0.14,0.0
2005-11-10,30,14.0,,0.14,4.2
2005-11-11,41,14.0,,0.14,5.74
2005-11-12,26,14.0,,0.14,3.6400000000000006
2005-11-13,17,14.0,,0.14,2.3800000000000003
2005-11-14,47,14.0,,0.14,6.580000000000001
2005-11-15,20,14.0,,0.14,2.8000000000000003
2005-11-16,41,14.0,,0.14,5.74
2005-11-17,57,14.0,,0.14,7.98
2005-11-18,78,14.0,,0.14,10.920000000000002
2005-11-19,17,14.0,,0.14,2.3800000000000003
2005-11-20,42,14.0,,0.14,5.880000000000001
2005-11-21,36,14.0,,0.14,5.040000000000001
2005-11-22,52,14.0,,0.14,7.280000000000001
2005-11-23,65,14.0,,0.14,9.100000000000001
2005-11-24,37,14.0,,0.14,5.180000000000001
2005-11-25,50,14.0,,0.14,7.000000000000001
2005-11-26,69,14.0,,0.14,9.66
2005-11-27,57,14.0,,0.14,7.98
2005-11-28,54,14.0,,0.14,7.5600000000000005
2005-11-29,100,14.0,,0.14,14.000000000000002
2005-11-30,49,14.0,,0.14,6.86
2005-12-01,61,20.0,False,0.2,12.200000000000001
2005-12-02,79,20.0,,0.2,15.8
2005-12-03,41,20.0,,0.2,8.200000000000001
2005-12-04,28,20.0,,0.2,5.6000000000000005
2005-12-05,39,20.0,,0.2,7.800000000000001
2005-12-06,50,20.0,,0.2,10.0
2005-12-07,56,20.0,,0.2,11.200000000000001
2005-12-08,53,20.0,,0.2,10.600000000000001
2005-12-09,84,20.0,,0.2,16.8
2005-12-10,62,20.0,,0.2,12.4
2005-12-11,63,20.0,,0.2,12.600000000000001
2005-12-12,100,20.0,,0.2,20.0
2005-12-13,55,20.0,,0.2,11.0
2005-12-14,75,20.0,,0.2,15.0
2005-12-15,86,20.0,,0.2,17.2
2005-12-16,58,20.0,,0.2,11.600000000000001
2005-12-17,29,20.0,,0.2,5.800000000000001
2005-12-18,45,20.0,,0.2,9.0
2005-12-19,42,20.0,,0.2,8.4
2005-12-20,65,20.0,,0.2,13.0
2005-12-21,64,20.0,,0.2,12.8
2005-12-22,42,20.0,,0.2,8.4
2005-12-23,76,20.0,,0.2,15.200000000000001
2005-12-24,26,20.0,,0.2,5.2
2005-12-25,54,20.0,,0.2,10.8
2005-12-26,88,20.0,,0.2,17.6
2005-12-27,73,20.0,,0.2,14.600000000000001
2005-12-28,26,20.0,,0.2,5.2
2005-12-29,68,20.0,,0.2,13.600000000000001
2005-12-30,29,20.0,,0.2,5.800000000000001
2005-12-31,52,20.0,,0.2,10.4
2006-01-01,76,21.0,False,0.21,15.959999999999999
2006-01-02,52,21.0,,0.21,10.92
2006-01-03,54,21.0,,0.21,11.34
2006-01-04,72,21.0,,0.21,15.12
2006-01-05,72,21.0,,0.21,15.12
2006-01-06,70,21.0,,0.21,14.7
2006-01-07,52,21.0,,0.21,10.92
2006-01-08,53,21.0,,0.21,11.129999999999999
2006-01-09,100,21.0,,0.21,21.0
2006-01-10,78,21.0,,0.21,16.38
2006-01-11,83,21.0,,0.21,17.43
2006-01-12,70,21.0,,0.21,14.7
2006-01-13,78,21.0,,0.21,16.38
2006-01-14,72,21.0,,0.21,15.12
2006-01-15,37,21.0,,0.21,7.77
2006-01-16,73,21.0,,0.21,15.33
2006-01-17,64,21.0,,0.21,13.44
2006-01-18,45,21.0,,0.21,9.45
2006-01-19,74,21.0,,0.21,15.54
2006-01-20,71,21.0,,0.21,14.91
2006-01-21,83,21.0,,0.21,17.43
2006-01-22,49,21.0,,0.21,10.29
2006-01-23,45,21.0,,0.21,9.45
2006-01-24,57,21.0,,0.21,11.969999999999999
2006-01-25,45,21.0,,0.21,9.45
2006-01-26,85,21.0,,0.21,17.849999999999998
2006-01-27,43,21.0,,0.21,9.03
2006-01-28,83,21.0,,0.21,17.43
2006-01-29,48,21.0,,0.21,10.08
2006-01-30,75,21.0,,0.21,15.75
2006-01-31,86,21.0,,0.21,18.06
2006-02-01,58,18.0,False,0.18,10.44
2006-02-02,85,18.0,,0.18,15.299999999999999
2006-02-03,27,18.0,,0.18,4.859999999999999
2006-02-04,52,18.0,,0.18,9.36
2006-02-05,26,18.0,,0.18,4.68
2006-02-06,53,18.0,,0.18,9.54
2006-02-07,65,18.0,,0.18,11.7
2006-02-08,58,18.0,,0.18,10.44
2006-02-09,67,18.0,,0.18,12.059999999999999
2006-02-10,79,18.0,,0.18,14.219999999999999
2006-02-11,38,18.0,,0.18,6.84
2006-02-12,0,18.0,,0.18,0.0
2006-02-13,41,18.0,,0.18,7.38
2006-02-14,25,18.0,,0.18,4.5
2006-02-15,43,18.0,,0.18,7.739999999999999
2006-02-16,33,18.0,,0.18,5.9399999999999995
2006-02-17,45,18.0,,0.18,8.1
2006-02-18,39,18.0,,0.18,7.02
2006-02-19,39,18.0,,0.18,7.02
2006-02-20,46,18.0,,0.18,8.28
2006-02-21,100,18.0,,0.18,18.0
2006-02-22,33,18.0,,0.18,5.9399999999999995
2006-02-23,42,18.0,,0.18,7.56
2006-02-24,62,18.0,,0.18,11.16
2006-02-25,27,18.0,,0.18,4.859999999999999
2006-02-26,39,18.0,,0.18,7.02
2006-02-27,83,18.0,,0.18,14.94
2006-02-28,56,18.0,,0.18,10.08
2006-03-01,38,14.0,False,0.14,5.32
2006-03-02,54,14.0,,0.14,7.5600000000000005
2006-03-03,33,14.0,,0.14,4.62
2006-03-04,48,14.0,,0.14,6.720000000000001
2006-03-05,49,14.0,,0.14,6.86
2006-03-06,31,14.0,,0.14,4.340000000000001
2006-03-07,45,14.0,,0.14,6.300000000000001
2006-03-08,39,14.0,,0.14,5.460000000000001
2006-03-09,47,14.0,,0.14,6.580000000000001
2006-03-10,58,14.0,,0.14,8.120000000000001
2006-03-11,13,14.0,,0.14,1.8200000000000003
2006-03-12,50,14.0,,0.14,7.000000000000001
2006-03-13,80,14.0,,0.14,11.200000000000001
2006-03-14,46,14.0,,0.14,6.44
2006-03-15,39,14.0,,0.14,5.460000000000001
2006-03-16,16,14.0,,0.14,2.24
2006-03-17,42,14.0,,0.14,5.880000000000001
2006-03-18,100,14.0,,0.14,14.000000000000002
2006-03-19,61,14.0,,0.14,8.540000000000001
2006-03-20,31,14.0,,0.14,4.340000000000001
2006-03-21,60,14.0,,0.14,8.4
2006-03-22,61,14.0,,0.14,8.540000000000001
2006-03-23,23,14.0,,0.14,3.22
2006-03-24,33,14.0,,0.14,4.62
2006-03-25,48,14.0,,0.14,6.720000000000001
2006-03-26,25,14.0,,0.14,3.5000000000000004
2006-03-27,61,14.0,,0.14,8.540000000000001
2006-03-28,52,14.0,,0.14,7.280000000000001
2006-03-29,38,14.0,,0.14,5.32
2006-03-30,55,14.0,,0.14,7.700000000000001
2006-03-31,33,14.0,,0.14,4.62
2006-04-01,41,26.0,False,0.26,10.66
2006-04-02,21,26.0,,0.26,5.46
2006-04-03,30,26.0,,0.26,7.800000000000001
2006-04-04,25,26.0,,0.26,6.5
2006-04-05,25,26.0,,0.26,6.5
2006-04-06,64,26.0,,0.26,16.64
2006-04-07,46,26.0,,0.26,11.96
2006-04-08,13,26.0,,0.26,3.38
2006-04-09,28,26.0,,0.26,7.28
2006-04-10,51,26.0,,0.26,13.26
2006-04-11,34,26.0,,0.26,8.84
2006-04-12,39,26.0,,0.26,10.14
2006-04-13,40,26.0,,0.26,10.4
2006-04-14,36,26.0,,0.26,9.36
2006-04-15,43,26.0,,0.26,11.18
2006-04-16,30,26.0,,0.26,7.800000000000001
2006-04-17,51,26.0,,0.26,13.26
2006-04-18,67,26.0,,0.26,17.42
2006-04-19,64,26.0,,0.26,16.64
2006-04-20,47,26.0,,0.26,12.22
2006-04-21,100,26.0,,0.26,26.0
2006-04-22,54,26.0,,0.26,14.040000000000001
2006-04-23,59,26.0,,0.26,15.34
2006-04-24,33,26.0,,0.26,8.58
2006-04-25,36,26.0,,0.26,9.36
2006-04-26,50,26.0,,0.26,13.0
2006-04-27,30,26.0,,0.26,7.800000000000001
2006-04-28,64,26.0,,0.26,16.64
2006-04-29,28,26.0,,0.26,7.28
2006-04-30,60,26.0,,0.26,15.600000000000001
2006-05-01,57,35.0,False,0.35,19.95
2006-05-02,47,35.0,,0.35,16.45
2006-05-03,48,35.0,,0.35,16.799999999999997
2006-05-04,54,35.0,,0.35,18.9
2006-05-05,58,35.0,,0.35,20.299999999999997
2006-05-06,41,35.0,,0.35,14.35
2006-05-07,15,35.0,,0.35,5.25
2006-05-08,40,35.0,,0.35,14.0
2006-05-09,71,35.0,,0.35,24.849999999999998
2006-05-10,77,35.0,,0.35,26.95
2006-05-11,100,35.0,,0.35,35.0
2006-05-12,75,35.0,,0.35,26.25
2006-05-13,45,35.0,,0.35,15.749999999999998
2006-05-14,49,35.0,,0.35,17.15
2006-05-15,71,35.0,,0.35,24.849999999999998
2006-05-16,84,35.0,,0.35,29.4
2006-05-17,72,35.0,,0.35,25.2
2006-05-18,66,35.0,,0.35,23.099999999999998
2006-05-19,73,35.0,,0.35,25.549999999999997
2006-05-20,42,35.0,,0.35,14.7
2006-05-21,41,35.0,,0.35,14.35
2006-05-22,74,35.0,,0.35,25.9
2006-05-23,78,35.0,,0.35,27.299999999999997
2006-05-24,54,35.0,,0.35,18.9
2006-05-25,51,35.0,,0.35,17.849999999999998
2006-05-26,69,35.0,,0.35,24.15
2006-05-27,41,35.0,,0.35,14.35
2006-05-28,34,35.0,,0.35,11.899999999999999
2006-05-29,37,35.0,,0.35,12.95
2006-05-30,39,35.0,,0.35,13.649999999999999
2006-05-31,43,35.0,,0.35,15.049999999999999
2006-06-01,57,26.0,False,0.26,14.82
2006-06-02,83,26.0,,0.26,21.580000000000002
2006-06-03,46,26.0,,0.26,11.96
2006-06-04,58,26.0,,0.26,15.08
2006-06-05,71,26.0,,0.26,18.46
2006-06-06,62,26.0,,0.26,16.12
2006-06-07,56,26.0,,0.26,14.56
2006-06-08,65,26.0,,0.26,16.900000000000002
2006-06-09,38,26.0,,0.26,9.88
2006-06-10,35,26.0,,0.26,9.1
2006-06-11,23,26.0,,0.26,5.98
2006-06-12,64,26.0,,0.26,16.64
2006-06-13,86,26.0,,0.26,22.36
2006-06-14,93,26.0,,0.26,24.18
2006-06-15,89,26.0,,0.26,23.14
2006-06-16,80,26.0,,0.26,20.8
2006-06-17,74,26.0,,0.26,19.240000000000002
2006-06-18,63,26.0,,0.26,16.38
2006-06-19,65,26.0,,0.26,16.900000000000002
2006-06-20,100,26.0,,0.26,26.0
2006-06-21,37,26.0,,0.26,9.620000000000001
2006-06-22,65,26.0,,0.26,16.900000000000002
2006-06-23,69,26.0,,0.26,17.94
2006-06-24,34,26.0,,0.26,8.84
2006-06-25,34,26.0,,0.26,8.84
2006-06-26,92,26.0,,0.26,23.92
2006-06-27,21,26.0,,0.26,5.46
2006-06-28,77,26.0,,0.26,20.02
2006-06-29,65,26.0,,0.26,16.900000000000002
2006-06-30,80,26.0,,0.26,20.8
2006-07-01,51,20.0,False,0.2,10.200000000000001
2006-07-02,47,20.0,,0.2,9.4
2006-07-03,67,20.0,,0.2,13.4
2006-07-04,52,20.0,,0.2,10.4
2006-07-05,74,20.0,,0.2,14.8
2006-07-06,57,20.0,,0.2,11.4
2006-07-07,56,20.0,,0.2,11.200000000000001
2006-07-08,53,20.0,,0.2,10.600000000000001
2006-07-09,37,20.0,,0.2,7.4
2006-07-10,33,20.0,,0.2,6.6000000000000005
2006-07-11,44,20.0,,0.2,8.8
2006-07-12,100,20.0,,0.2,20.0
2006-07-13,65,20.0,,0.2,13.0
2006-07-14,65,20.0,,0.2,13.0
2006-07-15,36,20.0,,0.2,7.2
2006-07-16,92,20.0,,0.2,18.400000000000002
2006-07-17,64,20.0,,0.2,12.8
2006-07-18,40,20.0,,0.2,8.0
2006-07-19,56,20.0,,0.2,11.200000000000001
2006-07-20,60,20.0,,0.2,12.0
2006-07-21,52,20.0,,0.2,10.4
2006-07-22,52,20.0,,0.2,10.4
2006-07-23,36,20.0,,0.2,7.2
2006-07-24,37,20.0,,0.2,7.4
2006-07-25,54,20.0,,0.2,10.8
2006-07-26,59,20.0,,0.2,11.8
2006-07-27,45,20.0,,0.2,9.0
2006-07-28,67,20.0,,0.2,13.4
2006-07-29,35,20.0,,0.2,7.0
2006-07-30,42,20.0,,0.2,8.4
2006-07-31,47,20.0,,0.2,9.4
2006-08-01,100,17.0,False,0.17,17.0
2006-08-02,69,17.0,,0.17,11.73
2006-08-03,70,17.0,,0.17,11.9
2006-08-04,25,17.0,,0.17,4.25
2006-08-05,12,17.0,,0.17,2.04
2006-08-06,63,17.0,,0.17,10.71
2006-08-07,31,17.0,,0.17,5.2700000000000005
2006-08-08,54,17.0,,0.17,9.180000000000001
2006-08-09,45,17.0,,0.17,7.65
2006-08-10,54,17.0,,0.17,9.180000000000001
2006-08-11,67,17.0,,0.17,11.39
2006-08-12,38,17.0,,0.17,6.460000000000001
2006-08-13,25,17.0,,0.17,4.25
2006-08-14,93,17.0,,0.17,15.81
2006-08-15,30,17.0,,0.17,5.1000000000000005
2006-08-16,38,17.0,,0.17,6.460000000000001
2006-08-17,64,17.0,,0.17,10.88
2006-08-18,17,17.0,,0.17,2.89
