date,GOLD PRICE_unscaled,GOLD PRICE_monthly,isPartial,scale,GOLD PRICE
2012-07-19,97,38.0,,0.38,36.86
2012-07-20,81,38.0,,0.38,30.78
2012-07-21,65,38.0,,0.38,24.7
2012-07-22,57,38.0,,0.38,21.66
2012-07-23,85,38.0,,0.38,32.3
2012-07-24,91,38.0,,0.38,34.58
2012-07-25,82,38.0,,0.38,31.16
2012-07-26,72,38.0,,0.38,27.36
2012-07-27,86,38.0,,0.38,32.68
2012-07-28,71,38.0,,0.38,26.98
2012-07-29,57,38.0,,0.38,21.66
2012-07-30,88,38.0,,0.38,33.44
2012-07-31,88,38.0,,0.38,33.44
2012-08-01,94,40.0,False,0.4,37.6
2012-08-02,84,40.0,,0.4,33.6
2012-08-03,96,40.0,,0.4,38.400000000000006
2012-08-04,69,40.0,,0.4,27.6
2012-08-05,73,40.0,,0.4,29.200000000000003
2012-08-06,72,40.0,,0.4,28.8
2012-08-07,82,40.0,,0.4,32.800000000000004
2012-08-08,92,40.0,,0.4,36.800000000000004
2012-08-09,100,40.0,,0.4,40.0
2012-08-10,84,40.0,,0.4,33.6
2012-08-11,72,40.0,,0.4,28.8
2012-08-12,58,40.0,,0.4,23.200000000000003
2012-08-13,64,40.0,,0.4,25.6
2012-08-14,69,40.0,,0.4,27.6
2012-08-15,85,40.0,,0.4,34.0
2012-08-16,75,40.0,,0.4,30.0
2012-08-17,76,40.0,,0.4,30.400000000000002
2012-08-18,80,40.0,,0.4,32.0
2012-08-19,53,40.0,,0.4,21.200000000000003
2012-08-20,64,40.0,,0.4,25.6
2012-08-21,93,40.0,,0.4,37.2
2012-08-22,93,40.0,,0.4,37.2
2012-08-23,76,40.0,,0.4,30.400000000000002
2012-08-24,91,40.0,,0.4,36.4
2012-08-25,77,40.0,,0.4,30.8
2012-08-26,58,40.0,,0.4,23.200000000000003
2012-08-27,78,40.0,,0.4,31.200000000000003
2012-08-28,95,40.0,,0.4,38.0
2012-08-29,92,40.0,,0.4,36.800000000000004
2012-08-30,77,40.0,,0.4,30.8
2012-08-31,95,40.0,,0.4,38.0
2012-09-01,77,43.0,False,0.43,33.11
2012-09-02,59,43.0,,0.43,25.37
2012-09-03,58,43.0,,0.43,24.94
2012-09-04,80,43.0,,0.43,34.4
2012-09-05,70,43.0,,0.43,30.099999999999998
2012-09-06,85,43.0,,0.43,36.55
2012-09-07,94,43.0,,0.43,40.42
2012-09-08,84,43.0,,0.43,36.12
2012-09-09,51,43.0,,0.43,21.93
2012-09-10,77,43.0,,0.43,33.11
2012-09-11,72,43.0,,0.43,30.96
2012-09-12,73,43.0,,0.43,31.39
2012-09-13,100,43.0,,0.43,43.0
2012-09-14,100,43.0,,0.43,43.0
2012-09-15,80,43.0,,0.43,34.4
2012-09-16,65,43.0,,0.43,27.95
2012-09-17,83,43.0,,0.43,35.69
2012-09-18,92,43.0,,0.43,39.56
2012-09-19,85,43.0,,0.43,36.55
2012-09-20,86,43.0,,0.43,36.98
2012-09-21,71,43.0,,0.43,30.53
2012-09-22,80,43.0,,0.43,34.4
2012-09-23,49,43.0,,0.43,21.07
2012-09-24,64,43.0,,0.43,27.52
2012-09-25,68,43.0,,0.43,29.24
2012-09-26,74,43.0,,0.43,31.82
2012-09-27,91,43.0,,0.43,39.13
2012-09-28,75,43.0,,0.43,32.25
2012-09-29,53,43.0,,0.43,22.79
2012-09-30,53,43.0,,0.43,22.79
2012-10-01,89,40.0,False,0.4,35.6
2012-10-02,86,40.0,,0.4,34.4
2012-10-03,85,40.0,,0.4,34.0
2012-10-04,66,40.0,,0.4,26.400000000000002
2012-10-05,71,40.0,,0.4,28.400000000000002
2012-10-06,86,40.0,,0.4,34.4
2012-10-07,62,40.0,,0.4,24.8
2012-10-08,72,40.0,,0.4,28.8
2012-10-09,68,40.0,,0.4,27.200000000000003
2012-10-10,60,40.0,,0.4,24.0
2012-10-11,100,40.0,,0.4,40.0
2012-10-12,70,40.0,,0.4,28.0
2012-10-13,47,40.0,,0.4,18.8
2012-10-14,53,40.0,,0.4,21.200000000000003
2012-10-15,72,40.0,,0.4,28.8
2012-10-16,73,40.0,,0.4,29.200000000000003
2012-10-17,68,40.0,,0.4,27.200000000000003
2012-10-18,78,40.0,,0.4,31.200000000000003
2012-10-19,73,40.0,,0.4,29.200000000000003
2012-10-20,66,40.0,,0.4,26.400000000000002
2012-10-21,58,40.0,,0.4,23.200000000000003
2012-10-22,76,40.0,,0.4,30.400000000000002
2012-10-23,84,40.0,,0.4,33.6
2012-10-24,88,40.0,,0.4,35.2
2012-10-25,70,40.0,,0.4,28.0
2012-10-26,97,40.0,,0.4,38.800000000000004
2012-10-27,81,40.0,,0.4,32.4
2012-10-28,49,40.0,,0.4,19.6
2012-10-29,61,40.0,,0.4,24.400000000000002
2012-10-30,56,40.0,,0.4,22.400000000000002
2012-10-31,56,40.0,,0.4,22.400000000000002
2012-11-01,68,42.0,False,0.42,28.56
2012-11-02,61,42.0,,0.42,25.619999999999997
2012-11-03,60,42.0,,0.42,25.2
2012-11-04,55,42.0,,0.42,23.099999999999998
2012-11-05,68,42.0,,0.42,28.56
2012-11-06,68,42.0,,0.42,28.56
2012-11-07,100,42.0,,0.42,42.0
2012-11-08,84,42.0,,0.42,35.28
2012-11-09,74,42.0,,0.42,31.08
2012-11-10,74,42.0,,0.42,31.08
2012-11-11,58,42.0,,0.42,24.36
2012-11-12,58,42.0,,0.42,24.36
2012-11-13,56,42.0,,0.42,23.52
2012-11-14,67,42.0,,0.42,28.14
2012-11-15,77,42.0,,0.42,32.339999999999996
2012-11-16,69,42.0,,0.42,28.98
2012-11-17,63,42.0,,0.42,26.459999999999997
2012-11-18,35,42.0,,0.42,14.7
2012-11-19,55,42.0,,0.42,23.099999999999998
2012-11-20,69,42.0,,0.42,28.98
2012-11-21,63,42.0,,0.42,26.459999999999997
2012-11-22,47,42.0,,0.42,19.74
2012-11-23,66,42.0,,0.42,27.72
2012-11-24,65,42.0,,0.42,27.3
2012-11-25,37,42.0,,0.42,15.54
2012-11-26,72,42.0,,0.42,30.24
2012-11-27,75,42.0,,0.42,31.5
2012-11-28,80,42.0,,0.42,33.6
2012-11-29,65,42.0,,0.42,27.3
2012-11-30,61,42.0,,0.42,25.619999999999997
2012-12-01,64,42.0,False,0.42,26.88
2012-12-02,60,42.0,,0.42,25.2
2012-12-03,76,42.0,,0.42,31.919999999999998
2012-12-04,51,42.0,,0.42,21.419999999999998
2012-12-05,79,42.0,,0.42,33.18
2012-12-06,83,42.0,,0.42,34.86
2012-12-07,84,42.0,,0.42,35.28
2012-12-08,67,42.0,,0.42,28.14
2012-12-09,65,42.0,,0.42,27.3
2012-12-10,73,42.0,,0.42,30.66
2012-12-11,71,42.0,,0.42,29.82
2012-12-12,70,42.0,,0.42,29.4
2012-12-13,73,42.0,,0.42,30.66
2012-12-14,69,42.0,,0.42,28.98
2012-12-15,75,42.0,,0.42,31.5
2012-12-16,62,42.0,,0.42,26.04
2012-12-17,77,42.0,,0.42,32.339999999999996
2012-12-18,77,42.0,,0.42,32.339999999999996
2012-12-19,80,42.0,,0.42,33.6
2012-12-20,77,42.0,,0.42,32.339999999999996
2012-12-21,88,42.0,,0.42,36.96
2012-12-22,100,42.0,,0.42,42.0
2012-12-23,70,42.0,,0.42,29.4
2012-12-24,63,42.0,,0.42,26.459999999999997
2012-12-25,70,42.0,,0.42,29.4
2012-12-26,84,42.0,,0.42,35.28
2012-12-27,68,42.0,,0.42,28.56
2012-12-28,96,42.0,,0.42,40.32
2012-12-29,89,42.0,,0.42,37.379999999999995
2012-12-30,64,42.0,,0.42,26.88
2012-12-31,85,42.0,,0.42,35.699999999999996
2013-01-01,84,41.0,False,0.41,34.44
2013-01-02,95,41.0,,0.41,38.949999999999996
2013-01-03,75,41.0,,0.41,30.749999999999996
2013-01-04,99,41.0,,0.41,40.589999999999996
2013-01-05,78,41.0,,0.41,31.979999999999997
2013-01-06,69,41.0,,0.41,28.29
2013-01-07,85,41.0,,0.41,34.85
2013-01-08,90,41.0,,0.41,36.9
2013-01-09,62,41.0,,0.41,25.419999999999998
2013-01-10,64,41.0,,0.41,26.24
2013-01-11,75,41.0,,0.41,30.749999999999996
2013-01-12,60,41.0,,0.41,24.599999999999998
2013-01-13,54,41.0,,0.41,22.139999999999997
2013-01-14,72,41.0,,0.41,29.52
2013-01-15,70,41.0,,0.41,28.7
2013-01-16,71,41.0,,0.41,29.11
2013-01-17,74,41.0,,0.41,30.34
2013-01-18,100,41.0,,0.41,41.0
2013-01-19,87,41.0,,0.41,35.669999999999995
2013-01-20,51,41.0,,0.41,20.91
2013-01-21,68,41.0,,0.41,27.88
2013-01-22,65,41.0,,0.41,26.65
2013-01-23,72,41.0,,0.41,29.52
2013-01-24,64,41.0,,0.41,26.24
2013-01-25,75,41.0,,0.41,30.749999999999996
2013-01-26,72,41.0,,0.41,29.52
2013-01-27,59,41.0,,0.41,24.189999999999998
2013-01-28,74,41.0,,0.41,30.34
2013-01-29,64,41.0,,0.41,26.24
2013-01-30,70,41.0,,0.41,28.7
2013-01-31,66,41.0,,0.41,27.06
2013-02-01,61,43.0,False,0.43,26.23
2013-02-02,82,43.0,,0.43,35.26
2013-02-03,59,43.0,,0.43,25.37
2013-02-04,63,43.0,,0.43,27.09
2013-02-05,61,43.0,,0.43,26.23
2013-02-06,66,43.0,,0.43,28.38
2013-02-07,63,43.0,,0.43,27.09
2013-02-08,57,43.0,,0.43,24.509999999999998
2013-02-09,62,43.0,,0.43,26.66
2013-02-10,61,43.0,,0.43,26.23
2013-02-11,59,43.0,,0.43,25.37
2013-02-12,65,43.0,,0.43,27.95
2013-02-13,61,43.0,,0.43,26.23
2013-02-14,69,43.0,,0.43,29.669999999999998
2013-02-15,79,43.0,,0.43,33.97
2013-02-16,96,43.0,,0.43,41.28
2013-02-17,65,43.0,,0.43,27.95
2013-02-18,69,43.0,,0.43,29.669999999999998
2013-02-19,86,43.0,,0.43,36.98
2013-02-20,89,43.0,,0.43,38.269999999999996
2013-02-21,94,43.0,,0.43,40.42
2013-02-22,79,43.0,,0.43,33.97
2013-02-23,100,43.0,,0.43,43.0
2013-02-24,72,43.0,,0.43,30.96
2013-02-25,80,43.0,,0.43,34.4
2013-02-26,81,43.0,,0.43,34.83
2013-02-27,82,43.0,,0.43,35.26
2013-02-28,79,43.0,,0.43,33.97
2013-03-01,83,39.0,False,0.39,32.370000000000005
2013-03-02,70,39.0,,0.39,27.3
2013-03-03,69,39.0,,0.39,26.91
2013-03-04,94,39.0,,0.39,36.660000000000004
2013-03-05,89,39.0,,0.39,34.71
2013-03-06,100,39.0,,0.39,39.0
2013-03-07,82,39.0,,0.39,31.98
2013-03-08,88,39.0,,0.39,34.32
2013-03-09,79,39.0,,0.39,30.810000000000002
2013-03-10,63,39.0,,0.39,24.57
2013-03-11,83,39.0,,0.39,32.370000000000005
2013-03-12,77,39.0,,0.39,30.03
2013-03-13,69,39.0,,0.39,26.91
2013-03-14,86,39.0,,0.39,33.54
2013-03-15,86,39.0,,0.39,33.54
2013-03-16,82,39.0,,0.39,31.98
2013-03-17,53,39.0,,0.39,20.67
2013-03-18,88,39.0,,0.39,34.32
2013-03-19,84,39.0,,0.39,32.76
2013-03-20,71,39.0,,0.39,27.69
2013-03-21,72,39.0,,0.39,28.080000000000002
2013-03-22,81,39.0,,0.39,31.59
2013-03-23,63,39.0,,0.39,24.57
2013-03-24,61,39.0,,0.39,23.79
2013-03-25,75,39.0,,0.39,29.25
2013-03-26,78,39.0,,0.39,30.42
2013-03-27,71,39.0,,0.39,27.69
2013-03-28,75,39.0,,0.39,29.25
2013-03-29,79,39.0,,0.39,30.810000000000002
2013-03-30,73,39.0,,0.39,28.470000000000002
2013-03-31,72,39.0,,0.39,28.080000000000002
2013-04-01,20,71.0,False,0.71,14.2
2013-04-02,17,71.0,,0.71,12.07
2013-04-03,20,71.0,,0.71,14.2
2013-04-04,21,71.0,,0.71,14.91
2013-04-05,21,71.0,,0.71,14.91
2013-04-06,18,71.0,,0.71,12.78
2013-04-07,14,71.0,,0.71,9.94
2013-04-08,17,71.0,,0.71,12.07
2013-04-09,17,71.0,,0.71,12.07
2013-04-10,14,71.0,,0.71,9.94
2013-04-11,19,71.0,,0.71,13.489999999999998
2013-04-12,32,71.0,,0.71,22.72
2013-04-13,27,71.0,,0.71,19.169999999999998
2013-04-14,21,71.0,,0.71,14.91
2013-04-15,100,71.0,,0.71,71.0
2013-04-16,96,71.0,,0.71,68.16
2013-04-17,69,71.0,,0.71,48.989999999999995
2013-04-18,53,71.0,,0.71,37.629999999999995
2013-04-19,43,71.0,,0.71,30.529999999999998
2013-04-20,33,71.0,,0.71,23.43
2013-04-21,30,71.0,,0.71,21.299999999999997
2013-04-22,39,71.0,,0.71,27.689999999999998
2013-04-23,36,71.0,,0.71,25.56
2013-04-24,32,71.0,,0.71,22.72
2013-04-25,32,71.0,,0.71,22.72
2013-04-26,29,71.0,,0.71,20.59
2013-04-27,24,71.0,,0.71,17.04
2013-04-28,17,71.0,,0.71,12.07
2013-04-29,26,71.0,,0.71,18.46
2013-04-30,25,71.0,,0.71,17.75
2013-05-01,85,49.0,False,0.49,41.65
2013-05-02,62,49.0,,0.49,30.38
2013-05-03,87,49.0,,0.49,42.63
2013-05-04,69,49.0,,0.49,33.81
2013-05-05,49,49.0,,0.49,24.009999999999998
2013-05-06,75,49.0,,0.49,36.75
2013-05-07,83,49.0,,0.49,40.67
2013-05-08,74,49.0,,0.49,36.26
2013-05-09,63,49.0,,0.49,30.87
2013-05-10,76,49.0,,0.49,37.24
2013-05-11,56,49.0,,0.49,27.439999999999998
2013-05-12,56,49.0,,0.49,27.439999999999998
2013-05-13,78,49.0,,0.49,38.22
2013-05-14,63,49.0,,0.49,30.87
2013-05-15,78,49.0,,0.49,38.22
2013-05-16,89,49.0,,0.49,43.61
2013-05-17,80,49.0,,0.49,39.2
2013-05-18,72,49.0,,0.49,35.28
2013-05-19,57,49.0,,0.49,27.93
2013-05-20,100,49.0,,0.49,49.0
2013-05-21,86,49.0,,0.49,42.14
2013-05-22,77,49.0,,0.49,37.73
2013-05-23,74,49.0,,0.49,36.26
2013-05-24,64,49.0,,0.49,31.36
2013-05-25,65,49.0,,0.49,31.849999999999998
2013-05-26,42,49.0,,0.49,20.58
2013-05-27,65,49.0,,0.49,31.849999999999998
2013-05-28,65,49.0,,0.49,31.849999999999998
2013-05-29,76,49.0,,0.49,37.24
2013-05-30,66,49.0,,0.49,32.339999999999996
2013-05-31,79,49.0,,0.49,38.71
2013-06-01,41,50.0,False,0.5,20.5
2013-06-02,30,50.0,,0.5,15.0
2013-06-03,44,50.0,,0.5,22.0
2013-06-04,51,50.0,,0.5,25.5
2013-06-05,49,50.0,,0.5,24.5
2013-06-06,40,50.0,,0.5,20.0
2013-06-07,53,50.0,,0.5,26.5
2013-06-08,43,50.0,,0.5,21.5
2013-06-09,33,50.0,,0.5,16.5
2013-06-10,44,50.0,,0.5,22.0
2013-06-11,53,50.0,,0.5,26.5
2013-06-12,46,50.0,,0.5,23.0
2013-06-13,41,50.0,,0.5,20.5
2013-06-14,45,50.0,,0.5,22.5
2013-06-15,41,50.0,,0.5,20.5
2013-06-16,26,50.0,,0.5,13.0
2013-06-17,46,50.0,,0.5,23.0
2013-06-18,42,50.0,,0.5,21.0
2013-06-19,42,50.0,,0.5,21.0
2013-06-20,96,50.0,,0.5,48.0
2013-06-21,80,50.0,,0.5,40.0
2013-06-22,54,50.0,,0.5,27.0
2013-06-23,46,50.0,,0.5,23.0
2013-06-24,68,50.0,,0.5,34.0
2013-06-25,59,50.0,,0.5,29.5
2013-06-26,91,50.0,,0.5,45.5
2013-06-27,88,50.0,,0.5,44.0
2013-06-28,100,50.0,,0.5,50.0
2013-06-29,69,50.0,,0.5,34.5
2013-06-30,54,50.0,,0.5,27.0
2013-07-01,99,49.0,False,0.49,48.51
2013-07-02,100,49.0,,0.49,49.0
2013-07-03,84,49.0,,0.49,41.16
2013-07-04,65,49.0,,0.49,31.849999999999998
2013-07-05,98,49.0,,0.49,48.019999999999996
2013-07-06,85,49.0,,0.49,41.65
2013-07-07,63,49.0,,0.49,30.87
2013-07-08,93,49.0,,0.49,45.57
2013-07-09,80,49.0,,0.49,39.2
2013-07-10,80,49.0,,0.49,39.2
2013-07-11,81,49.0,,0.49,39.69
2013-07-12,76,49.0,,0.49,37.24
2013-07-13,57,49.0,,0.49,27.93
2013-07-14,61,49.0,,0.49,29.89
2013-07-15,69,49.0,,0.49,33.81
2013-07-16,75,49.0,,0.49,36.75
2013-07-17,70,49.0,,0.49,34.3
2013-07-18,64,49.0,,0.49,31.36
2013-07-19,76,49.0,,0.49,37.24
2013-07-20,57,49.0,,0.49,27.93
2013-07-21,54,49.0,,0.49,26.46
2013-07-22,69,49.0,,0.49,33.81
2013-07-23,86,49.0,,0.49,42.14
2013-07-24,72,49.0,,0.49,35.28
2013-07-25,65,49.0,,0.49,31.849999999999998
2013-07-26,75,49.0,,0.49,36.75
2013-07-27,74,49.0,,0.49,36.26
2013-07-28,44,49.0,,0.49,21.56
2013-07-29,61,49.0,,0.49,29.89
2013-07-30,68,49.0,,0.49,33.32
2013-07-31,66,49.0,,0.49,32.339999999999996
2013-08-01,70,43.0,False,0.43,30.099999999999998
2013-08-02,76,43.0,,0.43,32.68
2013-08-03,59,43.0,,0.43,25.37
2013-08-04,64,43.0,,0.43,27.52
2013-08-05,73,43.0,,0.43,31.39
2013-08-06,66,43.0,,0.43,28.38
2013-08-07,79,43.0,,0.43,33.97
2013-08-08,71,43.0,,0.43,30.53
2013-08-09,77,43.0,,0.43,33.11
2013-08-10,51,43.0,,0.43,21.93
2013-08-11,57,43.0,,0.43,24.509999999999998
2013-08-12,69,43.0,,0.43,29.669999999999998
2013-08-13,67,43.0,,0.43,28.81
2013-08-14,62,43.0,,0.43,26.66
2013-08-15,64,43.0,,0.43,27.52
2013-08-16,72,43.0,,0.43,30.96
2013-08-17,70,43.0,,0.43,30.099999999999998
2013-08-18,61,43.0,,0.43,26.23
2013-08-19,78,43.0,,0.43,33.54
2013-08-20,74,43.0,,0.43,31.82
2013-08-21,81,43.0,,0.43,34.83
2013-08-22,58,43.0,,0.43,24.94
2013-08-23,95,43.0,,0.43,40.85
2013-08-24,79,43.0,,0.43,33.97
2013-08-25,46,43.0,,0.43,19.78
2013-08-26,65,43.0,,0.43,27.95
2013-08-27,88,43.0,,0.43,37.839999999999996
2013-08-28,100,43.0,,0.43,43.0
2013-08-29,79,43.0,,0.43,33.97
2013-08-30,75,43.0,,0.43,32.25
2013-08-31,64,43.0,,0.43,27.52
2013-09-01,51,41.0,False,0.41,20.91
2013-09-02,81,41.0,,0.41,33.21
2013-09-03,74,41.0,,0.41,30.34
2013-09-04,89,41.0,,0.41,36.489999999999995
2013-09-05,82,41.0,,0.41,33.62
2013-09-06,89,41.0,,0.41,36.489999999999995
2013-09-07,73,41.0,,0.41,29.93
2013-09-08,57,41.0,,0.41,23.369999999999997
2013-09-09,94,41.0,,0.41,38.54
2013-09-10,80,41.0,,0.41,32.8
2013-09-11,86,41.0,,0.41,35.26
2013-09-12,83,41.0,,0.41,34.03
2013-09-13,80,41.0,,0.41,32.8
2013-09-14,69,41.0,,0.41,28.29
2013-09-15,61,41.0,,0.41,25.009999999999998
2013-09-16,73,41.0,,0.41,29.93
2013-09-17,77,41.0,,0.41,31.569999999999997
2013-09-18,100,41.0,,0.41,41.0
2013-09-19,100,41.0,,0.41,41.0
2013-09-20,93,41.0,,0.41,38.129999999999995
2013-09-21,67,41.0,,0.41,27.47
2013-09-22,66,41.0,,0.41,27.06
2013-09-23,96,41.0,,0.41,39.36
2013-09-24,80,41.0,,0.41,32.8
2013-09-25,64,41.0,,0.41,26.24
2013-09-26,76,41.0,,0.41,31.159999999999997
2013-09-27,79,41.0,,0.41,32.39
2013-09-28,70,41.0,,0.41,28.7
2013-09-29,50,41.0,,0.41,20.5
2013-09-30,81,41.0,,0.41,33.21
2013-10-01,92,42.0,False,0.42,38.64
2013-10-02,97,42.0,,0.42,40.74
2013-10-03,81,42.0,,0.42,34.019999999999996
2013-10-04,76,42.0,,0.42,31.919999999999998
2013-10-05,59,42.0,,0.42,24.779999999999998
2013-10-06,53,42.0,,0.42,22.259999999999998
2013-10-07,70,42.0,,0.42,29.4
2013-10-08,84,42.0,,0.42,35.28
2013-10-09,90,42.0,,0.42,37.8
2013-10-10,80,42.0,,0.42,33.6
2013-10-11,87,42.0,,0.42,36.54
2013-10-12,76,42.0,,0.42,31.919999999999998
2013-10-13,65,42.0,,0.42,27.3
2013-10-14,96,42.0,,0.42,40.32
2013-10-15,89,42.0,,0.42,37.379999999999995
2013-10-16,98,42.0,,0.42,41.16
2013-10-17,100,42.0,,0.42,42.0
2013-10-18,81,42.0,,0.42,34.019999999999996
2013-10-19,73,42.0,,0.42,30.66
2013-10-20,42,42.0,,0.42,17.64
2013-10-21,79,42.0,,0.42,33.18
2013-10-22,69,42.0,,0.42,28.98
2013-10-23,63,42.0,,0.42,26.459999999999997
2013-10-24,78,42.0,,0.42,32.76
2013-10-25,82,42.0,,0.42,34.44
2013-10-26,62,42.0,,0.42,26.04
2013-10-27,58,42.0,,0.42,24.36
2013-10-28,67,42.0,,0.42,28.14
2013-10-29,75,42.0,,0.42,31.5
2013-10-30,73,42.0,,0.42,30.66
2013-10-31,72,42.0,,0.42,30.24
2013-11-01,100,38.0,False,0.38,38.0
2013-11-02,70,38.0,,0.38,26.6
2013-11-03,48,38.0,,0.38,18.240000000000002
2013-11-04,79,38.0,,0.38,30.02
2013-11-05,79,38.0,,0.38,30.02
2013-11-06,68,38.0,,0.38,25.84
2013-11-07,78,38.0,,0.38,29.64
2013-11-08,84,38.0,,0.38,31.92
2013-11-09,75,38.0,,0.38,28.5
2013-11-10,50,38.0,,0.38,19.0
2013-11-11,79,38.0,,0.38,30.02
2013-11-12,84,38.0,,0.38,31.92
2013-11-13,78,38.0,,0.38,29.64
2013-11-14,78,38.0,,0.38,29.64
2013-11-15,79,38.0,,0.38,30.02
2013-11-16,55,38.0,,0.38,20.9
2013-11-17,51,38.0,,0.38,19.38
2013-11-18,90,38.0,,0.38,34.2
2013-11-19,72,38.0,,0.38,27.36
2013-11-20,78,38.0,,0.38,29.64
2013-11-21,91,38.0,,0.38,34.58
2013-11-22,98,38.0,,0.38,37.24
2013-11-23,83,38.0,,0.38,31.54
2013-11-24,72,38.0,,0.38,27.36
2013-11-25,75,38.0,,0.38,28.5
2013-11-26,78,38.0,,0.38,29.64
2013-11-27,63,38.0,,0.38,23.94
2013-11-28,55,38.0,,0.38,20.9
2013-11-29,52,38.0,,0.38,19.76
2013-11-30,72,38.0,,0.38,27.36
2013-12-01,56,40.0,False,0.4,22.400000000000002
2013-12-02,78,40.0,,0.4,31.200000000000003
2013-12-03,94,40.0,,0.4,37.6
2013-12-04,65,40.0,,0.4,26.0
2013-12-05,85,40.0,,0.4,34.0
2013-12-06,70,40.0,,0.4,28.0
2013-12-07,76,40.0,,0.4,30.400000000000002
2013-12-08,46,40.0,,0.4,18.400000000000002
2013-12-09,56,40.0,,0.4,22.400000000000002
2013-12-10,81,40.0,,0.4,32.4
2013-12-11,82,40.0,,0.4,32.800000000000004
2013-12-12,78,40.0,,0.4,31.200000000000003
2013-12-13,76,40.0,,0.4,30.400000000000002
2013-12-14,59,40.0,,0.4,23.6
2013-12-15,62,40.0,,0.4,24.8
2013-12-16,69,40.0,,0.4,27.6
2013-12-17,79,40.0,,0.4,31.6
2013-12-18,78,40.0,,0.4,31.200000000000003
2013-12-19,95,40.0,,0.4,38.0
2013-12-20,91,40.0,,0.4,36.4
2013-12-21,86,40.0,,0.4,34.4
2013-12-22,62,40.0,,0.4,24.8
2013-12-23,89,40.0,,0.4,35.6
2013-12-24,89,40.0,,0.4,35.6
2013-12-25,86,40.0,,0.4,34.4
2013-12-26,84,40.0,,0.4,33.6
2013-12-27,96,40.0,,0.4,38.400000000000006
2013-12-28,76,40.0,,0.4,30.400000000000002
2013-12-29,72,40.0,,0.4,28.8
2013-12-30,100,40.0,,0.4,40.0
2013-12-31,99,40.0,,0.4,39.6
2014-01-01,66,39.0,False,0.39,25.740000000000002
2014-01-02,92,39.0,,0.39,35.88
2014-01-03,97,39.0,,0.39,37.83
2014-01-04,84,39.0,,0.39,32.76
2014-01-05,58,39.0,,0.39,22.62
2014-01-06,82,39.0,,0.39,31.98
2014-01-07,89,39.0,,0.39,34.71
2014-01-08,83,39.0,,0.39,32.370000000000005
2014-01-09,97,39.0,,0.39,37.83
2014-01-10,96,39.0,,0.39,37.44
2014-01-11,84,39.0,,0.39,32.76
2014-01-12,72,39.0,,0.39,28.080000000000002
2014-01-13,84,39.0,,0.39,32.76
2014-01-14,84,39.0,,0.39,32.76
2014-01-15,82,39.0,,0.39,31.98
2014-01-16,81,39.0,,0.39,31.59
2014-01-17,99,39.0,,0.39,38.61
2014-01-18,90,39.0,,0.39,35.1
2014-01-19,54,39.0,,0.39,21.060000000000002
2014-01-20,95,39.0,,0.39,37.050000000000004
2014-01-21,74,39.0,,0.39,28.86
2014-01-22,72,39.0,,0.39,28.080000000000002
2014-01-23,100,39.0,,0.39,39.0
2014-01-24,82,39.0,,0.39,31.98
2014-01-25,91,39.0,,0.39,35.49
2014-01-26,63,39.0,,0.39,24.57
2014-01-27,96,39.0,,0.39,37.44
2014-01-28,67,39.0,,0.39,26.130000000000003
2014-01-29,73,39.0,,0.39,28.470000000000002
2014-01-30,82,39.0,,0.39,31.98
2014-01-31,69,39.0,,0.39,26.91
2014-02-01,77,35.0,False,0.35,26.95
2014-02-02,52,35.0,,0.35,18.2
2014-02-03,67,35.0,,0.35,23.45
2014-02-04,100,35.0,,0.35,35.0
2014-02-05,84,35.0,,0.35,29.4
2014-02-06,84,35.0,,0.35,29.4
2014-02-07,69,35.0,,0.35,24.15
2014-02-08,96,35.0,,0.35,33.599999999999994
2014-02-09,67,35.0,,0.35,23.45
2014-02-10,82,35.0,,0.35,28.7
2014-02-11,96,35.0,,0.35,33.599999999999994
2014-02-12,93,35.0,,0.35,32.55
2014-02-13,78,35.0,,0.35,27.299999999999997
2014-02-14,93,35.0,,0.35,32.55
2014-02-15,66,35.0,,0.35,23.099999999999998
2014-02-16,87,35.0,,0.35,30.45
2014-02-17,84,35.0,,0.35,29.4
2014-02-18,85,35.0,,0.35,29.749999999999996
2014-02-19,91,35.0,,0.35,31.849999999999998
2014-02-20,87,35.0,,0.35,30.45
2014-02-21,67,35.0,,0.35,23.45
2014-02-22,81,35.0,,0.35,28.349999999999998
2014-02-23,94,35.0,,0.35,32.9
2014-02-24,93,35.0,,0.35,32.55
2014-02-25,82,35.0,,0.35,28.7
2014-02-26,77,35.0,,0.35,26.95
2014-02-27,90,35.0,,0.35,31.499999999999996
2014-02-28,69,35.0,,0.35,24.15
2014-03-01,77,35.0,False,0.35,26.95
2014-03-02,62,35.0,,0.35,21.7
2014-03-03,89,35.0,,0.35,31.15
2014-03-04,96,35.0,,0.35,33.599999999999994
2014-03-05,91,35.0,,0.35,31.849999999999998
2014-03-06,68,35.0,,0.35,23.799999999999997
2014-03-07,100,35.0,,0.35,35.0
2014-03-08,51,35.0,,0.35,17.849999999999998
2014-03-09,54,35.0,,0.35,18.9
2014-03-10,73,35.0,,0.35,25.549999999999997
2014-03-11,77,35.0,,0.35,26.95
2014-03-12,76,35.0,,0.35,26.599999999999998
2014-03-13,77,35.0,,0.35,26.95
2014-03-14,79,35.0,,0.35,27.65
2014-03-15,62,35.0,,0.35,21.7
2014-03-16,53,35.0,,0.35,18.549999999999997
2014-03-17,62,35.0,,0.35,21.7
2014-03-18,83,35.0,,0.35,29.049999999999997
