date,SOCIAL SECURITY OFFICE_unscaled,SOCIAL SECURITY OFFICE_monthly,isPartial,scale,SOCIAL SECURITY OFFICE
2012-07-20,58,62.0,,0.62,35.96
2012-07-21,13,62.0,,0.62,8.06
2012-07-22,15,62.0,,0.62,9.3
2012-07-23,89,62.0,,0.62,55.18
2012-07-24,76,62.0,,0.62,47.12
2012-07-25,67,62.0,,0.62,41.54
2012-07-26,66,62.0,,0.62,40.92
2012-07-27,64,62.0,,0.62,39.68
2012-07-28,13,62.0,,0.62,8.06
2012-07-29,15,62.0,,0.62,9.3
2012-07-30,91,62.0,,0.62,56.42
2012-07-31,79,62.0,,0.62,48.98
2012-08-01,88,65.0,False,0.65,57.2
2012-08-02,81,65.0,,0.65,52.65
2012-08-03,87,65.0,,0.65,56.550000000000004
2012-08-04,15,65.0,,0.65,9.75
2012-08-05,20,65.0,,0.65,13.0
2012-08-06,98,65.0,,0.65,63.7
2012-08-07,81,65.0,,0.65,52.65
2012-08-08,77,65.0,,0.65,50.050000000000004
2012-08-09,71,65.0,,0.65,46.15
2012-08-10,78,65.0,,0.65,50.7
2012-08-11,15,65.0,,0.65,9.75
2012-08-12,15,65.0,,0.65,9.75
2012-08-13,100,65.0,,0.65,65.0
2012-08-14,87,65.0,,0.65,56.550000000000004
2012-08-15,87,65.0,,0.65,56.550000000000004
2012-08-16,74,65.0,,0.65,48.1
2012-08-17,84,65.0,,0.65,54.6
2012-08-18,13,65.0,,0.65,8.450000000000001
2012-08-19,15,65.0,,0.65,9.75
2012-08-20,94,65.0,,0.65,61.1
2012-08-21,86,65.0,,0.65,55.9
2012-08-22,76,65.0,,0.65,49.4
2012-08-23,72,65.0,,0.65,46.800000000000004
2012-08-24,64,65.0,,0.65,41.6
2012-08-25,21,65.0,,0.65,13.65
2012-08-26,16,65.0,,0.65,10.4
2012-08-27,92,65.0,,0.65,59.800000000000004
2012-08-28,75,65.0,,0.65,48.75
2012-08-29,72,65.0,,0.65,46.800000000000004
2012-08-30,75,65.0,,0.65,48.75
2012-08-31,82,65.0,,0.65,53.300000000000004
2012-09-01,21,55.0,False,0.55,11.55
2012-09-02,14,55.0,,0.55,7.700000000000001
2012-09-03,24,55.0,,0.55,13.200000000000001
2012-09-04,100,55.0,,0.55,55.00000000000001
2012-09-05,91,55.0,,0.55,50.050000000000004
2012-09-06,91,55.0,,0.55,50.050000000000004
2012-09-07,80,55.0,,0.55,44.0
2012-09-08,19,55.0,,0.55,10.450000000000001
2012-09-09,21,55.0,,0.55,11.55
2012-09-10,96,55.0,,0.55,52.800000000000004
2012-09-11,91,55.0,,0.55,50.050000000000004
2012-09-12,81,55.0,,0.55,44.550000000000004
2012-09-13,82,55.0,,0.55,45.1
2012-09-14,71,55.0,,0.55,39.050000000000004
2012-09-15,17,55.0,,0.55,9.350000000000001
2012-09-16,21,55.0,,0.55,11.55
2012-09-17,92,55.0,,0.55,50.6
2012-09-18,84,55.0,,0.55,46.2
2012-09-19,91,55.0,,0.55,50.050000000000004
2012-09-20,90,55.0,,0.55,49.50000000000001
2012-09-21,74,55.0,,0.55,40.7
2012-09-22,18,55.0,,0.55,9.9
2012-09-23,15,55.0,,0.55,8.25
2012-09-24,100,55.0,,0.55,55.00000000000001
2012-09-25,87,55.0,,0.55,47.85
2012-09-26,86,55.0,,0.55,47.300000000000004
2012-09-27,76,55.0,,0.55,41.800000000000004
2012-09-28,77,55.0,,0.55,42.35
2012-09-29,17,55.0,,0.55,9.350000000000001
2012-09-30,16,55.0,,0.55,8.8
2012-10-01,100,60.0,False,0.6,60.0
2012-10-02,72,60.0,,0.6,43.199999999999996
2012-10-03,91,60.0,,0.6,54.6
2012-10-04,81,60.0,,0.6,48.6
2012-10-05,60,60.0,,0.6,36.0
2012-10-06,13,60.0,,0.6,7.8
2012-10-07,16,60.0,,0.6,9.6
2012-10-08,72,60.0,,0.6,43.199999999999996
2012-10-09,90,60.0,,0.6,54.0
2012-10-10,77,60.0,,0.6,46.199999999999996
2012-10-11,77,60.0,,0.6,46.199999999999996
2012-10-12,61,60.0,,0.6,36.6
2012-10-13,18,60.0,,0.6,10.799999999999999
2012-10-14,15,60.0,,0.6,9.0
2012-10-15,90,60.0,,0.6,54.0
2012-10-16,85,60.0,,0.6,51.0
2012-10-17,73,60.0,,0.6,43.8
2012-10-18,62,60.0,,0.6,37.199999999999996
2012-10-19,60,60.0,,0.6,36.0
2012-10-20,18,60.0,,0.6,10.799999999999999
2012-10-21,15,60.0,,0.6,9.0
2012-10-22,95,60.0,,0.6,57.0
2012-10-23,68,60.0,,0.6,40.8
2012-10-24,72,60.0,,0.6,43.199999999999996
2012-10-25,66,60.0,,0.6,39.6
2012-10-26,58,60.0,,0.6,34.8
2012-10-27,18,60.0,,0.6,10.799999999999999
2012-10-28,14,60.0,,0.6,8.4
2012-10-29,77,60.0,,0.6,46.199999999999996
2012-10-30,56,60.0,,0.6,33.6
2012-10-31,65,60.0,,0.6,39.0
2012-11-01,76,60.0,False,0.6,45.6
2012-11-02,64,60.0,,0.6,38.4
2012-11-03,15,60.0,,0.6,9.0
2012-11-04,16,60.0,,0.6,9.6
2012-11-05,87,60.0,,0.6,52.199999999999996
2012-11-06,68,60.0,,0.6,40.8
2012-11-07,60,60.0,,0.6,36.0
2012-11-08,67,60.0,,0.6,40.199999999999996
2012-11-09,64,60.0,,0.6,38.4
2012-11-10,14,60.0,,0.6,8.4
2012-11-11,20,60.0,,0.6,12.0
2012-11-12,54,60.0,,0.6,32.4
2012-11-13,87,60.0,,0.6,52.199999999999996
2012-11-14,94,60.0,,0.6,56.4
2012-11-15,75,60.0,,0.6,45.0
2012-11-16,72,60.0,,0.6,43.199999999999996
2012-11-17,11,60.0,,0.6,6.6
2012-11-18,19,60.0,,0.6,11.4
2012-11-19,84,60.0,,0.6,50.4
2012-11-20,81,60.0,,0.6,48.6
2012-11-21,72,60.0,,0.6,43.199999999999996
2012-11-22,7,60.0,,0.6,4.2
2012-11-23,48,60.0,,0.6,28.799999999999997
2012-11-24,9,60.0,,0.6,5.3999999999999995
2012-11-25,12,60.0,,0.6,7.199999999999999
2012-11-26,100,60.0,,0.6,60.0
2012-11-27,82,60.0,,0.6,49.199999999999996
2012-11-28,84,60.0,,0.6,50.4
2012-11-29,67,60.0,,0.6,40.199999999999996
2012-11-30,83,60.0,,0.6,49.8
2012-12-01,23,54.0,False,0.54,12.420000000000002
2012-12-02,19,54.0,,0.54,10.260000000000002
2012-12-03,100,54.0,,0.54,54.0
2012-12-04,99,54.0,,0.54,53.46
2012-12-05,85,54.0,,0.54,45.900000000000006
2012-12-06,73,54.0,,0.54,39.42
2012-12-07,80,54.0,,0.54,43.2
2012-12-08,21,54.0,,0.54,11.34
2012-12-09,15,54.0,,0.54,8.100000000000001
2012-12-10,89,54.0,,0.54,48.06
2012-12-11,77,54.0,,0.54,41.580000000000005
2012-12-12,77,54.0,,0.54,41.580000000000005
2012-12-13,74,54.0,,0.54,39.96
2012-12-14,68,54.0,,0.54,36.72
2012-12-15,16,54.0,,0.54,8.64
2012-12-16,15,54.0,,0.54,8.100000000000001
2012-12-17,83,54.0,,0.54,44.82
2012-12-18,68,54.0,,0.54,36.72
2012-12-19,64,54.0,,0.54,34.56
2012-12-20,63,54.0,,0.54,34.02
2012-12-21,69,54.0,,0.54,37.260000000000005
2012-12-22,12,54.0,,0.54,6.48
2012-12-23,19,54.0,,0.54,10.260000000000002
2012-12-24,37,54.0,,0.54,19.98
2012-12-25,5,54.0,,0.54,2.7
2012-12-26,80,54.0,,0.54,43.2
2012-12-27,98,54.0,,0.54,52.92
2012-12-28,91,54.0,,0.54,49.14
2012-12-29,23,54.0,,0.54,12.420000000000002
2012-12-30,17,54.0,,0.54,9.18
2012-12-31,83,54.0,,0.54,44.82
2013-01-01,12,68.0,False,0.68,8.16
2013-01-02,100,68.0,,0.68,68.0
2013-01-03,83,68.0,,0.68,56.440000000000005
2013-01-04,76,68.0,,0.68,51.68000000000001
2013-01-05,15,68.0,,0.68,10.200000000000001
2013-01-06,11,68.0,,0.68,7.48
2013-01-07,87,68.0,,0.68,59.160000000000004
2013-01-08,78,68.0,,0.68,53.040000000000006
2013-01-09,74,68.0,,0.68,50.32
2013-01-10,68,68.0,,0.68,46.24
2013-01-11,62,68.0,,0.68,42.160000000000004
2013-01-12,15,68.0,,0.68,10.200000000000001
2013-01-13,16,68.0,,0.68,10.88
2013-01-14,82,68.0,,0.68,55.760000000000005
2013-01-15,75,68.0,,0.68,51.00000000000001
2013-01-16,65,68.0,,0.68,44.2
2013-01-17,60,68.0,,0.68,40.800000000000004
2013-01-18,69,68.0,,0.68,46.92
2013-01-19,17,68.0,,0.68,11.56
2013-01-20,15,68.0,,0.68,10.200000000000001
2013-01-21,29,68.0,,0.68,19.720000000000002
2013-01-22,84,68.0,,0.68,57.120000000000005
2013-01-23,83,68.0,,0.68,56.440000000000005
2013-01-24,83,68.0,,0.68,56.440000000000005
2013-01-25,69,68.0,,0.68,46.92
2013-01-26,15,68.0,,0.68,10.200000000000001
2013-01-27,13,68.0,,0.68,8.84
2013-01-28,83,68.0,,0.68,56.440000000000005
2013-01-29,73,68.0,,0.68,49.64
2013-01-30,73,68.0,,0.68,49.64
2013-01-31,87,68.0,,0.68,59.160000000000004
2013-02-01,100,65.0,False,0.65,65.0
2013-02-02,23,65.0,,0.65,14.950000000000001
2013-02-03,14,65.0,,0.65,9.1
2013-02-04,100,65.0,,0.65,65.0
2013-02-05,78,65.0,,0.65,50.7
2013-02-06,82,65.0,,0.65,53.300000000000004
2013-02-07,77,65.0,,0.65,50.050000000000004
2013-02-08,74,65.0,,0.65,48.1
2013-02-09,15,65.0,,0.65,9.75
2013-02-10,21,65.0,,0.65,13.65
2013-02-11,95,65.0,,0.65,61.75
2013-02-12,78,65.0,,0.65,50.7
2013-02-13,70,65.0,,0.65,45.5
2013-02-14,69,65.0,,0.65,44.85
2013-02-15,79,65.0,,0.65,51.35
2013-02-16,24,65.0,,0.65,15.600000000000001
2013-02-17,19,65.0,,0.65,12.35
2013-02-18,53,65.0,,0.65,34.45
2013-02-19,93,65.0,,0.65,60.45
2013-02-20,85,65.0,,0.65,55.25
2013-02-21,80,65.0,,0.65,52.0
2013-02-22,76,65.0,,0.65,49.4
2013-02-23,13,65.0,,0.65,8.450000000000001
2013-02-24,15,65.0,,0.65,9.75
2013-02-25,92,65.0,,0.65,59.800000000000004
2013-02-26,73,65.0,,0.65,47.45
2013-02-27,80,65.0,,0.65,52.0
2013-02-28,75,65.0,,0.65,48.75
2013-03-01,85,61.0,False,0.61,51.85
2013-03-02,21,61.0,,0.61,12.81
2013-03-03,16,61.0,,0.61,9.76
2013-03-04,90,61.0,,0.61,54.9
2013-03-05,82,61.0,,0.61,50.019999999999996
2013-03-06,78,61.0,,0.61,47.58
2013-03-07,84,61.0,,0.61,51.24
2013-03-08,71,61.0,,0.61,43.31
2013-03-09,22,61.0,,0.61,13.42
2013-03-10,14,61.0,,0.61,8.54
2013-03-11,93,61.0,,0.61,56.73
2013-03-12,77,61.0,,0.61,46.97
2013-03-13,95,61.0,,0.61,57.949999999999996
2013-03-14,75,61.0,,0.61,45.75
2013-03-15,64,61.0,,0.61,39.04
2013-03-16,17,61.0,,0.61,10.37
2013-03-17,15,61.0,,0.61,9.15
2013-03-18,100,61.0,,0.61,61.0
2013-03-19,65,61.0,,0.61,39.65
2013-03-20,84,61.0,,0.61,51.24
2013-03-21,69,61.0,,0.61,42.089999999999996
2013-03-22,67,61.0,,0.61,40.87
2013-03-23,15,61.0,,0.61,9.15
2013-03-24,14,61.0,,0.61,8.54
2013-03-25,90,61.0,,0.61,54.9
2013-03-26,70,61.0,,0.61,42.699999999999996
2013-03-27,80,61.0,,0.61,48.8
2013-03-28,85,61.0,,0.61,51.85
2013-03-29,70,61.0,,0.61,42.699999999999996
2013-03-30,17,61.0,,0.61,10.37
2013-03-31,17,61.0,,0.61,10.37
2013-04-01,100,62.0,False,0.62,62.0
2013-04-02,73,62.0,,0.62,45.26
2013-04-03,72,62.0,,0.62,44.64
2013-04-04,63,62.0,,0.62,39.06
2013-04-05,71,62.0,,0.62,44.02
2013-04-06,16,62.0,,0.62,9.92
2013-04-07,18,62.0,,0.62,11.16
2013-04-08,86,62.0,,0.62,53.32
2013-04-09,66,62.0,,0.62,40.92
2013-04-10,62,62.0,,0.62,38.44
2013-04-11,72,62.0,,0.62,44.64
2013-04-12,68,62.0,,0.62,42.16
2013-04-13,19,62.0,,0.62,11.78
2013-04-14,19,62.0,,0.62,11.78
2013-04-15,74,62.0,,0.62,45.88
2013-04-16,65,62.0,,0.62,40.3
2013-04-17,66,62.0,,0.62,40.92
2013-04-18,56,62.0,,0.62,34.72
2013-04-19,58,62.0,,0.62,35.96
2013-04-20,12,62.0,,0.62,7.4399999999999995
2013-04-21,15,62.0,,0.62,9.3
2013-04-22,69,62.0,,0.62,42.78
2013-04-23,66,62.0,,0.62,40.92
2013-04-24,64,62.0,,0.62,39.68
2013-04-25,65,62.0,,0.62,40.3
2013-04-26,61,62.0,,0.62,37.82
2013-04-27,12,62.0,,0.62,7.4399999999999995
2013-04-28,14,62.0,,0.62,8.68
2013-04-29,69,62.0,,0.62,42.78
2013-04-30,60,62.0,,0.62,37.2
2013-05-01,64,60.0,False,0.6,38.4
2013-05-02,67,60.0,,0.6,40.199999999999996
2013-05-03,65,60.0,,0.6,39.0
2013-05-04,24,60.0,,0.6,14.399999999999999
2013-05-05,15,60.0,,0.6,9.0
2013-05-06,70,60.0,,0.6,42.0
2013-05-07,63,60.0,,0.6,37.8
2013-05-08,71,60.0,,0.6,42.6
2013-05-09,56,60.0,,0.6,33.6
2013-05-10,63,60.0,,0.6,37.8
2013-05-11,14,60.0,,0.6,8.4
2013-05-12,9,60.0,,0.6,5.3999999999999995
2013-05-13,87,60.0,,0.6,52.199999999999996
2013-05-14,83,60.0,,0.6,49.8
2013-05-15,61,60.0,,0.6,36.6
2013-05-16,69,60.0,,0.6,41.4
2013-05-17,72,60.0,,0.6,43.199999999999996
2013-05-18,11,60.0,,0.6,6.6
2013-05-19,21,60.0,,0.6,12.6
2013-05-20,84,60.0,,0.6,50.4
2013-05-21,75,60.0,,0.6,45.0
2013-05-22,74,60.0,,0.6,44.4
2013-05-23,61,60.0,,0.6,36.6
2013-05-24,69,60.0,,0.6,41.4
2013-05-25,15,60.0,,0.6,9.0
2013-05-26,10,60.0,,0.6,6.0
2013-05-27,11,60.0,,0.6,6.6
2013-05-28,100,60.0,,0.6,60.0
2013-05-29,86,60.0,,0.6,51.6
2013-05-30,80,60.0,,0.6,48.0
2013-05-31,83,60.0,,0.6,49.8
2013-06-01,23,64.0,False,0.64,14.72
2013-06-02,15,64.0,,0.64,9.6
2013-06-03,100,64.0,,0.64,64.0
2013-06-04,88,64.0,,0.64,56.32
2013-06-05,81,64.0,,0.64,51.84
2013-06-06,87,64.0,,0.64,55.68
2013-06-07,74,64.0,,0.64,47.36
2013-06-08,20,64.0,,0.64,12.8
2013-06-09,13,64.0,,0.64,8.32
2013-06-10,96,64.0,,0.64,61.44
2013-06-11,80,64.0,,0.64,51.2
2013-06-12,91,64.0,,0.64,58.24
2013-06-13,84,64.0,,0.64,53.76
2013-06-14,73,64.0,,0.64,46.72
2013-06-15,15,64.0,,0.64,9.6
2013-06-16,17,64.0,,0.64,10.88
2013-06-17,86,64.0,,0.64,55.04
2013-06-18,91,64.0,,0.64,58.24
2013-06-19,77,64.0,,0.64,49.28
2013-06-20,81,64.0,,0.64,51.84
2013-06-21,75,64.0,,0.64,48.0
2013-06-22,21,64.0,,0.64,13.44
2013-06-23,20,64.0,,0.64,12.8
2013-06-24,89,64.0,,0.64,56.96
2013-06-25,86,64.0,,0.64,55.04
2013-06-26,77,64.0,,0.64,49.28
2013-06-27,84,64.0,,0.64,53.76
2013-06-28,75,64.0,,0.64,48.0
2013-06-29,16,64.0,,0.64,10.24
2013-06-30,18,64.0,,0.64,11.52
2013-07-01,100,74.0,False,0.74,74.0
2013-07-02,71,74.0,,0.74,52.54
2013-07-03,64,74.0,,0.74,47.36
2013-07-04,19,74.0,,0.74,14.06
2013-07-05,65,74.0,,0.74,48.1
2013-07-06,7,74.0,,0.74,5.18
2013-07-07,14,74.0,,0.74,10.36
2013-07-08,77,74.0,,0.74,56.98
2013-07-09,66,74.0,,0.74,48.839999999999996
2013-07-10,72,74.0,,0.74,53.28
2013-07-11,67,74.0,,0.74,49.58
2013-07-12,72,74.0,,0.74,53.28
2013-07-13,9,74.0,,0.74,6.66
2013-07-14,10,74.0,,0.74,7.4
2013-07-15,69,74.0,,0.74,51.06
2013-07-16,60,74.0,,0.74,44.4
2013-07-17,60,74.0,,0.74,44.4
2013-07-18,60,74.0,,0.74,44.4
2013-07-19,55,74.0,,0.74,40.7
2013-07-20,15,74.0,,0.74,11.1
2013-07-21,6,74.0,,0.74,4.4399999999999995
2013-07-22,73,74.0,,0.74,54.019999999999996
2013-07-23,60,74.0,,0.74,44.4
2013-07-24,59,74.0,,0.74,43.66
2013-07-25,61,74.0,,0.74,45.14
2013-07-26,54,74.0,,0.74,39.96
2013-07-27,14,74.0,,0.74,10.36
2013-07-28,17,74.0,,0.74,12.58
2013-07-29,86,74.0,,0.74,63.64
2013-07-30,59,74.0,,0.74,43.66
2013-07-31,70,74.0,,0.74,51.8
2013-08-01,61,73.0,False,0.73,44.53
2013-08-02,73,73.0,,0.73,53.29
2013-08-03,17,73.0,,0.73,12.41
2013-08-04,21,73.0,,0.73,15.33
2013-08-05,100,73.0,,0.73,73.0
2013-08-06,83,73.0,,0.73,60.589999999999996
2013-08-07,66,73.0,,0.73,48.18
2013-08-08,85,73.0,,0.73,62.05
2013-08-09,62,73.0,,0.73,45.26
2013-08-10,18,73.0,,0.73,13.14
2013-08-11,14,73.0,,0.73,10.219999999999999
2013-08-12,86,73.0,,0.73,62.78
2013-08-13,74,73.0,,0.73,54.019999999999996
2013-08-14,76,73.0,,0.73,55.48
2013-08-15,70,73.0,,0.73,51.1
2013-08-16,63,73.0,,0.73,45.99
2013-08-17,15,73.0,,0.73,10.95
2013-08-18,14,73.0,,0.73,10.219999999999999
2013-08-19,74,73.0,,0.73,54.019999999999996
2013-08-20,66,73.0,,0.73,48.18
2013-08-21,90,73.0,,0.73,65.7
2013-08-22,73,73.0,,0.73,53.29
2013-08-23,60,73.0,,0.73,43.8
2013-08-24,21,73.0,,0.73,15.33
2013-08-25,16,73.0,,0.73,11.68
2013-08-26,65,73.0,,0.73,47.449999999999996
2013-08-27,73,73.0,,0.73,53.29
2013-08-28,61,73.0,,0.73,44.53
2013-08-29,77,73.0,,0.73,56.21
2013-08-30,74,73.0,,0.73,54.019999999999996
2013-08-31,12,73.0,,0.73,8.76
2013-09-01,12,65.0,False,0.65,7.800000000000001
2013-09-02,20,65.0,,0.65,13.0
2013-09-03,100,65.0,,0.65,65.0
2013-09-04,78,65.0,,0.65,50.7
2013-09-05,86,65.0,,0.65,55.9
2013-09-06,82,65.0,,0.65,53.300000000000004
2013-09-07,19,65.0,,0.65,12.35
2013-09-08,15,65.0,,0.65,9.75
2013-09-09,97,65.0,,0.65,63.050000000000004
2013-09-10,85,65.0,,0.65,55.25
2013-09-11,89,65.0,,0.65,57.85
2013-09-12,77,65.0,,0.65,50.050000000000004
2013-09-13,71,65.0,,0.65,46.15
2013-09-14,20,65.0,,0.65,13.0
2013-09-15,17,65.0,,0.65,11.05
2013-09-16,91,65.0,,0.65,59.15
2013-09-17,90,65.0,,0.65,58.5
2013-09-18,74,65.0,,0.65,48.1
2013-09-19,78,65.0,,0.65,50.7
2013-09-20,75,65.0,,0.65,48.75
2013-09-21,14,65.0,,0.65,9.1
2013-09-22,15,65.0,,0.65,9.75
2013-09-23,93,65.0,,0.65,60.45
2013-09-24,90,65.0,,0.65,58.5
2013-09-25,73,65.0,,0.65,47.45
2013-09-26,80,65.0,,0.65,52.0
2013-09-27,74,65.0,,0.65,48.1
2013-09-28,15,65.0,,0.65,9.75
2013-09-29,15,65.0,,0.65,9.75
2013-09-30,98,65.0,,0.65,63.7
2013-10-01,89,69.0,False,0.69,61.41
2013-10-02,79,69.0,,0.69,54.51
2013-10-03,76,69.0,,0.69,52.44
2013-10-04,60,69.0,,0.69,41.4
2013-10-05,13,69.0,,0.69,8.969999999999999
2013-10-06,13,69.0,,0.69,8.969999999999999
2013-10-07,77,69.0,,0.69,53.129999999999995
2013-10-08,75,69.0,,0.69,51.74999999999999
2013-10-09,60,69.0,,0.69,41.4
2013-10-10,67,69.0,,0.69,46.23
2013-10-11,60,69.0,,0.69,41.4
2013-10-12,10,69.0,,0.69,6.8999999999999995
2013-10-13,12,69.0,,0.69,8.28
2013-10-14,51,69.0,,0.69,35.19
2013-10-15,66,69.0,,0.69,45.54
2013-10-16,68,69.0,,0.69,46.919999999999995
2013-10-17,91,69.0,,0.69,62.78999999999999
2013-10-18,80,69.0,,0.69,55.199999999999996
2013-10-19,14,69.0,,0.69,9.66
2013-10-20,19,69.0,,0.69,13.11
2013-10-21,100,69.0,,0.69,69.0
2013-10-22,81,69.0,,0.69,55.88999999999999
2013-10-23,71,69.0,,0.69,48.989999999999995
2013-10-24,82,69.0,,0.69,56.58
2013-10-25,80,69.0,,0.69,55.199999999999996
2013-10-26,14,69.0,,0.69,9.66
2013-10-27,18,69.0,,0.69,12.419999999999998
2013-10-28,91,69.0,,0.69,62.78999999999999
2013-10-29,72,69.0,,0.69,49.67999999999999
2013-10-30,76,69.0,,0.69,52.44
2013-10-31,71,69.0,,0.69,48.989999999999995
2013-11-01,87,63.0,False,0.63,54.81
2013-11-02,24,63.0,,0.63,15.120000000000001
2013-11-03,12,63.0,,0.63,7.5600000000000005
2013-11-04,96,63.0,,0.63,60.480000000000004
2013-11-05,83,63.0,,0.63,52.29
2013-11-06,75,63.0,,0.63,47.25
2013-11-07,97,63.0,,0.63,61.11
2013-11-08,62,63.0,,0.63,39.06
2013-11-09,14,63.0,,0.63,8.82
2013-11-10,13,63.0,,0.63,8.19
2013-11-11,63,63.0,,0.63,39.69
2013-11-12,100,63.0,,0.63,63.0
2013-11-13,88,63.0,,0.63,55.44
2013-11-14,78,63.0,,0.63,49.14
2013-11-15,78,63.0,,0.63,49.14
2013-11-16,23,63.0,,0.63,14.49
2013-11-17,11,63.0,,0.63,6.93
2013-11-18,76,63.0,,0.63,47.88
2013-11-19,73,63.0,,0.63,45.99
2013-11-20,81,63.0,,0.63,51.03
2013-11-21,73,63.0,,0.63,45.99
2013-11-22,66,63.0,,0.63,41.58
2013-11-23,9,63.0,,0.63,5.67
2013-11-24,9,63.0,,0.63,5.67
2013-11-25,82,63.0,,0.63,51.660000000000004
2013-11-26,77,63.0,,0.63,48.51
2013-11-27,52,63.0,,0.63,32.76
2013-11-28,10,63.0,,0.63,6.3
2013-11-29,44,63.0,,0.63,27.72
2013-11-30,12,63.0,,0.63,7.5600000000000005
2013-12-01,11,61.0,False,0.61,6.71
2013-12-02,100,61.0,,0.61,61.0
2013-12-03,95,61.0,,0.61,57.949999999999996
2013-12-04,73,61.0,,0.61,44.53
2013-12-05,82,61.0,,0.61,50.019999999999996
2013-12-06,61,61.0,,0.61,37.21
2013-12-07,13,61.0,,0.61,7.93
2013-12-08,13,61.0,,0.61,7.93
2013-12-09,69,61.0,,0.61,42.089999999999996
2013-12-10,67,61.0,,0.61,40.87
2013-12-11,63,61.0,,0.61,38.43
2013-12-12,51,61.0,,0.61,31.11
2013-12-13,59,61.0,,0.61,35.99
2013-12-14,17,61.0,,0.61,10.37
2013-12-15,11,61.0,,0.61,6.71
2013-12-16,72,61.0,,0.61,43.92
2013-12-17,70,61.0,,0.61,42.699999999999996
2013-12-18,61,61.0,,0.61,37.21
2013-12-19,68,61.0,,0.61,41.48
2013-12-20,64,61.0,,0.61,39.04
2013-12-21,13,61.0,,0.61,7.93
2013-12-22,11,61.0,,0.61,6.71
2013-12-23,81,61.0,,0.61,49.41
2013-12-24,37,61.0,,0.61,22.57
2013-12-25,12,61.0,,0.61,7.32
2013-12-26,67,61.0,,0.61,40.87
2013-12-27,81,61.0,,0.61,49.41
2013-12-28,13,61.0,,0.61,7.93
2013-12-29,14,61.0,,0.61,8.54
2013-12-30,91,61.0,,0.61,55.51
2013-12-31,85,61.0,,0.61,51.85
2014-01-01,15,76.0,False,0.76,11.4
2014-01-02,81,76.0,,0.76,61.56
2014-01-03,77,76.0,,0.76,58.52
2014-01-04,16,76.0,,0.76,12.16
2014-01-05,16,76.0,,0.76,12.16
2014-01-06,99,76.0,,0.76,75.24
2014-01-07,71,76.0,,0.76,53.96
2014-01-08,81,76.0,,0.76,61.56
2014-01-09,86,76.0,,0.76,65.36
2014-01-10,76,76.0,,0.76,57.76
2014-01-11,17,76.0,,0.76,12.92
2014-01-12,23,76.0,,0.76,17.48
2014-01-13,94,76.0,,0.76,71.44
2014-01-14,81,76.0,,0.76,61.56
2014-01-15,82,76.0,,0.76,62.32
2014-01-16,83,76.0,,0.76,63.08
2014-01-17,83,76.0,,0.76,63.08
2014-01-18,22,76.0,,0.76,16.72
2014-01-19,15,76.0,,0.76,11.4
2014-01-20,42,76.0,,0.76,31.92
2014-01-21,100,76.0,,0.76,76.0
2014-01-22,87,76.0,,0.76,66.12
2014-01-23,92,76.0,,0.76,69.92
2014-01-24,93,76.0,,0.76,70.68
2014-01-25,23,76.0,,0.76,17.48
2014-01-26,19,76.0,,0.76,14.44
2014-01-27,99,76.0,,0.76,75.24
2014-01-28,86,76.0,,0.76,65.36
2014-01-29,80,76.0,,0.76,60.8
2014-01-30,86,76.0,,0.76,65.36
2014-01-31,93,76.0,,0.76,70.68
2014-02-01,19,73.0,False,0.73,13.87
2014-02-02,17,73.0,,0.73,12.41
2014-02-03,97,73.0,,0.73,70.81
2014-02-04,84,73.0,,0.73,61.32
2014-02-05,84,73.0,,0.73,61.32
2014-02-06,100,73.0,,0.73,73.0
2014-02-07,84,73.0,,0.73,61.32
2014-02-08,18,73.0,,0.73,13.14
2014-02-09,18,73.0,,0.73,13.14
2014-02-10,99,73.0,,0.73,72.27
2014-02-11,71,73.0,,0.73,51.83
2014-02-12,68,73.0,,0.73,49.64
2014-02-13,63,73.0,,0.73,45.99
2014-02-14,58,73.0,,0.73,42.339999999999996
2014-02-15,15,73.0,,0.73,10.95
2014-02-16,18,73.0,,0.73,13.14
2014-02-17,58,73.0,,0.73,42.339999999999996
2014-02-18,92,73.0,,0.73,67.16
2014-02-19,89,73.0,,0.73,64.97
2014-02-20,89,73.0,,0.73,64.97
2014-02-21,83,73.0,,0.73,60.589999999999996
2014-02-22,19,73.0,,0.73,13.87
2014-02-23,14,73.0,,0.73,10.219999999999999
2014-02-24,94,73.0,,0.73,68.62
2014-02-25,81,73.0,,0.73,59.129999999999995
2014-02-26,73,73.0,,0.73,53.29
2014-02-27,80,73.0,,0.73,58.4
2014-02-28,77,73.0,,0.73,56.21
2014-03-01,21,65.0,False,0.65,13.65
2014-03-02,20,65.0,,0.65,13.0
2014-03-03,100,65.0,,0.65,65.0
2014-03-04,87,65.0,,0.65,56.550000000000004
2014-03-05,84,65.0,,0.65,54.6
2014-03-06,84,65.0,,0.65,54.6
2014-03-07,88,65.0,,0.65,57.2
2014-03-08,21,65.0,,0.65,13.65
2014-03-09,18,65.0,,0.65,11.700000000000001
2014-03-10,91,65.0,,0.65,59.15
2014-03-11,89,65.0,,0.65,57.85
2014-03-12,83,65.0,,0.65,53.95
2014-03-13,91,65.0,,0.65,59.15
2014-03-14,74,65.0,,0.65,48.1
2014-03-15,20,65.0,,0.65,13.0
2014-03-16,18,65.0,,0.65,11.700000000000001
2014-03-17,96,65.0,,0.65,62.400000000000006
