date,SOCIAL SECURITY OFFICE_unscaled,SOCIAL SECURITY OFFICE_monthly,isPartial,scale,SOCIAL SECURITY OFFICE
2005-01-01,21,37.0,False,0.37,7.77
2005-01-02,24,37.0,,0.37,8.879999999999999
2005-01-03,7,37.0,,0.37,2.59
2005-01-04,71,37.0,,0.37,26.27
2005-01-05,100,37.0,,0.37,37.0
2005-01-06,58,37.0,,0.37,21.46
2005-01-07,22,37.0,,0.37,8.14
2005-01-08,12,37.0,,0.37,4.4399999999999995
2005-01-09,23,37.0,,0.37,8.51
2005-01-10,35,37.0,,0.37,12.95
2005-01-11,34,37.0,,0.37,12.58
2005-01-12,34,37.0,,0.37,12.58
2005-01-13,42,37.0,,0.37,15.54
2005-01-14,51,37.0,,0.37,18.87
2005-01-15,12,37.0,,0.37,4.4399999999999995
2005-01-16,0,37.0,,0.37,0.0
2005-01-17,16,37.0,,0.37,5.92
2005-01-18,34,37.0,,0.37,12.58
2005-01-19,49,37.0,,0.37,18.13
2005-01-20,42,37.0,,0.37,15.54
2005-01-21,57,37.0,,0.37,21.09
2005-01-22,0,37.0,,0.37,0.0
2005-01-23,22,37.0,,0.37,8.14
2005-01-24,27,37.0,,0.37,9.99
2005-01-25,59,37.0,,0.37,21.83
2005-01-26,33,37.0,,0.37,12.209999999999999
2005-01-27,20,37.0,,0.37,7.4
2005-01-28,28,37.0,,0.37,10.36
2005-01-29,11,37.0,,0.37,4.07
2005-01-30,11,37.0,,0.37,4.07
2005-01-31,67,37.0,,0.37,24.79
2005-02-01,88,32.0,False,0.32,28.16
2005-02-02,62,32.0,,0.32,19.84
2005-02-03,63,32.0,,0.32,20.16
2005-02-04,80,32.0,,0.32,25.6
2005-02-05,35,32.0,,0.32,11.200000000000001
2005-02-06,23,32.0,,0.32,7.36
2005-02-07,99,32.0,,0.32,31.68
2005-02-08,73,32.0,,0.32,23.36
2005-02-09,89,32.0,,0.32,28.48
2005-02-10,88,32.0,,0.32,28.16
2005-02-11,93,32.0,,0.32,29.76
2005-02-12,23,32.0,,0.32,7.36
2005-02-13,22,32.0,,0.32,7.04
2005-02-14,54,32.0,,0.32,17.28
2005-02-15,68,32.0,,0.32,21.76
2005-02-16,61,32.0,,0.32,19.52
2005-02-17,69,32.0,,0.32,22.080000000000002
2005-02-18,93,32.0,,0.32,29.76
2005-02-19,45,32.0,,0.32,14.4
2005-02-20,23,32.0,,0.32,7.36
2005-02-21,68,32.0,,0.32,21.76
2005-02-22,46,32.0,,0.32,14.72
2005-02-23,92,32.0,,0.32,29.44
2005-02-24,67,32.0,,0.32,21.44
2005-02-25,100,32.0,,0.32,32.0
2005-02-26,60,32.0,,0.32,19.2
2005-02-27,33,32.0,,0.32,10.56
2005-02-28,86,32.0,,0.32,27.52
2005-03-01,40,32.0,False,0.32,12.8
2005-03-02,66,32.0,,0.32,21.12
2005-03-03,63,32.0,,0.32,20.16
2005-03-04,32,32.0,,0.32,10.24
2005-03-05,20,32.0,,0.32,6.4
2005-03-06,20,32.0,,0.32,6.4
2005-03-07,100,32.0,,0.32,32.0
2005-03-08,51,32.0,,0.32,16.32
2005-03-09,35,32.0,,0.32,11.200000000000001
2005-03-10,54,32.0,,0.32,17.28
2005-03-11,75,32.0,,0.32,24.0
2005-03-12,20,32.0,,0.32,6.4
2005-03-13,19,32.0,,0.32,6.08
2005-03-14,76,32.0,,0.32,24.32
2005-03-15,63,32.0,,0.32,20.16
2005-03-16,94,32.0,,0.32,30.080000000000002
2005-03-17,78,32.0,,0.32,24.96
2005-03-18,45,32.0,,0.32,14.4
2005-03-19,40,32.0,,0.32,12.8
2005-03-20,20,32.0,,0.32,6.4
2005-03-21,59,32.0,,0.32,18.88
2005-03-22,99,32.0,,0.32,31.68
2005-03-23,58,32.0,,0.32,18.56
2005-03-24,88,32.0,,0.32,28.16
2005-03-25,51,32.0,,0.32,16.32
2005-03-26,31,32.0,,0.32,9.92
2005-03-27,0,32.0,,0.32,0.0
2005-03-28,64,32.0,,0.32,20.48
2005-03-29,54,32.0,,0.32,17.28
2005-03-30,48,32.0,,0.32,15.36
2005-03-31,74,32.0,,0.32,23.68
2005-04-01,40,28.0,False,0.28,11.200000000000001
2005-04-02,61,28.0,,0.28,17.080000000000002
2005-04-03,20,28.0,,0.28,5.6000000000000005
2005-04-04,0,28.0,,0.28,0.0
2005-04-05,0,28.0,,0.28,0.0
2005-04-06,100,28.0,,0.28,28.000000000000004
2005-04-07,50,28.0,,0.28,14.000000000000002
2005-04-08,68,28.0,,0.28,19.040000000000003
2005-04-09,44,28.0,,0.28,12.32
2005-04-10,65,28.0,,0.28,18.200000000000003
2005-04-11,73,28.0,,0.28,20.44
2005-04-12,63,28.0,,0.28,17.64
2005-04-13,54,28.0,,0.28,15.120000000000001
2005-04-14,44,28.0,,0.28,12.32
2005-04-15,80,28.0,,0.28,22.400000000000002
2005-04-16,44,28.0,,0.28,12.32
2005-04-17,22,28.0,,0.28,6.16
2005-04-18,67,28.0,,0.28,18.76
2005-04-19,53,28.0,,0.28,14.840000000000002
2005-04-20,55,28.0,,0.28,15.400000000000002
2005-04-21,89,28.0,,0.28,24.92
2005-04-22,53,28.0,,0.28,14.840000000000002
2005-04-23,62,28.0,,0.28,17.360000000000003
2005-04-24,30,28.0,,0.28,8.4
2005-04-25,77,28.0,,0.28,21.560000000000002
2005-04-26,47,28.0,,0.28,13.160000000000002
2005-04-27,71,28.0,,0.28,19.880000000000003
2005-04-28,59,28.0,,0.28,16.520000000000003
2005-04-29,63,28.0,,0.28,17.64
2005-04-30,20,28.0,,0.28,5.6000000000000005
2005-05-01,0,27.0,False,0.27,0.0
2005-05-02,55,27.0,,0.27,14.850000000000001
2005-05-03,32,27.0,,0.27,8.64
2005-05-04,33,27.0,,0.27,8.91
2005-05-05,45,27.0,,0.27,12.15
2005-05-06,25,27.0,,0.27,6.75
2005-05-07,0,27.0,,0.27,0.0
2005-05-08,0,27.0,,0.27,0.0
2005-05-09,45,27.0,,0.27,12.15
2005-05-10,89,27.0,,0.27,24.03
2005-05-11,45,27.0,,0.27,12.15
2005-05-12,69,27.0,,0.27,18.630000000000003
2005-05-13,62,27.0,,0.27,16.740000000000002
2005-05-14,40,27.0,,0.27,10.8
2005-05-15,59,27.0,,0.27,15.930000000000001
2005-05-16,68,27.0,,0.27,18.36
2005-05-17,55,27.0,,0.27,14.850000000000001
2005-05-18,56,27.0,,0.27,15.120000000000001
2005-05-19,47,27.0,,0.27,12.690000000000001
2005-05-20,50,27.0,,0.27,13.5
2005-05-21,0,27.0,,0.27,0.0
2005-05-22,0,27.0,,0.27,0.0
2005-05-23,69,27.0,,0.27,18.630000000000003
2005-05-24,100,27.0,,0.27,27.0
2005-05-25,46,27.0,,0.27,12.420000000000002
2005-05-26,71,27.0,,0.27,19.17
2005-05-27,79,27.0,,0.27,21.330000000000002
2005-05-28,43,27.0,,0.27,11.610000000000001
2005-05-29,45,27.0,,0.27,12.15
2005-05-30,19,27.0,,0.27,5.130000000000001
2005-05-31,69,27.0,,0.27,18.630000000000003
2005-06-01,88,38.0,False,0.38,33.44
2005-06-02,47,38.0,,0.38,17.86
2005-06-03,71,38.0,,0.38,26.98
2005-06-04,16,38.0,,0.38,6.08
2005-06-05,17,38.0,,0.38,6.46
2005-06-06,52,38.0,,0.38,19.76
2005-06-07,100,38.0,,0.38,38.0
2005-06-08,76,38.0,,0.38,28.88
2005-06-09,44,38.0,,0.38,16.72
2005-06-10,57,38.0,,0.38,21.66
2005-06-11,16,38.0,,0.38,6.08
2005-06-12,0,38.0,,0.38,0.0
2005-06-13,82,38.0,,0.38,31.16
2005-06-14,24,38.0,,0.38,9.120000000000001
2005-06-15,92,38.0,,0.38,34.96
2005-06-16,49,38.0,,0.38,18.62
2005-06-17,43,38.0,,0.38,16.34
2005-06-18,0,38.0,,0.38,0.0
2005-06-19,26,38.0,,0.38,9.88
2005-06-20,59,38.0,,0.38,22.42
2005-06-21,100,38.0,,0.38,38.0
2005-06-22,73,38.0,,0.38,27.740000000000002
2005-06-23,70,38.0,,0.38,26.6
2005-06-24,49,38.0,,0.38,18.62
2005-06-25,17,38.0,,0.38,6.46
2005-06-26,17,38.0,,0.38,6.46
2005-06-27,72,38.0,,0.38,27.36
2005-06-28,85,38.0,,0.38,32.3
2005-06-29,57,38.0,,0.38,21.66
2005-06-30,35,38.0,,0.38,13.3
2005-07-01,42,37.0,False,0.37,15.54
2005-07-02,0,37.0,,0.37,0.0
2005-07-03,0,37.0,,0.37,0.0
2005-07-04,32,37.0,,0.37,11.84
2005-07-05,52,37.0,,0.37,19.24
2005-07-06,36,37.0,,0.37,13.32
2005-07-07,24,37.0,,0.37,8.879999999999999
2005-07-08,38,37.0,,0.37,14.06
2005-07-09,10,37.0,,0.37,3.7
2005-07-10,20,37.0,,0.37,7.4
2005-07-11,71,37.0,,0.37,26.27
2005-07-12,63,37.0,,0.37,23.31
2005-07-13,29,37.0,,0.37,10.73
2005-07-14,30,37.0,,0.37,11.1
2005-07-15,45,37.0,,0.37,16.65
2005-07-16,0,37.0,,0.37,0.0
2005-07-17,40,37.0,,0.37,14.8
2005-07-18,100,37.0,,0.37,37.0
2005-07-19,52,37.0,,0.37,19.24
2005-07-20,35,37.0,,0.37,12.95
2005-07-21,91,37.0,,0.37,33.67
2005-07-22,32,37.0,,0.37,11.84
2005-07-23,0,37.0,,0.37,0.0
2005-07-24,0,37.0,,0.37,0.0
2005-07-25,23,37.0,,0.37,8.51
2005-07-26,34,37.0,,0.37,12.58
2005-07-27,59,37.0,,0.37,21.83
2005-07-28,31,37.0,,0.37,11.47
2005-07-29,20,37.0,,0.37,7.4
2005-07-30,10,37.0,,0.37,3.7
2005-07-31,0,37.0,,0.37,0.0
2005-08-01,76,38.0,False,0.38,28.88
2005-08-02,40,38.0,,0.38,15.2
2005-08-03,20,38.0,,0.38,7.6
2005-08-04,35,38.0,,0.38,13.3
2005-08-05,45,38.0,,0.38,17.1
2005-08-06,23,38.0,,0.38,8.74
2005-08-07,0,38.0,,0.38,0.0
2005-08-08,100,38.0,,0.38,38.0
2005-08-09,20,38.0,,0.38,7.6
2005-08-10,94,38.0,,0.38,35.72
2005-08-11,55,38.0,,0.38,20.9
2005-08-12,51,38.0,,0.38,19.38
2005-08-13,33,38.0,,0.38,12.540000000000001
2005-08-14,23,38.0,,0.38,8.74
2005-08-15,54,38.0,,0.38,20.52
2005-08-16,53,38.0,,0.38,20.14
2005-08-17,13,38.0,,0.38,4.94
2005-08-18,41,38.0,,0.38,15.58
2005-08-19,71,38.0,,0.38,26.98
2005-08-20,11,38.0,,0.38,4.18
2005-08-21,11,38.0,,0.38,4.18
2005-08-22,72,38.0,,0.38,27.36
2005-08-23,85,38.0,,0.38,32.3
2005-08-24,0,38.0,,0.38,0.0
2005-08-25,61,38.0,,0.38,23.18
2005-08-26,28,38.0,,0.38,10.64
2005-08-27,11,38.0,,0.38,4.18
2005-08-28,0,38.0,,0.38,0.0
2005-08-29,84,38.0,,0.38,31.92
2005-08-30,50,38.0,,0.38,19.0
2005-08-31,83,38.0,,0.38,31.54
2005-09-01,52,40.0,False,0.4,20.8
2005-09-02,41,40.0,,0.4,16.400000000000002
2005-09-03,24,40.0,,0.4,9.600000000000001
2005-09-04,0,40.0,,0.4,0.0
2005-09-05,53,40.0,,0.4,21.200000000000003
2005-09-06,50,40.0,,0.4,20.0
2005-09-07,68,40.0,,0.4,27.200000000000003
2005-09-08,56,40.0,,0.4,22.400000000000002
2005-09-09,59,40.0,,0.4,23.6
2005-09-10,22,40.0,,0.4,8.8
2005-09-11,33,40.0,,0.4,13.200000000000001
2005-09-12,34,40.0,,0.4,13.600000000000001
2005-09-13,100,40.0,,0.4,40.0
2005-09-14,54,40.0,,0.4,21.6
2005-09-15,20,40.0,,0.4,8.0
2005-09-16,29,40.0,,0.4,11.600000000000001
2005-09-17,0,40.0,,0.4,0.0
2005-09-18,0,40.0,,0.4,0.0
2005-09-19,73,40.0,,0.4,29.200000000000003
2005-09-20,26,40.0,,0.4,10.4
2005-09-21,46,40.0,,0.4,18.400000000000002
2005-09-22,41,40.0,,0.4,16.400000000000002
2005-09-23,36,40.0,,0.4,14.4
2005-09-24,23,40.0,,0.4,9.200000000000001
2005-09-25,32,40.0,,0.4,12.8
2005-09-26,40,40.0,,0.4,16.0
2005-09-27,45,40.0,,0.4,18.0
2005-09-28,46,40.0,,0.4,18.400000000000002
2005-09-29,20,40.0,,0.4,8.0
2005-09-30,44,40.0,,0.4,17.6
2005-10-01,14,32.0,False,0.32,4.48
2005-10-02,14,32.0,,0.32,4.48
2005-10-03,82,32.0,,0.32,26.240000000000002
2005-10-04,49,32.0,,0.32,15.68
2005-10-05,65,32.0,,0.32,20.8
2005-10-06,75,32.0,,0.32,24.0
2005-10-07,62,32.0,,0.32,19.84
2005-10-08,41,32.0,,0.32,13.120000000000001
2005-10-09,0,32.0,,0.32,0.0
2005-10-10,51,32.0,,0.32,16.32
2005-10-11,40,32.0,,0.32,12.8
2005-10-12,82,32.0,,0.32,26.240000000000002
2005-10-13,100,32.0,,0.32,32.0
2005-10-14,81,32.0,,0.32,25.92
2005-10-15,14,32.0,,0.32,4.48
2005-10-16,27,32.0,,0.32,8.64
2005-10-17,65,32.0,,0.32,20.8
2005-10-18,80,32.0,,0.32,25.6
2005-10-19,88,32.0,,0.32,28.16
2005-10-20,66,32.0,,0.32,21.12
2005-10-21,79,32.0,,0.32,25.28
2005-10-22,53,32.0,,0.32,16.96
2005-10-23,13,32.0,,0.32,4.16
2005-10-24,24,32.0,,0.32,7.68
2005-10-25,63,32.0,,0.32,20.16
2005-10-26,49,32.0,,0.32,15.68
2005-10-27,49,32.0,,0.32,15.68
2005-10-28,53,32.0,,0.32,16.96
2005-10-29,27,32.0,,0.32,8.64
2005-10-30,41,32.0,,0.32,13.120000000000001
2005-10-31,50,32.0,,0.32,16.0
2005-11-01,83,35.0,False,0.35,29.049999999999997
2005-11-02,73,35.0,,0.35,25.549999999999997
2005-11-03,58,35.0,,0.35,20.299999999999997
2005-11-04,73,35.0,,0.35,25.549999999999997
2005-11-05,27,35.0,,0.35,9.45
2005-11-06,13,35.0,,0.35,4.55
2005-11-07,100,35.0,,0.35,35.0
2005-11-08,38,35.0,,0.35,13.299999999999999
2005-11-09,0,35.0,,0.35,0.0
2005-11-10,69,35.0,,0.35,24.15
2005-11-11,36,35.0,,0.35,12.6
2005-11-12,0,35.0,,0.35,0.0
2005-11-13,0,35.0,,0.35,0.0
2005-11-14,47,35.0,,0.35,16.45
2005-11-15,57,35.0,,0.35,19.95
2005-11-16,89,35.0,,0.35,31.15
2005-11-17,55,35.0,,0.35,19.25
2005-11-18,77,35.0,,0.35,26.95
2005-11-19,13,35.0,,0.35,4.55
2005-11-20,26,35.0,,0.35,9.1
2005-11-21,63,35.0,,0.35,22.049999999999997
2005-11-22,51,35.0,,0.35,17.849999999999998
2005-11-23,63,35.0,,0.35,22.049999999999997
2005-11-24,21,35.0,,0.35,7.35
2005-11-25,13,35.0,,0.35,4.55
2005-11-26,27,35.0,,0.35,9.45
2005-11-27,0,35.0,,0.35,0.0
2005-11-28,60,35.0,,0.35,21.0
2005-11-29,58,35.0,,0.35,20.299999999999997
2005-11-30,45,35.0,,0.35,15.749999999999998
2005-12-01,64,31.0,False,0.31,19.84
2005-12-02,37,31.0,,0.31,11.47
2005-12-03,47,31.0,,0.31,14.57
2005-12-04,9,31.0,,0.31,2.79
2005-12-05,70,31.0,,0.31,21.7
2005-12-06,56,31.0,,0.31,17.36
2005-12-07,40,31.0,,0.31,12.4
2005-12-08,41,31.0,,0.31,12.709999999999999
2005-12-09,38,31.0,,0.31,11.78
2005-12-10,0,31.0,,0.31,0.0
2005-12-11,10,31.0,,0.31,3.1
2005-12-12,48,31.0,,0.31,14.879999999999999
2005-12-13,58,31.0,,0.31,17.98
2005-12-14,54,31.0,,0.31,16.74
2005-12-15,37,31.0,,0.31,11.47
2005-12-16,45,31.0,,0.31,13.95
2005-12-17,10,31.0,,0.31,3.1
2005-12-18,31,31.0,,0.31,9.61
2005-12-19,57,31.0,,0.31,17.669999999999998
2005-12-20,43,31.0,,0.31,13.33
2005-12-21,40,31.0,,0.31,12.4
2005-12-22,28,31.0,,0.31,8.68
2005-12-23,34,31.0,,0.31,10.54
2005-12-24,24,31.0,,0.31,7.4399999999999995
2005-12-25,0,31.0,,0.31,0.0
2005-12-26,22,31.0,,0.31,6.82
2005-12-27,68,31.0,,0.31,21.08
2005-12-28,100,31.0,,0.31,31.0
2005-12-29,72,31.0,,0.31,22.32
2005-12-30,47,31.0,,0.31,14.57
2005-12-31,0,31.0,,0.31,0.0
2006-01-01,10,36.0,False,0.36,3.5999999999999996
2006-01-02,28,36.0,,0.36,10.08
2006-01-03,37,36.0,,0.36,13.32
2006-01-04,21,36.0,,0.36,7.56
2006-01-05,31,36.0,,0.36,11.16
2006-01-06,27,36.0,,0.36,9.719999999999999
2006-01-07,16,36.0,,0.36,5.76
2006-01-08,24,36.0,,0.36,8.64
2006-01-09,77,36.0,,0.36,27.72
2006-01-10,35,36.0,,0.36,12.6
2006-01-11,100,36.0,,0.36,36.0
2006-01-12,25,36.0,,0.36,9.0
2006-01-13,27,36.0,,0.36,9.719999999999999
2006-01-14,15,36.0,,0.36,5.3999999999999995
2006-01-15,0,36.0,,0.36,0.0
2006-01-16,40,36.0,,0.36,14.399999999999999
2006-01-17,30,36.0,,0.36,10.799999999999999
2006-01-18,34,36.0,,0.36,12.24
2006-01-19,35,36.0,,0.36,12.6
2006-01-20,41,36.0,,0.36,14.76
2006-01-21,23,36.0,,0.36,8.28
2006-01-22,8,36.0,,0.36,2.88
2006-01-23,54,36.0,,0.36,19.439999999999998
2006-01-24,52,36.0,,0.36,18.72
2006-01-25,33,36.0,,0.36,11.879999999999999
2006-01-26,39,36.0,,0.36,14.04
2006-01-27,46,36.0,,0.36,16.56
2006-01-28,15,36.0,,0.36,5.3999999999999995
2006-01-29,0,36.0,,0.36,0.0
2006-01-30,48,36.0,,0.36,17.28
2006-01-31,55,36.0,,0.36,19.8
2006-02-01,38,32.0,False,0.32,12.16
2006-02-02,44,32.0,,0.32,14.08
2006-02-03,26,32.0,,0.32,8.32
2006-02-04,30,32.0,,0.32,9.6
2006-02-05,7,32.0,,0.32,2.24
2006-02-06,50,32.0,,0.32,16.0
2006-02-07,37,32.0,,0.32,11.84
2006-02-08,24,32.0,,0.32,7.68
2006-02-09,34,32.0,,0.32,10.88
2006-02-10,26,32.0,,0.32,8.32
2006-02-11,15,32.0,,0.32,4.8
2006-02-12,0,32.0,,0.32,0.0
2006-02-13,48,32.0,,0.32,15.36
2006-02-14,38,32.0,,0.32,12.16
2006-02-15,30,32.0,,0.32,9.6
2006-02-16,20,32.0,,0.32,6.4
2006-02-17,67,32.0,,0.32,21.44
2006-02-18,7,32.0,,0.32,2.24
2006-02-19,23,32.0,,0.32,7.36
2006-02-20,27,32.0,,0.32,8.64
2006-02-21,38,32.0,,0.32,12.16
2006-02-22,100,32.0,,0.32,32.0
2006-02-23,34,32.0,,0.32,10.88
2006-02-24,67,32.0,,0.32,21.44
2006-02-25,16,32.0,,0.32,5.12
2006-02-26,15,32.0,,0.32,4.8
2006-02-27,89,32.0,,0.32,28.48
2006-02-28,32,32.0,,0.32,10.24
2006-03-01,49,35.0,False,0.35,17.15
2006-03-02,29,35.0,,0.35,10.149999999999999
2006-03-03,49,35.0,,0.35,17.15
2006-03-04,22,35.0,,0.35,7.699999999999999
2006-03-05,28,35.0,,0.35,9.799999999999999
2006-03-06,75,35.0,,0.35,26.25
2006-03-07,63,35.0,,0.35,22.049999999999997
2006-03-08,57,35.0,,0.35,19.95
2006-03-09,83,35.0,,0.35,29.049999999999997
2006-03-10,54,35.0,,0.35,18.9
2006-03-11,17,35.0,,0.35,5.949999999999999
2006-03-12,23,35.0,,0.35,8.049999999999999
2006-03-13,47,35.0,,0.35,16.45
2006-03-14,70,35.0,,0.35,24.5
2006-03-15,65,35.0,,0.35,22.75
2006-03-16,55,35.0,,0.35,19.25
2006-03-17,67,35.0,,0.35,23.45
2006-03-18,12,35.0,,0.35,4.199999999999999
2006-03-19,17,35.0,,0.35,5.949999999999999
2006-03-20,50,35.0,,0.35,17.5
2006-03-21,100,35.0,,0.35,35.0
2006-03-22,53,35.0,,0.35,18.549999999999997
2006-03-23,75,35.0,,0.35,26.25
2006-03-24,49,35.0,,0.35,17.15
2006-03-25,28,35.0,,0.35,9.799999999999999
2006-03-26,23,35.0,,0.35,8.049999999999999
2006-03-27,78,35.0,,0.35,27.299999999999997
2006-03-28,69,35.0,,0.35,24.15
2006-03-29,46,35.0,,0.35,16.099999999999998
2006-03-30,55,35.0,,0.35,19.25
2006-03-31,81,35.0,,0.35,28.349999999999998
2006-04-01,44,33.0,False,0.33,14.520000000000001
2006-04-02,11,33.0,,0.33,3.6300000000000003
2006-04-03,75,33.0,,0.33,24.75
2006-04-04,100,33.0,,0.33,33.0
2006-04-05,68,33.0,,0.33,22.44
2006-04-06,75,33.0,,0.33,24.75
2006-04-07,44,33.0,,0.33,14.520000000000001
2006-04-08,0,33.0,,0.33,0.0
2006-04-09,11,33.0,,0.33,3.6300000000000003
2006-04-10,62,33.0,,0.33,20.46
2006-04-11,60,33.0,,0.33,19.8
2006-04-12,41,33.0,,0.33,13.530000000000001
2006-04-13,43,33.0,,0.33,14.190000000000001
2006-04-14,66,33.0,,0.33,21.78
2006-04-15,0,33.0,,0.33,0.0
2006-04-16,12,33.0,,0.33,3.96
2006-04-17,28,33.0,,0.33,9.24
2006-04-18,79,33.0,,0.33,26.07
2006-04-19,61,33.0,,0.33,20.130000000000003
2006-04-20,34,33.0,,0.33,11.22
2006-04-21,22,33.0,,0.33,7.260000000000001
2006-04-22,0,33.0,,0.33,0.0
2006-04-23,21,33.0,,0.33,6.930000000000001
2006-04-24,26,33.0,,0.33,8.58
2006-04-25,78,33.0,,0.33,25.740000000000002
2006-04-26,59,33.0,,0.33,19.470000000000002
2006-04-27,20,33.0,,0.33,6.6000000000000005
2006-04-28,58,33.0,,0.33,19.14
2006-04-29,11,33.0,,0.33,3.6300000000000003
2006-04-30,11,33.0,,0.33,3.6300000000000003
2006-05-01,42,33.0,False,0.33,13.860000000000001
2006-05-02,66,33.0,,0.33,21.78
2006-05-03,51,33.0,,0.33,16.830000000000002
2006-05-04,62,33.0,,0.33,20.46
2006-05-05,42,33.0,,0.33,13.860000000000001
2006-05-06,22,33.0,,0.33,7.260000000000001
2006-05-07,21,33.0,,0.33,6.930000000000001
2006-05-08,100,33.0,,0.33,33.0
2006-05-09,70,33.0,,0.33,23.1
2006-05-10,51,33.0,,0.33,16.830000000000002
2006-05-11,36,33.0,,0.33,11.88
2006-05-12,61,33.0,,0.33,20.130000000000003
2006-05-13,22,33.0,,0.33,7.260000000000001
2006-05-14,11,33.0,,0.33,3.6300000000000003
2006-05-15,84,33.0,,0.33,27.720000000000002
2006-05-16,45,33.0,,0.33,14.850000000000001
2006-05-17,59,33.0,,0.33,19.470000000000002
2006-05-18,63,33.0,,0.33,20.790000000000003
2006-05-19,47,33.0,,0.33,15.510000000000002
2006-05-20,11,33.0,,0.33,3.6300000000000003
2006-05-21,22,33.0,,0.33,7.260000000000001
2006-05-22,63,33.0,,0.33,20.790000000000003
2006-05-23,62,33.0,,0.33,20.46
2006-05-24,77,33.0,,0.33,25.41
2006-05-25,79,33.0,,0.33,26.07
2006-05-26,75,33.0,,0.33,24.75
2006-05-27,0,33.0,,0.33,0.0
2006-05-28,25,33.0,,0.33,8.25
2006-05-29,21,33.0,,0.33,6.930000000000001
2006-05-30,94,33.0,,0.33,31.020000000000003
2006-05-31,60,33.0,,0.33,19.8
2006-06-01,74,40.0,False,0.4,29.6
2006-06-02,42,40.0,,0.4,16.8
2006-06-03,18,40.0,,0.4,7.2
2006-06-04,46,40.0,,0.4,18.400000000000002
2006-06-05,79,40.0,,0.4,31.6
2006-06-06,60,40.0,,0.4,24.0
2006-06-07,28,40.0,,0.4,11.200000000000001
2006-06-08,57,40.0,,0.4,22.8
2006-06-09,49,40.0,,0.4,19.6
2006-06-10,28,40.0,,0.4,11.200000000000001
2006-06-11,0,40.0,,0.4,0.0
2006-06-12,56,40.0,,0.4,22.400000000000002
2006-06-13,74,40.0,,0.4,29.6
2006-06-14,57,40.0,,0.4,22.8
2006-06-15,42,40.0,,0.4,16.8
2006-06-16,32,40.0,,0.4,12.8
2006-06-17,39,40.0,,0.4,15.600000000000001
2006-06-18,40,40.0,,0.4,16.0
2006-06-19,64,40.0,,0.4,25.6
2006-06-20,79,40.0,,0.4,31.6
2006-06-21,100,40.0,,0.4,40.0
2006-06-22,94,40.0,,0.4,37.6
2006-06-23,37,40.0,,0.4,14.8
2006-06-24,0,40.0,,0.4,0.0
2006-06-25,18,40.0,,0.4,7.2
2006-06-26,39,40.0,,0.4,15.600000000000001
2006-06-27,55,40.0,,0.4,22.0
2006-06-28,56,40.0,,0.4,22.400000000000002
2006-06-29,58,40.0,,0.4,23.200000000000003
2006-06-30,50,40.0,,0.4,20.0
2006-07-01,9,43.0,False,0.43,3.87
2006-07-02,0,43.0,,0.43,0.0
2006-07-03,100,43.0,,0.43,43.0
2006-07-04,16,43.0,,0.43,6.88
2006-07-05,75,43.0,,0.43,32.25
2006-07-06,70,43.0,,0.43,30.099999999999998
2006-07-07,52,43.0,,0.43,22.36
2006-07-08,17,43.0,,0.43,7.31
2006-07-09,0,43.0,,0.43,0.0
2006-07-10,74,43.0,,0.43,31.82
2006-07-11,88,43.0,,0.43,37.839999999999996
2006-07-12,62,43.0,,0.43,26.66
2006-07-13,70,43.0,,0.43,30.099999999999998
2006-07-14,85,43.0,,0.43,36.55
2006-07-15,8,43.0,,0.43,3.44
2006-07-16,26,43.0,,0.43,11.18
2006-07-17,74,43.0,,0.43,31.82
2006-07-18,41,43.0,,0.43,17.63
2006-07-19,58,43.0,,0.43,24.94
2006-07-20,74,43.0,,0.43,31.82
2006-07-21,68,43.0,,0.43,29.24
2006-07-22,16,43.0,,0.43,6.88
2006-07-23,33,43.0,,0.43,14.19
2006-07-24,62,43.0,,0.43,26.66
2006-07-25,72,43.0,,0.43,30.96
2006-07-26,52,43.0,,0.43,22.36
2006-07-27,63,43.0,,0.43,27.09
2006-07-28,61,43.0,,0.43,26.23
2006-07-29,8,43.0,,0.43,3.44
2006-07-30,17,43.0,,0.43,7.31
2006-07-31,83,43.0,,0.43,35.69
2006-08-01,100,43.0,False,0.43,43.0
2006-08-02,65,43.0,,0.43,27.95
2006-08-03,38,43.0,,0.43,16.34
2006-08-04,71,43.0,,0.43,30.53
2006-08-05,17,43.0,,0.43,7.31
2006-08-06,9,43.0,,0.43,3.87
2006-08-07,27,43.0,,0.43,11.61
2006-08-08,48,43.0,,0.43,20.64
2006-08-09,74,43.0,,0.43,31.82
2006-08-10,59,43.0,,0.43,25.37
2006-08-11,64,43.0,,0.43,27.52
2006-08-12,78,43.0,,0.43,33.54
2006-08-13,9,43.0,,0.43,3.87
2006-08-14,54,43.0,,0.43,23.22
2006-08-15,95,43.0,,0.43,40.85
2006-08-16,70,43.0,,0.43,30.099999999999998
2006-08-17,61,43.0,,0.43,26.23
2006-08-18,68,43.0,,0.43,29.24
2006-08-19,17,43.0,,0.43,7.31
2006-08-20,42,43.0,,0.43,18.06
2006-08-21,80,43.0,,0.43,34.4
2006-08-22,93,43.0,,0.43,39.99
2006-08-23,26,43.0,,0.43,11.18
2006-08-24,16,43.0,,0.43,6.88
2006-08-25,44,43.0,,0.43,18.919999999999998
2006-08-26,16,43.0,,0.43,6.88
2006-08-27,24,43.0,,0.43,10.32
2006-08-28,35,43.0,,0.43,15.049999999999999
