date,BANKRUPT_unscaled,BANKRUPT_monthly,isPartial,scale,BANKRUPT
2012-07-22,41,38.0,,0.38,15.58
2012-07-23,35,38.0,,0.38,13.3
2012-07-24,43,38.0,,0.38,16.34
2012-07-25,38,38.0,,0.38,14.44
2012-07-26,47,38.0,,0.38,17.86
2012-07-27,38,38.0,,0.38,14.44
2012-07-28,37,38.0,,0.38,14.06
2012-07-29,33,38.0,,0.38,12.540000000000001
2012-07-30,36,38.0,,0.38,13.68
2012-07-31,51,38.0,,0.38,19.38
2012-08-01,64,34.0,False,0.34,21.76
2012-08-02,95,34.0,,0.34,32.300000000000004
2012-08-03,68,34.0,,0.34,23.12
2012-08-04,42,34.0,,0.34,14.280000000000001
2012-08-05,54,34.0,,0.34,18.360000000000003
2012-08-06,73,34.0,,0.34,24.82
2012-08-07,100,34.0,,0.34,34.0
2012-08-08,60,34.0,,0.34,20.400000000000002
2012-08-09,63,34.0,,0.34,21.42
2012-08-10,66,34.0,,0.34,22.44
2012-08-11,59,34.0,,0.34,20.060000000000002
2012-08-12,84,34.0,,0.34,28.560000000000002
2012-08-13,73,34.0,,0.34,24.82
2012-08-14,79,34.0,,0.34,26.860000000000003
2012-08-15,67,34.0,,0.34,22.78
2012-08-16,77,34.0,,0.34,26.180000000000003
2012-08-17,57,34.0,,0.34,19.380000000000003
2012-08-18,62,34.0,,0.34,21.080000000000002
2012-08-19,54,34.0,,0.34,18.360000000000003
2012-08-20,88,34.0,,0.34,29.92
2012-08-21,66,34.0,,0.34,22.44
2012-08-22,78,34.0,,0.34,26.520000000000003
2012-08-23,64,34.0,,0.34,21.76
2012-08-24,58,34.0,,0.34,19.720000000000002
2012-08-25,69,34.0,,0.34,23.46
2012-08-26,68,34.0,,0.34,23.12
2012-08-27,46,34.0,,0.34,15.64
2012-08-28,84,34.0,,0.34,28.560000000000002
2012-08-29,60,34.0,,0.34,20.400000000000002
2012-08-30,67,34.0,,0.34,22.78
2012-08-31,64,34.0,,0.34,21.76
2012-09-01,58,33.0,False,0.33,19.14
2012-09-02,48,33.0,,0.33,15.84
2012-09-03,45,33.0,,0.33,14.850000000000001
2012-09-04,54,33.0,,0.33,17.82
2012-09-05,82,33.0,,0.33,27.060000000000002
2012-09-06,97,33.0,,0.33,32.01
2012-09-07,100,33.0,,0.33,33.0
2012-09-08,61,33.0,,0.33,20.130000000000003
2012-09-09,50,33.0,,0.33,16.5
2012-09-10,56,33.0,,0.33,18.48
2012-09-11,49,33.0,,0.33,16.17
2012-09-12,56,33.0,,0.33,18.48
2012-09-13,66,33.0,,0.33,21.78
2012-09-14,36,33.0,,0.33,11.88
2012-09-15,35,33.0,,0.33,11.55
2012-09-16,41,33.0,,0.33,13.530000000000001
2012-09-17,42,33.0,,0.33,13.860000000000001
2012-09-18,53,33.0,,0.33,17.490000000000002
2012-09-19,68,33.0,,0.33,22.44
2012-09-20,58,33.0,,0.33,19.14
2012-09-21,56,33.0,,0.33,18.48
2012-09-22,41,33.0,,0.33,13.530000000000001
2012-09-23,45,33.0,,0.33,14.850000000000001
2012-09-24,59,33.0,,0.33,19.470000000000002
2012-09-25,67,33.0,,0.33,22.11
2012-09-26,50,33.0,,0.33,16.5
2012-09-27,63,33.0,,0.33,20.790000000000003
2012-09-28,60,33.0,,0.33,19.8
2012-09-29,48,33.0,,0.33,15.84
2012-09-30,43,33.0,,0.33,14.190000000000001
2012-10-01,14,49.0,False,0.49,6.859999999999999
2012-10-02,11,49.0,,0.49,5.39
2012-10-03,24,49.0,,0.49,11.76
2012-10-04,23,49.0,,0.49,11.27
2012-10-05,17,49.0,,0.49,8.33
2012-10-06,10,49.0,,0.49,4.9
2012-10-07,18,49.0,,0.49,8.82
2012-10-08,14,49.0,,0.49,6.859999999999999
2012-10-09,16,49.0,,0.49,7.84
2012-10-10,15,49.0,,0.49,7.35
2012-10-11,23,49.0,,0.49,11.27
2012-10-12,23,49.0,,0.49,11.27
2012-10-13,16,49.0,,0.49,7.84
2012-10-14,13,49.0,,0.49,6.37
2012-10-15,20,49.0,,0.49,9.8
2012-10-16,16,49.0,,0.49,7.84
2012-10-17,32,49.0,,0.49,15.68
2012-10-18,22,49.0,,0.49,10.78
2012-10-19,22,49.0,,0.49,10.78
2012-10-20,24,49.0,,0.49,11.76
2012-10-21,14,49.0,,0.49,6.859999999999999
2012-10-22,20,49.0,,0.49,9.8
2012-10-23,100,49.0,,0.49,49.0
2012-10-24,27,49.0,,0.49,13.23
2012-10-25,22,49.0,,0.49,10.78
2012-10-26,19,49.0,,0.49,9.31
2012-10-27,12,49.0,,0.49,5.88
2012-10-28,16,49.0,,0.49,7.84
2012-10-29,12,49.0,,0.49,5.88
2012-10-30,23,49.0,,0.49,11.27
2012-10-31,15,49.0,,0.49,7.35
2012-11-01,16,54.0,False,0.54,8.64
2012-11-02,28,54.0,,0.54,15.120000000000001
2012-11-03,19,54.0,,0.54,10.260000000000002
2012-11-04,21,54.0,,0.54,11.34
2012-11-05,23,54.0,,0.54,12.420000000000002
2012-11-06,27,54.0,,0.54,14.580000000000002
2012-11-07,40,54.0,,0.54,21.6
2012-11-08,18,54.0,,0.54,9.72
2012-11-09,24,54.0,,0.54,12.96
2012-11-10,15,54.0,,0.54,8.100000000000001
2012-11-11,15,54.0,,0.54,8.100000000000001
2012-11-12,22,54.0,,0.54,11.88
2012-11-13,20,54.0,,0.54,10.8
2012-11-14,23,54.0,,0.54,12.420000000000002
2012-11-15,22,54.0,,0.54,11.88
2012-11-16,75,54.0,,0.54,40.5
2012-11-17,100,54.0,,0.54,54.0
2012-11-18,71,54.0,,0.54,38.34
2012-11-19,49,54.0,,0.54,26.46
2012-11-20,36,54.0,,0.54,19.44
2012-11-21,29,54.0,,0.54,15.66
2012-11-22,22,54.0,,0.54,11.88
2012-11-23,15,54.0,,0.54,8.100000000000001
2012-11-24,17,54.0,,0.54,9.18
2012-11-25,22,54.0,,0.54,11.88
2012-11-26,23,54.0,,0.54,12.420000000000002
2012-11-27,25,54.0,,0.54,13.5
2012-11-28,24,54.0,,0.54,12.96
2012-11-29,22,54.0,,0.54,11.88
2012-11-30,22,54.0,,0.54,11.88
2012-12-01,52,31.0,False,0.31,16.12
2012-12-02,60,31.0,,0.31,18.6
2012-12-03,64,31.0,,0.31,19.84
2012-12-04,98,31.0,,0.31,30.38
2012-12-05,75,31.0,,0.31,23.25
2012-12-06,76,31.0,,0.31,23.56
2012-12-07,70,31.0,,0.31,21.7
2012-12-08,50,31.0,,0.31,15.5
2012-12-09,78,31.0,,0.31,24.18
2012-12-10,91,31.0,,0.31,28.21
2012-12-11,83,31.0,,0.31,25.73
2012-12-12,96,31.0,,0.31,29.759999999999998
2012-12-13,70,31.0,,0.31,21.7
2012-12-14,59,31.0,,0.31,18.29
2012-12-15,58,31.0,,0.31,17.98
2012-12-16,44,31.0,,0.31,13.64
2012-12-17,51,31.0,,0.31,15.81
2012-12-18,54,31.0,,0.31,16.74
2012-12-19,100,31.0,,0.31,31.0
2012-12-20,66,31.0,,0.31,20.46
2012-12-21,71,31.0,,0.31,22.01
2012-12-22,62,31.0,,0.31,19.22
2012-12-23,45,31.0,,0.31,13.95
2012-12-24,51,31.0,,0.31,15.81
2012-12-25,42,31.0,,0.31,13.02
2012-12-26,29,31.0,,0.31,8.99
2012-12-27,52,31.0,,0.31,16.12
2012-12-28,50,31.0,,0.31,15.5
2012-12-29,74,31.0,,0.31,22.94
2012-12-30,59,31.0,,0.31,18.29
2012-12-31,52,31.0,,0.31,16.12
2013-01-01,58,31.0,False,0.31,17.98
2013-01-02,66,31.0,,0.31,20.46
2013-01-03,76,31.0,,0.31,23.56
2013-01-04,60,31.0,,0.31,18.6
2013-01-05,69,31.0,,0.31,21.39
2013-01-06,81,31.0,,0.31,25.11
2013-01-07,73,31.0,,0.31,22.63
2013-01-08,61,31.0,,0.31,18.91
2013-01-09,66,31.0,,0.31,20.46
2013-01-10,53,31.0,,0.31,16.43
2013-01-11,50,31.0,,0.31,15.5
2013-01-12,56,31.0,,0.31,17.36
2013-01-13,53,31.0,,0.31,16.43
2013-01-14,58,31.0,,0.31,17.98
2013-01-15,60,31.0,,0.31,18.6
2013-01-16,73,31.0,,0.31,22.63
2013-01-17,55,31.0,,0.31,17.05
2013-01-18,83,31.0,,0.31,25.73
2013-01-19,100,31.0,,0.31,31.0
2013-01-20,59,31.0,,0.31,18.29
2013-01-21,81,31.0,,0.31,25.11
2013-01-22,99,31.0,,0.31,30.69
2013-01-23,68,31.0,,0.31,21.08
2013-01-24,98,31.0,,0.31,30.38
2013-01-25,91,31.0,,0.31,28.21
2013-01-26,62,31.0,,0.31,19.22
2013-01-27,76,31.0,,0.31,23.56
2013-01-28,63,31.0,,0.31,19.53
2013-01-29,83,31.0,,0.31,25.73
2013-01-30,73,31.0,,0.31,22.63
2013-01-31,70,31.0,,0.31,21.7
2013-02-01,37,30.0,False,0.3,11.1
2013-02-02,48,30.0,,0.3,14.399999999999999
2013-02-03,43,30.0,,0.3,12.9
2013-02-04,67,30.0,,0.3,20.099999999999998
2013-02-05,32,30.0,,0.3,9.6
2013-02-06,67,30.0,,0.3,20.099999999999998
2013-02-07,100,30.0,,0.3,30.0
2013-02-08,57,30.0,,0.3,17.099999999999998
2013-02-09,48,30.0,,0.3,14.399999999999999
2013-02-10,34,30.0,,0.3,10.2
2013-02-11,66,30.0,,0.3,19.8
2013-02-12,35,30.0,,0.3,10.5
2013-02-13,59,30.0,,0.3,17.7
2013-02-14,70,30.0,,0.3,21.0
2013-02-15,50,30.0,,0.3,15.0
2013-02-16,44,30.0,,0.3,13.2
2013-02-17,39,30.0,,0.3,11.7
2013-02-18,61,30.0,,0.3,18.3
2013-02-19,55,30.0,,0.3,16.5
2013-02-20,79,30.0,,0.3,23.7
2013-02-21,48,30.0,,0.3,14.399999999999999
2013-02-22,61,30.0,,0.3,18.3
2013-02-23,24,30.0,,0.3,7.199999999999999
2013-02-24,43,30.0,,0.3,12.9
2013-02-25,72,30.0,,0.3,21.599999999999998
2013-02-26,96,30.0,,0.3,28.799999999999997
2013-02-27,66,30.0,,0.3,19.8
2013-02-28,84,30.0,,0.3,25.2
2013-03-01,82,37.0,False,0.37,30.34
2013-03-02,77,37.0,,0.37,28.49
2013-03-03,63,37.0,,0.37,23.31
2013-03-04,75,37.0,,0.37,27.75
2013-03-05,71,37.0,,0.37,26.27
2013-03-06,43,37.0,,0.37,15.91
2013-03-07,73,37.0,,0.37,27.009999999999998
2013-03-08,71,37.0,,0.37,26.27
2013-03-09,73,37.0,,0.37,27.009999999999998
2013-03-10,44,37.0,,0.37,16.28
2013-03-11,90,37.0,,0.37,33.3
2013-03-12,88,37.0,,0.37,32.56
2013-03-13,77,37.0,,0.37,28.49
2013-03-14,84,37.0,,0.37,31.08
2013-03-15,88,37.0,,0.37,32.56
2013-03-16,38,37.0,,0.37,14.06
2013-03-17,73,37.0,,0.37,27.009999999999998
2013-03-18,61,37.0,,0.37,22.57
2013-03-19,75,37.0,,0.37,27.75
2013-03-20,87,37.0,,0.37,32.19
2013-03-21,98,37.0,,0.37,36.26
2013-03-22,63,37.0,,0.37,23.31
2013-03-23,55,37.0,,0.37,20.35
2013-03-24,77,37.0,,0.37,28.49
2013-03-25,77,37.0,,0.37,28.49
2013-03-26,100,37.0,,0.37,37.0
2013-03-27,81,37.0,,0.37,29.97
2013-03-28,97,37.0,,0.37,35.89
2013-03-29,77,37.0,,0.37,28.49
2013-03-30,66,37.0,,0.37,24.419999999999998
2013-03-31,72,37.0,,0.37,26.64
2013-04-01,58,50.0,False,0.5,29.0
2013-04-02,73,50.0,,0.5,36.5
2013-04-03,87,50.0,,0.5,43.5
2013-04-04,63,50.0,,0.5,31.5
2013-04-05,71,50.0,,0.5,35.5
2013-04-06,74,50.0,,0.5,37.0
2013-04-07,59,50.0,,0.5,29.5
2013-04-08,75,50.0,,0.5,37.5
2013-04-09,67,50.0,,0.5,33.5
2013-04-10,67,50.0,,0.5,33.5
2013-04-11,78,50.0,,0.5,39.0
2013-04-12,57,50.0,,0.5,28.5
2013-04-13,52,50.0,,0.5,26.0
2013-04-14,59,50.0,,0.5,29.5
2013-04-15,71,50.0,,0.5,35.5
2013-04-16,81,50.0,,0.5,40.5
2013-04-17,86,50.0,,0.5,43.0
2013-04-18,68,50.0,,0.5,34.0
2013-04-19,51,50.0,,0.5,25.5
2013-04-20,46,50.0,,0.5,23.0
2013-04-21,55,50.0,,0.5,27.5
2013-04-22,74,50.0,,0.5,37.0
2013-04-23,98,50.0,,0.5,49.0
2013-04-24,100,50.0,,0.5,50.0
2013-04-25,84,50.0,,0.5,42.0
2013-04-26,88,50.0,,0.5,44.0
2013-04-27,80,50.0,,0.5,40.0
2013-04-28,48,50.0,,0.5,24.0
2013-04-29,68,50.0,,0.5,34.0
2013-04-30,73,50.0,,0.5,36.5
2013-05-01,79,42.0,False,0.42,33.18
2013-05-02,77,42.0,,0.42,32.339999999999996
2013-05-03,95,42.0,,0.42,39.9
2013-05-04,95,42.0,,0.42,39.9
2013-05-05,79,42.0,,0.42,33.18
2013-05-06,85,42.0,,0.42,35.699999999999996
2013-05-07,86,42.0,,0.42,36.12
2013-05-08,91,42.0,,0.42,38.22
2013-05-09,97,42.0,,0.42,40.74
2013-05-10,83,42.0,,0.42,34.86
2013-05-11,74,42.0,,0.42,31.08
2013-05-12,57,42.0,,0.42,23.939999999999998
2013-05-13,83,42.0,,0.42,34.86
2013-05-14,100,42.0,,0.42,42.0
2013-05-15,65,42.0,,0.42,27.3
2013-05-16,67,42.0,,0.42,28.14
2013-05-17,92,42.0,,0.42,38.64
2013-05-18,87,42.0,,0.42,36.54
2013-05-19,87,42.0,,0.42,36.54
2013-05-20,86,42.0,,0.42,36.12
2013-05-21,74,42.0,,0.42,31.08
2013-05-22,79,42.0,,0.42,33.18
2013-05-23,81,42.0,,0.42,34.019999999999996
2013-05-24,65,42.0,,0.42,27.3
2013-05-25,89,42.0,,0.42,37.379999999999995
2013-05-26,68,42.0,,0.42,28.56
2013-05-27,51,42.0,,0.42,21.419999999999998
2013-05-28,66,42.0,,0.42,27.72
2013-05-29,73,42.0,,0.42,30.66
2013-05-30,67,42.0,,0.42,28.14
2013-05-31,83,42.0,,0.42,34.86
2013-06-01,50,38.0,False,0.38,19.0
2013-06-02,66,38.0,,0.38,25.080000000000002
2013-06-03,100,38.0,,0.38,38.0
2013-06-04,63,38.0,,0.38,23.94
2013-06-05,70,38.0,,0.38,26.6
2013-06-06,71,38.0,,0.38,26.98
2013-06-07,60,38.0,,0.38,22.8
2013-06-08,69,38.0,,0.38,26.22
2013-06-09,48,38.0,,0.38,18.240000000000002
2013-06-10,80,38.0,,0.38,30.4
2013-06-11,69,38.0,,0.38,26.22
2013-06-12,47,38.0,,0.38,17.86
2013-06-13,55,38.0,,0.38,20.9
2013-06-14,90,38.0,,0.38,34.2
2013-06-15,59,38.0,,0.38,22.42
2013-06-16,64,38.0,,0.38,24.32
2013-06-17,61,38.0,,0.38,23.18
2013-06-18,88,38.0,,0.38,33.44
2013-06-19,61,38.0,,0.38,23.18
2013-06-20,76,38.0,,0.38,28.88
2013-06-21,68,38.0,,0.38,25.84
2013-06-22,77,38.0,,0.38,29.26
2013-06-23,78,38.0,,0.38,29.64
2013-06-24,63,38.0,,0.38,23.94
2013-06-25,67,38.0,,0.38,25.46
2013-06-26,81,38.0,,0.38,30.78
2013-06-27,69,38.0,,0.38,26.22
2013-06-28,66,38.0,,0.38,25.080000000000002
2013-06-29,40,38.0,,0.38,15.2
2013-06-30,79,38.0,,0.38,30.02
2013-07-01,18,67.0,False,0.67,12.06
2013-07-02,18,67.0,,0.67,12.06
2013-07-03,17,67.0,,0.67,11.39
2013-07-04,14,67.0,,0.67,9.38
2013-07-05,14,67.0,,0.67,9.38
2013-07-06,17,67.0,,0.67,11.39
2013-07-07,12,67.0,,0.67,8.040000000000001
2013-07-08,11,67.0,,0.67,7.37
2013-07-09,19,67.0,,0.67,12.73
2013-07-10,13,67.0,,0.67,8.71
2013-07-11,16,67.0,,0.67,10.72
2013-07-12,10,67.0,,0.67,6.7
2013-07-13,16,67.0,,0.67,10.72
2013-07-14,14,67.0,,0.67,9.38
2013-07-15,14,67.0,,0.67,9.38
2013-07-16,17,67.0,,0.67,11.39
2013-07-17,16,67.0,,0.67,10.72
2013-07-18,80,67.0,,0.67,53.6
2013-07-19,100,67.0,,0.67,67.0
2013-07-20,51,67.0,,0.67,34.17
2013-07-21,40,67.0,,0.67,26.8
2013-07-22,34,67.0,,0.67,22.78
2013-07-23,38,67.0,,0.67,25.46
2013-07-24,38,67.0,,0.67,25.46
2013-07-25,29,67.0,,0.67,19.43
2013-07-26,29,67.0,,0.67,19.43
2013-07-27,29,67.0,,0.67,19.43
2013-07-28,30,67.0,,0.67,20.1
2013-07-29,30,67.0,,0.67,20.1
2013-07-30,33,67.0,,0.67,22.110000000000003
2013-07-31,27,67.0,,0.67,18.09
2013-08-01,100,46.0,False,0.46,46.0
2013-08-02,60,46.0,,0.46,27.6
2013-08-03,73,46.0,,0.46,33.58
2013-08-04,81,46.0,,0.46,37.260000000000005
2013-08-05,86,46.0,,0.46,39.56
2013-08-06,75,46.0,,0.46,34.5
2013-08-07,84,46.0,,0.46,38.64
2013-08-08,100,46.0,,0.46,46.0
2013-08-09,81,46.0,,0.46,37.260000000000005
2013-08-10,71,46.0,,0.46,32.660000000000004
2013-08-11,71,46.0,,0.46,32.660000000000004
2013-08-12,66,46.0,,0.46,30.360000000000003
2013-08-13,82,46.0,,0.46,37.72
2013-08-14,82,46.0,,0.46,37.72
2013-08-15,69,46.0,,0.46,31.740000000000002
2013-08-16,54,46.0,,0.46,24.84
2013-08-17,56,46.0,,0.46,25.76
2013-08-18,71,46.0,,0.46,32.660000000000004
2013-08-19,70,46.0,,0.46,32.2
2013-08-20,56,46.0,,0.46,25.76
2013-08-21,62,46.0,,0.46,28.52
2013-08-22,66,46.0,,0.46,30.360000000000003
2013-08-23,70,46.0,,0.46,32.2
2013-08-24,58,46.0,,0.46,26.68
2013-08-25,51,46.0,,0.46,23.46
2013-08-26,69,46.0,,0.46,31.740000000000002
2013-08-27,65,46.0,,0.46,29.900000000000002
2013-08-28,55,46.0,,0.46,25.3
2013-08-29,62,46.0,,0.46,28.52
2013-08-30,50,46.0,,0.46,23.0
2013-08-31,55,46.0,,0.46,25.3
2013-09-01,73,39.0,False,0.39,28.470000000000002
2013-09-02,74,39.0,,0.39,28.86
2013-09-03,97,39.0,,0.39,37.83
2013-09-04,80,39.0,,0.39,31.200000000000003
2013-09-05,91,39.0,,0.39,35.49
2013-09-06,40,39.0,,0.39,15.600000000000001
2013-09-07,47,39.0,,0.39,18.330000000000002
2013-09-08,53,39.0,,0.39,20.67
2013-09-09,54,39.0,,0.39,21.060000000000002
2013-09-10,59,39.0,,0.39,23.01
2013-09-11,77,39.0,,0.39,30.03
2013-09-12,80,39.0,,0.39,31.200000000000003
2013-09-13,50,39.0,,0.39,19.5
2013-09-14,60,39.0,,0.39,23.400000000000002
2013-09-15,41,39.0,,0.39,15.99
2013-09-16,69,39.0,,0.39,26.91
2013-09-17,81,39.0,,0.39,31.59
2013-09-18,73,39.0,,0.39,28.470000000000002
2013-09-19,63,39.0,,0.39,24.57
2013-09-20,87,39.0,,0.39,33.93
2013-09-21,72,39.0,,0.39,28.080000000000002
2013-09-22,52,39.0,,0.39,20.28
2013-09-23,61,39.0,,0.39,23.79
2013-09-24,80,39.0,,0.39,31.200000000000003
2013-09-25,61,39.0,,0.39,23.79
2013-09-26,80,39.0,,0.39,31.200000000000003
2013-09-27,100,39.0,,0.39,39.0
2013-09-28,83,39.0,,0.39,32.370000000000005
2013-09-29,75,39.0,,0.39,29.25
2013-09-30,98,39.0,,0.39,38.22
2013-10-01,80,36.0,False,0.36,28.799999999999997
2013-10-02,82,36.0,,0.36,29.52
2013-10-03,88,36.0,,0.36,31.68
2013-10-04,59,36.0,,0.36,21.24
2013-10-05,63,36.0,,0.36,22.68
2013-10-06,66,36.0,,0.36,23.759999999999998
2013-10-07,67,36.0,,0.36,24.119999999999997
2013-10-08,83,36.0,,0.36,29.88
2013-10-09,60,36.0,,0.36,21.599999999999998
2013-10-10,100,36.0,,0.36,36.0
2013-10-11,62,36.0,,0.36,22.32
2013-10-12,49,36.0,,0.36,17.64
2013-10-13,77,36.0,,0.36,27.72
2013-10-14,73,36.0,,0.36,26.279999999999998
2013-10-15,56,36.0,,0.36,20.16
2013-10-16,77,36.0,,0.36,27.72
2013-10-17,84,36.0,,0.36,30.24
2013-10-18,41,36.0,,0.36,14.76
2013-10-19,63,36.0,,0.36,22.68
2013-10-20,41,36.0,,0.36,14.76
2013-10-21,40,36.0,,0.36,14.399999999999999
2013-10-22,64,36.0,,0.36,23.04
2013-10-23,50,36.0,,0.36,18.0
2013-10-24,40,36.0,,0.36,14.399999999999999
2013-10-25,60,36.0,,0.36,21.599999999999998
2013-10-26,34,36.0,,0.36,12.24
2013-10-27,45,36.0,,0.36,16.2
2013-10-28,46,36.0,,0.36,16.56
2013-10-29,38,36.0,,0.36,13.68
2013-10-30,64,36.0,,0.36,23.04
2013-10-31,29,36.0,,0.36,10.44
2013-11-01,46,26.0,False,0.26,11.96
2013-11-02,53,26.0,,0.26,13.780000000000001
2013-11-03,51,26.0,,0.26,13.26
2013-11-04,38,26.0,,0.26,9.88
2013-11-05,49,26.0,,0.26,12.74
2013-11-06,60,26.0,,0.26,15.600000000000001
2013-11-07,54,26.0,,0.26,14.040000000000001
2013-11-08,49,26.0,,0.26,12.74
2013-11-09,41,26.0,,0.26,10.66
2013-11-10,39,26.0,,0.26,10.14
2013-11-11,49,26.0,,0.26,12.74
2013-11-12,95,26.0,,0.26,24.7
2013-11-13,100,26.0,,0.26,26.0
2013-11-14,82,26.0,,0.26,21.32
2013-11-15,55,26.0,,0.26,14.3
2013-11-16,38,26.0,,0.26,9.88
2013-11-17,31,26.0,,0.26,8.06
2013-11-18,57,26.0,,0.26,14.82
2013-11-19,54,26.0,,0.26,14.040000000000001
2013-11-20,57,26.0,,0.26,14.82
2013-11-21,66,26.0,,0.26,17.16
2013-11-22,53,26.0,,0.26,13.780000000000001
2013-11-23,52,26.0,,0.26,13.52
2013-11-24,46,26.0,,0.26,11.96
2013-11-25,39,26.0,,0.26,10.14
2013-11-26,42,26.0,,0.26,10.92
2013-11-27,50,26.0,,0.26,13.0
2013-11-28,38,26.0,,0.26,9.88
2013-11-29,54,26.0,,0.26,14.040000000000001
2013-11-30,41,26.0,,0.26,10.66
2013-12-01,37,24.0,False,0.24,8.879999999999999
2013-12-02,69,24.0,,0.24,16.56
2013-12-03,80,24.0,,0.24,19.2
2013-12-04,100,24.0,,0.24,24.0
2013-12-05,59,24.0,,0.24,14.16
2013-12-06,84,24.0,,0.24,20.16
2013-12-07,56,24.0,,0.24,13.44
2013-12-08,83,24.0,,0.24,19.919999999999998
2013-12-09,86,24.0,,0.24,20.64
2013-12-10,27,24.0,,0.24,6.4799999999999995
2013-12-11,61,24.0,,0.24,14.639999999999999
2013-12-12,52,24.0,,0.24,12.48
2013-12-13,34,24.0,,0.24,8.16
2013-12-14,46,24.0,,0.24,11.04
2013-12-15,52,24.0,,0.24,12.48
2013-12-16,71,24.0,,0.24,17.04
2013-12-17,43,24.0,,0.24,10.32
2013-12-18,67,24.0,,0.24,16.08
2013-12-19,35,24.0,,0.24,8.4
2013-12-20,97,24.0,,0.24,23.279999999999998
2013-12-21,61,24.0,,0.24,14.639999999999999
2013-12-22,12,24.0,,0.24,2.88
2013-12-23,37,24.0,,0.24,8.879999999999999
2013-12-24,83,24.0,,0.24,19.919999999999998
2013-12-25,49,24.0,,0.24,11.76
2013-12-26,62,24.0,,0.24,14.879999999999999
2013-12-27,64,24.0,,0.24,15.36
2013-12-28,65,24.0,,0.24,15.6
2013-12-29,47,24.0,,0.24,11.28
2013-12-30,75,24.0,,0.24,18.0
2013-12-31,47,24.0,,0.24,11.28
2014-01-01,48,25.0,False,0.25,12.0
2014-01-02,57,25.0,,0.25,14.25
2014-01-03,78,25.0,,0.25,19.5
2014-01-04,69,25.0,,0.25,17.25
2014-01-05,72,25.0,,0.25,18.0
2014-01-06,61,25.0,,0.25,15.25
2014-01-07,54,25.0,,0.25,13.5
2014-01-08,71,25.0,,0.25,17.75
2014-01-09,69,25.0,,0.25,17.25
2014-01-10,66,25.0,,0.25,16.5
2014-01-11,60,25.0,,0.25,15.0
2014-01-12,57,25.0,,0.25,14.25
2014-01-13,59,25.0,,0.25,14.75
2014-01-14,83,25.0,,0.25,20.75
2014-01-15,61,25.0,,0.25,15.25
2014-01-16,69,25.0,,0.25,17.25
2014-01-17,73,25.0,,0.25,18.25
2014-01-18,56,25.0,,0.25,14.0
2014-01-19,61,25.0,,0.25,15.25
2014-01-20,66,25.0,,0.25,16.5
2014-01-21,68,25.0,,0.25,17.0
2014-01-22,81,25.0,,0.25,20.25
2014-01-23,94,25.0,,0.25,23.5
2014-01-24,75,25.0,,0.25,18.75
2014-01-25,55,25.0,,0.25,13.75
2014-01-26,85,25.0,,0.25,21.25
2014-01-27,86,25.0,,0.25,21.5
2014-01-28,92,25.0,,0.25,23.0
2014-01-29,69,25.0,,0.25,17.25
2014-01-30,70,25.0,,0.25,17.5
2014-01-31,100,25.0,,0.25,25.0
2014-02-01,39,29.0,False,0.29,11.309999999999999
2014-02-02,41,29.0,,0.29,11.889999999999999
2014-02-03,41,29.0,,0.29,11.889999999999999
2014-02-04,43,29.0,,0.29,12.469999999999999
2014-02-05,39,29.0,,0.29,11.309999999999999
2014-02-06,41,29.0,,0.29,11.889999999999999
2014-02-07,51,29.0,,0.29,14.79
2014-02-08,29,29.0,,0.29,8.41
2014-02-09,29,29.0,,0.29,8.41
2014-02-10,45,29.0,,0.29,13.049999999999999
2014-02-11,32,29.0,,0.29,9.28
2014-02-12,47,29.0,,0.29,13.629999999999999
2014-02-13,100,29.0,,0.29,28.999999999999996
2014-02-14,61,29.0,,0.29,17.689999999999998
2014-02-15,40,29.0,,0.29,11.6
2014-02-16,38,29.0,,0.29,11.02
2014-02-17,43,29.0,,0.29,12.469999999999999
2014-02-18,49,29.0,,0.29,14.209999999999999
2014-02-19,37,29.0,,0.29,10.729999999999999
2014-02-20,46,29.0,,0.29,13.34
2014-02-21,42,29.0,,0.29,12.18
2014-02-22,32,29.0,,0.29,9.28
2014-02-23,33,29.0,,0.29,9.569999999999999
2014-02-24,34,29.0,,0.29,9.86
2014-02-25,40,29.0,,0.29,11.6
2014-02-26,47,29.0,,0.29,13.629999999999999
2014-02-27,44,29.0,,0.29,12.76
2014-02-28,64,29.0,,0.29,18.56
2014-03-01,100,27.0,False,0.27,27.0
2014-03-02,38,27.0,,0.27,10.260000000000002
2014-03-03,63,27.0,,0.27,17.01
2014-03-04,54,27.0,,0.27,14.580000000000002
2014-03-05,55,27.0,,0.27,14.850000000000001
2014-03-06,36,27.0,,0.27,9.72
2014-03-07,50,27.0,,0.27,13.5
2014-03-08,40,27.0,,0.27,10.8
2014-03-09,39,27.0,,0.27,10.530000000000001
2014-03-10,76,27.0,,0.27,20.520000000000003
2014-03-11,40,27.0,,0.27,10.8
2014-03-12,51,27.0,,0.27,13.770000000000001
2014-03-13,57,27.0,,0.27,15.39
2014-03-14,59,27.0,,0.27,15.930000000000001
2014-03-15,66,27.0,,0.27,17.82
2014-03-16,43,27.0,,0.27,11.610000000000001
2014-03-17,74,27.0,,0.27,19.98
2014-03-18,60,27.0,,0.27,16.200000000000003
2014-03-19,80,27.0,,0.27,21.6
2014-03-20,57,27.0,,0.27,15.39
2014-03-21,88,27.0,,0.27,23.76
2014-03-22,55,27.0,,0.27,14.850000000000001
