date,BANKRUPT_unscaled,BANKRUPT_monthly,isPartial,scale,BANKRUPT
2008-09-04,7,94.0,,0.94,6.58
2008-09-05,14,94.0,,0.94,13.16
2008-09-06,10,94.0,,0.94,9.399999999999999
2008-09-07,12,94.0,,0.94,11.28
2008-09-08,19,94.0,,0.94,17.86
2008-09-09,20,94.0,,0.94,18.799999999999997
2008-09-10,25,94.0,,0.94,23.5
2008-09-11,31,94.0,,0.94,29.139999999999997
2008-09-12,28,94.0,,0.94,26.32
2008-09-13,19,94.0,,0.94,17.86
2008-09-14,18,94.0,,0.94,16.919999999999998
2008-09-15,100,94.0,,0.94,94.0
2008-09-16,94,94.0,,0.94,88.36
2008-09-17,97,94.0,,0.94,91.17999999999999
2008-09-18,94,94.0,,0.94,88.36
2008-09-19,52,94.0,,0.94,48.879999999999995
2008-09-20,37,94.0,,0.94,34.78
2008-09-21,25,94.0,,0.94,23.5
2008-09-22,49,94.0,,0.94,46.059999999999995
2008-09-23,36,94.0,,0.94,33.839999999999996
2008-09-24,39,94.0,,0.94,36.66
2008-09-25,35,94.0,,0.94,32.9
2008-09-26,64,94.0,,0.94,60.16
2008-09-27,57,94.0,,0.94,53.58
2008-09-28,24,94.0,,0.94,22.56
2008-09-29,65,94.0,,0.94,61.099999999999994
2008-09-30,77,94.0,,0.94,72.38
2008-10-01,52,79.0,False,0.79,41.08
2008-10-02,61,79.0,,0.79,48.190000000000005
2008-10-03,54,79.0,,0.79,42.660000000000004
2008-10-04,64,79.0,,0.79,50.56
2008-10-05,27,79.0,,0.79,21.330000000000002
2008-10-06,51,79.0,,0.79,40.29
2008-10-07,50,79.0,,0.79,39.5
2008-10-08,90,79.0,,0.79,71.10000000000001
2008-10-09,76,79.0,,0.79,60.040000000000006
2008-10-10,100,79.0,,0.79,79.0
2008-10-11,69,79.0,,0.79,54.510000000000005
2008-10-12,50,79.0,,0.79,39.5
2008-10-13,45,79.0,,0.79,35.550000000000004
2008-10-14,41,79.0,,0.79,32.39
2008-10-15,54,79.0,,0.79,42.660000000000004
2008-10-16,40,79.0,,0.79,31.6
2008-10-17,43,79.0,,0.79,33.97
2008-10-18,27,79.0,,0.79,21.330000000000002
2008-10-19,27,79.0,,0.79,21.330000000000002
2008-10-20,32,79.0,,0.79,25.28
2008-10-21,39,79.0,,0.79,30.810000000000002
2008-10-22,44,79.0,,0.79,34.760000000000005
2008-10-23,32,79.0,,0.79,25.28
2008-10-24,40,79.0,,0.79,31.6
2008-10-25,29,79.0,,0.79,22.91
2008-10-26,43,79.0,,0.79,33.97
2008-10-27,47,79.0,,0.79,37.13
2008-10-28,45,79.0,,0.79,35.550000000000004
2008-10-29,32,79.0,,0.79,25.28
2008-10-30,37,79.0,,0.79,29.23
2008-10-31,34,79.0,,0.79,26.86
2008-11-01,29,100.0,False,1.0,29.0
2008-11-02,29,100.0,,1.0,29.0
2008-11-03,100,100.0,,1.0,100.0
2008-11-04,49,100.0,,1.0,49.0
2008-11-05,27,100.0,,1.0,27.0
2008-11-06,41,100.0,,1.0,41.0
2008-11-07,28,100.0,,1.0,28.0
2008-11-08,45,100.0,,1.0,45.0
2008-11-09,26,100.0,,1.0,26.0
2008-11-10,50,100.0,,1.0,50.0
2008-11-11,62,100.0,,1.0,62.0
2008-11-12,42,100.0,,1.0,42.0
2008-11-13,60,100.0,,1.0,60.0
2008-11-14,50,100.0,,1.0,50.0
2008-11-15,34,100.0,,1.0,34.0
2008-11-16,44,100.0,,1.0,44.0
2008-11-17,33,100.0,,1.0,33.0
2008-11-18,66,100.0,,1.0,66.0
2008-11-19,70,100.0,,1.0,70.0
2008-11-20,64,100.0,,1.0,64.0
2008-11-21,55,100.0,,1.0,55.0
2008-11-22,60,100.0,,1.0,60.0
2008-11-23,43,100.0,,1.0,43.0
2008-11-24,48,100.0,,1.0,48.0
2008-11-25,59,100.0,,1.0,59.0
2008-11-26,44,100.0,,1.0,44.0
2008-11-27,33,100.0,,1.0,33.0
2008-11-28,28,100.0,,1.0,28.0
2008-11-29,24,100.0,,1.0,24.0
2008-11-30,30,100.0,,1.0,30.0
2008-12-01,71,82.0,False,0.82,58.22
2008-12-02,72,82.0,,0.82,59.04
2008-12-03,68,82.0,,0.82,55.76
2008-12-04,69,82.0,,0.82,56.58
2008-12-05,81,82.0,,0.82,66.42
2008-12-06,52,82.0,,0.82,42.64
2008-12-07,55,82.0,,0.82,45.099999999999994
2008-12-08,90,82.0,,0.82,73.8
2008-12-09,96,82.0,,0.82,78.72
2008-12-10,88,82.0,,0.82,72.16
2008-12-11,87,82.0,,0.82,71.33999999999999
2008-12-12,100,82.0,,0.82,82.0
2008-12-13,73,82.0,,0.82,59.86
2008-12-14,49,82.0,,0.82,40.18
2008-12-15,73,82.0,,0.82,59.86
2008-12-16,63,82.0,,0.82,51.66
2008-12-17,63,82.0,,0.82,51.66
2008-12-18,60,82.0,,0.82,49.199999999999996
2008-12-19,80,82.0,,0.82,65.6
2008-12-20,64,82.0,,0.82,52.48
2008-12-21,46,82.0,,0.82,37.72
2008-12-22,47,82.0,,0.82,38.54
2008-12-23,71,82.0,,0.82,58.22
2008-12-24,70,82.0,,0.82,57.4
2008-12-25,50,82.0,,0.82,41.0
2008-12-26,68,82.0,,0.82,55.76
2008-12-27,48,82.0,,0.82,39.36
2008-12-28,53,82.0,,0.82,43.46
2008-12-29,85,82.0,,0.82,69.7
2008-12-30,97,82.0,,0.82,79.53999999999999
2008-12-31,69,82.0,,0.82,56.58
2009-01-01,29,91.0,False,0.91,26.39
2009-01-02,73,91.0,,0.91,66.43
2009-01-03,24,91.0,,0.91,21.84
2009-01-04,10,91.0,,0.91,9.1
2009-01-05,62,91.0,,0.91,56.42
2009-01-06,42,91.0,,0.91,38.22
2009-01-07,64,91.0,,0.91,58.24
2009-01-08,51,91.0,,0.91,46.410000000000004
2009-01-09,47,91.0,,0.91,42.77
2009-01-10,69,91.0,,0.91,62.79
2009-01-11,24,91.0,,0.91,21.84
2009-01-12,44,91.0,,0.91,40.04
2009-01-13,50,91.0,,0.91,45.5
2009-01-14,41,91.0,,0.91,37.31
2009-01-15,44,91.0,,0.91,40.04
2009-01-16,70,91.0,,0.91,63.7
2009-01-17,100,91.0,,0.91,91.0
2009-01-18,58,91.0,,0.91,52.78
2009-01-19,66,91.0,,0.91,60.06
2009-01-20,44,91.0,,0.91,40.04
2009-01-21,65,91.0,,0.91,59.15
2009-01-22,34,91.0,,0.91,30.94
2009-01-23,71,91.0,,0.91,64.61
2009-01-24,36,91.0,,0.91,32.76
2009-01-25,32,91.0,,0.91,29.12
2009-01-26,80,91.0,,0.91,72.8
2009-01-27,58,91.0,,0.91,52.78
2009-01-28,54,91.0,,0.91,49.14
2009-01-29,56,91.0,,0.91,50.96
2009-01-30,45,91.0,,0.91,40.95
2009-01-31,67,91.0,,0.91,60.97
2009-02-01,39,91.0,False,0.91,35.49
2009-02-02,47,91.0,,0.91,42.77
2009-02-03,44,91.0,,0.91,40.04
2009-02-04,64,91.0,,0.91,58.24
2009-02-05,42,91.0,,0.91,38.22
2009-02-06,41,91.0,,0.91,37.31
2009-02-07,53,91.0,,0.91,48.230000000000004
2009-02-08,39,91.0,,0.91,35.49
2009-02-09,47,91.0,,0.91,42.77
2009-02-10,76,91.0,,0.91,69.16
2009-02-11,100,91.0,,0.91,91.0
2009-02-12,65,91.0,,0.91,59.15
2009-02-13,66,91.0,,0.91,60.06
2009-02-14,29,91.0,,0.91,26.39
2009-02-15,92,91.0,,0.91,83.72
2009-02-16,53,91.0,,0.91,48.230000000000004
2009-02-17,84,91.0,,0.91,76.44
2009-02-18,77,91.0,,0.91,70.07000000000001
2009-02-19,56,91.0,,0.91,50.96
2009-02-20,41,91.0,,0.91,37.31
2009-02-21,57,91.0,,0.91,51.870000000000005
2009-02-22,53,91.0,,0.91,48.230000000000004
2009-02-23,59,91.0,,0.91,53.690000000000005
2009-02-24,67,91.0,,0.91,60.97
2009-02-25,35,91.0,,0.91,31.85
2009-02-26,55,91.0,,0.91,50.050000000000004
2009-02-27,54,91.0,,0.91,49.14
2009-02-28,41,91.0,,0.91,37.31
2009-03-01,54,80.0,False,0.8,43.2
2009-03-02,74,80.0,,0.8,59.2
2009-03-03,61,80.0,,0.8,48.800000000000004
2009-03-04,53,80.0,,0.8,42.400000000000006
2009-03-05,63,80.0,,0.8,50.400000000000006
2009-03-06,100,80.0,,0.8,80.0
2009-03-07,64,80.0,,0.8,51.2
2009-03-08,65,80.0,,0.8,52.0
2009-03-09,76,80.0,,0.8,60.800000000000004
2009-03-10,81,80.0,,0.8,64.8
2009-03-11,52,80.0,,0.8,41.6
2009-03-12,65,80.0,,0.8,52.0
2009-03-13,59,80.0,,0.8,47.2
2009-03-14,56,80.0,,0.8,44.800000000000004
2009-03-15,38,80.0,,0.8,30.400000000000002
2009-03-16,57,80.0,,0.8,45.6
2009-03-17,70,80.0,,0.8,56.0
2009-03-18,51,80.0,,0.8,40.800000000000004
2009-03-19,52,80.0,,0.8,41.6
2009-03-20,48,80.0,,0.8,38.400000000000006
2009-03-21,54,80.0,,0.8,43.2
2009-03-22,27,80.0,,0.8,21.6
2009-03-23,51,80.0,,0.8,40.800000000000004
2009-03-24,49,80.0,,0.8,39.2
2009-03-25,49,80.0,,0.8,39.2
2009-03-26,49,80.0,,0.8,39.2
2009-03-27,55,80.0,,0.8,44.0
2009-03-28,37,80.0,,0.8,29.6
2009-03-29,31,80.0,,0.8,24.8
2009-03-30,68,80.0,,0.8,54.400000000000006
2009-03-31,83,80.0,,0.8,66.4
2009-04-01,88,68.0,False,0.68,59.84
2009-04-02,66,68.0,,0.68,44.88
2009-04-03,57,68.0,,0.68,38.760000000000005
2009-04-04,62,68.0,,0.68,42.160000000000004
2009-04-05,39,68.0,,0.68,26.520000000000003
2009-04-06,55,68.0,,0.68,37.400000000000006
2009-04-07,77,68.0,,0.68,52.36000000000001
2009-04-08,69,68.0,,0.68,46.92
2009-04-09,67,68.0,,0.68,45.56
2009-04-10,45,68.0,,0.68,30.6
2009-04-11,55,68.0,,0.68,37.400000000000006
2009-04-12,47,68.0,,0.68,31.96
2009-04-13,100,68.0,,0.68,68.0
2009-04-14,85,68.0,,0.68,57.800000000000004
2009-04-15,81,68.0,,0.68,55.080000000000005
2009-04-16,77,68.0,,0.68,52.36000000000001
2009-04-17,78,68.0,,0.68,53.040000000000006
2009-04-18,36,68.0,,0.68,24.48
2009-04-19,62,68.0,,0.68,42.160000000000004
2009-04-20,57,68.0,,0.68,38.760000000000005
2009-04-21,80,68.0,,0.68,54.400000000000006
2009-04-22,94,68.0,,0.68,63.92
2009-04-23,46,68.0,,0.68,31.28
2009-04-24,66,68.0,,0.68,44.88
2009-04-25,32,68.0,,0.68,21.76
2009-04-26,59,68.0,,0.68,40.120000000000005
2009-04-27,54,68.0,,0.68,36.720000000000006
2009-04-28,62,68.0,,0.68,42.160000000000004
2009-04-29,46,68.0,,0.68,31.28
2009-04-30,72,68.0,,0.68,48.96
2009-05-01,66,58.0,False,0.58,38.279999999999994
2009-05-02,55,58.0,,0.58,31.9
2009-05-03,46,58.0,,0.58,26.68
2009-05-04,70,58.0,,0.58,40.599999999999994
2009-05-05,76,58.0,,0.58,44.08
2009-05-06,55,58.0,,0.58,31.9
2009-05-07,69,58.0,,0.58,40.019999999999996
2009-05-08,67,58.0,,0.58,38.86
2009-05-09,33,58.0,,0.58,19.139999999999997
2009-05-10,34,58.0,,0.58,19.72
2009-05-11,69,58.0,,0.58,40.019999999999996
2009-05-12,79,58.0,,0.58,45.82
2009-05-13,85,58.0,,0.58,49.3
2009-05-14,38,58.0,,0.58,22.04
2009-05-15,68,58.0,,0.58,39.44
2009-05-16,23,58.0,,0.58,13.34
2009-05-17,28,58.0,,0.58,16.24
2009-05-18,36,58.0,,0.58,20.88
2009-05-19,70,58.0,,0.58,40.599999999999994
2009-05-20,66,58.0,,0.58,38.279999999999994
2009-05-21,53,58.0,,0.58,30.74
2009-05-22,52,58.0,,0.58,30.159999999999997
2009-05-23,55,58.0,,0.58,31.9
