date,one direction_unscaled,one direction_monthly,isPartial,scale,one direction
2018-03-17,72,4.0,,0.04,2.88
2018-03-18,62,4.0,,0.04,2.48
2018-03-19,71,4.0,,0.04,2.84
2018-03-20,57,4.0,,0.04,2.2800000000000002
2018-03-21,71,4.0,,0.04,2.84
2018-03-22,75,4.0,,0.04,3.0
2018-03-23,62,4.0,,0.04,2.48
2018-03-24,69,4.0,,0.04,2.7600000000000002
2018-03-25,100,4.0,,0.04,4.0
2018-03-26,70,4.0,,0.04,2.8000000000000003
2018-03-27,70,4.0,,0.04,2.8000000000000003
2018-03-28,61,4.0,,0.04,2.44
2018-03-29,71,4.0,,0.04,2.84
2018-03-30,67,4.0,,0.04,2.68
2018-03-31,73,4.0,,0.04,2.92
2018-04-01,80,4.0,False,0.04,3.2
2018-04-02,83,4.0,,0.04,3.3200000000000003
2018-04-03,72,4.0,,0.04,2.88
2018-04-04,76,4.0,,0.04,3.04
2018-04-05,72,4.0,,0.04,2.88
2018-04-06,88,4.0,,0.04,3.52
2018-04-07,65,4.0,,0.04,2.6
2018-04-08,81,4.0,,0.04,3.24
2018-04-09,71,4.0,,0.04,2.84
2018-04-10,93,4.0,,0.04,3.72
2018-04-11,66,4.0,,0.04,2.64
2018-04-12,64,4.0,,0.04,2.56
2018-04-13,78,4.0,,0.04,3.12
2018-04-14,66,4.0,,0.04,2.64
2018-04-15,100,4.0,,0.04,4.0
2018-04-16,91,4.0,,0.04,3.64
2018-04-17,66,4.0,,0.04,2.64
2018-04-18,70,4.0,,0.04,2.8000000000000003
2018-04-19,73,4.0,,0.04,2.92
2018-04-20,66,4.0,,0.04,2.64
2018-04-21,69,4.0,,0.04,2.7600000000000002
2018-04-22,87,4.0,,0.04,3.48
2018-04-23,70,4.0,,0.04,2.8000000000000003
2018-04-24,75,4.0,,0.04,3.0
2018-04-25,85,4.0,,0.04,3.4
2018-04-26,72,4.0,,0.04,2.88
2018-04-27,62,4.0,,0.04,2.48
2018-04-28,74,4.0,,0.04,2.96
2018-04-29,85,4.0,,0.04,3.4
2018-04-30,59,4.0,,0.04,2.36
2018-05-01,76,3.0,False,0.03,2.28
2018-05-02,82,3.0,,0.03,2.46
2018-05-03,81,3.0,,0.03,2.4299999999999997
2018-05-04,82,3.0,,0.03,2.46
2018-05-05,87,3.0,,0.03,2.61
2018-05-06,100,3.0,,0.03,3.0
2018-05-07,78,3.0,,0.03,2.34
2018-05-08,77,3.0,,0.03,2.31
2018-05-09,75,3.0,,0.03,2.25
2018-05-10,84,3.0,,0.03,2.52
2018-05-11,75,3.0,,0.03,2.25
2018-05-12,74,3.0,,0.03,2.2199999999999998
2018-05-13,90,3.0,,0.03,2.6999999999999997
2018-05-14,84,3.0,,0.03,2.52
2018-05-15,65,3.0,,0.03,1.95
2018-05-16,78,3.0,,0.03,2.34
2018-05-17,72,3.0,,0.03,2.16
2018-05-18,76,3.0,,0.03,2.28
2018-05-19,61,3.0,,0.03,1.8299999999999998
2018-05-20,87,3.0,,0.03,2.61
2018-05-21,71,3.0,,0.03,2.13
2018-05-22,82,3.0,,0.03,2.46
2018-05-23,69,3.0,,0.03,2.07
2018-05-24,69,3.0,,0.03,2.07
2018-05-25,74,3.0,,0.03,2.2199999999999998
2018-05-26,74,3.0,,0.03,2.2199999999999998
2018-05-27,78,3.0,,0.03,2.34
2018-05-28,67,3.0,,0.03,2.01
2018-05-29,66,3.0,,0.03,1.98
2018-05-30,60,3.0,,0.03,1.7999999999999998
2018-05-31,59,3.0,,0.03,1.77
2018-06-01,66,3.0,False,0.03,1.98
2018-06-02,72,3.0,,0.03,2.16
2018-06-03,75,3.0,,0.03,2.25
2018-06-04,68,3.0,,0.03,2.04
2018-06-05,75,3.0,,0.03,2.25
2018-06-06,57,3.0,,0.03,1.71
2018-06-07,89,3.0,,0.03,2.67
2018-06-08,74,3.0,,0.03,2.2199999999999998
2018-06-09,84,3.0,,0.03,2.52
2018-06-10,76,3.0,,0.03,2.28
2018-06-11,80,3.0,,0.03,2.4
2018-06-12,73,3.0,,0.03,2.19
2018-06-13,75,3.0,,0.03,2.25
2018-06-14,71,3.0,,0.03,2.13
2018-06-15,83,3.0,,0.03,2.4899999999999998
2018-06-16,93,3.0,,0.03,2.79
2018-06-17,91,3.0,,0.03,2.73
2018-06-18,81,3.0,,0.03,2.4299999999999997
2018-06-19,65,3.0,,0.03,1.95
2018-06-20,82,3.0,,0.03,2.46
2018-06-21,71,3.0,,0.03,2.13
2018-06-22,79,3.0,,0.03,2.37
2018-06-23,90,3.0,,0.03,2.6999999999999997
2018-06-24,77,3.0,,0.03,2.31
2018-06-25,78,3.0,,0.03,2.34
2018-06-26,88,3.0,,0.03,2.6399999999999997
2018-06-27,72,3.0,,0.03,2.16
2018-06-28,100,3.0,,0.03,3.0
2018-06-29,70,3.0,,0.03,2.1
2018-06-30,95,3.0,,0.03,2.85
2018-07-01,25,4.0,False,0.04,1.0
2018-07-02,38,4.0,,0.04,1.52
2018-07-03,30,4.0,,0.04,1.2
2018-07-04,34,4.0,,0.04,1.36
2018-07-05,35,4.0,,0.04,1.4000000000000001
2018-07-06,36,4.0,,0.04,1.44
2018-07-07,26,4.0,,0.04,1.04
2018-07-08,24,4.0,,0.04,0.96
2018-07-09,37,4.0,,0.04,1.48
2018-07-10,29,4.0,,0.04,1.16
2018-07-11,32,4.0,,0.04,1.28
2018-07-12,32,4.0,,0.04,1.28
2018-07-13,29,4.0,,0.04,1.16
2018-07-14,25,4.0,,0.04,1.0
2018-07-15,32,4.0,,0.04,1.28
2018-07-16,32,4.0,,0.04,1.28
2018-07-17,26,4.0,,0.04,1.04
2018-07-18,33,4.0,,0.04,1.32
2018-07-19,28,4.0,,0.04,1.12
2018-07-20,33,4.0,,0.04,1.32
2018-07-21,24,4.0,,0.04,0.96
2018-07-22,56,4.0,,0.04,2.24
2018-07-23,100,4.0,,0.04,4.0
2018-07-24,49,4.0,,0.04,1.96
2018-07-25,42,4.0,,0.04,1.68
2018-07-26,27,4.0,,0.04,1.08
2018-07-27,43,4.0,,0.04,1.72
2018-07-28,27,4.0,,0.04,1.08
2018-07-29,34,4.0,,0.04,1.36
2018-07-30,37,4.0,,0.04,1.48
2018-07-31,30,4.0,,0.04,1.2
2018-08-01,93,3.0,False,0.03,2.79
2018-08-02,96,3.0,,0.03,2.88
2018-08-03,85,3.0,,0.03,2.55
2018-08-04,100,3.0,,0.03,3.0
2018-08-05,88,3.0,,0.03,2.6399999999999997
2018-08-06,85,3.0,,0.03,2.55
2018-08-07,93,3.0,,0.03,2.79
2018-08-08,80,3.0,,0.03,2.4
2018-08-09,87,3.0,,0.03,2.61
2018-08-10,95,3.0,,0.03,2.85
2018-08-11,97,3.0,,0.03,2.9099999999999997
2018-08-12,97,3.0,,0.03,2.9099999999999997
2018-08-13,82,3.0,,0.03,2.46
2018-08-14,89,3.0,,0.03,2.67
2018-08-15,63,3.0,,0.03,1.89
2018-08-16,88,3.0,,0.03,2.6399999999999997
2018-08-17,69,3.0,,0.03,2.07
2018-08-18,84,3.0,,0.03,2.52
2018-08-19,86,3.0,,0.03,2.58
2018-08-20,77,3.0,,0.03,2.31
2018-08-21,82,3.0,,0.03,2.46
2018-08-22,88,3.0,,0.03,2.6399999999999997
2018-08-23,61,3.0,,0.03,1.8299999999999998
2018-08-24,89,3.0,,0.03,2.67
2018-08-25,94,3.0,,0.03,2.82
2018-08-26,95,3.0,,0.03,2.85
2018-08-27,81,3.0,,0.03,2.4299999999999997
2018-08-28,78,3.0,,0.03,2.34
2018-08-29,91,3.0,,0.03,2.73
2018-08-30,85,3.0,,0.03,2.55
2018-08-31,67,3.0,,0.03,2.01
2018-09-01,56,3.0,False,0.03,1.68
2018-09-02,58,3.0,,0.03,1.74
2018-09-03,62,3.0,,0.03,1.8599999999999999
2018-09-04,57,3.0,,0.03,1.71
2018-09-05,64,3.0,,0.03,1.92
2018-09-06,50,3.0,,0.03,1.5
2018-09-07,57,3.0,,0.03,1.71
2018-09-08,100,3.0,,0.03,3.0
2018-09-09,66,3.0,,0.03,1.98
2018-09-10,60,3.0,,0.03,1.7999999999999998
2018-09-11,57,3.0,,0.03,1.71
2018-09-12,53,3.0,,0.03,1.5899999999999999
2018-09-13,61,3.0,,0.03,1.8299999999999998
2018-09-14,56,3.0,,0.03,1.68
2018-09-15,58,3.0,,0.03,1.74
2018-09-16,63,3.0,,0.03,1.89
2018-09-17,57,3.0,,0.03,1.71
2018-09-18,51,3.0,,0.03,1.53
2018-09-19,54,3.0,,0.03,1.6199999999999999
2018-09-20,72,3.0,,0.03,2.16
2018-09-21,55,3.0,,0.03,1.65
2018-09-22,65,3.0,,0.03,1.95
2018-09-23,71,3.0,,0.03,2.13
2018-09-24,53,3.0,,0.03,1.5899999999999999
2018-09-25,52,3.0,,0.03,1.56
2018-09-26,60,3.0,,0.03,1.7999999999999998
2018-09-27,62,3.0,,0.03,1.8599999999999999
2018-09-28,59,3.0,,0.03,1.77
2018-09-29,57,3.0,,0.03,1.71
2018-09-30,62,3.0,,0.03,1.8599999999999999
2018-10-01,79,3.0,False,0.03,2.37
2018-10-02,86,3.0,,0.03,2.58
2018-10-03,85,3.0,,0.03,2.55
2018-10-04,88,3.0,,0.03,2.6399999999999997
2018-10-05,72,3.0,,0.03,2.16
2018-10-06,88,3.0,,0.03,2.6399999999999997
2018-10-07,84,3.0,,0.03,2.52
2018-10-08,78,3.0,,0.03,2.34
2018-10-09,69,3.0,,0.03,2.07
2018-10-10,89,3.0,,0.03,2.67
2018-10-11,88,3.0,,0.03,2.6399999999999997
2018-10-12,75,3.0,,0.03,2.25
2018-10-13,84,3.0,,0.03,2.52
2018-10-14,86,3.0,,0.03,2.58
2018-10-15,84,3.0,,0.03,2.52
2018-10-16,81,3.0,,0.03,2.4299999999999997
2018-10-17,100,3.0,,0.03,3.0
2018-10-18,94,3.0,,0.03,2.82
2018-10-19,88,3.0,,0.03,2.6399999999999997
2018-10-20,74,3.0,,0.03,2.2199999999999998
2018-10-21,89,3.0,,0.03,2.67
2018-10-22,76,3.0,,0.03,2.28
2018-10-23,82,3.0,,0.03,2.46
2018-10-24,63,3.0,,0.03,1.89
2018-10-25,83,3.0,,0.03,2.4899999999999998
2018-10-26,88,3.0,,0.03,2.6399999999999997
2018-10-27,76,3.0,,0.03,2.28
2018-10-28,95,3.0,,0.03,2.85
2018-10-29,68,3.0,,0.03,2.04
2018-10-30,100,3.0,,0.03,3.0
2018-10-31,73,3.0,,0.03,2.19
2018-11-01,57,3.0,False,0.03,1.71
2018-11-02,71,3.0,,0.03,2.13
2018-11-03,76,3.0,,0.03,2.28
2018-11-04,96,3.0,,0.03,2.88
2018-11-05,91,3.0,,0.03,2.73
2018-11-06,81,3.0,,0.03,2.4299999999999997
2018-11-07,64,3.0,,0.03,1.92
2018-11-08,72,3.0,,0.03,2.16
2018-11-09,75,3.0,,0.03,2.25
2018-11-10,76,3.0,,0.03,2.28
2018-11-11,98,3.0,,0.03,2.94
2018-11-12,84,3.0,,0.03,2.52
2018-11-13,97,3.0,,0.03,2.9099999999999997
2018-11-14,87,3.0,,0.03,2.61
2018-11-15,86,3.0,,0.03,2.58
2018-11-16,87,3.0,,0.03,2.61
2018-11-17,89,3.0,,0.03,2.67
2018-11-18,100,3.0,,0.03,3.0
2018-11-19,93,3.0,,0.03,2.79
2018-11-20,67,3.0,,0.03,2.01
2018-11-21,84,3.0,,0.03,2.52
2018-11-22,55,3.0,,0.03,1.65
2018-11-23,75,3.0,,0.03,2.25
2018-11-24,68,3.0,,0.03,2.04
2018-11-25,81,3.0,,0.03,2.4299999999999997
2018-11-26,68,3.0,,0.03,2.04
2018-11-27,74,3.0,,0.03,2.2199999999999998
2018-11-28,72,3.0,,0.03,2.16
2018-11-29,78,3.0,,0.03,2.34
2018-11-30,87,3.0,,0.03,2.61
2018-12-01,72,3.0,False,0.03,2.16
2018-12-02,100,3.0,,0.03,3.0
2018-12-03,75,3.0,,0.03,2.25
2018-12-04,73,3.0,,0.03,2.19
2018-12-05,69,3.0,,0.03,2.07
2018-12-06,74,3.0,,0.03,2.2199999999999998
2018-12-07,93,3.0,,0.03,2.79
2018-12-08,85,3.0,,0.03,2.55
2018-12-09,71,3.0,,0.03,2.13
2018-12-10,92,3.0,,0.03,2.76
2018-12-11,98,3.0,,0.03,2.94
2018-12-12,92,3.0,,0.03,2.76
2018-12-13,84,3.0,,0.03,2.52
2018-12-14,71,3.0,,0.03,2.13
2018-12-15,78,3.0,,0.03,2.34
2018-12-16,54,3.0,,0.03,1.6199999999999999
2018-12-17,77,3.0,,0.03,2.31
2018-12-18,65,3.0,,0.03,1.95
2018-12-19,54,3.0,,0.03,1.6199999999999999
2018-12-20,67,3.0,,0.03,2.01
2018-12-21,57,3.0,,0.03,1.71
2018-12-22,72,3.0,,0.03,2.16
2018-12-23,73,3.0,,0.03,2.19
2018-12-24,69,3.0,,0.03,2.07
2018-12-25,61,3.0,,0.03,1.8299999999999998
2018-12-26,55,3.0,,0.03,1.65
2018-12-27,55,3.0,,0.03,1.65
2018-12-28,78,3.0,,0.03,2.34
2018-12-29,65,3.0,,0.03,1.95
2018-12-30,80,3.0,,0.03,2.4
2018-12-31,96,3.0,,0.03,2.88
2019-01-01,86,3.0,False,0.03,2.58
2019-01-02,65,3.0,,0.03,1.95
2019-01-03,63,3.0,,0.03,1.89
2019-01-04,72,3.0,,0.03,2.16
2019-01-05,75,3.0,,0.03,2.25
2019-01-06,69,3.0,,0.03,2.07
2019-01-07,84,3.0,,0.03,2.52
2019-01-08,72,3.0,,0.03,2.16
2019-01-09,75,3.0,,0.03,2.25
2019-01-10,64,3.0,,0.03,1.92
2019-01-11,68,3.0,,0.03,2.04
2019-01-12,82,3.0,,0.03,2.46
2019-01-13,100,3.0,,0.03,3.0
2019-01-14,72,3.0,,0.03,2.16
2019-01-15,60,3.0,,0.03,1.7999999999999998
2019-01-16,70,3.0,,0.03,2.1
2019-01-17,64,3.0,,0.03,1.92
2019-01-18,67,3.0,,0.03,2.01
2019-01-19,71,3.0,,0.03,2.13
2019-01-20,69,3.0,,0.03,2.07
2019-01-21,70,3.0,,0.03,2.1
2019-01-22,64,3.0,,0.03,1.92
2019-01-23,66,3.0,,0.03,1.98
2019-01-24,57,3.0,,0.03,1.71
2019-01-25,73,3.0,,0.03,2.19
2019-01-26,84,3.0,,0.03,2.52
2019-01-27,69,3.0,,0.03,2.07
2019-01-28,65,3.0,,0.03,1.95
2019-01-29,66,3.0,,0.03,1.98
2019-01-30,68,3.0,,0.03,2.04
2019-01-31,84,3.0,,0.03,2.52
2019-02-01,77,3.0,False,0.03,2.31
2019-02-02,87,3.0,,0.03,2.61
2019-02-03,73,3.0,,0.03,2.19
2019-02-04,87,3.0,,0.03,2.61
2019-02-05,90,3.0,,0.03,2.6999999999999997
2019-02-06,81,3.0,,0.03,2.4299999999999997
2019-02-07,72,3.0,,0.03,2.16
2019-02-08,91,3.0,,0.03,2.73
2019-02-09,75,3.0,,0.03,2.25
2019-02-10,90,3.0,,0.03,2.6999999999999997
2019-02-11,83,3.0,,0.03,2.4899999999999998
2019-02-12,65,3.0,,0.03,1.95
2019-02-13,71,3.0,,0.03,2.13
2019-02-14,67,3.0,,0.03,2.01
2019-02-15,83,3.0,,0.03,2.4899999999999998
2019-02-16,77,3.0,,0.03,2.31
2019-02-17,89,3.0,,0.03,2.67
2019-02-18,75,3.0,,0.03,2.25
2019-02-19,88,3.0,,0.03,2.6399999999999997
2019-02-20,93,3.0,,0.03,2.79
2019-02-21,80,3.0,,0.03,2.4
2019-02-22,69,3.0,,0.03,2.07
2019-02-23,100,3.0,,0.03,3.0
2019-02-24,84,3.0,,0.03,2.52
2019-02-25,90,3.0,,0.03,2.6999999999999997
2019-02-26,89,3.0,,0.03,2.67
2019-02-27,88,3.0,,0.03,2.6399999999999997
2019-02-28,79,3.0,,0.03,2.37
2019-03-01,56,3.0,False,0.03,1.68
2019-03-02,46,3.0,,0.03,1.38
2019-03-03,47,3.0,,0.03,1.41
2019-03-04,39,3.0,,0.03,1.17
2019-03-05,43,3.0,,0.03,1.29
2019-03-06,42,3.0,,0.03,1.26
2019-03-07,45,3.0,,0.03,1.3499999999999999
2019-03-08,45,3.0,,0.03,1.3499999999999999
2019-03-09,40,3.0,,0.03,1.2
2019-03-10,44,3.0,,0.03,1.3199999999999998
2019-03-11,39,3.0,,0.03,1.17
2019-03-12,40,3.0,,0.03,1.2
2019-03-13,38,3.0,,0.03,1.14
2019-03-14,51,3.0,,0.03,1.53
2019-03-15,100,3.0,,0.03,3.0
2019-03-16,57,3.0,,0.03,1.71
2019-03-17,46,3.0,,0.03,1.38
2019-03-18,47,3.0,,0.03,1.41
2019-03-19,44,3.0,,0.03,1.3199999999999998
2019-03-20,36,3.0,,0.03,1.08
2019-03-21,37,3.0,,0.03,1.1099999999999999
2019-03-22,46,3.0,,0.03,1.38
2019-03-23,34,3.0,,0.03,1.02
2019-03-24,45,3.0,,0.03,1.3499999999999999
2019-03-25,50,3.0,,0.03,1.5
2019-03-26,43,3.0,,0.03,1.29
2019-03-27,38,3.0,,0.03,1.14
2019-03-28,38,3.0,,0.03,1.14
2019-03-29,38,3.0,,0.03,1.14
2019-03-30,41,3.0,,0.03,1.23
2019-03-31,34,3.0,,0.03,1.02
2019-04-01,86,3.0,False,0.03,2.58
2019-04-02,89,3.0,,0.03,2.67
2019-04-03,84,3.0,,0.03,2.52
2019-04-04,86,3.0,,0.03,2.58
2019-04-05,87,3.0,,0.03,2.61
2019-04-06,80,3.0,,0.03,2.4
2019-04-07,90,3.0,,0.03,2.6999999999999997
2019-04-08,74,3.0,,0.03,2.2199999999999998
2019-04-09,90,3.0,,0.03,2.6999999999999997
2019-04-10,89,3.0,,0.03,2.67
2019-04-11,83,3.0,,0.03,2.4899999999999998
2019-04-12,97,3.0,,0.03,2.9099999999999997
2019-04-13,72,3.0,,0.03,2.16
2019-04-14,100,3.0,,0.03,3.0
2019-04-15,67,3.0,,0.03,2.01
2019-04-16,64,3.0,,0.03,1.92
2019-04-17,88,3.0,,0.03,2.6399999999999997
2019-04-18,91,3.0,,0.03,2.73
2019-04-19,63,3.0,,0.03,1.89
2019-04-20,89,3.0,,0.03,2.67
2019-04-21,91,3.0,,0.03,2.73
2019-04-22,91,3.0,,0.03,2.73
2019-04-23,67,3.0,,0.03,2.01
2019-04-24,74,3.0,,0.03,2.2199999999999998
2019-04-25,91,3.0,,0.03,2.73
2019-04-26,74,3.0,,0.03,2.2199999999999998
2019-04-27,70,3.0,,0.03,2.1
2019-04-28,70,3.0,,0.03,2.1
2019-04-29,93,3.0,,0.03,2.79
2019-04-30,81,3.0,,0.03,2.4299999999999997
2019-05-01,76,3.0,False,0.03,2.28
2019-05-02,54,3.0,,0.03,1.6199999999999999
2019-05-03,72,3.0,,0.03,2.16
2019-05-04,57,3.0,,0.03,1.71
2019-05-05,62,3.0,,0.03,1.8599999999999999
2019-05-06,76,3.0,,0.03,2.28
2019-05-07,100,3.0,,0.03,3.0
2019-05-08,73,3.0,,0.03,2.19
2019-05-09,76,3.0,,0.03,2.28
2019-05-10,61,3.0,,0.03,1.8299999999999998
2019-05-11,53,3.0,,0.03,1.5899999999999999
2019-05-12,48,3.0,,0.03,1.44
2019-05-13,49,3.0,,0.03,1.47
2019-05-14,68,3.0,,0.03,2.04
2019-05-15,63,3.0,,0.03,1.89
2019-05-16,45,3.0,,0.03,1.3499999999999999
2019-05-17,56,3.0,,0.03,1.68
2019-05-18,54,3.0,,0.03,1.6199999999999999
2019-05-19,79,3.0,,0.03,2.37
2019-05-20,54,3.0,,0.03,1.6199999999999999
2019-05-21,86,3.0,,0.03,2.58
2019-05-22,78,3.0,,0.03,2.34
2019-05-23,59,3.0,,0.03,1.77
2019-05-24,53,3.0,,0.03,1.5899999999999999
2019-05-25,68,3.0,,0.03,2.04
2019-05-26,58,3.0,,0.03,1.74
2019-05-27,69,3.0,,0.03,2.07
2019-05-28,54,3.0,,0.03,1.6199999999999999
2019-05-29,71,3.0,,0.03,2.13
2019-05-30,57,3.0,,0.03,1.71
2019-05-31,58,3.0,,0.03,1.74
2019-06-01,74,3.0,False,0.03,2.2199999999999998
2019-06-02,76,3.0,,0.03,2.28
2019-06-03,85,3.0,,0.03,2.55
2019-06-04,77,3.0,,0.03,2.31
2019-06-05,87,3.0,,0.03,2.61
2019-06-06,81,3.0,,0.03,2.4299999999999997
2019-06-07,78,3.0,,0.03,2.34
2019-06-08,90,3.0,,0.03,2.6999999999999997
2019-06-09,83,3.0,,0.03,2.4899999999999998
2019-06-10,86,3.0,,0.03,2.58
2019-06-11,62,3.0,,0.03,1.8599999999999999
2019-06-12,90,3.0,,0.03,2.6999999999999997
2019-06-13,71,3.0,,0.03,2.13
2019-06-14,78,3.0,,0.03,2.34
2019-06-15,86,3.0,,0.03,2.58
2019-06-16,91,3.0,,0.03,2.73
2019-06-17,73,3.0,,0.03,2.19
2019-06-18,81,3.0,,0.03,2.4299999999999997
2019-06-19,84,3.0,,0.03,2.52
2019-06-20,87,3.0,,0.03,2.61
2019-06-21,96,3.0,,0.03,2.88
2019-06-22,92,3.0,,0.03,2.76
2019-06-23,97,3.0,,0.03,2.9099999999999997
2019-06-24,73,3.0,,0.03,2.19
2019-06-25,93,3.0,,0.03,2.79
2019-06-26,73,3.0,,0.03,2.19
2019-06-27,67,3.0,,0.03,2.01
2019-06-28,83,3.0,,0.03,2.4899999999999998
2019-06-29,100,3.0,,0.03,3.0
2019-06-30,100,3.0,,0.03,3.0
2019-07-01,52,3.0,False,0.03,1.56
2019-07-02,64,3.0,,0.03,1.92
2019-07-03,45,3.0,,0.03,1.3499999999999999
2019-07-04,48,3.0,,0.03,1.44
2019-07-05,35,3.0,,0.03,1.05
2019-07-06,42,3.0,,0.03,1.26
2019-07-07,56,3.0,,0.03,1.68
2019-07-08,39,3.0,,0.03,1.17
2019-07-09,50,3.0,,0.03,1.5
2019-07-10,42,3.0,,0.03,1.26
2019-07-11,44,3.0,,0.03,1.3199999999999998
2019-07-12,54,3.0,,0.03,1.6199999999999999
2019-07-13,27,3.0,,0.03,0.8099999999999999
2019-07-14,51,3.0,,0.03,1.53
2019-07-15,53,3.0,,0.03,1.5899999999999999
2019-07-16,41,3.0,,0.03,1.23
2019-07-17,37,3.0,,0.03,1.1099999999999999
2019-07-18,37,3.0,,0.03,1.1099999999999999
2019-07-19,44,3.0,,0.03,1.3199999999999998
2019-07-20,33,3.0,,0.03,0.99
2019-07-21,42,3.0,,0.03,1.26
2019-07-22,52,3.0,,0.03,1.56
2019-07-23,100,3.0,,0.03,3.0
2019-07-24,80,3.0,,0.03,2.4
2019-07-25,57,3.0,,0.03,1.71
2019-07-26,37,3.0,,0.03,1.1099999999999999
2019-07-27,50,3.0,,0.03,1.5
2019-07-28,49,3.0,,0.03,1.47
2019-07-29,50,3.0,,0.03,1.5
2019-07-30,37,3.0,,0.03,1.1099999999999999
2019-07-31,36,3.0,,0.03,1.08
2019-08-01,87,3.0,False,0.03,2.61
2019-08-02,58,3.0,,0.03,1.74
2019-08-03,91,3.0,,0.03,2.73
2019-08-04,70,3.0,,0.03,2.1
2019-08-05,60,3.0,,0.03,1.7999999999999998
2019-08-06,89,3.0,,0.03,2.67
2019-08-07,66,3.0,,0.03,1.98
2019-08-08,69,3.0,,0.03,2.07
2019-08-09,63,3.0,,0.03,1.89
2019-08-10,76,3.0,,0.03,2.28
2019-08-11,100,3.0,,0.03,3.0
2019-08-12,70,3.0,,0.03,2.1
2019-08-13,91,3.0,,0.03,2.73
2019-08-14,84,3.0,,0.03,2.52
2019-08-15,57,3.0,,0.03,1.71
2019-08-16,72,3.0,,0.03,2.16
2019-08-17,88,3.0,,0.03,2.6399999999999997
2019-08-18,57,3.0,,0.03,1.71
2019-08-19,54,3.0,,0.03,1.6199999999999999
2019-08-20,68,3.0,,0.03,2.04
2019-08-21,62,3.0,,0.03,1.8599999999999999
2019-08-22,79,3.0,,0.03,2.37
2019-08-23,75,3.0,,0.03,2.25
2019-08-24,81,3.0,,0.03,2.4299999999999997
2019-08-25,71,3.0,,0.03,2.13
2019-08-26,70,3.0,,0.03,2.1
2019-08-27,52,3.0,,0.03,1.56
2019-08-28,91,3.0,,0.03,2.73
2019-08-29,59,3.0,,0.03,1.77
2019-08-30,82,3.0,,0.03,2.46
2019-08-31,84,3.0,,0.03,2.52
2019-09-01,69,3.0,False,0.03,2.07
2019-09-02,62,3.0,,0.03,1.8599999999999999
2019-09-03,81,3.0,,0.03,2.4299999999999997
2019-09-04,48,3.0,,0.03,1.44
2019-09-05,72,3.0,,0.03,2.16
2019-09-06,80,3.0,,0.03,2.4
2019-09-07,74,3.0,,0.03,2.2199999999999998
2019-09-08,75,3.0,,0.03,2.25
2019-09-09,62,3.0,,0.03,1.8599999999999999
2019-09-10,72,3.0,,0.03,2.16
2019-09-11,66,3.0,,0.03,1.98
2019-09-12,81,3.0,,0.03,2.4299999999999997
2019-09-13,67,3.0,,0.03,2.01
2019-09-14,60,3.0,,0.03,1.7999999999999998
2019-09-15,72,3.0,,0.03,2.16
2019-09-16,74,3.0,,0.03,2.2199999999999998
2019-09-17,80,3.0,,0.03,2.4
2019-09-18,75,3.0,,0.03,2.25
2019-09-19,69,3.0,,0.03,2.07
2019-09-20,76,3.0,,0.03,2.28
2019-09-21,83,3.0,,0.03,2.4899999999999998
2019-09-22,94,3.0,,0.03,2.82
2019-09-23,90,3.0,,0.03,2.6999999999999997
2019-09-24,75,3.0,,0.03,2.25
2019-09-25,72,3.0,,0.03,2.16
2019-09-26,78,3.0,,0.03,2.34
2019-09-27,81,3.0,,0.03,2.4299999999999997
2019-09-28,88,3.0,,0.03,2.6399999999999997
2019-09-29,100,3.0,,0.03,3.0
2019-09-30,93,3.0,,0.03,2.79
2019-10-01,73,3.0,False,0.03,2.19
2019-10-02,70,3.0,,0.03,2.1
2019-10-03,87,3.0,,0.03,2.61
2019-10-04,88,3.0,,0.03,2.6399999999999997
2019-10-05,92,3.0,,0.03,2.76
2019-10-06,83,3.0,,0.03,2.4899999999999998
2019-10-07,89,3.0,,0.03,2.67
2019-10-08,84,3.0,,0.03,2.52
2019-10-09,73,3.0,,0.03,2.19
2019-10-10,95,3.0,,0.03,2.85
2019-10-11,100,3.0,,0.03,3.0
2019-10-12,96,3.0,,0.03,2.88
2019-10-13,80,3.0,,0.03,2.4
2019-10-14,90,3.0,,0.03,2.6999999999999997
2019-10-15,79,3.0,,0.03,2.37
2019-10-16,82,3.0,,0.03,2.46
2019-10-17,75,3.0,,0.03,2.25
2019-10-18,80,3.0,,0.03,2.4
2019-10-19,66,3.0,,0.03,1.98
2019-10-20,77,3.0,,0.03,2.31
2019-10-21,80,3.0,,0.03,2.4
2019-10-22,90,3.0,,0.03,2.6999999999999997
2019-10-23,83,3.0,,0.03,2.4899999999999998
2019-10-24,96,3.0,,0.03,2.88
2019-10-25,85,3.0,,0.03,2.55
2019-10-26,91,3.0,,0.03,2.73
2019-10-27,65,3.0,,0.03,1.95
2019-10-28,93,3.0,,0.03,2.79
2019-10-29,81,3.0,,0.03,2.4299999999999997
2019-10-30,90,3.0,,0.03,2.6999999999999997
2019-10-31,73,3.0,,0.03,2.19
2019-11-01,35,4.0,False,0.04,1.4000000000000001
2019-11-02,37,4.0,,0.04,1.48
2019-11-03,44,4.0,,0.04,1.76
2019-11-04,40,4.0,,0.04,1.6
2019-11-05,39,4.0,,0.04,1.56
2019-11-06,44,4.0,,0.04,1.76
2019-11-07,40,4.0,,0.04,1.6
2019-11-08,38,4.0,,0.04,1.52
2019-11-09,39,4.0,,0.04,1.56
2019-11-10,39,4.0,,0.04,1.56
