date,THE DEPRESSION_unscaled,THE DEPRESSION_monthly,isPartial,scale,THE DEPRESSION
2005-01-01,19,71.0,False,0.71,13.489999999999998
2005-01-02,33,71.0,,0.71,23.43
2005-01-03,53,71.0,,0.71,37.629999999999995
2005-01-04,60,71.0,,0.71,42.599999999999994
2005-01-05,25,71.0,,0.71,17.75
2005-01-06,58,71.0,,0.71,41.18
2005-01-07,33,71.0,,0.71,23.43
2005-01-08,10,71.0,,0.71,7.1
2005-01-09,46,71.0,,0.71,32.66
2005-01-10,37,71.0,,0.71,26.27
2005-01-11,57,71.0,,0.71,40.47
2005-01-12,61,71.0,,0.71,43.309999999999995
2005-01-13,52,71.0,,0.71,36.92
2005-01-14,26,71.0,,0.71,18.46
2005-01-15,10,71.0,,0.71,7.1
2005-01-16,21,71.0,,0.71,14.91
2005-01-17,21,71.0,,0.71,14.91
2005-01-18,100,71.0,,0.71,71.0
2005-01-19,46,71.0,,0.71,32.66
2005-01-20,47,71.0,,0.71,33.37
2005-01-21,55,71.0,,0.71,39.05
2005-01-22,10,71.0,,0.71,7.1
2005-01-23,24,71.0,,0.71,17.04
2005-01-24,45,71.0,,0.71,31.95
2005-01-25,35,71.0,,0.71,24.849999999999998
2005-01-26,64,71.0,,0.71,45.44
2005-01-27,67,71.0,,0.71,47.57
2005-01-28,47,71.0,,0.71,33.37
2005-01-29,44,71.0,,0.71,31.24
2005-01-30,38,71.0,,0.71,26.979999999999997
2005-01-31,50,71.0,,0.71,35.5
2005-02-01,79,94.0,False,0.94,74.25999999999999
2005-02-02,81,94.0,,0.94,76.14
2005-02-03,55,94.0,,0.94,51.699999999999996
2005-02-04,76,94.0,,0.94,71.44
2005-02-05,22,94.0,,0.94,20.68
2005-02-06,49,94.0,,0.94,46.059999999999995
2005-02-07,43,94.0,,0.94,40.419999999999995
2005-02-08,62,94.0,,0.94,58.279999999999994
2005-02-09,64,94.0,,0.94,60.16
2005-02-10,55,94.0,,0.94,51.699999999999996
2005-02-11,57,94.0,,0.94,53.58
2005-02-12,53,94.0,,0.94,49.82
2005-02-13,52,94.0,,0.94,48.879999999999995
2005-02-14,70,94.0,,0.94,65.8
2005-02-15,77,94.0,,0.94,72.38
2005-02-16,99,94.0,,0.94,93.05999999999999
2005-02-17,77,94.0,,0.94,72.38
2005-02-18,58,94.0,,0.94,54.519999999999996
2005-02-19,27,94.0,,0.94,25.38
2005-02-20,27,94.0,,0.94,25.38
2005-02-21,53,94.0,,0.94,49.82
2005-02-22,66,94.0,,0.94,62.04
2005-02-23,77,94.0,,0.94,72.38
2005-02-24,67,94.0,,0.94,62.98
2005-02-25,70,94.0,,0.94,65.8
2005-02-26,28,94.0,,0.94,26.32
2005-02-27,92,94.0,,0.94,86.47999999999999
2005-02-28,100,94.0,,0.94,94.0
2005-03-01,89,94.0,False,0.94,83.66
2005-03-02,67,94.0,,0.94,62.98
2005-03-03,58,94.0,,0.94,54.519999999999996
2005-03-04,92,94.0,,0.94,86.47999999999999
2005-03-05,41,94.0,,0.94,38.54
2005-03-06,31,94.0,,0.94,29.139999999999997
2005-03-07,67,94.0,,0.94,62.98
2005-03-08,59,94.0,,0.94,55.459999999999994
2005-03-09,37,94.0,,0.94,34.78
2005-03-10,80,94.0,,0.94,75.19999999999999
2005-03-11,64,94.0,,0.94,60.16
2005-03-12,20,94.0,,0.94,18.799999999999997
2005-03-13,70,94.0,,0.94,65.8
2005-03-14,66,94.0,,0.94,62.04
2005-03-15,95,94.0,,0.94,89.3
2005-03-16,61,94.0,,0.94,57.339999999999996
2005-03-17,81,94.0,,0.94,76.14
2005-03-18,53,94.0,,0.94,49.82
2005-03-19,10,94.0,,0.94,9.399999999999999
2005-03-20,52,94.0,,0.94,48.879999999999995
2005-03-21,80,94.0,,0.94,75.19999999999999
2005-03-22,48,94.0,,0.94,45.12
2005-03-23,90,94.0,,0.94,84.6
2005-03-24,52,94.0,,0.94,48.879999999999995
2005-03-25,22,94.0,,0.94,20.68
2005-03-26,32,94.0,,0.94,30.08
2005-03-27,35,94.0,,0.94,32.9
2005-03-28,87,94.0,,0.94,81.78
2005-03-29,62,94.0,,0.94,58.279999999999994
2005-03-30,100,94.0,,0.94,94.0
2005-03-31,76,94.0,,0.94,71.44
2005-04-01,49,100.0,False,1.0,49.0
2005-04-02,24,100.0,,1.0,24.0
2005-04-03,24,100.0,,1.0,24.0
2005-04-04,62,100.0,,1.0,62.0
2005-04-05,0,100.0,,1.0,0.0
2005-04-06,100,100.0,,1.0,100.0
2005-04-07,60,100.0,,1.0,60.0
2005-04-08,82,100.0,,1.0,82.0
2005-04-09,27,100.0,,1.0,27.0
2005-04-10,44,100.0,,1.0,44.0
2005-04-11,54,100.0,,1.0,54.0
2005-04-12,60,100.0,,1.0,60.0
2005-04-13,62,100.0,,1.0,62.0
2005-04-14,66,100.0,,1.0,66.0
2005-04-15,48,100.0,,1.0,48.0
2005-04-16,26,100.0,,1.0,26.0
2005-04-17,18,100.0,,1.0,18.0
2005-04-18,94,100.0,,1.0,94.0
2005-04-19,58,100.0,,1.0,58.0
2005-04-20,82,100.0,,1.0,82.0
2005-04-21,82,100.0,,1.0,82.0
2005-04-22,63,100.0,,1.0,63.0
2005-04-23,49,100.0,,1.0,49.0
2005-04-24,40,100.0,,1.0,40.0
2005-04-25,38,100.0,,1.0,38.0
2005-04-26,61,100.0,,1.0,61.0
2005-04-27,61,100.0,,1.0,61.0
2005-04-28,80,100.0,,1.0,80.0
2005-04-29,35,100.0,,1.0,35.0
2005-04-30,24,100.0,,1.0,24.0
2005-05-01,59,82.0,False,0.82,48.379999999999995
2005-05-02,93,82.0,,0.82,76.25999999999999
2005-05-03,77,82.0,,0.82,63.13999999999999
2005-05-04,100,82.0,,0.82,82.0
2005-05-05,78,82.0,,0.82,63.959999999999994
2005-05-06,73,82.0,,0.82,59.86
2005-05-07,52,82.0,,0.82,42.64
2005-05-08,39,82.0,,0.82,31.979999999999997
2005-05-09,66,82.0,,0.82,54.12
2005-05-10,75,82.0,,0.82,61.49999999999999
2005-05-11,91,82.0,,0.82,74.61999999999999
2005-05-12,78,82.0,,0.82,63.959999999999994
2005-05-13,73,82.0,,0.82,59.86
2005-05-14,25,82.0,,0.82,20.5
2005-05-15,24,82.0,,0.82,19.68
2005-05-16,46,82.0,,0.82,37.72
2005-05-17,63,82.0,,0.82,51.66
2005-05-18,63,82.0,,0.82,51.66
2005-05-19,80,82.0,,0.82,65.6
2005-05-20,39,82.0,,0.82,31.979999999999997
2005-05-21,19,82.0,,0.82,15.579999999999998
2005-05-22,62,82.0,,0.82,50.839999999999996
2005-05-23,67,82.0,,0.82,54.94
2005-05-24,49,82.0,,0.82,40.18
2005-05-25,75,82.0,,0.82,61.49999999999999
2005-05-26,66,82.0,,0.82,54.12
2005-05-27,49,82.0,,0.82,40.18
2005-05-28,14,82.0,,0.82,11.479999999999999
2005-05-29,21,82.0,,0.82,17.22
2005-05-30,18,82.0,,0.82,14.76
2005-05-31,54,82.0,,0.82,44.279999999999994
2005-06-01,56,32.0,False,0.32,17.92
2005-06-02,86,32.0,,0.32,27.52
2005-06-03,55,32.0,,0.32,17.6
2005-06-04,49,32.0,,0.32,15.68
2005-06-05,100,32.0,,0.32,32.0
2005-06-06,86,32.0,,0.32,27.52
2005-06-07,74,32.0,,0.32,23.68
2005-06-08,68,32.0,,0.32,21.76
2005-06-09,48,32.0,,0.32,15.36
2005-06-10,25,32.0,,0.32,8.0
2005-06-11,30,32.0,,0.32,9.6
2005-06-12,81,32.0,,0.32,25.92
2005-06-13,58,32.0,,0.32,18.56
2005-06-14,52,32.0,,0.32,16.64
2005-06-15,18,32.0,,0.32,5.76
2005-06-16,18,32.0,,0.32,5.76
2005-06-17,13,32.0,,0.32,4.16
2005-06-18,42,32.0,,0.32,13.44
2005-06-19,43,32.0,,0.32,13.76
2005-06-20,47,32.0,,0.32,15.040000000000001
2005-06-21,46,32.0,,0.32,14.72
2005-06-22,24,32.0,,0.32,7.68
2005-06-23,24,32.0,,0.32,7.68
2005-06-24,26,32.0,,0.32,8.32
2005-06-25,21,32.0,,0.32,6.72
2005-06-26,42,32.0,,0.32,13.44
2005-06-27,23,32.0,,0.32,7.36
2005-06-28,57,32.0,,0.32,18.240000000000002
2005-06-29,41,32.0,,0.32,13.120000000000001
2005-06-30,18,32.0,,0.32,5.76
2005-07-01,44,20.0,False,0.2,8.8
2005-07-02,0,20.0,,0.2,0.0
2005-07-03,73,20.0,,0.2,14.600000000000001
2005-07-04,65,20.0,,0.2,13.0
2005-07-05,60,20.0,,0.2,12.0
2005-07-06,100,20.0,,0.2,20.0
2005-07-07,46,20.0,,0.2,9.200000000000001
2005-07-08,29,20.0,,0.2,5.800000000000001
2005-07-09,30,20.0,,0.2,6.0
2005-07-10,47,20.0,,0.2,9.4
2005-07-11,37,20.0,,0.2,7.4
2005-07-12,36,20.0,,0.2,7.2
2005-07-13,36,20.0,,0.2,7.2
2005-07-14,84,20.0,,0.2,16.8
2005-07-15,39,20.0,,0.2,7.800000000000001
2005-07-16,46,20.0,,0.2,9.200000000000001
2005-07-17,94,20.0,,0.2,18.8
2005-07-18,73,20.0,,0.2,14.600000000000001
2005-07-19,26,20.0,,0.2,5.2
2005-07-20,54,20.0,,0.2,10.8
2005-07-21,56,20.0,,0.2,11.200000000000001
2005-07-22,60,20.0,,0.2,12.0
2005-07-23,62,20.0,,0.2,12.4
2005-07-24,63,20.0,,0.2,12.600000000000001
2005-07-25,45,20.0,,0.2,9.0
2005-07-26,53,20.0,,0.2,10.600000000000001
2005-07-27,73,20.0,,0.2,14.600000000000001
2005-07-28,47,20.0,,0.2,9.4
2005-07-29,20,20.0,,0.2,4.0
2005-07-30,61,20.0,,0.2,12.200000000000001
2005-07-31,62,20.0,,0.2,12.4
2005-08-01,40,20.0,False,0.2,8.0
2005-08-02,32,20.0,,0.2,6.4
2005-08-03,95,20.0,,0.2,19.0
2005-08-04,32,20.0,,0.2,6.4
2005-08-05,0,20.0,,0.2,0.0
2005-08-06,27,20.0,,0.2,5.4
2005-08-07,54,20.0,,0.2,10.8
2005-08-08,39,20.0,,0.2,7.800000000000001
2005-08-09,77,20.0,,0.2,15.4
2005-08-10,55,20.0,,0.2,11.0
2005-08-11,32,20.0,,0.2,6.4
2005-08-12,25,20.0,,0.2,5.0
2005-08-13,26,20.0,,0.2,5.2
2005-08-14,53,20.0,,0.2,10.600000000000001
2005-08-15,16,20.0,,0.2,3.2
2005-08-16,39,20.0,,0.2,7.800000000000001
2005-08-17,40,20.0,,0.2,8.0
2005-08-18,48,20.0,,0.2,9.600000000000001
2005-08-19,100,20.0,,0.2,20.0
2005-08-20,25,20.0,,0.2,5.0
2005-08-21,39,20.0,,0.2,7.800000000000001
2005-08-22,38,20.0,,0.2,7.6000000000000005
2005-08-23,38,20.0,,0.2,7.6000000000000005
2005-08-24,95,20.0,,0.2,19.0
2005-08-25,51,20.0,,0.2,10.200000000000001
2005-08-26,49,20.0,,0.2,9.8
2005-08-27,49,20.0,,0.2,9.8
2005-08-28,49,20.0,,0.2,9.8
2005-08-29,90,20.0,,0.2,18.0
2005-08-30,58,20.0,,0.2,11.600000000000001
2005-08-31,81,20.0,,0.2,16.2
2005-09-01,75,47.0,False,0.47,35.25
2005-09-02,18,47.0,,0.47,8.459999999999999
2005-09-03,44,47.0,,0.47,20.68
2005-09-04,37,47.0,,0.47,17.39
2005-09-05,54,47.0,,0.47,25.38
2005-09-06,56,47.0,,0.47,26.32
2005-09-07,70,47.0,,0.47,32.9
2005-09-08,15,47.0,,0.47,7.05
2005-09-09,65,47.0,,0.47,30.549999999999997
2005-09-10,49,47.0,,0.47,23.029999999999998
2005-09-11,56,47.0,,0.47,26.32
2005-09-12,88,47.0,,0.47,41.36
2005-09-13,53,47.0,,0.47,24.91
2005-09-14,59,47.0,,0.47,27.729999999999997
2005-09-15,64,47.0,,0.47,30.08
2005-09-16,68,47.0,,0.47,31.959999999999997
2005-09-17,32,47.0,,0.47,15.04
2005-09-18,40,47.0,,0.47,18.799999999999997
2005-09-19,98,47.0,,0.47,46.059999999999995
2005-09-20,38,47.0,,0.47,17.86
2005-09-21,86,47.0,,0.47,40.419999999999995
2005-09-22,83,47.0,,0.47,39.01
2005-09-23,52,47.0,,0.47,24.439999999999998
2005-09-24,65,47.0,,0.47,30.549999999999997
2005-09-25,31,47.0,,0.47,14.569999999999999
2005-09-26,100,47.0,,0.47,47.0
2005-09-27,52,47.0,,0.47,24.439999999999998
2005-09-28,53,47.0,,0.47,24.91
2005-09-29,58,47.0,,0.47,27.259999999999998
2005-09-30,95,47.0,,0.47,44.65
2005-10-01,39,57.0,False,0.57,22.229999999999997
2005-10-02,53,57.0,,0.57,30.209999999999997
2005-10-03,73,57.0,,0.57,41.61
2005-10-04,44,57.0,,0.57,25.08
2005-10-05,86,57.0,,0.57,49.019999999999996
2005-10-06,100,57.0,,0.57,56.99999999999999
2005-10-07,78,57.0,,0.57,44.459999999999994
2005-10-08,30,57.0,,0.57,17.099999999999998
2005-10-09,68,57.0,,0.57,38.76
2005-10-10,42,57.0,,0.57,23.939999999999998
2005-10-11,62,57.0,,0.57,35.339999999999996
2005-10-12,77,57.0,,0.57,43.88999999999999
2005-10-13,91,57.0,,0.57,51.87
2005-10-14,89,57.0,,0.57,50.73
2005-10-15,31,57.0,,0.57,17.669999999999998
2005-10-16,74,57.0,,0.57,42.18
2005-10-17,63,57.0,,0.57,35.91
2005-10-18,52,57.0,,0.57,29.639999999999997
2005-10-19,83,57.0,,0.57,47.309999999999995
2005-10-20,76,57.0,,0.57,43.31999999999999
2005-10-21,78,57.0,,0.57,44.459999999999994
2005-10-22,37,57.0,,0.57,21.09
2005-10-23,85,57.0,,0.57,48.449999999999996
2005-10-24,93,57.0,,0.57,53.01
2005-10-25,79,57.0,,0.57,45.029999999999994
2005-10-26,85,57.0,,0.57,48.449999999999996
2005-10-27,86,57.0,,0.57,49.019999999999996
2005-10-28,68,57.0,,0.57,38.76
2005-10-29,53,57.0,,0.57,30.209999999999997
2005-10-30,52,57.0,,0.57,29.639999999999997
2005-10-31,41,57.0,,0.57,23.369999999999997
2005-11-01,75,61.0,False,0.61,45.75
2005-11-02,67,61.0,,0.61,40.87
2005-11-03,32,61.0,,0.61,19.52
2005-11-04,50,61.0,,0.61,30.5
2005-11-05,14,61.0,,0.61,8.54
2005-11-06,33,61.0,,0.61,20.13
2005-11-07,60,61.0,,0.61,36.6
2005-11-08,53,61.0,,0.61,32.33
2005-11-09,85,61.0,,0.61,51.85
2005-11-10,67,61.0,,0.61,40.87
2005-11-11,39,61.0,,0.61,23.79
2005-11-12,33,61.0,,0.61,20.13
2005-11-13,61,61.0,,0.61,37.21
2005-11-14,100,61.0,,0.61,61.0
2005-11-15,44,61.0,,0.61,26.84
2005-11-16,70,61.0,,0.61,42.699999999999996
2005-11-17,55,61.0,,0.61,33.55
2005-11-18,59,61.0,,0.61,35.99
2005-11-19,28,61.0,,0.61,17.08
2005-11-20,46,61.0,,0.61,28.06
2005-11-21,73,61.0,,0.61,44.53
2005-11-22,54,61.0,,0.61,32.94
2005-11-23,16,61.0,,0.61,9.76
2005-11-24,31,61.0,,0.61,18.91
2005-11-25,23,61.0,,0.61,14.03
2005-11-26,33,61.0,,0.61,20.13
2005-11-27,58,61.0,,0.61,35.38
2005-11-28,49,61.0,,0.61,29.89
2005-11-29,84,61.0,,0.61,51.24
2005-11-30,84,61.0,,0.61,51.24
2005-12-01,74,56.0,False,0.56,41.440000000000005
2005-12-02,58,56.0,,0.56,32.480000000000004
2005-12-03,56,56.0,,0.56,31.360000000000003
2005-12-04,46,56.0,,0.56,25.76
2005-12-05,100,56.0,,0.56,56.00000000000001
2005-12-06,94,56.0,,0.56,52.64000000000001
2005-12-07,71,56.0,,0.56,39.760000000000005
2005-12-08,92,56.0,,0.56,51.52
2005-12-09,48,56.0,,0.56,26.880000000000003
2005-12-10,31,56.0,,0.56,17.360000000000003
2005-12-11,31,56.0,,0.56,17.360000000000003
2005-12-12,69,56.0,,0.56,38.64
2005-12-13,88,56.0,,0.56,49.28
2005-12-14,72,56.0,,0.56,40.32000000000001
2005-12-15,78,56.0,,0.56,43.68000000000001
2005-12-16,68,56.0,,0.56,38.080000000000005
2005-12-17,49,56.0,,0.56,27.44
2005-12-18,39,56.0,,0.56,21.840000000000003
2005-12-19,74,56.0,,0.56,41.440000000000005
2005-12-20,42,56.0,,0.56,23.520000000000003
2005-12-21,37,56.0,,0.56,20.720000000000002
2005-12-22,31,56.0,,0.56,17.360000000000003
2005-12-23,9,56.0,,0.56,5.040000000000001
2005-12-24,13,56.0,,0.56,7.280000000000001
2005-12-25,24,56.0,,0.56,13.440000000000001
2005-12-26,30,56.0,,0.56,16.8
2005-12-27,17,56.0,,0.56,9.520000000000001
2005-12-28,12,56.0,,0.56,6.720000000000001
2005-12-29,8,56.0,,0.56,4.48
2005-12-30,17,56.0,,0.56,9.520000000000001
2005-12-31,22,56.0,,0.56,12.32
2006-01-01,27,60.0,False,0.6,16.2
2006-01-02,37,60.0,,0.6,22.2
2006-01-03,38,60.0,,0.6,22.8
2006-01-04,51,60.0,,0.6,30.599999999999998
2006-01-05,55,60.0,,0.6,33.0
2006-01-06,64,60.0,,0.6,38.4
2006-01-07,16,60.0,,0.6,9.6
2006-01-08,54,60.0,,0.6,32.4
2006-01-09,81,60.0,,0.6,48.6
2006-01-10,69,60.0,,0.6,41.4
2006-01-11,83,60.0,,0.6,49.8
2006-01-12,83,60.0,,0.6,49.8
2006-01-13,83,60.0,,0.6,49.8
2006-01-14,25,60.0,,0.6,15.0
2006-01-15,32,60.0,,0.6,19.2
2006-01-16,41,60.0,,0.6,24.599999999999998
2006-01-17,84,60.0,,0.6,50.4
2006-01-18,80,60.0,,0.6,48.0
2006-01-19,83,60.0,,0.6,49.8
2006-01-20,78,60.0,,0.6,46.8
2006-01-21,30,60.0,,0.6,18.0
2006-01-22,60,60.0,,0.6,36.0
2006-01-23,54,60.0,,0.6,32.4
2006-01-24,84,60.0,,0.6,50.4
2006-01-25,51,60.0,,0.6,30.599999999999998
2006-01-26,100,60.0,,0.6,60.0
2006-01-27,61,60.0,,0.6,36.6
2006-01-28,30,60.0,,0.6,18.0
2006-01-29,83,60.0,,0.6,49.8
2006-01-30,92,60.0,,0.6,55.199999999999996
2006-01-31,86,60.0,,0.6,51.6
2006-02-01,73,86.0,False,0.86,62.78
2006-02-02,86,86.0,,0.86,73.96
2006-02-03,68,86.0,,0.86,58.48
2006-02-04,26,86.0,,0.86,22.36
2006-02-05,34,86.0,,0.86,29.24
2006-02-06,60,86.0,,0.86,51.6
2006-02-07,72,86.0,,0.86,61.92
2006-02-08,70,86.0,,0.86,60.199999999999996
2006-02-09,81,86.0,,0.86,69.66
2006-02-10,45,86.0,,0.86,38.7
2006-02-11,25,86.0,,0.86,21.5
2006-02-12,39,86.0,,0.86,33.54
2006-02-13,61,86.0,,0.86,52.46
2006-02-14,63,86.0,,0.86,54.18
2006-02-15,100,86.0,,0.86,86.0
2006-02-16,86,86.0,,0.86,73.96
2006-02-17,48,86.0,,0.86,41.28
2006-02-18,44,86.0,,0.86,37.839999999999996
2006-02-19,22,86.0,,0.86,18.919999999999998
2006-02-20,47,86.0,,0.86,40.42
2006-02-21,63,86.0,,0.86,54.18
2006-02-22,56,86.0,,0.86,48.16
2006-02-23,66,86.0,,0.86,56.76
2006-02-24,65,86.0,,0.86,55.9
2006-02-25,30,86.0,,0.86,25.8
2006-02-26,52,86.0,,0.86,44.72
2006-02-27,68,86.0,,0.86,58.48
2006-02-28,97,86.0,,0.86,83.42
2006-03-01,78,83.0,False,0.83,64.74
2006-03-02,79,83.0,,0.83,65.57
2006-03-03,58,83.0,,0.83,48.14
2006-03-04,33,83.0,,0.83,27.389999999999997
2006-03-05,66,83.0,,0.83,54.779999999999994
2006-03-06,100,83.0,,0.83,83.0
2006-03-07,92,83.0,,0.83,76.36
2006-03-08,64,83.0,,0.83,53.12
2006-03-09,61,83.0,,0.83,50.629999999999995
2006-03-10,68,83.0,,0.83,56.44
2006-03-11,21,83.0,,0.83,17.43
2006-03-12,54,83.0,,0.83,44.82
2006-03-13,64,83.0,,0.83,53.12
2006-03-14,65,83.0,,0.83,53.949999999999996
2006-03-15,71,83.0,,0.83,58.93
2006-03-16,61,83.0,,0.83,50.629999999999995
2006-03-17,96,83.0,,0.83,79.67999999999999
2006-03-18,25,83.0,,0.83,20.75
2006-03-19,66,83.0,,0.83,54.779999999999994
2006-03-20,96,83.0,,0.83,79.67999999999999
2006-03-21,85,83.0,,0.83,70.55
2006-03-22,67,83.0,,0.83,55.61
2006-03-23,86,83.0,,0.83,71.38
2006-03-24,53,83.0,,0.83,43.989999999999995
2006-03-25,29,83.0,,0.83,24.07
2006-03-26,37,83.0,,0.83,30.709999999999997
2006-03-27,80,83.0,,0.83,66.39999999999999
2006-03-28,93,83.0,,0.83,77.19
2006-03-29,85,83.0,,0.83,70.55
2006-03-30,79,83.0,,0.83,65.57
2006-03-31,67,83.0,,0.83,55.61
2006-04-01,10,85.0,False,0.85,8.5
2006-04-02,36,85.0,,0.85,30.599999999999998
2006-04-03,100,85.0,,0.85,85.0
2006-04-04,74,85.0,,0.85,62.9
2006-04-05,81,85.0,,0.85,68.85
2006-04-06,62,85.0,,0.85,52.699999999999996
2006-04-07,60,85.0,,0.85,51.0
2006-04-08,22,85.0,,0.85,18.7
2006-04-09,49,85.0,,0.85,41.65
2006-04-10,75,85.0,,0.85,63.75
2006-04-11,91,85.0,,0.85,77.35
2006-04-12,51,85.0,,0.85,43.35
2006-04-13,65,85.0,,0.85,55.25
2006-04-14,29,85.0,,0.85,24.65
2006-04-15,34,85.0,,0.85,28.9
2006-04-16,35,85.0,,0.85,29.75
2006-04-17,42,85.0,,0.85,35.699999999999996
2006-04-18,45,85.0,,0.85,38.25
2006-04-19,32,85.0,,0.85,27.2
2006-04-20,36,85.0,,0.85,30.599999999999998
2006-04-21,47,85.0,,0.85,39.949999999999996
2006-04-22,25,85.0,,0.85,21.25
2006-04-23,50,85.0,,0.85,42.5
2006-04-24,58,85.0,,0.85,49.3
2006-04-25,70,85.0,,0.85,59.5
2006-04-26,68,85.0,,0.85,57.8
2006-04-27,43,85.0,,0.85,36.55
2006-04-28,56,85.0,,0.85,47.6
2006-04-29,16,85.0,,0.85,13.6
2006-04-30,44,85.0,,0.85,37.4
2006-05-01,100,67.0,False,0.67,67.0
2006-05-02,100,67.0,,0.67,67.0
2006-05-03,99,67.0,,0.67,66.33
2006-05-04,71,67.0,,0.67,47.57
2006-05-05,73,67.0,,0.67,48.910000000000004
2006-05-06,42,67.0,,0.67,28.14
2006-05-07,51,67.0,,0.67,34.17
2006-05-08,83,67.0,,0.67,55.61000000000001
2006-05-09,79,67.0,,0.67,52.93
2006-05-10,95,67.0,,0.67,63.650000000000006
2006-05-11,76,67.0,,0.67,50.92
2006-05-12,36,67.0,,0.67,24.12
2006-05-13,42,67.0,,0.67,28.14
2006-05-14,43,67.0,,0.67,28.810000000000002
2006-05-15,85,67.0,,0.67,56.95
2006-05-16,96,67.0,,0.67,64.32000000000001
2006-05-17,68,67.0,,0.67,45.56
2006-05-18,72,67.0,,0.67,48.24
2006-05-19,61,67.0,,0.67,40.870000000000005
2006-05-20,24,67.0,,0.67,16.080000000000002
2006-05-21,24,67.0,,0.67,16.080000000000002
2006-05-22,80,67.0,,0.67,53.6
2006-05-23,82,67.0,,0.67,54.940000000000005
2006-05-24,52,67.0,,0.67,34.84
2006-05-25,32,67.0,,0.67,21.44
2006-05-26,39,67.0,,0.67,26.130000000000003
2006-05-27,26,67.0,,0.67,17.42
2006-05-28,43,67.0,,0.67,28.810000000000002
2006-05-29,41,67.0,,0.67,27.470000000000002
2006-05-30,64,67.0,,0.67,42.88
2006-05-31,57,67.0,,0.67,38.190000000000005
2006-06-01,61,32.0,False,0.32,19.52
2006-06-02,32,32.0,,0.32,10.24
2006-06-03,49,32.0,,0.32,15.68
2006-06-04,100,32.0,,0.32,32.0
2006-06-05,79,32.0,,0.32,25.28
2006-06-06,44,32.0,,0.32,14.08
2006-06-07,71,32.0,,0.32,22.72
2006-06-08,62,32.0,,0.32,19.84
2006-06-09,33,32.0,,0.32,10.56
2006-06-10,25,32.0,,0.32,8.0
2006-06-11,44,32.0,,0.32,14.08
2006-06-12,42,32.0,,0.32,13.44
2006-06-13,46,32.0,,0.32,14.72
2006-06-14,23,32.0,,0.32,7.36
2006-06-15,52,32.0,,0.32,16.64
2006-06-16,43,32.0,,0.32,13.76
2006-06-17,20,32.0,,0.32,6.4
2006-06-18,13,32.0,,0.32,4.16
2006-06-19,27,32.0,,0.32,8.64
2006-06-20,23,32.0,,0.32,7.36
2006-06-21,24,32.0,,0.32,7.68
2006-06-22,23,32.0,,0.32,7.36
2006-06-23,25,32.0,,0.32,8.0
2006-06-24,24,32.0,,0.32,7.68
2006-06-25,24,32.0,,0.32,7.68
2006-06-26,22,32.0,,0.32,7.04
2006-06-27,30,32.0,,0.32,9.6
2006-06-28,23,32.0,,0.32,7.36
2006-06-29,31,32.0,,0.32,9.92
2006-06-30,25,32.0,,0.32,8.0
2006-07-01,22,18.0,False,0.18,3.96
2006-07-02,34,18.0,,0.18,6.12
2006-07-03,32,18.0,,0.18,5.76
2006-07-04,59,18.0,,0.18,10.62
2006-07-05,48,18.0,,0.18,8.64
2006-07-06,51,18.0,,0.18,9.18
2006-07-07,27,18.0,,0.18,4.859999999999999
2006-07-08,30,18.0,,0.18,5.3999999999999995
2006-07-09,41,18.0,,0.18,7.38
2006-07-10,25,18.0,,0.18,4.5
2006-07-11,55,18.0,,0.18,9.9
2006-07-12,25,18.0,,0.18,4.5
2006-07-13,45,18.0,,0.18,8.1
2006-07-14,48,18.0,,0.18,8.64
2006-07-15,20,18.0,,0.18,3.5999999999999996
2006-07-16,71,18.0,,0.18,12.78
2006-07-17,13,18.0,,0.18,2.34
2006-07-18,24,18.0,,0.18,4.32
2006-07-19,63,18.0,,0.18,11.34
2006-07-20,64,18.0,,0.18,11.52
2006-07-21,20,18.0,,0.18,3.5999999999999996
2006-07-22,49,18.0,,0.18,8.82
2006-07-23,100,18.0,,0.18,18.0
2006-07-24,74,18.0,,0.18,13.32
2006-07-25,43,18.0,,0.18,7.739999999999999
2006-07-26,0,18.0,,0.18,0.0
2006-07-27,51,18.0,,0.18,9.18
2006-07-28,73,18.0,,0.18,13.139999999999999
2006-07-29,59,18.0,,0.18,10.62
2006-07-30,30,18.0,,0.18,5.3999999999999995
2006-07-31,25,18.0,,0.18,4.5
2006-08-01,55,24.0,False,0.24,13.2
2006-08-02,41,24.0,,0.24,9.84
2006-08-03,42,24.0,,0.24,10.08
2006-08-04,45,24.0,,0.24,10.799999999999999
2006-08-05,22,24.0,,0.24,5.279999999999999
2006-08-06,23,24.0,,0.24,5.52
2006-08-07,35,24.0,,0.24,8.4
2006-08-08,34,24.0,,0.24,8.16
2006-08-09,20,24.0,,0.24,4.8
2006-08-10,27,24.0,,0.24,6.4799999999999995
2006-08-11,45,24.0,,0.24,10.799999999999999
2006-08-12,67,24.0,,0.24,16.08
2006-08-13,45,24.0,,0.24,10.799999999999999
2006-08-14,28,24.0,,0.24,6.72
2006-08-15,47,24.0,,0.24,11.28
2006-08-16,27,24.0,,0.24,6.4799999999999995
2006-08-17,56,24.0,,0.24,13.44
2006-08-18,67,24.0,,0.24,16.08
2006-08-19,42,24.0,,0.24,10.08
2006-08-20,21,24.0,,0.24,5.04
2006-08-21,27,24.0,,0.24,6.4799999999999995
2006-08-22,66,24.0,,0.24,15.84
2006-08-23,87,24.0,,0.24,20.88
2006-08-24,61,24.0,,0.24,14.639999999999999
