date,THE DEPRESSION_unscaled,THE DEPRESSION_monthly,isPartial,scale,THE DEPRESSION
2008-09-30,87,67.0,,0.67,58.290000000000006
2008-10-01,75,87.0,False,0.87,65.25
2008-10-02,54,87.0,,0.87,46.98
2008-10-03,48,87.0,,0.87,41.76
2008-10-04,39,87.0,,0.87,33.93
2008-10-05,42,87.0,,0.87,36.54
2008-10-06,64,87.0,,0.87,55.68
2008-10-07,95,87.0,,0.87,82.65
2008-10-08,92,87.0,,0.87,80.04
2008-10-09,92,87.0,,0.87,80.04
2008-10-10,100,87.0,,0.87,87.0
2008-10-11,64,87.0,,0.87,55.68
2008-10-12,45,87.0,,0.87,39.15
2008-10-13,61,87.0,,0.87,53.07
2008-10-14,52,87.0,,0.87,45.24
2008-10-15,54,87.0,,0.87,46.98
2008-10-16,62,87.0,,0.87,53.94
2008-10-17,45,87.0,,0.87,39.15
2008-10-18,35,87.0,,0.87,30.45
2008-10-19,41,87.0,,0.87,35.67
2008-10-20,40,87.0,,0.87,34.8
2008-10-21,48,87.0,,0.87,41.76
2008-10-22,45,87.0,,0.87,39.15
2008-10-23,44,87.0,,0.87,38.28
2008-10-24,41,87.0,,0.87,35.67
2008-10-25,36,87.0,,0.87,31.32
2008-10-26,49,87.0,,0.87,42.63
2008-10-27,46,87.0,,0.87,40.02
2008-10-28,46,87.0,,0.87,40.02
2008-10-29,55,87.0,,0.87,47.85
2008-10-30,57,87.0,,0.87,49.589999999999996
2008-10-31,44,87.0,,0.87,38.28
2008-11-01,15,75.0,False,0.75,11.25
2008-11-02,24,75.0,,0.75,18.0
2008-11-03,61,75.0,,0.75,45.75
2008-11-04,42,75.0,,0.75,31.5
2008-11-05,89,75.0,,0.75,66.75
2008-11-06,66,75.0,,0.75,49.5
2008-11-07,53,75.0,,0.75,39.75
2008-11-08,37,75.0,,0.75,27.75
2008-11-09,41,75.0,,0.75,30.75
2008-11-10,61,75.0,,0.75,45.75
2008-11-11,59,75.0,,0.75,44.25
2008-11-12,100,75.0,,0.75,75.0
2008-11-13,85,75.0,,0.75,63.75
2008-11-14,89,75.0,,0.75,66.75
2008-11-15,37,75.0,,0.75,27.75
2008-11-16,84,75.0,,0.75,63.0
2008-11-17,79,75.0,,0.75,59.25
2008-11-18,93,75.0,,0.75,69.75
2008-11-19,90,75.0,,0.75,67.5
2008-11-20,91,75.0,,0.75,68.25
2008-11-21,81,75.0,,0.75,60.75
2008-11-22,40,75.0,,0.75,30.0
2008-11-23,57,75.0,,0.75,42.75
2008-11-24,77,75.0,,0.75,57.75
2008-11-25,59,75.0,,0.75,44.25
2008-11-26,33,75.0,,0.75,24.75
2008-11-27,14,75.0,,0.75,10.5
2008-11-28,29,75.0,,0.75,21.75
2008-11-29,42,75.0,,0.75,31.5
2008-11-30,36,75.0,,0.75,27.0
2008-12-01,51,64.0,False,0.64,32.64
2008-12-02,58,64.0,,0.64,37.12
2008-12-03,66,64.0,,0.64,42.24
2008-12-04,69,64.0,,0.64,44.160000000000004
2008-12-05,47,64.0,,0.64,30.080000000000002
2008-12-06,44,64.0,,0.64,28.16
2008-12-07,35,64.0,,0.64,22.400000000000002
2008-12-08,100,64.0,,0.64,64.0
2008-12-09,74,64.0,,0.64,47.36
2008-12-10,72,64.0,,0.64,46.08
2008-12-11,64,64.0,,0.64,40.96
2008-12-12,55,64.0,,0.64,35.2
2008-12-13,25,64.0,,0.64,16.0
2008-12-14,39,64.0,,0.64,24.96
2008-12-15,54,64.0,,0.64,34.56
2008-12-16,48,64.0,,0.64,30.72
2008-12-17,42,64.0,,0.64,26.88
2008-12-18,43,64.0,,0.64,27.52
2008-12-19,24,64.0,,0.64,15.36
2008-12-20,39,64.0,,0.64,24.96
2008-12-21,18,64.0,,0.64,11.52
2008-12-22,24,64.0,,0.64,15.36
2008-12-23,16,64.0,,0.64,10.24
2008-12-24,17,64.0,,0.64,10.88
2008-12-25,16,64.0,,0.64,10.24
2008-12-26,18,64.0,,0.64,11.52
2008-12-27,19,64.0,,0.64,12.16
2008-12-28,20,64.0,,0.64,12.8
2008-12-29,18,64.0,,0.64,11.52
2008-12-30,22,64.0,,0.64,14.08
2008-12-31,24,64.0,,0.64,15.36
2009-01-01,23,68.0,False,0.68,15.64
2009-01-02,29,68.0,,0.68,19.720000000000002
2009-01-03,49,68.0,,0.68,33.32
2009-01-04,34,68.0,,0.68,23.12
2009-01-05,50,68.0,,0.68,34.0
2009-01-06,85,68.0,,0.68,57.800000000000004
2009-01-07,40,68.0,,0.68,27.200000000000003
2009-01-08,79,68.0,,0.68,53.720000000000006
2009-01-09,78,68.0,,0.68,53.040000000000006
2009-01-10,29,68.0,,0.68,19.720000000000002
2009-01-11,68,68.0,,0.68,46.24
2009-01-12,62,68.0,,0.68,42.160000000000004
2009-01-13,96,68.0,,0.68,65.28
2009-01-14,67,68.0,,0.68,45.56
2009-01-15,54,68.0,,0.68,36.720000000000006
2009-01-16,47,68.0,,0.68,31.96
2009-01-17,41,68.0,,0.68,27.880000000000003
2009-01-18,31,68.0,,0.68,21.080000000000002
2009-01-19,47,68.0,,0.68,31.96
2009-01-20,69,68.0,,0.68,46.92
2009-01-21,77,68.0,,0.68,52.36000000000001
2009-01-22,59,68.0,,0.68,40.120000000000005
2009-01-23,69,68.0,,0.68,46.92
2009-01-24,32,68.0,,0.68,21.76
2009-01-25,36,68.0,,0.68,24.48
2009-01-26,59,68.0,,0.68,40.120000000000005
2009-01-27,76,68.0,,0.68,51.68000000000001
2009-01-28,100,68.0,,0.68,68.0
2009-01-29,94,68.0,,0.68,63.92
2009-01-30,56,68.0,,0.68,38.080000000000005
2009-01-31,43,68.0,,0.68,29.240000000000002
2009-02-01,53,88.0,False,0.88,46.64
2009-02-02,71,88.0,,0.88,62.48
2009-02-03,60,88.0,,0.88,52.8
2009-02-04,63,88.0,,0.88,55.44
2009-02-05,80,88.0,,0.88,70.4
2009-02-06,95,88.0,,0.88,83.6
2009-02-07,52,88.0,,0.88,45.76
2009-02-08,46,88.0,,0.88,40.48
2009-02-09,97,88.0,,0.88,85.36
2009-02-10,100,88.0,,0.88,88.0
2009-02-11,84,88.0,,0.88,73.92
2009-02-12,81,88.0,,0.88,71.28
2009-02-13,75,88.0,,0.88,66.0
2009-02-14,44,88.0,,0.88,38.72
2009-02-15,39,88.0,,0.88,34.32
2009-02-16,45,88.0,,0.88,39.6
2009-02-17,87,88.0,,0.88,76.56
2009-02-18,73,88.0,,0.88,64.24
2009-02-19,96,88.0,,0.88,84.48
2009-02-20,77,88.0,,0.88,67.76
2009-02-21,36,88.0,,0.88,31.68
2009-02-22,82,88.0,,0.88,72.16
2009-02-23,88,88.0,,0.88,77.44
2009-02-24,73,88.0,,0.88,64.24
2009-02-25,75,88.0,,0.88,66.0
2009-02-26,89,88.0,,0.88,78.32000000000001
2009-02-27,81,88.0,,0.88,71.28
2009-02-28,23,88.0,,0.88,20.24
2009-03-01,41,93.0,False,0.93,38.13
2009-03-02,79,93.0,,0.93,73.47
2009-03-03,88,93.0,,0.93,81.84
2009-03-04,100,93.0,,0.93,93.0
2009-03-05,89,93.0,,0.93,82.77000000000001
2009-03-06,88,93.0,,0.93,81.84
2009-03-07,59,93.0,,0.93,54.870000000000005
2009-03-08,59,93.0,,0.93,54.870000000000005
2009-03-09,70,93.0,,0.93,65.10000000000001
2009-03-10,58,93.0,,0.93,53.940000000000005
2009-03-11,75,93.0,,0.93,69.75
2009-03-12,73,93.0,,0.93,67.89
2009-03-13,42,93.0,,0.93,39.06
2009-03-14,19,93.0,,0.93,17.67
2009-03-15,46,93.0,,0.93,42.78
2009-03-16,64,93.0,,0.93,59.52
2009-03-17,62,93.0,,0.93,57.660000000000004
2009-03-18,69,93.0,,0.93,64.17
2009-03-19,39,93.0,,0.93,36.27
2009-03-20,65,93.0,,0.93,60.45
2009-03-21,16,93.0,,0.93,14.88
2009-03-22,59,93.0,,0.93,54.870000000000005
2009-03-23,62,93.0,,0.93,57.660000000000004
2009-03-24,78,93.0,,0.93,72.54
2009-03-25,77,93.0,,0.93,71.61
2009-03-26,68,93.0,,0.93,63.24
2009-03-27,70,93.0,,0.93,65.10000000000001
2009-03-28,42,93.0,,0.93,39.06
2009-03-29,34,93.0,,0.93,31.62
2009-03-30,64,93.0,,0.93,59.52
2009-03-31,63,93.0,,0.93,58.59
2009-04-01,84,82.0,False,0.82,68.88
2009-04-02,79,82.0,,0.82,64.78
2009-04-03,72,82.0,,0.82,59.04
2009-04-04,46,82.0,,0.82,37.72
2009-04-05,57,82.0,,0.82,46.739999999999995
2009-04-06,64,82.0,,0.82,52.48
2009-04-07,94,82.0,,0.82,77.08
2009-04-08,82,82.0,,0.82,67.24
2009-04-09,57,82.0,,0.82,46.739999999999995
2009-04-10,51,82.0,,0.82,41.82
2009-04-11,47,82.0,,0.82,38.54
2009-04-12,44,82.0,,0.82,36.08
2009-04-13,51,82.0,,0.82,41.82
2009-04-14,96,82.0,,0.82,78.72
2009-04-15,96,82.0,,0.82,78.72
2009-04-16,71,82.0,,0.82,58.22
2009-04-17,59,82.0,,0.82,48.379999999999995
2009-04-18,39,82.0,,0.82,31.979999999999997
2009-04-19,66,82.0,,0.82,54.12
2009-04-20,100,82.0,,0.82,82.0
2009-04-21,84,82.0,,0.82,68.88
2009-04-22,84,82.0,,0.82,68.88
2009-04-23,83,82.0,,0.82,68.06
2009-04-24,69,82.0,,0.82,56.58
2009-04-25,59,82.0,,0.82,48.379999999999995
2009-04-26,41,82.0,,0.82,33.62
2009-04-27,93,82.0,,0.82,76.25999999999999
2009-04-28,79,82.0,,0.82,64.78
2009-04-29,65,82.0,,0.82,53.3
2009-04-30,73,82.0,,0.82,59.86
2009-05-01,89,65.0,False,0.65,57.85
2009-05-02,38,65.0,,0.65,24.7
2009-05-03,76,65.0,,0.65,49.4
2009-05-04,90,65.0,,0.65,58.5
2009-05-05,95,65.0,,0.65,61.75
2009-05-06,100,65.0,,0.65,65.0
2009-05-07,72,65.0,,0.65,46.800000000000004
2009-05-08,52,65.0,,0.65,33.800000000000004
2009-05-09,38,65.0,,0.65,24.7
2009-05-10,41,65.0,,0.65,26.650000000000002
2009-05-11,64,65.0,,0.65,41.6
2009-05-12,77,65.0,,0.65,50.050000000000004
2009-05-13,73,65.0,,0.65,47.45
2009-05-14,86,65.0,,0.65,55.9
2009-05-15,60,65.0,,0.65,39.0
2009-05-16,13,65.0,,0.65,8.450000000000001
2009-05-17,31,65.0,,0.65,20.150000000000002
2009-05-18,68,65.0,,0.65,44.2
2009-05-19,69,65.0,,0.65,44.85
2009-05-20,67,65.0,,0.65,43.550000000000004
2009-05-21,60,65.0,,0.65,39.0
2009-05-22,50,65.0,,0.65,32.5
2009-05-23,17,65.0,,0.65,11.05
2009-05-24,35,65.0,,0.65,22.75
2009-05-25,55,65.0,,0.65,35.75
2009-05-26,66,65.0,,0.65,42.9
2009-05-27,41,65.0,,0.65,26.650000000000002
2009-05-28,57,65.0,,0.65,37.050000000000004
2009-05-29,46,65.0,,0.65,29.900000000000002
2009-05-30,20,65.0,,0.65,13.0
2009-05-31,56,65.0,,0.65,36.4
2009-06-01,82,33.0,False,0.33,27.060000000000002
2009-06-02,78,33.0,,0.33,25.740000000000002
2009-06-03,100,33.0,,0.33,33.0
2009-06-04,76,33.0,,0.33,25.080000000000002
2009-06-05,84,33.0,,0.33,27.720000000000002
2009-06-06,75,33.0,,0.33,24.75
2009-06-07,51,33.0,,0.33,16.830000000000002
2009-06-08,77,33.0,,0.33,25.41
2009-06-09,48,33.0,,0.33,15.84
2009-06-10,54,33.0,,0.33,17.82
2009-06-11,75,33.0,,0.33,24.75
2009-06-12,62,33.0,,0.33,20.46
2009-06-13,34,33.0,,0.33,11.22
2009-06-14,56,33.0,,0.33,18.48
2009-06-15,57,33.0,,0.33,18.810000000000002
2009-06-16,73,33.0,,0.33,24.09
2009-06-17,42,33.0,,0.33,13.860000000000001
2009-06-18,55,33.0,,0.33,18.150000000000002
2009-06-19,26,33.0,,0.33,8.58
2009-06-20,54,33.0,,0.33,17.82
2009-06-21,35,33.0,,0.33,11.55
2009-06-22,48,33.0,,0.33,15.84
2009-06-23,39,33.0,,0.33,12.870000000000001
2009-06-24,42,33.0,,0.33,13.860000000000001
2009-06-25,60,33.0,,0.33,19.8
2009-06-26,45,33.0,,0.33,14.850000000000001
2009-06-27,24,33.0,,0.33,7.92
2009-06-28,38,33.0,,0.33,12.540000000000001
2009-06-29,35,33.0,,0.33,11.55
2009-06-30,32,33.0,,0.33,10.56
2009-07-01,100,26.0,False,0.26,26.0
2009-07-02,48,26.0,,0.26,12.48
2009-07-03,49,26.0,,0.26,12.74
2009-07-04,45,26.0,,0.26,11.700000000000001
2009-07-05,80,26.0,,0.26,20.8
2009-07-06,52,26.0,,0.26,13.52
2009-07-07,51,26.0,,0.26,13.26
2009-07-08,48,26.0,,0.26,12.48
2009-07-09,75,26.0,,0.26,19.5
2009-07-10,60,26.0,,0.26,15.600000000000001
2009-07-11,84,26.0,,0.26,21.84
2009-07-12,51,26.0,,0.26,13.26
2009-07-13,64,26.0,,0.26,16.64
2009-07-14,60,26.0,,0.26,15.600000000000001
2009-07-15,65,26.0,,0.26,16.900000000000002
2009-07-16,82,26.0,,0.26,21.32
2009-07-17,76,26.0,,0.26,19.76
2009-07-18,60,26.0,,0.26,15.600000000000001
2009-07-19,51,26.0,,0.26,13.26
2009-07-20,84,26.0,,0.26,21.84
2009-07-21,84,26.0,,0.26,21.84
2009-07-22,85,26.0,,0.26,22.1
2009-07-23,70,26.0,,0.26,18.2
2009-07-24,59,26.0,,0.26,15.34
2009-07-25,54,26.0,,0.26,14.040000000000001
2009-07-26,75,26.0,,0.26,19.5
2009-07-27,82,26.0,,0.26,21.32
2009-07-28,84,26.0,,0.26,21.84
2009-07-29,47,26.0,,0.26,12.22
2009-07-30,45,26.0,,0.26,11.700000000000001
2009-07-31,44,26.0,,0.26,11.440000000000001
2009-08-01,40,23.0,False,0.23,9.200000000000001
2009-08-02,65,23.0,,0.23,14.950000000000001
2009-08-03,85,23.0,,0.23,19.55
2009-08-04,54,23.0,,0.23,12.42
2009-08-05,62,23.0,,0.23,14.26
2009-08-06,40,23.0,,0.23,9.200000000000001
2009-08-07,60,23.0,,0.23,13.8
2009-08-08,35,23.0,,0.23,8.05
2009-08-09,76,23.0,,0.23,17.48
2009-08-10,62,23.0,,0.23,14.26
2009-08-11,67,23.0,,0.23,15.41
2009-08-12,68,23.0,,0.23,15.64
2009-08-13,40,23.0,,0.23,9.200000000000001
2009-08-14,56,23.0,,0.23,12.88
2009-08-15,45,23.0,,0.23,10.35
2009-08-16,61,23.0,,0.23,14.030000000000001
2009-08-17,66,23.0,,0.23,15.180000000000001
2009-08-18,73,23.0,,0.23,16.79
2009-08-19,68,23.0,,0.23,15.64
2009-08-20,81,23.0,,0.23,18.630000000000003
2009-08-21,31,23.0,,0.23,7.13
2009-08-22,53,23.0,,0.23,12.190000000000001
2009-08-23,73,23.0,,0.23,16.79
2009-08-24,74,23.0,,0.23,17.02
2009-08-25,100,23.0,,0.23,23.0
2009-08-26,79,23.0,,0.23,18.17
2009-08-27,29,23.0,,0.23,6.67
2009-08-28,67,23.0,,0.23,15.41
2009-08-29,64,23.0,,0.23,14.72
2009-08-30,75,23.0,,0.23,17.25
2009-08-31,60,23.0,,0.23,13.8
2009-09-01,51,42.0,False,0.42,21.419999999999998
2009-09-02,72,42.0,,0.42,30.24
2009-09-03,59,42.0,,0.42,24.779999999999998
2009-09-04,61,42.0,,0.42,25.619999999999997
2009-09-05,53,42.0,,0.42,22.259999999999998
2009-09-06,54,42.0,,0.42,22.68
2009-09-07,46,42.0,,0.42,19.32
2009-09-08,63,42.0,,0.42,26.459999999999997
2009-09-09,89,42.0,,0.42,37.379999999999995
2009-09-10,61,42.0,,0.42,25.619999999999997
2009-09-11,53,42.0,,0.42,22.259999999999998
2009-09-12,55,42.0,,0.42,23.099999999999998
2009-09-13,78,42.0,,0.42,32.76
2009-09-14,77,42.0,,0.42,32.339999999999996
2009-09-15,66,42.0,,0.42,27.72
2009-09-16,73,42.0,,0.42,30.66
2009-09-17,74,42.0,,0.42,31.08
2009-09-18,60,42.0,,0.42,25.2
2009-09-19,35,42.0,,0.42,14.7
2009-09-20,76,42.0,,0.42,31.919999999999998
2009-09-21,100,42.0,,0.42,42.0
2009-09-22,74,42.0,,0.42,31.08
2009-09-23,71,42.0,,0.42,29.82
2009-09-24,84,42.0,,0.42,35.28
2009-09-25,98,42.0,,0.42,41.16
2009-09-26,46,42.0,,0.42,19.32
2009-09-27,43,42.0,,0.42,18.06
2009-09-28,92,42.0,,0.42,38.64
2009-09-29,94,42.0,,0.42,39.48
2009-09-30,96,42.0,,0.42,40.32
2009-10-01,71,52.0,False,0.52,36.92
2009-10-02,46,52.0,,0.52,23.92
2009-10-03,43,52.0,,0.52,22.36
2009-10-04,47,52.0,,0.52,24.44
2009-10-05,88,52.0,,0.52,45.760000000000005
2009-10-06,62,52.0,,0.52,32.24
2009-10-07,84,52.0,,0.52,43.68
2009-10-08,58,52.0,,0.52,30.16
2009-10-09,45,52.0,,0.52,23.400000000000002
2009-10-10,43,52.0,,0.52,22.36
2009-10-11,41,52.0,,0.52,21.32
2009-10-12,80,52.0,,0.52,41.6
2009-10-13,79,52.0,,0.52,41.08
2009-10-14,52,52.0,,0.52,27.04
2009-10-15,71,52.0,,0.52,36.92
2009-10-16,61,52.0,,0.52,31.720000000000002
2009-10-17,40,52.0,,0.52,20.8
2009-10-18,76,52.0,,0.52,39.52
2009-10-19,91,52.0,,0.52,47.32
2009-10-20,91,52.0,,0.52,47.32
2009-10-21,76,52.0,,0.52,39.52
2009-10-22,100,52.0,,0.52,52.0
2009-10-23,76,52.0,,0.52,39.52
2009-10-24,34,52.0,,0.52,17.68
2009-10-25,73,52.0,,0.52,37.96
2009-10-26,72,52.0,,0.52,37.44
2009-10-27,82,52.0,,0.52,42.64
2009-10-28,78,52.0,,0.52,40.56
2009-10-29,77,52.0,,0.52,40.04
2009-10-30,62,52.0,,0.52,32.24
2009-10-31,42,52.0,,0.52,21.84
2009-11-01,51,56.0,False,0.56,28.560000000000002
2009-11-02,81,56.0,,0.56,45.36000000000001
2009-11-03,84,56.0,,0.56,47.040000000000006
2009-11-04,76,56.0,,0.56,42.56
2009-11-05,78,56.0,,0.56,43.68000000000001
2009-11-06,82,56.0,,0.56,45.92
2009-11-07,47,56.0,,0.56,26.320000000000004
2009-11-08,64,56.0,,0.56,35.84
2009-11-09,70,56.0,,0.56,39.2
2009-11-10,73,56.0,,0.56,40.88
2009-11-11,73,56.0,,0.56,40.88
2009-11-12,78,56.0,,0.56,43.68000000000001
2009-11-13,75,56.0,,0.56,42.00000000000001
2009-11-14,46,56.0,,0.56,25.76
2009-11-15,48,56.0,,0.56,26.880000000000003
2009-11-16,83,56.0,,0.56,46.480000000000004
2009-11-17,69,56.0,,0.56,38.64
2009-11-18,88,56.0,,0.56,49.28
2009-11-19,96,56.0,,0.56,53.760000000000005
2009-11-20,67,56.0,,0.56,37.52
2009-11-21,44,56.0,,0.56,24.64
2009-11-22,75,56.0,,0.56,42.00000000000001
2009-11-23,74,56.0,,0.56,41.440000000000005
2009-11-24,74,56.0,,0.56,41.440000000000005
2009-11-25,51,56.0,,0.56,28.560000000000002
2009-11-26,35,56.0,,0.56,19.6
2009-11-27,30,56.0,,0.56,16.8
2009-11-28,34,56.0,,0.56,19.040000000000003
2009-11-29,83,56.0,,0.56,46.480000000000004
2009-11-30,100,56.0,,0.56,56.00000000000001
2009-12-01,90,46.0,False,0.46,41.4
2009-12-02,87,46.0,,0.46,40.02
2009-12-03,100,46.0,,0.46,46.0
2009-12-04,67,46.0,,0.46,30.82
2009-12-05,41,46.0,,0.46,18.86
2009-12-06,44,46.0,,0.46,20.240000000000002
2009-12-07,75,46.0,,0.46,34.5
2009-12-08,85,46.0,,0.46,39.1
2009-12-09,91,46.0,,0.46,41.86
2009-12-10,79,46.0,,0.46,36.34
2009-12-11,45,46.0,,0.46,20.7
2009-12-12,38,46.0,,0.46,17.48
2009-12-13,63,46.0,,0.46,28.98
2009-12-14,79,46.0,,0.46,36.34
2009-12-15,59,46.0,,0.46,27.14
2009-12-16,72,46.0,,0.46,33.120000000000005
2009-12-17,60,46.0,,0.46,27.6
2009-12-18,55,46.0,,0.46,25.3
2009-12-19,30,46.0,,0.46,13.8
2009-12-20,24,46.0,,0.46,11.040000000000001
2009-12-21,41,46.0,,0.46,18.86
2009-12-22,33,46.0,,0.46,15.180000000000001
2009-12-23,27,46.0,,0.46,12.42
2009-12-24,18,46.0,,0.46,8.280000000000001
2009-12-25,14,46.0,,0.46,6.44
2009-12-26,18,46.0,,0.46,8.280000000000001
2009-12-27,18,46.0,,0.46,8.280000000000001
2009-12-28,24,46.0,,0.46,11.040000000000001
2009-12-29,20,46.0,,0.46,9.200000000000001
2009-12-30,20,46.0,,0.46,9.200000000000001
2009-12-31,14,46.0,,0.46,6.44
2010-01-01,23,55.0,False,0.55,12.65
2010-01-02,51,55.0,,0.55,28.05
2010-01-03,61,55.0,,0.55,33.550000000000004
2010-01-04,51,55.0,,0.55,28.05
2010-01-05,87,55.0,,0.55,47.85
2010-01-06,73,55.0,,0.55,40.150000000000006
2010-01-07,90,55.0,,0.55,49.50000000000001
2010-01-08,75,55.0,,0.55,41.25
2010-01-09,38,55.0,,0.55,20.900000000000002
2010-01-10,39,55.0,,0.55,21.450000000000003
2010-01-11,73,55.0,,0.55,40.150000000000006
2010-01-12,100,55.0,,0.55,55.00000000000001
2010-01-13,85,55.0,,0.55,46.75000000000001
2010-01-14,86,55.0,,0.55,47.300000000000004
2010-01-15,77,55.0,,0.55,42.35
2010-01-16,32,55.0,,0.55,17.6
2010-01-17,41,55.0,,0.55,22.55
2010-01-18,42,55.0,,0.55,23.1
2010-01-19,88,55.0,,0.55,48.400000000000006
2010-01-20,86,55.0,,0.55,47.300000000000004
2010-01-21,94,55.0,,0.55,51.7
2010-01-22,74,55.0,,0.55,40.7
2010-01-23,41,55.0,,0.55,22.55
2010-01-24,73,55.0,,0.55,40.150000000000006
2010-01-25,72,55.0,,0.55,39.6
2010-01-26,78,55.0,,0.55,42.900000000000006
2010-01-27,79,55.0,,0.55,43.45
2010-01-28,86,55.0,,0.55,47.300000000000004
2010-01-29,71,55.0,,0.55,39.050000000000004
2010-01-30,53,55.0,,0.55,29.150000000000002
2010-01-31,33,55.0,,0.55,18.150000000000002
2010-02-01,67,59.0,False,0.59,39.53
2010-02-02,80,59.0,,0.59,47.199999999999996
2010-02-03,75,59.0,,0.59,44.25
2010-02-04,71,59.0,,0.59,41.89
2010-02-05,73,59.0,,0.59,43.07
2010-02-06,44,59.0,,0.59,25.959999999999997
2010-02-07,49,59.0,,0.59,28.91
2010-02-08,65,59.0,,0.59,38.35
2010-02-09,79,59.0,,0.59,46.61
2010-02-10,71,59.0,,0.59,41.89
2010-02-11,87,59.0,,0.59,51.33
2010-02-12,56,59.0,,0.59,33.04
2010-02-13,31,59.0,,0.59,18.29
2010-02-14,35,59.0,,0.59,20.65
2010-02-15,39,59.0,,0.59,23.009999999999998
2010-02-16,72,59.0,,0.59,42.48
2010-02-17,68,59.0,,0.59,40.12
2010-02-18,72,59.0,,0.59,42.48
2010-02-19,85,59.0,,0.59,50.15
2010-02-20,33,59.0,,0.59,19.47
2010-02-21,53,59.0,,0.59,31.27
2010-02-22,100,59.0,,0.59,59.0
2010-02-23,74,59.0,,0.59,43.66
2010-02-24,77,59.0,,0.59,45.43
2010-02-25,92,59.0,,0.59,54.279999999999994
2010-02-26,72,59.0,,0.59,42.48
2010-02-27,42,59.0,,0.59,24.779999999999998
2010-02-28,56,59.0,,0.59,33.04
2010-03-01,65,78.0,False,0.78,50.7
2010-03-02,90,78.0,,0.78,70.2
2010-03-03,73,78.0,,0.78,56.940000000000005
2010-03-04,76,78.0,,0.78,59.28
2010-03-05,79,78.0,,0.78,61.620000000000005
2010-03-06,36,78.0,,0.78,28.080000000000002
2010-03-07,48,78.0,,0.78,37.44
2010-03-08,64,78.0,,0.78,49.92
2010-03-09,66,78.0,,0.78,51.480000000000004
2010-03-10,75,78.0,,0.78,58.5
2010-03-11,81,78.0,,0.78,63.18
2010-03-12,71,78.0,,0.78,55.38
2010-03-13,33,78.0,,0.78,25.740000000000002
2010-03-14,43,78.0,,0.78,33.54
2010-03-15,65,78.0,,0.78,50.7
2010-03-16,83,78.0,,0.78,64.74000000000001
2010-03-17,64,78.0,,0.78,49.92
2010-03-18,84,78.0,,0.78,65.52
2010-03-19,63,78.0,,0.78,49.14
2010-03-20,42,78.0,,0.78,32.76
2010-03-21,60,78.0,,0.78,46.800000000000004
2010-03-22,77,78.0,,0.78,60.06
2010-03-23,92,78.0,,0.78,71.76
2010-03-24,71,78.0,,0.78,55.38
2010-03-25,100,78.0,,0.78,78.0
2010-03-26,69,78.0,,0.78,53.82
2010-03-27,36,78.0,,0.78,28.080000000000002
2010-03-28,46,78.0,,0.78,35.88
2010-03-29,73,78.0,,0.78,56.940000000000005
2010-03-30,65,78.0,,0.78,50.7
2010-03-31,66,78.0,,0.78,51.480000000000004
2010-04-01,60,72.0,False,0.72,43.199999999999996
2010-04-02,35,72.0,,0.72,25.2
2010-04-03,25,72.0,,0.72,18.0
2010-04-04,27,72.0,,0.72,19.439999999999998
2010-04-05,57,72.0,,0.72,41.04
2010-04-06,63,72.0,,0.72,45.36
2010-04-07,72,72.0,,0.72,51.839999999999996
2010-04-08,82,72.0,,0.72,59.04
2010-04-09,63,72.0,,0.72,45.36
2010-04-10,23,72.0,,0.72,16.56
2010-04-11,44,72.0,,0.72,31.68
2010-04-12,100,72.0,,0.72,72.0
2010-04-13,82,72.0,,0.72,59.04
2010-04-14,79,72.0,,0.72,56.879999999999995
2010-04-15,82,72.0,,0.72,59.04
2010-04-16,74,72.0,,0.72,53.28
2010-04-17,32,72.0,,0.72,23.04
2010-04-18,52,72.0,,0.72,37.44
2010-04-19,78,72.0,,0.72,56.16
2010-04-20,77,72.0,,0.72,55.44
2010-04-21,76,72.0,,0.72,54.72
2010-04-22,69,72.0,,0.72,49.68
2010-04-23,54,72.0,,0.72,38.879999999999995
2010-04-24,36,72.0,,0.72,25.919999999999998
2010-04-25,65,72.0,,0.72,46.8
2010-04-26,65,72.0,,0.72,46.8
2010-04-27,65,72.0,,0.72,46.8
2010-04-28,87,72.0,,0.72,62.64
2010-04-29,72,72.0,,0.72,51.839999999999996
2010-04-30,52,72.0,,0.72,37.44
2010-05-01,43,59.0,False,0.59,25.369999999999997
2010-05-02,69,59.0,,0.59,40.71
2010-05-03,90,59.0,,0.59,53.099999999999994
2010-05-04,73,59.0,,0.59,43.07
2010-05-05,77,59.0,,0.59,45.43
2010-05-06,89,59.0,,0.59,52.51
2010-05-07,82,59.0,,0.59,48.379999999999995
2010-05-08,55,59.0,,0.59,32.449999999999996
2010-05-09,69,59.0,,0.59,40.71
2010-05-10,98,59.0,,0.59,57.82
2010-05-11,92,59.0,,0.59,54.279999999999994
2010-05-12,100,59.0,,0.59,59.0
2010-05-13,83,59.0,,0.59,48.97
2010-05-14,73,59.0,,0.59,43.07
2010-05-15,30,59.0,,0.59,17.7
2010-05-16,54,59.0,,0.59,31.86
2010-05-17,83,59.0,,0.59,48.97
2010-05-18,71,59.0,,0.59,41.89
2010-05-19,55,59.0,,0.59,32.449999999999996
2010-05-20,75,59.0,,0.59,44.25
2010-05-21,61,59.0,,0.59,35.989999999999995
2010-05-22,34,59.0,,0.59,20.06
2010-05-23,71,59.0,,0.59,41.89
2010-05-24,85,59.0,,0.59,50.15
2010-05-25,70,59.0,,0.59,41.3
