date,profit loss_unscaled,profit loss_monthly,isPartial,scale,profit loss
2012-10-08,53,67.0,,0.67,35.510000000000005
2012-10-09,86,67.0,,0.67,57.620000000000005
2012-10-10,57,67.0,,0.67,38.190000000000005
2012-10-11,93,67.0,,0.67,62.31
2012-10-12,48,67.0,,0.67,32.160000000000004
2012-10-13,14,67.0,,0.67,9.38
2012-10-14,56,67.0,,0.67,37.52
2012-10-15,74,67.0,,0.67,49.580000000000005
2012-10-16,51,67.0,,0.67,34.17
2012-10-17,69,67.0,,0.67,46.230000000000004
2012-10-18,81,67.0,,0.67,54.27
2012-10-19,66,67.0,,0.67,44.220000000000006
2012-10-20,29,67.0,,0.67,19.43
2012-10-21,36,67.0,,0.67,24.12
2012-10-22,68,67.0,,0.67,45.56
2012-10-23,71,67.0,,0.67,47.57
2012-10-24,85,67.0,,0.67,56.95
2012-10-25,68,67.0,,0.67,45.56
2012-10-26,71,67.0,,0.67,47.57
2012-10-27,36,67.0,,0.67,24.12
2012-10-28,35,67.0,,0.67,23.450000000000003
2012-10-29,65,67.0,,0.67,43.550000000000004
2012-10-30,90,67.0,,0.67,60.300000000000004
2012-10-31,58,67.0,,0.67,38.86
2012-11-01,73,69.0,False,0.69,50.37
2012-11-02,92,69.0,,0.69,63.48
2012-11-03,24,69.0,,0.69,16.56
2012-11-04,24,69.0,,0.69,16.56
2012-11-05,58,69.0,,0.69,40.019999999999996
2012-11-06,56,69.0,,0.69,38.64
2012-11-07,44,69.0,,0.69,30.36
2012-11-08,39,69.0,,0.69,26.909999999999997
2012-11-09,61,69.0,,0.69,42.089999999999996
2012-11-10,49,69.0,,0.69,33.809999999999995
2012-11-11,24,69.0,,0.69,16.56
2012-11-12,97,69.0,,0.69,66.92999999999999
2012-11-13,39,69.0,,0.69,26.909999999999997
2012-11-14,68,69.0,,0.69,46.919999999999995
2012-11-15,87,69.0,,0.69,60.029999999999994
2012-11-16,30,69.0,,0.69,20.7
2012-11-17,36,69.0,,0.69,24.839999999999996
2012-11-18,36,69.0,,0.69,24.839999999999996
2012-11-19,87,69.0,,0.69,60.029999999999994
2012-11-20,49,69.0,,0.69,33.809999999999995
2012-11-21,41,69.0,,0.69,28.29
2012-11-22,0,69.0,,0.69,0.0
2012-11-23,34,69.0,,0.69,23.459999999999997
2012-11-24,35,69.0,,0.69,24.15
2012-11-25,23,69.0,,0.69,15.87
2012-11-26,63,69.0,,0.69,43.47
2012-11-27,100,69.0,,0.69,69.0
2012-11-28,74,69.0,,0.69,51.059999999999995
2012-11-29,64,69.0,,0.69,44.16
2012-11-30,48,69.0,,0.69,33.12
2012-12-01,11,56.0,False,0.56,6.16
2012-12-02,44,56.0,,0.56,24.64
2012-12-03,49,56.0,,0.56,27.44
2012-12-04,88,56.0,,0.56,49.28
2012-12-05,72,56.0,,0.56,40.32000000000001
2012-12-06,63,56.0,,0.56,35.28
2012-12-07,42,56.0,,0.56,23.520000000000003
2012-12-08,100,56.0,,0.56,56.00000000000001
2012-12-09,33,56.0,,0.56,18.48
2012-12-10,97,56.0,,0.56,54.32000000000001
2012-12-11,66,56.0,,0.56,36.96
2012-12-12,63,56.0,,0.56,35.28
2012-12-13,50,56.0,,0.56,28.000000000000004
2012-12-14,46,56.0,,0.56,25.76
2012-12-15,22,56.0,,0.56,12.32
2012-12-16,28,56.0,,0.56,15.680000000000001
2012-12-17,41,56.0,,0.56,22.96
2012-12-18,50,56.0,,0.56,28.000000000000004
2012-12-19,42,56.0,,0.56,23.520000000000003
2012-12-20,39,56.0,,0.56,21.840000000000003
2012-12-21,30,56.0,,0.56,16.8
2012-12-22,29,56.0,,0.56,16.240000000000002
2012-12-23,25,56.0,,0.56,14.000000000000002
2012-12-24,23,56.0,,0.56,12.88
2012-12-25,26,56.0,,0.56,14.560000000000002
2012-12-26,47,56.0,,0.56,26.320000000000004
2012-12-27,35,56.0,,0.56,19.6
2012-12-28,65,56.0,,0.56,36.400000000000006
2012-12-29,28,56.0,,0.56,15.680000000000001
2012-12-30,23,56.0,,0.56,12.88
2012-12-31,20,56.0,,0.56,11.200000000000001
2013-01-01,0,64.0,False,0.64,0.0
2013-01-02,30,64.0,,0.64,19.2
2013-01-03,53,64.0,,0.64,33.92
2013-01-04,65,64.0,,0.64,41.6
2013-01-05,21,64.0,,0.64,13.44
2013-01-06,48,64.0,,0.64,30.72
2013-01-07,75,64.0,,0.64,48.0
2013-01-08,51,64.0,,0.64,32.64
2013-01-09,51,64.0,,0.64,32.64
2013-01-10,92,64.0,,0.64,58.88
2013-01-11,82,64.0,,0.64,52.480000000000004
2013-01-12,48,64.0,,0.64,30.72
2013-01-13,27,64.0,,0.64,17.28
2013-01-14,56,64.0,,0.64,35.84
2013-01-15,78,64.0,,0.64,49.92
2013-01-16,45,64.0,,0.64,28.8
2013-01-17,28,64.0,,0.64,17.92
2013-01-18,65,64.0,,0.64,41.6
2013-01-19,49,64.0,,0.64,31.36
2013-01-20,21,64.0,,0.64,13.44
2013-01-21,64,64.0,,0.64,40.96
2013-01-22,50,64.0,,0.64,32.0
2013-01-23,67,64.0,,0.64,42.88
2013-01-24,73,64.0,,0.64,46.72
2013-01-25,40,64.0,,0.64,25.6
2013-01-26,40,64.0,,0.64,25.6
2013-01-27,34,64.0,,0.64,21.76
2013-01-28,100,64.0,,0.64,64.0
2013-01-29,88,64.0,,0.64,56.32
2013-01-30,66,64.0,,0.64,42.24
2013-01-31,44,64.0,,0.64,28.16
2013-02-01,62,71.0,False,0.71,44.019999999999996
2013-02-02,50,71.0,,0.71,35.5
2013-02-03,24,71.0,,0.71,17.04
2013-02-04,66,71.0,,0.71,46.86
2013-02-05,100,71.0,,0.71,71.0
2013-02-06,75,71.0,,0.71,53.25
2013-02-07,61,71.0,,0.71,43.309999999999995
2013-02-08,46,71.0,,0.71,32.66
2013-02-09,37,71.0,,0.71,26.27
2013-02-10,56,71.0,,0.71,39.76
2013-02-11,54,71.0,,0.71,38.339999999999996
2013-02-12,90,71.0,,0.71,63.9
2013-02-13,55,71.0,,0.71,39.05
2013-02-14,79,71.0,,0.71,56.089999999999996
2013-02-15,92,71.0,,0.71,65.32
2013-02-16,68,71.0,,0.71,48.28
2013-02-17,88,71.0,,0.71,62.48
2013-02-18,42,71.0,,0.71,29.82
2013-02-19,85,71.0,,0.71,60.349999999999994
2013-02-20,50,71.0,,0.71,35.5
2013-02-21,76,71.0,,0.71,53.959999999999994
2013-02-22,62,71.0,,0.71,44.019999999999996
2013-02-23,24,71.0,,0.71,17.04
2013-02-24,37,71.0,,0.71,26.27
2013-02-25,79,71.0,,0.71,56.089999999999996
2013-02-26,73,71.0,,0.71,51.83
2013-02-27,55,71.0,,0.71,39.05
2013-02-28,55,71.0,,0.71,39.05
2013-03-01,54,74.0,False,0.74,39.96
2013-03-02,13,74.0,,0.74,9.62
2013-03-03,45,74.0,,0.74,33.3
2013-03-04,68,74.0,,0.74,50.32
2013-03-05,46,74.0,,0.74,34.04
2013-03-06,67,74.0,,0.74,49.58
2013-03-07,63,74.0,,0.74,46.62
2013-03-08,64,74.0,,0.74,47.36
2013-03-09,51,74.0,,0.74,37.74
2013-03-10,51,74.0,,0.74,37.74
2013-03-11,67,74.0,,0.74,49.58
2013-03-12,52,74.0,,0.74,38.48
2013-03-13,88,74.0,,0.74,65.12
2013-03-14,70,74.0,,0.74,51.8
2013-03-15,82,74.0,,0.74,60.68
2013-03-16,13,74.0,,0.74,9.62
2013-03-17,58,74.0,,0.74,42.92
2013-03-18,83,74.0,,0.74,61.42
2013-03-19,98,74.0,,0.74,72.52
2013-03-20,78,74.0,,0.74,57.72
2013-03-21,48,74.0,,0.74,35.519999999999996
2013-03-22,49,74.0,,0.74,36.26
2013-03-23,57,74.0,,0.74,42.18
2013-03-24,38,74.0,,0.74,28.12
2013-03-25,36,74.0,,0.74,26.64
2013-03-26,100,74.0,,0.74,74.0
2013-03-27,48,74.0,,0.74,35.519999999999996
2013-03-28,49,74.0,,0.74,36.26
2013-03-29,47,74.0,,0.74,34.78
2013-03-30,20,74.0,,0.74,14.8
2013-03-31,68,74.0,,0.74,50.32
2013-04-01,63,73.0,False,0.73,45.99
2013-04-02,66,73.0,,0.73,48.18
2013-04-03,100,73.0,,0.73,73.0
2013-04-04,42,73.0,,0.73,30.66
2013-04-05,57,73.0,,0.73,41.61
2013-04-06,26,73.0,,0.73,18.98
2013-04-07,41,73.0,,0.73,29.93
2013-04-08,41,73.0,,0.73,29.93
2013-04-09,54,73.0,,0.73,39.42
2013-04-10,62,73.0,,0.73,45.26
2013-04-11,75,73.0,,0.73,54.75
2013-04-12,69,73.0,,0.73,50.37
2013-04-13,52,73.0,,0.73,37.96
2013-04-14,41,73.0,,0.73,29.93
2013-04-15,32,73.0,,0.73,23.36
2013-04-16,45,73.0,,0.73,32.85
2013-04-17,66,73.0,,0.73,48.18
2013-04-18,49,73.0,,0.73,35.769999999999996
2013-04-19,47,73.0,,0.73,34.31
2013-04-20,31,73.0,,0.73,22.63
2013-04-21,26,73.0,,0.73,18.98
2013-04-22,50,73.0,,0.73,36.5
2013-04-23,53,73.0,,0.73,38.69
2013-04-24,87,73.0,,0.73,63.51
2013-04-25,47,73.0,,0.73,34.31
2013-04-26,31,73.0,,0.73,22.63
2013-04-27,32,73.0,,0.73,23.36
2013-04-28,47,73.0,,0.73,34.31
2013-04-29,82,73.0,,0.73,59.86
2013-04-30,46,73.0,,0.73,33.58
2013-05-01,63,65.0,False,0.65,40.95
2013-05-02,38,65.0,,0.65,24.7
2013-05-03,60,65.0,,0.65,39.0
2013-05-04,37,65.0,,0.65,24.05
2013-05-05,30,65.0,,0.65,19.5
2013-05-06,72,65.0,,0.65,46.800000000000004
2013-05-07,57,65.0,,0.65,37.050000000000004
2013-05-08,100,65.0,,0.65,65.0
2013-05-09,48,65.0,,0.65,31.200000000000003
2013-05-10,81,65.0,,0.65,52.65
2013-05-11,61,65.0,,0.65,39.65
2013-05-12,38,65.0,,0.65,24.7
2013-05-13,69,65.0,,0.65,44.85
2013-05-14,68,65.0,,0.65,44.2
2013-05-15,34,65.0,,0.65,22.1
2013-05-16,59,65.0,,0.65,38.35
2013-05-17,62,65.0,,0.65,40.300000000000004
2013-05-18,56,65.0,,0.65,36.4
2013-05-19,30,65.0,,0.65,19.5
2013-05-20,72,65.0,,0.65,46.800000000000004
2013-05-21,43,65.0,,0.65,27.95
2013-05-22,48,65.0,,0.65,31.200000000000003
2013-05-23,78,65.0,,0.65,50.7
2013-05-24,46,65.0,,0.65,29.900000000000002
2013-05-25,25,65.0,,0.65,16.25
2013-05-26,33,65.0,,0.65,21.45
2013-05-27,42,65.0,,0.65,27.3
2013-05-28,72,65.0,,0.65,46.800000000000004
2013-05-29,73,65.0,,0.65,47.45
2013-05-30,74,65.0,,0.65,48.1
2013-05-31,15,65.0,,0.65,9.75
2013-06-01,50,59.0,False,0.59,29.5
2013-06-02,35,59.0,,0.59,20.65
2013-06-03,50,59.0,,0.59,29.5
2013-06-04,83,59.0,,0.59,48.97
2013-06-05,50,59.0,,0.59,29.5
2013-06-06,68,59.0,,0.59,40.12
2013-06-07,35,59.0,,0.59,20.65
2013-06-08,14,59.0,,0.59,8.26
2013-06-09,21,59.0,,0.59,12.389999999999999
2013-06-10,88,59.0,,0.59,51.919999999999995
2013-06-11,55,59.0,,0.59,32.449999999999996
2013-06-12,73,59.0,,0.59,43.07
2013-06-13,39,59.0,,0.59,23.009999999999998
2013-06-14,53,59.0,,0.59,31.27
2013-06-15,58,59.0,,0.59,34.22
2013-06-16,58,59.0,,0.59,34.22
2013-06-17,45,59.0,,0.59,26.549999999999997
2013-06-18,100,59.0,,0.59,59.0
2013-06-19,56,59.0,,0.59,33.04
2013-06-20,79,59.0,,0.59,46.61
2013-06-21,76,59.0,,0.59,44.839999999999996
2013-06-22,36,59.0,,0.59,21.24
2013-06-23,29,59.0,,0.59,17.11
2013-06-24,40,59.0,,0.59,23.599999999999998
2013-06-25,62,59.0,,0.59,36.58
2013-06-26,89,59.0,,0.59,52.51
2013-06-27,69,59.0,,0.59,40.71
2013-06-28,30,59.0,,0.59,17.7
2013-06-29,21,59.0,,0.59,12.389999999999999
2013-06-30,36,59.0,,0.59,21.24
2013-07-01,45,60.0,False,0.6,27.0
2013-07-02,68,60.0,,0.6,40.8
2013-07-03,53,60.0,,0.6,31.799999999999997
2013-07-04,28,60.0,,0.6,16.8
2013-07-05,34,60.0,,0.6,20.4
2013-07-06,43,60.0,,0.6,25.8
2013-07-07,35,60.0,,0.6,21.0
2013-07-08,56,60.0,,0.6,33.6
2013-07-09,78,60.0,,0.6,46.8
2013-07-10,73,60.0,,0.6,43.8
2013-07-11,92,60.0,,0.6,55.199999999999996
2013-07-12,100,60.0,,0.6,60.0
2013-07-13,42,60.0,,0.6,25.2
2013-07-14,34,60.0,,0.6,20.4
2013-07-15,84,60.0,,0.6,50.4
2013-07-16,50,60.0,,0.6,30.0
2013-07-17,68,60.0,,0.6,40.8
2013-07-18,63,60.0,,0.6,37.8
2013-07-19,89,60.0,,0.6,53.4
2013-07-20,35,60.0,,0.6,21.0
2013-07-21,35,60.0,,0.6,21.0
2013-07-22,34,60.0,,0.6,20.4
2013-07-23,56,60.0,,0.6,33.6
2013-07-24,68,60.0,,0.6,40.8
2013-07-25,52,60.0,,0.6,31.2
2013-07-26,47,60.0,,0.6,28.2
2013-07-27,85,60.0,,0.6,51.0
2013-07-28,35,60.0,,0.6,21.0
2013-07-29,50,60.0,,0.6,30.0
2013-07-30,72,60.0,,0.6,43.199999999999996
2013-07-31,79,60.0,,0.6,47.4
2013-08-01,40,58.0,False,0.58,23.2
2013-08-02,26,58.0,,0.58,15.079999999999998
2013-08-03,25,58.0,,0.58,14.499999999999998
2013-08-04,57,58.0,,0.58,33.059999999999995
2013-08-05,35,58.0,,0.58,20.299999999999997
2013-08-06,60,58.0,,0.58,34.8
2013-08-07,91,58.0,,0.58,52.779999999999994
2013-08-08,60,58.0,,0.58,34.8
2013-08-09,21,58.0,,0.58,12.18
2013-08-10,44,58.0,,0.58,25.52
2013-08-11,38,58.0,,0.58,22.04
2013-08-12,35,58.0,,0.58,20.299999999999997
2013-08-13,50,58.0,,0.58,28.999999999999996
2013-08-14,51,58.0,,0.58,29.58
2013-08-15,77,58.0,,0.58,44.66
2013-08-16,37,58.0,,0.58,21.459999999999997
2013-08-17,13,58.0,,0.58,7.539999999999999
2013-08-18,38,58.0,,0.58,22.04
2013-08-19,71,58.0,,0.58,41.18
2013-08-20,100,58.0,,0.58,57.99999999999999
2013-08-21,76,58.0,,0.58,44.08
2013-08-22,45,58.0,,0.58,26.099999999999998
2013-08-23,68,58.0,,0.58,39.44
2013-08-24,37,58.0,,0.58,21.459999999999997
2013-08-25,37,58.0,,0.58,21.459999999999997
2013-08-26,54,58.0,,0.58,31.319999999999997
2013-08-27,87,58.0,,0.58,50.459999999999994
2013-08-28,53,58.0,,0.58,30.74
2013-08-29,55,58.0,,0.58,31.9
2013-08-30,36,58.0,,0.58,20.88
2013-08-31,24,58.0,,0.58,13.919999999999998
2013-09-01,21,60.0,False,0.6,12.6
2013-09-02,31,60.0,,0.6,18.599999999999998
2013-09-03,49,60.0,,0.6,29.4
2013-09-04,87,60.0,,0.6,52.199999999999996
2013-09-05,77,60.0,,0.6,46.199999999999996
2013-09-06,62,60.0,,0.6,37.199999999999996
2013-09-07,40,60.0,,0.6,24.0
2013-09-08,26,60.0,,0.6,15.6
2013-09-09,87,60.0,,0.6,52.199999999999996
2013-09-10,69,60.0,,0.6,41.4
2013-09-11,75,60.0,,0.6,45.0
2013-09-12,54,60.0,,0.6,32.4
2013-09-13,28,60.0,,0.6,16.8
2013-09-14,34,60.0,,0.6,20.4
2013-09-15,84,60.0,,0.6,50.4
2013-09-16,53,60.0,,0.6,31.799999999999997
2013-09-17,92,60.0,,0.6,55.199999999999996
2013-09-18,76,60.0,,0.6,45.6
2013-09-19,93,60.0,,0.6,55.8
2013-09-20,69,60.0,,0.6,41.4
2013-09-21,34,60.0,,0.6,20.4
2013-09-22,47,60.0,,0.6,28.2
2013-09-23,72,60.0,,0.6,43.199999999999996
2013-09-24,71,60.0,,0.6,42.6
2013-09-25,100,60.0,,0.6,60.0
2013-09-26,84,60.0,,0.6,50.4
2013-09-27,82,60.0,,0.6,49.199999999999996
2013-09-28,42,60.0,,0.6,25.2
2013-09-29,14,60.0,,0.6,8.4
2013-09-30,65,60.0,,0.6,39.0
2013-10-01,48,72.0,False,0.72,34.56
2013-10-02,78,72.0,,0.72,56.16
2013-10-03,80,72.0,,0.72,57.599999999999994
2013-10-04,32,72.0,,0.72,23.04
2013-10-05,11,72.0,,0.72,7.92
2013-10-06,49,72.0,,0.72,35.28
2013-10-07,48,72.0,,0.72,34.56
2013-10-08,62,72.0,,0.72,44.64
2013-10-09,95,72.0,,0.72,68.39999999999999
2013-10-10,36,72.0,,0.72,25.919999999999998
2013-10-11,75,72.0,,0.72,54.0
2013-10-12,39,72.0,,0.72,28.08
2013-10-13,33,72.0,,0.72,23.759999999999998
2013-10-14,72,72.0,,0.72,51.839999999999996
2013-10-15,70,72.0,,0.72,50.4
2013-10-16,97,72.0,,0.72,69.84
2013-10-17,89,72.0,,0.72,64.08
2013-10-18,46,72.0,,0.72,33.12
2013-10-19,56,72.0,,0.72,40.32
2013-10-20,39,72.0,,0.72,28.08
2013-10-21,70,72.0,,0.72,50.4
2013-10-22,69,72.0,,0.72,49.68
2013-10-23,88,72.0,,0.72,63.36
2013-10-24,36,72.0,,0.72,25.919999999999998
2013-10-25,60,72.0,,0.72,43.199999999999996
2013-10-26,45,72.0,,0.72,32.4
2013-10-27,33,72.0,,0.72,23.759999999999998
2013-10-28,91,72.0,,0.72,65.52
2013-10-29,100,72.0,,0.72,72.0
2013-10-30,91,72.0,,0.72,65.52
2013-10-31,32,72.0,,0.72,23.04
2013-11-01,31,64.0,False,0.64,19.84
2013-11-02,52,64.0,,0.64,33.28
2013-11-03,50,64.0,,0.64,32.0
2013-11-04,21,64.0,,0.64,13.44
2013-11-05,100,64.0,,0.64,64.0
2013-11-06,57,64.0,,0.64,36.480000000000004
2013-11-07,69,64.0,,0.64,44.160000000000004
2013-11-08,47,64.0,,0.64,30.080000000000002
2013-11-09,10,64.0,,0.64,6.4
2013-11-10,15,64.0,,0.64,9.6
2013-11-11,37,64.0,,0.64,23.68
2013-11-12,52,64.0,,0.64,33.28
2013-11-13,69,64.0,,0.64,44.160000000000004
2013-11-14,77,64.0,,0.64,49.28
2013-11-15,46,64.0,,0.64,29.44
2013-11-16,15,64.0,,0.64,9.6
2013-11-17,39,64.0,,0.64,24.96
2013-11-18,52,64.0,,0.64,33.28
2013-11-19,63,64.0,,0.64,40.32
2013-11-20,88,64.0,,0.64,56.32
2013-11-21,77,64.0,,0.64,49.28
2013-11-22,63,64.0,,0.64,40.32
2013-11-23,10,64.0,,0.64,6.4
2013-11-24,39,64.0,,0.64,24.96
2013-11-25,45,64.0,,0.64,28.8
2013-11-26,33,64.0,,0.64,21.12
2013-11-27,47,64.0,,0.64,30.080000000000002
2013-11-28,11,64.0,,0.64,7.04
2013-11-29,24,64.0,,0.64,15.36
2013-11-30,15,64.0,,0.64,9.6
2013-12-01,21,56.0,False,0.56,11.760000000000002
2013-12-02,86,56.0,,0.56,48.160000000000004
2013-12-03,61,56.0,,0.56,34.160000000000004
2013-12-04,89,56.0,,0.56,49.84
2013-12-05,44,56.0,,0.56,24.64
2013-12-06,65,56.0,,0.56,36.400000000000006
2013-12-07,0,56.0,,0.56,0.0
2013-12-08,22,56.0,,0.56,12.32
2013-12-09,89,56.0,,0.56,49.84
2013-12-10,62,56.0,,0.56,34.720000000000006
2013-12-11,100,56.0,,0.56,56.00000000000001
2013-12-12,75,56.0,,0.56,42.00000000000001
2013-12-13,58,56.0,,0.56,32.480000000000004
2013-12-14,11,56.0,,0.56,6.16
2013-12-15,34,56.0,,0.56,19.040000000000003
2013-12-16,74,56.0,,0.56,41.440000000000005
2013-12-17,37,56.0,,0.56,20.720000000000002
2013-12-18,84,56.0,,0.56,47.040000000000006
2013-12-19,68,56.0,,0.56,38.080000000000005
2013-12-20,61,56.0,,0.56,34.160000000000004
2013-12-21,0,56.0,,0.56,0.0
2013-12-22,12,56.0,,0.56,6.720000000000001
2013-12-23,53,56.0,,0.56,29.680000000000003
2013-12-24,12,56.0,,0.56,6.720000000000001
2013-12-25,0,56.0,,0.56,0.0
2013-12-26,67,56.0,,0.56,37.52
2013-12-27,74,56.0,,0.56,41.440000000000005
2013-12-28,36,56.0,,0.56,20.160000000000004
2013-12-29,12,56.0,,0.56,6.720000000000001
2013-12-30,59,56.0,,0.56,33.040000000000006
2013-12-31,21,56.0,,0.56,11.760000000000002
2014-01-01,42,63.0,False,0.63,26.46
2014-01-02,67,63.0,,0.63,42.21
2014-01-03,55,63.0,,0.63,34.65
2014-01-04,26,63.0,,0.63,16.38
2014-01-05,44,63.0,,0.63,27.72
2014-01-06,53,63.0,,0.63,33.39
2014-01-07,42,63.0,,0.63,26.46
2014-01-08,76,63.0,,0.63,47.88
2014-01-09,43,63.0,,0.63,27.09
2014-01-10,66,63.0,,0.63,41.58
2014-01-11,32,63.0,,0.63,20.16
2014-01-12,45,63.0,,0.63,28.35
2014-01-13,74,63.0,,0.63,46.62
2014-01-14,89,63.0,,0.63,56.07
2014-01-15,79,63.0,,0.63,49.77
2014-01-16,43,63.0,,0.63,27.09
2014-01-17,50,63.0,,0.63,31.5
2014-01-18,46,63.0,,0.63,28.98
2014-01-19,33,63.0,,0.63,20.79
2014-01-20,50,63.0,,0.63,31.5
2014-01-21,41,63.0,,0.63,25.830000000000002
2014-01-22,87,63.0,,0.63,54.81
2014-01-23,73,63.0,,0.63,45.99
2014-01-24,48,63.0,,0.63,30.240000000000002
2014-01-25,19,63.0,,0.63,11.97
2014-01-26,57,63.0,,0.63,35.910000000000004
2014-01-27,66,63.0,,0.63,41.58
2014-01-28,82,63.0,,0.63,51.660000000000004
2014-01-29,83,63.0,,0.63,52.29
2014-01-30,100,63.0,,0.63,63.0
2014-01-31,76,63.0,,0.63,47.88
2014-02-01,23,80.0,False,0.8,18.400000000000002
2014-02-02,31,80.0,,0.8,24.8
2014-02-03,65,80.0,,0.8,52.0
2014-02-04,55,80.0,,0.8,44.0
2014-02-05,56,80.0,,0.8,44.800000000000004
2014-02-06,60,80.0,,0.8,48.0
2014-02-07,67,80.0,,0.8,53.6
2014-02-08,18,80.0,,0.8,14.4
2014-02-09,18,80.0,,0.8,14.4
2014-02-10,50,80.0,,0.8,40.0
2014-02-11,57,80.0,,0.8,45.6
2014-02-12,62,80.0,,0.8,49.6
2014-02-13,67,80.0,,0.8,53.6
2014-02-14,74,80.0,,0.8,59.2
2014-02-15,37,80.0,,0.8,29.6
2014-02-16,28,80.0,,0.8,22.400000000000002
2014-02-17,50,80.0,,0.8,40.0
2014-02-18,70,80.0,,0.8,56.0
2014-02-19,44,80.0,,0.8,35.2
2014-02-20,66,80.0,,0.8,52.800000000000004
2014-02-21,65,80.0,,0.8,52.0
2014-02-22,28,80.0,,0.8,22.400000000000002
2014-02-23,46,80.0,,0.8,36.800000000000004
2014-02-24,54,80.0,,0.8,43.2
2014-02-25,58,80.0,,0.8,46.400000000000006
2014-02-26,62,80.0,,0.8,49.6
2014-02-27,100,80.0,,0.8,80.0
2014-02-28,49,80.0,,0.8,39.2
2014-03-01,50,75.0,False,0.75,37.5
2014-03-02,42,75.0,,0.75,31.5
2014-03-03,61,75.0,,0.75,45.75
2014-03-04,98,75.0,,0.75,73.5
2014-03-05,93,75.0,,0.75,69.75
2014-03-06,76,75.0,,0.75,57.0
2014-03-07,79,75.0,,0.75,59.25
2014-03-08,51,75.0,,0.75,38.25
2014-03-09,80,75.0,,0.75,60.0
2014-03-10,95,75.0,,0.75,71.25
2014-03-11,90,75.0,,0.75,67.5
2014-03-12,99,75.0,,0.75,74.25
2014-03-13,78,75.0,,0.75,58.5
2014-03-14,81,75.0,,0.75,60.75
2014-03-15,52,75.0,,0.75,39.0
2014-03-16,57,75.0,,0.75,42.75
2014-03-17,99,75.0,,0.75,74.25
2014-03-18,89,75.0,,0.75,66.75
2014-03-19,100,75.0,,0.75,75.0
2014-03-20,88,75.0,,0.75,66.0
2014-03-21,93,75.0,,0.75,69.75
2014-03-22,44,75.0,,0.75,33.0
2014-03-23,72,75.0,,0.75,54.0
2014-03-24,88,75.0,,0.75,66.0
2014-03-25,93,75.0,,0.75,69.75
2014-03-26,94,75.0,,0.75,70.5
2014-03-27,95,75.0,,0.75,71.25
2014-03-28,98,75.0,,0.75,73.5
2014-03-29,78,75.0,,0.75,58.5
2014-03-30,79,75.0,,0.75,59.25
2014-03-31,53,75.0,,0.75,39.75
2014-04-01,40,78.0,False,0.78,31.200000000000003
2014-04-02,72,78.0,,0.78,56.160000000000004
2014-04-03,64,78.0,,0.78,49.92
2014-04-04,55,78.0,,0.78,42.9
2014-04-05,25,78.0,,0.78,19.5
2014-04-06,35,78.0,,0.78,27.3
2014-04-07,59,78.0,,0.78,46.02
2014-04-08,68,78.0,,0.78,53.04
2014-04-09,94,78.0,,0.78,73.32000000000001
2014-04-10,70,78.0,,0.78,54.6
2014-04-11,56,78.0,,0.78,43.68
2014-04-12,21,78.0,,0.78,16.38
2014-04-13,67,78.0,,0.78,52.260000000000005
2014-04-14,100,78.0,,0.78,78.0
2014-04-15,58,78.0,,0.78,45.24
2014-04-16,61,78.0,,0.78,47.58
2014-04-17,71,78.0,,0.78,55.38
2014-04-18,54,78.0,,0.78,42.120000000000005
2014-04-19,42,78.0,,0.78,32.76
2014-04-20,11,78.0,,0.78,8.58
2014-04-21,46,78.0,,0.78,35.88
2014-04-22,84,78.0,,0.78,65.52
2014-04-23,57,78.0,,0.78,44.46
2014-04-24,70,78.0,,0.78,54.6
2014-04-25,82,78.0,,0.78,63.96
2014-04-26,26,78.0,,0.78,20.28
2014-04-27,36,78.0,,0.78,28.080000000000002
2014-04-28,84,78.0,,0.78,65.52
2014-04-29,59,78.0,,0.78,46.02
2014-04-30,63,78.0,,0.78,49.14
2014-05-01,44,61.0,False,0.61,26.84
2014-05-02,80,61.0,,0.61,48.8
2014-05-03,42,61.0,,0.61,25.62
2014-05-04,62,61.0,,0.61,37.82
2014-05-05,98,61.0,,0.61,59.78
2014-05-06,77,61.0,,0.61,46.97
2014-05-07,55,61.0,,0.61,33.55
2014-05-08,95,61.0,,0.61,57.949999999999996
2014-05-09,85,61.0,,0.61,51.85
2014-05-10,42,61.0,,0.61,25.62
2014-05-11,44,61.0,,0.61,26.84
2014-05-12,33,61.0,,0.61,20.13
2014-05-13,76,61.0,,0.61,46.36
2014-05-14,61,61.0,,0.61,37.21
2014-05-15,96,61.0,,0.61,58.56
2014-05-16,98,61.0,,0.61,59.78
2014-05-17,36,61.0,,0.61,21.96
2014-05-18,22,61.0,,0.61,13.42
2014-05-19,61,61.0,,0.61,37.21
2014-05-20,57,61.0,,0.61,34.769999999999996
2014-05-21,100,61.0,,0.61,61.0
2014-05-22,57,61.0,,0.61,34.769999999999996
2014-05-23,74,61.0,,0.61,45.14
2014-05-24,42,61.0,,0.61,25.62
2014-05-25,26,61.0,,0.61,15.86
2014-05-26,48,61.0,,0.61,29.28
2014-05-27,50,61.0,,0.61,30.5
2014-05-28,92,61.0,,0.61,56.12
2014-05-29,75,61.0,,0.61,45.75
2014-05-30,66,61.0,,0.61,40.26
2014-05-31,16,61.0,,0.61,9.76
2014-06-01,15,55.0,False,0.55,8.25
2014-06-02,52,55.0,,0.55,28.6
2014-06-03,34,55.0,,0.55,18.700000000000003
2014-06-04,81,55.0,,0.55,44.550000000000004
