date,profit loss_unscaled,profit loss_monthly,isPartial,scale,profit loss
2008-12-06,0,53.0,,0.53,0.0
2008-12-07,31,53.0,,0.53,16.43
2008-12-08,72,53.0,,0.53,38.160000000000004
2008-12-09,30,53.0,,0.53,15.9
2008-12-10,20,53.0,,0.53,10.600000000000001
2008-12-11,82,53.0,,0.53,43.46
2008-12-12,77,53.0,,0.53,40.81
2008-12-13,62,53.0,,0.53,32.86
2008-12-14,95,53.0,,0.53,50.35
2008-12-15,42,53.0,,0.53,22.26
2008-12-16,41,53.0,,0.53,21.73
2008-12-17,32,53.0,,0.53,16.96
2008-12-18,45,53.0,,0.53,23.85
2008-12-19,0,53.0,,0.53,0.0
2008-12-20,0,53.0,,0.53,0.0
2008-12-21,0,53.0,,0.53,0.0
2008-12-22,61,53.0,,0.53,32.33
2008-12-23,25,53.0,,0.53,13.25
2008-12-24,61,53.0,,0.53,32.33
2008-12-25,89,53.0,,0.53,47.17
2008-12-26,33,53.0,,0.53,17.490000000000002
2008-12-27,35,53.0,,0.53,18.55
2008-12-28,0,53.0,,0.53,0.0
2008-12-29,100,53.0,,0.53,53.0
2008-12-30,74,53.0,,0.53,39.22
2008-12-31,27,53.0,,0.53,14.31
2009-01-01,33,66.0,False,0.66,21.78
2009-01-02,45,66.0,,0.66,29.700000000000003
2009-01-03,27,66.0,,0.66,17.82
2009-01-04,27,66.0,,0.66,17.82
2009-01-05,27,66.0,,0.66,17.82
2009-01-06,27,66.0,,0.66,17.82
2009-01-07,26,66.0,,0.66,17.16
2009-01-08,72,66.0,,0.66,47.52
2009-01-09,37,66.0,,0.66,24.42
2009-01-10,26,66.0,,0.66,17.16
2009-01-11,26,66.0,,0.66,17.16
2009-01-12,27,66.0,,0.66,17.82
2009-01-13,69,66.0,,0.66,45.54
2009-01-14,70,66.0,,0.66,46.2
2009-01-15,44,66.0,,0.66,29.040000000000003
2009-01-16,28,66.0,,0.66,18.48
2009-01-17,52,66.0,,0.66,34.32
2009-01-18,0,66.0,,0.66,0.0
2009-01-19,38,66.0,,0.66,25.080000000000002
2009-01-20,61,66.0,,0.66,40.260000000000005
2009-01-21,43,66.0,,0.66,28.380000000000003
2009-01-22,35,66.0,,0.66,23.1
2009-01-23,72,66.0,,0.66,47.52
2009-01-24,49,66.0,,0.66,32.34
2009-01-25,38,66.0,,0.66,25.080000000000002
2009-01-26,17,66.0,,0.66,11.22
2009-01-27,50,66.0,,0.66,33.0
2009-01-28,25,66.0,,0.66,16.5
2009-01-29,52,66.0,,0.66,34.32
2009-01-30,72,66.0,,0.66,47.52
2009-01-31,100,66.0,,0.66,66.0
2009-02-01,24,71.0,False,0.71,17.04
2009-02-02,33,71.0,,0.71,23.43
2009-02-03,46,71.0,,0.71,32.66
2009-02-04,62,71.0,,0.71,44.019999999999996
2009-02-05,32,71.0,,0.71,22.72
2009-02-06,100,71.0,,0.71,71.0
2009-02-07,24,71.0,,0.71,17.04
2009-02-08,23,71.0,,0.71,16.33
2009-02-09,23,71.0,,0.71,16.33
2009-02-10,46,71.0,,0.71,32.66
2009-02-11,31,71.0,,0.71,22.009999999999998
2009-02-12,40,71.0,,0.71,28.4
2009-02-13,34,71.0,,0.71,24.14
2009-02-14,0,71.0,,0.71,0.0
2009-02-15,50,71.0,,0.71,35.5
2009-02-16,35,71.0,,0.71,24.849999999999998
2009-02-17,31,71.0,,0.71,22.009999999999998
2009-02-18,39,71.0,,0.71,27.689999999999998
2009-02-19,24,71.0,,0.71,17.04
2009-02-20,25,71.0,,0.71,17.75
2009-02-21,23,71.0,,0.71,16.33
2009-02-22,47,71.0,,0.71,33.37
2009-02-23,47,71.0,,0.71,33.37
2009-02-24,15,71.0,,0.71,10.649999999999999
2009-02-25,31,71.0,,0.71,22.009999999999998
2009-02-26,47,71.0,,0.71,33.37
2009-02-27,49,71.0,,0.71,34.79
2009-02-28,23,71.0,,0.71,16.33
2009-03-01,25,71.0,False,0.71,17.75
2009-03-02,34,71.0,,0.71,24.14
2009-03-03,67,71.0,,0.71,47.57
2009-03-04,34,71.0,,0.71,24.14
2009-03-05,26,71.0,,0.71,18.46
2009-03-06,73,71.0,,0.71,51.83
2009-03-07,26,71.0,,0.71,18.46
2009-03-08,65,71.0,,0.71,46.15
2009-03-09,51,71.0,,0.71,36.21
2009-03-10,42,71.0,,0.71,29.82
2009-03-11,51,71.0,,0.71,36.21
2009-03-12,26,71.0,,0.71,18.46
2009-03-13,46,71.0,,0.71,32.66
2009-03-14,39,71.0,,0.71,27.689999999999998
2009-03-15,26,71.0,,0.71,18.46
2009-03-16,17,71.0,,0.71,12.07
2009-03-17,35,71.0,,0.71,24.849999999999998
2009-03-18,44,71.0,,0.71,31.24
2009-03-19,70,71.0,,0.71,49.699999999999996
2009-03-20,38,71.0,,0.71,26.979999999999997
2009-03-21,26,71.0,,0.71,18.46
2009-03-22,52,71.0,,0.71,36.92
2009-03-23,17,71.0,,0.71,12.07
2009-03-24,75,71.0,,0.71,53.25
2009-03-25,42,71.0,,0.71,29.82
2009-03-26,34,71.0,,0.71,24.14
2009-03-27,27,71.0,,0.71,19.169999999999998
2009-03-28,100,71.0,,0.71,71.0
2009-03-29,25,71.0,,0.71,17.75
2009-03-30,42,71.0,,0.71,29.82
2009-03-31,42,71.0,,0.71,29.82
2009-04-01,42,66.0,False,0.66,27.720000000000002
2009-04-02,28,66.0,,0.66,18.48
2009-04-03,53,66.0,,0.66,34.980000000000004
2009-04-04,44,66.0,,0.66,29.040000000000003
2009-04-05,22,66.0,,0.66,14.520000000000001
2009-04-06,28,66.0,,0.66,18.48
2009-04-07,21,66.0,,0.66,13.860000000000001
2009-04-08,58,66.0,,0.66,38.28
2009-04-09,15,66.0,,0.66,9.9
2009-04-10,34,66.0,,0.66,22.44
2009-04-11,0,66.0,,0.66,0.0
2009-04-12,24,66.0,,0.66,15.84
2009-04-13,94,66.0,,0.66,62.040000000000006
2009-04-14,55,66.0,,0.66,36.300000000000004
2009-04-15,34,66.0,,0.66,22.44
2009-04-16,100,66.0,,0.66,66.0
2009-04-17,54,66.0,,0.66,35.64
2009-04-18,23,66.0,,0.66,15.180000000000001
2009-04-19,65,66.0,,0.66,42.9
2009-04-20,35,66.0,,0.66,23.1
2009-04-21,55,66.0,,0.66,36.300000000000004
2009-04-22,41,66.0,,0.66,27.060000000000002
2009-04-23,36,66.0,,0.66,23.76
2009-04-24,39,66.0,,0.66,25.740000000000002
2009-04-25,45,66.0,,0.66,29.700000000000003
2009-04-26,44,66.0,,0.66,29.040000000000003
2009-04-27,28,66.0,,0.66,18.48
2009-04-28,41,66.0,,0.66,27.060000000000002
2009-04-29,28,66.0,,0.66,18.48
2009-04-30,42,66.0,,0.66,27.720000000000002
2009-05-01,18,71.0,False,0.71,12.78
2009-05-02,51,71.0,,0.71,36.21
2009-05-03,0,71.0,,0.71,0.0
2009-05-04,100,71.0,,0.71,71.0
2009-05-05,65,71.0,,0.71,46.15
2009-05-06,25,71.0,,0.71,17.75
2009-05-07,26,71.0,,0.71,18.46
2009-05-08,37,71.0,,0.71,26.27
2009-05-09,55,71.0,,0.71,39.05
2009-05-10,42,71.0,,0.71,29.82
2009-05-11,34,71.0,,0.71,24.14
2009-05-12,33,71.0,,0.71,23.43
2009-05-13,25,71.0,,0.71,17.75
2009-05-14,76,71.0,,0.71,53.959999999999994
2009-05-15,36,71.0,,0.71,25.56
2009-05-16,53,71.0,,0.71,37.629999999999995
2009-05-17,27,71.0,,0.71,19.169999999999998
2009-05-18,17,71.0,,0.71,12.07
2009-05-19,33,71.0,,0.71,23.43
2009-05-20,34,71.0,,0.71,24.14
2009-05-21,44,71.0,,0.71,31.24
2009-05-22,19,71.0,,0.71,13.489999999999998
2009-05-23,29,71.0,,0.71,20.59
2009-05-24,0,71.0,,0.71,0.0
2009-05-25,50,71.0,,0.71,35.5
2009-05-26,34,71.0,,0.71,24.14
2009-05-27,76,71.0,,0.71,53.959999999999994
2009-05-28,52,71.0,,0.71,36.92
2009-05-29,65,71.0,,0.71,46.15
2009-05-30,0,71.0,,0.71,0.0
2009-05-31,27,71.0,,0.71,19.169999999999998
2009-06-01,29,74.0,False,0.74,21.46
2009-06-02,38,74.0,,0.74,28.12
2009-06-03,57,74.0,,0.74,42.18
2009-06-04,79,74.0,,0.74,58.46
2009-06-05,52,74.0,,0.74,38.48
2009-06-06,46,74.0,,0.74,34.04
2009-06-07,31,74.0,,0.74,22.94
2009-06-08,97,74.0,,0.74,71.78
2009-06-09,28,74.0,,0.74,20.72
2009-06-10,78,74.0,,0.74,57.72
2009-06-11,40,74.0,,0.74,29.6
2009-06-12,53,74.0,,0.74,39.22
2009-06-13,46,74.0,,0.74,34.04
2009-06-14,32,74.0,,0.74,23.68
2009-06-15,69,74.0,,0.74,51.06
2009-06-16,39,74.0,,0.74,28.86
2009-06-17,49,74.0,,0.74,36.26
2009-06-18,30,74.0,,0.74,22.2
2009-06-19,53,74.0,,0.74,39.22
2009-06-20,31,74.0,,0.74,22.94
2009-06-21,32,74.0,,0.74,23.68
2009-06-22,100,74.0,,0.74,74.0
2009-06-23,78,74.0,,0.74,57.72
2009-06-24,40,74.0,,0.74,29.6
2009-06-25,50,74.0,,0.74,37.0
2009-06-26,21,74.0,,0.74,15.54
2009-06-27,31,74.0,,0.74,22.94
2009-06-28,32,74.0,,0.74,23.68
2009-06-29,79,74.0,,0.74,58.46
2009-06-30,30,74.0,,0.74,22.2
2009-07-01,17,80.0,False,0.8,13.600000000000001
2009-07-02,0,80.0,,0.8,0.0
2009-07-03,23,80.0,,0.8,18.400000000000002
2009-07-04,29,80.0,,0.8,23.200000000000003
2009-07-05,0,80.0,,0.8,0.0
2009-07-06,43,80.0,,0.8,34.4
2009-07-07,33,80.0,,0.8,26.400000000000002
2009-07-08,67,80.0,,0.8,53.6
2009-07-09,43,80.0,,0.8,34.4
2009-07-10,55,80.0,,0.8,44.0
2009-07-11,26,80.0,,0.8,20.8
2009-07-12,27,80.0,,0.8,21.6
2009-07-13,50,80.0,,0.8,40.0
2009-07-14,33,80.0,,0.8,26.400000000000002
2009-07-15,25,80.0,,0.8,20.0
2009-07-16,76,80.0,,0.8,60.800000000000004
2009-07-17,63,80.0,,0.8,50.400000000000006
2009-07-18,0,80.0,,0.8,0.0
2009-07-19,41,80.0,,0.8,32.800000000000004
2009-07-20,100,80.0,,0.8,80.0
2009-07-21,32,80.0,,0.8,25.6
2009-07-22,33,80.0,,0.8,26.400000000000002
2009-07-23,59,80.0,,0.8,47.2
2009-07-24,72,80.0,,0.8,57.6
2009-07-25,26,80.0,,0.8,20.8
2009-07-26,53,80.0,,0.8,42.400000000000006
2009-07-27,25,80.0,,0.8,20.0
2009-07-28,32,80.0,,0.8,25.6
2009-07-29,49,80.0,,0.8,39.2
2009-07-30,25,80.0,,0.8,20.0
2009-07-31,18,80.0,,0.8,14.4
2009-08-01,60,87.0,False,0.87,52.2
2009-08-02,24,87.0,,0.87,20.88
2009-08-03,16,87.0,,0.87,13.92
2009-08-04,31,87.0,,0.87,26.97
2009-08-05,93,87.0,,0.87,80.91
2009-08-06,32,87.0,,0.87,27.84
2009-08-07,50,87.0,,0.87,43.5
2009-08-08,0,87.0,,0.87,0.0
2009-08-09,24,87.0,,0.87,20.88
2009-08-10,62,87.0,,0.87,53.94
2009-08-11,46,87.0,,0.87,40.02
2009-08-12,31,87.0,,0.87,26.97
2009-08-13,63,87.0,,0.87,54.81
2009-08-14,100,87.0,,0.87,87.0
2009-08-15,24,87.0,,0.87,20.88
2009-08-16,24,87.0,,0.87,20.88
2009-08-17,70,87.0,,0.87,60.9
2009-08-18,30,87.0,,0.87,26.1
2009-08-19,46,87.0,,0.87,40.02
2009-08-20,62,87.0,,0.87,53.94
2009-08-21,49,87.0,,0.87,42.63
2009-08-22,69,87.0,,0.87,60.03
2009-08-23,47,87.0,,0.87,40.89
2009-08-24,38,87.0,,0.87,33.06
2009-08-25,38,87.0,,0.87,33.06
2009-08-26,83,87.0,,0.87,72.21
2009-08-27,54,87.0,,0.87,46.98
2009-08-28,24,87.0,,0.87,20.88
2009-08-29,0,87.0,,0.87,0.0
2009-08-30,45,87.0,,0.87,39.15
2009-08-31,60,87.0,,0.87,52.2
2009-09-01,28,81.0,False,0.81,22.68
2009-09-02,35,81.0,,0.81,28.35
2009-09-03,51,81.0,,0.81,41.31
2009-09-04,93,81.0,,0.81,75.33
2009-09-05,22,81.0,,0.81,17.82
2009-09-06,46,81.0,,0.81,37.260000000000005
2009-09-07,39,81.0,,0.81,31.590000000000003
2009-09-08,35,81.0,,0.81,28.35
2009-09-09,41,81.0,,0.81,33.21
2009-09-10,42,81.0,,0.81,34.02
2009-09-11,44,81.0,,0.81,35.64
2009-09-12,41,81.0,,0.81,33.21
2009-09-13,21,81.0,,0.81,17.01
2009-09-14,27,81.0,,0.81,21.87
2009-09-15,100,81.0,,0.81,81.0
2009-09-16,34,81.0,,0.81,27.540000000000003
2009-09-17,55,81.0,,0.81,44.550000000000004
2009-09-18,29,81.0,,0.81,23.490000000000002
2009-09-19,0,81.0,,0.81,0.0
2009-09-20,21,81.0,,0.81,17.01
2009-09-21,34,81.0,,0.81,27.540000000000003
2009-09-22,27,81.0,,0.81,21.87
2009-09-23,34,81.0,,0.81,27.540000000000003
2009-09-24,28,81.0,,0.81,22.68
2009-09-25,59,81.0,,0.81,47.790000000000006
2009-09-26,20,81.0,,0.81,16.200000000000003
2009-09-27,20,81.0,,0.81,16.200000000000003
2009-09-28,47,81.0,,0.81,38.07
2009-09-29,81,81.0,,0.81,65.61
2009-09-30,27,81.0,,0.81,21.87
2009-10-01,29,80.0,False,0.8,23.200000000000003
2009-10-02,49,80.0,,0.8,39.2
2009-10-03,35,80.0,,0.8,28.0
2009-10-04,0,80.0,,0.8,0.0
2009-10-05,56,80.0,,0.8,44.800000000000004
2009-10-06,45,80.0,,0.8,36.0
2009-10-07,28,80.0,,0.8,22.400000000000002
2009-10-08,57,80.0,,0.8,45.6
2009-10-09,48,80.0,,0.8,38.400000000000006
2009-10-10,17,80.0,,0.8,13.600000000000001
2009-10-11,35,80.0,,0.8,28.0
2009-10-12,35,80.0,,0.8,28.0
2009-10-13,100,80.0,,0.8,80.0
2009-10-14,33,80.0,,0.8,26.400000000000002
2009-10-15,44,80.0,,0.8,35.2
2009-10-16,60,80.0,,0.8,48.0
2009-10-17,34,80.0,,0.8,27.200000000000003
2009-10-18,51,80.0,,0.8,40.800000000000004
2009-10-19,45,80.0,,0.8,36.0
2009-10-20,27,80.0,,0.8,21.6
2009-10-21,56,80.0,,0.8,44.800000000000004
2009-10-22,62,80.0,,0.8,49.6
2009-10-23,41,80.0,,0.8,32.800000000000004
2009-10-24,25,80.0,,0.8,20.0
2009-10-25,50,80.0,,0.8,40.0
2009-10-26,33,80.0,,0.8,26.400000000000002
2009-10-27,43,80.0,,0.8,34.4
2009-10-28,60,80.0,,0.8,48.0
2009-10-29,50,80.0,,0.8,40.0
2009-10-30,60,80.0,,0.8,48.0
2009-10-31,17,80.0,,0.8,13.600000000000001
2009-11-01,65,79.0,False,0.79,51.35
2009-11-02,82,79.0,,0.79,64.78
2009-11-03,31,79.0,,0.79,24.490000000000002
2009-11-04,55,79.0,,0.79,43.45
2009-11-05,32,79.0,,0.79,25.28
2009-11-06,43,79.0,,0.79,33.97
2009-11-07,73,79.0,,0.79,57.67
2009-11-08,48,79.0,,0.79,37.92
2009-11-09,39,79.0,,0.79,30.810000000000002
2009-11-10,92,79.0,,0.79,72.68
2009-11-11,48,79.0,,0.79,37.92
2009-11-12,56,79.0,,0.79,44.24
2009-11-13,100,79.0,,0.79,79.0
2009-11-14,0,79.0,,0.79,0.0
2009-11-15,35,79.0,,0.79,27.650000000000002
2009-11-16,31,79.0,,0.79,24.490000000000002
2009-11-17,62,79.0,,0.79,48.980000000000004
2009-11-18,47,79.0,,0.79,37.13
2009-11-19,47,79.0,,0.79,37.13
2009-11-20,33,79.0,,0.79,26.07
2009-11-21,46,79.0,,0.79,36.34
2009-11-22,23,79.0,,0.79,18.17
2009-11-23,63,79.0,,0.79,49.77
2009-11-24,47,79.0,,0.79,37.13
2009-11-25,35,79.0,,0.79,27.650000000000002
2009-11-26,50,79.0,,0.79,39.5
2009-11-27,45,79.0,,0.79,35.550000000000004
2009-11-28,48,79.0,,0.79,37.92
2009-11-29,23,79.0,,0.79,18.17
2009-11-30,53,79.0,,0.79,41.870000000000005
2009-12-01,27,64.0,False,0.64,17.28
2009-12-02,69,64.0,,0.64,44.160000000000004
2009-12-03,57,64.0,,0.64,36.480000000000004
2009-12-04,44,64.0,,0.64,28.16
2009-12-05,0,64.0,,0.64,0.0
2009-12-06,83,64.0,,0.64,53.120000000000005
2009-12-07,42,64.0,,0.64,26.88
2009-12-08,28,64.0,,0.64,17.92
2009-12-09,56,64.0,,0.64,35.84
2009-12-10,100,64.0,,0.64,64.0
2009-12-11,30,64.0,,0.64,19.2
2009-12-12,0,64.0,,0.64,0.0
2009-12-13,21,64.0,,0.64,13.44
2009-12-14,100,64.0,,0.64,64.0
2009-12-15,42,64.0,,0.64,26.88
2009-12-16,14,64.0,,0.64,8.96
2009-12-17,90,64.0,,0.64,57.6
2009-12-18,32,64.0,,0.64,20.48
2009-12-19,44,64.0,,0.64,28.16
2009-12-20,45,64.0,,0.64,28.8
2009-12-21,32,64.0,,0.64,20.48
2009-12-22,33,64.0,,0.64,21.12
2009-12-23,52,64.0,,0.64,33.28
2009-12-24,22,64.0,,0.64,14.08
2009-12-25,0,64.0,,0.64,0.0
2009-12-26,25,64.0,,0.64,16.0
2009-12-27,24,64.0,,0.64,15.36
2009-12-28,68,64.0,,0.64,43.52
2009-12-29,33,64.0,,0.64,21.12
2009-12-30,34,64.0,,0.64,21.76
2009-12-31,19,64.0,,0.64,12.16
2010-01-01,0,81.0,False,0.81,0.0
2010-01-02,0,81.0,,0.81,0.0
2010-01-03,44,81.0,,0.81,35.64
2010-01-04,23,81.0,,0.81,18.630000000000003
2010-01-05,52,81.0,,0.81,42.120000000000005
2010-01-06,53,81.0,,0.81,42.93
2010-01-07,44,81.0,,0.81,35.64
2010-01-08,53,81.0,,0.81,42.93
2010-01-09,21,81.0,,0.81,17.01
2010-01-10,22,81.0,,0.81,17.82
2010-01-11,59,81.0,,0.81,47.790000000000006
2010-01-12,50,81.0,,0.81,40.5
2010-01-13,29,81.0,,0.81,23.490000000000002
2010-01-14,66,81.0,,0.81,53.46
2010-01-15,46,81.0,,0.81,37.260000000000005
2010-01-16,21,81.0,,0.81,17.01
2010-01-17,22,81.0,,0.81,17.82
2010-01-18,32,81.0,,0.81,25.92
2010-01-19,29,81.0,,0.81,23.490000000000002
2010-01-20,35,81.0,,0.81,28.35
2010-01-21,65,81.0,,0.81,52.650000000000006
2010-01-22,45,81.0,,0.81,36.45
2010-01-23,41,81.0,,0.81,33.21
2010-01-24,52,81.0,,0.81,42.120000000000005
2010-01-25,57,81.0,,0.81,46.17
2010-01-26,49,81.0,,0.81,39.690000000000005
2010-01-27,56,81.0,,0.81,45.36
2010-01-28,100,81.0,,0.81,81.0
2010-01-29,67,81.0,,0.81,54.27
2010-01-30,60,81.0,,0.81,48.6
2010-01-31,61,81.0,,0.81,49.410000000000004
2010-02-01,57,100.0,False,1.0,57.0
2010-02-02,55,100.0,,1.0,55.0
2010-02-03,48,100.0,,1.0,48.0
2010-02-04,41,100.0,,1.0,41.0
2010-02-05,34,100.0,,1.0,34.0
2010-02-06,35,100.0,,1.0,35.0
2010-02-07,23,100.0,,1.0,23.0
2010-02-08,100,100.0,,1.0,100.0
2010-02-09,63,100.0,,1.0,63.0
2010-02-10,56,100.0,,1.0,56.0
2010-02-11,74,100.0,,1.0,74.0
2010-02-12,61,100.0,,1.0,61.0
2010-02-13,36,100.0,,1.0,36.0
2010-02-14,0,100.0,,1.0,0.0
2010-02-15,46,100.0,,1.0,46.0
2010-02-16,65,100.0,,1.0,65.0
2010-02-17,57,100.0,,1.0,57.0
2010-02-18,66,100.0,,1.0,66.0
2010-02-19,78,100.0,,1.0,78.0
2010-02-20,35,100.0,,1.0,35.0
2010-02-21,60,100.0,,1.0,60.0
2010-02-22,65,100.0,,1.0,65.0
2010-02-23,94,100.0,,1.0,94.0
2010-02-24,71,100.0,,1.0,71.0
2010-02-25,80,100.0,,1.0,80.0
2010-02-26,76,100.0,,1.0,76.0
2010-02-27,80,100.0,,1.0,80.0
2010-02-28,24,100.0,,1.0,24.0
2010-03-01,49,95.0,False,0.95,46.55
2010-03-02,80,95.0,,0.95,76.0
2010-03-03,40,95.0,,0.95,38.0
2010-03-04,33,95.0,,0.95,31.349999999999998
2010-03-05,52,95.0,,0.95,49.4
2010-03-06,25,95.0,,0.95,23.75
2010-03-07,63,95.0,,0.95,59.849999999999994
2010-03-08,50,95.0,,0.95,47.5
2010-03-09,41,95.0,,0.95,38.949999999999996
2010-03-10,74,95.0,,0.95,70.3
2010-03-11,82,95.0,,0.95,77.89999999999999
2010-03-12,78,95.0,,0.95,74.1
2010-03-13,23,95.0,,0.95,21.849999999999998
2010-03-14,48,95.0,,0.95,45.599999999999994
2010-03-15,99,95.0,,0.95,94.05
2010-03-16,67,95.0,,0.95,63.65
2010-03-17,51,95.0,,0.95,48.449999999999996
2010-03-18,52,95.0,,0.95,49.4
2010-03-19,100,95.0,,0.95,95.0
2010-03-20,51,95.0,,0.95,48.449999999999996
2010-03-21,62,95.0,,0.95,58.9
2010-03-22,33,95.0,,0.95,31.349999999999998
2010-03-23,40,95.0,,0.95,38.0
2010-03-24,66,95.0,,0.95,62.699999999999996
2010-03-25,50,95.0,,0.95,47.5
2010-03-26,62,95.0,,0.95,58.9
2010-03-27,62,95.0,,0.95,58.9
2010-03-28,49,95.0,,0.95,46.55
2010-03-29,25,95.0,,0.95,23.75
2010-03-30,49,95.0,,0.95,46.55
2010-03-31,68,95.0,,0.95,64.6
2010-04-01,31,88.0,False,0.88,27.28
2010-04-02,54,88.0,,0.88,47.52
2010-04-03,47,88.0,,0.88,41.36
2010-04-04,50,88.0,,0.88,44.0
2010-04-05,23,88.0,,0.88,20.24
2010-04-06,44,88.0,,0.88,38.72
2010-04-07,96,88.0,,0.88,84.48
2010-04-08,37,88.0,,0.88,32.56
2010-04-09,70,88.0,,0.88,61.6
2010-04-10,44,88.0,,0.88,38.72
2010-04-11,44,88.0,,0.88,38.72
2010-04-12,100,88.0,,0.88,88.0
2010-04-13,63,88.0,,0.88,55.44
2010-04-14,65,88.0,,0.88,57.2
2010-04-15,94,88.0,,0.88,82.72
2010-04-16,46,88.0,,0.88,40.48
2010-04-17,22,88.0,,0.88,19.36
2010-04-18,22,88.0,,0.88,19.36
2010-04-19,50,88.0,,0.88,44.0
2010-04-20,42,88.0,,0.88,36.96
2010-04-21,36,88.0,,0.88,31.68
2010-04-22,72,88.0,,0.88,63.36
2010-04-23,23,88.0,,0.88,20.24
2010-04-24,64,88.0,,0.88,56.32
2010-04-25,32,88.0,,0.88,28.16
2010-04-26,56,88.0,,0.88,49.28
2010-04-27,62,88.0,,0.88,54.56
2010-04-28,58,88.0,,0.88,51.04
2010-04-29,60,88.0,,0.88,52.8
2010-04-30,40,88.0,,0.88,35.2
2010-05-01,42,74.0,False,0.74,31.08
2010-05-02,27,74.0,,0.74,19.98
2010-05-03,54,74.0,,0.74,39.96
2010-05-04,53,74.0,,0.74,39.22
2010-05-05,72,74.0,,0.74,53.28
2010-05-06,46,74.0,,0.74,34.04
2010-05-07,49,74.0,,0.74,36.26
2010-05-08,0,74.0,,0.74,0.0
2010-05-09,29,74.0,,0.74,21.46
2010-05-10,64,74.0,,0.74,47.36
2010-05-11,44,74.0,,0.74,32.56
2010-05-12,36,74.0,,0.74,26.64
2010-05-13,65,74.0,,0.74,48.1
2010-05-14,40,74.0,,0.74,29.6
2010-05-15,57,74.0,,0.74,42.18
2010-05-16,29,74.0,,0.74,21.46
2010-05-17,45,74.0,,0.74,33.3
2010-05-18,53,74.0,,0.74,39.22
2010-05-19,73,74.0,,0.74,54.019999999999996
2010-05-20,66,74.0,,0.74,48.839999999999996
2010-05-21,100,74.0,,0.74,74.0
2010-05-22,43,74.0,,0.74,31.82
2010-05-23,29,74.0,,0.74,21.46
2010-05-24,37,74.0,,0.74,27.38
2010-05-25,46,74.0,,0.74,34.04
2010-05-26,47,74.0,,0.74,34.78
2010-05-27,58,74.0,,0.74,42.92
2010-05-28,52,74.0,,0.74,38.48
2010-05-29,60,74.0,,0.74,44.4
2010-05-30,31,74.0,,0.74,22.94
2010-05-31,27,74.0,,0.74,19.98
2010-06-01,26,67.0,False,0.67,17.42
2010-06-02,39,67.0,,0.67,26.130000000000003
2010-06-03,73,67.0,,0.67,48.910000000000004
2010-06-04,63,67.0,,0.67,42.21
2010-06-05,20,67.0,,0.67,13.4
2010-06-06,20,67.0,,0.67,13.4
2010-06-07,65,67.0,,0.67,43.550000000000004
2010-06-08,32,67.0,,0.67,21.44
2010-06-09,46,67.0,,0.67,30.82
2010-06-10,75,67.0,,0.67,50.25
2010-06-11,29,67.0,,0.67,19.43
2010-06-12,20,67.0,,0.67,13.4
2010-06-13,0,67.0,,0.67,0.0
2010-06-14,60,67.0,,0.67,40.2
2010-06-15,53,67.0,,0.67,35.510000000000005
2010-06-16,47,67.0,,0.67,31.490000000000002
2010-06-17,41,67.0,,0.67,27.470000000000002
2010-06-18,22,67.0,,0.67,14.74
2010-06-19,21,67.0,,0.67,14.07
2010-06-20,22,67.0,,0.67,14.74
2010-06-21,68,67.0,,0.67,45.56
2010-06-22,46,67.0,,0.67,30.82
2010-06-23,66,67.0,,0.67,44.220000000000006
2010-06-24,40,67.0,,0.67,26.8
2010-06-25,29,67.0,,0.67,19.43
2010-06-26,20,67.0,,0.67,13.4
2010-06-27,21,67.0,,0.67,14.07
2010-06-28,40,67.0,,0.67,26.8
2010-06-29,39,67.0,,0.67,26.130000000000003
2010-06-30,100,67.0,,0.67,67.0
2010-07-01,43,61.0,False,0.61,26.23
2010-07-02,61,61.0,,0.61,37.21
2010-07-03,0,61.0,,0.61,0.0
2010-07-04,24,61.0,,0.61,14.64
2010-07-05,0,61.0,,0.61,0.0
2010-07-06,44,61.0,,0.61,26.84
2010-07-07,72,61.0,,0.61,43.92
2010-07-08,88,61.0,,0.61,53.68
2010-07-09,38,61.0,,0.61,23.18
2010-07-10,20,61.0,,0.61,12.2
2010-07-11,42,61.0,,0.61,25.62
2010-07-12,36,61.0,,0.61,21.96
2010-07-13,50,61.0,,0.61,30.5
2010-07-14,65,61.0,,0.61,39.65
2010-07-15,59,61.0,,0.61,35.99
2010-07-16,47,61.0,,0.61,28.669999999999998
2010-07-17,41,61.0,,0.61,25.009999999999998
2010-07-18,21,61.0,,0.61,12.81
2010-07-19,51,61.0,,0.61,31.11
2010-07-20,86,61.0,,0.61,52.46
2010-07-21,73,61.0,,0.61,44.53
2010-07-22,44,61.0,,0.61,26.84
2010-07-23,31,61.0,,0.61,18.91
2010-07-24,60,61.0,,0.61,36.6
2010-07-25,21,61.0,,0.61,12.81
2010-07-26,51,61.0,,0.61,31.11
2010-07-27,100,61.0,,0.61,61.0
2010-07-28,36,61.0,,0.61,21.96
2010-07-29,51,61.0,,0.61,31.11
2010-07-30,47,61.0,,0.61,28.669999999999998
2010-07-31,62,61.0,,0.61,37.82
2010-08-01,23,62.0,False,0.62,14.26
2010-08-02,48,62.0,,0.62,29.759999999999998
2010-08-03,47,62.0,,0.62,29.14
2010-08-04,32,62.0,,0.62,19.84
2010-08-05,65,62.0,,0.62,40.3
2010-08-06,17,62.0,,0.62,10.54
2010-08-07,23,62.0,,0.62,14.26
2010-08-08,0,62.0,,0.62,0.0
2010-08-09,16,62.0,,0.62,9.92
