date,SAVINGS_unscaled,SAVINGS_monthly,isPartial,scale,SAVINGS
2005-01-01,68,38.0,False,0.38,25.84
2005-01-02,64,38.0,,0.38,24.32
2005-01-03,96,38.0,,0.38,36.480000000000004
2005-01-04,100,38.0,,0.38,38.0
2005-01-05,77,38.0,,0.38,29.26
2005-01-06,86,38.0,,0.38,32.68
2005-01-07,98,38.0,,0.38,37.24
2005-01-08,53,38.0,,0.38,20.14
2005-01-09,63,38.0,,0.38,23.94
2005-01-10,83,38.0,,0.38,31.54
2005-01-11,97,38.0,,0.38,36.86
2005-01-12,80,38.0,,0.38,30.4
2005-01-13,75,38.0,,0.38,28.5
2005-01-14,80,38.0,,0.38,30.4
2005-01-15,46,38.0,,0.38,17.48
2005-01-16,59,38.0,,0.38,22.42
2005-01-17,89,38.0,,0.38,33.82
2005-01-18,87,38.0,,0.38,33.06
2005-01-19,81,38.0,,0.38,30.78
2005-01-20,72,38.0,,0.38,27.36
2005-01-21,87,38.0,,0.38,33.06
2005-01-22,61,38.0,,0.38,23.18
2005-01-23,60,38.0,,0.38,22.8
2005-01-24,77,38.0,,0.38,29.26
2005-01-25,71,38.0,,0.38,26.98
2005-01-26,62,38.0,,0.38,23.56
2005-01-27,78,38.0,,0.38,29.64
2005-01-28,65,38.0,,0.38,24.7
2005-01-29,50,38.0,,0.38,19.0
2005-01-30,63,38.0,,0.38,23.94
2005-01-31,80,38.0,,0.38,30.4
2005-02-01,61,38.0,False,0.38,23.18
2005-02-02,85,38.0,,0.38,32.3
2005-02-03,100,38.0,,0.38,38.0
2005-02-04,76,38.0,,0.38,28.88
2005-02-05,51,38.0,,0.38,19.38
2005-02-06,48,38.0,,0.38,18.240000000000002
2005-02-07,76,38.0,,0.38,28.88
2005-02-08,91,38.0,,0.38,34.58
2005-02-09,60,38.0,,0.38,22.8
2005-02-10,96,38.0,,0.38,36.480000000000004
2005-02-11,99,38.0,,0.38,37.62
2005-02-12,70,38.0,,0.38,26.6
2005-02-13,61,38.0,,0.38,23.18
2005-02-14,73,38.0,,0.38,27.740000000000002
2005-02-15,68,38.0,,0.38,25.84
2005-02-16,77,38.0,,0.38,29.26
2005-02-17,100,38.0,,0.38,38.0
2005-02-18,94,38.0,,0.38,35.72
2005-02-19,73,38.0,,0.38,27.740000000000002
2005-02-20,54,38.0,,0.38,20.52
2005-02-21,80,38.0,,0.38,30.4
2005-02-22,76,38.0,,0.38,28.88
2005-02-23,85,38.0,,0.38,32.3
2005-02-24,84,38.0,,0.38,31.92
2005-02-25,83,38.0,,0.38,31.54
2005-02-26,81,38.0,,0.38,30.78
2005-02-27,76,38.0,,0.38,28.88
2005-02-28,70,38.0,,0.38,26.6
2005-03-01,31,62.0,False,0.62,19.22
2005-03-02,26,62.0,,0.62,16.12
2005-03-03,30,62.0,,0.62,18.6
2005-03-04,27,62.0,,0.62,16.74
2005-03-05,22,62.0,,0.62,13.64
2005-03-06,25,62.0,,0.62,15.5
2005-03-07,31,62.0,,0.62,19.22
2005-03-08,31,62.0,,0.62,19.22
2005-03-09,29,62.0,,0.62,17.98
2005-03-10,26,62.0,,0.62,16.12
2005-03-11,26,62.0,,0.62,16.12
2005-03-12,25,62.0,,0.62,15.5
2005-03-13,27,62.0,,0.62,16.74
2005-03-14,35,62.0,,0.62,21.7
2005-03-15,30,62.0,,0.62,18.6
2005-03-16,33,62.0,,0.62,20.46
2005-03-17,29,62.0,,0.62,17.98
2005-03-18,32,62.0,,0.62,19.84
2005-03-19,31,62.0,,0.62,19.22
2005-03-20,47,62.0,,0.62,29.14
2005-03-21,50,62.0,,0.62,31.0
2005-03-22,38,62.0,,0.62,23.56
2005-03-23,34,62.0,,0.62,21.08
2005-03-24,33,62.0,,0.62,20.46
2005-03-25,34,62.0,,0.62,21.08
2005-03-26,48,62.0,,0.62,29.759999999999998
2005-03-27,100,62.0,,0.62,62.0
2005-03-28,72,62.0,,0.62,44.64
2005-03-29,55,62.0,,0.62,34.1
2005-03-30,47,62.0,,0.62,29.14
2005-03-31,51,62.0,,0.62,31.62
2005-04-01,29,50.0,False,0.5,14.5
2005-04-02,39,50.0,,0.5,19.5
2005-04-03,100,50.0,,0.5,50.0
2005-04-04,22,50.0,,0.5,11.0
2005-04-05,0,50.0,,0.5,0.0
2005-04-06,16,50.0,,0.5,8.0
2005-04-07,16,50.0,,0.5,8.0
2005-04-08,20,50.0,,0.5,10.0
2005-04-09,15,50.0,,0.5,7.5
2005-04-10,7,50.0,,0.5,3.5
2005-04-11,17,50.0,,0.5,8.5
2005-04-12,14,50.0,,0.5,7.0
2005-04-13,15,50.0,,0.5,7.5
2005-04-14,13,50.0,,0.5,6.5
2005-04-15,16,50.0,,0.5,8.0
2005-04-16,14,50.0,,0.5,7.0
2005-04-17,8,50.0,,0.5,4.0
2005-04-18,11,50.0,,0.5,5.5
2005-04-19,9,50.0,,0.5,4.5
2005-04-20,13,50.0,,0.5,6.5
2005-04-21,7,50.0,,0.5,3.5
2005-04-22,11,50.0,,0.5,5.5
2005-04-23,11,50.0,,0.5,5.5
2005-04-24,8,50.0,,0.5,4.0
2005-04-25,9,50.0,,0.5,4.5
2005-04-26,16,50.0,,0.5,8.0
2005-04-27,11,50.0,,0.5,5.5
2005-04-28,11,50.0,,0.5,5.5
2005-04-29,13,50.0,,0.5,6.5
2005-04-30,10,50.0,,0.5,5.0
2005-05-01,53,34.0,False,0.34,18.02
2005-05-02,85,34.0,,0.34,28.900000000000002
2005-05-03,75,34.0,,0.34,25.500000000000004
2005-05-04,80,34.0,,0.34,27.200000000000003
2005-05-05,69,34.0,,0.34,23.46
2005-05-06,74,34.0,,0.34,25.16
2005-05-07,75,34.0,,0.34,25.500000000000004
2005-05-08,53,34.0,,0.34,18.02
2005-05-09,100,34.0,,0.34,34.0
2005-05-10,81,34.0,,0.34,27.540000000000003
2005-05-11,72,34.0,,0.34,24.48
2005-05-12,76,34.0,,0.34,25.840000000000003
2005-05-13,71,34.0,,0.34,24.14
2005-05-14,44,34.0,,0.34,14.96
2005-05-15,42,34.0,,0.34,14.280000000000001
2005-05-16,93,34.0,,0.34,31.62
2005-05-17,70,34.0,,0.34,23.8
2005-05-18,92,34.0,,0.34,31.28
2005-05-19,63,34.0,,0.34,21.42
2005-05-20,65,34.0,,0.34,22.1
2005-05-21,57,34.0,,0.34,19.380000000000003
2005-05-22,62,34.0,,0.34,21.080000000000002
2005-05-23,91,34.0,,0.34,30.94
2005-05-24,81,34.0,,0.34,27.540000000000003
2005-05-25,76,34.0,,0.34,25.840000000000003
2005-05-26,69,34.0,,0.34,23.46
2005-05-27,63,34.0,,0.34,21.42
2005-05-28,67,34.0,,0.34,22.78
2005-05-29,52,34.0,,0.34,17.68
2005-05-30,43,34.0,,0.34,14.620000000000001
2005-05-31,70,34.0,,0.34,23.8
2005-06-01,86,35.0,False,0.35,30.099999999999998
2005-06-02,82,35.0,,0.35,28.7
2005-06-03,95,35.0,,0.35,33.25
2005-06-04,77,35.0,,0.35,26.95
2005-06-05,56,35.0,,0.35,19.599999999999998
2005-06-06,98,35.0,,0.35,34.3
2005-06-07,91,35.0,,0.35,31.849999999999998
2005-06-08,74,35.0,,0.35,25.9
2005-06-09,93,35.0,,0.35,32.55
2005-06-10,86,35.0,,0.35,30.099999999999998
2005-06-11,61,35.0,,0.35,21.349999999999998
2005-06-12,59,35.0,,0.35,20.65
2005-06-13,83,35.0,,0.35,29.049999999999997
2005-06-14,95,35.0,,0.35,33.25
2005-06-15,100,35.0,,0.35,35.0
2005-06-16,74,35.0,,0.35,25.9
2005-06-17,80,35.0,,0.35,28.0
2005-06-18,67,35.0,,0.35,23.45
2005-06-19,73,35.0,,0.35,25.549999999999997
2005-06-20,91,35.0,,0.35,31.849999999999998
2005-06-21,83,35.0,,0.35,29.049999999999997
2005-06-22,90,35.0,,0.35,31.499999999999996
2005-06-23,86,35.0,,0.35,30.099999999999998
2005-06-24,85,35.0,,0.35,29.749999999999996
2005-06-25,70,35.0,,0.35,24.5
2005-06-26,54,35.0,,0.35,18.9
2005-06-27,93,35.0,,0.35,32.55
2005-06-28,73,35.0,,0.35,25.549999999999997
2005-06-29,93,35.0,,0.35,32.55
2005-06-30,87,35.0,,0.35,30.45
2005-07-01,66,38.0,False,0.38,25.080000000000002
2005-07-02,41,38.0,,0.38,15.58
2005-07-03,34,38.0,,0.38,12.92
2005-07-04,63,38.0,,0.38,23.94
2005-07-05,88,38.0,,0.38,33.44
2005-07-06,75,38.0,,0.38,28.5
2005-07-07,61,38.0,,0.38,23.18
2005-07-08,73,38.0,,0.38,27.740000000000002
2005-07-09,56,38.0,,0.38,21.28
2005-07-10,62,38.0,,0.38,23.56
2005-07-11,68,38.0,,0.38,25.84
2005-07-12,58,38.0,,0.38,22.04
2005-07-13,65,38.0,,0.38,24.7
2005-07-14,63,38.0,,0.38,23.94
2005-07-15,68,38.0,,0.38,25.84
2005-07-16,66,38.0,,0.38,25.080000000000002
2005-07-17,47,38.0,,0.38,17.86
2005-07-18,64,38.0,,0.38,24.32
2005-07-19,74,38.0,,0.38,28.12
2005-07-20,70,38.0,,0.38,26.6
2005-07-21,73,38.0,,0.38,27.740000000000002
2005-07-22,100,38.0,,0.38,38.0
2005-07-23,60,38.0,,0.38,22.8
2005-07-24,55,38.0,,0.38,20.9
2005-07-25,79,38.0,,0.38,30.02
2005-07-26,90,38.0,,0.38,34.2
2005-07-27,72,38.0,,0.38,27.36
2005-07-28,68,38.0,,0.38,25.84
2005-07-29,88,38.0,,0.38,33.44
2005-07-30,63,38.0,,0.38,23.94
2005-07-31,36,38.0,,0.38,13.68
2005-08-01,100,40.0,False,0.4,40.0
2005-08-02,88,40.0,,0.4,35.2
2005-08-03,76,40.0,,0.4,30.400000000000002
2005-08-04,76,40.0,,0.4,30.400000000000002
2005-08-05,66,40.0,,0.4,26.400000000000002
2005-08-06,71,40.0,,0.4,28.400000000000002
2005-08-07,43,40.0,,0.4,17.2
2005-08-08,94,40.0,,0.4,37.6
2005-08-09,98,40.0,,0.4,39.2
2005-08-10,82,40.0,,0.4,32.800000000000004
2005-08-11,71,40.0,,0.4,28.400000000000002
2005-08-12,83,40.0,,0.4,33.2
2005-08-13,69,40.0,,0.4,27.6
2005-08-14,52,40.0,,0.4,20.8
2005-08-15,85,40.0,,0.4,34.0
2005-08-16,70,40.0,,0.4,28.0
2005-08-17,64,40.0,,0.4,25.6
2005-08-18,72,40.0,,0.4,28.8
2005-08-19,65,40.0,,0.4,26.0
2005-08-20,78,40.0,,0.4,31.200000000000003
2005-08-21,50,40.0,,0.4,20.0
2005-08-22,82,40.0,,0.4,32.800000000000004
2005-08-23,96,40.0,,0.4,38.400000000000006
2005-08-24,28,40.0,,0.4,11.200000000000001
2005-08-25,73,40.0,,0.4,29.200000000000003
2005-08-26,90,40.0,,0.4,36.0
2005-08-27,70,40.0,,0.4,28.0
2005-08-28,43,40.0,,0.4,17.2
2005-08-29,73,40.0,,0.4,29.200000000000003
2005-08-30,68,40.0,,0.4,27.200000000000003
2005-08-31,64,40.0,,0.4,25.6
2005-09-01,62,41.0,False,0.41,25.419999999999998
2005-09-02,66,41.0,,0.41,27.06
2005-09-03,66,41.0,,0.41,27.06
2005-09-04,26,41.0,,0.41,10.66
2005-09-05,39,41.0,,0.41,15.989999999999998
2005-09-06,70,41.0,,0.41,28.7
2005-09-07,77,41.0,,0.41,31.569999999999997
2005-09-08,56,41.0,,0.41,22.959999999999997
2005-09-09,67,41.0,,0.41,27.47
2005-09-10,50,41.0,,0.41,20.5
2005-09-11,48,41.0,,0.41,19.68
2005-09-12,52,41.0,,0.41,21.32
2005-09-13,76,41.0,,0.41,31.159999999999997
2005-09-14,66,41.0,,0.41,27.06
2005-09-15,67,41.0,,0.41,27.47
2005-09-16,61,41.0,,0.41,25.009999999999998
2005-09-17,63,41.0,,0.41,25.83
2005-09-18,62,41.0,,0.41,25.419999999999998
2005-09-19,83,41.0,,0.41,34.03
2005-09-20,75,41.0,,0.41,30.749999999999996
2005-09-21,70,41.0,,0.41,28.7
2005-09-22,61,41.0,,0.41,25.009999999999998
2005-09-23,74,41.0,,0.41,30.34
2005-09-24,60,41.0,,0.41,24.599999999999998
2005-09-25,65,41.0,,0.41,26.65
2005-09-26,100,41.0,,0.41,41.0
2005-09-27,63,41.0,,0.41,25.83
2005-09-28,90,41.0,,0.41,36.9
2005-09-29,98,41.0,,0.41,40.18
2005-09-30,84,41.0,,0.41,34.44
2005-10-01,8,77.0,False,0.77,6.16
2005-10-02,10,77.0,,0.77,7.7
2005-10-03,21,77.0,,0.77,16.17
2005-10-04,14,77.0,,0.77,10.780000000000001
2005-10-05,12,77.0,,0.77,9.24
2005-10-06,13,77.0,,0.77,10.01
2005-10-07,13,77.0,,0.77,10.01
2005-10-08,10,77.0,,0.77,7.7
2005-10-09,10,77.0,,0.77,7.7
2005-10-10,14,77.0,,0.77,10.780000000000001
2005-10-11,14,77.0,,0.77,10.780000000000001
2005-10-12,12,77.0,,0.77,9.24
2005-10-13,11,77.0,,0.77,8.47
2005-10-14,12,77.0,,0.77,9.24
2005-10-15,14,77.0,,0.77,10.780000000000001
2005-10-16,10,77.0,,0.77,7.7
2005-10-17,16,77.0,,0.77,12.32
2005-10-18,14,77.0,,0.77,10.780000000000001
2005-10-19,15,77.0,,0.77,11.55
2005-10-20,14,77.0,,0.77,10.780000000000001
2005-10-21,17,77.0,,0.77,13.09
2005-10-22,22,77.0,,0.77,16.94
2005-10-23,31,77.0,,0.77,23.87
2005-10-24,28,77.0,,0.77,21.560000000000002
2005-10-25,22,77.0,,0.77,16.94
2005-10-26,19,77.0,,0.77,14.63
2005-10-27,21,77.0,,0.77,16.17
2005-10-28,24,77.0,,0.77,18.48
2005-10-29,45,77.0,,0.77,34.65
2005-10-30,100,77.0,,0.77,77.0
2005-10-31,18,77.0,,0.77,13.86
2005-11-01,100,36.0,False,0.36,36.0
2005-11-02,90,36.0,,0.36,32.4
2005-11-03,74,36.0,,0.36,26.64
2005-11-04,83,36.0,,0.36,29.88
2005-11-05,64,36.0,,0.36,23.04
2005-11-06,56,36.0,,0.36,20.16
2005-11-07,83,36.0,,0.36,29.88
2005-11-08,69,36.0,,0.36,24.84
2005-11-09,33,36.0,,0.36,11.879999999999999
2005-11-10,60,36.0,,0.36,21.599999999999998
2005-11-11,51,36.0,,0.36,18.36
2005-11-12,62,36.0,,0.36,22.32
2005-11-13,50,36.0,,0.36,18.0
2005-11-14,70,36.0,,0.36,25.2
2005-11-15,72,36.0,,0.36,25.919999999999998
2005-11-16,64,36.0,,0.36,23.04
2005-11-17,62,36.0,,0.36,22.32
2005-11-18,68,36.0,,0.36,24.48
2005-11-19,50,36.0,,0.36,18.0
2005-11-20,32,36.0,,0.36,11.52
2005-11-21,53,36.0,,0.36,19.08
2005-11-22,71,36.0,,0.36,25.56
2005-11-23,60,36.0,,0.36,21.599999999999998
2005-11-24,47,36.0,,0.36,16.919999999999998
2005-11-25,49,36.0,,0.36,17.64
2005-11-26,58,36.0,,0.36,20.88
2005-11-27,52,36.0,,0.36,18.72
2005-11-28,60,36.0,,0.36,21.599999999999998
2005-11-29,62,36.0,,0.36,22.32
2005-11-30,49,36.0,,0.36,17.64
2005-12-01,72,35.0,False,0.35,25.2
2005-12-02,61,35.0,,0.35,21.349999999999998
2005-12-03,46,35.0,,0.35,16.099999999999998
2005-12-04,51,35.0,,0.35,17.849999999999998
2005-12-05,64,35.0,,0.35,22.4
2005-12-06,65,35.0,,0.35,22.75
2005-12-07,55,35.0,,0.35,19.25
2005-12-08,73,35.0,,0.35,25.549999999999997
2005-12-09,58,35.0,,0.35,20.299999999999997
2005-12-10,57,35.0,,0.35,19.95
2005-12-11,34,35.0,,0.35,11.899999999999999
2005-12-12,85,35.0,,0.35,29.749999999999996
2005-12-13,60,35.0,,0.35,21.0
2005-12-14,65,35.0,,0.35,22.75
2005-12-15,74,35.0,,0.35,25.9
2005-12-16,87,35.0,,0.35,30.45
2005-12-17,60,35.0,,0.35,21.0
2005-12-18,36,35.0,,0.35,12.6
2005-12-19,72,35.0,,0.35,25.2
2005-12-20,76,35.0,,0.35,26.599999999999998
2005-12-21,51,35.0,,0.35,17.849999999999998
2005-12-22,74,35.0,,0.35,25.9
2005-12-23,69,35.0,,0.35,24.15
2005-12-24,47,35.0,,0.35,16.45
2005-12-25,40,35.0,,0.35,14.0
2005-12-26,65,35.0,,0.35,22.75
2005-12-27,100,35.0,,0.35,35.0
2005-12-28,75,35.0,,0.35,26.25
2005-12-29,78,35.0,,0.35,27.299999999999997
2005-12-30,98,35.0,,0.35,34.3
2005-12-31,62,35.0,,0.35,21.7
2006-01-01,52,39.0,False,0.39,20.28
2006-01-02,84,39.0,,0.39,32.76
2006-01-03,100,39.0,,0.39,39.0
2006-01-04,85,39.0,,0.39,33.15
2006-01-05,81,39.0,,0.39,31.59
2006-01-06,94,39.0,,0.39,36.660000000000004
2006-01-07,75,39.0,,0.39,29.25
2006-01-08,68,39.0,,0.39,26.52
2006-01-09,85,39.0,,0.39,33.15
2006-01-10,85,39.0,,0.39,33.15
2006-01-11,81,39.0,,0.39,31.59
2006-01-12,81,39.0,,0.39,31.59
2006-01-13,83,39.0,,0.39,32.370000000000005
2006-01-14,77,39.0,,0.39,30.03
2006-01-15,70,39.0,,0.39,27.3
2006-01-16,66,39.0,,0.39,25.740000000000002
2006-01-17,82,39.0,,0.39,31.98
2006-01-18,94,39.0,,0.39,36.660000000000004
2006-01-19,68,39.0,,0.39,26.52
2006-01-20,73,39.0,,0.39,28.470000000000002
2006-01-21,57,39.0,,0.39,22.23
2006-01-22,51,39.0,,0.39,19.89
2006-01-23,77,39.0,,0.39,30.03
2006-01-24,90,39.0,,0.39,35.1
2006-01-25,71,39.0,,0.39,27.69
2006-01-26,67,39.0,,0.39,26.130000000000003
2006-01-27,78,39.0,,0.39,30.42
2006-01-28,70,39.0,,0.39,27.3
2006-01-29,64,39.0,,0.39,24.96
2006-01-30,91,39.0,,0.39,35.49
2006-01-31,91,39.0,,0.39,35.49
2006-02-01,70,40.0,False,0.4,28.0
2006-02-02,88,40.0,,0.4,35.2
2006-02-03,78,40.0,,0.4,31.200000000000003
2006-02-04,50,40.0,,0.4,20.0
2006-02-05,57,40.0,,0.4,22.8
2006-02-06,66,40.0,,0.4,26.400000000000002
2006-02-07,72,40.0,,0.4,28.8
2006-02-08,82,40.0,,0.4,32.800000000000004
2006-02-09,78,40.0,,0.4,31.200000000000003
2006-02-10,58,40.0,,0.4,23.200000000000003
2006-02-11,54,40.0,,0.4,21.6
2006-02-12,60,40.0,,0.4,24.0
2006-02-13,61,40.0,,0.4,24.400000000000002
2006-02-14,67,40.0,,0.4,26.8
2006-02-15,82,40.0,,0.4,32.800000000000004
2006-02-16,64,40.0,,0.4,25.6
2006-02-17,70,40.0,,0.4,28.0
2006-02-18,70,40.0,,0.4,28.0
2006-02-19,39,40.0,,0.4,15.600000000000001
2006-02-20,54,40.0,,0.4,21.6
2006-02-21,84,40.0,,0.4,33.6
2006-02-22,92,40.0,,0.4,36.800000000000004
2006-02-23,74,40.0,,0.4,29.6
2006-02-24,88,40.0,,0.4,35.2
2006-02-25,62,40.0,,0.4,24.8
2006-02-26,50,40.0,,0.4,20.0
2006-02-27,79,40.0,,0.4,31.6
2006-02-28,100,40.0,,0.4,40.0
2006-03-01,38,60.0,False,0.6,22.8
2006-03-02,32,60.0,,0.6,19.2
2006-03-03,24,60.0,,0.6,14.399999999999999
2006-03-04,28,60.0,,0.6,16.8
2006-03-05,28,60.0,,0.6,16.8
2006-03-06,32,60.0,,0.6,19.2
2006-03-07,35,60.0,,0.6,21.0
2006-03-08,31,60.0,,0.6,18.599999999999998
2006-03-09,34,60.0,,0.6,20.4
2006-03-10,29,60.0,,0.6,17.4
2006-03-11,26,60.0,,0.6,15.6
2006-03-12,23,60.0,,0.6,13.799999999999999
2006-03-13,40,60.0,,0.6,24.0
2006-03-14,33,60.0,,0.6,19.8
2006-03-15,39,60.0,,0.6,23.4
2006-03-16,35,60.0,,0.6,21.0
2006-03-17,28,60.0,,0.6,16.8
2006-03-18,40,60.0,,0.6,24.0
2006-03-19,36,60.0,,0.6,21.599999999999998
2006-03-20,56,60.0,,0.6,33.6
2006-03-21,45,60.0,,0.6,27.0
2006-03-22,47,60.0,,0.6,28.2
2006-03-23,38,60.0,,0.6,22.8
2006-03-24,47,60.0,,0.6,28.2
2006-03-25,55,60.0,,0.6,33.0
2006-03-26,100,60.0,,0.6,60.0
2006-03-27,81,60.0,,0.6,48.6
2006-03-28,60,60.0,,0.6,36.0
2006-03-29,65,60.0,,0.6,39.0
2006-03-30,76,60.0,,0.6,45.6
2006-03-31,91,60.0,,0.6,54.6
2006-04-01,57,49.0,False,0.49,27.93
2006-04-02,100,49.0,,0.49,49.0
2006-04-03,22,49.0,,0.49,10.78
2006-04-04,16,49.0,,0.49,7.84
2006-04-05,14,49.0,,0.49,6.859999999999999
2006-04-06,12,49.0,,0.49,5.88
2006-04-07,13,49.0,,0.49,6.37
2006-04-08,10,49.0,,0.49,4.9
2006-04-09,10,49.0,,0.49,4.9
2006-04-10,14,49.0,,0.49,6.859999999999999
2006-04-11,12,49.0,,0.49,5.88
2006-04-12,12,49.0,,0.49,5.88
2006-04-13,10,49.0,,0.49,4.9
2006-04-14,11,49.0,,0.49,5.39
2006-04-15,10,49.0,,0.49,4.9
2006-04-16,6,49.0,,0.49,2.94
2006-04-17,13,49.0,,0.49,6.37
2006-04-18,11,49.0,,0.49,5.39
2006-04-19,12,49.0,,0.49,5.88
2006-04-20,10,49.0,,0.49,4.9
2006-04-21,10,49.0,,0.49,4.9
2006-04-22,9,49.0,,0.49,4.41
2006-04-23,6,49.0,,0.49,2.94
2006-04-24,11,49.0,,0.49,5.39
2006-04-25,11,49.0,,0.49,5.39
2006-04-26,10,49.0,,0.49,4.9
2006-04-27,12,49.0,,0.49,5.88
2006-04-28,11,49.0,,0.49,5.39
2006-04-29,9,49.0,,0.49,4.41
2006-04-30,9,49.0,,0.49,4.41
2006-05-01,91,33.0,False,0.33,30.03
2006-05-02,91,33.0,,0.33,30.03
2006-05-03,88,33.0,,0.33,29.040000000000003
2006-05-04,85,33.0,,0.33,28.05
2006-05-05,96,33.0,,0.33,31.68
2006-05-06,61,33.0,,0.33,20.130000000000003
2006-05-07,78,33.0,,0.33,25.740000000000002
2006-05-08,94,33.0,,0.33,31.020000000000003
2006-05-09,79,33.0,,0.33,26.07
2006-05-10,83,33.0,,0.33,27.39
2006-05-11,85,33.0,,0.33,28.05
2006-05-12,67,33.0,,0.33,22.11
2006-05-13,66,33.0,,0.33,21.78
2006-05-14,55,33.0,,0.33,18.150000000000002
2006-05-15,100,33.0,,0.33,33.0
2006-05-16,81,33.0,,0.33,26.73
2006-05-17,79,33.0,,0.33,26.07
2006-05-18,76,33.0,,0.33,25.080000000000002
2006-05-19,81,33.0,,0.33,26.73
2006-05-20,63,33.0,,0.33,20.790000000000003
2006-05-21,67,33.0,,0.33,22.11
2006-05-22,85,33.0,,0.33,28.05
2006-05-23,82,33.0,,0.33,27.060000000000002
2006-05-24,68,33.0,,0.33,22.44
2006-05-25,73,33.0,,0.33,24.09
2006-05-26,70,33.0,,0.33,23.1
2006-05-27,55,33.0,,0.33,18.150000000000002
2006-05-28,46,33.0,,0.33,15.180000000000001
2006-05-29,51,33.0,,0.33,16.830000000000002
2006-05-30,89,33.0,,0.33,29.37
2006-05-31,82,33.0,,0.33,27.060000000000002
2006-06-01,82,35.0,False,0.35,28.7
2006-06-02,94,35.0,,0.35,32.9
2006-06-03,65,35.0,,0.35,22.75
2006-06-04,62,35.0,,0.35,21.7
2006-06-05,100,35.0,,0.35,35.0
2006-06-06,65,35.0,,0.35,22.75
2006-06-07,72,35.0,,0.35,25.2
2006-06-08,67,35.0,,0.35,23.45
2006-06-09,87,35.0,,0.35,30.45
2006-06-10,81,35.0,,0.35,28.349999999999998
2006-06-11,47,35.0,,0.35,16.45
2006-06-12,75,35.0,,0.35,26.25
2006-06-13,73,35.0,,0.35,25.549999999999997
2006-06-14,91,35.0,,0.35,31.849999999999998
2006-06-15,77,35.0,,0.35,26.95
2006-06-16,87,35.0,,0.35,30.45
2006-06-17,50,35.0,,0.35,17.5
2006-06-18,48,35.0,,0.35,16.799999999999997
2006-06-19,81,35.0,,0.35,28.349999999999998
2006-06-20,86,35.0,,0.35,30.099999999999998
2006-06-21,75,35.0,,0.35,26.25
2006-06-22,86,35.0,,0.35,30.099999999999998
2006-06-23,65,35.0,,0.35,22.75
2006-06-24,58,35.0,,0.35,20.299999999999997
2006-06-25,43,35.0,,0.35,15.049999999999999
2006-06-26,84,35.0,,0.35,29.4
2006-06-27,85,35.0,,0.35,29.749999999999996
2006-06-28,72,35.0,,0.35,25.2
2006-06-29,85,35.0,,0.35,29.749999999999996
2006-06-30,75,35.0,,0.35,26.25
2006-07-01,52,36.0,False,0.36,18.72
2006-07-02,49,36.0,,0.36,17.64
2006-07-03,94,36.0,,0.36,33.839999999999996
2006-07-04,56,36.0,,0.36,20.16
2006-07-05,77,36.0,,0.36,27.72
2006-07-06,70,36.0,,0.36,25.2
2006-07-07,75,36.0,,0.36,27.0
2006-07-08,66,36.0,,0.36,23.759999999999998
2006-07-09,56,36.0,,0.36,20.16
2006-07-10,96,36.0,,0.36,34.56
2006-07-11,69,36.0,,0.36,24.84
2006-07-12,89,36.0,,0.36,32.04
2006-07-13,83,36.0,,0.36,29.88
2006-07-14,65,36.0,,0.36,23.4
2006-07-15,79,36.0,,0.36,28.439999999999998
2006-07-16,44,36.0,,0.36,15.84
2006-07-17,64,36.0,,0.36,23.04
2006-07-18,67,36.0,,0.36,24.119999999999997
2006-07-19,70,36.0,,0.36,25.2
2006-07-20,65,36.0,,0.36,23.4
2006-07-21,59,36.0,,0.36,21.24
2006-07-22,68,36.0,,0.36,24.48
2006-07-23,47,36.0,,0.36,16.919999999999998
2006-07-24,77,36.0,,0.36,27.72
2006-07-25,62,36.0,,0.36,22.32
2006-07-26,100,36.0,,0.36,36.0
2006-07-27,71,36.0,,0.36,25.56
2006-07-28,60,36.0,,0.36,21.599999999999998
2006-07-29,64,36.0,,0.36,23.04
2006-07-30,38,36.0,,0.36,13.68
2006-07-31,91,36.0,,0.36,32.76
2006-08-01,92,38.0,False,0.38,34.96
2006-08-02,93,38.0,,0.38,35.34
2006-08-03,83,38.0,,0.38,31.54
2006-08-04,82,38.0,,0.38,31.16
2006-08-05,70,38.0,,0.38,26.6
2006-08-06,83,38.0,,0.38,31.54
2006-08-07,100,38.0,,0.38,38.0
2006-08-08,69,38.0,,0.38,26.22
2006-08-09,79,38.0,,0.38,30.02
2006-08-10,87,38.0,,0.38,33.06
2006-08-11,80,38.0,,0.38,30.4
2006-08-12,62,38.0,,0.38,23.56
2006-08-13,52,38.0,,0.38,19.76
2006-08-14,94,38.0,,0.38,35.72
2006-08-15,100,38.0,,0.38,38.0
2006-08-16,72,38.0,,0.38,27.36
2006-08-17,80,38.0,,0.38,30.4
2006-08-18,88,38.0,,0.38,33.44
2006-08-19,55,38.0,,0.38,20.9
2006-08-20,64,38.0,,0.38,24.32
2006-08-21,80,38.0,,0.38,30.4
2006-08-22,94,38.0,,0.38,35.72
2006-08-23,95,38.0,,0.38,36.1
2006-08-24,92,38.0,,0.38,34.96
2006-08-25,82,38.0,,0.38,31.16
2006-08-26,78,38.0,,0.38,29.64
2006-08-27,70,38.0,,0.38,26.6
2006-08-28,89,38.0,,0.38,33.82
2006-08-29,85,38.0,,0.38,32.3
2006-08-30,77,38.0,,0.38,29.26
2006-08-31,87,38.0,,0.38,33.06
2006-09-01,68,41.0,False,0.41,27.88
