date,SAVINGS_unscaled,SAVINGS_monthly,isPartial,scale,SAVINGS
2008-10-20,25,81.0,,0.81,20.25
2008-10-21,21,81.0,,0.81,17.01
2008-10-22,20,81.0,,0.81,16.200000000000003
2008-10-23,22,81.0,,0.81,17.82
2008-10-24,24,81.0,,0.81,19.44
2008-10-25,25,81.0,,0.81,20.25
2008-10-26,100,81.0,,0.81,81.0
2008-10-27,64,81.0,,0.81,51.84
2008-10-28,29,81.0,,0.81,23.490000000000002
2008-10-29,24,81.0,,0.81,19.44
2008-10-30,27,81.0,,0.81,21.87
2008-10-31,29,81.0,,0.81,23.490000000000002
2008-11-01,47,45.0,False,0.45,21.150000000000002
2008-11-02,100,45.0,,0.45,45.0
2008-11-03,18,45.0,,0.45,8.1
2008-11-04,10,45.0,,0.45,4.5
2008-11-05,9,45.0,,0.45,4.05
2008-11-06,10,45.0,,0.45,4.5
2008-11-07,9,45.0,,0.45,4.05
2008-11-08,9,45.0,,0.45,4.05
2008-11-09,8,45.0,,0.45,3.6
2008-11-10,10,45.0,,0.45,4.5
2008-11-11,9,45.0,,0.45,4.05
2008-11-12,10,45.0,,0.45,4.5
2008-11-13,10,45.0,,0.45,4.5
2008-11-14,10,45.0,,0.45,4.5
2008-11-15,8,45.0,,0.45,3.6
2008-11-16,6,45.0,,0.45,2.7
2008-11-17,9,45.0,,0.45,4.05
2008-11-18,8,45.0,,0.45,3.6
2008-11-19,8,45.0,,0.45,3.6
2008-11-20,9,45.0,,0.45,4.05
2008-11-21,9,45.0,,0.45,4.05
2008-11-22,9,45.0,,0.45,4.05
2008-11-23,8,45.0,,0.45,3.6
2008-11-24,9,45.0,,0.45,4.05
2008-11-25,9,45.0,,0.45,4.05
2008-11-26,10,45.0,,0.45,4.5
2008-11-27,6,45.0,,0.45,2.7
2008-11-28,8,45.0,,0.45,3.6
2008-11-29,7,45.0,,0.45,3.15
2008-11-30,7,45.0,,0.45,3.15
2008-12-01,74,35.0,False,0.35,25.9
2008-12-02,67,35.0,,0.35,23.45
2008-12-03,67,35.0,,0.35,23.45
2008-12-04,77,35.0,,0.35,26.95
2008-12-05,71,35.0,,0.35,24.849999999999998
2008-12-06,52,35.0,,0.35,18.2
2008-12-07,45,35.0,,0.35,15.749999999999998
2008-12-08,69,35.0,,0.35,24.15
2008-12-09,64,35.0,,0.35,22.4
2008-12-10,68,35.0,,0.35,23.799999999999997
2008-12-11,66,35.0,,0.35,23.099999999999998
2008-12-12,65,35.0,,0.35,22.75
2008-12-13,54,35.0,,0.35,18.9
2008-12-14,60,35.0,,0.35,21.0
2008-12-15,69,35.0,,0.35,24.15
2008-12-16,73,35.0,,0.35,25.549999999999997
2008-12-17,80,35.0,,0.35,28.0
2008-12-18,75,35.0,,0.35,26.25
2008-12-19,70,35.0,,0.35,24.5
2008-12-20,62,35.0,,0.35,21.7
2008-12-21,47,35.0,,0.35,16.45
2008-12-22,83,35.0,,0.35,29.049999999999997
2008-12-23,78,35.0,,0.35,27.299999999999997
2008-12-24,67,35.0,,0.35,23.45
2008-12-25,51,35.0,,0.35,17.849999999999998
2008-12-26,72,35.0,,0.35,25.2
2008-12-27,60,35.0,,0.35,21.0
2008-12-28,61,35.0,,0.35,21.349999999999998
2008-12-29,100,35.0,,0.35,35.0
2008-12-30,94,35.0,,0.35,32.9
2008-12-31,99,35.0,,0.35,34.65
2009-01-01,64,39.0,False,0.39,24.96
2009-01-02,86,39.0,,0.39,33.54
2009-01-03,84,39.0,,0.39,32.76
2009-01-04,59,39.0,,0.39,23.01
2009-01-05,100,39.0,,0.39,39.0
2009-01-06,91,39.0,,0.39,35.49
2009-01-07,82,39.0,,0.39,31.98
2009-01-08,76,39.0,,0.39,29.64
2009-01-09,93,39.0,,0.39,36.27
2009-01-10,59,39.0,,0.39,23.01
2009-01-11,65,39.0,,0.39,25.35
2009-01-12,73,39.0,,0.39,28.470000000000002
2009-01-13,66,39.0,,0.39,25.740000000000002
2009-01-14,83,39.0,,0.39,32.370000000000005
2009-01-15,79,39.0,,0.39,30.810000000000002
2009-01-16,93,39.0,,0.39,36.27
2009-01-17,56,39.0,,0.39,21.84
2009-01-18,59,39.0,,0.39,23.01
2009-01-19,61,39.0,,0.39,23.79
2009-01-20,74,39.0,,0.39,28.86
2009-01-21,84,39.0,,0.39,32.76
2009-01-22,83,39.0,,0.39,32.370000000000005
2009-01-23,87,39.0,,0.39,33.93
2009-01-24,67,39.0,,0.39,26.130000000000003
2009-01-25,58,39.0,,0.39,22.62
2009-01-26,88,39.0,,0.39,34.32
2009-01-27,72,39.0,,0.39,28.080000000000002
2009-01-28,74,39.0,,0.39,28.86
2009-01-29,73,39.0,,0.39,28.470000000000002
2009-01-30,75,39.0,,0.39,29.25
2009-01-31,65,39.0,,0.39,25.35
2009-02-01,48,46.0,False,0.46,22.080000000000002
2009-02-02,75,46.0,,0.46,34.5
2009-02-03,74,46.0,,0.46,34.04
2009-02-04,68,46.0,,0.46,31.28
2009-02-05,74,46.0,,0.46,34.04
2009-02-06,63,46.0,,0.46,28.98
2009-02-07,64,46.0,,0.46,29.44
2009-02-08,55,46.0,,0.46,25.3
2009-02-09,75,46.0,,0.46,34.5
2009-02-10,69,46.0,,0.46,31.740000000000002
2009-02-11,70,46.0,,0.46,32.2
2009-02-12,69,46.0,,0.46,31.740000000000002
2009-02-13,68,46.0,,0.46,31.28
2009-02-14,55,46.0,,0.46,25.3
2009-02-15,43,46.0,,0.46,19.78
2009-02-16,69,46.0,,0.46,31.740000000000002
2009-02-17,81,46.0,,0.46,37.260000000000005
2009-02-18,76,46.0,,0.46,34.96
2009-02-19,76,46.0,,0.46,34.96
2009-02-20,89,46.0,,0.46,40.940000000000005
2009-02-21,72,46.0,,0.46,33.120000000000005
2009-02-22,71,46.0,,0.46,32.660000000000004
2009-02-23,95,46.0,,0.46,43.7
2009-02-24,97,46.0,,0.46,44.620000000000005
2009-02-25,93,46.0,,0.46,42.78
2009-02-26,92,46.0,,0.46,42.32
2009-02-27,100,46.0,,0.46,46.0
2009-02-28,91,46.0,,0.46,41.86
2009-03-01,18,64.0,False,0.64,11.52
2009-03-02,30,64.0,,0.64,19.2
2009-03-03,30,64.0,,0.64,19.2
2009-03-04,28,64.0,,0.64,17.92
2009-03-05,28,64.0,,0.64,17.92
2009-03-06,36,64.0,,0.64,23.04
2009-03-07,45,64.0,,0.64,28.8
2009-03-08,100,64.0,,0.64,64.0
2009-03-09,26,64.0,,0.64,16.64
2009-03-10,18,64.0,,0.64,11.52
2009-03-11,16,64.0,,0.64,10.24
2009-03-12,16,64.0,,0.64,10.24
2009-03-13,13,64.0,,0.64,8.32
2009-03-14,11,64.0,,0.64,7.04
2009-03-15,10,64.0,,0.64,6.4
2009-03-16,15,64.0,,0.64,9.6
2009-03-17,14,64.0,,0.64,8.96
2009-03-18,11,64.0,,0.64,7.04
2009-03-19,12,64.0,,0.64,7.68
2009-03-20,12,64.0,,0.64,7.68
2009-03-21,8,64.0,,0.64,5.12
2009-03-22,7,64.0,,0.64,4.48
2009-03-23,13,64.0,,0.64,8.32
2009-03-24,12,64.0,,0.64,7.68
2009-03-25,13,64.0,,0.64,8.32
2009-03-26,11,64.0,,0.64,7.04
2009-03-27,12,64.0,,0.64,7.68
2009-03-28,11,64.0,,0.64,7.04
2009-03-29,8,64.0,,0.64,5.12
2009-03-30,11,64.0,,0.64,7.04
2009-03-31,12,64.0,,0.64,7.68
2009-04-01,93,34.0,False,0.34,31.62
2009-04-02,86,34.0,,0.34,29.240000000000002
2009-04-03,87,34.0,,0.34,29.580000000000002
2009-04-04,79,34.0,,0.34,26.860000000000003
2009-04-05,73,34.0,,0.34,24.82
2009-04-06,90,34.0,,0.34,30.6
2009-04-07,89,34.0,,0.34,30.26
2009-04-08,80,34.0,,0.34,27.200000000000003
2009-04-09,73,34.0,,0.34,24.82
2009-04-10,100,34.0,,0.34,34.0
2009-04-11,63,34.0,,0.34,21.42
2009-04-12,47,34.0,,0.34,15.98
2009-04-13,92,34.0,,0.34,31.28
2009-04-14,94,34.0,,0.34,31.96
2009-04-15,89,34.0,,0.34,30.26
2009-04-16,80,34.0,,0.34,27.200000000000003
2009-04-17,89,34.0,,0.34,30.26
2009-04-18,61,34.0,,0.34,20.740000000000002
2009-04-19,57,34.0,,0.34,19.380000000000003
2009-04-20,74,34.0,,0.34,25.16
2009-04-21,87,34.0,,0.34,29.580000000000002
2009-04-22,78,34.0,,0.34,26.520000000000003
2009-04-23,65,34.0,,0.34,22.1
2009-04-24,76,34.0,,0.34,25.840000000000003
2009-04-25,49,34.0,,0.34,16.66
2009-04-26,49,34.0,,0.34,16.66
2009-04-27,75,34.0,,0.34,25.500000000000004
2009-04-28,88,34.0,,0.34,29.92
2009-04-29,71,34.0,,0.34,24.14
2009-04-30,60,34.0,,0.34,20.400000000000002
2009-05-01,92,30.0,False,0.3,27.599999999999998
2009-05-02,80,30.0,,0.3,24.0
2009-05-03,65,30.0,,0.3,19.5
2009-05-04,98,30.0,,0.3,29.4
2009-05-05,100,30.0,,0.3,30.0
2009-05-06,92,30.0,,0.3,27.599999999999998
2009-05-07,86,30.0,,0.3,25.8
2009-05-08,84,30.0,,0.3,25.2
2009-05-09,70,30.0,,0.3,21.0
2009-05-10,43,30.0,,0.3,12.9
2009-05-11,88,30.0,,0.3,26.4
2009-05-12,88,30.0,,0.3,26.4
2009-05-13,85,30.0,,0.3,25.5
2009-05-14,79,30.0,,0.3,23.7
2009-05-15,89,30.0,,0.3,26.7
2009-05-16,76,30.0,,0.3,22.8
2009-05-17,57,30.0,,0.3,17.099999999999998
2009-05-18,80,30.0,,0.3,24.0
2009-05-19,85,30.0,,0.3,25.5
2009-05-20,97,30.0,,0.3,29.099999999999998
2009-05-21,91,30.0,,0.3,27.3
2009-05-22,81,30.0,,0.3,24.3
2009-05-23,48,30.0,,0.3,14.399999999999999
2009-05-24,55,30.0,,0.3,16.5
2009-05-25,56,30.0,,0.3,16.8
2009-05-26,98,30.0,,0.3,29.4
2009-05-27,87,30.0,,0.3,26.099999999999998
2009-05-28,88,30.0,,0.3,26.4
2009-05-29,82,30.0,,0.3,24.599999999999998
2009-05-30,56,30.0,,0.3,16.8
2009-05-31,52,30.0,,0.3,15.6
2009-06-01,100,31.0,False,0.31,31.0
2009-06-02,97,31.0,,0.31,30.07
2009-06-03,79,31.0,,0.31,24.49
2009-06-04,76,31.0,,0.31,23.56
2009-06-05,77,31.0,,0.31,23.87
2009-06-06,68,31.0,,0.31,21.08
2009-06-07,56,31.0,,0.31,17.36
2009-06-08,78,31.0,,0.31,24.18
2009-06-09,78,31.0,,0.31,24.18
2009-06-10,96,31.0,,0.31,29.759999999999998
2009-06-11,86,31.0,,0.31,26.66
2009-06-12,83,31.0,,0.31,25.73
2009-06-13,60,31.0,,0.31,18.6
2009-06-14,56,31.0,,0.31,17.36
2009-06-15,89,31.0,,0.31,27.59
2009-06-16,83,31.0,,0.31,25.73
2009-06-17,79,31.0,,0.31,24.49
2009-06-18,85,31.0,,0.31,26.35
2009-06-19,91,31.0,,0.31,28.21
2009-06-20,63,31.0,,0.31,19.53
2009-06-21,46,31.0,,0.31,14.26
2009-06-22,78,31.0,,0.31,24.18
2009-06-23,89,31.0,,0.31,27.59
2009-06-24,79,31.0,,0.31,24.49
2009-06-25,76,31.0,,0.31,23.56
2009-06-26,80,31.0,,0.31,24.8
2009-06-27,56,31.0,,0.31,17.36
2009-06-28,45,31.0,,0.31,13.95
2009-06-29,80,31.0,,0.31,24.8
2009-06-30,89,31.0,,0.31,27.59
2009-07-01,90,31.0,False,0.31,27.9
2009-07-02,91,31.0,,0.31,28.21
2009-07-03,100,31.0,,0.31,31.0
2009-07-04,49,31.0,,0.31,15.19
2009-07-05,73,31.0,,0.31,22.63
2009-07-06,89,31.0,,0.31,27.59
2009-07-07,99,31.0,,0.31,30.69
2009-07-08,87,31.0,,0.31,26.97
2009-07-09,98,31.0,,0.31,30.38
2009-07-10,92,31.0,,0.31,28.52
2009-07-11,77,31.0,,0.31,23.87
2009-07-12,54,31.0,,0.31,16.74
2009-07-13,85,31.0,,0.31,26.35
2009-07-14,90,31.0,,0.31,27.9
2009-07-15,89,31.0,,0.31,27.59
2009-07-16,78,31.0,,0.31,24.18
2009-07-17,79,31.0,,0.31,24.49
2009-07-18,83,31.0,,0.31,25.73
2009-07-19,57,31.0,,0.31,17.669999999999998
2009-07-20,98,31.0,,0.31,30.38
2009-07-21,84,31.0,,0.31,26.04
2009-07-22,95,31.0,,0.31,29.45
2009-07-23,88,31.0,,0.31,27.28
2009-07-24,88,31.0,,0.31,27.28
2009-07-25,74,31.0,,0.31,22.94
2009-07-26,64,31.0,,0.31,19.84
2009-07-27,94,31.0,,0.31,29.14
2009-07-28,86,31.0,,0.31,26.66
2009-07-29,88,31.0,,0.31,27.28
2009-07-30,94,31.0,,0.31,29.14
2009-07-31,94,31.0,,0.31,29.14
2009-08-01,62,32.0,False,0.32,19.84
2009-08-02,55,32.0,,0.32,17.6
2009-08-03,77,32.0,,0.32,24.64
2009-08-04,81,32.0,,0.32,25.92
2009-08-05,86,32.0,,0.32,27.52
2009-08-06,85,32.0,,0.32,27.2
2009-08-07,63,32.0,,0.32,20.16
2009-08-08,63,32.0,,0.32,20.16
2009-08-09,63,32.0,,0.32,20.16
2009-08-10,85,32.0,,0.32,27.2
2009-08-11,76,32.0,,0.32,24.32
2009-08-12,78,32.0,,0.32,24.96
2009-08-13,72,32.0,,0.32,23.04
2009-08-14,80,32.0,,0.32,25.6
2009-08-15,62,32.0,,0.32,19.84
2009-08-16,68,32.0,,0.32,21.76
2009-08-17,86,32.0,,0.32,27.52
2009-08-18,83,32.0,,0.32,26.560000000000002
2009-08-19,73,32.0,,0.32,23.36
2009-08-20,69,32.0,,0.32,22.080000000000002
2009-08-21,69,32.0,,0.32,22.080000000000002
2009-08-22,49,32.0,,0.32,15.68
2009-08-23,58,32.0,,0.32,18.56
2009-08-24,81,32.0,,0.32,25.92
2009-08-25,83,32.0,,0.32,26.560000000000002
2009-08-26,86,32.0,,0.32,27.52
2009-08-27,78,32.0,,0.32,24.96
2009-08-28,78,32.0,,0.32,24.96
2009-08-29,61,32.0,,0.32,19.52
2009-08-30,51,32.0,,0.32,16.32
2009-08-31,100,32.0,,0.32,32.0
2009-09-01,78,38.0,False,0.38,29.64
2009-09-02,60,38.0,,0.38,22.8
2009-09-03,68,38.0,,0.38,25.84
2009-09-04,54,38.0,,0.38,20.52
2009-09-05,66,38.0,,0.38,25.080000000000002
2009-09-06,50,38.0,,0.38,19.0
2009-09-07,51,38.0,,0.38,19.38
2009-09-08,81,38.0,,0.38,30.78
2009-09-09,77,38.0,,0.38,29.26
2009-09-10,69,38.0,,0.38,26.22
2009-09-11,77,38.0,,0.38,29.26
2009-09-12,49,38.0,,0.38,18.62
2009-09-13,42,38.0,,0.38,15.96
2009-09-14,81,38.0,,0.38,30.78
2009-09-15,69,38.0,,0.38,26.22
2009-09-16,84,38.0,,0.38,31.92
2009-09-17,72,38.0,,0.38,27.36
2009-09-18,72,38.0,,0.38,27.36
2009-09-19,57,38.0,,0.38,21.66
2009-09-20,62,38.0,,0.38,23.56
2009-09-21,95,38.0,,0.38,36.1
2009-09-22,85,38.0,,0.38,32.3
2009-09-23,82,38.0,,0.38,31.16
2009-09-24,86,38.0,,0.38,32.68
2009-09-25,66,38.0,,0.38,25.080000000000002
2009-09-26,57,38.0,,0.38,21.66
2009-09-27,62,38.0,,0.38,23.56
2009-09-28,95,38.0,,0.38,36.1
2009-09-29,94,38.0,,0.38,35.72
2009-09-30,100,38.0,,0.38,38.0
2009-10-01,26,72.0,False,0.72,18.72
2009-10-02,22,72.0,,0.72,15.84
2009-10-03,19,72.0,,0.72,13.68
2009-10-04,21,72.0,,0.72,15.12
2009-10-05,24,72.0,,0.72,17.28
2009-10-06,23,72.0,,0.72,16.56
2009-10-07,23,72.0,,0.72,16.56
2009-10-08,21,72.0,,0.72,15.12
2009-10-09,18,72.0,,0.72,12.959999999999999
2009-10-10,15,72.0,,0.72,10.799999999999999
2009-10-11,20,72.0,,0.72,14.399999999999999
2009-10-12,26,72.0,,0.72,18.72
2009-10-13,26,72.0,,0.72,18.72
2009-10-14,23,72.0,,0.72,16.56
2009-10-15,23,72.0,,0.72,16.56
2009-10-16,22,72.0,,0.72,15.84
2009-10-17,20,72.0,,0.72,14.399999999999999
2009-10-18,23,72.0,,0.72,16.56
2009-10-19,34,72.0,,0.72,24.48
2009-10-20,28,72.0,,0.72,20.16
2009-10-21,28,72.0,,0.72,20.16
2009-10-22,30,72.0,,0.72,21.599999999999998
2009-10-23,32,72.0,,0.72,23.04
2009-10-24,34,72.0,,0.72,24.48
2009-10-25,100,72.0,,0.72,72.0
2009-10-26,72,72.0,,0.72,51.839999999999996
2009-10-27,42,72.0,,0.72,30.24
2009-10-28,38,72.0,,0.72,27.36
2009-10-29,36,72.0,,0.72,25.919999999999998
2009-10-30,40,72.0,,0.72,28.799999999999997
2009-10-31,62,72.0,,0.72,44.64
2009-11-01,100,39.0,False,0.39,39.0
2009-11-02,21,39.0,,0.39,8.19
2009-11-03,14,39.0,,0.39,5.46
2009-11-04,11,39.0,,0.39,4.29
2009-11-05,11,39.0,,0.39,4.29
2009-11-06,10,39.0,,0.39,3.9000000000000004
2009-11-07,8,39.0,,0.39,3.12
2009-11-08,7,39.0,,0.39,2.73
2009-11-09,12,39.0,,0.39,4.68
2009-11-10,10,39.0,,0.39,3.9000000000000004
2009-11-11,8,39.0,,0.39,3.12
2009-11-12,10,39.0,,0.39,3.9000000000000004
2009-11-13,9,39.0,,0.39,3.5100000000000002
2009-11-14,8,39.0,,0.39,3.12
2009-11-15,6,39.0,,0.39,2.34
2009-11-16,10,39.0,,0.39,3.9000000000000004
2009-11-17,10,39.0,,0.39,3.9000000000000004
2009-11-18,10,39.0,,0.39,3.9000000000000004
2009-11-19,10,39.0,,0.39,3.9000000000000004
2009-11-20,11,39.0,,0.39,4.29
2009-11-21,7,39.0,,0.39,2.73
2009-11-22,8,39.0,,0.39,3.12
2009-11-23,10,39.0,,0.39,3.9000000000000004
2009-11-24,9,39.0,,0.39,3.5100000000000002
2009-11-25,11,39.0,,0.39,4.29
2009-11-26,5,39.0,,0.39,1.9500000000000002
2009-11-27,9,39.0,,0.39,3.5100000000000002
2009-11-28,8,39.0,,0.39,3.12
2009-11-29,7,39.0,,0.39,2.73
2009-11-30,10,39.0,,0.39,3.9000000000000004
2009-12-01,62,32.0,False,0.32,19.84
2009-12-02,77,32.0,,0.32,24.64
2009-12-03,61,32.0,,0.32,19.52
2009-12-04,66,32.0,,0.32,21.12
2009-12-05,50,32.0,,0.32,16.0
2009-12-06,57,32.0,,0.32,18.240000000000002
2009-12-07,75,32.0,,0.32,24.0
2009-12-08,74,32.0,,0.32,23.68
2009-12-09,64,32.0,,0.32,20.48
2009-12-10,74,32.0,,0.32,23.68
2009-12-11,72,32.0,,0.32,23.04
2009-12-12,46,32.0,,0.32,14.72
2009-12-13,50,32.0,,0.32,16.0
2009-12-14,77,32.0,,0.32,24.64
2009-12-15,72,32.0,,0.32,23.04
2009-12-16,81,32.0,,0.32,25.92
2009-12-17,78,32.0,,0.32,24.96
2009-12-18,72,32.0,,0.32,23.04
2009-12-19,57,32.0,,0.32,18.240000000000002
2009-12-20,51,32.0,,0.32,16.32
2009-12-21,86,32.0,,0.32,27.52
2009-12-22,80,32.0,,0.32,25.6
2009-12-23,74,32.0,,0.32,23.68
2009-12-24,66,32.0,,0.32,21.12
2009-12-25,39,32.0,,0.32,12.48
2009-12-26,62,32.0,,0.32,19.84
2009-12-27,51,32.0,,0.32,16.32
2009-12-28,100,32.0,,0.32,32.0
2009-12-29,76,32.0,,0.32,24.32
2009-12-30,90,32.0,,0.32,28.8
2009-12-31,100,32.0,,0.32,32.0
2010-01-01,64,34.0,False,0.34,21.76
2010-01-02,70,34.0,,0.34,23.8
2010-01-03,64,34.0,,0.34,21.76
2010-01-04,100,34.0,,0.34,34.0
2010-01-05,90,34.0,,0.34,30.6
2010-01-06,83,34.0,,0.34,28.220000000000002
2010-01-07,82,34.0,,0.34,27.880000000000003
2010-01-08,83,34.0,,0.34,28.220000000000002
2010-01-09,65,34.0,,0.34,22.1
2010-01-10,62,34.0,,0.34,21.080000000000002
2010-01-11,99,34.0,,0.34,33.660000000000004
2010-01-12,85,34.0,,0.34,28.900000000000002
2010-01-13,72,34.0,,0.34,24.48
2010-01-14,78,34.0,,0.34,26.520000000000003
2010-01-15,86,34.0,,0.34,29.240000000000002
2010-01-16,68,34.0,,0.34,23.12
2010-01-17,59,34.0,,0.34,20.060000000000002
2010-01-18,65,34.0,,0.34,22.1
2010-01-19,82,34.0,,0.34,27.880000000000003
2010-01-20,79,34.0,,0.34,26.860000000000003
2010-01-21,89,34.0,,0.34,30.26
2010-01-22,74,34.0,,0.34,25.16
2010-01-23,73,34.0,,0.34,24.82
2010-01-24,70,34.0,,0.34,23.8
2010-01-25,75,34.0,,0.34,25.500000000000004
2010-01-26,100,34.0,,0.34,34.0
2010-01-27,66,34.0,,0.34,22.44
2010-01-28,83,34.0,,0.34,28.220000000000002
2010-01-29,77,34.0,,0.34,26.180000000000003
2010-01-30,62,34.0,,0.34,21.080000000000002
2010-01-31,58,34.0,,0.34,19.720000000000002
2010-02-01,82,37.0,False,0.37,30.34
2010-02-02,76,37.0,,0.37,28.12
2010-02-03,70,37.0,,0.37,25.9
2010-02-04,71,37.0,,0.37,26.27
2010-02-05,73,37.0,,0.37,27.009999999999998
2010-02-06,71,37.0,,0.37,26.27
2010-02-07,47,37.0,,0.37,17.39
2010-02-08,72,37.0,,0.37,26.64
2010-02-09,71,37.0,,0.37,26.27
2010-02-10,80,37.0,,0.37,29.6
2010-02-11,79,37.0,,0.37,29.23
2010-02-12,77,37.0,,0.37,28.49
2010-02-13,65,37.0,,0.37,24.05
2010-02-14,56,37.0,,0.37,20.72
2010-02-15,79,37.0,,0.37,29.23
2010-02-16,88,37.0,,0.37,32.56
2010-02-17,85,37.0,,0.37,31.45
2010-02-18,90,37.0,,0.37,33.3
2010-02-19,79,37.0,,0.37,29.23
2010-02-20,71,37.0,,0.37,26.27
2010-02-21,68,37.0,,0.37,25.16
2010-02-22,100,37.0,,0.37,37.0
2010-02-23,93,37.0,,0.37,34.41
2010-02-24,78,37.0,,0.37,28.86
2010-02-25,90,37.0,,0.37,33.3
2010-02-26,93,37.0,,0.37,34.41
2010-02-27,72,37.0,,0.37,26.64
2010-02-28,99,37.0,,0.37,36.63
2010-03-01,21,63.0,False,0.63,13.23
2010-03-02,20,63.0,,0.63,12.6
2010-03-03,18,63.0,,0.63,11.34
2010-03-04,18,63.0,,0.63,11.34
2010-03-05,22,63.0,,0.63,13.86
2010-03-06,17,63.0,,0.63,10.71
2010-03-07,27,63.0,,0.63,17.01
2010-03-08,29,63.0,,0.63,18.27
2010-03-09,28,63.0,,0.63,17.64
2010-03-10,23,63.0,,0.63,14.49
2010-03-11,25,63.0,,0.63,15.75
2010-03-12,31,63.0,,0.63,19.53
2010-03-13,45,63.0,,0.63,28.35
2010-03-14,100,63.0,,0.63,63.0
2010-03-15,24,63.0,,0.63,15.120000000000001
2010-03-16,16,63.0,,0.63,10.08
2010-03-17,14,63.0,,0.63,8.82
2010-03-18,12,63.0,,0.63,7.5600000000000005
2010-03-19,12,63.0,,0.63,7.5600000000000005
2010-03-20,9,63.0,,0.63,5.67
2010-03-21,10,63.0,,0.63,6.3
2010-03-22,12,63.0,,0.63,7.5600000000000005
2010-03-23,11,63.0,,0.63,6.93
2010-03-24,12,63.0,,0.63,7.5600000000000005
2010-03-25,11,63.0,,0.63,6.93
2010-03-26,11,63.0,,0.63,6.93
2010-03-27,8,63.0,,0.63,5.04
2010-03-28,8,63.0,,0.63,5.04
2010-03-29,10,63.0,,0.63,6.3
2010-03-30,11,63.0,,0.63,6.93
2010-03-31,10,63.0,,0.63,6.3
2010-04-01,91,32.0,False,0.32,29.12
2010-04-02,100,32.0,,0.32,32.0
2010-04-03,68,32.0,,0.32,21.76
2010-04-04,56,32.0,,0.32,17.92
2010-04-05,94,32.0,,0.32,30.080000000000002
2010-04-06,85,32.0,,0.32,27.2
2010-04-07,82,32.0,,0.32,26.240000000000002
2010-04-08,99,32.0,,0.32,31.68
2010-04-09,94,32.0,,0.32,30.080000000000002
2010-04-10,76,32.0,,0.32,24.32
2010-04-11,61,32.0,,0.32,19.52
2010-04-12,84,32.0,,0.32,26.88
2010-04-13,86,32.0,,0.32,27.52
2010-04-14,81,32.0,,0.32,25.92
2010-04-15,92,32.0,,0.32,29.44
2010-04-16,95,32.0,,0.32,30.400000000000002
2010-04-17,75,32.0,,0.32,24.0
2010-04-18,46,32.0,,0.32,14.72
2010-04-19,83,32.0,,0.32,26.560000000000002
2010-04-20,71,32.0,,0.32,22.72
2010-04-21,85,32.0,,0.32,27.2
2010-04-22,91,32.0,,0.32,29.12
2010-04-23,85,32.0,,0.32,27.2
2010-04-24,53,32.0,,0.32,16.96
2010-04-25,60,32.0,,0.32,19.2
2010-04-26,90,32.0,,0.32,28.8
2010-04-27,71,32.0,,0.32,22.72
2010-04-28,66,32.0,,0.32,21.12
2010-04-29,78,32.0,,0.32,24.96
2010-04-30,84,32.0,,0.32,26.88
2010-05-01,65,29.0,False,0.29,18.849999999999998
2010-05-02,55,29.0,,0.29,15.95
2010-05-03,94,29.0,,0.29,27.259999999999998
2010-05-04,79,29.0,,0.29,22.91
2010-05-05,74,29.0,,0.29,21.459999999999997
2010-05-06,90,29.0,,0.29,26.099999999999998
2010-05-07,88,29.0,,0.29,25.52
2010-05-08,68,29.0,,0.29,19.72
2010-05-09,56,29.0,,0.29,16.24
2010-05-10,94,29.0,,0.29,27.259999999999998
2010-05-11,95,29.0,,0.29,27.549999999999997
2010-05-12,77,29.0,,0.29,22.33
2010-05-13,86,29.0,,0.29,24.939999999999998
2010-05-14,79,29.0,,0.29,22.91
2010-05-15,63,29.0,,0.29,18.27
2010-05-16,48,29.0,,0.29,13.919999999999998
2010-05-17,95,29.0,,0.29,27.549999999999997
2010-05-18,90,29.0,,0.29,26.099999999999998
2010-05-19,95,29.0,,0.29,27.549999999999997
2010-05-20,87,29.0,,0.29,25.229999999999997
2010-05-21,88,29.0,,0.29,25.52
2010-05-22,56,29.0,,0.29,16.24
2010-05-23,46,29.0,,0.29,13.34
2010-05-24,86,29.0,,0.29,24.939999999999998
2010-05-25,100,29.0,,0.29,28.999999999999996
2010-05-26,87,29.0,,0.29,25.229999999999997
2010-05-27,81,29.0,,0.29,23.49
2010-05-28,97,29.0,,0.29,28.13
2010-05-29,45,29.0,,0.29,13.049999999999999
2010-05-30,59,29.0,,0.29,17.11
2010-05-31,70,29.0,,0.29,20.299999999999997
2010-06-01,89,30.0,False,0.3,26.7
2010-06-02,80,30.0,,0.3,24.0
2010-06-03,89,30.0,,0.3,26.7
2010-06-04,99,30.0,,0.3,29.7
2010-06-05,55,30.0,,0.3,16.5
2010-06-06,49,30.0,,0.3,14.7
2010-06-07,84,30.0,,0.3,25.2
2010-06-08,77,30.0,,0.3,23.099999999999998
2010-06-09,75,30.0,,0.3,22.5
2010-06-10,64,30.0,,0.3,19.2
2010-06-11,77,30.0,,0.3,23.099999999999998
2010-06-12,52,30.0,,0.3,15.6
2010-06-13,57,30.0,,0.3,17.099999999999998
2010-06-14,81,30.0,,0.3,24.3
2010-06-15,82,30.0,,0.3,24.599999999999998
2010-06-16,85,30.0,,0.3,25.5
2010-06-17,89,30.0,,0.3,26.7
2010-06-18,81,30.0,,0.3,24.3
2010-06-19,70,30.0,,0.3,21.0
2010-06-20,40,30.0,,0.3,12.0
