date,PRICE OF GOLD_unscaled,PRICE OF GOLD_monthly,isPartial,scale,PRICE OF GOLD
2005-01-01,0,9.0,False,0.09,0.0
2005-01-02,0,9.0,,0.09,0.0
2005-01-03,54,9.0,,0.09,4.859999999999999
2005-01-04,51,9.0,,0.09,4.59
2005-01-05,52,9.0,,0.09,4.68
2005-01-06,26,9.0,,0.09,2.34
2005-01-07,53,9.0,,0.09,4.77
2005-01-08,42,9.0,,0.09,3.78
2005-01-09,0,9.0,,0.09,0.0
2005-01-10,25,9.0,,0.09,2.25
2005-01-11,0,9.0,,0.09,0.0
2005-01-12,100,9.0,,0.09,9.0
2005-01-13,75,9.0,,0.09,6.75
2005-01-14,40,9.0,,0.09,3.5999999999999996
2005-01-15,0,9.0,,0.09,0.0
2005-01-16,0,9.0,,0.09,0.0
2005-01-17,29,9.0,,0.09,2.61
2005-01-18,61,9.0,,0.09,5.49
2005-01-19,25,9.0,,0.09,2.25
2005-01-20,25,9.0,,0.09,2.25
2005-01-21,26,9.0,,0.09,2.34
2005-01-22,0,9.0,,0.09,0.0
2005-01-23,57,9.0,,0.09,5.13
2005-01-24,49,9.0,,0.09,4.41
2005-01-25,0,9.0,,0.09,0.0
2005-01-26,49,9.0,,0.09,4.41
2005-01-27,74,9.0,,0.09,6.66
2005-01-28,26,9.0,,0.09,2.34
2005-01-29,59,9.0,,0.09,5.31
2005-01-30,78,9.0,,0.09,7.02
2005-01-31,24,9.0,,0.09,2.16
2005-02-01,0,10.0,False,0.1,0.0
2005-02-02,25,10.0,,0.1,2.5
2005-02-03,51,10.0,,0.1,5.1000000000000005
2005-02-04,0,10.0,,0.1,0.0
2005-02-05,0,10.0,,0.1,0.0
2005-02-06,0,10.0,,0.1,0.0
2005-02-07,0,10.0,,0.1,0.0
2005-02-08,24,10.0,,0.1,2.4000000000000004
2005-02-09,50,10.0,,0.1,5.0
2005-02-10,25,10.0,,0.1,2.5
2005-02-11,26,10.0,,0.1,2.6
2005-02-12,0,10.0,,0.1,0.0
2005-02-13,41,10.0,,0.1,4.1000000000000005
2005-02-14,0,10.0,,0.1,0.0
2005-02-15,100,10.0,,0.1,10.0
2005-02-16,0,10.0,,0.1,0.0
2005-02-17,0,10.0,,0.1,0.0
2005-02-18,0,10.0,,0.1,0.0
2005-02-19,42,10.0,,0.1,4.2
2005-02-20,0,10.0,,0.1,0.0
2005-02-21,28,10.0,,0.1,2.8000000000000003
2005-02-22,0,10.0,,0.1,0.0
2005-02-23,0,10.0,,0.1,0.0
2005-02-24,25,10.0,,0.1,2.5
2005-02-25,52,10.0,,0.1,5.2
2005-02-26,0,10.0,,0.1,0.0
2005-02-27,0,10.0,,0.1,0.0
2005-02-28,0,10.0,,0.1,0.0
2005-03-01,38,6.0,False,0.06,2.28
2005-03-02,39,6.0,,0.06,2.34
2005-03-03,41,6.0,,0.06,2.46
2005-03-04,0,6.0,,0.06,0.0
2005-03-05,65,6.0,,0.06,3.9
2005-03-06,65,6.0,,0.06,3.9
2005-03-07,39,6.0,,0.06,2.34
2005-03-08,37,6.0,,0.06,2.2199999999999998
2005-03-09,39,6.0,,0.06,2.34
2005-03-10,39,6.0,,0.06,2.34
2005-03-11,0,6.0,,0.06,0.0
2005-03-12,63,6.0,,0.06,3.78
2005-03-13,0,6.0,,0.06,0.0
2005-03-14,38,6.0,,0.06,2.28
2005-03-15,75,6.0,,0.06,4.5
2005-03-16,38,6.0,,0.06,2.28
2005-03-17,0,6.0,,0.06,0.0
2005-03-18,84,6.0,,0.06,5.04
2005-03-19,0,6.0,,0.06,0.0
2005-03-20,66,6.0,,0.06,3.96
2005-03-21,78,6.0,,0.06,4.68
2005-03-22,77,6.0,,0.06,4.62
2005-03-23,57,6.0,,0.06,3.42
2005-03-24,41,6.0,,0.06,2.46
2005-03-25,48,6.0,,0.06,2.88
2005-03-26,68,6.0,,0.06,4.08
2005-03-27,44,6.0,,0.06,2.6399999999999997
2005-03-28,32,6.0,,0.06,1.92
2005-03-29,39,6.0,,0.06,2.34
2005-03-30,40,6.0,,0.06,2.4
2005-03-31,100,6.0,,0.06,6.0
2005-04-01,28,9.0,False,0.09,2.52
2005-04-02,42,9.0,,0.09,3.78
2005-04-03,0,9.0,,0.09,0.0
2005-04-04,0,9.0,,0.09,0.0
2005-04-05,0,9.0,,0.09,0.0
2005-04-06,34,9.0,,0.09,3.06
2005-04-07,78,9.0,,0.09,7.02
2005-04-08,56,9.0,,0.09,5.04
2005-04-09,0,9.0,,0.09,0.0
2005-04-10,0,9.0,,0.09,0.0
2005-04-11,75,9.0,,0.09,6.75
2005-04-12,24,9.0,,0.09,2.16
2005-04-13,49,9.0,,0.09,4.41
2005-04-14,26,9.0,,0.09,2.34
2005-04-15,27,9.0,,0.09,2.4299999999999997
2005-04-16,0,9.0,,0.09,0.0
2005-04-17,0,9.0,,0.09,0.0
2005-04-18,100,9.0,,0.09,9.0
2005-04-19,0,9.0,,0.09,0.0
2005-04-20,0,9.0,,0.09,0.0
2005-04-21,0,9.0,,0.09,0.0
2005-04-22,27,9.0,,0.09,2.4299999999999997
2005-04-23,0,9.0,,0.09,0.0
2005-04-24,0,9.0,,0.09,0.0
2005-04-25,0,9.0,,0.09,0.0
2005-04-26,0,9.0,,0.09,0.0
2005-04-27,24,9.0,,0.09,2.16
2005-04-28,49,9.0,,0.09,4.41
2005-04-29,0,9.0,,0.09,0.0
2005-04-30,0,9.0,,0.09,0.0
2005-05-01,0,8.0,False,0.08,0.0
2005-05-02,62,8.0,,0.08,4.96
2005-05-03,0,8.0,,0.08,0.0
2005-05-04,0,8.0,,0.08,0.0
2005-05-05,32,8.0,,0.08,2.56
2005-05-06,35,8.0,,0.08,2.8000000000000003
2005-05-07,0,8.0,,0.08,0.0
2005-05-08,58,8.0,,0.08,4.64
2005-05-09,63,8.0,,0.08,5.04
2005-05-10,0,8.0,,0.08,0.0
2005-05-11,63,8.0,,0.08,5.04
2005-05-12,0,8.0,,0.08,0.0
2005-05-13,70,8.0,,0.08,5.6000000000000005
2005-05-14,0,8.0,,0.08,0.0
2005-05-15,0,8.0,,0.08,0.0
2005-05-16,32,8.0,,0.08,2.56
2005-05-17,94,8.0,,0.08,7.5200000000000005
2005-05-18,0,8.0,,0.08,0.0
2005-05-19,0,8.0,,0.08,0.0
2005-05-20,0,8.0,,0.08,0.0
2005-05-21,0,8.0,,0.08,0.0
2005-05-22,0,8.0,,0.08,0.0
2005-05-23,32,8.0,,0.08,2.56
2005-05-24,0,8.0,,0.08,0.0
2005-05-25,0,8.0,,0.08,0.0
2005-05-26,100,8.0,,0.08,8.0
2005-05-27,0,8.0,,0.08,0.0
2005-05-28,0,8.0,,0.08,0.0
2005-05-29,64,8.0,,0.08,5.12
2005-05-30,0,8.0,,0.08,0.0
2005-05-31,0,8.0,,0.08,0.0
2005-06-01,0,9.0,False,0.09,0.0
2005-06-02,0,9.0,,0.09,0.0
2005-06-03,63,9.0,,0.09,5.67
2005-06-04,100,9.0,,0.09,9.0
2005-06-05,0,9.0,,0.09,0.0
2005-06-06,0,9.0,,0.09,0.0
2005-06-07,0,9.0,,0.09,0.0
2005-06-08,29,9.0,,0.09,2.61
2005-06-09,0,9.0,,0.09,0.0
2005-06-10,33,9.0,,0.09,2.9699999999999998
2005-06-11,0,9.0,,0.09,0.0
2005-06-12,0,9.0,,0.09,0.0
2005-06-13,0,9.0,,0.09,0.0
2005-06-14,0,9.0,,0.09,0.0
2005-06-15,0,9.0,,0.09,0.0
2005-06-16,61,9.0,,0.09,5.49
2005-06-17,98,9.0,,0.09,8.82
2005-06-18,53,9.0,,0.09,4.77
2005-06-19,0,9.0,,0.09,0.0
2005-06-20,30,9.0,,0.09,2.6999999999999997
2005-06-21,0,9.0,,0.09,0.0
2005-06-22,61,9.0,,0.09,5.49
2005-06-23,0,9.0,,0.09,0.0
2005-06-24,34,9.0,,0.09,3.06
2005-06-25,0,9.0,,0.09,0.0
2005-06-26,0,9.0,,0.09,0.0
2005-06-27,0,9.0,,0.09,0.0
2005-06-28,59,9.0,,0.09,5.31
2005-06-29,29,9.0,,0.09,2.61
2005-06-30,31,9.0,,0.09,2.79
2005-07-01,0,8.0,False,0.08,0.0
2005-07-02,62,8.0,,0.08,4.96
2005-07-03,0,8.0,,0.08,0.0
2005-07-04,59,8.0,,0.08,4.72
2005-07-05,0,8.0,,0.08,0.0
2005-07-06,83,8.0,,0.08,6.640000000000001
2005-07-07,0,8.0,,0.08,0.0
2005-07-08,35,8.0,,0.08,2.8000000000000003
2005-07-09,0,8.0,,0.08,0.0
2005-07-10,0,8.0,,0.08,0.0
2005-07-11,100,8.0,,0.08,8.0
2005-07-12,49,8.0,,0.08,3.92
2005-07-13,0,8.0,,0.08,0.0
2005-07-14,0,8.0,,0.08,0.0
2005-07-15,36,8.0,,0.08,2.88
2005-07-16,56,8.0,,0.08,4.48
2005-07-17,0,8.0,,0.08,0.0
2005-07-18,66,8.0,,0.08,5.28
2005-07-19,0,8.0,,0.08,0.0
2005-07-20,0,8.0,,0.08,0.0
2005-07-21,34,8.0,,0.08,2.72
2005-07-22,72,8.0,,0.08,5.76
2005-07-23,0,8.0,,0.08,0.0
2005-07-24,0,8.0,,0.08,0.0
2005-07-25,0,8.0,,0.08,0.0
2005-07-26,32,8.0,,0.08,2.56
2005-07-27,66,8.0,,0.08,5.28
2005-07-28,34,8.0,,0.08,2.72
2005-07-29,36,8.0,,0.08,2.88
2005-07-30,55,8.0,,0.08,4.4
2005-07-31,0,8.0,,0.08,0.0
2005-08-01,50,9.0,False,0.09,4.5
2005-08-02,98,9.0,,0.09,8.82
2005-08-03,49,9.0,,0.09,4.41
2005-08-04,51,9.0,,0.09,4.59
2005-08-05,0,9.0,,0.09,0.0
2005-08-06,83,9.0,,0.09,7.47
2005-08-07,0,9.0,,0.09,0.0
2005-08-08,0,9.0,,0.09,0.0
2005-08-09,0,9.0,,0.09,0.0
2005-08-10,0,9.0,,0.09,0.0
2005-08-11,100,9.0,,0.09,9.0
2005-08-12,0,9.0,,0.09,0.0
2005-08-13,0,9.0,,0.09,0.0
2005-08-14,0,9.0,,0.09,0.0
2005-08-15,49,9.0,,0.09,4.41
2005-08-16,96,9.0,,0.09,8.64
2005-08-17,0,9.0,,0.09,0.0
2005-08-18,50,9.0,,0.09,4.5
2005-08-19,0,9.0,,0.09,0.0
2005-08-20,79,9.0,,0.09,7.109999999999999
2005-08-21,80,9.0,,0.09,7.199999999999999
2005-08-22,0,9.0,,0.09,0.0
2005-08-23,0,9.0,,0.09,0.0
2005-08-24,0,9.0,,0.09,0.0
2005-08-25,0,9.0,,0.09,0.0
2005-08-26,51,9.0,,0.09,4.59
2005-08-27,0,9.0,,0.09,0.0
2005-08-28,0,9.0,,0.09,0.0
2005-08-29,47,9.0,,0.09,4.2299999999999995
2005-08-30,0,9.0,,0.09,0.0
2005-08-31,46,9.0,,0.09,4.14
2005-09-01,17,14.0,False,0.14,2.3800000000000003
2005-09-02,0,14.0,,0.14,0.0
2005-09-03,27,14.0,,0.14,3.7800000000000002
2005-09-04,0,14.0,,0.14,0.0
2005-09-05,24,14.0,,0.14,3.3600000000000003
2005-09-06,24,14.0,,0.14,3.3600000000000003
2005-09-07,15,14.0,,0.14,2.1
2005-09-08,0,14.0,,0.14,0.0
2005-09-09,100,14.0,,0.14,14.000000000000002
2005-09-10,0,14.0,,0.14,0.0
2005-09-11,0,14.0,,0.14,0.0
2005-09-12,15,14.0,,0.14,2.1
2005-09-13,15,14.0,,0.14,2.1
2005-09-14,15,14.0,,0.14,2.1
2005-09-15,23,14.0,,0.14,3.22
2005-09-16,24,14.0,,0.14,3.3600000000000003
2005-09-17,37,14.0,,0.14,5.180000000000001
2005-09-18,49,14.0,,0.14,6.86
2005-09-19,23,14.0,,0.14,3.22
2005-09-20,30,14.0,,0.14,4.2
2005-09-21,30,14.0,,0.14,4.2
2005-09-22,23,14.0,,0.14,3.22
2005-09-23,16,14.0,,0.14,2.24
2005-09-24,25,14.0,,0.14,3.5000000000000004
2005-09-25,24,14.0,,0.14,3.3600000000000003
2005-09-26,30,14.0,,0.14,4.2
2005-09-27,15,14.0,,0.14,2.1
2005-09-28,30,14.0,,0.14,4.2
2005-09-29,22,14.0,,0.14,3.08
2005-09-30,16,14.0,,0.14,2.24
2005-10-01,0,9.0,False,0.09,0.0
2005-10-02,50,9.0,,0.09,4.5
2005-10-03,0,9.0,,0.09,0.0
2005-10-04,58,9.0,,0.09,5.22
2005-10-05,30,9.0,,0.09,2.6999999999999997
2005-10-06,60,9.0,,0.09,5.3999999999999995
2005-10-07,0,9.0,,0.09,0.0
2005-10-08,0,9.0,,0.09,0.0
2005-10-09,50,9.0,,0.09,4.5
2005-10-10,31,9.0,,0.09,2.79
2005-10-11,0,9.0,,0.09,0.0
2005-10-12,59,9.0,,0.09,5.31
2005-10-13,90,9.0,,0.09,8.1
2005-10-14,0,9.0,,0.09,0.0
2005-10-15,50,9.0,,0.09,4.5
2005-10-16,49,9.0,,0.09,4.41
2005-10-17,88,9.0,,0.09,7.92
2005-10-18,0,9.0,,0.09,0.0
2005-10-19,87,9.0,,0.09,7.83
2005-10-20,30,9.0,,0.09,2.6999999999999997
2005-10-21,0,9.0,,0.09,0.0
2005-10-22,0,9.0,,0.09,0.0
2005-10-23,0,9.0,,0.09,0.0
2005-10-24,0,9.0,,0.09,0.0
2005-10-25,0,9.0,,0.09,0.0
2005-10-26,30,9.0,,0.09,2.6999999999999997
2005-10-27,29,9.0,,0.09,2.61
2005-10-28,0,9.0,,0.09,0.0
2005-10-29,100,9.0,,0.09,9.0
2005-10-30,49,9.0,,0.09,4.41
2005-10-31,0,9.0,,0.09,0.0
2005-11-01,24,13.0,False,0.13,3.12
2005-11-02,47,13.0,,0.13,6.11
2005-11-03,0,13.0,,0.13,0.0
2005-11-04,25,13.0,,0.13,3.25
2005-11-05,77,13.0,,0.13,10.01
2005-11-06,38,13.0,,0.13,4.94
2005-11-07,0,13.0,,0.13,0.0
2005-11-08,22,13.0,,0.13,2.8600000000000003
2005-11-09,76,13.0,,0.13,9.88
2005-11-10,100,13.0,,0.13,13.0
2005-11-11,0,13.0,,0.13,0.0
2005-11-12,0,13.0,,0.13,0.0
2005-11-13,38,13.0,,0.13,4.94
2005-11-14,0,13.0,,0.13,0.0
2005-11-15,45,13.0,,0.13,5.8500000000000005
2005-11-16,0,13.0,,0.13,0.0
2005-11-17,0,13.0,,0.13,0.0
2005-11-18,25,13.0,,0.13,3.25
2005-11-19,76,13.0,,0.13,9.88
2005-11-20,37,13.0,,0.13,4.8100000000000005
2005-11-21,23,13.0,,0.13,2.99
2005-11-22,23,13.0,,0.13,2.99
2005-11-23,26,13.0,,0.13,3.38
2005-11-24,0,13.0,,0.13,0.0
2005-11-25,0,13.0,,0.13,0.0
2005-11-26,76,13.0,,0.13,9.88
2005-11-27,36,13.0,,0.13,4.68
2005-11-28,0,13.0,,0.13,0.0
2005-11-29,63,13.0,,0.13,8.19
2005-11-30,22,13.0,,0.13,2.8600000000000003
2005-12-01,25,20.0,False,0.2,5.0
2005-12-02,35,20.0,,0.2,7.0
2005-12-03,40,20.0,,0.2,8.0
2005-12-04,26,20.0,,0.2,5.2
2005-12-05,25,20.0,,0.2,5.0
2005-12-06,49,20.0,,0.2,9.8
2005-12-07,100,20.0,,0.2,20.0
2005-12-08,68,20.0,,0.2,13.600000000000001
2005-12-09,53,20.0,,0.2,10.600000000000001
2005-12-10,26,20.0,,0.2,5.2
2005-12-11,27,20.0,,0.2,5.4
2005-12-12,68,20.0,,0.2,13.600000000000001
2005-12-13,81,20.0,,0.2,16.2
2005-12-14,42,20.0,,0.2,8.4
2005-12-15,26,20.0,,0.2,5.2
2005-12-16,28,20.0,,0.2,5.6000000000000005
2005-12-17,28,20.0,,0.2,5.6000000000000005
2005-12-18,29,20.0,,0.2,5.800000000000001
2005-12-19,37,20.0,,0.2,7.4
2005-12-20,63,20.0,,0.2,12.600000000000001
2005-12-21,38,20.0,,0.2,7.6000000000000005
2005-12-22,30,20.0,,0.2,6.0
2005-12-23,24,20.0,,0.2,4.800000000000001
2005-12-24,34,20.0,,0.2,6.800000000000001
2005-12-25,41,20.0,,0.2,8.200000000000001
2005-12-26,30,20.0,,0.2,6.0
2005-12-27,32,20.0,,0.2,6.4
2005-12-28,71,20.0,,0.2,14.200000000000001
2005-12-29,51,20.0,,0.2,10.200000000000001
2005-12-30,44,20.0,,0.2,8.8
2005-12-31,29,20.0,,0.2,5.800000000000001
2006-01-01,0,18.0,False,0.18,0.0
2006-01-02,0,18.0,,0.18,0.0
2006-01-03,79,18.0,,0.18,14.219999999999999
2006-01-04,25,18.0,,0.18,4.5
2006-01-05,26,18.0,,0.18,4.68
2006-01-06,27,18.0,,0.18,4.859999999999999
2006-01-07,40,18.0,,0.18,7.199999999999999
2006-01-08,0,18.0,,0.18,0.0
2006-01-09,76,18.0,,0.18,13.68
2006-01-10,74,18.0,,0.18,13.32
2006-01-11,50,18.0,,0.18,9.0
2006-01-12,100,18.0,,0.18,18.0
2006-01-13,0,18.0,,0.18,0.0
2006-01-14,38,18.0,,0.18,6.84
2006-01-15,40,18.0,,0.18,7.199999999999999
2006-01-16,57,18.0,,0.18,10.26
2006-01-17,49,18.0,,0.18,8.82
2006-01-18,48,18.0,,0.18,8.64
2006-01-19,25,18.0,,0.18,4.5
2006-01-20,78,18.0,,0.18,14.04
2006-01-21,75,18.0,,0.18,13.5
2006-01-22,0,18.0,,0.18,0.0
2006-01-23,0,18.0,,0.18,0.0
2006-01-24,24,18.0,,0.18,4.32
2006-01-25,0,18.0,,0.18,0.0
2006-01-26,73,18.0,,0.18,13.139999999999999
2006-01-27,51,18.0,,0.18,9.18
2006-01-28,38,18.0,,0.18,6.84
2006-01-29,0,18.0,,0.18,0.0
2006-01-30,48,18.0,,0.18,8.64
2006-01-31,47,18.0,,0.18,8.459999999999999
2006-02-01,79,17.0,False,0.17,13.430000000000001
2006-02-02,20,17.0,,0.17,3.4000000000000004
2006-02-03,32,17.0,,0.17,5.44
2006-02-04,31,17.0,,0.17,5.2700000000000005
2006-02-05,31,17.0,,0.17,5.2700000000000005
2006-02-06,73,17.0,,0.17,12.41
2006-02-07,78,17.0,,0.17,13.260000000000002
2006-02-08,39,17.0,,0.17,6.630000000000001
2006-02-09,100,17.0,,0.17,17.0
2006-02-10,21,17.0,,0.17,3.5700000000000003
2006-02-11,91,17.0,,0.17,15.47
2006-02-12,30,17.0,,0.17,5.1000000000000005
2006-02-13,20,17.0,,0.17,3.4000000000000004
2006-02-14,49,17.0,,0.17,8.33
2006-02-15,20,17.0,,0.17,3.4000000000000004
2006-02-16,60,17.0,,0.17,10.200000000000001
2006-02-17,32,17.0,,0.17,5.44
2006-02-18,61,17.0,,0.17,10.370000000000001
2006-02-19,32,17.0,,0.17,5.44
2006-02-20,22,17.0,,0.17,3.74
2006-02-21,40,17.0,,0.17,6.800000000000001
2006-02-22,59,17.0,,0.17,10.030000000000001
2006-02-23,50,17.0,,0.17,8.5
2006-02-24,84,17.0,,0.17,14.280000000000001
2006-02-25,0,17.0,,0.17,0.0
2006-02-26,31,17.0,,0.17,5.2700000000000005
2006-02-27,49,17.0,,0.17,8.33
2006-02-28,19,17.0,,0.17,3.2300000000000004
2006-03-01,44,13.0,False,0.13,5.720000000000001
2006-03-02,45,13.0,,0.13,5.8500000000000005
2006-03-03,23,13.0,,0.13,2.99
2006-03-04,35,13.0,,0.13,4.55
2006-03-05,0,13.0,,0.13,0.0
2006-03-06,78,13.0,,0.13,10.14
2006-03-07,66,13.0,,0.13,8.58
2006-03-08,55,13.0,,0.13,7.15
2006-03-09,56,13.0,,0.13,7.28
2006-03-10,36,13.0,,0.13,4.68
2006-03-11,0,13.0,,0.13,0.0
2006-03-12,36,13.0,,0.13,4.68
2006-03-13,68,13.0,,0.13,8.84
2006-03-14,66,13.0,,0.13,8.58
2006-03-15,45,13.0,,0.13,5.8500000000000005
2006-03-16,34,13.0,,0.13,4.42
2006-03-17,36,13.0,,0.13,4.68
2006-03-18,36,13.0,,0.13,4.68
2006-03-19,0,13.0,,0.13,0.0
2006-03-20,100,13.0,,0.13,13.0
2006-03-21,53,13.0,,0.13,6.890000000000001
2006-03-22,44,13.0,,0.13,5.720000000000001
2006-03-23,22,13.0,,0.13,2.8600000000000003
2006-03-24,47,13.0,,0.13,6.11
2006-03-25,87,13.0,,0.13,11.31
2006-03-26,0,13.0,,0.13,0.0
2006-03-27,22,13.0,,0.13,2.8600000000000003
2006-03-28,64,13.0,,0.13,8.32
2006-03-29,22,13.0,,0.13,2.8600000000000003
2006-03-30,56,13.0,,0.13,7.28
2006-03-31,47,13.0,,0.13,6.11
2006-04-01,96,28.0,False,0.28,26.880000000000003
2006-04-02,56,28.0,,0.28,15.680000000000001
2006-04-03,52,28.0,,0.28,14.560000000000002
2006-04-04,75,28.0,,0.28,21.000000000000004
2006-04-05,43,28.0,,0.28,12.040000000000001
2006-04-06,60,28.0,,0.28,16.8
2006-04-07,37,28.0,,0.28,10.360000000000001
2006-04-08,54,28.0,,0.28,15.120000000000001
2006-04-09,28,28.0,,0.28,7.840000000000001
2006-04-10,35,28.0,,0.28,9.8
2006-04-11,34,28.0,,0.28,9.520000000000001
2006-04-12,26,28.0,,0.28,7.280000000000001
2006-04-13,54,28.0,,0.28,15.120000000000001
2006-04-14,52,28.0,,0.28,14.560000000000002
2006-04-15,87,28.0,,0.28,24.360000000000003
2006-04-16,61,28.0,,0.28,17.080000000000002
2006-04-17,43,28.0,,0.28,12.040000000000001
2006-04-18,84,28.0,,0.28,23.520000000000003
2006-04-19,60,28.0,,0.28,16.8
2006-04-20,60,28.0,,0.28,16.8
2006-04-21,92,28.0,,0.28,25.76
2006-04-22,81,28.0,,0.28,22.680000000000003
2006-04-23,27,28.0,,0.28,7.5600000000000005
2006-04-24,91,28.0,,0.28,25.480000000000004
2006-04-25,57,28.0,,0.28,15.96
2006-04-26,100,28.0,,0.28,28.000000000000004
2006-04-27,59,28.0,,0.28,16.520000000000003
2006-04-28,37,28.0,,0.28,10.360000000000001
2006-04-29,28,28.0,,0.28,7.840000000000001
2006-04-30,0,28.0,,0.28,0.0
2006-05-01,71,38.0,False,0.38,26.98
2006-05-02,62,38.0,,0.38,23.56
2006-05-03,77,38.0,,0.38,29.26
2006-05-04,50,38.0,,0.38,19.0
2006-05-05,39,38.0,,0.38,14.82
2006-05-06,48,38.0,,0.38,18.240000000000002
2006-05-07,24,38.0,,0.38,9.120000000000001
2006-05-08,14,38.0,,0.38,5.32
2006-05-09,48,38.0,,0.38,18.240000000000002
2006-05-10,50,38.0,,0.38,19.0
2006-05-11,100,38.0,,0.38,38.0
2006-05-12,70,38.0,,0.38,26.6
2006-05-13,72,38.0,,0.38,27.36
2006-05-14,36,38.0,,0.38,13.68
2006-05-15,91,38.0,,0.38,34.58
2006-05-16,49,38.0,,0.38,18.62
2006-05-17,72,38.0,,0.38,27.36
2006-05-18,73,38.0,,0.38,27.740000000000002
2006-05-19,47,38.0,,0.38,17.86
2006-05-20,25,38.0,,0.38,9.5
2006-05-21,73,38.0,,0.38,27.740000000000002
2006-05-22,58,38.0,,0.38,22.04
2006-05-23,72,38.0,,0.38,27.36
2006-05-24,22,38.0,,0.38,8.36
2006-05-25,60,38.0,,0.38,22.8
2006-05-26,58,38.0,,0.38,22.04
2006-05-27,26,38.0,,0.38,9.88
2006-05-28,84,38.0,,0.38,31.92
2006-05-29,70,38.0,,0.38,26.6
2006-05-30,52,38.0,,0.38,19.76
2006-05-31,44,38.0,,0.38,16.72
2006-06-01,50,23.0,False,0.23,11.5
2006-06-02,35,23.0,,0.23,8.05
2006-06-03,0,23.0,,0.23,0.0
2006-06-04,27,23.0,,0.23,6.21
2006-06-05,32,23.0,,0.23,7.36
2006-06-06,32,23.0,,0.23,7.36
2006-06-07,64,23.0,,0.23,14.72
2006-06-08,33,23.0,,0.23,7.590000000000001
2006-06-09,0,23.0,,0.23,0.0
2006-06-10,0,23.0,,0.23,0.0
2006-06-11,27,23.0,,0.23,6.21
2006-06-12,33,23.0,,0.23,7.590000000000001
2006-06-13,50,23.0,,0.23,11.5
2006-06-14,17,23.0,,0.23,3.91
2006-06-15,0,23.0,,0.23,0.0
2006-06-16,18,23.0,,0.23,4.140000000000001
2006-06-17,28,23.0,,0.23,6.44
2006-06-18,29,23.0,,0.23,6.67
2006-06-19,17,23.0,,0.23,3.91
2006-06-20,49,23.0,,0.23,11.270000000000001
2006-06-21,68,23.0,,0.23,15.64
2006-06-22,68,23.0,,0.23,15.64
2006-06-23,36,23.0,,0.23,8.280000000000001
2006-06-24,52,23.0,,0.23,11.96
2006-06-25,53,23.0,,0.23,12.190000000000001
2006-06-26,32,23.0,,0.23,7.36
2006-06-27,32,23.0,,0.23,7.36
2006-06-28,82,23.0,,0.23,18.86
2006-06-29,100,23.0,,0.23,23.0
2006-06-30,55,23.0,,0.23,12.65
2006-07-01,0,18.0,False,0.18,0.0
2006-07-02,38,18.0,,0.18,6.84
2006-07-03,0,18.0,,0.18,0.0
2006-07-04,16,18.0,,0.18,2.88
2006-07-05,23,18.0,,0.18,4.14
2006-07-06,86,18.0,,0.18,15.479999999999999
2006-07-07,11,18.0,,0.18,1.98
2006-07-08,34,18.0,,0.18,6.12
2006-07-09,0,18.0,,0.18,0.0
2006-07-10,32,18.0,,0.18,5.76
2006-07-11,21,18.0,,0.18,3.78
2006-07-12,21,18.0,,0.18,3.78
2006-07-13,11,18.0,,0.18,1.98
2006-07-14,34,18.0,,0.18,6.12
2006-07-15,100,18.0,,0.18,18.0
2006-07-16,17,18.0,,0.18,3.06
2006-07-17,11,18.0,,0.18,1.98
2006-07-18,0,18.0,,0.18,0.0
2006-07-19,11,18.0,,0.18,1.98
2006-07-20,32,18.0,,0.18,5.76
2006-07-21,56,18.0,,0.18,10.08
2006-07-22,16,18.0,,0.18,2.88
2006-07-23,17,18.0,,0.18,3.06
2006-07-24,41,18.0,,0.18,7.38
2006-07-25,31,18.0,,0.18,5.58
2006-07-26,31,18.0,,0.18,5.58
2006-07-27,0,18.0,,0.18,0.0
2006-07-28,11,18.0,,0.18,1.98
2006-07-29,33,18.0,,0.18,5.9399999999999995
2006-07-30,17,18.0,,0.18,3.06
2006-07-31,0,18.0,,0.18,0.0
2006-08-01,98,19.0,False,0.19,18.62
2006-08-02,69,19.0,,0.19,13.11
2006-08-03,80,19.0,,0.19,15.2
2006-08-04,32,19.0,,0.19,6.08
2006-08-05,48,19.0,,0.19,9.120000000000001
2006-08-06,82,19.0,,0.19,15.58
2006-08-07,50,19.0,,0.19,9.5
2006-08-08,60,19.0,,0.19,11.4
2006-08-09,20,19.0,,0.19,3.8
2006-08-10,20,19.0,,0.19,3.8
2006-08-11,22,19.0,,0.19,4.18
2006-08-12,48,19.0,,0.19,9.120000000000001
2006-08-13,65,19.0,,0.19,12.35
2006-08-14,100,19.0,,0.19,19.0
2006-08-15,58,19.0,,0.19,11.02
2006-08-16,30,19.0,,0.19,5.7
2006-08-17,41,19.0,,0.19,7.79
2006-08-18,54,19.0,,0.19,10.26
2006-08-19,31,19.0,,0.19,5.89
2006-08-20,62,19.0,,0.19,11.78
2006-08-21,69,19.0,,0.19,13.11
2006-08-22,29,19.0,,0.19,5.51
2006-08-23,39,19.0,,0.19,7.41
2006-08-24,59,19.0,,0.19,11.21
2006-08-25,62,19.0,,0.19,11.78
2006-08-26,44,19.0,,0.19,8.36
2006-08-27,44,19.0,,0.19,8.36
2006-08-28,47,19.0,,0.19,8.93
2006-08-29,37,19.0,,0.19,7.03
2006-08-30,47,19.0,,0.19,8.93
2006-08-31,29,19.0,,0.19,5.51
