date,PRICE OF GOLD_unscaled,PRICE OF GOLD_monthly,isPartial,scale,PRICE OF GOLD
2012-09-12,67,41.0,,0.41,27.47
2012-09-13,100,41.0,,0.41,41.0
2012-09-14,88,41.0,,0.41,36.08
2012-09-15,87,41.0,,0.41,35.669999999999995
2012-09-16,70,41.0,,0.41,28.7
2012-09-17,63,41.0,,0.41,25.83
2012-09-18,75,41.0,,0.41,30.749999999999996
2012-09-19,88,41.0,,0.41,36.08
2012-09-20,65,41.0,,0.41,26.65
2012-09-21,74,41.0,,0.41,30.34
2012-09-22,92,41.0,,0.41,37.72
2012-09-23,73,41.0,,0.41,29.93
2012-09-24,68,41.0,,0.41,27.88
2012-09-25,51,41.0,,0.41,20.91
2012-09-26,67,41.0,,0.41,27.47
2012-09-27,74,41.0,,0.41,30.34
2012-09-28,59,41.0,,0.41,24.189999999999998
2012-09-29,63,41.0,,0.41,25.83
2012-09-30,68,41.0,,0.41,27.88
2012-10-01,69,39.0,False,0.39,26.91
2012-10-02,76,39.0,,0.39,29.64
2012-10-03,66,39.0,,0.39,25.740000000000002
2012-10-04,63,39.0,,0.39,24.57
2012-10-05,69,39.0,,0.39,26.91
2012-10-06,62,39.0,,0.39,24.18
2012-10-07,51,39.0,,0.39,19.89
2012-10-08,56,39.0,,0.39,21.84
2012-10-09,79,39.0,,0.39,30.810000000000002
2012-10-10,65,39.0,,0.39,25.35
2012-10-11,57,39.0,,0.39,22.23
2012-10-12,66,39.0,,0.39,25.740000000000002
2012-10-13,66,39.0,,0.39,25.740000000000002
2012-10-14,47,39.0,,0.39,18.330000000000002
2012-10-15,54,39.0,,0.39,21.060000000000002
2012-10-16,62,39.0,,0.39,24.18
2012-10-17,61,39.0,,0.39,23.79
2012-10-18,63,39.0,,0.39,24.57
2012-10-19,70,39.0,,0.39,27.3
2012-10-20,52,39.0,,0.39,20.28
2012-10-21,47,39.0,,0.39,18.330000000000002
2012-10-22,69,39.0,,0.39,26.91
2012-10-23,75,39.0,,0.39,29.25
2012-10-24,68,39.0,,0.39,26.52
2012-10-25,63,39.0,,0.39,24.57
2012-10-26,100,39.0,,0.39,39.0
2012-10-27,85,39.0,,0.39,33.15
2012-10-28,63,39.0,,0.39,24.57
2012-10-29,68,39.0,,0.39,26.52
2012-10-30,47,39.0,,0.39,18.330000000000002
2012-10-31,60,39.0,,0.39,23.400000000000002
2012-11-01,65,45.0,False,0.45,29.25
2012-11-02,65,45.0,,0.45,29.25
2012-11-03,72,45.0,,0.45,32.4
2012-11-04,49,45.0,,0.45,22.05
2012-11-05,64,45.0,,0.45,28.8
2012-11-06,59,45.0,,0.45,26.55
2012-11-07,100,45.0,,0.45,45.0
2012-11-08,76,45.0,,0.45,34.2
2012-11-09,61,45.0,,0.45,27.45
2012-11-10,76,45.0,,0.45,34.2
2012-11-11,59,45.0,,0.45,26.55
2012-11-12,92,45.0,,0.45,41.4
2012-11-13,71,45.0,,0.45,31.95
2012-11-14,85,45.0,,0.45,38.25
2012-11-15,73,45.0,,0.45,32.85
2012-11-16,74,45.0,,0.45,33.300000000000004
2012-11-17,76,45.0,,0.45,34.2
2012-11-18,52,45.0,,0.45,23.400000000000002
2012-11-19,57,45.0,,0.45,25.650000000000002
2012-11-20,76,45.0,,0.45,34.2
2012-11-21,62,45.0,,0.45,27.900000000000002
2012-11-22,46,45.0,,0.45,20.7
2012-11-23,68,45.0,,0.45,30.6
2012-11-24,72,45.0,,0.45,32.4
2012-11-25,54,45.0,,0.45,24.3
2012-11-26,82,45.0,,0.45,36.9
2012-11-27,68,45.0,,0.45,30.6
2012-11-28,85,45.0,,0.45,38.25
2012-11-29,76,45.0,,0.45,34.2
2012-11-30,66,45.0,,0.45,29.7
2012-12-01,92,41.0,False,0.41,37.72
2012-12-02,71,41.0,,0.41,29.11
2012-12-03,67,41.0,,0.41,27.47
2012-12-04,83,41.0,,0.41,34.03
2012-12-05,86,41.0,,0.41,35.26
2012-12-06,79,41.0,,0.41,32.39
2012-12-07,69,41.0,,0.41,28.29
2012-12-08,53,41.0,,0.41,21.73
2012-12-09,71,41.0,,0.41,29.11
2012-12-10,66,41.0,,0.41,27.06
2012-12-11,64,41.0,,0.41,26.24
2012-12-12,70,41.0,,0.41,28.7
2012-12-13,89,41.0,,0.41,36.489999999999995
2012-12-14,68,41.0,,0.41,27.88
2012-12-15,82,41.0,,0.41,33.62
2012-12-16,53,41.0,,0.41,21.73
2012-12-17,100,41.0,,0.41,41.0
2012-12-18,65,41.0,,0.41,26.65
2012-12-19,83,41.0,,0.41,34.03
2012-12-20,63,41.0,,0.41,25.83
2012-12-21,62,41.0,,0.41,25.419999999999998
2012-12-22,66,41.0,,0.41,27.06
2012-12-23,32,41.0,,0.41,13.12
2012-12-24,60,41.0,,0.41,24.599999999999998
2012-12-25,34,41.0,,0.41,13.94
2012-12-26,45,41.0,,0.41,18.45
2012-12-27,54,41.0,,0.41,22.139999999999997
2012-12-28,82,41.0,,0.41,33.62
2012-12-29,70,41.0,,0.41,28.7
2012-12-30,80,41.0,,0.41,32.8
2012-12-31,53,41.0,,0.41,21.73
2013-01-01,66,41.0,False,0.41,27.06
2013-01-02,78,41.0,,0.41,31.979999999999997
2013-01-03,66,41.0,,0.41,27.06
2013-01-04,83,41.0,,0.41,34.03
2013-01-05,70,41.0,,0.41,28.7
2013-01-06,60,41.0,,0.41,24.599999999999998
2013-01-07,88,41.0,,0.41,36.08
2013-01-08,55,41.0,,0.41,22.549999999999997
2013-01-09,80,41.0,,0.41,32.8
2013-01-10,61,41.0,,0.41,25.009999999999998
2013-01-11,86,41.0,,0.41,35.26
2013-01-12,76,41.0,,0.41,31.159999999999997
2013-01-13,80,41.0,,0.41,32.8
2013-01-14,71,41.0,,0.41,29.11
2013-01-15,68,41.0,,0.41,27.88
2013-01-16,59,41.0,,0.41,24.189999999999998
2013-01-17,60,41.0,,0.41,24.599999999999998
2013-01-18,87,41.0,,0.41,35.669999999999995
2013-01-19,73,41.0,,0.41,29.93
2013-01-20,49,41.0,,0.41,20.09
2013-01-21,70,41.0,,0.41,28.7
2013-01-22,89,41.0,,0.41,36.489999999999995
2013-01-23,58,41.0,,0.41,23.779999999999998
2013-01-24,100,41.0,,0.41,41.0
2013-01-25,87,41.0,,0.41,35.669999999999995
2013-01-26,62,41.0,,0.41,25.419999999999998
2013-01-27,92,41.0,,0.41,37.72
2013-01-28,54,41.0,,0.41,22.139999999999997
2013-01-29,74,41.0,,0.41,30.34
2013-01-30,48,41.0,,0.41,19.68
2013-01-31,85,41.0,,0.41,34.85
2013-02-01,56,38.0,False,0.38,21.28
2013-02-02,96,38.0,,0.38,36.480000000000004
2013-02-03,84,38.0,,0.38,31.92
2013-02-04,84,38.0,,0.38,31.92
2013-02-05,67,38.0,,0.38,25.46
2013-02-06,91,38.0,,0.38,34.58
2013-02-07,58,38.0,,0.38,22.04
2013-02-08,57,38.0,,0.38,21.66
2013-02-09,62,38.0,,0.38,23.56
2013-02-10,28,38.0,,0.38,10.64
2013-02-11,65,38.0,,0.38,24.7
2013-02-12,60,38.0,,0.38,22.8
2013-02-13,67,38.0,,0.38,25.46
2013-02-14,48,38.0,,0.38,18.240000000000002
2013-02-15,71,38.0,,0.38,26.98
2013-02-16,69,38.0,,0.38,26.22
2013-02-17,46,38.0,,0.38,17.48
2013-02-18,86,38.0,,0.38,32.68
2013-02-19,73,38.0,,0.38,27.740000000000002
2013-02-20,55,38.0,,0.38,20.9
2013-02-21,100,38.0,,0.38,38.0
2013-02-22,76,38.0,,0.38,28.88
2013-02-23,96,38.0,,0.38,36.480000000000004
2013-02-24,84,38.0,,0.38,31.92
2013-02-25,69,38.0,,0.38,26.22
2013-02-26,84,38.0,,0.38,31.92
2013-02-27,62,38.0,,0.38,23.56
2013-02-28,77,38.0,,0.38,29.26
2013-03-01,87,36.0,False,0.36,31.32
2013-03-02,90,36.0,,0.36,32.4
2013-03-03,45,36.0,,0.36,16.2
2013-03-04,88,36.0,,0.36,31.68
2013-03-05,88,36.0,,0.36,31.68
2013-03-06,100,36.0,,0.36,36.0
2013-03-07,72,36.0,,0.36,25.919999999999998
2013-03-08,62,36.0,,0.36,22.32
2013-03-09,81,36.0,,0.36,29.16
2013-03-10,61,36.0,,0.36,21.96
2013-03-11,64,36.0,,0.36,23.04
2013-03-12,92,36.0,,0.36,33.12
2013-03-13,74,36.0,,0.36,26.64
2013-03-14,88,36.0,,0.36,31.68
2013-03-15,72,36.0,,0.36,25.919999999999998
2013-03-16,91,36.0,,0.36,32.76
2013-03-17,94,36.0,,0.36,33.839999999999996
2013-03-18,70,36.0,,0.36,25.2
2013-03-19,80,36.0,,0.36,28.799999999999997
2013-03-20,77,36.0,,0.36,27.72
2013-03-21,71,36.0,,0.36,25.56
2013-03-22,75,36.0,,0.36,27.0
2013-03-23,81,36.0,,0.36,29.16
2013-03-24,54,36.0,,0.36,19.439999999999998
2013-03-25,88,36.0,,0.36,31.68
2013-03-26,83,36.0,,0.36,29.88
2013-03-27,65,36.0,,0.36,23.4
2013-03-28,61,36.0,,0.36,21.96
2013-03-29,68,36.0,,0.36,24.48
2013-03-30,65,36.0,,0.36,23.4
2013-03-31,42,36.0,,0.36,15.12
2013-04-01,19,55.0,False,0.55,10.450000000000001
2013-04-02,22,55.0,,0.55,12.100000000000001
2013-04-03,25,55.0,,0.55,13.750000000000002
2013-04-04,27,55.0,,0.55,14.850000000000001
2013-04-05,23,55.0,,0.55,12.65
2013-04-06,25,55.0,,0.55,13.750000000000002
2013-04-07,16,55.0,,0.55,8.8
2013-04-08,26,55.0,,0.55,14.3
2013-04-09,20,55.0,,0.55,11.0
2013-04-10,17,55.0,,0.55,9.350000000000001
2013-04-11,30,55.0,,0.55,16.5
2013-04-12,28,55.0,,0.55,15.400000000000002
2013-04-13,26,55.0,,0.55,14.3
2013-04-14,19,55.0,,0.55,10.450000000000001
2013-04-15,96,55.0,,0.55,52.800000000000004
2013-04-16,100,55.0,,0.55,55.00000000000001
2013-04-17,76,55.0,,0.55,41.800000000000004
2013-04-18,42,55.0,,0.55,23.1
2013-04-19,46,55.0,,0.55,25.3
2013-04-20,32,55.0,,0.55,17.6
2013-04-21,36,55.0,,0.55,19.8
2013-04-22,35,55.0,,0.55,19.25
2013-04-23,42,55.0,,0.55,23.1
2013-04-24,25,55.0,,0.55,13.750000000000002
2013-04-25,32,55.0,,0.55,17.6
2013-04-26,32,55.0,,0.55,17.6
2013-04-27,22,55.0,,0.55,12.100000000000001
2013-04-28,15,55.0,,0.55,8.25
2013-04-29,31,55.0,,0.55,17.05
2013-04-30,25,55.0,,0.55,13.750000000000002
2013-05-01,100,38.0,False,0.38,38.0
2013-05-02,40,38.0,,0.38,15.2
2013-05-03,63,38.0,,0.38,23.94
2013-05-04,72,38.0,,0.38,27.36
2013-05-05,51,38.0,,0.38,19.38
2013-05-06,58,38.0,,0.38,22.04
2013-05-07,51,38.0,,0.38,19.38
2013-05-08,68,38.0,,0.38,25.84
2013-05-09,66,38.0,,0.38,25.080000000000002
2013-05-10,58,38.0,,0.38,22.04
2013-05-11,61,38.0,,0.38,23.18
2013-05-12,30,38.0,,0.38,11.4
2013-05-13,55,38.0,,0.38,20.9
2013-05-14,60,38.0,,0.38,22.8
2013-05-15,59,38.0,,0.38,22.42
2013-05-16,49,38.0,,0.38,18.62
2013-05-17,57,38.0,,0.38,21.66
2013-05-18,59,38.0,,0.38,22.42
2013-05-19,38,38.0,,0.38,14.44
2013-05-20,74,38.0,,0.38,28.12
2013-05-21,55,38.0,,0.38,20.9
2013-05-22,81,38.0,,0.38,30.78
2013-05-23,41,38.0,,0.38,15.58
2013-05-24,52,38.0,,0.38,19.76
2013-05-25,45,38.0,,0.38,17.1
2013-05-26,45,38.0,,0.38,17.1
2013-05-27,54,38.0,,0.38,20.52
2013-05-28,45,38.0,,0.38,17.1
2013-05-29,63,38.0,,0.38,23.94
2013-05-30,63,38.0,,0.38,23.94
2013-05-31,43,38.0,,0.38,16.34
2013-06-01,47,42.0,False,0.42,19.74
2013-06-02,39,42.0,,0.42,16.38
2013-06-03,43,42.0,,0.42,18.06
2013-06-04,58,42.0,,0.42,24.36
2013-06-05,53,42.0,,0.42,22.259999999999998
2013-06-06,65,42.0,,0.42,27.3
2013-06-07,63,42.0,,0.42,26.459999999999997
2013-06-08,52,42.0,,0.42,21.84
2013-06-09,35,42.0,,0.42,14.7
2013-06-10,40,42.0,,0.42,16.8
2013-06-11,57,42.0,,0.42,23.939999999999998
2013-06-12,39,42.0,,0.42,16.38
2013-06-13,37,42.0,,0.42,15.54
2013-06-14,39,42.0,,0.42,16.38
2013-06-15,58,42.0,,0.42,24.36
2013-06-16,23,42.0,,0.42,9.66
2013-06-17,49,42.0,,0.42,20.58
2013-06-18,75,42.0,,0.42,31.5
2013-06-19,50,42.0,,0.42,21.0
2013-06-20,100,42.0,,0.42,42.0
2013-06-21,76,42.0,,0.42,31.919999999999998
2013-06-22,62,42.0,,0.42,26.04
2013-06-23,38,42.0,,0.42,15.959999999999999
2013-06-24,69,42.0,,0.42,28.98
2013-06-25,43,42.0,,0.42,18.06
2013-06-26,77,42.0,,0.42,32.339999999999996
2013-06-27,62,42.0,,0.42,26.04
2013-06-28,90,42.0,,0.42,37.8
2013-06-29,55,42.0,,0.42,23.099999999999998
2013-06-30,72,42.0,,0.42,30.24
2013-07-01,80,39.0,False,0.39,31.200000000000003
2013-07-02,76,39.0,,0.39,29.64
2013-07-03,70,39.0,,0.39,27.3
2013-07-04,73,39.0,,0.39,28.470000000000002
2013-07-05,100,39.0,,0.39,39.0
2013-07-06,67,39.0,,0.39,26.130000000000003
2013-07-07,66,39.0,,0.39,25.740000000000002
2013-07-08,58,39.0,,0.39,22.62
2013-07-09,74,39.0,,0.39,28.86
2013-07-10,74,39.0,,0.39,28.86
2013-07-11,82,39.0,,0.39,31.98
2013-07-12,98,39.0,,0.39,38.22
2013-07-13,48,39.0,,0.39,18.72
2013-07-14,47,39.0,,0.39,18.330000000000002
2013-07-15,82,39.0,,0.39,31.98
2013-07-16,44,39.0,,0.39,17.16
2013-07-17,53,39.0,,0.39,20.67
2013-07-18,90,39.0,,0.39,35.1
2013-07-19,92,39.0,,0.39,35.88
2013-07-20,63,39.0,,0.39,24.57
2013-07-21,72,39.0,,0.39,28.080000000000002
2013-07-22,71,39.0,,0.39,27.69
2013-07-23,85,39.0,,0.39,33.15
2013-07-24,89,39.0,,0.39,34.71
2013-07-25,59,39.0,,0.39,23.01
2013-07-26,81,39.0,,0.39,31.59
2013-07-27,57,39.0,,0.39,22.23
2013-07-28,57,39.0,,0.39,22.23
2013-07-29,70,39.0,,0.39,27.3
2013-07-30,74,39.0,,0.39,28.86
2013-07-31,77,39.0,,0.39,30.03
2013-08-01,56,40.0,False,0.4,22.400000000000002
2013-08-02,61,40.0,,0.4,24.400000000000002
2013-08-03,83,40.0,,0.4,33.2
2013-08-04,70,40.0,,0.4,28.0
2013-08-05,44,40.0,,0.4,17.6
2013-08-06,58,40.0,,0.4,23.200000000000003
2013-08-07,51,40.0,,0.4,20.400000000000002
2013-08-08,67,40.0,,0.4,26.8
2013-08-09,36,40.0,,0.4,14.4
2013-08-10,57,40.0,,0.4,22.8
2013-08-11,55,40.0,,0.4,22.0
2013-08-12,53,40.0,,0.4,21.200000000000003
2013-08-13,56,40.0,,0.4,22.400000000000002
2013-08-14,75,40.0,,0.4,30.0
2013-08-15,50,40.0,,0.4,20.0
2013-08-16,72,40.0,,0.4,28.8
2013-08-17,100,40.0,,0.4,40.0
2013-08-18,54,40.0,,0.4,21.6
2013-08-19,65,40.0,,0.4,26.0
2013-08-20,57,40.0,,0.4,22.8
2013-08-21,69,40.0,,0.4,27.6
2013-08-22,60,40.0,,0.4,24.0
2013-08-23,62,40.0,,0.4,24.8
2013-08-24,78,40.0,,0.4,31.200000000000003
2013-08-25,48,40.0,,0.4,19.200000000000003
2013-08-26,57,40.0,,0.4,22.8
2013-08-27,97,40.0,,0.4,38.800000000000004
2013-08-28,86,40.0,,0.4,34.4
2013-08-29,67,40.0,,0.4,26.8
2013-08-30,65,40.0,,0.4,26.0
2013-08-31,47,40.0,,0.4,18.8
2013-09-01,71,34.0,False,0.34,24.14
2013-09-02,100,34.0,,0.34,34.0
2013-09-03,59,34.0,,0.34,20.060000000000002
2013-09-04,87,34.0,,0.34,29.580000000000002
2013-09-05,67,34.0,,0.34,22.78
2013-09-06,59,34.0,,0.34,20.060000000000002
2013-09-07,66,34.0,,0.34,22.44
2013-09-08,43,34.0,,0.34,14.620000000000001
2013-09-09,77,34.0,,0.34,26.180000000000003
2013-09-10,54,34.0,,0.34,18.360000000000003
2013-09-11,74,34.0,,0.34,25.16
2013-09-12,51,34.0,,0.34,17.34
2013-09-13,55,34.0,,0.34,18.700000000000003
2013-09-14,51,34.0,,0.34,17.34
2013-09-15,36,34.0,,0.34,12.24
2013-09-16,88,34.0,,0.34,29.92
2013-09-17,75,34.0,,0.34,25.500000000000004
2013-09-18,74,34.0,,0.34,25.16
2013-09-19,91,34.0,,0.34,30.94
2013-09-20,77,34.0,,0.34,26.180000000000003
2013-09-21,64,34.0,,0.34,21.76
2013-09-22,44,34.0,,0.34,14.96
2013-09-23,82,34.0,,0.34,27.880000000000003
2013-09-24,59,34.0,,0.34,20.060000000000002
2013-09-25,100,34.0,,0.34,34.0
2013-09-26,79,34.0,,0.34,26.860000000000003
2013-09-27,63,34.0,,0.34,21.42
2013-09-28,59,34.0,,0.34,20.060000000000002
2013-09-29,47,34.0,,0.34,15.98
2013-09-30,78,34.0,,0.34,26.520000000000003
2013-10-01,99,39.0,False,0.39,38.61
2013-10-02,70,39.0,,0.39,27.3
2013-10-03,90,39.0,,0.39,35.1
2013-10-04,82,39.0,,0.39,31.98
2013-10-05,64,39.0,,0.39,24.96
2013-10-06,53,39.0,,0.39,20.67
2013-10-07,69,39.0,,0.39,26.91
2013-10-08,98,39.0,,0.39,38.22
2013-10-09,99,39.0,,0.39,38.61
2013-10-10,85,39.0,,0.39,33.15
2013-10-11,86,39.0,,0.39,33.54
2013-10-12,76,39.0,,0.39,29.64
2013-10-13,88,39.0,,0.39,34.32
2013-10-14,100,39.0,,0.39,39.0
2013-10-15,95,39.0,,0.39,37.050000000000004
2013-10-16,98,39.0,,0.39,38.22
2013-10-17,96,39.0,,0.39,37.44
2013-10-18,100,39.0,,0.39,39.0
2013-10-19,78,39.0,,0.39,30.42
2013-10-20,64,39.0,,0.39,24.96
2013-10-21,72,39.0,,0.39,28.080000000000002
2013-10-22,83,39.0,,0.39,32.370000000000005
2013-10-23,85,39.0,,0.39,33.15
2013-10-24,84,39.0,,0.39,32.76
2013-10-25,86,39.0,,0.39,33.54
2013-10-26,97,39.0,,0.39,37.83
2013-10-27,55,39.0,,0.39,21.45
2013-10-28,59,39.0,,0.39,23.01
2013-10-29,62,39.0,,0.39,24.18
2013-10-30,70,39.0,,0.39,27.3
2013-10-31,59,39.0,,0.39,23.01
2013-11-01,73,37.0,False,0.37,27.009999999999998
2013-11-02,55,37.0,,0.37,20.35
2013-11-03,50,37.0,,0.37,18.5
2013-11-04,49,37.0,,0.37,18.13
2013-11-05,60,37.0,,0.37,22.2
2013-11-06,68,37.0,,0.37,25.16
2013-11-07,46,37.0,,0.37,17.02
2013-11-08,86,37.0,,0.37,31.82
2013-11-09,100,37.0,,0.37,37.0
2013-11-10,48,37.0,,0.37,17.759999999999998
2013-11-11,57,37.0,,0.37,21.09
2013-11-12,88,37.0,,0.37,32.56
2013-11-13,76,37.0,,0.37,28.12
2013-11-14,49,37.0,,0.37,18.13
2013-11-15,82,37.0,,0.37,30.34
2013-11-16,50,37.0,,0.37,18.5
2013-11-17,77,37.0,,0.37,28.49
2013-11-18,57,37.0,,0.37,21.09
2013-11-19,92,37.0,,0.37,34.04
2013-11-20,84,37.0,,0.37,31.08
2013-11-21,69,37.0,,0.37,25.53
2013-11-22,74,37.0,,0.37,27.38
2013-11-23,68,37.0,,0.37,25.16
2013-11-24,34,37.0,,0.37,12.58
2013-11-25,53,37.0,,0.37,19.61
2013-11-26,88,37.0,,0.37,32.56
2013-11-27,55,37.0,,0.37,20.35
2013-11-28,49,37.0,,0.37,18.13
2013-11-29,46,37.0,,0.37,17.02
2013-11-30,60,37.0,,0.37,22.2
2013-12-01,41,39.0,False,0.39,15.99
2013-12-02,56,39.0,,0.39,21.84
2013-12-03,60,39.0,,0.39,23.400000000000002
2013-12-04,55,39.0,,0.39,21.45
2013-12-05,57,39.0,,0.39,22.23
2013-12-06,58,39.0,,0.39,22.62
2013-12-07,75,39.0,,0.39,29.25
2013-12-08,45,39.0,,0.39,17.55
2013-12-09,37,39.0,,0.39,14.43
2013-12-10,47,39.0,,0.39,18.330000000000002
2013-12-11,38,39.0,,0.39,14.82
2013-12-12,53,39.0,,0.39,20.67
2013-12-13,56,39.0,,0.39,21.84
2013-12-14,80,39.0,,0.39,31.200000000000003
2013-12-15,73,39.0,,0.39,28.470000000000002
2013-12-16,68,39.0,,0.39,26.52
2013-12-17,69,39.0,,0.39,26.91
2013-12-18,60,39.0,,0.39,23.400000000000002
2013-12-19,72,39.0,,0.39,28.080000000000002
2013-12-20,99,39.0,,0.39,38.61
2013-12-21,100,39.0,,0.39,39.0
2013-12-22,35,39.0,,0.39,13.65
2013-12-23,61,39.0,,0.39,23.79
2013-12-24,74,39.0,,0.39,28.86
2013-12-25,47,39.0,,0.39,18.330000000000002
2013-12-26,63,39.0,,0.39,24.57
2013-12-27,72,39.0,,0.39,28.080000000000002
2013-12-28,62,39.0,,0.39,24.18
2013-12-29,39,39.0,,0.39,15.21
2013-12-30,65,39.0,,0.39,25.35
2013-12-31,78,39.0,,0.39,30.42
2014-01-01,37,42.0,False,0.42,15.54
2014-01-02,56,42.0,,0.42,23.52
2014-01-03,63,42.0,,0.42,26.459999999999997
2014-01-04,54,42.0,,0.42,22.68
2014-01-05,27,42.0,,0.42,11.34
2014-01-06,58,42.0,,0.42,24.36
2014-01-07,52,42.0,,0.42,21.84
2014-01-08,45,42.0,,0.42,18.9
2014-01-09,46,42.0,,0.42,19.32
2014-01-10,48,42.0,,0.42,20.16
2014-01-11,45,42.0,,0.42,18.9
2014-01-12,59,42.0,,0.42,24.779999999999998
2014-01-13,55,42.0,,0.42,23.099999999999998
2014-01-14,65,42.0,,0.42,27.3
2014-01-15,58,42.0,,0.42,24.36
2014-01-16,85,42.0,,0.42,35.699999999999996
2014-01-17,96,42.0,,0.42,40.32
2014-01-18,85,42.0,,0.42,35.699999999999996
2014-01-19,55,42.0,,0.42,23.099999999999998
2014-01-20,54,42.0,,0.42,22.68
2014-01-21,74,42.0,,0.42,31.08
2014-01-22,48,42.0,,0.42,20.16
2014-01-23,48,42.0,,0.42,20.16
2014-01-24,73,42.0,,0.42,30.66
2014-01-25,100,42.0,,0.42,42.0
2014-01-26,49,42.0,,0.42,20.58
2014-01-27,41,42.0,,0.42,17.22
2014-01-28,47,42.0,,0.42,19.74
2014-01-29,43,42.0,,0.42,18.06
2014-01-30,26,42.0,,0.42,10.92
2014-01-31,41,42.0,,0.42,17.22
2014-02-01,95,37.0,False,0.37,35.15
2014-02-02,79,37.0,,0.37,29.23
2014-02-03,49,37.0,,0.37,18.13
2014-02-04,77,37.0,,0.37,28.49
2014-02-05,88,37.0,,0.37,32.56
2014-02-06,64,37.0,,0.37,23.68
2014-02-07,70,37.0,,0.37,25.9
2014-02-08,73,37.0,,0.37,27.009999999999998
2014-02-09,66,37.0,,0.37,24.419999999999998
2014-02-10,72,37.0,,0.37,26.64
2014-02-11,72,37.0,,0.37,26.64
2014-02-12,76,37.0,,0.37,28.12
2014-02-13,64,37.0,,0.37,23.68
2014-02-14,87,37.0,,0.37,32.19
2014-02-15,78,37.0,,0.37,28.86
2014-02-16,68,37.0,,0.37,25.16
2014-02-17,73,37.0,,0.37,27.009999999999998
2014-02-18,71,37.0,,0.37,26.27
2014-02-19,77,37.0,,0.37,28.49
2014-02-20,100,37.0,,0.37,37.0
2014-02-21,60,37.0,,0.37,22.2
2014-02-22,87,37.0,,0.37,32.19
2014-02-23,98,37.0,,0.37,36.26
2014-02-24,82,37.0,,0.37,30.34
2014-02-25,59,37.0,,0.37,21.83
2014-02-26,71,37.0,,0.37,26.27
2014-02-27,63,37.0,,0.37,23.31
2014-02-28,71,37.0,,0.37,26.27
2014-03-01,100,33.0,False,0.33,33.0
2014-03-02,63,33.0,,0.33,20.790000000000003
2014-03-03,55,33.0,,0.33,18.150000000000002
2014-03-04,87,33.0,,0.33,28.71
2014-03-05,96,33.0,,0.33,31.68
2014-03-06,94,33.0,,0.33,31.020000000000003
2014-03-07,87,33.0,,0.33,28.71
2014-03-08,66,33.0,,0.33,21.78
2014-03-09,66,33.0,,0.33,21.78
2014-03-10,90,33.0,,0.33,29.700000000000003
2014-03-11,65,33.0,,0.33,21.45
2014-03-12,87,33.0,,0.33,28.71
2014-03-13,81,33.0,,0.33,26.73
2014-03-14,45,33.0,,0.33,14.850000000000001
2014-03-15,78,33.0,,0.33,25.740000000000002
2014-03-16,68,33.0,,0.33,22.44
2014-03-17,71,33.0,,0.33,23.43
2014-03-18,72,33.0,,0.33,23.76
2014-03-19,89,33.0,,0.33,29.37
2014-03-20,63,33.0,,0.33,20.790000000000003
2014-03-21,72,33.0,,0.33,23.76
2014-03-22,81,33.0,,0.33,26.73
2014-03-23,41,33.0,,0.33,13.530000000000001
2014-03-24,67,33.0,,0.33,22.11
2014-03-25,66,33.0,,0.33,21.78
2014-03-26,69,33.0,,0.33,22.77
2014-03-27,59,33.0,,0.33,19.470000000000002
2014-03-28,79,33.0,,0.33,26.07
2014-03-29,68,33.0,,0.33,22.44
2014-03-30,44,33.0,,0.33,14.520000000000001
2014-03-31,86,33.0,,0.33,28.380000000000003
2014-04-01,70,31.0,False,0.31,21.7
2014-04-02,72,31.0,,0.31,22.32
2014-04-03,80,31.0,,0.31,24.8
2014-04-04,80,31.0,,0.31,24.8
2014-04-05,66,31.0,,0.31,20.46
2014-04-06,56,31.0,,0.31,17.36
2014-04-07,80,31.0,,0.31,24.8
2014-04-08,73,31.0,,0.31,22.63
2014-04-09,76,31.0,,0.31,23.56
2014-04-10,73,31.0,,0.31,22.63
2014-04-11,66,31.0,,0.31,20.46
2014-04-12,62,31.0,,0.31,19.22
2014-04-13,61,31.0,,0.31,18.91
2014-04-14,66,31.0,,0.31,20.46
2014-04-15,100,31.0,,0.31,31.0
2014-04-16,82,31.0,,0.31,25.419999999999998
2014-04-17,87,31.0,,0.31,26.97
2014-04-18,79,31.0,,0.31,24.49
2014-04-19,54,31.0,,0.31,16.74
2014-04-20,89,31.0,,0.31,27.59
2014-04-21,95,31.0,,0.31,29.45
2014-04-22,72,31.0,,0.31,22.32
2014-04-23,60,31.0,,0.31,18.6
2014-04-24,73,31.0,,0.31,22.63
2014-04-25,64,31.0,,0.31,19.84
2014-04-26,82,31.0,,0.31,25.419999999999998
2014-04-27,80,31.0,,0.31,24.8
2014-04-28,62,31.0,,0.31,19.22
2014-04-29,49,31.0,,0.31,15.19
2014-04-30,78,31.0,,0.31,24.18
2014-05-01,78,30.0,False,0.3,23.4
2014-05-02,84,30.0,,0.3,25.2
2014-05-03,65,30.0,,0.3,19.5
2014-05-04,72,30.0,,0.3,21.599999999999998
2014-05-05,100,30.0,,0.3,30.0
2014-05-06,76,30.0,,0.3,22.8
2014-05-07,88,30.0,,0.3,26.4
2014-05-08,91,30.0,,0.3,27.3
2014-05-09,97,30.0,,0.3,29.099999999999998
2014-05-10,66,30.0,,0.3,19.8
2014-05-11,64,30.0,,0.3,19.2
2014-05-12,83,30.0,,0.3,24.9
2014-05-13,91,30.0,,0.3,27.3
