date,bankruptcy court_unscaled,bankruptcy court_monthly,isPartial,scale,bankruptcy court
2008-07-05,0,0,False,0.0,0.0
2008-07-06,0,0,False,0.0,0.0
2008-07-07,100,100,False,1.0,100.0
2008-07-08,46,46,False,0.46,21.16
2008-07-09,60,60,False,0.6,36.0
2008-07-10,61,61,False,0.61,37.21
2008-07-11,70,70,False,0.7,49.0
2008-07-12,37,37,False,0.37,13.69
2008-07-13,19,19,False,0.19,3.61
2008-07-14,65,65,False,0.65,42.25
2008-07-15,46,46,False,0.46,21.16
2008-07-16,41,41,False,0.41,16.81
2008-07-17,49,49,False,0.49,24.009999999999998
2008-07-18,57,57,False,0.57,32.489999999999995
2008-07-19,27,27,False,0.27,7.290000000000001
2008-07-20,19,19,False,0.19,3.61
2008-07-21,35,35,False,0.35,12.25
2008-07-22,58,58,False,0.58,33.64
2008-07-23,35,35,False,0.35,12.25
2008-07-24,77,77,False,0.77,59.29
2008-07-25,38,38,False,0.38,14.44
2008-07-26,36,36,False,0.36,12.959999999999999
2008-07-27,9,9,False,0.09,0.8099999999999999
2008-07-28,58,58,False,0.58,33.64
2008-07-29,56,56,False,0.56,31.360000000000003
2008-07-30,57,57,False,0.57,32.489999999999995
2008-07-31,59,59,False,0.59,34.809999999999995
2008-08-01,69,69,False,0.69,47.61
2008-08-02,29,29,False,0.29,8.41
2008-08-03,10,10,False,0.1,1.0
2008-08-04,71,71,False,0.71,50.41
2008-08-05,63,63,False,0.63,39.69
2008-08-06,90,90,False,0.9,81.0
2008-08-07,65,65,False,0.65,42.25
2008-08-08,83,83,False,0.83,68.89
2008-08-09,20,20,False,0.2,4.0
2008-08-10,20,20,False,0.2,4.0
2008-08-11,50,50,False,0.5,25.0
2008-08-12,44,44,False,0.44,19.36
2008-08-13,51,51,False,0.51,26.01
2008-08-14,59,59,False,0.59,34.809999999999995
2008-08-15,48,48,False,0.48,23.04
2008-08-16,10,10,False,0.1,1.0
2008-08-17,0,0,False,0.0,0.0
2008-08-18,83,83,False,0.83,68.89
2008-08-19,100,100,False,1.0,100.0
2008-08-20,76,76,False,0.76,57.76
2008-08-21,52,52,False,0.52,27.04
2008-08-22,41,41,False,0.41,16.81
2008-08-23,0,0,False,0.0,0.0
2008-08-24,0,0,False,0.0,0.0
2008-08-25,63,63,False,0.63,39.69
2008-08-26,37,37,False,0.37,13.69
2008-08-27,81,81,False,0.81,65.61
2008-08-28,69,69,False,0.69,47.61
2008-08-29,54,54,False,0.54,29.160000000000004
2008-08-30,9,9,False,0.09,0.8099999999999999
2008-08-31,20,20,False,0.2,4.0
2008-09-01,17,17,False,0.17,2.89
2008-09-02,74,74,False,0.74,54.76
2008-09-03,61,61,False,0.61,37.21
2008-09-04,25,25,False,0.25,6.25
2008-09-05,71,71,False,0.71,50.41
2008-09-06,17,17,False,0.17,2.89
2008-09-07,17,17,False,0.17,2.89
2008-09-08,66,66,False,0.66,43.56
2008-09-09,100,100,False,1.0,100.0
2008-09-10,72,72,False,0.72,51.839999999999996
2008-09-11,54,54,False,0.54,29.160000000000004
2008-09-12,57,57,False,0.57,32.489999999999995
2008-09-13,17,17,False,0.17,2.89
2008-09-14,26,26,False,0.26,6.76
2008-09-15,84,84,False,0.84,70.56
2008-09-16,59,59,False,0.59,34.809999999999995
2008-09-17,96,96,False,0.96,92.16
2008-09-18,31,31,False,0.31,9.61
2008-09-19,64,64,False,0.64,40.96
2008-09-20,0,0,False,0.0,0.0
2008-09-21,9,9,False,0.09,0.8099999999999999
2008-09-22,89,89,False,0.89,79.21000000000001
2008-09-23,29,29,False,0.29,8.41
2008-09-24,71,71,False,0.71,50.41
2008-09-25,36,36,False,0.36,12.959999999999999
2008-09-26,51,51,False,0.51,26.01
2008-09-27,36,36,False,0.36,12.959999999999999
2008-09-28,9,9,False,0.09,0.8099999999999999
2008-09-29,64,64,False,0.64,40.96
2008-09-30,58,58,False,0.58,33.64
2008-10-01,66,66,False,0.66,43.56
2008-10-02,61,61,False,0.61,37.21
2008-10-03,71,71,False,0.71,50.41
2008-10-04,40,40,False,0.4,16.0
2008-10-05,19,19,False,0.19,3.61
2008-10-06,70,70,False,0.7,49.0
2008-10-07,100,100,False,1.0,100.0
2008-10-08,83,83,False,0.83,68.89
2008-10-09,58,58,False,0.58,33.64
2008-10-10,88,88,False,0.88,77.44
2008-10-11,10,10,False,0.1,1.0
2008-10-12,10,10,False,0.1,1.0
2008-10-13,74,74,False,0.74,54.76
2008-10-14,81,81,False,0.81,65.61
2008-10-15,89,89,False,0.89,79.21000000000001
2008-10-16,64,64,False,0.64,40.96
2008-10-17,42,42,False,0.42,17.64
2008-10-18,30,30,False,0.3,9.0
2008-10-19,10,10,False,0.1,1.0
2008-10-20,85,85,False,0.85,72.25
2008-10-21,89,89,False,0.89,79.21000000000001
2008-10-22,77,77,False,0.77,59.29
2008-10-23,72,72,False,0.72,51.839999999999996
2008-10-24,69,69,False,0.69,47.61
2008-10-25,10,10,False,0.1,1.0
2008-10-26,29,29,False,0.29,8.41
2008-10-27,70,70,False,0.7,49.0
2008-10-28,82,82,False,0.82,67.24
2008-10-29,47,47,False,0.47,22.09
2008-10-30,92,92,False,0.92,84.64
2008-10-31,72,72,False,0.72,51.839999999999996
2008-11-01,0,0,False,0.0,0.0
2008-11-02,38,38,False,0.38,14.44
2008-11-03,63,63,False,0.63,39.69
2008-11-04,38,38,False,0.38,14.44
2008-11-05,54,54,False,0.54,29.160000000000004
2008-11-06,81,81,False,0.81,65.61
2008-11-07,100,100,False,1.0,100.0
2008-11-08,9,9,False,0.09,0.8099999999999999
2008-11-09,29,29,False,0.29,8.41
2008-11-10,82,82,False,0.82,67.24
2008-11-11,82,82,False,0.82,67.24
2008-11-12,100,100,False,1.0,100.0
2008-11-13,88,88,False,0.88,77.44
2008-11-14,66,66,False,0.66,43.56
2008-11-15,0,0,False,0.0,0.0
2008-11-16,47,47,False,0.47,22.09
2008-11-17,69,69,False,0.69,47.61
2008-11-18,96,96,False,0.96,92.16
2008-11-19,52,52,False,0.52,27.04
2008-11-20,52,52,False,0.52,27.04
2008-11-21,46,46,False,0.46,21.16
2008-11-22,19,19,False,0.19,3.61
2008-11-23,28,28,False,0.28,7.840000000000001
2008-11-24,82,82,False,0.82,67.24
2008-11-25,76,76,False,0.76,57.76
2008-11-26,99,99,False,0.99,98.01
2008-11-27,0,0,False,0.0,0.0
2008-11-28,0,0,False,0.0,0.0
2008-11-29,19,19,False,0.19,3.61
2008-11-30,9,9,False,0.09,0.8099999999999999
2008-12-01,50,50,False,0.5,25.0
2008-12-02,53,53,False,0.53,28.09
2008-12-03,67,67,False,0.67,44.89
2008-12-04,71,71,False,0.71,50.41
2008-12-05,40,40,False,0.4,16.0
2008-12-06,19,19,False,0.19,3.61
2008-12-07,6,6,False,0.06,0.36
2008-12-08,46,46,False,0.46,21.16
2008-12-09,49,49,False,0.49,24.009999999999998
2008-12-10,25,25,False,0.25,6.25
2008-12-11,51,51,False,0.51,26.01
2008-12-12,49,49,False,0.49,24.009999999999998
2008-12-13,13,13,False,0.13,1.69
2008-12-14,19,19,False,0.19,3.61
2008-12-15,34,34,False,0.34,11.56
2008-12-16,42,42,False,0.42,17.64
2008-12-17,39,39,False,0.39,15.21
2008-12-18,50,50,False,0.5,25.0
2008-12-19,29,29,False,0.29,8.41
2008-12-20,54,54,False,0.54,29.160000000000004
2008-12-21,7,7,False,0.07,0.49000000000000005
2008-12-22,100,100,False,1.0,100.0
2008-12-23,36,36,False,0.36,12.959999999999999
2008-12-24,44,44,False,0.44,19.36
2008-12-25,0,0,False,0.0,0.0
2008-12-26,21,21,False,0.21,4.41
2008-12-27,7,7,False,0.07,0.49000000000000005
2008-12-28,0,0,False,0.0,0.0
2008-12-29,88,88,False,0.88,77.44
2008-12-30,30,30,False,0.3,9.0
2008-12-31,54,54,False,0.54,29.160000000000004
2009-01-01,20,20,False,0.2,4.0
2009-01-02,48,48,False,0.48,23.04
2009-01-03,32,32,False,0.32,10.24
2009-01-04,16,16,False,0.16,2.56
2009-01-05,100,100,False,1.0,100.0
2009-01-06,92,92,False,0.92,84.64
2009-01-07,75,75,False,0.75,56.25
2009-01-08,65,65,False,0.65,42.25
2009-01-09,69,69,False,0.69,47.61
2009-01-10,16,16,False,0.16,2.56
2009-01-11,16,16,False,0.16,2.56
2009-01-12,70,70,False,0.7,49.0
2009-01-13,42,42,False,0.42,17.64
2009-01-14,91,91,False,0.91,82.81
2009-01-15,86,86,False,0.86,73.96
2009-01-16,90,90,False,0.9,81.0
2009-01-17,48,48,False,0.48,23.04
2009-01-18,25,25,False,0.25,6.25
2009-01-19,41,41,False,0.41,16.81
2009-01-20,79,79,False,0.79,62.410000000000004
2009-01-21,74,74,False,0.74,54.76
2009-01-22,80,80,False,0.8,64.0
2009-01-23,66,66,False,0.66,43.56
2009-01-24,23,23,False,0.23,5.29
2009-01-25,46,46,False,0.46,21.16
2009-01-26,83,83,False,0.83,68.89
2009-01-27,61,61,False,0.61,37.21
2009-01-28,51,51,False,0.51,26.01
2009-01-29,96,96,False,0.96,92.16
2009-01-30,93,93,False,0.93,86.49000000000001
2009-01-31,31,31,False,0.31,9.61
2009-02-01,29,29,False,0.29,8.41
2009-02-02,30,30,False,0.3,9.0
2009-02-03,75,75,False,0.75,56.25
2009-02-04,42,42,False,0.42,17.64
2009-02-05,76,76,False,0.76,57.76
2009-02-06,100,100,False,1.0,100.0
2009-02-07,28,28,False,0.28,7.840000000000001
2009-02-08,21,21,False,0.21,4.41
2009-02-09,42,42,False,0.42,17.64
2009-02-10,70,70,False,0.7,49.0
2009-02-11,52,52,False,0.52,27.04
2009-02-12,76,76,False,0.76,57.76
2009-02-13,92,92,False,0.92,84.64
2009-02-14,29,29,False,0.29,8.41
2009-02-15,22,22,False,0.22,4.84
2009-02-16,62,62,False,0.62,38.44
2009-02-17,80,80,False,0.8,64.0
2009-02-18,98,98,False,0.98,96.03999999999999
2009-02-19,43,43,False,0.43,18.49
2009-02-20,60,60,False,0.6,36.0
2009-02-21,48,48,False,0.48,23.04
2009-02-22,21,21,False,0.21,4.41
2009-02-23,62,62,False,0.62,38.44
2009-02-24,75,75,False,0.75,56.25
2009-02-25,52,52,False,0.52,27.04
2009-02-26,67,67,False,0.67,44.89
2009-02-27,90,90,False,0.9,81.0
2009-02-28,14,14,False,0.14,1.9600000000000002
2009-03-01,15,15,False,0.15,2.25
2009-03-02,62,62,False,0.62,38.44
2009-03-03,71,71,False,0.71,50.41
2009-03-04,71,71,False,0.71,50.41
2009-03-05,95,95,False,0.95,90.25
2009-03-06,100,100,False,1.0,100.0
2009-03-07,39,39,False,0.39,15.21
2009-03-08,40,40,False,0.4,16.0
2009-03-09,63,63,False,0.63,39.69
2009-03-10,72,72,False,0.72,51.839999999999996
2009-03-11,88,88,False,0.88,77.44
2009-03-12,89,89,False,0.89,79.21000000000001
2009-03-13,73,73,False,0.73,53.29
2009-03-14,0,0,False,0.0,0.0
2009-03-15,24,24,False,0.24,5.76
2009-03-16,64,64,False,0.64,40.96
2009-03-17,95,95,False,0.95,90.25
2009-03-18,75,75,False,0.75,56.25
2009-03-19,42,42,False,0.42,17.64
2009-03-20,51,51,False,0.51,26.01
2009-03-21,8,8,False,0.08,0.64
2009-03-22,16,16,False,0.16,2.56
2009-03-23,62,62,False,0.62,38.44
2009-03-24,71,71,False,0.71,50.41
2009-03-25,77,77,False,0.77,59.29
2009-03-26,83,83,False,0.83,68.89
2009-03-27,66,66,False,0.66,43.56
2009-03-28,23,23,False,0.23,5.29
2009-03-29,31,31,False,0.31,9.61
2009-03-30,67,67,False,0.67,44.89
2009-03-31,91,91,False,0.91,82.81
2009-04-01,30,30,False,0.3,9.0
2009-04-02,41,41,False,0.41,16.81
2009-04-03,68,68,False,0.68,46.24
2009-04-04,18,18,False,0.18,3.2399999999999998
2009-04-05,23,23,False,0.23,5.29
2009-04-06,44,44,False,0.44,19.36
2009-04-07,40,40,False,0.4,16.0
2009-04-08,45,45,False,0.45,20.25
2009-04-09,55,55,False,0.55,30.250000000000004
2009-04-10,67,67,False,0.67,44.89
2009-04-11,6,6,False,0.06,0.36
2009-04-12,13,13,False,0.13,1.69
2009-04-13,92,92,False,0.92,84.64
2009-04-14,36,36,False,0.36,12.959999999999999
2009-04-15,59,59,False,0.59,34.809999999999995
2009-04-16,57,57,False,0.57,32.489999999999995
2009-04-17,54,54,False,0.54,29.160000000000004
2009-04-18,12,12,False,0.12,1.44
2009-04-19,0,0,False,0.0,0.0
2009-04-20,55,55,False,0.55,30.250000000000004
2009-04-21,47,47,False,0.47,22.09
2009-04-22,33,33,False,0.33,10.89
2009-04-23,34,34,False,0.34,11.56
2009-04-24,45,45,False,0.45,20.25
2009-04-25,36,36,False,0.36,12.959999999999999
2009-04-26,23,23,False,0.23,5.29
2009-04-27,55,55,False,0.55,30.250000000000004
2009-04-28,33,33,False,0.33,10.89
2009-04-29,51,51,False,0.51,26.01
2009-04-30,100,100,False,1.0,100.0
2009-05-01,68,68,False,0.68,46.24
2009-05-02,6,6,False,0.06,0.36
2009-05-03,23,23,False,0.23,5.29
2009-05-04,49,49,False,0.49,24.009999999999998
2009-05-05,49,49,False,0.49,24.009999999999998
2009-05-06,34,34,False,0.34,11.56
2009-05-07,82,82,False,0.82,67.24
2009-05-08,38,38,False,0.38,14.44
2009-05-09,6,6,False,0.06,0.36
2009-05-10,13,13,False,0.13,1.69
2009-05-11,59,59,False,0.59,34.809999999999995
2009-05-12,60,60,False,0.6,36.0
2009-05-13,69,69,False,0.69,47.61
2009-05-14,67,67,False,0.67,44.89
2009-05-15,79,79,False,0.79,62.410000000000004
2009-05-16,0,0,False,0.0,0.0
2009-05-17,18,18,False,0.18,3.2399999999999998
2009-05-18,27,27,False,0.27,7.290000000000001
2009-05-19,57,57,False,0.57,32.489999999999995
2009-05-20,79,79,False,0.79,62.410000000000004
2009-05-21,52,52,False,0.52,27.04
2009-05-22,81,81,False,0.81,65.61
2009-05-23,13,13,False,0.13,1.69
2009-05-24,0,0,False,0.0,0.0
2009-05-25,23,23,False,0.23,5.29
2009-05-26,74,74,False,0.74,54.76
2009-05-27,100,100,False,1.0,100.0
2009-05-28,55,55,False,0.55,30.250000000000004
2009-05-29,47,47,False,0.47,22.09
2009-05-30,32,32,False,0.32,10.24
2009-05-31,6,6,False,0.06,0.36
2009-06-01,65,65,False,0.65,42.25
2009-06-02,78,78,False,0.78,60.84
2009-06-03,56,56,False,0.56,31.360000000000003
2009-06-04,75,75,False,0.75,56.25
2009-06-05,33,33,False,0.33,10.89
2009-06-06,0,0,False,0.0,0.0
2009-06-07,21,21,False,0.21,4.41
2009-06-08,92,92,False,0.92,84.64
2009-06-09,85,85,False,0.85,72.25
2009-06-10,71,71,False,0.71,50.41
2009-06-11,80,80,False,0.8,64.0
2009-06-12,58,58,False,0.58,33.64
2009-06-13,34,34,False,0.34,11.56
2009-06-14,42,42,False,0.42,17.64
2009-06-15,57,57,False,0.57,32.489999999999995
2009-06-16,53,53,False,0.53,28.09
2009-06-17,58,58,False,0.58,33.64
2009-06-18,54,54,False,0.54,29.160000000000004
2009-06-19,43,43,False,0.43,18.49
2009-06-20,21,21,False,0.21,4.41
2009-06-21,14,14,False,0.14,1.9600000000000002
2009-06-22,85,85,False,0.85,72.25
2009-06-23,83,83,False,0.83,68.89
2009-06-24,58,58,False,0.58,33.64
2009-06-25,72,72,False,0.72,51.839999999999996
2009-06-26,100,100,False,1.0,100.0
2009-06-27,21,21,False,0.21,4.41
2009-06-28,14,14,False,0.14,1.9600000000000002
2009-06-29,54,54,False,0.54,29.160000000000004
2009-06-30,70,70,False,0.7,49.0
2009-07-01,75,75,False,0.75,56.25
2009-07-02,61,61,False,0.61,37.21
2009-07-03,19,19,False,0.19,3.61
2009-07-04,23,23,False,0.23,5.29
2009-07-05,8,8,False,0.08,0.64
2009-07-06,49,49,False,0.49,24.009999999999998
2009-07-07,100,100,False,1.0,100.0
2009-07-08,75,75,False,0.75,56.25
2009-07-09,72,72,False,0.72,51.839999999999996
2009-07-10,96,96,False,0.96,92.16
2009-07-11,34,34,False,0.34,11.56
2009-07-12,14,14,False,0.14,1.9600000000000002
2009-07-13,57,57,False,0.57,32.489999999999995
2009-07-14,88,88,False,0.88,77.44
2009-07-15,83,83,False,0.83,68.89
2009-07-16,54,54,False,0.54,29.160000000000004
2009-07-17,43,43,False,0.43,18.49
2009-07-18,7,7,False,0.07,0.49000000000000005
2009-07-19,50,50,False,0.5,25.0
2009-07-20,79,79,False,0.79,62.410000000000004
2009-07-21,56,56,False,0.56,31.360000000000003
2009-07-22,44,44,False,0.44,19.36
2009-07-23,53,53,False,0.53,28.09
2009-07-24,43,43,False,0.43,18.49
2009-07-25,7,7,False,0.07,0.49000000000000005
2009-07-26,14,14,False,0.14,1.9600000000000002
2009-07-27,66,66,False,0.66,43.56
2009-07-28,65,65,False,0.65,42.25
2009-07-29,79,79,False,0.79,62.410000000000004
2009-07-30,31,31,False,0.31,9.61
2009-07-31,51,51,False,0.51,26.01
2009-08-01,6,6,False,0.06,0.36
2009-08-02,25,25,False,0.25,6.25
2009-08-03,65,65,False,0.65,42.25
2009-08-04,57,57,False,0.57,32.489999999999995
2009-08-05,77,77,False,0.77,59.29
2009-08-06,66,66,False,0.66,43.56
2009-08-07,45,45,False,0.45,20.25
2009-08-08,19,19,False,0.19,3.61
2009-08-09,0,0,False,0.0,0.0
2009-08-10,28,28,False,0.28,7.840000000000001
2009-08-11,83,83,False,0.83,68.89
2009-08-12,85,85,False,0.85,72.25
2009-08-13,49,49,False,0.49,24.009999999999998
2009-08-14,26,26,False,0.26,6.76
2009-08-15,31,31,False,0.31,9.61
2009-08-16,19,19,False,0.19,3.61
2009-08-17,61,61,False,0.61,37.21
2009-08-18,55,55,False,0.55,30.250000000000004
2009-08-19,40,40,False,0.4,16.0
2009-08-20,52,52,False,0.52,27.04
2009-08-21,43,43,False,0.43,18.49
2009-08-22,24,24,False,0.24,5.76
2009-08-23,12,12,False,0.12,1.44
2009-08-24,60,60,False,0.6,36.0
2009-08-25,51,51,False,0.51,26.01
2009-08-26,55,55,False,0.55,30.250000000000004
2009-08-27,44,44,False,0.44,19.36
2009-08-28,100,100,False,1.0,100.0
2009-08-29,11,11,False,0.11,1.21
2009-08-30,12,12,False,0.12,1.44
2009-08-31,58,58,False,0.58,33.64
2009-09-01,39,39,False,0.39,15.21
2009-09-02,49,49,False,0.49,24.009999999999998
2009-09-03,59,59,False,0.59,34.809999999999995
2009-09-04,48,48,False,0.48,23.04
2009-09-05,15,15,False,0.15,2.25
2009-09-06,0,0,False,0.0,0.0
2009-09-07,33,33,False,0.33,10.89
2009-09-08,72,72,False,0.72,51.839999999999996
2009-09-09,37,37,False,0.37,13.69
2009-09-10,72,72,False,0.72,51.839999999999996
2009-09-11,75,75,False,0.75,56.25
2009-09-12,28,28,False,0.28,7.840000000000001
2009-09-13,28,28,False,0.28,7.840000000000001
2009-09-14,75,75,False,0.75,56.25
2009-09-15,55,55,False,0.55,30.250000000000004
2009-09-16,80,80,False,0.8,64.0
2009-09-17,48,48,False,0.48,23.04
2009-09-18,51,51,False,0.51,26.01
2009-09-19,29,29,False,0.29,8.41
2009-09-20,14,14,False,0.14,1.9600000000000002
2009-09-21,56,56,False,0.56,31.360000000000003
2009-09-22,100,100,False,1.0,100.0
2009-09-23,70,70,False,0.7,49.0
2009-09-24,99,99,False,0.99,98.01
2009-09-25,66,66,False,0.66,43.56
2009-09-26,21,21,False,0.21,4.41
2009-09-27,35,35,False,0.35,12.25
2009-09-28,65,65,False,0.65,42.25
2009-09-29,69,69,False,0.69,47.61
2009-09-30,56,56,False,0.56,31.360000000000003
2009-10-01,93,93,False,0.93,86.49000000000001
2009-10-02,60,60,False,0.6,36.0
2009-10-03,7,7,False,0.07,0.49000000000000005
2009-10-04,14,14,False,0.14,1.9600000000000002
2009-10-05,64,64,False,0.64,40.96
2009-10-06,40,40,False,0.4,16.0
2009-10-07,100,100,False,1.0,100.0
2009-10-08,93,93,False,0.93,86.49000000000001
2009-10-09,49,49,False,0.49,24.009999999999998
2009-10-10,21,21,False,0.21,4.41
2009-10-11,0,0,False,0.0,0.0
2009-10-12,24,24,False,0.24,5.76
2009-10-13,80,80,False,0.8,64.0
2009-10-14,71,71,False,0.71,50.41
2009-10-15,63,63,False,0.63,39.69
2009-10-16,34,34,False,0.34,11.56
2009-10-17,14,14,False,0.14,1.9600000000000002
2009-10-18,14,14,False,0.14,1.9600000000000002
2009-10-19,54,54,False,0.54,29.160000000000004
2009-10-20,77,77,False,0.77,59.29
2009-10-21,76,76,False,0.76,57.76
2009-10-22,68,68,False,0.68,46.24
2009-10-23,86,86,False,0.86,73.96
2009-10-24,7,7,False,0.07,0.49000000000000005
2009-10-25,20,20,False,0.2,4.0
2009-10-26,89,89,False,0.89,79.21000000000001
2009-10-27,61,61,False,0.61,37.21
2009-10-28,71,71,False,0.71,50.41
2009-10-29,77,77,False,0.77,59.29
2009-10-30,54,54,False,0.54,29.160000000000004
2009-10-31,21,21,False,0.21,4.41
2009-11-01,35,35,False,0.35,12.25
2009-11-02,100,100,False,1.0,100.0
2009-11-03,50,50,False,0.5,25.0
2009-11-04,59,59,False,0.59,34.809999999999995
2009-11-05,44,44,False,0.44,19.36
2009-11-06,82,82,False,0.82,67.24
2009-11-07,33,33,False,0.33,10.89
2009-11-08,19,19,False,0.19,3.61
2009-11-09,59,59,False,0.59,34.809999999999995
2009-11-10,46,46,False,0.46,21.16
2009-11-11,57,57,False,0.57,32.489999999999995
2009-11-12,64,64,False,0.64,40.96
2009-11-13,54,54,False,0.54,29.160000000000004
2009-11-14,6,6,False,0.06,0.36
2009-11-15,25,25,False,0.25,6.25
2009-11-16,42,42,False,0.42,17.64
2009-11-17,61,61,False,0.61,37.21
2009-11-18,58,58,False,0.58,33.64
2009-11-19,63,63,False,0.63,39.69
2009-11-20,53,53,False,0.53,28.09
2009-11-21,25,25,False,0.25,6.25
2009-11-22,25,25,False,0.25,6.25
2009-11-23,68,68,False,0.68,46.24
2009-11-24,89,89,False,0.89,79.21000000000001
2009-11-25,42,42,False,0.42,17.64
2009-11-26,0,0,False,0.0,0.0
2009-11-27,36,36,False,0.36,12.959999999999999
2009-11-28,19,19,False,0.19,3.61
2009-11-29,6,6,False,0.06,0.36
2009-11-30,76,76,False,0.76,57.76
2009-12-01,60,60,False,0.6,36.0
2009-12-02,82,82,False,0.82,67.24
2009-12-03,50,50,False,0.5,25.0
2009-12-04,28,28,False,0.28,7.840000000000001
2009-12-05,6,6,False,0.06,0.36
2009-12-06,39,39,False,0.39,15.21
2009-12-07,46,46,False,0.46,21.16
2009-12-08,52,52,False,0.52,27.04
2009-12-09,53,53,False,0.53,28.09
2009-12-10,54,54,False,0.54,29.160000000000004
2009-12-11,41,41,False,0.41,16.81
2009-12-12,6,6,False,0.06,0.36
2009-12-13,17,17,False,0.17,2.89
2009-12-14,100,100,False,1.0,100.0
2009-12-15,34,34,False,0.34,11.56
2009-12-16,39,39,False,0.39,15.21
2009-12-17,61,61,False,0.61,37.21
2009-12-18,48,48,False,0.48,23.04
2009-12-19,18,18,False,0.18,3.2399999999999998
2009-12-20,30,30,False,0.3,9.0
2009-12-21,96,96,False,0.96,92.16
2009-12-22,44,44,False,0.44,19.36
2009-12-23,29,29,False,0.29,8.41
2009-12-24,29,29,False,0.29,8.41
2009-12-25,16,16,False,0.16,2.56
2009-12-26,0,0,False,0.0,0.0
2009-12-27,7,7,False,0.07,0.49000000000000005
2009-12-28,85,85,False,0.85,72.25
2009-12-29,91,91,False,0.91,82.81
2009-12-30,41,41,False,0.41,16.81
2009-12-31,30,30,False,0.3,9.0
2010-01-01,30,30,False,0.3,9.0
2010-01-02,13,13,False,0.13,1.69
2010-01-03,19,19,False,0.19,3.61
2010-01-04,56,56,False,0.56,31.360000000000003
2010-01-05,100,100,False,1.0,100.0
2010-01-06,75,75,False,0.75,56.25
2010-01-07,33,33,False,0.33,10.89
2010-01-08,30,30,False,0.3,9.0
2010-01-09,12,12,False,0.12,1.44
2010-01-10,24,24,False,0.24,5.76
2010-01-11,62,62,False,0.62,38.44
2010-01-12,56,56,False,0.56,31.360000000000003
2010-01-13,89,89,False,0.89,79.21000000000001
2010-01-14,41,41,False,0.41,16.81
2010-01-15,89,89,False,0.89,79.21000000000001
2010-01-16,0,0,False,0.0,0.0
2010-01-17,18,18,False,0.18,3.2399999999999998
2010-01-18,53,53,False,0.53,28.09
2010-01-19,84,84,False,0.84,70.56
2010-01-20,51,51,False,0.51,26.01
2010-01-21,40,40,False,0.4,16.0
2010-01-22,71,71,False,0.71,50.41
2010-01-23,11,11,False,0.11,1.21
2010-01-24,17,17,False,0.17,2.89
2010-01-25,60,60,False,0.6,36.0
2010-01-26,78,78,False,0.78,60.84
2010-01-27,47,47,False,0.47,22.09
2010-01-28,80,80,False,0.8,64.0
2010-01-29,84,84,False,0.84,70.56
2010-01-30,17,17,False,0.17,2.89
2010-01-31,6,6,False,0.06,0.36
2010-02-01,86,86,False,0.86,73.96
2010-02-02,44,44,False,0.44,19.36
2010-02-03,69,69,False,0.69,47.61
2010-02-04,77,77,False,0.77,59.29
2010-02-05,43,43,False,0.43,18.49
2010-02-06,6,6,False,0.06,0.36
2010-02-07,36,36,False,0.36,12.959999999999999
2010-02-08,64,64,False,0.64,40.96
2010-02-09,68,68,False,0.68,46.24
2010-02-10,69,69,False,0.69,47.61
2010-02-11,100,100,False,1.0,100.0
2010-02-12,62,62,False,0.62,38.44
2010-02-13,18,18,False,0.18,3.2399999999999998
2010-02-14,6,6,False,0.06,0.36
2010-02-15,28,28,False,0.28,7.840000000000001
2010-02-16,86,86,False,0.86,73.96
2010-02-17,95,95,False,0.95,90.25
2010-02-18,50,50,False,0.5,25.0
2010-02-19,97,97,False,0.97,94.09
2010-02-20,24,24,False,0.24,5.76
2010-02-21,0,0,False,0.0,0.0
2010-02-22,82,82,False,0.82,67.24
2010-02-23,98,98,False,0.98,96.03999999999999
2010-02-24,76,76,False,0.76,57.76
2010-02-25,74,74,False,0.74,54.76
2010-02-26,47,47,False,0.47,22.09
2010-02-27,17,17,False,0.17,2.89
2010-02-28,12,12,False,0.12,1.44
2010-03-01,91,91,False,0.91,82.81
2010-03-02,82,82,False,0.82,67.24
2010-03-03,84,84,False,0.84,70.56
2010-03-04,51,51,False,0.51,26.01
2010-03-05,69,69,False,0.69,47.61
2010-03-06,23,23,False,0.23,5.29
2010-03-07,0,0,False,0.0,0.0
2010-03-08,77,77,False,0.77,59.29
2010-03-09,89,89,False,0.89,79.21000000000001
2010-03-10,45,45,False,0.45,20.25
2010-03-11,70,70,False,0.7,49.0
2010-03-12,80,80,False,0.8,64.0
2010-03-13,14,14,False,0.14,1.9600000000000002
2010-03-14,7,7,False,0.07,0.49000000000000005
2010-03-15,80,80,False,0.8,64.0
2010-03-16,82,82,False,0.82,67.24
2010-03-17,67,67,False,0.67,44.89
2010-03-18,91,91,False,0.91,82.81
2010-03-19,72,72,False,0.72,51.839999999999996
2010-03-20,8,8,False,0.08,0.64
2010-03-21,7,7,False,0.07,0.49000000000000005
2010-03-22,89,89,False,0.89,79.21000000000001
2010-03-23,94,94,False,0.94,88.36
2010-03-24,95,95,False,0.95,90.25
2010-03-25,61,61,False,0.61,37.21
2010-03-26,86,86,False,0.86,73.96
2010-03-27,38,38,False,0.38,14.44
2010-03-28,30,30,False,0.3,9.0
2010-03-29,60,60,False,0.6,36.0
2010-03-30,100,100,False,1.0,100.0
2010-03-31,78,78,False,0.78,60.84
2010-04-01,96,96,False,0.96,92.16
2010-04-02,50,50,False,0.5,25.0
2010-04-03,13,13,False,0.13,1.69
