date,bankruptcy court_unscaled,bankruptcy court_monthly,isPartial,scale,bankruptcy court
2012-08-22,86,86,False,0.86,73.96
2012-08-23,64,64,False,0.64,40.96
2012-08-24,69,69,False,0.69,47.61
2012-08-25,18,18,False,0.18,3.2399999999999998
2012-08-26,27,27,False,0.27,7.290000000000001
2012-08-27,65,65,False,0.65,42.25
2012-08-28,68,68,False,0.68,46.24
2012-08-29,77,77,False,0.77,59.29
2012-08-30,74,74,False,0.74,54.76
2012-08-31,57,57,False,0.57,32.489999999999995
2012-09-01,18,18,False,0.18,3.2399999999999998
2012-09-02,33,33,False,0.33,10.89
2012-09-03,13,13,False,0.13,1.69
2012-09-04,57,57,False,0.57,32.489999999999995
2012-09-05,54,54,False,0.54,29.160000000000004
2012-09-06,95,95,False,0.95,90.25
2012-09-07,60,60,False,0.6,36.0
2012-09-08,17,17,False,0.17,2.89
2012-09-09,18,18,False,0.18,3.2399999999999998
2012-09-10,100,100,False,1.0,100.0
2012-09-11,76,76,False,0.76,57.76
2012-09-12,68,68,False,0.68,46.24
2012-09-13,77,77,False,0.77,59.29
2012-09-14,71,71,False,0.71,50.41
2012-09-15,32,32,False,0.32,10.24
2012-09-16,9,9,False,0.09,0.8099999999999999
2012-09-17,57,57,False,0.57,32.489999999999995
2012-09-18,66,66,False,0.66,43.56
2012-09-19,36,36,False,0.36,12.959999999999999
2012-09-20,58,58,False,0.58,33.64
2012-09-21,82,82,False,0.82,67.24
2012-09-22,23,23,False,0.23,5.29
2012-09-23,18,18,False,0.18,3.2399999999999998
2012-09-24,71,71,False,0.71,50.41
2012-09-25,85,85,False,0.85,72.25
2012-09-26,82,82,False,0.82,67.24
2012-09-27,83,83,False,0.83,68.89
2012-09-28,90,90,False,0.9,81.0
2012-09-29,31,31,False,0.31,9.61
2012-09-30,13,13,False,0.13,1.69
2012-10-01,34,34,False,0.34,11.56
2012-10-02,74,74,False,0.74,54.76
2012-10-03,43,43,False,0.43,18.49
2012-10-04,50,50,False,0.5,25.0
2012-10-05,58,58,False,0.58,33.64
2012-10-06,20,20,False,0.2,4.0
2012-10-07,8,8,False,0.08,0.64
2012-10-08,59,59,False,0.59,34.809999999999995
2012-10-09,72,72,False,0.72,51.839999999999996
2012-10-10,61,61,False,0.61,37.21
2012-10-11,78,78,False,0.78,60.84
2012-10-12,45,45,False,0.45,20.25
2012-10-13,23,23,False,0.23,5.29
2012-10-14,7,7,False,0.07,0.49000000000000005
2012-10-15,81,81,False,0.81,65.61
2012-10-16,75,75,False,0.75,56.25
2012-10-17,100,100,False,1.0,100.0
2012-10-18,58,58,False,0.58,33.64
2012-10-19,70,70,False,0.7,49.0
2012-10-20,15,15,False,0.15,2.25
2012-10-21,19,19,False,0.19,3.61
2012-10-22,57,57,False,0.57,32.489999999999995
2012-10-23,64,64,False,0.64,40.96
2012-10-24,63,63,False,0.63,39.69
2012-10-25,70,70,False,0.7,49.0
2012-10-26,53,53,False,0.53,28.09
2012-10-27,15,15,False,0.15,2.25
2012-10-28,29,29,False,0.29,8.41
2012-10-29,49,49,False,0.49,24.009999999999998
2012-10-30,71,71,False,0.71,50.41
2012-10-31,53,53,False,0.53,28.09
2012-11-01,65,65,False,0.65,42.25
2012-11-02,63,63,False,0.63,39.69
2012-11-03,31,31,False,0.31,9.61
2012-11-04,26,26,False,0.26,6.76
2012-11-05,91,91,False,0.91,82.81
2012-11-06,48,48,False,0.48,23.04
2012-11-07,71,71,False,0.71,50.41
2012-11-08,87,87,False,0.87,75.69
2012-11-09,60,60,False,0.6,36.0
2012-11-10,13,13,False,0.13,1.69
2012-11-11,49,49,False,0.49,24.009999999999998
2012-11-12,54,54,False,0.54,29.160000000000004
2012-11-13,64,64,False,0.64,40.96
2012-11-14,100,100,False,1.0,100.0
2012-11-15,60,60,False,0.6,36.0
2012-11-16,67,67,False,0.67,44.89
2012-11-17,13,13,False,0.13,1.69
2012-11-18,13,13,False,0.13,1.69
2012-11-19,64,64,False,0.64,40.96
2012-11-20,72,72,False,0.72,51.839999999999996
2012-11-21,65,65,False,0.65,42.25
2012-11-22,5,5,False,0.05,0.25
2012-11-23,8,8,False,0.08,0.64
2012-11-24,30,30,False,0.3,9.0
2012-11-25,8,8,False,0.08,0.64
2012-11-26,53,53,False,0.53,28.09
2012-11-27,91,91,False,0.91,82.81
2012-11-28,71,71,False,0.71,50.41
2012-11-29,57,57,False,0.57,32.489999999999995
2012-11-30,60,60,False,0.6,36.0
2012-12-01,10,10,False,0.1,1.0
2012-12-02,5,5,False,0.05,0.25
2012-12-03,76,76,False,0.76,57.76
2012-12-04,79,79,False,0.79,62.410000000000004
2012-12-05,92,92,False,0.92,84.64
2012-12-06,80,80,False,0.8,64.0
2012-12-07,57,57,False,0.57,32.489999999999995
2012-12-08,10,10,False,0.1,1.0
2012-12-09,51,51,False,0.51,26.01
2012-12-10,83,83,False,0.83,68.89
2012-12-11,95,95,False,0.95,90.25
2012-12-12,72,72,False,0.72,51.839999999999996
2012-12-13,82,82,False,0.82,67.24
2012-12-14,75,75,False,0.75,56.25
2012-12-15,10,10,False,0.1,1.0
2012-12-16,16,16,False,0.16,2.56
2012-12-17,82,82,False,0.82,67.24
2012-12-18,97,97,False,0.97,94.09
2012-12-19,75,75,False,0.75,56.25
2012-12-20,100,100,False,1.0,100.0
2012-12-21,37,37,False,0.37,13.69
2012-12-22,22,22,False,0.22,4.84
2012-12-23,6,6,False,0.06,0.36
2012-12-24,38,38,False,0.38,14.44
2012-12-25,12,12,False,0.12,1.44
2012-12-26,60,60,False,0.6,36.0
2012-12-27,74,74,False,0.74,54.76
2012-12-28,94,94,False,0.94,88.36
2012-12-29,26,26,False,0.26,6.76
2012-12-30,26,26,False,0.26,6.76
2012-12-31,48,48,False,0.48,23.04
2013-01-01,17,17,False,0.17,2.89
2013-01-02,43,43,False,0.43,18.49
2013-01-03,69,69,False,0.69,47.61
2013-01-04,50,50,False,0.5,25.0
2013-01-05,38,38,False,0.38,14.44
2013-01-06,23,23,False,0.23,5.29
2013-01-07,59,59,False,0.59,34.809999999999995
2013-01-08,73,73,False,0.73,53.29
2013-01-09,45,45,False,0.45,20.25
2013-01-10,58,58,False,0.58,33.64
2013-01-11,65,65,False,0.65,42.25
2013-01-12,23,23,False,0.23,5.29
2013-01-13,15,15,False,0.15,2.25
2013-01-14,82,82,False,0.82,67.24
2013-01-15,60,60,False,0.6,36.0
2013-01-16,62,62,False,0.62,38.44
2013-01-17,54,54,False,0.54,29.160000000000004
2013-01-18,46,46,False,0.46,21.16
2013-01-19,20,20,False,0.2,4.0
2013-01-20,23,23,False,0.23,5.29
2013-01-21,46,46,False,0.46,21.16
2013-01-22,100,100,False,1.0,100.0
2013-01-23,79,79,False,0.79,62.410000000000004
2013-01-24,78,78,False,0.78,60.84
2013-01-25,74,74,False,0.74,54.76
2013-01-26,4,4,False,0.04,0.16
2013-01-27,23,23,False,0.23,5.29
2013-01-28,59,59,False,0.59,34.809999999999995
2013-01-29,86,86,False,0.86,73.96
2013-01-30,50,50,False,0.5,25.0
2013-01-31,70,70,False,0.7,49.0
2013-02-01,63,63,False,0.63,39.69
2013-02-02,35,35,False,0.35,12.25
2013-02-03,23,23,False,0.23,5.29
2013-02-04,61,61,False,0.61,37.21
2013-02-05,95,95,False,0.95,90.25
2013-02-06,64,64,False,0.64,40.96
2013-02-07,41,41,False,0.41,16.81
2013-02-08,42,42,False,0.42,17.64
2013-02-09,16,16,False,0.16,2.56
2013-02-10,12,12,False,0.12,1.44
2013-02-11,74,74,False,0.74,54.76
2013-02-12,69,69,False,0.69,47.61
2013-02-13,72,72,False,0.72,51.839999999999996
2013-02-14,59,59,False,0.59,34.809999999999995
2013-02-15,48,48,False,0.48,23.04
2013-02-16,19,19,False,0.19,3.61
2013-02-17,24,24,False,0.24,5.76
2013-02-18,52,52,False,0.52,27.04
2013-02-19,84,84,False,0.84,70.56
2013-02-20,48,48,False,0.48,23.04
2013-02-21,96,96,False,0.96,92.16
2013-02-22,55,55,False,0.55,30.250000000000004
2013-02-23,15,15,False,0.15,2.25
2013-02-24,8,8,False,0.08,0.64
2013-02-25,77,77,False,0.77,59.29
2013-02-26,80,80,False,0.8,64.0
2013-02-27,100,100,False,1.0,100.0
2013-02-28,57,57,False,0.57,32.489999999999995
2013-03-01,81,81,False,0.81,65.61
2013-03-02,17,17,False,0.17,2.89
2013-03-03,28,28,False,0.28,7.840000000000001
2013-03-04,100,100,False,1.0,100.0
2013-03-05,86,86,False,0.86,73.96
2013-03-06,60,60,False,0.6,36.0
2013-03-07,59,59,False,0.59,34.809999999999995
2013-03-08,40,40,False,0.4,16.0
2013-03-09,21,21,False,0.21,4.41
2013-03-10,27,27,False,0.27,7.290000000000001
2013-03-11,84,84,False,0.84,70.56
2013-03-12,78,78,False,0.78,60.84
2013-03-13,53,53,False,0.53,28.09
2013-03-14,59,59,False,0.59,34.809999999999995
2013-03-15,67,67,False,0.67,44.89
2013-03-16,10,10,False,0.1,1.0
2013-03-17,0,0,False,0.0,0.0
2013-03-18,36,36,False,0.36,12.959999999999999
2013-03-19,74,74,False,0.74,54.76
2013-03-20,61,61,False,0.61,37.21
2013-03-21,62,62,False,0.62,38.44
2013-03-22,61,61,False,0.61,37.21
2013-03-23,24,24,False,0.24,5.76
2013-03-24,30,30,False,0.3,9.0
2013-03-25,86,86,False,0.86,73.96
2013-03-26,68,68,False,0.68,46.24
2013-03-27,52,52,False,0.52,27.04
2013-03-28,49,49,False,0.49,24.009999999999998
2013-03-29,41,41,False,0.41,16.81
2013-03-30,11,11,False,0.11,1.21
2013-03-31,7,7,False,0.07,0.49000000000000005
2013-04-01,69,69,False,0.69,47.61
2013-04-02,92,92,False,0.92,84.64
2013-04-03,82,82,False,0.82,67.24
2013-04-04,65,65,False,0.65,42.25
2013-04-05,36,36,False,0.36,12.959999999999999
2013-04-06,21,21,False,0.21,4.41
2013-04-07,8,8,False,0.08,0.64
2013-04-08,68,68,False,0.68,46.24
2013-04-09,64,64,False,0.64,40.96
2013-04-10,81,81,False,0.81,65.61
2013-04-11,68,68,False,0.68,46.24
2013-04-12,49,49,False,0.49,24.009999999999998
2013-04-13,17,17,False,0.17,2.89
2013-04-14,17,17,False,0.17,2.89
2013-04-15,59,59,False,0.59,34.809999999999995
2013-04-16,86,86,False,0.86,73.96
2013-04-17,77,77,False,0.77,59.29
2013-04-18,51,51,False,0.51,26.01
2013-04-19,35,35,False,0.35,12.25
2013-04-20,30,30,False,0.3,9.0
2013-04-21,17,17,False,0.17,2.89
2013-04-22,51,51,False,0.51,26.01
2013-04-23,61,61,False,0.61,37.21
2013-04-24,68,68,False,0.68,46.24
2013-04-25,49,49,False,0.49,24.009999999999998
2013-04-26,68,68,False,0.68,46.24
2013-04-27,13,13,False,0.13,1.69
2013-04-28,17,17,False,0.17,2.89
2013-04-29,100,100,False,1.0,100.0
2013-04-30,78,78,False,0.78,60.84
2013-05-01,56,56,False,0.56,31.360000000000003
2013-05-02,67,67,False,0.67,44.89
2013-05-03,63,63,False,0.63,39.69
2013-05-04,8,8,False,0.08,0.64
2013-05-05,17,17,False,0.17,2.89
2013-05-06,76,76,False,0.76,57.76
2013-05-07,68,68,False,0.68,46.24
2013-05-08,56,56,False,0.56,31.360000000000003
2013-05-09,80,80,False,0.8,64.0
2013-05-10,35,35,False,0.35,12.25
2013-05-11,17,17,False,0.17,2.89
2013-05-12,13,13,False,0.13,1.69
2013-05-13,50,50,False,0.5,25.0
2013-05-14,73,73,False,0.73,53.29
2013-05-15,57,57,False,0.57,32.489999999999995
2013-05-16,44,44,False,0.44,19.36
2013-05-17,43,43,False,0.43,18.49
2013-05-18,22,22,False,0.22,4.84
2013-05-19,21,21,False,0.21,4.41
2013-05-20,43,43,False,0.43,18.49
2013-05-21,69,69,False,0.69,47.61
2013-05-22,43,43,False,0.43,18.49
2013-05-23,68,68,False,0.68,46.24
2013-05-24,43,43,False,0.43,18.49
2013-05-25,26,26,False,0.26,6.76
2013-05-26,9,9,False,0.09,0.8099999999999999
2013-05-27,4,4,False,0.04,0.16
2013-05-28,69,69,False,0.69,47.61
2013-05-29,73,73,False,0.73,53.29
2013-05-30,41,41,False,0.41,16.81
2013-05-31,100,100,False,1.0,100.0
2013-06-01,44,44,False,0.44,19.36
2013-06-02,14,14,False,0.14,1.9600000000000002
2013-06-03,66,66,False,0.66,43.56
2013-06-04,73,73,False,0.73,53.29
2013-06-05,82,82,False,0.82,67.24
2013-06-06,63,63,False,0.63,39.69
2013-06-07,36,36,False,0.36,12.959999999999999
2013-06-08,10,10,False,0.1,1.0
2013-06-09,30,30,False,0.3,9.0
2013-06-10,54,54,False,0.54,29.160000000000004
2013-06-11,100,100,False,1.0,100.0
2013-06-12,51,51,False,0.51,26.01
2013-06-13,75,75,False,0.75,56.25
2013-06-14,50,50,False,0.5,25.0
2013-06-15,25,25,False,0.25,6.25
2013-06-16,20,20,False,0.2,4.0
2013-06-17,60,60,False,0.6,36.0
2013-06-18,51,51,False,0.51,26.01
2013-06-19,54,54,False,0.54,29.160000000000004
2013-06-20,76,76,False,0.76,57.76
2013-06-21,70,70,False,0.7,49.0
2013-06-22,15,15,False,0.15,2.25
2013-06-23,25,25,False,0.25,6.25
2013-06-24,59,59,False,0.59,34.809999999999995
2013-06-25,98,98,False,0.98,96.03999999999999
2013-06-26,74,74,False,0.74,54.76
2013-06-27,76,76,False,0.76,57.76
2013-06-28,65,65,False,0.65,42.25
2013-06-29,10,10,False,0.1,1.0
2013-06-30,20,20,False,0.2,4.0
2013-07-01,83,83,False,0.83,68.89
2013-07-02,54,54,False,0.54,29.160000000000004
2013-07-03,86,86,False,0.86,73.96
2013-07-04,16,16,False,0.16,2.56
2013-07-05,25,25,False,0.25,6.25
2013-07-06,16,16,False,0.16,2.56
2013-07-07,16,16,False,0.16,2.56
2013-07-08,87,87,False,0.87,75.69
2013-07-09,90,90,False,0.9,81.0
2013-07-10,100,100,False,1.0,100.0
2013-07-11,63,63,False,0.63,39.69
2013-07-12,43,43,False,0.43,18.49
2013-07-13,26,26,False,0.26,6.76
2013-07-14,20,20,False,0.2,4.0
2013-07-15,46,46,False,0.46,21.16
2013-07-16,78,78,False,0.78,60.84
2013-07-17,63,63,False,0.63,39.69
2013-07-18,59,59,False,0.59,34.809999999999995
2013-07-19,56,56,False,0.56,31.360000000000003
2013-07-20,15,15,False,0.15,2.25
2013-07-21,10,10,False,0.1,1.0
2013-07-22,86,86,False,0.86,73.96
2013-07-23,74,74,False,0.74,54.76
2013-07-24,66,66,False,0.66,43.56
2013-07-25,71,71,False,0.71,50.41
2013-07-26,96,96,False,0.96,92.16
2013-07-27,37,37,False,0.37,13.69
2013-07-28,0,0,False,0.0,0.0
2013-07-29,62,62,False,0.62,38.44
2013-07-30,66,66,False,0.66,43.56
2013-07-31,87,87,False,0.87,75.69
2013-08-01,67,67,False,0.67,44.89
2013-08-02,35,35,False,0.35,12.25
2013-08-03,5,5,False,0.05,0.25
2013-08-04,19,19,False,0.19,3.61
2013-08-05,38,38,False,0.38,14.44
2013-08-06,52,52,False,0.52,27.04
2013-08-07,52,52,False,0.52,27.04
2013-08-08,56,56,False,0.56,31.360000000000003
2013-08-09,46,46,False,0.46,21.16
2013-08-10,19,19,False,0.19,3.61
2013-08-11,5,5,False,0.05,0.25
2013-08-12,56,56,False,0.56,31.360000000000003
2013-08-13,100,100,False,1.0,100.0
2013-08-14,60,60,False,0.6,36.0
2013-08-15,68,68,False,0.68,46.24
2013-08-16,54,54,False,0.54,29.160000000000004
2013-08-17,27,27,False,0.27,7.290000000000001
2013-08-18,5,5,False,0.05,0.25
2013-08-19,67,67,False,0.67,44.89
2013-08-20,59,59,False,0.59,34.809999999999995
2013-08-21,49,49,False,0.49,24.009999999999998
2013-08-22,72,72,False,0.72,51.839999999999996
2013-08-23,35,35,False,0.35,12.25
2013-08-24,14,14,False,0.14,1.9600000000000002
2013-08-25,18,18,False,0.18,3.2399999999999998
2013-08-26,39,39,False,0.39,15.21
2013-08-27,68,68,False,0.68,46.24
2013-08-28,62,62,False,0.62,38.44
2013-08-29,70,70,False,0.7,49.0
2013-08-30,23,23,False,0.23,5.29
2013-08-31,22,22,False,0.22,4.84
2013-09-01,10,10,False,0.1,1.0
2013-09-02,5,5,False,0.05,0.25
2013-09-03,77,77,False,0.77,59.29
2013-09-04,64,64,False,0.64,40.96
2013-09-05,74,74,False,0.74,54.76
2013-09-06,72,72,False,0.72,51.839999999999996
2013-09-07,10,10,False,0.1,1.0
2013-09-08,15,15,False,0.15,2.25
2013-09-09,69,69,False,0.69,47.61
2013-09-10,67,67,False,0.67,44.89
2013-09-11,93,93,False,0.93,86.49000000000001
2013-09-12,49,49,False,0.49,24.009999999999998
2013-09-13,58,58,False,0.58,33.64
2013-09-14,15,15,False,0.15,2.25
2013-09-15,24,24,False,0.24,5.76
2013-09-16,51,51,False,0.51,26.01
2013-09-17,80,80,False,0.8,64.0
2013-09-18,100,100,False,1.0,100.0
2013-09-19,65,65,False,0.65,42.25
2013-09-20,63,63,False,0.63,39.69
2013-09-21,15,15,False,0.15,2.25
2013-09-22,25,25,False,0.25,6.25
2013-09-23,58,58,False,0.58,33.64
2013-09-24,98,98,False,0.98,96.03999999999999
2013-09-25,62,62,False,0.62,38.44
2013-09-26,80,80,False,0.8,64.0
2013-09-27,53,53,False,0.53,28.09
2013-09-28,16,16,False,0.16,2.56
2013-09-29,15,15,False,0.15,2.25
2013-09-30,89,89,False,0.89,79.21000000000001
2013-10-01,77,77,False,0.77,59.29
2013-10-02,69,69,False,0.69,47.61
2013-10-03,79,79,False,0.79,62.410000000000004
2013-10-04,54,54,False,0.54,29.160000000000004
2013-10-05,23,23,False,0.23,5.29
2013-10-06,9,9,False,0.09,0.8099999999999999
2013-10-07,55,55,False,0.55,30.250000000000004
2013-10-08,59,59,False,0.59,34.809999999999995
2013-10-09,71,71,False,0.71,50.41
2013-10-10,79,79,False,0.79,62.410000000000004
2013-10-11,44,44,False,0.44,19.36
2013-10-12,14,14,False,0.14,1.9600000000000002
2013-10-13,9,9,False,0.09,0.8099999999999999
2013-10-14,49,49,False,0.49,24.009999999999998
2013-10-15,70,70,False,0.7,49.0
2013-10-16,67,67,False,0.67,44.89
2013-10-17,86,86,False,0.86,73.96
2013-10-18,51,51,False,0.51,26.01
2013-10-19,14,14,False,0.14,1.9600000000000002
2013-10-20,9,9,False,0.09,0.8099999999999999
2013-10-21,88,88,False,0.88,77.44
2013-10-22,47,47,False,0.47,22.09
2013-10-23,100,100,False,1.0,100.0
2013-10-24,55,55,False,0.55,30.250000000000004
2013-10-25,69,69,False,0.69,47.61
2013-10-26,9,9,False,0.09,0.8099999999999999
2013-10-27,9,9,False,0.09,0.8099999999999999
2013-10-28,58,58,False,0.58,33.64
2013-10-29,44,44,False,0.44,19.36
2013-10-30,81,81,False,0.81,65.61
2013-10-31,42,42,False,0.42,17.64
2013-11-01,51,51,False,0.51,26.01
2013-11-02,19,19,False,0.19,3.61
2013-11-03,14,14,False,0.14,1.9600000000000002
2013-11-04,100,100,False,1.0,100.0
2013-11-05,64,64,False,0.64,40.96
2013-11-06,80,80,False,0.8,64.0
2013-11-07,65,65,False,0.65,42.25
2013-11-08,60,60,False,0.6,36.0
2013-11-09,14,14,False,0.14,1.9600000000000002
2013-11-10,33,33,False,0.33,10.89
2013-11-11,43,43,False,0.43,18.49
2013-11-12,98,98,False,0.98,96.03999999999999
2013-11-13,57,57,False,0.57,32.489999999999995
2013-11-14,57,57,False,0.57,32.489999999999995
2013-11-15,55,55,False,0.55,30.250000000000004
2013-11-16,23,23,False,0.23,5.29
2013-11-17,9,9,False,0.09,0.8099999999999999
2013-11-18,75,75,False,0.75,56.25
2013-11-19,82,82,False,0.82,67.24
2013-11-20,52,52,False,0.52,27.04
2013-11-21,61,61,False,0.61,37.21
2013-11-22,47,47,False,0.47,22.09
2013-11-23,19,19,False,0.19,3.61
2013-11-24,14,14,False,0.14,1.9600000000000002
2013-11-25,61,61,False,0.61,37.21
2013-11-26,72,72,False,0.72,51.839999999999996
2013-11-27,36,36,False,0.36,12.959999999999999
2013-11-28,15,15,False,0.15,2.25
2013-11-29,23,23,False,0.23,5.29
2013-11-30,5,5,False,0.05,0.25
2013-12-01,24,24,False,0.24,5.76
2013-12-02,84,84,False,0.84,70.56
2013-12-03,86,86,False,0.86,73.96
2013-12-04,99,99,False,0.99,98.01
2013-12-05,67,67,False,0.67,44.89
2013-12-06,82,82,False,0.82,67.24
2013-12-07,21,21,False,0.21,4.41
2013-12-08,5,5,False,0.05,0.25
2013-12-09,70,70,False,0.7,49.0
2013-12-10,61,61,False,0.61,37.21
2013-12-11,76,76,False,0.76,57.76
2013-12-12,39,39,False,0.39,15.21
2013-12-13,49,49,False,0.49,24.009999999999998
2013-12-14,21,21,False,0.21,4.41
2013-12-15,5,5,False,0.05,0.25
2013-12-16,100,100,False,1.0,100.0
2013-12-17,65,65,False,0.65,42.25
2013-12-18,70,70,False,0.7,49.0
2013-12-19,68,68,False,0.68,46.24
2013-12-20,90,90,False,0.9,81.0
2013-12-21,17,17,False,0.17,2.89
2013-12-22,6,6,False,0.06,0.36
2013-12-23,83,83,False,0.83,68.89
2013-12-24,27,27,False,0.27,7.290000000000001
2013-12-25,6,6,False,0.06,0.36
2013-12-26,46,46,False,0.46,21.16
2013-12-27,63,63,False,0.63,39.69
2013-12-28,11,11,False,0.11,1.21
2013-12-29,11,11,False,0.11,1.21
2013-12-30,96,96,False,0.96,92.16
2013-12-31,34,34,False,0.34,11.56
2014-01-01,21,21,False,0.21,4.41
2014-01-02,82,82,False,0.82,67.24
2014-01-03,42,42,False,0.42,17.64
2014-01-04,8,8,False,0.08,0.64
2014-01-05,30,30,False,0.3,9.0
2014-01-06,56,56,False,0.56,31.360000000000003
2014-01-07,77,77,False,0.77,59.29
2014-01-08,38,38,False,0.38,14.44
2014-01-09,60,60,False,0.6,36.0
2014-01-10,32,32,False,0.32,10.24
2014-01-11,19,19,False,0.19,3.61
2014-01-12,8,8,False,0.08,0.64
2014-01-13,28,28,False,0.28,7.840000000000001
2014-01-14,68,68,False,0.68,46.24
2014-01-15,100,100,False,1.0,100.0
2014-01-16,85,85,False,0.85,72.25
2014-01-17,42,42,False,0.42,17.64
2014-01-18,4,4,False,0.04,0.16
2014-01-19,19,19,False,0.19,3.61
2014-01-20,29,29,False,0.29,8.41
2014-01-21,61,61,False,0.61,37.21
2014-01-22,58,58,False,0.58,33.64
2014-01-23,46,46,False,0.46,21.16
2014-01-24,73,73,False,0.73,53.29
2014-01-25,15,15,False,0.15,2.25
2014-01-26,11,11,False,0.11,1.21
2014-01-27,54,54,False,0.54,29.160000000000004
2014-01-28,52,52,False,0.52,27.04
2014-01-29,61,61,False,0.61,37.21
2014-01-30,68,68,False,0.68,46.24
2014-01-31,54,54,False,0.54,29.160000000000004
2014-02-01,10,10,False,0.1,1.0
2014-02-02,9,9,False,0.09,0.8099999999999999
2014-02-03,55,55,False,0.55,30.250000000000004
2014-02-04,63,63,False,0.63,39.69
2014-02-05,96,96,False,0.96,92.16
2014-02-06,100,100,False,1.0,100.0
2014-02-07,72,72,False,0.72,51.839999999999996
2014-02-08,24,24,False,0.24,5.76
2014-02-09,0,0,False,0.0,0.0
2014-02-10,85,85,False,0.85,72.25
2014-02-11,66,66,False,0.66,43.56
2014-02-12,79,79,False,0.79,62.410000000000004
2014-02-13,32,32,False,0.32,10.24
2014-02-14,59,59,False,0.59,34.809999999999995
2014-02-15,15,15,False,0.15,2.25
2014-02-16,30,30,False,0.3,9.0
2014-02-17,41,41,False,0.41,16.81
2014-02-18,90,90,False,0.9,81.0
2014-02-19,88,88,False,0.88,77.44
2014-02-20,63,63,False,0.63,39.69
2014-02-21,77,77,False,0.77,59.29
2014-02-22,20,20,False,0.2,4.0
2014-02-23,35,35,False,0.35,12.25
2014-02-24,59,59,False,0.59,34.809999999999995
2014-02-25,73,73,False,0.73,53.29
2014-02-26,82,82,False,0.82,67.24
2014-02-27,59,59,False,0.59,34.809999999999995
2014-02-28,70,70,False,0.7,49.0
2014-03-01,31,31,False,0.31,9.61
2014-03-02,15,15,False,0.15,2.25
2014-03-03,86,86,False,0.86,73.96
2014-03-04,98,98,False,0.98,96.03999999999999
2014-03-05,87,87,False,0.87,75.69
2014-03-06,65,65,False,0.65,42.25
2014-03-07,54,54,False,0.54,29.160000000000004
2014-03-08,21,21,False,0.21,4.41
2014-03-09,16,16,False,0.16,2.56
2014-03-10,74,74,False,0.74,54.76
2014-03-11,57,57,False,0.57,32.489999999999995
2014-03-12,86,86,False,0.86,73.96
2014-03-13,66,66,False,0.66,43.56
2014-03-14,55,55,False,0.55,30.250000000000004
2014-03-15,27,27,False,0.27,7.290000000000001
2014-03-16,0,0,False,0.0,0.0
2014-03-17,70,70,False,0.7,49.0
2014-03-18,60,60,False,0.6,36.0
2014-03-19,87,87,False,0.87,75.69
2014-03-20,100,100,False,1.0,100.0
2014-03-21,59,59,False,0.59,34.809999999999995
2014-03-22,5,5,False,0.05,0.25
2014-03-23,27,27,False,0.27,7.290000000000001
2014-03-24,52,52,False,0.52,27.04
2014-03-25,60,60,False,0.6,36.0
2014-03-26,83,83,False,0.83,68.89
2014-03-27,62,62,False,0.62,38.44
2014-03-28,63,63,False,0.63,39.69
2014-03-29,16,16,False,0.16,2.56
2014-03-30,16,16,False,0.16,2.56
2014-03-31,82,82,False,0.82,67.24
2014-04-01,64,64,False,0.64,40.96
2014-04-02,61,61,False,0.61,37.21
2014-04-03,62,62,False,0.62,38.44
2014-04-04,64,64,False,0.64,40.96
2014-04-05,18,18,False,0.18,3.2399999999999998
2014-04-06,30,30,False,0.3,9.0
2014-04-07,54,54,False,0.54,29.160000000000004
2014-04-08,31,31,False,0.31,9.61
2014-04-09,49,49,False,0.49,24.009999999999998
2014-04-10,89,89,False,0.89,79.21000000000001
2014-04-11,30,30,False,0.3,9.0
2014-04-12,0,0,False,0.0,0.0
2014-04-13,9,9,False,0.09,0.8099999999999999
2014-04-14,51,51,False,0.51,26.01
2014-04-15,70,70,False,0.7,49.0
2014-04-16,62,62,False,0.62,38.44
2014-04-17,77,77,False,0.77,59.29
2014-04-18,31,31,False,0.31,9.61
2014-04-19,9,9,False,0.09,0.8099999999999999
2014-04-20,14,14,False,0.14,1.9600000000000002
2014-04-21,65,65,False,0.65,42.25
2014-04-22,100,100,False,1.0,100.0
2014-04-23,62,62,False,0.62,38.44
2014-04-24,78,78,False,0.78,60.84
2014-04-25,78,78,False,0.78,60.84
2014-04-26,22,22,False,0.22,4.84
2014-04-27,4,4,False,0.04,0.16
2014-04-28,41,41,False,0.41,16.81
2014-04-29,98,98,False,0.98,96.03999999999999
2014-04-30,69,69,False,0.69,47.61
2014-05-01,43,43,False,0.43,18.49
2014-05-02,29,29,False,0.29,8.41
2014-05-03,10,10,False,0.1,1.0
2014-05-04,5,5,False,0.05,0.25
2014-05-05,99,99,False,0.99,98.01
2014-05-06,47,47,False,0.47,22.09
2014-05-07,84,84,False,0.84,70.56
2014-05-08,64,64,False,0.64,40.96
2014-05-09,41,41,False,0.41,16.81
2014-05-10,15,15,False,0.15,2.25
2014-05-11,16,16,False,0.16,2.56
2014-05-12,52,52,False,0.52,27.04
2014-05-13,74,74,False,0.74,54.76
2014-05-14,44,44,False,0.44,19.36
2014-05-15,72,72,False,0.72,51.839999999999996
2014-05-16,41,41,False,0.41,16.81
2014-05-17,10,10,False,0.1,1.0
2014-05-18,20,20,False,0.2,4.0
2014-05-19,100,100,False,1.0,100.0
2014-05-20,70,70,False,0.7,49.0
2014-05-21,71,71,False,0.71,50.41
2014-05-22,55,55,False,0.55,30.250000000000004
