date,home equity loan_unscaled,home equity loan_monthly,isPartial,scale,home equity loan
2008-06-20,32,32,False,0.32,10.24
2008-06-21,0,0,False,0.0,0.0
2008-06-22,15,15,False,0.15,2.25
2008-06-23,49,49,False,0.49,24.009999999999998
2008-06-24,78,78,False,0.78,60.84
2008-06-25,59,59,False,0.59,34.809999999999995
2008-06-26,100,100,False,1.0,100.0
2008-06-27,42,42,False,0.42,17.64
2008-06-28,15,15,False,0.15,2.25
2008-06-29,61,61,False,0.61,37.21
2008-06-30,20,20,False,0.2,4.0
2008-07-01,45,45,False,0.45,20.25
2008-07-02,69,69,False,0.69,47.61
2008-07-03,37,37,False,0.37,13.69
2008-07-04,18,18,False,0.18,3.2399999999999998
2008-07-05,98,98,False,0.98,96.03999999999999
2008-07-06,90,90,False,0.9,81.0
2008-07-07,67,67,False,0.67,44.89
2008-07-08,99,99,False,0.99,98.01
2008-07-09,22,22,False,0.22,4.84
2008-07-10,34,34,False,0.34,11.56
2008-07-11,60,60,False,0.6,36.0
2008-07-12,0,0,False,0.0,0.0
2008-07-13,52,52,False,0.52,27.04
2008-07-14,89,89,False,0.89,79.21000000000001
2008-07-15,88,88,False,0.88,77.44
2008-07-16,100,100,False,1.0,100.0
2008-07-17,23,23,False,0.23,5.29
2008-07-18,12,12,False,0.12,1.44
2008-07-19,34,34,False,0.34,11.56
2008-07-20,70,70,False,0.7,49.0
2008-07-21,99,99,False,0.99,98.01
2008-07-22,75,75,False,0.75,56.25
2008-07-23,54,54,False,0.54,29.160000000000004
2008-07-24,67,67,False,0.67,44.89
2008-07-25,96,96,False,0.96,92.16
2008-07-26,51,51,False,0.51,26.01
2008-07-27,70,70,False,0.7,49.0
2008-07-28,65,65,False,0.65,42.25
2008-07-29,63,63,False,0.63,39.69
2008-07-30,75,75,False,0.75,56.25
2008-07-31,78,78,False,0.78,60.84
2008-08-01,10,10,False,0.1,1.0
2008-08-02,44,44,False,0.44,19.36
2008-08-03,60,60,False,0.6,36.0
2008-08-04,58,58,False,0.58,33.64
2008-08-05,38,38,False,0.38,14.44
2008-08-06,67,67,False,0.67,44.89
2008-08-07,29,29,False,0.29,8.41
2008-08-08,31,31,False,0.31,9.61
2008-08-09,29,29,False,0.29,8.41
2008-08-10,29,29,False,0.29,8.41
2008-08-11,38,38,False,0.38,14.44
2008-08-12,93,93,False,0.93,86.49000000000001
2008-08-13,67,67,False,0.67,44.89
2008-08-14,49,49,False,0.49,24.009999999999998
2008-08-15,20,20,False,0.2,4.0
2008-08-16,73,73,False,0.73,53.29
2008-08-17,74,74,False,0.74,54.76
2008-08-18,48,48,False,0.48,23.04
2008-08-19,55,55,False,0.55,30.250000000000004
2008-08-20,19,19,False,0.19,3.61
2008-08-21,38,38,False,0.38,14.44
2008-08-22,61,61,False,0.61,37.21
2008-08-23,42,42,False,0.42,17.64
2008-08-24,85,85,False,0.85,72.25
2008-08-25,56,56,False,0.56,31.360000000000003
2008-08-26,100,100,False,1.0,100.0
2008-08-27,46,46,False,0.46,21.16
2008-08-28,56,56,False,0.56,31.360000000000003
2008-08-29,59,59,False,0.59,34.809999999999995
2008-08-30,55,55,False,0.55,30.250000000000004
2008-08-31,0,0,False,0.0,0.0
2008-09-01,54,54,False,0.54,29.160000000000004
2008-09-02,39,39,False,0.39,15.21
2008-09-03,67,67,False,0.67,44.89
2008-09-04,95,95,False,0.95,90.25
2008-09-05,50,50,False,0.5,25.0
2008-09-06,81,81,False,0.81,65.61
2008-09-07,28,28,False,0.28,7.840000000000001
2008-09-08,56,56,False,0.56,31.360000000000003
2008-09-09,37,37,False,0.37,13.69
2008-09-10,47,47,False,0.47,22.09
2008-09-11,38,38,False,0.38,14.44
2008-09-12,60,60,False,0.6,36.0
2008-09-13,41,41,False,0.41,16.81
2008-09-14,41,41,False,0.41,16.81
2008-09-15,85,85,False,0.85,72.25
2008-09-16,75,75,False,0.75,56.25
2008-09-17,47,47,False,0.47,22.09
2008-09-18,67,67,False,0.67,44.89
2008-09-19,40,40,False,0.4,16.0
2008-09-20,29,29,False,0.29,8.41
2008-09-21,71,71,False,0.71,50.41
2008-09-22,55,55,False,0.55,30.250000000000004
2008-09-23,64,64,False,0.64,40.96
2008-09-24,28,28,False,0.28,7.840000000000001
2008-09-25,76,76,False,0.76,57.76
2008-09-26,60,60,False,0.6,36.0
2008-09-27,28,28,False,0.28,7.840000000000001
2008-09-28,41,41,False,0.41,16.81
2008-09-29,100,100,False,1.0,100.0
2008-09-30,45,45,False,0.45,20.25
2008-10-01,48,48,False,0.48,23.04
2008-10-02,0,0,False,0.0,0.0
2008-10-03,31,31,False,0.31,9.61
2008-10-04,59,59,False,0.59,34.809999999999995
2008-10-05,43,43,False,0.43,18.49
2008-10-06,37,37,False,0.37,13.69
2008-10-07,28,28,False,0.28,7.840000000000001
2008-10-08,74,74,False,0.74,54.76
2008-10-09,66,66,False,0.66,43.56
2008-10-10,100,100,False,1.0,100.0
2008-10-11,30,30,False,0.3,9.0
2008-10-12,15,15,False,0.15,2.25
2008-10-13,69,69,False,0.69,47.61
2008-10-14,18,18,False,0.18,3.2399999999999998
2008-10-15,37,37,False,0.37,13.69
2008-10-16,19,19,False,0.19,3.61
2008-10-17,21,21,False,0.21,4.41
2008-10-18,59,59,False,0.59,34.809999999999995
2008-10-19,14,14,False,0.14,1.9600000000000002
2008-10-20,38,38,False,0.38,14.44
2008-10-21,75,75,False,0.75,56.25
2008-10-22,85,85,False,0.85,72.25
2008-10-23,77,77,False,0.77,59.29
2008-10-24,30,30,False,0.3,9.0
2008-10-25,43,43,False,0.43,18.49
2008-10-26,14,14,False,0.14,1.9600000000000002
2008-10-27,19,19,False,0.19,3.61
2008-10-28,62,62,False,0.62,38.44
2008-10-29,23,23,False,0.23,5.29
2008-10-30,48,48,False,0.48,23.04
2008-10-31,53,53,False,0.53,28.09
2008-11-01,51,51,False,0.51,26.01
2008-11-02,30,30,False,0.3,9.0
2008-11-03,86,86,False,0.86,73.96
2008-11-04,10,10,False,0.1,1.0
2008-11-05,19,19,False,0.19,3.61
2008-11-06,100,100,False,1.0,100.0
2008-11-07,21,21,False,0.21,4.41
2008-11-08,30,30,False,0.3,9.0
2008-11-09,15,15,False,0.15,2.25
2008-11-10,40,40,False,0.4,16.0
2008-11-11,80,80,False,0.8,64.0
2008-11-12,99,99,False,0.99,98.01
2008-11-13,60,60,False,0.6,36.0
2008-11-14,10,10,False,0.1,1.0
2008-11-15,44,44,False,0.44,19.36
2008-11-16,44,44,False,0.44,19.36
2008-11-17,39,39,False,0.39,15.21
2008-11-18,80,80,False,0.8,64.0
2008-11-19,41,41,False,0.41,16.81
2008-11-20,51,51,False,0.51,26.01
2008-11-21,42,42,False,0.42,17.64
2008-11-22,29,29,False,0.29,8.41
2008-11-23,0,0,False,0.0,0.0
2008-11-24,50,50,False,0.5,25.0
2008-11-25,60,60,False,0.6,36.0
2008-11-26,56,56,False,0.56,31.360000000000003
2008-11-27,32,32,False,0.32,10.24
2008-11-28,29,29,False,0.29,8.41
2008-11-29,15,15,False,0.15,2.25
2008-11-30,44,44,False,0.44,19.36
2008-12-01,51,51,False,0.51,26.01
2008-12-02,10,10,False,0.1,1.0
2008-12-03,41,41,False,0.41,16.81
2008-12-04,83,83,False,0.83,68.89
2008-12-05,55,55,False,0.55,30.250000000000004
2008-12-06,61,61,False,0.61,37.21
2008-12-07,76,76,False,0.76,57.76
2008-12-08,51,51,False,0.51,26.01
2008-12-09,81,81,False,0.81,65.61
2008-12-10,61,61,False,0.61,37.21
2008-12-11,31,31,False,0.31,9.61
2008-12-12,100,100,False,1.0,100.0
2008-12-13,62,62,False,0.62,38.44
2008-12-14,31,31,False,0.31,9.61
2008-12-15,42,42,False,0.42,17.64
2008-12-16,61,61,False,0.61,37.21
2008-12-17,75,75,False,0.75,56.25
2008-12-18,100,100,False,1.0,100.0
2008-12-19,12,12,False,0.12,1.44
2008-12-20,17,17,False,0.17,2.89
2008-12-21,68,68,False,0.68,46.24
2008-12-22,60,60,False,0.6,36.0
2008-12-23,25,25,False,0.25,6.25
2008-12-24,78,78,False,0.78,60.84
2008-12-25,67,67,False,0.67,44.89
2008-12-26,83,83,False,0.83,68.89
2008-12-27,53,53,False,0.53,28.09
2008-12-28,54,54,False,0.54,29.160000000000004
2008-12-29,88,88,False,0.88,77.44
2008-12-30,50,50,False,0.5,25.0
2008-12-31,79,79,False,0.79,62.410000000000004
2009-01-01,67,67,False,0.67,44.89
2009-01-02,75,75,False,0.75,56.25
2009-01-03,77,77,False,0.77,59.29
2009-01-04,100,100,False,1.0,100.0
2009-01-05,23,23,False,0.23,5.29
2009-01-06,29,29,False,0.29,8.41
2009-01-07,36,36,False,0.36,12.959999999999999
2009-01-08,37,37,False,0.37,13.69
2009-01-09,38,38,False,0.38,14.44
2009-01-10,11,11,False,0.11,1.21
2009-01-11,43,43,False,0.43,18.49
2009-01-12,51,51,False,0.51,26.01
2009-01-13,35,35,False,0.35,12.25
2009-01-14,43,43,False,0.43,18.49
2009-01-15,36,36,False,0.36,12.959999999999999
2009-01-16,38,38,False,0.38,14.44
2009-01-17,43,43,False,0.43,18.49
2009-01-18,33,33,False,0.33,10.89
2009-01-19,48,48,False,0.48,23.04
2009-01-20,36,36,False,0.36,12.959999999999999
2009-01-21,36,36,False,0.36,12.959999999999999
2009-01-22,21,21,False,0.21,4.41
2009-01-23,53,53,False,0.53,28.09
2009-01-24,72,72,False,0.72,51.839999999999996
2009-01-25,21,21,False,0.21,4.41
2009-01-26,85,85,False,0.85,72.25
2009-01-27,63,63,False,0.63,39.69
2009-01-28,28,28,False,0.28,7.840000000000001
2009-01-29,21,21,False,0.21,4.41
2009-01-30,30,30,False,0.3,9.0
2009-01-31,52,52,False,0.52,27.04
2009-02-01,28,28,False,0.28,7.840000000000001
2009-02-02,31,31,False,0.31,9.61
2009-02-03,12,12,False,0.12,1.44
2009-02-04,36,36,False,0.36,12.959999999999999
2009-02-05,49,49,False,0.49,24.009999999999998
2009-02-06,38,38,False,0.38,14.44
2009-02-07,36,36,False,0.36,12.959999999999999
2009-02-08,100,100,False,1.0,100.0
2009-02-09,36,36,False,0.36,12.959999999999999
2009-02-10,41,41,False,0.41,16.81
2009-02-11,42,42,False,0.42,17.64
2009-02-12,67,67,False,0.67,44.89
2009-02-13,13,13,False,0.13,1.69
2009-02-14,37,37,False,0.37,13.69
2009-02-15,19,19,False,0.19,3.61
2009-02-16,40,40,False,0.4,16.0
2009-02-17,42,42,False,0.42,17.64
2009-02-18,36,36,False,0.36,12.959999999999999
2009-02-19,12,12,False,0.12,1.44
2009-02-20,32,32,False,0.32,10.24
2009-02-21,54,54,False,0.54,29.160000000000004
2009-02-22,71,71,False,0.71,50.41
2009-02-23,31,31,False,0.31,9.61
2009-02-24,24,24,False,0.24,5.76
2009-02-25,48,48,False,0.48,23.04
2009-02-26,72,72,False,0.72,51.839999999999996
2009-02-27,38,38,False,0.38,14.44
2009-02-28,35,35,False,0.35,12.25
2009-03-01,43,43,False,0.43,18.49
2009-03-02,12,12,False,0.12,1.44
2009-03-03,29,29,False,0.29,8.41
2009-03-04,64,64,False,0.64,40.96
2009-03-05,42,42,False,0.42,17.64
2009-03-06,31,31,False,0.31,9.61
2009-03-07,89,89,False,0.89,79.21000000000001
2009-03-08,27,27,False,0.27,7.290000000000001
2009-03-09,41,41,False,0.41,16.81
2009-03-10,58,58,False,0.58,33.64
2009-03-11,53,53,False,0.53,28.09
2009-03-12,18,18,False,0.18,3.2399999999999998
2009-03-13,51,51,False,0.51,26.01
2009-03-14,44,44,False,0.44,19.36
2009-03-15,36,36,False,0.36,12.959999999999999
2009-03-16,60,60,False,0.6,36.0
2009-03-17,12,12,False,0.12,1.44
2009-03-18,18,18,False,0.18,3.2399999999999998
2009-03-19,59,59,False,0.59,34.809999999999995
2009-03-20,26,26,False,0.26,6.76
2009-03-21,54,54,False,0.54,29.160000000000004
2009-03-22,18,18,False,0.18,3.2399999999999998
2009-03-23,100,100,False,1.0,100.0
2009-03-24,64,64,False,0.64,40.96
2009-03-25,17,17,False,0.17,2.89
2009-03-26,23,23,False,0.23,5.29
2009-03-27,62,62,False,0.62,38.44
2009-03-28,34,34,False,0.34,11.56
2009-03-29,26,26,False,0.26,6.76
2009-03-30,29,29,False,0.29,8.41
2009-03-31,40,40,False,0.4,16.0
2009-04-01,76,76,False,0.76,57.76
2009-04-02,39,39,False,0.39,15.21
2009-04-03,25,25,False,0.25,6.25
2009-04-04,36,36,False,0.36,12.959999999999999
2009-04-05,24,24,False,0.24,5.76
2009-04-06,15,15,False,0.15,2.25
2009-04-07,100,100,False,1.0,100.0
2009-04-08,31,31,False,0.31,9.61
2009-04-09,58,58,False,0.58,33.64
2009-04-10,56,56,False,0.56,31.360000000000003
2009-04-11,48,48,False,0.48,23.04
2009-04-12,13,13,False,0.13,1.69
2009-04-13,94,94,False,0.94,88.36
2009-04-14,30,30,False,0.3,9.0
2009-04-15,52,52,False,0.52,27.04
2009-04-16,54,54,False,0.54,29.160000000000004
2009-04-17,34,34,False,0.34,11.56
2009-04-18,12,12,False,0.12,1.44
2009-04-19,47,47,False,0.47,22.09
2009-04-20,53,53,False,0.53,28.09
2009-04-21,22,22,False,0.22,4.84
2009-04-22,37,37,False,0.37,13.69
2009-04-23,8,8,False,0.08,0.64
2009-04-24,50,50,False,0.5,25.0
2009-04-25,12,12,False,0.12,1.44
2009-04-26,61,61,False,0.61,37.21
2009-04-27,60,60,False,0.6,36.0
2009-04-28,45,45,False,0.45,20.25
2009-04-29,60,60,False,0.6,36.0
2009-04-30,38,38,False,0.38,14.44
2009-05-01,50,50,False,0.5,25.0
2009-05-02,20,20,False,0.2,4.0
2009-05-03,69,69,False,0.69,47.61
2009-05-04,32,32,False,0.32,10.24
2009-05-05,32,32,False,0.32,10.24
2009-05-06,39,39,False,0.39,15.21
2009-05-07,33,33,False,0.33,10.89
2009-05-08,22,22,False,0.22,4.84
2009-05-09,42,42,False,0.42,17.64
2009-05-10,43,43,False,0.43,18.49
2009-05-11,54,54,False,0.54,29.160000000000004
