date,INFLATION RATE_unscaled,INFLATION RATE_monthly,isPartial,scale,INFLATION RATE
2012-08-08,55,32.0,,0.32,17.6
2012-08-09,65,32.0,,0.32,20.8
2012-08-10,80,32.0,,0.32,25.6
2012-08-11,46,32.0,,0.32,14.72
2012-08-12,34,32.0,,0.32,10.88
2012-08-13,59,32.0,,0.32,18.88
2012-08-14,86,32.0,,0.32,27.52
2012-08-15,55,32.0,,0.32,17.6
2012-08-16,65,32.0,,0.32,20.8
2012-08-17,43,32.0,,0.32,13.76
2012-08-18,52,32.0,,0.32,16.64
2012-08-19,52,32.0,,0.32,16.64
2012-08-20,60,32.0,,0.32,19.2
2012-08-21,50,32.0,,0.32,16.0
2012-08-22,64,32.0,,0.32,20.48
2012-08-23,84,32.0,,0.32,26.88
2012-08-24,48,32.0,,0.32,15.36
2012-08-25,62,32.0,,0.32,19.84
2012-08-26,33,32.0,,0.32,10.56
2012-08-27,62,32.0,,0.32,19.84
2012-08-28,93,32.0,,0.32,29.76
2012-08-29,72,32.0,,0.32,23.04
2012-08-30,91,32.0,,0.32,29.12
2012-08-31,80,32.0,,0.32,25.6
2012-09-01,20,52.0,False,0.52,10.4
2012-09-02,28,52.0,,0.52,14.56
2012-09-03,19,52.0,,0.52,9.88
2012-09-04,91,52.0,,0.52,47.32
2012-09-05,43,52.0,,0.52,22.36
2012-09-06,70,52.0,,0.52,36.4
2012-09-07,61,52.0,,0.52,31.720000000000002
2012-09-08,39,52.0,,0.52,20.28
2012-09-09,53,52.0,,0.52,27.560000000000002
2012-09-10,87,52.0,,0.52,45.24
2012-09-11,74,52.0,,0.52,38.480000000000004
2012-09-12,43,52.0,,0.52,22.36
2012-09-13,87,52.0,,0.52,45.24
2012-09-14,89,52.0,,0.52,46.28
2012-09-15,62,52.0,,0.52,32.24
2012-09-16,40,52.0,,0.52,20.8
2012-09-17,69,52.0,,0.52,35.88
2012-09-18,68,52.0,,0.52,35.36
2012-09-19,42,52.0,,0.52,21.84
2012-09-20,87,52.0,,0.52,45.24
2012-09-21,44,52.0,,0.52,22.880000000000003
2012-09-22,67,52.0,,0.52,34.84
2012-09-23,53,52.0,,0.52,27.560000000000002
2012-09-24,69,52.0,,0.52,35.88
2012-09-25,53,52.0,,0.52,27.560000000000002
2012-09-26,100,52.0,,0.52,52.0
2012-09-27,59,52.0,,0.52,30.68
2012-09-28,28,52.0,,0.52,14.56
2012-09-29,46,52.0,,0.52,23.92
2012-09-30,59,52.0,,0.52,30.68
2012-10-01,71,64.0,False,0.64,45.44
2012-10-02,76,64.0,,0.64,48.64
2012-10-03,87,64.0,,0.64,55.68
2012-10-04,82,64.0,,0.64,52.480000000000004
2012-10-05,71,64.0,,0.64,45.44
2012-10-06,31,64.0,,0.64,19.84
2012-10-07,47,64.0,,0.64,30.080000000000002
2012-10-08,79,64.0,,0.64,50.56
2012-10-09,59,64.0,,0.64,37.76
2012-10-10,88,64.0,,0.64,56.32
2012-10-11,95,64.0,,0.64,60.800000000000004
2012-10-12,70,64.0,,0.64,44.800000000000004
2012-10-13,31,64.0,,0.64,19.84
2012-10-14,61,64.0,,0.64,39.04
2012-10-15,65,64.0,,0.64,41.6
2012-10-16,100,64.0,,0.64,64.0
2012-10-17,93,64.0,,0.64,59.52
2012-10-18,83,64.0,,0.64,53.120000000000005
2012-10-19,75,64.0,,0.64,48.0
2012-10-20,48,64.0,,0.64,30.72
2012-10-21,50,64.0,,0.64,32.0
2012-10-22,60,64.0,,0.64,38.4
2012-10-23,56,64.0,,0.64,35.84
2012-10-24,73,64.0,,0.64,46.72
2012-10-25,87,64.0,,0.64,55.68
2012-10-26,72,64.0,,0.64,46.08
2012-10-27,33,64.0,,0.64,21.12
2012-10-28,42,64.0,,0.64,26.88
2012-10-29,79,64.0,,0.64,50.56
2012-10-30,55,64.0,,0.64,35.2
2012-10-31,76,64.0,,0.64,48.64
2012-11-01,98,51.0,False,0.51,49.980000000000004
2012-11-02,57,51.0,,0.51,29.07
2012-11-03,25,51.0,,0.51,12.75
2012-11-04,28,51.0,,0.51,14.280000000000001
2012-11-05,54,51.0,,0.51,27.54
2012-11-06,57,51.0,,0.51,29.07
2012-11-07,79,51.0,,0.51,40.29
2012-11-08,63,51.0,,0.51,32.13
2012-11-09,45,51.0,,0.51,22.95
2012-11-10,36,51.0,,0.51,18.36
2012-11-11,60,51.0,,0.51,30.6
2012-11-12,81,51.0,,0.51,41.31
2012-11-13,74,51.0,,0.51,37.74
2012-11-14,100,51.0,,0.51,51.0
2012-11-15,70,51.0,,0.51,35.7
2012-11-16,60,51.0,,0.51,30.6
2012-11-17,28,51.0,,0.51,14.280000000000001
2012-11-18,32,51.0,,0.51,16.32
2012-11-19,68,51.0,,0.51,34.68
2012-11-20,80,51.0,,0.51,40.8
2012-11-21,46,51.0,,0.51,23.46
2012-11-22,44,51.0,,0.51,22.44
2012-11-23,17,51.0,,0.51,8.67
2012-11-24,31,51.0,,0.51,15.81
2012-11-25,51,51.0,,0.51,26.01
2012-11-26,65,51.0,,0.51,33.15
2012-11-27,54,51.0,,0.51,27.54
2012-11-28,33,51.0,,0.51,16.830000000000002
2012-11-29,65,51.0,,0.51,33.15
2012-11-30,74,51.0,,0.51,37.74
2012-12-01,34,49.0,False,0.49,16.66
2012-12-02,59,49.0,,0.49,28.91
2012-12-03,96,49.0,,0.49,47.04
2012-12-04,100,49.0,,0.49,49.0
2012-12-05,78,49.0,,0.49,38.22
2012-12-06,65,49.0,,0.49,31.849999999999998
2012-12-07,70,49.0,,0.49,34.3
2012-12-08,64,49.0,,0.49,31.36
2012-12-09,43,49.0,,0.49,21.07
2012-12-10,85,49.0,,0.49,41.65
2012-12-11,80,49.0,,0.49,39.2
2012-12-12,97,49.0,,0.49,47.53
2012-12-13,60,49.0,,0.49,29.4
2012-12-14,47,49.0,,0.49,23.03
2012-12-15,29,49.0,,0.49,14.209999999999999
2012-12-16,38,49.0,,0.49,18.62
2012-12-17,72,49.0,,0.49,35.28
2012-12-18,63,49.0,,0.49,30.87
2012-12-19,51,49.0,,0.49,24.99
2012-12-20,41,49.0,,0.49,20.09
2012-12-21,54,49.0,,0.49,26.46
2012-12-22,20,49.0,,0.49,9.8
2012-12-23,14,49.0,,0.49,6.859999999999999
2012-12-24,23,49.0,,0.49,11.27
2012-12-25,11,49.0,,0.49,5.39
2012-12-26,36,49.0,,0.49,17.64
2012-12-27,37,49.0,,0.49,18.13
2012-12-28,32,49.0,,0.49,15.68
2012-12-29,25,49.0,,0.49,12.25
2012-12-30,19,49.0,,0.49,9.31
2012-12-31,29,49.0,,0.49,14.209999999999999
2013-01-01,41,43.0,False,0.43,17.63
2013-01-02,36,43.0,,0.43,15.48
2013-01-03,86,43.0,,0.43,36.98
2013-01-04,76,43.0,,0.43,32.68
2013-01-05,25,43.0,,0.43,10.75
2013-01-06,46,43.0,,0.43,19.78
2013-01-07,71,43.0,,0.43,30.53
2013-01-08,66,43.0,,0.43,28.38
2013-01-09,77,43.0,,0.43,33.11
2013-01-10,60,43.0,,0.43,25.8
2013-01-11,46,43.0,,0.43,19.78
2013-01-12,34,43.0,,0.43,14.62
2013-01-13,29,43.0,,0.43,12.47
2013-01-14,75,43.0,,0.43,32.25
2013-01-15,54,43.0,,0.43,23.22
2013-01-16,79,43.0,,0.43,33.97
2013-01-17,94,43.0,,0.43,40.42
2013-01-18,79,43.0,,0.43,33.97
2013-01-19,42,43.0,,0.43,18.06
2013-01-20,60,43.0,,0.43,25.8
2013-01-21,43,43.0,,0.43,18.49
2013-01-22,61,43.0,,0.43,26.23
2013-01-23,96,43.0,,0.43,41.28
2013-01-24,86,43.0,,0.43,36.98
2013-01-25,98,43.0,,0.43,42.14
2013-01-26,29,43.0,,0.43,12.47
2013-01-27,75,43.0,,0.43,32.25
2013-01-28,81,43.0,,0.43,34.83
2013-01-29,90,43.0,,0.43,38.7
2013-01-30,100,43.0,,0.43,43.0
2013-01-31,78,43.0,,0.43,33.54
2013-02-01,69,66.0,False,0.66,45.54
2013-02-02,28,66.0,,0.66,18.48
2013-02-03,28,66.0,,0.66,18.48
2013-02-04,41,66.0,,0.66,27.060000000000002
2013-02-05,90,66.0,,0.66,59.400000000000006
2013-02-06,85,66.0,,0.66,56.1
2013-02-07,51,66.0,,0.66,33.660000000000004
2013-02-08,68,66.0,,0.66,44.88
2013-02-09,48,66.0,,0.66,31.68
2013-02-10,42,66.0,,0.66,27.720000000000002
2013-02-11,74,66.0,,0.66,48.84
2013-02-12,81,66.0,,0.66,53.46
2013-02-13,100,66.0,,0.66,66.0
2013-02-14,79,66.0,,0.66,52.14
2013-02-15,81,66.0,,0.66,53.46
2013-02-16,31,66.0,,0.66,20.46
2013-02-17,49,66.0,,0.66,32.34
2013-02-18,50,66.0,,0.66,33.0
2013-02-19,70,66.0,,0.66,46.2
2013-02-20,57,66.0,,0.66,37.620000000000005
2013-02-21,71,66.0,,0.66,46.86
2013-02-22,78,66.0,,0.66,51.480000000000004
2013-02-23,50,66.0,,0.66,33.0
2013-02-24,56,66.0,,0.66,36.96
2013-02-25,82,66.0,,0.66,54.120000000000005
2013-02-26,69,66.0,,0.66,45.54
2013-02-27,73,66.0,,0.66,48.18
2013-02-28,78,66.0,,0.66,51.480000000000004
2013-03-01,96,53.0,False,0.53,50.88
2013-03-02,64,53.0,,0.53,33.92
2013-03-03,63,53.0,,0.53,33.39
2013-03-04,100,53.0,,0.53,53.0
2013-03-05,92,53.0,,0.53,48.760000000000005
2013-03-06,78,53.0,,0.53,41.34
2013-03-07,89,53.0,,0.53,47.17
2013-03-08,90,53.0,,0.53,47.7
2013-03-09,47,53.0,,0.53,24.91
2013-03-10,54,53.0,,0.53,28.62
2013-03-11,96,53.0,,0.53,50.88
2013-03-12,87,53.0,,0.53,46.11
2013-03-13,68,53.0,,0.53,36.04
2013-03-14,81,53.0,,0.53,42.93
2013-03-15,41,53.0,,0.53,21.73
2013-03-16,41,53.0,,0.53,21.73
2013-03-17,61,53.0,,0.53,32.33
2013-03-18,79,53.0,,0.53,41.870000000000005
2013-03-19,87,53.0,,0.53,46.11
2013-03-20,88,53.0,,0.53,46.64
2013-03-21,96,53.0,,0.53,50.88
2013-03-22,66,53.0,,0.53,34.980000000000004
2013-03-23,27,53.0,,0.53,14.31
2013-03-24,87,53.0,,0.53,46.11
2013-03-25,98,53.0,,0.53,51.940000000000005
2013-03-26,91,53.0,,0.53,48.230000000000004
2013-03-27,90,53.0,,0.53,47.7
2013-03-28,58,53.0,,0.53,30.740000000000002
2013-03-29,77,53.0,,0.53,40.81
2013-03-30,32,53.0,,0.53,16.96
2013-03-31,36,53.0,,0.53,19.080000000000002
2013-04-01,67,59.0,False,0.59,39.53
2013-04-02,66,59.0,,0.59,38.94
2013-04-03,72,59.0,,0.59,42.48
2013-04-04,59,59.0,,0.59,34.809999999999995
2013-04-05,70,59.0,,0.59,41.3
2013-04-06,30,59.0,,0.59,17.7
2013-04-07,59,59.0,,0.59,34.809999999999995
2013-04-08,55,59.0,,0.59,32.449999999999996
2013-04-09,79,59.0,,0.59,46.61
2013-04-10,59,59.0,,0.59,34.809999999999995
2013-04-11,75,59.0,,0.59,44.25
2013-04-12,53,59.0,,0.59,31.27
2013-04-13,38,59.0,,0.59,22.419999999999998
2013-04-14,48,59.0,,0.59,28.32
2013-04-15,75,59.0,,0.59,44.25
2013-04-16,86,59.0,,0.59,50.739999999999995
2013-04-17,64,59.0,,0.59,37.76
2013-04-18,100,59.0,,0.59,59.0
2013-04-19,69,59.0,,0.59,40.71
2013-04-20,41,59.0,,0.59,24.189999999999998
2013-04-21,46,59.0,,0.59,27.139999999999997
2013-04-22,74,59.0,,0.59,43.66
2013-04-23,76,59.0,,0.59,44.839999999999996
2013-04-24,67,59.0,,0.59,39.53
2013-04-25,74,59.0,,0.59,43.66
2013-04-26,62,59.0,,0.59,36.58
2013-04-27,44,59.0,,0.59,25.959999999999997
2013-04-28,65,59.0,,0.59,38.35
2013-04-29,68,59.0,,0.59,40.12
2013-04-30,89,59.0,,0.59,52.51
2013-05-01,89,51.0,False,0.51,45.39
2013-05-02,97,51.0,,0.51,49.47
2013-05-03,63,51.0,,0.51,32.13
2013-05-04,33,51.0,,0.51,16.830000000000002
2013-05-05,72,51.0,,0.51,36.72
2013-05-06,77,51.0,,0.51,39.27
2013-05-07,70,51.0,,0.51,35.7
2013-05-08,76,51.0,,0.51,38.76
2013-05-09,75,51.0,,0.51,38.25
2013-05-10,63,51.0,,0.51,32.13
2013-05-11,54,51.0,,0.51,27.54
2013-05-12,30,51.0,,0.51,15.3
2013-05-13,84,51.0,,0.51,42.84
2013-05-14,100,51.0,,0.51,51.0
2013-05-15,61,51.0,,0.51,31.11
2013-05-16,73,51.0,,0.51,37.230000000000004
2013-05-17,58,51.0,,0.51,29.580000000000002
2013-05-18,41,51.0,,0.51,20.91
2013-05-19,43,51.0,,0.51,21.93
2013-05-20,79,51.0,,0.51,40.29
2013-05-21,51,51.0,,0.51,26.01
2013-05-22,46,51.0,,0.51,23.46
2013-05-23,47,51.0,,0.51,23.97
2013-05-24,52,51.0,,0.51,26.52
2013-05-25,30,51.0,,0.51,15.3
2013-05-26,24,51.0,,0.51,12.24
2013-05-27,35,51.0,,0.51,17.85
2013-05-28,60,51.0,,0.51,30.6
2013-05-29,63,51.0,,0.51,32.13
2013-05-30,44,51.0,,0.51,22.44
2013-05-31,40,51.0,,0.51,20.4
2013-06-01,45,40.0,False,0.4,18.0
2013-06-02,63,40.0,,0.4,25.200000000000003
2013-06-03,74,40.0,,0.4,29.6
2013-06-04,100,40.0,,0.4,40.0
2013-06-05,67,40.0,,0.4,26.8
2013-06-06,63,40.0,,0.4,25.200000000000003
2013-06-07,60,40.0,,0.4,24.0
2013-06-08,34,40.0,,0.4,13.600000000000001
2013-06-09,20,40.0,,0.4,8.0
2013-06-10,73,40.0,,0.4,29.200000000000003
2013-06-11,62,40.0,,0.4,24.8
2013-06-12,51,40.0,,0.4,20.400000000000002
2013-06-13,82,40.0,,0.4,32.800000000000004
2013-06-14,62,40.0,,0.4,24.8
2013-06-15,51,40.0,,0.4,20.400000000000002
2013-06-16,46,40.0,,0.4,18.400000000000002
2013-06-17,63,40.0,,0.4,25.200000000000003
2013-06-18,58,40.0,,0.4,23.200000000000003
2013-06-19,78,40.0,,0.4,31.200000000000003
2013-06-20,84,40.0,,0.4,33.6
2013-06-21,54,40.0,,0.4,21.6
2013-06-22,40,40.0,,0.4,16.0
2013-06-23,45,40.0,,0.4,18.0
2013-06-24,59,40.0,,0.4,23.6
2013-06-25,71,40.0,,0.4,28.400000000000002
2013-06-26,55,40.0,,0.4,22.0
2013-06-27,44,40.0,,0.4,17.6
2013-06-28,54,40.0,,0.4,21.6
2013-06-29,44,40.0,,0.4,17.6
2013-06-30,40,40.0,,0.4,16.0
2013-07-01,60,33.0,False,0.33,19.8
2013-07-02,27,33.0,,0.33,8.91
2013-07-03,89,33.0,,0.33,29.37
2013-07-04,42,33.0,,0.33,13.860000000000001
2013-07-05,48,33.0,,0.33,15.84
2013-07-06,17,33.0,,0.33,5.61
2013-07-07,33,33.0,,0.33,10.89
2013-07-08,27,33.0,,0.33,8.91
2013-07-09,79,33.0,,0.33,26.07
2013-07-10,53,33.0,,0.33,17.490000000000002
2013-07-11,54,33.0,,0.33,17.82
2013-07-12,76,33.0,,0.33,25.080000000000002
2013-07-13,33,33.0,,0.33,10.89
2013-07-14,49,33.0,,0.33,16.17
2013-07-15,73,33.0,,0.33,24.09
2013-07-16,100,33.0,,0.33,33.0
2013-07-17,59,33.0,,0.33,19.470000000000002
2013-07-18,27,33.0,,0.33,8.91
2013-07-19,35,33.0,,0.33,11.55
2013-07-20,41,33.0,,0.33,13.530000000000001
2013-07-21,17,33.0,,0.33,5.61
2013-07-22,85,33.0,,0.33,28.05
2013-07-23,59,33.0,,0.33,19.470000000000002
2013-07-24,46,33.0,,0.33,15.180000000000001
2013-07-25,94,33.0,,0.33,31.020000000000003
2013-07-26,69,33.0,,0.33,22.77
2013-07-27,17,33.0,,0.33,5.61
2013-07-28,50,33.0,,0.33,16.5
2013-07-29,59,33.0,,0.33,19.470000000000002
2013-07-30,46,33.0,,0.33,15.180000000000001
2013-07-31,66,33.0,,0.33,21.78
2013-08-01,62,30.0,False,0.3,18.599999999999998
2013-08-02,40,30.0,,0.3,12.0
2013-08-03,29,30.0,,0.3,8.7
2013-08-04,48,30.0,,0.3,14.399999999999999
2013-08-05,66,30.0,,0.3,19.8
2013-08-06,38,30.0,,0.3,11.4
2013-08-07,35,30.0,,0.3,10.5
2013-08-08,65,30.0,,0.3,19.5
2013-08-09,76,30.0,,0.3,22.8
2013-08-10,43,30.0,,0.3,12.9
2013-08-11,68,30.0,,0.3,20.4
2013-08-12,62,30.0,,0.3,18.599999999999998
2013-08-13,57,30.0,,0.3,17.099999999999998
2013-08-14,58,30.0,,0.3,17.4
2013-08-15,55,30.0,,0.3,16.5
2013-08-16,68,30.0,,0.3,20.4
2013-08-17,24,30.0,,0.3,7.199999999999999
2013-08-18,33,30.0,,0.3,9.9
2013-08-19,39,30.0,,0.3,11.7
2013-08-20,46,30.0,,0.3,13.799999999999999
2013-08-21,58,30.0,,0.3,17.4
2013-08-22,85,30.0,,0.3,25.5
2013-08-23,84,30.0,,0.3,25.2
2013-08-24,10,30.0,,0.3,3.0
2013-08-25,61,30.0,,0.3,18.3
2013-08-26,63,30.0,,0.3,18.9
2013-08-27,100,30.0,,0.3,30.0
2013-08-28,82,30.0,,0.3,24.599999999999998
2013-08-29,57,30.0,,0.3,17.099999999999998
2013-08-30,83,30.0,,0.3,24.9
2013-08-31,46,30.0,,0.3,13.799999999999999
2013-09-01,30,52.0,False,0.52,15.600000000000001
2013-09-02,58,52.0,,0.52,30.16
2013-09-03,50,52.0,,0.52,26.0
2013-09-04,74,52.0,,0.52,38.480000000000004
2013-09-05,60,52.0,,0.52,31.200000000000003
2013-09-06,65,52.0,,0.52,33.800000000000004
2013-09-07,36,52.0,,0.52,18.72
2013-09-08,32,52.0,,0.52,16.64
2013-09-09,86,52.0,,0.52,44.72
2013-09-10,60,52.0,,0.52,31.200000000000003
2013-09-11,98,52.0,,0.52,50.96
2013-09-12,74,52.0,,0.52,38.480000000000004
2013-09-13,61,52.0,,0.52,31.720000000000002
2013-09-14,52,52.0,,0.52,27.04
2013-09-15,63,52.0,,0.52,32.76
2013-09-16,78,52.0,,0.52,40.56
2013-09-17,64,52.0,,0.52,33.28
2013-09-18,97,52.0,,0.52,50.440000000000005
2013-09-19,100,52.0,,0.52,52.0
2013-09-20,86,52.0,,0.52,44.72
2013-09-21,70,52.0,,0.52,36.4
2013-09-22,51,52.0,,0.52,26.52
2013-09-23,92,52.0,,0.52,47.84
2013-09-24,71,52.0,,0.52,36.92
2013-09-25,84,52.0,,0.52,43.68
2013-09-26,70,52.0,,0.52,36.4
2013-09-27,80,52.0,,0.52,41.6
2013-09-28,46,52.0,,0.52,23.92
2013-09-29,70,52.0,,0.52,36.4
2013-09-30,100,52.0,,0.52,52.0
2013-10-01,43,62.0,False,0.62,26.66
2013-10-02,61,62.0,,0.62,37.82
2013-10-03,68,62.0,,0.62,42.16
2013-10-04,28,62.0,,0.62,17.36
2013-10-05,35,62.0,,0.62,21.7
2013-10-06,71,62.0,,0.62,44.02
2013-10-07,61,62.0,,0.62,37.82
2013-10-08,58,62.0,,0.62,35.96
2013-10-09,100,62.0,,0.62,62.0
2013-10-10,59,62.0,,0.62,36.58
2013-10-11,54,62.0,,0.62,33.48
2013-10-12,35,62.0,,0.62,21.7
2013-10-13,17,62.0,,0.62,10.54
2013-10-14,56,62.0,,0.62,34.72
2013-10-15,72,62.0,,0.62,44.64
2013-10-16,72,62.0,,0.62,44.64
2013-10-17,52,62.0,,0.62,32.24
2013-10-18,54,62.0,,0.62,33.48
2013-10-19,9,62.0,,0.62,5.58
2013-10-20,47,62.0,,0.62,29.14
2013-10-21,38,62.0,,0.62,23.56
2013-10-22,43,62.0,,0.62,26.66
2013-10-23,44,62.0,,0.62,27.28
2013-10-24,52,62.0,,0.62,32.24
2013-10-25,36,62.0,,0.62,22.32
2013-10-26,22,62.0,,0.62,13.64
2013-10-27,21,62.0,,0.62,13.02
2013-10-28,34,62.0,,0.62,21.08
2013-10-29,63,62.0,,0.62,39.06
2013-10-30,41,62.0,,0.62,25.419999999999998
2013-10-31,56,62.0,,0.62,34.72
2013-11-01,50,56.0,False,0.56,28.000000000000004
2013-11-02,48,56.0,,0.56,26.880000000000003
2013-11-03,43,56.0,,0.56,24.080000000000002
2013-11-04,73,56.0,,0.56,40.88
2013-11-05,62,56.0,,0.56,34.720000000000006
2013-11-06,50,56.0,,0.56,28.000000000000004
2013-11-07,100,56.0,,0.56,56.00000000000001
2013-11-08,81,56.0,,0.56,45.36000000000001
2013-11-09,51,56.0,,0.56,28.560000000000002
2013-11-10,44,56.0,,0.56,24.64
2013-11-11,73,56.0,,0.56,40.88
2013-11-12,59,56.0,,0.56,33.040000000000006
2013-11-13,80,56.0,,0.56,44.800000000000004
2013-11-14,86,56.0,,0.56,48.160000000000004
2013-11-15,70,56.0,,0.56,39.2
2013-11-16,9,56.0,,0.56,5.040000000000001
2013-11-17,57,56.0,,0.56,31.92
2013-11-18,88,56.0,,0.56,49.28
2013-11-19,92,56.0,,0.56,51.52
2013-11-20,74,56.0,,0.56,41.440000000000005
2013-11-21,70,56.0,,0.56,39.2
2013-11-22,69,56.0,,0.56,38.64
2013-11-23,18,56.0,,0.56,10.080000000000002
2013-11-24,39,56.0,,0.56,21.840000000000003
2013-11-25,74,56.0,,0.56,41.440000000000005
2013-11-26,83,56.0,,0.56,46.480000000000004
2013-11-27,37,56.0,,0.56,20.720000000000002
2013-11-28,29,56.0,,0.56,16.240000000000002
2013-11-29,27,56.0,,0.56,15.120000000000001
2013-11-30,31,56.0,,0.56,17.360000000000003
2013-12-01,44,50.0,False,0.5,22.0
2013-12-02,59,50.0,,0.5,29.5
2013-12-03,86,50.0,,0.5,43.0
2013-12-04,83,50.0,,0.5,41.5
2013-12-05,100,50.0,,0.5,50.0
2013-12-06,86,50.0,,0.5,43.0
2013-12-07,32,50.0,,0.5,16.0
2013-12-08,64,50.0,,0.5,32.0
2013-12-09,92,50.0,,0.5,46.0
2013-12-10,68,50.0,,0.5,34.0
2013-12-11,73,50.0,,0.5,36.5
2013-12-12,84,50.0,,0.5,42.0
2013-12-13,61,50.0,,0.5,30.5
2013-12-14,36,50.0,,0.5,18.0
2013-12-15,46,50.0,,0.5,23.0
2013-12-16,64,50.0,,0.5,32.0
2013-12-17,69,50.0,,0.5,34.5
2013-12-18,67,50.0,,0.5,33.5
2013-12-19,81,50.0,,0.5,40.5
2013-12-20,30,50.0,,0.5,15.0
2013-12-21,38,50.0,,0.5,19.0
2013-12-22,16,50.0,,0.5,8.0
2013-12-23,20,50.0,,0.5,10.0
2013-12-24,34,50.0,,0.5,17.0
2013-12-25,22,50.0,,0.5,11.0
2013-12-26,9,50.0,,0.5,4.5
2013-12-27,34,50.0,,0.5,17.0
2013-12-28,22,50.0,,0.5,11.0
2013-12-29,18,50.0,,0.5,9.0
2013-12-30,31,50.0,,0.5,15.5
2013-12-31,46,50.0,,0.5,23.0
2014-01-01,16,47.0,False,0.47,7.52
2014-01-02,47,47.0,,0.47,22.09
2014-01-03,34,47.0,,0.47,15.979999999999999
2014-01-04,10,47.0,,0.47,4.699999999999999
2014-01-05,27,47.0,,0.47,12.69
2014-01-06,40,47.0,,0.47,18.799999999999997
2014-01-07,32,47.0,,0.47,15.04
2014-01-08,49,47.0,,0.47,23.029999999999998
2014-01-09,55,47.0,,0.47,25.849999999999998
2014-01-10,31,47.0,,0.47,14.569999999999999
2014-01-11,20,47.0,,0.47,9.399999999999999
2014-01-12,22,47.0,,0.47,10.34
2014-01-13,36,47.0,,0.47,16.919999999999998
2014-01-14,56,47.0,,0.47,26.32
2014-01-15,46,47.0,,0.47,21.619999999999997
2014-01-16,57,47.0,,0.47,26.79
2014-01-17,40,47.0,,0.47,18.799999999999997
2014-01-18,25,47.0,,0.47,11.75
2014-01-19,22,47.0,,0.47,10.34
2014-01-20,50,47.0,,0.47,23.5
2014-01-21,39,47.0,,0.47,18.33
2014-01-22,53,47.0,,0.47,24.91
2014-01-23,69,47.0,,0.47,32.43
2014-01-24,34,47.0,,0.47,15.979999999999999
2014-01-25,37,47.0,,0.47,17.39
2014-01-26,39,47.0,,0.47,18.33
2014-01-27,67,47.0,,0.47,31.49
2014-01-28,64,47.0,,0.47,30.08
2014-01-29,47,47.0,,0.47,22.09
2014-01-30,100,47.0,,0.47,47.0
2014-01-31,62,47.0,,0.47,29.139999999999997
2014-02-01,21,59.0,False,0.59,12.389999999999999
2014-02-02,28,59.0,,0.59,16.52
2014-02-03,60,59.0,,0.59,35.4
2014-02-04,52,59.0,,0.59,30.68
2014-02-05,51,59.0,,0.59,30.09
2014-02-06,65,59.0,,0.59,38.35
2014-02-07,57,59.0,,0.59,33.629999999999995
2014-02-08,39,59.0,,0.59,23.009999999999998
2014-02-09,37,59.0,,0.59,21.83
2014-02-10,55,59.0,,0.59,32.449999999999996
2014-02-11,50,59.0,,0.59,29.5
2014-02-12,42,59.0,,0.59,24.779999999999998
2014-02-13,37,59.0,,0.59,21.83
2014-02-14,61,59.0,,0.59,35.989999999999995
2014-02-15,26,59.0,,0.59,15.34
2014-02-16,47,59.0,,0.59,27.729999999999997
2014-02-17,48,59.0,,0.59,28.32
2014-02-18,49,59.0,,0.59,28.91
2014-02-19,54,59.0,,0.59,31.86
2014-02-20,58,59.0,,0.59,34.22
2014-02-21,45,59.0,,0.59,26.549999999999997
2014-02-22,30,59.0,,0.59,17.7
2014-02-23,42,59.0,,0.59,24.779999999999998
2014-02-24,62,59.0,,0.59,36.58
2014-02-25,100,59.0,,0.59,59.0
2014-02-26,50,59.0,,0.59,29.5
2014-02-27,58,59.0,,0.59,34.22
2014-02-28,58,59.0,,0.59,34.22
2014-03-01,44,57.0,False,0.57,25.08
2014-03-02,47,57.0,,0.57,26.79
2014-03-03,88,57.0,,0.57,50.16
2014-03-04,80,57.0,,0.57,45.599999999999994
2014-03-05,90,57.0,,0.57,51.3
2014-03-06,95,57.0,,0.57,54.15
2014-03-07,100,57.0,,0.57,56.99999999999999
2014-03-08,18,57.0,,0.57,10.26
2014-03-09,49,57.0,,0.57,27.929999999999996
2014-03-10,82,57.0,,0.57,46.739999999999995
2014-03-11,67,57.0,,0.57,38.19
2014-03-12,44,57.0,,0.57,25.08
2014-03-13,72,57.0,,0.57,41.04
2014-03-14,81,57.0,,0.57,46.169999999999995
2014-03-15,34,57.0,,0.57,19.38
2014-03-16,45,57.0,,0.57,25.65
2014-03-17,46,57.0,,0.57,26.22
2014-03-18,86,57.0,,0.57,49.019999999999996
2014-03-19,72,57.0,,0.57,41.04
2014-03-20,71,57.0,,0.57,40.47
2014-03-21,79,57.0,,0.57,45.029999999999994
2014-03-22,47,57.0,,0.57,26.79
2014-03-23,58,57.0,,0.57,33.059999999999995
2014-03-24,71,57.0,,0.57,40.47
2014-03-25,58,57.0,,0.57,33.059999999999995
2014-03-26,71,57.0,,0.57,40.47
2014-03-27,67,57.0,,0.57,38.19
2014-03-28,77,57.0,,0.57,43.88999999999999
2014-03-29,36,57.0,,0.57,20.52
2014-03-30,63,57.0,,0.57,35.91
2014-03-31,84,57.0,,0.57,47.879999999999995
2014-04-01,87,56.0,False,0.56,48.720000000000006
2014-04-02,51,56.0,,0.56,28.560000000000002
2014-04-03,81,56.0,,0.56,45.36000000000001
2014-04-04,53,56.0,,0.56,29.680000000000003
2014-04-05,42,56.0,,0.56,23.520000000000003
