date,INFLATION RATE_unscaled,INFLATION RATE_monthly,isPartial,scale,INFLATION RATE
2008-09-24,61,74.0,,0.74,45.14
2008-09-25,100,74.0,,0.74,74.0
2008-09-26,56,74.0,,0.74,41.44
2008-09-27,28,74.0,,0.74,20.72
2008-09-28,76,74.0,,0.74,56.24
2008-09-29,60,74.0,,0.74,44.4
2008-09-30,55,74.0,,0.74,40.7
2008-10-01,38,87.0,False,0.87,33.06
2008-10-02,46,87.0,,0.87,40.02
2008-10-03,20,87.0,,0.87,17.4
2008-10-04,69,87.0,,0.87,60.03
2008-10-05,28,87.0,,0.87,24.36
2008-10-06,60,87.0,,0.87,52.2
2008-10-07,80,87.0,,0.87,69.6
2008-10-08,44,87.0,,0.87,38.28
2008-10-09,82,87.0,,0.87,71.34
2008-10-10,55,87.0,,0.87,47.85
2008-10-11,36,87.0,,0.87,31.32
2008-10-12,23,87.0,,0.87,20.01
2008-10-13,51,87.0,,0.87,44.37
2008-10-14,37,87.0,,0.87,32.19
2008-10-15,55,87.0,,0.87,47.85
2008-10-16,53,87.0,,0.87,46.11
2008-10-17,56,87.0,,0.87,48.72
2008-10-18,46,87.0,,0.87,40.02
2008-10-19,40,87.0,,0.87,34.8
2008-10-20,34,87.0,,0.87,29.58
2008-10-21,55,87.0,,0.87,47.85
2008-10-22,100,87.0,,0.87,87.0
2008-10-23,42,87.0,,0.87,36.54
2008-10-24,45,87.0,,0.87,39.15
2008-10-25,29,87.0,,0.87,25.23
2008-10-26,23,87.0,,0.87,20.01
2008-10-27,37,87.0,,0.87,32.19
2008-10-28,43,87.0,,0.87,37.41
2008-10-29,40,87.0,,0.87,34.8
2008-10-30,49,87.0,,0.87,42.63
2008-10-31,58,87.0,,0.87,50.46
2008-11-01,37,61.0,False,0.61,22.57
2008-11-02,50,61.0,,0.61,30.5
2008-11-03,70,61.0,,0.61,42.699999999999996
2008-11-04,43,61.0,,0.61,26.23
2008-11-05,63,61.0,,0.61,38.43
2008-11-06,38,61.0,,0.61,23.18
2008-11-07,87,61.0,,0.61,53.07
2008-11-08,32,61.0,,0.61,19.52
2008-11-09,58,61.0,,0.61,35.38
2008-11-10,33,61.0,,0.61,20.13
2008-11-11,71,61.0,,0.61,43.31
2008-11-12,81,61.0,,0.61,49.41
2008-11-13,66,61.0,,0.61,40.26
2008-11-14,41,61.0,,0.61,25.009999999999998
2008-11-15,40,61.0,,0.61,24.4
2008-11-16,41,61.0,,0.61,25.009999999999998
2008-11-17,82,61.0,,0.61,50.019999999999996
2008-11-18,55,61.0,,0.61,33.55
2008-11-19,100,61.0,,0.61,61.0
2008-11-20,51,61.0,,0.61,31.11
2008-11-21,69,61.0,,0.61,42.089999999999996
2008-11-22,33,61.0,,0.61,20.13
2008-11-23,33,61.0,,0.61,20.13
2008-11-24,71,61.0,,0.61,43.31
2008-11-25,55,61.0,,0.61,33.55
2008-11-26,79,61.0,,0.61,48.19
2008-11-27,17,61.0,,0.61,10.37
2008-11-28,32,61.0,,0.61,19.52
2008-11-29,42,61.0,,0.61,25.62
2008-11-30,55,61.0,,0.61,33.55
2008-12-01,46,62.0,False,0.62,28.52
2008-12-02,82,62.0,,0.62,50.839999999999996
2008-12-03,100,62.0,,0.62,62.0
2008-12-04,19,62.0,,0.62,11.78
2008-12-05,84,62.0,,0.62,52.08
2008-12-06,49,62.0,,0.62,30.38
2008-12-07,62,62.0,,0.62,38.44
2008-12-08,56,62.0,,0.62,34.72
2008-12-09,73,62.0,,0.62,45.26
2008-12-10,46,62.0,,0.62,28.52
2008-12-11,61,62.0,,0.62,37.82
2008-12-12,30,62.0,,0.62,18.6
2008-12-13,56,62.0,,0.62,34.72
2008-12-14,28,62.0,,0.62,17.36
2008-12-15,47,62.0,,0.62,29.14
2008-12-16,37,62.0,,0.62,22.94
2008-12-17,53,62.0,,0.62,32.86
2008-12-18,55,62.0,,0.62,34.1
2008-12-19,32,62.0,,0.62,19.84
2008-12-20,45,62.0,,0.62,27.9
2008-12-21,31,62.0,,0.62,19.22
2008-12-22,33,62.0,,0.62,20.46
2008-12-23,29,62.0,,0.62,17.98
2008-12-24,21,62.0,,0.62,13.02
2008-12-25,0,62.0,,0.62,0.0
2008-12-26,15,62.0,,0.62,9.3
2008-12-27,16,62.0,,0.62,9.92
2008-12-28,16,62.0,,0.62,9.92
2008-12-29,46,62.0,,0.62,28.52
2008-12-30,22,62.0,,0.62,13.64
2008-12-31,48,62.0,,0.62,29.759999999999998
2009-01-01,51,64.0,False,0.64,32.64
2009-01-02,43,64.0,,0.64,27.52
2009-01-03,34,64.0,,0.64,21.76
2009-01-04,26,64.0,,0.64,16.64
2009-01-05,64,64.0,,0.64,40.96
2009-01-06,51,64.0,,0.64,32.64
2009-01-07,68,64.0,,0.64,43.52
2009-01-08,74,64.0,,0.64,47.36
2009-01-09,65,64.0,,0.64,41.6
2009-01-10,49,64.0,,0.64,31.36
2009-01-11,33,64.0,,0.64,21.12
2009-01-12,73,64.0,,0.64,46.72
2009-01-13,61,64.0,,0.64,39.04
2009-01-14,67,64.0,,0.64,42.88
2009-01-15,50,64.0,,0.64,32.0
2009-01-16,53,64.0,,0.64,33.92
2009-01-17,16,64.0,,0.64,10.24
2009-01-18,26,64.0,,0.64,16.64
2009-01-19,43,64.0,,0.64,27.52
2009-01-20,100,64.0,,0.64,64.0
2009-01-21,61,64.0,,0.64,39.04
2009-01-22,55,64.0,,0.64,35.2
2009-01-23,29,64.0,,0.64,18.56
2009-01-24,32,64.0,,0.64,20.48
2009-01-25,64,64.0,,0.64,40.96
2009-01-26,65,64.0,,0.64,41.6
2009-01-27,75,64.0,,0.64,48.0
2009-01-28,27,64.0,,0.64,17.28
2009-01-29,88,64.0,,0.64,56.32
2009-01-30,57,64.0,,0.64,36.480000000000004
2009-01-31,64,64.0,,0.64,40.96
2009-02-01,28,64.0,False,0.64,17.92
2009-02-02,38,64.0,,0.64,24.32
2009-02-03,80,64.0,,0.64,51.2
2009-02-04,100,64.0,,0.64,64.0
2009-02-05,64,64.0,,0.64,40.96
2009-02-06,77,64.0,,0.64,49.28
2009-02-07,55,64.0,,0.64,35.2
2009-02-08,28,64.0,,0.64,17.92
2009-02-09,18,64.0,,0.64,11.52
2009-02-10,36,64.0,,0.64,23.04
2009-02-11,82,64.0,,0.64,52.480000000000004
2009-02-12,46,64.0,,0.64,29.44
2009-02-13,29,64.0,,0.64,18.56
2009-02-14,28,64.0,,0.64,17.92
2009-02-15,14,64.0,,0.64,8.96
2009-02-16,40,64.0,,0.64,25.6
2009-02-17,64,64.0,,0.64,40.96
2009-02-18,72,64.0,,0.64,46.08
2009-02-19,37,64.0,,0.64,23.68
2009-02-20,29,64.0,,0.64,18.56
2009-02-21,27,64.0,,0.64,17.28
2009-02-22,0,64.0,,0.64,0.0
2009-02-23,65,64.0,,0.64,41.6
2009-02-24,27,64.0,,0.64,17.28
2009-02-25,45,64.0,,0.64,28.8
2009-02-26,46,64.0,,0.64,29.44
2009-02-27,0,64.0,,0.64,0.0
2009-02-28,26,64.0,,0.64,16.64
2009-03-01,61,71.0,False,0.71,43.309999999999995
2009-03-02,46,71.0,,0.71,32.66
2009-03-03,69,71.0,,0.71,48.989999999999995
2009-03-04,42,71.0,,0.71,29.82
2009-03-05,33,71.0,,0.71,23.43
2009-03-06,65,71.0,,0.71,46.15
2009-03-07,50,71.0,,0.71,35.5
2009-03-08,43,71.0,,0.71,30.529999999999998
2009-03-09,47,71.0,,0.71,33.37
2009-03-10,37,71.0,,0.71,26.27
2009-03-11,47,71.0,,0.71,33.37
2009-03-12,43,71.0,,0.71,30.529999999999998
2009-03-13,56,71.0,,0.71,39.76
2009-03-14,42,71.0,,0.71,29.82
2009-03-15,100,71.0,,0.71,71.0
2009-03-16,33,71.0,,0.71,23.43
2009-03-17,43,71.0,,0.71,30.529999999999998
2009-03-18,39,71.0,,0.71,27.689999999999998
2009-03-19,52,71.0,,0.71,36.92
2009-03-20,46,71.0,,0.71,32.66
2009-03-21,21,71.0,,0.71,14.91
2009-03-22,79,71.0,,0.71,56.089999999999996
2009-03-23,33,71.0,,0.71,23.43
2009-03-24,46,71.0,,0.71,32.66
2009-03-25,60,71.0,,0.71,42.599999999999994
2009-03-26,37,71.0,,0.71,26.27
2009-03-27,75,71.0,,0.71,53.25
2009-03-28,21,71.0,,0.71,14.91
2009-03-29,35,71.0,,0.71,24.849999999999998
2009-03-30,46,71.0,,0.71,32.66
2009-03-31,32,71.0,,0.71,22.72
2009-04-01,60,59.0,False,0.59,35.4
2009-04-02,87,59.0,,0.59,51.33
2009-04-03,36,59.0,,0.59,21.24
2009-04-04,13,59.0,,0.59,7.67
2009-04-05,40,59.0,,0.59,23.599999999999998
2009-04-06,34,59.0,,0.59,20.06
2009-04-07,26,59.0,,0.59,15.34
2009-04-08,52,59.0,,0.59,30.68
2009-04-09,36,59.0,,0.59,21.24
2009-04-10,51,59.0,,0.59,30.09
2009-04-11,14,59.0,,0.59,8.26
2009-04-12,29,59.0,,0.59,17.11
2009-04-13,35,59.0,,0.59,20.65
2009-04-14,17,59.0,,0.59,10.03
2009-04-15,83,59.0,,0.59,48.97
2009-04-16,60,59.0,,0.59,35.4
2009-04-17,85,59.0,,0.59,50.15
2009-04-18,40,59.0,,0.59,23.599999999999998
2009-04-19,65,59.0,,0.59,38.35
2009-04-20,75,59.0,,0.59,44.25
2009-04-21,33,59.0,,0.59,19.47
2009-04-22,17,59.0,,0.59,10.03
2009-04-23,35,59.0,,0.59,20.65
2009-04-24,19,59.0,,0.59,11.209999999999999
2009-04-25,14,59.0,,0.59,8.26
2009-04-26,40,59.0,,0.59,23.599999999999998
2009-04-27,100,59.0,,0.59,59.0
2009-04-28,75,59.0,,0.59,44.25
2009-04-29,58,59.0,,0.59,34.22
2009-04-30,59,59.0,,0.59,34.809999999999995
2009-05-01,72,57.0,False,0.57,41.04
2009-05-02,42,57.0,,0.57,23.939999999999998
2009-05-03,42,57.0,,0.57,23.939999999999998
2009-05-04,92,57.0,,0.57,52.44
2009-05-05,21,57.0,,0.57,11.969999999999999
2009-05-06,71,57.0,,0.57,40.47
2009-05-07,100,57.0,,0.57,56.99999999999999
2009-05-08,66,57.0,,0.57,37.62
2009-05-09,36,57.0,,0.57,20.52
2009-05-10,46,57.0,,0.57,26.22
2009-05-11,45,57.0,,0.57,25.65
2009-05-12,54,57.0,,0.57,30.779999999999998
2009-05-13,65,57.0,,0.57,37.05
2009-05-14,89,57.0,,0.57,50.73
2009-05-15,24,57.0,,0.57,13.68
2009-05-16,34,57.0,,0.57,19.38
2009-05-17,43,57.0,,0.57,24.509999999999998
2009-05-18,39,57.0,,0.57,22.229999999999997
2009-05-19,44,57.0,,0.57,25.08
2009-05-20,78,57.0,,0.57,44.459999999999994
2009-05-21,46,57.0,,0.57,26.22
2009-05-22,19,57.0,,0.57,10.829999999999998
2009-05-23,19,57.0,,0.57,10.829999999999998
2009-05-24,19,57.0,,0.57,10.829999999999998
2009-05-25,33,57.0,,0.57,18.81
2009-05-26,61,57.0,,0.57,34.769999999999996
2009-05-27,60,57.0,,0.57,34.199999999999996
2009-05-28,39,57.0,,0.57,22.229999999999997
2009-05-29,24,57.0,,0.57,13.68
2009-05-30,44,57.0,,0.57,25.08
2009-05-31,36,57.0,,0.57,20.52
2009-06-01,93,43.0,False,0.43,39.99
2009-06-02,51,43.0,,0.43,21.93
2009-06-03,65,43.0,,0.43,27.95
2009-06-04,100,43.0,,0.43,43.0
2009-06-05,42,43.0,,0.43,18.06
2009-06-06,41,43.0,,0.43,17.63
2009-06-07,21,43.0,,0.43,9.03
2009-06-08,39,43.0,,0.43,16.77
2009-06-09,65,43.0,,0.43,27.95
2009-06-10,79,43.0,,0.43,33.97
2009-06-11,61,43.0,,0.43,26.23
2009-06-12,58,43.0,,0.43,24.94
2009-06-13,21,43.0,,0.43,9.03
2009-06-14,42,43.0,,0.43,18.06
2009-06-15,60,43.0,,0.43,25.8
2009-06-16,53,43.0,,0.43,22.79
2009-06-17,40,43.0,,0.43,17.2
2009-06-18,61,43.0,,0.43,26.23
2009-06-19,51,43.0,,0.43,21.93
2009-06-20,82,43.0,,0.43,35.26
2009-06-21,43,43.0,,0.43,18.49
2009-06-22,47,43.0,,0.43,20.21
2009-06-23,67,43.0,,0.43,28.81
2009-06-24,40,43.0,,0.43,17.2
2009-06-25,54,43.0,,0.43,23.22
2009-06-26,50,43.0,,0.43,21.5
2009-06-27,31,43.0,,0.43,13.33
2009-06-28,0,43.0,,0.43,0.0
2009-06-29,40,43.0,,0.43,17.2
2009-06-30,46,43.0,,0.43,19.78
2009-07-01,9,42.0,False,0.42,3.78
2009-07-02,39,42.0,,0.42,16.38
2009-07-03,51,42.0,,0.42,21.419999999999998
2009-07-04,32,42.0,,0.42,13.44
2009-07-05,32,42.0,,0.42,13.44
2009-07-06,28,42.0,,0.42,11.76
2009-07-07,27,42.0,,0.42,11.34
2009-07-08,37,42.0,,0.42,15.54
2009-07-09,37,42.0,,0.42,15.54
2009-07-10,40,42.0,,0.42,16.8
2009-07-11,14,42.0,,0.42,5.88
2009-07-12,0,42.0,,0.42,0.0
2009-07-13,100,42.0,,0.42,42.0
2009-07-14,27,42.0,,0.42,11.34
2009-07-15,56,42.0,,0.42,23.52
2009-07-16,37,42.0,,0.42,15.54
2009-07-17,49,42.0,,0.42,20.58
2009-07-18,57,42.0,,0.42,23.939999999999998
2009-07-19,59,42.0,,0.42,24.779999999999998
2009-07-20,37,42.0,,0.42,15.54
2009-07-21,35,42.0,,0.42,14.7
2009-07-22,27,42.0,,0.42,11.34
2009-07-23,55,42.0,,0.42,23.099999999999998
2009-07-24,39,42.0,,0.42,16.38
2009-07-25,0,42.0,,0.42,0.0
2009-07-26,14,42.0,,0.42,5.88
2009-07-27,54,42.0,,0.42,22.68
2009-07-28,18,42.0,,0.42,7.56
2009-07-29,18,42.0,,0.42,7.56
2009-07-30,18,42.0,,0.42,7.56
2009-07-31,29,42.0,,0.42,12.18
2009-08-01,24,39.0,False,0.39,9.36
2009-08-02,24,39.0,,0.39,9.36
2009-08-03,80,39.0,,0.39,31.200000000000003
2009-08-04,54,39.0,,0.39,21.060000000000002
2009-08-05,55,39.0,,0.39,21.45
2009-08-06,95,39.0,,0.39,37.050000000000004
2009-08-07,17,39.0,,0.39,6.63
2009-08-08,60,39.0,,0.39,23.400000000000002
2009-08-09,36,39.0,,0.39,14.040000000000001
2009-08-10,16,39.0,,0.39,6.24
2009-08-11,54,39.0,,0.39,21.060000000000002
2009-08-12,62,39.0,,0.39,24.18
2009-08-13,32,39.0,,0.39,12.48
2009-08-14,92,39.0,,0.39,35.88
2009-08-15,36,39.0,,0.39,14.040000000000001
2009-08-16,48,39.0,,0.39,18.72
2009-08-17,62,39.0,,0.39,24.18
2009-08-18,23,39.0,,0.39,8.97
2009-08-19,70,39.0,,0.39,27.3
2009-08-20,47,39.0,,0.39,18.330000000000002
2009-08-21,41,39.0,,0.39,15.99
2009-08-22,23,39.0,,0.39,8.97
2009-08-23,47,39.0,,0.39,18.330000000000002
2009-08-24,100,39.0,,0.39,39.0
2009-08-25,75,39.0,,0.39,29.25
2009-08-26,61,39.0,,0.39,23.79
2009-08-27,46,39.0,,0.39,17.94
2009-08-28,40,39.0,,0.39,15.600000000000001
2009-08-29,33,39.0,,0.39,12.870000000000001
2009-08-30,57,39.0,,0.39,22.23
2009-08-31,75,39.0,,0.39,29.25
2009-09-01,57,61.0,False,0.61,34.769999999999996
2009-09-02,63,61.0,,0.61,38.43
2009-09-03,52,61.0,,0.61,31.72
2009-09-04,31,61.0,,0.61,18.91
2009-09-05,36,61.0,,0.61,21.96
2009-09-06,36,61.0,,0.61,21.96
2009-09-07,39,61.0,,0.61,23.79
2009-09-08,39,61.0,,0.61,23.79
2009-09-09,61,61.0,,0.61,37.21
2009-09-10,28,61.0,,0.61,17.08
2009-09-11,41,61.0,,0.61,25.009999999999998
2009-09-12,33,61.0,,0.61,20.13
2009-09-13,66,61.0,,0.61,40.26
2009-09-14,49,61.0,,0.61,29.89
2009-09-15,81,61.0,,0.61,49.41
2009-09-16,76,61.0,,0.61,46.36
2009-09-17,56,61.0,,0.61,34.16
2009-09-18,36,61.0,,0.61,21.96
2009-09-19,34,61.0,,0.61,20.74
2009-09-20,58,61.0,,0.61,35.38
2009-09-21,60,61.0,,0.61,36.6
2009-09-22,93,61.0,,0.61,56.73
2009-09-23,77,61.0,,0.61,46.97
2009-09-24,100,61.0,,0.61,61.0
2009-09-25,71,61.0,,0.61,43.31
2009-09-26,50,61.0,,0.61,30.5
2009-09-27,33,61.0,,0.61,20.13
2009-09-28,77,61.0,,0.61,46.97
2009-09-29,32,61.0,,0.61,19.52
2009-09-30,76,61.0,,0.61,46.36
2009-10-01,48,62.0,False,0.62,29.759999999999998
2009-10-02,36,62.0,,0.62,22.32
2009-10-03,21,62.0,,0.62,13.02
2009-10-04,56,62.0,,0.62,34.72
2009-10-05,70,62.0,,0.62,43.4
2009-10-06,55,62.0,,0.62,34.1
2009-10-07,69,62.0,,0.62,42.78
2009-10-08,52,62.0,,0.62,32.24
2009-10-09,55,62.0,,0.62,34.1
2009-10-10,50,62.0,,0.62,31.0
2009-10-11,36,62.0,,0.62,22.32
2009-10-12,54,62.0,,0.62,33.48
2009-10-13,50,62.0,,0.62,31.0
2009-10-14,100,62.0,,0.62,62.0
2009-10-15,69,62.0,,0.62,42.78
2009-10-16,35,62.0,,0.62,21.7
2009-10-17,28,62.0,,0.62,17.36
2009-10-18,21,62.0,,0.62,13.02
2009-10-19,46,62.0,,0.62,28.52
2009-10-20,59,62.0,,0.62,36.58
2009-10-21,55,62.0,,0.62,34.1
2009-10-22,60,62.0,,0.62,37.2
2009-10-23,63,62.0,,0.62,39.06
2009-10-24,20,62.0,,0.62,12.4
2009-10-25,41,62.0,,0.62,25.419999999999998
2009-10-26,58,62.0,,0.62,35.96
2009-10-27,44,62.0,,0.62,27.28
2009-10-28,98,62.0,,0.62,60.76
2009-10-29,69,62.0,,0.62,42.78
2009-10-30,54,62.0,,0.62,33.48
2009-10-31,35,62.0,,0.62,21.7
2009-11-01,68,54.0,False,0.54,36.72
2009-11-02,43,54.0,,0.54,23.220000000000002
2009-11-03,62,54.0,,0.54,33.480000000000004
2009-11-04,73,54.0,,0.54,39.42
2009-11-05,53,54.0,,0.54,28.62
2009-11-06,45,54.0,,0.54,24.3
2009-11-07,32,54.0,,0.54,17.28
2009-11-08,32,54.0,,0.54,17.28
2009-11-09,62,54.0,,0.54,33.480000000000004
2009-11-10,71,54.0,,0.54,38.34
2009-11-11,32,54.0,,0.54,17.28
2009-11-12,73,54.0,,0.54,39.42
2009-11-13,33,54.0,,0.54,17.82
2009-11-14,31,54.0,,0.54,16.740000000000002
2009-11-15,31,54.0,,0.54,16.740000000000002
2009-11-16,41,54.0,,0.54,22.14
2009-11-17,61,54.0,,0.54,32.940000000000005
2009-11-18,83,54.0,,0.54,44.82
2009-11-19,41,54.0,,0.54,22.14
2009-11-20,77,54.0,,0.54,41.580000000000005
2009-11-21,30,54.0,,0.54,16.200000000000003
2009-11-22,47,54.0,,0.54,25.380000000000003
2009-11-23,21,54.0,,0.54,11.34
2009-11-24,53,54.0,,0.54,28.62
2009-11-25,34,54.0,,0.54,18.36
2009-11-26,33,54.0,,0.54,17.82
2009-11-27,74,54.0,,0.54,39.96
2009-11-28,32,54.0,,0.54,17.28
2009-11-29,31,54.0,,0.54,16.740000000000002
2009-11-30,100,54.0,,0.54,54.0
2009-12-01,78,60.0,False,0.6,46.8
2009-12-02,100,60.0,,0.6,60.0
2009-12-03,89,60.0,,0.6,53.4
2009-12-04,42,60.0,,0.6,25.2
2009-12-05,64,60.0,,0.6,38.4
2009-12-06,46,60.0,,0.6,27.599999999999998
2009-12-07,79,60.0,,0.6,47.4
2009-12-08,65,60.0,,0.6,39.0
2009-12-09,61,60.0,,0.6,36.6
2009-12-10,81,60.0,,0.6,48.6
2009-12-11,28,60.0,,0.6,16.8
2009-12-12,53,60.0,,0.6,31.799999999999997
2009-12-13,46,60.0,,0.6,27.599999999999998
2009-12-14,53,60.0,,0.6,31.799999999999997
2009-12-15,61,60.0,,0.6,36.6
2009-12-16,54,60.0,,0.6,32.4
2009-12-17,28,60.0,,0.6,16.8
2009-12-18,50,60.0,,0.6,30.0
2009-12-19,0,60.0,,0.6,0.0
2009-12-20,28,60.0,,0.6,16.8
2009-12-21,25,60.0,,0.6,15.0
2009-12-22,15,60.0,,0.6,9.0
2009-12-23,22,60.0,,0.6,13.2
2009-12-24,27,60.0,,0.6,16.2
2009-12-25,0,60.0,,0.6,0.0
2009-12-26,0,60.0,,0.6,0.0
2009-12-27,31,60.0,,0.6,18.599999999999998
2009-12-28,32,60.0,,0.6,19.2
2009-12-29,26,60.0,,0.6,15.6
2009-12-30,37,60.0,,0.6,22.2
2009-12-31,18,60.0,,0.6,10.799999999999999
2010-01-01,19,49.0,False,0.49,9.31
2010-01-02,56,49.0,,0.49,27.439999999999998
2010-01-03,32,49.0,,0.49,15.68
2010-01-04,65,49.0,,0.49,31.849999999999998
2010-01-05,52,49.0,,0.49,25.48
2010-01-06,58,49.0,,0.49,28.419999999999998
2010-01-07,42,49.0,,0.49,20.58
2010-01-08,38,49.0,,0.49,18.62
2010-01-09,22,49.0,,0.49,10.78
2010-01-10,61,49.0,,0.49,29.89
2010-01-11,79,49.0,,0.49,38.71
2010-01-12,46,49.0,,0.49,22.54
2010-01-13,46,49.0,,0.49,22.54
2010-01-14,83,49.0,,0.49,40.67
2010-01-15,38,49.0,,0.49,18.62
2010-01-16,15,49.0,,0.49,7.35
2010-01-17,46,49.0,,0.49,22.54
2010-01-18,23,49.0,,0.49,11.27
2010-01-19,66,49.0,,0.49,32.339999999999996
2010-01-20,55,49.0,,0.49,26.95
2010-01-21,60,49.0,,0.49,29.4
2010-01-22,21,49.0,,0.49,10.29
2010-01-23,29,49.0,,0.49,14.209999999999999
2010-01-24,29,49.0,,0.49,14.209999999999999
2010-01-25,100,49.0,,0.49,49.0
2010-01-26,84,49.0,,0.49,41.16
2010-01-27,40,49.0,,0.49,19.6
2010-01-28,80,49.0,,0.49,39.2
2010-01-29,57,49.0,,0.49,27.93
2010-01-30,35,49.0,,0.49,17.15
2010-01-31,58,49.0,,0.49,28.419999999999998
2010-02-01,57,63.0,False,0.63,35.910000000000004
2010-02-02,90,63.0,,0.63,56.7
2010-02-03,43,63.0,,0.63,27.09
2010-02-04,52,63.0,,0.63,32.76
2010-02-05,37,63.0,,0.63,23.31
2010-02-06,43,63.0,,0.63,27.09
2010-02-07,19,63.0,,0.63,11.97
2010-02-08,68,63.0,,0.63,42.84
2010-02-09,64,63.0,,0.63,40.32
2010-02-10,35,63.0,,0.63,22.05
2010-02-11,27,63.0,,0.63,17.01
2010-02-12,100,63.0,,0.63,63.0
2010-02-13,39,63.0,,0.63,24.57
2010-02-14,14,63.0,,0.63,8.82
2010-02-15,40,63.0,,0.63,25.2
2010-02-16,35,63.0,,0.63,22.05
2010-02-17,40,63.0,,0.63,25.2
2010-02-18,75,63.0,,0.63,47.25
2010-02-19,32,63.0,,0.63,20.16
2010-02-20,26,63.0,,0.63,16.38
2010-02-21,51,63.0,,0.63,32.13
2010-02-22,52,63.0,,0.63,32.76
2010-02-23,94,63.0,,0.63,59.22
2010-02-24,34,63.0,,0.63,21.42
2010-02-25,78,63.0,,0.63,49.14
2010-02-26,28,63.0,,0.63,17.64
2010-02-27,50,63.0,,0.63,31.5
2010-02-28,51,63.0,,0.63,32.13
2010-03-01,66,72.0,False,0.72,47.519999999999996
2010-03-02,59,72.0,,0.72,42.48
2010-03-03,75,72.0,,0.72,54.0
2010-03-04,97,72.0,,0.72,69.84
2010-03-05,59,72.0,,0.72,42.48
2010-03-06,46,72.0,,0.72,33.12
2010-03-07,46,72.0,,0.72,33.12
2010-03-08,72,72.0,,0.72,51.839999999999996
2010-03-09,100,72.0,,0.72,72.0
2010-03-10,61,72.0,,0.72,43.92
2010-03-11,76,72.0,,0.72,54.72
2010-03-12,48,72.0,,0.72,34.56
2010-03-13,29,72.0,,0.72,20.88
2010-03-14,30,72.0,,0.72,21.599999999999998
2010-03-15,51,72.0,,0.72,36.72
2010-03-16,51,72.0,,0.72,36.72
2010-03-17,99,72.0,,0.72,71.28
2010-03-18,48,72.0,,0.72,34.56
2010-03-19,84,72.0,,0.72,60.48
2010-03-20,47,72.0,,0.72,33.839999999999996
2010-03-21,53,72.0,,0.72,38.16
2010-03-22,55,72.0,,0.72,39.6
2010-03-23,55,72.0,,0.72,39.6
2010-03-24,76,72.0,,0.72,54.72
2010-03-25,51,72.0,,0.72,36.72
2010-03-26,43,72.0,,0.72,30.959999999999997
2010-03-27,61,72.0,,0.72,43.92
2010-03-28,53,72.0,,0.72,38.16
2010-03-29,71,72.0,,0.72,51.12
2010-03-30,65,72.0,,0.72,46.8
2010-03-31,94,72.0,,0.72,67.67999999999999
2010-04-01,43,59.0,False,0.59,25.369999999999997
2010-04-02,50,59.0,,0.59,29.5
2010-04-03,0,59.0,,0.59,0.0
2010-04-04,81,59.0,,0.59,47.79
2010-04-05,67,59.0,,0.59,39.53
2010-04-06,8,59.0,,0.59,4.72
2010-04-07,24,59.0,,0.59,14.16
2010-04-08,41,59.0,,0.59,24.189999999999998
2010-04-09,78,59.0,,0.59,46.019999999999996
2010-04-10,24,59.0,,0.59,14.16
2010-04-11,0,59.0,,0.59,0.0
2010-04-12,95,59.0,,0.59,56.05
2010-04-13,31,59.0,,0.59,18.29
2010-04-14,79,59.0,,0.59,46.61
2010-04-15,56,59.0,,0.59,33.04
2010-04-16,67,59.0,,0.59,39.53
2010-04-17,24,59.0,,0.59,14.16
2010-04-18,0,59.0,,0.59,0.0
2010-04-19,94,59.0,,0.59,55.459999999999994
2010-04-20,39,59.0,,0.59,23.009999999999998
2010-04-21,62,59.0,,0.59,36.58
2010-04-22,32,59.0,,0.59,18.88
2010-04-23,51,59.0,,0.59,30.09
2010-04-24,12,59.0,,0.59,7.08
2010-04-25,70,59.0,,0.59,41.3
2010-04-26,61,59.0,,0.59,35.989999999999995
2010-04-27,100,59.0,,0.59,59.0
2010-04-28,40,59.0,,0.59,23.599999999999998
2010-04-29,33,59.0,,0.59,19.47
2010-04-30,61,59.0,,0.59,35.989999999999995
2010-05-01,47,47.0,False,0.47,22.09
2010-05-02,65,47.0,,0.47,30.549999999999997
2010-05-03,79,47.0,,0.47,37.129999999999995
2010-05-04,96,47.0,,0.47,45.12
2010-05-05,98,47.0,,0.47,46.059999999999995
2010-05-06,100,47.0,,0.47,47.0
2010-05-07,73,47.0,,0.47,34.309999999999995
2010-05-08,48,47.0,,0.47,22.56
2010-05-09,49,47.0,,0.47,23.029999999999998
2010-05-10,56,47.0,,0.47,26.32
2010-05-11,67,47.0,,0.47,31.49
2010-05-12,24,47.0,,0.47,11.28
2010-05-13,57,47.0,,0.47,26.79
2010-05-14,40,47.0,,0.47,18.799999999999997
2010-05-15,39,47.0,,0.47,18.33
2010-05-16,39,47.0,,0.47,18.33
2010-05-17,25,47.0,,0.47,11.75
2010-05-18,54,47.0,,0.47,25.38
2010-05-19,56,47.0,,0.47,26.32
2010-05-20,89,47.0,,0.47,41.83
2010-05-21,62,47.0,,0.47,29.139999999999997
2010-05-22,0,47.0,,0.47,0.0
2010-05-23,30,47.0,,0.47,14.1
2010-05-24,25,47.0,,0.47,11.75
2010-05-25,81,47.0,,0.47,38.07
2010-05-26,26,47.0,,0.47,12.219999999999999
2010-05-27,46,47.0,,0.47,21.619999999999997
2010-05-28,57,47.0,,0.47,26.79
2010-05-29,70,47.0,,0.47,32.9
2010-05-30,0,47.0,,0.47,0.0
