date,EXPENSE_unscaled,EXPENSE_monthly,isPartial,scale,EXPENSE
2008-08-25,73,53.0,,0.53,38.690000000000005
2008-08-26,80,53.0,,0.53,42.400000000000006
2008-08-27,76,53.0,,0.53,40.28
2008-08-28,89,53.0,,0.53,47.17
2008-08-29,78,53.0,,0.53,41.34
2008-08-30,69,53.0,,0.53,36.57
2008-08-31,34,53.0,,0.53,18.02
2008-09-01,41,59.0,False,0.59,24.189999999999998
2008-09-02,44,59.0,,0.59,25.959999999999997
2008-09-03,64,59.0,,0.59,37.76
2008-09-04,61,59.0,,0.59,35.989999999999995
2008-09-05,46,59.0,,0.59,27.139999999999997
2008-09-06,29,59.0,,0.59,17.11
2008-09-07,39,59.0,,0.59,23.009999999999998
2008-09-08,100,59.0,,0.59,59.0
2008-09-09,83,59.0,,0.59,48.97
2008-09-10,57,59.0,,0.59,33.629999999999995
2008-09-11,95,59.0,,0.59,56.05
2008-09-12,89,59.0,,0.59,52.51
2008-09-13,33,59.0,,0.59,19.47
2008-09-14,39,59.0,,0.59,23.009999999999998
2008-09-15,76,59.0,,0.59,44.839999999999996
2008-09-16,57,59.0,,0.59,33.629999999999995
2008-09-17,49,59.0,,0.59,28.91
2008-09-18,67,59.0,,0.59,39.53
2008-09-19,60,59.0,,0.59,35.4
2008-09-20,35,59.0,,0.59,20.65
2008-09-21,49,59.0,,0.59,28.91
2008-09-22,71,59.0,,0.59,41.89
2008-09-23,82,59.0,,0.59,48.379999999999995
2008-09-24,69,59.0,,0.59,40.71
2008-09-25,47,59.0,,0.59,27.729999999999997
2008-09-26,59,59.0,,0.59,34.809999999999995
2008-09-27,18,59.0,,0.59,10.62
2008-09-28,44,59.0,,0.59,25.959999999999997
2008-09-29,40,59.0,,0.59,23.599999999999998
2008-09-30,75,59.0,,0.59,44.25
2008-10-01,45,61.0,False,0.61,27.45
2008-10-02,32,61.0,,0.61,19.52
2008-10-03,43,61.0,,0.61,26.23
2008-10-04,20,61.0,,0.61,12.2
2008-10-05,27,61.0,,0.61,16.47
2008-10-06,70,61.0,,0.61,42.699999999999996
2008-10-07,86,61.0,,0.61,52.46
2008-10-08,90,61.0,,0.61,54.9
2008-10-09,75,61.0,,0.61,45.75
2008-10-10,55,61.0,,0.61,33.55
2008-10-11,49,61.0,,0.61,29.89
2008-10-12,35,61.0,,0.61,21.349999999999998
2008-10-13,74,61.0,,0.61,45.14
2008-10-14,52,61.0,,0.61,31.72
2008-10-15,69,61.0,,0.61,42.089999999999996
2008-10-16,57,61.0,,0.61,34.769999999999996
2008-10-17,66,61.0,,0.61,40.26
2008-10-18,55,61.0,,0.61,33.55
2008-10-19,33,61.0,,0.61,20.13
2008-10-20,71,61.0,,0.61,43.31
2008-10-21,91,61.0,,0.61,55.51
2008-10-22,70,61.0,,0.61,42.699999999999996
2008-10-23,72,61.0,,0.61,43.92
2008-10-24,76,61.0,,0.61,46.36
2008-10-25,54,61.0,,0.61,32.94
2008-10-26,40,61.0,,0.61,24.4
2008-10-27,100,61.0,,0.61,61.0
2008-10-28,62,61.0,,0.61,37.82
2008-10-29,91,61.0,,0.61,55.51
2008-10-30,58,61.0,,0.61,35.38
2008-10-31,49,61.0,,0.61,29.89
2008-11-01,42,57.0,False,0.57,23.939999999999998
2008-11-02,35,57.0,,0.57,19.95
2008-11-03,87,57.0,,0.57,49.589999999999996
2008-11-04,79,57.0,,0.57,45.029999999999994
2008-11-05,48,57.0,,0.57,27.36
2008-11-06,82,57.0,,0.57,46.739999999999995
2008-11-07,77,57.0,,0.57,43.88999999999999
2008-11-08,64,57.0,,0.57,36.48
2008-11-09,66,57.0,,0.57,37.62
2008-11-10,57,57.0,,0.57,32.489999999999995
2008-11-11,84,57.0,,0.57,47.879999999999995
2008-11-12,94,57.0,,0.57,53.58
2008-11-13,100,57.0,,0.57,56.99999999999999
2008-11-14,34,57.0,,0.57,19.38
2008-11-15,64,57.0,,0.57,36.48
2008-11-16,55,57.0,,0.57,31.349999999999998
2008-11-17,59,57.0,,0.57,33.629999999999995
2008-11-18,66,57.0,,0.57,37.62
2008-11-19,92,57.0,,0.57,52.44
2008-11-20,64,57.0,,0.57,36.48
2008-11-21,53,57.0,,0.57,30.209999999999997
2008-11-22,34,57.0,,0.57,19.38
2008-11-23,58,57.0,,0.57,33.059999999999995
2008-11-24,77,57.0,,0.57,43.88999999999999
2008-11-25,89,57.0,,0.57,50.73
2008-11-26,66,57.0,,0.57,37.62
2008-11-27,22,57.0,,0.57,12.54
2008-11-28,26,57.0,,0.57,14.819999999999999
2008-11-29,52,57.0,,0.57,29.639999999999997
2008-11-30,53,57.0,,0.57,30.209999999999997
2008-12-01,87,51.0,False,0.51,44.37
2008-12-02,93,51.0,,0.51,47.43
2008-12-03,100,51.0,,0.51,51.0
2008-12-04,90,51.0,,0.51,45.9
2008-12-05,85,51.0,,0.51,43.35
2008-12-06,52,51.0,,0.51,26.52
2008-12-07,59,51.0,,0.51,30.09
2008-12-08,100,51.0,,0.51,51.0
2008-12-09,71,51.0,,0.51,36.21
2008-12-10,92,51.0,,0.51,46.92
2008-12-11,73,51.0,,0.51,37.230000000000004
2008-12-12,73,51.0,,0.51,37.230000000000004
2008-12-13,49,51.0,,0.51,24.990000000000002
2008-12-14,57,51.0,,0.51,29.07
2008-12-15,92,51.0,,0.51,46.92
2008-12-16,78,51.0,,0.51,39.78
2008-12-17,49,51.0,,0.51,24.990000000000002
2008-12-18,84,51.0,,0.51,42.84
2008-12-19,87,51.0,,0.51,44.37
2008-12-20,37,51.0,,0.51,18.87
2008-12-21,33,51.0,,0.51,16.830000000000002
2008-12-22,56,51.0,,0.51,28.560000000000002
2008-12-23,74,51.0,,0.51,37.74
2008-12-24,42,51.0,,0.51,21.42
2008-12-25,27,51.0,,0.51,13.77
2008-12-26,37,51.0,,0.51,18.87
2008-12-27,26,51.0,,0.51,13.26
2008-12-28,48,51.0,,0.51,24.48
2008-12-29,58,51.0,,0.51,29.580000000000002
2008-12-30,84,51.0,,0.51,42.84
2008-12-31,75,51.0,,0.51,38.25
2009-01-01,57,63.0,False,0.63,35.910000000000004
2009-01-02,70,63.0,,0.63,44.1
2009-01-03,54,63.0,,0.63,34.02
2009-01-04,25,63.0,,0.63,15.75
2009-01-05,49,63.0,,0.63,30.87
2009-01-06,91,63.0,,0.63,57.33
2009-01-07,76,63.0,,0.63,47.88
2009-01-08,65,63.0,,0.63,40.95
2009-01-09,65,63.0,,0.63,40.95
2009-01-10,31,63.0,,0.63,19.53
2009-01-11,50,63.0,,0.63,31.5
2009-01-12,67,63.0,,0.63,42.21
2009-01-13,68,63.0,,0.63,42.84
2009-01-14,71,63.0,,0.63,44.73
2009-01-15,85,63.0,,0.63,53.55
2009-01-16,72,63.0,,0.63,45.36
2009-01-17,50,63.0,,0.63,31.5
2009-01-18,73,63.0,,0.63,45.99
2009-01-19,97,63.0,,0.63,61.11
2009-01-20,90,63.0,,0.63,56.7
2009-01-21,91,63.0,,0.63,57.33
2009-01-22,96,63.0,,0.63,60.480000000000004
2009-01-23,88,63.0,,0.63,55.44
2009-01-24,91,63.0,,0.63,57.33
2009-01-25,51,63.0,,0.63,32.13
2009-01-26,73,63.0,,0.63,45.99
2009-01-27,81,63.0,,0.63,51.03
2009-01-28,93,63.0,,0.63,58.59
2009-01-29,98,63.0,,0.63,61.74
2009-01-30,100,63.0,,0.63,63.0
2009-01-31,85,63.0,,0.63,53.55
2009-02-01,64,81.0,False,0.81,51.84
2009-02-02,75,81.0,,0.81,60.75000000000001
2009-02-03,82,81.0,,0.81,66.42
2009-02-04,68,81.0,,0.81,55.080000000000005
2009-02-05,69,81.0,,0.81,55.89
2009-02-06,70,81.0,,0.81,56.7
2009-02-07,55,81.0,,0.81,44.550000000000004
2009-02-08,63,81.0,,0.81,51.03
2009-02-09,77,81.0,,0.81,62.370000000000005
2009-02-10,78,81.0,,0.81,63.18000000000001
2009-02-11,65,81.0,,0.81,52.650000000000006
2009-02-12,71,81.0,,0.81,57.510000000000005
2009-02-13,83,81.0,,0.81,67.23
2009-02-14,53,81.0,,0.81,42.93
2009-02-15,55,81.0,,0.81,44.550000000000004
2009-02-16,100,81.0,,0.81,81.0
2009-02-17,61,81.0,,0.81,49.410000000000004
2009-02-18,85,81.0,,0.81,68.85000000000001
2009-02-19,76,81.0,,0.81,61.56
2009-02-20,49,81.0,,0.81,39.690000000000005
2009-02-21,49,81.0,,0.81,39.690000000000005
2009-02-22,72,81.0,,0.81,58.32000000000001
2009-02-23,58,81.0,,0.81,46.980000000000004
2009-02-24,72,81.0,,0.81,58.32000000000001
2009-02-25,85,81.0,,0.81,68.85000000000001
2009-02-26,79,81.0,,0.81,63.99
2009-02-27,80,81.0,,0.81,64.80000000000001
2009-02-28,68,81.0,,0.81,55.080000000000005
2009-03-01,61,64.0,False,0.64,39.04
2009-03-02,76,64.0,,0.64,48.64
2009-03-03,61,64.0,,0.64,39.04
2009-03-04,70,64.0,,0.64,44.800000000000004
2009-03-05,78,64.0,,0.64,49.92
2009-03-06,57,64.0,,0.64,36.480000000000004
2009-03-07,43,64.0,,0.64,27.52
2009-03-08,43,64.0,,0.64,27.52
2009-03-09,57,64.0,,0.64,36.480000000000004
2009-03-10,100,64.0,,0.64,64.0
2009-03-11,79,64.0,,0.64,50.56
2009-03-12,69,64.0,,0.64,44.160000000000004
2009-03-13,76,64.0,,0.64,48.64
2009-03-14,45,64.0,,0.64,28.8
2009-03-15,56,64.0,,0.64,35.84
2009-03-16,57,64.0,,0.64,36.480000000000004
2009-03-17,86,64.0,,0.64,55.04
2009-03-18,60,64.0,,0.64,38.4
2009-03-19,68,64.0,,0.64,43.52
2009-03-20,69,64.0,,0.64,44.160000000000004
2009-03-21,54,64.0,,0.64,34.56
2009-03-22,61,64.0,,0.64,39.04
2009-03-23,66,64.0,,0.64,42.24
2009-03-24,72,64.0,,0.64,46.08
2009-03-25,58,64.0,,0.64,37.12
2009-03-26,76,64.0,,0.64,48.64
2009-03-27,72,64.0,,0.64,46.08
2009-03-28,52,64.0,,0.64,33.28
2009-03-29,49,64.0,,0.64,31.36
2009-03-30,79,64.0,,0.64,50.56
2009-03-31,73,64.0,,0.64,46.72
2009-04-01,85,69.0,False,0.69,58.65
2009-04-02,67,69.0,,0.69,46.23
2009-04-03,95,69.0,,0.69,65.55
2009-04-04,57,69.0,,0.69,39.33
2009-04-05,60,69.0,,0.69,41.4
2009-04-06,81,69.0,,0.69,55.88999999999999
2009-04-07,100,69.0,,0.69,69.0
2009-04-08,93,69.0,,0.69,64.17
2009-04-09,62,69.0,,0.69,42.779999999999994
2009-04-10,80,69.0,,0.69,55.199999999999996
2009-04-11,55,69.0,,0.69,37.949999999999996
2009-04-12,81,69.0,,0.69,55.88999999999999
2009-04-13,71,69.0,,0.69,48.989999999999995
2009-04-14,80,69.0,,0.69,55.199999999999996
2009-04-15,81,69.0,,0.69,55.88999999999999
2009-04-16,78,69.0,,0.69,53.81999999999999
2009-04-17,51,69.0,,0.69,35.19
2009-04-18,41,69.0,,0.69,28.29
2009-04-19,25,69.0,,0.69,17.25
2009-04-20,72,69.0,,0.69,49.67999999999999
2009-04-21,83,69.0,,0.69,57.269999999999996
2009-04-22,81,69.0,,0.69,55.88999999999999
2009-04-23,46,69.0,,0.69,31.74
2009-04-24,76,69.0,,0.69,52.44
2009-04-25,32,69.0,,0.69,22.08
2009-04-26,40,69.0,,0.69,27.599999999999998
2009-04-27,70,69.0,,0.69,48.3
2009-04-28,99,69.0,,0.69,68.30999999999999
2009-04-29,62,69.0,,0.69,42.779999999999994
2009-04-30,73,69.0,,0.69,50.37
2009-05-01,79,55.0,False,0.55,43.45
2009-05-02,40,55.0,,0.55,22.0
2009-05-03,49,55.0,,0.55,26.950000000000003
2009-05-04,75,55.0,,0.55,41.25
2009-05-05,100,55.0,,0.55,55.00000000000001
2009-05-06,64,55.0,,0.55,35.2
2009-05-07,78,55.0,,0.55,42.900000000000006
2009-05-08,75,55.0,,0.55,41.25
2009-05-09,42,55.0,,0.55,23.1
2009-05-10,44,55.0,,0.55,24.200000000000003
2009-05-11,76,55.0,,0.55,41.800000000000004
2009-05-12,67,55.0,,0.55,36.85
2009-05-13,56,55.0,,0.55,30.800000000000004
2009-05-14,52,55.0,,0.55,28.6
2009-05-15,61,55.0,,0.55,33.550000000000004
2009-05-16,41,55.0,,0.55,22.55
2009-05-17,35,55.0,,0.55,19.25
2009-05-18,67,55.0,,0.55,36.85
2009-05-19,58,55.0,,0.55,31.900000000000002
2009-05-20,71,55.0,,0.55,39.050000000000004
2009-05-21,59,55.0,,0.55,32.45
2009-05-22,57,55.0,,0.55,31.35
2009-05-23,30,55.0,,0.55,16.5
2009-05-24,25,55.0,,0.55,13.750000000000002
2009-05-25,36,55.0,,0.55,19.8
2009-05-26,71,55.0,,0.55,39.050000000000004
2009-05-27,64,55.0,,0.55,35.2
2009-05-28,61,55.0,,0.55,33.550000000000004
2009-05-29,60,55.0,,0.55,33.0
2009-05-30,62,55.0,,0.55,34.1
2009-05-31,23,55.0,,0.55,12.65
2009-06-01,89,53.0,False,0.53,47.17
2009-06-02,87,53.0,,0.53,46.11
2009-06-03,88,53.0,,0.53,46.64
2009-06-04,33,53.0,,0.53,17.490000000000002
2009-06-05,45,53.0,,0.53,23.85
2009-06-06,44,53.0,,0.53,23.32
2009-06-07,22,53.0,,0.53,11.66
2009-06-08,56,53.0,,0.53,29.68
2009-06-09,74,53.0,,0.53,39.22
2009-06-10,65,53.0,,0.53,34.45
2009-06-11,48,53.0,,0.53,25.44
2009-06-12,66,53.0,,0.53,34.980000000000004
2009-06-13,22,53.0,,0.53,11.66
2009-06-14,15,53.0,,0.53,7.95
2009-06-15,66,53.0,,0.53,34.980000000000004
2009-06-16,52,53.0,,0.53,27.560000000000002
2009-06-17,57,53.0,,0.53,30.21
2009-06-18,52,53.0,,0.53,27.560000000000002
2009-06-19,31,53.0,,0.53,16.43
2009-06-20,29,53.0,,0.53,15.370000000000001
2009-06-21,53,53.0,,0.53,28.09
2009-06-22,81,53.0,,0.53,42.93
2009-06-23,52,53.0,,0.53,27.560000000000002
2009-06-24,58,53.0,,0.53,30.740000000000002
2009-06-25,76,53.0,,0.53,40.28
2009-06-26,67,53.0,,0.53,35.510000000000005
2009-06-27,52,53.0,,0.53,27.560000000000002
2009-06-28,53,53.0,,0.53,28.09
2009-06-29,43,53.0,,0.53,22.790000000000003
2009-06-30,100,53.0,,0.53,53.0
2009-07-01,59,50.0,False,0.5,29.5
2009-07-02,77,50.0,,0.5,38.5
2009-07-03,49,50.0,,0.5,24.5
2009-07-04,33,50.0,,0.5,16.5
2009-07-05,46,50.0,,0.5,23.0
2009-07-06,65,50.0,,0.5,32.5
2009-07-07,76,50.0,,0.5,38.0
2009-07-08,93,50.0,,0.5,46.5
2009-07-09,69,50.0,,0.5,34.5
2009-07-10,51,50.0,,0.5,25.5
2009-07-11,80,50.0,,0.5,40.0
2009-07-12,48,50.0,,0.5,24.0
2009-07-13,67,50.0,,0.5,33.5
2009-07-14,67,50.0,,0.5,33.5
2009-07-15,71,50.0,,0.5,35.5
2009-07-16,100,50.0,,0.5,50.0
2009-07-17,81,50.0,,0.5,40.5
2009-07-18,25,50.0,,0.5,12.5
2009-07-19,53,50.0,,0.5,26.5
2009-07-20,75,50.0,,0.5,37.5
2009-07-21,75,50.0,,0.5,37.5
2009-07-22,51,50.0,,0.5,25.5
2009-07-23,77,50.0,,0.5,38.5
2009-07-24,80,50.0,,0.5,40.0
2009-07-25,43,50.0,,0.5,21.5
2009-07-26,47,50.0,,0.5,23.5
2009-07-27,81,50.0,,0.5,40.5
2009-07-28,80,50.0,,0.5,40.0
2009-07-29,78,50.0,,0.5,39.0
2009-07-30,57,50.0,,0.5,28.5
2009-07-31,82,50.0,,0.5,41.0
2009-08-01,38,49.0,False,0.49,18.62
2009-08-02,53,49.0,,0.49,25.97
2009-08-03,53,49.0,,0.49,25.97
2009-08-04,97,49.0,,0.49,47.53
2009-08-05,76,49.0,,0.49,37.24
2009-08-06,100,49.0,,0.49,49.0
2009-08-07,86,49.0,,0.49,42.14
2009-08-08,42,49.0,,0.49,20.58
2009-08-09,31,49.0,,0.49,15.19
2009-08-10,64,49.0,,0.49,31.36
2009-08-11,58,49.0,,0.49,28.419999999999998
2009-08-12,83,49.0,,0.49,40.67
2009-08-13,77,49.0,,0.49,37.73
2009-08-14,88,49.0,,0.49,43.12
2009-08-15,49,49.0,,0.49,24.009999999999998
2009-08-16,19,49.0,,0.49,9.31
2009-08-17,79,49.0,,0.49,38.71
2009-08-18,86,49.0,,0.49,42.14
2009-08-19,66,49.0,,0.49,32.339999999999996
2009-08-20,79,49.0,,0.49,38.71
2009-08-21,41,49.0,,0.49,20.09
2009-08-22,54,49.0,,0.49,26.46
2009-08-23,33,49.0,,0.49,16.169999999999998
2009-08-24,56,49.0,,0.49,27.439999999999998
2009-08-25,57,49.0,,0.49,27.93
2009-08-26,57,49.0,,0.49,27.93
2009-08-27,70,49.0,,0.49,34.3
2009-08-28,48,49.0,,0.49,23.52
2009-08-29,52,49.0,,0.49,25.48
2009-08-30,57,49.0,,0.49,27.93
2009-08-31,73,49.0,,0.49,35.769999999999996
2009-09-01,50,56.0,False,0.56,28.000000000000004
2009-09-02,100,56.0,,0.56,56.00000000000001
2009-09-03,63,56.0,,0.56,35.28
2009-09-04,60,56.0,,0.56,33.6
2009-09-05,37,56.0,,0.56,20.720000000000002
2009-09-06,49,56.0,,0.56,27.44
2009-09-07,72,56.0,,0.56,40.32000000000001
2009-09-08,96,56.0,,0.56,53.760000000000005
2009-09-09,90,56.0,,0.56,50.400000000000006
2009-09-10,63,56.0,,0.56,35.28
2009-09-11,73,56.0,,0.56,40.88
2009-09-12,62,56.0,,0.56,34.720000000000006
2009-09-13,48,56.0,,0.56,26.880000000000003
2009-09-14,78,56.0,,0.56,43.68000000000001
2009-09-15,99,56.0,,0.56,55.440000000000005
2009-09-16,86,56.0,,0.56,48.160000000000004
2009-09-17,72,56.0,,0.56,40.32000000000001
2009-09-18,82,56.0,,0.56,45.92
2009-09-19,39,56.0,,0.56,21.840000000000003
2009-09-20,83,56.0,,0.56,46.480000000000004
2009-09-21,85,56.0,,0.56,47.6
2009-09-22,75,56.0,,0.56,42.00000000000001
2009-09-23,96,56.0,,0.56,53.760000000000005
2009-09-24,83,56.0,,0.56,46.480000000000004
2009-09-25,81,56.0,,0.56,45.36000000000001
2009-09-26,28,56.0,,0.56,15.680000000000001
2009-09-27,58,56.0,,0.56,32.480000000000004
2009-09-28,91,56.0,,0.56,50.96000000000001
2009-09-29,85,56.0,,0.56,47.6
2009-09-30,87,56.0,,0.56,48.720000000000006
2009-10-01,72,64.0,False,0.64,46.08
2009-10-02,53,64.0,,0.64,33.92
2009-10-03,49,64.0,,0.64,31.36
2009-10-04,38,64.0,,0.64,24.32
2009-10-05,100,64.0,,0.64,64.0
2009-10-06,97,64.0,,0.64,62.08
2009-10-07,91,64.0,,0.64,58.24
2009-10-08,55,64.0,,0.64,35.2
2009-10-09,58,64.0,,0.64,37.12
2009-10-10,33,64.0,,0.64,21.12
2009-10-11,50,64.0,,0.64,32.0
2009-10-12,83,64.0,,0.64,53.120000000000005
2009-10-13,80,64.0,,0.64,51.2
2009-10-14,85,64.0,,0.64,54.4
2009-10-15,59,64.0,,0.64,37.76
2009-10-16,68,64.0,,0.64,43.52
2009-10-17,52,64.0,,0.64,33.28
2009-10-18,43,64.0,,0.64,27.52
2009-10-19,69,64.0,,0.64,44.160000000000004
2009-10-20,84,64.0,,0.64,53.76
2009-10-21,74,64.0,,0.64,47.36
2009-10-22,36,64.0,,0.64,23.04
2009-10-23,53,64.0,,0.64,33.92
2009-10-24,40,64.0,,0.64,25.6
2009-10-25,34,64.0,,0.64,21.76
2009-10-26,58,64.0,,0.64,37.12
2009-10-27,73,64.0,,0.64,46.72
2009-10-28,55,64.0,,0.64,35.2
2009-10-29,63,64.0,,0.64,40.32
2009-10-30,60,64.0,,0.64,38.4
2009-10-31,44,64.0,,0.64,28.16
2009-11-01,67,51.0,False,0.51,34.17
2009-11-02,100,51.0,,0.51,51.0
2009-11-03,81,51.0,,0.51,41.31
2009-11-04,84,51.0,,0.51,42.84
2009-11-05,59,51.0,,0.51,30.09
2009-11-06,71,51.0,,0.51,36.21
2009-11-07,42,51.0,,0.51,21.42
2009-11-08,33,51.0,,0.51,16.830000000000002
2009-11-09,76,51.0,,0.51,38.76
2009-11-10,68,51.0,,0.51,34.68
2009-11-11,66,51.0,,0.51,33.660000000000004
2009-11-12,66,51.0,,0.51,33.660000000000004
2009-11-13,68,51.0,,0.51,34.68
2009-11-14,75,51.0,,0.51,38.25
2009-11-15,34,51.0,,0.51,17.34
2009-11-16,75,51.0,,0.51,38.25
2009-11-17,80,51.0,,0.51,40.8
2009-11-18,63,51.0,,0.51,32.13
2009-11-19,96,51.0,,0.51,48.96
2009-11-20,68,51.0,,0.51,34.68
2009-11-21,31,51.0,,0.51,15.81
2009-11-22,38,51.0,,0.51,19.38
2009-11-23,78,51.0,,0.51,39.78
2009-11-24,70,51.0,,0.51,35.7
2009-11-25,54,51.0,,0.51,27.54
2009-11-26,24,51.0,,0.51,12.24
2009-11-27,42,51.0,,0.51,21.42
2009-11-28,39,51.0,,0.51,19.89
2009-11-29,38,51.0,,0.51,19.38
2009-11-30,58,51.0,,0.51,29.580000000000002
2009-12-01,100,57.0,False,0.57,56.99999999999999
2009-12-02,92,57.0,,0.57,52.44
2009-12-03,74,57.0,,0.57,42.18
2009-12-04,68,57.0,,0.57,38.76
2009-12-05,43,57.0,,0.57,24.509999999999998
2009-12-06,52,57.0,,0.57,29.639999999999997
2009-12-07,76,57.0,,0.57,43.31999999999999
2009-12-08,90,57.0,,0.57,51.3
2009-12-09,77,57.0,,0.57,43.88999999999999
2009-12-10,88,57.0,,0.57,50.16
2009-12-11,83,57.0,,0.57,47.309999999999995
2009-12-12,52,57.0,,0.57,29.639999999999997
2009-12-13,64,57.0,,0.57,36.48
2009-12-14,77,57.0,,0.57,43.88999999999999
2009-12-15,77,57.0,,0.57,43.88999999999999
2009-12-16,70,57.0,,0.57,39.9
2009-12-17,58,57.0,,0.57,33.059999999999995
2009-12-18,51,57.0,,0.57,29.069999999999997
2009-12-19,24,57.0,,0.57,13.68
2009-12-20,37,57.0,,0.57,21.09
2009-12-21,69,57.0,,0.57,39.33
2009-12-22,47,57.0,,0.57,26.79
2009-12-23,58,57.0,,0.57,33.059999999999995
2009-12-24,21,57.0,,0.57,11.969999999999999
2009-12-25,20,57.0,,0.57,11.399999999999999
2009-12-26,49,57.0,,0.57,27.929999999999996
2009-12-27,24,57.0,,0.57,13.68
2009-12-28,60,57.0,,0.57,34.199999999999996
2009-12-29,46,57.0,,0.57,26.22
2009-12-30,92,57.0,,0.57,52.44
2009-12-31,55,57.0,,0.57,31.349999999999998
2010-01-01,45,63.0,False,0.63,28.35
2010-01-02,35,63.0,,0.63,22.05
2010-01-03,63,63.0,,0.63,39.69
2010-01-04,59,63.0,,0.63,37.17
2010-01-05,92,63.0,,0.63,57.96
2010-01-06,81,63.0,,0.63,51.03
2010-01-07,73,63.0,,0.63,45.99
2010-01-08,48,63.0,,0.63,30.240000000000002
2010-01-09,54,63.0,,0.63,34.02
2010-01-10,41,63.0,,0.63,25.830000000000002
2010-01-11,76,63.0,,0.63,47.88
2010-01-12,88,63.0,,0.63,55.44
2010-01-13,61,63.0,,0.63,38.43
2010-01-14,75,63.0,,0.63,47.25
2010-01-15,70,63.0,,0.63,44.1
2010-01-16,55,63.0,,0.63,34.65
2010-01-17,58,63.0,,0.63,36.54
2010-01-18,78,63.0,,0.63,49.14
2010-01-19,88,63.0,,0.63,55.44
2010-01-20,72,63.0,,0.63,45.36
2010-01-21,88,63.0,,0.63,55.44
2010-01-22,73,63.0,,0.63,45.99
2010-01-23,92,63.0,,0.63,57.96
2010-01-24,85,63.0,,0.63,53.55
2010-01-25,92,63.0,,0.63,57.96
2010-01-26,95,63.0,,0.63,59.85
2010-01-27,85,63.0,,0.63,53.55
2010-01-28,91,63.0,,0.63,57.33
2010-01-29,100,63.0,,0.63,63.0
2010-01-30,64,63.0,,0.63,40.32
2010-01-31,71,63.0,,0.63,44.73
2010-02-01,86,80.0,False,0.8,68.8
2010-02-02,88,80.0,,0.8,70.4
2010-02-03,100,80.0,,0.8,80.0
2010-02-04,62,80.0,,0.8,49.6
2010-02-05,67,80.0,,0.8,53.6
2010-02-06,58,80.0,,0.8,46.400000000000006
2010-02-07,55,80.0,,0.8,44.0
2010-02-08,86,80.0,,0.8,68.8
2010-02-09,81,80.0,,0.8,64.8
2010-02-10,83,80.0,,0.8,66.4
2010-02-11,68,80.0,,0.8,54.400000000000006
2010-02-12,76,80.0,,0.8,60.800000000000004
2010-02-13,52,80.0,,0.8,41.6
2010-02-14,54,80.0,,0.8,43.2
2010-02-15,78,80.0,,0.8,62.400000000000006
2010-02-16,83,80.0,,0.8,66.4
2010-02-17,89,80.0,,0.8,71.2
2010-02-18,68,80.0,,0.8,54.400000000000006
2010-02-19,76,80.0,,0.8,60.800000000000004
2010-02-20,33,80.0,,0.8,26.400000000000002
2010-02-21,72,80.0,,0.8,57.6
2010-02-22,92,80.0,,0.8,73.60000000000001
2010-02-23,74,80.0,,0.8,59.2
2010-02-24,83,80.0,,0.8,66.4
2010-02-25,78,80.0,,0.8,62.400000000000006
2010-02-26,72,80.0,,0.8,57.6
2010-02-27,39,80.0,,0.8,31.200000000000003
2010-02-28,65,80.0,,0.8,52.0
2010-03-01,85,76.0,False,0.76,64.6
2010-03-02,80,76.0,,0.76,60.8
2010-03-03,63,76.0,,0.76,47.88
2010-03-04,100,76.0,,0.76,76.0
2010-03-05,71,76.0,,0.76,53.96
2010-03-06,26,76.0,,0.76,19.76
2010-03-07,66,76.0,,0.76,50.160000000000004
2010-03-08,78,76.0,,0.76,59.28
2010-03-09,86,76.0,,0.76,65.36
2010-03-10,64,76.0,,0.76,48.64
2010-03-11,58,76.0,,0.76,44.08
2010-03-12,59,76.0,,0.76,44.84
2010-03-13,63,76.0,,0.76,47.88
2010-03-14,47,76.0,,0.76,35.72
2010-03-15,83,76.0,,0.76,63.08
2010-03-16,90,76.0,,0.76,68.4
2010-03-17,54,76.0,,0.76,41.04
2010-03-18,49,76.0,,0.76,37.24
2010-03-19,64,76.0,,0.76,48.64
2010-03-20,54,76.0,,0.76,41.04
2010-03-21,78,76.0,,0.76,59.28
2010-03-22,64,76.0,,0.76,48.64
2010-03-23,90,76.0,,0.76,68.4
2010-03-24,95,76.0,,0.76,72.2
2010-03-25,79,76.0,,0.76,60.04
2010-03-26,69,76.0,,0.76,52.44
2010-03-27,44,76.0,,0.76,33.44
2010-03-28,44,76.0,,0.76,33.44
2010-03-29,79,76.0,,0.76,60.04
2010-03-30,62,76.0,,0.76,47.12
2010-03-31,76,76.0,,0.76,57.76
2010-04-01,80,72.0,False,0.72,57.599999999999994
2010-04-02,48,72.0,,0.72,34.56
2010-04-03,59,72.0,,0.72,42.48
2010-04-04,67,72.0,,0.72,48.239999999999995
2010-04-05,77,72.0,,0.72,55.44
2010-04-06,79,72.0,,0.72,56.879999999999995
2010-04-07,72,72.0,,0.72,51.839999999999996
2010-04-08,67,72.0,,0.72,48.239999999999995
2010-04-09,83,72.0,,0.72,59.76
2010-04-10,57,72.0,,0.72,41.04
2010-04-11,45,72.0,,0.72,32.4
2010-04-12,84,72.0,,0.72,60.48
2010-04-13,100,72.0,,0.72,72.0
2010-04-14,83,72.0,,0.72,59.76
2010-04-15,77,72.0,,0.72,55.44
2010-04-16,65,72.0,,0.72,46.8
2010-04-17,39,72.0,,0.72,28.08
