date,EXPENSE_unscaled,EXPENSE_monthly,isPartial,scale,EXPENSE
2012-07-18,65,52.0,,0.52,33.800000000000004
2012-07-19,76,52.0,,0.52,39.52
2012-07-20,79,52.0,,0.52,41.08
2012-07-21,45,52.0,,0.52,23.400000000000002
2012-07-22,50,52.0,,0.52,26.0
2012-07-23,65,52.0,,0.52,33.800000000000004
2012-07-24,84,52.0,,0.52,43.68
2012-07-25,70,52.0,,0.52,36.4
2012-07-26,63,52.0,,0.52,32.76
2012-07-27,86,52.0,,0.52,44.72
2012-07-28,41,52.0,,0.52,21.32
2012-07-29,47,52.0,,0.52,24.44
2012-07-30,82,52.0,,0.52,42.64
2012-07-31,75,52.0,,0.52,39.0
2012-08-01,80,52.0,False,0.52,41.6
2012-08-02,75,52.0,,0.52,39.0
2012-08-03,80,52.0,,0.52,41.6
2012-08-04,54,52.0,,0.52,28.080000000000002
2012-08-05,49,52.0,,0.52,25.48
2012-08-06,69,52.0,,0.52,35.88
2012-08-07,76,52.0,,0.52,39.52
2012-08-08,74,52.0,,0.52,38.480000000000004
2012-08-09,89,52.0,,0.52,46.28
2012-08-10,53,52.0,,0.52,27.560000000000002
2012-08-11,48,52.0,,0.52,24.96
2012-08-12,55,52.0,,0.52,28.6
2012-08-13,82,52.0,,0.52,42.64
2012-08-14,85,52.0,,0.52,44.2
2012-08-15,81,52.0,,0.52,42.120000000000005
2012-08-16,86,52.0,,0.52,44.72
2012-08-17,60,52.0,,0.52,31.200000000000003
2012-08-18,23,52.0,,0.52,11.96
2012-08-19,37,52.0,,0.52,19.240000000000002
2012-08-20,65,52.0,,0.52,33.800000000000004
2012-08-21,74,52.0,,0.52,38.480000000000004
2012-08-22,73,52.0,,0.52,37.96
2012-08-23,89,52.0,,0.52,46.28
2012-08-24,83,52.0,,0.52,43.160000000000004
2012-08-25,43,52.0,,0.52,22.36
2012-08-26,44,52.0,,0.52,22.880000000000003
2012-08-27,83,52.0,,0.52,43.160000000000004
2012-08-28,100,52.0,,0.52,52.0
2012-08-29,99,52.0,,0.52,51.480000000000004
2012-08-30,100,52.0,,0.52,52.0
2012-08-31,60,52.0,,0.52,31.200000000000003
2012-09-01,25,64.0,False,0.64,16.0
2012-09-02,46,64.0,,0.64,29.44
2012-09-03,46,64.0,,0.64,29.44
2012-09-04,78,64.0,,0.64,49.92
2012-09-05,85,64.0,,0.64,54.4
2012-09-06,89,64.0,,0.64,56.96
2012-09-07,81,64.0,,0.64,51.84
2012-09-08,36,64.0,,0.64,23.04
2012-09-09,56,64.0,,0.64,35.84
2012-09-10,82,64.0,,0.64,52.480000000000004
2012-09-11,88,64.0,,0.64,56.32
2012-09-12,77,64.0,,0.64,49.28
2012-09-13,79,64.0,,0.64,50.56
2012-09-14,60,64.0,,0.64,38.4
2012-09-15,49,64.0,,0.64,31.36
2012-09-16,50,64.0,,0.64,32.0
2012-09-17,95,64.0,,0.64,60.800000000000004
2012-09-18,86,64.0,,0.64,55.04
2012-09-19,98,64.0,,0.64,62.72
2012-09-20,63,64.0,,0.64,40.32
2012-09-21,73,64.0,,0.64,46.72
2012-09-22,52,64.0,,0.64,33.28
2012-09-23,49,64.0,,0.64,31.36
2012-09-24,91,64.0,,0.64,58.24
2012-09-25,100,64.0,,0.64,64.0
2012-09-26,88,64.0,,0.64,56.32
2012-09-27,88,64.0,,0.64,56.32
2012-09-28,78,64.0,,0.64,49.92
2012-09-29,43,64.0,,0.64,27.52
2012-09-30,54,64.0,,0.64,34.56
2012-10-01,92,63.0,False,0.63,57.96
2012-10-02,87,63.0,,0.63,54.81
2012-10-03,79,63.0,,0.63,49.77
2012-10-04,78,63.0,,0.63,49.14
2012-10-05,58,63.0,,0.63,36.54
2012-10-06,38,63.0,,0.63,23.94
2012-10-07,54,63.0,,0.63,34.02
2012-10-08,82,63.0,,0.63,51.660000000000004
2012-10-09,99,63.0,,0.63,62.37
2012-10-10,77,63.0,,0.63,48.51
2012-10-11,79,63.0,,0.63,49.77
2012-10-12,64,63.0,,0.63,40.32
2012-10-13,46,63.0,,0.63,28.98
2012-10-14,43,63.0,,0.63,27.09
2012-10-15,100,63.0,,0.63,63.0
2012-10-16,89,63.0,,0.63,56.07
2012-10-17,77,63.0,,0.63,48.51
2012-10-18,76,63.0,,0.63,47.88
2012-10-19,78,63.0,,0.63,49.14
2012-10-20,49,63.0,,0.63,30.87
2012-10-21,37,63.0,,0.63,23.31
2012-10-22,84,63.0,,0.63,52.92
2012-10-23,72,63.0,,0.63,45.36
2012-10-24,77,63.0,,0.63,48.51
2012-10-25,92,63.0,,0.63,57.96
2012-10-26,68,63.0,,0.63,42.84
2012-10-27,32,63.0,,0.63,20.16
2012-10-28,40,63.0,,0.63,25.2
2012-10-29,62,63.0,,0.63,39.06
2012-10-30,71,63.0,,0.63,44.73
2012-10-31,74,63.0,,0.63,46.62
2012-11-01,76,53.0,False,0.53,40.28
2012-11-02,60,53.0,,0.53,31.8
2012-11-03,33,53.0,,0.53,17.490000000000002
2012-11-04,51,53.0,,0.53,27.03
2012-11-05,82,53.0,,0.53,43.46
2012-11-06,79,53.0,,0.53,41.870000000000005
2012-11-07,75,53.0,,0.53,39.75
2012-11-08,70,53.0,,0.53,37.1
2012-11-09,80,53.0,,0.53,42.400000000000006
2012-11-10,44,53.0,,0.53,23.32
2012-11-11,58,53.0,,0.53,30.740000000000002
2012-11-12,87,53.0,,0.53,46.11
2012-11-13,86,53.0,,0.53,45.580000000000005
2012-11-14,81,53.0,,0.53,42.93
2012-11-15,60,53.0,,0.53,31.8
2012-11-16,85,53.0,,0.53,45.050000000000004
2012-11-17,48,53.0,,0.53,25.44
2012-11-18,38,53.0,,0.53,20.14
2012-11-19,100,53.0,,0.53,53.0
2012-11-20,71,53.0,,0.53,37.63
2012-11-21,52,53.0,,0.53,27.560000000000002
2012-11-22,19,53.0,,0.53,10.07
2012-11-23,25,53.0,,0.53,13.25
2012-11-24,30,53.0,,0.53,15.9
2012-11-25,44,53.0,,0.53,23.32
2012-11-26,66,53.0,,0.53,34.980000000000004
2012-11-27,73,53.0,,0.53,38.690000000000005
2012-11-28,89,53.0,,0.53,47.17
2012-11-29,81,53.0,,0.53,42.93
2012-11-30,65,53.0,,0.53,34.45
2012-12-01,49,51.0,False,0.51,24.990000000000002
2012-12-02,51,51.0,,0.51,26.01
2012-12-03,93,51.0,,0.51,47.43
2012-12-04,96,51.0,,0.51,48.96
2012-12-05,86,51.0,,0.51,43.86
2012-12-06,100,51.0,,0.51,51.0
2012-12-07,78,51.0,,0.51,39.78
2012-12-08,45,51.0,,0.51,22.95
2012-12-09,57,51.0,,0.51,29.07
2012-12-10,81,51.0,,0.51,41.31
2012-12-11,94,51.0,,0.51,47.94
2012-12-12,95,51.0,,0.51,48.45
2012-12-13,80,51.0,,0.51,40.8
2012-12-14,85,51.0,,0.51,43.35
2012-12-15,34,51.0,,0.51,17.34
2012-12-16,46,51.0,,0.51,23.46
2012-12-17,75,51.0,,0.51,38.25
2012-12-18,87,51.0,,0.51,44.37
2012-12-19,70,51.0,,0.51,35.7
2012-12-20,64,51.0,,0.51,32.64
2012-12-21,63,51.0,,0.51,32.13
2012-12-22,35,51.0,,0.51,17.85
2012-12-23,28,51.0,,0.51,14.280000000000001
2012-12-24,47,51.0,,0.51,23.97
2012-12-25,19,51.0,,0.51,9.69
2012-12-26,42,51.0,,0.51,21.42
2012-12-27,52,51.0,,0.51,26.52
2012-12-28,63,51.0,,0.51,32.13
2012-12-29,37,51.0,,0.51,18.87
2012-12-30,29,51.0,,0.51,14.790000000000001
2012-12-31,60,51.0,,0.51,30.6
2013-01-01,36,67.0,False,0.67,24.12
2013-01-02,69,67.0,,0.67,46.230000000000004
2013-01-03,70,67.0,,0.67,46.900000000000006
2013-01-04,68,67.0,,0.67,45.56
2013-01-05,42,67.0,,0.67,28.14
2013-01-06,46,67.0,,0.67,30.82
2013-01-07,76,67.0,,0.67,50.92
2013-01-08,69,67.0,,0.67,46.230000000000004
2013-01-09,81,67.0,,0.67,54.27
2013-01-10,69,67.0,,0.67,46.230000000000004
2013-01-11,71,67.0,,0.67,47.57
2013-01-12,45,67.0,,0.67,30.150000000000002
2013-01-13,49,67.0,,0.67,32.830000000000005
2013-01-14,88,67.0,,0.67,58.96
2013-01-15,66,67.0,,0.67,44.220000000000006
2013-01-16,80,67.0,,0.67,53.6
2013-01-17,66,67.0,,0.67,44.220000000000006
2013-01-18,84,67.0,,0.67,56.28
2013-01-19,51,67.0,,0.67,34.17
2013-01-20,48,67.0,,0.67,32.160000000000004
2013-01-21,79,67.0,,0.67,52.93
2013-01-22,70,67.0,,0.67,46.900000000000006
2013-01-23,77,67.0,,0.67,51.59
2013-01-24,76,67.0,,0.67,50.92
2013-01-25,93,67.0,,0.67,62.31
2013-01-26,70,67.0,,0.67,46.900000000000006
2013-01-27,56,67.0,,0.67,37.52
2013-01-28,97,67.0,,0.67,64.99000000000001
2013-01-29,100,67.0,,0.67,67.0
2013-01-30,99,67.0,,0.67,66.33
2013-01-31,96,67.0,,0.67,64.32000000000001
2013-02-01,73,78.0,False,0.78,56.940000000000005
2013-02-02,68,78.0,,0.78,53.04
2013-02-03,63,78.0,,0.78,49.14
2013-02-04,94,78.0,,0.78,73.32000000000001
2013-02-05,88,78.0,,0.78,68.64
2013-02-06,100,78.0,,0.78,78.0
2013-02-07,83,78.0,,0.78,64.74000000000001
2013-02-08,58,78.0,,0.78,45.24
2013-02-09,63,78.0,,0.78,49.14
2013-02-10,65,78.0,,0.78,50.7
2013-02-11,82,78.0,,0.78,63.96
2013-02-12,74,78.0,,0.78,57.72
2013-02-13,80,78.0,,0.78,62.400000000000006
2013-02-14,77,78.0,,0.78,60.06
2013-02-15,60,78.0,,0.78,46.800000000000004
2013-02-16,50,78.0,,0.78,39.0
2013-02-17,57,78.0,,0.78,44.46
2013-02-18,89,78.0,,0.78,69.42
2013-02-19,86,78.0,,0.78,67.08
2013-02-20,83,78.0,,0.78,64.74000000000001
2013-02-21,90,78.0,,0.78,70.2
2013-02-22,66,78.0,,0.78,51.480000000000004
2013-02-23,56,78.0,,0.78,43.68
2013-02-24,62,78.0,,0.78,48.36
2013-02-25,77,78.0,,0.78,60.06
2013-02-26,84,78.0,,0.78,65.52
2013-02-27,67,78.0,,0.78,52.260000000000005
2013-02-28,82,78.0,,0.78,63.96
2013-03-01,78,73.0,False,0.73,56.94
2013-03-02,46,73.0,,0.73,33.58
2013-03-03,88,73.0,,0.73,64.24
2013-03-04,100,73.0,,0.73,73.0
2013-03-05,100,73.0,,0.73,73.0
2013-03-06,79,73.0,,0.73,57.67
2013-03-07,87,73.0,,0.73,63.51
2013-03-08,73,73.0,,0.73,53.29
2013-03-09,44,73.0,,0.73,32.12
2013-03-10,54,73.0,,0.73,39.42
2013-03-11,93,73.0,,0.73,67.89
2013-03-12,78,73.0,,0.73,56.94
2013-03-13,84,73.0,,0.73,61.32
2013-03-14,81,73.0,,0.73,59.129999999999995
2013-03-15,63,73.0,,0.73,45.99
2013-03-16,69,73.0,,0.73,50.37
2013-03-17,61,73.0,,0.73,44.53
2013-03-18,91,73.0,,0.73,66.42999999999999
2013-03-19,85,73.0,,0.73,62.05
2013-03-20,90,73.0,,0.73,65.7
2013-03-21,90,73.0,,0.73,65.7
2013-03-22,74,73.0,,0.73,54.019999999999996
2013-03-23,67,73.0,,0.73,48.91
2013-03-24,62,73.0,,0.73,45.26
2013-03-25,84,73.0,,0.73,61.32
2013-03-26,76,73.0,,0.73,55.48
2013-03-27,83,73.0,,0.73,60.589999999999996
2013-03-28,72,73.0,,0.73,52.56
2013-03-29,82,73.0,,0.73,59.86
2013-03-30,57,73.0,,0.73,41.61
2013-03-31,52,73.0,,0.73,37.96
2013-04-01,68,73.0,False,0.73,49.64
2013-04-02,87,73.0,,0.73,63.51
2013-04-03,79,73.0,,0.73,57.67
2013-04-04,71,73.0,,0.73,51.83
2013-04-05,62,73.0,,0.73,45.26
2013-04-06,62,73.0,,0.73,45.26
2013-04-07,58,73.0,,0.73,42.339999999999996
2013-04-08,82,73.0,,0.73,59.86
2013-04-09,76,73.0,,0.73,55.48
2013-04-10,79,73.0,,0.73,57.67
2013-04-11,78,73.0,,0.73,56.94
2013-04-12,81,73.0,,0.73,59.129999999999995
2013-04-13,67,73.0,,0.73,48.91
2013-04-14,93,73.0,,0.73,67.89
2013-04-15,100,73.0,,0.73,73.0
2013-04-16,65,73.0,,0.73,47.449999999999996
2013-04-17,66,73.0,,0.73,48.18
2013-04-18,66,73.0,,0.73,48.18
2013-04-19,55,73.0,,0.73,40.15
2013-04-20,34,73.0,,0.73,24.82
2013-04-21,42,73.0,,0.73,30.66
2013-04-22,69,73.0,,0.73,50.37
2013-04-23,49,73.0,,0.73,35.769999999999996
2013-04-24,70,73.0,,0.73,51.1
2013-04-25,66,73.0,,0.73,48.18
2013-04-26,63,73.0,,0.73,45.99
2013-04-27,33,73.0,,0.73,24.09
2013-04-28,39,73.0,,0.73,28.47
2013-04-29,57,73.0,,0.73,41.61
2013-04-30,50,73.0,,0.73,36.5
2013-05-01,66,59.0,False,0.59,38.94
2013-05-02,85,59.0,,0.59,50.15
2013-05-03,80,59.0,,0.59,47.199999999999996
2013-05-04,37,59.0,,0.59,21.83
2013-05-05,52,59.0,,0.59,30.68
2013-05-06,80,59.0,,0.59,47.199999999999996
2013-05-07,97,59.0,,0.59,57.23
2013-05-08,100,59.0,,0.59,59.0
2013-05-09,62,59.0,,0.59,36.58
2013-05-10,71,59.0,,0.59,41.89
2013-05-11,40,59.0,,0.59,23.599999999999998
2013-05-12,38,59.0,,0.59,22.419999999999998
2013-05-13,84,59.0,,0.59,49.559999999999995
2013-05-14,76,59.0,,0.59,44.839999999999996
2013-05-15,85,59.0,,0.59,50.15
2013-05-16,84,59.0,,0.59,49.559999999999995
2013-05-17,54,59.0,,0.59,31.86
2013-05-18,30,59.0,,0.59,17.7
2013-05-19,41,59.0,,0.59,24.189999999999998
2013-05-20,81,59.0,,0.59,47.79
2013-05-21,74,59.0,,0.59,43.66
2013-05-22,73,59.0,,0.59,43.07
2013-05-23,58,59.0,,0.59,34.22
2013-05-24,55,59.0,,0.59,32.449999999999996
2013-05-25,34,59.0,,0.59,20.06
2013-05-26,32,59.0,,0.59,18.88
2013-05-27,37,59.0,,0.59,21.83
2013-05-28,65,59.0,,0.59,38.35
2013-05-29,75,59.0,,0.59,44.25
2013-05-30,85,59.0,,0.59,50.15
2013-05-31,68,59.0,,0.59,40.12
2013-06-01,41,52.0,False,0.52,21.32
2013-06-02,50,52.0,,0.52,26.0
2013-06-03,98,52.0,,0.52,50.96
2013-06-04,80,52.0,,0.52,41.6
2013-06-05,84,52.0,,0.52,43.68
2013-06-06,65,52.0,,0.52,33.800000000000004
2013-06-07,61,52.0,,0.52,31.720000000000002
2013-06-08,38,52.0,,0.52,19.76
2013-06-09,46,52.0,,0.52,23.92
2013-06-10,100,52.0,,0.52,52.0
2013-06-11,71,52.0,,0.52,36.92
2013-06-12,80,52.0,,0.52,41.6
2013-06-13,73,52.0,,0.52,37.96
2013-06-14,76,52.0,,0.52,39.52
2013-06-15,51,52.0,,0.52,26.52
2013-06-16,51,52.0,,0.52,26.52
2013-06-17,90,52.0,,0.52,46.800000000000004
2013-06-18,71,52.0,,0.52,36.92
2013-06-19,86,52.0,,0.52,44.72
2013-06-20,84,52.0,,0.52,43.68
2013-06-21,66,52.0,,0.52,34.32
2013-06-22,49,52.0,,0.52,25.48
2013-06-23,63,52.0,,0.52,32.76
2013-06-24,92,52.0,,0.52,47.84
2013-06-25,90,52.0,,0.52,46.800000000000004
2013-06-26,95,52.0,,0.52,49.4
2013-06-27,71,52.0,,0.52,36.92
2013-06-28,83,52.0,,0.52,43.160000000000004
2013-06-29,48,52.0,,0.52,24.96
2013-06-30,70,52.0,,0.52,36.4
2013-07-01,100,50.0,False,0.5,50.0
2013-07-02,93,50.0,,0.5,46.5
2013-07-03,65,50.0,,0.5,32.5
2013-07-04,30,50.0,,0.5,15.0
2013-07-05,70,50.0,,0.5,35.0
2013-07-06,38,50.0,,0.5,19.0
2013-07-07,42,50.0,,0.5,21.0
2013-07-08,87,50.0,,0.5,43.5
2013-07-09,86,50.0,,0.5,43.0
2013-07-10,83,50.0,,0.5,41.5
2013-07-11,68,50.0,,0.5,34.0
2013-07-12,73,50.0,,0.5,36.5
2013-07-13,45,50.0,,0.5,22.5
2013-07-14,57,50.0,,0.5,28.5
2013-07-15,81,50.0,,0.5,40.5
2013-07-16,82,50.0,,0.5,41.0
2013-07-17,88,50.0,,0.5,44.0
2013-07-18,78,50.0,,0.5,39.0
2013-07-19,60,50.0,,0.5,30.0
2013-07-20,36,50.0,,0.5,18.0
2013-07-21,49,50.0,,0.5,24.5
2013-07-22,70,50.0,,0.5,35.0
2013-07-23,81,50.0,,0.5,40.5
2013-07-24,86,50.0,,0.5,43.0
2013-07-25,78,50.0,,0.5,39.0
2013-07-26,72,50.0,,0.5,36.0
2013-07-27,49,50.0,,0.5,24.5
2013-07-28,57,50.0,,0.5,28.5
2013-07-29,96,50.0,,0.5,48.0
2013-07-30,68,50.0,,0.5,34.0
2013-07-31,88,50.0,,0.5,44.0
2013-08-01,92,48.0,False,0.48,44.16
2013-08-02,84,48.0,,0.48,40.32
2013-08-03,37,48.0,,0.48,17.759999999999998
2013-08-04,69,48.0,,0.48,33.12
2013-08-05,81,48.0,,0.48,38.879999999999995
2013-08-06,79,48.0,,0.48,37.92
2013-08-07,88,48.0,,0.48,42.239999999999995
2013-08-08,81,48.0,,0.48,38.879999999999995
2013-08-09,79,48.0,,0.48,37.92
2013-08-10,43,48.0,,0.48,20.64
2013-08-11,35,48.0,,0.48,16.8
2013-08-12,92,48.0,,0.48,44.16
2013-08-13,77,48.0,,0.48,36.96
2013-08-14,95,48.0,,0.48,45.6
2013-08-15,90,48.0,,0.48,43.199999999999996
2013-08-16,86,48.0,,0.48,41.28
2013-08-17,36,48.0,,0.48,17.28
2013-08-18,38,48.0,,0.48,18.24
2013-08-19,74,48.0,,0.48,35.519999999999996
2013-08-20,83,48.0,,0.48,39.839999999999996
2013-08-21,89,48.0,,0.48,42.72
2013-08-22,100,48.0,,0.48,48.0
2013-08-23,77,48.0,,0.48,36.96
2013-08-24,46,48.0,,0.48,22.08
2013-08-25,27,48.0,,0.48,12.959999999999999
2013-08-26,83,48.0,,0.48,39.839999999999996
2013-08-27,87,48.0,,0.48,41.76
2013-08-28,91,48.0,,0.48,43.68
2013-08-29,83,48.0,,0.48,39.839999999999996
2013-08-30,85,48.0,,0.48,40.8
2013-08-31,44,48.0,,0.48,21.119999999999997
2013-09-01,38,67.0,False,0.67,25.46
2013-09-02,48,67.0,,0.67,32.160000000000004
2013-09-03,78,67.0,,0.67,52.260000000000005
2013-09-04,69,67.0,,0.67,46.230000000000004
2013-09-05,74,67.0,,0.67,49.580000000000005
2013-09-06,62,67.0,,0.67,41.54
2013-09-07,37,67.0,,0.67,24.790000000000003
2013-09-08,54,67.0,,0.67,36.18
2013-09-09,82,67.0,,0.67,54.940000000000005
2013-09-10,67,67.0,,0.67,44.89
2013-09-11,74,67.0,,0.67,49.580000000000005
2013-09-12,70,67.0,,0.67,46.900000000000006
2013-09-13,63,67.0,,0.67,42.21
2013-09-14,46,67.0,,0.67,30.82
2013-09-15,57,67.0,,0.67,38.190000000000005
2013-09-16,79,67.0,,0.67,52.93
2013-09-17,83,67.0,,0.67,55.61000000000001
2013-09-18,100,67.0,,0.67,67.0
2013-09-19,79,67.0,,0.67,52.93
2013-09-20,59,67.0,,0.67,39.53
2013-09-21,35,67.0,,0.67,23.450000000000003
2013-09-22,54,67.0,,0.67,36.18
2013-09-23,82,67.0,,0.67,54.940000000000005
2013-09-24,86,67.0,,0.67,57.620000000000005
2013-09-25,95,67.0,,0.67,63.650000000000006
2013-09-26,83,67.0,,0.67,55.61000000000001
2013-09-27,65,67.0,,0.67,43.550000000000004
2013-09-28,45,67.0,,0.67,30.150000000000002
2013-09-29,51,67.0,,0.67,34.17
2013-09-30,86,67.0,,0.67,57.620000000000005
2013-10-01,89,70.0,False,0.7,62.3
2013-10-02,81,70.0,,0.7,56.699999999999996
2013-10-03,97,70.0,,0.7,67.89999999999999
2013-10-04,80,70.0,,0.7,56.0
2013-10-05,47,70.0,,0.7,32.9
2013-10-06,55,70.0,,0.7,38.5
2013-10-07,80,70.0,,0.7,56.0
2013-10-08,86,70.0,,0.7,60.199999999999996
2013-10-09,79,70.0,,0.7,55.3
2013-10-10,85,70.0,,0.7,59.49999999999999
2013-10-11,71,70.0,,0.7,49.699999999999996
2013-10-12,55,70.0,,0.7,38.5
2013-10-13,64,70.0,,0.7,44.8
2013-10-14,78,70.0,,0.7,54.599999999999994
2013-10-15,73,70.0,,0.7,51.099999999999994
2013-10-16,76,70.0,,0.7,53.199999999999996
2013-10-17,80,70.0,,0.7,56.0
2013-10-18,75,70.0,,0.7,52.5
2013-10-19,61,70.0,,0.7,42.699999999999996
2013-10-20,54,70.0,,0.7,37.8
2013-10-21,83,70.0,,0.7,58.099999999999994
2013-10-22,75,70.0,,0.7,52.5
2013-10-23,74,70.0,,0.7,51.8
2013-10-24,91,70.0,,0.7,63.699999999999996
2013-10-25,100,70.0,,0.7,70.0
2013-10-26,41,70.0,,0.7,28.7
2013-10-27,59,70.0,,0.7,41.3
2013-10-28,93,70.0,,0.7,65.1
2013-10-29,83,70.0,,0.7,58.099999999999994
2013-10-30,93,70.0,,0.7,65.1
2013-10-31,72,70.0,,0.7,50.4
2013-11-01,81,62.0,False,0.62,50.22
2013-11-02,43,62.0,,0.62,26.66
2013-11-03,56,62.0,,0.62,34.72
2013-11-04,93,62.0,,0.62,57.66
2013-11-05,100,62.0,,0.62,62.0
2013-11-06,93,62.0,,0.62,57.66
2013-11-07,87,62.0,,0.62,53.94
2013-11-08,89,62.0,,0.62,55.18
2013-11-09,37,62.0,,0.62,22.94
2013-11-10,43,62.0,,0.62,26.66
2013-11-11,84,62.0,,0.62,52.08
2013-11-12,88,62.0,,0.62,54.56
2013-11-13,91,62.0,,0.62,56.42
2013-11-14,100,62.0,,0.62,62.0
2013-11-15,85,62.0,,0.62,52.7
2013-11-16,50,62.0,,0.62,31.0
2013-11-17,46,62.0,,0.62,28.52
2013-11-18,85,62.0,,0.62,52.7
2013-11-19,90,62.0,,0.62,55.8
2013-11-20,98,62.0,,0.62,60.76
2013-11-21,96,62.0,,0.62,59.519999999999996
2013-11-22,78,62.0,,0.62,48.36
2013-11-23,41,62.0,,0.62,25.419999999999998
2013-11-24,50,62.0,,0.62,31.0
2013-11-25,87,62.0,,0.62,53.94
2013-11-26,77,62.0,,0.62,47.74
2013-11-27,52,62.0,,0.62,32.24
2013-11-28,27,62.0,,0.62,16.74
2013-11-29,32,62.0,,0.62,19.84
2013-11-30,32,62.0,,0.62,19.84
2013-12-01,38,54.0,False,0.54,20.520000000000003
2013-12-02,74,54.0,,0.54,39.96
2013-12-03,84,54.0,,0.54,45.36
2013-12-04,98,54.0,,0.54,52.92
2013-12-05,88,54.0,,0.54,47.52
2013-12-06,85,54.0,,0.54,45.900000000000006
2013-12-07,52,54.0,,0.54,28.080000000000002
2013-12-08,53,54.0,,0.54,28.62
2013-12-09,84,54.0,,0.54,45.36
2013-12-10,100,54.0,,0.54,54.0
2013-12-11,91,54.0,,0.54,49.14
2013-12-12,74,54.0,,0.54,39.96
2013-12-13,71,54.0,,0.54,38.34
2013-12-14,39,54.0,,0.54,21.060000000000002
2013-12-15,53,54.0,,0.54,28.62
2013-12-16,91,54.0,,0.54,49.14
2013-12-17,80,54.0,,0.54,43.2
2013-12-18,65,54.0,,0.54,35.1
2013-12-19,80,54.0,,0.54,43.2
2013-12-20,77,54.0,,0.54,41.580000000000005
2013-12-21,34,54.0,,0.54,18.36
2013-12-22,47,54.0,,0.54,25.380000000000003
2013-12-23,58,54.0,,0.54,31.32
2013-12-24,48,54.0,,0.54,25.92
2013-12-25,24,54.0,,0.54,12.96
2013-12-26,50,54.0,,0.54,27.0
2013-12-27,43,54.0,,0.54,23.220000000000002
2013-12-28,53,54.0,,0.54,28.62
2013-12-29,36,54.0,,0.54,19.44
2013-12-30,67,54.0,,0.54,36.18
2013-12-31,70,54.0,,0.54,37.800000000000004
2014-01-01,26,67.0,False,0.67,17.42
2014-01-02,69,67.0,,0.67,46.230000000000004
2014-01-03,51,67.0,,0.67,34.17
2014-01-04,45,67.0,,0.67,30.150000000000002
2014-01-05,39,67.0,,0.67,26.130000000000003
2014-01-06,58,67.0,,0.67,38.86
2014-01-07,68,67.0,,0.67,45.56
2014-01-08,59,67.0,,0.67,39.53
2014-01-09,79,67.0,,0.67,52.93
2014-01-10,83,67.0,,0.67,55.61000000000001
2014-01-11,48,67.0,,0.67,32.160000000000004
2014-01-12,51,67.0,,0.67,34.17
2014-01-13,76,67.0,,0.67,50.92
2014-01-14,90,67.0,,0.67,60.300000000000004
2014-01-15,78,67.0,,0.67,52.260000000000005
2014-01-16,91,67.0,,0.67,60.970000000000006
2014-01-17,81,67.0,,0.67,54.27
2014-01-18,51,67.0,,0.67,34.17
2014-01-19,48,67.0,,0.67,32.160000000000004
2014-01-20,77,67.0,,0.67,51.59
2014-01-21,86,67.0,,0.67,57.620000000000005
2014-01-22,89,67.0,,0.67,59.63
2014-01-23,95,67.0,,0.67,63.650000000000006
2014-01-24,83,67.0,,0.67,55.61000000000001
2014-01-25,62,67.0,,0.67,41.54
2014-01-26,61,67.0,,0.67,40.870000000000005
2014-01-27,89,67.0,,0.67,59.63
2014-01-28,100,67.0,,0.67,67.0
2014-01-29,93,67.0,,0.67,62.31
2014-01-30,91,67.0,,0.67,60.970000000000006
2014-01-31,94,67.0,,0.67,62.980000000000004
2014-02-01,74,88.0,False,0.88,65.12
2014-02-02,68,88.0,,0.88,59.84
2014-02-03,72,88.0,,0.88,63.36
2014-02-04,98,88.0,,0.88,86.24
2014-02-05,88,88.0,,0.88,77.44
2014-02-06,100,88.0,,0.88,88.0
2014-02-07,90,88.0,,0.88,79.2
2014-02-08,48,88.0,,0.88,42.24
2014-02-09,70,88.0,,0.88,61.6
2014-02-10,83,88.0,,0.88,73.04
2014-02-11,87,88.0,,0.88,76.56
2014-02-12,87,88.0,,0.88,76.56
2014-02-13,89,88.0,,0.88,78.32000000000001
2014-02-14,71,88.0,,0.88,62.48
2014-02-15,50,88.0,,0.88,44.0
2014-02-16,70,88.0,,0.88,61.6
2014-02-17,94,88.0,,0.88,82.72
2014-02-18,70,88.0,,0.88,61.6
2014-02-19,87,88.0,,0.88,76.56
2014-02-20,86,88.0,,0.88,75.68
2014-02-21,81,88.0,,0.88,71.28
2014-02-22,66,88.0,,0.88,58.08
2014-02-23,73,88.0,,0.88,64.24
2014-02-24,92,88.0,,0.88,80.96
2014-02-25,79,88.0,,0.88,69.52
2014-02-26,99,88.0,,0.88,87.12
2014-02-27,78,88.0,,0.88,68.64
2014-02-28,81,88.0,,0.88,71.28
2014-03-01,66,80.0,False,0.8,52.800000000000004
2014-03-02,56,80.0,,0.8,44.800000000000004
2014-03-03,70,80.0,,0.8,56.0
2014-03-04,77,80.0,,0.8,61.6
2014-03-05,74,80.0,,0.8,59.2
2014-03-06,70,80.0,,0.8,56.0
2014-03-07,77,80.0,,0.8,61.6
2014-03-08,69,80.0,,0.8,55.2
2014-03-09,63,80.0,,0.8,50.400000000000006
2014-03-10,75,80.0,,0.8,60.0
2014-03-11,71,80.0,,0.8,56.800000000000004
2014-03-12,69,80.0,,0.8,55.2
2014-03-13,66,80.0,,0.8,52.800000000000004
2014-03-14,76,80.0,,0.8,60.800000000000004
2014-03-15,53,80.0,,0.8,42.400000000000006
