date,procter_unscaled,procter_monthly,isPartial,scale,procter
2012-07-27,50,35.0,,0.35,17.5
2012-07-28,59,35.0,,0.35,20.65
2012-07-29,68,35.0,,0.35,23.799999999999997
2012-07-30,48,35.0,,0.35,16.799999999999997
2012-07-31,72,35.0,,0.35,25.2
2012-08-01,60,35.0,False,0.35,21.0
2012-08-02,41,35.0,,0.35,14.35
2012-08-03,43,35.0,,0.35,15.049999999999999
2012-08-04,57,35.0,,0.35,19.95
2012-08-05,38,35.0,,0.35,13.299999999999999
2012-08-06,71,35.0,,0.35,24.849999999999998
2012-08-07,75,35.0,,0.35,26.25
2012-08-08,66,35.0,,0.35,23.099999999999998
2012-08-09,56,35.0,,0.35,19.599999999999998
2012-08-10,31,35.0,,0.35,10.85
2012-08-11,25,35.0,,0.35,8.75
2012-08-12,32,35.0,,0.35,11.2
2012-08-13,85,35.0,,0.35,29.749999999999996
2012-08-14,55,35.0,,0.35,19.25
2012-08-15,71,35.0,,0.35,24.849999999999998
2012-08-16,41,35.0,,0.35,14.35
2012-08-17,48,35.0,,0.35,16.799999999999997
2012-08-18,44,35.0,,0.35,15.399999999999999
2012-08-19,39,35.0,,0.35,13.649999999999999
2012-08-20,66,35.0,,0.35,23.099999999999998
2012-08-21,81,35.0,,0.35,28.349999999999998
2012-08-22,71,35.0,,0.35,24.849999999999998
2012-08-23,67,35.0,,0.35,23.45
2012-08-24,53,35.0,,0.35,18.549999999999997
2012-08-25,19,35.0,,0.35,6.6499999999999995
2012-08-26,37,35.0,,0.35,12.95
2012-08-27,100,35.0,,0.35,35.0
2012-08-28,49,35.0,,0.35,17.15
2012-08-29,66,35.0,,0.35,23.099999999999998
2012-08-30,71,35.0,,0.35,24.849999999999998
2012-08-31,53,35.0,,0.35,18.549999999999997
2012-09-01,38,35.0,False,0.35,13.299999999999999
2012-09-02,43,35.0,,0.35,15.049999999999999
2012-09-03,55,35.0,,0.35,19.25
2012-09-04,86,35.0,,0.35,30.099999999999998
2012-09-05,77,35.0,,0.35,26.95
2012-09-06,81,35.0,,0.35,28.349999999999998
2012-09-07,80,35.0,,0.35,28.0
2012-09-08,29,35.0,,0.35,10.149999999999999
2012-09-09,29,35.0,,0.35,10.149999999999999
2012-09-10,82,35.0,,0.35,28.7
2012-09-11,77,35.0,,0.35,26.95
2012-09-12,85,35.0,,0.35,29.749999999999996
2012-09-13,77,35.0,,0.35,26.95
2012-09-14,58,35.0,,0.35,20.299999999999997
2012-09-15,60,35.0,,0.35,21.0
2012-09-16,37,35.0,,0.35,12.95
2012-09-17,91,35.0,,0.35,31.849999999999998
2012-09-18,69,35.0,,0.35,24.15
2012-09-19,100,35.0,,0.35,35.0
2012-09-20,63,35.0,,0.35,22.049999999999997
2012-09-21,89,35.0,,0.35,31.15
2012-09-22,22,35.0,,0.35,7.699999999999999
2012-09-23,40,35.0,,0.35,14.0
2012-09-24,62,35.0,,0.35,21.7
2012-09-25,65,35.0,,0.35,22.75
2012-09-26,97,35.0,,0.35,33.949999999999996
2012-09-27,80,35.0,,0.35,28.0
2012-09-28,58,35.0,,0.35,20.299999999999997
2012-09-29,44,35.0,,0.35,15.399999999999999
2012-09-30,69,35.0,,0.35,24.15
2012-10-01,51,35.0,False,0.35,17.849999999999998
2012-10-02,81,35.0,,0.35,28.349999999999998
2012-10-03,87,35.0,,0.35,30.45
2012-10-04,59,35.0,,0.35,20.65
2012-10-05,51,35.0,,0.35,17.849999999999998
2012-10-06,32,35.0,,0.35,11.2
2012-10-07,50,35.0,,0.35,17.5
2012-10-08,46,35.0,,0.35,16.099999999999998
2012-10-09,68,35.0,,0.35,23.799999999999997
2012-10-10,68,35.0,,0.35,23.799999999999997
2012-10-11,41,35.0,,0.35,14.35
2012-10-12,34,35.0,,0.35,11.899999999999999
2012-10-13,41,35.0,,0.35,14.35
2012-10-14,37,35.0,,0.35,12.95
2012-10-15,67,35.0,,0.35,23.45
2012-10-16,66,35.0,,0.35,23.099999999999998
2012-10-17,73,35.0,,0.35,25.549999999999997
2012-10-18,58,35.0,,0.35,20.299999999999997
2012-10-19,78,35.0,,0.35,27.299999999999997
2012-10-20,44,35.0,,0.35,15.399999999999999
2012-10-21,44,35.0,,0.35,15.399999999999999
2012-10-22,67,35.0,,0.35,23.45
2012-10-23,63,35.0,,0.35,22.049999999999997
2012-10-24,57,35.0,,0.35,19.95
2012-10-25,100,35.0,,0.35,35.0
2012-10-26,62,35.0,,0.35,21.7
2012-10-27,31,35.0,,0.35,10.85
2012-10-28,39,35.0,,0.35,13.649999999999999
2012-10-29,52,35.0,,0.35,18.2
2012-10-30,51,35.0,,0.35,17.849999999999998
2012-10-31,67,35.0,,0.35,23.45
2012-11-01,69,32.0,False,0.32,22.080000000000002
2012-11-02,67,32.0,,0.32,21.44
2012-11-03,32,32.0,,0.32,10.24
2012-11-04,21,32.0,,0.32,6.72
2012-11-05,55,32.0,,0.32,17.6
2012-11-06,54,32.0,,0.32,17.28
2012-11-07,67,32.0,,0.32,21.44
2012-11-08,62,32.0,,0.32,19.84
2012-11-09,67,32.0,,0.32,21.44
2012-11-10,55,32.0,,0.32,17.6
2012-11-11,55,32.0,,0.32,17.6
2012-11-12,90,32.0,,0.32,28.8
2012-11-13,61,32.0,,0.32,19.52
2012-11-14,62,32.0,,0.32,19.84
2012-11-15,100,32.0,,0.32,32.0
2012-11-16,73,32.0,,0.32,23.36
2012-11-17,40,32.0,,0.32,12.8
2012-11-18,28,32.0,,0.32,8.96
2012-11-19,81,32.0,,0.32,25.92
2012-11-20,88,32.0,,0.32,28.16
2012-11-21,53,32.0,,0.32,16.96
2012-11-22,45,32.0,,0.32,14.4
2012-11-23,52,32.0,,0.32,16.64
2012-11-24,57,32.0,,0.32,18.240000000000002
2012-11-25,66,32.0,,0.32,21.12
2012-11-26,75,32.0,,0.32,24.0
2012-11-27,80,32.0,,0.32,25.6
2012-11-28,84,32.0,,0.32,26.88
2012-11-29,77,32.0,,0.32,24.64
2012-11-30,89,32.0,,0.32,28.48
2012-12-01,46,25.0,False,0.25,11.5
2012-12-02,65,25.0,,0.25,16.25
2012-12-03,100,25.0,,0.25,25.0
2012-12-04,80,25.0,,0.25,20.0
2012-12-05,81,25.0,,0.25,20.25
2012-12-06,60,25.0,,0.25,15.0
2012-12-07,95,25.0,,0.25,23.75
2012-12-08,51,25.0,,0.25,12.75
2012-12-09,42,25.0,,0.25,10.5
2012-12-10,89,25.0,,0.25,22.25
2012-12-11,43,25.0,,0.25,10.75
2012-12-12,78,25.0,,0.25,19.5
2012-12-13,60,25.0,,0.25,15.0
2012-12-14,42,25.0,,0.25,10.5
2012-12-15,54,25.0,,0.25,13.5
2012-12-16,55,25.0,,0.25,13.75
2012-12-17,51,25.0,,0.25,12.75
2012-12-18,73,25.0,,0.25,18.25
2012-12-19,68,25.0,,0.25,17.0
2012-12-20,64,25.0,,0.25,16.0
2012-12-21,69,25.0,,0.25,17.25
2012-12-22,33,25.0,,0.25,8.25
2012-12-23,47,25.0,,0.25,11.75
2012-12-24,44,25.0,,0.25,11.0
2012-12-25,36,25.0,,0.25,9.0
2012-12-26,55,25.0,,0.25,13.75
2012-12-27,31,25.0,,0.25,7.75
2012-12-28,49,25.0,,0.25,12.25
2012-12-29,39,25.0,,0.25,9.75
2012-12-30,59,25.0,,0.25,14.75
2012-12-31,64,25.0,,0.25,16.0
2013-01-01,34,34.0,False,0.34,11.56
2013-01-02,70,34.0,,0.34,23.8
2013-01-03,77,34.0,,0.34,26.180000000000003
2013-01-04,54,34.0,,0.34,18.360000000000003
2013-01-05,49,34.0,,0.34,16.66
2013-01-06,61,34.0,,0.34,20.740000000000002
2013-01-07,71,34.0,,0.34,24.14
2013-01-08,62,34.0,,0.34,21.080000000000002
2013-01-09,98,34.0,,0.34,33.32
2013-01-10,55,34.0,,0.34,18.700000000000003
2013-01-11,56,34.0,,0.34,19.040000000000003
2013-01-12,43,34.0,,0.34,14.620000000000001
2013-01-13,80,34.0,,0.34,27.200000000000003
2013-01-14,51,34.0,,0.34,17.34
2013-01-15,69,34.0,,0.34,23.46
2013-01-16,56,34.0,,0.34,19.040000000000003
2013-01-17,75,34.0,,0.34,25.500000000000004
2013-01-18,48,34.0,,0.34,16.32
2013-01-19,38,34.0,,0.34,12.920000000000002
2013-01-20,60,34.0,,0.34,20.400000000000002
2013-01-21,51,34.0,,0.34,17.34
2013-01-22,60,34.0,,0.34,20.400000000000002
2013-01-23,64,34.0,,0.34,21.76
2013-01-24,71,34.0,,0.34,24.14
2013-01-25,100,34.0,,0.34,34.0
2013-01-26,49,34.0,,0.34,16.66
2013-01-27,49,34.0,,0.34,16.66
2013-01-28,62,34.0,,0.34,21.080000000000002
2013-01-29,68,34.0,,0.34,23.12
2013-01-30,55,34.0,,0.34,18.700000000000003
2013-01-31,80,34.0,,0.34,27.200000000000003
2013-02-01,40,38.0,False,0.38,15.2
2013-02-02,38,38.0,,0.38,14.44
2013-02-03,48,38.0,,0.38,18.240000000000002
2013-02-04,56,38.0,,0.38,21.28
2013-02-05,42,38.0,,0.38,15.96
2013-02-06,45,38.0,,0.38,17.1
2013-02-07,62,38.0,,0.38,23.56
2013-02-08,48,38.0,,0.38,18.240000000000002
2013-02-09,38,38.0,,0.38,14.44
2013-02-10,40,38.0,,0.38,15.2
2013-02-11,44,38.0,,0.38,16.72
2013-02-12,66,38.0,,0.38,25.080000000000002
2013-02-13,45,38.0,,0.38,17.1
2013-02-14,34,38.0,,0.38,12.92
2013-02-15,37,38.0,,0.38,14.06
2013-02-16,27,38.0,,0.38,10.26
2013-02-17,25,38.0,,0.38,9.5
2013-02-18,65,38.0,,0.38,24.7
2013-02-19,50,38.0,,0.38,19.0
2013-02-20,51,38.0,,0.38,19.38
2013-02-21,43,38.0,,0.38,16.34
2013-02-22,39,38.0,,0.38,14.82
2013-02-23,46,38.0,,0.38,17.48
2013-02-24,35,38.0,,0.38,13.3
2013-02-25,32,38.0,,0.38,12.16
2013-02-26,40,38.0,,0.38,15.2
2013-02-27,100,38.0,,0.38,38.0
2013-02-28,78,38.0,,0.38,29.64
2013-03-01,73,32.0,False,0.32,23.36
2013-03-02,76,32.0,,0.32,24.32
2013-03-03,75,32.0,,0.32,24.0
2013-03-04,53,32.0,,0.32,16.96
2013-03-05,70,32.0,,0.32,22.400000000000002
2013-03-06,91,32.0,,0.32,29.12
2013-03-07,100,32.0,,0.32,32.0
2013-03-08,60,32.0,,0.32,19.2
2013-03-09,65,32.0,,0.32,20.8
2013-03-10,36,32.0,,0.32,11.52
2013-03-11,70,32.0,,0.32,22.400000000000002
2013-03-12,58,32.0,,0.32,18.56
2013-03-13,55,32.0,,0.32,17.6
2013-03-14,42,32.0,,0.32,13.44
2013-03-15,49,32.0,,0.32,15.68
2013-03-16,51,32.0,,0.32,16.32
2013-03-17,36,32.0,,0.32,11.52
2013-03-18,62,32.0,,0.32,19.84
2013-03-19,67,32.0,,0.32,21.44
2013-03-20,39,32.0,,0.32,12.48
2013-03-21,51,32.0,,0.32,16.32
2013-03-22,66,32.0,,0.32,21.12
2013-03-23,33,32.0,,0.32,10.56
2013-03-24,35,32.0,,0.32,11.200000000000001
2013-03-25,68,32.0,,0.32,21.76
2013-03-26,47,32.0,,0.32,15.040000000000001
2013-03-27,58,32.0,,0.32,18.56
2013-03-28,48,32.0,,0.32,15.36
2013-03-29,52,32.0,,0.32,16.64
2013-03-30,44,32.0,,0.32,14.08
2013-03-31,42,32.0,,0.32,13.44
2013-04-01,53,34.0,False,0.34,18.02
2013-04-02,53,34.0,,0.34,18.02
2013-04-03,82,34.0,,0.34,27.880000000000003
2013-04-04,60,34.0,,0.34,20.400000000000002
2013-04-05,67,34.0,,0.34,22.78
2013-04-06,44,34.0,,0.34,14.96
2013-04-07,27,34.0,,0.34,9.180000000000001
2013-04-08,57,34.0,,0.34,19.380000000000003
2013-04-09,52,34.0,,0.34,17.68
2013-04-10,52,34.0,,0.34,17.68
2013-04-11,74,34.0,,0.34,25.16
2013-04-12,38,34.0,,0.34,12.920000000000002
2013-04-13,22,34.0,,0.34,7.48
2013-04-14,41,34.0,,0.34,13.940000000000001
2013-04-15,74,34.0,,0.34,25.16
2013-04-16,60,34.0,,0.34,20.400000000000002
2013-04-17,100,34.0,,0.34,34.0
2013-04-18,57,34.0,,0.34,19.380000000000003
2013-04-19,42,34.0,,0.34,14.280000000000001
2013-04-20,30,34.0,,0.34,10.200000000000001
2013-04-21,47,34.0,,0.34,15.98
2013-04-22,59,34.0,,0.34,20.060000000000002
2013-04-23,54,34.0,,0.34,18.360000000000003
2013-04-24,78,34.0,,0.34,26.520000000000003
2013-04-25,85,34.0,,0.34,28.900000000000002
2013-04-26,42,34.0,,0.34,14.280000000000001
2013-04-27,39,34.0,,0.34,13.260000000000002
2013-04-28,58,34.0,,0.34,19.720000000000002
2013-04-29,69,34.0,,0.34,23.46
2013-04-30,41,34.0,,0.34,13.940000000000001
2013-05-01,65,34.0,False,0.34,22.1
2013-05-02,56,34.0,,0.34,19.040000000000003
2013-05-03,51,34.0,,0.34,17.34
2013-05-04,41,34.0,,0.34,13.940000000000001
2013-05-05,56,34.0,,0.34,19.040000000000003
2013-05-06,67,34.0,,0.34,22.78
2013-05-07,43,34.0,,0.34,14.620000000000001
2013-05-08,80,34.0,,0.34,27.200000000000003
2013-05-09,65,34.0,,0.34,22.1
2013-05-10,71,34.0,,0.34,24.14
2013-05-11,18,34.0,,0.34,6.12
2013-05-12,61,34.0,,0.34,20.740000000000002
2013-05-13,61,34.0,,0.34,20.740000000000002
2013-05-14,49,34.0,,0.34,16.66
2013-05-15,51,34.0,,0.34,17.34
2013-05-16,59,34.0,,0.34,20.060000000000002
2013-05-17,57,34.0,,0.34,19.380000000000003
2013-05-18,15,34.0,,0.34,5.1000000000000005
2013-05-19,46,34.0,,0.34,15.64
2013-05-20,48,34.0,,0.34,16.32
2013-05-21,36,34.0,,0.34,12.24
2013-05-22,54,34.0,,0.34,18.360000000000003
2013-05-23,47,34.0,,0.34,15.98
2013-05-24,70,34.0,,0.34,23.8
2013-05-25,34,34.0,,0.34,11.56
2013-05-26,32,34.0,,0.34,10.88
2013-05-27,43,34.0,,0.34,14.620000000000001
2013-05-28,83,34.0,,0.34,28.220000000000002
2013-05-29,100,34.0,,0.34,34.0
2013-05-30,94,34.0,,0.34,31.96
2013-05-31,87,34.0,,0.34,29.580000000000002
2013-06-01,48,44.0,False,0.44,21.12
2013-06-02,25,44.0,,0.44,11.0
2013-06-03,74,44.0,,0.44,32.56
2013-06-04,78,44.0,,0.44,34.32
2013-06-05,66,44.0,,0.44,29.04
2013-06-06,77,44.0,,0.44,33.88
2013-06-07,58,44.0,,0.44,25.52
2013-06-08,51,44.0,,0.44,22.44
2013-06-09,77,44.0,,0.44,33.88
2013-06-10,84,44.0,,0.44,36.96
2013-06-11,64,44.0,,0.44,28.16
2013-06-12,95,44.0,,0.44,41.8
2013-06-13,61,44.0,,0.44,26.84
2013-06-14,70,44.0,,0.44,30.8
2013-06-15,44,44.0,,0.44,19.36
2013-06-16,59,44.0,,0.44,25.96
2013-06-17,76,44.0,,0.44,33.44
2013-06-18,67,44.0,,0.44,29.48
2013-06-19,90,44.0,,0.44,39.6
2013-06-20,90,44.0,,0.44,39.6
2013-06-21,59,44.0,,0.44,25.96
2013-06-22,78,44.0,,0.44,34.32
2013-06-23,61,44.0,,0.44,26.84
2013-06-24,100,44.0,,0.44,44.0
2013-06-25,77,44.0,,0.44,33.88
2013-06-26,61,44.0,,0.44,26.84
2013-06-27,55,44.0,,0.44,24.2
2013-06-28,52,44.0,,0.44,22.88
2013-06-29,66,44.0,,0.44,29.04
2013-06-30,61,44.0,,0.44,26.84
2013-07-01,64,50.0,False,0.5,32.0
2013-07-02,88,50.0,,0.5,44.0
2013-07-03,54,50.0,,0.5,27.0
2013-07-04,41,50.0,,0.5,20.5
2013-07-05,63,50.0,,0.5,31.5
2013-07-06,44,50.0,,0.5,22.0
2013-07-07,58,50.0,,0.5,29.0
2013-07-08,83,50.0,,0.5,41.5
2013-07-09,90,50.0,,0.5,45.0
2013-07-10,76,50.0,,0.5,38.0
2013-07-11,79,50.0,,0.5,39.5
2013-07-12,46,50.0,,0.5,23.0
2013-07-13,52,50.0,,0.5,26.0
2013-07-14,49,50.0,,0.5,24.5
2013-07-15,77,50.0,,0.5,38.5
2013-07-16,64,50.0,,0.5,32.0
2013-07-17,62,50.0,,0.5,31.0
2013-07-18,55,50.0,,0.5,27.5
2013-07-19,58,50.0,,0.5,29.0
2013-07-20,50,50.0,,0.5,25.0
2013-07-21,51,50.0,,0.5,25.5
2013-07-22,69,50.0,,0.5,34.5
2013-07-23,67,50.0,,0.5,33.5
2013-07-24,86,50.0,,0.5,43.0
2013-07-25,61,50.0,,0.5,30.5
2013-07-26,73,50.0,,0.5,36.5
2013-07-27,41,50.0,,0.5,20.5
2013-07-28,65,50.0,,0.5,32.5
2013-07-29,100,50.0,,0.5,50.0
2013-07-30,71,50.0,,0.5,35.5
2013-07-31,66,50.0,,0.5,33.0
2013-08-01,93,45.0,False,0.45,41.85
2013-08-02,77,45.0,,0.45,34.65
2013-08-03,65,45.0,,0.45,29.25
2013-08-04,56,45.0,,0.45,25.2
2013-08-05,79,45.0,,0.45,35.550000000000004
2013-08-06,67,45.0,,0.45,30.150000000000002
2013-08-07,68,45.0,,0.45,30.6
2013-08-08,60,45.0,,0.45,27.0
2013-08-09,50,45.0,,0.45,22.5
2013-08-10,58,45.0,,0.45,26.1
2013-08-11,73,45.0,,0.45,32.85
2013-08-12,100,45.0,,0.45,45.0
2013-08-13,55,45.0,,0.45,24.75
2013-08-14,64,45.0,,0.45,28.8
2013-08-15,79,45.0,,0.45,35.550000000000004
2013-08-16,95,45.0,,0.45,42.75
2013-08-17,50,45.0,,0.45,22.5
2013-08-18,45,45.0,,0.45,20.25
2013-08-19,61,45.0,,0.45,27.45
2013-08-20,70,45.0,,0.45,31.5
2013-08-21,64,45.0,,0.45,28.8
2013-08-22,54,45.0,,0.45,24.3
2013-08-23,42,45.0,,0.45,18.900000000000002
2013-08-24,31,45.0,,0.45,13.950000000000001
2013-08-25,26,45.0,,0.45,11.700000000000001
2013-08-26,63,45.0,,0.45,28.35
2013-08-27,68,45.0,,0.45,30.6
2013-08-28,67,45.0,,0.45,30.150000000000002
2013-08-29,76,45.0,,0.45,34.2
2013-08-30,54,45.0,,0.45,24.3
2013-08-31,42,45.0,,0.45,18.900000000000002
2013-09-01,45,43.0,False,0.43,19.35
2013-09-02,54,43.0,,0.43,23.22
2013-09-03,82,43.0,,0.43,35.26
2013-09-04,90,43.0,,0.43,38.7
2013-09-05,85,43.0,,0.43,36.55
2013-09-06,71,43.0,,0.43,30.53
2013-09-07,68,43.0,,0.43,29.24
2013-09-08,68,43.0,,0.43,29.24
2013-09-09,80,43.0,,0.43,34.4
2013-09-10,90,43.0,,0.43,38.7
2013-09-11,81,43.0,,0.43,34.83
2013-09-12,81,43.0,,0.43,34.83
2013-09-13,75,43.0,,0.43,32.25
2013-09-14,38,43.0,,0.43,16.34
2013-09-15,63,43.0,,0.43,27.09
2013-09-16,62,43.0,,0.43,26.66
2013-09-17,80,43.0,,0.43,34.4
2013-09-18,77,43.0,,0.43,33.11
2013-09-19,98,43.0,,0.43,42.14
2013-09-20,40,43.0,,0.43,17.2
2013-09-21,38,43.0,,0.43,16.34
2013-09-22,45,43.0,,0.43,19.35
2013-09-23,82,43.0,,0.43,35.26
2013-09-24,59,43.0,,0.43,25.37
2013-09-25,92,43.0,,0.43,39.56
2013-09-26,91,43.0,,0.43,39.13
2013-09-27,82,43.0,,0.43,35.26
2013-09-28,34,43.0,,0.43,14.62
2013-09-29,83,43.0,,0.43,35.69
2013-09-30,100,43.0,,0.43,43.0
2013-10-01,81,47.0,False,0.47,38.07
2013-10-02,76,47.0,,0.47,35.72
2013-10-03,92,47.0,,0.47,43.239999999999995
2013-10-04,56,47.0,,0.47,26.32
2013-10-05,58,47.0,,0.47,27.259999999999998
2013-10-06,57,47.0,,0.47,26.79
2013-10-07,65,47.0,,0.47,30.549999999999997
2013-10-08,81,47.0,,0.47,38.07
2013-10-09,82,47.0,,0.47,38.54
2013-10-10,53,47.0,,0.47,24.91
2013-10-11,74,47.0,,0.47,34.78
2013-10-12,41,47.0,,0.47,19.27
2013-10-13,58,47.0,,0.47,27.259999999999998
2013-10-14,84,47.0,,0.47,39.48
2013-10-15,96,47.0,,0.47,45.12
2013-10-16,70,47.0,,0.47,32.9
2013-10-17,70,47.0,,0.47,32.9
2013-10-18,59,47.0,,0.47,27.729999999999997
2013-10-19,36,47.0,,0.47,16.919999999999998
2013-10-20,41,47.0,,0.47,19.27
2013-10-21,56,47.0,,0.47,26.32
2013-10-22,87,47.0,,0.47,40.89
2013-10-23,75,47.0,,0.47,35.25
2013-10-24,75,47.0,,0.47,35.25
2013-10-25,67,47.0,,0.47,31.49
2013-10-26,44,47.0,,0.47,20.68
2013-10-27,41,47.0,,0.47,19.27
2013-10-28,57,47.0,,0.47,26.79
2013-10-29,100,47.0,,0.47,47.0
2013-10-30,71,47.0,,0.47,33.37
2013-10-31,81,47.0,,0.47,38.07
2013-11-01,70,44.0,False,0.44,30.8
2013-11-02,53,44.0,,0.44,23.32
2013-11-03,82,44.0,,0.44,36.08
2013-11-04,80,44.0,,0.44,35.2
2013-11-05,67,44.0,,0.44,29.48
2013-11-06,62,44.0,,0.44,27.28
2013-11-07,100,44.0,,0.44,44.0
2013-11-08,46,44.0,,0.44,20.24
2013-11-09,55,44.0,,0.44,24.2
2013-11-10,55,44.0,,0.44,24.2
2013-11-11,80,44.0,,0.44,35.2
2013-11-12,79,44.0,,0.44,34.76
2013-11-13,72,44.0,,0.44,31.68
2013-11-14,91,44.0,,0.44,40.04
2013-11-15,93,44.0,,0.44,40.92
2013-11-16,27,44.0,,0.44,11.88
2013-11-17,39,44.0,,0.44,17.16
2013-11-18,82,44.0,,0.44,36.08
2013-11-19,86,44.0,,0.44,37.84
2013-11-20,74,44.0,,0.44,32.56
2013-11-21,50,44.0,,0.44,22.0
2013-11-22,72,44.0,,0.44,31.68
2013-11-23,44,44.0,,0.44,19.36
2013-11-24,44,44.0,,0.44,19.36
2013-11-25,64,44.0,,0.44,28.16
2013-11-26,66,44.0,,0.44,29.04
2013-11-27,57,44.0,,0.44,25.080000000000002
2013-11-28,23,44.0,,0.44,10.12
2013-11-29,36,44.0,,0.44,15.84
2013-11-30,40,44.0,,0.44,17.6
2013-12-01,82,37.0,False,0.37,30.34
2013-12-02,86,37.0,,0.37,31.82
2013-12-03,74,37.0,,0.37,27.38
2013-12-04,62,37.0,,0.37,22.94
2013-12-05,72,37.0,,0.37,26.64
2013-12-06,53,37.0,,0.37,19.61
2013-12-07,53,37.0,,0.37,19.61
2013-12-08,40,37.0,,0.37,14.8
2013-12-09,76,37.0,,0.37,28.12
2013-12-10,67,37.0,,0.37,24.79
2013-12-11,97,37.0,,0.37,35.89
2013-12-12,65,37.0,,0.37,24.05
2013-12-13,82,37.0,,0.37,30.34
2013-12-14,61,37.0,,0.37,22.57
2013-12-15,36,37.0,,0.37,13.32
2013-12-16,60,37.0,,0.37,22.2
2013-12-17,80,37.0,,0.37,29.6
2013-12-18,100,37.0,,0.37,37.0
2013-12-19,62,37.0,,0.37,22.94
2013-12-20,65,37.0,,0.37,24.05
2013-12-21,57,37.0,,0.37,21.09
2013-12-22,58,37.0,,0.37,21.46
2013-12-23,72,37.0,,0.37,26.64
2013-12-24,37,37.0,,0.37,13.69
2013-12-25,44,37.0,,0.37,16.28
2013-12-26,70,37.0,,0.37,25.9
2013-12-27,84,37.0,,0.37,31.08
2013-12-28,37,37.0,,0.37,13.69
2013-12-29,43,37.0,,0.37,15.91
2013-12-30,47,37.0,,0.37,17.39
2013-12-31,77,37.0,,0.37,28.49
2014-01-01,63,47.0,False,0.47,29.61
2014-01-02,73,47.0,,0.47,34.309999999999995
2014-01-03,77,47.0,,0.47,36.19
2014-01-04,70,47.0,,0.47,32.9
2014-01-05,57,47.0,,0.47,26.79
2014-01-06,100,47.0,,0.47,47.0
2014-01-07,70,47.0,,0.47,32.9
2014-01-08,97,47.0,,0.47,45.589999999999996
2014-01-09,93,47.0,,0.47,43.71
2014-01-10,87,47.0,,0.47,40.89
2014-01-11,97,47.0,,0.47,45.589999999999996
2014-01-12,61,47.0,,0.47,28.669999999999998
2014-01-13,86,47.0,,0.47,40.419999999999995
2014-01-14,86,47.0,,0.47,40.419999999999995
2014-01-15,82,47.0,,0.47,38.54
2014-01-16,87,47.0,,0.47,40.89
2014-01-17,100,47.0,,0.47,47.0
2014-01-18,56,47.0,,0.47,26.32
2014-01-19,53,47.0,,0.47,24.91
2014-01-20,81,47.0,,0.47,38.07
2014-01-21,86,47.0,,0.47,40.419999999999995
2014-01-22,70,47.0,,0.47,32.9
2014-01-23,98,47.0,,0.47,46.059999999999995
2014-01-24,88,47.0,,0.47,41.36
2014-01-25,52,47.0,,0.47,24.439999999999998
2014-01-26,83,47.0,,0.47,39.01
2014-01-27,82,47.0,,0.47,38.54
2014-01-28,71,47.0,,0.47,33.37
2014-01-29,63,47.0,,0.47,29.61
2014-01-30,81,47.0,,0.47,38.07
2014-01-31,88,47.0,,0.47,41.36
2014-02-01,56,49.0,False,0.49,27.439999999999998
2014-02-02,49,49.0,,0.49,24.009999999999998
2014-02-03,81,49.0,,0.49,39.69
2014-02-04,78,49.0,,0.49,38.22
2014-02-05,68,49.0,,0.49,33.32
2014-02-06,83,49.0,,0.49,40.67
2014-02-07,61,49.0,,0.49,29.89
2014-02-08,71,49.0,,0.49,34.79
2014-02-09,56,49.0,,0.49,27.439999999999998
2014-02-10,53,49.0,,0.49,25.97
2014-02-11,71,49.0,,0.49,34.79
2014-02-12,100,49.0,,0.49,49.0
2014-02-13,79,49.0,,0.49,38.71
2014-02-14,59,49.0,,0.49,28.91
2014-02-15,37,49.0,,0.49,18.13
2014-02-16,61,49.0,,0.49,29.89
2014-02-17,76,49.0,,0.49,37.24
2014-02-18,81,49.0,,0.49,39.69
2014-02-19,99,49.0,,0.49,48.51
2014-02-20,94,49.0,,0.49,46.06
2014-02-21,87,49.0,,0.49,42.63
2014-02-22,56,49.0,,0.49,27.439999999999998
2014-02-23,60,49.0,,0.49,29.4
2014-02-24,83,49.0,,0.49,40.67
2014-02-25,92,49.0,,0.49,45.08
2014-02-26,77,49.0,,0.49,37.73
2014-02-27,88,49.0,,0.49,43.12
2014-02-28,50,49.0,,0.49,24.5
2014-03-01,39,45.0,False,0.45,17.55
2014-03-02,70,45.0,,0.45,31.5
2014-03-03,70,45.0,,0.45,31.5
2014-03-04,99,45.0,,0.45,44.550000000000004
2014-03-05,65,45.0,,0.45,29.25
2014-03-06,82,45.0,,0.45,36.9
2014-03-07,54,45.0,,0.45,24.3
2014-03-08,43,45.0,,0.45,19.35
2014-03-09,59,45.0,,0.45,26.55
2014-03-10,95,45.0,,0.45,42.75
2014-03-11,66,45.0,,0.45,29.7
2014-03-12,78,45.0,,0.45,35.1
2014-03-13,52,45.0,,0.45,23.400000000000002
2014-03-14,73,45.0,,0.45,32.85
2014-03-15,53,45.0,,0.45,23.85
2014-03-16,49,45.0,,0.45,22.05
2014-03-17,86,45.0,,0.45,38.7
2014-03-18,77,45.0,,0.45,34.65
2014-03-19,80,45.0,,0.45,36.0
2014-03-20,52,45.0,,0.45,23.400000000000002
2014-03-21,36,45.0,,0.45,16.2
2014-03-22,53,45.0,,0.45,23.85
2014-03-23,73,45.0,,0.45,32.85
2014-03-24,53,45.0,,0.45,23.85
2014-03-25,100,45.0,,0.45,45.0
2014-03-26,61,45.0,,0.45,27.45
2014-03-27,68,45.0,,0.45,30.6
