date,procter_unscaled,procter_monthly,isPartial,scale,procter
2008-08-31,59,48.0,,0.48,28.32
2008-09-01,27,54.0,False,0.54,14.580000000000002
2008-09-02,52,54.0,,0.54,28.080000000000002
2008-09-03,74,54.0,,0.54,39.96
2008-09-04,55,54.0,,0.54,29.700000000000003
2008-09-05,20,54.0,,0.54,10.8
2008-09-06,39,54.0,,0.54,21.060000000000002
2008-09-07,51,54.0,,0.54,27.540000000000003
2008-09-08,58,54.0,,0.54,31.32
2008-09-09,30,54.0,,0.54,16.200000000000003
2008-09-10,54,54.0,,0.54,29.160000000000004
2008-09-11,50,54.0,,0.54,27.0
2008-09-12,37,54.0,,0.54,19.98
2008-09-13,62,54.0,,0.54,33.480000000000004
2008-09-14,28,54.0,,0.54,15.120000000000001
2008-09-15,69,54.0,,0.54,37.260000000000005
2008-09-16,42,54.0,,0.54,22.68
2008-09-17,27,54.0,,0.54,14.580000000000002
2008-09-18,31,54.0,,0.54,16.740000000000002
2008-09-19,50,54.0,,0.54,27.0
2008-09-20,41,54.0,,0.54,22.14
2008-09-21,46,54.0,,0.54,24.840000000000003
2008-09-22,49,54.0,,0.54,26.46
2008-09-23,60,54.0,,0.54,32.400000000000006
2008-09-24,38,54.0,,0.54,20.520000000000003
2008-09-25,43,54.0,,0.54,23.220000000000002
2008-09-26,49,54.0,,0.54,26.46
2008-09-27,29,54.0,,0.54,15.66
2008-09-28,66,54.0,,0.54,35.64
2008-09-29,60,54.0,,0.54,32.400000000000006
2008-09-30,100,54.0,,0.54,54.0
2008-10-01,54,59.0,False,0.59,31.86
2008-10-02,55,59.0,,0.59,32.449999999999996
2008-10-03,37,59.0,,0.59,21.83
2008-10-04,24,59.0,,0.59,14.16
2008-10-05,40,59.0,,0.59,23.599999999999998
2008-10-06,94,59.0,,0.59,55.459999999999994
2008-10-07,52,59.0,,0.59,30.68
2008-10-08,79,59.0,,0.59,46.61
2008-10-09,49,59.0,,0.59,28.91
2008-10-10,64,59.0,,0.59,37.76
2008-10-11,36,59.0,,0.59,21.24
2008-10-12,54,59.0,,0.59,31.86
2008-10-13,48,59.0,,0.59,28.32
2008-10-14,100,59.0,,0.59,59.0
2008-10-15,64,59.0,,0.59,37.76
2008-10-16,62,59.0,,0.59,36.58
2008-10-17,62,59.0,,0.59,36.58
2008-10-18,41,59.0,,0.59,24.189999999999998
2008-10-19,35,59.0,,0.59,20.65
2008-10-20,46,59.0,,0.59,27.139999999999997
2008-10-21,56,59.0,,0.59,33.04
2008-10-22,72,59.0,,0.59,42.48
2008-10-23,65,59.0,,0.59,38.35
2008-10-24,37,59.0,,0.59,21.83
2008-10-25,46,59.0,,0.59,27.139999999999997
2008-10-26,52,59.0,,0.59,30.68
2008-10-27,72,59.0,,0.59,42.48
2008-10-28,69,59.0,,0.59,40.71
2008-10-29,59,59.0,,0.59,34.809999999999995
2008-10-30,39,59.0,,0.59,23.009999999999998
2008-10-31,68,59.0,,0.59,40.12
2008-11-01,37,51.0,False,0.51,18.87
2008-11-02,100,51.0,,0.51,51.0
2008-11-03,88,51.0,,0.51,44.88
2008-11-04,83,51.0,,0.51,42.33
2008-11-05,58,51.0,,0.51,29.580000000000002
2008-11-06,66,51.0,,0.51,33.660000000000004
2008-11-07,60,51.0,,0.51,30.6
2008-11-08,59,51.0,,0.51,30.09
2008-11-09,26,51.0,,0.51,13.26
2008-11-10,70,51.0,,0.51,35.7
2008-11-11,48,51.0,,0.51,24.48
2008-11-12,52,51.0,,0.51,26.52
2008-11-13,70,51.0,,0.51,35.7
2008-11-14,55,51.0,,0.51,28.05
2008-11-15,64,51.0,,0.51,32.64
2008-11-16,39,51.0,,0.51,19.89
2008-11-17,92,51.0,,0.51,46.92
2008-11-18,35,51.0,,0.51,17.85
2008-11-19,45,51.0,,0.51,22.95
2008-11-20,63,51.0,,0.51,32.13
2008-11-21,42,51.0,,0.51,21.42
2008-11-22,65,51.0,,0.51,33.15
2008-11-23,59,51.0,,0.51,30.09
2008-11-24,61,51.0,,0.51,31.11
2008-11-25,83,51.0,,0.51,42.33
2008-11-26,58,51.0,,0.51,29.580000000000002
2008-11-27,84,51.0,,0.51,42.84
2008-11-28,64,51.0,,0.51,32.64
2008-11-29,67,51.0,,0.51,34.17
2008-11-30,57,51.0,,0.51,29.07
2008-12-01,98,40.0,False,0.4,39.2
2008-12-02,100,40.0,,0.4,40.0
2008-12-03,73,40.0,,0.4,29.200000000000003
2008-12-04,91,40.0,,0.4,36.4
2008-12-05,55,40.0,,0.4,22.0
2008-12-06,38,40.0,,0.4,15.200000000000001
2008-12-07,58,40.0,,0.4,23.200000000000003
2008-12-08,64,40.0,,0.4,25.6
2008-12-09,63,40.0,,0.4,25.200000000000003
2008-12-10,60,40.0,,0.4,24.0
2008-12-11,60,40.0,,0.4,24.0
2008-12-12,60,40.0,,0.4,24.0
2008-12-13,65,40.0,,0.4,26.0
2008-12-14,33,40.0,,0.4,13.200000000000001
2008-12-15,61,40.0,,0.4,24.400000000000002
2008-12-16,47,40.0,,0.4,18.8
2008-12-17,31,40.0,,0.4,12.4
2008-12-18,32,40.0,,0.4,12.8
2008-12-19,30,40.0,,0.4,12.0
2008-12-20,28,40.0,,0.4,11.200000000000001
2008-12-21,36,40.0,,0.4,14.4
2008-12-22,46,40.0,,0.4,18.400000000000002
2008-12-23,58,40.0,,0.4,23.200000000000003
2008-12-24,65,40.0,,0.4,26.0
2008-12-25,0,40.0,,0.4,0.0
2008-12-26,42,40.0,,0.4,16.8
2008-12-27,74,40.0,,0.4,29.6
2008-12-28,60,40.0,,0.4,24.0
2008-12-29,42,40.0,,0.4,16.8
2008-12-30,26,40.0,,0.4,10.4
2008-12-31,11,40.0,,0.4,4.4
2009-01-01,11,55.0,False,0.55,6.050000000000001
2009-01-02,32,55.0,,0.55,17.6
2009-01-03,46,55.0,,0.55,25.3
2009-01-04,28,55.0,,0.55,15.400000000000002
2009-01-05,32,55.0,,0.55,17.6
2009-01-06,100,55.0,,0.55,55.00000000000001
2009-01-07,37,55.0,,0.55,20.35
2009-01-08,19,55.0,,0.55,10.450000000000001
2009-01-09,40,55.0,,0.55,22.0
2009-01-10,36,55.0,,0.55,19.8
2009-01-11,18,55.0,,0.55,9.9
2009-01-12,25,55.0,,0.55,13.750000000000002
2009-01-13,55,55.0,,0.55,30.250000000000004
2009-01-14,37,55.0,,0.55,20.35
2009-01-15,55,55.0,,0.55,30.250000000000004
2009-01-16,65,55.0,,0.55,35.75
2009-01-17,0,55.0,,0.55,0.0
2009-01-18,58,55.0,,0.55,31.900000000000002
2009-01-19,40,55.0,,0.55,22.0
2009-01-20,24,55.0,,0.55,13.200000000000001
2009-01-21,61,55.0,,0.55,33.550000000000004
2009-01-22,18,55.0,,0.55,9.9
2009-01-23,38,55.0,,0.55,20.900000000000002
2009-01-24,17,55.0,,0.55,9.350000000000001
2009-01-25,0,55.0,,0.55,0.0
2009-01-26,60,55.0,,0.55,33.0
2009-01-27,58,55.0,,0.55,31.900000000000002
2009-01-28,35,55.0,,0.55,19.25
2009-01-29,24,55.0,,0.55,13.200000000000001
2009-01-30,50,55.0,,0.55,27.500000000000004
2009-01-31,18,55.0,,0.55,9.9
2009-02-01,100,58.0,False,0.58,57.99999999999999
2009-02-02,87,58.0,,0.58,50.459999999999994
2009-02-03,98,58.0,,0.58,56.839999999999996
2009-02-04,69,58.0,,0.58,40.019999999999996
2009-02-05,97,58.0,,0.58,56.26
2009-02-06,55,58.0,,0.58,31.9
2009-02-07,39,58.0,,0.58,22.619999999999997
2009-02-08,39,58.0,,0.58,22.619999999999997
2009-02-09,86,58.0,,0.58,49.879999999999995
2009-02-10,77,58.0,,0.58,44.66
2009-02-11,56,58.0,,0.58,32.48
2009-02-12,75,58.0,,0.58,43.5
2009-02-13,47,58.0,,0.58,27.259999999999998
2009-02-14,33,58.0,,0.58,19.139999999999997
2009-02-15,28,58.0,,0.58,16.24
2009-02-16,57,58.0,,0.58,33.059999999999995
2009-02-17,61,58.0,,0.58,35.379999999999995
2009-02-18,43,58.0,,0.58,24.939999999999998
2009-02-19,52,58.0,,0.58,30.159999999999997
2009-02-20,83,58.0,,0.58,48.13999999999999
2009-02-21,19,58.0,,0.58,11.02
2009-02-22,45,58.0,,0.58,26.099999999999998
2009-02-23,66,58.0,,0.58,38.279999999999994
2009-02-24,74,58.0,,0.58,42.919999999999995
2009-02-25,39,58.0,,0.58,22.619999999999997
2009-02-26,70,58.0,,0.58,40.599999999999994
2009-02-27,55,58.0,,0.58,31.9
2009-02-28,13,58.0,,0.58,7.539999999999999
2009-03-01,23,51.0,False,0.51,11.73
2009-03-02,74,51.0,,0.51,37.74
2009-03-03,66,51.0,,0.51,33.660000000000004
2009-03-04,78,51.0,,0.51,39.78
2009-03-05,44,51.0,,0.51,22.44
2009-03-06,50,51.0,,0.51,25.5
2009-03-07,71,51.0,,0.51,36.21
2009-03-08,24,51.0,,0.51,12.24
2009-03-09,79,51.0,,0.51,40.29
2009-03-10,70,51.0,,0.51,35.7
2009-03-11,63,51.0,,0.51,32.13
2009-03-12,68,51.0,,0.51,34.68
2009-03-13,68,51.0,,0.51,34.68
2009-03-14,47,51.0,,0.51,23.97
2009-03-15,30,51.0,,0.51,15.3
2009-03-16,100,51.0,,0.51,51.0
2009-03-17,44,51.0,,0.51,22.44
2009-03-18,32,51.0,,0.51,16.32
2009-03-19,59,51.0,,0.51,30.09
2009-03-20,38,51.0,,0.51,19.38
2009-03-21,12,51.0,,0.51,6.12
2009-03-22,96,51.0,,0.51,48.96
2009-03-23,86,51.0,,0.51,43.86
2009-03-24,62,51.0,,0.51,31.62
2009-03-25,82,51.0,,0.51,41.82
2009-03-26,43,51.0,,0.51,21.93
2009-03-27,42,51.0,,0.51,21.42
2009-03-28,40,51.0,,0.51,20.4
2009-03-29,41,51.0,,0.51,20.91
2009-03-30,74,51.0,,0.51,37.74
2009-03-31,80,51.0,,0.51,40.8
2009-04-01,49,47.0,False,0.47,23.029999999999998
2009-04-02,100,47.0,,0.47,47.0
2009-04-03,48,47.0,,0.47,22.56
2009-04-04,45,47.0,,0.47,21.15
2009-04-05,44,47.0,,0.47,20.68
2009-04-06,53,47.0,,0.47,24.91
2009-04-07,41,47.0,,0.47,19.27
2009-04-08,54,47.0,,0.47,25.38
2009-04-09,39,47.0,,0.47,18.33
2009-04-10,54,47.0,,0.47,25.38
2009-04-11,26,47.0,,0.47,12.219999999999999
2009-04-12,28,47.0,,0.47,13.16
2009-04-13,71,47.0,,0.47,33.37
2009-04-14,100,47.0,,0.47,47.0
2009-04-15,64,47.0,,0.47,30.08
2009-04-16,42,47.0,,0.47,19.74
2009-04-17,41,47.0,,0.47,19.27
2009-04-18,39,47.0,,0.47,18.33
2009-04-19,81,47.0,,0.47,38.07
2009-04-20,60,47.0,,0.47,28.2
2009-04-21,56,47.0,,0.47,26.32
2009-04-22,40,47.0,,0.47,18.799999999999997
2009-04-23,25,47.0,,0.47,11.75
2009-04-24,54,47.0,,0.47,25.38
2009-04-25,52,47.0,,0.47,24.439999999999998
2009-04-26,45,47.0,,0.47,21.15
2009-04-27,56,47.0,,0.47,26.32
2009-04-28,52,47.0,,0.47,24.439999999999998
2009-04-29,76,47.0,,0.47,35.72
2009-04-30,41,47.0,,0.47,19.27
2009-05-01,59,42.0,False,0.42,24.779999999999998
2009-05-02,74,42.0,,0.42,31.08
2009-05-03,46,42.0,,0.42,19.32
2009-05-04,77,42.0,,0.42,32.339999999999996
2009-05-05,76,42.0,,0.42,31.919999999999998
2009-05-06,42,42.0,,0.42,17.64
2009-05-07,73,42.0,,0.42,30.66
2009-05-08,73,42.0,,0.42,30.66
2009-05-09,68,42.0,,0.42,28.56
2009-05-10,81,42.0,,0.42,34.019999999999996
2009-05-11,99,42.0,,0.42,41.58
2009-05-12,47,42.0,,0.42,19.74
2009-05-13,59,42.0,,0.42,24.779999999999998
2009-05-14,79,42.0,,0.42,33.18
2009-05-15,65,42.0,,0.42,27.3
2009-05-16,56,42.0,,0.42,23.52
2009-05-17,47,42.0,,0.42,19.74
2009-05-18,61,42.0,,0.42,25.619999999999997
2009-05-19,77,42.0,,0.42,32.339999999999996
2009-05-20,79,42.0,,0.42,33.18
2009-05-21,100,42.0,,0.42,42.0
2009-05-22,48,42.0,,0.42,20.16
2009-05-23,31,42.0,,0.42,13.02
2009-05-24,64,42.0,,0.42,26.88
2009-05-25,27,42.0,,0.42,11.34
2009-05-26,73,42.0,,0.42,30.66
2009-05-27,48,42.0,,0.42,20.16
2009-05-28,80,42.0,,0.42,33.6
2009-05-29,66,42.0,,0.42,27.72
2009-05-30,78,42.0,,0.42,32.76
2009-05-31,49,42.0,,0.42,20.58
2009-06-01,40,42.0,False,0.42,16.8
2009-06-02,30,42.0,,0.42,12.6
2009-06-03,52,42.0,,0.42,21.84
2009-06-04,49,42.0,,0.42,20.58
2009-06-05,52,42.0,,0.42,21.84
2009-06-06,42,42.0,,0.42,17.64
2009-06-07,14,42.0,,0.42,5.88
2009-06-08,57,42.0,,0.42,23.939999999999998
2009-06-09,100,42.0,,0.42,42.0
2009-06-10,71,42.0,,0.42,29.82
2009-06-11,58,42.0,,0.42,24.36
2009-06-12,39,42.0,,0.42,16.38
2009-06-13,42,42.0,,0.42,17.64
2009-06-14,50,42.0,,0.42,21.0
2009-06-15,49,42.0,,0.42,20.58
2009-06-16,49,42.0,,0.42,20.58
2009-06-17,40,42.0,,0.42,16.8
2009-06-18,23,42.0,,0.42,9.66
2009-06-19,63,42.0,,0.42,26.459999999999997
2009-06-20,35,42.0,,0.42,14.7
2009-06-21,29,42.0,,0.42,12.18
2009-06-22,81,42.0,,0.42,34.019999999999996
2009-06-23,40,42.0,,0.42,16.8
2009-06-24,45,42.0,,0.42,18.9
2009-06-25,41,42.0,,0.42,17.22
2009-06-26,87,42.0,,0.42,36.54
2009-06-27,35,42.0,,0.42,14.7
2009-06-28,29,42.0,,0.42,12.18
2009-06-29,45,42.0,,0.42,18.9
2009-06-30,45,42.0,,0.42,18.9
2009-07-01,31,40.0,False,0.4,12.4
2009-07-02,59,40.0,,0.4,23.6
2009-07-03,35,40.0,,0.4,14.0
2009-07-04,43,40.0,,0.4,17.2
2009-07-05,33,40.0,,0.4,13.200000000000001
2009-07-06,69,40.0,,0.4,27.6
2009-07-07,98,40.0,,0.4,39.2
2009-07-08,55,40.0,,0.4,22.0
2009-07-09,70,40.0,,0.4,28.0
2009-07-10,88,40.0,,0.4,35.2
2009-07-11,38,40.0,,0.4,15.200000000000001
2009-07-12,98,40.0,,0.4,39.2
2009-07-13,99,40.0,,0.4,39.6
2009-07-14,62,40.0,,0.4,24.8
2009-07-15,43,40.0,,0.4,17.2
2009-07-16,44,40.0,,0.4,17.6
2009-07-17,100,40.0,,0.4,40.0
2009-07-18,68,40.0,,0.4,27.200000000000003
2009-07-19,40,40.0,,0.4,16.0
2009-07-20,75,40.0,,0.4,30.0
2009-07-21,60,40.0,,0.4,24.0
2009-07-22,67,40.0,,0.4,26.8
2009-07-23,31,40.0,,0.4,12.4
2009-07-24,80,40.0,,0.4,32.0
2009-07-25,57,40.0,,0.4,22.8
2009-07-26,48,40.0,,0.4,19.200000000000003
2009-07-27,68,40.0,,0.4,27.200000000000003
2009-07-28,60,40.0,,0.4,24.0
2009-07-29,61,40.0,,0.4,24.400000000000002
2009-07-30,87,40.0,,0.4,34.800000000000004
2009-07-31,66,40.0,,0.4,26.400000000000002
2009-08-01,30,39.0,False,0.39,11.700000000000001
2009-08-02,18,39.0,,0.39,7.0200000000000005
2009-08-03,74,39.0,,0.39,28.86
2009-08-04,46,39.0,,0.39,17.94
2009-08-05,66,39.0,,0.39,25.740000000000002
2009-08-06,44,39.0,,0.39,17.16
2009-08-07,38,39.0,,0.39,14.82
2009-08-08,54,39.0,,0.39,21.060000000000002
2009-08-09,12,39.0,,0.39,4.68
2009-08-10,66,39.0,,0.39,25.740000000000002
2009-08-11,42,39.0,,0.39,16.38
2009-08-12,54,39.0,,0.39,21.060000000000002
2009-08-13,35,39.0,,0.39,13.65
2009-08-14,100,39.0,,0.39,39.0
2009-08-15,18,39.0,,0.39,7.0200000000000005
2009-08-16,36,39.0,,0.39,14.040000000000001
2009-08-17,78,39.0,,0.39,30.42
2009-08-18,68,39.0,,0.39,26.52
2009-08-19,23,39.0,,0.39,8.97
2009-08-20,62,39.0,,0.39,24.18
2009-08-21,57,39.0,,0.39,22.23
2009-08-22,17,39.0,,0.39,6.63
2009-08-23,69,39.0,,0.39,26.91
2009-08-24,42,39.0,,0.39,16.38
2009-08-25,52,39.0,,0.39,20.28
2009-08-26,60,39.0,,0.39,23.400000000000002
2009-08-27,65,39.0,,0.39,25.35
2009-08-28,48,39.0,,0.39,18.72
2009-08-29,49,39.0,,0.39,19.11
2009-08-30,39,39.0,,0.39,15.21
2009-08-31,37,39.0,,0.39,14.43
2009-09-01,45,46.0,False,0.46,20.7
2009-09-02,63,46.0,,0.46,28.98
2009-09-03,55,46.0,,0.46,25.3
2009-09-04,60,46.0,,0.46,27.6
2009-09-05,42,46.0,,0.46,19.32
2009-09-06,51,46.0,,0.46,23.46
2009-09-07,43,46.0,,0.46,19.78
2009-09-08,62,46.0,,0.46,28.52
2009-09-09,57,46.0,,0.46,26.220000000000002
2009-09-10,58,46.0,,0.46,26.68
2009-09-11,46,46.0,,0.46,21.16
2009-09-12,39,46.0,,0.46,17.94
2009-09-13,33,46.0,,0.46,15.180000000000001
2009-09-14,57,46.0,,0.46,26.220000000000002
2009-09-15,60,46.0,,0.46,27.6
2009-09-16,39,46.0,,0.46,17.94
2009-09-17,75,46.0,,0.46,34.5
2009-09-18,90,46.0,,0.46,41.4
2009-09-19,33,46.0,,0.46,15.180000000000001
2009-09-20,40,46.0,,0.46,18.400000000000002
2009-09-21,100,46.0,,0.46,46.0
2009-09-22,93,46.0,,0.46,42.78
2009-09-23,82,46.0,,0.46,37.72
2009-09-24,75,46.0,,0.46,34.5
2009-09-25,47,46.0,,0.46,21.62
2009-09-26,27,46.0,,0.46,12.42
2009-09-27,58,46.0,,0.46,26.68
2009-09-28,61,46.0,,0.46,28.060000000000002
2009-09-29,81,46.0,,0.46,37.260000000000005
2009-09-30,73,46.0,,0.46,33.58
2009-10-01,46,53.0,False,0.53,24.380000000000003
2009-10-02,83,53.0,,0.53,43.99
2009-10-03,59,53.0,,0.53,31.270000000000003
2009-10-04,53,53.0,,0.53,28.09
2009-10-05,45,53.0,,0.53,23.85
2009-10-06,100,53.0,,0.53,53.0
2009-10-07,59,53.0,,0.53,31.270000000000003
2009-10-08,75,53.0,,0.53,39.75
2009-10-09,75,53.0,,0.53,39.75
2009-10-10,42,53.0,,0.53,22.26
2009-10-11,38,53.0,,0.53,20.14
2009-10-12,44,53.0,,0.53,23.32
2009-10-13,61,53.0,,0.53,32.33
2009-10-14,51,53.0,,0.53,27.03
2009-10-15,76,53.0,,0.53,40.28
2009-10-16,45,53.0,,0.53,23.85
2009-10-17,26,53.0,,0.53,13.780000000000001
2009-10-18,36,53.0,,0.53,19.080000000000002
2009-10-19,49,53.0,,0.53,25.970000000000002
2009-10-20,62,53.0,,0.53,32.86
2009-10-21,31,53.0,,0.53,16.43
2009-10-22,69,53.0,,0.53,36.57
2009-10-23,73,53.0,,0.53,38.690000000000005
2009-10-24,35,53.0,,0.53,18.55
2009-10-25,36,53.0,,0.53,19.080000000000002
2009-10-26,54,53.0,,0.53,28.62
2009-10-27,73,53.0,,0.53,38.690000000000005
2009-10-28,37,53.0,,0.53,19.61
2009-10-29,59,53.0,,0.53,31.270000000000003
2009-10-30,71,53.0,,0.53,37.63
2009-10-31,37,53.0,,0.53,19.61
2009-11-01,61,52.0,False,0.52,31.720000000000002
2009-11-02,100,52.0,,0.52,52.0
2009-11-03,82,52.0,,0.52,42.64
2009-11-04,69,52.0,,0.52,35.88
2009-11-05,52,52.0,,0.52,27.04
2009-11-06,75,52.0,,0.52,39.0
2009-11-07,71,52.0,,0.52,36.92
2009-11-08,42,52.0,,0.52,21.84
2009-11-09,46,52.0,,0.52,23.92
2009-11-10,77,52.0,,0.52,40.04
2009-11-11,72,52.0,,0.52,37.44
2009-11-12,70,52.0,,0.52,36.4
2009-11-13,69,52.0,,0.52,35.88
2009-11-14,34,52.0,,0.52,17.68
2009-11-15,55,52.0,,0.52,28.6
2009-11-16,55,52.0,,0.52,28.6
2009-11-17,67,52.0,,0.52,34.84
2009-11-18,55,52.0,,0.52,28.6
2009-11-19,41,52.0,,0.52,21.32
2009-11-20,39,52.0,,0.52,20.28
2009-11-21,96,52.0,,0.52,49.92
2009-11-22,21,52.0,,0.52,10.92
2009-11-23,37,52.0,,0.52,19.240000000000002
2009-11-24,83,52.0,,0.52,43.160000000000004
2009-11-25,67,52.0,,0.52,34.84
2009-11-26,51,52.0,,0.52,26.52
2009-11-27,79,52.0,,0.52,41.08
2009-11-28,56,52.0,,0.52,29.12
2009-11-29,55,52.0,,0.52,28.6
2009-11-30,53,52.0,,0.52,27.560000000000002
2009-12-01,99,38.0,False,0.38,37.62
2009-12-02,69,38.0,,0.38,26.22
2009-12-03,84,38.0,,0.38,31.92
2009-12-04,51,38.0,,0.38,19.38
2009-12-05,38,38.0,,0.38,14.44
2009-12-06,58,38.0,,0.38,22.04
2009-12-07,100,38.0,,0.38,38.0
2009-12-08,64,38.0,,0.38,24.32
2009-12-09,83,38.0,,0.38,31.54
2009-12-10,45,38.0,,0.38,17.1
2009-12-11,47,38.0,,0.38,17.86
2009-12-12,77,38.0,,0.38,29.26
2009-12-13,65,38.0,,0.38,24.7
2009-12-14,89,38.0,,0.38,33.82
2009-12-15,52,38.0,,0.38,19.76
2009-12-16,81,38.0,,0.38,30.78
2009-12-17,56,38.0,,0.38,21.28
2009-12-18,65,38.0,,0.38,24.7
2009-12-19,55,38.0,,0.38,20.9
2009-12-20,42,38.0,,0.38,15.96
2009-12-21,30,38.0,,0.38,11.4
2009-12-22,72,38.0,,0.38,27.36
2009-12-23,44,38.0,,0.38,16.72
2009-12-24,14,38.0,,0.38,5.32
2009-12-25,36,38.0,,0.38,13.68
2009-12-26,31,38.0,,0.38,11.78
2009-12-27,45,38.0,,0.38,17.1
2009-12-28,43,38.0,,0.38,16.34
2009-12-29,42,38.0,,0.38,15.96
2009-12-30,42,38.0,,0.38,15.96
2009-12-31,35,38.0,,0.38,13.3
2010-01-01,47,50.0,False,0.5,23.5
2010-01-02,26,50.0,,0.5,13.0
2010-01-03,51,50.0,,0.5,25.5
2010-01-04,49,50.0,,0.5,24.5
2010-01-05,78,50.0,,0.5,39.0
2010-01-06,83,50.0,,0.5,41.5
2010-01-07,57,50.0,,0.5,28.5
2010-01-08,62,50.0,,0.5,31.0
2010-01-09,37,50.0,,0.5,18.5
2010-01-10,25,50.0,,0.5,12.5
2010-01-11,51,50.0,,0.5,25.5
2010-01-12,63,50.0,,0.5,31.5
2010-01-13,63,50.0,,0.5,31.5
2010-01-14,77,50.0,,0.5,38.5
2010-01-15,57,50.0,,0.5,28.5
2010-01-16,31,50.0,,0.5,15.5
2010-01-17,69,50.0,,0.5,34.5
2010-01-18,61,50.0,,0.5,30.5
2010-01-19,100,50.0,,0.5,50.0
2010-01-20,57,50.0,,0.5,28.5
2010-01-21,66,50.0,,0.5,33.0
2010-01-22,48,50.0,,0.5,24.0
2010-01-23,48,50.0,,0.5,24.0
2010-01-24,61,50.0,,0.5,30.5
2010-01-25,33,50.0,,0.5,16.5
2010-01-26,77,50.0,,0.5,38.5
2010-01-27,73,50.0,,0.5,36.5
2010-01-28,62,50.0,,0.5,31.0
2010-01-29,52,50.0,,0.5,26.0
2010-01-30,58,50.0,,0.5,29.0
2010-01-31,36,50.0,,0.5,18.0
2010-02-01,89,45.0,False,0.45,40.050000000000004
2010-02-02,64,45.0,,0.45,28.8
2010-02-03,43,45.0,,0.45,19.35
2010-02-04,51,45.0,,0.45,22.95
2010-02-05,84,45.0,,0.45,37.800000000000004
2010-02-06,31,45.0,,0.45,13.950000000000001
2010-02-07,42,45.0,,0.45,18.900000000000002
2010-02-08,52,45.0,,0.45,23.400000000000002
2010-02-09,100,45.0,,0.45,45.0
2010-02-10,36,45.0,,0.45,16.2
2010-02-11,30,45.0,,0.45,13.5
2010-02-12,87,45.0,,0.45,39.15
2010-02-13,43,45.0,,0.45,19.35
2010-02-14,11,45.0,,0.45,4.95
2010-02-15,33,45.0,,0.45,14.85
2010-02-16,66,45.0,,0.45,29.7
2010-02-17,22,45.0,,0.45,9.9
2010-02-18,59,45.0,,0.45,26.55
2010-02-19,85,45.0,,0.45,38.25
2010-02-20,43,45.0,,0.45,19.35
2010-02-21,42,45.0,,0.45,18.900000000000002
2010-02-22,72,45.0,,0.45,32.4
2010-02-23,49,45.0,,0.45,22.05
2010-02-24,93,45.0,,0.45,41.85
2010-02-25,51,45.0,,0.45,22.95
2010-02-26,45,45.0,,0.45,20.25
2010-02-27,51,45.0,,0.45,22.95
2010-02-28,96,45.0,,0.45,43.2
2010-03-01,93,47.0,False,0.47,43.71
2010-03-02,80,47.0,,0.47,37.599999999999994
2010-03-03,77,47.0,,0.47,36.19
2010-03-04,93,47.0,,0.47,43.71
2010-03-05,54,47.0,,0.47,25.38
2010-03-06,48,47.0,,0.47,22.56
2010-03-07,63,47.0,,0.47,29.61
2010-03-08,70,47.0,,0.47,32.9
2010-03-09,59,47.0,,0.47,27.729999999999997
2010-03-10,64,47.0,,0.47,30.08
2010-03-11,46,47.0,,0.47,21.619999999999997
2010-03-12,48,47.0,,0.47,22.56
2010-03-13,53,47.0,,0.47,24.91
2010-03-14,88,47.0,,0.47,41.36
2010-03-15,23,47.0,,0.47,10.809999999999999
2010-03-16,51,47.0,,0.47,23.97
2010-03-17,43,47.0,,0.47,20.209999999999997
2010-03-18,74,47.0,,0.47,34.78
2010-03-19,46,47.0,,0.47,21.619999999999997
2010-03-20,42,47.0,,0.47,19.74
2010-03-21,75,47.0,,0.47,35.25
2010-03-22,64,47.0,,0.47,30.08
2010-03-23,100,47.0,,0.47,47.0
2010-03-24,83,47.0,,0.47,39.01
2010-03-25,84,47.0,,0.47,39.48
2010-03-26,98,47.0,,0.47,46.059999999999995
2010-03-27,49,47.0,,0.47,23.029999999999998
2010-03-28,69,47.0,,0.47,32.43
2010-03-29,87,47.0,,0.47,40.89
2010-03-30,60,47.0,,0.47,28.2
2010-03-31,61,47.0,,0.47,28.669999999999998
2010-04-01,60,47.0,False,0.47,28.2
2010-04-02,60,47.0,,0.47,28.2
2010-04-03,55,47.0,,0.47,25.849999999999998
2010-04-04,58,47.0,,0.47,27.259999999999998
2010-04-05,79,47.0,,0.47,37.129999999999995
2010-04-06,56,47.0,,0.47,26.32
2010-04-07,70,47.0,,0.47,32.9
2010-04-08,42,47.0,,0.47,19.74
2010-04-09,45,47.0,,0.47,21.15
2010-04-10,31,47.0,,0.47,14.569999999999999
2010-04-11,53,47.0,,0.47,24.91
2010-04-12,68,47.0,,0.47,31.959999999999997
2010-04-13,54,47.0,,0.47,25.38
2010-04-14,41,47.0,,0.47,19.27
2010-04-15,97,47.0,,0.47,45.589999999999996
2010-04-16,43,47.0,,0.47,20.209999999999997
2010-04-17,21,47.0,,0.47,9.87
2010-04-18,72,47.0,,0.47,33.839999999999996
2010-04-19,27,47.0,,0.47,12.69
2010-04-20,100,47.0,,0.47,47.0
2010-04-21,55,47.0,,0.47,25.849999999999998
2010-04-22,62,47.0,,0.47,29.139999999999997
2010-04-23,44,47.0,,0.47,20.68
2010-04-24,20,47.0,,0.47,9.399999999999999
2010-04-25,31,47.0,,0.47,14.569999999999999
2010-04-26,46,47.0,,0.47,21.619999999999997
2010-04-27,46,47.0,,0.47,21.619999999999997
