date,CHARITY_unscaled,CHARITY_monthly,isPartial,scale,CHARITY
2016-08-09,59,56.0,,0.56,33.040000000000006
2016-08-10,60,56.0,,0.56,33.6
2016-08-11,70,56.0,,0.56,39.2
2016-08-12,66,56.0,,0.56,36.96
2016-08-13,61,56.0,,0.56,34.160000000000004
2016-08-14,55,56.0,,0.56,30.800000000000004
2016-08-15,78,56.0,,0.56,43.68000000000001
2016-08-16,70,56.0,,0.56,39.2
2016-08-17,60,56.0,,0.56,33.6
2016-08-18,65,56.0,,0.56,36.400000000000006
2016-08-19,61,56.0,,0.56,34.160000000000004
2016-08-20,61,56.0,,0.56,34.160000000000004
2016-08-21,60,56.0,,0.56,33.6
2016-08-22,76,56.0,,0.56,42.56
2016-08-23,85,56.0,,0.56,47.6
2016-08-24,100,56.0,,0.56,56.00000000000001
2016-08-25,92,56.0,,0.56,51.52
2016-08-26,80,56.0,,0.56,44.800000000000004
2016-08-27,56,56.0,,0.56,31.360000000000003
2016-08-28,75,56.0,,0.56,42.00000000000001
2016-08-29,100,56.0,,0.56,56.00000000000001
2016-08-30,83,56.0,,0.56,46.480000000000004
2016-08-31,87,56.0,,0.56,48.720000000000006
2016-09-01,89,62.0,False,0.62,55.18
2016-09-02,69,62.0,,0.62,42.78
2016-09-03,51,62.0,,0.62,31.62
2016-09-04,72,62.0,,0.62,44.64
2016-09-05,61,62.0,,0.62,37.82
2016-09-06,67,62.0,,0.62,41.54
2016-09-07,74,62.0,,0.62,45.88
2016-09-08,84,62.0,,0.62,52.08
2016-09-09,65,62.0,,0.62,40.3
2016-09-10,69,62.0,,0.62,42.78
2016-09-11,65,62.0,,0.62,40.3
2016-09-12,80,62.0,,0.62,49.6
2016-09-13,93,62.0,,0.62,57.66
2016-09-14,78,62.0,,0.62,48.36
2016-09-15,80,62.0,,0.62,49.6
2016-09-16,78,62.0,,0.62,48.36
2016-09-17,77,62.0,,0.62,47.74
2016-09-18,59,62.0,,0.62,36.58
2016-09-19,71,62.0,,0.62,44.02
2016-09-20,90,62.0,,0.62,55.8
2016-09-21,100,62.0,,0.62,62.0
2016-09-22,91,62.0,,0.62,56.42
2016-09-23,79,62.0,,0.62,48.98
2016-09-24,56,62.0,,0.62,34.72
2016-09-25,58,62.0,,0.62,35.96
2016-09-26,85,62.0,,0.62,52.7
2016-09-27,88,62.0,,0.62,54.56
2016-09-28,67,62.0,,0.62,41.54
2016-09-29,84,62.0,,0.62,52.08
2016-09-30,81,62.0,,0.62,50.22
2016-10-01,25,67.0,False,0.67,16.75
2016-10-02,31,67.0,,0.67,20.77
2016-10-03,40,67.0,,0.67,26.8
2016-10-04,36,67.0,,0.67,24.12
2016-10-05,58,67.0,,0.67,38.86
2016-10-06,33,67.0,,0.67,22.110000000000003
2016-10-07,32,67.0,,0.67,21.44
2016-10-08,30,67.0,,0.67,20.1
2016-10-09,29,67.0,,0.67,19.43
2016-10-10,35,67.0,,0.67,23.450000000000003
2016-10-11,40,67.0,,0.67,26.8
2016-10-12,37,67.0,,0.67,24.790000000000003
2016-10-13,38,67.0,,0.67,25.46
2016-10-14,37,67.0,,0.67,24.790000000000003
2016-10-15,31,67.0,,0.67,20.77
2016-10-16,34,67.0,,0.67,22.78
2016-10-17,37,67.0,,0.67,24.790000000000003
2016-10-18,38,67.0,,0.67,25.46
2016-10-19,41,67.0,,0.67,27.470000000000002
2016-10-20,61,67.0,,0.67,40.870000000000005
2016-10-21,100,67.0,,0.67,67.0
2016-10-22,45,67.0,,0.67,30.150000000000002
2016-10-23,37,67.0,,0.67,24.790000000000003
2016-10-24,40,67.0,,0.67,26.8
2016-10-25,39,67.0,,0.67,26.130000000000003
2016-10-26,46,67.0,,0.67,30.82
2016-10-27,38,67.0,,0.67,25.46
2016-10-28,33,67.0,,0.67,22.110000000000003
2016-10-29,29,67.0,,0.67,19.43
2016-10-30,36,67.0,,0.67,24.12
2016-10-31,39,67.0,,0.67,26.130000000000003
2016-11-01,63,64.0,False,0.64,40.32
2016-11-02,80,64.0,,0.64,51.2
2016-11-03,79,64.0,,0.64,50.56
2016-11-04,83,64.0,,0.64,53.120000000000005
2016-11-05,83,64.0,,0.64,53.120000000000005
2016-11-06,77,64.0,,0.64,49.28
2016-11-07,84,64.0,,0.64,53.76
2016-11-08,77,64.0,,0.64,49.28
2016-11-09,54,64.0,,0.64,34.56
2016-11-10,91,64.0,,0.64,58.24
2016-11-11,89,64.0,,0.64,56.96
2016-11-12,64,64.0,,0.64,40.96
2016-11-13,75,64.0,,0.64,48.0
2016-11-14,80,64.0,,0.64,51.2
2016-11-15,98,64.0,,0.64,62.72
2016-11-16,100,64.0,,0.64,64.0
2016-11-17,89,64.0,,0.64,56.96
2016-11-18,70,64.0,,0.64,44.800000000000004
2016-11-19,71,64.0,,0.64,45.44
2016-11-20,74,64.0,,0.64,47.36
2016-11-21,84,64.0,,0.64,53.76
2016-11-22,80,64.0,,0.64,51.2
2016-11-23,64,64.0,,0.64,40.96
2016-11-24,40,64.0,,0.64,25.6
2016-11-25,58,64.0,,0.64,37.12
2016-11-26,60,64.0,,0.64,38.4
2016-11-27,76,64.0,,0.64,48.64
2016-11-28,89,64.0,,0.64,56.96
2016-11-29,97,64.0,,0.64,62.08
2016-11-30,99,64.0,,0.64,63.36
2016-12-01,88,68.0,False,0.68,59.84
2016-12-02,86,68.0,,0.68,58.480000000000004
2016-12-03,56,68.0,,0.68,38.080000000000005
2016-12-04,73,68.0,,0.68,49.64
2016-12-05,80,68.0,,0.68,54.400000000000006
2016-12-06,100,68.0,,0.68,68.0
2016-12-07,88,68.0,,0.68,59.84
2016-12-08,86,68.0,,0.68,58.480000000000004
2016-12-09,77,68.0,,0.68,52.36000000000001
2016-12-10,66,68.0,,0.68,44.88
2016-12-11,72,68.0,,0.68,48.96
2016-12-12,87,68.0,,0.68,59.160000000000004
2016-12-13,86,68.0,,0.68,58.480000000000004
2016-12-14,85,68.0,,0.68,57.800000000000004
2016-12-15,89,68.0,,0.68,60.52
2016-12-16,79,68.0,,0.68,53.720000000000006
2016-12-17,76,68.0,,0.68,51.68000000000001
2016-12-18,72,68.0,,0.68,48.96
2016-12-19,73,68.0,,0.68,49.64
2016-12-20,83,68.0,,0.68,56.440000000000005
2016-12-21,83,68.0,,0.68,56.440000000000005
2016-12-22,76,68.0,,0.68,51.68000000000001
2016-12-23,76,68.0,,0.68,51.68000000000001
2016-12-24,74,68.0,,0.68,50.32
2016-12-25,77,68.0,,0.68,52.36000000000001
2016-12-26,69,68.0,,0.68,46.92
2016-12-27,75,68.0,,0.68,51.00000000000001
2016-12-28,72,68.0,,0.68,48.96
2016-12-29,66,68.0,,0.68,44.88
2016-12-30,81,68.0,,0.68,55.080000000000005
2016-12-31,77,68.0,,0.68,52.36000000000001
2017-01-01,77,57.0,False,0.57,43.88999999999999
2017-01-02,70,57.0,,0.57,39.9
2017-01-03,83,57.0,,0.57,47.309999999999995
2017-01-04,78,57.0,,0.57,44.459999999999994
2017-01-05,77,57.0,,0.57,43.88999999999999
2017-01-06,76,57.0,,0.57,43.31999999999999
2017-01-07,62,57.0,,0.57,35.339999999999996
2017-01-08,68,57.0,,0.57,38.76
2017-01-09,85,57.0,,0.57,48.449999999999996
2017-01-10,84,57.0,,0.57,47.879999999999995
2017-01-11,76,57.0,,0.57,43.31999999999999
2017-01-12,71,57.0,,0.57,40.47
2017-01-13,73,57.0,,0.57,41.61
2017-01-14,68,57.0,,0.57,38.76
2017-01-15,69,57.0,,0.57,39.33
2017-01-16,74,57.0,,0.57,42.18
2017-01-17,81,57.0,,0.57,46.169999999999995
2017-01-18,74,57.0,,0.57,42.18
2017-01-19,85,57.0,,0.57,48.449999999999996
2017-01-20,71,57.0,,0.57,40.47
2017-01-21,67,57.0,,0.57,38.19
2017-01-22,67,57.0,,0.57,38.19
2017-01-23,85,57.0,,0.57,48.449999999999996
2017-01-24,93,57.0,,0.57,53.01
2017-01-25,80,57.0,,0.57,45.599999999999994
2017-01-26,82,57.0,,0.57,46.739999999999995
2017-01-27,80,57.0,,0.57,45.599999999999994
2017-01-28,66,57.0,,0.57,37.62
2017-01-29,81,57.0,,0.57,46.169999999999995
2017-01-30,100,57.0,,0.57,56.99999999999999
2017-01-31,92,57.0,,0.57,52.44
2017-02-01,99,56.0,False,0.56,55.440000000000005
2017-02-02,96,56.0,,0.56,53.760000000000005
2017-02-03,85,56.0,,0.56,47.6
2017-02-04,81,56.0,,0.56,45.36000000000001
2017-02-05,73,56.0,,0.56,40.88
2017-02-06,89,56.0,,0.56,49.84
2017-02-07,100,56.0,,0.56,56.00000000000001
2017-02-08,90,56.0,,0.56,50.400000000000006
2017-02-09,83,56.0,,0.56,46.480000000000004
2017-02-10,92,56.0,,0.56,51.52
2017-02-11,76,56.0,,0.56,42.56
2017-02-12,79,56.0,,0.56,44.24
2017-02-13,89,56.0,,0.56,49.84
2017-02-14,94,56.0,,0.56,52.64000000000001
2017-02-15,78,56.0,,0.56,43.68000000000001
2017-02-16,83,56.0,,0.56,46.480000000000004
2017-02-17,89,56.0,,0.56,49.84
2017-02-18,67,56.0,,0.56,37.52
2017-02-19,73,56.0,,0.56,40.88
2017-02-20,85,56.0,,0.56,47.6
2017-02-21,95,56.0,,0.56,53.2
2017-02-22,86,56.0,,0.56,48.160000000000004
2017-02-23,90,56.0,,0.56,50.400000000000006
2017-02-24,79,56.0,,0.56,44.24
2017-02-25,80,56.0,,0.56,44.800000000000004
2017-02-26,76,56.0,,0.56,42.56
2017-02-27,87,56.0,,0.56,48.720000000000006
2017-02-28,88,56.0,,0.56,49.28
2017-03-01,89,58.0,False,0.58,51.62
2017-03-02,85,58.0,,0.58,49.3
2017-03-03,68,58.0,,0.58,39.44
2017-03-04,64,58.0,,0.58,37.12
2017-03-05,90,58.0,,0.58,52.199999999999996
2017-03-06,78,58.0,,0.58,45.239999999999995
2017-03-07,94,58.0,,0.58,54.519999999999996
2017-03-08,92,58.0,,0.58,53.36
2017-03-09,75,58.0,,0.58,43.5
2017-03-10,77,58.0,,0.58,44.66
2017-03-11,74,58.0,,0.58,42.919999999999995
2017-03-12,74,58.0,,0.58,42.919999999999995
2017-03-13,84,58.0,,0.58,48.72
2017-03-14,76,58.0,,0.58,44.08
2017-03-15,84,58.0,,0.58,48.72
2017-03-16,88,58.0,,0.58,51.04
2017-03-17,72,58.0,,0.58,41.76
2017-03-18,55,58.0,,0.58,31.9
2017-03-19,70,58.0,,0.58,40.599999999999994
2017-03-20,96,58.0,,0.58,55.67999999999999
2017-03-21,99,58.0,,0.58,57.419999999999995
2017-03-22,83,58.0,,0.58,48.13999999999999
2017-03-23,100,58.0,,0.58,57.99999999999999
2017-03-24,73,58.0,,0.58,42.339999999999996
2017-03-25,70,58.0,,0.58,40.599999999999994
2017-03-26,80,58.0,,0.58,46.4
2017-03-27,82,58.0,,0.58,47.559999999999995
2017-03-28,97,58.0,,0.58,56.26
2017-03-29,87,58.0,,0.58,50.459999999999994
2017-03-30,87,58.0,,0.58,50.459999999999994
2017-03-31,82,58.0,,0.58,47.559999999999995
2017-04-01,72,56.0,False,0.56,40.32000000000001
2017-04-02,71,56.0,,0.56,39.760000000000005
2017-04-03,92,56.0,,0.56,51.52
2017-04-04,90,56.0,,0.56,50.400000000000006
2017-04-05,92,56.0,,0.56,51.52
2017-04-06,98,56.0,,0.56,54.88
2017-04-07,93,56.0,,0.56,52.080000000000005
2017-04-08,75,56.0,,0.56,42.00000000000001
2017-04-09,72,56.0,,0.56,40.32000000000001
2017-04-10,94,56.0,,0.56,52.64000000000001
2017-04-11,89,56.0,,0.56,49.84
2017-04-12,83,56.0,,0.56,46.480000000000004
2017-04-13,89,56.0,,0.56,49.84
2017-04-14,85,56.0,,0.56,47.6
2017-04-15,73,56.0,,0.56,40.88
2017-04-16,65,56.0,,0.56,36.400000000000006
2017-04-17,92,56.0,,0.56,51.52
2017-04-18,91,56.0,,0.56,50.96000000000001
2017-04-19,100,56.0,,0.56,56.00000000000001
2017-04-20,81,56.0,,0.56,45.36000000000001
2017-04-21,82,56.0,,0.56,45.92
2017-04-22,70,56.0,,0.56,39.2
2017-04-23,71,56.0,,0.56,39.760000000000005
2017-04-24,89,56.0,,0.56,49.84
2017-04-25,87,56.0,,0.56,48.720000000000006
2017-04-26,94,56.0,,0.56,52.64000000000001
2017-04-27,93,56.0,,0.56,52.080000000000005
2017-04-28,73,56.0,,0.56,40.88
2017-04-29,76,56.0,,0.56,42.56
2017-04-30,80,56.0,,0.56,44.800000000000004
2017-05-01,85,55.0,False,0.55,46.75000000000001
2017-05-02,84,55.0,,0.55,46.2
2017-05-03,83,55.0,,0.55,45.650000000000006
2017-05-04,97,55.0,,0.55,53.35
2017-05-05,83,55.0,,0.55,45.650000000000006
2017-05-06,67,55.0,,0.55,36.85
2017-05-07,65,55.0,,0.55,35.75
2017-05-08,100,55.0,,0.55,55.00000000000001
2017-05-09,83,55.0,,0.55,45.650000000000006
2017-05-10,88,55.0,,0.55,48.400000000000006
2017-05-11,80,55.0,,0.55,44.0
2017-05-12,68,55.0,,0.55,37.400000000000006
2017-05-13,65,55.0,,0.55,35.75
2017-05-14,65,55.0,,0.55,35.75
2017-05-15,81,55.0,,0.55,44.550000000000004
2017-05-16,78,55.0,,0.55,42.900000000000006
2017-05-17,82,55.0,,0.55,45.1
2017-05-18,82,55.0,,0.55,45.1
2017-05-19,75,55.0,,0.55,41.25
2017-05-20,72,55.0,,0.55,39.6
2017-05-21,64,55.0,,0.55,35.2
2017-05-22,79,55.0,,0.55,43.45
2017-05-23,75,55.0,,0.55,41.25
2017-05-24,73,55.0,,0.55,40.150000000000006
2017-05-25,74,55.0,,0.55,40.7
2017-05-26,70,55.0,,0.55,38.5
2017-05-27,54,55.0,,0.55,29.700000000000003
2017-05-28,63,55.0,,0.55,34.650000000000006
2017-05-29,59,55.0,,0.55,32.45
2017-05-30,74,55.0,,0.55,40.7
2017-05-31,68,55.0,,0.55,37.400000000000006
2017-06-01,75,53.0,False,0.53,39.75
2017-06-02,68,53.0,,0.53,36.04
2017-06-03,67,53.0,,0.53,35.510000000000005
2017-06-04,59,53.0,,0.53,31.270000000000003
2017-06-05,82,53.0,,0.53,43.46
2017-06-06,83,53.0,,0.53,43.99
2017-06-07,100,53.0,,0.53,53.0
2017-06-08,88,53.0,,0.53,46.64
2017-06-09,80,53.0,,0.53,42.400000000000006
2017-06-10,79,53.0,,0.53,41.870000000000005
2017-06-11,67,53.0,,0.53,35.510000000000005
2017-06-12,78,53.0,,0.53,41.34
2017-06-13,77,53.0,,0.53,40.81
2017-06-14,80,53.0,,0.53,42.400000000000006
2017-06-15,87,53.0,,0.53,46.11
2017-06-16,81,53.0,,0.53,42.93
2017-06-17,57,53.0,,0.53,30.21
2017-06-18,58,53.0,,0.53,30.740000000000002
2017-06-19,75,53.0,,0.53,39.75
2017-06-20,78,53.0,,0.53,41.34
2017-06-21,84,53.0,,0.53,44.52
2017-06-22,68,53.0,,0.53,36.04
2017-06-23,64,53.0,,0.53,33.92
2017-06-24,54,53.0,,0.53,28.62
2017-06-25,55,53.0,,0.53,29.150000000000002
2017-06-26,78,53.0,,0.53,41.34
2017-06-27,63,53.0,,0.53,33.39
2017-06-28,74,53.0,,0.53,39.22
2017-06-29,74,53.0,,0.53,39.22
2017-06-30,59,53.0,,0.53,31.270000000000003
2017-07-01,64,48.0,False,0.48,30.72
2017-07-02,66,48.0,,0.48,31.68
2017-07-03,69,48.0,,0.48,33.12
2017-07-04,65,48.0,,0.48,31.2
2017-07-05,81,48.0,,0.48,38.879999999999995
2017-07-06,85,48.0,,0.48,40.8
2017-07-07,76,48.0,,0.48,36.48
2017-07-08,66,48.0,,0.48,31.68
2017-07-09,72,48.0,,0.48,34.56
2017-07-10,83,48.0,,0.48,39.839999999999996
2017-07-11,87,48.0,,0.48,41.76
2017-07-12,91,48.0,,0.48,43.68
2017-07-13,88,48.0,,0.48,42.239999999999995
2017-07-14,76,48.0,,0.48,36.48
2017-07-15,65,48.0,,0.48,31.2
2017-07-16,74,48.0,,0.48,35.519999999999996
2017-07-17,94,48.0,,0.48,45.12
2017-07-18,81,48.0,,0.48,38.879999999999995
2017-07-19,96,48.0,,0.48,46.08
2017-07-20,84,48.0,,0.48,40.32
2017-07-21,78,48.0,,0.48,37.44
2017-07-22,72,48.0,,0.48,34.56
2017-07-23,77,48.0,,0.48,36.96
2017-07-24,97,48.0,,0.48,46.559999999999995
2017-07-25,100,48.0,,0.48,48.0
2017-07-26,91,48.0,,0.48,43.68
2017-07-27,88,48.0,,0.48,42.239999999999995
2017-07-28,87,48.0,,0.48,41.76
2017-07-29,65,48.0,,0.48,31.2
2017-07-30,82,48.0,,0.48,39.36
2017-07-31,94,48.0,,0.48,45.12
2017-08-01,39,56.0,False,0.56,21.840000000000003
2017-08-02,47,56.0,,0.56,26.320000000000004
2017-08-03,47,56.0,,0.56,26.320000000000004
2017-08-04,40,56.0,,0.56,22.400000000000002
2017-08-05,38,56.0,,0.56,21.28
2017-08-06,40,56.0,,0.56,22.400000000000002
2017-08-07,48,56.0,,0.56,26.880000000000003
2017-08-08,47,56.0,,0.56,26.320000000000004
2017-08-09,46,56.0,,0.56,25.76
2017-08-10,48,56.0,,0.56,26.880000000000003
2017-08-11,45,56.0,,0.56,25.200000000000003
2017-08-12,37,56.0,,0.56,20.720000000000002
2017-08-13,39,56.0,,0.56,21.840000000000003
2017-08-14,49,56.0,,0.56,27.44
2017-08-15,49,56.0,,0.56,27.44
2017-08-16,48,56.0,,0.56,26.880000000000003
2017-08-17,44,56.0,,0.56,24.64
2017-08-18,44,56.0,,0.56,24.64
2017-08-19,36,56.0,,0.56,20.160000000000004
2017-08-20,40,56.0,,0.56,22.400000000000002
2017-08-21,39,56.0,,0.56,21.840000000000003
2017-08-22,47,56.0,,0.56,26.320000000000004
2017-08-23,52,56.0,,0.56,29.120000000000005
2017-08-24,48,56.0,,0.56,26.880000000000003
2017-08-25,45,56.0,,0.56,25.200000000000003
2017-08-26,39,56.0,,0.56,21.840000000000003
2017-08-27,40,56.0,,0.56,22.400000000000002
2017-08-28,69,56.0,,0.56,38.64
2017-08-29,87,56.0,,0.56,48.720000000000006
2017-08-30,100,56.0,,0.56,56.00000000000001
2017-08-31,96,56.0,,0.56,53.760000000000005
2017-09-01,100,67.0,False,0.67,67.0
2017-09-02,65,67.0,,0.67,43.550000000000004
2017-09-03,60,67.0,,0.67,40.2
2017-09-04,62,67.0,,0.67,41.54
2017-09-05,64,67.0,,0.67,42.88
2017-09-06,62,67.0,,0.67,41.54
2017-09-07,60,67.0,,0.67,40.2
2017-09-08,71,67.0,,0.67,47.57
2017-09-09,45,67.0,,0.67,30.150000000000002
2017-09-10,55,67.0,,0.67,36.85
2017-09-11,60,67.0,,0.67,40.2
2017-09-12,69,67.0,,0.67,46.230000000000004
2017-09-13,71,67.0,,0.67,47.57
2017-09-14,62,67.0,,0.67,41.54
2017-09-15,59,67.0,,0.67,39.53
2017-09-16,45,67.0,,0.67,30.150000000000002
2017-09-17,55,67.0,,0.67,36.85
2017-09-18,56,67.0,,0.67,37.52
2017-09-19,52,67.0,,0.67,34.84
2017-09-20,58,67.0,,0.67,38.86
2017-09-21,58,67.0,,0.67,38.86
2017-09-22,56,67.0,,0.67,37.52
2017-09-23,51,67.0,,0.67,34.17
2017-09-24,70,67.0,,0.67,46.900000000000006
2017-09-25,82,67.0,,0.67,54.940000000000005
2017-09-26,79,67.0,,0.67,52.93
2017-09-27,70,67.0,,0.67,46.900000000000006
2017-09-28,59,67.0,,0.67,39.53
2017-09-29,67,67.0,,0.67,44.89
2017-09-30,57,67.0,,0.67,38.190000000000005
2017-10-01,81,60.0,False,0.6,48.6
2017-10-02,88,60.0,,0.6,52.8
2017-10-03,99,60.0,,0.6,59.4
2017-10-04,100,60.0,,0.6,60.0
2017-10-05,79,60.0,,0.6,47.4
2017-10-06,75,60.0,,0.6,45.0
2017-10-07,68,60.0,,0.6,40.8
2017-10-08,71,60.0,,0.6,42.6
2017-10-09,83,60.0,,0.6,49.8
2017-10-10,92,60.0,,0.6,55.199999999999996
2017-10-11,88,60.0,,0.6,52.8
2017-10-12,96,60.0,,0.6,57.599999999999994
2017-10-13,91,60.0,,0.6,54.6
2017-10-14,65,60.0,,0.6,39.0
2017-10-15,74,60.0,,0.6,44.4
2017-10-16,96,60.0,,0.6,57.599999999999994
2017-10-17,90,60.0,,0.6,54.0
2017-10-18,86,60.0,,0.6,51.6
2017-10-19,87,60.0,,0.6,52.199999999999996
2017-10-20,84,60.0,,0.6,50.4
2017-10-21,79,60.0,,0.6,47.4
2017-10-22,81,60.0,,0.6,48.6
2017-10-23,88,60.0,,0.6,52.8
2017-10-24,93,60.0,,0.6,55.8
2017-10-25,85,60.0,,0.6,51.0
2017-10-26,77,60.0,,0.6,46.199999999999996
2017-10-27,84,60.0,,0.6,50.4
2017-10-28,66,60.0,,0.6,39.6
2017-10-29,60,60.0,,0.6,36.0
2017-10-30,76,60.0,,0.6,45.6
2017-10-31,74,60.0,,0.6,44.4
2017-11-01,63,61.0,False,0.61,38.43
2017-11-02,62,61.0,,0.61,37.82
2017-11-03,61,61.0,,0.61,37.21
2017-11-04,66,61.0,,0.61,40.26
2017-11-05,56,61.0,,0.61,34.16
2017-11-06,65,61.0,,0.61,39.65
2017-11-07,61,61.0,,0.61,37.21
2017-11-08,62,61.0,,0.61,37.82
2017-11-09,62,61.0,,0.61,37.82
2017-11-10,56,61.0,,0.61,34.16
2017-11-11,48,61.0,,0.61,29.28
2017-11-12,51,61.0,,0.61,31.11
2017-11-13,60,61.0,,0.61,36.6
2017-11-14,84,61.0,,0.61,51.24
2017-11-15,71,61.0,,0.61,43.31
2017-11-16,72,61.0,,0.61,43.92
2017-11-17,70,61.0,,0.61,42.699999999999996
2017-11-18,53,61.0,,0.61,32.33
2017-11-19,56,61.0,,0.61,34.16
2017-11-20,70,61.0,,0.61,42.699999999999996
2017-11-21,67,61.0,,0.61,40.87
2017-11-22,58,61.0,,0.61,35.38
2017-11-23,41,61.0,,0.61,25.009999999999998
2017-11-24,43,61.0,,0.61,26.23
2017-11-25,50,61.0,,0.61,30.5
2017-11-26,52,61.0,,0.61,31.72
2017-11-27,66,61.0,,0.61,40.26
2017-11-28,100,61.0,,0.61,61.0
2017-11-29,80,61.0,,0.61,48.8
2017-11-30,74,61.0,,0.61,45.14
2017-12-01,84,66.0,False,0.66,55.440000000000005
2017-12-02,88,66.0,,0.66,58.080000000000005
2017-12-03,64,66.0,,0.66,42.24
2017-12-04,91,66.0,,0.66,60.06
2017-12-05,81,66.0,,0.66,53.46
2017-12-06,87,66.0,,0.66,57.42
2017-12-07,76,66.0,,0.66,50.160000000000004
2017-12-08,81,66.0,,0.66,53.46
2017-12-09,76,66.0,,0.66,50.160000000000004
2017-12-10,60,66.0,,0.66,39.6
2017-12-11,82,66.0,,0.66,54.120000000000005
2017-12-12,86,66.0,,0.66,56.760000000000005
2017-12-13,83,66.0,,0.66,54.78
2017-12-14,84,66.0,,0.66,55.440000000000005
2017-12-15,70,66.0,,0.66,46.2
2017-12-16,67,66.0,,0.66,44.22
2017-12-17,79,66.0,,0.66,52.14
2017-12-18,82,66.0,,0.66,54.120000000000005
2017-12-19,80,66.0,,0.66,52.800000000000004
2017-12-20,82,66.0,,0.66,54.120000000000005
2017-12-21,100,66.0,,0.66,66.0
2017-12-22,83,66.0,,0.66,54.78
2017-12-23,75,66.0,,0.66,49.5
2017-12-24,68,66.0,,0.66,44.88
2017-12-25,55,66.0,,0.66,36.300000000000004
2017-12-26,69,66.0,,0.66,45.54
2017-12-27,72,66.0,,0.66,47.52
2017-12-28,78,66.0,,0.66,51.480000000000004
2017-12-29,86,66.0,,0.66,56.760000000000005
2017-12-30,76,66.0,,0.66,50.160000000000004
2017-12-31,100,66.0,,0.66,66.0
2018-01-01,74,57.0,False,0.57,42.18
2018-01-02,92,57.0,,0.57,52.44
2018-01-03,83,57.0,,0.57,47.309999999999995
2018-01-04,86,57.0,,0.57,49.019999999999996
2018-01-05,81,57.0,,0.57,46.169999999999995
2018-01-06,76,57.0,,0.57,43.31999999999999
2018-01-07,75,57.0,,0.57,42.74999999999999
2018-01-08,85,57.0,,0.57,48.449999999999996
2018-01-09,82,57.0,,0.57,46.739999999999995
2018-01-10,87,57.0,,0.57,49.589999999999996
2018-01-11,76,57.0,,0.57,43.31999999999999
2018-01-12,85,57.0,,0.57,48.449999999999996
2018-01-13,63,57.0,,0.57,35.91
2018-01-14,79,57.0,,0.57,45.029999999999994
2018-01-15,69,57.0,,0.57,39.33
2018-01-16,73,57.0,,0.57,41.61
2018-01-17,82,57.0,,0.57,46.739999999999995
2018-01-18,90,57.0,,0.57,51.3
2018-01-19,93,57.0,,0.57,53.01
2018-01-20,77,57.0,,0.57,43.88999999999999
2018-01-21,71,57.0,,0.57,40.47
2018-01-22,88,57.0,,0.57,50.16
2018-01-23,80,57.0,,0.57,45.599999999999994
2018-01-24,86,57.0,,0.57,49.019999999999996
2018-01-25,100,57.0,,0.57,56.99999999999999
2018-01-26,80,57.0,,0.57,45.599999999999994
2018-01-27,73,57.0,,0.57,41.61
2018-01-28,76,57.0,,0.57,43.31999999999999
2018-01-29,84,57.0,,0.57,47.879999999999995
2018-01-30,90,57.0,,0.57,51.3
2018-01-31,94,57.0,,0.57,53.58
2018-02-01,92,56.0,False,0.56,51.52
2018-02-02,72,56.0,,0.56,40.32000000000001
2018-02-03,79,56.0,,0.56,44.24
2018-02-04,97,56.0,,0.56,54.32000000000001
2018-02-05,100,56.0,,0.56,56.00000000000001
2018-02-06,87,56.0,,0.56,48.720000000000006
2018-02-07,81,56.0,,0.56,45.36000000000001
2018-02-08,84,56.0,,0.56,47.040000000000006
2018-02-09,88,56.0,,0.56,49.28
2018-02-10,86,56.0,,0.56,48.160000000000004
2018-02-11,75,56.0,,0.56,42.00000000000001
2018-02-12,86,56.0,,0.56,48.160000000000004
2018-02-13,90,56.0,,0.56,50.400000000000006
2018-02-14,91,56.0,,0.56,50.96000000000001
2018-02-15,80,56.0,,0.56,44.800000000000004
2018-02-16,89,56.0,,0.56,49.84
2018-02-17,75,56.0,,0.56,42.00000000000001
2018-02-18,79,56.0,,0.56,44.24
2018-02-19,87,56.0,,0.56,48.720000000000006
2018-02-20,85,56.0,,0.56,47.6
2018-02-21,94,56.0,,0.56,52.64000000000001
2018-02-22,86,56.0,,0.56,48.160000000000004
2018-02-23,86,56.0,,0.56,48.160000000000004
2018-02-24,72,56.0,,0.56,40.32000000000001
2018-02-25,93,56.0,,0.56,52.080000000000005
2018-02-26,86,56.0,,0.56,48.160000000000004
2018-02-27,89,56.0,,0.56,49.84
2018-02-28,87,56.0,,0.56,48.720000000000006
2018-03-01,85,55.0,False,0.55,46.75000000000001
2018-03-02,79,55.0,,0.55,43.45
2018-03-03,84,55.0,,0.55,46.2
2018-03-04,76,55.0,,0.55,41.800000000000004
2018-03-05,94,55.0,,0.55,51.7
2018-03-06,100,55.0,,0.55,55.00000000000001
2018-03-07,84,55.0,,0.55,46.2
2018-03-08,97,55.0,,0.55,53.35
2018-03-09,86,55.0,,0.55,47.300000000000004
2018-03-10,72,55.0,,0.55,39.6
2018-03-11,67,55.0,,0.55,36.85
2018-03-12,92,55.0,,0.55,50.6
2018-03-13,96,55.0,,0.55,52.800000000000004
2018-03-14,89,55.0,,0.55,48.95
2018-03-15,90,55.0,,0.55,49.50000000000001
2018-03-16,80,55.0,,0.55,44.0
2018-03-17,66,55.0,,0.55,36.300000000000004
2018-03-18,78,55.0,,0.55,42.900000000000006
2018-03-19,82,55.0,,0.55,45.1
2018-03-20,75,55.0,,0.55,41.25
