date,CHARITY_unscaled,CHARITY_monthly,isPartial,scale,CHARITY
2005-01-01,61,93.0,False,0.93,56.730000000000004
2005-01-02,62,93.0,,0.93,57.660000000000004
2005-01-03,100,93.0,,0.93,93.0
2005-01-04,90,93.0,,0.93,83.7
2005-01-05,91,93.0,,0.93,84.63000000000001
2005-01-06,87,93.0,,0.93,80.91000000000001
2005-01-07,73,93.0,,0.93,67.89
2005-01-08,61,93.0,,0.93,56.730000000000004
2005-01-09,44,93.0,,0.93,40.92
2005-01-10,87,93.0,,0.93,80.91000000000001
2005-01-11,50,93.0,,0.93,46.5
2005-01-12,59,93.0,,0.93,54.870000000000005
2005-01-13,81,93.0,,0.93,75.33
2005-01-14,49,93.0,,0.93,45.57
2005-01-15,31,93.0,,0.93,28.830000000000002
2005-01-16,43,93.0,,0.93,39.99
2005-01-17,30,93.0,,0.93,27.900000000000002
2005-01-18,41,93.0,,0.93,38.13
2005-01-19,53,93.0,,0.93,49.29
2005-01-20,50,93.0,,0.93,46.5
2005-01-21,38,93.0,,0.93,35.34
2005-01-22,39,93.0,,0.93,36.27
2005-01-23,38,93.0,,0.93,35.34
2005-01-24,57,93.0,,0.93,53.010000000000005
2005-01-25,51,93.0,,0.93,47.43
2005-01-26,55,93.0,,0.93,51.150000000000006
2005-01-27,53,93.0,,0.93,49.29
2005-01-28,46,93.0,,0.93,42.78
2005-01-29,42,93.0,,0.93,39.06
2005-01-30,34,93.0,,0.93,31.62
2005-01-31,45,93.0,,0.93,41.85
2005-02-01,81,81.0,False,0.81,65.61
2005-02-02,87,81.0,,0.81,70.47
2005-02-03,57,81.0,,0.81,46.17
2005-02-04,60,81.0,,0.81,48.6
2005-02-05,66,81.0,,0.81,53.46
2005-02-06,44,81.0,,0.81,35.64
2005-02-07,62,81.0,,0.81,50.220000000000006
2005-02-08,41,81.0,,0.81,33.21
2005-02-09,43,81.0,,0.81,34.830000000000005
2005-02-10,77,81.0,,0.81,62.370000000000005
2005-02-11,67,81.0,,0.81,54.27
2005-02-12,21,81.0,,0.81,17.01
2005-02-13,35,81.0,,0.81,28.35
2005-02-14,86,81.0,,0.81,69.66000000000001
2005-02-15,69,81.0,,0.81,55.89
2005-02-16,38,81.0,,0.81,30.78
2005-02-17,34,81.0,,0.81,27.540000000000003
2005-02-18,41,81.0,,0.81,33.21
2005-02-19,29,81.0,,0.81,23.490000000000002
2005-02-20,58,81.0,,0.81,46.980000000000004
2005-02-21,29,81.0,,0.81,23.490000000000002
2005-02-22,84,81.0,,0.81,68.04
2005-02-23,100,81.0,,0.81,81.0
2005-02-24,47,81.0,,0.81,38.07
2005-02-25,63,81.0,,0.81,51.03
2005-02-26,38,81.0,,0.81,30.78
2005-02-27,20,81.0,,0.81,16.200000000000003
2005-02-28,84,81.0,,0.81,68.04
2005-03-01,73,71.0,False,0.71,51.83
2005-03-02,66,71.0,,0.71,46.86
2005-03-03,65,71.0,,0.71,46.15
2005-03-04,73,71.0,,0.71,51.83
2005-03-05,65,71.0,,0.71,46.15
2005-03-06,57,71.0,,0.71,40.47
2005-03-07,51,71.0,,0.71,36.21
2005-03-08,63,71.0,,0.71,44.73
2005-03-09,73,71.0,,0.71,51.83
2005-03-10,57,71.0,,0.71,40.47
2005-03-11,72,71.0,,0.71,51.12
2005-03-12,36,71.0,,0.71,25.56
2005-03-13,88,71.0,,0.71,62.48
2005-03-14,60,71.0,,0.71,42.599999999999994
2005-03-15,50,71.0,,0.71,35.5
2005-03-16,46,71.0,,0.71,32.66
2005-03-17,62,71.0,,0.71,44.019999999999996
2005-03-18,45,71.0,,0.71,31.95
2005-03-19,57,71.0,,0.71,40.47
2005-03-20,37,71.0,,0.71,26.27
2005-03-21,39,71.0,,0.71,27.689999999999998
2005-03-22,41,71.0,,0.71,29.11
2005-03-23,77,71.0,,0.71,54.669999999999995
2005-03-24,100,71.0,,0.71,71.0
2005-03-25,60,71.0,,0.71,42.599999999999994
2005-03-26,55,71.0,,0.71,39.05
2005-03-27,42,71.0,,0.71,29.82
2005-03-28,92,71.0,,0.71,65.32
2005-03-29,59,71.0,,0.71,41.89
2005-03-30,70,71.0,,0.71,49.699999999999996
2005-03-31,71,71.0,,0.71,50.41
2005-04-01,51,74.0,False,0.74,37.74
2005-04-02,61,74.0,,0.74,45.14
2005-04-03,84,74.0,,0.74,62.16
2005-04-04,61,74.0,,0.74,45.14
2005-04-05,0,74.0,,0.74,0.0
2005-04-06,60,74.0,,0.74,44.4
2005-04-07,60,74.0,,0.74,44.4
2005-04-08,62,74.0,,0.74,45.88
2005-04-09,75,74.0,,0.74,55.5
2005-04-10,48,74.0,,0.74,35.519999999999996
2005-04-11,56,74.0,,0.74,41.44
2005-04-12,62,74.0,,0.74,45.88
2005-04-13,62,74.0,,0.74,45.88
2005-04-14,52,74.0,,0.74,38.48
2005-04-15,87,74.0,,0.74,64.38
2005-04-16,100,74.0,,0.74,74.0
2005-04-17,61,74.0,,0.74,45.14
2005-04-18,27,74.0,,0.74,19.98
2005-04-19,52,74.0,,0.74,38.48
2005-04-20,65,74.0,,0.74,48.1
2005-04-21,71,74.0,,0.74,52.54
2005-04-22,63,74.0,,0.74,46.62
2005-04-23,97,74.0,,0.74,71.78
2005-04-24,52,74.0,,0.74,38.48
2005-04-25,51,74.0,,0.74,37.74
2005-04-26,83,74.0,,0.74,61.42
2005-04-27,65,74.0,,0.74,48.1
2005-04-28,89,74.0,,0.74,65.86
2005-04-29,78,74.0,,0.74,57.72
2005-04-30,70,74.0,,0.74,51.8
2005-05-01,46,68.0,False,0.68,31.28
2005-05-02,71,68.0,,0.68,48.28
2005-05-03,56,68.0,,0.68,38.080000000000005
2005-05-04,78,68.0,,0.68,53.040000000000006
2005-05-05,73,68.0,,0.68,49.64
2005-05-06,52,68.0,,0.68,35.36
2005-05-07,34,68.0,,0.68,23.12
2005-05-08,67,68.0,,0.68,45.56
2005-05-09,76,68.0,,0.68,51.68000000000001
2005-05-10,49,68.0,,0.68,33.32
2005-05-11,64,68.0,,0.68,43.52
2005-05-12,44,68.0,,0.68,29.92
2005-05-13,100,68.0,,0.68,68.0
2005-05-14,49,68.0,,0.68,33.32
2005-05-15,36,68.0,,0.68,24.48
2005-05-16,57,68.0,,0.68,38.760000000000005
2005-05-17,54,68.0,,0.68,36.720000000000006
2005-05-18,59,68.0,,0.68,40.120000000000005
2005-05-19,45,68.0,,0.68,30.6
2005-05-20,68,68.0,,0.68,46.24
2005-05-21,75,68.0,,0.68,51.00000000000001
2005-05-22,40,68.0,,0.68,27.200000000000003
2005-05-23,50,68.0,,0.68,34.0
2005-05-24,58,68.0,,0.68,39.440000000000005
2005-05-25,67,68.0,,0.68,45.56
2005-05-26,67,68.0,,0.68,45.56
2005-05-27,48,68.0,,0.68,32.64
2005-05-28,31,68.0,,0.68,21.080000000000002
2005-05-29,41,68.0,,0.68,27.880000000000003
2005-05-30,34,68.0,,0.68,23.12
2005-05-31,60,68.0,,0.68,40.800000000000004
2005-06-01,91,74.0,False,0.74,67.34
2005-06-02,62,74.0,,0.74,45.88
2005-06-03,69,74.0,,0.74,51.06
2005-06-04,93,74.0,,0.74,68.82
2005-06-05,41,74.0,,0.74,30.34
2005-06-06,83,74.0,,0.74,61.42
2005-06-07,65,74.0,,0.74,48.1
2005-06-08,100,74.0,,0.74,74.0
2005-06-09,88,74.0,,0.74,65.12
2005-06-10,72,74.0,,0.74,53.28
2005-06-11,22,74.0,,0.74,16.28
2005-06-12,77,74.0,,0.74,56.98
2005-06-13,63,74.0,,0.74,46.62
2005-06-14,57,74.0,,0.74,42.18
2005-06-15,63,74.0,,0.74,46.62
2005-06-16,83,74.0,,0.74,61.42
2005-06-17,92,74.0,,0.74,68.08
2005-06-18,70,74.0,,0.74,51.8
2005-06-19,63,74.0,,0.74,46.62
2005-06-20,75,74.0,,0.74,55.5
2005-06-21,71,74.0,,0.74,52.54
2005-06-22,59,74.0,,0.74,43.66
2005-06-23,58,74.0,,0.74,42.92
2005-06-24,65,74.0,,0.74,48.1
2005-06-25,93,74.0,,0.74,68.82
2005-06-26,33,74.0,,0.74,24.419999999999998
2005-06-27,79,74.0,,0.74,58.46
2005-06-28,90,74.0,,0.74,66.6
2005-06-29,76,74.0,,0.74,56.24
2005-06-30,78,74.0,,0.74,57.72
2005-07-01,47,67.0,False,0.67,31.490000000000002
2005-07-02,60,67.0,,0.67,40.2
2005-07-03,75,67.0,,0.67,50.25
2005-07-04,66,67.0,,0.67,44.220000000000006
2005-07-05,60,67.0,,0.67,40.2
2005-07-06,77,67.0,,0.67,51.59
2005-07-07,40,67.0,,0.67,26.8
2005-07-08,85,67.0,,0.67,56.95
2005-07-09,29,67.0,,0.67,19.43
2005-07-10,38,67.0,,0.67,25.46
2005-07-11,52,67.0,,0.67,34.84
2005-07-12,47,67.0,,0.67,31.490000000000002
2005-07-13,67,67.0,,0.67,44.89
2005-07-14,59,67.0,,0.67,39.53
2005-07-15,54,67.0,,0.67,36.18
2005-07-16,50,67.0,,0.67,33.5
2005-07-17,81,67.0,,0.67,54.27
2005-07-18,82,67.0,,0.67,54.940000000000005
2005-07-19,82,67.0,,0.67,54.940000000000005
2005-07-20,82,67.0,,0.67,54.940000000000005
2005-07-21,43,67.0,,0.67,28.810000000000002
2005-07-22,68,67.0,,0.67,45.56
2005-07-23,75,67.0,,0.67,50.25
2005-07-24,56,67.0,,0.67,37.52
2005-07-25,100,67.0,,0.67,67.0
2005-07-26,65,67.0,,0.67,43.550000000000004
2005-07-27,47,67.0,,0.67,31.490000000000002
2005-07-28,67,67.0,,0.67,44.89
2005-07-29,63,67.0,,0.67,42.21
2005-07-30,92,67.0,,0.67,61.64
2005-07-31,51,67.0,,0.67,34.17
2005-08-01,45,74.0,False,0.74,33.3
2005-08-02,63,74.0,,0.74,46.62
2005-08-03,76,74.0,,0.74,56.24
2005-08-04,60,74.0,,0.74,44.4
2005-08-05,53,74.0,,0.74,39.22
2005-08-06,60,74.0,,0.74,44.4
2005-08-07,50,74.0,,0.74,37.0
2005-08-08,50,74.0,,0.74,37.0
2005-08-09,49,74.0,,0.74,36.26
2005-08-10,52,74.0,,0.74,38.48
2005-08-11,57,74.0,,0.74,42.18
2005-08-12,50,74.0,,0.74,37.0
2005-08-13,48,74.0,,0.74,35.519999999999996
2005-08-14,45,74.0,,0.74,33.3
2005-08-15,70,74.0,,0.74,51.8
2005-08-16,61,74.0,,0.74,45.14
2005-08-17,46,74.0,,0.74,34.04
2005-08-18,49,74.0,,0.74,36.26
2005-08-19,57,74.0,,0.74,42.18
2005-08-20,54,74.0,,0.74,39.96
2005-08-21,48,74.0,,0.74,35.519999999999996
2005-08-22,69,74.0,,0.74,51.06
2005-08-23,50,74.0,,0.74,37.0
2005-08-24,92,74.0,,0.74,68.08
2005-08-25,62,74.0,,0.74,45.88
2005-08-26,57,74.0,,0.74,42.18
2005-08-27,26,74.0,,0.74,19.24
2005-08-28,36,74.0,,0.74,26.64
2005-08-29,66,74.0,,0.74,48.839999999999996
2005-08-30,69,74.0,,0.74,51.06
2005-08-31,100,74.0,,0.74,74.0
2005-09-01,100,100.0,False,1.0,100.0
2005-09-02,92,100.0,,1.0,92.0
2005-09-03,64,100.0,,1.0,64.0
2005-09-04,65,100.0,,1.0,65.0
2005-09-05,50,100.0,,1.0,50.0
2005-09-06,69,100.0,,1.0,69.0
2005-09-07,65,100.0,,1.0,65.0
2005-09-08,77,100.0,,1.0,77.0
2005-09-09,56,100.0,,1.0,56.0
2005-09-10,36,100.0,,1.0,36.0
2005-09-11,52,100.0,,1.0,52.0
2005-09-12,69,100.0,,1.0,69.0
2005-09-13,72,100.0,,1.0,72.0
2005-09-14,61,100.0,,1.0,61.0
2005-09-15,26,100.0,,1.0,26.0
2005-09-16,36,100.0,,1.0,36.0
2005-09-17,38,100.0,,1.0,38.0
2005-09-18,30,100.0,,1.0,30.0
2005-09-19,44,100.0,,1.0,44.0
2005-09-20,50,100.0,,1.0,50.0
2005-09-21,32,100.0,,1.0,32.0
2005-09-22,41,100.0,,1.0,41.0
2005-09-23,38,100.0,,1.0,38.0
2005-09-24,40,100.0,,1.0,40.0
2005-09-25,33,100.0,,1.0,33.0
2005-09-26,37,100.0,,1.0,37.0
2005-09-27,47,100.0,,1.0,47.0
2005-09-28,45,100.0,,1.0,45.0
2005-09-29,51,100.0,,1.0,51.0
2005-09-30,34,100.0,,1.0,34.0
2005-10-01,38,74.0,False,0.74,28.12
2005-10-02,75,74.0,,0.74,55.5
2005-10-03,82,74.0,,0.74,60.68
2005-10-04,85,74.0,,0.74,62.9
2005-10-05,64,74.0,,0.74,47.36
2005-10-06,82,74.0,,0.74,60.68
2005-10-07,95,74.0,,0.74,70.3
2005-10-08,42,74.0,,0.74,31.08
2005-10-09,90,74.0,,0.74,66.6
2005-10-10,80,74.0,,0.74,59.2
2005-10-11,78,74.0,,0.74,57.72
2005-10-12,81,74.0,,0.74,59.94
2005-10-13,61,74.0,,0.74,45.14
2005-10-14,68,74.0,,0.74,50.32
2005-10-15,77,74.0,,0.74,56.98
2005-10-16,84,74.0,,0.74,62.16
2005-10-17,87,74.0,,0.74,64.38
2005-10-18,67,74.0,,0.74,49.58
2005-10-19,75,74.0,,0.74,55.5
2005-10-20,81,74.0,,0.74,59.94
2005-10-21,51,74.0,,0.74,37.74
2005-10-22,66,74.0,,0.74,48.839999999999996
2005-10-23,74,74.0,,0.74,54.76
2005-10-24,69,74.0,,0.74,51.06
2005-10-25,79,74.0,,0.74,58.46
2005-10-26,100,74.0,,0.74,74.0
2005-10-27,88,74.0,,0.74,65.12
2005-10-28,67,74.0,,0.74,49.58
2005-10-29,50,74.0,,0.74,37.0
2005-10-30,71,74.0,,0.74,52.54
2005-10-31,85,74.0,,0.74,62.9
2005-11-01,65,79.0,False,0.79,51.35
2005-11-02,74,79.0,,0.79,58.46
2005-11-03,46,79.0,,0.79,36.34
2005-11-04,63,79.0,,0.79,49.77
2005-11-05,59,79.0,,0.79,46.61
2005-11-06,40,79.0,,0.79,31.6
2005-11-07,76,79.0,,0.79,60.040000000000006
2005-11-08,61,79.0,,0.79,48.190000000000005
2005-11-09,93,79.0,,0.79,73.47
2005-11-10,76,79.0,,0.79,60.040000000000006
2005-11-11,100,79.0,,0.79,79.0
2005-11-12,55,79.0,,0.79,43.45
2005-11-13,62,79.0,,0.79,48.980000000000004
2005-11-14,63,79.0,,0.79,49.77
2005-11-15,67,79.0,,0.79,52.93
2005-11-16,65,79.0,,0.79,51.35
2005-11-17,99,79.0,,0.79,78.21000000000001
2005-11-18,48,79.0,,0.79,37.92
2005-11-19,65,79.0,,0.79,51.35
2005-11-20,66,79.0,,0.79,52.14
2005-11-21,66,79.0,,0.79,52.14
2005-11-22,96,79.0,,0.79,75.84
2005-11-23,81,79.0,,0.79,63.99
2005-11-24,57,79.0,,0.79,45.03
2005-11-25,54,79.0,,0.79,42.660000000000004
2005-11-26,40,79.0,,0.79,31.6
2005-11-27,64,79.0,,0.79,50.56
2005-11-28,87,79.0,,0.79,68.73
2005-11-29,90,79.0,,0.79,71.10000000000001
2005-11-30,91,79.0,,0.79,71.89
2005-12-01,96,88.0,False,0.88,84.48
2005-12-02,80,88.0,,0.88,70.4
2005-12-03,69,88.0,,0.88,60.72
2005-12-04,82,88.0,,0.88,72.16
2005-12-05,92,88.0,,0.88,80.96
2005-12-06,73,88.0,,0.88,64.24
2005-12-07,97,88.0,,0.88,85.36
2005-12-08,83,88.0,,0.88,73.04
2005-12-09,94,88.0,,0.88,82.72
2005-12-10,76,88.0,,0.88,66.88
2005-12-11,71,88.0,,0.88,62.48
2005-12-12,66,88.0,,0.88,58.08
2005-12-13,68,88.0,,0.88,59.84
2005-12-14,79,88.0,,0.88,69.52
2005-12-15,73,88.0,,0.88,64.24
2005-12-16,100,88.0,,0.88,88.0
2005-12-17,93,88.0,,0.88,81.84
2005-12-18,83,88.0,,0.88,73.04
2005-12-19,71,88.0,,0.88,62.48
2005-12-20,99,88.0,,0.88,87.12
2005-12-21,88,88.0,,0.88,77.44
2005-12-22,74,88.0,,0.88,65.12
2005-12-23,92,88.0,,0.88,80.96
2005-12-24,86,88.0,,0.88,75.68
2005-12-25,74,88.0,,0.88,65.12
2005-12-26,74,88.0,,0.88,65.12
2005-12-27,69,88.0,,0.88,60.72
2005-12-28,73,88.0,,0.88,64.24
2005-12-29,83,88.0,,0.88,73.04
2005-12-30,90,88.0,,0.88,79.2
2005-12-31,65,88.0,,0.88,57.2
2006-01-01,64,64.0,False,0.64,40.96
2006-01-02,88,64.0,,0.64,56.32
2006-01-03,64,64.0,,0.64,40.96
2006-01-04,65,64.0,,0.64,41.6
2006-01-05,96,64.0,,0.64,61.44
2006-01-06,58,64.0,,0.64,37.12
2006-01-07,67,64.0,,0.64,42.88
2006-01-08,51,64.0,,0.64,32.64
2006-01-09,71,64.0,,0.64,45.44
2006-01-10,60,64.0,,0.64,38.4
2006-01-11,69,64.0,,0.64,44.160000000000004
2006-01-12,63,64.0,,0.64,40.32
2006-01-13,70,64.0,,0.64,44.800000000000004
2006-01-14,48,64.0,,0.64,30.72
2006-01-15,64,64.0,,0.64,40.96
2006-01-16,66,64.0,,0.64,42.24
2006-01-17,94,64.0,,0.64,60.160000000000004
2006-01-18,61,64.0,,0.64,39.04
2006-01-19,82,64.0,,0.64,52.480000000000004
2006-01-20,54,64.0,,0.64,34.56
2006-01-21,57,64.0,,0.64,36.480000000000004
2006-01-22,79,64.0,,0.64,50.56
2006-01-23,77,64.0,,0.64,49.28
2006-01-24,63,64.0,,0.64,40.32
2006-01-25,78,64.0,,0.64,49.92
2006-01-26,100,64.0,,0.64,64.0
2006-01-27,64,64.0,,0.64,40.96
2006-01-28,72,64.0,,0.64,46.08
2006-01-29,83,64.0,,0.64,53.120000000000005
2006-01-30,84,64.0,,0.64,53.76
2006-01-31,70,64.0,,0.64,44.800000000000004
2006-02-01,45,63.0,False,0.63,28.35
2006-02-02,63,63.0,,0.63,39.69
2006-02-03,67,63.0,,0.63,42.21
2006-02-04,54,63.0,,0.63,34.02
2006-02-05,85,63.0,,0.63,53.55
2006-02-06,77,63.0,,0.63,48.51
2006-02-07,67,63.0,,0.63,42.21
2006-02-08,94,63.0,,0.63,59.22
2006-02-09,87,63.0,,0.63,54.81
2006-02-10,59,63.0,,0.63,37.17
2006-02-11,69,63.0,,0.63,43.47
2006-02-12,62,63.0,,0.63,39.06
2006-02-13,68,63.0,,0.63,42.84
2006-02-14,77,63.0,,0.63,48.51
2006-02-15,67,63.0,,0.63,42.21
2006-02-16,100,63.0,,0.63,63.0
2006-02-17,59,63.0,,0.63,37.17
2006-02-18,56,63.0,,0.63,35.28
2006-02-19,68,63.0,,0.63,42.84
2006-02-20,72,63.0,,0.63,45.36
2006-02-21,70,63.0,,0.63,44.1
2006-02-22,73,63.0,,0.63,45.99
2006-02-23,60,63.0,,0.63,37.8
2006-02-24,53,63.0,,0.63,33.39
2006-02-25,62,63.0,,0.63,39.06
2006-02-26,77,63.0,,0.63,48.51
2006-02-27,74,63.0,,0.63,46.62
2006-02-28,64,63.0,,0.63,40.32
2006-03-01,68,64.0,False,0.64,43.52
2006-03-02,87,64.0,,0.64,55.68
2006-03-03,53,64.0,,0.64,33.92
2006-03-04,72,64.0,,0.64,46.08
2006-03-05,64,64.0,,0.64,40.96
2006-03-06,91,64.0,,0.64,58.24
2006-03-07,55,64.0,,0.64,35.2
2006-03-08,80,64.0,,0.64,51.2
2006-03-09,61,64.0,,0.64,39.04
2006-03-10,100,64.0,,0.64,64.0
2006-03-11,72,64.0,,0.64,46.08
2006-03-12,64,64.0,,0.64,40.96
2006-03-13,55,64.0,,0.64,35.2
2006-03-14,86,64.0,,0.64,55.04
2006-03-15,91,64.0,,0.64,58.24
2006-03-16,49,64.0,,0.64,31.36
2006-03-17,83,64.0,,0.64,53.120000000000005
2006-03-18,68,64.0,,0.64,43.52
2006-03-19,54,64.0,,0.64,34.56
2006-03-20,66,64.0,,0.64,42.24
2006-03-21,70,64.0,,0.64,44.800000000000004
2006-03-22,68,64.0,,0.64,43.52
2006-03-23,77,64.0,,0.64,49.28
2006-03-24,73,64.0,,0.64,46.72
2006-03-25,60,64.0,,0.64,38.4
2006-03-26,45,64.0,,0.64,28.8
2006-03-27,96,64.0,,0.64,61.44
2006-03-28,58,64.0,,0.64,37.12
2006-03-29,70,64.0,,0.64,44.800000000000004
2006-03-30,69,64.0,,0.64,44.160000000000004
2006-03-31,75,64.0,,0.64,48.0
2006-04-01,64,65.0,False,0.65,41.6
2006-04-02,60,65.0,,0.65,39.0
2006-04-03,57,65.0,,0.65,37.050000000000004
2006-04-04,87,65.0,,0.65,56.550000000000004
2006-04-05,53,65.0,,0.65,34.45
2006-04-06,73,65.0,,0.65,47.45
2006-04-07,68,65.0,,0.65,44.2
2006-04-08,90,65.0,,0.65,58.5
2006-04-09,66,65.0,,0.65,42.9
2006-04-10,88,65.0,,0.65,57.2
2006-04-11,100,65.0,,0.65,65.0
2006-04-12,85,65.0,,0.65,55.25
2006-04-13,78,65.0,,0.65,50.7
2006-04-14,37,65.0,,0.65,24.05
2006-04-15,73,65.0,,0.65,47.45
2006-04-16,53,65.0,,0.65,34.45
2006-04-17,44,65.0,,0.65,28.6
2006-04-18,69,65.0,,0.65,44.85
2006-04-19,53,65.0,,0.65,34.45
2006-04-20,78,65.0,,0.65,50.7
2006-04-21,50,65.0,,0.65,32.5
2006-04-22,48,65.0,,0.65,31.200000000000003
2006-04-23,26,65.0,,0.65,16.900000000000002
2006-04-24,84,65.0,,0.65,54.6
2006-04-25,44,65.0,,0.65,28.6
2006-04-26,33,65.0,,0.65,21.45
2006-04-27,62,65.0,,0.65,40.300000000000004
2006-04-28,65,65.0,,0.65,42.25
2006-04-29,43,65.0,,0.65,27.95
2006-04-30,31,65.0,,0.65,20.150000000000002
2006-05-01,51,62.0,False,0.62,31.62
2006-05-02,88,62.0,,0.62,54.56
2006-05-03,65,62.0,,0.62,40.3
2006-05-04,82,62.0,,0.62,50.839999999999996
2006-05-05,52,62.0,,0.62,32.24
2006-05-06,100,62.0,,0.62,62.0
2006-05-07,55,62.0,,0.62,34.1
2006-05-08,77,62.0,,0.62,47.74
2006-05-09,63,62.0,,0.62,39.06
2006-05-10,68,62.0,,0.62,42.16
2006-05-11,65,62.0,,0.62,40.3
2006-05-12,72,62.0,,0.62,44.64
2006-05-13,81,62.0,,0.62,50.22
2006-05-14,50,62.0,,0.62,31.0
2006-05-15,78,62.0,,0.62,48.36
2006-05-16,56,62.0,,0.62,34.72
2006-05-17,65,62.0,,0.62,40.3
2006-05-18,64,62.0,,0.62,39.68
2006-05-19,63,62.0,,0.62,39.06
2006-05-20,61,62.0,,0.62,37.82
2006-05-21,50,62.0,,0.62,31.0
2006-05-22,75,62.0,,0.62,46.5
2006-05-23,67,62.0,,0.62,41.54
2006-05-24,50,62.0,,0.62,31.0
2006-05-25,62,62.0,,0.62,38.44
2006-05-26,56,62.0,,0.62,34.72
2006-05-27,54,62.0,,0.62,33.48
2006-05-28,25,62.0,,0.62,15.5
2006-05-29,52,62.0,,0.62,32.24
2006-05-30,57,62.0,,0.62,35.339999999999996
2006-05-31,72,62.0,,0.62,44.64
2006-06-01,67,64.0,False,0.64,42.88
2006-06-02,49,64.0,,0.64,31.36
2006-06-03,77,64.0,,0.64,49.28
2006-06-04,64,64.0,,0.64,40.96
2006-06-05,85,64.0,,0.64,54.4
2006-06-06,85,64.0,,0.64,54.4
2006-06-07,73,64.0,,0.64,46.72
2006-06-08,78,64.0,,0.64,49.92
2006-06-09,64,64.0,,0.64,40.96
2006-06-10,51,64.0,,0.64,32.64
2006-06-11,61,64.0,,0.64,39.04
2006-06-12,62,64.0,,0.64,39.68
2006-06-13,71,64.0,,0.64,45.44
2006-06-14,57,64.0,,0.64,36.480000000000004
2006-06-15,70,64.0,,0.64,44.800000000000004
2006-06-16,100,64.0,,0.64,64.0
2006-06-17,57,64.0,,0.64,36.480000000000004
2006-06-18,48,64.0,,0.64,30.72
2006-06-19,80,64.0,,0.64,51.2
2006-06-20,92,64.0,,0.64,58.88
2006-06-21,69,64.0,,0.64,44.160000000000004
2006-06-22,91,64.0,,0.64,58.24
2006-06-23,70,64.0,,0.64,44.800000000000004
2006-06-24,56,64.0,,0.64,35.84
2006-06-25,77,64.0,,0.64,49.28
2006-06-26,98,64.0,,0.64,62.72
2006-06-27,97,64.0,,0.64,62.08
2006-06-28,76,64.0,,0.64,48.64
2006-06-29,63,64.0,,0.64,40.32
2006-06-30,53,64.0,,0.64,33.92
2006-07-01,57,62.0,False,0.62,35.339999999999996
2006-07-02,85,62.0,,0.62,52.7
2006-07-03,90,62.0,,0.62,55.8
2006-07-04,74,62.0,,0.62,45.88
2006-07-05,46,62.0,,0.62,28.52
2006-07-06,91,62.0,,0.62,56.42
2006-07-07,56,62.0,,0.62,34.72
2006-07-08,67,62.0,,0.62,41.54
2006-07-09,31,62.0,,0.62,19.22
2006-07-10,61,62.0,,0.62,37.82
2006-07-11,78,62.0,,0.62,48.36
2006-07-12,84,62.0,,0.62,52.08
2006-07-13,86,62.0,,0.62,53.32
2006-07-14,76,62.0,,0.62,47.12
2006-07-15,53,62.0,,0.62,32.86
2006-07-16,69,62.0,,0.62,42.78
2006-07-17,57,62.0,,0.62,35.339999999999996
2006-07-18,78,62.0,,0.62,48.36
2006-07-19,71,62.0,,0.62,44.02
2006-07-20,82,62.0,,0.62,50.839999999999996
2006-07-21,55,62.0,,0.62,34.1
2006-07-22,51,62.0,,0.62,31.62
2006-07-23,90,62.0,,0.62,55.8
2006-07-24,65,62.0,,0.62,40.3
2006-07-25,100,62.0,,0.62,62.0
2006-07-26,55,62.0,,0.62,34.1
2006-07-27,86,62.0,,0.62,53.32
2006-07-28,90,62.0,,0.62,55.8
2006-07-29,90,62.0,,0.62,55.8
2006-07-30,75,62.0,,0.62,46.5
2006-07-31,94,62.0,,0.62,58.28
2006-08-01,71,62.0,False,0.62,44.02
2006-08-02,95,62.0,,0.62,58.9
2006-08-03,68,62.0,,0.62,42.16
2006-08-04,55,62.0,,0.62,34.1
2006-08-05,74,62.0,,0.62,45.88
2006-08-06,54,62.0,,0.62,33.48
2006-08-07,70,62.0,,0.62,43.4
2006-08-08,72,62.0,,0.62,44.64
2006-08-09,98,62.0,,0.62,60.76
2006-08-10,85,62.0,,0.62,52.7
2006-08-11,68,62.0,,0.62,42.16
2006-08-12,77,62.0,,0.62,47.74
2006-08-13,71,62.0,,0.62,44.02
2006-08-14,68,62.0,,0.62,42.16
2006-08-15,76,62.0,,0.62,47.12
2006-08-16,100,62.0,,0.62,62.0
2006-08-17,80,62.0,,0.62,49.6
2006-08-18,80,62.0,,0.62,49.6
2006-08-19,61,62.0,,0.62,37.82
2006-08-20,75,62.0,,0.62,46.5
2006-08-21,89,62.0,,0.62,55.18
2006-08-22,76,62.0,,0.62,47.12
2006-08-23,85,62.0,,0.62,52.7
2006-08-24,89,62.0,,0.62,55.18
2006-08-25,68,62.0,,0.62,42.16
2006-08-26,81,62.0,,0.62,50.22
2006-08-27,80,62.0,,0.62,49.6
2006-08-28,80,62.0,,0.62,49.6
2006-08-29,98,62.0,,0.62,60.76
2006-08-30,54,62.0,,0.62,33.48
2006-08-31,55,62.0,,0.62,34.1
2006-09-01,56,68.0,False,0.68,38.080000000000005
2006-09-02,33,68.0,,0.68,22.44
2006-09-03,44,68.0,,0.68,29.92
2006-09-04,63,68.0,,0.68,42.84
2006-09-05,70,68.0,,0.68,47.6
2006-09-06,73,68.0,,0.68,49.64
2006-09-07,77,68.0,,0.68,52.36000000000001
2006-09-08,73,68.0,,0.68,49.64
2006-09-09,68,68.0,,0.68,46.24
