date,most profitable_unscaled,most profitable_monthly,isPartial,scale,most profitable
2012-08-22,81,60.0,,0.6,48.6
2012-08-23,68,60.0,,0.6,40.8
2012-08-24,55,60.0,,0.6,33.0
2012-08-25,82,60.0,,0.6,49.199999999999996
2012-08-26,65,60.0,,0.6,39.0
2012-08-27,71,60.0,,0.6,42.6
2012-08-28,45,60.0,,0.6,27.0
2012-08-29,20,60.0,,0.6,12.0
2012-08-30,60,60.0,,0.6,36.0
2012-08-31,89,60.0,,0.6,53.4
2012-09-01,48,66.0,False,0.66,31.68
2012-09-02,50,66.0,,0.66,33.0
2012-09-03,82,66.0,,0.66,54.120000000000005
2012-09-04,95,66.0,,0.66,62.7
2012-09-05,38,66.0,,0.66,25.080000000000002
2012-09-06,51,66.0,,0.66,33.660000000000004
2012-09-07,52,66.0,,0.66,34.32
2012-09-08,46,66.0,,0.66,30.360000000000003
2012-09-09,54,66.0,,0.66,35.64
2012-09-10,57,66.0,,0.66,37.620000000000005
2012-09-11,50,66.0,,0.66,33.0
2012-09-12,38,66.0,,0.66,25.080000000000002
2012-09-13,57,66.0,,0.66,37.620000000000005
2012-09-14,39,66.0,,0.66,25.740000000000002
2012-09-15,40,66.0,,0.66,26.400000000000002
2012-09-16,39,66.0,,0.66,25.740000000000002
2012-09-17,37,66.0,,0.66,24.42
2012-09-18,18,66.0,,0.66,11.88
2012-09-19,50,66.0,,0.66,33.0
2012-09-20,64,66.0,,0.66,42.24
2012-09-21,39,66.0,,0.66,25.740000000000002
2012-09-22,47,66.0,,0.66,31.020000000000003
2012-09-23,39,66.0,,0.66,25.740000000000002
2012-09-24,100,66.0,,0.66,66.0
2012-09-25,56,66.0,,0.66,36.96
2012-09-26,43,66.0,,0.66,28.380000000000003
2012-09-27,81,66.0,,0.66,53.46
2012-09-28,65,66.0,,0.66,42.9
2012-09-29,31,66.0,,0.66,20.46
2012-09-30,46,66.0,,0.66,30.360000000000003
2012-10-01,61,67.0,False,0.67,40.870000000000005
2012-10-02,100,67.0,,0.67,67.0
2012-10-03,81,67.0,,0.67,54.27
2012-10-04,54,67.0,,0.67,36.18
2012-10-05,71,67.0,,0.67,47.57
2012-10-06,68,67.0,,0.67,45.56
2012-10-07,49,67.0,,0.67,32.830000000000005
2012-10-08,54,67.0,,0.67,36.18
2012-10-09,40,67.0,,0.67,26.8
2012-10-10,53,67.0,,0.67,35.510000000000005
2012-10-11,74,67.0,,0.67,49.580000000000005
2012-10-12,49,67.0,,0.67,32.830000000000005
2012-10-13,84,67.0,,0.67,56.28
2012-10-14,73,67.0,,0.67,48.910000000000004
2012-10-15,58,67.0,,0.67,38.86
2012-10-16,52,67.0,,0.67,34.84
2012-10-17,59,67.0,,0.67,39.53
2012-10-18,60,67.0,,0.67,40.2
2012-10-19,97,67.0,,0.67,64.99000000000001
2012-10-20,92,67.0,,0.67,61.64
2012-10-21,33,67.0,,0.67,22.110000000000003
2012-10-22,46,67.0,,0.67,30.82
2012-10-23,57,67.0,,0.67,38.190000000000005
2012-10-24,78,67.0,,0.67,52.260000000000005
2012-10-25,39,67.0,,0.67,26.130000000000003
2012-10-26,41,67.0,,0.67,27.470000000000002
2012-10-27,58,67.0,,0.67,38.86
2012-10-28,80,67.0,,0.67,53.6
2012-10-29,38,67.0,,0.67,25.46
2012-10-30,45,67.0,,0.67,30.150000000000002
2012-10-31,61,67.0,,0.67,40.870000000000005
2012-11-01,36,60.0,False,0.6,21.599999999999998
2012-11-02,35,60.0,,0.6,21.0
2012-11-03,14,60.0,,0.6,8.4
2012-11-04,54,60.0,,0.6,32.4
2012-11-05,50,60.0,,0.6,30.0
2012-11-06,54,60.0,,0.6,32.4
2012-11-07,82,60.0,,0.6,49.199999999999996
2012-11-08,45,60.0,,0.6,27.0
2012-11-09,47,60.0,,0.6,28.2
2012-11-10,35,60.0,,0.6,21.0
2012-11-11,70,60.0,,0.6,42.0
2012-11-12,63,60.0,,0.6,37.8
2012-11-13,33,60.0,,0.6,19.8
2012-11-14,22,60.0,,0.6,13.2
2012-11-15,57,60.0,,0.6,34.199999999999996
2012-11-16,29,60.0,,0.6,17.4
2012-11-17,35,60.0,,0.6,21.0
2012-11-18,34,60.0,,0.6,20.4
2012-11-19,100,60.0,,0.6,60.0
2012-11-20,50,60.0,,0.6,30.0
2012-11-21,66,60.0,,0.6,39.6
2012-11-22,65,60.0,,0.6,39.0
2012-11-23,27,60.0,,0.6,16.2
2012-11-24,41,60.0,,0.6,24.599999999999998
2012-11-25,60,60.0,,0.6,36.0
2012-11-26,32,60.0,,0.6,19.2
2012-11-27,42,60.0,,0.6,25.2
2012-11-28,38,60.0,,0.6,22.8
2012-11-29,64,60.0,,0.6,38.4
2012-11-30,72,60.0,,0.6,43.199999999999996
2012-12-01,46,58.0,False,0.58,26.68
2012-12-02,55,58.0,,0.58,31.9
2012-12-03,67,58.0,,0.58,38.86
2012-12-04,65,58.0,,0.58,37.699999999999996
2012-12-05,59,58.0,,0.58,34.22
2012-12-06,68,58.0,,0.58,39.44
2012-12-07,39,58.0,,0.58,22.619999999999997
2012-12-08,56,58.0,,0.58,32.48
2012-12-09,81,58.0,,0.58,46.98
2012-12-10,88,58.0,,0.58,51.04
2012-12-11,52,58.0,,0.58,30.159999999999997
2012-12-12,53,58.0,,0.58,30.74
2012-12-13,23,58.0,,0.58,13.34
2012-12-14,92,58.0,,0.58,53.36
2012-12-15,93,58.0,,0.58,53.94
2012-12-16,46,58.0,,0.58,26.68
2012-12-17,23,58.0,,0.58,13.34
2012-12-18,76,58.0,,0.58,44.08
2012-12-19,70,58.0,,0.58,40.599999999999994
2012-12-20,24,58.0,,0.58,13.919999999999998
2012-12-21,25,58.0,,0.58,14.499999999999998
2012-12-22,59,58.0,,0.58,34.22
2012-12-23,71,58.0,,0.58,41.18
2012-12-24,39,58.0,,0.58,22.619999999999997
2012-12-25,54,58.0,,0.58,31.319999999999997
2012-12-26,96,58.0,,0.58,55.67999999999999
2012-12-27,58,58.0,,0.58,33.64
2012-12-28,92,58.0,,0.58,53.36
2012-12-29,74,58.0,,0.58,42.919999999999995
2012-12-30,85,58.0,,0.58,49.3
2012-12-31,100,58.0,,0.58,57.99999999999999
2013-01-01,39,64.0,False,0.64,24.96
2013-01-02,52,64.0,,0.64,33.28
2013-01-03,41,64.0,,0.64,26.240000000000002
2013-01-04,21,64.0,,0.64,13.44
2013-01-05,61,64.0,,0.64,39.04
2013-01-06,72,64.0,,0.64,46.08
2013-01-07,40,64.0,,0.64,25.6
2013-01-08,39,64.0,,0.64,24.96
2013-01-09,100,64.0,,0.64,64.0
2013-01-10,60,64.0,,0.64,38.4
2013-01-11,71,64.0,,0.64,45.44
2013-01-12,36,64.0,,0.64,23.04
2013-01-13,0,64.0,,0.64,0.0
2013-01-14,59,64.0,,0.64,37.76
2013-01-15,29,64.0,,0.64,18.56
2013-01-16,29,64.0,,0.64,18.56
2013-01-17,40,64.0,,0.64,25.6
2013-01-18,0,64.0,,0.64,0.0
2013-01-19,24,64.0,,0.64,15.36
2013-01-20,36,64.0,,0.64,23.04
2013-01-21,41,64.0,,0.64,26.240000000000002
2013-01-22,67,64.0,,0.64,42.88
2013-01-23,30,64.0,,0.64,19.2
2013-01-24,20,64.0,,0.64,12.8
2013-01-25,60,64.0,,0.64,38.4
2013-01-26,0,64.0,,0.64,0.0
2013-01-27,12,64.0,,0.64,7.68
2013-01-28,29,64.0,,0.64,18.56
2013-01-29,38,64.0,,0.64,24.32
2013-01-30,39,64.0,,0.64,24.96
2013-01-31,19,64.0,,0.64,12.16
2013-02-01,29,61.0,False,0.61,17.69
2013-02-02,68,61.0,,0.61,41.48
2013-02-03,100,61.0,,0.61,61.0
2013-02-04,28,61.0,,0.61,17.08
2013-02-05,14,61.0,,0.61,8.54
2013-02-06,37,61.0,,0.61,22.57
2013-02-07,28,61.0,,0.61,17.08
2013-02-08,24,61.0,,0.61,14.64
2013-02-09,34,61.0,,0.61,20.74
2013-02-10,67,61.0,,0.61,40.87
2013-02-11,45,61.0,,0.61,27.45
2013-02-12,77,61.0,,0.61,46.97
2013-02-13,37,61.0,,0.61,22.57
2013-02-14,19,61.0,,0.61,11.59
2013-02-15,44,61.0,,0.61,26.84
2013-02-16,39,61.0,,0.61,23.79
2013-02-17,69,61.0,,0.61,42.089999999999996
2013-02-18,71,61.0,,0.61,43.31
2013-02-19,32,61.0,,0.61,19.52
2013-02-20,37,61.0,,0.61,22.57
2013-02-21,23,61.0,,0.61,14.03
2013-02-22,52,61.0,,0.61,31.72
2013-02-23,22,61.0,,0.61,13.42
2013-02-24,17,61.0,,0.61,10.37
2013-02-25,41,61.0,,0.61,25.009999999999998
2013-02-26,31,61.0,,0.61,18.91
2013-02-27,46,61.0,,0.61,28.06
2013-02-28,42,61.0,,0.61,25.62
2013-03-01,42,74.0,False,0.74,31.08
2013-03-02,25,74.0,,0.74,18.5
2013-03-03,74,74.0,,0.74,54.76
2013-03-04,68,74.0,,0.74,50.32
2013-03-05,67,74.0,,0.74,49.58
2013-03-06,100,74.0,,0.74,74.0
2013-03-07,55,74.0,,0.74,40.7
2013-03-08,21,74.0,,0.74,15.54
2013-03-09,83,74.0,,0.74,61.42
2013-03-10,75,74.0,,0.74,55.5
2013-03-11,54,74.0,,0.74,39.96
2013-03-12,73,74.0,,0.74,54.019999999999996
2013-03-13,54,74.0,,0.74,39.96
2013-03-14,48,74.0,,0.74,35.519999999999996
2013-03-15,43,74.0,,0.74,31.82
2013-03-16,99,74.0,,0.74,73.26
2013-03-17,50,74.0,,0.74,37.0
2013-03-18,40,74.0,,0.74,29.6
2013-03-19,67,74.0,,0.74,49.58
2013-03-20,61,74.0,,0.74,45.14
2013-03-21,54,74.0,,0.74,39.96
2013-03-22,35,74.0,,0.74,25.9
2013-03-23,50,74.0,,0.74,37.0
2013-03-24,58,74.0,,0.74,42.92
2013-03-25,40,74.0,,0.74,29.6
2013-03-26,82,74.0,,0.74,60.68
2013-03-27,69,74.0,,0.74,51.06
2013-03-28,63,74.0,,0.74,46.62
2013-03-29,53,74.0,,0.74,39.22
2013-03-30,61,74.0,,0.74,45.14
2013-03-31,90,74.0,,0.74,66.6
2013-04-01,81,61.0,False,0.61,49.41
2013-04-02,39,61.0,,0.61,23.79
2013-04-03,40,61.0,,0.61,24.4
2013-04-04,71,61.0,,0.61,43.31
2013-04-05,31,61.0,,0.61,18.91
2013-04-06,51,61.0,,0.61,31.11
2013-04-07,50,61.0,,0.61,30.5
2013-04-08,20,61.0,,0.61,12.2
2013-04-09,49,61.0,,0.61,29.89
2013-04-10,40,61.0,,0.61,24.4
2013-04-11,30,61.0,,0.61,18.3
2013-04-12,62,61.0,,0.61,37.82
2013-04-13,37,61.0,,0.61,22.57
2013-04-14,12,61.0,,0.61,7.32
2013-04-15,86,61.0,,0.61,52.46
2013-04-16,0,61.0,,0.61,0.0
2013-04-17,29,61.0,,0.61,17.69
2013-04-18,60,61.0,,0.61,36.6
2013-04-19,30,61.0,,0.61,18.3
2013-04-20,63,61.0,,0.61,38.43
2013-04-21,13,61.0,,0.61,7.93
2013-04-22,30,61.0,,0.61,18.3
2013-04-23,30,61.0,,0.61,18.3
2013-04-24,100,61.0,,0.61,61.0
2013-04-25,30,61.0,,0.61,18.3
2013-04-26,64,61.0,,0.61,39.04
2013-04-27,64,61.0,,0.61,39.04
2013-04-28,50,61.0,,0.61,30.5
2013-04-29,59,61.0,,0.61,35.99
2013-04-30,59,61.0,,0.61,35.99
2013-05-01,19,57.0,False,0.57,10.829999999999998
2013-05-02,52,57.0,,0.57,29.639999999999997
2013-05-03,40,57.0,,0.57,22.799999999999997
2013-05-04,48,57.0,,0.57,27.36
2013-05-05,54,57.0,,0.57,30.779999999999998
2013-05-06,100,57.0,,0.57,56.99999999999999
2013-05-07,76,57.0,,0.57,43.31999999999999
2013-05-08,28,57.0,,0.57,15.959999999999999
2013-05-09,62,57.0,,0.57,35.339999999999996
2013-05-10,35,57.0,,0.57,19.95
2013-05-11,36,57.0,,0.57,20.52
2013-05-12,63,57.0,,0.57,35.91
2013-05-13,44,57.0,,0.57,25.08
2013-05-14,24,57.0,,0.57,13.68
2013-05-15,63,57.0,,0.57,35.91
2013-05-16,44,57.0,,0.57,25.08
2013-05-17,30,57.0,,0.57,17.099999999999998
2013-05-18,37,57.0,,0.57,21.09
2013-05-19,41,57.0,,0.57,23.369999999999997
2013-05-20,48,57.0,,0.57,27.36
2013-05-21,33,57.0,,0.57,18.81
2013-05-22,48,57.0,,0.57,27.36
2013-05-23,24,57.0,,0.57,13.68
2013-05-24,31,57.0,,0.57,17.669999999999998
2013-05-25,19,57.0,,0.57,10.829999999999998
2013-05-26,26,57.0,,0.57,14.819999999999999
2013-05-27,89,57.0,,0.57,50.73
2013-05-28,43,57.0,,0.57,24.509999999999998
2013-05-29,33,57.0,,0.57,18.81
2013-05-30,29,57.0,,0.57,16.529999999999998
2013-05-31,36,57.0,,0.57,20.52
2013-06-01,18,59.0,False,0.59,10.62
2013-06-02,62,59.0,,0.59,36.58
2013-06-03,90,59.0,,0.59,53.099999999999994
2013-06-04,69,59.0,,0.59,40.71
2013-06-05,92,59.0,,0.59,54.279999999999994
2013-06-06,70,59.0,,0.59,41.3
2013-06-07,51,59.0,,0.59,30.09
2013-06-08,44,59.0,,0.59,25.959999999999997
2013-06-09,80,59.0,,0.59,47.199999999999996
2013-06-10,62,59.0,,0.59,36.58
2013-06-11,28,59.0,,0.59,16.52
2013-06-12,49,59.0,,0.59,28.91
2013-06-13,71,59.0,,0.59,41.89
2013-06-14,45,59.0,,0.59,26.549999999999997
2013-06-15,100,59.0,,0.59,59.0
2013-06-16,18,59.0,,0.59,10.62
2013-06-17,71,59.0,,0.59,41.89
2013-06-18,83,59.0,,0.59,48.97
2013-06-19,49,59.0,,0.59,28.91
2013-06-20,79,59.0,,0.59,46.61
2013-06-21,52,59.0,,0.59,30.68
2013-06-22,72,59.0,,0.59,42.48
2013-06-23,18,59.0,,0.59,10.62
2013-06-24,92,59.0,,0.59,54.279999999999994
2013-06-25,49,59.0,,0.59,28.91
2013-06-26,56,59.0,,0.59,33.04
2013-06-27,64,59.0,,0.59,37.76
2013-06-28,22,59.0,,0.59,12.979999999999999
2013-06-29,62,59.0,,0.59,36.58
2013-06-30,62,59.0,,0.59,36.58
2013-07-01,43,58.0,False,0.58,24.939999999999998
2013-07-02,62,58.0,,0.58,35.96
2013-07-03,19,58.0,,0.58,11.02
2013-07-04,23,58.0,,0.58,13.34
2013-07-05,22,58.0,,0.58,12.76
2013-07-06,47,58.0,,0.58,27.259999999999998
2013-07-07,39,58.0,,0.58,22.619999999999997
2013-07-08,25,58.0,,0.58,14.499999999999998
2013-07-09,61,58.0,,0.58,35.379999999999995
2013-07-10,43,58.0,,0.58,24.939999999999998
2013-07-11,69,58.0,,0.58,40.019999999999996
2013-07-12,45,58.0,,0.58,26.099999999999998
2013-07-13,76,58.0,,0.58,44.08
2013-07-14,30,58.0,,0.58,17.4
2013-07-15,68,58.0,,0.58,39.44
2013-07-16,85,58.0,,0.58,49.3
2013-07-17,68,58.0,,0.58,39.44
2013-07-18,88,58.0,,0.58,51.04
2013-07-19,51,58.0,,0.58,29.58
2013-07-20,46,58.0,,0.58,26.68
2013-07-21,46,58.0,,0.58,26.68
2013-07-22,72,58.0,,0.58,41.76
2013-07-23,36,58.0,,0.58,20.88
2013-07-24,68,58.0,,0.58,39.44
2013-07-25,69,58.0,,0.58,40.019999999999996
2013-07-26,39,58.0,,0.58,22.619999999999997
2013-07-27,23,58.0,,0.58,13.34
2013-07-28,100,58.0,,0.58,57.99999999999999
2013-07-29,86,58.0,,0.58,49.879999999999995
2013-07-30,67,58.0,,0.58,38.86
2013-07-31,31,58.0,,0.58,17.98
2013-08-01,56,65.0,False,0.65,36.4
2013-08-02,46,65.0,,0.65,29.900000000000002
2013-08-03,38,65.0,,0.65,24.7
2013-08-04,55,65.0,,0.65,35.75
2013-08-05,100,65.0,,0.65,65.0
2013-08-06,37,65.0,,0.65,24.05
2013-08-07,62,65.0,,0.65,40.300000000000004
2013-08-08,43,65.0,,0.65,27.95
2013-08-09,52,65.0,,0.65,33.800000000000004
2013-08-10,38,65.0,,0.65,24.7
2013-08-11,86,65.0,,0.65,55.9
2013-08-12,93,65.0,,0.65,60.45
2013-08-13,49,65.0,,0.65,31.85
2013-08-14,56,65.0,,0.65,36.4
2013-08-15,88,65.0,,0.65,57.2
2013-08-16,26,65.0,,0.65,16.900000000000002
2013-08-17,15,65.0,,0.65,9.75
2013-08-18,84,65.0,,0.65,54.6
2013-08-19,68,65.0,,0.65,44.2
2013-08-20,56,65.0,,0.65,36.4
2013-08-21,88,65.0,,0.65,57.2
2013-08-22,75,65.0,,0.65,48.75
2013-08-23,58,65.0,,0.65,37.7
2013-08-24,15,65.0,,0.65,9.75
2013-08-25,30,65.0,,0.65,19.5
2013-08-26,94,65.0,,0.65,61.1
2013-08-27,77,65.0,,0.65,50.050000000000004
2013-08-28,54,65.0,,0.65,35.1
2013-08-29,31,65.0,,0.65,20.150000000000002
2013-08-30,83,65.0,,0.65,53.95
2013-08-31,45,65.0,,0.65,29.25
2013-09-01,63,69.0,False,0.69,43.47
2013-09-02,100,69.0,,0.69,69.0
2013-09-03,86,69.0,,0.69,59.339999999999996
2013-09-04,31,69.0,,0.69,21.389999999999997
2013-09-05,43,69.0,,0.69,29.669999999999998
2013-09-06,45,69.0,,0.69,31.049999999999997
2013-09-07,68,69.0,,0.69,46.919999999999995
2013-09-08,59,69.0,,0.69,40.709999999999994
2013-09-09,92,69.0,,0.69,63.48
2013-09-10,54,69.0,,0.69,37.26
2013-09-11,66,69.0,,0.69,45.54
2013-09-12,92,69.0,,0.69,63.48
2013-09-13,50,69.0,,0.69,34.5
2013-09-14,38,69.0,,0.69,26.22
2013-09-15,87,69.0,,0.69,60.029999999999994
2013-09-16,60,69.0,,0.69,41.4
2013-09-17,30,69.0,,0.69,20.7
2013-09-18,55,69.0,,0.69,37.949999999999996
2013-09-19,25,69.0,,0.69,17.25
2013-09-20,90,69.0,,0.69,62.099999999999994
2013-09-21,31,69.0,,0.69,21.389999999999997
2013-09-22,83,69.0,,0.69,57.269999999999996
2013-09-23,62,69.0,,0.69,42.779999999999994
2013-09-24,49,69.0,,0.69,33.809999999999995
2013-09-25,81,69.0,,0.69,55.88999999999999
2013-09-26,45,69.0,,0.69,31.049999999999997
2013-09-27,66,69.0,,0.69,45.54
2013-09-28,56,69.0,,0.69,38.64
2013-09-29,76,69.0,,0.69,52.44
2013-09-30,80,69.0,,0.69,55.199999999999996
2013-10-01,86,68.0,False,0.68,58.480000000000004
2013-10-02,67,68.0,,0.68,45.56
2013-10-03,68,68.0,,0.68,46.24
2013-10-04,42,68.0,,0.68,28.560000000000002
2013-10-05,34,68.0,,0.68,23.12
2013-10-06,42,68.0,,0.68,28.560000000000002
2013-10-07,67,68.0,,0.68,45.56
2013-10-08,27,68.0,,0.68,18.360000000000003
2013-10-09,41,68.0,,0.68,27.880000000000003
2013-10-10,56,68.0,,0.68,38.080000000000005
2013-10-11,79,68.0,,0.68,53.720000000000006
2013-10-12,68,68.0,,0.68,46.24
2013-10-13,68,68.0,,0.68,46.24
2013-10-14,96,68.0,,0.68,65.28
2013-10-15,40,68.0,,0.68,27.200000000000003
2013-10-16,88,68.0,,0.68,59.84
2013-10-17,68,68.0,,0.68,46.24
2013-10-18,57,68.0,,0.68,38.760000000000005
2013-10-19,34,68.0,,0.68,23.12
2013-10-20,76,68.0,,0.68,51.68000000000001
2013-10-21,88,68.0,,0.68,59.84
2013-10-22,66,68.0,,0.68,44.88
2013-10-23,67,68.0,,0.68,45.56
2013-10-24,41,68.0,,0.68,27.880000000000003
2013-10-25,57,68.0,,0.68,38.760000000000005
2013-10-26,78,68.0,,0.68,53.040000000000006
2013-10-27,100,68.0,,0.68,68.0
2013-10-28,86,68.0,,0.68,58.480000000000004
2013-10-29,66,68.0,,0.68,44.88
2013-10-30,47,68.0,,0.68,31.96
2013-10-31,48,68.0,,0.68,32.64
2013-11-01,66,72.0,False,0.72,47.519999999999996
2013-11-02,75,72.0,,0.72,54.0
2013-11-03,81,72.0,,0.72,58.32
2013-11-04,59,72.0,,0.72,42.48
2013-11-05,70,72.0,,0.72,50.4
2013-11-06,100,72.0,,0.72,72.0
2013-11-07,30,72.0,,0.72,21.599999999999998
2013-11-08,80,72.0,,0.72,57.599999999999994
2013-11-09,75,72.0,,0.72,54.0
2013-11-10,51,72.0,,0.72,36.72
2013-11-11,72,72.0,,0.72,51.839999999999996
2013-11-12,52,72.0,,0.72,37.44
2013-11-13,77,72.0,,0.72,55.44
2013-11-14,48,72.0,,0.72,34.56
2013-11-15,31,72.0,,0.72,22.32
2013-11-16,66,72.0,,0.72,47.519999999999996
2013-11-17,71,72.0,,0.72,51.12
2013-11-18,52,72.0,,0.72,37.44
2013-11-19,64,72.0,,0.72,46.08
2013-11-20,64,72.0,,0.72,46.08
2013-11-21,71,72.0,,0.72,51.12
2013-11-22,24,72.0,,0.72,17.28
2013-11-23,43,72.0,,0.72,30.959999999999997
2013-11-24,57,72.0,,0.72,41.04
2013-11-25,65,72.0,,0.72,46.8
2013-11-26,60,72.0,,0.72,43.199999999999996
2013-11-27,57,72.0,,0.72,41.04
2013-11-28,61,72.0,,0.72,43.92
2013-11-29,28,72.0,,0.72,20.16
2013-11-30,15,72.0,,0.72,10.799999999999999
2013-12-01,84,65.0,False,0.65,54.6
2013-12-02,48,65.0,,0.65,31.200000000000003
2013-12-03,60,65.0,,0.65,39.0
2013-12-04,50,65.0,,0.65,32.5
2013-12-05,56,65.0,,0.65,36.4
2013-12-06,46,65.0,,0.65,29.900000000000002
2013-12-07,56,65.0,,0.65,36.4
2013-12-08,69,65.0,,0.65,44.85
2013-12-09,100,65.0,,0.65,65.0
2013-12-10,61,65.0,,0.65,39.65
2013-12-11,75,65.0,,0.65,48.75
2013-12-12,47,65.0,,0.65,30.55
2013-12-13,36,65.0,,0.65,23.400000000000002
2013-12-14,57,65.0,,0.65,37.050000000000004
2013-12-15,50,65.0,,0.65,32.5
2013-12-16,47,65.0,,0.65,30.55
2013-12-17,64,65.0,,0.65,41.6
2013-12-18,53,65.0,,0.65,34.45
2013-12-19,31,65.0,,0.65,20.150000000000002
2013-12-20,26,65.0,,0.65,16.900000000000002
2013-12-21,38,65.0,,0.65,24.7
2013-12-22,46,65.0,,0.65,29.900000000000002
2013-12-23,33,65.0,,0.65,21.45
2013-12-24,22,65.0,,0.65,14.3
2013-12-25,43,65.0,,0.65,27.95
2013-12-26,49,65.0,,0.65,31.85
2013-12-27,40,65.0,,0.65,26.0
2013-12-28,44,65.0,,0.65,28.6
2013-12-29,65,65.0,,0.65,42.25
2013-12-30,98,65.0,,0.65,63.7
2013-12-31,78,65.0,,0.65,50.7
2014-01-01,73,73.0,False,0.73,53.29
2014-01-02,46,73.0,,0.73,33.58
2014-01-03,69,73.0,,0.73,50.37
2014-01-04,26,73.0,,0.73,18.98
2014-01-05,53,73.0,,0.73,38.69
2014-01-06,44,73.0,,0.73,32.12
2014-01-07,38,73.0,,0.73,27.74
2014-01-08,61,73.0,,0.73,44.53
2014-01-09,83,73.0,,0.73,60.589999999999996
2014-01-10,86,73.0,,0.73,62.78
2014-01-11,40,73.0,,0.73,29.2
2014-01-12,40,73.0,,0.73,29.2
2014-01-13,33,73.0,,0.73,24.09
2014-01-14,60,73.0,,0.73,43.8
2014-01-15,71,73.0,,0.73,51.83
2014-01-16,60,73.0,,0.73,43.8
2014-01-17,57,73.0,,0.73,41.61
2014-01-18,55,73.0,,0.73,40.15
2014-01-19,61,73.0,,0.73,44.53
2014-01-20,69,73.0,,0.73,50.37
2014-01-21,80,73.0,,0.73,58.4
2014-01-22,75,73.0,,0.73,54.75
2014-01-23,49,73.0,,0.73,35.769999999999996
2014-01-24,28,73.0,,0.73,20.439999999999998
2014-01-25,72,73.0,,0.73,52.56
2014-01-26,60,73.0,,0.73,43.8
2014-01-27,47,73.0,,0.73,34.31
2014-01-28,100,73.0,,0.73,73.0
2014-01-29,53,73.0,,0.73,38.69
2014-01-30,43,73.0,,0.73,31.39
2014-01-31,61,73.0,,0.73,44.53
2014-02-01,45,63.0,False,0.63,28.35
2014-02-02,69,63.0,,0.63,43.47
2014-02-03,51,63.0,,0.63,32.13
2014-02-04,36,63.0,,0.63,22.68
2014-02-05,58,63.0,,0.63,36.54
2014-02-06,55,63.0,,0.63,34.65
2014-02-07,51,63.0,,0.63,32.13
2014-02-08,45,63.0,,0.63,28.35
2014-02-09,51,63.0,,0.63,32.13
2014-02-10,88,63.0,,0.63,55.44
2014-02-11,51,63.0,,0.63,32.13
2014-02-12,42,63.0,,0.63,26.46
2014-02-13,58,63.0,,0.63,36.54
2014-02-14,44,63.0,,0.63,27.72
2014-02-15,40,63.0,,0.63,25.2
2014-02-16,39,63.0,,0.63,24.57
2014-02-17,44,63.0,,0.63,27.72
2014-02-18,89,63.0,,0.63,56.07
2014-02-19,100,63.0,,0.63,63.0
2014-02-20,53,63.0,,0.63,33.39
2014-02-21,43,63.0,,0.63,27.09
2014-02-22,33,63.0,,0.63,20.79
2014-02-23,46,63.0,,0.63,28.98
2014-02-24,63,63.0,,0.63,39.69
2014-02-25,52,63.0,,0.63,32.76
2014-02-26,42,63.0,,0.63,26.46
2014-02-27,90,63.0,,0.63,56.7
2014-02-28,32,63.0,,0.63,20.16
2014-03-01,45,67.0,False,0.67,30.150000000000002
2014-03-02,51,67.0,,0.67,34.17
2014-03-03,64,67.0,,0.67,42.88
2014-03-04,54,67.0,,0.67,36.18
2014-03-05,55,67.0,,0.67,36.85
2014-03-06,74,67.0,,0.67,49.580000000000005
2014-03-07,65,67.0,,0.67,43.550000000000004
2014-03-08,38,67.0,,0.67,25.46
2014-03-09,38,67.0,,0.67,25.46
2014-03-10,69,67.0,,0.67,46.230000000000004
2014-03-11,81,67.0,,0.67,54.27
2014-03-12,86,67.0,,0.67,57.620000000000005
2014-03-13,50,67.0,,0.67,33.5
2014-03-14,73,67.0,,0.67,48.910000000000004
2014-03-15,63,67.0,,0.67,42.21
2014-03-16,30,67.0,,0.67,20.1
2014-03-17,67,67.0,,0.67,44.89
2014-03-18,100,67.0,,0.67,67.0
2014-03-19,68,67.0,,0.67,45.56
2014-03-20,63,67.0,,0.67,42.21
2014-03-21,46,67.0,,0.67,30.82
2014-03-22,47,67.0,,0.67,31.490000000000002
2014-03-23,76,67.0,,0.67,50.92
2014-03-24,37,67.0,,0.67,24.790000000000003
2014-03-25,43,67.0,,0.67,28.810000000000002
2014-03-26,56,67.0,,0.67,37.52
2014-03-27,57,67.0,,0.67,38.190000000000005
2014-03-28,96,67.0,,0.67,64.32000000000001
2014-03-29,90,67.0,,0.67,60.300000000000004
2014-03-30,68,67.0,,0.67,45.56
2014-03-31,62,67.0,,0.67,41.54
2014-04-01,81,66.0,False,0.66,53.46
2014-04-02,64,66.0,,0.66,42.24
2014-04-03,65,66.0,,0.66,42.9
2014-04-04,73,66.0,,0.66,48.18
2014-04-05,44,66.0,,0.66,29.040000000000003
2014-04-06,58,66.0,,0.66,38.28
2014-04-07,79,66.0,,0.66,52.14
2014-04-08,34,66.0,,0.66,22.44
2014-04-09,52,66.0,,0.66,34.32
2014-04-10,72,66.0,,0.66,47.52
2014-04-11,75,66.0,,0.66,49.5
2014-04-12,31,66.0,,0.66,20.46
2014-04-13,73,66.0,,0.66,48.18
2014-04-14,34,66.0,,0.66,22.44
2014-04-15,67,66.0,,0.66,44.22
2014-04-16,100,66.0,,0.66,66.0
2014-04-17,61,66.0,,0.66,40.260000000000005
2014-04-18,32,66.0,,0.66,21.12
