date,most profitable_unscaled,most profitable_monthly,isPartial,scale,most profitable
2005-01-01,0,39.0,False,0.39,0.0
2005-01-02,57,39.0,,0.39,22.23
2005-01-03,34,39.0,,0.39,13.26
2005-01-04,33,39.0,,0.39,12.870000000000001
2005-01-05,33,39.0,,0.39,12.870000000000001
2005-01-06,50,39.0,,0.39,19.5
2005-01-07,0,39.0,,0.39,0.0
2005-01-08,0,39.0,,0.39,0.0
2005-01-09,0,39.0,,0.39,0.0
2005-01-10,32,39.0,,0.39,12.48
2005-01-11,0,39.0,,0.39,0.0
2005-01-12,0,39.0,,0.39,0.0
2005-01-13,32,39.0,,0.39,12.48
2005-01-14,0,39.0,,0.39,0.0
2005-01-15,0,39.0,,0.39,0.0
2005-01-16,55,39.0,,0.39,21.45
2005-01-17,0,39.0,,0.39,0.0
2005-01-18,0,39.0,,0.39,0.0
2005-01-19,32,39.0,,0.39,12.48
2005-01-20,0,39.0,,0.39,0.0
2005-01-21,100,39.0,,0.39,39.0
2005-01-22,0,39.0,,0.39,0.0
2005-01-23,49,39.0,,0.39,19.11
2005-01-24,0,39.0,,0.39,0.0
2005-01-25,30,39.0,,0.39,11.700000000000001
2005-01-26,31,39.0,,0.39,12.09
2005-01-27,0,39.0,,0.39,0.0
2005-01-28,0,39.0,,0.39,0.0
2005-01-29,0,39.0,,0.39,0.0
2005-01-30,0,39.0,,0.39,0.0
2005-01-31,0,39.0,,0.39,0.0
2005-02-01,0,44.0,False,0.44,0.0
2005-02-02,23,44.0,,0.44,10.12
2005-02-03,23,44.0,,0.44,10.12
2005-02-04,0,44.0,,0.44,0.0
2005-02-05,0,44.0,,0.44,0.0
2005-02-06,0,44.0,,0.44,0.0
2005-02-07,23,44.0,,0.44,10.12
2005-02-08,0,44.0,,0.44,0.0
2005-02-09,23,44.0,,0.44,10.12
2005-02-10,0,44.0,,0.44,0.0
2005-02-11,0,44.0,,0.44,0.0
2005-02-12,0,44.0,,0.44,0.0
2005-02-13,38,44.0,,0.44,16.72
2005-02-14,23,44.0,,0.44,10.12
2005-02-15,23,44.0,,0.44,10.12
2005-02-16,23,44.0,,0.44,10.12
2005-02-17,23,44.0,,0.44,10.12
2005-02-18,0,44.0,,0.44,0.0
2005-02-19,0,44.0,,0.44,0.0
2005-02-20,0,44.0,,0.44,0.0
2005-02-21,25,44.0,,0.44,11.0
2005-02-22,22,44.0,,0.44,9.68
2005-02-23,0,44.0,,0.44,0.0
2005-02-24,0,44.0,,0.44,0.0
2005-02-25,0,44.0,,0.44,0.0
2005-02-26,100,44.0,,0.44,44.0
2005-02-27,54,44.0,,0.44,23.76
2005-02-28,0,44.0,,0.44,0.0
2005-03-01,0,31.0,False,0.31,0.0
2005-03-02,51,31.0,,0.31,15.81
2005-03-03,0,31.0,,0.31,0.0
2005-03-04,0,31.0,,0.31,0.0
2005-03-05,0,31.0,,0.31,0.0
2005-03-06,0,31.0,,0.31,0.0
2005-03-07,50,31.0,,0.31,15.5
2005-03-08,0,31.0,,0.31,0.0
2005-03-09,50,31.0,,0.31,15.5
2005-03-10,51,31.0,,0.31,15.81
2005-03-11,53,31.0,,0.31,16.43
2005-03-12,0,31.0,,0.31,0.0
2005-03-13,83,31.0,,0.31,25.73
2005-03-14,0,31.0,,0.31,0.0
2005-03-15,0,31.0,,0.31,0.0
2005-03-16,100,31.0,,0.31,31.0
2005-03-17,0,31.0,,0.31,0.0
2005-03-18,55,31.0,,0.31,17.05
2005-03-19,0,31.0,,0.31,0.0
2005-03-20,0,31.0,,0.31,0.0
2005-03-21,0,31.0,,0.31,0.0
2005-03-22,0,31.0,,0.31,0.0
2005-03-23,50,31.0,,0.31,15.5
2005-03-24,53,31.0,,0.31,16.43
2005-03-25,0,31.0,,0.31,0.0
2005-03-26,88,31.0,,0.31,27.28
2005-03-27,0,31.0,,0.31,0.0
2005-03-28,0,31.0,,0.31,0.0
2005-03-29,51,31.0,,0.31,15.81
2005-03-30,0,31.0,,0.31,0.0
2005-03-31,53,31.0,,0.31,16.43
2005-04-01,0,35.0,False,0.35,0.0
2005-04-02,0,35.0,,0.35,0.0
2005-04-03,0,35.0,,0.35,0.0
2005-04-04,0,35.0,,0.35,0.0
2005-04-05,0,35.0,,0.35,0.0
2005-04-06,0,35.0,,0.35,0.0
2005-04-07,0,35.0,,0.35,0.0
2005-04-08,61,35.0,,0.35,21.349999999999998
2005-04-09,100,35.0,,0.35,35.0
2005-04-10,0,35.0,,0.35,0.0
2005-04-11,56,35.0,,0.35,19.599999999999998
2005-04-12,0,35.0,,0.35,0.0
2005-04-13,0,35.0,,0.35,0.0
2005-04-14,0,35.0,,0.35,0.0
2005-04-15,0,35.0,,0.35,0.0
2005-04-16,0,35.0,,0.35,0.0
2005-04-17,100,35.0,,0.35,35.0
2005-04-18,0,35.0,,0.35,0.0
2005-04-19,0,35.0,,0.35,0.0
2005-04-20,0,35.0,,0.35,0.0
2005-04-21,0,35.0,,0.35,0.0
2005-04-22,0,35.0,,0.35,0.0
2005-04-23,0,35.0,,0.35,0.0
2005-04-24,0,35.0,,0.35,0.0
2005-04-25,53,35.0,,0.35,18.549999999999997
2005-04-26,0,35.0,,0.35,0.0
2005-04-27,54,35.0,,0.35,18.9
2005-04-28,54,35.0,,0.35,18.9
2005-04-29,58,35.0,,0.35,20.299999999999997
2005-04-30,0,35.0,,0.35,0.0
2005-05-01,82,33.0,False,0.33,27.060000000000002
2005-05-02,0,33.0,,0.33,0.0
2005-05-03,48,33.0,,0.33,15.84
2005-05-04,0,33.0,,0.33,0.0
2005-05-05,49,33.0,,0.33,16.17
2005-05-06,54,33.0,,0.33,17.82
2005-05-07,90,33.0,,0.33,29.700000000000003
2005-05-08,0,33.0,,0.33,0.0
2005-05-09,49,33.0,,0.33,16.17
2005-05-10,49,33.0,,0.33,16.17
2005-05-11,50,33.0,,0.33,16.5
2005-05-12,0,33.0,,0.33,0.0
2005-05-13,0,33.0,,0.33,0.0
2005-05-14,0,33.0,,0.33,0.0
2005-05-15,0,33.0,,0.33,0.0
2005-05-16,100,33.0,,0.33,33.0
2005-05-17,0,33.0,,0.33,0.0
2005-05-18,0,33.0,,0.33,0.0
2005-05-19,51,33.0,,0.33,16.830000000000002
2005-05-20,0,33.0,,0.33,0.0
2005-05-21,0,33.0,,0.33,0.0
2005-05-22,89,33.0,,0.33,29.37
2005-05-23,50,33.0,,0.33,16.5
2005-05-24,49,33.0,,0.33,16.17
2005-05-25,50,33.0,,0.33,16.5
2005-05-26,0,33.0,,0.33,0.0
2005-05-27,58,33.0,,0.33,19.14
2005-05-28,96,33.0,,0.33,31.68
2005-05-29,100,33.0,,0.33,33.0
2005-05-30,83,33.0,,0.33,27.39
2005-05-31,50,33.0,,0.33,16.5
2005-06-01,0,42.0,False,0.42,0.0
2005-06-02,0,42.0,,0.42,0.0
2005-06-03,0,42.0,,0.42,0.0
2005-06-04,85,42.0,,0.42,35.699999999999996
2005-06-05,87,42.0,,0.42,36.54
2005-06-06,49,42.0,,0.42,20.58
2005-06-07,50,42.0,,0.42,21.0
2005-06-08,49,42.0,,0.42,20.58
2005-06-09,51,42.0,,0.42,21.419999999999998
2005-06-10,54,42.0,,0.42,22.68
2005-06-11,0,42.0,,0.42,0.0
2005-06-12,0,42.0,,0.42,0.0
2005-06-13,0,42.0,,0.42,0.0
2005-06-14,99,42.0,,0.42,41.58
2005-06-15,50,42.0,,0.42,21.0
2005-06-16,51,42.0,,0.42,21.419999999999998
2005-06-17,0,42.0,,0.42,0.0
2005-06-18,0,42.0,,0.42,0.0
2005-06-19,91,42.0,,0.42,38.22
2005-06-20,0,42.0,,0.42,0.0
2005-06-21,50,42.0,,0.42,21.0
2005-06-22,0,42.0,,0.42,0.0
2005-06-23,0,42.0,,0.42,0.0
2005-06-24,0,42.0,,0.42,0.0
2005-06-25,0,42.0,,0.42,0.0
2005-06-26,0,42.0,,0.42,0.0
2005-06-27,100,42.0,,0.42,42.0
2005-06-28,0,42.0,,0.42,0.0
2005-06-29,0,42.0,,0.42,0.0
2005-06-30,0,42.0,,0.42,0.0
2005-07-01,0,27.0,False,0.27,0.0
2005-07-02,0,27.0,,0.27,0.0
2005-07-03,0,27.0,,0.27,0.0
2005-07-04,0,27.0,,0.27,0.0
2005-07-05,0,27.0,,0.27,0.0
2005-07-06,0,27.0,,0.27,0.0
2005-07-07,0,27.0,,0.27,0.0
2005-07-08,0,27.0,,0.27,0.0
2005-07-09,0,27.0,,0.27,0.0
2005-07-10,0,27.0,,0.27,0.0
2005-07-11,100,27.0,,0.27,27.0
2005-07-12,0,27.0,,0.27,0.0
2005-07-13,50,27.0,,0.27,13.5
2005-07-14,0,27.0,,0.27,0.0
2005-07-15,0,27.0,,0.27,0.0
2005-07-16,0,27.0,,0.27,0.0
2005-07-17,0,27.0,,0.27,0.0
2005-07-18,0,27.0,,0.27,0.0
2005-07-19,0,27.0,,0.27,0.0
2005-07-20,0,27.0,,0.27,0.0
2005-07-21,0,27.0,,0.27,0.0
2005-07-22,0,27.0,,0.27,0.0
2005-07-23,0,27.0,,0.27,0.0
2005-07-24,0,27.0,,0.27,0.0
2005-07-25,0,27.0,,0.27,0.0
2005-07-26,0,27.0,,0.27,0.0
2005-07-27,0,27.0,,0.27,0.0
2005-07-28,51,27.0,,0.27,13.770000000000001
2005-07-29,0,27.0,,0.27,0.0
2005-07-30,0,27.0,,0.27,0.0
2005-07-31,0,27.0,,0.27,0.0
2005-08-01,100,23.0,False,0.23,23.0
2005-08-02,48,23.0,,0.23,11.040000000000001
2005-08-03,49,23.0,,0.23,11.270000000000001
2005-08-04,0,23.0,,0.23,0.0
2005-08-05,54,23.0,,0.23,12.42
2005-08-06,0,23.0,,0.23,0.0
2005-08-07,0,23.0,,0.23,0.0
2005-08-08,0,23.0,,0.23,0.0
2005-08-09,0,23.0,,0.23,0.0
2005-08-10,0,23.0,,0.23,0.0
2005-08-11,0,23.0,,0.23,0.0
2005-08-12,0,23.0,,0.23,0.0
2005-08-13,0,23.0,,0.23,0.0
2005-08-14,0,23.0,,0.23,0.0
2005-08-15,49,23.0,,0.23,11.270000000000001
2005-08-16,47,23.0,,0.23,10.81
2005-08-17,50,23.0,,0.23,11.5
2005-08-18,0,23.0,,0.23,0.0
2005-08-19,0,23.0,,0.23,0.0
2005-08-20,0,23.0,,0.23,0.0
2005-08-21,0,23.0,,0.23,0.0
2005-08-22,0,23.0,,0.23,0.0
2005-08-23,0,23.0,,0.23,0.0
2005-08-24,0,23.0,,0.23,0.0
2005-08-25,0,23.0,,0.23,0.0
2005-08-26,0,23.0,,0.23,0.0
2005-08-27,0,23.0,,0.23,0.0
2005-08-28,0,23.0,,0.23,0.0
2005-08-29,0,23.0,,0.23,0.0
2005-08-30,46,23.0,,0.23,10.58
2005-08-31,0,23.0,,0.23,0.0
2005-09-01,0,49.0,False,0.49,0.0
2005-09-02,0,49.0,,0.49,0.0
2005-09-03,0,49.0,,0.49,0.0
2005-09-04,0,49.0,,0.49,0.0
2005-09-05,0,49.0,,0.49,0.0
2005-09-06,100,49.0,,0.49,49.0
2005-09-07,0,49.0,,0.49,0.0
2005-09-08,49,49.0,,0.49,24.009999999999998
2005-09-09,52,49.0,,0.49,25.48
2005-09-10,79,49.0,,0.49,38.71
2005-09-11,0,49.0,,0.49,0.0
2005-09-12,0,49.0,,0.49,0.0
2005-09-13,47,49.0,,0.49,23.03
2005-09-14,0,49.0,,0.49,0.0
2005-09-15,48,49.0,,0.49,23.52
2005-09-16,0,49.0,,0.49,0.0
2005-09-17,0,49.0,,0.49,0.0
2005-09-18,0,49.0,,0.49,0.0
2005-09-19,0,49.0,,0.49,0.0
2005-09-20,45,49.0,,0.49,22.05
2005-09-21,46,49.0,,0.49,22.54
2005-09-22,95,49.0,,0.49,46.55
2005-09-23,0,49.0,,0.49,0.0
2005-09-24,0,49.0,,0.49,0.0
2005-09-25,0,49.0,,0.49,0.0
2005-09-26,46,49.0,,0.49,22.54
2005-09-27,0,49.0,,0.49,0.0
2005-09-28,47,49.0,,0.49,23.03
2005-09-29,47,49.0,,0.49,23.03
2005-09-30,0,49.0,,0.49,0.0
2005-10-01,0,28.0,False,0.28,0.0
2005-10-02,83,28.0,,0.28,23.240000000000002
2005-10-03,50,28.0,,0.28,14.000000000000002
2005-10-04,0,28.0,,0.28,0.0
2005-10-05,49,28.0,,0.28,13.72
2005-10-06,0,28.0,,0.28,0.0
2005-10-07,0,28.0,,0.28,0.0
2005-10-08,80,28.0,,0.28,22.400000000000002
2005-10-09,82,28.0,,0.28,22.96
2005-10-10,51,28.0,,0.28,14.280000000000001
2005-10-11,0,28.0,,0.28,0.0
2005-10-12,49,28.0,,0.28,13.72
2005-10-13,0,28.0,,0.28,0.0
2005-10-14,53,28.0,,0.28,14.840000000000002
2005-10-15,0,28.0,,0.28,0.0
2005-10-16,0,28.0,,0.28,0.0
2005-10-17,97,28.0,,0.28,27.160000000000004
2005-10-18,48,28.0,,0.28,13.440000000000001
2005-10-19,0,28.0,,0.28,0.0
2005-10-20,0,28.0,,0.28,0.0
2005-10-21,52,28.0,,0.28,14.560000000000002
2005-10-22,0,28.0,,0.28,0.0
2005-10-23,0,28.0,,0.28,0.0
2005-10-24,48,28.0,,0.28,13.440000000000001
2005-10-25,47,28.0,,0.28,13.160000000000002
2005-10-26,0,28.0,,0.28,0.0
2005-10-27,0,28.0,,0.28,0.0
2005-10-28,53,28.0,,0.28,14.840000000000002
2005-10-29,0,28.0,,0.28,0.0
2005-10-30,82,28.0,,0.28,22.96
2005-10-31,100,28.0,,0.28,28.000000000000004
2005-11-01,0,47.0,False,0.47,0.0
2005-11-02,31,47.0,,0.47,14.569999999999999
2005-11-03,0,47.0,,0.47,0.0
2005-11-04,33,47.0,,0.47,15.51
2005-11-05,0,47.0,,0.47,0.0
2005-11-06,50,47.0,,0.47,23.5
2005-11-07,30,47.0,,0.47,14.1
2005-11-08,28,47.0,,0.47,13.16
2005-11-09,100,47.0,,0.47,47.0
2005-11-10,0,47.0,,0.47,0.0
2005-11-11,0,47.0,,0.47,0.0
2005-11-12,99,47.0,,0.47,46.529999999999994
2005-11-13,0,47.0,,0.47,0.0
2005-11-14,0,47.0,,0.47,0.0
2005-11-15,0,47.0,,0.47,0.0
2005-11-16,29,47.0,,0.47,13.629999999999999
2005-11-17,30,47.0,,0.47,14.1
2005-11-18,48,47.0,,0.47,22.56
2005-11-19,0,47.0,,0.47,0.0
2005-11-20,49,47.0,,0.47,23.029999999999998
2005-11-21,0,47.0,,0.47,0.0
2005-11-22,0,47.0,,0.47,0.0
2005-11-23,34,47.0,,0.47,15.979999999999999
2005-11-24,0,47.0,,0.47,0.0
2005-11-25,0,47.0,,0.47,0.0
2005-11-26,0,47.0,,0.47,0.0
2005-11-27,47,47.0,,0.47,22.09
2005-11-28,0,47.0,,0.47,0.0
2005-11-29,0,47.0,,0.47,0.0
2005-11-30,28,47.0,,0.47,13.16
2005-12-01,75,23.0,False,0.23,17.25
2005-12-02,0,23.0,,0.23,0.0
2005-12-03,0,23.0,,0.23,0.0
2005-12-04,0,23.0,,0.23,0.0
2005-12-05,25,23.0,,0.23,5.75
2005-12-06,0,23.0,,0.23,0.0
2005-12-07,0,23.0,,0.23,0.0
2005-12-08,100,23.0,,0.23,23.0
2005-12-09,0,23.0,,0.23,0.0
2005-12-10,40,23.0,,0.23,9.200000000000001
2005-12-11,0,23.0,,0.23,0.0
2005-12-12,25,23.0,,0.23,5.75
2005-12-13,25,23.0,,0.23,5.75
2005-12-14,25,23.0,,0.23,5.75
2005-12-15,0,23.0,,0.23,0.0
2005-12-16,28,23.0,,0.23,6.44
2005-12-17,0,23.0,,0.23,0.0
2005-12-18,43,23.0,,0.23,9.89
2005-12-19,27,23.0,,0.23,6.21
2005-12-20,0,23.0,,0.23,0.0
2005-12-21,28,23.0,,0.23,6.44
2005-12-22,30,23.0,,0.23,6.9
2005-12-23,0,23.0,,0.23,0.0
2005-12-24,0,23.0,,0.23,0.0
2005-12-25,60,23.0,,0.23,13.8
2005-12-26,0,23.0,,0.23,0.0
2005-12-27,32,23.0,,0.23,7.36
2005-12-28,0,23.0,,0.23,0.0
2005-12-29,0,23.0,,0.23,0.0
2005-12-30,33,23.0,,0.23,7.590000000000001
2005-12-31,42,23.0,,0.23,9.66
2006-01-01,0,45.0,False,0.45,0.0
2006-01-02,0,45.0,,0.45,0.0
2006-01-03,0,45.0,,0.45,0.0
2006-01-04,46,45.0,,0.45,20.7
2006-01-05,70,45.0,,0.45,31.5
2006-01-06,0,45.0,,0.45,0.0
2006-01-07,71,45.0,,0.45,31.95
2006-01-08,72,45.0,,0.45,32.4
2006-01-09,46,45.0,,0.45,20.7
2006-01-10,0,45.0,,0.45,0.0
2006-01-11,45,45.0,,0.45,20.25
2006-01-12,46,45.0,,0.45,20.7
2006-01-13,0,45.0,,0.45,0.0
2006-01-14,69,45.0,,0.45,31.05
2006-01-15,0,45.0,,0.45,0.0
2006-01-16,100,45.0,,0.45,45.0
2006-01-17,43,45.0,,0.45,19.35
2006-01-18,44,45.0,,0.45,19.8
2006-01-19,44,45.0,,0.45,19.8
2006-01-20,0,45.0,,0.45,0.0
2006-01-21,0,45.0,,0.45,0.0
2006-01-22,0,45.0,,0.45,0.0
2006-01-23,0,45.0,,0.45,0.0
2006-01-24,63,45.0,,0.45,28.35
2006-01-25,43,45.0,,0.45,19.35
2006-01-26,43,45.0,,0.45,19.35
2006-01-27,45,45.0,,0.45,20.25
2006-01-28,67,45.0,,0.45,30.150000000000002
2006-01-29,0,45.0,,0.45,0.0
2006-01-30,42,45.0,,0.45,18.900000000000002
2006-01-31,0,45.0,,0.45,0.0
2006-02-01,69,46.0,False,0.46,31.740000000000002
2006-02-02,34,46.0,,0.46,15.64
2006-02-03,0,46.0,,0.46,0.0
2006-02-04,0,46.0,,0.46,0.0
2006-02-05,0,46.0,,0.46,0.0
2006-02-06,0,46.0,,0.46,0.0
2006-02-07,33,46.0,,0.46,15.180000000000001
2006-02-08,68,46.0,,0.46,31.28
2006-02-09,34,46.0,,0.46,15.64
2006-02-10,36,46.0,,0.46,16.560000000000002
2006-02-11,0,46.0,,0.46,0.0
2006-02-12,52,46.0,,0.46,23.92
2006-02-13,0,46.0,,0.46,0.0
2006-02-14,0,46.0,,0.46,0.0
2006-02-15,70,46.0,,0.46,32.2
2006-02-16,0,46.0,,0.46,0.0
2006-02-17,73,46.0,,0.46,33.58
2006-02-18,53,46.0,,0.46,24.380000000000003
2006-02-19,0,46.0,,0.46,0.0
2006-02-20,0,46.0,,0.46,0.0
2006-02-21,0,46.0,,0.46,0.0
2006-02-22,100,46.0,,0.46,46.0
2006-02-23,0,46.0,,0.46,0.0
2006-02-24,36,46.0,,0.46,16.560000000000002
2006-02-25,56,46.0,,0.46,25.76
2006-02-26,53,46.0,,0.46,24.380000000000003
2006-02-27,34,46.0,,0.46,15.64
2006-02-28,0,46.0,,0.46,0.0
2006-03-01,94,45.0,False,0.45,42.300000000000004
2006-03-02,0,45.0,,0.45,0.0
2006-03-03,67,45.0,,0.45,30.150000000000002
2006-03-04,0,45.0,,0.45,0.0
2006-03-05,100,45.0,,0.45,45.0
2006-03-06,64,45.0,,0.45,28.8
2006-03-07,0,45.0,,0.45,0.0
2006-03-08,63,45.0,,0.45,28.35
2006-03-09,0,45.0,,0.45,0.0
2006-03-10,0,45.0,,0.45,0.0
2006-03-11,0,45.0,,0.45,0.0
2006-03-12,0,45.0,,0.45,0.0
2006-03-13,65,45.0,,0.45,29.25
2006-03-14,0,45.0,,0.45,0.0
2006-03-15,64,45.0,,0.45,28.8
2006-03-16,64,45.0,,0.45,28.8
2006-03-17,68,45.0,,0.45,30.6
2006-03-18,0,45.0,,0.45,0.0
2006-03-19,0,45.0,,0.45,0.0
2006-03-20,63,45.0,,0.45,28.35
2006-03-21,61,45.0,,0.45,27.45
2006-03-22,63,45.0,,0.45,28.35
2006-03-23,0,45.0,,0.45,0.0
2006-03-24,0,45.0,,0.45,0.0
2006-03-25,98,45.0,,0.45,44.1
2006-03-26,0,45.0,,0.45,0.0
2006-03-27,63,45.0,,0.45,28.35
2006-03-28,61,45.0,,0.45,27.45
2006-03-29,63,45.0,,0.45,28.35
2006-03-30,64,45.0,,0.45,28.8
2006-03-31,0,45.0,,0.45,0.0
2006-04-01,0,46.0,False,0.46,0.0
2006-04-02,0,46.0,,0.46,0.0
2006-04-03,63,46.0,,0.46,28.98
2006-04-04,31,46.0,,0.46,14.26
2006-04-05,47,46.0,,0.46,21.62
2006-04-06,62,46.0,,0.46,28.52
2006-04-07,0,46.0,,0.46,0.0
2006-04-08,0,46.0,,0.46,0.0
2006-04-09,51,46.0,,0.46,23.46
2006-04-10,32,46.0,,0.46,14.72
2006-04-11,31,46.0,,0.46,14.26
2006-04-12,0,46.0,,0.46,0.0
2006-04-13,33,46.0,,0.46,15.180000000000001
2006-04-14,0,46.0,,0.46,0.0
2006-04-15,0,46.0,,0.46,0.0
2006-04-16,0,46.0,,0.46,0.0
2006-04-17,0,46.0,,0.46,0.0
2006-04-18,0,46.0,,0.46,0.0
2006-04-19,0,46.0,,0.46,0.0
2006-04-20,47,46.0,,0.46,21.62
2006-04-21,34,46.0,,0.46,15.64
2006-04-22,0,46.0,,0.46,0.0
2006-04-23,0,46.0,,0.46,0.0
2006-04-24,30,46.0,,0.46,13.8
2006-04-25,30,46.0,,0.46,13.8
2006-04-26,0,46.0,,0.46,0.0
2006-04-27,63,46.0,,0.46,28.98
2006-04-28,33,46.0,,0.46,15.180000000000001
2006-04-29,0,46.0,,0.46,0.0
2006-04-30,100,46.0,,0.46,46.0
2006-05-01,60,34.0,False,0.34,20.400000000000002
2006-05-02,29,34.0,,0.34,9.860000000000001
2006-05-03,0,34.0,,0.34,0.0
2006-05-04,31,34.0,,0.34,10.540000000000001
2006-05-05,0,34.0,,0.34,0.0
2006-05-06,52,34.0,,0.34,17.68
2006-05-07,50,34.0,,0.34,17.0
2006-05-08,30,34.0,,0.34,10.200000000000001
2006-05-09,0,34.0,,0.34,0.0
2006-05-10,30,34.0,,0.34,10.200000000000001
2006-05-11,30,34.0,,0.34,10.200000000000001
2006-05-12,33,34.0,,0.34,11.22
2006-05-13,51,34.0,,0.34,17.34
2006-05-14,0,34.0,,0.34,0.0
2006-05-15,0,34.0,,0.34,0.0
2006-05-16,30,34.0,,0.34,10.200000000000001
2006-05-17,30,34.0,,0.34,10.200000000000001
2006-05-18,0,34.0,,0.34,0.0
2006-05-19,0,34.0,,0.34,0.0
2006-05-20,52,34.0,,0.34,17.68
2006-05-21,52,34.0,,0.34,17.68
2006-05-22,31,34.0,,0.34,10.540000000000001
2006-05-23,30,34.0,,0.34,10.200000000000001
2006-05-24,62,34.0,,0.34,21.080000000000002
2006-05-25,97,34.0,,0.34,32.980000000000004
2006-05-26,35,34.0,,0.34,11.9
2006-05-27,0,34.0,,0.34,0.0
2006-05-28,59,34.0,,0.34,20.060000000000002
2006-05-29,100,34.0,,0.34,34.0
2006-05-30,0,34.0,,0.34,0.0
2006-05-31,31,34.0,,0.34,10.540000000000001
2006-06-01,0,43.0,False,0.43,0.0
2006-06-02,32,43.0,,0.43,13.76
2006-06-03,0,43.0,,0.43,0.0
2006-06-04,98,43.0,,0.43,42.14
2006-06-05,60,43.0,,0.43,25.8
2006-06-06,0,43.0,,0.43,0.0
2006-06-07,30,43.0,,0.43,12.9
2006-06-08,0,43.0,,0.43,0.0
2006-06-09,32,43.0,,0.43,13.76
2006-06-10,99,43.0,,0.43,42.57
2006-06-11,51,43.0,,0.43,21.93
2006-06-12,0,43.0,,0.43,0.0
2006-06-13,30,43.0,,0.43,12.9
2006-06-14,0,43.0,,0.43,0.0
2006-06-15,64,43.0,,0.43,27.52
2006-06-16,0,43.0,,0.43,0.0
2006-06-17,0,43.0,,0.43,0.0
2006-06-18,0,43.0,,0.43,0.0
2006-06-19,0,43.0,,0.43,0.0
2006-06-20,0,43.0,,0.43,0.0
2006-06-21,31,43.0,,0.43,13.33
2006-06-22,0,43.0,,0.43,0.0
2006-06-23,0,43.0,,0.43,0.0
2006-06-24,0,43.0,,0.43,0.0
2006-06-25,48,43.0,,0.43,20.64
2006-06-26,30,43.0,,0.43,12.9
2006-06-27,29,43.0,,0.43,12.47
2006-06-28,30,43.0,,0.43,12.9
2006-06-29,31,43.0,,0.43,13.33
2006-06-30,100,43.0,,0.43,43.0
2006-07-01,0,43.0,False,0.43,0.0
2006-07-02,0,43.0,,0.43,0.0
2006-07-03,0,43.0,,0.43,0.0
2006-07-04,0,43.0,,0.43,0.0
2006-07-05,0,43.0,,0.43,0.0
2006-07-06,51,43.0,,0.43,21.93
2006-07-07,0,43.0,,0.43,0.0
2006-07-08,0,43.0,,0.43,0.0
2006-07-09,84,43.0,,0.43,36.12
2006-07-10,0,43.0,,0.43,0.0
2006-07-11,0,43.0,,0.43,0.0
2006-07-12,51,43.0,,0.43,21.93
2006-07-13,52,43.0,,0.43,22.36
2006-07-14,55,43.0,,0.43,23.65
2006-07-15,0,43.0,,0.43,0.0
2006-07-16,0,43.0,,0.43,0.0
2006-07-17,0,43.0,,0.43,0.0
2006-07-18,100,43.0,,0.43,43.0
2006-07-19,51,43.0,,0.43,21.93
2006-07-20,52,43.0,,0.43,22.36
2006-07-21,54,43.0,,0.43,23.22
2006-07-22,0,43.0,,0.43,0.0
2006-07-23,0,43.0,,0.43,0.0
2006-07-24,49,43.0,,0.43,21.07
2006-07-25,0,43.0,,0.43,0.0
2006-07-26,50,43.0,,0.43,21.5
2006-07-27,0,43.0,,0.43,0.0
2006-07-28,0,43.0,,0.43,0.0
2006-07-29,0,43.0,,0.43,0.0
2006-07-30,81,43.0,,0.43,34.83
2006-07-31,0,43.0,,0.43,0.0
2006-08-01,0,28.0,False,0.28,0.0
2006-08-02,0,28.0,,0.28,0.0
2006-08-03,0,28.0,,0.28,0.0
2006-08-04,66,28.0,,0.28,18.48
2006-08-05,0,28.0,,0.28,0.0
2006-08-06,100,28.0,,0.28,28.000000000000004
2006-08-07,0,28.0,,0.28,0.0
2006-08-08,60,28.0,,0.28,16.8
2006-08-09,0,28.0,,0.28,0.0
2006-08-10,0,28.0,,0.28,0.0
2006-08-11,0,28.0,,0.28,0.0
2006-08-12,97,28.0,,0.28,27.160000000000004
2006-08-13,0,28.0,,0.28,0.0
2006-08-14,60,28.0,,0.28,16.8
2006-08-15,60,28.0,,0.28,16.8
2006-08-16,61,28.0,,0.28,17.080000000000002
2006-08-17,0,28.0,,0.28,0.0
2006-08-18,0,28.0,,0.28,0.0
2006-08-19,0,28.0,,0.28,0.0
2006-08-20,94,28.0,,0.28,26.320000000000004
2006-08-21,0,28.0,,0.28,0.0
2006-08-22,0,28.0,,0.28,0.0
2006-08-23,59,28.0,,0.28,16.520000000000003
2006-08-24,60,28.0,,0.28,16.8
2006-08-25,62,28.0,,0.28,17.360000000000003
2006-08-26,0,28.0,,0.28,0.0
2006-08-27,90,28.0,,0.28,25.200000000000003
2006-08-28,0,28.0,,0.28,0.0
2006-08-29,56,28.0,,0.28,15.680000000000001
2006-08-30,57,28.0,,0.28,15.96
2006-08-31,59,28.0,,0.28,16.520000000000003
2006-09-01,80,29.0,False,0.29,23.2
2006-09-02,0,29.0,,0.29,0.0
2006-09-03,81,29.0,,0.29,23.49
2006-09-04,67,29.0,,0.29,19.43
2006-09-05,0,29.0,,0.29,0.0
2006-09-06,94,29.0,,0.29,27.259999999999998
2006-09-07,0,29.0,,0.29,0.0
2006-09-08,50,29.0,,0.29,14.499999999999998
2006-09-09,73,29.0,,0.29,21.169999999999998
2006-09-10,0,29.0,,0.29,0.0
2006-09-11,0,29.0,,0.29,0.0
2006-09-12,46,29.0,,0.29,13.34
