date,poverty level_unscaled,poverty level_monthly,isPartial,scale,poverty level
2005-01-01,0,55.0,False,0.55,0.0
2005-01-02,0,55.0,,0.55,0.0
2005-01-03,71,55.0,,0.55,39.050000000000004
2005-01-04,33,55.0,,0.55,18.150000000000002
2005-01-05,34,55.0,,0.55,18.700000000000003
2005-01-06,34,55.0,,0.55,18.700000000000003
2005-01-07,70,55.0,,0.55,38.5
2005-01-08,0,55.0,,0.55,0.0
2005-01-09,0,55.0,,0.55,0.0
2005-01-10,0,55.0,,0.55,0.0
2005-01-11,32,55.0,,0.55,17.6
2005-01-12,64,55.0,,0.55,35.2
2005-01-13,33,55.0,,0.55,18.150000000000002
2005-01-14,0,55.0,,0.55,0.0
2005-01-15,55,55.0,,0.55,30.250000000000004
2005-01-16,0,55.0,,0.55,0.0
2005-01-17,0,55.0,,0.55,0.0
2005-01-18,32,55.0,,0.55,17.6
2005-01-19,98,55.0,,0.55,53.900000000000006
2005-01-20,99,55.0,,0.55,54.45
2005-01-21,0,55.0,,0.55,0.0
2005-01-22,0,55.0,,0.55,0.0
2005-01-23,100,55.0,,0.55,55.00000000000001
2005-01-24,32,55.0,,0.55,17.6
2005-01-25,62,55.0,,0.55,34.1
2005-01-26,0,55.0,,0.55,0.0
2005-01-27,64,55.0,,0.55,35.2
2005-01-28,67,55.0,,0.55,36.85
2005-01-29,52,55.0,,0.55,28.6
2005-01-30,0,55.0,,0.55,0.0
2005-01-31,63,55.0,,0.55,34.650000000000006
2005-02-01,25,48.0,False,0.48,12.0
2005-02-02,25,48.0,,0.48,12.0
2005-02-03,51,48.0,,0.48,24.48
2005-02-04,0,48.0,,0.48,0.0
2005-02-05,42,48.0,,0.48,20.16
2005-02-06,43,48.0,,0.48,20.64
2005-02-07,0,48.0,,0.48,0.0
2005-02-08,24,48.0,,0.48,11.52
2005-02-09,100,48.0,,0.48,48.0
2005-02-10,25,48.0,,0.48,12.0
2005-02-11,0,48.0,,0.48,0.0
2005-02-12,41,48.0,,0.48,19.68
2005-02-13,0,48.0,,0.48,0.0
2005-02-14,25,48.0,,0.48,12.0
2005-02-15,50,48.0,,0.48,24.0
2005-02-16,25,48.0,,0.48,12.0
2005-02-17,50,48.0,,0.48,24.0
2005-02-18,52,48.0,,0.48,24.96
2005-02-19,0,48.0,,0.48,0.0
2005-02-20,42,48.0,,0.48,20.16
2005-02-21,28,48.0,,0.48,13.44
2005-02-22,0,48.0,,0.48,0.0
2005-02-23,0,48.0,,0.48,0.0
2005-02-24,24,48.0,,0.48,11.52
2005-02-25,52,48.0,,0.48,24.96
2005-02-26,0,48.0,,0.48,0.0
2005-02-27,60,48.0,,0.48,28.799999999999997
2005-02-28,24,48.0,,0.48,11.52
2005-03-01,45,61.0,False,0.61,27.45
2005-03-02,23,61.0,,0.61,14.03
2005-03-03,0,61.0,,0.61,0.0
2005-03-04,50,61.0,,0.61,30.5
2005-03-05,0,61.0,,0.61,0.0
2005-03-06,77,61.0,,0.61,46.97
2005-03-07,46,61.0,,0.61,28.06
2005-03-08,44,61.0,,0.61,26.84
2005-03-09,69,61.0,,0.61,42.089999999999996
2005-03-10,70,61.0,,0.61,42.699999999999996
2005-03-11,98,61.0,,0.61,59.78
2005-03-12,0,61.0,,0.61,0.0
2005-03-13,38,61.0,,0.61,23.18
2005-03-14,23,61.0,,0.61,14.03
2005-03-15,0,61.0,,0.61,0.0
2005-03-16,46,61.0,,0.61,28.06
2005-03-17,0,61.0,,0.61,0.0
2005-03-18,100,61.0,,0.61,61.0
2005-03-19,0,61.0,,0.61,0.0
2005-03-20,0,61.0,,0.61,0.0
2005-03-21,23,61.0,,0.61,14.03
2005-03-22,0,61.0,,0.61,0.0
2005-03-23,0,61.0,,0.61,0.0
2005-03-24,24,61.0,,0.61,14.64
2005-03-25,57,61.0,,0.61,34.769999999999996
2005-03-26,41,61.0,,0.61,25.009999999999998
2005-03-27,26,61.0,,0.61,15.86
2005-03-28,38,61.0,,0.61,23.18
2005-03-29,70,61.0,,0.61,42.699999999999996
2005-03-30,47,61.0,,0.61,28.669999999999998
2005-03-31,24,61.0,,0.61,14.64
2005-04-01,41,66.0,False,0.66,27.060000000000002
2005-04-02,31,66.0,,0.66,20.46
2005-04-03,30,66.0,,0.66,19.8
2005-04-04,77,66.0,,0.66,50.82
2005-04-05,0,66.0,,0.66,0.0
2005-04-06,0,66.0,,0.66,0.0
2005-04-07,19,66.0,,0.66,12.540000000000001
2005-04-08,41,66.0,,0.66,27.060000000000002
2005-04-09,66,66.0,,0.66,43.56
2005-04-10,33,66.0,,0.66,21.78
2005-04-11,18,66.0,,0.66,11.88
2005-04-12,35,66.0,,0.66,23.1
2005-04-13,54,66.0,,0.66,35.64
2005-04-14,57,66.0,,0.66,37.620000000000005
2005-04-15,100,66.0,,0.66,66.0
2005-04-16,33,66.0,,0.66,21.78
2005-04-17,66,66.0,,0.66,43.56
2005-04-18,74,66.0,,0.66,48.84
2005-04-19,54,66.0,,0.66,35.64
2005-04-20,55,66.0,,0.66,36.300000000000004
2005-04-21,19,66.0,,0.66,12.540000000000001
2005-04-22,20,66.0,,0.66,13.200000000000001
2005-04-23,30,66.0,,0.66,19.8
2005-04-24,60,66.0,,0.66,39.6
2005-04-25,53,66.0,,0.66,34.980000000000004
2005-04-26,70,66.0,,0.66,46.2
2005-04-27,18,66.0,,0.66,11.88
2005-04-28,53,66.0,,0.66,34.980000000000004
2005-04-29,0,66.0,,0.66,0.0
2005-04-30,0,66.0,,0.66,0.0
2005-05-01,0,52.0,False,0.52,0.0
2005-05-02,97,52.0,,0.52,50.440000000000005
2005-05-03,82,52.0,,0.52,42.64
2005-05-04,42,52.0,,0.52,21.84
2005-05-05,43,52.0,,0.52,22.36
2005-05-06,31,52.0,,0.52,16.12
2005-05-07,53,52.0,,0.52,27.560000000000002
2005-05-08,77,52.0,,0.52,40.04
2005-05-09,42,52.0,,0.52,21.84
2005-05-10,83,52.0,,0.52,43.160000000000004
2005-05-11,29,52.0,,0.52,15.08
2005-05-12,29,52.0,,0.52,15.08
2005-05-13,78,52.0,,0.52,40.56
2005-05-14,51,52.0,,0.52,26.52
2005-05-15,0,52.0,,0.52,0.0
2005-05-16,28,52.0,,0.52,14.56
2005-05-17,69,52.0,,0.52,35.88
2005-05-18,71,52.0,,0.52,36.92
2005-05-19,44,52.0,,0.52,22.880000000000003
2005-05-20,31,52.0,,0.52,16.12
2005-05-21,0,52.0,,0.52,0.0
2005-05-22,76,52.0,,0.52,39.52
2005-05-23,29,52.0,,0.52,15.08
2005-05-24,56,52.0,,0.52,29.12
2005-05-25,100,52.0,,0.52,52.0
2005-05-26,59,52.0,,0.52,30.68
2005-05-27,50,52.0,,0.52,26.0
2005-05-28,0,52.0,,0.52,0.0
2005-05-29,0,52.0,,0.52,0.0
2005-05-30,0,52.0,,0.52,0.0
2005-05-31,58,52.0,,0.52,30.16
2005-06-01,28,43.0,False,0.43,12.04
2005-06-02,56,43.0,,0.43,24.08
2005-06-03,30,43.0,,0.43,12.9
2005-06-04,0,43.0,,0.43,0.0
2005-06-05,100,43.0,,0.43,43.0
2005-06-06,28,43.0,,0.43,12.04
2005-06-07,57,43.0,,0.43,24.509999999999998
2005-06-08,0,43.0,,0.43,0.0
2005-06-09,0,43.0,,0.43,0.0
2005-06-10,31,43.0,,0.43,13.33
2005-06-11,0,43.0,,0.43,0.0
2005-06-12,100,43.0,,0.43,43.0
2005-06-13,29,43.0,,0.43,12.47
2005-06-14,0,43.0,,0.43,0.0
2005-06-15,58,43.0,,0.43,24.94
2005-06-16,0,43.0,,0.43,0.0
2005-06-17,32,43.0,,0.43,13.76
2005-06-18,51,43.0,,0.43,21.93
2005-06-19,0,43.0,,0.43,0.0
2005-06-20,0,43.0,,0.43,0.0
2005-06-21,29,43.0,,0.43,12.47
2005-06-22,58,43.0,,0.43,24.94
2005-06-23,30,43.0,,0.43,12.9
2005-06-24,0,43.0,,0.43,0.0
2005-06-25,0,43.0,,0.43,0.0
2005-06-26,0,43.0,,0.43,0.0
2005-06-27,29,43.0,,0.43,12.47
2005-06-28,57,43.0,,0.43,24.509999999999998
2005-06-29,57,43.0,,0.43,24.509999999999998
2005-06-30,0,43.0,,0.43,0.0
2005-07-01,27,45.0,False,0.45,12.15
2005-07-02,42,45.0,,0.45,18.900000000000002
2005-07-03,0,45.0,,0.45,0.0
2005-07-04,0,45.0,,0.45,0.0
2005-07-05,100,45.0,,0.45,45.0
2005-07-06,46,45.0,,0.45,20.7
2005-07-07,0,45.0,,0.45,0.0
2005-07-08,24,45.0,,0.45,10.8
2005-07-09,38,45.0,,0.45,17.1
2005-07-10,0,45.0,,0.45,0.0
2005-07-11,0,45.0,,0.45,0.0
2005-07-12,45,45.0,,0.45,20.25
2005-07-13,90,45.0,,0.45,40.5
2005-07-14,47,45.0,,0.45,21.150000000000002
2005-07-15,0,45.0,,0.45,0.0
2005-07-16,0,45.0,,0.45,0.0
2005-07-17,39,45.0,,0.45,17.55
2005-07-18,22,45.0,,0.45,9.9
2005-07-19,44,45.0,,0.45,19.8
2005-07-20,0,45.0,,0.45,0.0
2005-07-21,69,45.0,,0.45,31.05
2005-07-22,0,45.0,,0.45,0.0
2005-07-23,0,45.0,,0.45,0.0
2005-07-24,0,45.0,,0.45,0.0
2005-07-25,0,45.0,,0.45,0.0
2005-07-26,22,45.0,,0.45,9.9
2005-07-27,23,45.0,,0.45,10.35
2005-07-28,71,45.0,,0.45,31.95
2005-07-29,25,45.0,,0.45,11.25
2005-07-30,38,45.0,,0.45,17.1
2005-07-31,0,45.0,,0.45,0.0
2005-08-01,60,68.0,False,0.68,40.800000000000004
2005-08-02,29,68.0,,0.68,19.720000000000002
2005-08-03,30,68.0,,0.68,20.400000000000002
2005-08-04,31,68.0,,0.68,21.080000000000002
2005-08-05,97,68.0,,0.68,65.96000000000001
2005-08-06,49,68.0,,0.68,33.32
2005-08-07,100,68.0,,0.68,68.0
2005-08-08,58,68.0,,0.68,39.440000000000005
2005-08-09,29,68.0,,0.68,19.720000000000002
2005-08-10,29,68.0,,0.68,19.720000000000002
2005-08-11,60,68.0,,0.68,40.800000000000004
2005-08-12,0,68.0,,0.68,0.0
2005-08-13,48,68.0,,0.68,32.64
2005-08-14,0,68.0,,0.68,0.0
2005-08-15,0,68.0,,0.68,0.0
2005-08-16,29,68.0,,0.68,19.720000000000002
2005-08-17,29,68.0,,0.68,19.720000000000002
2005-08-18,30,68.0,,0.68,20.400000000000002
2005-08-19,94,68.0,,0.68,63.92
2005-08-20,0,68.0,,0.68,0.0
2005-08-21,0,68.0,,0.68,0.0
2005-08-22,86,68.0,,0.68,58.480000000000004
2005-08-23,28,68.0,,0.68,19.040000000000003
2005-08-24,0,68.0,,0.68,0.0
2005-08-25,39,68.0,,0.68,26.520000000000003
2005-08-26,0,68.0,,0.68,0.0
2005-08-27,0,68.0,,0.68,0.0
2005-08-28,45,68.0,,0.68,30.6
2005-08-29,28,68.0,,0.68,19.040000000000003
2005-08-30,27,68.0,,0.68,18.360000000000003
2005-08-31,55,68.0,,0.68,37.400000000000006
2005-09-01,38,62.0,False,0.62,23.56
2005-09-02,61,62.0,,0.62,37.82
2005-09-03,62,62.0,,0.62,38.44
2005-09-04,0,62.0,,0.62,0.0
2005-09-05,55,62.0,,0.62,34.1
2005-09-06,18,62.0,,0.62,11.16
2005-09-07,18,62.0,,0.62,11.16
2005-09-08,53,62.0,,0.62,32.86
2005-09-09,75,62.0,,0.62,46.5
2005-09-10,28,62.0,,0.62,17.36
2005-09-11,28,62.0,,0.62,17.36
2005-09-12,0,62.0,,0.62,0.0
2005-09-13,34,62.0,,0.62,21.08
2005-09-14,34,62.0,,0.62,21.08
2005-09-15,35,62.0,,0.62,21.7
2005-09-16,18,62.0,,0.62,11.16
2005-09-17,28,62.0,,0.62,17.36
2005-09-18,28,62.0,,0.62,17.36
2005-09-19,34,62.0,,0.62,21.08
2005-09-20,100,62.0,,0.62,62.0
2005-09-21,0,62.0,,0.62,0.0
2005-09-22,85,62.0,,0.62,52.7
2005-09-23,0,62.0,,0.62,0.0
2005-09-24,0,62.0,,0.62,0.0
2005-09-25,55,62.0,,0.62,34.1
2005-09-26,34,62.0,,0.62,21.08
2005-09-27,16,62.0,,0.62,9.92
2005-09-28,51,62.0,,0.62,31.62
2005-09-29,17,62.0,,0.62,10.54
2005-09-30,19,62.0,,0.62,11.78
2005-10-01,71,71.0,False,0.71,50.41
2005-10-02,0,71.0,,0.71,0.0
2005-10-03,60,71.0,,0.71,42.599999999999994
2005-10-04,80,71.0,,0.71,56.8
2005-10-05,20,71.0,,0.71,14.2
2005-10-06,61,71.0,,0.71,43.309999999999995
2005-10-07,22,71.0,,0.71,15.62
2005-10-08,0,71.0,,0.71,0.0
2005-10-09,67,71.0,,0.71,47.57
2005-10-10,41,71.0,,0.71,29.11
2005-10-11,39,71.0,,0.71,27.689999999999998
2005-10-12,100,71.0,,0.71,71.0
2005-10-13,0,71.0,,0.71,0.0
2005-10-14,86,71.0,,0.71,61.059999999999995
2005-10-15,34,71.0,,0.71,24.14
2005-10-16,65,71.0,,0.71,46.15
2005-10-17,20,71.0,,0.71,14.2
2005-10-18,39,71.0,,0.71,27.689999999999998
2005-10-19,59,71.0,,0.71,41.89
2005-10-20,40,71.0,,0.71,28.4
2005-10-21,21,71.0,,0.71,14.91
2005-10-22,0,71.0,,0.71,0.0
2005-10-23,32,71.0,,0.71,22.72
2005-10-24,39,71.0,,0.71,27.689999999999998
2005-10-25,19,71.0,,0.71,13.489999999999998
2005-10-26,59,71.0,,0.71,41.89
2005-10-27,40,71.0,,0.71,28.4
2005-10-28,0,71.0,,0.71,0.0
2005-10-29,33,71.0,,0.71,23.43
2005-10-30,33,71.0,,0.71,23.43
2005-10-31,20,71.0,,0.71,14.2
2005-11-01,46,47.0,False,0.47,21.619999999999997
2005-11-02,44,47.0,,0.47,20.68
2005-11-03,36,47.0,,0.47,16.919999999999998
2005-11-04,19,47.0,,0.47,8.93
2005-11-05,29,47.0,,0.47,13.629999999999999
2005-11-06,58,47.0,,0.47,27.259999999999998
2005-11-07,0,47.0,,0.47,0.0
2005-11-08,51,47.0,,0.47,23.97
2005-11-09,57,47.0,,0.47,26.79
2005-11-10,51,47.0,,0.47,23.97
2005-11-11,40,47.0,,0.47,18.799999999999997
2005-11-12,29,47.0,,0.47,13.629999999999999
2005-11-13,29,47.0,,0.47,13.629999999999999
2005-11-14,61,47.0,,0.47,28.669999999999998
2005-11-15,25,47.0,,0.47,11.75
2005-11-16,34,47.0,,0.47,15.979999999999999
2005-11-17,52,47.0,,0.47,24.439999999999998
2005-11-18,38,47.0,,0.47,17.86
2005-11-19,0,47.0,,0.47,0.0
2005-11-20,0,47.0,,0.47,0.0
2005-11-21,26,47.0,,0.47,12.219999999999999
2005-11-22,26,47.0,,0.47,12.219999999999999
2005-11-23,100,47.0,,0.47,47.0
2005-11-24,63,47.0,,0.47,29.61
2005-11-25,28,47.0,,0.47,13.16
2005-11-26,29,47.0,,0.47,13.629999999999999
2005-11-27,27,47.0,,0.47,12.69
2005-11-28,58,47.0,,0.47,27.259999999999998
2005-11-29,32,47.0,,0.47,15.04
2005-11-30,41,47.0,,0.47,19.27
2005-12-01,80,46.0,False,0.46,36.800000000000004
2005-12-02,34,46.0,,0.46,15.64
2005-12-03,25,46.0,,0.46,11.5
2005-12-04,0,46.0,,0.46,0.0
2005-12-05,80,46.0,,0.46,36.800000000000004
2005-12-06,15,46.0,,0.46,6.9
2005-12-07,16,46.0,,0.46,7.36
2005-12-08,32,46.0,,0.46,14.72
2005-12-09,69,46.0,,0.46,31.740000000000002
2005-12-10,51,46.0,,0.46,23.46
2005-12-11,0,46.0,,0.46,0.0
2005-12-12,48,46.0,,0.46,22.080000000000002
2005-12-13,16,46.0,,0.46,7.36
2005-12-14,16,46.0,,0.46,7.36
2005-12-15,100,46.0,,0.46,46.0
2005-12-16,0,46.0,,0.46,0.0
2005-12-17,27,46.0,,0.46,12.42
2005-12-18,0,46.0,,0.46,0.0
2005-12-19,0,46.0,,0.46,0.0
2005-12-20,17,46.0,,0.46,7.82
2005-12-21,18,46.0,,0.46,8.280000000000001
2005-12-22,38,46.0,,0.46,17.48
2005-12-23,0,46.0,,0.46,0.0
2005-12-24,32,46.0,,0.46,14.72
2005-12-25,0,46.0,,0.46,0.0
2005-12-26,0,46.0,,0.46,0.0
2005-12-27,20,46.0,,0.46,9.200000000000001
2005-12-28,0,46.0,,0.46,0.0
2005-12-29,19,46.0,,0.46,8.74
2005-12-30,21,46.0,,0.46,9.66
2005-12-31,54,46.0,,0.46,24.84
2006-01-01,44,51.0,False,0.51,22.44
2006-01-02,31,51.0,,0.51,15.81
2006-01-03,0,51.0,,0.51,0.0
2006-01-04,22,51.0,,0.51,11.22
2006-01-05,68,51.0,,0.51,34.68
2006-01-06,23,51.0,,0.51,11.73
2006-01-07,34,51.0,,0.51,17.34
2006-01-08,0,51.0,,0.51,0.0
2006-01-09,22,51.0,,0.51,11.22
2006-01-10,0,51.0,,0.51,0.0
2006-01-11,21,51.0,,0.51,10.71
2006-01-12,44,51.0,,0.51,22.44
2006-01-13,68,51.0,,0.51,34.68
2006-01-14,0,51.0,,0.51,0.0
2006-01-15,70,51.0,,0.51,35.7
2006-01-16,0,51.0,,0.51,0.0
2006-01-17,84,51.0,,0.51,42.84
2006-01-18,21,51.0,,0.51,10.71
2006-01-19,86,51.0,,0.51,43.86
2006-01-20,0,51.0,,0.51,0.0
2006-01-21,0,51.0,,0.51,0.0
2006-01-22,0,51.0,,0.51,0.0
2006-01-23,42,51.0,,0.51,21.42
2006-01-24,82,51.0,,0.51,41.82
2006-01-25,62,51.0,,0.51,31.62
2006-01-26,42,51.0,,0.51,21.42
2006-01-27,44,51.0,,0.51,22.44
2006-01-28,0,51.0,,0.51,0.0
2006-01-29,0,51.0,,0.51,0.0
2006-01-30,62,51.0,,0.51,31.62
2006-01-31,100,51.0,,0.51,51.0
2006-02-01,87,57.0,False,0.57,49.589999999999996
2006-02-02,71,57.0,,0.57,40.47
2006-02-03,38,57.0,,0.57,21.659999999999997
2006-02-04,27,57.0,,0.57,15.389999999999999
2006-02-05,55,57.0,,0.57,31.349999999999998
2006-02-06,54,57.0,,0.57,30.779999999999998
2006-02-07,17,57.0,,0.57,9.69
2006-02-08,0,57.0,,0.57,0.0
2006-02-09,71,57.0,,0.57,40.47
2006-02-10,37,57.0,,0.57,21.09
2006-02-11,26,57.0,,0.57,14.819999999999999
2006-02-12,27,57.0,,0.57,15.389999999999999
2006-02-13,17,57.0,,0.57,9.69
2006-02-14,35,57.0,,0.57,19.95
2006-02-15,0,57.0,,0.57,0.0
2006-02-16,89,57.0,,0.57,50.73
2006-02-17,0,57.0,,0.57,0.0
2006-02-18,27,57.0,,0.57,15.389999999999999
2006-02-19,28,57.0,,0.57,15.959999999999999
2006-02-20,58,57.0,,0.57,33.059999999999995
2006-02-21,52,57.0,,0.57,29.639999999999997
2006-02-22,0,57.0,,0.57,0.0
2006-02-23,35,57.0,,0.57,19.95
2006-02-24,37,57.0,,0.57,21.09
2006-02-25,28,57.0,,0.57,15.959999999999999
2006-02-26,56,57.0,,0.57,31.919999999999998
2006-02-27,17,57.0,,0.57,9.69
2006-02-28,100,57.0,,0.57,56.99999999999999
2006-03-01,23,54.0,False,0.54,12.420000000000002
2006-03-02,24,54.0,,0.54,12.96
2006-03-03,24,54.0,,0.54,12.96
2006-03-04,74,54.0,,0.54,39.96
2006-03-05,75,54.0,,0.54,40.5
2006-03-06,94,54.0,,0.54,50.760000000000005
2006-03-07,69,54.0,,0.54,37.260000000000005
2006-03-08,23,54.0,,0.54,12.420000000000002
2006-03-09,47,54.0,,0.54,25.380000000000003
2006-03-10,76,54.0,,0.54,41.040000000000006
2006-03-11,38,54.0,,0.54,20.520000000000003
2006-03-12,0,54.0,,0.54,0.0
2006-03-13,0,54.0,,0.54,0.0
2006-03-14,23,54.0,,0.54,12.420000000000002
2006-03-15,47,54.0,,0.54,25.380000000000003
2006-03-16,48,54.0,,0.54,25.92
2006-03-17,26,54.0,,0.54,14.040000000000001
2006-03-18,75,54.0,,0.54,40.5
2006-03-19,36,54.0,,0.54,19.44
2006-03-20,93,54.0,,0.54,50.220000000000006
2006-03-21,22,54.0,,0.54,11.88
2006-03-22,70,54.0,,0.54,37.800000000000004
2006-03-23,47,54.0,,0.54,25.380000000000003
2006-03-24,25,54.0,,0.54,13.5
2006-03-25,0,54.0,,0.54,0.0
2006-03-26,37,54.0,,0.54,19.98
2006-03-27,47,54.0,,0.54,25.380000000000003
2006-03-28,45,54.0,,0.54,24.3
2006-03-29,47,54.0,,0.54,25.380000000000003
2006-03-30,24,54.0,,0.54,12.96
2006-03-31,100,54.0,,0.54,54.0
2006-04-01,40,56.0,False,0.56,22.400000000000002
2006-04-02,61,56.0,,0.56,34.160000000000004
2006-04-03,25,56.0,,0.56,14.000000000000002
2006-04-04,12,56.0,,0.56,6.720000000000001
2006-04-05,100,56.0,,0.56,56.00000000000001
2006-04-06,25,56.0,,0.56,14.000000000000002
2006-04-07,53,56.0,,0.56,29.680000000000003
2006-04-08,0,56.0,,0.56,0.0
2006-04-09,20,56.0,,0.56,11.200000000000001
2006-04-10,25,56.0,,0.56,14.000000000000002
2006-04-11,0,56.0,,0.56,0.0
2006-04-12,38,56.0,,0.56,21.28
2006-04-13,40,56.0,,0.56,22.400000000000002
2006-04-14,45,56.0,,0.56,25.200000000000003
2006-04-15,42,56.0,,0.56,23.520000000000003
2006-04-16,22,56.0,,0.56,12.32
2006-04-17,50,56.0,,0.56,28.000000000000004
2006-04-18,36,56.0,,0.56,20.160000000000004
2006-04-19,12,56.0,,0.56,6.720000000000001
2006-04-20,37,56.0,,0.56,20.720000000000002
2006-04-21,54,56.0,,0.56,30.240000000000002
2006-04-22,39,56.0,,0.56,21.840000000000003
2006-04-23,19,56.0,,0.56,10.64
2006-04-24,48,56.0,,0.56,26.880000000000003
2006-04-25,12,56.0,,0.56,6.720000000000001
2006-04-26,48,56.0,,0.56,26.880000000000003
2006-04-27,25,56.0,,0.56,14.000000000000002
2006-04-28,27,56.0,,0.56,15.120000000000001
2006-04-29,0,56.0,,0.56,0.0
2006-04-30,0,56.0,,0.56,0.0
2006-05-01,94,50.0,False,0.5,47.0
2006-05-02,93,50.0,,0.5,46.5
2006-05-03,70,50.0,,0.5,35.0
2006-05-04,48,50.0,,0.5,24.0
2006-05-05,0,50.0,,0.5,0.0
2006-05-06,81,50.0,,0.5,40.5
2006-05-07,0,50.0,,0.5,0.0
2006-05-08,47,50.0,,0.5,23.5
2006-05-09,47,50.0,,0.5,23.5
2006-05-10,24,50.0,,0.5,12.0
2006-05-11,71,50.0,,0.5,35.5
2006-05-12,52,50.0,,0.5,26.0
2006-05-13,40,50.0,,0.5,20.0
2006-05-14,41,50.0,,0.5,20.5
2006-05-15,48,50.0,,0.5,24.0
2006-05-16,47,50.0,,0.5,23.5
2006-05-17,24,50.0,,0.5,12.0
2006-05-18,49,50.0,,0.5,24.5
2006-05-19,26,50.0,,0.5,13.0
2006-05-20,0,50.0,,0.5,0.0
2006-05-21,0,50.0,,0.5,0.0
2006-05-22,24,50.0,,0.5,12.0
2006-05-23,24,50.0,,0.5,12.0
2006-05-24,49,50.0,,0.5,24.5
2006-05-25,100,50.0,,0.5,50.0
2006-05-26,0,50.0,,0.5,0.0
2006-05-27,44,50.0,,0.5,22.0
2006-05-28,0,50.0,,0.5,0.0
2006-05-29,79,50.0,,0.5,39.5
2006-05-30,49,50.0,,0.5,24.5
2006-05-31,49,50.0,,0.5,24.5
2006-06-01,0,45.0,False,0.45,0.0
2006-06-02,0,45.0,,0.45,0.0
2006-06-03,0,45.0,,0.45,0.0
2006-06-04,56,45.0,,0.45,25.2
2006-06-05,17,45.0,,0.45,7.65
2006-06-06,100,45.0,,0.45,45.0
2006-06-07,34,45.0,,0.45,15.3
2006-06-08,35,45.0,,0.45,15.75
2006-06-09,92,45.0,,0.45,41.4
2006-06-10,0,45.0,,0.45,0.0
2006-06-11,28,45.0,,0.45,12.6
2006-06-12,35,45.0,,0.45,15.75
2006-06-13,17,45.0,,0.45,7.65
2006-06-14,53,45.0,,0.45,23.85
2006-06-15,54,45.0,,0.45,24.3
2006-06-16,39,45.0,,0.45,17.55
2006-06-17,30,45.0,,0.45,13.5
2006-06-18,0,45.0,,0.45,0.0
2006-06-19,18,45.0,,0.45,8.1
2006-06-20,17,45.0,,0.45,7.65
2006-06-21,54,45.0,,0.45,24.3
2006-06-22,18,45.0,,0.45,8.1
2006-06-23,38,45.0,,0.45,17.1
2006-06-24,0,45.0,,0.45,0.0
2006-06-25,27,45.0,,0.45,12.15
2006-06-26,51,45.0,,0.45,22.95
2006-06-27,17,45.0,,0.45,7.65
2006-06-28,0,45.0,,0.45,0.0
2006-06-29,71,45.0,,0.45,31.95
2006-06-30,58,45.0,,0.45,26.1
2006-07-01,0,33.0,False,0.33,0.0
2006-07-02,0,33.0,,0.33,0.0
2006-07-03,0,33.0,,0.33,0.0
2006-07-04,50,33.0,,0.33,16.5
2006-07-05,0,33.0,,0.33,0.0
2006-07-06,64,33.0,,0.33,21.12
2006-07-07,0,33.0,,0.33,0.0
2006-07-08,0,33.0,,0.33,0.0
2006-07-09,0,33.0,,0.33,0.0
2006-07-10,96,33.0,,0.33,31.68
2006-07-11,93,33.0,,0.33,30.69
2006-07-12,31,33.0,,0.33,10.23
2006-07-13,97,33.0,,0.33,32.01
2006-07-14,70,33.0,,0.33,23.1
2006-07-15,0,33.0,,0.33,0.0
2006-07-16,0,33.0,,0.33,0.0
2006-07-17,32,33.0,,0.33,10.56
2006-07-18,31,33.0,,0.33,10.23
2006-07-19,32,33.0,,0.33,10.56
2006-07-20,64,33.0,,0.33,21.12
2006-07-21,34,33.0,,0.33,11.22
2006-07-22,49,33.0,,0.33,16.17
2006-07-23,100,33.0,,0.33,33.0
2006-07-24,63,33.0,,0.33,20.790000000000003
2006-07-25,62,33.0,,0.33,20.46
2006-07-26,62,33.0,,0.33,20.46
2006-07-27,0,33.0,,0.33,0.0
2006-07-28,34,33.0,,0.33,11.22
2006-07-29,0,33.0,,0.33,0.0
2006-07-30,51,33.0,,0.33,16.830000000000002
2006-07-31,62,33.0,,0.33,20.46
2006-08-01,75,34.0,False,0.34,25.500000000000004
2006-08-02,50,34.0,,0.34,17.0
2006-08-03,52,34.0,,0.34,17.68
2006-08-04,0,34.0,,0.34,0.0
2006-08-05,82,34.0,,0.34,27.880000000000003
2006-08-06,0,34.0,,0.34,0.0
2006-08-07,26,34.0,,0.34,8.84
2006-08-08,25,34.0,,0.34,8.5
2006-08-09,25,34.0,,0.34,8.5
2006-08-10,75,34.0,,0.34,25.500000000000004
2006-08-11,83,34.0,,0.34,28.220000000000002
2006-08-12,0,34.0,,0.34,0.0
2006-08-13,41,34.0,,0.34,13.940000000000001
2006-08-14,51,34.0,,0.34,17.34
2006-08-15,74,34.0,,0.34,25.16
2006-08-16,0,34.0,,0.34,0.0
2006-08-17,78,34.0,,0.34,26.520000000000003
2006-08-18,27,34.0,,0.34,9.180000000000001
2006-08-19,39,34.0,,0.34,13.260000000000002
2006-08-20,40,34.0,,0.34,13.600000000000001
2006-08-21,100,34.0,,0.34,34.0
2006-08-22,99,34.0,,0.34,33.660000000000004
2006-08-23,25,34.0,,0.34,8.5
2006-08-24,76,34.0,,0.34,25.840000000000003
2006-08-25,26,34.0,,0.34,8.84
2006-08-26,38,34.0,,0.34,12.920000000000002
2006-08-27,37,34.0,,0.34,12.58
2006-08-28,0,34.0,,0.34,0.0
2006-08-29,71,34.0,,0.34,24.14
2006-08-30,73,34.0,,0.34,24.82
