date,poverty level_unscaled,poverty level_monthly,isPartial,scale,poverty level
2012-08-30,81,46.0,,0.46,37.260000000000005
2012-08-31,72,46.0,,0.46,33.120000000000005
2012-09-01,45,60.0,False,0.6,27.0
2012-09-02,14,60.0,,0.6,8.4
2012-09-03,22,60.0,,0.6,13.2
2012-09-04,33,60.0,,0.6,19.8
2012-09-05,49,60.0,,0.6,29.4
2012-09-06,44,60.0,,0.6,26.4
2012-09-07,34,60.0,,0.6,20.4
2012-09-08,26,60.0,,0.6,15.6
2012-09-09,34,60.0,,0.6,20.4
2012-09-10,58,60.0,,0.6,34.8
2012-09-11,46,60.0,,0.6,27.599999999999998
2012-09-12,66,60.0,,0.6,39.6
2012-09-13,36,60.0,,0.6,21.599999999999998
2012-09-14,68,60.0,,0.6,40.8
2012-09-15,46,60.0,,0.6,27.599999999999998
2012-09-16,10,60.0,,0.6,6.0
2012-09-17,24,60.0,,0.6,14.399999999999999
2012-09-18,58,60.0,,0.6,34.8
2012-09-19,30,60.0,,0.6,18.0
2012-09-20,100,60.0,,0.6,60.0
2012-09-21,46,60.0,,0.6,27.599999999999998
2012-09-22,34,60.0,,0.6,20.4
2012-09-23,14,60.0,,0.6,8.4
2012-09-24,35,60.0,,0.6,21.0
2012-09-25,32,60.0,,0.6,19.2
2012-09-26,49,60.0,,0.6,29.4
2012-09-27,33,60.0,,0.6,19.8
2012-09-28,28,60.0,,0.6,16.8
2012-09-29,30,60.0,,0.6,18.0
2012-09-30,17,60.0,,0.6,10.2
2012-10-01,93,58.0,False,0.58,53.94
2012-10-02,55,58.0,,0.58,31.9
2012-10-03,83,58.0,,0.58,48.13999999999999
2012-10-04,83,58.0,,0.58,48.13999999999999
2012-10-05,53,58.0,,0.58,30.74
2012-10-06,87,58.0,,0.58,50.459999999999994
2012-10-07,40,58.0,,0.58,23.2
2012-10-08,56,58.0,,0.58,32.48
2012-10-09,82,58.0,,0.58,47.559999999999995
2012-10-10,68,58.0,,0.58,39.44
2012-10-11,41,58.0,,0.58,23.779999999999998
2012-10-12,100,58.0,,0.58,57.99999999999999
2012-10-13,52,58.0,,0.58,30.159999999999997
2012-10-14,50,58.0,,0.58,28.999999999999996
2012-10-15,54,58.0,,0.58,31.319999999999997
2012-10-16,80,58.0,,0.58,46.4
2012-10-17,96,58.0,,0.58,55.67999999999999
2012-10-18,73,58.0,,0.58,42.339999999999996
2012-10-19,52,58.0,,0.58,30.159999999999997
2012-10-20,40,58.0,,0.58,23.2
2012-10-21,28,58.0,,0.58,16.24
2012-10-22,45,58.0,,0.58,26.099999999999998
2012-10-23,39,58.0,,0.58,22.619999999999997
2012-10-24,67,58.0,,0.58,38.86
2012-10-25,73,58.0,,0.58,42.339999999999996
2012-10-26,66,58.0,,0.58,38.279999999999994
2012-10-27,62,58.0,,0.58,35.96
2012-10-28,38,58.0,,0.58,22.04
2012-10-29,52,58.0,,0.58,30.159999999999997
2012-10-30,62,58.0,,0.58,35.96
2012-10-31,37,58.0,,0.58,21.459999999999997
2012-11-01,82,62.0,False,0.62,50.839999999999996
2012-11-02,64,62.0,,0.62,39.68
2012-11-03,38,62.0,,0.62,23.56
2012-11-04,46,62.0,,0.62,28.52
2012-11-05,46,62.0,,0.62,28.52
2012-11-06,41,62.0,,0.62,25.419999999999998
2012-11-07,98,62.0,,0.62,60.76
2012-11-08,58,62.0,,0.62,35.96
2012-11-09,73,62.0,,0.62,45.26
2012-11-10,53,62.0,,0.62,32.86
2012-11-11,38,62.0,,0.62,23.56
2012-11-12,90,62.0,,0.62,55.8
2012-11-13,80,62.0,,0.62,49.6
2012-11-14,100,62.0,,0.62,62.0
2012-11-15,74,62.0,,0.62,45.88
2012-11-16,64,62.0,,0.62,39.68
2012-11-17,43,62.0,,0.62,26.66
2012-11-18,37,62.0,,0.62,22.94
2012-11-19,34,62.0,,0.62,21.08
2012-11-20,62,62.0,,0.62,38.44
2012-11-21,74,62.0,,0.62,45.88
2012-11-22,20,62.0,,0.62,12.4
2012-11-23,32,62.0,,0.62,19.84
2012-11-24,38,62.0,,0.62,23.56
2012-11-25,60,62.0,,0.62,37.2
2012-11-26,84,62.0,,0.62,52.08
2012-11-27,65,62.0,,0.62,40.3
2012-11-28,55,62.0,,0.62,34.1
2012-11-29,91,62.0,,0.62,56.42
2012-11-30,61,62.0,,0.62,37.82
2012-12-01,43,48.0,False,0.48,20.64
2012-12-02,64,48.0,,0.48,30.72
2012-12-03,100,48.0,,0.48,48.0
2012-12-04,76,48.0,,0.48,36.48
2012-12-05,48,48.0,,0.48,23.04
2012-12-06,70,48.0,,0.48,33.6
2012-12-07,59,48.0,,0.48,28.32
2012-12-08,48,48.0,,0.48,23.04
2012-12-09,62,48.0,,0.48,29.759999999999998
2012-12-10,55,48.0,,0.48,26.4
2012-12-11,64,48.0,,0.48,30.72
2012-12-12,52,48.0,,0.48,24.96
2012-12-13,58,48.0,,0.48,27.84
2012-12-14,76,48.0,,0.48,36.48
2012-12-15,59,48.0,,0.48,28.32
2012-12-16,43,48.0,,0.48,20.64
2012-12-17,80,48.0,,0.48,38.4
2012-12-18,71,48.0,,0.48,34.08
2012-12-19,68,48.0,,0.48,32.64
2012-12-20,28,48.0,,0.48,13.44
2012-12-21,34,48.0,,0.48,16.32
2012-12-22,17,48.0,,0.48,8.16
2012-12-23,18,48.0,,0.48,8.64
2012-12-24,28,48.0,,0.48,13.44
2012-12-25,6,48.0,,0.48,2.88
2012-12-26,36,48.0,,0.48,17.28
2012-12-27,53,48.0,,0.48,25.439999999999998
2012-12-28,34,48.0,,0.48,16.32
2012-12-29,38,48.0,,0.48,18.24
2012-12-30,44,48.0,,0.48,21.119999999999997
2012-12-31,49,48.0,,0.48,23.52
2013-01-01,47,60.0,False,0.6,28.2
2013-01-02,66,60.0,,0.6,39.6
2013-01-03,57,60.0,,0.6,34.199999999999996
2013-01-04,58,60.0,,0.6,34.8
2013-01-05,42,60.0,,0.6,25.2
2013-01-06,37,60.0,,0.6,22.2
2013-01-07,63,60.0,,0.6,37.8
2013-01-08,74,60.0,,0.6,44.4
2013-01-09,82,60.0,,0.6,49.199999999999996
2013-01-10,59,60.0,,0.6,35.4
2013-01-11,49,60.0,,0.6,29.4
2013-01-12,37,60.0,,0.6,22.2
2013-01-13,19,60.0,,0.6,11.4
2013-01-14,50,60.0,,0.6,30.0
2013-01-15,97,60.0,,0.6,58.199999999999996
2013-01-16,90,60.0,,0.6,54.0
2013-01-17,55,60.0,,0.6,33.0
2013-01-18,65,60.0,,0.6,39.0
2013-01-19,53,60.0,,0.6,31.799999999999997
2013-01-20,48,60.0,,0.6,28.799999999999997
2013-01-21,77,60.0,,0.6,46.199999999999996
2013-01-22,73,60.0,,0.6,43.8
2013-01-23,50,60.0,,0.6,30.0
2013-01-24,78,60.0,,0.6,46.8
2013-01-25,68,60.0,,0.6,40.8
2013-01-26,69,60.0,,0.6,41.4
2013-01-27,47,60.0,,0.6,28.2
2013-01-28,83,60.0,,0.6,49.8
2013-01-29,88,60.0,,0.6,52.8
2013-01-30,57,60.0,,0.6,34.199999999999996
2013-01-31,100,60.0,,0.6,60.0
2013-02-01,53,68.0,False,0.68,36.04
2013-02-02,24,68.0,,0.68,16.32
2013-02-03,29,68.0,,0.68,19.720000000000002
2013-02-04,48,68.0,,0.68,32.64
2013-02-05,77,68.0,,0.68,52.36000000000001
2013-02-06,52,68.0,,0.68,35.36
2013-02-07,39,68.0,,0.68,26.520000000000003
2013-02-08,27,68.0,,0.68,18.360000000000003
2013-02-09,23,68.0,,0.68,15.64
2013-02-10,15,68.0,,0.68,10.200000000000001
2013-02-11,33,68.0,,0.68,22.44
2013-02-12,33,68.0,,0.68,22.44
2013-02-13,100,68.0,,0.68,68.0
2013-02-14,62,68.0,,0.68,42.160000000000004
2013-02-15,64,68.0,,0.68,43.52
2013-02-16,18,68.0,,0.68,12.24
2013-02-17,27,68.0,,0.68,18.360000000000003
2013-02-18,35,68.0,,0.68,23.8
2013-02-19,55,68.0,,0.68,37.400000000000006
2013-02-20,58,68.0,,0.68,39.440000000000005
2013-02-21,38,68.0,,0.68,25.840000000000003
2013-02-22,45,68.0,,0.68,30.6
2013-02-23,47,68.0,,0.68,31.96
2013-02-24,17,68.0,,0.68,11.56
2013-02-25,37,68.0,,0.68,25.16
2013-02-26,63,68.0,,0.68,42.84
2013-02-27,48,68.0,,0.68,32.64
2013-02-28,44,68.0,,0.68,29.92
2013-03-01,68,57.0,False,0.57,38.76
2013-03-02,44,57.0,,0.57,25.08
2013-03-03,93,57.0,,0.57,53.01
2013-03-04,79,57.0,,0.57,45.029999999999994
2013-03-05,68,57.0,,0.57,38.76
2013-03-06,65,57.0,,0.57,37.05
2013-03-07,100,57.0,,0.57,56.99999999999999
2013-03-08,37,57.0,,0.57,21.09
2013-03-09,13,57.0,,0.57,7.409999999999999
2013-03-10,67,57.0,,0.57,38.19
2013-03-11,55,57.0,,0.57,31.349999999999998
2013-03-12,57,57.0,,0.57,32.489999999999995
2013-03-13,87,57.0,,0.57,49.589999999999996
2013-03-14,70,57.0,,0.57,39.9
2013-03-15,69,57.0,,0.57,39.33
2013-03-16,40,57.0,,0.57,22.799999999999997
2013-03-17,58,57.0,,0.57,33.059999999999995
2013-03-18,57,57.0,,0.57,32.489999999999995
2013-03-19,82,57.0,,0.57,46.739999999999995
2013-03-20,48,57.0,,0.57,27.36
2013-03-21,65,57.0,,0.57,37.05
2013-03-22,68,57.0,,0.57,38.76
2013-03-23,45,57.0,,0.57,25.65
2013-03-24,66,57.0,,0.57,37.62
2013-03-25,68,57.0,,0.57,38.76
2013-03-26,33,57.0,,0.57,18.81
2013-03-27,85,57.0,,0.57,48.449999999999996
2013-03-28,72,57.0,,0.57,41.04
2013-03-29,29,57.0,,0.57,16.529999999999998
2013-03-30,14,57.0,,0.57,7.9799999999999995
2013-03-31,39,57.0,,0.57,22.229999999999997
2013-04-01,75,61.0,False,0.61,45.75
2013-04-02,51,61.0,,0.61,31.11
2013-04-03,100,61.0,,0.61,61.0
2013-04-04,66,61.0,,0.61,40.26
2013-04-05,54,61.0,,0.61,32.94
2013-04-06,55,61.0,,0.61,33.55
2013-04-07,26,61.0,,0.61,15.86
2013-04-08,68,61.0,,0.61,41.48
2013-04-09,54,61.0,,0.61,32.94
2013-04-10,61,61.0,,0.61,37.21
2013-04-11,58,61.0,,0.61,35.38
2013-04-12,43,61.0,,0.61,26.23
2013-04-13,56,61.0,,0.61,34.16
2013-04-14,30,61.0,,0.61,18.3
2013-04-15,53,61.0,,0.61,32.33
2013-04-16,64,61.0,,0.61,39.04
2013-04-17,54,61.0,,0.61,32.94
2013-04-18,61,61.0,,0.61,37.21
2013-04-19,42,61.0,,0.61,25.62
2013-04-20,38,61.0,,0.61,23.18
2013-04-21,43,61.0,,0.61,26.23
2013-04-22,61,61.0,,0.61,37.21
2013-04-23,41,61.0,,0.61,25.009999999999998
2013-04-24,64,61.0,,0.61,39.04
2013-04-25,63,61.0,,0.61,38.43
2013-04-26,58,61.0,,0.61,35.38
2013-04-27,22,61.0,,0.61,13.42
2013-04-28,47,61.0,,0.61,28.669999999999998
2013-04-29,44,61.0,,0.61,26.84
2013-04-30,51,61.0,,0.61,31.11
2013-05-01,98,52.0,False,0.52,50.96
2013-05-02,38,52.0,,0.52,19.76
2013-05-03,80,52.0,,0.52,41.6
2013-05-04,21,52.0,,0.52,10.92
2013-05-05,22,52.0,,0.52,11.440000000000001
2013-05-06,63,52.0,,0.52,32.76
2013-05-07,51,52.0,,0.52,26.52
2013-05-08,46,52.0,,0.52,23.92
2013-05-09,60,52.0,,0.52,31.200000000000003
2013-05-10,45,52.0,,0.52,23.400000000000002
2013-05-11,44,52.0,,0.52,22.880000000000003
2013-05-12,67,52.0,,0.52,34.84
2013-05-13,65,52.0,,0.52,33.800000000000004
2013-05-14,51,52.0,,0.52,26.52
2013-05-15,55,52.0,,0.52,28.6
2013-05-16,69,52.0,,0.52,35.88
2013-05-17,54,52.0,,0.52,28.080000000000002
2013-05-18,49,52.0,,0.52,25.48
2013-05-19,42,52.0,,0.52,21.84
2013-05-20,42,52.0,,0.52,21.84
2013-05-21,83,52.0,,0.52,43.160000000000004
2013-05-22,60,52.0,,0.52,31.200000000000003
2013-05-23,78,52.0,,0.52,40.56
2013-05-24,87,52.0,,0.52,45.24
2013-05-25,34,52.0,,0.52,17.68
2013-05-26,100,52.0,,0.52,52.0
2013-05-27,73,52.0,,0.52,37.96
2013-05-28,94,52.0,,0.52,48.88
2013-05-29,81,52.0,,0.52,42.120000000000005
2013-05-30,56,52.0,,0.52,29.12
2013-05-31,50,52.0,,0.52,26.0
2013-06-01,69,51.0,False,0.51,35.19
2013-06-02,49,51.0,,0.51,24.990000000000002
2013-06-03,75,51.0,,0.51,38.25
2013-06-04,98,51.0,,0.51,49.980000000000004
2013-06-05,94,51.0,,0.51,47.94
2013-06-06,90,51.0,,0.51,45.9
2013-06-07,40,51.0,,0.51,20.4
2013-06-08,100,51.0,,0.51,51.0
2013-06-09,38,51.0,,0.51,19.38
2013-06-10,83,51.0,,0.51,42.33
2013-06-11,88,51.0,,0.51,44.88
2013-06-12,79,51.0,,0.51,40.29
2013-06-13,90,51.0,,0.51,45.9
2013-06-14,74,51.0,,0.51,37.74
2013-06-15,77,51.0,,0.51,39.27
2013-06-16,32,51.0,,0.51,16.32
2013-06-17,80,51.0,,0.51,40.8
2013-06-18,49,51.0,,0.51,24.990000000000002
2013-06-19,89,51.0,,0.51,45.39
2013-06-20,66,51.0,,0.51,33.660000000000004
2013-06-21,72,51.0,,0.51,36.72
2013-06-22,70,51.0,,0.51,35.7
2013-06-23,19,51.0,,0.51,9.69
2013-06-24,75,51.0,,0.51,38.25
2013-06-25,69,51.0,,0.51,35.19
2013-06-26,100,51.0,,0.51,51.0
2013-06-27,91,51.0,,0.51,46.410000000000004
2013-06-28,41,51.0,,0.51,20.91
2013-06-29,38,51.0,,0.51,19.38
2013-06-30,51,51.0,,0.51,26.01
2013-07-01,75,52.0,False,0.52,39.0
2013-07-02,78,52.0,,0.52,40.56
2013-07-03,52,52.0,,0.52,27.04
2013-07-04,43,52.0,,0.52,22.36
2013-07-05,33,52.0,,0.52,17.16
2013-07-06,59,52.0,,0.52,30.68
2013-07-07,19,52.0,,0.52,9.88
2013-07-08,70,52.0,,0.52,36.4
2013-07-09,100,52.0,,0.52,52.0
2013-07-10,86,52.0,,0.52,44.72
2013-07-11,59,52.0,,0.52,30.68
2013-07-12,36,52.0,,0.52,18.72
2013-07-13,33,52.0,,0.52,17.16
2013-07-14,43,52.0,,0.52,22.36
2013-07-15,42,52.0,,0.52,21.84
2013-07-16,64,52.0,,0.52,33.28
2013-07-17,62,52.0,,0.52,32.24
2013-07-18,31,52.0,,0.52,16.12
2013-07-19,61,52.0,,0.52,31.720000000000002
2013-07-20,53,52.0,,0.52,27.560000000000002
2013-07-21,29,52.0,,0.52,15.08
2013-07-22,76,52.0,,0.52,39.52
2013-07-23,57,52.0,,0.52,29.64
2013-07-24,35,52.0,,0.52,18.2
2013-07-25,59,52.0,,0.52,30.68
2013-07-26,69,52.0,,0.52,35.88
2013-07-27,29,52.0,,0.52,15.08
2013-07-28,48,52.0,,0.52,24.96
2013-07-29,77,52.0,,0.52,40.04
2013-07-30,42,52.0,,0.52,21.84
2013-07-31,77,52.0,,0.52,40.04
2013-08-01,83,57.0,False,0.57,47.309999999999995
2013-08-02,55,57.0,,0.57,31.349999999999998
2013-08-03,43,57.0,,0.57,24.509999999999998
2013-08-04,38,57.0,,0.57,21.659999999999997
2013-08-05,65,57.0,,0.57,37.05
2013-08-06,77,57.0,,0.57,43.88999999999999
2013-08-07,82,57.0,,0.57,46.739999999999995
2013-08-08,100,57.0,,0.57,56.99999999999999
2013-08-09,85,57.0,,0.57,48.449999999999996
2013-08-10,43,57.0,,0.57,24.509999999999998
2013-08-11,48,57.0,,0.57,27.36
2013-08-12,73,57.0,,0.57,41.61
2013-08-13,59,57.0,,0.57,33.629999999999995
2013-08-14,74,57.0,,0.57,42.18
2013-08-15,79,57.0,,0.57,45.029999999999994
2013-08-16,45,57.0,,0.57,25.65
2013-08-17,43,57.0,,0.57,24.509999999999998
2013-08-18,42,57.0,,0.57,23.939999999999998
2013-08-19,72,57.0,,0.57,41.04
2013-08-20,72,57.0,,0.57,41.04
2013-08-21,69,57.0,,0.57,39.33
2013-08-22,52,57.0,,0.57,29.639999999999997
2013-08-23,72,57.0,,0.57,41.04
2013-08-24,53,57.0,,0.57,30.209999999999997
2013-08-25,42,57.0,,0.57,23.939999999999998
2013-08-26,37,57.0,,0.57,21.09
2013-08-27,74,57.0,,0.57,42.18
2013-08-28,79,57.0,,0.57,45.029999999999994
2013-08-29,85,57.0,,0.57,48.449999999999996
2013-08-30,71,57.0,,0.57,40.47
2013-08-31,47,57.0,,0.57,26.79
2013-09-01,21,86.0,False,0.86,18.06
2013-09-02,12,86.0,,0.86,10.32
2013-09-03,23,86.0,,0.86,19.78
2013-09-04,40,86.0,,0.86,34.4
2013-09-05,40,86.0,,0.86,34.4
2013-09-06,53,86.0,,0.86,45.58
2013-09-07,31,86.0,,0.86,26.66
2013-09-08,23,86.0,,0.86,19.78
2013-09-09,42,86.0,,0.86,36.12
2013-09-10,47,86.0,,0.86,40.42
2013-09-11,56,86.0,,0.86,48.16
2013-09-12,54,86.0,,0.86,46.44
2013-09-13,59,86.0,,0.86,50.74
2013-09-14,31,86.0,,0.86,26.66
2013-09-15,20,86.0,,0.86,17.2
2013-09-16,59,86.0,,0.86,50.74
2013-09-17,91,86.0,,0.86,78.26
2013-09-18,81,86.0,,0.86,69.66
2013-09-19,67,86.0,,0.86,57.62
2013-09-20,48,86.0,,0.86,41.28
2013-09-21,39,86.0,,0.86,33.54
2013-09-22,28,86.0,,0.86,24.08
2013-09-23,40,86.0,,0.86,34.4
2013-09-24,65,86.0,,0.86,55.9
2013-09-25,93,86.0,,0.86,79.98
2013-09-26,100,86.0,,0.86,86.0
2013-09-27,80,86.0,,0.86,68.8
2013-09-28,46,86.0,,0.86,39.56
2013-09-29,47,86.0,,0.86,40.42
2013-09-30,82,86.0,,0.86,70.52
2013-10-01,100,100.0,False,1.0,100.0
2013-10-02,74,100.0,,1.0,74.0
2013-10-03,50,100.0,,1.0,50.0
2013-10-04,65,100.0,,1.0,65.0
2013-10-05,36,100.0,,1.0,36.0
2013-10-06,35,100.0,,1.0,35.0
2013-10-07,62,100.0,,1.0,62.0
2013-10-08,53,100.0,,1.0,53.0
2013-10-09,72,100.0,,1.0,72.0
2013-10-10,49,100.0,,1.0,49.0
2013-10-11,55,100.0,,1.0,55.0
2013-10-12,31,100.0,,1.0,31.0
2013-10-13,31,100.0,,1.0,31.0
2013-10-14,45,100.0,,1.0,45.0
2013-10-15,51,100.0,,1.0,51.0
2013-10-16,50,100.0,,1.0,50.0
2013-10-17,39,100.0,,1.0,39.0
2013-10-18,42,100.0,,1.0,42.0
2013-10-19,31,100.0,,1.0,31.0
2013-10-20,31,100.0,,1.0,31.0
2013-10-21,50,100.0,,1.0,50.0
2013-10-22,59,100.0,,1.0,59.0
2013-10-23,77,100.0,,1.0,77.0
2013-10-24,48,100.0,,1.0,48.0
2013-10-25,43,100.0,,1.0,43.0
2013-10-26,48,100.0,,1.0,48.0
2013-10-27,39,100.0,,1.0,39.0
2013-10-28,49,100.0,,1.0,49.0
2013-10-29,57,100.0,,1.0,57.0
2013-10-30,52,100.0,,1.0,52.0
2013-10-31,32,100.0,,1.0,32.0
2013-11-01,71,79.0,False,0.79,56.09
2013-11-02,38,79.0,,0.79,30.020000000000003
2013-11-03,56,79.0,,0.79,44.24
2013-11-04,45,79.0,,0.79,35.550000000000004
2013-11-05,68,79.0,,0.79,53.72
2013-11-06,100,79.0,,0.79,79.0
2013-11-07,56,79.0,,0.79,44.24
2013-11-08,85,79.0,,0.79,67.15
2013-11-09,57,79.0,,0.79,45.03
2013-11-10,49,79.0,,0.79,38.71
2013-11-11,40,79.0,,0.79,31.6
2013-11-12,94,79.0,,0.79,74.26
2013-11-13,84,79.0,,0.79,66.36
2013-11-14,63,79.0,,0.79,49.77
2013-11-15,67,79.0,,0.79,52.93
2013-11-16,52,79.0,,0.79,41.08
2013-11-17,40,79.0,,0.79,31.6
2013-11-18,63,79.0,,0.79,49.77
2013-11-19,76,79.0,,0.79,60.040000000000006
2013-11-20,71,79.0,,0.79,56.09
2013-11-21,61,79.0,,0.79,48.190000000000005
2013-11-22,80,79.0,,0.79,63.2
2013-11-23,41,79.0,,0.79,32.39
2013-11-24,17,79.0,,0.79,13.43
2013-11-25,55,79.0,,0.79,43.45
2013-11-26,56,79.0,,0.79,44.24
2013-11-27,62,79.0,,0.79,48.980000000000004
2013-11-28,14,79.0,,0.79,11.06
2013-11-29,37,79.0,,0.79,29.23
2013-11-30,31,79.0,,0.79,24.490000000000002
2013-12-01,46,69.0,False,0.69,31.74
2013-12-02,85,69.0,,0.69,58.65
2013-12-03,90,69.0,,0.69,62.099999999999994
2013-12-04,66,69.0,,0.69,45.54
2013-12-05,79,69.0,,0.69,54.51
2013-12-06,85,69.0,,0.69,58.65
2013-12-07,58,69.0,,0.69,40.019999999999996
2013-12-08,57,69.0,,0.69,39.33
2013-12-09,96,69.0,,0.69,66.24
2013-12-10,63,69.0,,0.69,43.47
2013-12-11,84,69.0,,0.69,57.959999999999994
2013-12-12,59,69.0,,0.69,40.709999999999994
2013-12-13,88,69.0,,0.69,60.72
2013-12-14,42,69.0,,0.69,28.979999999999997
2013-12-15,59,69.0,,0.69,40.709999999999994
2013-12-16,61,69.0,,0.69,42.089999999999996
2013-12-17,100,69.0,,0.69,69.0
2013-12-18,62,69.0,,0.69,42.779999999999994
2013-12-19,90,69.0,,0.69,62.099999999999994
2013-12-20,48,69.0,,0.69,33.12
2013-12-21,44,69.0,,0.69,30.36
2013-12-22,36,69.0,,0.69,24.839999999999996
2013-12-23,62,69.0,,0.69,42.779999999999994
2013-12-24,69,69.0,,0.69,47.61
2013-12-25,47,69.0,,0.69,32.43
2013-12-26,49,69.0,,0.69,33.809999999999995
2013-12-27,58,69.0,,0.69,40.019999999999996
2013-12-28,52,69.0,,0.69,35.879999999999995
2013-12-29,60,69.0,,0.69,41.4
2013-12-30,70,69.0,,0.69,48.3
2013-12-31,96,69.0,,0.69,66.24
2014-01-01,29,73.0,False,0.73,21.169999999999998
2014-01-02,46,73.0,,0.73,33.58
2014-01-03,64,73.0,,0.73,46.72
2014-01-04,63,73.0,,0.73,45.99
2014-01-05,33,73.0,,0.73,24.09
2014-01-06,33,73.0,,0.73,24.09
2014-01-07,63,73.0,,0.73,45.99
2014-01-08,70,73.0,,0.73,51.1
2014-01-09,65,73.0,,0.73,47.449999999999996
2014-01-10,63,73.0,,0.73,45.99
2014-01-11,23,73.0,,0.73,16.79
2014-01-12,41,73.0,,0.73,29.93
2014-01-13,69,73.0,,0.73,50.37
2014-01-14,52,73.0,,0.73,37.96
2014-01-15,69,73.0,,0.73,50.37
2014-01-16,52,73.0,,0.73,37.96
2014-01-17,51,73.0,,0.73,37.23
2014-01-18,37,73.0,,0.73,27.009999999999998
2014-01-19,27,73.0,,0.73,19.71
2014-01-20,49,73.0,,0.73,35.769999999999996
2014-01-21,51,73.0,,0.73,37.23
2014-01-22,76,73.0,,0.73,55.48
2014-01-23,60,73.0,,0.73,43.8
2014-01-24,48,73.0,,0.73,35.04
2014-01-25,60,73.0,,0.73,43.8
2014-01-26,43,73.0,,0.73,31.39
2014-01-27,47,73.0,,0.73,34.31
2014-01-28,82,73.0,,0.73,59.86
2014-01-29,100,73.0,,0.73,73.0
2014-01-30,71,73.0,,0.73,51.83
2014-01-31,79,73.0,,0.73,57.67
2014-02-01,44,65.0,False,0.65,28.6
2014-02-02,42,65.0,,0.65,27.3
2014-02-03,60,65.0,,0.65,39.0
2014-02-04,70,65.0,,0.65,45.5
2014-02-05,68,65.0,,0.65,44.2
2014-02-06,66,65.0,,0.65,42.9
2014-02-07,74,65.0,,0.65,48.1
2014-02-08,59,65.0,,0.65,38.35
2014-02-09,35,65.0,,0.65,22.75
2014-02-10,60,65.0,,0.65,39.0
2014-02-11,78,65.0,,0.65,50.7
2014-02-12,66,65.0,,0.65,42.9
2014-02-13,83,65.0,,0.65,53.95
2014-02-14,44,65.0,,0.65,28.6
2014-02-15,49,65.0,,0.65,31.85
2014-02-16,52,65.0,,0.65,33.800000000000004
2014-02-17,54,65.0,,0.65,35.1
2014-02-18,88,65.0,,0.65,57.2
2014-02-19,80,65.0,,0.65,52.0
2014-02-20,100,65.0,,0.65,65.0
2014-02-21,63,65.0,,0.65,40.95
2014-02-22,57,65.0,,0.65,37.050000000000004
2014-02-23,60,65.0,,0.65,39.0
2014-02-24,35,65.0,,0.65,22.75
2014-02-25,88,65.0,,0.65,57.2
2014-02-26,84,65.0,,0.65,54.6
2014-02-27,83,65.0,,0.65,53.95
2014-02-28,66,65.0,,0.65,42.9
2014-03-01,44,67.0,False,0.67,29.48
2014-03-02,58,67.0,,0.67,38.86
2014-03-03,73,67.0,,0.67,48.910000000000004
2014-03-04,69,67.0,,0.67,46.230000000000004
2014-03-05,76,67.0,,0.67,50.92
2014-03-06,49,67.0,,0.67,32.830000000000005
2014-03-07,62,67.0,,0.67,41.54
2014-03-08,38,67.0,,0.67,25.46
2014-03-09,46,67.0,,0.67,30.82
2014-03-10,63,67.0,,0.67,42.21
2014-03-11,78,67.0,,0.67,52.260000000000005
2014-03-12,73,67.0,,0.67,48.910000000000004
2014-03-13,81,67.0,,0.67,54.27
2014-03-14,68,67.0,,0.67,45.56
2014-03-15,27,67.0,,0.67,18.09
2014-03-16,52,67.0,,0.67,34.84
2014-03-17,67,67.0,,0.67,44.89
2014-03-18,62,67.0,,0.67,41.54
2014-03-19,64,67.0,,0.67,42.88
2014-03-20,62,67.0,,0.67,41.54
2014-03-21,55,67.0,,0.67,36.85
2014-03-22,35,67.0,,0.67,23.450000000000003
2014-03-23,49,67.0,,0.67,32.830000000000005
2014-03-24,61,67.0,,0.67,40.870000000000005
2014-03-25,70,67.0,,0.67,46.900000000000006
2014-03-26,98,67.0,,0.67,65.66000000000001
2014-03-27,100,67.0,,0.67,67.0
2014-03-28,80,67.0,,0.67,53.6
2014-03-29,77,67.0,,0.67,51.59
2014-03-30,64,67.0,,0.67,42.88
2014-03-31,89,67.0,,0.67,59.63
2014-04-01,100,57.0,False,0.57,56.99999999999999
2014-04-02,60,57.0,,0.57,34.199999999999996
2014-04-03,73,57.0,,0.57,41.61
2014-04-04,46,57.0,,0.57,26.22
2014-04-05,32,57.0,,0.57,18.24
2014-04-06,24,57.0,,0.57,13.68
2014-04-07,59,57.0,,0.57,33.629999999999995
2014-04-08,59,57.0,,0.57,33.629999999999995
2014-04-09,55,57.0,,0.57,31.349999999999998
2014-04-10,53,57.0,,0.57,30.209999999999997
2014-04-11,41,57.0,,0.57,23.369999999999997
2014-04-12,29,57.0,,0.57,16.529999999999998
2014-04-13,85,57.0,,0.57,48.449999999999996
2014-04-14,69,57.0,,0.57,39.33
2014-04-15,62,57.0,,0.57,35.339999999999996
2014-04-16,48,57.0,,0.57,27.36
2014-04-17,53,57.0,,0.57,30.209999999999997
2014-04-18,43,57.0,,0.57,24.509999999999998
2014-04-19,33,57.0,,0.57,18.81
2014-04-20,31,57.0,,0.57,17.669999999999998
2014-04-21,43,57.0,,0.57,24.509999999999998
2014-04-22,76,57.0,,0.57,43.31999999999999
2014-04-23,58,57.0,,0.57,33.059999999999995
2014-04-24,61,57.0,,0.57,34.769999999999996
2014-04-25,54,57.0,,0.57,30.779999999999998
2014-04-26,4,57.0,,0.57,2.28
2014-04-27,40,57.0,,0.57,22.799999999999997
