date,CAR DONATE_unscaled,CAR DONATE_monthly,isPartial,scale,CAR DONATE
2012-08-15,25,21.0,,0.21,5.25
2012-08-16,19,21.0,,0.21,3.9899999999999998
2012-08-17,33,21.0,,0.21,6.93
2012-08-18,55,21.0,,0.21,11.549999999999999
2012-08-19,23,21.0,,0.21,4.83
2012-08-20,100,21.0,,0.21,21.0
2012-08-21,67,21.0,,0.21,14.07
2012-08-22,25,21.0,,0.21,5.25
2012-08-23,51,21.0,,0.21,10.709999999999999
2012-08-24,58,21.0,,0.21,12.18
2012-08-25,46,21.0,,0.21,9.66
2012-08-26,30,21.0,,0.21,6.3
2012-08-27,61,21.0,,0.21,12.809999999999999
2012-08-28,24,21.0,,0.21,5.04
2012-08-29,31,21.0,,0.21,6.51
2012-08-30,50,21.0,,0.21,10.5
2012-08-31,25,21.0,,0.21,5.25
2012-09-01,50,18.0,False,0.18,9.0
2012-09-02,26,18.0,,0.18,4.68
2012-09-03,23,18.0,,0.18,4.14
2012-09-04,20,18.0,,0.18,3.5999999999999996
2012-09-05,100,18.0,,0.18,18.0
2012-09-06,0,18.0,,0.18,0.0
2012-09-07,0,18.0,,0.18,0.0
2012-09-08,72,18.0,,0.18,12.959999999999999
2012-09-09,0,18.0,,0.18,0.0
2012-09-10,80,18.0,,0.18,14.399999999999999
2012-09-11,20,18.0,,0.18,3.5999999999999996
2012-09-12,20,18.0,,0.18,3.5999999999999996
2012-09-13,81,18.0,,0.18,14.58
2012-09-14,41,18.0,,0.18,7.38
2012-09-15,51,18.0,,0.18,9.18
2012-09-16,25,18.0,,0.18,4.5
2012-09-17,99,18.0,,0.18,17.82
2012-09-18,58,18.0,,0.18,10.44
2012-09-19,20,18.0,,0.18,3.5999999999999996
2012-09-20,60,18.0,,0.18,10.799999999999999
2012-09-21,62,18.0,,0.18,11.16
2012-09-22,50,18.0,,0.18,9.0
2012-09-23,0,18.0,,0.18,0.0
2012-09-24,20,18.0,,0.18,3.5999999999999996
2012-09-25,99,18.0,,0.18,17.82
2012-09-26,39,18.0,,0.18,7.02
2012-09-27,40,18.0,,0.18,7.199999999999999
2012-09-28,0,18.0,,0.18,0.0
2012-09-29,0,18.0,,0.18,0.0
2012-09-30,0,18.0,,0.18,0.0
2012-10-01,43,20.0,False,0.2,8.6
2012-10-02,50,20.0,,0.2,10.0
2012-10-03,36,20.0,,0.2,7.2
2012-10-04,65,20.0,,0.2,13.0
2012-10-05,22,20.0,,0.2,4.4
2012-10-06,0,20.0,,0.2,0.0
2012-10-07,35,20.0,,0.2,7.0
2012-10-08,100,20.0,,0.2,20.0
2012-10-09,77,20.0,,0.2,15.4
2012-10-10,56,20.0,,0.2,11.200000000000001
2012-10-11,36,20.0,,0.2,7.2
2012-10-12,29,20.0,,0.2,5.800000000000001
2012-10-13,63,20.0,,0.2,12.600000000000001
2012-10-14,17,20.0,,0.2,3.4000000000000004
2012-10-15,69,20.0,,0.2,13.8
2012-10-16,55,20.0,,0.2,11.0
2012-10-17,35,20.0,,0.2,7.0
2012-10-18,56,20.0,,0.2,11.200000000000001
2012-10-19,36,20.0,,0.2,7.2
2012-10-20,27,20.0,,0.2,5.4
2012-10-21,35,20.0,,0.2,7.0
2012-10-22,55,20.0,,0.2,11.0
2012-10-23,47,20.0,,0.2,9.4
2012-10-24,69,20.0,,0.2,13.8
2012-10-25,83,20.0,,0.2,16.6
2012-10-26,29,20.0,,0.2,5.800000000000001
2012-10-27,18,20.0,,0.2,3.6
2012-10-28,17,20.0,,0.2,3.4000000000000004
2012-10-29,33,20.0,,0.2,6.6000000000000005
2012-10-30,48,20.0,,0.2,9.600000000000001
2012-10-31,43,20.0,,0.2,8.6
2012-11-01,41,22.0,False,0.22,9.02
2012-11-02,40,22.0,,0.22,8.8
2012-11-03,95,22.0,,0.22,20.9
2012-11-04,70,22.0,,0.22,15.4
2012-11-05,76,22.0,,0.22,16.72
2012-11-06,100,22.0,,0.22,22.0
2012-11-07,53,22.0,,0.22,11.66
2012-11-08,29,22.0,,0.22,6.38
2012-11-09,50,22.0,,0.22,11.0
2012-11-10,24,22.0,,0.22,5.28
2012-11-11,24,22.0,,0.22,5.28
2012-11-12,39,22.0,,0.22,8.58
2012-11-13,85,22.0,,0.22,18.7
2012-11-14,48,22.0,,0.22,10.56
2012-11-15,58,22.0,,0.22,12.76
2012-11-16,60,22.0,,0.22,13.2
2012-11-17,83,22.0,,0.22,18.26
2012-11-18,47,22.0,,0.22,10.34
2012-11-19,57,22.0,,0.22,12.540000000000001
2012-11-20,38,22.0,,0.22,8.36
2012-11-21,61,22.0,,0.22,13.42
2012-11-22,50,22.0,,0.22,11.0
2012-11-23,45,22.0,,0.22,9.9
2012-11-24,35,22.0,,0.22,7.7
2012-11-25,68,22.0,,0.22,14.96
2012-11-26,73,22.0,,0.22,16.06
2012-11-27,72,22.0,,0.22,15.84
2012-11-28,91,22.0,,0.22,20.02
2012-11-29,54,22.0,,0.22,11.88
2012-11-30,47,22.0,,0.22,10.34
2012-12-01,70,21.0,False,0.21,14.7
2012-12-02,17,21.0,,0.21,3.57
2012-12-03,71,21.0,,0.21,14.91
2012-12-04,14,21.0,,0.21,2.94
2012-12-05,14,21.0,,0.21,2.94
2012-12-06,29,21.0,,0.21,6.09
2012-12-07,45,21.0,,0.21,9.45
2012-12-08,71,21.0,,0.21,14.91
2012-12-09,52,21.0,,0.21,10.92
2012-12-10,14,21.0,,0.21,2.94
2012-12-11,28,21.0,,0.21,5.88
2012-12-12,100,21.0,,0.21,21.0
2012-12-13,29,21.0,,0.21,6.09
2012-12-14,44,21.0,,0.21,9.24
2012-12-15,18,21.0,,0.21,3.78
2012-12-16,72,21.0,,0.21,15.12
2012-12-17,58,21.0,,0.21,12.18
2012-12-18,29,21.0,,0.21,6.09
2012-12-19,30,21.0,,0.21,6.3
2012-12-20,15,21.0,,0.21,3.15
2012-12-21,95,21.0,,0.21,19.95
2012-12-22,19,21.0,,0.21,3.9899999999999998
2012-12-23,19,21.0,,0.21,3.9899999999999998
2012-12-24,92,21.0,,0.21,19.32
2012-12-25,0,21.0,,0.21,0.0
2012-12-26,68,21.0,,0.21,14.28
2012-12-27,78,21.0,,0.21,16.38
2012-12-28,97,21.0,,0.21,20.37
2012-12-29,0,21.0,,0.21,0.0
2012-12-30,36,21.0,,0.21,7.56
2012-12-31,32,21.0,,0.21,6.72
2013-01-01,19,16.0,False,0.16,3.04
2013-01-02,0,16.0,,0.16,0.0
2013-01-03,44,16.0,,0.16,7.04
2013-01-04,60,16.0,,0.16,9.6
2013-01-05,52,16.0,,0.16,8.32
2013-01-06,34,16.0,,0.16,5.44
2013-01-07,58,16.0,,0.16,9.28
2013-01-08,100,16.0,,0.16,16.0
2013-01-09,29,16.0,,0.16,4.64
2013-01-10,14,16.0,,0.16,2.24
2013-01-11,15,16.0,,0.16,2.4
2013-01-12,52,16.0,,0.16,8.32
2013-01-13,34,16.0,,0.16,5.44
2013-01-14,28,16.0,,0.16,4.48
2013-01-15,56,16.0,,0.16,8.96
2013-01-16,28,16.0,,0.16,4.48
2013-01-17,14,16.0,,0.16,2.24
2013-01-18,0,16.0,,0.16,0.0
2013-01-19,87,16.0,,0.16,13.92
2013-01-20,0,16.0,,0.16,0.0
2013-01-21,90,16.0,,0.16,14.4
2013-01-22,70,16.0,,0.16,11.200000000000001
2013-01-23,14,16.0,,0.16,2.24
2013-01-24,43,16.0,,0.16,6.88
2013-01-25,58,16.0,,0.16,9.28
2013-01-26,17,16.0,,0.16,2.72
2013-01-27,85,16.0,,0.16,13.6
2013-01-28,0,16.0,,0.16,0.0
2013-01-29,41,16.0,,0.16,6.5600000000000005
2013-01-30,69,16.0,,0.16,11.040000000000001
2013-01-31,14,16.0,,0.16,2.24
2013-02-01,26,17.0,False,0.17,4.42
2013-02-02,60,17.0,,0.17,10.200000000000001
2013-02-03,70,17.0,,0.17,11.9
2013-02-04,67,17.0,,0.17,11.39
2013-02-05,0,17.0,,0.17,0.0
2013-02-06,49,17.0,,0.17,8.33
2013-02-07,17,17.0,,0.17,2.89
2013-02-08,17,17.0,,0.17,2.89
2013-02-09,50,17.0,,0.17,8.5
2013-02-10,100,17.0,,0.17,17.0
2013-02-11,48,17.0,,0.17,8.16
2013-02-12,57,17.0,,0.17,9.690000000000001
2013-02-13,24,17.0,,0.17,4.08
2013-02-14,26,17.0,,0.17,4.42
2013-02-15,35,17.0,,0.17,5.95
2013-02-16,41,17.0,,0.17,6.970000000000001
2013-02-17,20,17.0,,0.17,3.4000000000000004
2013-02-18,51,17.0,,0.17,8.67
2013-02-19,40,17.0,,0.17,6.800000000000001
2013-02-20,74,17.0,,0.17,12.58
2013-02-21,49,17.0,,0.17,8.33
2013-02-22,25,17.0,,0.17,4.25
2013-02-23,20,17.0,,0.17,3.4000000000000004
2013-02-24,20,17.0,,0.17,3.4000000000000004
2013-02-25,96,17.0,,0.17,16.32
2013-02-26,24,17.0,,0.17,4.08
2013-02-27,57,17.0,,0.17,9.690000000000001
2013-02-28,25,17.0,,0.17,4.25
2013-03-01,63,18.0,False,0.18,11.34
2013-03-02,62,18.0,,0.18,11.16
2013-03-03,0,18.0,,0.18,0.0
2013-03-04,51,18.0,,0.18,9.18
2013-03-05,70,18.0,,0.18,12.6
2013-03-06,40,18.0,,0.18,7.199999999999999
2013-03-07,72,18.0,,0.18,12.959999999999999
2013-03-08,42,18.0,,0.18,7.56
2013-03-09,37,18.0,,0.18,6.66
2013-03-10,25,18.0,,0.18,4.5
2013-03-11,41,18.0,,0.18,7.38
2013-03-12,20,18.0,,0.18,3.5999999999999996
2013-03-13,20,18.0,,0.18,3.5999999999999996
2013-03-14,41,18.0,,0.18,7.38
2013-03-15,64,18.0,,0.18,11.52
2013-03-16,100,18.0,,0.18,18.0
2013-03-17,75,18.0,,0.18,13.5
2013-03-18,50,18.0,,0.18,9.0
2013-03-19,40,18.0,,0.18,7.199999999999999
2013-03-20,31,18.0,,0.18,5.58
2013-03-21,61,18.0,,0.18,10.98
2013-03-22,21,18.0,,0.18,3.78
2013-03-23,100,18.0,,0.18,18.0
2013-03-24,49,18.0,,0.18,8.82
2013-03-25,70,18.0,,0.18,12.6
2013-03-26,51,18.0,,0.18,9.18
2013-03-27,72,18.0,,0.18,12.959999999999999
2013-03-28,75,18.0,,0.18,13.5
2013-03-29,34,18.0,,0.18,6.12
2013-03-30,79,18.0,,0.18,14.219999999999999
2013-03-31,54,18.0,,0.18,9.719999999999999
2013-04-01,16,17.0,False,0.17,2.72
2013-04-02,47,17.0,,0.17,7.99
2013-04-03,40,17.0,,0.17,6.800000000000001
2013-04-04,32,17.0,,0.17,5.44
2013-04-05,25,17.0,,0.17,4.25
2013-04-06,30,17.0,,0.17,5.1000000000000005
2013-04-07,40,17.0,,0.17,6.800000000000001
2013-04-08,39,17.0,,0.17,6.630000000000001
2013-04-09,55,17.0,,0.17,9.350000000000001
2013-04-10,39,17.0,,0.17,6.630000000000001
2013-04-11,24,17.0,,0.17,4.08
2013-04-12,33,17.0,,0.17,5.61
2013-04-13,40,17.0,,0.17,6.800000000000001
2013-04-14,59,17.0,,0.17,10.030000000000001
2013-04-15,54,17.0,,0.17,9.180000000000001
2013-04-16,39,17.0,,0.17,6.630000000000001
2013-04-17,32,17.0,,0.17,5.44
2013-04-18,39,17.0,,0.17,6.630000000000001
2013-04-19,33,17.0,,0.17,5.61
2013-04-20,100,17.0,,0.17,17.0
2013-04-21,30,17.0,,0.17,5.1000000000000005
2013-04-22,56,17.0,,0.17,9.520000000000001
2013-04-23,31,17.0,,0.17,5.2700000000000005
2013-04-24,48,17.0,,0.17,8.16
2013-04-25,24,17.0,,0.17,4.08
2013-04-26,51,17.0,,0.17,8.67
2013-04-27,41,17.0,,0.17,6.970000000000001
2013-04-28,40,17.0,,0.17,6.800000000000001
2013-04-29,63,17.0,,0.17,10.71
2013-04-30,32,17.0,,0.17,5.44
2013-05-01,100,19.0,False,0.19,19.0
2013-05-02,50,19.0,,0.19,9.5
2013-05-03,69,19.0,,0.19,13.11
2013-05-04,42,19.0,,0.19,7.98
2013-05-05,21,19.0,,0.19,3.99
2013-05-06,66,19.0,,0.19,12.540000000000001
2013-05-07,90,19.0,,0.19,17.1
2013-05-08,41,19.0,,0.19,7.79
2013-05-09,34,19.0,,0.19,6.46
2013-05-10,43,19.0,,0.19,8.17
2013-05-11,42,19.0,,0.19,7.98
2013-05-12,33,19.0,,0.19,6.2700000000000005
2013-05-13,93,19.0,,0.19,17.67
2013-05-14,25,19.0,,0.19,4.75
2013-05-15,25,19.0,,0.19,4.75
2013-05-16,93,19.0,,0.19,17.67
2013-05-17,27,19.0,,0.19,5.13
2013-05-18,21,19.0,,0.19,3.99
2013-05-19,52,19.0,,0.19,9.88
2013-05-20,49,19.0,,0.19,9.31
2013-05-21,41,19.0,,0.19,7.79
2013-05-22,100,19.0,,0.19,19.0
2013-05-23,51,19.0,,0.19,9.69
2013-05-24,98,19.0,,0.19,18.62
2013-05-25,44,19.0,,0.19,8.36
2013-05-26,69,19.0,,0.19,13.11
2013-05-27,31,19.0,,0.19,5.89
2013-05-28,83,19.0,,0.19,15.77
2013-05-29,75,19.0,,0.19,14.25
2013-05-30,68,19.0,,0.19,12.92
2013-05-31,53,19.0,,0.19,10.07
2013-06-01,47,19.0,False,0.19,8.93
2013-06-02,31,19.0,,0.19,5.89
2013-06-03,12,19.0,,0.19,2.2800000000000002
2013-06-04,74,19.0,,0.19,14.06
2013-06-05,100,19.0,,0.19,19.0
2013-06-06,12,19.0,,0.19,2.2800000000000002
2013-06-07,25,19.0,,0.19,4.75
2013-06-08,31,19.0,,0.19,5.89
2013-06-09,31,19.0,,0.19,5.89
2013-06-10,98,19.0,,0.19,18.62
2013-06-11,37,19.0,,0.19,7.03
2013-06-12,12,19.0,,0.19,2.2800000000000002
2013-06-13,12,19.0,,0.19,2.2800000000000002
2013-06-14,40,19.0,,0.19,7.6
2013-06-15,64,19.0,,0.19,12.16
2013-06-16,32,19.0,,0.19,6.08
2013-06-17,37,19.0,,0.19,7.03
2013-06-18,49,19.0,,0.19,9.31
2013-06-19,50,19.0,,0.19,9.5
2013-06-20,51,19.0,,0.19,9.69
2013-06-21,26,19.0,,0.19,4.94
2013-06-22,32,19.0,,0.19,6.08
2013-06-23,47,19.0,,0.19,8.93
2013-06-24,0,19.0,,0.19,0.0
2013-06-25,62,19.0,,0.19,11.78
2013-06-26,12,19.0,,0.19,2.2800000000000002
2013-06-27,12,19.0,,0.19,2.2800000000000002
2013-06-28,26,19.0,,0.19,4.94
2013-06-29,47,19.0,,0.19,8.93
2013-06-30,0,19.0,,0.19,0.0
2013-07-01,32,22.0,False,0.22,7.04
2013-07-02,65,22.0,,0.22,14.3
2013-07-03,50,22.0,,0.22,11.0
2013-07-04,20,22.0,,0.22,4.4
2013-07-05,78,22.0,,0.22,17.16
2013-07-06,61,22.0,,0.22,13.42
2013-07-07,40,22.0,,0.22,8.8
2013-07-08,32,22.0,,0.22,7.04
2013-07-09,64,22.0,,0.22,14.08
2013-07-10,16,22.0,,0.22,3.52
2013-07-11,83,22.0,,0.22,18.26
2013-07-12,0,22.0,,0.22,0.0
2013-07-13,40,22.0,,0.22,8.8
2013-07-14,58,22.0,,0.22,12.76
2013-07-15,48,22.0,,0.22,10.56
2013-07-16,93,22.0,,0.22,20.46
2013-07-17,64,22.0,,0.22,14.08
2013-07-18,81,22.0,,0.22,17.82
2013-07-19,83,22.0,,0.22,18.26
2013-07-20,20,22.0,,0.22,4.4
2013-07-21,40,22.0,,0.22,8.8
2013-07-22,79,22.0,,0.22,17.38
2013-07-23,47,22.0,,0.22,10.34
2013-07-24,32,22.0,,0.22,7.04
2013-07-25,33,22.0,,0.22,7.26
2013-07-26,17,22.0,,0.22,3.74
2013-07-27,40,22.0,,0.22,8.8
2013-07-28,100,22.0,,0.22,22.0
2013-07-29,32,22.0,,0.22,7.04
2013-07-30,64,22.0,,0.22,14.08
2013-07-31,48,22.0,,0.22,10.56
2013-08-01,38,21.0,False,0.21,7.9799999999999995
2013-08-02,99,21.0,,0.21,20.79
2013-08-03,70,21.0,,0.21,14.7
2013-08-04,71,21.0,,0.21,14.91
2013-08-05,66,21.0,,0.21,13.86
2013-08-06,38,21.0,,0.21,7.9799999999999995
2013-08-07,57,21.0,,0.21,11.969999999999999
2013-08-08,75,21.0,,0.21,15.75
2013-08-09,39,21.0,,0.21,8.19
2013-08-10,47,21.0,,0.21,9.87
2013-08-11,48,21.0,,0.21,10.08
2013-08-12,57,21.0,,0.21,11.969999999999999
2013-08-13,46,21.0,,0.21,9.66
2013-08-14,76,21.0,,0.21,15.959999999999999
2013-08-15,48,21.0,,0.21,10.08
2013-08-16,59,21.0,,0.21,12.389999999999999
2013-08-17,47,21.0,,0.21,9.87
2013-08-18,47,21.0,,0.21,9.87
2013-08-19,94,21.0,,0.21,19.74
2013-08-20,75,21.0,,0.21,15.75
2013-08-21,66,21.0,,0.21,13.86
2013-08-22,85,21.0,,0.21,17.849999999999998
2013-08-23,20,21.0,,0.21,4.2
2013-08-24,59,21.0,,0.21,12.389999999999999
2013-08-25,69,21.0,,0.21,14.49
2013-08-26,90,21.0,,0.21,18.9
2013-08-27,63,21.0,,0.21,13.229999999999999
2013-08-28,100,21.0,,0.21,21.0
2013-08-29,46,21.0,,0.21,9.66
2013-08-30,48,21.0,,0.21,10.08
2013-08-31,56,21.0,,0.21,11.76
2013-09-01,63,18.0,False,0.18,11.34
2013-09-02,96,18.0,,0.18,17.28
2013-09-03,100,18.0,,0.18,18.0
2013-09-04,67,18.0,,0.18,12.059999999999999
2013-09-05,59,18.0,,0.18,10.62
2013-09-06,61,18.0,,0.18,10.98
2013-09-07,41,18.0,,0.18,7.38
2013-09-08,30,18.0,,0.18,5.3999999999999995
2013-09-09,91,18.0,,0.18,16.38
2013-09-10,96,18.0,,0.18,17.28
2013-09-11,40,18.0,,0.18,7.199999999999999
2013-09-12,66,18.0,,0.18,11.879999999999999
2013-09-13,51,18.0,,0.18,9.18
2013-09-14,21,18.0,,0.18,3.78
2013-09-15,29,18.0,,0.18,5.22
2013-09-16,73,18.0,,0.18,13.139999999999999
2013-09-17,81,18.0,,0.18,14.58
2013-09-18,41,18.0,,0.18,7.38
2013-09-19,41,18.0,,0.18,7.38
2013-09-20,52,18.0,,0.18,9.36
2013-09-21,41,18.0,,0.18,7.38
2013-09-22,41,18.0,,0.18,7.38
2013-09-23,50,18.0,,0.18,9.0
2013-09-24,92,18.0,,0.18,16.56
2013-09-25,50,18.0,,0.18,9.0
2013-09-26,17,18.0,,0.18,3.06
2013-09-27,18,18.0,,0.18,3.2399999999999998
2013-09-28,43,18.0,,0.18,7.739999999999999
2013-09-29,72,18.0,,0.18,12.959999999999999
2013-09-30,50,18.0,,0.18,9.0
2013-10-01,14,18.0,False,0.18,2.52
2013-10-02,42,18.0,,0.18,7.56
2013-10-03,84,18.0,,0.18,15.12
2013-10-04,44,18.0,,0.18,7.92
2013-10-05,0,18.0,,0.18,0.0
2013-10-06,17,18.0,,0.18,3.06
2013-10-07,28,18.0,,0.18,5.04
2013-10-08,56,18.0,,0.18,10.08
2013-10-09,57,18.0,,0.18,10.26
2013-10-10,57,18.0,,0.18,10.26
2013-10-11,74,18.0,,0.18,13.32
2013-10-12,35,18.0,,0.18,6.3
2013-10-13,18,18.0,,0.18,3.2399999999999998
2013-10-14,43,18.0,,0.18,7.739999999999999
2013-10-15,28,18.0,,0.18,5.04
2013-10-16,56,18.0,,0.18,10.08
2013-10-17,57,18.0,,0.18,10.26
2013-10-18,29,18.0,,0.18,5.22
2013-10-19,18,18.0,,0.18,3.2399999999999998
2013-10-20,0,18.0,,0.18,0.0
2013-10-21,84,18.0,,0.18,15.12
2013-10-22,54,18.0,,0.18,9.719999999999999
2013-10-23,14,18.0,,0.18,2.52
2013-10-24,42,18.0,,0.18,7.56
2013-10-25,15,18.0,,0.18,2.6999999999999997
2013-10-26,0,18.0,,0.18,0.0
2013-10-27,35,18.0,,0.18,6.3
2013-10-28,69,18.0,,0.18,12.42
2013-10-29,95,18.0,,0.18,17.099999999999998
2013-10-30,42,18.0,,0.18,7.56
2013-10-31,100,18.0,,0.18,18.0
2013-11-01,0,19.0,False,0.19,0.0
2013-11-02,29,19.0,,0.19,5.51
2013-11-03,100,19.0,,0.19,19.0
2013-11-04,23,19.0,,0.19,4.37
2013-11-05,57,19.0,,0.19,10.83
2013-11-06,34,19.0,,0.19,6.46
2013-11-07,23,19.0,,0.19,4.37
2013-11-08,73,19.0,,0.19,13.870000000000001
2013-11-09,0,19.0,,0.19,0.0
2013-11-10,29,19.0,,0.19,5.51
2013-11-11,35,19.0,,0.19,6.65
2013-11-12,34,19.0,,0.19,6.46
2013-11-13,23,19.0,,0.19,4.37
2013-11-14,58,19.0,,0.19,11.02
2013-11-15,72,19.0,,0.19,13.68
2013-11-16,71,19.0,,0.19,13.49
2013-11-17,28,19.0,,0.19,5.32
2013-11-18,22,19.0,,0.19,4.18
2013-11-19,68,19.0,,0.19,12.92
2013-11-20,34,19.0,,0.19,6.46
2013-11-21,46,19.0,,0.19,8.74
2013-11-22,12,19.0,,0.19,2.2800000000000002
2013-11-23,14,19.0,,0.19,2.66
2013-11-24,28,19.0,,0.19,5.32
2013-11-25,68,19.0,,0.19,12.92
2013-11-26,82,19.0,,0.19,15.58
2013-11-27,25,19.0,,0.19,4.75
2013-11-28,15,19.0,,0.19,2.85
2013-11-29,14,19.0,,0.19,2.66
2013-11-30,29,19.0,,0.19,5.51
2013-12-01,35,27.0,False,0.27,9.450000000000001
2013-12-02,81,27.0,,0.27,21.87
2013-12-03,35,27.0,,0.27,9.450000000000001
2013-12-04,48,27.0,,0.27,12.96
2013-12-05,36,27.0,,0.27,9.72
2013-12-06,56,27.0,,0.27,15.120000000000001
2013-12-07,15,27.0,,0.27,4.050000000000001
2013-12-08,37,27.0,,0.27,9.99
2013-12-09,84,27.0,,0.27,22.68
2013-12-10,54,27.0,,0.27,14.580000000000002
2013-12-11,56,27.0,,0.27,15.120000000000001
2013-12-12,50,27.0,,0.27,13.5
2013-12-13,52,27.0,,0.27,14.040000000000001
2013-12-14,15,27.0,,0.27,4.050000000000001
2013-12-15,39,27.0,,0.27,10.530000000000001
2013-12-16,50,27.0,,0.27,13.5
2013-12-17,63,27.0,,0.27,17.01
2013-12-18,51,27.0,,0.27,13.770000000000001
2013-12-19,53,27.0,,0.27,14.31
2013-12-20,55,27.0,,0.27,14.850000000000001
2013-12-21,16,27.0,,0.27,4.32
2013-12-22,49,27.0,,0.27,13.23
2013-12-23,43,27.0,,0.27,11.610000000000001
2013-12-24,16,27.0,,0.27,4.32
2013-12-25,19,27.0,,0.27,5.130000000000001
2013-12-26,83,27.0,,0.27,22.41
2013-12-27,100,27.0,,0.27,27.0
2013-12-28,48,27.0,,0.27,12.96
2013-12-29,47,27.0,,0.27,12.690000000000001
2013-12-30,93,27.0,,0.27,25.110000000000003
2013-12-31,14,27.0,,0.27,3.7800000000000002
2014-01-01,46,16.0,False,0.16,7.36
2014-01-02,25,16.0,,0.16,4.0
2014-01-03,0,16.0,,0.16,0.0
2014-01-04,14,16.0,,0.16,2.24
2014-01-05,14,16.0,,0.16,2.24
2014-01-06,23,16.0,,0.16,3.68
2014-01-07,23,16.0,,0.16,3.68
2014-01-08,48,16.0,,0.16,7.68
2014-01-09,48,16.0,,0.16,7.68
2014-01-10,37,16.0,,0.16,5.92
2014-01-11,29,16.0,,0.16,4.64
2014-01-12,43,16.0,,0.16,6.88
2014-01-13,23,16.0,,0.16,3.68
2014-01-14,46,16.0,,0.16,7.36
2014-01-15,24,16.0,,0.16,3.84
2014-01-16,36,16.0,,0.16,5.76
2014-01-17,0,16.0,,0.16,0.0
2014-01-18,44,16.0,,0.16,7.04
2014-01-19,29,16.0,,0.16,4.64
2014-01-20,25,16.0,,0.16,4.0
2014-01-21,11,16.0,,0.16,1.76
2014-01-22,46,16.0,,0.16,7.36
2014-01-23,35,16.0,,0.16,5.6000000000000005
2014-01-24,36,16.0,,0.16,5.76
2014-01-25,0,16.0,,0.16,0.0
2014-01-26,43,16.0,,0.16,6.88
2014-01-27,100,16.0,,0.16,16.0
2014-01-28,23,16.0,,0.16,3.68
2014-01-29,23,16.0,,0.16,3.68
2014-01-30,23,16.0,,0.16,3.68
2014-01-31,12,16.0,,0.16,1.92
2014-02-01,41,19.0,False,0.19,7.79
2014-02-02,27,19.0,,0.19,5.13
2014-02-03,33,19.0,,0.19,6.2700000000000005
2014-02-04,0,19.0,,0.19,0.0
2014-02-05,23,19.0,,0.19,4.37
2014-02-06,33,19.0,,0.19,6.2700000000000005
2014-02-07,53,19.0,,0.19,10.07
2014-02-08,68,19.0,,0.19,12.92
2014-02-09,67,19.0,,0.19,12.73
2014-02-10,44,19.0,,0.19,8.36
2014-02-11,44,19.0,,0.19,8.36
2014-02-12,22,19.0,,0.19,4.18
2014-02-13,22,19.0,,0.19,4.18
2014-02-14,47,19.0,,0.19,8.93
2014-02-15,14,19.0,,0.19,2.66
2014-02-16,42,19.0,,0.19,7.98
2014-02-17,23,19.0,,0.19,4.37
2014-02-18,22,19.0,,0.19,4.18
2014-02-19,100,19.0,,0.19,19.0
2014-02-20,33,19.0,,0.19,6.2700000000000005
2014-02-21,11,19.0,,0.19,2.09
2014-02-22,42,19.0,,0.19,7.98
2014-02-23,41,19.0,,0.19,7.79
2014-02-24,33,19.0,,0.19,6.2700000000000005
2014-02-25,66,19.0,,0.19,12.540000000000001
2014-02-26,44,19.0,,0.19,8.36
2014-02-27,33,19.0,,0.19,6.2700000000000005
2014-02-28,46,19.0,,0.19,8.74
2014-03-01,32,19.0,False,0.19,6.08
2014-03-02,32,19.0,,0.19,6.08
2014-03-03,38,19.0,,0.19,7.22
2014-03-04,13,19.0,,0.19,2.47
2014-03-05,0,19.0,,0.19,0.0
2014-03-06,40,19.0,,0.19,7.6
2014-03-07,41,19.0,,0.19,7.79
2014-03-08,100,19.0,,0.19,19.0
2014-03-09,49,19.0,,0.19,9.31
2014-03-10,54,19.0,,0.19,10.26
2014-03-11,54,19.0,,0.19,10.26
2014-03-12,80,19.0,,0.19,15.2
2014-03-13,27,19.0,,0.19,5.13
2014-03-14,57,19.0,,0.19,10.83
2014-03-15,51,19.0,,0.19,9.69
2014-03-16,33,19.0,,0.19,6.2700000000000005
2014-03-17,53,19.0,,0.19,10.07
2014-03-18,26,19.0,,0.19,4.94
2014-03-19,26,19.0,,0.19,4.94
2014-03-20,14,19.0,,0.19,2.66
2014-03-21,43,19.0,,0.19,8.17
2014-03-22,67,19.0,,0.19,12.73
2014-03-23,49,19.0,,0.19,9.31
2014-03-24,40,19.0,,0.19,7.6
2014-03-25,13,19.0,,0.19,2.47
2014-03-26,40,19.0,,0.19,7.6
2014-03-27,14,19.0,,0.19,2.66
2014-03-28,14,19.0,,0.19,2.66
2014-03-29,0,19.0,,0.19,0.0
2014-03-30,16,19.0,,0.19,3.04
2014-03-31,66,19.0,,0.19,12.540000000000001
2014-04-01,86,22.0,False,0.22,18.92
2014-04-02,59,22.0,,0.22,12.98
2014-04-03,29,22.0,,0.22,6.38
2014-04-04,30,22.0,,0.22,6.6
2014-04-05,74,22.0,,0.22,16.28
2014-04-06,73,22.0,,0.22,16.06
2014-04-07,72,22.0,,0.22,15.84
2014-04-08,57,22.0,,0.22,12.540000000000001
2014-04-09,59,22.0,,0.22,12.98
2014-04-10,60,22.0,,0.22,13.2
2014-04-11,0,22.0,,0.22,0.0
2014-04-12,57,22.0,,0.22,12.540000000000001
2014-04-13,37,22.0,,0.22,8.14
2014-04-14,29,22.0,,0.22,6.38
2014-04-15,28,22.0,,0.22,6.16
