date,CAR DONATE_unscaled,CAR DONATE_monthly,isPartial,scale,CAR DONATE
2008-11-05,64,39.0,,0.39,24.96
2008-11-06,33,39.0,,0.39,12.870000000000001
2008-11-07,35,39.0,,0.39,13.65
2008-11-08,33,39.0,,0.39,12.870000000000001
2008-11-09,34,39.0,,0.39,13.26
2008-11-10,78,39.0,,0.39,30.42
2008-11-11,56,39.0,,0.39,21.84
2008-11-12,22,39.0,,0.39,8.58
2008-11-13,66,39.0,,0.39,25.740000000000002
2008-11-14,47,39.0,,0.39,18.330000000000002
2008-11-15,67,39.0,,0.39,26.130000000000003
2008-11-16,50,39.0,,0.39,19.5
2008-11-17,99,39.0,,0.39,38.61
2008-11-18,44,39.0,,0.39,17.16
2008-11-19,56,39.0,,0.39,21.84
2008-11-20,92,39.0,,0.39,35.88
2008-11-21,70,39.0,,0.39,27.3
2008-11-22,33,39.0,,0.39,12.870000000000001
2008-11-23,100,39.0,,0.39,39.0
2008-11-24,77,39.0,,0.39,30.03
2008-11-25,33,39.0,,0.39,12.870000000000001
2008-11-26,37,39.0,,0.39,14.43
2008-11-27,0,39.0,,0.39,0.0
2008-11-28,81,39.0,,0.39,31.59
2008-11-29,34,39.0,,0.39,13.26
2008-11-30,65,39.0,,0.39,25.35
2008-12-01,57,53.0,False,0.53,30.21
2008-12-02,42,53.0,,0.53,22.26
2008-12-03,49,53.0,,0.53,25.970000000000002
2008-12-04,14,53.0,,0.53,7.42
2008-12-05,15,53.0,,0.53,7.95
2008-12-06,21,53.0,,0.53,11.13
2008-12-07,21,53.0,,0.53,11.13
2008-12-08,29,53.0,,0.53,15.370000000000001
2008-12-09,77,53.0,,0.53,40.81
2008-12-10,43,53.0,,0.53,22.790000000000003
2008-12-11,29,53.0,,0.53,15.370000000000001
2008-12-12,46,53.0,,0.53,24.380000000000003
2008-12-13,43,53.0,,0.53,22.790000000000003
2008-12-14,44,53.0,,0.53,23.32
2008-12-15,51,53.0,,0.53,27.03
2008-12-16,100,53.0,,0.53,53.0
2008-12-17,30,53.0,,0.53,15.9
2008-12-18,23,53.0,,0.53,12.190000000000001
2008-12-19,66,53.0,,0.53,34.980000000000004
2008-12-20,35,53.0,,0.53,18.55
2008-12-21,24,53.0,,0.53,12.72
2008-12-22,51,53.0,,0.53,27.03
2008-12-23,44,53.0,,0.53,23.32
2008-12-24,43,53.0,,0.53,22.790000000000003
2008-12-25,31,53.0,,0.53,16.43
2008-12-26,58,53.0,,0.53,30.740000000000002
2008-12-27,74,53.0,,0.53,39.22
2008-12-28,50,53.0,,0.53,26.5
2008-12-29,79,53.0,,0.53,41.870000000000005
2008-12-30,34,53.0,,0.53,18.02
2008-12-31,75,53.0,,0.53,39.75
2009-01-01,61,34.0,False,0.34,20.740000000000002
2009-01-02,57,34.0,,0.34,19.380000000000003
2009-01-03,100,34.0,,0.34,34.0
2009-01-04,0,34.0,,0.34,0.0
2009-01-05,35,34.0,,0.34,11.9
2009-01-06,56,34.0,,0.34,19.040000000000003
2009-01-07,45,34.0,,0.34,15.3
2009-01-08,56,34.0,,0.34,19.040000000000003
2009-01-09,59,34.0,,0.34,20.060000000000002
2009-01-10,65,34.0,,0.34,22.1
2009-01-11,33,34.0,,0.34,11.22
2009-01-12,78,34.0,,0.34,26.520000000000003
2009-01-13,44,34.0,,0.34,14.96
2009-01-14,55,34.0,,0.34,18.700000000000003
2009-01-15,22,34.0,,0.34,7.48
2009-01-16,23,34.0,,0.34,7.82
2009-01-17,33,34.0,,0.34,11.22
2009-01-18,34,34.0,,0.34,11.56
2009-01-19,73,34.0,,0.34,24.82
2009-01-20,33,34.0,,0.34,11.22
2009-01-21,0,34.0,,0.34,0.0
2009-01-22,66,34.0,,0.34,22.44
2009-01-23,45,34.0,,0.34,15.3
2009-01-24,95,34.0,,0.34,32.300000000000004
2009-01-25,32,34.0,,0.34,10.88
2009-01-26,21,34.0,,0.34,7.140000000000001
2009-01-27,63,34.0,,0.34,21.42
2009-01-28,32,34.0,,0.34,10.88
2009-01-29,22,34.0,,0.34,7.48
2009-01-30,68,34.0,,0.34,23.12
2009-01-31,32,34.0,,0.34,10.88
2009-02-01,0,27.0,False,0.27,0.0
2009-02-02,58,27.0,,0.27,15.66
2009-02-03,55,27.0,,0.27,14.850000000000001
2009-02-04,37,27.0,,0.27,9.99
2009-02-05,0,27.0,,0.27,0.0
2009-02-06,39,27.0,,0.27,10.530000000000001
2009-02-07,56,27.0,,0.27,15.120000000000001
2009-02-08,28,27.0,,0.27,7.5600000000000005
2009-02-09,18,27.0,,0.27,4.86
2009-02-10,18,27.0,,0.27,4.86
2009-02-11,56,27.0,,0.27,15.120000000000001
2009-02-12,56,27.0,,0.27,15.120000000000001
2009-02-13,100,27.0,,0.27,27.0
2009-02-14,28,27.0,,0.27,7.5600000000000005
2009-02-15,30,27.0,,0.27,8.100000000000001
2009-02-16,0,27.0,,0.27,0.0
2009-02-17,19,27.0,,0.27,5.130000000000001
2009-02-18,37,27.0,,0.27,9.99
2009-02-19,19,27.0,,0.27,5.130000000000001
2009-02-20,78,27.0,,0.27,21.060000000000002
2009-02-21,28,27.0,,0.27,7.5600000000000005
2009-02-22,55,27.0,,0.27,14.850000000000001
2009-02-23,57,27.0,,0.27,15.39
2009-02-24,37,27.0,,0.27,9.99
2009-02-25,18,27.0,,0.27,4.86
2009-02-26,0,27.0,,0.27,0.0
2009-02-27,58,27.0,,0.27,15.66
2009-02-28,0,27.0,,0.27,0.0
2009-03-01,29,27.0,False,0.27,7.83
2009-03-02,40,27.0,,0.27,10.8
2009-03-03,39,27.0,,0.27,10.530000000000001
2009-03-04,39,27.0,,0.27,10.530000000000001
2009-03-05,20,27.0,,0.27,5.4
2009-03-06,21,27.0,,0.27,5.67
2009-03-07,0,27.0,,0.27,0.0
2009-03-08,30,27.0,,0.27,8.100000000000001
2009-03-09,39,27.0,,0.27,10.530000000000001
2009-03-10,0,27.0,,0.27,0.0
2009-03-11,20,27.0,,0.27,5.4
2009-03-12,40,27.0,,0.27,10.8
2009-03-13,21,27.0,,0.27,5.67
2009-03-14,0,27.0,,0.27,0.0
2009-03-15,0,27.0,,0.27,0.0
2009-03-16,60,27.0,,0.27,16.200000000000003
2009-03-17,100,27.0,,0.27,27.0
2009-03-18,61,27.0,,0.27,16.470000000000002
2009-03-19,0,27.0,,0.27,0.0
2009-03-20,43,27.0,,0.27,11.610000000000001
2009-03-21,61,27.0,,0.27,16.470000000000002
2009-03-22,30,27.0,,0.27,8.100000000000001
2009-03-23,0,27.0,,0.27,0.0
2009-03-24,58,27.0,,0.27,15.66
2009-03-25,98,27.0,,0.27,26.46
2009-03-26,20,27.0,,0.27,5.4
2009-03-27,0,27.0,,0.27,0.0
2009-03-28,59,27.0,,0.27,15.930000000000001
2009-03-29,29,27.0,,0.27,7.83
2009-03-30,78,27.0,,0.27,21.060000000000002
2009-03-31,58,27.0,,0.27,15.66
2009-04-01,0,36.0,False,0.36,0.0
2009-04-02,44,36.0,,0.36,15.84
2009-04-03,32,36.0,,0.36,11.52
2009-04-04,90,36.0,,0.36,32.4
2009-04-05,45,36.0,,0.36,16.2
2009-04-06,73,36.0,,0.36,26.279999999999998
2009-04-07,100,36.0,,0.36,36.0
2009-04-08,15,36.0,,0.36,5.3999999999999995
2009-04-09,0,36.0,,0.36,0.0
2009-04-10,53,36.0,,0.36,19.08
2009-04-11,23,36.0,,0.36,8.28
2009-04-12,25,36.0,,0.36,9.0
2009-04-13,30,36.0,,0.36,10.799999999999999
2009-04-14,14,36.0,,0.36,5.04
2009-04-15,14,36.0,,0.36,5.04
2009-04-16,74,36.0,,0.36,26.64
2009-04-17,16,36.0,,0.36,5.76
2009-04-18,47,36.0,,0.36,16.919999999999998
2009-04-19,0,36.0,,0.36,0.0
2009-04-20,72,36.0,,0.36,25.919999999999998
2009-04-21,28,36.0,,0.36,10.08
2009-04-22,28,36.0,,0.36,10.08
2009-04-23,29,36.0,,0.36,10.44
2009-04-24,32,36.0,,0.36,11.52
2009-04-25,23,36.0,,0.36,8.28
2009-04-26,0,36.0,,0.36,0.0
2009-04-27,43,36.0,,0.36,15.479999999999999
2009-04-28,0,36.0,,0.36,0.0
2009-04-29,57,36.0,,0.36,20.52
2009-04-30,58,36.0,,0.36,20.88
2009-05-01,0,42.0,False,0.42,0.0
2009-05-02,0,42.0,,0.42,0.0
2009-05-03,0,42.0,,0.42,0.0
2009-05-04,32,42.0,,0.42,13.44
2009-05-05,32,42.0,,0.42,13.44
2009-05-06,16,42.0,,0.42,6.72
2009-05-07,34,42.0,,0.42,14.28
2009-05-08,18,42.0,,0.42,7.56
2009-05-09,27,42.0,,0.42,11.34
2009-05-10,28,42.0,,0.42,11.76
2009-05-11,0,42.0,,0.42,0.0
2009-05-12,49,42.0,,0.42,20.58
2009-05-13,49,42.0,,0.42,20.58
2009-05-14,33,42.0,,0.42,13.86
2009-05-15,71,42.0,,0.42,29.82
2009-05-16,0,42.0,,0.42,0.0
2009-05-17,52,42.0,,0.42,21.84
2009-05-18,100,42.0,,0.42,42.0
2009-05-19,49,42.0,,0.42,20.58
2009-05-20,17,42.0,,0.42,7.14
2009-05-21,52,42.0,,0.42,21.84
2009-05-22,38,42.0,,0.42,15.959999999999999
2009-05-23,0,42.0,,0.42,0.0
2009-05-24,29,42.0,,0.42,12.18
2009-05-25,25,42.0,,0.42,10.5
2009-05-26,34,42.0,,0.42,14.28
2009-05-27,17,42.0,,0.42,7.14
2009-05-28,51,42.0,,0.42,21.419999999999998
2009-05-29,73,42.0,,0.42,30.66
2009-05-30,54,42.0,,0.42,22.68
2009-05-31,54,42.0,,0.42,22.68
2009-06-01,33,45.0,False,0.45,14.85
2009-06-02,32,45.0,,0.45,14.4
2009-06-03,0,45.0,,0.45,0.0
2009-06-04,83,45.0,,0.45,37.35
2009-06-05,18,45.0,,0.45,8.1
2009-06-06,0,45.0,,0.45,0.0
2009-06-07,26,45.0,,0.45,11.700000000000001
2009-06-08,65,45.0,,0.45,29.25
2009-06-09,48,45.0,,0.45,21.6
2009-06-10,0,45.0,,0.45,0.0
2009-06-11,100,45.0,,0.45,45.0
2009-06-12,0,45.0,,0.45,0.0
2009-06-13,0,45.0,,0.45,0.0
2009-06-14,26,45.0,,0.45,11.700000000000001
2009-06-15,34,45.0,,0.45,15.3
2009-06-16,49,45.0,,0.45,22.05
2009-06-17,33,45.0,,0.45,14.85
2009-06-18,17,45.0,,0.45,7.65
2009-06-19,18,45.0,,0.45,8.1
2009-06-20,0,45.0,,0.45,0.0
2009-06-21,27,45.0,,0.45,12.15
2009-06-22,50,45.0,,0.45,22.5
2009-06-23,50,45.0,,0.45,22.5
2009-06-24,33,45.0,,0.45,14.85
2009-06-25,34,45.0,,0.45,15.3
2009-06-26,36,45.0,,0.45,16.2
2009-06-27,78,45.0,,0.45,35.1
2009-06-28,26,45.0,,0.45,11.700000000000001
2009-06-29,50,45.0,,0.45,22.5
2009-06-30,66,45.0,,0.45,29.7
2009-07-01,44,40.0,False,0.4,17.6
2009-07-02,15,40.0,,0.4,6.0
2009-07-03,40,40.0,,0.4,16.0
2009-07-04,25,40.0,,0.4,10.0
2009-07-05,0,40.0,,0.4,0.0
2009-07-06,30,40.0,,0.4,12.0
2009-07-07,57,40.0,,0.4,22.8
2009-07-08,29,40.0,,0.4,11.600000000000001
2009-07-09,15,40.0,,0.4,6.0
2009-07-10,47,40.0,,0.4,18.8
2009-07-11,0,40.0,,0.4,0.0
2009-07-12,46,40.0,,0.4,18.400000000000002
2009-07-13,43,40.0,,0.4,17.2
2009-07-14,14,40.0,,0.4,5.6000000000000005
2009-07-15,0,40.0,,0.4,0.0
2009-07-16,59,40.0,,0.4,23.6
2009-07-17,16,40.0,,0.4,6.4
2009-07-18,0,40.0,,0.4,0.0
2009-07-19,93,40.0,,0.4,37.2
2009-07-20,44,40.0,,0.4,17.6
2009-07-21,14,40.0,,0.4,5.6000000000000005
2009-07-22,100,40.0,,0.4,40.0
2009-07-23,58,40.0,,0.4,23.200000000000003
2009-07-24,0,40.0,,0.4,0.0
2009-07-25,0,40.0,,0.4,0.0
2009-07-26,45,40.0,,0.4,18.0
2009-07-27,43,40.0,,0.4,17.2
2009-07-28,28,40.0,,0.4,11.200000000000001
2009-07-29,29,40.0,,0.4,11.600000000000001
2009-07-30,73,40.0,,0.4,29.200000000000003
2009-07-31,46,40.0,,0.4,18.400000000000002
2009-08-01,76,41.0,False,0.41,31.159999999999997
2009-08-02,76,41.0,,0.41,31.159999999999997
2009-08-03,100,41.0,,0.41,41.0
2009-08-04,61,41.0,,0.41,25.009999999999998
2009-08-05,61,41.0,,0.41,25.009999999999998
2009-08-06,100,41.0,,0.41,41.0
2009-08-07,27,41.0,,0.41,11.069999999999999
2009-08-08,38,41.0,,0.41,15.579999999999998
2009-08-09,0,41.0,,0.41,0.0
2009-08-10,73,41.0,,0.41,29.93
2009-08-11,48,41.0,,0.41,19.68
2009-08-12,49,41.0,,0.41,20.09
2009-08-13,37,41.0,,0.41,15.17
2009-08-14,27,41.0,,0.41,11.069999999999999
2009-08-15,57,41.0,,0.41,23.369999999999997
2009-08-16,76,41.0,,0.41,31.159999999999997
2009-08-17,74,41.0,,0.41,30.34
2009-08-18,24,41.0,,0.41,9.84
2009-08-19,24,41.0,,0.41,9.84
2009-08-20,74,41.0,,0.41,30.34
2009-08-21,78,41.0,,0.41,31.979999999999997
2009-08-22,54,41.0,,0.41,22.139999999999997
2009-08-23,37,41.0,,0.41,15.17
2009-08-24,85,41.0,,0.41,34.85
2009-08-25,59,41.0,,0.41,24.189999999999998
2009-08-26,36,41.0,,0.41,14.76
2009-08-27,48,41.0,,0.41,19.68
2009-08-28,51,41.0,,0.41,20.91
2009-08-29,0,41.0,,0.41,0.0
2009-08-30,0,41.0,,0.41,0.0
2009-08-31,59,41.0,,0.41,24.189999999999998
2009-09-01,19,44.0,False,0.44,8.36
2009-09-02,39,44.0,,0.44,17.16
2009-09-03,0,44.0,,0.44,0.0
2009-09-04,21,44.0,,0.44,9.24
2009-09-05,30,44.0,,0.44,13.2
2009-09-06,62,44.0,,0.44,27.28
2009-09-07,0,44.0,,0.44,0.0
2009-09-08,19,44.0,,0.44,8.36
2009-09-09,19,44.0,,0.44,8.36
2009-09-10,0,44.0,,0.44,0.0
2009-09-11,39,44.0,,0.44,17.16
2009-09-12,28,44.0,,0.44,12.32
2009-09-13,28,44.0,,0.44,12.32
2009-09-14,74,44.0,,0.44,32.56
2009-09-15,73,44.0,,0.44,32.12
2009-09-16,18,44.0,,0.44,7.92
2009-09-17,38,44.0,,0.44,16.72
2009-09-18,61,44.0,,0.44,26.84
2009-09-19,57,44.0,,0.44,25.080000000000002
2009-09-20,56,44.0,,0.44,24.64
2009-09-21,19,44.0,,0.44,8.36
2009-09-22,56,44.0,,0.44,24.64
2009-09-23,18,44.0,,0.44,7.92
2009-09-24,19,44.0,,0.44,8.36
2009-09-25,100,44.0,,0.44,44.0
2009-09-26,28,44.0,,0.44,12.32
2009-09-27,0,44.0,,0.44,0.0
2009-09-28,56,44.0,,0.44,24.64
2009-09-29,54,44.0,,0.44,23.76
2009-09-30,56,44.0,,0.44,24.64
2009-10-01,22,34.0,False,0.34,7.48
2009-10-02,24,34.0,,0.34,8.16
2009-10-03,100,34.0,,0.34,34.0
2009-10-04,33,34.0,,0.34,11.22
2009-10-05,44,34.0,,0.34,14.96
2009-10-06,64,34.0,,0.34,21.76
2009-10-07,22,34.0,,0.34,7.48
2009-10-08,33,34.0,,0.34,11.22
2009-10-09,24,34.0,,0.34,8.16
2009-10-10,17,34.0,,0.34,5.78
2009-10-11,51,34.0,,0.34,17.34
2009-10-12,12,34.0,,0.34,4.08
2009-10-13,43,34.0,,0.34,14.620000000000001
2009-10-14,11,34.0,,0.34,3.74
2009-10-15,54,34.0,,0.34,18.360000000000003
2009-10-16,35,34.0,,0.34,11.9
2009-10-17,17,34.0,,0.34,5.78
2009-10-18,0,34.0,,0.34,0.0
2009-10-19,32,34.0,,0.34,10.88
2009-10-20,53,34.0,,0.34,18.02
2009-10-21,32,34.0,,0.34,10.88
2009-10-22,44,34.0,,0.34,14.96
2009-10-23,46,34.0,,0.34,15.64
2009-10-24,48,34.0,,0.34,16.32
2009-10-25,0,34.0,,0.34,0.0
2009-10-26,21,34.0,,0.34,7.140000000000001
2009-10-27,31,34.0,,0.34,10.540000000000001
2009-10-28,11,34.0,,0.34,3.74
2009-10-29,0,34.0,,0.34,0.0
2009-10-30,23,34.0,,0.34,7.82
2009-10-31,17,34.0,,0.34,5.78
2009-11-01,34,34.0,False,0.34,11.56
2009-11-02,42,34.0,,0.34,14.280000000000001
2009-11-03,41,34.0,,0.34,13.940000000000001
2009-11-04,20,34.0,,0.34,6.800000000000001
2009-11-05,41,34.0,,0.34,13.940000000000001
2009-11-06,0,34.0,,0.34,0.0
2009-11-07,0,34.0,,0.34,0.0
2009-11-08,63,34.0,,0.34,21.42
2009-11-09,21,34.0,,0.34,7.140000000000001
2009-11-10,100,34.0,,0.34,34.0
2009-11-11,42,34.0,,0.34,14.280000000000001
2009-11-12,41,34.0,,0.34,13.940000000000001
2009-11-13,65,34.0,,0.34,22.1
2009-11-14,0,34.0,,0.34,0.0
2009-11-15,30,34.0,,0.34,10.200000000000001
2009-11-16,0,34.0,,0.34,0.0
2009-11-17,40,34.0,,0.34,13.600000000000001
2009-11-18,60,34.0,,0.34,20.400000000000002
2009-11-19,61,34.0,,0.34,20.740000000000002
2009-11-20,43,34.0,,0.34,14.620000000000001
2009-11-21,30,34.0,,0.34,10.200000000000001
2009-11-22,0,34.0,,0.34,0.0
2009-11-23,62,34.0,,0.34,21.080000000000002
2009-11-24,41,34.0,,0.34,13.940000000000001
2009-11-25,23,34.0,,0.34,7.82
2009-11-26,63,34.0,,0.34,21.42
2009-11-27,0,34.0,,0.34,0.0
2009-11-28,63,34.0,,0.34,21.42
2009-11-29,61,34.0,,0.34,20.740000000000002
2009-11-30,60,34.0,,0.34,20.400000000000002
2009-12-01,39,48.0,False,0.48,18.72
2009-12-02,31,48.0,,0.48,14.879999999999999
2009-12-03,63,48.0,,0.48,30.24
2009-12-04,50,48.0,,0.48,24.0
2009-12-05,46,48.0,,0.48,22.08
2009-12-06,82,48.0,,0.48,39.36
2009-12-07,63,48.0,,0.48,30.24
2009-12-08,62,48.0,,0.48,29.759999999999998
2009-12-09,15,48.0,,0.48,7.199999999999999
2009-12-10,16,48.0,,0.48,7.68
2009-12-11,17,48.0,,0.48,8.16
2009-12-12,23,48.0,,0.48,11.04
2009-12-13,35,48.0,,0.48,16.8
2009-12-14,16,48.0,,0.48,7.68
2009-12-15,62,48.0,,0.48,29.759999999999998
2009-12-16,32,48.0,,0.48,15.36
2009-12-17,33,48.0,,0.48,15.84
2009-12-18,36,48.0,,0.48,17.28
2009-12-19,37,48.0,,0.48,17.759999999999998
2009-12-20,25,48.0,,0.48,12.0
2009-12-21,36,48.0,,0.48,17.28
2009-12-22,100,48.0,,0.48,48.0
2009-12-23,59,48.0,,0.48,28.32
2009-12-24,0,48.0,,0.48,0.0
2009-12-25,0,48.0,,0.48,0.0
2009-12-26,70,48.0,,0.48,33.6
2009-12-27,55,48.0,,0.48,26.4
2009-12-28,77,48.0,,0.48,36.96
2009-12-29,46,48.0,,0.48,22.08
2009-12-30,19,48.0,,0.48,9.12
2009-12-31,21,48.0,,0.48,10.08
2010-01-01,54,30.0,False,0.3,16.2
2010-01-02,0,30.0,,0.3,0.0
2010-01-03,0,30.0,,0.3,0.0
2010-01-04,46,30.0,,0.3,13.799999999999999
2010-01-05,15,30.0,,0.3,4.5
2010-01-06,30,30.0,,0.3,9.0
2010-01-07,15,30.0,,0.3,4.5
2010-01-08,31,30.0,,0.3,9.299999999999999
2010-01-09,21,30.0,,0.3,6.3
2010-01-10,0,30.0,,0.3,0.0
2010-01-11,15,30.0,,0.3,4.5
2010-01-12,43,30.0,,0.3,12.9
2010-01-13,29,30.0,,0.3,8.7
2010-01-14,44,30.0,,0.3,13.2
2010-01-15,31,30.0,,0.3,9.299999999999999
2010-01-16,0,30.0,,0.3,0.0
2010-01-17,22,30.0,,0.3,6.6
2010-01-18,0,30.0,,0.3,0.0
2010-01-19,100,30.0,,0.3,30.0
2010-01-20,14,30.0,,0.3,4.2
2010-01-21,14,30.0,,0.3,4.2
2010-01-22,30,30.0,,0.3,9.0
2010-01-23,83,30.0,,0.3,24.9
2010-01-24,42,30.0,,0.3,12.6
2010-01-25,28,30.0,,0.3,8.4
2010-01-26,28,30.0,,0.3,8.4
2010-01-27,28,30.0,,0.3,8.4
2010-01-28,28,30.0,,0.3,8.4
2010-01-29,15,30.0,,0.3,4.5
2010-01-30,20,30.0,,0.3,6.0
2010-01-31,0,30.0,,0.3,0.0
2010-02-01,89,27.0,False,0.27,24.03
2010-02-02,87,27.0,,0.27,23.490000000000002
2010-02-03,0,27.0,,0.27,0.0
2010-02-04,30,27.0,,0.27,8.100000000000001
2010-02-05,93,27.0,,0.27,25.110000000000003
2010-02-06,0,27.0,,0.27,0.0
2010-02-07,0,27.0,,0.27,0.0
2010-02-08,91,27.0,,0.27,24.57
2010-02-09,58,27.0,,0.27,15.66
2010-02-10,88,27.0,,0.27,23.76
2010-02-11,30,27.0,,0.27,8.100000000000001
2010-02-12,64,27.0,,0.27,17.28
2010-02-13,43,27.0,,0.27,11.610000000000001
2010-02-14,46,27.0,,0.27,12.420000000000002
2010-02-15,100,27.0,,0.27,27.0
2010-02-16,89,27.0,,0.27,24.03
2010-02-17,30,27.0,,0.27,8.100000000000001
2010-02-18,0,27.0,,0.27,0.0
2010-02-19,62,27.0,,0.27,16.740000000000002
2010-02-20,44,27.0,,0.27,11.88
2010-02-21,43,27.0,,0.27,11.610000000000001
2010-02-22,87,27.0,,0.27,23.490000000000002
2010-02-23,29,27.0,,0.27,7.83
2010-02-24,87,27.0,,0.27,23.490000000000002
2010-02-25,0,27.0,,0.27,0.0
2010-02-26,93,27.0,,0.27,25.110000000000003
2010-02-27,84,27.0,,0.27,22.68
2010-02-28,0,27.0,,0.27,0.0
2010-03-01,35,32.0,False,0.32,11.200000000000001
2010-03-02,23,32.0,,0.32,7.36
2010-03-03,34,32.0,,0.32,10.88
2010-03-04,23,32.0,,0.32,7.36
2010-03-05,49,32.0,,0.32,15.68
2010-03-06,35,32.0,,0.32,11.200000000000001
2010-03-07,0,32.0,,0.32,0.0
2010-03-08,24,32.0,,0.32,7.68
2010-03-09,57,32.0,,0.32,18.240000000000002
2010-03-10,0,32.0,,0.32,0.0
2010-03-11,0,32.0,,0.32,0.0
2010-03-12,0,32.0,,0.32,0.0
2010-03-13,100,32.0,,0.32,32.0
2010-03-14,34,32.0,,0.32,10.88
2010-03-15,24,32.0,,0.32,7.68
2010-03-16,35,32.0,,0.32,11.200000000000001
2010-03-17,36,32.0,,0.32,11.52
2010-03-18,12,32.0,,0.32,3.84
2010-03-19,0,32.0,,0.32,0.0
2010-03-20,36,32.0,,0.32,11.52
2010-03-21,17,32.0,,0.32,5.44
2010-03-22,46,32.0,,0.32,14.72
2010-03-23,12,32.0,,0.32,3.84
2010-03-24,0,32.0,,0.32,0.0
2010-03-25,12,32.0,,0.32,3.84
2010-03-26,25,32.0,,0.32,8.0
2010-03-27,35,32.0,,0.32,11.200000000000001
2010-03-28,35,32.0,,0.32,11.200000000000001
2010-03-29,23,32.0,,0.32,7.36
2010-03-30,12,32.0,,0.32,3.84
2010-03-31,0,32.0,,0.32,0.0
2010-04-01,75,31.0,False,0.31,23.25
2010-04-02,29,31.0,,0.31,8.99
2010-04-03,73,31.0,,0.31,22.63
2010-04-04,77,31.0,,0.31,23.87
2010-04-05,73,31.0,,0.31,22.63
2010-04-06,0,31.0,,0.31,0.0
2010-04-07,47,31.0,,0.31,14.57
2010-04-08,47,31.0,,0.31,14.57
2010-04-09,100,31.0,,0.31,31.0
2010-04-10,35,31.0,,0.31,10.85
2010-04-11,0,31.0,,0.31,0.0
2010-04-12,45,31.0,,0.31,13.95
2010-04-13,68,31.0,,0.31,21.08
2010-04-14,68,31.0,,0.31,21.08
2010-04-15,46,31.0,,0.31,14.26
2010-04-16,0,31.0,,0.31,0.0
2010-04-17,35,31.0,,0.31,10.85
2010-04-18,0,31.0,,0.31,0.0
2010-04-19,45,31.0,,0.31,13.95
2010-04-20,90,31.0,,0.31,27.9
2010-04-21,0,31.0,,0.31,0.0
2010-04-22,23,31.0,,0.31,7.13
2010-04-23,0,31.0,,0.31,0.0
2010-04-24,0,31.0,,0.31,0.0
2010-04-25,34,31.0,,0.31,10.54
2010-04-26,0,31.0,,0.31,0.0
2010-04-27,22,31.0,,0.31,6.82
2010-04-28,69,31.0,,0.31,21.39
2010-04-29,47,31.0,,0.31,14.57
2010-04-30,50,31.0,,0.31,15.5
2010-05-01,47,30.0,False,0.3,14.1
2010-05-02,47,30.0,,0.3,14.1
2010-05-03,91,30.0,,0.3,27.3
2010-05-04,0,30.0,,0.3,0.0
2010-05-05,31,30.0,,0.3,9.299999999999999
2010-05-06,31,30.0,,0.3,9.299999999999999
2010-05-07,33,30.0,,0.3,9.9
2010-05-08,48,30.0,,0.3,14.399999999999999
2010-05-09,0,30.0,,0.3,0.0
2010-05-10,62,30.0,,0.3,18.599999999999998
2010-05-11,61,30.0,,0.3,18.3
2010-05-12,31,30.0,,0.3,9.299999999999999
2010-05-13,95,30.0,,0.3,28.5
2010-05-14,0,30.0,,0.3,0.0
2010-05-15,97,30.0,,0.3,29.099999999999998
2010-05-16,0,30.0,,0.3,0.0
2010-05-17,0,30.0,,0.3,0.0
2010-05-18,60,30.0,,0.3,18.0
2010-05-19,31,30.0,,0.3,9.299999999999999
2010-05-20,32,30.0,,0.3,9.6
2010-05-21,0,30.0,,0.3,0.0
2010-05-22,96,30.0,,0.3,28.799999999999997
2010-05-23,0,30.0,,0.3,0.0
2010-05-24,0,30.0,,0.3,0.0
2010-05-25,31,30.0,,0.3,9.299999999999999
2010-05-26,0,30.0,,0.3,0.0
2010-05-27,97,30.0,,0.3,29.099999999999998
2010-05-28,71,30.0,,0.3,21.3
2010-05-29,100,30.0,,0.3,30.0
2010-05-30,0,30.0,,0.3,0.0
2010-05-31,0,30.0,,0.3,0.0
2010-06-01,80,23.0,False,0.23,18.400000000000002
2010-06-02,20,23.0,,0.23,4.6000000000000005
2010-06-03,20,23.0,,0.23,4.6000000000000005
2010-06-04,22,23.0,,0.23,5.0600000000000005
2010-06-05,60,23.0,,0.23,13.8
2010-06-06,30,23.0,,0.23,6.9
2010-06-07,40,23.0,,0.23,9.200000000000001
2010-06-08,19,23.0,,0.23,4.37
2010-06-09,40,23.0,,0.23,9.200000000000001
2010-06-10,62,23.0,,0.23,14.26
2010-06-11,0,23.0,,0.23,0.0
2010-06-12,30,23.0,,0.23,6.9
2010-06-13,31,23.0,,0.23,7.13
2010-06-14,61,23.0,,0.23,14.030000000000001
2010-06-15,20,23.0,,0.23,4.6000000000000005
2010-06-16,41,23.0,,0.23,9.43
2010-06-17,21,23.0,,0.23,4.83
2010-06-18,22,23.0,,0.23,5.0600000000000005
2010-06-19,32,23.0,,0.23,7.36
2010-06-20,33,23.0,,0.23,7.590000000000001
2010-06-21,0,23.0,,0.23,0.0
2010-06-22,40,23.0,,0.23,9.200000000000001
2010-06-23,41,23.0,,0.23,9.43
2010-06-24,0,23.0,,0.23,0.0
2010-06-25,22,23.0,,0.23,5.0600000000000005
2010-06-26,0,23.0,,0.23,0.0
2010-06-27,0,23.0,,0.23,0.0
2010-06-28,100,23.0,,0.23,23.0
2010-06-29,60,23.0,,0.23,13.8
2010-06-30,61,23.0,,0.23,14.030000000000001
2010-07-01,54,28.0,False,0.28,15.120000000000001
