date,the patron_unscaled,the patron_monthly,isPartial,scale,the patron
2006-09-03,0,42.0,,0.42,0.0
2006-09-04,0,42.0,,0.42,0.0
2006-09-05,43,42.0,,0.42,18.06
2006-09-06,21,42.0,,0.42,8.82
2006-09-07,22,42.0,,0.42,9.24
2006-09-08,0,42.0,,0.42,0.0
2006-09-09,0,42.0,,0.42,0.0
2006-09-10,65,42.0,,0.42,27.3
2006-09-11,21,42.0,,0.42,8.82
2006-09-12,0,42.0,,0.42,0.0
2006-09-13,21,42.0,,0.42,8.82
2006-09-14,22,42.0,,0.42,9.24
2006-09-15,0,42.0,,0.42,0.0
2006-09-16,0,42.0,,0.42,0.0
2006-09-17,100,42.0,,0.42,42.0
2006-09-18,42,42.0,,0.42,17.64
2006-09-19,41,42.0,,0.42,17.22
2006-09-20,21,42.0,,0.42,8.82
2006-09-21,43,42.0,,0.42,18.06
2006-09-22,68,42.0,,0.42,28.56
2006-09-23,65,42.0,,0.42,27.3
2006-09-24,0,42.0,,0.42,0.0
2006-09-25,0,42.0,,0.42,0.0
2006-09-26,0,42.0,,0.42,0.0
2006-09-27,21,42.0,,0.42,8.82
2006-09-28,21,42.0,,0.42,8.82
2006-09-29,23,42.0,,0.42,9.66
2006-09-30,0,42.0,,0.42,0.0
2006-10-01,46,69.0,False,0.69,31.74
2006-10-02,15,69.0,,0.69,10.35
2006-10-03,15,69.0,,0.69,10.35
2006-10-04,15,69.0,,0.69,10.35
2006-10-05,30,69.0,,0.69,20.7
2006-10-06,32,69.0,,0.69,22.08
2006-10-07,0,69.0,,0.69,0.0
2006-10-08,24,69.0,,0.69,16.56
2006-10-09,31,69.0,,0.69,21.389999999999997
2006-10-10,14,69.0,,0.69,9.66
2006-10-11,29,69.0,,0.69,20.009999999999998
2006-10-12,15,69.0,,0.69,10.35
2006-10-13,32,69.0,,0.69,22.08
2006-10-14,24,69.0,,0.69,16.56
2006-10-15,0,69.0,,0.69,0.0
2006-10-16,14,69.0,,0.69,9.66
2006-10-17,42,69.0,,0.69,28.979999999999997
2006-10-18,43,69.0,,0.69,29.669999999999998
2006-10-19,44,69.0,,0.69,30.36
2006-10-20,16,69.0,,0.69,11.04
2006-10-21,0,69.0,,0.69,0.0
2006-10-22,68,69.0,,0.69,46.919999999999995
2006-10-23,100,69.0,,0.69,69.0
2006-10-24,56,69.0,,0.69,38.64
2006-10-25,28,69.0,,0.69,19.32
2006-10-26,58,69.0,,0.69,40.019999999999996
2006-10-27,46,69.0,,0.69,31.74
2006-10-28,67,69.0,,0.69,46.23
2006-10-29,0,69.0,,0.69,0.0
2006-10-30,71,69.0,,0.69,48.989999999999995
2006-10-31,43,69.0,,0.69,29.669999999999998
2006-11-01,45,52.0,False,0.52,23.400000000000002
2006-11-02,86,52.0,,0.52,44.72
2006-11-03,0,52.0,,0.52,0.0
2006-11-04,33,52.0,,0.52,17.16
2006-11-05,100,52.0,,0.52,52.0
2006-11-06,0,52.0,,0.52,0.0
2006-11-07,61,52.0,,0.52,31.720000000000002
2006-11-08,21,52.0,,0.52,10.92
2006-11-09,66,52.0,,0.52,34.32
2006-11-10,47,52.0,,0.52,24.44
2006-11-11,0,52.0,,0.52,0.0
2006-11-12,32,52.0,,0.52,16.64
2006-11-13,42,52.0,,0.52,21.84
2006-11-14,41,52.0,,0.52,21.32
2006-11-15,84,52.0,,0.52,43.68
2006-11-16,0,52.0,,0.52,0.0
2006-11-17,22,52.0,,0.52,11.440000000000001
2006-11-18,33,52.0,,0.52,17.16
2006-11-19,0,52.0,,0.52,0.0
2006-11-20,42,52.0,,0.52,21.84
2006-11-21,43,52.0,,0.52,22.36
2006-11-22,48,52.0,,0.52,24.96
2006-11-23,0,52.0,,0.52,0.0
2006-11-24,33,52.0,,0.52,17.16
2006-11-25,35,52.0,,0.52,18.2
2006-11-26,0,52.0,,0.52,0.0
2006-11-27,41,52.0,,0.52,21.32
2006-11-28,79,52.0,,0.52,41.08
2006-11-29,40,52.0,,0.52,20.8
2006-11-30,0,52.0,,0.52,0.0
2006-12-01,19,52.0,False,0.52,9.88
2006-12-02,27,52.0,,0.52,14.040000000000001
2006-12-03,28,52.0,,0.52,14.56
2006-12-04,18,52.0,,0.52,9.36
2006-12-05,53,52.0,,0.52,27.560000000000002
2006-12-06,54,52.0,,0.52,28.080000000000002
2006-12-07,0,52.0,,0.52,0.0
2006-12-08,57,52.0,,0.52,29.64
2006-12-09,28,52.0,,0.52,14.56
2006-12-10,0,52.0,,0.52,0.0
2006-12-11,37,52.0,,0.52,19.240000000000002
2006-12-12,70,52.0,,0.52,36.4
2006-12-13,36,52.0,,0.52,18.72
2006-12-14,74,52.0,,0.52,38.480000000000004
2006-12-15,61,52.0,,0.52,31.720000000000002
2006-12-16,58,52.0,,0.52,30.16
2006-12-17,0,52.0,,0.52,0.0
2006-12-18,19,52.0,,0.52,9.88
2006-12-19,39,52.0,,0.52,20.28
2006-12-20,100,52.0,,0.52,52.0
2006-12-21,0,52.0,,0.52,0.0
2006-12-22,23,52.0,,0.52,11.96
2006-12-23,0,52.0,,0.52,0.0
2006-12-24,35,52.0,,0.52,18.2
2006-12-25,0,52.0,,0.52,0.0
2006-12-26,0,52.0,,0.52,0.0
2006-12-27,22,52.0,,0.52,11.440000000000001
2006-12-28,44,52.0,,0.52,22.880000000000003
2006-12-29,23,52.0,,0.52,11.96
2006-12-30,0,52.0,,0.52,0.0
2006-12-31,0,52.0,,0.52,0.0
2007-01-01,0,44.0,False,0.44,0.0
2007-01-02,0,44.0,,0.44,0.0
2007-01-03,27,44.0,,0.44,11.88
2007-01-04,27,44.0,,0.44,11.88
2007-01-05,27,44.0,,0.44,11.88
2007-01-06,39,44.0,,0.44,17.16
2007-01-07,0,44.0,,0.44,0.0
2007-01-08,53,44.0,,0.44,23.32
2007-01-09,77,44.0,,0.44,33.88
2007-01-10,26,44.0,,0.44,11.44
2007-01-11,52,44.0,,0.44,22.88
2007-01-12,54,44.0,,0.44,23.76
2007-01-13,38,44.0,,0.44,16.72
2007-01-14,39,44.0,,0.44,17.16
2007-01-15,85,44.0,,0.44,37.4
2007-01-16,51,44.0,,0.44,22.44
2007-01-17,51,44.0,,0.44,22.44
2007-01-18,52,44.0,,0.44,22.88
2007-01-19,53,44.0,,0.44,23.32
2007-01-20,74,44.0,,0.44,32.56
2007-01-21,75,44.0,,0.44,33.0
2007-01-22,0,44.0,,0.44,0.0
2007-01-23,25,44.0,,0.44,11.0
2007-01-24,25,44.0,,0.44,11.0
2007-01-25,100,44.0,,0.44,44.0
2007-01-26,26,44.0,,0.44,11.44
2007-01-27,0,44.0,,0.44,0.0
2007-01-28,75,44.0,,0.44,33.0
2007-01-29,0,44.0,,0.44,0.0
2007-01-30,24,44.0,,0.44,10.56
2007-01-31,49,44.0,,0.44,21.56
2007-02-01,0,39.0,False,0.39,0.0
2007-02-02,0,39.0,,0.39,0.0
2007-02-03,49,39.0,,0.39,19.11
2007-02-04,100,39.0,,0.39,39.0
2007-02-05,69,39.0,,0.39,26.91
2007-02-06,32,39.0,,0.39,12.48
2007-02-07,0,39.0,,0.39,0.0
2007-02-08,66,39.0,,0.39,25.740000000000002
2007-02-09,70,39.0,,0.39,27.3
2007-02-10,50,39.0,,0.39,19.5
2007-02-11,49,39.0,,0.39,19.11
2007-02-12,65,39.0,,0.39,25.35
2007-02-13,32,39.0,,0.39,12.48
2007-02-14,66,39.0,,0.39,25.740000000000002
2007-02-15,0,39.0,,0.39,0.0
2007-02-16,0,39.0,,0.39,0.0
2007-02-17,0,39.0,,0.39,0.0
2007-02-18,0,39.0,,0.39,0.0
2007-02-19,74,39.0,,0.39,28.86
2007-02-20,34,39.0,,0.39,13.26
2007-02-21,33,39.0,,0.39,12.870000000000001
2007-02-22,33,39.0,,0.39,12.870000000000001
2007-02-23,70,39.0,,0.39,27.3
2007-02-24,49,39.0,,0.39,19.11
2007-02-25,48,39.0,,0.39,18.72
2007-02-26,0,39.0,,0.39,0.0
2007-02-27,64,39.0,,0.39,24.96
2007-02-28,97,39.0,,0.39,37.83
2007-03-01,51,58.0,False,0.58,29.58
2007-03-02,54,58.0,,0.58,31.319999999999997
2007-03-03,77,58.0,,0.58,44.66
2007-03-04,39,58.0,,0.58,22.619999999999997
2007-03-05,77,58.0,,0.58,44.66
2007-03-06,25,58.0,,0.58,14.499999999999998
2007-03-07,0,58.0,,0.58,0.0
2007-03-08,51,58.0,,0.58,29.58
2007-03-09,81,58.0,,0.58,46.98
2007-03-10,39,58.0,,0.58,22.619999999999997
2007-03-11,78,58.0,,0.58,45.239999999999995
2007-03-12,51,58.0,,0.58,29.58
2007-03-13,26,58.0,,0.58,15.079999999999998
2007-03-14,26,58.0,,0.58,15.079999999999998
2007-03-15,80,58.0,,0.58,46.4
2007-03-16,55,58.0,,0.58,31.9
2007-03-17,39,58.0,,0.58,22.619999999999997
2007-03-18,40,58.0,,0.58,23.2
2007-03-19,52,58.0,,0.58,30.159999999999997
2007-03-20,55,58.0,,0.58,31.9
2007-03-21,26,58.0,,0.58,15.079999999999998
2007-03-22,0,58.0,,0.58,0.0
2007-03-23,55,58.0,,0.58,31.9
2007-03-24,39,58.0,,0.58,22.619999999999997
2007-03-25,0,58.0,,0.58,0.0
2007-03-26,51,58.0,,0.58,29.58
2007-03-27,100,58.0,,0.58,57.99999999999999
2007-03-28,25,58.0,,0.58,14.499999999999998
2007-03-29,0,58.0,,0.58,0.0
2007-03-30,0,58.0,,0.58,0.0
2007-03-31,79,58.0,,0.58,45.82
2007-04-01,73,45.0,False,0.45,32.85
2007-04-02,0,45.0,,0.45,0.0
2007-04-03,96,45.0,,0.45,43.2
2007-04-04,48,45.0,,0.45,21.6
2007-04-05,25,45.0,,0.45,11.25
2007-04-06,0,45.0,,0.45,0.0
2007-04-07,0,45.0,,0.45,0.0
2007-04-08,79,45.0,,0.45,35.550000000000004
2007-04-09,49,45.0,,0.45,22.05
2007-04-10,23,45.0,,0.45,10.35
2007-04-11,46,45.0,,0.45,20.7
2007-04-12,92,45.0,,0.45,41.4
2007-04-13,98,45.0,,0.45,44.1
2007-04-14,35,45.0,,0.45,15.75
2007-04-15,100,45.0,,0.45,45.0
2007-04-16,0,45.0,,0.45,0.0
2007-04-17,23,45.0,,0.45,10.35
2007-04-18,46,45.0,,0.45,20.7
2007-04-19,0,45.0,,0.45,0.0
2007-04-20,25,45.0,,0.45,11.25
2007-04-21,0,45.0,,0.45,0.0
2007-04-22,73,45.0,,0.45,32.85
2007-04-23,68,45.0,,0.45,30.6
2007-04-24,23,45.0,,0.45,10.35
2007-04-25,45,45.0,,0.45,20.25
2007-04-26,23,45.0,,0.45,10.35
2007-04-27,0,45.0,,0.45,0.0
2007-04-28,0,45.0,,0.45,0.0
2007-04-29,73,45.0,,0.45,32.85
2007-04-30,23,45.0,,0.45,10.35
2007-05-01,31,36.0,False,0.36,11.16
2007-05-02,31,36.0,,0.36,11.16
2007-05-03,31,36.0,,0.36,11.16
2007-05-04,16,36.0,,0.36,5.76
2007-05-05,23,36.0,,0.36,8.28
2007-05-06,0,36.0,,0.36,0.0
2007-05-07,44,36.0,,0.36,15.84
2007-05-08,15,36.0,,0.36,5.3999999999999995
2007-05-09,30,36.0,,0.36,10.799999999999999
2007-05-10,15,36.0,,0.36,5.3999999999999995
2007-05-11,0,36.0,,0.36,0.0
2007-05-12,49,36.0,,0.36,17.64
2007-05-13,100,36.0,,0.36,36.0
2007-05-14,15,36.0,,0.36,5.3999999999999995
2007-05-15,29,36.0,,0.36,10.44
2007-05-16,58,36.0,,0.36,20.88
2007-05-17,15,36.0,,0.36,5.3999999999999995
2007-05-18,48,36.0,,0.36,17.28
2007-05-19,24,36.0,,0.36,8.64
2007-05-20,24,36.0,,0.36,8.64
2007-05-21,0,36.0,,0.36,0.0
2007-05-22,29,36.0,,0.36,10.44
2007-05-23,15,36.0,,0.36,5.3999999999999995
2007-05-24,0,36.0,,0.36,0.0
2007-05-25,33,36.0,,0.36,11.879999999999999
2007-05-26,25,36.0,,0.36,9.0
2007-05-27,0,36.0,,0.36,0.0
2007-05-28,0,36.0,,0.36,0.0
2007-05-29,29,36.0,,0.36,10.44
2007-05-30,15,36.0,,0.36,5.3999999999999995
2007-05-31,0,36.0,,0.36,0.0
2007-06-01,14,32.0,False,0.32,4.48
2007-06-02,0,32.0,,0.32,0.0
2007-06-03,39,32.0,,0.32,12.48
2007-06-04,0,32.0,,0.32,0.0
2007-06-05,12,32.0,,0.32,3.84
2007-06-06,25,32.0,,0.32,8.0
2007-06-07,13,32.0,,0.32,4.16
2007-06-08,0,32.0,,0.32,0.0
2007-06-09,100,32.0,,0.32,32.0
2007-06-10,21,32.0,,0.32,6.72
2007-06-11,25,32.0,,0.32,8.0
2007-06-12,0,32.0,,0.32,0.0
2007-06-13,0,32.0,,0.32,0.0
2007-06-14,0,32.0,,0.32,0.0
2007-06-15,14,32.0,,0.32,4.48
2007-06-16,0,32.0,,0.32,0.0
2007-06-17,0,32.0,,0.32,0.0
2007-06-18,27,32.0,,0.32,8.64
2007-06-19,0,32.0,,0.32,0.0
2007-06-20,0,32.0,,0.32,0.0
2007-06-21,43,32.0,,0.32,13.76
2007-06-22,14,32.0,,0.32,4.48
2007-06-23,20,32.0,,0.32,6.4
2007-06-24,0,32.0,,0.32,0.0
2007-06-25,0,32.0,,0.32,0.0
2007-06-26,25,32.0,,0.32,8.0
2007-06-27,0,32.0,,0.32,0.0
2007-06-28,0,32.0,,0.32,0.0
2007-06-29,27,32.0,,0.32,8.64
2007-06-30,0,32.0,,0.32,0.0
2007-07-01,35,47.0,False,0.47,16.45
2007-07-02,0,47.0,,0.47,0.0
2007-07-03,22,47.0,,0.47,10.34
2007-07-04,62,47.0,,0.47,29.139999999999997
2007-07-05,0,47.0,,0.47,0.0
2007-07-06,45,47.0,,0.47,21.15
2007-07-07,65,47.0,,0.47,30.549999999999997
2007-07-08,0,47.0,,0.47,0.0
2007-07-09,41,47.0,,0.47,19.27
2007-07-10,0,47.0,,0.47,0.0
2007-07-11,0,47.0,,0.47,0.0
2007-07-12,0,47.0,,0.47,0.0
2007-07-13,23,47.0,,0.47,10.809999999999999
2007-07-14,0,47.0,,0.47,0.0
2007-07-15,67,47.0,,0.47,31.49
2007-07-16,21,47.0,,0.47,9.87
2007-07-17,41,47.0,,0.47,19.27
2007-07-18,41,47.0,,0.47,19.27
2007-07-19,21,47.0,,0.47,9.87
2007-07-20,23,47.0,,0.47,10.809999999999999
2007-07-21,100,47.0,,0.47,47.0
2007-07-22,0,47.0,,0.47,0.0
2007-07-23,83,47.0,,0.47,39.01
2007-07-24,61,47.0,,0.47,28.669999999999998
2007-07-25,42,47.0,,0.47,19.74
2007-07-26,42,47.0,,0.47,19.74
2007-07-27,22,47.0,,0.47,10.34
2007-07-28,0,47.0,,0.47,0.0
2007-07-29,0,47.0,,0.47,0.0
2007-07-30,0,47.0,,0.47,0.0
2007-07-31,21,47.0,,0.47,9.87
2007-08-01,16,49.0,False,0.49,7.84
2007-08-02,0,49.0,,0.49,0.0
2007-08-03,17,49.0,,0.49,8.33
2007-08-04,100,49.0,,0.49,49.0
2007-08-05,50,49.0,,0.49,24.5
2007-08-06,16,49.0,,0.49,7.84
2007-08-07,46,49.0,,0.49,22.54
2007-08-08,47,49.0,,0.49,23.03
2007-08-09,16,49.0,,0.49,7.84
2007-08-10,17,49.0,,0.49,8.33
2007-08-11,25,49.0,,0.49,12.25
2007-08-12,50,49.0,,0.49,24.5
2007-08-13,48,49.0,,0.49,23.52
2007-08-14,0,49.0,,0.49,0.0
2007-08-15,16,49.0,,0.49,7.84
2007-08-16,16,49.0,,0.49,7.84
2007-08-17,17,49.0,,0.49,8.33
2007-08-18,0,49.0,,0.49,0.0
2007-08-19,48,49.0,,0.49,23.52
2007-08-20,31,49.0,,0.49,15.19
2007-08-21,15,49.0,,0.49,7.35
2007-08-22,15,49.0,,0.49,7.35
2007-08-23,16,49.0,,0.49,7.84
2007-08-24,0,49.0,,0.49,0.0
2007-08-25,24,49.0,,0.49,11.76
2007-08-26,23,49.0,,0.49,11.27
2007-08-27,31,49.0,,0.49,15.19
2007-08-28,15,49.0,,0.49,7.35
2007-08-29,46,49.0,,0.49,22.54
2007-08-30,31,49.0,,0.49,15.19
2007-08-31,17,49.0,,0.49,8.33
2007-09-01,31,49.0,False,0.49,15.19
2007-09-02,0,49.0,,0.49,0.0
2007-09-03,0,49.0,,0.49,0.0
2007-09-04,29,49.0,,0.49,14.209999999999999
2007-09-05,9,49.0,,0.49,4.41
2007-09-06,38,49.0,,0.49,18.62
2007-09-07,0,49.0,,0.49,0.0
2007-09-08,14,49.0,,0.49,6.859999999999999
2007-09-09,41,49.0,,0.49,20.09
2007-09-10,9,49.0,,0.49,4.41
2007-09-11,9,49.0,,0.49,4.41
2007-09-12,9,49.0,,0.49,4.41
2007-09-13,0,49.0,,0.49,0.0
2007-09-14,10,49.0,,0.49,4.9
2007-09-15,100,49.0,,0.49,49.0
2007-09-16,28,49.0,,0.49,13.719999999999999
2007-09-17,28,49.0,,0.49,13.719999999999999
2007-09-18,9,49.0,,0.49,4.41
2007-09-19,18,49.0,,0.49,8.82
2007-09-20,0,49.0,,0.49,0.0
2007-09-21,30,49.0,,0.49,14.7
2007-09-22,14,49.0,,0.49,6.859999999999999
2007-09-23,0,49.0,,0.49,0.0
2007-09-24,18,49.0,,0.49,8.82
2007-09-25,46,49.0,,0.49,22.54
2007-09-26,9,49.0,,0.49,4.41
2007-09-27,19,49.0,,0.49,9.31
2007-09-28,10,49.0,,0.49,4.9
2007-09-29,44,49.0,,0.49,21.56
2007-09-30,42,49.0,,0.49,20.58
2007-10-01,100,70.0,False,0.7,70.0
2007-10-02,84,70.0,,0.7,58.8
2007-10-03,14,70.0,,0.7,9.799999999999999
2007-10-04,28,70.0,,0.7,19.599999999999998
2007-10-05,31,70.0,,0.7,21.7
2007-10-06,0,70.0,,0.7,0.0
2007-10-07,0,70.0,,0.7,0.0
2007-10-08,29,70.0,,0.7,20.299999999999997
2007-10-09,42,70.0,,0.7,29.4
2007-10-10,56,70.0,,0.7,39.199999999999996
2007-10-11,14,70.0,,0.7,9.799999999999999
2007-10-12,31,70.0,,0.7,21.7
2007-10-13,22,70.0,,0.7,15.399999999999999
2007-10-14,22,70.0,,0.7,15.399999999999999
2007-10-15,42,70.0,,0.7,29.4
2007-10-16,41,70.0,,0.7,28.7
2007-10-17,56,70.0,,0.7,39.199999999999996
2007-10-18,0,70.0,,0.7,0.0
2007-10-19,15,70.0,,0.7,10.5
2007-10-20,22,70.0,,0.7,15.399999999999999
2007-10-21,43,70.0,,0.7,30.099999999999998
2007-10-22,40,70.0,,0.7,28.0
2007-10-23,80,70.0,,0.7,56.0
2007-10-24,55,70.0,,0.7,38.5
2007-10-25,0,70.0,,0.7,0.0
2007-10-26,0,70.0,,0.7,0.0
2007-10-27,63,70.0,,0.7,44.099999999999994
2007-10-28,22,70.0,,0.7,15.399999999999999
2007-10-29,68,70.0,,0.7,47.599999999999994
2007-10-30,69,70.0,,0.7,48.3
2007-10-31,29,70.0,,0.7,20.299999999999997
2007-11-01,63,60.0,False,0.6,37.8
2007-11-02,32,60.0,,0.6,19.2
2007-11-03,23,60.0,,0.6,13.799999999999999
2007-11-04,67,60.0,,0.6,40.199999999999996
2007-11-05,29,60.0,,0.6,17.4
2007-11-06,14,60.0,,0.6,8.4
2007-11-07,100,60.0,,0.6,60.0
2007-11-08,15,60.0,,0.6,9.0
2007-11-09,0,60.0,,0.6,0.0
2007-11-10,67,60.0,,0.6,40.199999999999996
2007-11-11,44,60.0,,0.6,26.4
2007-11-12,30,60.0,,0.6,18.0
2007-11-13,0,60.0,,0.6,0.0
2007-11-14,92,60.0,,0.6,55.199999999999996
2007-11-15,29,60.0,,0.6,17.4
2007-11-16,46,60.0,,0.6,27.599999999999998
2007-11-17,0,60.0,,0.6,0.0
2007-11-18,88,60.0,,0.6,52.8
2007-11-19,14,60.0,,0.6,8.4
2007-11-20,29,60.0,,0.6,17.4
2007-11-21,32,60.0,,0.6,19.2
2007-11-22,23,60.0,,0.6,13.799999999999999
2007-11-23,0,60.0,,0.6,0.0
2007-11-24,0,60.0,,0.6,0.0
2007-11-25,0,60.0,,0.6,0.0
2007-11-26,28,60.0,,0.6,16.8
2007-11-27,41,60.0,,0.6,24.599999999999998
2007-11-28,41,60.0,,0.6,24.599999999999998
2007-11-29,14,60.0,,0.6,8.4
2007-11-30,44,60.0,,0.6,26.4
2007-12-01,40,47.0,False,0.47,18.799999999999997
2007-12-02,100,47.0,,0.47,47.0
2007-12-03,53,47.0,,0.47,24.91
2007-12-04,40,47.0,,0.47,18.799999999999997
2007-12-05,27,47.0,,0.47,12.69
2007-12-06,27,47.0,,0.47,12.69
2007-12-07,15,47.0,,0.47,7.05
2007-12-08,60,47.0,,0.47,28.2
2007-12-09,60,47.0,,0.47,28.2
2007-12-10,40,47.0,,0.47,18.799999999999997
2007-12-11,27,47.0,,0.47,12.69
2007-12-12,14,47.0,,0.47,6.58
2007-12-13,0,47.0,,0.47,0.0
2007-12-14,44,47.0,,0.47,20.68
2007-12-15,41,47.0,,0.47,19.27
2007-12-16,82,47.0,,0.47,38.54
2007-12-17,28,47.0,,0.47,13.16
2007-12-18,42,47.0,,0.47,19.74
2007-12-19,14,47.0,,0.47,6.58
2007-12-20,15,47.0,,0.47,7.05
2007-12-21,33,47.0,,0.47,15.51
2007-12-22,0,47.0,,0.47,0.0
2007-12-23,24,47.0,,0.47,11.28
2007-12-24,44,47.0,,0.47,20.68
2007-12-25,0,47.0,,0.47,0.0
2007-12-26,0,47.0,,0.47,0.0
2007-12-27,33,47.0,,0.47,15.51
2007-12-28,34,47.0,,0.47,15.979999999999999
2007-12-29,0,47.0,,0.47,0.0
2007-12-30,23,47.0,,0.47,10.809999999999999
2007-12-31,18,47.0,,0.47,8.459999999999999
2008-01-01,18,45.0,False,0.45,8.1
2008-01-02,22,45.0,,0.45,9.9
2008-01-03,11,45.0,,0.45,4.95
2008-01-04,22,45.0,,0.45,9.9
2008-01-05,15,45.0,,0.45,6.75
2008-01-06,15,45.0,,0.45,6.75
2008-01-07,52,45.0,,0.45,23.400000000000002
2008-01-08,20,45.0,,0.45,9.0
2008-01-09,0,45.0,,0.45,0.0
2008-01-10,21,45.0,,0.45,9.450000000000001
2008-01-11,21,45.0,,0.45,9.450000000000001
2008-01-12,0,45.0,,0.45,0.0
2008-01-13,15,45.0,,0.45,6.75
2008-01-14,41,45.0,,0.45,18.45
2008-01-15,10,45.0,,0.45,4.5
2008-01-16,0,45.0,,0.45,0.0
2008-01-17,20,45.0,,0.45,9.0
2008-01-18,11,45.0,,0.45,4.95
2008-01-19,15,45.0,,0.45,6.75
2008-01-20,15,45.0,,0.45,6.75
2008-01-21,11,45.0,,0.45,4.95
2008-01-22,39,45.0,,0.45,17.55
2008-01-23,10,45.0,,0.45,4.5
2008-01-24,20,45.0,,0.45,9.0
2008-01-25,0,45.0,,0.45,0.0
2008-01-26,14,45.0,,0.45,6.3
2008-01-27,100,45.0,,0.45,45.0
2008-01-28,40,45.0,,0.45,18.0
2008-01-29,39,45.0,,0.45,17.55
2008-01-30,10,45.0,,0.45,4.5
2008-01-31,0,45.0,,0.45,0.0
2008-02-01,34,44.0,False,0.44,14.96
2008-02-02,72,44.0,,0.44,31.68
2008-02-03,25,44.0,,0.44,11.0
2008-02-04,17,44.0,,0.44,7.48
2008-02-05,16,44.0,,0.44,7.04
2008-02-06,33,44.0,,0.44,14.52
2008-02-07,33,44.0,,0.44,14.52
2008-02-08,0,44.0,,0.44,0.0
2008-02-09,24,44.0,,0.44,10.56
2008-02-10,24,44.0,,0.44,10.56
2008-02-11,16,44.0,,0.44,7.04
2008-02-12,16,44.0,,0.44,7.04
2008-02-13,32,44.0,,0.44,14.08
2008-02-14,17,44.0,,0.44,7.48
2008-02-15,18,44.0,,0.44,7.92
2008-02-16,99,44.0,,0.44,43.56
2008-02-17,100,44.0,,0.44,44.0
2008-02-18,54,44.0,,0.44,23.76
2008-02-19,66,44.0,,0.44,29.04
2008-02-20,16,44.0,,0.44,7.04
2008-02-21,49,44.0,,0.44,21.56
2008-02-22,51,44.0,,0.44,22.44
2008-02-23,71,44.0,,0.44,31.24
2008-02-24,48,44.0,,0.44,21.12
2008-02-25,33,44.0,,0.44,14.52
2008-02-26,31,44.0,,0.44,13.64
2008-02-27,0,44.0,,0.44,0.0
2008-02-28,66,44.0,,0.44,29.04
2008-02-29,0,44.0,,0.44,0.0
2008-03-01,0,49.0,False,0.49,0.0
2008-03-02,22,49.0,,0.49,10.78
2008-03-03,0,49.0,,0.49,0.0
2008-03-04,100,49.0,,0.49,49.0
2008-03-05,29,49.0,,0.49,14.209999999999999
2008-03-06,29,49.0,,0.49,14.209999999999999
2008-03-07,31,49.0,,0.49,15.19
2008-03-08,0,49.0,,0.49,0.0
2008-03-09,65,49.0,,0.49,31.849999999999998
2008-03-10,15,49.0,,0.49,7.35
2008-03-11,58,49.0,,0.49,28.419999999999998
2008-03-12,44,49.0,,0.49,21.56
2008-03-13,15,49.0,,0.49,7.35
2008-03-14,32,49.0,,0.49,15.68
2008-03-15,22,49.0,,0.49,10.78
2008-03-16,22,49.0,,0.49,10.78
2008-03-17,60,49.0,,0.49,29.4
2008-03-18,15,49.0,,0.49,7.35
2008-03-19,0,49.0,,0.49,0.0
2008-03-20,33,49.0,,0.49,16.169999999999998
2008-03-21,0,49.0,,0.49,0.0
2008-03-22,25,49.0,,0.49,12.25
2008-03-23,27,49.0,,0.49,13.23
2008-03-24,63,49.0,,0.49,30.87
2008-03-25,29,49.0,,0.49,14.209999999999999
2008-03-26,29,49.0,,0.49,14.209999999999999
2008-03-27,0,49.0,,0.49,0.0
2008-03-28,93,49.0,,0.49,45.57
2008-03-29,43,49.0,,0.49,21.07
2008-03-30,21,49.0,,0.49,10.29
2008-03-31,42,49.0,,0.49,20.58
2008-04-01,33,46.0,False,0.46,15.180000000000001
2008-04-02,17,46.0,,0.46,7.82
2008-04-03,0,46.0,,0.46,0.0
2008-04-04,36,46.0,,0.46,16.560000000000002
2008-04-05,0,46.0,,0.46,0.0
2008-04-06,25,46.0,,0.46,11.5
2008-04-07,34,46.0,,0.46,15.64
2008-04-08,50,46.0,,0.46,23.0
2008-04-09,33,46.0,,0.46,15.180000000000001
2008-04-10,17,46.0,,0.46,7.82
2008-04-11,36,46.0,,0.46,16.560000000000002
2008-04-12,76,46.0,,0.46,34.96
2008-04-13,100,46.0,,0.46,46.0
2008-04-14,83,46.0,,0.46,38.18
2008-04-15,16,46.0,,0.46,7.36
2008-04-16,69,46.0,,0.46,31.740000000000002
2008-04-17,88,46.0,,0.46,40.480000000000004
2008-04-18,0,46.0,,0.46,0.0
2008-04-19,81,46.0,,0.46,37.260000000000005
2008-04-20,27,46.0,,0.46,12.42
2008-04-21,84,46.0,,0.46,38.64
2008-04-22,66,46.0,,0.46,30.360000000000003
2008-04-23,34,46.0,,0.46,15.64
2008-04-24,17,46.0,,0.46,7.82
2008-04-25,19,46.0,,0.46,8.74
2008-04-26,0,46.0,,0.46,0.0
2008-04-27,52,46.0,,0.46,23.92
2008-04-28,32,46.0,,0.46,14.72
2008-04-29,82,46.0,,0.46,37.72
2008-04-30,83,46.0,,0.46,38.18
2008-05-01,61,40.0,False,0.4,24.400000000000002
2008-05-02,42,40.0,,0.4,16.8
2008-05-03,60,40.0,,0.4,24.0
2008-05-04,31,40.0,,0.4,12.4
2008-05-05,19,40.0,,0.4,7.6000000000000005
2008-05-06,57,40.0,,0.4,22.8
2008-05-07,39,40.0,,0.4,15.600000000000001
2008-05-08,19,40.0,,0.4,7.6000000000000005
