date,cost plus_unscaled,cost plus_monthly,isPartial,scale,cost plus
2012-09-25,53,53,False,0.53,28.09
2012-09-26,51,51,False,0.51,26.01
2012-09-27,59,59,False,0.59,34.809999999999995
2012-09-28,59,59,False,0.59,34.809999999999995
2012-09-29,61,61,False,0.61,37.21
2012-09-30,68,68,False,0.68,46.24
2012-10-01,59,59,False,0.59,34.809999999999995
2012-10-02,77,77,False,0.77,59.29
2012-10-03,49,49,False,0.49,24.009999999999998
2012-10-04,51,51,False,0.51,26.01
2012-10-05,79,79,False,0.79,62.410000000000004
2012-10-06,71,71,False,0.71,50.41
2012-10-07,70,70,False,0.7,49.0
2012-10-08,84,84,False,0.84,70.56
2012-10-09,72,72,False,0.72,51.839999999999996
2012-10-10,80,80,False,0.8,64.0
2012-10-11,71,71,False,0.71,50.41
2012-10-12,52,52,False,0.52,27.04
2012-10-13,66,66,False,0.66,43.56
2012-10-14,100,100,False,1.0,100.0
2012-10-15,65,65,False,0.65,42.25
2012-10-16,78,78,False,0.78,60.84
2012-10-17,70,70,False,0.7,49.0
2012-10-18,56,56,False,0.56,31.360000000000003
2012-10-19,58,58,False,0.58,33.64
2012-10-20,89,89,False,0.89,79.21000000000001
2012-10-21,90,90,False,0.9,81.0
2012-10-22,59,59,False,0.59,34.809999999999995
2012-10-23,69,69,False,0.69,47.61
2012-10-24,45,45,False,0.45,20.25
2012-10-25,38,38,False,0.38,14.44
2012-10-26,56,56,False,0.56,31.360000000000003
2012-10-27,72,72,False,0.72,51.839999999999996
2012-10-28,86,86,False,0.86,73.96
2012-10-29,72,72,False,0.72,51.839999999999996
2012-10-30,58,58,False,0.58,33.64
2012-10-31,55,55,False,0.55,30.250000000000004
2012-11-01,49,49,False,0.49,24.009999999999998
2012-11-02,63,63,False,0.63,39.69
2012-11-03,60,60,False,0.6,36.0
2012-11-04,87,87,False,0.87,75.69
2012-11-05,62,62,False,0.62,38.44
2012-11-06,49,49,False,0.49,24.009999999999998
2012-11-07,52,52,False,0.52,27.04
2012-11-08,68,68,False,0.68,46.24
2012-11-09,36,36,False,0.36,12.959999999999999
2012-11-10,68,68,False,0.68,46.24
2012-11-11,84,84,False,0.84,70.56
2012-11-12,70,70,False,0.7,49.0
2012-11-13,49,49,False,0.49,24.009999999999998
2012-11-14,47,47,False,0.47,22.09
2012-11-15,40,40,False,0.4,16.0
2012-11-16,34,34,False,0.34,11.56
2012-11-17,88,88,False,0.88,77.44
2012-11-18,100,100,False,1.0,100.0
2012-11-19,81,81,False,0.81,65.61
2012-11-20,61,61,False,0.61,37.21
2012-11-21,79,79,False,0.79,62.410000000000004
2012-11-22,55,55,False,0.55,30.250000000000004
2012-11-23,68,68,False,0.68,46.24
2012-11-24,80,80,False,0.8,64.0
2012-11-25,71,71,False,0.71,50.41
2012-11-26,79,79,False,0.79,62.410000000000004
2012-11-27,60,60,False,0.6,36.0
2012-11-28,63,63,False,0.63,39.69
2012-11-29,37,37,False,0.37,13.69
2012-11-30,70,70,False,0.7,49.0
2012-12-01,67,67,False,0.67,44.89
2012-12-02,69,69,False,0.69,47.61
2012-12-03,65,65,False,0.65,42.25
2012-12-04,43,43,False,0.43,18.49
2012-12-05,47,47,False,0.47,22.09
2012-12-06,64,64,False,0.64,40.96
2012-12-07,44,44,False,0.44,19.36
2012-12-08,58,58,False,0.58,33.64
2012-12-09,83,83,False,0.83,68.89
2012-12-10,64,64,False,0.64,40.96
2012-12-11,57,57,False,0.57,32.489999999999995
2012-12-12,60,60,False,0.6,36.0
2012-12-13,51,51,False,0.51,26.01
2012-12-14,63,63,False,0.63,39.69
2012-12-15,51,51,False,0.51,26.01
2012-12-16,90,90,False,0.9,81.0
2012-12-17,68,68,False,0.68,46.24
2012-12-18,64,64,False,0.64,40.96
2012-12-19,76,76,False,0.76,57.76
2012-12-20,71,71,False,0.71,50.41
2012-12-21,70,70,False,0.7,49.0
2012-12-22,94,94,False,0.94,88.36
2012-12-23,100,100,False,1.0,100.0
2012-12-24,62,62,False,0.62,38.44
2012-12-25,65,65,False,0.65,42.25
2012-12-26,70,70,False,0.7,49.0
2012-12-27,50,50,False,0.5,25.0
2012-12-28,50,50,False,0.5,25.0
2012-12-29,50,50,False,0.5,25.0
2012-12-30,65,65,False,0.65,42.25
2012-12-31,75,75,False,0.75,56.25
2013-01-01,60,60,False,0.6,36.0
2013-01-02,69,69,False,0.69,47.61
2013-01-03,68,68,False,0.68,46.24
2013-01-04,63,63,False,0.63,39.69
2013-01-05,45,45,False,0.45,20.25
2013-01-06,80,80,False,0.8,64.0
2013-01-07,58,58,False,0.58,33.64
2013-01-08,64,64,False,0.64,40.96
2013-01-09,58,58,False,0.58,33.64
2013-01-10,55,55,False,0.55,30.250000000000004
2013-01-11,58,58,False,0.58,33.64
2013-01-12,71,71,False,0.71,50.41
2013-01-13,72,72,False,0.72,51.839999999999996
2013-01-14,57,57,False,0.57,32.489999999999995
2013-01-15,49,49,False,0.49,24.009999999999998
2013-01-16,47,47,False,0.47,22.09
2013-01-17,45,45,False,0.45,20.25
2013-01-18,55,55,False,0.55,30.250000000000004
2013-01-19,67,67,False,0.67,44.89
2013-01-20,100,100,False,1.0,100.0
2013-01-21,69,69,False,0.69,47.61
2013-01-22,50,50,False,0.5,25.0
2013-01-23,44,44,False,0.44,19.36
2013-01-24,48,48,False,0.48,23.04
2013-01-25,50,50,False,0.5,25.0
2013-01-26,70,70,False,0.7,49.0
2013-01-27,91,91,False,0.91,82.81
2013-01-28,54,54,False,0.54,29.160000000000004
2013-01-29,50,50,False,0.5,25.0
2013-01-30,54,54,False,0.54,29.160000000000004
2013-01-31,49,49,False,0.49,24.009999999999998
2013-02-01,74,74,False,0.74,54.76
2013-02-02,78,78,False,0.78,60.84
2013-02-03,80,80,False,0.8,64.0
2013-02-04,71,71,False,0.71,50.41
2013-02-05,75,75,False,0.75,56.25
2013-02-06,68,68,False,0.68,46.24
2013-02-07,56,56,False,0.56,31.360000000000003
2013-02-08,72,72,False,0.72,51.839999999999996
2013-02-09,83,83,False,0.83,68.89
2013-02-10,86,86,False,0.86,73.96
2013-02-11,56,56,False,0.56,31.360000000000003
2013-02-12,58,58,False,0.58,33.64
2013-02-13,58,58,False,0.58,33.64
2013-02-14,68,68,False,0.68,46.24
2013-02-15,66,66,False,0.66,43.56
2013-02-16,89,89,False,0.89,79.21000000000001
2013-02-17,84,84,False,0.84,70.56
2013-02-18,79,79,False,0.79,62.410000000000004
2013-02-19,77,77,False,0.77,59.29
2013-02-20,68,68,False,0.68,46.24
2013-02-21,62,62,False,0.62,38.44
2013-02-22,70,70,False,0.7,49.0
2013-02-23,66,66,False,0.66,43.56
2013-02-24,100,100,False,1.0,100.0
2013-02-25,56,56,False,0.56,31.360000000000003
2013-02-26,65,65,False,0.65,42.25
2013-02-27,74,74,False,0.74,54.76
2013-02-28,54,54,False,0.54,29.160000000000004
2013-03-01,56,56,False,0.56,31.360000000000003
2013-03-02,61,61,False,0.61,37.21
2013-03-03,64,64,False,0.64,40.96
2013-03-04,79,79,False,0.79,62.410000000000004
2013-03-05,82,82,False,0.82,67.24
2013-03-06,68,68,False,0.68,46.24
2013-03-07,57,57,False,0.57,32.489999999999995
2013-03-08,80,80,False,0.8,64.0
2013-03-09,80,80,False,0.8,64.0
2013-03-10,97,97,False,0.97,94.09
2013-03-11,62,62,False,0.62,38.44
2013-03-12,69,69,False,0.69,47.61
2013-03-13,47,47,False,0.47,22.09
2013-03-14,67,67,False,0.67,44.89
2013-03-15,51,51,False,0.51,26.01
2013-03-16,84,84,False,0.84,70.56
2013-03-17,71,71,False,0.71,50.41
2013-03-18,73,73,False,0.73,53.29
2013-03-19,76,76,False,0.76,57.76
2013-03-20,81,81,False,0.81,65.61
2013-03-21,33,33,False,0.33,10.89
2013-03-22,46,46,False,0.46,21.16
2013-03-23,86,86,False,0.86,73.96
2013-03-24,66,66,False,0.66,43.56
2013-03-25,69,69,False,0.69,47.61
2013-03-26,69,69,False,0.69,47.61
2013-03-27,65,65,False,0.65,42.25
2013-03-28,67,67,False,0.67,44.89
2013-03-29,55,55,False,0.55,30.250000000000004
2013-03-30,100,100,False,1.0,100.0
2013-03-31,77,77,False,0.77,59.29
2013-04-01,66,66,False,0.66,43.56
2013-04-02,71,71,False,0.71,50.41
2013-04-03,70,70,False,0.7,49.0
2013-04-04,50,50,False,0.5,25.0
2013-04-05,67,67,False,0.67,44.89
2013-04-06,60,60,False,0.6,36.0
2013-04-07,60,60,False,0.6,36.0
2013-04-08,60,60,False,0.6,36.0
2013-04-09,42,42,False,0.42,17.64
2013-04-10,68,68,False,0.68,46.24
2013-04-11,70,70,False,0.7,49.0
2013-04-12,53,53,False,0.53,28.09
2013-04-13,86,86,False,0.86,73.96
2013-04-14,100,100,False,1.0,100.0
2013-04-15,55,55,False,0.55,30.250000000000004
2013-04-16,66,66,False,0.66,43.56
2013-04-17,75,75,False,0.75,56.25
2013-04-18,69,69,False,0.69,47.61
2013-04-19,52,52,False,0.52,27.04
2013-04-20,67,67,False,0.67,44.89
2013-04-21,90,90,False,0.9,81.0
2013-04-22,55,55,False,0.55,30.250000000000004
2013-04-23,66,66,False,0.66,43.56
2013-04-24,69,69,False,0.69,47.61
2013-04-25,45,45,False,0.45,20.25
2013-04-26,50,50,False,0.5,25.0
2013-04-27,89,89,False,0.89,79.21000000000001
2013-04-28,69,69,False,0.69,47.61
2013-04-29,75,75,False,0.75,56.25
2013-04-30,79,79,False,0.79,62.410000000000004
2013-05-01,32,32,False,0.32,10.24
2013-05-02,51,51,False,0.51,26.01
2013-05-03,56,56,False,0.56,31.360000000000003
2013-05-04,62,62,False,0.62,38.44
2013-05-05,90,90,False,0.9,81.0
2013-05-06,72,72,False,0.72,51.839999999999996
2013-05-07,33,33,False,0.33,10.89
2013-05-08,59,59,False,0.59,34.809999999999995
2013-05-09,46,46,False,0.46,21.16
2013-05-10,70,70,False,0.7,49.0
2013-05-11,76,76,False,0.76,57.76
2013-05-12,64,64,False,0.64,40.96
2013-05-13,64,64,False,0.64,40.96
2013-05-14,53,53,False,0.53,28.09
2013-05-15,60,60,False,0.6,36.0
2013-05-16,55,55,False,0.55,30.250000000000004
2013-05-17,37,37,False,0.37,13.69
2013-05-18,52,52,False,0.52,27.04
2013-05-19,63,63,False,0.63,39.69
2013-05-20,54,54,False,0.54,29.160000000000004
2013-05-21,57,57,False,0.57,32.489999999999995
2013-05-22,54,54,False,0.54,29.160000000000004
2013-05-23,56,56,False,0.56,31.360000000000003
2013-05-24,53,53,False,0.53,28.09
2013-05-25,63,63,False,0.63,39.69
2013-05-26,74,74,False,0.74,54.76
2013-05-27,100,100,False,1.0,100.0
2013-05-28,48,48,False,0.48,23.04
2013-05-29,51,51,False,0.51,26.01
2013-05-30,33,33,False,0.33,10.89
2013-05-31,46,46,False,0.46,21.16
2013-06-01,69,69,False,0.69,47.61
2013-06-02,66,66,False,0.66,43.56
2013-06-03,64,64,False,0.64,40.96
2013-06-04,47,47,False,0.47,22.09
2013-06-05,46,46,False,0.46,21.16
2013-06-06,64,64,False,0.64,40.96
2013-06-07,48,48,False,0.48,23.04
2013-06-08,76,76,False,0.76,57.76
2013-06-09,98,98,False,0.98,96.03999999999999
2013-06-10,56,56,False,0.56,31.360000000000003
2013-06-11,78,78,False,0.78,60.84
2013-06-12,69,69,False,0.69,47.61
2013-06-13,70,70,False,0.7,49.0
2013-06-14,78,78,False,0.78,60.84
2013-06-15,88,88,False,0.88,77.44
2013-06-16,69,69,False,0.69,47.61
2013-06-17,73,73,False,0.73,53.29
2013-06-18,72,72,False,0.72,51.839999999999996
2013-06-19,60,60,False,0.6,36.0
2013-06-20,84,84,False,0.84,70.56
2013-06-21,41,41,False,0.41,16.81
2013-06-22,64,64,False,0.64,40.96
2013-06-23,99,99,False,0.99,98.01
2013-06-24,66,66,False,0.66,43.56
2013-06-25,61,61,False,0.61,37.21
2013-06-26,47,47,False,0.47,22.09
2013-06-27,46,46,False,0.46,21.16
2013-06-28,52,52,False,0.52,27.04
2013-06-29,100,100,False,1.0,100.0
2013-06-30,69,69,False,0.69,47.61
2013-07-01,71,71,False,0.71,50.41
2013-07-02,75,75,False,0.75,56.25
2013-07-03,65,65,False,0.65,42.25
2013-07-04,63,63,False,0.63,39.69
2013-07-05,59,59,False,0.59,34.809999999999995
2013-07-06,84,84,False,0.84,70.56
2013-07-07,54,54,False,0.54,29.160000000000004
2013-07-08,54,54,False,0.54,29.160000000000004
2013-07-09,43,43,False,0.43,18.49
2013-07-10,62,62,False,0.62,38.44
2013-07-11,67,67,False,0.67,44.89
2013-07-12,54,54,False,0.54,29.160000000000004
2013-07-13,64,64,False,0.64,40.96
2013-07-14,100,100,False,1.0,100.0
2013-07-15,57,57,False,0.57,32.489999999999995
2013-07-16,56,56,False,0.56,31.360000000000003
2013-07-17,59,59,False,0.59,34.809999999999995
2013-07-18,56,56,False,0.56,31.360000000000003
2013-07-19,67,67,False,0.67,44.89
2013-07-20,52,52,False,0.52,27.04
2013-07-21,75,75,False,0.75,56.25
2013-07-22,51,51,False,0.51,26.01
2013-07-23,44,44,False,0.44,19.36
2013-07-24,45,45,False,0.45,20.25
2013-07-25,64,64,False,0.64,40.96
2013-07-26,59,59,False,0.59,34.809999999999995
2013-07-27,69,69,False,0.69,47.61
2013-07-28,65,65,False,0.65,42.25
2013-07-29,80,80,False,0.8,64.0
2013-07-30,74,74,False,0.74,54.76
2013-07-31,70,70,False,0.7,49.0
2013-08-01,68,68,False,0.68,46.24
2013-08-02,67,67,False,0.67,44.89
2013-08-03,68,68,False,0.68,46.24
2013-08-04,100,100,False,1.0,100.0
2013-08-05,86,86,False,0.86,73.96
2013-08-06,73,73,False,0.73,53.29
2013-08-07,82,82,False,0.82,67.24
2013-08-08,66,66,False,0.66,43.56
2013-08-09,70,70,False,0.7,49.0
2013-08-10,76,76,False,0.76,57.76
2013-08-11,81,81,False,0.81,65.61
2013-08-12,67,67,False,0.67,44.89
2013-08-13,78,78,False,0.78,60.84
2013-08-14,78,78,False,0.78,60.84
2013-08-15,58,58,False,0.58,33.64
2013-08-16,54,54,False,0.54,29.160000000000004
2013-08-17,73,73,False,0.73,53.29
2013-08-18,85,85,False,0.85,72.25
2013-08-19,91,91,False,0.91,82.81
2013-08-20,74,74,False,0.74,54.76
2013-08-21,51,51,False,0.51,26.01
2013-08-22,53,53,False,0.53,28.09
2013-08-23,58,58,False,0.58,33.64
2013-08-24,95,95,False,0.95,90.25
2013-08-25,88,88,False,0.88,77.44
2013-08-26,66,66,False,0.66,43.56
2013-08-27,70,70,False,0.7,49.0
2013-08-28,70,70,False,0.7,49.0
2013-08-29,48,48,False,0.48,23.04
2013-08-30,84,84,False,0.84,70.56
2013-08-31,69,69,False,0.69,47.61
2013-09-01,100,100,False,1.0,100.0
2013-09-02,78,78,False,0.78,60.84
2013-09-03,70,70,False,0.7,49.0
2013-09-04,60,60,False,0.6,36.0
2013-09-05,47,47,False,0.47,22.09
2013-09-06,52,52,False,0.52,27.04
2013-09-07,68,68,False,0.68,46.24
2013-09-08,56,56,False,0.56,31.360000000000003
2013-09-09,48,48,False,0.48,23.04
2013-09-10,64,64,False,0.64,40.96
2013-09-11,68,68,False,0.68,46.24
2013-09-12,44,44,False,0.44,19.36
2013-09-13,64,64,False,0.64,40.96
2013-09-14,75,75,False,0.75,56.25
2013-09-15,61,61,False,0.61,37.21
2013-09-16,63,63,False,0.63,39.69
2013-09-17,87,87,False,0.87,75.69
2013-09-18,77,77,False,0.77,59.29
2013-09-19,60,60,False,0.6,36.0
2013-09-20,58,58,False,0.58,33.64
2013-09-21,77,77,False,0.77,59.29
2013-09-22,85,85,False,0.85,72.25
2013-09-23,77,77,False,0.77,59.29
2013-09-24,48,48,False,0.48,23.04
2013-09-25,64,64,False,0.64,40.96
2013-09-26,64,64,False,0.64,40.96
2013-09-27,54,54,False,0.54,29.160000000000004
2013-09-28,85,85,False,0.85,72.25
2013-09-29,84,84,False,0.84,70.56
2013-09-30,65,65,False,0.65,42.25
2013-10-01,52,52,False,0.52,27.04
2013-10-02,61,61,False,0.61,37.21
2013-10-03,48,48,False,0.48,23.04
2013-10-04,55,55,False,0.55,30.250000000000004
2013-10-05,61,61,False,0.61,37.21
2013-10-06,64,64,False,0.64,40.96
2013-10-07,42,42,False,0.42,17.64
2013-10-08,33,33,False,0.33,10.89
2013-10-09,62,62,False,0.62,38.44
2013-10-10,60,60,False,0.6,36.0
2013-10-11,57,57,False,0.57,32.489999999999995
2013-10-12,52,52,False,0.52,27.04
2013-10-13,81,81,False,0.81,65.61
2013-10-14,67,67,False,0.67,44.89
2013-10-15,63,63,False,0.63,39.69
2013-10-16,61,61,False,0.61,37.21
2013-10-17,58,58,False,0.58,33.64
2013-10-18,40,40,False,0.4,16.0
2013-10-19,63,63,False,0.63,39.69
2013-10-20,51,51,False,0.51,26.01
2013-10-21,84,84,False,0.84,70.56
2013-10-22,59,59,False,0.59,34.809999999999995
2013-10-23,52,52,False,0.52,27.04
2013-10-24,69,69,False,0.69,47.61
2013-10-25,69,69,False,0.69,47.61
2013-10-26,100,100,False,1.0,100.0
2013-10-27,100,100,False,1.0,100.0
2013-10-28,53,53,False,0.53,28.09
2013-10-29,48,48,False,0.48,23.04
2013-10-30,62,62,False,0.62,38.44
2013-10-31,42,42,False,0.42,17.64
2013-11-01,69,69,False,0.69,47.61
2013-11-02,65,65,False,0.65,42.25
2013-11-03,93,93,False,0.93,86.49000000000001
2013-11-04,72,72,False,0.72,51.839999999999996
2013-11-05,61,61,False,0.61,37.21
2013-11-06,59,59,False,0.59,34.809999999999995
2013-11-07,67,67,False,0.67,44.89
2013-11-08,54,54,False,0.54,29.160000000000004
2013-11-09,56,56,False,0.56,31.360000000000003
2013-11-10,56,56,False,0.56,31.360000000000003
2013-11-11,82,82,False,0.82,67.24
2013-11-12,75,75,False,0.75,56.25
2013-11-13,55,55,False,0.55,30.250000000000004
2013-11-14,50,50,False,0.5,25.0
2013-11-15,56,56,False,0.56,31.360000000000003
2013-11-16,76,76,False,0.76,57.76
2013-11-17,83,83,False,0.83,68.89
2013-11-18,59,59,False,0.59,34.809999999999995
2013-11-19,71,71,False,0.71,50.41
2013-11-20,57,57,False,0.57,32.489999999999995
2013-11-21,55,55,False,0.55,30.250000000000004
2013-11-22,78,78,False,0.78,60.84
2013-11-23,100,100,False,1.0,100.0
2013-11-24,92,92,False,0.92,84.64
2013-11-25,83,83,False,0.83,68.89
2013-11-26,77,77,False,0.77,59.29
2013-11-27,76,76,False,0.76,57.76
2013-11-28,69,69,False,0.69,47.61
2013-11-29,85,85,False,0.85,72.25
2013-11-30,87,87,False,0.87,75.69
2013-12-01,78,78,False,0.78,60.84
2013-12-02,70,70,False,0.7,49.0
2013-12-03,50,50,False,0.5,25.0
2013-12-04,71,71,False,0.71,50.41
2013-12-05,49,49,False,0.49,24.009999999999998
2013-12-06,61,61,False,0.61,37.21
2013-12-07,54,54,False,0.54,29.160000000000004
2013-12-08,77,77,False,0.77,59.29
2013-12-09,63,63,False,0.63,39.69
2013-12-10,60,60,False,0.6,36.0
2013-12-11,64,64,False,0.64,40.96
2013-12-12,44,44,False,0.44,19.36
2013-12-13,70,70,False,0.7,49.0
2013-12-14,68,68,False,0.68,46.24
2013-12-15,90,90,False,0.9,81.0
2013-12-16,79,79,False,0.79,62.410000000000004
2013-12-17,86,86,False,0.86,73.96
2013-12-18,67,67,False,0.67,44.89
2013-12-19,87,87,False,0.87,75.69
2013-12-20,58,58,False,0.58,33.64
2013-12-21,100,100,False,1.0,100.0
2013-12-22,98,98,False,0.98,96.03999999999999
2013-12-23,92,92,False,0.92,84.64
2013-12-24,98,98,False,0.98,96.03999999999999
2013-12-25,49,49,False,0.49,24.009999999999998
2013-12-26,76,76,False,0.76,57.76
2013-12-27,66,66,False,0.66,43.56
2013-12-28,67,67,False,0.67,44.89
2013-12-29,88,88,False,0.88,77.44
2013-12-30,69,69,False,0.69,47.61
2013-12-31,67,67,False,0.67,44.89
2014-01-01,74,74,False,0.74,54.76
2014-01-02,61,61,False,0.61,37.21
2014-01-03,60,60,False,0.6,36.0
2014-01-04,74,74,False,0.74,54.76
2014-01-05,86,86,False,0.86,73.96
2014-01-06,56,56,False,0.56,31.360000000000003
2014-01-07,48,48,False,0.48,23.04
2014-01-08,50,50,False,0.5,25.0
2014-01-09,63,63,False,0.63,39.69
2014-01-10,68,68,False,0.68,46.24
2014-01-11,60,60,False,0.6,36.0
2014-01-12,100,100,False,1.0,100.0
2014-01-13,48,48,False,0.48,23.04
2014-01-14,48,48,False,0.48,23.04
2014-01-15,56,56,False,0.56,31.360000000000003
2014-01-16,59,59,False,0.59,34.809999999999995
2014-01-17,73,73,False,0.73,53.29
2014-01-18,66,66,False,0.66,43.56
2014-01-19,67,67,False,0.67,44.89
2014-01-20,77,77,False,0.77,59.29
2014-01-21,59,59,False,0.59,34.809999999999995
2014-01-22,58,58,False,0.58,33.64
2014-01-23,57,57,False,0.57,32.489999999999995
2014-01-24,58,58,False,0.58,33.64
2014-01-25,71,71,False,0.71,50.41
2014-01-26,66,66,False,0.66,43.56
2014-01-27,79,79,False,0.79,62.410000000000004
2014-01-28,59,59,False,0.59,34.809999999999995
2014-01-29,52,52,False,0.52,27.04
2014-01-30,53,53,False,0.53,28.09
2014-01-31,46,46,False,0.46,21.16
2014-02-01,64,64,False,0.64,40.96
2014-02-02,72,72,False,0.72,51.839999999999996
2014-02-03,66,66,False,0.66,43.56
2014-02-04,71,71,False,0.71,50.41
2014-02-05,57,57,False,0.57,32.489999999999995
2014-02-06,30,30,False,0.3,9.0
2014-02-07,58,58,False,0.58,33.64
2014-02-08,61,61,False,0.61,37.21
2014-02-09,81,81,False,0.81,65.61
2014-02-10,61,61,False,0.61,37.21
2014-02-11,53,53,False,0.53,28.09
2014-02-12,62,62,False,0.62,38.44
2014-02-13,60,60,False,0.6,36.0
2014-02-14,68,68,False,0.68,46.24
2014-02-15,96,96,False,0.96,92.16
2014-02-16,64,64,False,0.64,40.96
2014-02-17,100,100,False,1.0,100.0
2014-02-18,49,49,False,0.49,24.009999999999998
2014-02-19,41,41,False,0.41,16.81
2014-02-20,57,57,False,0.57,32.489999999999995
2014-02-21,50,50,False,0.5,25.0
2014-02-22,46,46,False,0.46,21.16
2014-02-23,83,83,False,0.83,68.89
2014-02-24,83,83,False,0.83,68.89
2014-02-25,62,62,False,0.62,38.44
2014-02-26,56,56,False,0.56,31.360000000000003
2014-02-27,37,37,False,0.37,13.69
2014-02-28,55,55,False,0.55,30.250000000000004
2014-03-01,72,72,False,0.72,51.839999999999996
2014-03-02,67,67,False,0.67,44.89
2014-03-03,53,53,False,0.53,28.09
2014-03-04,64,64,False,0.64,40.96
2014-03-05,72,72,False,0.72,51.839999999999996
2014-03-06,64,64,False,0.64,40.96
2014-03-07,47,47,False,0.47,22.09
2014-03-08,61,61,False,0.61,37.21
2014-03-09,93,93,False,0.93,86.49000000000001
2014-03-10,71,71,False,0.71,50.41
2014-03-11,76,76,False,0.76,57.76
2014-03-12,46,46,False,0.46,21.16
2014-03-13,89,89,False,0.89,79.21000000000001
2014-03-14,71,71,False,0.71,50.41
2014-03-15,81,81,False,0.81,65.61
2014-03-16,100,100,False,1.0,100.0
2014-03-17,69,69,False,0.69,47.61
2014-03-18,77,77,False,0.77,59.29
2014-03-19,80,80,False,0.8,64.0
2014-03-20,70,70,False,0.7,49.0
2014-03-21,69,69,False,0.69,47.61
2014-03-22,90,90,False,0.9,81.0
2014-03-23,100,100,False,1.0,100.0
2014-03-24,71,71,False,0.71,50.41
2014-03-25,59,59,False,0.59,34.809999999999995
2014-03-26,50,50,False,0.5,25.0
2014-03-27,76,76,False,0.76,57.76
2014-03-28,72,72,False,0.72,51.839999999999996
2014-03-29,83,83,False,0.83,68.89
2014-03-30,94,94,False,0.94,88.36
2014-03-31,56,56,False,0.56,31.360000000000003
2014-04-01,67,67,False,0.67,44.89
2014-04-02,63,63,False,0.63,39.69
2014-04-03,54,54,False,0.54,29.160000000000004
2014-04-04,54,54,False,0.54,29.160000000000004
2014-04-05,60,60,False,0.6,36.0
2014-04-06,69,69,False,0.69,47.61
2014-04-07,48,48,False,0.48,23.04
2014-04-08,65,65,False,0.65,42.25
2014-04-09,41,41,False,0.41,16.81
2014-04-10,62,62,False,0.62,38.44
2014-04-11,54,54,False,0.54,29.160000000000004
2014-04-12,56,56,False,0.56,31.360000000000003
2014-04-13,100,100,False,1.0,100.0
2014-04-14,67,67,False,0.67,44.89
2014-04-15,53,53,False,0.53,28.09
2014-04-16,59,59,False,0.59,34.809999999999995
2014-04-17,57,57,False,0.57,32.489999999999995
2014-04-18,60,60,False,0.6,36.0
2014-04-19,70,70,False,0.7,49.0
2014-04-20,76,76,False,0.76,57.76
2014-04-21,58,58,False,0.58,33.64
2014-04-22,50,50,False,0.5,25.0
2014-04-23,68,68,False,0.68,46.24
2014-04-24,48,48,False,0.48,23.04
2014-04-25,42,42,False,0.42,17.64
2014-04-26,83,83,False,0.83,68.89
2014-04-27,70,70,False,0.7,49.0
2014-04-28,63,63,False,0.63,39.69
2014-04-29,41,41,False,0.41,16.81
2014-04-30,66,66,False,0.66,43.56
2014-05-01,45,45,False,0.45,20.25
2014-05-02,52,52,False,0.52,27.04
2014-05-03,61,61,False,0.61,37.21
2014-05-04,73,73,False,0.73,53.29
2014-05-05,70,70,False,0.7,49.0
2014-05-06,46,46,False,0.46,21.16
2014-05-07,50,50,False,0.5,25.0
2014-05-08,53,53,False,0.53,28.09
2014-05-09,50,50,False,0.5,25.0
2014-05-10,79,79,False,0.79,62.410000000000004
2014-05-11,53,53,False,0.53,28.09
2014-05-12,63,63,False,0.63,39.69
2014-05-13,52,52,False,0.52,27.04
2014-05-14,55,55,False,0.55,30.250000000000004
2014-05-15,61,61,False,0.61,37.21
2014-05-16,61,61,False,0.61,37.21
2014-05-17,75,75,False,0.75,56.25
2014-05-18,100,100,False,1.0,100.0
2014-05-19,71,71,False,0.71,50.41
2014-05-20,60,60,False,0.6,36.0
2014-05-21,74,74,False,0.74,54.76
2014-05-22,51,51,False,0.51,26.01
2014-05-23,55,55,False,0.55,30.250000000000004
2014-05-24,79,79,False,0.79,62.410000000000004
2014-05-25,79,79,False,0.79,62.410000000000004
2014-05-26,67,67,False,0.67,44.89
2014-05-27,85,85,False,0.85,72.25
2014-05-28,41,41,False,0.41,16.81
2014-05-29,57,57,False,0.57,32.489999999999995
2014-05-30,54,54,False,0.54,29.160000000000004
2014-05-31,70,70,False,0.7,49.0
2014-06-01,68,68,False,0.68,46.24
2014-06-02,65,65,False,0.65,42.25
2014-06-03,62,62,False,0.62,38.44
2014-06-04,71,71,False,0.71,50.41
2014-06-05,49,49,False,0.49,24.009999999999998
2014-06-06,60,60,False,0.6,36.0
2014-06-07,59,59,False,0.59,34.809999999999995
2014-06-08,74,74,False,0.74,54.76
2014-06-09,52,52,False,0.52,27.04
2014-06-10,66,66,False,0.66,43.56
2014-06-11,53,53,False,0.53,28.09
2014-06-12,47,47,False,0.47,22.09
2014-06-13,69,69,False,0.69,47.61
2014-06-14,43,43,False,0.43,18.49
2014-06-15,83,83,False,0.83,68.89
2014-06-16,50,50,False,0.5,25.0
2014-06-17,48,48,False,0.48,23.04
2014-06-18,67,67,False,0.67,44.89
2014-06-19,50,50,False,0.5,25.0
2014-06-20,71,71,False,0.71,50.41
2014-06-21,59,59,False,0.59,34.809999999999995
2014-06-22,100,100,False,1.0,100.0
2014-06-23,68,68,False,0.68,46.24
2014-06-24,54,54,False,0.54,29.160000000000004
2014-06-25,51,51,False,0.51,26.01
2014-06-26,56,56,False,0.56,31.360000000000003
2014-06-27,45,45,False,0.45,20.25
