date,cost plus_unscaled,cost plus_monthly,isPartial,scale,cost plus
2008-08-05,40,40,False,0.4,16.0
2008-08-06,40,40,False,0.4,16.0
2008-08-07,41,41,False,0.41,16.81
2008-08-08,47,47,False,0.47,22.09
2008-08-09,25,25,False,0.25,6.25
2008-08-10,21,21,False,0.21,4.41
2008-08-11,43,43,False,0.43,18.49
2008-08-12,42,42,False,0.42,17.64
2008-08-13,37,37,False,0.37,13.69
2008-08-14,38,38,False,0.38,14.44
2008-08-15,43,43,False,0.43,18.49
2008-08-16,31,31,False,0.31,9.61
2008-08-17,42,42,False,0.42,17.64
2008-08-18,34,34,False,0.34,11.56
2008-08-19,49,49,False,0.49,24.009999999999998
2008-08-20,37,37,False,0.37,13.69
2008-08-21,41,41,False,0.41,16.81
2008-08-22,28,28,False,0.28,7.840000000000001
2008-08-23,34,34,False,0.34,11.56
2008-08-24,100,100,False,1.0,100.0
2008-08-25,52,52,False,0.52,27.04
2008-08-26,26,26,False,0.26,6.76
2008-08-27,42,42,False,0.42,17.64
2008-08-28,36,36,False,0.36,12.959999999999999
2008-08-29,56,56,False,0.56,31.360000000000003
2008-08-30,29,29,False,0.29,8.41
2008-08-31,41,41,False,0.41,16.81
2008-09-01,69,69,False,0.69,47.61
2008-09-02,100,100,False,1.0,100.0
2008-09-03,45,45,False,0.45,20.25
2008-09-04,61,61,False,0.61,37.21
2008-09-05,34,34,False,0.34,11.56
2008-09-06,70,70,False,0.7,49.0
2008-09-07,66,66,False,0.66,43.56
2008-09-08,92,92,False,0.92,84.64
2008-09-09,63,63,False,0.63,39.69
2008-09-10,48,48,False,0.48,23.04
2008-09-11,12,12,False,0.12,1.44
2008-09-12,30,30,False,0.3,9.0
2008-09-13,59,59,False,0.59,34.809999999999995
2008-09-14,71,71,False,0.71,50.41
2008-09-15,32,32,False,0.32,10.24
2008-09-16,8,8,False,0.08,0.64
2008-09-17,61,61,False,0.61,37.21
2008-09-18,37,37,False,0.37,13.69
2008-09-19,22,22,False,0.22,4.84
2008-09-20,56,56,False,0.56,31.360000000000003
2008-09-21,79,79,False,0.79,62.410000000000004
2008-09-22,39,39,False,0.39,15.21
2008-09-23,63,63,False,0.63,39.69
2008-09-24,48,48,False,0.48,23.04
2008-09-25,53,53,False,0.53,28.09
2008-09-26,26,26,False,0.26,6.76
2008-09-27,54,54,False,0.54,29.160000000000004
2008-09-28,76,76,False,0.76,57.76
2008-09-29,39,39,False,0.39,15.21
2008-09-30,27,27,False,0.27,7.290000000000001
2008-10-01,42,42,False,0.42,17.64
2008-10-02,43,43,False,0.43,18.49
2008-10-03,50,50,False,0.5,25.0
2008-10-04,43,43,False,0.43,18.49
2008-10-05,63,63,False,0.63,39.69
2008-10-06,45,45,False,0.45,20.25
2008-10-07,53,53,False,0.53,28.09
2008-10-08,54,54,False,0.54,29.160000000000004
2008-10-09,68,68,False,0.68,46.24
2008-10-10,24,24,False,0.24,5.76
2008-10-11,59,59,False,0.59,34.809999999999995
2008-10-12,93,93,False,0.93,86.49000000000001
2008-10-13,100,100,False,1.0,100.0
2008-10-14,71,71,False,0.71,50.41
2008-10-15,45,45,False,0.45,20.25
2008-10-16,56,56,False,0.56,31.360000000000003
2008-10-17,50,50,False,0.5,25.0
2008-10-18,50,50,False,0.5,25.0
2008-10-19,55,55,False,0.55,30.250000000000004
2008-10-20,51,51,False,0.51,26.01
2008-10-21,59,59,False,0.59,34.809999999999995
2008-10-22,50,50,False,0.5,25.0
2008-10-23,51,51,False,0.51,26.01
2008-10-24,54,54,False,0.54,29.160000000000004
2008-10-25,49,49,False,0.49,24.009999999999998
2008-10-26,49,49,False,0.49,24.009999999999998
2008-10-27,54,54,False,0.54,29.160000000000004
2008-10-28,41,41,False,0.41,16.81
2008-10-29,78,78,False,0.78,60.84
2008-10-30,33,33,False,0.33,10.89
2008-10-31,41,41,False,0.41,16.81
2008-11-01,38,38,False,0.38,14.44
2008-11-02,40,40,False,0.4,16.0
2008-11-03,75,75,False,0.75,56.25
2008-11-04,49,49,False,0.49,24.009999999999998
2008-11-05,40,40,False,0.4,16.0
2008-11-06,41,41,False,0.41,16.81
2008-11-07,28,28,False,0.28,7.840000000000001
2008-11-08,56,56,False,0.56,31.360000000000003
2008-11-09,73,73,False,0.73,53.29
2008-11-10,49,49,False,0.49,24.009999999999998
2008-11-11,56,56,False,0.56,31.360000000000003
2008-11-12,37,37,False,0.37,13.69
2008-11-13,53,53,False,0.53,28.09
2008-11-14,44,44,False,0.44,19.36
2008-11-15,50,50,False,0.5,25.0
2008-11-16,100,100,False,1.0,100.0
2008-11-17,60,60,False,0.6,36.0
2008-11-18,49,49,False,0.49,24.009999999999998
2008-11-19,58,58,False,0.58,33.64
2008-11-20,34,34,False,0.34,11.56
2008-11-21,56,56,False,0.56,31.360000000000003
2008-11-22,49,49,False,0.49,24.009999999999998
2008-11-23,79,79,False,0.79,62.410000000000004
2008-11-24,75,75,False,0.75,56.25
2008-11-25,76,76,False,0.76,57.76
2008-11-26,75,75,False,0.75,56.25
2008-11-27,54,54,False,0.54,29.160000000000004
2008-11-28,71,71,False,0.71,50.41
2008-11-29,81,81,False,0.81,65.61
2008-11-30,88,88,False,0.88,77.44
2008-12-01,44,44,False,0.44,19.36
2008-12-02,31,31,False,0.31,9.61
2008-12-03,38,38,False,0.38,14.44
2008-12-04,32,32,False,0.32,10.24
2008-12-05,64,64,False,0.64,40.96
2008-12-06,71,71,False,0.71,50.41
2008-12-07,57,57,False,0.57,32.489999999999995
2008-12-08,60,60,False,0.6,36.0
2008-12-09,56,56,False,0.56,31.360000000000003
2008-12-10,57,57,False,0.57,32.489999999999995
2008-12-11,38,38,False,0.38,14.44
2008-12-12,55,55,False,0.55,30.250000000000004
2008-12-13,72,72,False,0.72,51.839999999999996
2008-12-14,62,62,False,0.62,38.44
2008-12-15,61,61,False,0.61,37.21
2008-12-16,60,60,False,0.6,36.0
2008-12-17,100,100,False,1.0,100.0
2008-12-18,55,55,False,0.55,30.250000000000004
2008-12-19,77,77,False,0.77,59.29
2008-12-20,88,88,False,0.88,77.44
2008-12-21,63,63,False,0.63,39.69
2008-12-22,67,67,False,0.67,44.89
2008-12-23,93,93,False,0.93,86.49000000000001
2008-12-24,68,68,False,0.68,46.24
2008-12-25,21,21,False,0.21,4.41
2008-12-26,83,83,False,0.83,68.89
2008-12-27,60,60,False,0.6,36.0
2008-12-28,67,67,False,0.67,44.89
2008-12-29,58,58,False,0.58,33.64
2008-12-30,65,65,False,0.65,42.25
2008-12-31,37,37,False,0.37,13.69
2009-01-01,100,100,False,1.0,100.0
2009-01-02,41,41,False,0.41,16.81
2009-01-03,63,63,False,0.63,39.69
2009-01-04,44,44,False,0.44,19.36
2009-01-05,57,57,False,0.57,32.489999999999995
2009-01-06,38,38,False,0.38,14.44
2009-01-07,16,16,False,0.16,2.56
2009-01-08,45,45,False,0.45,20.25
2009-01-09,47,47,False,0.47,22.09
2009-01-10,61,61,False,0.61,37.21
2009-01-11,90,90,False,0.9,81.0
2009-01-12,67,67,False,0.67,44.89
2009-01-13,53,53,False,0.53,28.09
2009-01-14,25,25,False,0.25,6.25
2009-01-15,35,35,False,0.35,12.25
2009-01-16,60,60,False,0.6,36.0
2009-01-17,71,71,False,0.71,50.41
2009-01-18,69,69,False,0.69,47.61
2009-01-19,53,53,False,0.53,28.09
2009-01-20,48,48,False,0.48,23.04
2009-01-21,19,19,False,0.19,3.61
2009-01-22,31,31,False,0.31,9.61
2009-01-23,46,46,False,0.46,21.16
2009-01-24,77,77,False,0.77,59.29
2009-01-25,82,82,False,0.82,67.24
2009-01-26,56,56,False,0.56,31.360000000000003
2009-01-27,58,58,False,0.58,33.64
2009-01-28,36,36,False,0.36,12.959999999999999
2009-01-29,44,44,False,0.44,19.36
2009-01-30,30,30,False,0.3,9.0
2009-01-31,55,55,False,0.55,30.250000000000004
2009-02-01,100,100,False,1.0,100.0
2009-02-02,68,68,False,0.68,46.24
2009-02-03,63,63,False,0.63,39.69
2009-02-04,50,50,False,0.5,25.0
2009-02-05,81,81,False,0.81,65.61
2009-02-06,74,74,False,0.74,54.76
2009-02-07,75,75,False,0.75,56.25
2009-02-08,83,83,False,0.83,68.89
2009-02-09,64,64,False,0.64,40.96
2009-02-10,54,54,False,0.54,29.160000000000004
2009-02-11,50,50,False,0.5,25.0
2009-02-12,46,46,False,0.46,21.16
2009-02-13,60,60,False,0.6,36.0
2009-02-14,53,53,False,0.53,28.09
2009-02-15,80,80,False,0.8,64.0
2009-02-16,61,61,False,0.61,37.21
2009-02-17,45,45,False,0.45,20.25
2009-02-18,84,84,False,0.84,70.56
2009-02-19,45,45,False,0.45,20.25
2009-02-20,32,32,False,0.32,10.24
2009-02-21,60,60,False,0.6,36.0
2009-02-22,96,96,False,0.96,92.16
2009-02-23,51,51,False,0.51,26.01
2009-02-24,45,45,False,0.45,20.25
2009-02-25,65,65,False,0.65,42.25
2009-02-26,60,60,False,0.6,36.0
2009-02-27,47,47,False,0.47,22.09
2009-02-28,59,59,False,0.59,34.809999999999995
2009-03-01,81,81,False,0.81,65.61
2009-03-02,74,74,False,0.74,54.76
2009-03-03,73,73,False,0.73,53.29
2009-03-04,74,74,False,0.74,54.76
2009-03-05,47,47,False,0.47,22.09
2009-03-06,69,69,False,0.69,47.61
2009-03-07,77,77,False,0.77,59.29
2009-03-08,85,85,False,0.85,72.25
2009-03-09,60,60,False,0.6,36.0
2009-03-10,64,64,False,0.64,40.96
2009-03-11,75,75,False,0.75,56.25
2009-03-12,38,38,False,0.38,14.44
2009-03-13,50,50,False,0.5,25.0
2009-03-14,42,42,False,0.42,17.64
2009-03-15,49,49,False,0.49,24.009999999999998
2009-03-16,33,33,False,0.33,10.89
2009-03-17,52,52,False,0.52,27.04
2009-03-18,57,57,False,0.57,32.489999999999995
2009-03-19,51,51,False,0.51,26.01
2009-03-20,65,65,False,0.65,42.25
2009-03-21,100,100,False,1.0,100.0
2009-03-22,92,92,False,0.92,84.64
2009-03-23,70,70,False,0.7,49.0
2009-03-24,59,59,False,0.59,34.809999999999995
2009-03-25,46,46,False,0.46,21.16
2009-03-26,74,74,False,0.74,54.76
2009-03-27,54,54,False,0.54,29.160000000000004
2009-03-28,48,48,False,0.48,23.04
2009-03-29,55,55,False,0.55,30.250000000000004
2009-03-30,59,59,False,0.59,34.809999999999995
2009-03-31,68,68,False,0.68,46.24
2009-04-01,38,38,False,0.38,14.44
2009-04-02,35,35,False,0.35,12.25
2009-04-03,33,33,False,0.33,10.89
2009-04-04,30,30,False,0.3,9.0
2009-04-05,100,100,False,1.0,100.0
2009-04-06,41,41,False,0.41,16.81
2009-04-07,49,49,False,0.49,24.009999999999998
2009-04-08,65,65,False,0.65,42.25
2009-04-09,44,44,False,0.44,19.36
2009-04-10,64,64,False,0.64,40.96
2009-04-11,66,66,False,0.66,43.56
2009-04-12,45,45,False,0.45,20.25
2009-04-13,62,62,False,0.62,38.44
2009-04-14,45,45,False,0.45,20.25
2009-04-15,56,56,False,0.56,31.360000000000003
2009-04-16,43,43,False,0.43,18.49
2009-04-17,54,54,False,0.54,29.160000000000004
2009-04-18,49,49,False,0.49,24.009999999999998
2009-04-19,75,75,False,0.75,56.25
2009-04-20,45,45,False,0.45,20.25
2009-04-21,37,37,False,0.37,13.69
2009-04-22,45,45,False,0.45,20.25
2009-04-23,27,27,False,0.27,7.290000000000001
2009-04-24,37,37,False,0.37,13.69
2009-04-25,61,61,False,0.61,37.21
2009-04-26,42,42,False,0.42,17.64
2009-04-27,37,37,False,0.37,13.69
2009-04-28,48,48,False,0.48,23.04
2009-04-29,41,41,False,0.41,16.81
2009-04-30,26,26,False,0.26,6.76
2009-05-01,36,36,False,0.36,12.959999999999999
2009-05-02,51,51,False,0.51,26.01
2009-05-03,45,45,False,0.45,20.25
2009-05-04,29,29,False,0.29,8.41
2009-05-05,54,54,False,0.54,29.160000000000004
2009-05-06,40,40,False,0.4,16.0
2009-05-07,52,52,False,0.52,27.04
2009-05-08,33,33,False,0.33,10.89
2009-05-09,60,60,False,0.6,36.0
2009-05-10,86,86,False,0.86,73.96
2009-05-11,34,34,False,0.34,11.56
2009-05-12,58,58,False,0.58,33.64
2009-05-13,33,33,False,0.33,10.89
2009-05-14,19,19,False,0.19,3.61
2009-05-15,28,28,False,0.28,7.840000000000001
2009-05-16,34,34,False,0.34,11.56
2009-05-17,69,69,False,0.69,47.61
2009-05-18,44,44,False,0.44,19.36
2009-05-19,51,51,False,0.51,26.01
2009-05-20,37,37,False,0.37,13.69
2009-05-21,57,57,False,0.57,32.489999999999995
2009-05-22,25,25,False,0.25,6.25
2009-05-23,100,100,False,1.0,100.0
2009-05-24,45,45,False,0.45,20.25
2009-05-25,66,66,False,0.66,43.56
2009-05-26,63,63,False,0.63,39.69
2009-05-27,44,44,False,0.44,19.36
2009-05-28,45,45,False,0.45,20.25
2009-05-29,28,28,False,0.28,7.840000000000001
2009-05-30,78,78,False,0.78,60.84
2009-05-31,48,48,False,0.48,23.04
2009-06-01,53,53,False,0.53,28.09
2009-06-02,38,38,False,0.38,14.44
2009-06-03,56,56,False,0.56,31.360000000000003
2009-06-04,40,40,False,0.4,16.0
2009-06-05,31,31,False,0.31,9.61
2009-06-06,61,61,False,0.61,37.21
2009-06-07,100,100,False,1.0,100.0
2009-06-08,49,49,False,0.49,24.009999999999998
2009-06-09,45,45,False,0.45,20.25
2009-06-10,32,32,False,0.32,10.24
2009-06-11,21,21,False,0.21,4.41
2009-06-12,35,35,False,0.35,12.25
2009-06-13,45,45,False,0.45,20.25
2009-06-14,80,80,False,0.8,64.0
2009-06-15,39,39,False,0.39,15.21
2009-06-16,53,53,False,0.53,28.09
2009-06-17,75,75,False,0.75,56.25
2009-06-18,36,36,False,0.36,12.959999999999999
2009-06-19,81,81,False,0.81,65.61
2009-06-20,88,88,False,0.88,77.44
2009-06-21,52,52,False,0.52,27.04
2009-06-22,97,97,False,0.97,94.09
2009-06-23,57,57,False,0.57,32.489999999999995
2009-06-24,32,32,False,0.32,10.24
2009-06-25,54,54,False,0.54,29.160000000000004
2009-06-26,8,8,False,0.08,0.64
2009-06-27,50,50,False,0.5,25.0
2009-06-28,45,45,False,0.45,20.25
2009-06-29,36,36,False,0.36,12.959999999999999
2009-06-30,72,72,False,0.72,51.839999999999996
2009-07-01,43,43,False,0.43,18.49
2009-07-02,46,46,False,0.46,21.16
2009-07-03,69,69,False,0.69,47.61
2009-07-04,37,37,False,0.37,13.69
2009-07-05,45,45,False,0.45,20.25
2009-07-06,33,33,False,0.33,10.89
2009-07-07,42,42,False,0.42,17.64
2009-07-08,49,49,False,0.49,24.009999999999998
2009-07-09,26,26,False,0.26,6.76
2009-07-10,31,31,False,0.31,9.61
2009-07-11,82,82,False,0.82,67.24
2009-07-12,68,68,False,0.68,46.24
2009-07-13,68,68,False,0.68,46.24
2009-07-14,39,39,False,0.39,15.21
2009-07-15,33,33,False,0.33,10.89
2009-07-16,47,47,False,0.47,22.09
2009-07-17,50,50,False,0.5,25.0
2009-07-18,56,56,False,0.56,31.360000000000003
2009-07-19,51,51,False,0.51,26.01
2009-07-20,65,65,False,0.65,42.25
2009-07-21,62,62,False,0.62,38.44
2009-07-22,31,31,False,0.31,9.61
2009-07-23,33,33,False,0.33,10.89
2009-07-24,23,23,False,0.23,5.29
2009-07-25,33,33,False,0.33,10.89
2009-07-26,100,100,False,1.0,100.0
2009-07-27,57,57,False,0.57,32.489999999999995
2009-07-28,14,14,False,0.14,1.9600000000000002
2009-07-29,46,46,False,0.46,21.16
2009-07-30,33,33,False,0.33,10.89
2009-07-31,34,34,False,0.34,11.56
2009-08-01,62,62,False,0.62,38.44
2009-08-02,69,69,False,0.69,47.61
2009-08-03,37,37,False,0.37,13.69
2009-08-04,60,60,False,0.6,36.0
2009-08-05,40,40,False,0.4,16.0
2009-08-06,41,41,False,0.41,16.81
2009-08-07,48,48,False,0.48,23.04
2009-08-08,49,49,False,0.49,24.009999999999998
2009-08-09,32,32,False,0.32,10.24
2009-08-10,45,45,False,0.45,20.25
2009-08-11,59,59,False,0.59,34.809999999999995
2009-08-12,44,44,False,0.44,19.36
2009-08-13,53,53,False,0.53,28.09
2009-08-14,48,48,False,0.48,23.04
2009-08-15,56,56,False,0.56,31.360000000000003
2009-08-16,57,57,False,0.57,32.489999999999995
2009-08-17,61,61,False,0.61,37.21
2009-08-18,28,28,False,0.28,7.840000000000001
2009-08-19,48,48,False,0.48,23.04
2009-08-20,40,40,False,0.4,16.0
2009-08-21,39,39,False,0.39,15.21
2009-08-22,71,71,False,0.71,50.41
2009-08-23,54,54,False,0.54,29.160000000000004
2009-08-24,52,52,False,0.52,27.04
2009-08-25,62,62,False,0.62,38.44
2009-08-26,47,47,False,0.47,22.09
2009-08-27,24,24,False,0.24,5.76
2009-08-28,50,50,False,0.5,25.0
2009-08-29,57,57,False,0.57,32.489999999999995
2009-08-30,100,100,False,1.0,100.0
2009-08-31,43,43,False,0.43,18.49
2009-09-01,66,66,False,0.66,43.56
2009-09-02,55,55,False,0.55,30.250000000000004
2009-09-03,69,69,False,0.69,47.61
2009-09-04,47,47,False,0.47,22.09
2009-09-05,57,57,False,0.57,32.489999999999995
2009-09-06,88,88,False,0.88,77.44
2009-09-07,76,76,False,0.76,57.76
2009-09-08,42,42,False,0.42,17.64
2009-09-09,53,53,False,0.53,28.09
2009-09-10,60,60,False,0.6,36.0
2009-09-11,63,63,False,0.63,39.69
2009-09-12,52,52,False,0.52,27.04
2009-09-13,53,53,False,0.53,28.09
2009-09-14,100,100,False,1.0,100.0
2009-09-15,57,57,False,0.57,32.489999999999995
2009-09-16,41,41,False,0.41,16.81
2009-09-17,59,59,False,0.59,34.809999999999995
2009-09-18,83,83,False,0.83,68.89
2009-09-19,89,89,False,0.89,79.21000000000001
2009-09-20,36,36,False,0.36,12.959999999999999
2009-09-21,70,70,False,0.7,49.0
2009-09-22,45,45,False,0.45,20.25
2009-09-23,58,58,False,0.58,33.64
2009-09-24,59,59,False,0.59,34.809999999999995
2009-09-25,44,44,False,0.44,19.36
2009-09-26,81,81,False,0.81,65.61
2009-09-27,88,88,False,0.88,77.44
2009-09-28,64,64,False,0.64,40.96
2009-09-29,57,57,False,0.57,32.489999999999995
2009-09-30,87,87,False,0.87,75.69
2009-10-01,70,70,False,0.7,49.0
2009-10-02,25,25,False,0.25,6.25
2009-10-03,29,29,False,0.29,8.41
2009-10-04,57,57,False,0.57,32.489999999999995
2009-10-05,65,65,False,0.65,42.25
2009-10-06,41,41,False,0.41,16.81
2009-10-07,42,42,False,0.42,17.64
2009-10-08,39,39,False,0.39,15.21
2009-10-09,12,12,False,0.12,1.44
2009-10-10,98,98,False,0.98,96.03999999999999
2009-10-11,100,100,False,1.0,100.0
2009-10-12,55,55,False,0.55,30.250000000000004
2009-10-13,30,30,False,0.3,9.0
2009-10-14,57,57,False,0.57,32.489999999999995
2009-10-15,38,38,False,0.38,14.44
2009-10-16,54,54,False,0.54,29.160000000000004
2009-10-17,58,58,False,0.58,33.64
2009-10-18,28,28,False,0.28,7.840000000000001
2009-10-19,38,38,False,0.38,14.44
2009-10-20,45,45,False,0.45,20.25
2009-10-21,45,45,False,0.45,20.25
2009-10-22,34,34,False,0.34,11.56
2009-10-23,44,44,False,0.44,19.36
2009-10-24,62,62,False,0.62,38.44
2009-10-25,62,62,False,0.62,38.44
2009-10-26,41,41,False,0.41,16.81
2009-10-27,36,36,False,0.36,12.959999999999999
2009-10-28,33,33,False,0.33,10.89
2009-10-29,68,68,False,0.68,46.24
2009-10-30,41,41,False,0.41,16.81
2009-10-31,41,41,False,0.41,16.81
2009-11-01,39,39,False,0.39,15.21
2009-11-02,91,91,False,0.91,82.81
2009-11-03,52,52,False,0.52,27.04
2009-11-04,55,55,False,0.55,30.250000000000004
2009-11-05,36,36,False,0.36,12.959999999999999
2009-11-06,47,47,False,0.47,22.09
2009-11-07,55,55,False,0.55,30.250000000000004
2009-11-08,73,73,False,0.73,53.29
2009-11-09,68,68,False,0.68,46.24
2009-11-10,51,51,False,0.51,26.01
2009-11-11,50,50,False,0.5,25.0
2009-11-12,28,28,False,0.28,7.840000000000001
2009-11-13,47,47,False,0.47,22.09
2009-11-14,100,100,False,1.0,100.0
2009-11-15,35,35,False,0.35,12.25
2009-11-16,71,71,False,0.71,50.41
2009-11-17,31,31,False,0.31,9.61
2009-11-18,59,59,False,0.59,34.809999999999995
2009-11-19,52,52,False,0.52,27.04
2009-11-20,55,55,False,0.55,30.250000000000004
2009-11-21,47,47,False,0.47,22.09
2009-11-22,48,48,False,0.48,23.04
2009-11-23,56,56,False,0.56,31.360000000000003
2009-11-24,44,44,False,0.44,19.36
2009-11-25,76,76,False,0.76,57.76
2009-11-26,31,31,False,0.31,9.61
2009-11-27,46,46,False,0.46,21.16
2009-11-28,73,73,False,0.73,53.29
2009-11-29,48,48,False,0.48,23.04
2009-11-30,54,54,False,0.54,29.160000000000004
2009-12-01,47,47,False,0.47,22.09
2009-12-02,31,31,False,0.31,9.61
2009-12-03,34,34,False,0.34,11.56
2009-12-04,30,30,False,0.3,9.0
2009-12-05,49,49,False,0.49,24.009999999999998
2009-12-06,71,71,False,0.71,50.41
2009-12-07,14,14,False,0.14,1.9600000000000002
2009-12-08,38,38,False,0.38,14.44
2009-12-09,41,41,False,0.41,16.81
2009-12-10,32,32,False,0.32,10.24
2009-12-11,30,30,False,0.3,9.0
2009-12-12,62,62,False,0.62,38.44
2009-12-13,55,55,False,0.55,30.250000000000004
2009-12-14,54,54,False,0.54,29.160000000000004
2009-12-15,42,42,False,0.42,17.64
2009-12-16,44,44,False,0.44,19.36
2009-12-17,57,57,False,0.57,32.489999999999995
2009-12-18,61,61,False,0.61,37.21
2009-12-19,18,18,False,0.18,3.2399999999999998
2009-12-20,100,100,False,1.0,100.0
2009-12-21,74,74,False,0.74,54.76
2009-12-22,55,55,False,0.55,30.250000000000004
2009-12-23,57,57,False,0.57,32.489999999999995
2009-12-24,52,52,False,0.52,27.04
2009-12-25,29,29,False,0.29,8.41
2009-12-26,45,45,False,0.45,20.25
2009-12-27,44,44,False,0.44,19.36
2009-12-28,48,48,False,0.48,23.04
2009-12-29,40,40,False,0.4,16.0
2009-12-30,51,51,False,0.51,26.01
2009-12-31,19,19,False,0.19,3.61
2010-01-01,74,74,False,0.74,54.76
2010-01-02,35,35,False,0.35,12.25
2010-01-03,82,82,False,0.82,67.24
2010-01-04,66,66,False,0.66,43.56
2010-01-05,51,51,False,0.51,26.01
2010-01-06,28,28,False,0.28,7.840000000000001
2010-01-07,46,46,False,0.46,21.16
2010-01-08,42,42,False,0.42,17.64
2010-01-09,84,84,False,0.84,70.56
2010-01-10,100,100,False,1.0,100.0
2010-01-11,41,41,False,0.41,16.81
2010-01-12,49,49,False,0.49,24.009999999999998
2010-01-13,76,76,False,0.76,57.76
2010-01-14,54,54,False,0.54,29.160000000000004
2010-01-15,47,47,False,0.47,22.09
2010-01-16,72,72,False,0.72,51.839999999999996
2010-01-17,87,87,False,0.87,75.69
2010-01-18,70,70,False,0.7,49.0
2010-01-19,39,39,False,0.39,15.21
2010-01-20,48,48,False,0.48,23.04
2010-01-21,44,44,False,0.44,19.36
2010-01-22,46,46,False,0.46,21.16
2010-01-23,57,57,False,0.57,32.489999999999995
2010-01-24,51,51,False,0.51,26.01
2010-01-25,66,66,False,0.66,43.56
2010-01-26,65,65,False,0.65,42.25
2010-01-27,35,35,False,0.35,12.25
2010-01-28,39,39,False,0.39,15.21
2010-01-29,50,50,False,0.5,25.0
2010-01-30,50,50,False,0.5,25.0
2010-01-31,75,75,False,0.75,56.25
2010-02-01,75,75,False,0.75,56.25
2010-02-02,89,89,False,0.89,79.21000000000001
2010-02-03,31,31,False,0.31,9.61
2010-02-04,43,43,False,0.43,18.49
2010-02-05,39,39,False,0.39,15.21
2010-02-06,53,53,False,0.53,28.09
2010-02-07,94,94,False,0.94,88.36
2010-02-08,83,83,False,0.83,68.89
2010-02-09,52,52,False,0.52,27.04
2010-02-10,48,48,False,0.48,23.04
2010-02-11,22,22,False,0.22,4.84
2010-02-12,29,29,False,0.29,8.41
2010-02-13,56,56,False,0.56,31.360000000000003
2010-02-14,100,100,False,1.0,100.0
2010-02-15,79,79,False,0.79,62.410000000000004
2010-02-16,49,49,False,0.49,24.009999999999998
2010-02-17,64,64,False,0.64,40.96
2010-02-18,55,55,False,0.55,30.250000000000004
2010-02-19,46,46,False,0.46,21.16
2010-02-20,47,47,False,0.47,22.09
2010-02-21,71,71,False,0.71,50.41
2010-02-22,59,59,False,0.59,34.809999999999995
2010-02-23,47,47,False,0.47,22.09
2010-02-24,37,37,False,0.37,13.69
2010-02-25,27,27,False,0.27,7.290000000000001
2010-02-26,45,45,False,0.45,20.25
2010-02-27,92,92,False,0.92,84.64
2010-02-28,32,32,False,0.32,10.24
2010-03-01,45,45,False,0.45,20.25
2010-03-02,57,57,False,0.57,32.489999999999995
2010-03-03,22,22,False,0.22,4.84
2010-03-04,50,50,False,0.5,25.0
2010-03-05,82,82,False,0.82,67.24
2010-03-06,75,75,False,0.75,56.25
2010-03-07,75,75,False,0.75,56.25
2010-03-08,59,59,False,0.59,34.809999999999995
2010-03-09,22,22,False,0.22,4.84
2010-03-10,50,50,False,0.5,25.0
2010-03-11,69,69,False,0.69,47.61
2010-03-12,43,43,False,0.43,18.49
2010-03-13,46,46,False,0.46,21.16
2010-03-14,100,100,False,1.0,100.0
2010-03-15,51,51,False,0.51,26.01
2010-03-16,59,59,False,0.59,34.809999999999995
2010-03-17,23,23,False,0.23,5.29
2010-03-18,29,29,False,0.29,8.41
2010-03-19,35,35,False,0.35,12.25
2010-03-20,56,56,False,0.56,31.360000000000003
2010-03-21,40,40,False,0.4,16.0
2010-03-22,63,63,False,0.63,39.69
2010-03-23,54,54,False,0.54,29.160000000000004
2010-03-24,50,50,False,0.5,25.0
2010-03-25,51,51,False,0.51,26.01
2010-03-26,73,73,False,0.73,53.29
2010-03-27,34,34,False,0.34,11.56
2010-03-28,48,48,False,0.48,23.04
2010-03-29,72,72,False,0.72,51.839999999999996
2010-03-30,64,64,False,0.64,40.96
2010-03-31,51,51,False,0.51,26.01
2010-04-01,55,55,False,0.55,30.250000000000004
2010-04-02,100,100,False,1.0,100.0
2010-04-03,60,60,False,0.6,36.0
2010-04-04,85,85,False,0.85,72.25
2010-04-05,31,31,False,0.31,9.61
2010-04-06,47,47,False,0.47,22.09
2010-04-07,55,55,False,0.55,30.250000000000004
2010-04-08,43,43,False,0.43,18.49
2010-04-09,50,50,False,0.5,25.0
2010-04-10,25,25,False,0.25,6.25
2010-04-11,58,58,False,0.58,33.64
2010-04-12,54,54,False,0.54,29.160000000000004
2010-04-13,33,33,False,0.33,10.89
2010-04-14,37,37,False,0.37,13.69
2010-04-15,34,34,False,0.34,11.56
2010-04-16,48,48,False,0.48,23.04
2010-04-17,44,44,False,0.44,19.36
2010-04-18,56,56,False,0.56,31.360000000000003
2010-04-19,58,58,False,0.58,33.64
2010-04-20,53,53,False,0.53,28.09
2010-04-21,63,63,False,0.63,39.69
2010-04-22,50,50,False,0.5,25.0
2010-04-23,40,40,False,0.4,16.0
2010-04-24,56,56,False,0.56,31.360000000000003
2010-04-25,50,50,False,0.5,25.0
2010-04-26,57,57,False,0.57,32.489999999999995
2010-04-27,44,44,False,0.44,19.36
2010-04-28,84,84,False,0.84,70.56
2010-04-29,47,47,False,0.47,22.09
2010-04-30,23,23,False,0.23,5.29
2010-05-01,61,61,False,0.61,37.21
2010-05-02,100,100,False,1.0,100.0
2010-05-03,75,75,False,0.75,56.25
2010-05-04,60,60,False,0.6,36.0
2010-05-05,35,35,False,0.35,12.25
